Orthogroup	Prbl	Syaa
OG0000546	Prbl.g_00794	Syaa.g_02014
OG0000547	Prbl.g_00792	Syaa.g_02012
OG0000548	Prbl.g_00791	Syaa.g_02011
OG0000549	Prbl.g_00785	Syaa.g_02003
OG0000550	Prbl.g_00780	Syaa.g_01998
OG0000551	Prbl.g_00776	Syaa.g_01993
OG0000552	Prbl.g_00775	Syaa.g_01992
OG0000553	Prbl.g_00770	Syaa.g_01990
OG0000554	Prbl.g_00765	Syaa.g_01979
OG0000555	Prbl.g_00747	Syaa.g_01961
OG0000556	Prbl.g_02645	Syaa.g_01957
OG0000557	Prbl.g_01878	Syaa.g_01955
OG0000558	Prbl.g_01881	Syaa.g_01953
OG0000559	Prbl.g_01885	Syaa.g_01949
OG0000560	Prbl.g_01888	Syaa.g_01946
OG0000561	Prbl.g_01889	Syaa.g_01945
OG0000562	Prbl.g_01890	Syaa.g_01944
OG0000563	Prbl.g_01891	Syaa.g_01943
OG0000564	Prbl.g_01892	Syaa.g_01942
OG0000565	Prbl.g_01895	Syaa.g_01939
OG0000566	Prbl.g_01899	Syaa.g_01935
OG0000567	Prbl.g_01903	Syaa.g_01931
OG0000568	Prbl.g_01905	Syaa.g_01928
OG0000569	Prbl.g_01801	Syaa.g_01925
OG0000570	Prbl.g_01800	Syaa.g_01924
OG0000571	Prbl.g_01797	Syaa.g_01920
OG0000572	Prbl.g_01781	Syaa.g_01904
OG0000573	Prbl.g_01774	Syaa.g_01896
OG0000574	Prbl.g_01773	Syaa.g_01895
OG0000575	Prbl.g_01764	Syaa.g_01891
OG0000576	Prbl.g_01762	Syaa.g_01889
OG0000577	Prbl.g_01761	Syaa.g_01888
OG0000578	Prbl.g_01760	Syaa.g_01887
OG0000579	Prbl.g_01759	Syaa.g_01886
OG0000580	Prbl.g_01758	Syaa.g_01885
OG0000581	Prbl.g_01754	Syaa.g_01879
OG0000582	Prbl.g_01750	Syaa.g_01687
OG0000583	Prbl.g_01749	Syaa.g_01686
OG0000584	Prbl.g_01748	Syaa.g_01685
OG0000585	Prbl.g_01746	Syaa.g_01683
OG0000586	Prbl.g_01744	Syaa.g_01682
OG0000587	Prbl.g_01742	Syaa.g_01680
OG0000588	Prbl.g_01613	Syaa.g_01666
OG0000589	Prbl.g_01616	Syaa.g_01662
OG0000590	Prbl.g_01617	Syaa.g_01661
OG0000591	Prbl.g_01624	Syaa.g_01653
OG0000592	Prbl.g_01625	Syaa.g_01652
OG0000593	Prbl.g_01635	Syaa.g_01638
OG0000594	Prbl.g_01636	Syaa.g_01637
OG0000595	Prbl.g_01637	Syaa.g_01636
OG0000596	Prbl.g_01642	Syaa.g_01630
OG0000597	Prbl.g_01645	Syaa.g_01627
OG0000598	Prbl.g_01646	Syaa.g_01626
OG0000599	Prbl.g_01656	Syaa.g_01623
OG0000600	Prbl.g_01657	Syaa.g_01622
OG0000601	Prbl.g_01658	Syaa.g_01621
OG0000602	Prbl.g_01662	Syaa.g_01616
OG0000603	Prbl.g_01663	Syaa.g_01615
OG0000604	Prbl.g_01664	Syaa.g_01612
OG0000605	Prbl.g_01043	Syaa.g_01447
OG0000606	Prbl.g_01032	Syaa.g_01055
OG0000607	Prbl.g_01412	Syaa.g_01058
OG0000608	Prbl.g_01411	Syaa.g_01059
OG0000609	Prbl.g_01409	Syaa.g_01061
OG0000610	Prbl.g_01401	Syaa.g_01068
OG0000611	Prbl.g_01398	Syaa.g_01071
OG0000612	Prbl.g_01397	Syaa.g_01072
OG0000613	Prbl.g_00891	Syaa.g_00199
OG0000614	Prbl.g_01872	Syaa.g_00906
OG0000615	Prbl.g_02373	Syaa.g_01113
OG0000616	Prbl.g_02137	Syaa.g_02742
OG0000617	Prbl.g_02561	Syaa.g_01244
OG0000618	Prbl.g_02560	Syaa.g_01245
OG0000619	Prbl.g_02559	Syaa.g_01246
OG0000620	Prbl.g_02555	Syaa.g_01259
OG0000621	Prbl.g_02554	Syaa.g_01260
OG0000622	Prbl.g_02553	Syaa.g_01261
OG0000623	Prbl.g_02552	Syaa.g_01262
OG0000624	Prbl.g_02551	Syaa.g_01264
OG0000625	Prbl.g_02550	Syaa.g_01265
OG0000626	Prbl.g_02549	Syaa.g_01266
OG0000627	Prbl.g_02426	Syaa.g_01414
OG0000628	Prbl.g_02427	Syaa.g_01413
OG0000629	Prbl.g_02430	Syaa.g_01410
OG0000630	Prbl.g_02434	Syaa.g_01406
OG0000631	Prbl.g_02440	Syaa.g_01400
OG0000632	Prbl.g_02441	Syaa.g_01399
OG0000633	Prbl.g_02442	Syaa.g_01397
OG0000634	Prbl.g_02339	Syaa.g_01150
OG0000635	Prbl.g_02338	Syaa.g_01151
OG0000636	Prbl.g_02336	Syaa.g_01153
OG0000637	Prbl.g_02334	Syaa.g_01155
OG0000638	Prbl.g_02333	Syaa.g_01156
OG0000639	Prbl.g_02332	Syaa.g_01157
OG0000640	Prbl.g_02331	Syaa.g_01158
OG0000641	Prbl.g_02327	Syaa.g_01162
OG0000642	Prbl.g_02326	Syaa.g_01163
OG0000643	Prbl.g_02325	Syaa.g_01165
OG0000644	Prbl.g_02324	Syaa.g_01166
OG0000645	Prbl.g_02323	Syaa.g_01184
OG0000646	Prbl.g_02320	Syaa.g_01187
OG0000647	Prbl.g_02317	Syaa.g_01189
OG0000648	Prbl.g_02315	Syaa.g_01191
OG0000649	Prbl.g_02314	Syaa.g_01192
OG0000650	Prbl.g_02313	Syaa.g_01193
OG0000651	Prbl.g_02312	Syaa.g_01194
OG0000652	Prbl.g_02311	Syaa.g_01195
OG0000653	Prbl.g_02309	Syaa.g_01197
OG0000654	Prbl.g_02308	Syaa.g_01198
OG0000655	Prbl.g_02307	Syaa.g_01199
OG0000656	Prbl.g_02304	Syaa.g_01202
OG0000657	Prbl.g_01540	Syaa.g_00838
OG0000658	Prbl.g_01542	Syaa.g_00836
OG0000659	Prbl.g_01543	Syaa.g_00835
OG0000660	Prbl.g_01547	Syaa.g_00831
OG0000661	Prbl.g_01549	Syaa.g_00829
OG0000662	Prbl.g_01551	Syaa.g_00827
OG0000663	Prbl.g_01554	Syaa.g_00824
OG0000664	Prbl.g_01555	Syaa.g_00823
OG0000665	Prbl.g_01568	Syaa.g_01442
OG0000666	Prbl.g_01571	Syaa.g_01448
OG0000668	Prbl.g_02530	Syaa.g_01300
OG0000669	Prbl.g_01588	Syaa.g_01084
OG0000670	Prbl.g_01078	Syaa.g_01087
OG0000671	Prbl.g_02412	Syaa.g_01089
OG0000672	Prbl.g_02409	Syaa.g_01092
OG0000673	Prbl.g_02406	Syaa.g_01095
OG0000674	Prbl.g_02404	Syaa.g_01097
OG0000675	Prbl.g_02403	Syaa.g_01098
OG0000676	Prbl.g_02395	Syaa.g_01100
OG0000677	Prbl.g_02393	Syaa.g_01101
OG0000678	Prbl.g_02388	Syaa.g_01106
OG0000679	Prbl.g_02368	Syaa.g_01116
OG0000680	Prbl.g_02367	Syaa.g_01117
OG0000681	Prbl.g_02365	Syaa.g_01120
OG0000682	Prbl.g_02364	Syaa.g_01121
OG0000683	Prbl.g_02363	Syaa.g_01122
OG0000684	Prbl.g_02350	Syaa.g_01132
OG0000685	Prbl.g_02352	Syaa.g_01134
OG0000686	Prbl.g_02353	Syaa.g_01135
OG0000687	Prbl.g_02354	Syaa.g_01136
OG0000688	Prbl.g_02348	Syaa.g_01140
OG0000689	Prbl.g_02347	Syaa.g_01142
OG0000690	Prbl.g_02346	Syaa.g_01143
OG0000691	Prbl.g_02345	Syaa.g_01144
OG0000692	Prbl.g_02344	Syaa.g_01145
OG0000693	Prbl.g_02343	Syaa.g_01146
OG0000694	Prbl.g_02342	Syaa.g_01147
OG0000695	Prbl.g_02444	Syaa.g_01395
OG0000696	Prbl.g_02445	Syaa.g_01394
OG0000697	Prbl.g_02447	Syaa.g_01392
OG0000698	Prbl.g_02450	Syaa.g_01389
OG0000699	Prbl.g_02452	Syaa.g_01387
OG0000700	Prbl.g_02453	Syaa.g_01386
OG0000701	Prbl.g_02454	Syaa.g_01385
OG0000702	Prbl.g_02462	Syaa.g_01376
OG0000703	Prbl.g_02463	Syaa.g_01375
OG0000704	Prbl.g_02465	Syaa.g_01373
OG0000705	Prbl.g_02471	Syaa.g_01365
OG0000706	Prbl.g_02472	Syaa.g_01364
OG0000707	Prbl.g_02473	Syaa.g_01363
OG0000708	Prbl.g_02475	Syaa.g_01360
OG0000709	Prbl.g_02482	Syaa.g_01351
OG0000710	Prbl.g_02486	Syaa.g_01348
OG0000711	Prbl.g_02508	Syaa.g_01320
OG0000712	Prbl.g_02509	Syaa.g_01318
OG0000713	Prbl.g_02510	Syaa.g_01317
OG0000714	Prbl.g_02514	Syaa.g_01315
OG0000715	Prbl.g_02516	Syaa.g_01313
OG0000716	Prbl.g_02520	Syaa.g_01309
OG0000717	Prbl.g_02521	Syaa.g_01308
OG0000718	Prbl.g_02526	Syaa.g_01304
OG0000719	Prbl.g_02528	Syaa.g_01302
OG0000720	Prbl.g_02541	Syaa.g_01289
OG0000721	Prbl.g_02542	Syaa.g_01287
OG0000722	Prbl.g_02543	Syaa.g_01286
OG0000723	Prbl.g_02547	Syaa.g_01268
OG0000724	Prbl.g_00932	Syaa.g_00872
OG0000725	Prbl.g_00925	Syaa.g_00882
OG0000726	Prbl.g_00924	Syaa.g_00883
OG0000727	Prbl.g_00923	Syaa.g_00884
OG0000728	Prbl.g_00922	Syaa.g_00886
OG0000729	Prbl.g_02062	Syaa.g_00100
OG0000730	Prbl.g_01199	Syaa.g_02185
OG0000731	Prbl.g_01208	Syaa.g_02173
OG0000732	Prbl.g_01993	Syaa.g_00054
OG0000733	Prbl.g_02197	Syaa.g_02621
OG0000734	Prbl.g_00545	Syaa.g_02388
OG0000735	Prbl.g_02066	Syaa.g_00754
OG0000736	Prbl.g_02067	Syaa.g_00755
OG0000737	Prbl.g_02068	Syaa.g_00756
OG0000738	Prbl.g_02075	Syaa.g_00761
OG0000739	Prbl.g_02077	Syaa.g_00762
OG0000740	Prbl.g_02078	Syaa.g_00763
OG0000741	Prbl.g_02081	Syaa.g_00766
OG0000742	Prbl.g_02083	Syaa.g_00769
OG0000743	Prbl.g_02085	Syaa.g_00771
OG0000744	Prbl.g_02086	Syaa.g_00772
OG0000745	Prbl.g_02088	Syaa.g_00774
OG0000746	Prbl.g_02090	Syaa.g_00776
OG0000747	Prbl.g_02091	Syaa.g_00777
OG0000748	Prbl.g_02103	Syaa.g_00787
OG0000749	Prbl.g_02104	Syaa.g_00789
OG0000750	Prbl.g_02105	Syaa.g_00790
OG0000751	Prbl.g_00179	Syaa.g_00797
OG0000752	Prbl.g_00181	Syaa.g_00799
OG0000753	Prbl.g_00184	Syaa.g_00802
OG0000754	Prbl.g_01379	Syaa.g_01025
OG0000755	Prbl.g_01120	Syaa.g_01005
OG0000756	Prbl.g_01119	Syaa.g_01004
OG0000757	Prbl.g_01112	Syaa.g_00996
OG0000758	Prbl.g_01111	Syaa.g_00995
OG0000759	Prbl.g_01110	Syaa.g_00994
OG0000760	Prbl.g_01109	Syaa.g_00993
OG0000761	Prbl.g_01108	Syaa.g_00992
OG0000762	Prbl.g_01377	Syaa.g_00988
OG0000763	Prbl.g_01375	Syaa.g_00986
OG0000764	Prbl.g_01374	Syaa.g_00985
OG0000765	Prbl.g_02590	Syaa.g_00968
OG0000766	Prbl.g_02591	Syaa.g_00967
OG0000767	Prbl.g_02593	Syaa.g_00965
OG0000768	Prbl.g_02594	Syaa.g_00964
OG0000769	Prbl.g_00186	Syaa.g_00962
OG0000770	Prbl.g_01103	Syaa.g_00959
OG0000771	Prbl.g_00937	Syaa.g_00866
OG0000772	Prbl.g_00461	Syaa.g_01526
OG0000773	Prbl.g_00113	Syaa.g_00749
OG0000774	Prbl.g_01713	Syaa.g_00745
OG0000775	Prbl.g_01715	Syaa.g_00742
OG0000776	Prbl.g_01716	Syaa.g_00741
OG0000777	Prbl.g_01717	Syaa.g_00740
OG0000778	Prbl.g_01718	Syaa.g_00739
OG0000779	Prbl.g_01723	Syaa.g_00733
OG0000780	Prbl.g_01726	Syaa.g_00730
OG0000781	Prbl.g_01730	Syaa.g_00726
OG0000782	Prbl.g_01731	Syaa.g_00725
OG0000783	Prbl.g_01732	Syaa.g_00724
OG0000784	Prbl.g_01733	Syaa.g_00723
OG0000785	Prbl.g_01735	Syaa.g_00721
OG0000786	Prbl.g_01738	Syaa.g_01875
OG0000787	Prbl.g_01739	Syaa.g_01876
OG0000788	Prbl.g_00658	Syaa.g_01620
OG0000789	Prbl.g_01695	Syaa.g_01434
OG0000790	Prbl.g_00498	Syaa.g_02064
OG0000791	Prbl.g_00496	Syaa.g_02066
OG0000792	Prbl.g_00495	Syaa.g_02067
OG0000793	Prbl.g_00491	Syaa.g_02072
OG0000794	Prbl.g_00490	Syaa.g_02073
OG0000795	Prbl.g_00489	Syaa.g_02074
OG0000796	Prbl.g_00485	Syaa.g_02078
OG0000797	Prbl.g_00484	Syaa.g_02079
OG0000798	Prbl.g_01456	Syaa.g_00265
OG0000799	Prbl.g_00152	Syaa.g_01743
OG0000800	Prbl.g_00153	Syaa.g_01747
OG0000801	Prbl.g_00154	Syaa.g_01748
OG0000802	Prbl.g_00161	Syaa.g_01753
OG0000803	Prbl.g_00257	Syaa.g_01758
OG0000804	Prbl.g_00255	Syaa.g_01761
OG0000805	Prbl.g_00253	Syaa.g_01763
OG0000806	Prbl.g_00251	Syaa.g_01765
OG0000807	Prbl.g_00249	Syaa.g_01767
OG0000808	Prbl.g_00248	Syaa.g_01768
OG0000809	Prbl.g_00244	Syaa.g_01771
OG0000810	Prbl.g_00243	Syaa.g_01772
OG0000811	Prbl.g_00231	Syaa.g_01778
OG0000812	Prbl.g_00229	Syaa.g_01780
OG0000813	Prbl.g_00228	Syaa.g_01781
OG0000814	Prbl.g_00226	Syaa.g_01783
OG0000815	Prbl.g_00225	Syaa.g_01784
OG0000816	Prbl.g_00223	Syaa.g_01785
OG0000817	Prbl.g_00222	Syaa.g_01786
OG0000818	Prbl.g_00684	Syaa.g_01792
OG0000819	Prbl.g_00685	Syaa.g_01793
OG0000820	Prbl.g_00686	Syaa.g_01794
OG0000821	Prbl.g_00693	Syaa.g_01800
OG0000822	Prbl.g_00695	Syaa.g_01802
OG0000823	Prbl.g_00696	Syaa.g_01803
OG0000824	Prbl.g_00700	Syaa.g_01807
OG0000825	Prbl.g_00701	Syaa.g_01808
OG0000826	Prbl.g_00702	Syaa.g_01809
OG0000827	Prbl.g_00703	Syaa.g_01810
OG0000828	Prbl.g_00706	Syaa.g_01813
OG0000829	Prbl.g_00707	Syaa.g_01814
OG0000830	Prbl.g_00708	Syaa.g_01815
OG0000831	Prbl.g_00710	Syaa.g_01817
OG0000832	Prbl.g_00456	Syaa.g_00627
OG0000833	Prbl.g_00448	Syaa.g_00611
OG0000834	Prbl.g_00447	Syaa.g_00608
OG0000835	Prbl.g_00446	Syaa.g_00607
OG0000836	Prbl.g_00444	Syaa.g_00603
OG0000837	Prbl.g_00443	Syaa.g_00601
OG0000838	Prbl.g_00440	Syaa.g_00597
OG0000839	Prbl.g_00439	Syaa.g_00596
OG0000840	Prbl.g_00438	Syaa.g_00595
OG0000841	Prbl.g_00437	Syaa.g_00594
OG0000842	Prbl.g_00436	Syaa.g_00593
OG0000843	Prbl.g_00435	Syaa.g_00592
OG0000844	Prbl.g_00433	Syaa.g_00590
OG0000845	Prbl.g_00432	Syaa.g_00589
OG0000846	Prbl.g_00431	Syaa.g_00588
OG0000847	Prbl.g_00430	Syaa.g_00587
OG0000848	Prbl.g_00429	Syaa.g_00585
OG0000849	Prbl.g_00428	Syaa.g_00584
OG0000850	Prbl.g_00427	Syaa.g_00582
OG0000851	Prbl.g_00423	Syaa.g_00577
OG0000852	Prbl.g_00422	Syaa.g_00576
OG0000853	Prbl.g_00418	Syaa.g_00572
OG0000854	Prbl.g_00416	Syaa.g_00570
OG0000855	Prbl.g_00415	Syaa.g_00569
OG0000856	Prbl.g_01627	Syaa.g_01650
OG0000857	Prbl.g_02318	Syaa.g_01188
OG0000858	Prbl.g_00404	Syaa.g_00563
OG0000859	Prbl.g_00403	Syaa.g_00562
OG0000860	Prbl.g_00392	Syaa.g_00549
OG0000861	Prbl.g_00391	Syaa.g_00548
OG0000862	Prbl.g_00389	Syaa.g_00547
OG0000863	Prbl.g_00385	Syaa.g_00543
OG0000864	Prbl.g_00383	Syaa.g_00542
OG0000865	Prbl.g_00382	Syaa.g_00541
OG0000866	Prbl.g_00381	Syaa.g_00540
OG0000867	Prbl.g_00380	Syaa.g_00539
OG0000868	Prbl.g_00378	Syaa.g_00536
OG0000869	Prbl.g_00375	Syaa.g_00531
OG0000870	Prbl.g_00370	Syaa.g_00526
OG0000871	Prbl.g_00369	Syaa.g_00525
OG0000872	Prbl.g_00367	Syaa.g_00511
OG0000873	Prbl.g_00364	Syaa.g_00497
OG0000874	Prbl.g_00360	Syaa.g_00519
OG0000875	Prbl.g_00359	Syaa.g_00438
OG0000876	Prbl.g_00358	Syaa.g_00682
OG0000877	Prbl.g_00355	Syaa.g_00679
OG0000878	Prbl.g_00354	Syaa.g_00678
OG0000879	Prbl.g_00353	Syaa.g_00677
OG0000880	Prbl.g_00352	Syaa.g_00676
OG0000881	Prbl.g_00347	Syaa.g_00671
OG0000882	Prbl.g_00342	Syaa.g_00666
OG0000883	Prbl.g_00340	Syaa.g_00661
OG0000884	Prbl.g_00338	Syaa.g_00659
OG0000885	Prbl.g_00337	Syaa.g_00658
OG0000886	Prbl.g_00336	Syaa.g_00657
OG0000887	Prbl.g_00335	Syaa.g_00656
OG0000888	Prbl.g_00333	Syaa.g_00654
OG0000889	Prbl.g_00331	Syaa.g_00652
OG0000890	Prbl.g_00317	Syaa.g_00644
OG0000891	Prbl.g_00316	Syaa.g_00643
OG0000892	Prbl.g_02620	Syaa.g_00640
OG0000893	Prbl.g_02680	Syaa.g_02352
OG0000894	Prbl.g_02684	Syaa.g_02349
OG0000895	Prbl.g_01061	Syaa.g_02345
OG0000896	Prbl.g_01060	Syaa.g_02344
OG0000897	Prbl.g_01058	Syaa.g_02342
OG0000898	Prbl.g_01057	Syaa.g_02341
OG0000899	Prbl.g_01056	Syaa.g_02340
OG0000900	Prbl.g_01055	Syaa.g_02339
OG0000901	Prbl.g_01051	Syaa.g_02334
OG0000902	Prbl.g_01049	Syaa.g_02332
OG0000903	Prbl.g_00954	Syaa.g_02313
OG0000904	Prbl.g_00949	Syaa.g_02318
OG0000905	Prbl.g_00947	Syaa.g_02324
OG0000906	Prbl.g_01045	Syaa.g_02327
OG0000907	Prbl.g_00956	Syaa.g_02295
OG0000908	Prbl.g_00959	Syaa.g_02292
OG0000909	Prbl.g_00960	Syaa.g_02291
OG0000910	Prbl.g_00961	Syaa.g_02290
OG0000911	Prbl.g_00963	Syaa.g_02288
OG0000912	Prbl.g_00964	Syaa.g_02287
OG0000913	Prbl.g_00965	Syaa.g_02286
OG0000914	Prbl.g_00966	Syaa.g_02285
OG0000915	Prbl.g_00967	Syaa.g_02283
OG0000916	Prbl.g_00968	Syaa.g_02282
OG0000917	Prbl.g_00969	Syaa.g_02281
OG0000918	Prbl.g_00970	Syaa.g_02280
OG0000919	Prbl.g_00971	Syaa.g_02279
OG0000920	Prbl.g_00972	Syaa.g_02278
OG0000921	Prbl.g_00973	Syaa.g_02277
OG0000922	Prbl.g_00974	Syaa.g_02276
OG0000923	Prbl.g_00978	Syaa.g_02272
OG0000924	Prbl.g_00979	Syaa.g_02271
OG0000925	Prbl.g_00980	Syaa.g_02270
OG0000926	Prbl.g_00981	Syaa.g_02269
OG0000927	Prbl.g_00983	Syaa.g_02267
OG0000928	Prbl.g_00984	Syaa.g_02266
OG0000929	Prbl.g_00985	Syaa.g_02265
OG0000930	Prbl.g_00986	Syaa.g_02264
OG0000931	Prbl.g_00987	Syaa.g_02263
OG0000932	Prbl.g_00988	Syaa.g_02262
OG0000933	Prbl.g_00993	Syaa.g_02256
OG0000934	Prbl.g_00995	Syaa.g_02254
OG0000935	Prbl.g_00996	Syaa.g_02253
OG0000936	Prbl.g_00997	Syaa.g_02252
OG0000937	Prbl.g_00998	Syaa.g_02251
OG0000938	Prbl.g_01127	Syaa.g_02248
OG0000939	Prbl.g_01128	Syaa.g_02247
OG0000940	Prbl.g_01137	Syaa.g_02240
OG0000941	Prbl.g_01139	Syaa.g_02238
OG0000942	Prbl.g_01141	Syaa.g_02236
OG0000943	Prbl.g_01142	Syaa.g_02235
OG0000944	Prbl.g_01144	Syaa.g_02233
OG0000945	Prbl.g_01146	Syaa.g_02231
OG0000946	Prbl.g_01174	Syaa.g_02225
OG0000947	Prbl.g_01177	Syaa.g_02222
OG0000948	Prbl.g_01178	Syaa.g_02221
OG0000949	Prbl.g_01181	Syaa.g_00172
OG0000950	Prbl.g_00856	Syaa.g_00159
OG0000951	Prbl.g_00851	Syaa.g_00153
OG0000952	Prbl.g_00844	Syaa.g_00149
OG0000953	Prbl.g_00840	Syaa.g_00143
OG0000954	Prbl.g_01306	Syaa.g_00138
OG0000955	Prbl.g_01305	Syaa.g_00137
OG0000956	Prbl.g_01303	Syaa.g_00135
OG0000957	Prbl.g_01287	Syaa.g_00125
OG0000958	Prbl.g_01286	Syaa.g_00124
OG0000959	Prbl.g_02638	Syaa.g_00120
OG0000960	Prbl.g_02637	Syaa.g_00119
OG0000961	Prbl.g_01235	Syaa.g_00106
OG0000962	Prbl.g_02063	Syaa.g_00102
OG0000963	Prbl.g_02058	Syaa.g_00097
OG0000964	Prbl.g_02057	Syaa.g_00096
OG0000965	Prbl.g_02056	Syaa.g_00095
OG0000966	Prbl.g_02023	Syaa.g_00083
OG0000967	Prbl.g_02017	Syaa.g_00074
OG0000968	Prbl.g_02014	Syaa.g_00078
OG0000969	Prbl.g_02012	Syaa.g_00077
OG0000970	Prbl.g_02011	Syaa.g_00076
OG0000971	Prbl.g_02009	Syaa.g_00069
OG0000972	Prbl.g_02008	Syaa.g_00068
OG0000973	Prbl.g_02007	Syaa.g_00067
OG0000974	Prbl.g_02006	Syaa.g_00066
OG0000975	Prbl.g_02005	Syaa.g_00065
OG0000976	Prbl.g_02004	Syaa.g_00064
OG0000977	Prbl.g_02002	Syaa.g_00062
OG0000978	Prbl.g_02001	Syaa.g_00061
OG0000979	Prbl.g_01998	Syaa.g_00058
OG0000980	Prbl.g_01994	Syaa.g_00055
OG0000981	Prbl.g_01991	Syaa.g_00052
OG0000982	Prbl.g_02238	Syaa.g_02593
OG0000983	Prbl.g_02237	Syaa.g_02594
OG0000984	Prbl.g_02236	Syaa.g_02595
OG0000985	Prbl.g_02232	Syaa.g_02597
OG0000986	Prbl.g_02230	Syaa.g_02601
OG0000987	Prbl.g_02228	Syaa.g_02603
OG0000988	Prbl.g_02224	Syaa.g_02608
OG0000989	Prbl.g_02214	Syaa.g_02616
OG0000990	Prbl.g_02192	Syaa.g_02647
OG0000991	Prbl.g_02189	Syaa.g_02650
OG0000992	Prbl.g_02186	Syaa.g_02653
OG0000993	Prbl.g_02185	Syaa.g_02654
OG0000994	Prbl.g_02182	Syaa.g_02657
OG0000995	Prbl.g_02173	Syaa.g_02662
OG0000996	Prbl.g_02160	Syaa.g_02705
OG0000997	Prbl.g_02151	Syaa.g_02725
OG0000998	Prbl.g_02149	Syaa.g_02727
OG0000999	Prbl.g_02148	Syaa.g_02728
OG0001000	Prbl.g_02145	Syaa.g_02732
OG0001001	Prbl.g_02141	Syaa.g_02738
OG0001002	Prbl.g_02134	Syaa.g_02745
OG0001003	Prbl.g_02132	Syaa.g_02747
OG0001004	Prbl.g_02131	Syaa.g_02748
OG0001005	Prbl.g_02129	Syaa.g_02749
OG0001006	Prbl.g_02123	Syaa.g_02756
OG0001007	Prbl.g_02121	Syaa.g_02758
OG0001008	Prbl.g_00651	Syaa.g_00704
OG0001009	Prbl.g_01972	Syaa.g_00034
OG0001010	Prbl.g_01973	Syaa.g_00035
OG0001011	Prbl.g_01975	Syaa.g_00037
OG0001012	Prbl.g_02241	Syaa.g_02589
OG0001013	Prbl.g_02266	Syaa.g_02576
OG0001014	Prbl.g_02275	Syaa.g_02572
OG0001015	Prbl.g_02276	Syaa.g_02571
OG0001016	Prbl.g_00603	Syaa.g_00348
OG0001017	Prbl.g_00597	Syaa.g_00342
OG0001018	Prbl.g_00595	Syaa.g_00340
OG0001019	Prbl.g_00582	Syaa.g_00323
OG0001020	Prbl.g_00576	Syaa.g_02355
OG0001021	Prbl.g_00572	Syaa.g_02359
OG0001022	Prbl.g_00567	Syaa.g_02365
OG0001023	Prbl.g_00566	Syaa.g_02366
OG0001024	Prbl.g_00562	Syaa.g_02370
OG0001025	Prbl.g_00555	Syaa.g_02377
OG0001026	Prbl.g_00542	Syaa.g_02390
OG0001027	Prbl.g_01332	Syaa.g_02397
OG0001028	Prbl.g_01330	Syaa.g_02399
OG0001029	Prbl.g_01328	Syaa.g_02401
OG0001030	Prbl.g_00822	Syaa.g_02422
OG0001031	Prbl.g_00074	Syaa.g_02500
OG0001032	Prbl.g_00077	Syaa.g_02502
OG0001033	Prbl.g_01281	Syaa.g_02539
OG0001034	Prbl.g_00199	Syaa.g_02108
OG0001035	Prbl.g_01498	Syaa.g_00298
OG0001036	Prbl.g_01494	Syaa.g_00293
OG0001037	Prbl.g_01492	Syaa.g_00291
OG0001038	Prbl.g_01455	Syaa.g_00264
OG0001039	Prbl.g_01452	Syaa.g_00261
OG0001040	Prbl.g_01449	Syaa.g_00258
OG0001041	Prbl.g_01444	Syaa.g_00253
OG0001042	Prbl.g_01419	Syaa.g_00227
OG0001043	Prbl.g_01417	Syaa.g_00223
OG0001044	Prbl.g_01200	Syaa.g_02183
OG0001045	Prbl.g_01211	Syaa.g_02170
OG0001046	Prbl.g_00410	Syaa.g_01332
OG0001047	Prbl.g_00649	Syaa.g_00706
OG0001048	Prbl.g_00648	Syaa.g_00707
OG0001049	Prbl.g_00645	Syaa.g_00710
OG0001050	Prbl.g_00644	Syaa.g_00711
OG0001051	Prbl.g_00643	Syaa.g_00712
OG0001052	Prbl.g_01344	Syaa.g_01846
OG0001053	Prbl.g_00514	Syaa.g_02048
OG0001054	Prbl.g_00532	Syaa.g_02031
OG0001055	Prbl.g_00790	Syaa.g_02010
OG0001056	Prbl.g_00761	Syaa.g_01975
OG0001057	Prbl.g_00749	Syaa.g_01966
OG0001058	Prbl.g_01883	Syaa.g_01951
OG0001059	Prbl.g_01887	Syaa.g_01947
OG0001060	Prbl.g_01894	Syaa.g_01941
OG0001061	Prbl.g_01796	Syaa.g_01919
OG0001062	Prbl.g_01794	Syaa.g_01917
OG0001063	Prbl.g_01790	Syaa.g_01912
OG0001064	Prbl.g_01789	Syaa.g_01911
OG0001065	Prbl.g_01788	Syaa.g_01910
OG0001066	Prbl.g_01787	Syaa.g_01909
OG0001067	Prbl.g_01786	Syaa.g_01908
OG0001068	Prbl.g_01785	Syaa.g_01907
OG0001069	Prbl.g_01784	Syaa.g_01906
OG0001070	Prbl.g_01780	Syaa.g_01903
OG0001071	Prbl.g_01779	Syaa.g_01902
OG0001072	Prbl.g_01776	Syaa.g_01898
OG0001073	Prbl.g_01757	Syaa.g_01884
OG0001074	Prbl.g_01610	Syaa.g_01678
OG0001075	Prbl.g_01611	Syaa.g_01676
OG0001076	Prbl.g_01619	Syaa.g_01659
OG0001077	Prbl.g_01629	Syaa.g_01647
OG0001078	Prbl.g_01640	Syaa.g_01632
OG0001079	Prbl.g_01659	Syaa.g_01619
OG0001080	Prbl.g_01041	Syaa.g_01443
OG0001081	Prbl.g_01031	Syaa.g_01056
OG0001082	Prbl.g_01030	Syaa.g_01057
OG0001083	Prbl.g_01405	Syaa.g_01064
