Orthogroup	Prbl	Syag
OG0000554	Prbl.g_00765	Syag.g_01453
OG0000555	Prbl.g_00747	Syag.g_00075
OG0000556	Prbl.g_02645	Syag.g_00257
OG0000557	Prbl.g_01878	Syag.g_00267
OG0000558	Prbl.g_01881	Syag.g_00269
OG0000559	Prbl.g_01885	Syag.g_00273
OG0000560	Prbl.g_01888	Syag.g_00276
OG0000561	Prbl.g_01889	Syag.g_00277
OG0000562	Prbl.g_01890	Syag.g_00278
OG0000563	Prbl.g_01891	Syag.g_00279
OG0000564	Prbl.g_01892	Syag.g_00280
OG0000565	Prbl.g_01895	Syag.g_00284
OG0000566	Prbl.g_01899	Syag.g_00288
OG0000567	Prbl.g_01903	Syag.g_00292
OG0000568	Prbl.g_01905	Syag.g_00295
OG0000569	Prbl.g_01801	Syag.g_00296
OG0000570	Prbl.g_01800	Syag.g_00297
OG0000571	Prbl.g_01797	Syag.g_00301
OG0000572	Prbl.g_01781	Syag.g_00320, Syag.g_00251
OG0000573	Prbl.g_01774	Syag.g_00329
OG0000574	Prbl.g_01773	Syag.g_00330
OG0000575	Prbl.g_01764	Syag.g_00335
OG0000576	Prbl.g_01762	Syag.g_00337
OG0000577	Prbl.g_01761	Syag.g_00338
OG0000578	Prbl.g_01760	Syag.g_00339
OG0000579	Prbl.g_01759	Syag.g_00340
OG0000580	Prbl.g_01758	Syag.g_00341
OG0000581	Prbl.g_01754	Syag.g_00348
OG0000582	Prbl.g_01750	Syag.g_00353
OG0000583	Prbl.g_01749	Syag.g_00354
OG0000584	Prbl.g_01748	Syag.g_00355
OG0000585	Prbl.g_01746	Syag.g_00357
OG0000586	Prbl.g_01744	Syag.g_00358
OG0000587	Prbl.g_01742	Syag.g_00360
OG0000588	Prbl.g_01613	Syag.g_00371
OG0000589	Prbl.g_01616	Syag.g_00375
OG0000590	Prbl.g_01617	Syag.g_00376
OG0000591	Prbl.g_01624	Syag.g_00383
OG0000592	Prbl.g_01625	Syag.g_00384
OG0000593	Prbl.g_01635	Syag.g_00406
OG0000594	Prbl.g_01636	Syag.g_00407
OG0000595	Prbl.g_01637	Syag.g_00408
OG0000596	Prbl.g_01642	Syag.g_00413
OG0000597	Prbl.g_01645	Syag.g_00416
OG0000598	Prbl.g_01646	Syag.g_00417
OG0000599	Prbl.g_01656	Syag.g_00424
OG0000600	Prbl.g_01657	Syag.g_00425
OG0000601	Prbl.g_01658	Syag.g_00426
OG0000602	Prbl.g_01662	Syag.g_00431
OG0000603	Prbl.g_01663	Syag.g_00432
OG0000604	Prbl.g_01664	Syag.g_00434
OG0000605	Prbl.g_01043	Syag.g_00522
OG0000606	Prbl.g_01032	Syag.g_00550
OG0000607	Prbl.g_01412	Syag.g_00553
OG0000608	Prbl.g_01411	Syag.g_00554
OG0000609	Prbl.g_01409	Syag.g_00556
OG0000610	Prbl.g_01401	Syag.g_00580
OG0000611	Prbl.g_01398	Syag.g_00583
OG0000612	Prbl.g_01397	Syag.g_00584
OG0000613	Prbl.g_00891	Syag.g_02533
OG0000614	Prbl.g_01872	Syag.g_01004
OG0000615	Prbl.g_02373	Syag.g_00630
OG0000616	Prbl.g_02137	Syag.g_02255
OG0000617	Prbl.g_02561	Syag.g_00915
OG0000618	Prbl.g_02560	Syag.g_00914
OG0000619	Prbl.g_02559	Syag.g_00913
OG0000620	Prbl.g_02555	Syag.g_00906
OG0000621	Prbl.g_02554	Syag.g_00905
OG0000622	Prbl.g_02553	Syag.g_00904
OG0000623	Prbl.g_02552	Syag.g_00903
OG0000624	Prbl.g_02551	Syag.g_00901
OG0000625	Prbl.g_02550	Syag.g_00900
OG0000626	Prbl.g_02549	Syag.g_00899
OG0000627	Prbl.g_02426	Syag.g_00756
OG0000628	Prbl.g_02427	Syag.g_00757
OG0000629	Prbl.g_02430	Syag.g_00761
OG0000630	Prbl.g_02434	Syag.g_00765
OG0000631	Prbl.g_02440	Syag.g_00772
OG0000632	Prbl.g_02441	Syag.g_00773
OG0000633	Prbl.g_02442	Syag.g_00774
OG0000634	Prbl.g_02339	Syag.g_00663
OG0000635	Prbl.g_02338	Syag.g_00664
OG0000636	Prbl.g_02336	Syag.g_00666
OG0000637	Prbl.g_02334	Syag.g_00668
OG0000638	Prbl.g_02333	Syag.g_00669
OG0000639	Prbl.g_02332	Syag.g_00670
OG0000640	Prbl.g_02331	Syag.g_00671
OG0000641	Prbl.g_02327	Syag.g_00675
OG0000642	Prbl.g_02326	Syag.g_00676
OG0000643	Prbl.g_02325	Syag.g_00677
OG0000644	Prbl.g_02324	Syag.g_00678
OG0000645	Prbl.g_02323	Syag.g_00680
OG0000646	Prbl.g_02320	Syag.g_00683
OG0000647	Prbl.g_02317	Syag.g_00685
OG0000648	Prbl.g_02315	Syag.g_00694
OG0000649	Prbl.g_02314	Syag.g_00695
OG0000650	Prbl.g_02313	Syag.g_00696
OG0000651	Prbl.g_02312	Syag.g_00697
OG0000652	Prbl.g_02311	Syag.g_00698
OG0000653	Prbl.g_02309	Syag.g_00700
OG0000654	Prbl.g_02308	Syag.g_00701
OG0000655	Prbl.g_02307	Syag.g_00702
OG0000656	Prbl.g_02304	Syag.g_00705
OG0000657	Prbl.g_01540	Syag.g_00719
OG0000658	Prbl.g_01542	Syag.g_00721
OG0000659	Prbl.g_01543	Syag.g_00722
OG0000660	Prbl.g_01547	Syag.g_00726
OG0000661	Prbl.g_01549	Syag.g_00728
OG0000662	Prbl.g_01551	Syag.g_00730
OG0000663	Prbl.g_01554	Syag.g_00733
OG0000664	Prbl.g_01555	Syag.g_00734
OG0000665	Prbl.g_01568	Syag.g_00456
OG0000666	Prbl.g_01571	Syag.g_00445
OG0000667	Prbl.g_01579	Syag.g_00574
OG0000668	Prbl.g_02530	Syag.g_00868
OG0000669	Prbl.g_01588	Syag.g_00600
OG0000670	Prbl.g_01078	Syag.g_00399
OG0000671	Prbl.g_02412	Syag.g_00604
OG0000672	Prbl.g_02409	Syag.g_00607
OG0000673	Prbl.g_02406	Syag.g_00610
OG0000674	Prbl.g_02404	Syag.g_00612
OG0000675	Prbl.g_02403	Syag.g_00613
OG0000676	Prbl.g_02395	Syag.g_00615
OG0000677	Prbl.g_02393	Syag.g_00616
OG0000678	Prbl.g_02388	Syag.g_00622
OG0000679	Prbl.g_02368	Syag.g_00633
OG0000680	Prbl.g_02367	Syag.g_00634
OG0000681	Prbl.g_02365	Syag.g_00637
OG0000682	Prbl.g_02364	Syag.g_00638
OG0000683	Prbl.g_02363	Syag.g_00639
OG0000684	Prbl.g_02350	Syag.g_00641
OG0000685	Prbl.g_02352	Syag.g_00643
OG0000686	Prbl.g_02353	Syag.g_00644
OG0000687	Prbl.g_02354	Syag.g_00645
OG0000688	Prbl.g_02348	Syag.g_00651
OG0000689	Prbl.g_02347	Syag.g_00653
OG0000690	Prbl.g_02346	Syag.g_00654
OG0000691	Prbl.g_02345	Syag.g_00655
OG0000692	Prbl.g_02344	Syag.g_00656
OG0000693	Prbl.g_02343	Syag.g_00658
OG0000694	Prbl.g_02342	Syag.g_00659
OG0000695	Prbl.g_02444	Syag.g_00776
OG0000696	Prbl.g_02445	Syag.g_00777
OG0000697	Prbl.g_02447	Syag.g_00778
OG0000698	Prbl.g_02450	Syag.g_00781
OG0000699	Prbl.g_02452	Syag.g_00782
OG0000700	Prbl.g_02453	Syag.g_00783
OG0000701	Prbl.g_02454	Syag.g_00784
OG0000702	Prbl.g_02462	Syag.g_00792
OG0000703	Prbl.g_02463	Syag.g_00793
OG0000704	Prbl.g_02465	Syag.g_00795
OG0000705	Prbl.g_02471	Syag.g_00802
OG0000706	Prbl.g_02472	Syag.g_00803
OG0000707	Prbl.g_02473	Syag.g_00804
OG0000708	Prbl.g_02475	Syag.g_00807
OG0000709	Prbl.g_02482	Syag.g_00816
OG0000710	Prbl.g_02486	Syag.g_00820
OG0000711	Prbl.g_02508	Syag.g_00848
OG0000712	Prbl.g_02509	Syag.g_00850
OG0000713	Prbl.g_02510	Syag.g_00851
OG0000714	Prbl.g_02514	Syag.g_00853
OG0000715	Prbl.g_02516	Syag.g_00855
OG0000716	Prbl.g_02520	Syag.g_00859
OG0000717	Prbl.g_02521	Syag.g_00860
OG0000718	Prbl.g_02526	Syag.g_00864
OG0000719	Prbl.g_02528	Syag.g_00866
OG0000720	Prbl.g_02541	Syag.g_00880
OG0000721	Prbl.g_02542	Syag.g_00882
OG0000722	Prbl.g_02543	Syag.g_00883
OG0000723	Prbl.g_02547	Syag.g_00897
OG0000724	Prbl.g_00932	Syag.g_00967
OG0000725	Prbl.g_00925	Syag.g_00978
OG0000726	Prbl.g_00924	Syag.g_00979
OG0000727	Prbl.g_00923	Syag.g_00980
OG0000728	Prbl.g_00922	Syag.g_00982
OG0000729	Prbl.g_02062	Syag.g_02376
OG0000730	Prbl.g_01199	Syag.g_02840
OG0000731	Prbl.g_01208	Syag.g_02853
OG0000732	Prbl.g_01993	Syag.g_02331
OG0000733	Prbl.g_02197	Syag.g_00145
OG0000734	Prbl.g_00545	Syag.g_01892
OG0000735	Prbl.g_02066	Syag.g_01159
OG0000736	Prbl.g_02067	Syag.g_01158
OG0000737	Prbl.g_02068	Syag.g_01157
OG0000738	Prbl.g_02075	Syag.g_01152
OG0000739	Prbl.g_02077	Syag.g_01149
OG0000740	Prbl.g_02078	Syag.g_01148
OG0000741	Prbl.g_02081	Syag.g_01145
OG0000742	Prbl.g_02083	Syag.g_01142
OG0000743	Prbl.g_02085	Syag.g_01140
OG0000744	Prbl.g_02086	Syag.g_01139
OG0000745	Prbl.g_02088	Syag.g_01137
OG0000746	Prbl.g_02090	Syag.g_01135
OG0000747	Prbl.g_02091	Syag.g_01134
OG0000748	Prbl.g_02103	Syag.g_01122
OG0000749	Prbl.g_02104	Syag.g_01121
OG0000750	Prbl.g_02105	Syag.g_01120
OG0000751	Prbl.g_00179	Syag.g_01114
OG0000752	Prbl.g_00181	Syag.g_01112
OG0000753	Prbl.g_00184	Syag.g_01109
OG0000754	Prbl.g_01379	Syag.g_01103
OG0000755	Prbl.g_01120	Syag.g_01092
OG0000756	Prbl.g_01119	Syag.g_01091
OG0000757	Prbl.g_01112	Syag.g_01084
OG0000758	Prbl.g_01111	Syag.g_01083
OG0000759	Prbl.g_01110	Syag.g_01082
OG0000760	Prbl.g_01109	Syag.g_01081
OG0000761	Prbl.g_01108	Syag.g_01080
OG0000762	Prbl.g_01377	Syag.g_01078
OG0000763	Prbl.g_01375	Syag.g_01076
OG0000764	Prbl.g_01374	Syag.g_01075
OG0000765	Prbl.g_02590	Syag.g_01056
OG0000766	Prbl.g_02591	Syag.g_01055
OG0000767	Prbl.g_02593	Syag.g_01053
OG0000768	Prbl.g_02594	Syag.g_01052
OG0000769	Prbl.g_00186	Syag.g_01047
OG0000770	Prbl.g_01103	Syag.g_01043
OG0000771	Prbl.g_00937	Syag.g_00959
OG0000772	Prbl.g_00461	Syag.g_02043
OG0000773	Prbl.g_00113	Syag.g_01168
OG0000774	Prbl.g_01713	Syag.g_01182
OG0000775	Prbl.g_01715	Syag.g_01185
OG0000776	Prbl.g_01716	Syag.g_01186
OG0000777	Prbl.g_01717	Syag.g_01187
OG0000778	Prbl.g_01718	Syag.g_01188
OG0000779	Prbl.g_01723	Syag.g_01194
OG0000780	Prbl.g_01726	Syag.g_01217
OG0000781	Prbl.g_01730	Syag.g_01221
OG0000782	Prbl.g_01731	Syag.g_01222
OG0000783	Prbl.g_01732	Syag.g_01223
OG0000784	Prbl.g_01733	Syag.g_01224
OG0000785	Prbl.g_01735	Syag.g_01226
OG0000786	Prbl.g_01738	Syag.g_01235
OG0000787	Prbl.g_01739	Syag.g_01236
OG0000788	Prbl.g_00658	Syag.g_00427
OG0000789	Prbl.g_01695	Syag.g_00453
OG0000790	Prbl.g_00498	Syag.g_01542
OG0000791	Prbl.g_00496	Syag.g_01544
OG0000792	Prbl.g_00495	Syag.g_01545
OG0000793	Prbl.g_00491	Syag.g_01550
OG0000794	Prbl.g_00490	Syag.g_01551
OG0000795	Prbl.g_00489	Syag.g_01552
OG0000796	Prbl.g_00485	Syag.g_01556
OG0000797	Prbl.g_00484	Syag.g_01557
OG0000798	Prbl.g_01456	Syag.g_02601
OG0000799	Prbl.g_00152	Syag.g_01278
OG0000800	Prbl.g_00153	Syag.g_01280
OG0000801	Prbl.g_00154	Syag.g_01285
OG0000802	Prbl.g_00161	Syag.g_01293
OG0000803	Prbl.g_00257	Syag.g_01321
OG0000804	Prbl.g_00255	Syag.g_01438
OG0000805	Prbl.g_00253	Syag.g_01433
OG0000806	Prbl.g_00251	Syag.g_01429
OG0000807	Prbl.g_00249	Syag.g_01428
OG0000808	Prbl.g_00248	Syag.g_01427
OG0000809	Prbl.g_00244	Syag.g_01423
OG0000810	Prbl.g_00243	Syag.g_01422
OG0000811	Prbl.g_00231	Syag.g_01413
OG0000812	Prbl.g_00229	Syag.g_01411
OG0000813	Prbl.g_00228	Syag.g_01410
OG0000814	Prbl.g_00226	Syag.g_01408
OG0000815	Prbl.g_00225	Syag.g_01407
OG0000816	Prbl.g_00223	Syag.g_01405
OG0000817	Prbl.g_00222	Syag.g_01404
OG0000818	Prbl.g_00684	Syag.g_01400
OG0000819	Prbl.g_00685	Syag.g_01399
OG0000820	Prbl.g_00686	Syag.g_01398
OG0000821	Prbl.g_00693	Syag.g_01388
OG0000822	Prbl.g_00695	Syag.g_01386
OG0000823	Prbl.g_00696	Syag.g_01385
OG0000824	Prbl.g_00700	Syag.g_01379
OG0000825	Prbl.g_00701	Syag.g_01378
OG0000826	Prbl.g_00702	Syag.g_01377
OG0000827	Prbl.g_00703	Syag.g_01376
OG0000828	Prbl.g_00706	Syag.g_01373
OG0000829	Prbl.g_00707	Syag.g_01372
OG0000830	Prbl.g_00708	Syag.g_01371
OG0000831	Prbl.g_00710	Syag.g_01367
OG0000832	Prbl.g_00456	Syag.g_01614
OG0000833	Prbl.g_00448	Syag.g_01628
OG0000834	Prbl.g_00447	Syag.g_01632
OG0000835	Prbl.g_00446	Syag.g_01633
OG0000836	Prbl.g_00444	Syag.g_01637
OG0000837	Prbl.g_00443	Syag.g_01638
OG0000838	Prbl.g_00440	Syag.g_01642
OG0000839	Prbl.g_00439	Syag.g_01643
OG0000840	Prbl.g_00438	Syag.g_01644
OG0000841	Prbl.g_00437	Syag.g_01645
OG0000842	Prbl.g_00436	Syag.g_01646
OG0000843	Prbl.g_00435	Syag.g_01647
OG0000844	Prbl.g_00433	Syag.g_01649
OG0000845	Prbl.g_00432	Syag.g_01650
OG0000846	Prbl.g_00431	Syag.g_01651
OG0000847	Prbl.g_00430	Syag.g_01652
OG0000848	Prbl.g_00429	Syag.g_01654
OG0000849	Prbl.g_00428	Syag.g_01655
OG0000850	Prbl.g_00427	Syag.g_01657
OG0000851	Prbl.g_00423	Syag.g_01663
OG0000852	Prbl.g_00422	Syag.g_01664
OG0000853	Prbl.g_00418	Syag.g_01668
OG0000854	Prbl.g_00416	Syag.g_01670
OG0000855	Prbl.g_00415	Syag.g_01671
OG0000856	Prbl.g_01627	Syag.g_00386
OG0000857	Prbl.g_02318	Syag.g_00684
OG0000858	Prbl.g_00404	Syag.g_01677
OG0000859	Prbl.g_00403	Syag.g_01678
OG0000860	Prbl.g_00392	Syag.g_01689
OG0000861	Prbl.g_00391	Syag.g_01690
OG0000862	Prbl.g_00389	Syag.g_01693
OG0000863	Prbl.g_00385	Syag.g_01695
OG0000864	Prbl.g_00383	Syag.g_01696
OG0000865	Prbl.g_00382	Syag.g_01697
OG0000866	Prbl.g_00381	Syag.g_01698
OG0000867	Prbl.g_00380	Syag.g_01699
OG0000868	Prbl.g_00378	Syag.g_01707
OG0000869	Prbl.g_00375	Syag.g_01711
OG0000870	Prbl.g_00370	Syag.g_01716
OG0000871	Prbl.g_00369	Syag.g_01717
OG0000872	Prbl.g_00367	Syag.g_01723
OG0000873	Prbl.g_00364	Syag.g_01726
OG0000874	Prbl.g_00360	Syag.g_01729
OG0000875	Prbl.g_00359	Syag.g_01731
OG0000876	Prbl.g_00358	Syag.g_01732
OG0000877	Prbl.g_00355	Syag.g_01734
OG0000878	Prbl.g_00354	Syag.g_01735
OG0000879	Prbl.g_00353	Syag.g_02356
OG0000880	Prbl.g_00352	Syag.g_01736
OG0000881	Prbl.g_00347	Syag.g_01741
OG0000882	Prbl.g_00342	Syag.g_01746
OG0000883	Prbl.g_00340	Syag.g_01749
OG0000884	Prbl.g_00338	Syag.g_01751
OG0000885	Prbl.g_00337	Syag.g_01752
OG0000886	Prbl.g_00336	Syag.g_01753
OG0000887	Prbl.g_00335	Syag.g_01754
OG0000888	Prbl.g_00333	Syag.g_01756
OG0000889	Prbl.g_00331	Syag.g_01758
OG0000890	Prbl.g_00317	Syag.g_01761
OG0000891	Prbl.g_00316	Syag.g_01762
OG0000892	Prbl.g_02620	Syag.g_01765
OG0000893	Prbl.g_02680	Syag.g_02688
OG0000894	Prbl.g_02684	Syag.g_02691
OG0000895	Prbl.g_01061	Syag.g_02695
OG0000896	Prbl.g_01060	Syag.g_02696
OG0000897	Prbl.g_01058	Syag.g_02699
OG0000898	Prbl.g_01057	Syag.g_02700
OG0000899	Prbl.g_01056	Syag.g_02701
OG0000900	Prbl.g_01055	Syag.g_02702
OG0000901	Prbl.g_01051	Syag.g_02707
OG0000902	Prbl.g_01049	Syag.g_02709
OG0000903	Prbl.g_00954	Syag.g_02724
OG0000904	Prbl.g_00949	Syag.g_02718
OG0000905	Prbl.g_00947	Syag.g_02714
OG0000906	Prbl.g_01045	Syag.g_02711
OG0000907	Prbl.g_00956	Syag.g_02727
OG0000908	Prbl.g_00959	Syag.g_02730
OG0000909	Prbl.g_00960	Syag.g_02731
OG0000910	Prbl.g_00961	Syag.g_02732
OG0000911	Prbl.g_00963	Syag.g_02734
OG0000912	Prbl.g_00964	Syag.g_02735
OG0000913	Prbl.g_00965	Syag.g_02736
OG0000914	Prbl.g_00966	Syag.g_02737
OG0000915	Prbl.g_00967	Syag.g_02739
OG0000916	Prbl.g_00968	Syag.g_02740
OG0000917	Prbl.g_00969	Syag.g_02741
OG0000918	Prbl.g_00970	Syag.g_02742
OG0000919	Prbl.g_00971	Syag.g_02743
OG0000920	Prbl.g_00972	Syag.g_02744
OG0000921	Prbl.g_00973	Syag.g_02745
OG0000922	Prbl.g_00974	Syag.g_02746
OG0000923	Prbl.g_00978	Syag.g_02750
OG0000924	Prbl.g_00979	Syag.g_02751
OG0000925	Prbl.g_00980	Syag.g_02752
OG0000926	Prbl.g_00981	Syag.g_02753
OG0000927	Prbl.g_00983	Syag.g_02755
OG0000928	Prbl.g_00984	Syag.g_02756
OG0000929	Prbl.g_00985	Syag.g_02757
OG0000930	Prbl.g_00986	Syag.g_02758
OG0000931	Prbl.g_00987	Syag.g_02759
OG0000932	Prbl.g_00988	Syag.g_02760
OG0000933	Prbl.g_00993	Syag.g_02766
OG0000934	Prbl.g_00995	Syag.g_02768
OG0000935	Prbl.g_00996	Syag.g_02769
OG0000936	Prbl.g_00997	Syag.g_02770
OG0000937	Prbl.g_00998	Syag.g_02771
OG0000938	Prbl.g_01127	Syag.g_02774
OG0000939	Prbl.g_01128	Syag.g_02775
OG0000940	Prbl.g_01137	Syag.g_02783
OG0000941	Prbl.g_01139	Syag.g_02785
OG0000942	Prbl.g_01141	Syag.g_02787
OG0000943	Prbl.g_01142	Syag.g_02788
OG0000944	Prbl.g_01144	Syag.g_02790
OG0000945	Prbl.g_01146	Syag.g_02792
OG0000946	Prbl.g_01174	Syag.g_02797
OG0000947	Prbl.g_01177	Syag.g_02801
OG0000948	Prbl.g_01178	Syag.g_02802
OG0000949	Prbl.g_01181	Syag.g_02449
OG0000950	Prbl.g_00856	Syag.g_02436
OG0000951	Prbl.g_00851	Syag.g_02431
OG0000952	Prbl.g_00844	Syag.g_02423
OG0000953	Prbl.g_00840	Syag.g_02415
OG0000954	Prbl.g_01306	Syag.g_02409
OG0000955	Prbl.g_01305	Syag.g_02408
OG0000956	Prbl.g_01303	Syag.g_02406
OG0000957	Prbl.g_01287	Syag.g_02395
OG0000958	Prbl.g_01286	Syag.g_02394
OG0000959	Prbl.g_02638	Syag.g_02389
OG0000960	Prbl.g_02637	Syag.g_02388
OG0000961	Prbl.g_01235	Syag.g_02379
OG0000962	Prbl.g_02063	Syag.g_02377
OG0000963	Prbl.g_02058	Syag.g_02372
OG0000964	Prbl.g_02057	Syag.g_02371
OG0000965	Prbl.g_02056	Syag.g_02370
OG0000966	Prbl.g_02023	Syag.g_02362
OG0000967	Prbl.g_02017	Syag.g_02358
OG0000968	Prbl.g_02014	Syag.g_02355
OG0000969	Prbl.g_02012	Syag.g_02354
OG0000970	Prbl.g_02011	Syag.g_02353
OG0000971	Prbl.g_02009	Syag.g_02348
OG0000972	Prbl.g_02008	Syag.g_02347
OG0000973	Prbl.g_02007	Syag.g_02346
OG0000974	Prbl.g_02006	Syag.g_02345
OG0000975	Prbl.g_02005	Syag.g_02344
OG0000976	Prbl.g_02004	Syag.g_02343
OG0000977	Prbl.g_02002	Syag.g_02340
OG0000978	Prbl.g_02001	Syag.g_02338
OG0000979	Prbl.g_01998	Syag.g_02335
OG0000980	Prbl.g_01994	Syag.g_02332
OG0000981	Prbl.g_01991	Syag.g_02329
OG0000982	Prbl.g_02238	Syag.g_02127
OG0000983	Prbl.g_02237	Syag.g_02128
OG0000984	Prbl.g_02236	Syag.g_02129
OG0000985	Prbl.g_02232	Syag.g_02133
OG0000986	Prbl.g_02230	Syag.g_02138
OG0000987	Prbl.g_02228	Syag.g_02140
OG0000988	Prbl.g_02224	Syag.g_02145
OG0000989	Prbl.g_02214	Syag.g_02156
OG0000990	Prbl.g_02192	Syag.g_02169
OG0000991	Prbl.g_02189	Syag.g_02174
OG0000992	Prbl.g_02186	Syag.g_02177
OG0000993	Prbl.g_02185	Syag.g_02178
OG0000994	Prbl.g_02182	Syag.g_02181
OG0000995	Prbl.g_02173	Syag.g_02187
OG0000996	Prbl.g_02160	Syag.g_02229
OG0000997	Prbl.g_02151	Syag.g_02239
OG0000998	Prbl.g_02149	Syag.g_02241
OG0000999	Prbl.g_02148	Syag.g_02242
OG0001000	Prbl.g_02145	Syag.g_02246
OG0001001	Prbl.g_02141	Syag.g_02251
OG0001002	Prbl.g_02134	Syag.g_02258
OG0001003	Prbl.g_02132	Syag.g_02260
OG0001004	Prbl.g_02131	Syag.g_02261
OG0001005	Prbl.g_02129	Syag.g_02263
OG0001006	Prbl.g_02123	Syag.g_02270
OG0001007	Prbl.g_02121	Syag.g_02272
OG0001008	Prbl.g_00651	Syag.g_00034
OG0001009	Prbl.g_01972	Syag.g_02304
OG0001010	Prbl.g_01973	Syag.g_02305
OG0001011	Prbl.g_01975	Syag.g_02307
OG0001012	Prbl.g_02241	Syag.g_02123
OG0001013	Prbl.g_02266	Syag.g_02098
OG0001014	Prbl.g_02275	Syag.g_02084
OG0001015	Prbl.g_02276	Syag.g_02083
OG0001016	Prbl.g_00603	Syag.g_01824
OG0001017	Prbl.g_00597	Syag.g_01830
OG0001018	Prbl.g_00595	Syag.g_01832
OG0001019	Prbl.g_00582	Syag.g_01854
OG0001020	Prbl.g_00576	Syag.g_01861
OG0001021	Prbl.g_00572	Syag.g_01865
OG0001022	Prbl.g_00567	Syag.g_01870
OG0001023	Prbl.g_00566	Syag.g_01871
OG0001024	Prbl.g_00562	Syag.g_01875
OG0001025	Prbl.g_00555	Syag.g_01882
OG0001026	Prbl.g_00542	Syag.g_01894
OG0001027	Prbl.g_01332	Syag.g_01902
OG0001028	Prbl.g_01330	Syag.g_01904
OG0001029	Prbl.g_01328	Syag.g_01906
OG0001030	Prbl.g_00822	Syag.g_01927
OG0001031	Prbl.g_00074	Syag.g_02000
OG0001032	Prbl.g_00077	Syag.g_02005
OG0001033	Prbl.g_01281	Syag.g_02048
OG0001034	Prbl.g_00199	Syag.g_01784
OG0001035	Prbl.g_01498	Syag.g_02635
OG0001036	Prbl.g_01494	Syag.g_02630
OG0001037	Prbl.g_01492	Syag.g_02628
OG0001038	Prbl.g_01455	Syag.g_02600
OG0001039	Prbl.g_01452	Syag.g_02597
OG0001040	Prbl.g_01449	Syag.g_02594
OG0001041	Prbl.g_01444	Syag.g_02589
OG0001042	Prbl.g_01419	Syag.g_02564
OG0001043	Prbl.g_01417	Syag.g_02560
OG0001044	Prbl.g_01200	Syag.g_02842
OG0001045	Prbl.g_01211	Syag.g_02856
OG0001046	Prbl.g_00410	Syag.g_00836
OG0001047	Prbl.g_00649	Syag.g_00036
OG0001048	Prbl.g_00648	Syag.g_00037
OG0001049	Prbl.g_00645	Syag.g_00040
OG0001050	Prbl.g_00644	Syag.g_00041
OG0001051	Prbl.g_00643	Syag.g_00042
OG0001052	Prbl.g_01344	Syag.g_01352
OG0001053	Prbl.g_00514	Syag.g_01525
OG0001054	Prbl.g_00532	Syag.g_01506
OG0001055	Prbl.g_00790	Syag.g_01485
OG0001056	Prbl.g_00761	Syag.g_01449
OG0001057	Prbl.g_00749	Syag.g_01241
OG0001058	Prbl.g_01883	Syag.g_00271
OG0001059	Prbl.g_01887	Syag.g_00275
OG0001060	Prbl.g_01894	Syag.g_00282
OG0001061	Prbl.g_01796	Syag.g_00302
OG0001062	Prbl.g_01794	Syag.g_00304
OG0001063	Prbl.g_01790	Syag.g_00310
OG0001064	Prbl.g_01789	Syag.g_00311
OG0001065	Prbl.g_01788	Syag.g_00312
OG0001066	Prbl.g_01787	Syag.g_00313
OG0001067	Prbl.g_01786	Syag.g_00314
OG0001068	Prbl.g_01785	Syag.g_00315
OG0001069	Prbl.g_01784	Syag.g_00317
OG0001070	Prbl.g_01780	Syag.g_00321
OG0001071	Prbl.g_01779	Syag.g_00322
OG0001072	Prbl.g_01776	Syag.g_00327
OG0001073	Prbl.g_01757	Syag.g_00342
OG0001074	Prbl.g_01610	Syag.g_00467
OG0001075	Prbl.g_01611	Syag.g_00362
OG0001076	Prbl.g_01619	Syag.g_00378
OG0001077	Prbl.g_01629	Syag.g_00388
OG0001078	Prbl.g_01640	Syag.g_00411
OG0001079	Prbl.g_01659	Syag.g_00428
OG0001080	Prbl.g_01041	Syag.g_00495
OG0001081	Prbl.g_01031	Syag.g_00551
OG0001082	Prbl.g_01030	Syag.g_00552
OG0001083	Prbl.g_01405	Syag.g_00565
OG0001084	Prbl.g_01404	Syag.g_00569
OG0001085	Prbl.g_01394	Syag.g_00592
OG0001086	Prbl.g_01392	Syag.g_00594
OG0001087	Prbl.g_01853	Syag.g_01018
OG0001088	Prbl.g_01857	Syag.g_01016
OG0001089	Prbl.g_00024	Syag.g_00986
OG0001090	Prbl.g_02565	Syag.g_00922
OG0001091	Prbl.g_02563	Syag.g_00919
OG0001092	Prbl.g_02562	Syag.g_00917
OG0001093	Prbl.g_02558	Syag.g_00910
OG0001094	Prbl.g_02341	Syag.g_00661
OG0001095	Prbl.g_02322	Syag.g_00681
OG0001096	Prbl.g_02306	Syag.g_00703
OG0001097	Prbl.g_01550	Syag.g_00729
OG0001098	Prbl.g_02423	Syag.g_00744
OG0001099	Prbl.g_01329	Syag.g_01905
OG0001101	Prbl.g_02413	Syag.g_00603
OG0001102	Prbl.g_02410	Syag.g_00606
OG0001103	Prbl.g_02408	Syag.g_00608
OG0001104	Prbl.g_02351	Syag.g_00642
OG0001105	Prbl.g_02356	Syag.g_00646
OG0001106	Prbl.g_02466	Syag.g_00796
OG0001107	Prbl.g_02476	Syag.g_00808
OG0001108	Prbl.g_02483	Syag.g_00817
OG0001109	Prbl.g_02485	Syag.g_00819
OG0001110	Prbl.g_02487	Syag.g_00821
OG0001111	Prbl.g_02489	Syag.g_00823
OG0001112	Prbl.g_02491	Syag.g_00825
OG0001113	Prbl.g_02492	Syag.g_00826
