Orthogroup	Prbl	Prae
OG0000572	Prbl.g_01781	Prae.g_00560
OG0000573	Prbl.g_01774	Prae.g_00566
OG0000574	Prbl.g_01773	Prae.g_00567
OG0000575	Prbl.g_01764	Prae.g_00571
OG0000576	Prbl.g_01762	Prae.g_00573
OG0000577	Prbl.g_01761	Prae.g_00574
OG0000578	Prbl.g_01760	Prae.g_00575
OG0000579	Prbl.g_01759	Prae.g_00576
OG0000580	Prbl.g_01758	Prae.g_00577
OG0000581	Prbl.g_01754	Prae.g_00579
OG0000582	Prbl.g_01750	Prae.g_00582
OG0000583	Prbl.g_01749	Prae.g_00583
OG0000584	Prbl.g_01748	Prae.g_00584
OG0000585	Prbl.g_01746	Prae.g_00586
OG0000586	Prbl.g_01744	Prae.g_00587
OG0000587	Prbl.g_01742	Prae.g_00588
OG0000588	Prbl.g_01613	Prae.g_00592
OG0000589	Prbl.g_01616	Prae.g_00595
OG0000590	Prbl.g_01617	Prae.g_00596
OG0000591	Prbl.g_01624	Prae.g_00599
OG0000592	Prbl.g_01625	Prae.g_00600
OG0000593	Prbl.g_01635	Prae.g_00606
OG0000594	Prbl.g_01636	Prae.g_00607
OG0000595	Prbl.g_01637	Prae.g_00608
OG0000596	Prbl.g_01642	Prae.g_00612
OG0000597	Prbl.g_01645	Prae.g_00614
OG0000598	Prbl.g_01646	Prae.g_00615
OG0000599	Prbl.g_01656	Prae.g_00618
OG0000600	Prbl.g_01657	Prae.g_00619
OG0000601	Prbl.g_01658	Prae.g_00620
OG0000602	Prbl.g_01662	Prae.g_00622
OG0000603	Prbl.g_01663	Prae.g_00623
OG0000604	Prbl.g_01664	Prae.g_00624
OG0000605	Prbl.g_01043	Prae.g_00625
OG0000606	Prbl.g_01032	Prae.g_00628
OG0000607	Prbl.g_01412	Prae.g_00631
OG0000608	Prbl.g_01411	Prae.g_00632
OG0000609	Prbl.g_01409	Prae.g_00633
OG0000610	Prbl.g_01401	Prae.g_00638
OG0000611	Prbl.g_01398	Prae.g_00641
OG0000612	Prbl.g_01397	Prae.g_00642
OG0000613	Prbl.g_00891	Prae.g_00647
OG0000614	Prbl.g_01872	Prae.g_00666
OG0000615	Prbl.g_02373	Prae.g_00674
OG0000616	Prbl.g_02137	Prae.g_00678
OG0000617	Prbl.g_02561	Prae.g_00717
OG0000618	Prbl.g_02560	Prae.g_00718
OG0000619	Prbl.g_02559	Prae.g_00719
OG0000620	Prbl.g_02555	Prae.g_00722
OG0000621	Prbl.g_02554	Prae.g_00723
OG0000622	Prbl.g_02553	Prae.g_00724
OG0000623	Prbl.g_02552	Prae.g_00725
OG0000624	Prbl.g_02551	Prae.g_00726
OG0000625	Prbl.g_02550	Prae.g_00727
OG0000626	Prbl.g_02549	Prae.g_00728
OG0000627	Prbl.g_02426	Prae.g_00729
OG0000628	Prbl.g_02427	Prae.g_00730
OG0000629	Prbl.g_02430	Prae.g_00731
OG0000630	Prbl.g_02434	Prae.g_00734
OG0000631	Prbl.g_02440	Prae.g_00797
OG0000632	Prbl.g_02441	Prae.g_00798
OG0000633	Prbl.g_02442	Prae.g_00799
OG0000634	Prbl.g_02339	Prae.g_00802
OG0000635	Prbl.g_02338	Prae.g_00803
OG0000636	Prbl.g_02336	Prae.g_00805
OG0000637	Prbl.g_02334	Prae.g_00807
OG0000638	Prbl.g_02333	Prae.g_00808
OG0000639	Prbl.g_02332	Prae.g_00809
OG0000640	Prbl.g_02331	Prae.g_00810
OG0000641	Prbl.g_02327	Prae.g_00814
OG0000642	Prbl.g_02326	Prae.g_00815
OG0000643	Prbl.g_02325	Prae.g_00816
OG0000644	Prbl.g_02324	Prae.g_00817
OG0000645	Prbl.g_02323	Prae.g_00818
OG0000646	Prbl.g_02320	Prae.g_00820
OG0000647	Prbl.g_02317	Prae.g_00821
OG0000648	Prbl.g_02315	Prae.g_00823
OG0000649	Prbl.g_02314	Prae.g_00824
OG0000650	Prbl.g_02313	Prae.g_00825
OG0000651	Prbl.g_02312	Prae.g_00826
OG0000652	Prbl.g_02311	Prae.g_00827
OG0000653	Prbl.g_02309	Prae.g_00829
OG0000654	Prbl.g_02308	Prae.g_00830
OG0000655	Prbl.g_02307	Prae.g_00831
OG0000656	Prbl.g_02304	Prae.g_00834
OG0000657	Prbl.g_01540	Prae.g_00841
OG0000658	Prbl.g_01542	Prae.g_00842
OG0000659	Prbl.g_01543	Prae.g_00843
OG0000660	Prbl.g_01547	Prae.g_00847
OG0000661	Prbl.g_01549	Prae.g_00849
OG0000662	Prbl.g_01551	Prae.g_00851
OG0000663	Prbl.g_01554	Prae.g_00853
OG0000664	Prbl.g_01555	Prae.g_00854
OG0000665	Prbl.g_01568	Prae.g_00858
OG0000666	Prbl.g_01571	Prae.g_00859
OG0000667	Prbl.g_01579	Prae.g_00863
OG0000668	Prbl.g_02530	Prae.g_00892
OG0000669	Prbl.g_01588	Prae.g_00900
OG0000670	Prbl.g_01078	Prae.g_00902
OG0000671	Prbl.g_02412	Prae.g_00904
OG0000672	Prbl.g_02409	Prae.g_00906
OG0000673	Prbl.g_02406	Prae.g_00909
OG0000674	Prbl.g_02404	Prae.g_00911
OG0000675	Prbl.g_02403	Prae.g_00912
OG0000676	Prbl.g_02395	Prae.g_00914
OG0000677	Prbl.g_02393	Prae.g_00915
OG0000678	Prbl.g_02388	Prae.g_00917
OG0000679	Prbl.g_02368	Prae.g_00921
OG0000680	Prbl.g_02367	Prae.g_00922
OG0000681	Prbl.g_02365	Prae.g_00924
OG0000682	Prbl.g_02364	Prae.g_00925
OG0000683	Prbl.g_02363	Prae.g_00926
OG0000684	Prbl.g_02350	Prae.g_00927
OG0000685	Prbl.g_02352	Prae.g_00929
OG0000686	Prbl.g_02353	Prae.g_00930
OG0000687	Prbl.g_02354	Prae.g_00931
OG0000688	Prbl.g_02348	Prae.g_00934
OG0000689	Prbl.g_02347	Prae.g_00935
OG0000690	Prbl.g_02346	Prae.g_00936
OG0000691	Prbl.g_02345	Prae.g_00937
OG0000692	Prbl.g_02344	Prae.g_00938
OG0000693	Prbl.g_02343	Prae.g_00939
OG0000694	Prbl.g_02342	Prae.g_00940
OG0000695	Prbl.g_02444	Prae.g_00942
OG0000696	Prbl.g_02445	Prae.g_00943
OG0000697	Prbl.g_02447	Prae.g_00944
OG0000698	Prbl.g_02450	Prae.g_00947
OG0000699	Prbl.g_02452	Prae.g_00948
OG0000700	Prbl.g_02453	Prae.g_00949
OG0000701	Prbl.g_02454	Prae.g_00950
OG0000702	Prbl.g_02462	Prae.g_00952
OG0000703	Prbl.g_02463	Prae.g_00953
OG0000704	Prbl.g_02465	Prae.g_00954
OG0000705	Prbl.g_02471	Prae.g_00958
OG0000706	Prbl.g_02472	Prae.g_00959
OG0000707	Prbl.g_02473	Prae.g_00960
OG0000708	Prbl.g_02475	Prae.g_00961
OG0000709	Prbl.g_02482	Prae.g_00965
OG0000710	Prbl.g_02486	Prae.g_00968
OG0000711	Prbl.g_02508	Prae.g_00985
OG0000712	Prbl.g_02509	Prae.g_00987
OG0000713	Prbl.g_02510	Prae.g_00988
OG0000714	Prbl.g_02514	Prae.g_00989
OG0000715	Prbl.g_02516	Prae.g_00991
OG0000716	Prbl.g_02520	Prae.g_00993
OG0000717	Prbl.g_02521	Prae.g_00994
OG0000718	Prbl.g_02526	Prae.g_01009
OG0000719	Prbl.g_02528	Prae.g_01011
OG0000720	Prbl.g_02541	Prae.g_01020
OG0000721	Prbl.g_02542	Prae.g_01022
OG0000722	Prbl.g_02543	Prae.g_01023
OG0000723	Prbl.g_02547	Prae.g_01026
OG0000724	Prbl.g_00932	Prae.g_01035
OG0000725	Prbl.g_00925	Prae.g_01041
OG0000726	Prbl.g_00924	Prae.g_01042
OG0000727	Prbl.g_00923	Prae.g_01043
OG0000728	Prbl.g_00922	Prae.g_01045
OG0000729	Prbl.g_02062	Prae.g_01092
OG0000730	Prbl.g_01199	Prae.g_01096
OG0000731	Prbl.g_01208	Prae.g_01100
OG0000732	Prbl.g_01993	Prae.g_01109
OG0000733	Prbl.g_02197	Prae.g_01131
OG0000734	Prbl.g_00545	Prae.g_01148
OG0000735	Prbl.g_02066	Prae.g_01150
OG0000736	Prbl.g_02067	Prae.g_01151
OG0000737	Prbl.g_02068	Prae.g_01152
OG0000738	Prbl.g_02075	Prae.g_01156
OG0000739	Prbl.g_02077	Prae.g_01157
OG0000740	Prbl.g_02078	Prae.g_01158
OG0000741	Prbl.g_02081	Prae.g_01159
OG0000742	Prbl.g_02083	Prae.g_01162
OG0000743	Prbl.g_02085	Prae.g_01164
OG0000744	Prbl.g_02086	Prae.g_01165
OG0000745	Prbl.g_02088	Prae.g_01166
OG0000746	Prbl.g_02090	Prae.g_01168
OG0000747	Prbl.g_02091	Prae.g_01169
OG0000748	Prbl.g_02103	Prae.g_01172
OG0000749	Prbl.g_02104	Prae.g_01173
OG0000750	Prbl.g_02105	Prae.g_01174
OG0000751	Prbl.g_00179	Prae.g_01176
OG0000752	Prbl.g_00181	Prae.g_01178
OG0000753	Prbl.g_00184	Prae.g_01181
OG0000754	Prbl.g_01379	Prae.g_01184
OG0000755	Prbl.g_01120	Prae.g_01187
OG0000756	Prbl.g_01119	Prae.g_01188
OG0000757	Prbl.g_01112	Prae.g_01194
OG0000758	Prbl.g_01111	Prae.g_01195
OG0000759	Prbl.g_01110	Prae.g_01196
OG0000760	Prbl.g_01109	Prae.g_01197
OG0000761	Prbl.g_01108	Prae.g_01198
OG0000762	Prbl.g_01377	Prae.g_01199
OG0000763	Prbl.g_01375	Prae.g_01201
OG0000764	Prbl.g_01374	Prae.g_01202
OG0000765	Prbl.g_02590	Prae.g_01211
OG0000766	Prbl.g_02591	Prae.g_01212
OG0000767	Prbl.g_02593	Prae.g_01214
OG0000768	Prbl.g_02594	Prae.g_01215
OG0000769	Prbl.g_00186	Prae.g_01217
OG0000770	Prbl.g_01103	Prae.g_01219
OG0000771	Prbl.g_00937	Prae.g_01434
OG0000772	Prbl.g_00461	Prae.g_01293
OG0000773	Prbl.g_00113	Prae.g_01319
OG0000774	Prbl.g_01713	Prae.g_01321
OG0000775	Prbl.g_01715	Prae.g_01324
OG0000776	Prbl.g_01716	Prae.g_01325
OG0000777	Prbl.g_01717	Prae.g_01326
OG0000778	Prbl.g_01718	Prae.g_01327
OG0000779	Prbl.g_01723	Prae.g_01331
OG0000780	Prbl.g_01726	Prae.g_01332
OG0000781	Prbl.g_01730	Prae.g_01335
OG0000782	Prbl.g_01731	Prae.g_01336
OG0000783	Prbl.g_01732	Prae.g_01337
OG0000784	Prbl.g_01733	Prae.g_01338
OG0000785	Prbl.g_01735	Prae.g_01340
OG0000786	Prbl.g_01738	Prae.g_01342
OG0000787	Prbl.g_01739	Prae.g_01343
OG0000788	Prbl.g_00658	Prae.g_01355
OG0000789	Prbl.g_01695	Prae.g_01358
OG0000790	Prbl.g_00498	Prae.g_01373
OG0000791	Prbl.g_00496	Prae.g_01375
OG0000792	Prbl.g_00495	Prae.g_01376
OG0000793	Prbl.g_00491	Prae.g_01379
OG0000794	Prbl.g_00490	Prae.g_01380
OG0000795	Prbl.g_00489	Prae.g_01381
OG0000796	Prbl.g_00485	Prae.g_01385
OG0000797	Prbl.g_00484	Prae.g_01386
OG0000798	Prbl.g_01456	Prae.g_01420
OG0000799	Prbl.g_00152	Prae.g_01441
OG0000800	Prbl.g_00153	Prae.g_01442
OG0000801	Prbl.g_00154	Prae.g_01443
OG0000802	Prbl.g_00161	Prae.g_01445
OG0000803	Prbl.g_00257	Prae.g_01447
OG0000804	Prbl.g_00255	Prae.g_01448
OG0000805	Prbl.g_00253	Prae.g_01450
OG0000806	Prbl.g_00251	Prae.g_01452
OG0000807	Prbl.g_00249	Prae.g_01453
OG0000808	Prbl.g_00248	Prae.g_01454
OG0000809	Prbl.g_00244	Prae.g_01457
OG0000810	Prbl.g_00243	Prae.g_01458
OG0000811	Prbl.g_00231	Prae.g_01462
OG0000812	Prbl.g_00229	Prae.g_01464
OG0000813	Prbl.g_00228	Prae.g_01465
OG0000814	Prbl.g_00226	Prae.g_01467
OG0000815	Prbl.g_00225	Prae.g_01468
OG0000816	Prbl.g_00223	Prae.g_01470
OG0000817	Prbl.g_00222	Prae.g_01471
OG0000818	Prbl.g_00684	Prae.g_01476
OG0000819	Prbl.g_00685	Prae.g_01477
OG0000820	Prbl.g_00686	Prae.g_01478
OG0000821	Prbl.g_00693	Prae.g_01482
OG0000822	Prbl.g_00695	Prae.g_01483
OG0000823	Prbl.g_00696	Prae.g_01484
OG0000824	Prbl.g_00700	Prae.g_01487
OG0000825	Prbl.g_00701	Prae.g_01488
OG0000826	Prbl.g_00702	Prae.g_01489
OG0000827	Prbl.g_00703	Prae.g_01490
OG0000828	Prbl.g_00706	Prae.g_01493
OG0000829	Prbl.g_00707	Prae.g_01494
OG0000830	Prbl.g_00708	Prae.g_01495
OG0000831	Prbl.g_00710	Prae.g_01497
OG0000832	Prbl.g_00456	Prae.g_01503
OG0000833	Prbl.g_00448	Prae.g_01511
OG0000834	Prbl.g_00447	Prae.g_01512
OG0000835	Prbl.g_00446	Prae.g_01513
OG0000836	Prbl.g_00444	Prae.g_01514
OG0000837	Prbl.g_00443	Prae.g_01515
OG0000838	Prbl.g_00440	Prae.g_01517
OG0000839	Prbl.g_00439	Prae.g_01518
OG0000840	Prbl.g_00438	Prae.g_01519
OG0000841	Prbl.g_00437	Prae.g_01520
OG0000842	Prbl.g_00436	Prae.g_01521
OG0000843	Prbl.g_00435	Prae.g_01522
OG0000844	Prbl.g_00433	Prae.g_01523
OG0000845	Prbl.g_00432	Prae.g_01524
OG0000846	Prbl.g_00431	Prae.g_01525
OG0000847	Prbl.g_00430	Prae.g_01526
OG0000848	Prbl.g_00429	Prae.g_01527
OG0000849	Prbl.g_00428	Prae.g_01528
OG0000850	Prbl.g_00427	Prae.g_01530
OG0000851	Prbl.g_00423	Prae.g_01531
OG0000852	Prbl.g_00422	Prae.g_01532
OG0000853	Prbl.g_00418	Prae.g_01536
OG0000854	Prbl.g_00416	Prae.g_01538
OG0000855	Prbl.g_00415	Prae.g_01539
OG0000856	Prbl.g_01627	Prae.g_01554
OG0000857	Prbl.g_02318	Prae.g_01582
OG0000858	Prbl.g_00404	Prae.g_01617
OG0000859	Prbl.g_00403	Prae.g_01618
OG0000860	Prbl.g_00392	Prae.g_01625
OG0000861	Prbl.g_00391	Prae.g_01626
OG0000862	Prbl.g_00389	Prae.g_01627
OG0000863	Prbl.g_00385	Prae.g_01629
OG0000864	Prbl.g_00383	Prae.g_01630
OG0000865	Prbl.g_00382	Prae.g_01631
OG0000866	Prbl.g_00381	Prae.g_01632
OG0000867	Prbl.g_00380	Prae.g_01633
OG0000868	Prbl.g_00378	Prae.g_01634
OG0000869	Prbl.g_00375	Prae.g_01638
OG0000870	Prbl.g_00370	Prae.g_01643
OG0000871	Prbl.g_00369	Prae.g_01644
OG0000872	Prbl.g_00367	Prae.g_01645
OG0000873	Prbl.g_00364	Prae.g_01648
OG0000874	Prbl.g_00360	Prae.g_01651
OG0000875	Prbl.g_00359	Prae.g_01652
OG0000876	Prbl.g_00358	Prae.g_01653
OG0000877	Prbl.g_00355	Prae.g_01655
OG0000878	Prbl.g_00354	Prae.g_01656
OG0000879	Prbl.g_00353	Prae.g_01657
OG0000880	Prbl.g_00352	Prae.g_01658
OG0000881	Prbl.g_00347	Prae.g_01662
OG0000882	Prbl.g_00342	Prae.g_01667
OG0000883	Prbl.g_00340	Prae.g_01668
OG0000884	Prbl.g_00338	Prae.g_01670
OG0000885	Prbl.g_00337	Prae.g_01671
OG0000886	Prbl.g_00336	Prae.g_01672
OG0000887	Prbl.g_00335	Prae.g_01673
OG0000888	Prbl.g_00333	Prae.g_01675
OG0000889	Prbl.g_00331	Prae.g_01677
OG0000890	Prbl.g_00317	Prae.g_01678
OG0000891	Prbl.g_00316	Prae.g_01679
OG0000892	Prbl.g_02620	Prae.g_01681
OG0000893	Prbl.g_02680	Prae.g_01686
OG0000894	Prbl.g_02684	Prae.g_01688
OG0000895	Prbl.g_01061	Prae.g_01691
OG0000896	Prbl.g_01060	Prae.g_01692
OG0000897	Prbl.g_01058	Prae.g_01694
OG0000898	Prbl.g_01057	Prae.g_01695
OG0000899	Prbl.g_01056	Prae.g_01696
OG0000900	Prbl.g_01055	Prae.g_01697
OG0000901	Prbl.g_01051	Prae.g_01700
OG0000902	Prbl.g_01049	Prae.g_01702
OG0000903	Prbl.g_00954	Prae.g_01705
OG0000904	Prbl.g_00949	Prae.g_01707
OG0000905	Prbl.g_00947	Prae.g_01712
OG0000906	Prbl.g_01045	Prae.g_01713
OG0000907	Prbl.g_00956	Prae.g_01716
OG0000908	Prbl.g_00959	Prae.g_01719
OG0000909	Prbl.g_00960	Prae.g_01720
OG0000910	Prbl.g_00961	Prae.g_01721
OG0000911	Prbl.g_00963	Prae.g_01723
OG0000912	Prbl.g_00964	Prae.g_01724
OG0000913	Prbl.g_00965	Prae.g_01725
OG0000914	Prbl.g_00966	Prae.g_01726
OG0000915	Prbl.g_00967	Prae.g_01727
OG0000916	Prbl.g_00968	Prae.g_01728
OG0000917	Prbl.g_00969	Prae.g_01729
OG0000918	Prbl.g_00970	Prae.g_01730
OG0000919	Prbl.g_00971	Prae.g_01731
OG0000920	Prbl.g_00972	Prae.g_01732
OG0000921	Prbl.g_00973	Prae.g_01733
OG0000922	Prbl.g_00974	Prae.g_01734
OG0000923	Prbl.g_00978	Prae.g_01738
OG0000924	Prbl.g_00979	Prae.g_01739
OG0000925	Prbl.g_00980	Prae.g_01740
OG0000926	Prbl.g_00981	Prae.g_01741
OG0000927	Prbl.g_00983	Prae.g_01743
OG0000928	Prbl.g_00984	Prae.g_01744
OG0000929	Prbl.g_00985	Prae.g_01745
OG0000930	Prbl.g_00986	Prae.g_01746
OG0000931	Prbl.g_00987	Prae.g_01747
OG0000932	Prbl.g_00988	Prae.g_01748
OG0000933	Prbl.g_00993	Prae.g_01752
OG0000934	Prbl.g_00995	Prae.g_01754
OG0000935	Prbl.g_00996	Prae.g_01755
OG0000936	Prbl.g_00997	Prae.g_01756
OG0000937	Prbl.g_00998	Prae.g_01757
OG0000938	Prbl.g_01127	Prae.g_01759
OG0000939	Prbl.g_01128	Prae.g_01760
OG0000940	Prbl.g_01137	Prae.g_01768
OG0000941	Prbl.g_01139	Prae.g_01770
OG0000942	Prbl.g_01141	Prae.g_01772
OG0000943	Prbl.g_01142	Prae.g_01773
OG0000944	Prbl.g_01144	Prae.g_01774
OG0000945	Prbl.g_01146	Prae.g_01775
OG0000946	Prbl.g_01174	Prae.g_01779
OG0000947	Prbl.g_01177	Prae.g_01781
OG0000948	Prbl.g_01178	Prae.g_01782
OG0000949	Prbl.g_01181	Prae.g_01785
OG0000950	Prbl.g_00856	Prae.g_01790
OG0000951	Prbl.g_00851	Prae.g_01794
OG0000952	Prbl.g_00844	Prae.g_01798
OG0000953	Prbl.g_00840	Prae.g_01801
OG0000954	Prbl.g_01306	Prae.g_01805
OG0000955	Prbl.g_01305	Prae.g_01806
OG0000956	Prbl.g_01303	Prae.g_01808
OG0000957	Prbl.g_01287	Prae.g_01813
OG0000958	Prbl.g_01286	Prae.g_01814
OG0000959	Prbl.g_02638	Prae.g_01818
OG0000960	Prbl.g_02637	Prae.g_01819
OG0000961	Prbl.g_01235	Prae.g_01821
OG0000962	Prbl.g_02063	Prae.g_01823
OG0000963	Prbl.g_02058	Prae.g_01827
OG0000964	Prbl.g_02057	Prae.g_01828
OG0000965	Prbl.g_02056	Prae.g_01829
OG0000966	Prbl.g_02023	Prae.g_01836
OG0000967	Prbl.g_02017	Prae.g_01840
OG0000968	Prbl.g_02014	Prae.g_01842
OG0000969	Prbl.g_02012	Prae.g_01843
OG0000970	Prbl.g_02011	Prae.g_01844
OG0000971	Prbl.g_02009	Prae.g_01845
OG0000972	Prbl.g_02008	Prae.g_01846
OG0000973	Prbl.g_02007	Prae.g_01847
OG0000974	Prbl.g_02006	Prae.g_01848
OG0000975	Prbl.g_02005	Prae.g_01849
OG0000976	Prbl.g_02004	Prae.g_01850
OG0000977	Prbl.g_02002	Prae.g_01851
OG0000978	Prbl.g_02001	Prae.g_01852
OG0000979	Prbl.g_01998	Prae.g_01855
OG0000980	Prbl.g_01994	Prae.g_01857
OG0000981	Prbl.g_01991	Prae.g_01859
OG0000982	Prbl.g_02238	Prae.g_01861
OG0000983	Prbl.g_02237	Prae.g_01862
OG0000984	Prbl.g_02236	Prae.g_01863
OG0000985	Prbl.g_02232	Prae.g_01866
OG0000986	Prbl.g_02230	Prae.g_01868
OG0000987	Prbl.g_02228	Prae.g_01869
OG0000988	Prbl.g_02224	Prae.g_01872
OG0000989	Prbl.g_02214	Prae.g_01876
OG0000990	Prbl.g_02192	Prae.g_01879
OG0000991	Prbl.g_02189	Prae.g_01880
OG0000992	Prbl.g_02186	Prae.g_01882
OG0000993	Prbl.g_02185	Prae.g_01883
OG0000994	Prbl.g_02182	Prae.g_01884
OG0000995	Prbl.g_02173	Prae.g_01888
OG0000996	Prbl.g_02160	Prae.g_01889
OG0000997	Prbl.g_02151	Prae.g_01890
OG0000998	Prbl.g_02149	Prae.g_01892
OG0000999	Prbl.g_02148	Prae.g_01893
OG0001000	Prbl.g_02145	Prae.g_01896
OG0001001	Prbl.g_02141	Prae.g_01898
OG0001002	Prbl.g_02134	Prae.g_01902
OG0001003	Prbl.g_02132	Prae.g_01903
OG0001004	Prbl.g_02131	Prae.g_01904
OG0001005	Prbl.g_02129	Prae.g_01905
OG0001006	Prbl.g_02123	Prae.g_01909
OG0001007	Prbl.g_02121	Prae.g_01911
OG0001008	Prbl.g_00651	Prae.g_00411
OG0001009	Prbl.g_01972	Prae.g_00027
OG0001010	Prbl.g_01973	Prae.g_00028
OG0001011	Prbl.g_01975	Prae.g_00029
OG0001012	Prbl.g_02241	Prae.g_00045
OG0001013	Prbl.g_02266	Prae.g_00050
OG0001014	Prbl.g_02275	Prae.g_00053
OG0001015	Prbl.g_02276	Prae.g_00054
OG0001016	Prbl.g_00603	Prae.g_00073
OG0001017	Prbl.g_00597	Prae.g_00077
OG0001018	Prbl.g_00595	Prae.g_00080
OG0001019	Prbl.g_00582	Prae.g_00089
OG0001020	Prbl.g_00576	Prae.g_00090
OG0001021	Prbl.g_00572	Prae.g_00091
OG0001022	Prbl.g_00567	Prae.g_00094
OG0001023	Prbl.g_00566	Prae.g_00095
OG0001024	Prbl.g_00562	Prae.g_00098
OG0001025	Prbl.g_00555	Prae.g_00104
OG0001026	Prbl.g_00542	Prae.g_00110
OG0001027	Prbl.g_01332	Prae.g_00111
OG0001028	Prbl.g_01330	Prae.g_00113
OG0001029	Prbl.g_01328	Prae.g_00115
OG0001030	Prbl.g_00822	Prae.g_00130
OG0001031	Prbl.g_00074	Prae.g_00189
OG0001032	Prbl.g_00077	Prae.g_00190
OG0001033	Prbl.g_01281	Prae.g_00211
OG0001034	Prbl.g_00199	Prae.g_00239
OG0001035	Prbl.g_01498	Prae.g_00257
OG0001036	Prbl.g_01494	Prae.g_00262
OG0001037	Prbl.g_01492	Prae.g_00263
OG0001038	Prbl.g_01455	Prae.g_00279
OG0001039	Prbl.g_01452	Prae.g_00282
OG0001040	Prbl.g_01449	Prae.g_00284
OG0001041	Prbl.g_01444	Prae.g_00288
OG0001042	Prbl.g_01419	Prae.g_00305
OG0001043	Prbl.g_01417	Prae.g_00306
OG0001044	Prbl.g_01200	Prae.g_00334
OG0001045	Prbl.g_01211	Prae.g_00342
OG0001046	Prbl.g_00410	Prae.g_00379
OG0001047	Prbl.g_00649	Prae.g_00413
OG0001048	Prbl.g_00648	Prae.g_00414
OG0001049	Prbl.g_00645	Prae.g_00416
OG0001050	Prbl.g_00644	Prae.g_00417
OG0001051	Prbl.g_00643	Prae.g_00418
OG0001052	Prbl.g_01344	Prae.g_00445
OG0001053	Prbl.g_00514	Prae.g_00457
OG0001054	Prbl.g_00532	Prae.g_00472
OG0001055	Prbl.g_00790	Prae.g_00491
OG0001056	Prbl.g_00761	Prae.g_00511
OG0001057	Prbl.g_00749	Prae.g_00516
OG0001058	Prbl.g_01883	Prae.g_00524
OG0001059	Prbl.g_01887	Prae.g_00528
OG0001060	Prbl.g_01894	Prae.g_00535
OG0001061	Prbl.g_01796	Prae.g_00548
OG0001062	Prbl.g_01794	Prae.g_00550
OG0001063	Prbl.g_01790	Prae.g_00552
OG0001064	Prbl.g_01789	Prae.g_00553
OG0001065	Prbl.g_01788	Prae.g_00554
OG0001066	Prbl.g_01787	Prae.g_00555
OG0001067	Prbl.g_01786	Prae.g_00556
OG0001068	Prbl.g_01785	Prae.g_00557
OG0001069	Prbl.g_01784	Prae.g_00558
OG0001070	Prbl.g_01780	Prae.g_00561
OG0001071	Prbl.g_01779	Prae.g_00562
OG0001072	Prbl.g_01776	Prae.g_00564
OG0001073	Prbl.g_01757	Prae.g_00578
OG0001074	Prbl.g_01610	Prae.g_00589
OG0001075	Prbl.g_01611	Prae.g_00590
OG0001076	Prbl.g_01619	Prae.g_00598
OG0001077	Prbl.g_01629	Prae.g_00602
OG0001078	Prbl.g_01640	Prae.g_00610
OG0001079	Prbl.g_01659	Prae.g_00621
OG0001080	Prbl.g_01041	Prae.g_00627
OG0001081	Prbl.g_01031	Prae.g_00629
OG0001082	Prbl.g_01030	Prae.g_00630
OG0001083	Prbl.g_01405	Prae.g_00635
OG0001084	Prbl.g_01404	Prae.g_00636
OG0001085	Prbl.g_01394	Prae.g_00644
OG0001086	Prbl.g_01392	Prae.g_00645
OG0001087	Prbl.g_01853	Prae.g_00662
OG0001088	Prbl.g_01857	Prae.g_00663
OG0001089	Prbl.g_00024	Prae.g_00671
OG0001090	Prbl.g_02565	Prae.g_00712
OG0001091	Prbl.g_02563	Prae.g_00714
OG0001092	Prbl.g_02562	Prae.g_00715
OG0001093	Prbl.g_02558	Prae.g_00720
OG0001094	Prbl.g_02341	Prae.g_00800
OG0001095	Prbl.g_02322	Prae.g_00819
OG0001096	Prbl.g_02306	Prae.g_00832
OG0001097	Prbl.g_01550	Prae.g_00850
OG0001098	Prbl.g_02423	Prae.g_00865
OG0001099	Prbl.g_01329	Prae.g_00897
OG0001100	Prbl.g_02414	Prae.g_00901
OG0001101	Prbl.g_02413	Prae.g_00903
OG0001102	Prbl.g_02410	Prae.g_00905
OG0001103	Prbl.g_02408	Prae.g_00907
OG0001104	Prbl.g_02351	Prae.g_00928
OG0001105	Prbl.g_02356	Prae.g_00932
OG0001106	Prbl.g_02466	Prae.g_00955
OG0001107	Prbl.g_02476	Prae.g_00962
OG0001108	Prbl.g_02483	Prae.g_00966
OG0001109	Prbl.g_02485	Prae.g_00967
OG0001110	Prbl.g_02487	Prae.g_00969
OG0001111	Prbl.g_02489	Prae.g_00970
OG0001112	Prbl.g_02491	Prae.g_00971
OG0001113	Prbl.g_02492	Prae.g_00972
OG0001114	Prbl.g_02493	Prae.g_00973
OG0001115	Prbl.g_02495	Prae.g_00975
OG0001116	Prbl.g_02496	Prae.g_00976
OG0001117	Prbl.g_02497	Prae.g_00977
OG0001118	Prbl.g_02498	Prae.g_00978
OG0001119	Prbl.g_02499	Prae.g_00979
OG0001120	Prbl.g_02501	Prae.g_00981
OG0001122	Prbl.g_02529	Prae.g_01012
OG0001123	Prbl.g_02536	Prae.g_01016
OG0001124	Prbl.g_02538	Prae.g_01018
OG0001125	Prbl.g_02540	Prae.g_01019
OG0001126	Prbl.g_00939	Prae.g_01029
OG0001127	Prbl.g_00938	Prae.g_01030
OG0001128	Prbl.g_00935	Prae.g_01032
OG0001129	Prbl.g_00934	Prae.g_01033
OG0001130	Prbl.g_00933	Prae.g_01034
OG0001131	Prbl.g_02575	Prae.g_01072
