Orthogroup	Prbd	Syal
OG0000561	Prbd.g_00687	Syal.g_02806
OG0000562	Prbd.g_00686	Syal.g_02805
OG0000563	Prbd.g_00685	Syal.g_02804
OG0000564	Prbd.g_00684	Syal.g_02803
OG0000565	Prbd.g_00681	Syal.g_02799
OG0000566	Prbd.g_00679	Syal.g_02795
OG0000567	Prbd.g_00675	Syal.g_02791
OG0000568	Prbd.g_00674	Syal.g_02789
OG0000569	Prbd.g_00673	Syal.g_02788
OG0000570	Prbd.g_00672	Syal.g_02787
OG0000571	Prbd.g_00670	Syal.g_02784
OG0000572	Prbd.g_00657	Syal.g_02767
OG0000573	Prbd.g_00652	Syal.g_02759
OG0000574	Prbd.g_00651	Syal.g_02758
OG0000575	Prbd.g_00647	Syal.g_02753
OG0000576	Prbd.g_00645	Syal.g_02751
OG0000577	Prbd.g_00644	Syal.g_02750
OG0000578	Prbd.g_00643	Syal.g_02749
OG0000579	Prbd.g_00642	Syal.g_02748
OG0000580	Prbd.g_00641	Syal.g_02747
OG0000581	Prbd.g_00639	Syal.g_02741
OG0000582	Prbd.g_00636	Syal.g_02736
OG0000583	Prbd.g_00635	Syal.g_02735
OG0000584	Prbd.g_00634	Syal.g_02734
OG0000585	Prbd.g_00632	Syal.g_02731
OG0000586	Prbd.g_00631	Syal.g_02730
OG0000587	Prbd.g_00630	Syal.g_02728
OG0000588	Prbd.g_00626	Syal.g_02717
OG0000589	Prbd.g_00623	Syal.g_02714
OG0000590	Prbd.g_00622	Syal.g_02713
OG0000591	Prbd.g_00619	Syal.g_02707
OG0000592	Prbd.g_00618	Syal.g_02706
OG0000593	Prbd.g_00612	Syal.g_02640
OG0000594	Prbd.g_00611	Syal.g_02639
OG0000595	Prbd.g_00610	Syal.g_02638
OG0000596	Prbd.g_00606	Syal.g_02633
OG0000597	Prbd.g_00604	Syal.g_02630
OG0000598	Prbd.g_00603	Syal.g_02629
OG0000599	Prbd.g_00600	Syal.g_02622
OG0000600	Prbd.g_00599	Syal.g_02621
OG0000601	Prbd.g_00598	Syal.g_02620
OG0000602	Prbd.g_00596	Syal.g_02615
OG0000603	Prbd.g_00595	Syal.g_02614
OG0000604	Prbd.g_00594	Syal.g_02612
OG0000605	Prbd.g_00593	Syal.g_02516
OG0000606	Prbd.g_00590	Syal.g_02174
OG0000607	Prbd.g_00587	Syal.g_02177
OG0000608	Prbd.g_00586	Syal.g_02178
OG0000609	Prbd.g_00585	Syal.g_02180
OG0000610	Prbd.g_00580	Syal.g_02198
OG0000611	Prbd.g_00577	Syal.g_02201
OG0000612	Prbd.g_00576	Syal.g_02202
OG0000613	Prbd.g_00571	Syal.g_01325
OG0000614	Prbd.g_00552	Syal.g_01794
OG0000615	Prbd.g_00544	Syal.g_02256
OG0000616	Prbd.g_00540	Syal.g_00079
OG0000617	Prbd.g_00013	Syal.g_01866
OG0000618	Prbd.g_00014	Syal.g_01867
OG0000619	Prbd.g_00015	Syal.g_02417
OG0000620	Prbd.g_00018	Syal.g_02422
OG0000621	Prbd.g_00019	Syal.g_02423
OG0000622	Prbd.g_00020	Syal.g_02424
OG0000623	Prbd.g_00021	Syal.g_02425
OG0000624	Prbd.g_00022	Syal.g_02427
OG0000625	Prbd.g_00023	Syal.g_02428
OG0000626	Prbd.g_00024	Syal.g_02429
OG0000627	Prbd.g_00025	Syal.g_02048
OG0000628	Prbd.g_00026	Syal.g_02047
OG0000629	Prbd.g_00027	Syal.g_02044
OG0000630	Prbd.g_00030	Syal.g_02040
OG0000631	Prbd.g_00093	Syal.g_02031
OG0000632	Prbd.g_00094	Syal.g_02030
OG0000633	Prbd.g_00095	Syal.g_02029
OG0000634	Prbd.g_00098	Syal.g_02410
OG0000635	Prbd.g_00099	Syal.g_02411
OG0000636	Prbd.g_00101	Syal.g_02413
OG0000637	Prbd.g_00103	Syal.g_02415
OG0000638	Prbd.g_00104	Syal.g_02416
OG0000639	Prbd.g_00105	Syal.g_01868
OG0000640	Prbd.g_00106	Syal.g_01869
OG0000641	Prbd.g_00110	Syal.g_01873
OG0000642	Prbd.g_00111	Syal.g_01874
OG0000643	Prbd.g_00112	Syal.g_01875
OG0000644	Prbd.g_00113	Syal.g_01876
OG0000645	Prbd.g_00114	Syal.g_01878
OG0000646	Prbd.g_00116	Syal.g_01881
OG0000647	Prbd.g_00117	Syal.g_01883
OG0000648	Prbd.g_00119	Syal.g_02438
OG0000649	Prbd.g_00120	Syal.g_02439
OG0000650	Prbd.g_00121	Syal.g_02440
OG0000651	Prbd.g_00122	Syal.g_02441
OG0000652	Prbd.g_00123	Syal.g_02442
OG0000653	Prbd.g_00125	Syal.g_02444
OG0000654	Prbd.g_00126	Syal.g_02445
OG0000655	Prbd.g_00127	Syal.g_02446
OG0000656	Prbd.g_00130	Syal.g_02449
OG0000657	Prbd.g_00138	Syal.g_02460
OG0000658	Prbd.g_00139	Syal.g_02465
OG0000659	Prbd.g_00140	Syal.g_02466
OG0000660	Prbd.g_00144	Syal.g_02470
OG0000661	Prbd.g_00146	Syal.g_02472
OG0000662	Prbd.g_00148	Syal.g_02474
OG0000663	Prbd.g_00150	Syal.g_02477
OG0000664	Prbd.g_00151	Syal.g_02478
OG0000665	Prbd.g_00155	Syal.g_02593
OG0000666	Prbd.g_00156	Syal.g_02605
OG0000667	Prbd.g_00160	Syal.g_02192
OG0000668	Prbd.g_00190	Syal.g_01920
OG0000669	Prbd.g_00197	Syal.g_02295
OG0000670	Prbd.g_00199	Syal.g_02956
OG0000671	Prbd.g_00201	Syal.g_02291
OG0000672	Prbd.g_00204	Syal.g_02288
OG0000673	Prbd.g_00207	Syal.g_02285
OG0000674	Prbd.g_00209	Syal.g_02283
OG0000675	Prbd.g_00210	Syal.g_02282
OG0000676	Prbd.g_00212	Syal.g_02272
OG0000677	Prbd.g_00213	Syal.g_02271
OG0000678	Prbd.g_00215	Syal.g_02264
OG0000679	Prbd.g_00219	Syal.g_02252
OG0000680	Prbd.g_00220	Syal.g_02251
OG0000681	Prbd.g_00222	Syal.g_02248
OG0000682	Prbd.g_00223	Syal.g_02247
OG0000683	Prbd.g_00224	Syal.g_02246
OG0000684	Prbd.g_00226	Syal.g_02242
OG0000685	Prbd.g_00228	Syal.g_02240
OG0000686	Prbd.g_00229	Syal.g_02239
OG0000687	Prbd.g_00230	Syal.g_02237
OG0000688	Prbd.g_00233	Syal.g_02225
OG0000689	Prbd.g_00234	Syal.g_02223
OG0000690	Prbd.g_00235	Syal.g_02222
OG0000691	Prbd.g_00236	Syal.g_02221
OG0000692	Prbd.g_00238	Syal.g_02220
OG0000693	Prbd.g_00239	Syal.g_02218
OG0000694	Prbd.g_00240	Syal.g_02217
OG0000695	Prbd.g_00242	Syal.g_02027
OG0000696	Prbd.g_00243	Syal.g_02026
OG0000697	Prbd.g_00244	Syal.g_02025
OG0000698	Prbd.g_00247	Syal.g_02022
OG0000699	Prbd.g_00248	Syal.g_02021
OG0000700	Prbd.g_00249	Syal.g_02020
OG0000701	Prbd.g_00250	Syal.g_02019
OG0000702	Prbd.g_00252	Syal.g_02011
OG0000703	Prbd.g_00253	Syal.g_02010
OG0000704	Prbd.g_00254	Syal.g_02008
OG0000705	Prbd.g_00258	Syal.g_01999
OG0000706	Prbd.g_00259	Syal.g_01998
OG0000707	Prbd.g_00260	Syal.g_01997
OG0000708	Prbd.g_00261	Syal.g_01994
OG0000709	Prbd.g_00265	Syal.g_01986
OG0000710	Prbd.g_00268	Syal.g_01982
OG0000711	Prbd.g_00285	Syal.g_01954
OG0000712	Prbd.g_00287	Syal.g_01952
OG0000713	Prbd.g_00288	Syal.g_01951
OG0000714	Prbd.g_00289	Syal.g_01948
OG0000715	Prbd.g_00291	Syal.g_01934
OG0000716	Prbd.g_00293	Syal.g_01930
OG0000717	Prbd.g_00294	Syal.g_01929
OG0000718	Prbd.g_00309	Syal.g_01925
OG0000719	Prbd.g_00311	Syal.g_01922
OG0000720	Prbd.g_00320	Syal.g_01908
OG0000721	Prbd.g_00322	Syal.g_01906
OG0000722	Prbd.g_00323	Syal.g_01905
OG0000723	Prbd.g_00326	Syal.g_02433
OG0000724	Prbd.g_00335	Syal.g_01829
OG0000725	Prbd.g_00341	Syal.g_01820
OG0000726	Prbd.g_00342	Syal.g_01819
OG0000727	Prbd.g_00343	Syal.g_01818
OG0000728	Prbd.g_00345	Syal.g_01816
OG0000729	Prbd.g_00391	Syal.g_01510
OG0000730	Prbd.g_00395	Syal.g_00345
OG0000731	Prbd.g_00399	Syal.g_00356
OG0000732	Prbd.g_00408	Syal.g_00149
OG0000733	Prbd.g_00428	Syal.g_01105
OG0000734	Prbd.g_00453	Syal.g_00828
OG0000735	Prbd.g_00455	Syal.g_01627
OG0000736	Prbd.g_00456	Syal.g_01628
OG0000737	Prbd.g_00457	Syal.g_01629
OG0000738	Prbd.g_00461	Syal.g_01634
OG0000739	Prbd.g_00462	Syal.g_01645
OG0000740	Prbd.g_00463	Syal.g_01646
OG0000741	Prbd.g_00464	Syal.g_01649
OG0000742	Prbd.g_00467	Syal.g_01652
OG0000743	Prbd.g_00469	Syal.g_01654
OG0000744	Prbd.g_00470	Syal.g_01655
OG0000745	Prbd.g_00471	Syal.g_01657
OG0000746	Prbd.g_00473	Syal.g_01659
OG0000747	Prbd.g_00474	Syal.g_01660
OG0000748	Prbd.g_00477	Syal.g_01674
OG0000749	Prbd.g_00478	Syal.g_01675
OG0000750	Prbd.g_00479	Syal.g_01676
OG0000751	Prbd.g_00481	Syal.g_01688
OG0000752	Prbd.g_00483	Syal.g_01690
OG0000753	Prbd.g_00486	Syal.g_01693
OG0000754	Prbd.g_00489	Syal.g_01698
OG0000755	Prbd.g_00492	Syal.g_01707
OG0000756	Prbd.g_00493	Syal.g_01708
OG0000757	Prbd.g_00499	Syal.g_01715
OG0000758	Prbd.g_00500	Syal.g_01716
OG0000759	Prbd.g_00501	Syal.g_01717
OG0000760	Prbd.g_00502	Syal.g_01718
OG0000761	Prbd.g_00503	Syal.g_01719
OG0000762	Prbd.g_00504	Syal.g_01721
OG0000763	Prbd.g_00506	Syal.g_01723
OG0000764	Prbd.g_00507	Syal.g_01724
OG0000765	Prbd.g_00516	Syal.g_01768
OG0000766	Prbd.g_00517	Syal.g_01767
OG0000767	Prbd.g_00519	Syal.g_01765
OG0000768	Prbd.g_00520	Syal.g_01764
OG0000769	Prbd.g_00522	Syal.g_01762
OG0000770	Prbd.g_00524	Syal.g_01758
OG0000771	Prbd.g_01921	Syal.g_01835
OG0000772	Prbd.g_01858	Syal.g_01641
OG0000773	Prbd.g_01810	Syal.g_01618
OG0000774	Prbd.g_01808	Syal.g_01610
OG0000775	Prbd.g_01806	Syal.g_01608
OG0000776	Prbd.g_01805	Syal.g_01607
OG0000777	Prbd.g_01804	Syal.g_01606
OG0000778	Prbd.g_01803	Syal.g_01605
OG0000779	Prbd.g_01799	Syal.g_01599
OG0000780	Prbd.g_01798	Syal.g_01594
OG0000781	Prbd.g_01795	Syal.g_01590
OG0000782	Prbd.g_01794	Syal.g_01589
OG0000783	Prbd.g_01793	Syal.g_01588
OG0000784	Prbd.g_01792	Syal.g_01587
OG0000785	Prbd.g_01790	Syal.g_01585
OG0000786	Prbd.g_01788	Syal.g_01579
OG0000787	Prbd.g_01787	Syal.g_01578
OG0000788	Prbd.g_01777	Syal.g_02619
OG0000789	Prbd.g_01774	Syal.g_02598
OG0000790	Prbd.g_01759	Syal.g_02883
OG0000791	Prbd.g_01757	Syal.g_02882
OG0000792	Prbd.g_01756	Syal.g_02881
OG0000793	Prbd.g_01753	Syal.g_02876
OG0000794	Prbd.g_01752	Syal.g_02875
OG0000795	Prbd.g_01751	Syal.g_02874
OG0000796	Prbd.g_01747	Syal.g_02870
OG0000797	Prbd.g_01746	Syal.g_02869
OG0000799	Prbd.g_01707	Syal.g_01547
OG0000800	Prbd.g_01706	Syal.g_01542
OG0000801	Prbd.g_01705	Syal.g_01541
OG0000802	Prbd.g_01703	Syal.g_01536
OG0000803	Prbd.g_01701	Syal.g_00040
OG0000804	Prbd.g_01700	Syal.g_00036
OG0000805	Prbd.g_01698	Syal.g_00030
OG0000806	Prbd.g_01696	Syal.g_00028
OG0000807	Prbd.g_01695	Syal.g_00026
OG0000808	Prbd.g_01694	Syal.g_00025
OG0000809	Prbd.g_01691	Syal.g_00022
OG0000810	Prbd.g_01690	Syal.g_00021
OG0000811	Prbd.g_01686	Syal.g_00380
OG0000812	Prbd.g_01684	Syal.g_00382
OG0000813	Prbd.g_01683	Syal.g_00383
OG0000814	Prbd.g_01681	Syal.g_00385
OG0000815	Prbd.g_01680	Syal.g_00391
OG0000816	Prbd.g_01678	Syal.g_00393
OG0000817	Prbd.g_01677	Syal.g_00394
OG0000818	Prbd.g_01672	Syal.g_00401
OG0000819	Prbd.g_01671	Syal.g_00402
OG0000820	Prbd.g_01670	Syal.g_00403
OG0000821	Prbd.g_01666	Syal.g_00409
OG0000822	Prbd.g_01665	Syal.g_00411
OG0000823	Prbd.g_01664	Syal.g_00412
OG0000824	Prbd.g_01661	Syal.g_00417
OG0000825	Prbd.g_01660	Syal.g_00418
OG0000826	Prbd.g_01659	Syal.g_00419
OG0000827	Prbd.g_01658	Syal.g_00420
OG0000828	Prbd.g_01655	Syal.g_00423
OG0000829	Prbd.g_01654	Syal.g_00424
OG0000830	Prbd.g_01653	Syal.g_00425
OG0000831	Prbd.g_01651	Syal.g_00427
OG0000832	Prbd.g_01645	Syal.g_02967
OG0000833	Prbd.g_01637	Syal.g_02976
OG0000834	Prbd.g_01636	Syal.g_02979
OG0000835	Prbd.g_01635	Syal.g_02980
OG0000836	Prbd.g_01634	Syal.g_02983
OG0000837	Prbd.g_01633	Syal.g_02984
OG0000838	Prbd.g_01631	Syal.g_02988
OG0000839	Prbd.g_01630	Syal.g_02989
OG0000840	Prbd.g_01629	Syal.g_02990
OG0000841	Prbd.g_01628	Syal.g_02991
OG0000842	Prbd.g_01627	Syal.g_02992
OG0000843	Prbd.g_01626	Syal.g_02993
OG0000844	Prbd.g_01625	Syal.g_02995
OG0000845	Prbd.g_01624	Syal.g_02996
OG0000846	Prbd.g_01623	Syal.g_02997
OG0000847	Prbd.g_01622	Syal.g_02998
OG0000848	Prbd.g_01621	Syal.g_03000
OG0000849	Prbd.g_01620	Syal.g_03001
OG0000850	Prbd.g_01617	Syal.g_03008
OG0000851	Prbd.g_01616	Syal.g_00561
OG0000852	Prbd.g_01615	Syal.g_00562
OG0000853	Prbd.g_01611	Syal.g_00566
OG0000854	Prbd.g_01609	Syal.g_00568
OG0000855	Prbd.g_01608	Syal.g_00569
OG0000856	Prbd.g_01593	Syal.g_02704
OG0000857	Prbd.g_01566	Syal.g_01882
OG0000858	Prbd.g_01531	Syal.g_00576
OG0000859	Prbd.g_01530	Syal.g_00577
OG0000860	Prbd.g_01523	Syal.g_00589
OG0000861	Prbd.g_01522	Syal.g_00590
OG0000862	Prbd.g_01521	Syal.g_00591
OG0000863	Prbd.g_01519	Syal.g_00594
OG0000864	Prbd.g_01518	Syal.g_00595
OG0000865	Prbd.g_01517	Syal.g_00596
OG0000866	Prbd.g_01516	Syal.g_00597
OG0000867	Prbd.g_01515	Syal.g_00598
OG0000868	Prbd.g_01514	Syal.g_00604
OG0000869	Prbd.g_01510	Syal.g_00609
OG0000870	Prbd.g_01505	Syal.g_00614
OG0000871	Prbd.g_01504	Syal.g_00615
OG0000872	Prbd.g_01503	Syal.g_00621
OG0000873	Prbd.g_01500	Syal.g_00624
OG0000874	Prbd.g_01497	Syal.g_00627
OG0000875	Prbd.g_01496	Syal.g_00629
OG0000876	Prbd.g_01495	Syal.g_00631
OG0000877	Prbd.g_01493	Syal.g_00633
OG0000878	Prbd.g_01492	Syal.g_00634
OG0000879	Prbd.g_01491	Syal.g_00635
OG0000880	Prbd.g_01490	Syal.g_00636
OG0000881	Prbd.g_01486	Syal.g_00641
OG0000882	Prbd.g_01481	Syal.g_00646
OG0000883	Prbd.g_01479	Syal.g_00648
OG0000884	Prbd.g_01477	Syal.g_00650
OG0000885	Prbd.g_01476	Syal.g_00651
OG0000886	Prbd.g_01475	Syal.g_00652
OG0000887	Prbd.g_01474	Syal.g_00653
OG0000888	Prbd.g_01472	Syal.g_00655
OG0000889	Prbd.g_01470	Syal.g_00657
OG0000890	Prbd.g_01469	Syal.g_00663
OG0000891	Prbd.g_01468	Syal.g_00664
OG0000892	Prbd.g_01466	Syal.g_00668
OG0000893	Prbd.g_01463	Syal.g_00193
OG0000894	Prbd.g_01461	Syal.g_00196
OG0000895	Prbd.g_01458	Syal.g_00200
OG0000896	Prbd.g_01457	Syal.g_00201
OG0000897	Prbd.g_01455	Syal.g_00203
OG0000898	Prbd.g_01454	Syal.g_00204
OG0000899	Prbd.g_01453	Syal.g_00205
OG0000900	Prbd.g_01452	Syal.g_00206
OG0000901	Prbd.g_01449	Syal.g_00211
OG0000902	Prbd.g_01447	Syal.g_00213
OG0000903	Prbd.g_01444	Syal.g_00227
OG0000904	Prbd.g_01442	Syal.g_00222
OG0000905	Prbd.g_01437	Syal.g_00217
OG0000906	Prbd.g_01436	Syal.g_00215
OG0000907	Prbd.g_01433	Syal.g_00229
OG0000908	Prbd.g_01430	Syal.g_00232
OG0000909	Prbd.g_01429	Syal.g_00233
OG0000910	Prbd.g_01428	Syal.g_00234
OG0000911	Prbd.g_01426	Syal.g_00237
OG0000912	Prbd.g_01425	Syal.g_00238
OG0000913	Prbd.g_01424	Syal.g_00239
OG0000914	Prbd.g_01423	Syal.g_00240
OG0000915	Prbd.g_01422	Syal.g_00241
OG0000916	Prbd.g_01421	Syal.g_00242
OG0000917	Prbd.g_01420	Syal.g_00243
OG0000918	Prbd.g_01419	Syal.g_00244
OG0000919	Prbd.g_01418	Syal.g_00245
OG0000920	Prbd.g_01417	Syal.g_00246
OG0000921	Prbd.g_01416	Syal.g_00247
OG0000922	Prbd.g_01415	Syal.g_00248
OG0000923	Prbd.g_01411	Syal.g_00252
OG0000924	Prbd.g_01410	Syal.g_00253
OG0000925	Prbd.g_01409	Syal.g_00254
OG0000926	Prbd.g_01408	Syal.g_00255
OG0000927	Prbd.g_01406	Syal.g_00257
OG0000928	Prbd.g_01405	Syal.g_00258
OG0000929	Prbd.g_01404	Syal.g_00259
OG0000930	Prbd.g_01403	Syal.g_00260
OG0000931	Prbd.g_01402	Syal.g_00261
OG0000932	Prbd.g_01401	Syal.g_00262
OG0000933	Prbd.g_01397	Syal.g_00268
OG0000934	Prbd.g_01395	Syal.g_00270
OG0000935	Prbd.g_01394	Syal.g_00271
OG0000936	Prbd.g_01393	Syal.g_00272
OG0000937	Prbd.g_01392	Syal.g_00273
OG0000938	Prbd.g_01390	Syal.g_00276
OG0000939	Prbd.g_01389	Syal.g_00277
OG0000940	Prbd.g_01382	Syal.g_00285
OG0000941	Prbd.g_01380	Syal.g_00287
OG0000942	Prbd.g_01378	Syal.g_00289
OG0000943	Prbd.g_01377	Syal.g_00290
OG0000944	Prbd.g_01376	Syal.g_00292
OG0000945	Prbd.g_01375	Syal.g_00294
OG0000946	Prbd.g_01371	Syal.g_00301
OG0000947	Prbd.g_01369	Syal.g_00304
OG0000948	Prbd.g_01368	Syal.g_00305
OG0000949	Prbd.g_01365	Syal.g_01341
OG0000950	Prbd.g_01360	Syal.g_01348
OG0000951	Prbd.g_01356	Syal.g_01353
OG0000952	Prbd.g_01352	Syal.g_01363
OG0000953	Prbd.g_01349	Syal.g_01435
OG0000954	Prbd.g_01345	Syal.g_01443
OG0000955	Prbd.g_01344	Syal.g_01444
OG0000956	Prbd.g_01342	Syal.g_01446
OG0000957	Prbd.g_01337	Syal.g_01457
OG0000958	Prbd.g_01336	Syal.g_01458
OG0000959	Prbd.g_01332	Syal.g_01482
OG0000960	Prbd.g_01331	Syal.g_01483
OG0000961	Prbd.g_01329	Syal.g_01507
OG0000962	Prbd.g_01327	Syal.g_01509
OG0000963	Prbd.g_01323	Syal.g_01514
OG0000964	Prbd.g_01321	Syal.g_01515
OG0000965	Prbd.g_01320	Syal.g_01516
OG0000966	Prbd.g_01312	Syal.g_00176
OG0000967	Prbd.g_01308	Syal.g_00171
OG0000968	Prbd.g_01306	Syal.g_00169
OG0000969	Prbd.g_01305	Syal.g_00167
OG0000970	Prbd.g_01304	Syal.g_00166
OG0000971	Prbd.g_01303	Syal.g_00164
OG0000972	Prbd.g_01302	Syal.g_00163
OG0000973	Prbd.g_01301	Syal.g_00162
OG0000974	Prbd.g_01300	Syal.g_00161
OG0000975	Prbd.g_01299	Syal.g_00160
OG0000976	Prbd.g_01298	Syal.g_00159
OG0000977	Prbd.g_01297	Syal.g_00157
OG0000978	Prbd.g_01296	Syal.g_00156
OG0000979	Prbd.g_01293	Syal.g_00153
OG0000980	Prbd.g_01291	Syal.g_00150
OG0000981	Prbd.g_01289	Syal.g_00147
OG0000982	Prbd.g_01287	Syal.g_01068
OG0000983	Prbd.g_01286	Syal.g_01069
OG0000984	Prbd.g_01285	Syal.g_01070
OG0000985	Prbd.g_01282	Syal.g_01074
OG0000986	Prbd.g_01280	Syal.g_01076
OG0000987	Prbd.g_01279	Syal.g_01080
OG0000988	Prbd.g_01276	Syal.g_01086
OG0000989	Prbd.g_01273	Syal.g_01098
OG0000990	Prbd.g_01270	Syal.g_01118
OG0000991	Prbd.g_01269	Syal.g_01120
OG0000992	Prbd.g_01267	Syal.g_01122
OG0000993	Prbd.g_01266	Syal.g_01123
OG0000994	Prbd.g_01265	Syal.g_01127
OG0000995	Prbd.g_01261	Syal.g_01132
OG0000996	Prbd.g_01260	Syal.g_01162
OG0000997	Prbd.g_01259	Syal.g_01171
OG0000998	Prbd.g_01257	Syal.g_01173
OG0000999	Prbd.g_01256	Syal.g_01174
OG0001000	Prbd.g_01253	Syal.g_01177
OG0001001	Prbd.g_01251	Syal.g_01182
OG0001002	Prbd.g_01247	Syal.g_00082
OG0001003	Prbd.g_01245	Syal.g_00084
OG0001004	Prbd.g_01244	Syal.g_00085
OG0001005	Prbd.g_01243	Syal.g_00087
OG0001006	Prbd.g_01239	Syal.g_00094
OG0001007	Prbd.g_01237	Syal.g_00096
OG0001008	Prbd.g_00805	Syal.g_00524
OG0001009	Prbd.g_01210	Syal.g_00129
OG0001010	Prbd.g_01209	Syal.g_00130
OG0001011	Prbd.g_01208	Syal.g_00131
OG0001012	Prbd.g_01195	Syal.g_01064
OG0001013	Prbd.g_01189	Syal.g_01026
OG0001014	Prbd.g_01186	Syal.g_01022
OG0001015	Prbd.g_01185	Syal.g_01021
OG0001016	Prbd.g_01171	Syal.g_00756
OG0001017	Prbd.g_01167	Syal.g_00762
OG0001018	Prbd.g_01164	Syal.g_00764
OG0001019	Prbd.g_01155	Syal.g_00785
OG0001020	Prbd.g_01154	Syal.g_00796
OG0001021	Prbd.g_01153	Syal.g_00800
OG0001022	Prbd.g_01150	Syal.g_00805
OG0001023	Prbd.g_01149	Syal.g_00806
OG0001024	Prbd.g_01146	Syal.g_00810
OG0001025	Prbd.g_01140	Syal.g_00817
OG0001026	Prbd.g_01133	Syal.g_00830
OG0001027	Prbd.g_01132	Syal.g_00834
OG0001028	Prbd.g_01130	Syal.g_00836
OG0001029	Prbd.g_01128	Syal.g_00838
OG0001030	Prbd.g_01113	Syal.g_00860
OG0001031	Prbd.g_01054	Syal.g_00936
OG0001032	Prbd.g_01053	Syal.g_00938
OG0001033	Prbd.g_01032	Syal.g_00972
OG0001034	Prbd.g_01003	Syal.g_00684
OG0001035	Prbd.g_00985	Syal.g_01226
OG0001036	Prbd.g_00980	Syal.g_01231
OG0001037	Prbd.g_00979	Syal.g_01233
OG0001038	Prbd.g_00961	Syal.g_01261
OG0001039	Prbd.g_00958	Syal.g_01264
OG0001040	Prbd.g_00956	Syal.g_01267
OG0001041	Prbd.g_00952	Syal.g_01272
OG0001042	Prbd.g_00935	Syal.g_01300
OG0001043	Prbd.g_00934	Syal.g_01304
OG0001044	Prbd.g_00906	Syal.g_00346
OG0001045	Prbd.g_00897	Syal.g_00359
OG0001046	Prbd.g_00859	Syal.g_01967
OG0001047	Prbd.g_00803	Syal.g_00522
OG0001048	Prbd.g_00802	Syal.g_00521
OG0001049	Prbd.g_00800	Syal.g_00518
OG0001050	Prbd.g_00799	Syal.g_00517
OG0001051	Prbd.g_00798	Syal.g_00516
OG0001052	Prbd.g_00771	Syal.g_00467
OG0001053	Prbd.g_00759	Syal.g_02900
OG0001054	Prbd.g_00744	Syal.g_02919
OG0001055	Prbd.g_00725	Syal.g_02940
OG0001056	Prbd.g_00706	Syal.g_02833
OG0001057	Prbd.g_00701	Syal.g_01574
OG0001058	Prbd.g_00693	Syal.g_02812
OG0001059	Prbd.g_00689	Syal.g_02808
OG0001060	Prbd.g_00682	Syal.g_02801
OG0001061	Prbd.g_00669	Syal.g_02783
OG0001062	Prbd.g_00667	Syal.g_02781
OG0001063	Prbd.g_00665	Syal.g_02776
OG0001064	Prbd.g_00664	Syal.g_02775
OG0001065	Prbd.g_00663	Syal.g_02774
OG0001066	Prbd.g_00662	Syal.g_02773
OG0001067	Prbd.g_00661	Syal.g_02772
OG0001068	Prbd.g_00660	Syal.g_02771
OG0001069	Prbd.g_00659	Syal.g_02770
OG0001070	Prbd.g_00656	Syal.g_02766
OG0001071	Prbd.g_00655	Syal.g_02765
OG0001072	Prbd.g_00654	Syal.g_02761
OG0001073	Prbd.g_00640	Syal.g_02746
OG0001074	Prbd.g_00629	Syal.g_02575
OG0001075	Prbd.g_00628	Syal.g_02726
OG0001076	Prbd.g_00620	Syal.g_02712
OG0001077	Prbd.g_00616	Syal.g_02702
OG0001078	Prbd.g_00608	Syal.g_02635
OG0001079	Prbd.g_00597	Syal.g_02618
OG0001080	Prbd.g_00591	Syal.g_02514
OG0001081	Prbd.g_00589	Syal.g_02175
OG0001082	Prbd.g_00588	Syal.g_02176
OG0001083	Prbd.g_00583	Syal.g_02184
OG0001084	Prbd.g_00582	Syal.g_02187
OG0001085	Prbd.g_00574	Syal.g_02206
OG0001086	Prbd.g_00573	Syal.g_02208
OG0001087	Prbd.g_00556	Syal.g_01782
OG0001088	Prbd.g_00555	Syal.g_01785
OG0001089	Prbd.g_00547	Syal.g_01811
OG0001090	Prbd.g_00008	Syal.g_01859
OG0001091	Prbd.g_00010	Syal.g_01862
OG0001092	Prbd.g_00011	Syal.g_01864
OG0001093	Prbd.g_00016	Syal.g_02419
OG0001094	Prbd.g_00096	Syal.g_02216
OG0001095	Prbd.g_00115	Syal.g_01879
OG0001096	Prbd.g_00128	Syal.g_02447
OG0001097	Prbd.g_00147	Syal.g_02473
OG0001098	Prbd.g_00162	Syal.g_02083
OG0001099	Prbd.g_00194	Syal.g_00837
OG0001100	Prbd.g_00198	Syal.g_02293
OG0001101	Prbd.g_00200	Syal.g_02292
OG0001102	Prbd.g_00203	Syal.g_02289
OG0001103	Prbd.g_00205	Syal.g_02287
OG0001104	Prbd.g_00227	Syal.g_02241
OG0001105	Prbd.g_00231	Syal.g_02236
OG0001106	Prbd.g_00255	Syal.g_02007
OG0001107	Prbd.g_00262	Syal.g_01993
OG0001108	Prbd.g_00266	Syal.g_01985
OG0001109	Prbd.g_00267	Syal.g_01983
OG0001110	Prbd.g_00269	Syal.g_01981
OG0001111	Prbd.g_00270	Syal.g_01979
OG0001112	Prbd.g_00271	Syal.g_01977
OG0001113	Prbd.g_00272	Syal.g_02244
OG0001114	Prbd.g_00273	Syal.g_01976
OG0001115	Prbd.g_00275	Syal.g_01972
OG0001116	Prbd.g_00276	Syal.g_01970
OG0001117	Prbd.g_00277	Syal.g_01969
OG0001118	Prbd.g_00278	Syal.g_01968
OG0001119	Prbd.g_00279	Syal.g_01966
OG0001120	Prbd.g_00281	Syal.g_01962
