Orthogroup	Prbd	Syai
OG0000558	Prbd.g_00695	Syai.g_00732
OG0000559	Prbd.g_00691	Syai.g_00736
OG0000560	Prbd.g_00688	Syai.g_00739
OG0000561	Prbd.g_00687	Syai.g_00740
OG0000562	Prbd.g_00686	Syai.g_00741
OG0000563	Prbd.g_00685	Syai.g_00742
OG0000564	Prbd.g_00684	Syai.g_00743
OG0000565	Prbd.g_00681	Syai.g_00746
OG0000566	Prbd.g_00679	Syai.g_00750
OG0000567	Prbd.g_00675	Syai.g_00754
OG0000568	Prbd.g_00674	Syai.g_00758
OG0000569	Prbd.g_00673	Syai.g_00759
OG0000570	Prbd.g_00672	Syai.g_00760
OG0000571	Prbd.g_00670	Syai.g_00764
OG0000572	Prbd.g_00657	Syai.g_00782
OG0000573	Prbd.g_00652	Syai.g_00790
OG0000574	Prbd.g_00651	Syai.g_00796
OG0000575	Prbd.g_00647	Syai.g_00800
OG0000576	Prbd.g_00645	Syai.g_00802
OG0000577	Prbd.g_00644	Syai.g_00803
OG0000578	Prbd.g_00643	Syai.g_00804
OG0000579	Prbd.g_00642	Syai.g_00805
OG0000580	Prbd.g_00641	Syai.g_00806
OG0000581	Prbd.g_00639	Syai.g_00812
OG0000582	Prbd.g_00636	Syai.g_01042
OG0000583	Prbd.g_00635	Syai.g_01043
OG0000584	Prbd.g_00634	Syai.g_01044
OG0000585	Prbd.g_00632	Syai.g_01046
OG0000586	Prbd.g_00631	Syai.g_01047
OG0000587	Prbd.g_00630	Syai.g_01049
OG0000588	Prbd.g_00626	Syai.g_01063
OG0000589	Prbd.g_00623	Syai.g_01066
OG0000590	Prbd.g_00622	Syai.g_01067
OG0000591	Prbd.g_00619	Syai.g_01075
OG0000592	Prbd.g_00618	Syai.g_01076
OG0000593	Prbd.g_00612	Syai.g_01100
OG0000594	Prbd.g_00611	Syai.g_01101
OG0000595	Prbd.g_00610	Syai.g_01102
OG0000596	Prbd.g_00606	Syai.g_01107
OG0000597	Prbd.g_00604	Syai.g_01110
OG0000598	Prbd.g_00603	Syai.g_01111
OG0000599	Prbd.g_00600	Syai.g_01114
OG0000600	Prbd.g_00599	Syai.g_01115
OG0000601	Prbd.g_00598	Syai.g_01116
OG0000602	Prbd.g_00596	Syai.g_01121
OG0000603	Prbd.g_00595	Syai.g_01122
OG0000604	Prbd.g_00594	Syai.g_01125
OG0000605	Prbd.g_00593	Syai.g_01609
OG0000606	Prbd.g_00590	Syai.g_01221
OG0000607	Prbd.g_00587	Syai.g_01224
OG0000608	Prbd.g_00586	Syai.g_01225
OG0000609	Prbd.g_00585	Syai.g_01227
OG0000610	Prbd.g_00580	Syai.g_01234
OG0000611	Prbd.g_00577	Syai.g_01237
OG0000612	Prbd.g_00576	Syai.g_01238
OG0000613	Prbd.g_00571	Syai.g_00196
OG0000614	Prbd.g_00552	Syai.g_01981
OG0000615	Prbd.g_00544	Syai.g_01286
OG0000616	Prbd.g_00540	Syai.g_02914
OG0000617	Prbd.g_00013	Syai.g_01393
OG0000618	Prbd.g_00014	Syai.g_01394
OG0000619	Prbd.g_00015	Syai.g_01395
OG0000620	Prbd.g_00018	Syai.g_01402
OG0000621	Prbd.g_00019	Syai.g_01403
OG0000622	Prbd.g_00020	Syai.g_01404
OG0000623	Prbd.g_00021	Syai.g_01405
OG0000624	Prbd.g_00022	Syai.g_01407
OG0000625	Prbd.g_00023	Syai.g_01408
OG0000626	Prbd.g_00024	Syai.g_01409
OG0000627	Prbd.g_00025	Syai.g_01575
OG0000628	Prbd.g_00026	Syai.g_01573
OG0000629	Prbd.g_00027	Syai.g_01570
OG0000630	Prbd.g_00030	Syai.g_01566
OG0000631	Prbd.g_00093	Syai.g_01557
OG0000632	Prbd.g_00094	Syai.g_01556
OG0000633	Prbd.g_00095	Syai.g_01555
OG0000634	Prbd.g_00098	Syai.g_01317
OG0000635	Prbd.g_00099	Syai.g_01318
OG0000636	Prbd.g_00101	Syai.g_01320
OG0000637	Prbd.g_00103	Syai.g_01322
OG0000638	Prbd.g_00104	Syai.g_01323
OG0000639	Prbd.g_00105	Syai.g_01324
OG0000640	Prbd.g_00106	Syai.g_01325
OG0000641	Prbd.g_00110	Syai.g_01329
OG0000642	Prbd.g_00111	Syai.g_01330
OG0000643	Prbd.g_00112	Syai.g_01349
OG0000644	Prbd.g_00113	Syai.g_01350
OG0000645	Prbd.g_00114	Syai.g_01352
OG0000646	Prbd.g_00116	Syai.g_01355
OG0000647	Prbd.g_00117	Syai.g_01357
OG0000648	Prbd.g_00119	Syai.g_01362
OG0000649	Prbd.g_00120	Syai.g_01363
OG0000650	Prbd.g_00121	Syai.g_01364
OG0000651	Prbd.g_00122	Syai.g_01365
OG0000652	Prbd.g_00123	Syai.g_01366
OG0000653	Prbd.g_00125	Syai.g_01368
OG0000654	Prbd.g_00126	Syai.g_01369
OG0000655	Prbd.g_00127	Syai.g_01370
OG0000656	Prbd.g_00130	Syai.g_01373
OG0000657	Prbd.g_00138	Syai.g_02045
OG0000658	Prbd.g_00139	Syai.g_02049
OG0000659	Prbd.g_00140	Syai.g_02050
OG0000660	Prbd.g_00144	Syai.g_02054
OG0000661	Prbd.g_00146	Syai.g_02056
OG0000662	Prbd.g_00148	Syai.g_02058
OG0000663	Prbd.g_00150	Syai.g_02061
OG0000664	Prbd.g_00151	Syai.g_02062
OG0000665	Prbd.g_00155	Syai.g_02431
OG0000666	Prbd.g_00156	Syai.g_01610
OG0000667	Prbd.g_00160	Syai.g_01724
OG0000668	Prbd.g_00190	Syai.g_01436
OG0000669	Prbd.g_00197	Syai.g_01251
OG0000670	Prbd.g_00199	Syai.g_00561
OG0000671	Prbd.g_00201	Syai.g_01255
OG0000672	Prbd.g_00204	Syai.g_01259
OG0000673	Prbd.g_00207	Syai.g_01262
OG0000674	Prbd.g_00209	Syai.g_01264
OG0000675	Prbd.g_00210	Syai.g_01265
OG0000676	Prbd.g_00212	Syai.g_01275
OG0000677	Prbd.g_00213	Syai.g_01276
OG0000678	Prbd.g_00215	Syai.g_01279
OG0000679	Prbd.g_00219	Syai.g_01288
OG0000680	Prbd.g_00220	Syai.g_01289
OG0000681	Prbd.g_00222	Syai.g_01292
OG0000682	Prbd.g_00223	Syai.g_01293
OG0000683	Prbd.g_00224	Syai.g_01294
OG0000684	Prbd.g_00226	Syai.g_01299
OG0000685	Prbd.g_00228	Syai.g_01301
OG0000686	Prbd.g_00229	Syai.g_01302
OG0000687	Prbd.g_00230	Syai.g_01303
OG0000688	Prbd.g_00233	Syai.g_01307
OG0000689	Prbd.g_00234	Syai.g_01309
OG0000690	Prbd.g_00235	Syai.g_01310
OG0000691	Prbd.g_00236	Syai.g_01311
OG0000692	Prbd.g_00238	Syai.g_01312
OG0000693	Prbd.g_00239	Syai.g_01313
OG0000694	Prbd.g_00240	Syai.g_01314
OG0000695	Prbd.g_00242	Syai.g_01553
OG0000696	Prbd.g_00243	Syai.g_01552
OG0000697	Prbd.g_00244	Syai.g_01550
OG0000698	Prbd.g_00247	Syai.g_01547
OG0000699	Prbd.g_00248	Syai.g_01545
OG0000700	Prbd.g_00249	Syai.g_01544
OG0000701	Prbd.g_00250	Syai.g_01543
OG0000702	Prbd.g_00252	Syai.g_01521
OG0000703	Prbd.g_00253	Syai.g_01520
OG0000704	Prbd.g_00254	Syai.g_01518
OG0000705	Prbd.g_00258	Syai.g_01511
OG0000706	Prbd.g_00259	Syai.g_01510
OG0000707	Prbd.g_00260	Syai.g_01509
OG0000708	Prbd.g_00261	Syai.g_01506
OG0000709	Prbd.g_00265	Syai.g_01497
OG0000710	Prbd.g_00268	Syai.g_01487
OG0000711	Prbd.g_00285	Syai.g_01456
OG0000712	Prbd.g_00287	Syai.g_01454
OG0000713	Prbd.g_00288	Syai.g_01453
OG0000714	Prbd.g_00289	Syai.g_01451
OG0000715	Prbd.g_00291	Syai.g_01449
OG0000716	Prbd.g_00293	Syai.g_01445
OG0000717	Prbd.g_00294	Syai.g_01444
OG0000718	Prbd.g_00309	Syai.g_01440
OG0000719	Prbd.g_00311	Syai.g_01438
OG0000720	Prbd.g_00320	Syai.g_01425
OG0000721	Prbd.g_00322	Syai.g_01423
OG0000722	Prbd.g_00323	Syai.g_01422
OG0000723	Prbd.g_00326	Syai.g_01411
OG0000724	Prbd.g_00335	Syai.g_02013
OG0000725	Prbd.g_00341	Syai.g_02004
OG0000726	Prbd.g_00342	Syai.g_02003
OG0000727	Prbd.g_00343	Syai.g_02002
OG0000728	Prbd.g_00345	Syai.g_02000
OG0000729	Prbd.g_00391	Syai.g_00097
OG0000730	Prbd.g_00395	Syai.g_00483
OG0000731	Prbd.g_00399	Syai.g_00495
OG0000732	Prbd.g_00408	Syai.g_00058
OG0000733	Prbd.g_00428	Syai.g_02805
OG0000734	Prbd.g_00453	Syai.g_02548
OG0000735	Prbd.g_00455	Syai.g_02159
OG0000736	Prbd.g_00456	Syai.g_02158
OG0000737	Prbd.g_00457	Syai.g_02157
OG0000738	Prbd.g_00461	Syai.g_02152
OG0000739	Prbd.g_00462	Syai.g_02151
OG0000740	Prbd.g_00463	Syai.g_02150
OG0000741	Prbd.g_00464	Syai.g_02147
OG0000742	Prbd.g_00467	Syai.g_02145
OG0000743	Prbd.g_00469	Syai.g_02143
OG0000744	Prbd.g_00470	Syai.g_02142
OG0000745	Prbd.g_00471	Syai.g_02140
OG0000746	Prbd.g_00473	Syai.g_02138
OG0000747	Prbd.g_00474	Syai.g_02137
OG0000748	Prbd.g_00477	Syai.g_02125
OG0000749	Prbd.g_00478	Syai.g_02123
OG0000750	Prbd.g_00479	Syai.g_02122
OG0000751	Prbd.g_00481	Syai.g_02116
OG0000752	Prbd.g_00483	Syai.g_02114
OG0000753	Prbd.g_00486	Syai.g_02111
OG0000754	Prbd.g_00489	Syai.g_01750
OG0000755	Prbd.g_00492	Syai.g_01760
OG0000756	Prbd.g_00493	Syai.g_01761
OG0000757	Prbd.g_00499	Syai.g_01769
OG0000758	Prbd.g_00500	Syai.g_01770
OG0000759	Prbd.g_00501	Syai.g_01771
OG0000760	Prbd.g_00502	Syai.g_01772
OG0000761	Prbd.g_00503	Syai.g_01775
OG0000762	Prbd.g_00504	Syai.g_01777
OG0000763	Prbd.g_00506	Syai.g_01779
OG0000764	Prbd.g_00507	Syai.g_01780
OG0000765	Prbd.g_00516	Syai.g_01797
OG0000766	Prbd.g_00517	Syai.g_01798
OG0000767	Prbd.g_00519	Syai.g_01800
OG0000768	Prbd.g_00520	Syai.g_01801
OG0000769	Prbd.g_00522	Syai.g_01803
OG0000770	Prbd.g_00524	Syai.g_01822
OG0000771	Prbd.g_01921	Syai.g_02019
OG0000772	Prbd.g_01858	Syai.g_01639
OG0000773	Prbd.g_01810	Syai.g_02164
OG0000774	Prbd.g_01808	Syai.g_02168
OG0000775	Prbd.g_01806	Syai.g_02172
OG0000776	Prbd.g_01805	Syai.g_02173
OG0000777	Prbd.g_01804	Syai.g_02174
OG0000778	Prbd.g_01803	Syai.g_02175
OG0000779	Prbd.g_01799	Syai.g_02181
OG0000780	Prbd.g_01798	Syai.g_02184
OG0000781	Prbd.g_01795	Syai.g_02188
OG0000782	Prbd.g_01794	Syai.g_02189
OG0000783	Prbd.g_01793	Syai.g_02190
OG0000784	Prbd.g_01792	Syai.g_02191
OG0000785	Prbd.g_01790	Syai.g_02193
OG0000786	Prbd.g_01788	Syai.g_00816
OG0000787	Prbd.g_01787	Syai.g_00815
OG0000788	Prbd.g_01777	Syai.g_01117
OG0000789	Prbd.g_01774	Syai.g_01596
OG0000790	Prbd.g_01759	Syai.g_00623
OG0000791	Prbd.g_01757	Syai.g_00621
OG0000792	Prbd.g_01756	Syai.g_00620
OG0000793	Prbd.g_01753	Syai.g_00615
OG0000794	Prbd.g_01752	Syai.g_00614
OG0000795	Prbd.g_01751	Syai.g_00613
OG0000796	Prbd.g_01747	Syai.g_00609
OG0000797	Prbd.g_01746	Syai.g_00608
OG0000799	Prbd.g_01707	Syai.g_00996
OG0000800	Prbd.g_01706	Syai.g_00993
OG0000801	Prbd.g_01705	Syai.g_00992
OG0000802	Prbd.g_01703	Syai.g_00988
OG0000803	Prbd.g_01701	Syai.g_00983
OG0000804	Prbd.g_01700	Syai.g_00980
OG0000805	Prbd.g_01698	Syai.g_00965
OG0000806	Prbd.g_01696	Syai.g_00963
OG0000807	Prbd.g_01695	Syai.g_00961
OG0000808	Prbd.g_01694	Syai.g_00960
OG0000809	Prbd.g_01691	Syai.g_00957
OG0000810	Prbd.g_01690	Syai.g_00956
OG0000811	Prbd.g_01686	Syai.g_00950
OG0000812	Prbd.g_01684	Syai.g_00948
OG0000813	Prbd.g_01683	Syai.g_00947
OG0000814	Prbd.g_01681	Syai.g_00945
OG0000815	Prbd.g_01680	Syai.g_00944
OG0000816	Prbd.g_01678	Syai.g_00942
OG0000817	Prbd.g_01677	Syai.g_00941
OG0000818	Prbd.g_01672	Syai.g_00935
OG0000819	Prbd.g_01671	Syai.g_00934
OG0000820	Prbd.g_01670	Syai.g_00933
OG0000821	Prbd.g_01666	Syai.g_00916
OG0000822	Prbd.g_01665	Syai.g_00914
OG0000823	Prbd.g_01664	Syai.g_00913
OG0000824	Prbd.g_01661	Syai.g_00907
OG0000825	Prbd.g_01660	Syai.g_00906
OG0000826	Prbd.g_01659	Syai.g_00905
OG0000827	Prbd.g_01658	Syai.g_00904
OG0000828	Prbd.g_01655	Syai.g_00900
OG0000829	Prbd.g_01654	Syai.g_00899
OG0000830	Prbd.g_01653	Syai.g_00898
OG0000831	Prbd.g_01651	Syai.g_00896
OG0000832	Prbd.g_01645	Syai.g_02296
OG0000833	Prbd.g_01637	Syai.g_02305
OG0000834	Prbd.g_01636	Syai.g_02307
OG0000835	Prbd.g_01635	Syai.g_02308
OG0000836	Prbd.g_01634	Syai.g_02312
OG0000837	Prbd.g_01633	Syai.g_02313
OG0000838	Prbd.g_01631	Syai.g_02323
OG0000839	Prbd.g_01630	Syai.g_02324
OG0000840	Prbd.g_01629	Syai.g_02325
OG0000841	Prbd.g_01628	Syai.g_02326
OG0000842	Prbd.g_01627	Syai.g_02327
OG0000843	Prbd.g_01626	Syai.g_02328
OG0000844	Prbd.g_01625	Syai.g_02330
OG0000845	Prbd.g_01624	Syai.g_02331
OG0000846	Prbd.g_01623	Syai.g_02332
OG0000847	Prbd.g_01622	Syai.g_02333
OG0000848	Prbd.g_01621	Syai.g_02335
OG0000849	Prbd.g_01620	Syai.g_02336
OG0000850	Prbd.g_01617	Syai.g_02339
OG0000851	Prbd.g_01616	Syai.g_02352
OG0000852	Prbd.g_01615	Syai.g_02353
OG0000853	Prbd.g_01611	Syai.g_02357
OG0000854	Prbd.g_01609	Syai.g_02359
OG0000855	Prbd.g_01608	Syai.g_02360
OG0000856	Prbd.g_01593	Syai.g_01078
OG0000857	Prbd.g_01566	Syai.g_01356
OG0000858	Prbd.g_01531	Syai.g_02366
OG0000859	Prbd.g_01530	Syai.g_02367
OG0000860	Prbd.g_01523	Syai.g_02380
OG0000861	Prbd.g_01522	Syai.g_02381
OG0000862	Prbd.g_01521	Syai.g_02382
OG0000863	Prbd.g_01519	Syai.g_02385
OG0000864	Prbd.g_01518	Syai.g_02386
OG0000865	Prbd.g_01517	Syai.g_02387
OG0000866	Prbd.g_01516	Syai.g_02388
OG0000867	Prbd.g_01515	Syai.g_02389
OG0000868	Prbd.g_01514	Syai.g_02392
OG0000869	Prbd.g_01510	Syai.g_02396
OG0000870	Prbd.g_01505	Syai.g_02401
OG0000871	Prbd.g_01504	Syai.g_02402
OG0000872	Prbd.g_01503	Syai.g_02409
OG0000873	Prbd.g_01500	Syai.g_02412
OG0000874	Prbd.g_01497	Syai.g_02408
OG0000875	Prbd.g_01496	Syai.g_02416
OG0000876	Prbd.g_01495	Syai.g_02243
OG0000877	Prbd.g_01493	Syai.g_02250
OG0000878	Prbd.g_01492	Syai.g_02251
OG0000879	Prbd.g_01491	Syai.g_02252
OG0000880	Prbd.g_01490	Syai.g_02253
OG0000881	Prbd.g_01486	Syai.g_02257
OG0000882	Prbd.g_01481	Syai.g_02262
OG0000883	Prbd.g_01479	Syai.g_02264
OG0000884	Prbd.g_01477	Syai.g_02266
OG0000885	Prbd.g_01476	Syai.g_02267
OG0000886	Prbd.g_01475	Syai.g_02268
OG0000887	Prbd.g_01474	Syai.g_02269
OG0000888	Prbd.g_01472	Syai.g_02271
OG0000889	Prbd.g_01470	Syai.g_02273
OG0000890	Prbd.g_01469	Syai.g_02279
OG0000891	Prbd.g_01468	Syai.g_02280
OG0000892	Prbd.g_01466	Syai.g_02282
OG0000893	Prbd.g_01463	Syai.g_00318
OG0000894	Prbd.g_01461	Syai.g_00321
OG0000895	Prbd.g_01458	Syai.g_00325
OG0000896	Prbd.g_01457	Syai.g_00326
OG0000897	Prbd.g_01455	Syai.g_00328
OG0000898	Prbd.g_01454	Syai.g_00329
OG0000899	Prbd.g_01453	Syai.g_00330
OG0000900	Prbd.g_01452	Syai.g_00331
OG0000901	Prbd.g_01449	Syai.g_00336
OG0000902	Prbd.g_01447	Syai.g_00338
OG0000903	Prbd.g_01444	Syai.g_00353
OG0000904	Prbd.g_01442	Syai.g_00348
OG0000905	Prbd.g_01437	Syai.g_00342
OG0000906	Prbd.g_01436	Syai.g_00340
OG0000907	Prbd.g_01433	Syai.g_00358
OG0000908	Prbd.g_01430	Syai.g_00361
OG0000909	Prbd.g_01429	Syai.g_00362
OG0000910	Prbd.g_01428	Syai.g_00363
OG0000911	Prbd.g_01426	Syai.g_00365
OG0000912	Prbd.g_01425	Syai.g_00366
OG0000913	Prbd.g_01424	Syai.g_00367
OG0000914	Prbd.g_01423	Syai.g_00368
OG0000915	Prbd.g_01422	Syai.g_00370
OG0000916	Prbd.g_01421	Syai.g_00371
OG0000917	Prbd.g_01420	Syai.g_00372
OG0000918	Prbd.g_01419	Syai.g_00373
OG0000919	Prbd.g_01418	Syai.g_00374
OG0000920	Prbd.g_01417	Syai.g_00375
OG0000921	Prbd.g_01416	Syai.g_00376
OG0000922	Prbd.g_01415	Syai.g_00377
OG0000923	Prbd.g_01411	Syai.g_00381
OG0000924	Prbd.g_01410	Syai.g_00382
OG0000925	Prbd.g_01409	Syai.g_00383
OG0000926	Prbd.g_01408	Syai.g_00384
OG0000927	Prbd.g_01406	Syai.g_00386
OG0000928	Prbd.g_01405	Syai.g_00387
OG0000929	Prbd.g_01404	Syai.g_00388
OG0000930	Prbd.g_01403	Syai.g_00389
OG0000931	Prbd.g_01402	Syai.g_00390
OG0000932	Prbd.g_01401	Syai.g_00391
OG0000933	Prbd.g_01397	Syai.g_00397
OG0000934	Prbd.g_01395	Syai.g_00399
OG0000935	Prbd.g_01394	Syai.g_00400
OG0000936	Prbd.g_01393	Syai.g_00401
OG0000937	Prbd.g_01392	Syai.g_00402
OG0000938	Prbd.g_01390	Syai.g_00405
OG0000939	Prbd.g_01389	Syai.g_00406
OG0000940	Prbd.g_01382	Syai.g_00413
OG0000941	Prbd.g_01380	Syai.g_00415
OG0000942	Prbd.g_01378	Syai.g_00417
OG0000943	Prbd.g_01377	Syai.g_00418
OG0000944	Prbd.g_01376	Syai.g_00420
OG0000945	Prbd.g_01375	Syai.g_00422
OG0000946	Prbd.g_01371	Syai.g_00428
OG0000947	Prbd.g_01369	Syai.g_00431
OG0000948	Prbd.g_01368	Syai.g_00432
OG0000949	Prbd.g_01365	Syai.g_00174
OG0000950	Prbd.g_01360	Syai.g_00163
OG0000951	Prbd.g_01356	Syai.g_00158
OG0000952	Prbd.g_01352	Syai.g_00136
OG0000953	Prbd.g_01349	Syai.g_00132
OG0000954	Prbd.g_01345	Syai.g_00127
OG0000955	Prbd.g_01344	Syai.g_00126
OG0000956	Prbd.g_01342	Syai.g_00124
OG0000957	Prbd.g_01337	Syai.g_00113
OG0000958	Prbd.g_01336	Syai.g_00112
OG0000959	Prbd.g_01332	Syai.g_00108
OG0000960	Prbd.g_01331	Syai.g_00107
OG0000961	Prbd.g_01329	Syai.g_00100
OG0000962	Prbd.g_01327	Syai.g_00098
OG0000963	Prbd.g_01323	Syai.g_00094
OG0000964	Prbd.g_01321	Syai.g_00093
OG0000965	Prbd.g_01320	Syai.g_00092
OG0000966	Prbd.g_01312	Syai.g_00082
OG0000967	Prbd.g_01308	Syai.g_00077
OG0000968	Prbd.g_01306	Syai.g_00085
OG0000969	Prbd.g_01305	Syai.g_00080
OG0000970	Prbd.g_01304	Syai.g_00079
OG0000971	Prbd.g_01303	Syai.g_00074
OG0000972	Prbd.g_01302	Syai.g_00073
OG0000973	Prbd.g_01301	Syai.g_00072
OG0000974	Prbd.g_01300	Syai.g_00071
OG0000975	Prbd.g_01299	Syai.g_00070
OG0000976	Prbd.g_01298	Syai.g_00069
OG0000977	Prbd.g_01297	Syai.g_00067
OG0000978	Prbd.g_01296	Syai.g_00065
OG0000979	Prbd.g_01293	Syai.g_00062
OG0000980	Prbd.g_01291	Syai.g_00059
OG0000981	Prbd.g_01289	Syai.g_00056
OG0000982	Prbd.g_01287	Syai.g_02777
OG0000983	Prbd.g_01286	Syai.g_02778
OG0000984	Prbd.g_01285	Syai.g_02779
OG0000985	Prbd.g_01282	Syai.g_02781
OG0000986	Prbd.g_01280	Syai.g_02784
OG0000987	Prbd.g_01279	Syai.g_02786
OG0000988	Prbd.g_01276	Syai.g_02790
OG0000989	Prbd.g_01273	Syai.g_02797
OG0000990	Prbd.g_01270	Syai.g_02825
OG0000991	Prbd.g_01269	Syai.g_02827
OG0000992	Prbd.g_01267	Syai.g_02830
OG0000993	Prbd.g_01266	Syai.g_02831
OG0000994	Prbd.g_01265	Syai.g_02834
OG0000995	Prbd.g_01261	Syai.g_02840
OG0000996	Prbd.g_01260	Syai.g_02891
OG0000997	Prbd.g_01259	Syai.g_02900
OG0000998	Prbd.g_01257	Syai.g_02902
OG0000999	Prbd.g_01256	Syai.g_02903
OG0001000	Prbd.g_01253	Syai.g_02906
OG0001001	Prbd.g_01251	Syai.g_02911
OG0001002	Prbd.g_01247	Syai.g_02918
OG0001003	Prbd.g_01245	Syai.g_02919
OG0001004	Prbd.g_01244	Syai.g_02920
OG0001005	Prbd.g_01243	Syai.g_02921
OG0001006	Prbd.g_01239	Syai.g_02931
OG0001007	Prbd.g_01237	Syai.g_02933
OG0001008	Prbd.g_00805	Syai.g_02227
OG0001009	Prbd.g_01210	Syai.g_00034
OG0001010	Prbd.g_01209	Syai.g_00035
OG0001011	Prbd.g_01208	Syai.g_00037
OG0001012	Prbd.g_01195	Syai.g_02773
OG0001013	Prbd.g_01189	Syai.g_02750
OG0001014	Prbd.g_01186	Syai.g_02726
OG0001015	Prbd.g_01185	Syai.g_02725
OG0001016	Prbd.g_01171	Syai.g_02479
OG0001017	Prbd.g_01167	Syai.g_02485
OG0001018	Prbd.g_01164	Syai.g_02487
OG0001019	Prbd.g_01155	Syai.g_02508
OG0001020	Prbd.g_01154	Syai.g_02516
OG0001021	Prbd.g_01153	Syai.g_02523
OG0001022	Prbd.g_01150	Syai.g_02528
OG0001023	Prbd.g_01149	Syai.g_02529
OG0001024	Prbd.g_01146	Syai.g_02533
OG0001025	Prbd.g_01140	Syai.g_02540
OG0001026	Prbd.g_01133	Syai.g_02550
OG0001027	Prbd.g_01132	Syai.g_02555
OG0001028	Prbd.g_01130	Syai.g_02557
OG0001029	Prbd.g_01128	Syai.g_02559
OG0001030	Prbd.g_01113	Syai.g_02580
OG0001031	Prbd.g_01054	Syai.g_02656
OG0001032	Prbd.g_01053	Syai.g_02658
OG0001033	Prbd.g_01032	Syai.g_02685
OG0001034	Prbd.g_01003	Syai.g_00537
OG0001035	Prbd.g_00985	Syai.g_00295
OG0001036	Prbd.g_00980	Syai.g_00290
OG0001037	Prbd.g_00979	Syai.g_00288
OG0001038	Prbd.g_00961	Syai.g_00261
OG0001039	Prbd.g_00958	Syai.g_00258
OG0001040	Prbd.g_00956	Syai.g_00255
OG0001041	Prbd.g_00952	Syai.g_00250
OG0001042	Prbd.g_00935	Syai.g_00225
OG0001043	Prbd.g_00934	Syai.g_00221
OG0001044	Prbd.g_00906	Syai.g_00485
OG0001045	Prbd.g_00897	Syai.g_00498
OG0001046	Prbd.g_00859	Syai.g_01471
OG0001047	Prbd.g_00803	Syai.g_02225
OG0001048	Prbd.g_00802	Syai.g_02224
OG0001049	Prbd.g_00800	Syai.g_02215
OG0001050	Prbd.g_00799	Syai.g_02214
OG0001051	Prbd.g_00798	Syai.g_02213
OG0001052	Prbd.g_00771	Syai.g_00861
OG0001053	Prbd.g_00759	Syai.g_00641
OG0001054	Prbd.g_00744	Syai.g_00658
OG0001055	Prbd.g_00725	Syai.g_00679
OG0001056	Prbd.g_00706	Syai.g_00713
OG0001057	Prbd.g_00701	Syai.g_00721
OG0001058	Prbd.g_00693	Syai.g_00734
OG0001059	Prbd.g_00689	Syai.g_00738
OG0001060	Prbd.g_00682	Syai.g_00744
OG0001061	Prbd.g_00669	Syai.g_00765
OG0001062	Prbd.g_00667	Syai.g_00767
OG0001063	Prbd.g_00665	Syai.g_00774
OG0001064	Prbd.g_00664	Syai.g_00775
OG0001065	Prbd.g_00663	Syai.g_00776
OG0001066	Prbd.g_00662	Syai.g_00777
OG0001067	Prbd.g_00661	Syai.g_00778
OG0001068	Prbd.g_00660	Syai.g_00779
OG0001069	Prbd.g_00659	Syai.g_00780
OG0001070	Prbd.g_00656	Syai.g_00783
OG0001071	Prbd.g_00655	Syai.g_00784
OG0001072	Prbd.g_00654	Syai.g_00788
OG0001073	Prbd.g_00640	Syai.g_00807
OG0001074	Prbd.g_00629	Syai.g_01051
OG0001075	Prbd.g_00628	Syai.g_01053
OG0001076	Prbd.g_00620	Syai.g_01069
OG0001077	Prbd.g_00616	Syai.g_01081
OG0001078	Prbd.g_00608	Syai.g_01105
OG0001079	Prbd.g_00597	Syai.g_01118
OG0001080	Prbd.g_00591	Syai.g_01606
OG0001081	Prbd.g_00589	Syai.g_01222
OG0001082	Prbd.g_00588	Syai.g_01223
OG0001083	Prbd.g_00583	Syai.g_01230
OG0001084	Prbd.g_00582	Syai.g_01231
OG0001085	Prbd.g_00574	Syai.g_01241
OG0001086	Prbd.g_00573	Syai.g_01243
OG0001087	Prbd.g_00556	Syai.g_01953
OG0001088	Prbd.g_00555	Syai.g_01957
OG0001089	Prbd.g_00547	Syai.g_01996
OG0001090	Prbd.g_00008	Syai.g_01387
OG0001091	Prbd.g_00010	Syai.g_01389
OG0001092	Prbd.g_00011	Syai.g_01391
OG0001093	Prbd.g_00016	Syai.g_01397
OG0001094	Prbd.g_00096	Syai.g_01315
OG0001096	Prbd.g_00128	Syai.g_01371
OG0001097	Prbd.g_00147	Syai.g_02057
OG0001098	Prbd.g_00162	Syai.g_01603
OG0001099	Prbd.g_00194	Syai.g_02558
OG0001100	Prbd.g_00198	Syai.g_01253
OG0001101	Prbd.g_00200	Syai.g_01254
OG0001102	Prbd.g_00203	Syai.g_01257
OG0001103	Prbd.g_00205	Syai.g_01260
OG0001104	Prbd.g_00227	Syai.g_01300
OG0001105	Prbd.g_00231	Syai.g_01304
OG0001106	Prbd.g_00255	Syai.g_01517
OG0001107	Prbd.g_00262	Syai.g_01505
OG0001108	Prbd.g_00266	Syai.g_01496
OG0001109	Prbd.g_00267	Syai.g_01488
OG0001110	Prbd.g_00269	Syai.g_01486
OG0001111	Prbd.g_00270	Syai.g_01484
OG0001112	Prbd.g_00271	Syai.g_01482
OG0001113	Prbd.g_00272	Syai.g_01481
OG0001114	Prbd.g_00273	Syai.g_01480
OG0001115	Prbd.g_00275	Syai.g_01476
OG0001116	Prbd.g_00276	Syai.g_01474
OG0001117	Prbd.g_00277	Syai.g_01473
OG0001118	Prbd.g_00278	Syai.g_01472
