Orthogroup	Prbd	Syaa
OG0000541	Prbd.g_00739	Syaa.g_02024
OG0000542	Prbd.g_00737	Syaa.g_02021
OG0000543	Prbd.g_00735	Syaa.g_02019
OG0000544	Prbd.g_00734	Syaa.g_02018
OG0000545	Prbd.g_00732	Syaa.g_02016
OG0000546	Prbd.g_00729	Syaa.g_02014
OG0000547	Prbd.g_00727	Syaa.g_02012
OG0000548	Prbd.g_00726	Syaa.g_02011
OG0000549	Prbd.g_00724	Syaa.g_02003
OG0000550	Prbd.g_00719	Syaa.g_01998
OG0000551	Prbd.g_00715	Syaa.g_01993
OG0000552	Prbd.g_00714	Syaa.g_01992
OG0000553	Prbd.g_00713	Syaa.g_01990
OG0000554	Prbd.g_00708	Syaa.g_01979
OG0000555	Prbd.g_00700	Syaa.g_01961
OG0000556	Prbd.g_00698	Syaa.g_01957
OG0000557	Prbd.g_00697	Syaa.g_01955
OG0000558	Prbd.g_00695	Syaa.g_01953
OG0000559	Prbd.g_00691	Syaa.g_01949
OG0000560	Prbd.g_00688	Syaa.g_01946
OG0000561	Prbd.g_00687	Syaa.g_01945
OG0000562	Prbd.g_00686	Syaa.g_01944
OG0000563	Prbd.g_00685	Syaa.g_01943
OG0000564	Prbd.g_00684	Syaa.g_01942
OG0000565	Prbd.g_00681	Syaa.g_01939
OG0000566	Prbd.g_00679	Syaa.g_01935
OG0000567	Prbd.g_00675	Syaa.g_01931
OG0000568	Prbd.g_00674	Syaa.g_01928
OG0000569	Prbd.g_00673	Syaa.g_01925
OG0000570	Prbd.g_00672	Syaa.g_01924
OG0000571	Prbd.g_00670	Syaa.g_01920
OG0000572	Prbd.g_00657	Syaa.g_01904
OG0000573	Prbd.g_00652	Syaa.g_01896
OG0000574	Prbd.g_00651	Syaa.g_01895
OG0000575	Prbd.g_00647	Syaa.g_01891
OG0000576	Prbd.g_00645	Syaa.g_01889
OG0000577	Prbd.g_00644	Syaa.g_01888
OG0000578	Prbd.g_00643	Syaa.g_01887
OG0000579	Prbd.g_00642	Syaa.g_01886
OG0000580	Prbd.g_00641	Syaa.g_01885
OG0000581	Prbd.g_00639	Syaa.g_01879
OG0000582	Prbd.g_00636	Syaa.g_01687
OG0000583	Prbd.g_00635	Syaa.g_01686
OG0000584	Prbd.g_00634	Syaa.g_01685
OG0000585	Prbd.g_00632	Syaa.g_01683
OG0000586	Prbd.g_00631	Syaa.g_01682
OG0000587	Prbd.g_00630	Syaa.g_01680
OG0000588	Prbd.g_00626	Syaa.g_01666
OG0000589	Prbd.g_00623	Syaa.g_01662
OG0000590	Prbd.g_00622	Syaa.g_01661
OG0000591	Prbd.g_00619	Syaa.g_01653
OG0000592	Prbd.g_00618	Syaa.g_01652
OG0000593	Prbd.g_00612	Syaa.g_01638
OG0000594	Prbd.g_00611	Syaa.g_01637
OG0000595	Prbd.g_00610	Syaa.g_01636
OG0000596	Prbd.g_00606	Syaa.g_01630
OG0000597	Prbd.g_00604	Syaa.g_01627
OG0000598	Prbd.g_00603	Syaa.g_01626
OG0000599	Prbd.g_00600	Syaa.g_01623
OG0000600	Prbd.g_00599	Syaa.g_01622
OG0000601	Prbd.g_00598	Syaa.g_01621
OG0000602	Prbd.g_00596	Syaa.g_01616
OG0000603	Prbd.g_00595	Syaa.g_01615
OG0000604	Prbd.g_00594	Syaa.g_01612
OG0000605	Prbd.g_00593	Syaa.g_01447
OG0000606	Prbd.g_00590	Syaa.g_01055
OG0000607	Prbd.g_00587	Syaa.g_01058
OG0000608	Prbd.g_00586	Syaa.g_01059
OG0000609	Prbd.g_00585	Syaa.g_01061
OG0000610	Prbd.g_00580	Syaa.g_01068
OG0000611	Prbd.g_00577	Syaa.g_01071
OG0000612	Prbd.g_00576	Syaa.g_01072
OG0000613	Prbd.g_00571	Syaa.g_00199
OG0000614	Prbd.g_00552	Syaa.g_00906
OG0000615	Prbd.g_00544	Syaa.g_01113
OG0000616	Prbd.g_00540	Syaa.g_02742
OG0000617	Prbd.g_00013	Syaa.g_01244
OG0000618	Prbd.g_00014	Syaa.g_01245
OG0000619	Prbd.g_00015	Syaa.g_01246
OG0000620	Prbd.g_00018	Syaa.g_01259
OG0000621	Prbd.g_00019	Syaa.g_01260
OG0000622	Prbd.g_00020	Syaa.g_01261
OG0000623	Prbd.g_00021	Syaa.g_01262
OG0000624	Prbd.g_00022	Syaa.g_01264
OG0000625	Prbd.g_00023	Syaa.g_01265
OG0000626	Prbd.g_00024	Syaa.g_01266
OG0000627	Prbd.g_00025	Syaa.g_01414
OG0000628	Prbd.g_00026	Syaa.g_01413
OG0000629	Prbd.g_00027	Syaa.g_01410
OG0000630	Prbd.g_00030	Syaa.g_01406
OG0000631	Prbd.g_00093	Syaa.g_01400
OG0000632	Prbd.g_00094	Syaa.g_01399
OG0000633	Prbd.g_00095	Syaa.g_01397
OG0000634	Prbd.g_00098	Syaa.g_01150
OG0000635	Prbd.g_00099	Syaa.g_01151
OG0000636	Prbd.g_00101	Syaa.g_01153
OG0000637	Prbd.g_00103	Syaa.g_01155
OG0000638	Prbd.g_00104	Syaa.g_01156
OG0000639	Prbd.g_00105	Syaa.g_01157
OG0000640	Prbd.g_00106	Syaa.g_01158
OG0000641	Prbd.g_00110	Syaa.g_01162
OG0000642	Prbd.g_00111	Syaa.g_01163
OG0000643	Prbd.g_00112	Syaa.g_01165
OG0000644	Prbd.g_00113	Syaa.g_01166
OG0000645	Prbd.g_00114	Syaa.g_01184
OG0000646	Prbd.g_00116	Syaa.g_01187
OG0000647	Prbd.g_00117	Syaa.g_01189
OG0000648	Prbd.g_00119	Syaa.g_01191
OG0000649	Prbd.g_00120	Syaa.g_01192
OG0000650	Prbd.g_00121	Syaa.g_01193
OG0000651	Prbd.g_00122	Syaa.g_01194
OG0000652	Prbd.g_00123	Syaa.g_01195
OG0000653	Prbd.g_00125	Syaa.g_01197
OG0000654	Prbd.g_00126	Syaa.g_01198
OG0000655	Prbd.g_00127	Syaa.g_01199
OG0000656	Prbd.g_00130	Syaa.g_01202
OG0000657	Prbd.g_00138	Syaa.g_00838
OG0000658	Prbd.g_00139	Syaa.g_00836
OG0000659	Prbd.g_00140	Syaa.g_00835
OG0000660	Prbd.g_00144	Syaa.g_00831
OG0000661	Prbd.g_00146	Syaa.g_00829
OG0000662	Prbd.g_00148	Syaa.g_00827
OG0000663	Prbd.g_00150	Syaa.g_00824
OG0000664	Prbd.g_00151	Syaa.g_00823
OG0000665	Prbd.g_00155	Syaa.g_01442
OG0000666	Prbd.g_00156	Syaa.g_01448
OG0000668	Prbd.g_00190	Syaa.g_01300
OG0000669	Prbd.g_00197	Syaa.g_01084
OG0000670	Prbd.g_00199	Syaa.g_01087
OG0000671	Prbd.g_00201	Syaa.g_01089
OG0000672	Prbd.g_00204	Syaa.g_01092
OG0000673	Prbd.g_00207	Syaa.g_01095
OG0000674	Prbd.g_00209	Syaa.g_01097
OG0000675	Prbd.g_00210	Syaa.g_01098
OG0000676	Prbd.g_00212	Syaa.g_01100
OG0000677	Prbd.g_00213	Syaa.g_01101
OG0000678	Prbd.g_00215	Syaa.g_01106
OG0000679	Prbd.g_00219	Syaa.g_01116
OG0000680	Prbd.g_00220	Syaa.g_01117
OG0000681	Prbd.g_00222	Syaa.g_01120
OG0000682	Prbd.g_00223	Syaa.g_01121
OG0000683	Prbd.g_00224	Syaa.g_01122
OG0000684	Prbd.g_00226	Syaa.g_01132
OG0000685	Prbd.g_00228	Syaa.g_01134
OG0000686	Prbd.g_00229	Syaa.g_01135
OG0000687	Prbd.g_00230	Syaa.g_01136
OG0000688	Prbd.g_00233	Syaa.g_01140
OG0000689	Prbd.g_00234	Syaa.g_01142
OG0000690	Prbd.g_00235	Syaa.g_01143
OG0000691	Prbd.g_00236	Syaa.g_01144
OG0000692	Prbd.g_00238	Syaa.g_01145
OG0000693	Prbd.g_00239	Syaa.g_01146
OG0000694	Prbd.g_00240	Syaa.g_01147
OG0000695	Prbd.g_00242	Syaa.g_01395
OG0000696	Prbd.g_00243	Syaa.g_01394
OG0000697	Prbd.g_00244	Syaa.g_01392
OG0000698	Prbd.g_00247	Syaa.g_01389
OG0000699	Prbd.g_00248	Syaa.g_01387
OG0000700	Prbd.g_00249	Syaa.g_01386
OG0000701	Prbd.g_00250	Syaa.g_01385
OG0000702	Prbd.g_00252	Syaa.g_01376
OG0000703	Prbd.g_00253	Syaa.g_01375
OG0000704	Prbd.g_00254	Syaa.g_01373
OG0000705	Prbd.g_00258	Syaa.g_01365
OG0000706	Prbd.g_00259	Syaa.g_01364
OG0000707	Prbd.g_00260	Syaa.g_01363
OG0000708	Prbd.g_00261	Syaa.g_01360
OG0000709	Prbd.g_00265	Syaa.g_01351
OG0000710	Prbd.g_00268	Syaa.g_01348
OG0000711	Prbd.g_00285	Syaa.g_01320
OG0000712	Prbd.g_00287	Syaa.g_01318
OG0000713	Prbd.g_00288	Syaa.g_01317
OG0000714	Prbd.g_00289	Syaa.g_01315
OG0000715	Prbd.g_00291	Syaa.g_01313
OG0000716	Prbd.g_00293	Syaa.g_01309
OG0000717	Prbd.g_00294	Syaa.g_01308
OG0000718	Prbd.g_00309	Syaa.g_01304
OG0000719	Prbd.g_00311	Syaa.g_01302
OG0000720	Prbd.g_00320	Syaa.g_01289
OG0000721	Prbd.g_00322	Syaa.g_01287
OG0000722	Prbd.g_00323	Syaa.g_01286
OG0000723	Prbd.g_00326	Syaa.g_01268
OG0000724	Prbd.g_00335	Syaa.g_00872
OG0000725	Prbd.g_00341	Syaa.g_00882
OG0000726	Prbd.g_00342	Syaa.g_00883
OG0000727	Prbd.g_00343	Syaa.g_00884
OG0000728	Prbd.g_00345	Syaa.g_00886
OG0000729	Prbd.g_00391	Syaa.g_00100
OG0000730	Prbd.g_00395	Syaa.g_02185
OG0000731	Prbd.g_00399	Syaa.g_02173
OG0000732	Prbd.g_00408	Syaa.g_00054
OG0000733	Prbd.g_00428	Syaa.g_02621
OG0000734	Prbd.g_00453	Syaa.g_02388
OG0000735	Prbd.g_00455	Syaa.g_00754
OG0000736	Prbd.g_00456	Syaa.g_00755
OG0000737	Prbd.g_00457	Syaa.g_00756
OG0000738	Prbd.g_00461	Syaa.g_00761
OG0000739	Prbd.g_00462	Syaa.g_00762
OG0000740	Prbd.g_00463	Syaa.g_00763
OG0000741	Prbd.g_00464	Syaa.g_00766
OG0000742	Prbd.g_00467	Syaa.g_00769
OG0000743	Prbd.g_00469	Syaa.g_00771
OG0000744	Prbd.g_00470	Syaa.g_00772
OG0000745	Prbd.g_00471	Syaa.g_00774
OG0000746	Prbd.g_00473	Syaa.g_00776
OG0000747	Prbd.g_00474	Syaa.g_00777
OG0000748	Prbd.g_00477	Syaa.g_00787
OG0000749	Prbd.g_00478	Syaa.g_00789
OG0000750	Prbd.g_00479	Syaa.g_00790
OG0000751	Prbd.g_00481	Syaa.g_00797
OG0000752	Prbd.g_00483	Syaa.g_00799
OG0000753	Prbd.g_00486	Syaa.g_00802
OG0000754	Prbd.g_00489	Syaa.g_01025
OG0000755	Prbd.g_00492	Syaa.g_01005
OG0000756	Prbd.g_00493	Syaa.g_01004
OG0000757	Prbd.g_00499	Syaa.g_00996
OG0000758	Prbd.g_00500	Syaa.g_00995
OG0000759	Prbd.g_00501	Syaa.g_00994
OG0000760	Prbd.g_00502	Syaa.g_00993
OG0000761	Prbd.g_00503	Syaa.g_00992
OG0000762	Prbd.g_00504	Syaa.g_00988
OG0000763	Prbd.g_00506	Syaa.g_00986
OG0000764	Prbd.g_00507	Syaa.g_00985
OG0000765	Prbd.g_00516	Syaa.g_00968
OG0000766	Prbd.g_00517	Syaa.g_00967
OG0000767	Prbd.g_00519	Syaa.g_00965
OG0000768	Prbd.g_00520	Syaa.g_00964
OG0000769	Prbd.g_00522	Syaa.g_00962
OG0000770	Prbd.g_00524	Syaa.g_00959
OG0000771	Prbd.g_01921	Syaa.g_00866
OG0000772	Prbd.g_01858	Syaa.g_01526
OG0000773	Prbd.g_01810	Syaa.g_00749
OG0000774	Prbd.g_01808	Syaa.g_00745
OG0000775	Prbd.g_01806	Syaa.g_00742
OG0000776	Prbd.g_01805	Syaa.g_00741
OG0000777	Prbd.g_01804	Syaa.g_00740
OG0000778	Prbd.g_01803	Syaa.g_00739
OG0000779	Prbd.g_01799	Syaa.g_00733
OG0000780	Prbd.g_01798	Syaa.g_00730
OG0000781	Prbd.g_01795	Syaa.g_00726
OG0000782	Prbd.g_01794	Syaa.g_00725
OG0000783	Prbd.g_01793	Syaa.g_00724
OG0000784	Prbd.g_01792	Syaa.g_00723
OG0000785	Prbd.g_01790	Syaa.g_00721
OG0000786	Prbd.g_01788	Syaa.g_01875
OG0000787	Prbd.g_01787	Syaa.g_01876
OG0000788	Prbd.g_01777	Syaa.g_01620
OG0000789	Prbd.g_01774	Syaa.g_01434
OG0000790	Prbd.g_01759	Syaa.g_02064
OG0000791	Prbd.g_01757	Syaa.g_02066
OG0000792	Prbd.g_01756	Syaa.g_02067
OG0000793	Prbd.g_01753	Syaa.g_02072
OG0000794	Prbd.g_01752	Syaa.g_02073
OG0000795	Prbd.g_01751	Syaa.g_02074
OG0000796	Prbd.g_01747	Syaa.g_02078
OG0000797	Prbd.g_01746	Syaa.g_02079
OG0000799	Prbd.g_01707	Syaa.g_01743
OG0000800	Prbd.g_01706	Syaa.g_01747
OG0000801	Prbd.g_01705	Syaa.g_01748
OG0000802	Prbd.g_01703	Syaa.g_01753
OG0000803	Prbd.g_01701	Syaa.g_01758
OG0000804	Prbd.g_01700	Syaa.g_01761
OG0000805	Prbd.g_01698	Syaa.g_01763
OG0000806	Prbd.g_01696	Syaa.g_01765
OG0000807	Prbd.g_01695	Syaa.g_01767
OG0000808	Prbd.g_01694	Syaa.g_01768
OG0000809	Prbd.g_01691	Syaa.g_01771
OG0000810	Prbd.g_01690	Syaa.g_01772
OG0000811	Prbd.g_01686	Syaa.g_01778
OG0000812	Prbd.g_01684	Syaa.g_01780
OG0000813	Prbd.g_01683	Syaa.g_01781
OG0000814	Prbd.g_01681	Syaa.g_01783
OG0000815	Prbd.g_01680	Syaa.g_01784
OG0000816	Prbd.g_01678	Syaa.g_01785
OG0000817	Prbd.g_01677	Syaa.g_01786
OG0000818	Prbd.g_01672	Syaa.g_01792
OG0000819	Prbd.g_01671	Syaa.g_01793
OG0000820	Prbd.g_01670	Syaa.g_01794
OG0000821	Prbd.g_01666	Syaa.g_01800
OG0000822	Prbd.g_01665	Syaa.g_01802
OG0000823	Prbd.g_01664	Syaa.g_01803
OG0000824	Prbd.g_01661	Syaa.g_01807
OG0000825	Prbd.g_01660	Syaa.g_01808
OG0000826	Prbd.g_01659	Syaa.g_01809
OG0000827	Prbd.g_01658	Syaa.g_01810
OG0000828	Prbd.g_01655	Syaa.g_01813
OG0000829	Prbd.g_01654	Syaa.g_01814
OG0000830	Prbd.g_01653	Syaa.g_01815
OG0000831	Prbd.g_01651	Syaa.g_01817
OG0000832	Prbd.g_01645	Syaa.g_00627
OG0000833	Prbd.g_01637	Syaa.g_00611
OG0000834	Prbd.g_01636	Syaa.g_00608
OG0000835	Prbd.g_01635	Syaa.g_00607
OG0000836	Prbd.g_01634	Syaa.g_00603
OG0000837	Prbd.g_01633	Syaa.g_00601
OG0000838	Prbd.g_01631	Syaa.g_00597
OG0000839	Prbd.g_01630	Syaa.g_00596
OG0000840	Prbd.g_01629	Syaa.g_00595
OG0000841	Prbd.g_01628	Syaa.g_00594
OG0000842	Prbd.g_01627	Syaa.g_00593
OG0000843	Prbd.g_01626	Syaa.g_00592
OG0000844	Prbd.g_01625	Syaa.g_00590
OG0000845	Prbd.g_01624	Syaa.g_00589
OG0000846	Prbd.g_01623	Syaa.g_00588
OG0000847	Prbd.g_01622	Syaa.g_00587
OG0000848	Prbd.g_01621	Syaa.g_00585
OG0000849	Prbd.g_01620	Syaa.g_00584
OG0000850	Prbd.g_01617	Syaa.g_00582
OG0000851	Prbd.g_01616	Syaa.g_00577
OG0000852	Prbd.g_01615	Syaa.g_00576
OG0000853	Prbd.g_01611	Syaa.g_00572
OG0000854	Prbd.g_01609	Syaa.g_00570
OG0000855	Prbd.g_01608	Syaa.g_00569
OG0000856	Prbd.g_01593	Syaa.g_01650
OG0000857	Prbd.g_01566	Syaa.g_01188
OG0000858	Prbd.g_01531	Syaa.g_00563
OG0000859	Prbd.g_01530	Syaa.g_00562
OG0000860	Prbd.g_01523	Syaa.g_00549
OG0000861	Prbd.g_01522	Syaa.g_00548
OG0000862	Prbd.g_01521	Syaa.g_00547
OG0000863	Prbd.g_01519	Syaa.g_00543
OG0000864	Prbd.g_01518	Syaa.g_00542
OG0000865	Prbd.g_01517	Syaa.g_00541
OG0000866	Prbd.g_01516	Syaa.g_00540
OG0000867	Prbd.g_01515	Syaa.g_00539
OG0000868	Prbd.g_01514	Syaa.g_00536
OG0000869	Prbd.g_01510	Syaa.g_00531
OG0000870	Prbd.g_01505	Syaa.g_00526
OG0000871	Prbd.g_01504	Syaa.g_00525
OG0000872	Prbd.g_01503	Syaa.g_00511
OG0000873	Prbd.g_01500	Syaa.g_00497
OG0000874	Prbd.g_01497	Syaa.g_00519
OG0000875	Prbd.g_01496	Syaa.g_00438
OG0000876	Prbd.g_01495	Syaa.g_00682
OG0000877	Prbd.g_01493	Syaa.g_00679
OG0000878	Prbd.g_01492	Syaa.g_00678
OG0000879	Prbd.g_01491	Syaa.g_00677
OG0000880	Prbd.g_01490	Syaa.g_00676
OG0000881	Prbd.g_01486	Syaa.g_00671
OG0000882	Prbd.g_01481	Syaa.g_00666
OG0000883	Prbd.g_01479	Syaa.g_00661
OG0000884	Prbd.g_01477	Syaa.g_00659
OG0000885	Prbd.g_01476	Syaa.g_00658
OG0000886	Prbd.g_01475	Syaa.g_00657
OG0000887	Prbd.g_01474	Syaa.g_00656
OG0000888	Prbd.g_01472	Syaa.g_00654
OG0000889	Prbd.g_01470	Syaa.g_00652
OG0000890	Prbd.g_01469	Syaa.g_00644
OG0000891	Prbd.g_01468	Syaa.g_00643
OG0000892	Prbd.g_01466	Syaa.g_00640
OG0000893	Prbd.g_01463	Syaa.g_02352
OG0000894	Prbd.g_01461	Syaa.g_02349
OG0000895	Prbd.g_01458	Syaa.g_02345
OG0000896	Prbd.g_01457	Syaa.g_02344
OG0000897	Prbd.g_01455	Syaa.g_02342
OG0000898	Prbd.g_01454	Syaa.g_02341
OG0000899	Prbd.g_01453	Syaa.g_02340
OG0000900	Prbd.g_01452	Syaa.g_02339
OG0000901	Prbd.g_01449	Syaa.g_02334
OG0000902	Prbd.g_01447	Syaa.g_02332
OG0000903	Prbd.g_01444	Syaa.g_02313
OG0000904	Prbd.g_01442	Syaa.g_02318
OG0000905	Prbd.g_01437	Syaa.g_02324
OG0000906	Prbd.g_01436	Syaa.g_02327
OG0000907	Prbd.g_01433	Syaa.g_02295
OG0000908	Prbd.g_01430	Syaa.g_02292
OG0000909	Prbd.g_01429	Syaa.g_02291
OG0000910	Prbd.g_01428	Syaa.g_02290
OG0000911	Prbd.g_01426	Syaa.g_02288
OG0000912	Prbd.g_01425	Syaa.g_02287
OG0000913	Prbd.g_01424	Syaa.g_02286
OG0000914	Prbd.g_01423	Syaa.g_02285
OG0000915	Prbd.g_01422	Syaa.g_02283
OG0000916	Prbd.g_01421	Syaa.g_02282
OG0000917	Prbd.g_01420	Syaa.g_02281
OG0000918	Prbd.g_01419	Syaa.g_02280
OG0000919	Prbd.g_01418	Syaa.g_02279
OG0000920	Prbd.g_01417	Syaa.g_02278
OG0000921	Prbd.g_01416	Syaa.g_02277
OG0000922	Prbd.g_01415	Syaa.g_02276
OG0000923	Prbd.g_01411	Syaa.g_02272
OG0000924	Prbd.g_01410	Syaa.g_02271
OG0000925	Prbd.g_01409	Syaa.g_02270
OG0000926	Prbd.g_01408	Syaa.g_02269
OG0000927	Prbd.g_01406	Syaa.g_02267
OG0000928	Prbd.g_01405	Syaa.g_02266
OG0000929	Prbd.g_01404	Syaa.g_02265
OG0000930	Prbd.g_01403	Syaa.g_02264
OG0000931	Prbd.g_01402	Syaa.g_02263
OG0000932	Prbd.g_01401	Syaa.g_02262
OG0000933	Prbd.g_01397	Syaa.g_02256
OG0000934	Prbd.g_01395	Syaa.g_02254
OG0000935	Prbd.g_01394	Syaa.g_02253
OG0000936	Prbd.g_01393	Syaa.g_02252
OG0000937	Prbd.g_01392	Syaa.g_02251
OG0000938	Prbd.g_01390	Syaa.g_02248
OG0000939	Prbd.g_01389	Syaa.g_02247
OG0000940	Prbd.g_01382	Syaa.g_02240
OG0000941	Prbd.g_01380	Syaa.g_02238
OG0000942	Prbd.g_01378	Syaa.g_02236
OG0000943	Prbd.g_01377	Syaa.g_02235
OG0000944	Prbd.g_01376	Syaa.g_02233
OG0000945	Prbd.g_01375	Syaa.g_02231
OG0000946	Prbd.g_01371	Syaa.g_02225
OG0000947	Prbd.g_01369	Syaa.g_02222
OG0000948	Prbd.g_01368	Syaa.g_02221
OG0000949	Prbd.g_01365	Syaa.g_00172
OG0000950	Prbd.g_01360	Syaa.g_00159
OG0000951	Prbd.g_01356	Syaa.g_00153
OG0000952	Prbd.g_01352	Syaa.g_00149
OG0000953	Prbd.g_01349	Syaa.g_00143
OG0000954	Prbd.g_01345	Syaa.g_00138
OG0000955	Prbd.g_01344	Syaa.g_00137
OG0000956	Prbd.g_01342	Syaa.g_00135
OG0000957	Prbd.g_01337	Syaa.g_00125
OG0000958	Prbd.g_01336	Syaa.g_00124
OG0000959	Prbd.g_01332	Syaa.g_00120
OG0000960	Prbd.g_01331	Syaa.g_00119
OG0000961	Prbd.g_01329	Syaa.g_00106
OG0000962	Prbd.g_01327	Syaa.g_00102
OG0000963	Prbd.g_01323	Syaa.g_00097
OG0000964	Prbd.g_01321	Syaa.g_00096
OG0000965	Prbd.g_01320	Syaa.g_00095
OG0000966	Prbd.g_01312	Syaa.g_00083
OG0000967	Prbd.g_01308	Syaa.g_00074
OG0000968	Prbd.g_01306	Syaa.g_00078
OG0000969	Prbd.g_01305	Syaa.g_00077
OG0000970	Prbd.g_01304	Syaa.g_00076
OG0000971	Prbd.g_01303	Syaa.g_00069
OG0000972	Prbd.g_01302	Syaa.g_00068
OG0000973	Prbd.g_01301	Syaa.g_00067
OG0000974	Prbd.g_01300	Syaa.g_00066
OG0000975	Prbd.g_01299	Syaa.g_00065
OG0000976	Prbd.g_01298	Syaa.g_00064
OG0000977	Prbd.g_01297	Syaa.g_00062
OG0000978	Prbd.g_01296	Syaa.g_00061
OG0000979	Prbd.g_01293	Syaa.g_00058
OG0000980	Prbd.g_01291	Syaa.g_00055
OG0000981	Prbd.g_01289	Syaa.g_00052
OG0000982	Prbd.g_01287	Syaa.g_02593
OG0000983	Prbd.g_01286	Syaa.g_02594
OG0000984	Prbd.g_01285	Syaa.g_02595
OG0000985	Prbd.g_01282	Syaa.g_02597
OG0000986	Prbd.g_01280	Syaa.g_02601
OG0000987	Prbd.g_01279	Syaa.g_02603
OG0000988	Prbd.g_01276	Syaa.g_02608
OG0000989	Prbd.g_01273	Syaa.g_02616
OG0000990	Prbd.g_01270	Syaa.g_02647
OG0000991	Prbd.g_01269	Syaa.g_02650
OG0000992	Prbd.g_01267	Syaa.g_02653
OG0000993	Prbd.g_01266	Syaa.g_02654
OG0000994	Prbd.g_01265	Syaa.g_02657
OG0000995	Prbd.g_01261	Syaa.g_02662
OG0000996	Prbd.g_01260	Syaa.g_02705
OG0000997	Prbd.g_01259	Syaa.g_02725
OG0000998	Prbd.g_01257	Syaa.g_02727
OG0000999	Prbd.g_01256	Syaa.g_02728
OG0001000	Prbd.g_01253	Syaa.g_02732
OG0001001	Prbd.g_01251	Syaa.g_02738
OG0001002	Prbd.g_01247	Syaa.g_02745
OG0001003	Prbd.g_01245	Syaa.g_02747
OG0001004	Prbd.g_01244	Syaa.g_02748
OG0001005	Prbd.g_01243	Syaa.g_02749
OG0001006	Prbd.g_01239	Syaa.g_02756
OG0001007	Prbd.g_01237	Syaa.g_02758
OG0001008	Prbd.g_00805	Syaa.g_00704
OG0001009	Prbd.g_01210	Syaa.g_00034
OG0001010	Prbd.g_01209	Syaa.g_00035
OG0001011	Prbd.g_01208	Syaa.g_00037
OG0001012	Prbd.g_01195	Syaa.g_02589
OG0001013	Prbd.g_01189	Syaa.g_02576
OG0001014	Prbd.g_01186	Syaa.g_02572
OG0001015	Prbd.g_01185	Syaa.g_02571
OG0001016	Prbd.g_01171	Syaa.g_00348
OG0001017	Prbd.g_01167	Syaa.g_00342
OG0001018	Prbd.g_01164	Syaa.g_00340
OG0001019	Prbd.g_01155	Syaa.g_00323
OG0001020	Prbd.g_01154	Syaa.g_02355
OG0001021	Prbd.g_01153	Syaa.g_02359
OG0001022	Prbd.g_01150	Syaa.g_02365
OG0001023	Prbd.g_01149	Syaa.g_02366
OG0001024	Prbd.g_01146	Syaa.g_02370
OG0001025	Prbd.g_01140	Syaa.g_02377
OG0001026	Prbd.g_01133	Syaa.g_02390
OG0001027	Prbd.g_01132	Syaa.g_02397
OG0001028	Prbd.g_01130	Syaa.g_02399
OG0001029	Prbd.g_01128	Syaa.g_02401
OG0001030	Prbd.g_01113	Syaa.g_02422
OG0001031	Prbd.g_01054	Syaa.g_02500
OG0001032	Prbd.g_01053	Syaa.g_02502
OG0001033	Prbd.g_01032	Syaa.g_02539
OG0001034	Prbd.g_01003	Syaa.g_02108
OG0001035	Prbd.g_00985	Syaa.g_00298
OG0001036	Prbd.g_00980	Syaa.g_00293
OG0001037	Prbd.g_00979	Syaa.g_00291
OG0001038	Prbd.g_00961	Syaa.g_00264
OG0001039	Prbd.g_00958	Syaa.g_00261
OG0001040	Prbd.g_00956	Syaa.g_00258
OG0001041	Prbd.g_00952	Syaa.g_00253
OG0001042	Prbd.g_00935	Syaa.g_00227
OG0001043	Prbd.g_00934	Syaa.g_00223
OG0001044	Prbd.g_00906	Syaa.g_02183
OG0001045	Prbd.g_00897	Syaa.g_02170
OG0001046	Prbd.g_00859	Syaa.g_01332
OG0001047	Prbd.g_00803	Syaa.g_00706
OG0001048	Prbd.g_00802	Syaa.g_00707
OG0001049	Prbd.g_00800	Syaa.g_00710
OG0001050	Prbd.g_00799	Syaa.g_00711
OG0001051	Prbd.g_00798	Syaa.g_00712
OG0001052	Prbd.g_00771	Syaa.g_01846
OG0001053	Prbd.g_00759	Syaa.g_02048
OG0001054	Prbd.g_00744	Syaa.g_02031
OG0001055	Prbd.g_00725	Syaa.g_02010
OG0001056	Prbd.g_00706	Syaa.g_01975
OG0001057	Prbd.g_00701	Syaa.g_01966
OG0001058	Prbd.g_00693	Syaa.g_01951
OG0001059	Prbd.g_00689	Syaa.g_01947
OG0001060	Prbd.g_00682	Syaa.g_01941
OG0001061	Prbd.g_00669	Syaa.g_01919
OG0001062	Prbd.g_00667	Syaa.g_01917
OG0001063	Prbd.g_00665	Syaa.g_01912
OG0001064	Prbd.g_00664	Syaa.g_01911
OG0001065	Prbd.g_00663	Syaa.g_01910
OG0001066	Prbd.g_00662	Syaa.g_01909
OG0001067	Prbd.g_00661	Syaa.g_01908
OG0001068	Prbd.g_00660	Syaa.g_01907
OG0001069	Prbd.g_00659	Syaa.g_01906
OG0001070	Prbd.g_00656	Syaa.g_01903
OG0001071	Prbd.g_00655	Syaa.g_01902
OG0001072	Prbd.g_00654	Syaa.g_01898
OG0001073	Prbd.g_00640	Syaa.g_01884
OG0001074	Prbd.g_00629	Syaa.g_01678
OG0001075	Prbd.g_00628	Syaa.g_01676
OG0001076	Prbd.g_00620	Syaa.g_01659
OG0001077	Prbd.g_00616	Syaa.g_01647
OG0001078	Prbd.g_00608	Syaa.g_01632
OG0001079	Prbd.g_00597	Syaa.g_01619
