Orthogroup	Prbd	Syak
OG0000560	Prbd.g_00688	Syak.g_02672
OG0000561	Prbd.g_00687	Syak.g_02673
OG0000562	Prbd.g_00686	Syak.g_02674
OG0000563	Prbd.g_00685	Syak.g_02675
OG0000564	Prbd.g_00684	Syak.g_02676
OG0000565	Prbd.g_00681	Syak.g_02679
OG0000566	Prbd.g_00679	Syak.g_02683
OG0000567	Prbd.g_00675	Syak.g_02687
OG0000568	Prbd.g_00674	Syak.g_02690
OG0000569	Prbd.g_00673	Syak.g_02691
OG0000570	Prbd.g_00672	Syak.g_02692
OG0000571	Prbd.g_00670	Syak.g_02696
OG0000572	Prbd.g_00657	Syak.g_02713
OG0000573	Prbd.g_00652	Syak.g_02723
OG0000574	Prbd.g_00651	Syak.g_02724
OG0000575	Prbd.g_00647	Syak.g_02729
OG0000576	Prbd.g_00645	Syak.g_02731
OG0000577	Prbd.g_00644	Syak.g_02732
OG0000578	Prbd.g_00643	Syak.g_02733
OG0000579	Prbd.g_00642	Syak.g_02734
OG0000580	Prbd.g_00641	Syak.g_02735
OG0000581	Prbd.g_00639	Syak.g_02742
OG0000582	Prbd.g_00636	Syak.g_02748
OG0000583	Prbd.g_00635	Syak.g_02749
OG0000584	Prbd.g_00634	Syak.g_02750
OG0000585	Prbd.g_00632	Syak.g_02753
OG0000586	Prbd.g_00631	Syak.g_02754
OG0000587	Prbd.g_00630	Syak.g_02756
OG0000588	Prbd.g_00626	Syak.g_00004
OG0000589	Prbd.g_00623	Syak.g_00008
OG0000590	Prbd.g_00622	Syak.g_00009
OG0000591	Prbd.g_00619	Syak.g_00017
OG0000592	Prbd.g_00618	Syak.g_00018
OG0000593	Prbd.g_00612	Syak.g_00031
OG0000594	Prbd.g_00611	Syak.g_00032
OG0000595	Prbd.g_00610	Syak.g_00033
OG0000596	Prbd.g_00606	Syak.g_00038
OG0000597	Prbd.g_00604	Syak.g_00041
OG0000598	Prbd.g_00603	Syak.g_00042
OG0000599	Prbd.g_00600	Syak.g_00045
OG0000600	Prbd.g_00599	Syak.g_00046
OG0000601	Prbd.g_00598	Syak.g_00047
OG0000602	Prbd.g_00596	Syak.g_00053
OG0000603	Prbd.g_00595	Syak.g_00054
OG0000604	Prbd.g_00594	Syak.g_00056
OG0000605	Prbd.g_00593	Syak.g_00259
OG0000606	Prbd.g_00590	Syak.g_00326
OG0000607	Prbd.g_00587	Syak.g_00329
OG0000608	Prbd.g_00586	Syak.g_00330
OG0000609	Prbd.g_00585	Syak.g_00332
OG0000610	Prbd.g_00580	Syak.g_00347
OG0000611	Prbd.g_00577	Syak.g_00350
OG0000612	Prbd.g_00576	Syak.g_00351
OG0000613	Prbd.g_00571	Syak.g_01525
OG0000614	Prbd.g_00552	Syak.g_00705
OG0000615	Prbd.g_00544	Syak.g_00393
OG0000616	Prbd.g_00540	Syak.g_01810
OG0000617	Prbd.g_00013	Syak.g_00799
OG0000618	Prbd.g_00014	Syak.g_00798
OG0000619	Prbd.g_00015	Syak.g_00797
OG0000620	Prbd.g_00018	Syak.g_00779
OG0000621	Prbd.g_00019	Syak.g_00780
OG0000622	Prbd.g_00020	Syak.g_00781
OG0000623	Prbd.g_00021	Syak.g_00782
OG0000624	Prbd.g_00022	Syak.g_00784
OG0000625	Prbd.g_00023	Syak.g_00785
OG0000626	Prbd.g_00024	Syak.g_00786
OG0000627	Prbd.g_00025	Syak.g_00561
OG0000628	Prbd.g_00026	Syak.g_00560
OG0000629	Prbd.g_00027	Syak.g_00556
OG0000630	Prbd.g_00030	Syak.g_00552
OG0000631	Prbd.g_00093	Syak.g_00545
OG0000632	Prbd.g_00094	Syak.g_00544
OG0000633	Prbd.g_00095	Syak.g_00542
OG0000634	Prbd.g_00098	Syak.g_00430
OG0000635	Prbd.g_00099	Syak.g_00431
OG0000636	Prbd.g_00101	Syak.g_00433
OG0000637	Prbd.g_00103	Syak.g_00435
OG0000638	Prbd.g_00104	Syak.g_00436
OG0000639	Prbd.g_00105	Syak.g_00437
OG0000640	Prbd.g_00106	Syak.g_00438
OG0000641	Prbd.g_00110	Syak.g_00442
OG0000642	Prbd.g_00111	Syak.g_00443
OG0000643	Prbd.g_00112	Syak.g_00444
OG0000644	Prbd.g_00113	Syak.g_00445
OG0000645	Prbd.g_00114	Syak.g_00447
OG0000646	Prbd.g_00116	Syak.g_00450
OG0000647	Prbd.g_00117	Syak.g_00452
OG0000648	Prbd.g_00119	Syak.g_00456
OG0000649	Prbd.g_00120	Syak.g_00457
OG0000650	Prbd.g_00121	Syak.g_00458
OG0000651	Prbd.g_00122	Syak.g_00459
OG0000652	Prbd.g_00123	Syak.g_00460
OG0000653	Prbd.g_00125	Syak.g_00462
OG0000654	Prbd.g_00126	Syak.g_00625
OG0000655	Prbd.g_00127	Syak.g_00624
OG0000656	Prbd.g_00130	Syak.g_00621
OG0000657	Prbd.g_00138	Syak.g_00609
OG0000658	Prbd.g_00139	Syak.g_00606
OG0000659	Prbd.g_00140	Syak.g_00605
OG0000660	Prbd.g_00144	Syak.g_00601
OG0000661	Prbd.g_00146	Syak.g_00599
OG0000662	Prbd.g_00148	Syak.g_00597
OG0000663	Prbd.g_00150	Syak.g_00594
OG0000664	Prbd.g_00151	Syak.g_00593
OG0000665	Prbd.g_00155	Syak.g_00086
OG0000666	Prbd.g_00156	Syak.g_00078
OG0000667	Prbd.g_00160	Syak.g_00340
OG0000668	Prbd.g_00190	Syak.g_00643
OG0000669	Prbd.g_00197	Syak.g_00363
OG0000670	Prbd.g_00199	Syak.g_00366
OG0000671	Prbd.g_00201	Syak.g_00368
OG0000672	Prbd.g_00204	Syak.g_00371
OG0000673	Prbd.g_00207	Syak.g_00374
OG0000674	Prbd.g_00209	Syak.g_00376
OG0000675	Prbd.g_00210	Syak.g_00377
OG0000676	Prbd.g_00212	Syak.g_00379
OG0000677	Prbd.g_00213	Syak.g_00380
OG0000678	Prbd.g_00215	Syak.g_00386
OG0000679	Prbd.g_00219	Syak.g_00397
OG0000680	Prbd.g_00220	Syak.g_00398
OG0000681	Prbd.g_00222	Syak.g_00401
OG0000682	Prbd.g_00223	Syak.g_00402
OG0000683	Prbd.g_00224	Syak.g_00403
OG0000684	Prbd.g_00226	Syak.g_00409
OG0000685	Prbd.g_00228	Syak.g_00411
OG0000686	Prbd.g_00229	Syak.g_00412
OG0000687	Prbd.g_00230	Syak.g_00413
OG0000688	Prbd.g_00233	Syak.g_00418
OG0000689	Prbd.g_00234	Syak.g_00421
OG0000690	Prbd.g_00235	Syak.g_00422
OG0000691	Prbd.g_00236	Syak.g_00423
OG0000692	Prbd.g_00238	Syak.g_00424
OG0000693	Prbd.g_00239	Syak.g_00426
OG0000694	Prbd.g_00240	Syak.g_00427
OG0000695	Prbd.g_00242	Syak.g_00540
OG0000696	Prbd.g_00243	Syak.g_00539
OG0000697	Prbd.g_00244	Syak.g_00538
OG0000698	Prbd.g_00247	Syak.g_00535
OG0000699	Prbd.g_00248	Syak.g_00534
OG0000700	Prbd.g_00249	Syak.g_00533
OG0000701	Prbd.g_00250	Syak.g_00532
OG0000702	Prbd.g_00252	Syak.g_00522
OG0000703	Prbd.g_00253	Syak.g_00521
OG0000704	Prbd.g_00254	Syak.g_00519
OG0000705	Prbd.g_00258	Syak.g_00511
OG0000706	Prbd.g_00259	Syak.g_00510
OG0000707	Prbd.g_00260	Syak.g_00509
OG0000708	Prbd.g_00261	Syak.g_00506
OG0000709	Prbd.g_00265	Syak.g_00498
OG0000710	Prbd.g_00268	Syak.g_00494
OG0000711	Prbd.g_00285	Syak.g_00466
OG0000712	Prbd.g_00287	Syak.g_00464
OG0000713	Prbd.g_00288	Syak.g_00463
OG0000714	Prbd.g_00289	Syak.g_00629
OG0000715	Prbd.g_00291	Syak.g_00631
OG0000716	Prbd.g_00293	Syak.g_00635
OG0000717	Prbd.g_00294	Syak.g_00636
OG0000718	Prbd.g_00309	Syak.g_00640
OG0000719	Prbd.g_00311	Syak.g_00642
OG0000720	Prbd.g_00320	Syak.g_00655
OG0000721	Prbd.g_00322	Syak.g_00657
OG0000722	Prbd.g_00323	Syak.g_00658
OG0000723	Prbd.g_00326	Syak.g_00790
OG0000724	Prbd.g_00335	Syak.g_00749
OG0000725	Prbd.g_00341	Syak.g_00731
OG0000726	Prbd.g_00342	Syak.g_00730
OG0000727	Prbd.g_00343	Syak.g_00729
OG0000728	Prbd.g_00345	Syak.g_00727
OG0000729	Prbd.g_00391	Syak.g_01683
OG0000730	Prbd.g_00395	Syak.g_01248
OG0000731	Prbd.g_00399	Syak.g_01237
OG0000732	Prbd.g_00408	Syak.g_01739
OG0000733	Prbd.g_00428	Syak.g_01905
OG0000734	Prbd.g_00453	Syak.g_02184
OG0000735	Prbd.g_00455	Syak.g_00914
OG0000736	Prbd.g_00456	Syak.g_00913
OG0000737	Prbd.g_00457	Syak.g_00912
OG0000738	Prbd.g_00461	Syak.g_00907
OG0000739	Prbd.g_00462	Syak.g_00906
OG0000740	Prbd.g_00463	Syak.g_00905
OG0000741	Prbd.g_00464	Syak.g_00902
OG0000742	Prbd.g_00467	Syak.g_00899
OG0000743	Prbd.g_00469	Syak.g_00897
OG0000744	Prbd.g_00470	Syak.g_00896
OG0000745	Prbd.g_00471	Syak.g_00894
OG0000746	Prbd.g_00473	Syak.g_00892
OG0000747	Prbd.g_00474	Syak.g_00891
OG0000748	Prbd.g_00477	Syak.g_00875
OG0000749	Prbd.g_00478	Syak.g_00874
OG0000750	Prbd.g_00479	Syak.g_00873
OG0000751	Prbd.g_00481	Syak.g_00862
OG0000752	Prbd.g_00483	Syak.g_00860
OG0000753	Prbd.g_00486	Syak.g_00857
OG0000754	Prbd.g_00489	Syak.g_00852
OG0000755	Prbd.g_00492	Syak.g_00841
OG0000756	Prbd.g_00493	Syak.g_00840
OG0000757	Prbd.g_00499	Syak.g_00833
OG0000758	Prbd.g_00500	Syak.g_00832
OG0000759	Prbd.g_00501	Syak.g_00831
OG0000760	Prbd.g_00502	Syak.g_00830
OG0000761	Prbd.g_00503	Syak.g_00829
OG0000762	Prbd.g_00504	Syak.g_00827
OG0000763	Prbd.g_00506	Syak.g_00825
OG0000764	Prbd.g_00507	Syak.g_00824
OG0000765	Prbd.g_00516	Syak.g_00669
OG0000766	Prbd.g_00517	Syak.g_00670
OG0000767	Prbd.g_00519	Syak.g_00672
OG0000768	Prbd.g_00520	Syak.g_00673
OG0000769	Prbd.g_00522	Syak.g_00675
OG0000770	Prbd.g_00524	Syak.g_00678
OG0000771	Prbd.g_01921	Syak.g_00755
OG0000772	Prbd.g_01858	Syak.g_02048
OG0000773	Prbd.g_01810	Syak.g_00921
OG0000774	Prbd.g_01808	Syak.g_00926
OG0000775	Prbd.g_01806	Syak.g_00929
OG0000776	Prbd.g_01805	Syak.g_00930
OG0000777	Prbd.g_01804	Syak.g_00931
OG0000778	Prbd.g_01803	Syak.g_00932
OG0000779	Prbd.g_01799	Syak.g_00938
OG0000780	Prbd.g_01798	Syak.g_00942
OG0000781	Prbd.g_01795	Syak.g_00946
OG0000782	Prbd.g_01794	Syak.g_00947
OG0000783	Prbd.g_01793	Syak.g_00948
OG0000784	Prbd.g_01792	Syak.g_00949
OG0000785	Prbd.g_01790	Syak.g_00951
OG0000786	Prbd.g_01788	Syak.g_00956
OG0000787	Prbd.g_01787	Syak.g_00957
OG0000788	Prbd.g_01777	Syak.g_00048
OG0000789	Prbd.g_01774	Syak.g_00085
OG0000790	Prbd.g_01759	Syak.g_02560
OG0000791	Prbd.g_01757	Syak.g_02558
OG0000792	Prbd.g_01756	Syak.g_02557
OG0000793	Prbd.g_01753	Syak.g_02552
OG0000794	Prbd.g_01752	Syak.g_02551
OG0000795	Prbd.g_01751	Syak.g_02550
OG0000796	Prbd.g_01747	Syak.g_02547
OG0000797	Prbd.g_01746	Syak.g_02546
OG0000799	Prbd.g_01707	Syak.g_00981
OG0000800	Prbd.g_01706	Syak.g_00989
OG0000801	Prbd.g_01705	Syak.g_00990
OG0000802	Prbd.g_01703	Syak.g_00995
OG0000803	Prbd.g_01701	Syak.g_01021
OG0000804	Prbd.g_01700	Syak.g_01026
OG0000805	Prbd.g_01698	Syak.g_01029
OG0000806	Prbd.g_01696	Syak.g_01031
OG0000807	Prbd.g_01695	Syak.g_01033
OG0000808	Prbd.g_01694	Syak.g_01034
OG0000809	Prbd.g_01691	Syak.g_01038
OG0000810	Prbd.g_01690	Syak.g_01039
OG0000811	Prbd.g_01686	Syak.g_01045
OG0000812	Prbd.g_01684	Syak.g_01047
OG0000813	Prbd.g_01683	Syak.g_01048
OG0000814	Prbd.g_01681	Syak.g_01051
OG0000815	Prbd.g_01680	Syak.g_01053
OG0000816	Prbd.g_01678	Syak.g_01055
OG0000817	Prbd.g_01677	Syak.g_01056
OG0000818	Prbd.g_01672	Syak.g_01060
OG0000819	Prbd.g_01671	Syak.g_01064
OG0000820	Prbd.g_01670	Syak.g_01065
OG0000821	Prbd.g_01666	Syak.g_01071
OG0000822	Prbd.g_01665	Syak.g_01073
OG0000823	Prbd.g_01664	Syak.g_01074
OG0000824	Prbd.g_01661	Syak.g_01080
OG0000825	Prbd.g_01660	Syak.g_01081
OG0000826	Prbd.g_01659	Syak.g_01082
OG0000827	Prbd.g_01658	Syak.g_01083
OG0000828	Prbd.g_01655	Syak.g_01086
OG0000829	Prbd.g_01654	Syak.g_01087
OG0000830	Prbd.g_01653	Syak.g_01088
OG0000831	Prbd.g_01651	Syak.g_01091
OG0000832	Prbd.g_01645	Syak.g_02482
OG0000833	Prbd.g_01637	Syak.g_02473
OG0000834	Prbd.g_01636	Syak.g_02470
OG0000835	Prbd.g_01635	Syak.g_02469
OG0000836	Prbd.g_01634	Syak.g_02466
OG0000837	Prbd.g_01633	Syak.g_02465
OG0000838	Prbd.g_01631	Syak.g_02461
OG0000839	Prbd.g_01630	Syak.g_02460
OG0000840	Prbd.g_01629	Syak.g_02459
OG0000841	Prbd.g_01628	Syak.g_02458
OG0000842	Prbd.g_01627	Syak.g_02457
OG0000843	Prbd.g_01626	Syak.g_02456
OG0000844	Prbd.g_01625	Syak.g_02454
OG0000845	Prbd.g_01624	Syak.g_02453
OG0000846	Prbd.g_01623	Syak.g_02452
OG0000847	Prbd.g_01622	Syak.g_02451
OG0000848	Prbd.g_01621	Syak.g_02449
OG0000849	Prbd.g_01620	Syak.g_02448
OG0000850	Prbd.g_01617	Syak.g_02445
OG0000851	Prbd.g_01616	Syak.g_02440
OG0000852	Prbd.g_01615	Syak.g_02439
OG0000853	Prbd.g_01611	Syak.g_02435
OG0000854	Prbd.g_01609	Syak.g_02433
OG0000855	Prbd.g_01608	Syak.g_02432
OG0000856	Prbd.g_01593	Syak.g_00021
OG0000857	Prbd.g_01566	Syak.g_00451
OG0000858	Prbd.g_01531	Syak.g_02426
OG0000859	Prbd.g_01530	Syak.g_02425
OG0000860	Prbd.g_01523	Syak.g_02414
OG0000861	Prbd.g_01522	Syak.g_02413
OG0000862	Prbd.g_01521	Syak.g_02412
OG0000863	Prbd.g_01519	Syak.g_02409
OG0000864	Prbd.g_01518	Syak.g_02408
OG0000865	Prbd.g_01517	Syak.g_02407
OG0000866	Prbd.g_01516	Syak.g_02406
OG0000867	Prbd.g_01515	Syak.g_02405
OG0000868	Prbd.g_01514	Syak.g_02402
OG0000869	Prbd.g_01510	Syak.g_02398
OG0000870	Prbd.g_01505	Syak.g_02393
OG0000871	Prbd.g_01504	Syak.g_02392
OG0000872	Prbd.g_01503	Syak.g_02386
OG0000873	Prbd.g_01500	Syak.g_02383
OG0000874	Prbd.g_01497	Syak.g_02379
OG0000875	Prbd.g_01496	Syak.g_02377
OG0000876	Prbd.g_01495	Syak.g_02375
OG0000877	Prbd.g_01493	Syak.g_02372
OG0000878	Prbd.g_01492	Syak.g_02371
OG0000879	Prbd.g_01491	Syak.g_02370
OG0000880	Prbd.g_01490	Syak.g_02369
OG0000881	Prbd.g_01486	Syak.g_02363
OG0000882	Prbd.g_01481	Syak.g_02358
OG0000883	Prbd.g_01479	Syak.g_02355
OG0000884	Prbd.g_01477	Syak.g_02353
OG0000885	Prbd.g_01476	Syak.g_02352
OG0000886	Prbd.g_01475	Syak.g_02351
OG0000887	Prbd.g_01474	Syak.g_02350
OG0000888	Prbd.g_01472	Syak.g_02348
OG0000889	Prbd.g_01470	Syak.g_02346
OG0000890	Prbd.g_01469	Syak.g_02334
OG0000891	Prbd.g_01468	Syak.g_02333
OG0000892	Prbd.g_01466	Syak.g_02329
OG0000893	Prbd.g_01463	Syak.g_01393
OG0000894	Prbd.g_01461	Syak.g_01390
OG0000895	Prbd.g_01458	Syak.g_01386
OG0000896	Prbd.g_01457	Syak.g_01385
OG0000897	Prbd.g_01455	Syak.g_01383
OG0000898	Prbd.g_01454	Syak.g_01382
OG0000899	Prbd.g_01453	Syak.g_01381
OG0000900	Prbd.g_01452	Syak.g_01380
OG0000901	Prbd.g_01449	Syak.g_01375
OG0000902	Prbd.g_01447	Syak.g_01368
OG0000903	Prbd.g_01444	Syak.g_01353
OG0000904	Prbd.g_01442	Syak.g_01358
OG0000905	Prbd.g_01437	Syak.g_01363
OG0000906	Prbd.g_01436	Syak.g_01366
OG0000907	Prbd.g_01433	Syak.g_01351
OG0000908	Prbd.g_01430	Syak.g_01348
OG0000909	Prbd.g_01429	Syak.g_01347
OG0000910	Prbd.g_01428	Syak.g_01346
OG0000911	Prbd.g_01426	Syak.g_01344
OG0000912	Prbd.g_01425	Syak.g_01343
OG0000913	Prbd.g_01424	Syak.g_01342
OG0000914	Prbd.g_01423	Syak.g_01341
OG0000915	Prbd.g_01422	Syak.g_01339
OG0000916	Prbd.g_01421	Syak.g_01338
OG0000917	Prbd.g_01420	Syak.g_01337
OG0000918	Prbd.g_01419	Syak.g_01336
OG0000919	Prbd.g_01418	Syak.g_01335
OG0000920	Prbd.g_01417	Syak.g_01334
OG0000921	Prbd.g_01416	Syak.g_01333
OG0000922	Prbd.g_01415	Syak.g_01332
OG0000923	Prbd.g_01411	Syak.g_01328
OG0000924	Prbd.g_01410	Syak.g_01327
OG0000925	Prbd.g_01409	Syak.g_01326
OG0000926	Prbd.g_01408	Syak.g_01325
OG0000927	Prbd.g_01406	Syak.g_01323
OG0000928	Prbd.g_01405	Syak.g_01322
OG0000929	Prbd.g_01404	Syak.g_01321
OG0000930	Prbd.g_01403	Syak.g_01320
OG0000931	Prbd.g_01402	Syak.g_01319
OG0000932	Prbd.g_01401	Syak.g_01318
OG0000933	Prbd.g_01397	Syak.g_01312
OG0000934	Prbd.g_01395	Syak.g_01310
OG0000935	Prbd.g_01394	Syak.g_01309
OG0000936	Prbd.g_01393	Syak.g_01308
OG0000937	Prbd.g_01392	Syak.g_01307
OG0000938	Prbd.g_01390	Syak.g_01304
OG0000939	Prbd.g_01389	Syak.g_01303
OG0000940	Prbd.g_01382	Syak.g_01297
OG0000941	Prbd.g_01380	Syak.g_01295
OG0000942	Prbd.g_01378	Syak.g_01293
OG0000943	Prbd.g_01377	Syak.g_01292
OG0000944	Prbd.g_01376	Syak.g_01290
OG0000945	Prbd.g_01375	Syak.g_01288
OG0000946	Prbd.g_01371	Syak.g_01283
OG0000947	Prbd.g_01369	Syak.g_01280
OG0000948	Prbd.g_01368	Syak.g_01279
OG0000949	Prbd.g_01365	Syak.g_01551
OG0000950	Prbd.g_01360	Syak.g_01562
OG0000951	Prbd.g_01356	Syak.g_01569
OG0000952	Prbd.g_01352	Syak.g_01574
OG0000953	Prbd.g_01349	Syak.g_01627
OG0000954	Prbd.g_01345	Syak.g_01633
OG0000955	Prbd.g_01344	Syak.g_01634
OG0000956	Prbd.g_01342	Syak.g_01636
OG0000957	Prbd.g_01337	Syak.g_01648
OG0000958	Prbd.g_01336	Syak.g_01649
OG0000959	Prbd.g_01332	Syak.g_01653
OG0000960	Prbd.g_01331	Syak.g_01654
OG0000961	Prbd.g_01329	Syak.g_01679
OG0000962	Prbd.g_01327	Syak.g_01682
OG0000963	Prbd.g_01323	Syak.g_01687
OG0000964	Prbd.g_01321	Syak.g_01688
OG0000965	Prbd.g_01320	Syak.g_01689
OG0000966	Prbd.g_01312	Syak.g_01711
OG0000967	Prbd.g_01308	Syak.g_01715
OG0000968	Prbd.g_01306	Syak.g_01719
OG0000969	Prbd.g_01305	Syak.g_01721
OG0000970	Prbd.g_01304	Syak.g_01722
OG0000971	Prbd.g_01303	Syak.g_01724
OG0000972	Prbd.g_01302	Syak.g_01725
OG0000973	Prbd.g_01301	Syak.g_01726
OG0000974	Prbd.g_01300	Syak.g_01727
OG0000975	Prbd.g_01299	Syak.g_01728
OG0000976	Prbd.g_01298	Syak.g_01729
OG0000977	Prbd.g_01297	Syak.g_01731
OG0000978	Prbd.g_01296	Syak.g_01732
OG0000979	Prbd.g_01293	Syak.g_01735
OG0000980	Prbd.g_01291	Syak.g_01738
OG0000981	Prbd.g_01289	Syak.g_01741
OG0000982	Prbd.g_01287	Syak.g_01941
OG0000983	Prbd.g_01286	Syak.g_01940
OG0000984	Prbd.g_01285	Syak.g_01939
OG0000985	Prbd.g_01282	Syak.g_01935
OG0000986	Prbd.g_01280	Syak.g_01933
OG0000987	Prbd.g_01279	Syak.g_01931
OG0000988	Prbd.g_01276	Syak.g_01925
OG0000989	Prbd.g_01273	Syak.g_01912
OG0000990	Prbd.g_01270	Syak.g_01900
OG0000991	Prbd.g_01269	Syak.g_01896
OG0000992	Prbd.g_01267	Syak.g_01893
OG0000993	Prbd.g_01266	Syak.g_01892
OG0000994	Prbd.g_01265	Syak.g_01889
OG0000995	Prbd.g_01261	Syak.g_01880
OG0000996	Prbd.g_01260	Syak.g_01839
OG0000997	Prbd.g_01259	Syak.g_01828
OG0000998	Prbd.g_01257	Syak.g_01826
OG0000999	Prbd.g_01256	Syak.g_01825
OG0001000	Prbd.g_01253	Syak.g_01821
OG0001001	Prbd.g_01251	Syak.g_01814
OG0001002	Prbd.g_01247	Syak.g_01807
OG0001003	Prbd.g_01245	Syak.g_01806
OG0001004	Prbd.g_01244	Syak.g_01805
OG0001005	Prbd.g_01243	Syak.g_01804
OG0001006	Prbd.g_01239	Syak.g_01797
OG0001007	Prbd.g_01237	Syak.g_01795
OG0001008	Prbd.g_00805	Syak.g_01190
OG0001009	Prbd.g_01210	Syak.g_01762
OG0001010	Prbd.g_01209	Syak.g_01761
OG0001011	Prbd.g_01208	Syak.g_01759
OG0001012	Prbd.g_01195	Syak.g_01946
OG0001013	Prbd.g_01189	Syak.g_01969
OG0001014	Prbd.g_01186	Syak.g_01975
OG0001015	Prbd.g_01185	Syak.g_01976
OG0001016	Prbd.g_01171	Syak.g_02250
OG0001017	Prbd.g_01167	Syak.g_02244
OG0001018	Prbd.g_01164	Syak.g_02242
OG0001019	Prbd.g_01155	Syak.g_02218
OG0001020	Prbd.g_01154	Syak.g_02214
OG0001021	Prbd.g_01153	Syak.g_02210
OG0001022	Prbd.g_01150	Syak.g_02205
OG0001023	Prbd.g_01149	Syak.g_02204
OG0001024	Prbd.g_01146	Syak.g_02201
OG0001025	Prbd.g_01140	Syak.g_02195
OG0001026	Prbd.g_01133	Syak.g_02182
OG0001027	Prbd.g_01132	Syak.g_02178
OG0001028	Prbd.g_01130	Syak.g_02176
OG0001029	Prbd.g_01128	Syak.g_02174
OG0001030	Prbd.g_01113	Syak.g_02153
OG0001031	Prbd.g_01054	Syak.g_02079
OG0001032	Prbd.g_01053	Syak.g_02077
OG0001033	Prbd.g_01032	Syak.g_02037
OG0001034	Prbd.g_01003	Syak.g_02305
OG0001035	Prbd.g_00985	Syak.g_01422
OG0001036	Prbd.g_00980	Syak.g_01427
OG0001037	Prbd.g_00979	Syak.g_01429
OG0001038	Prbd.g_00961	Syak.g_01457
OG0001039	Prbd.g_00958	Syak.g_01460
OG0001040	Prbd.g_00956	Syak.g_01463
OG0001041	Prbd.g_00952	Syak.g_01468
OG0001042	Prbd.g_00935	Syak.g_01500
OG0001043	Prbd.g_00934	Syak.g_01504
OG0001044	Prbd.g_00906	Syak.g_01247
OG0001045	Prbd.g_00897	Syak.g_01234
OG0001046	Prbd.g_00859	Syak.g_00479
OG0001047	Prbd.g_00803	Syak.g_01188
OG0001048	Prbd.g_00802	Syak.g_01187
OG0001049	Prbd.g_00800	Syak.g_01184
OG0001050	Prbd.g_00799	Syak.g_01183
OG0001051	Prbd.g_00798	Syak.g_01182
OG0001052	Prbd.g_00771	Syak.g_01122
OG0001053	Prbd.g_00759	Syak.g_02577
OG0001054	Prbd.g_00744	Syak.g_02596
OG0001055	Prbd.g_00725	Syak.g_02617
OG0001056	Prbd.g_00706	Syak.g_02645
OG0001057	Prbd.g_00701	Syak.g_00964
OG0001058	Prbd.g_00693	Syak.g_02668
OG0001060	Prbd.g_00682	Syak.g_02677
OG0001061	Prbd.g_00669	Syak.g_02697
OG0001062	Prbd.g_00667	Syak.g_02699
OG0001063	Prbd.g_00665	Syak.g_02704
OG0001064	Prbd.g_00664	Syak.g_02705
OG0001065	Prbd.g_00663	Syak.g_02706
OG0001066	Prbd.g_00662	Syak.g_02707
OG0001067	Prbd.g_00661	Syak.g_02708
OG0001068	Prbd.g_00660	Syak.g_02709
OG0001069	Prbd.g_00659	Syak.g_02710
OG0001070	Prbd.g_00656	Syak.g_02714
OG0001071	Prbd.g_00655	Syak.g_02715
OG0001072	Prbd.g_00654	Syak.g_02721
OG0001073	Prbd.g_00640	Syak.g_02736
OG0001074	Prbd.g_00629	Syak.g_00098
OG0001075	Prbd.g_00628	Syak.g_02760
OG0001076	Prbd.g_00620	Syak.g_00011
OG0001077	Prbd.g_00616	Syak.g_00024
OG0001078	Prbd.g_00608	Syak.g_00036
OG0001079	Prbd.g_00597	Syak.g_00049
OG0001080	Prbd.g_00591	Syak.g_00264
OG0001081	Prbd.g_00589	Syak.g_00327
OG0001082	Prbd.g_00588	Syak.g_00328
OG0001083	Prbd.g_00583	Syak.g_00336
OG0001084	Prbd.g_00582	Syak.g_00337
OG0001085	Prbd.g_00574	Syak.g_00354
OG0001086	Prbd.g_00573	Syak.g_00356
OG0001087	Prbd.g_00556	Syak.g_00691
OG0001088	Prbd.g_00555	Syak.g_00694
OG0001089	Prbd.g_00547	Syak.g_00722
OG0001090	Prbd.g_00008	Syak.g_00806
OG0001091	Prbd.g_00010	Syak.g_00804
OG0001092	Prbd.g_00011	Syak.g_00801
OG0001093	Prbd.g_00016	Syak.g_00794
OG0001094	Prbd.g_00096	Syak.g_00428
OG0001095	Prbd.g_00115	Syak.g_00448
OG0001096	Prbd.g_00128	Syak.g_00623
OG0001097	Prbd.g_00147	Syak.g_00598
OG0001098	Prbd.g_00162	Syak.g_00578
OG0001099	Prbd.g_00194	Syak.g_02175
OG0001100	Prbd.g_00198	Syak.g_00365
OG0001101	Prbd.g_00200	Syak.g_00367
OG0001102	Prbd.g_00203	Syak.g_00370
OG0001103	Prbd.g_00205	Syak.g_00372
OG0001104	Prbd.g_00227	Syak.g_00410
OG0001105	Prbd.g_00231	Syak.g_00414
OG0001106	Prbd.g_00255	Syak.g_00518
OG0001107	Prbd.g_00262	Syak.g_00505
OG0001108	Prbd.g_00266	Syak.g_00497
OG0001109	Prbd.g_00267	Syak.g_00495
OG0001110	Prbd.g_00269	Syak.g_00493
OG0001111	Prbd.g_00270	Syak.g_00491
OG0001112	Prbd.g_00271	Syak.g_00489
OG0001113	Prbd.g_00272	Syak.g_00406
OG0001114	Prbd.g_00273	Syak.g_00488
OG0001115	Prbd.g_00275	Syak.g_00484
OG0001116	Prbd.g_00276	Syak.g_00482
OG0001117	Prbd.g_00277	Syak.g_00481
OG0001118	Prbd.g_00278	Syak.g_00480
OG0001119	Prbd.g_00279	Syak.g_00478
OG0001120	Prbd.g_00281	Syak.g_00474
