Orthogroup	Prbd	Syae
OG0000563	Prbd.g_00685	Syae.g_02410
OG0000564	Prbd.g_00684	Syae.g_02411
OG0000565	Prbd.g_00681	Syae.g_02414
OG0000566	Prbd.g_00679	Syae.g_02418
OG0000567	Prbd.g_00675	Syae.g_02422
OG0000568	Prbd.g_00674	Syae.g_02427
OG0000569	Prbd.g_00673	Syae.g_02428
OG0000570	Prbd.g_00672	Syae.g_02429
OG0000571	Prbd.g_00670	Syae.g_02433
OG0000572	Prbd.g_00657	Syae.g_02448
OG0000573	Prbd.g_00652	Syae.g_02456
OG0000574	Prbd.g_00651	Syae.g_02457
OG0000575	Prbd.g_00647	Syae.g_02461
OG0000576	Prbd.g_00645	Syae.g_02463
OG0000577	Prbd.g_00644	Syae.g_02464
OG0000578	Prbd.g_00643	Syae.g_02465
OG0000579	Prbd.g_00642	Syae.g_02466
OG0000580	Prbd.g_00641	Syae.g_02467
OG0000581	Prbd.g_00639	Syae.g_02473
OG0000582	Prbd.g_00636	Syae.g_00018
OG0000583	Prbd.g_00635	Syae.g_00019
OG0000584	Prbd.g_00634	Syae.g_00020
OG0000585	Prbd.g_00632	Syae.g_00022
OG0000586	Prbd.g_00631	Syae.g_00023
OG0000587	Prbd.g_00630	Syae.g_00025
OG0000588	Prbd.g_00626	Syae.g_00043
OG0000589	Prbd.g_00623	Syae.g_00047
OG0000590	Prbd.g_00622	Syae.g_00048
OG0000591	Prbd.g_00619	Syae.g_00056
OG0000592	Prbd.g_00618	Syae.g_00057
OG0000593	Prbd.g_00612	Syae.g_00070
OG0000594	Prbd.g_00611	Syae.g_00071
OG0000595	Prbd.g_00610	Syae.g_00072
OG0000596	Prbd.g_00606	Syae.g_00077
OG0000597	Prbd.g_00604	Syae.g_00080
OG0000598	Prbd.g_00603	Syae.g_00081
OG0000599	Prbd.g_00600	Syae.g_00084
OG0000600	Prbd.g_00599	Syae.g_00085
OG0000601	Prbd.g_00598	Syae.g_00086
OG0000602	Prbd.g_00596	Syae.g_00091
OG0000603	Prbd.g_00595	Syae.g_00092
OG0000604	Prbd.g_00594	Syae.g_00095
OG0000605	Prbd.g_00593	Syae.g_00260
OG0000606	Prbd.g_00590	Syae.g_00616
OG0000607	Prbd.g_00587	Syae.g_00613
OG0000608	Prbd.g_00586	Syae.g_00612
OG0000609	Prbd.g_00585	Syae.g_00610
OG0000610	Prbd.g_00580	Syae.g_00601
OG0000611	Prbd.g_00577	Syae.g_00598
OG0000612	Prbd.g_00576	Syae.g_00597
OG0000613	Prbd.g_00571	Syae.g_01910
OG0000614	Prbd.g_00552	Syae.g_00765
OG0000615	Prbd.g_00544	Syae.g_00557
OG0000616	Prbd.g_00540	Syae.g_01696
OG0000617	Prbd.g_00013	Syae.g_00464
OG0000618	Prbd.g_00014	Syae.g_00463
OG0000619	Prbd.g_00015	Syae.g_00462
OG0000620	Prbd.g_00018	Syae.g_00456
OG0000621	Prbd.g_00019	Syae.g_00455
OG0000622	Prbd.g_00020	Syae.g_00454
OG0000623	Prbd.g_00021	Syae.g_00453
OG0000624	Prbd.g_00022	Syae.g_00451
OG0000625	Prbd.g_00023	Syae.g_00450
OG0000626	Prbd.g_00024	Syae.g_00449
OG0000627	Prbd.g_00025	Syae.g_00299
OG0000628	Prbd.g_00026	Syae.g_00300
OG0000629	Prbd.g_00027	Syae.g_00303
OG0000630	Prbd.g_00030	Syae.g_00310
OG0000631	Prbd.g_00093	Syae.g_00317
OG0000632	Prbd.g_00094	Syae.g_00318
OG0000633	Prbd.g_00095	Syae.g_00320
OG0000634	Prbd.g_00098	Syae.g_00525
OG0000635	Prbd.g_00099	Syae.g_00524
OG0000636	Prbd.g_00101	Syae.g_00522
OG0000637	Prbd.g_00103	Syae.g_00520
OG0000638	Prbd.g_00104	Syae.g_00519
OG0000639	Prbd.g_00105	Syae.g_00518
OG0000640	Prbd.g_00106	Syae.g_00517
OG0000641	Prbd.g_00110	Syae.g_00513
OG0000642	Prbd.g_00111	Syae.g_00512
OG0000643	Prbd.g_00112	Syae.g_00510
OG0000644	Prbd.g_00113	Syae.g_00509
OG0000645	Prbd.g_00114	Syae.g_00507
OG0000646	Prbd.g_00116	Syae.g_00504
OG0000647	Prbd.g_00117	Syae.g_00502
OG0000648	Prbd.g_00119	Syae.g_00499
OG0000649	Prbd.g_00120	Syae.g_00498
OG0000650	Prbd.g_00121	Syae.g_00497
OG0000651	Prbd.g_00122	Syae.g_00496
OG0000652	Prbd.g_00123	Syae.g_00495
OG0000653	Prbd.g_00125	Syae.g_00493
OG0000654	Prbd.g_00126	Syae.g_00492
OG0000655	Prbd.g_00127	Syae.g_00491
OG0000656	Prbd.g_00130	Syae.g_00488
OG0000657	Prbd.g_00138	Syae.g_00834
OG0000658	Prbd.g_00139	Syae.g_00837
OG0000659	Prbd.g_00140	Syae.g_00838
OG0000660	Prbd.g_00144	Syae.g_00842
OG0000661	Prbd.g_00146	Syae.g_00844
OG0000662	Prbd.g_00148	Syae.g_00846
OG0000663	Prbd.g_00150	Syae.g_00849
OG0000664	Prbd.g_00151	Syae.g_00850
OG0000665	Prbd.g_00155	Syae.g_00121
OG0000666	Prbd.g_00156	Syae.g_00258
OG0000667	Prbd.g_00160	Syae.g_02056
OG0000668	Prbd.g_00190	Syae.g_00418
OG0000669	Prbd.g_00197	Syae.g_00585
OG0000670	Prbd.g_00199	Syae.g_00582
OG0000671	Prbd.g_00201	Syae.g_00580
OG0000672	Prbd.g_00204	Syae.g_00577
OG0000673	Prbd.g_00207	Syae.g_00574
OG0000674	Prbd.g_00209	Syae.g_00572
OG0000675	Prbd.g_00210	Syae.g_00571
OG0000676	Prbd.g_00212	Syae.g_00569
OG0000677	Prbd.g_00213	Syae.g_00568
OG0000678	Prbd.g_00215	Syae.g_00564
OG0000679	Prbd.g_00219	Syae.g_00555
OG0000680	Prbd.g_00220	Syae.g_00554
OG0000681	Prbd.g_00222	Syae.g_00551
OG0000682	Prbd.g_00223	Syae.g_00550
OG0000683	Prbd.g_00224	Syae.g_00549
OG0000684	Prbd.g_00226	Syae.g_00545
OG0000685	Prbd.g_00228	Syae.g_00543
OG0000686	Prbd.g_00229	Syae.g_00542
OG0000687	Prbd.g_00230	Syae.g_00541
OG0000688	Prbd.g_00233	Syae.g_00536
OG0000689	Prbd.g_00234	Syae.g_00534
OG0000690	Prbd.g_00235	Syae.g_00533
OG0000691	Prbd.g_00236	Syae.g_00532
OG0000692	Prbd.g_00238	Syae.g_00531
OG0000693	Prbd.g_00239	Syae.g_00529
OG0000694	Prbd.g_00240	Syae.g_00528
OG0000695	Prbd.g_00242	Syae.g_00322
OG0000696	Prbd.g_00243	Syae.g_00323
OG0000697	Prbd.g_00244	Syae.g_00325
OG0000698	Prbd.g_00247	Syae.g_00328
OG0000699	Prbd.g_00248	Syae.g_00330
OG0000700	Prbd.g_00249	Syae.g_00331
OG0000701	Prbd.g_00250	Syae.g_00332
OG0000702	Prbd.g_00252	Syae.g_00341
OG0000703	Prbd.g_00253	Syae.g_00342
OG0000704	Prbd.g_00254	Syae.g_00345
OG0000705	Prbd.g_00258	Syae.g_00352
OG0000706	Prbd.g_00259	Syae.g_00353
OG0000707	Prbd.g_00260	Syae.g_00354
OG0000708	Prbd.g_00261	Syae.g_00357
OG0000709	Prbd.g_00265	Syae.g_00365
OG0000710	Prbd.g_00268	Syae.g_00369
OG0000711	Prbd.g_00285	Syae.g_00398
OG0000712	Prbd.g_00287	Syae.g_00400
OG0000713	Prbd.g_00288	Syae.g_00401
OG0000714	Prbd.g_00289	Syae.g_00403
OG0000715	Prbd.g_00291	Syae.g_00405
OG0000716	Prbd.g_00293	Syae.g_00409
OG0000717	Prbd.g_00294	Syae.g_00410
OG0000718	Prbd.g_00309	Syae.g_00414
OG0000719	Prbd.g_00311	Syae.g_00416
OG0000720	Prbd.g_00320	Syae.g_00429
OG0000721	Prbd.g_00322	Syae.g_00431
OG0000722	Prbd.g_00323	Syae.g_00432
OG0000723	Prbd.g_00326	Syae.g_00445
OG0000724	Prbd.g_00335	Syae.g_00799
OG0000725	Prbd.g_00341	Syae.g_00789
OG0000726	Prbd.g_00342	Syae.g_00788
OG0000727	Prbd.g_00343	Syae.g_00787
OG0000728	Prbd.g_00345	Syae.g_00785
OG0000729	Prbd.g_00391	Syae.g_01819
OG0000730	Prbd.g_00395	Syae.g_02189
OG0000731	Prbd.g_00399	Syae.g_02201
OG0000732	Prbd.g_00408	Syae.g_01764
OG0000733	Prbd.g_00428	Syae.g_01599
OG0000734	Prbd.g_00453	Syae.g_01371
OG0000735	Prbd.g_00455	Syae.g_00942
OG0000736	Prbd.g_00456	Syae.g_00941
OG0000737	Prbd.g_00457	Syae.g_00940
OG0000738	Prbd.g_00461	Syae.g_00935
OG0000739	Prbd.g_00462	Syae.g_00928
OG0000740	Prbd.g_00463	Syae.g_00927
OG0000741	Prbd.g_00464	Syae.g_00924
OG0000742	Prbd.g_00467	Syae.g_00922
OG0000743	Prbd.g_00469	Syae.g_00920
OG0000744	Prbd.g_00470	Syae.g_00919
OG0000745	Prbd.g_00471	Syae.g_00917
OG0000746	Prbd.g_00473	Syae.g_00915
OG0000747	Prbd.g_00474	Syae.g_00914
OG0000748	Prbd.g_00477	Syae.g_00902
OG0000749	Prbd.g_00478	Syae.g_00900
OG0000750	Prbd.g_00479	Syae.g_00899
OG0000751	Prbd.g_00481	Syae.g_00892
OG0000752	Prbd.g_00483	Syae.g_00890
OG0000753	Prbd.g_00486	Syae.g_00887
OG0000754	Prbd.g_00489	Syae.g_00641
OG0000755	Prbd.g_00492	Syae.g_00651
OG0000756	Prbd.g_00493	Syae.g_00652
OG0000757	Prbd.g_00499	Syae.g_00661
OG0000758	Prbd.g_00500	Syae.g_00662
OG0000759	Prbd.g_00501	Syae.g_00663
OG0000760	Prbd.g_00502	Syae.g_00664
OG0000761	Prbd.g_00503	Syae.g_00668
OG0000762	Prbd.g_00504	Syae.g_00672
OG0000763	Prbd.g_00506	Syae.g_00676
OG0000764	Prbd.g_00507	Syae.g_00677
OG0000765	Prbd.g_00516	Syae.g_00695
OG0000766	Prbd.g_00517	Syae.g_00696
OG0000767	Prbd.g_00519	Syae.g_00698
OG0000768	Prbd.g_00520	Syae.g_00699
OG0000769	Prbd.g_00522	Syae.g_00701
OG0000770	Prbd.g_00524	Syae.g_00704
OG0000771	Prbd.g_01921	Syae.g_00805
OG0000772	Prbd.g_01858	Syae.g_00168
OG0000773	Prbd.g_01810	Syae.g_00947
OG0000774	Prbd.g_01808	Syae.g_00951
OG0000775	Prbd.g_01806	Syae.g_00954
OG0000776	Prbd.g_01805	Syae.g_00955
OG0000777	Prbd.g_01804	Syae.g_00956
OG0000778	Prbd.g_01803	Syae.g_00957
OG0000779	Prbd.g_01799	Syae.g_00963
OG0000780	Prbd.g_01798	Syae.g_00967
OG0000781	Prbd.g_01795	Syae.g_00971
OG0000782	Prbd.g_01794	Syae.g_00972
OG0000783	Prbd.g_01793	Syae.g_00973
OG0000784	Prbd.g_01792	Syae.g_00974
OG0000785	Prbd.g_01790	Syae.g_00976
OG0000786	Prbd.g_01788	Syae.g_02477
OG0000787	Prbd.g_01787	Syae.g_02476
OG0000788	Prbd.g_01777	Syae.g_00087
OG0000789	Prbd.g_01774	Syae.g_00281
OG0000790	Prbd.g_01759	Syae.g_02294
OG0000791	Prbd.g_01757	Syae.g_02292
OG0000792	Prbd.g_01756	Syae.g_02291
OG0000793	Prbd.g_01753	Syae.g_02286
OG0000794	Prbd.g_01752	Syae.g_02285
OG0000795	Prbd.g_01751	Syae.g_02284
OG0000796	Prbd.g_01747	Syae.g_02280
OG0000797	Prbd.g_01746	Syae.g_02279
OG0000799	Prbd.g_01707	Syae.g_00010
OG0000800	Prbd.g_01706	Syae.g_00009
OG0000801	Prbd.g_01705	Syae.g_00008
OG0000802	Prbd.g_01703	Syae.g_02686
OG0000803	Prbd.g_01701	Syae.g_02680
OG0000804	Prbd.g_01700	Syae.g_02677
OG0000805	Prbd.g_01698	Syae.g_02663
OG0000806	Prbd.g_01696	Syae.g_02661
OG0000807	Prbd.g_01695	Syae.g_02659
OG0000808	Prbd.g_01694	Syae.g_02658
OG0000809	Prbd.g_01691	Syae.g_02655
OG0000810	Prbd.g_01690	Syae.g_02654
OG0000811	Prbd.g_01686	Syae.g_02648
OG0000812	Prbd.g_01684	Syae.g_02646
OG0000813	Prbd.g_01683	Syae.g_02645
OG0000814	Prbd.g_01681	Syae.g_02643
OG0000815	Prbd.g_01680	Syae.g_02642
OG0000816	Prbd.g_01678	Syae.g_02641
OG0000817	Prbd.g_01677	Syae.g_02640
OG0000818	Prbd.g_01672	Syae.g_02634
OG0000819	Prbd.g_01671	Syae.g_02633
OG0000820	Prbd.g_01670	Syae.g_02632
OG0000821	Prbd.g_01666	Syae.g_02626
OG0000822	Prbd.g_01665	Syae.g_02624
OG0000823	Prbd.g_01664	Syae.g_02623
OG0000824	Prbd.g_01661	Syae.g_02617
OG0000825	Prbd.g_01660	Syae.g_02616
OG0000826	Prbd.g_01659	Syae.g_02615
OG0000827	Prbd.g_01658	Syae.g_02614
OG0000828	Prbd.g_01655	Syae.g_02612
OG0000829	Prbd.g_01654	Syae.g_02611
OG0000830	Prbd.g_01653	Syae.g_02610
OG0000831	Prbd.g_01651	Syae.g_02608
OG0000832	Prbd.g_01645	Syae.g_01081
OG0000833	Prbd.g_01637	Syae.g_01106
OG0000834	Prbd.g_01636	Syae.g_01108
OG0000835	Prbd.g_01635	Syae.g_01109
OG0000836	Prbd.g_01634	Syae.g_01113
OG0000837	Prbd.g_01633	Syae.g_01115
OG0000838	Prbd.g_01631	Syae.g_01119
OG0000839	Prbd.g_01630	Syae.g_01120
OG0000840	Prbd.g_01629	Syae.g_01121
OG0000841	Prbd.g_01628	Syae.g_01122
OG0000842	Prbd.g_01627	Syae.g_01123
OG0000843	Prbd.g_01626	Syae.g_01124
OG0000844	Prbd.g_01625	Syae.g_01125
OG0000845	Prbd.g_01624	Syae.g_01126
OG0000846	Prbd.g_01623	Syae.g_01127
OG0000847	Prbd.g_01622	Syae.g_01128
OG0000848	Prbd.g_01621	Syae.g_01130
OG0000849	Prbd.g_01620	Syae.g_01131
OG0000850	Prbd.g_01617	Syae.g_01133
OG0000851	Prbd.g_01616	Syae.g_01139
OG0000852	Prbd.g_01615	Syae.g_01140
OG0000853	Prbd.g_01611	Syae.g_01144
OG0000854	Prbd.g_01609	Syae.g_01146
OG0000855	Prbd.g_01608	Syae.g_01147
OG0000856	Prbd.g_01593	Syae.g_00059
OG0000857	Prbd.g_01566	Syae.g_00503
OG0000858	Prbd.g_01531	Syae.g_01153
OG0000859	Prbd.g_01530	Syae.g_01154
OG0000860	Prbd.g_01523	Syae.g_01165
OG0000861	Prbd.g_01522	Syae.g_01166
OG0000862	Prbd.g_01521	Syae.g_01167
OG0000863	Prbd.g_01519	Syae.g_01170
OG0000864	Prbd.g_01518	Syae.g_01171
OG0000865	Prbd.g_01517	Syae.g_01172
OG0000866	Prbd.g_01516	Syae.g_01173
OG0000867	Prbd.g_01515	Syae.g_01174
OG0000868	Prbd.g_01514	Syae.g_01177
OG0000869	Prbd.g_01510	Syae.g_01182
OG0000870	Prbd.g_01505	Syae.g_01187
OG0000871	Prbd.g_01504	Syae.g_01188
OG0000872	Prbd.g_01503	Syae.g_01196
OG0000873	Prbd.g_01500	Syae.g_01199
OG0000874	Prbd.g_01497	Syae.g_01194
OG0000875	Prbd.g_01496	Syae.g_01244
OG0000876	Prbd.g_01495	Syae.g_01020
OG0000877	Prbd.g_01493	Syae.g_01025
OG0000878	Prbd.g_01492	Syae.g_01026
OG0000879	Prbd.g_01491	Syae.g_01027
OG0000880	Prbd.g_01490	Syae.g_01028
OG0000881	Prbd.g_01486	Syae.g_01034
OG0000882	Prbd.g_01481	Syae.g_01039
OG0000883	Prbd.g_01479	Syae.g_01041
OG0000884	Prbd.g_01477	Syae.g_01043
OG0000885	Prbd.g_01476	Syae.g_01044
OG0000886	Prbd.g_01475	Syae.g_01045
OG0000887	Prbd.g_01474	Syae.g_01046
OG0000888	Prbd.g_01472	Syae.g_01048
OG0000889	Prbd.g_01470	Syae.g_01050
OG0000890	Prbd.g_01469	Syae.g_01056
OG0000891	Prbd.g_01468	Syae.g_01057
OG0000892	Prbd.g_01466	Syae.g_01059
OG0000893	Prbd.g_01463	Syae.g_02031
OG0000894	Prbd.g_01461	Syae.g_02034
OG0000895	Prbd.g_01458	Syae.g_02038
OG0000896	Prbd.g_01457	Syae.g_02039
OG0000897	Prbd.g_01455	Syae.g_02041
OG0000898	Prbd.g_01454	Syae.g_02042
OG0000899	Prbd.g_01453	Syae.g_02043
OG0000900	Prbd.g_01452	Syae.g_02044
OG0000901	Prbd.g_01449	Syae.g_02049
OG0000902	Prbd.g_01447	Syae.g_02051
OG0000903	Prbd.g_01444	Syae.g_02077
OG0000904	Prbd.g_01442	Syae.g_02071
OG0000905	Prbd.g_01437	Syae.g_02065
OG0000906	Prbd.g_01436	Syae.g_02063
OG0000907	Prbd.g_01433	Syae.g_02079
OG0000908	Prbd.g_01430	Syae.g_02082
OG0000909	Prbd.g_01429	Syae.g_02083
OG0000910	Prbd.g_01428	Syae.g_02084
OG0000911	Prbd.g_01426	Syae.g_02086
OG0000912	Prbd.g_01425	Syae.g_02087
OG0000913	Prbd.g_01424	Syae.g_02088
OG0000914	Prbd.g_01423	Syae.g_02089
OG0000915	Prbd.g_01422	Syae.g_02091
OG0000916	Prbd.g_01421	Syae.g_02092
OG0000917	Prbd.g_01420	Syae.g_02093
OG0000918	Prbd.g_01419	Syae.g_02094
OG0000919	Prbd.g_01418	Syae.g_02095
OG0000920	Prbd.g_01417	Syae.g_02096
OG0000921	Prbd.g_01416	Syae.g_02097
OG0000922	Prbd.g_01415	Syae.g_02098
OG0000923	Prbd.g_01411	Syae.g_02102
OG0000924	Prbd.g_01410	Syae.g_02103
OG0000925	Prbd.g_01409	Syae.g_02104
OG0000926	Prbd.g_01408	Syae.g_02105
OG0000927	Prbd.g_01406	Syae.g_02107
OG0000928	Prbd.g_01405	Syae.g_02108
OG0000929	Prbd.g_01404	Syae.g_02109
OG0000930	Prbd.g_01403	Syae.g_02110
OG0000931	Prbd.g_01402	Syae.g_02111
OG0000932	Prbd.g_01401	Syae.g_02112
OG0000933	Prbd.g_01397	Syae.g_02118
OG0000934	Prbd.g_01395	Syae.g_02120
OG0000935	Prbd.g_01394	Syae.g_02121
OG0000936	Prbd.g_01393	Syae.g_02122
OG0000937	Prbd.g_01392	Syae.g_02123
OG0000938	Prbd.g_01390	Syae.g_02126
OG0000939	Prbd.g_01389	Syae.g_02127
OG0000940	Prbd.g_01382	Syae.g_02133
OG0000941	Prbd.g_01380	Syae.g_02135
OG0000942	Prbd.g_01378	Syae.g_02137
OG0000943	Prbd.g_01377	Syae.g_02138
OG0000944	Prbd.g_01376	Syae.g_02140
OG0000945	Prbd.g_01375	Syae.g_02142
OG0000946	Prbd.g_01371	Syae.g_02146
OG0000947	Prbd.g_01369	Syae.g_02149
OG0000948	Prbd.g_01368	Syae.g_02150
OG0000949	Prbd.g_01365	Syae.g_01884
OG0000950	Prbd.g_01360	Syae.g_01873
OG0000951	Prbd.g_01356	Syae.g_01866
OG0000952	Prbd.g_01352	Syae.g_01859
OG0000953	Prbd.g_01349	Syae.g_01854
OG0000954	Prbd.g_01345	Syae.g_01845
OG0000955	Prbd.g_01344	Syae.g_01844
OG0000956	Prbd.g_01342	Syae.g_01842
OG0000957	Prbd.g_01337	Syae.g_01831
OG0000958	Prbd.g_01336	Syae.g_01830
OG0000959	Prbd.g_01332	Syae.g_01826
OG0000960	Prbd.g_01331	Syae.g_01825
OG0000961	Prbd.g_01329	Syae.g_01822
OG0000962	Prbd.g_01327	Syae.g_01820
OG0000963	Prbd.g_01323	Syae.g_01814
OG0000964	Prbd.g_01321	Syae.g_01813
OG0000965	Prbd.g_01320	Syae.g_01812
OG0000966	Prbd.g_01312	Syae.g_01789
OG0000967	Prbd.g_01308	Syae.g_01782
OG0000968	Prbd.g_01306	Syae.g_01787
OG0000969	Prbd.g_01305	Syae.g_01785
OG0000970	Prbd.g_01304	Syae.g_01784
OG0000971	Prbd.g_01303	Syae.g_01779
OG0000972	Prbd.g_01302	Syae.g_01778
OG0000973	Prbd.g_01301	Syae.g_01777
OG0000974	Prbd.g_01300	Syae.g_01776
OG0000975	Prbd.g_01299	Syae.g_01775
OG0000976	Prbd.g_01298	Syae.g_01774
OG0000977	Prbd.g_01297	Syae.g_01772
OG0000978	Prbd.g_01296	Syae.g_01771
OG0000979	Prbd.g_01293	Syae.g_01768
OG0000980	Prbd.g_01291	Syae.g_01765
OG0000981	Prbd.g_01289	Syae.g_01762
OG0000982	Prbd.g_01287	Syae.g_01568
OG0000983	Prbd.g_01286	Syae.g_01569
OG0000984	Prbd.g_01285	Syae.g_01570
OG0000985	Prbd.g_01282	Syae.g_01572
OG0000986	Prbd.g_01280	Syae.g_01575
OG0000987	Prbd.g_01279	Syae.g_01577
OG0000988	Prbd.g_01276	Syae.g_01583
OG0000989	Prbd.g_01273	Syae.g_01591
OG0000990	Prbd.g_01270	Syae.g_01606
OG0000991	Prbd.g_01269	Syae.g_01609
OG0000992	Prbd.g_01267	Syae.g_01612
OG0000993	Prbd.g_01266	Syae.g_01613
OG0000994	Prbd.g_01265	Syae.g_01616
OG0000995	Prbd.g_01261	Syae.g_01627
OG0000996	Prbd.g_01260	Syae.g_01667
OG0000997	Prbd.g_01259	Syae.g_01678
OG0000998	Prbd.g_01257	Syae.g_01680
OG0000999	Prbd.g_01256	Syae.g_01683
OG0001000	Prbd.g_01253	Syae.g_01686
OG0001001	Prbd.g_01251	Syae.g_01692
OG0001002	Prbd.g_01247	Syae.g_01699
OG0001003	Prbd.g_01245	Syae.g_01701
OG0001004	Prbd.g_01244	Syae.g_01702
OG0001005	Prbd.g_01243	Syae.g_01703
OG0001006	Prbd.g_01239	Syae.g_01710
OG0001007	Prbd.g_01237	Syae.g_01712
OG0001008	Prbd.g_00805	Syae.g_00993
OG0001009	Prbd.g_01210	Syae.g_01744
OG0001010	Prbd.g_01209	Syae.g_01745
OG0001011	Prbd.g_01208	Syae.g_01747
OG0001012	Prbd.g_01195	Syae.g_01564
OG0001013	Prbd.g_01189	Syae.g_01552
OG0001014	Prbd.g_01186	Syae.g_01548
OG0001015	Prbd.g_01185	Syae.g_01547
OG0001016	Prbd.g_01171	Syae.g_01290
OG0001017	Prbd.g_01167	Syae.g_01296
OG0001018	Prbd.g_01164	Syae.g_01298
OG0001019	Prbd.g_01155	Syae.g_01334
OG0001020	Prbd.g_01154	Syae.g_01340
OG0001021	Prbd.g_01153	Syae.g_01344
OG0001022	Prbd.g_01150	Syae.g_01348
OG0001023	Prbd.g_01149	Syae.g_01349
OG0001024	Prbd.g_01146	Syae.g_01353
OG0001025	Prbd.g_01140	Syae.g_01360
OG0001026	Prbd.g_01133	Syae.g_01373
OG0001027	Prbd.g_01132	Syae.g_01377
OG0001028	Prbd.g_01130	Syae.g_01379
OG0001029	Prbd.g_01128	Syae.g_01381
OG0001030	Prbd.g_01113	Syae.g_01403
OG0001031	Prbd.g_01054	Syae.g_01475
OG0001032	Prbd.g_01053	Syae.g_01479
OG0001033	Prbd.g_01032	Syae.g_01505
OG0001034	Prbd.g_01003	Syae.g_02238
OG0001035	Prbd.g_00985	Syae.g_02006
OG0001036	Prbd.g_00980	Syae.g_02001
OG0001037	Prbd.g_00979	Syae.g_01999
OG0001038	Prbd.g_00961	Syae.g_01971
OG0001039	Prbd.g_00958	Syae.g_01968
OG0001040	Prbd.g_00956	Syae.g_01965
OG0001041	Prbd.g_00952	Syae.g_01960
OG0001042	Prbd.g_00935	Syae.g_01935
OG0001043	Prbd.g_00934	Syae.g_01931
OG0001044	Prbd.g_00906	Syae.g_02191
OG0001045	Prbd.g_00897	Syae.g_02204
OG0001046	Prbd.g_00859	Syae.g_00385
OG0001047	Prbd.g_00803	Syae.g_00991
OG0001048	Prbd.g_00802	Syae.g_00990
OG0001049	Prbd.g_00800	Syae.g_00987
OG0001050	Prbd.g_00799	Syae.g_00986
OG0001051	Prbd.g_00798	Syae.g_00985
OG0001052	Prbd.g_00771	Syae.g_02526
OG0001053	Prbd.g_00759	Syae.g_02312
OG0001054	Prbd.g_00744	Syae.g_02329
OG0001055	Prbd.g_00725	Syae.g_02350
OG0001056	Prbd.g_00706	Syae.g_02379
OG0001057	Prbd.g_00701	Syae.g_02388
OG0001058	Prbd.g_00693	Syae.g_02402
OG0001059	Prbd.g_00689	Syae.g_02406
OG0001060	Prbd.g_00682	Syae.g_02412
OG0001061	Prbd.g_00669	Syae.g_02434
OG0001062	Prbd.g_00667	Syae.g_02436
OG0001063	Prbd.g_00665	Syae.g_02440
OG0001064	Prbd.g_00664	Syae.g_02441
OG0001065	Prbd.g_00663	Syae.g_02442
OG0001066	Prbd.g_00662	Syae.g_02443
OG0001067	Prbd.g_00661	Syae.g_02444
OG0001068	Prbd.g_00660	Syae.g_02445
OG0001069	Prbd.g_00659	Syae.g_02446
OG0001070	Prbd.g_00656	Syae.g_02449
OG0001071	Prbd.g_00655	Syae.g_02450
OG0001072	Prbd.g_00654	Syae.g_02454
OG0001073	Prbd.g_00640	Syae.g_02468
OG0001074	Prbd.g_00629	Syae.g_00027
OG0001075	Prbd.g_00628	Syae.g_00029
OG0001076	Prbd.g_00620	Syae.g_00050
OG0001077	Prbd.g_00616	Syae.g_00061
OG0001078	Prbd.g_00608	Syae.g_00075
OG0001079	Prbd.g_00597	Syae.g_00088
OG0001080	Prbd.g_00591	Syae.g_00267
OG0001081	Prbd.g_00589	Syae.g_00615
OG0001082	Prbd.g_00588	Syae.g_00614
OG0001083	Prbd.g_00583	Syae.g_00605
OG0001084	Prbd.g_00582	Syae.g_00604
OG0001085	Prbd.g_00574	Syae.g_00594
OG0001086	Prbd.g_00573	Syae.g_00592
OG0001087	Prbd.g_00556	Syae.g_00751
OG0001088	Prbd.g_00555	Syae.g_00755
OG0001089	Prbd.g_00547	Syae.g_00781
OG0001090	Prbd.g_00008	Syae.g_00471
OG0001091	Prbd.g_00010	Syae.g_00469
OG0001092	Prbd.g_00011	Syae.g_00466
OG0001093	Prbd.g_00016	Syae.g_00460
OG0001094	Prbd.g_00096	Syae.g_00527
OG0001095	Prbd.g_00115	Syae.g_00506
OG0001096	Prbd.g_00128	Syae.g_00490
OG0001097	Prbd.g_00147	Syae.g_00845
OG0001098	Prbd.g_00162	Syae.g_00269
OG0001099	Prbd.g_00194	Syae.g_01380
OG0001100	Prbd.g_00198	Syae.g_00583
OG0001101	Prbd.g_00200	Syae.g_00581
OG0001102	Prbd.g_00203	Syae.g_00578
OG0001103	Prbd.g_00205	Syae.g_00576
OG0001104	Prbd.g_00227	Syae.g_00544
OG0001105	Prbd.g_00231	Syae.g_00540
OG0001106	Prbd.g_00255	Syae.g_00346
OG0001107	Prbd.g_00262	Syae.g_00358
OG0001108	Prbd.g_00266	Syae.g_00366
OG0001109	Prbd.g_00267	Syae.g_00368
OG0001110	Prbd.g_00269	Syae.g_00370
OG0001111	Prbd.g_00270	Syae.g_00372
OG0001112	Prbd.g_00271	Syae.g_00374
OG0001113	Prbd.g_00272	Syae.g_00375
OG0001114	Prbd.g_00273	Syae.g_00376
OG0001115	Prbd.g_00275	Syae.g_00380
OG0001116	Prbd.g_00276	Syae.g_00382
OG0001117	Prbd.g_00277	Syae.g_00383
OG0001118	Prbd.g_00278	Syae.g_00384
OG0001119	Prbd.g_00279	Syae.g_00386
OG0001120	Prbd.g_00281	Syae.g_00390
OG0001121	Prbd.g_00425, Prbd.g_00284	Syae.g_00133
