Orthogroup	Prbd	Syaq
OG0000552	Prbd.g_00714	Syaq.g_01830
OG0000553	Prbd.g_00713	Syaq.g_01834
OG0000554	Prbd.g_00708	Syaq.g_01839
OG0000555	Prbd.g_00700	Syaq.g_01857
OG0000556	Prbd.g_00698	Syaq.g_01925
OG0000557	Prbd.g_00697	Syaq.g_01927
OG0000558	Prbd.g_00695	Syaq.g_01929
OG0000559	Prbd.g_00691	Syaq.g_01933
OG0000560	Prbd.g_00688	Syaq.g_01936
OG0000561	Prbd.g_00687	Syaq.g_01937
OG0000562	Prbd.g_00686	Syaq.g_01938
OG0000563	Prbd.g_00685	Syaq.g_01939
OG0000564	Prbd.g_00684	Syaq.g_01940
OG0000565	Prbd.g_00681	Syaq.g_01943
OG0000566	Prbd.g_00679	Syaq.g_01947
OG0000567	Prbd.g_00675	Syaq.g_01951
OG0000568	Prbd.g_00674	Syaq.g_01954
OG0000569	Prbd.g_00673	Syaq.g_01955
OG0000570	Prbd.g_00672	Syaq.g_01956
OG0000571	Prbd.g_00670	Syaq.g_01960
OG0000572	Prbd.g_00657	Syaq.g_01977
OG0000573	Prbd.g_00652	Syaq.g_01985
OG0000574	Prbd.g_00651	Syaq.g_01986
OG0000575	Prbd.g_00647	Syaq.g_01991
OG0000576	Prbd.g_00645	Syaq.g_01993
OG0000577	Prbd.g_00644	Syaq.g_01994
OG0000578	Prbd.g_00643	Syaq.g_01995
OG0000579	Prbd.g_00642	Syaq.g_01996
OG0000580	Prbd.g_00641	Syaq.g_01997
OG0000581	Prbd.g_00639	Syaq.g_02003
OG0000582	Prbd.g_00636	Syaq.g_02012
OG0000583	Prbd.g_00635	Syaq.g_02013
OG0000584	Prbd.g_00634	Syaq.g_02014
OG0000585	Prbd.g_00632	Syaq.g_02017
OG0000586	Prbd.g_00631	Syaq.g_02018
OG0000587	Prbd.g_00630	Syaq.g_02020
OG0000588	Prbd.g_00626	Syaq.g_02043
OG0000589	Prbd.g_00623	Syaq.g_02057
OG0000590	Prbd.g_00622	Syaq.g_02058
OG0000591	Prbd.g_00619	Syaq.g_02066
OG0000592	Prbd.g_00618	Syaq.g_02067
OG0000593	Prbd.g_00612	Syaq.g_02078
OG0000594	Prbd.g_00611	Syaq.g_02079
OG0000595	Prbd.g_00610	Syaq.g_02080
OG0000596	Prbd.g_00606	Syaq.g_02085
OG0000597	Prbd.g_00604	Syaq.g_02088
OG0000598	Prbd.g_00603	Syaq.g_02089
OG0000599	Prbd.g_00600	Syaq.g_02096
OG0000600	Prbd.g_00599	Syaq.g_02097
OG0000601	Prbd.g_00598	Syaq.g_02098
OG0000602	Prbd.g_00596	Syaq.g_02104
OG0000603	Prbd.g_00595	Syaq.g_02105
OG0000604	Prbd.g_00594	Syaq.g_02107
OG0000605	Prbd.g_00593	Syaq.g_02151
OG0000606	Prbd.g_00590	Syaq.g_02231
OG0000607	Prbd.g_00587	Syaq.g_02234
OG0000608	Prbd.g_00586	Syaq.g_02235
OG0000609	Prbd.g_00585	Syaq.g_02237
OG0000610	Prbd.g_00580	Syaq.g_02244
OG0000611	Prbd.g_00577	Syaq.g_02247
OG0000612	Prbd.g_00576	Syaq.g_02248
OG0000613	Prbd.g_00571	Syaq.g_00885
OG0000614	Prbd.g_00552	Syaq.g_02588
OG0000615	Prbd.g_00544	Syaq.g_02302
OG0000616	Prbd.g_00540	Syaq.g_01168
OG0000617	Prbd.g_00013	Syaq.g_00031
OG0000618	Prbd.g_00014	Syaq.g_00032
OG0000619	Prbd.g_00015	Syaq.g_00033
OG0000620	Prbd.g_00018	Syaq.g_00038
OG0000621	Prbd.g_00019	Syaq.g_00039
OG0000622	Prbd.g_00020	Syaq.g_00040
OG0000623	Prbd.g_00021	Syaq.g_00041
OG0000624	Prbd.g_00022	Syaq.g_00042
OG0000625	Prbd.g_00023	Syaq.g_00043
OG0000626	Prbd.g_00024	Syaq.g_00044
OG0000627	Prbd.g_00025	Syaq.g_02425
OG0000628	Prbd.g_00026	Syaq.g_02426
OG0000629	Prbd.g_00027	Syaq.g_02429
OG0000630	Prbd.g_00030	Syaq.g_02433
OG0000631	Prbd.g_00093	Syaq.g_02441
OG0000632	Prbd.g_00094	Syaq.g_02442
OG0000633	Prbd.g_00095	Syaq.g_02444
OG0000634	Prbd.g_00098	Syaq.g_02336
OG0000635	Prbd.g_00099	Syaq.g_02337
OG0000636	Prbd.g_00101	Syaq.g_02339
OG0000637	Prbd.g_00103	Syaq.g_02341
OG0000638	Prbd.g_00104	Syaq.g_02342
OG0000639	Prbd.g_00105	Syaq.g_02343
OG0000640	Prbd.g_00106	Syaq.g_02344
OG0000641	Prbd.g_00110	Syaq.g_02348
OG0000642	Prbd.g_00111	Syaq.g_02349
OG0000643	Prbd.g_00112	Syaq.g_02350
OG0000644	Prbd.g_00113	Syaq.g_02351
OG0000645	Prbd.g_00114	Syaq.g_02353
OG0000646	Prbd.g_00116	Syaq.g_02356
OG0000647	Prbd.g_00117	Syaq.g_02358
OG0000648	Prbd.g_00119	Syaq.g_02360
OG0000649	Prbd.g_00120	Syaq.g_02361
OG0000650	Prbd.g_00121	Syaq.g_02362
OG0000651	Prbd.g_00122	Syaq.g_02363
OG0000652	Prbd.g_00123	Syaq.g_02364
OG0000653	Prbd.g_00125	Syaq.g_02367
OG0000654	Prbd.g_00126	Syaq.g_02368
OG0000655	Prbd.g_00127	Syaq.g_02369
OG0000656	Prbd.g_00130	Syaq.g_02372
OG0000657	Prbd.g_00138	Syaq.g_02382
OG0000658	Prbd.g_00139	Syaq.g_02385
OG0000659	Prbd.g_00140	Syaq.g_02386
OG0000660	Prbd.g_00144	Syaq.g_02390
OG0000661	Prbd.g_00146	Syaq.g_02392
OG0000662	Prbd.g_00148	Syaq.g_02394
OG0000663	Prbd.g_00150	Syaq.g_02397
OG0000664	Prbd.g_00151	Syaq.g_02400
OG0000665	Prbd.g_00155	Syaq.g_02124
OG0000666	Prbd.g_00156	Syaq.g_02117
OG0000667	Prbd.g_00160	Syaq.g_02222
OG0000668	Prbd.g_00190	Syaq.g_00068
OG0000669	Prbd.g_00197	Syaq.g_02260
OG0000670	Prbd.g_00199	Syaq.g_00079
OG0000671	Prbd.g_00201	Syaq.g_02264
OG0000672	Prbd.g_00204	Syaq.g_02267
OG0000673	Prbd.g_00207	Syaq.g_02270
OG0000674	Prbd.g_00209	Syaq.g_02272
OG0000675	Prbd.g_00210	Syaq.g_02273
OG0000676	Prbd.g_00212	Syaq.g_02275
OG0000677	Prbd.g_00213	Syaq.g_02276
OG0000678	Prbd.g_00215	Syaq.g_02282
OG0000679	Prbd.g_00219	Syaq.g_02305
OG0000680	Prbd.g_00220	Syaq.g_02306
OG0000681	Prbd.g_00222	Syaq.g_02309
OG0000682	Prbd.g_00223	Syaq.g_02310
OG0000683	Prbd.g_00224	Syaq.g_02311
OG0000684	Prbd.g_00226	Syaq.g_02315
OG0000685	Prbd.g_00228	Syaq.g_02317
OG0000686	Prbd.g_00229	Syaq.g_02318
OG0000687	Prbd.g_00230	Syaq.g_02319
OG0000688	Prbd.g_00233	Syaq.g_02325
OG0000689	Prbd.g_00234	Syaq.g_02327
OG0000690	Prbd.g_00235	Syaq.g_02328
OG0000691	Prbd.g_00236	Syaq.g_02329
OG0000692	Prbd.g_00238	Syaq.g_02330
OG0000693	Prbd.g_00239	Syaq.g_02332
OG0000694	Prbd.g_00240	Syaq.g_02333
OG0000695	Prbd.g_00242	Syaq.g_02446
OG0000696	Prbd.g_00243	Syaq.g_02447
OG0000697	Prbd.g_00244	Syaq.g_02448
OG0000698	Prbd.g_00247	Syaq.g_02451
OG0000699	Prbd.g_00248	Syaq.g_02452
OG0000700	Prbd.g_00249	Syaq.g_02453
OG0000701	Prbd.g_00250	Syaq.g_02454
OG0000702	Prbd.g_00252	Syaq.g_02467
OG0000703	Prbd.g_00253	Syaq.g_02468
OG0000704	Prbd.g_00254	Syaq.g_02470
OG0000705	Prbd.g_00258	Syaq.g_02477
OG0000706	Prbd.g_00259	Syaq.g_02478
OG0000707	Prbd.g_00260	Syaq.g_02479
OG0000708	Prbd.g_00261	Syaq.g_02482
OG0000709	Prbd.g_00265	Syaq.g_02490
OG0000710	Prbd.g_00268	Syaq.g_02494
OG0000711	Prbd.g_00285	Syaq.g_02521
OG0000712	Prbd.g_00287	Syaq.g_02523
OG0000713	Prbd.g_00288	Syaq.g_02524
OG0000714	Prbd.g_00289	Syaq.g_02527
OG0000715	Prbd.g_00291	Syaq.g_02529
OG0000716	Prbd.g_00293	Syaq.g_02533
OG0000717	Prbd.g_00294	Syaq.g_02534
OG0000718	Prbd.g_00309	Syaq.g_00072
OG0000719	Prbd.g_00311	Syaq.g_00070
OG0000720	Prbd.g_00320	Syaq.g_00057
OG0000721	Prbd.g_00322	Syaq.g_00055
OG0000722	Prbd.g_00323	Syaq.g_00054
OG0000723	Prbd.g_00326	Syaq.g_00046
OG0000724	Prbd.g_00335	Syaq.g_02685
OG0000725	Prbd.g_00341	Syaq.g_02676
OG0000726	Prbd.g_00342	Syaq.g_02675
OG0000727	Prbd.g_00343	Syaq.g_02674
OG0000728	Prbd.g_00345	Syaq.g_02672
OG0000729	Prbd.g_00391	Syaq.g_01046
OG0000730	Prbd.g_00395	Syaq.g_00561
OG0000731	Prbd.g_00399	Syaq.g_00550
OG0000732	Prbd.g_00408	Syaq.g_01098
OG0000733	Prbd.g_00428	Syaq.g_01232
OG0000734	Prbd.g_00453	Syaq.g_01479
OG0000735	Prbd.g_00455	Syaq.g_00266
OG0000736	Prbd.g_00456	Syaq.g_00265
OG0000737	Prbd.g_00457	Syaq.g_00264
OG0000738	Prbd.g_00461	Syaq.g_00258
OG0000739	Prbd.g_00462	Syaq.g_00257
OG0000740	Prbd.g_00463	Syaq.g_00256
OG0000741	Prbd.g_00464	Syaq.g_00253
OG0000742	Prbd.g_00467	Syaq.g_00250
OG0000743	Prbd.g_00469	Syaq.g_00248
OG0000744	Prbd.g_00470	Syaq.g_00247
OG0000745	Prbd.g_00471	Syaq.g_00245
OG0000746	Prbd.g_00473	Syaq.g_00242
OG0000747	Prbd.g_00474	Syaq.g_00241
OG0000748	Prbd.g_00477	Syaq.g_00227
OG0000749	Prbd.g_00478	Syaq.g_00226
OG0000750	Prbd.g_00479	Syaq.g_00225
OG0000751	Prbd.g_00481	Syaq.g_00219
OG0000752	Prbd.g_00483	Syaq.g_00217
OG0000753	Prbd.g_00486	Syaq.g_00214
OG0000754	Prbd.g_00489	Syaq.g_00209
OG0000755	Prbd.g_00492	Syaq.g_00198
OG0000756	Prbd.g_00493	Syaq.g_00197
OG0000757	Prbd.g_00499	Syaq.g_00190
OG0000758	Prbd.g_00500	Syaq.g_00189
OG0000759	Prbd.g_00501	Syaq.g_00188
OG0000760	Prbd.g_00502	Syaq.g_00187
OG0000761	Prbd.g_00503	Syaq.g_00186
OG0000762	Prbd.g_00504	Syaq.g_00183
OG0000763	Prbd.g_00506	Syaq.g_00181
OG0000764	Prbd.g_00507	Syaq.g_00180
OG0000765	Prbd.g_00516	Syaq.g_00157
OG0000766	Prbd.g_00517	Syaq.g_00156
OG0000767	Prbd.g_00519	Syaq.g_00154
OG0000768	Prbd.g_00520	Syaq.g_00153
OG0000769	Prbd.g_00522	Syaq.g_00151
OG0000770	Prbd.g_00524	Syaq.g_00148
OG0000771	Prbd.g_01921	Syaq.g_02691
OG0000772	Prbd.g_01858	Syaq.g_01887
OG0000773	Prbd.g_01810	Syaq.g_00283
OG0000774	Prbd.g_01808	Syaq.g_00288
OG0000775	Prbd.g_01806	Syaq.g_00290
OG0000776	Prbd.g_01805	Syaq.g_00291
OG0000777	Prbd.g_01804	Syaq.g_00292
OG0000778	Prbd.g_01803	Syaq.g_00293
OG0000779	Prbd.g_01799	Syaq.g_00299
OG0000780	Prbd.g_01798	Syaq.g_00304
OG0000781	Prbd.g_01795	Syaq.g_00308
OG0000782	Prbd.g_01794	Syaq.g_00309
OG0000783	Prbd.g_01793	Syaq.g_00310
OG0000784	Prbd.g_01792	Syaq.g_00311
OG0000785	Prbd.g_01790	Syaq.g_00313
OG0000786	Prbd.g_01788	Syaq.g_00328
OG0000787	Prbd.g_01787	Syaq.g_00329
OG0000788	Prbd.g_01777	Syaq.g_02099
OG0000789	Prbd.g_01774	Syaq.g_02123
OG0000790	Prbd.g_01759	Syaq.g_01758
OG0000791	Prbd.g_01757	Syaq.g_01756
OG0000792	Prbd.g_01756	Syaq.g_01755
OG0000793	Prbd.g_01753	Syaq.g_01750
OG0000794	Prbd.g_01752	Syaq.g_01749
OG0000795	Prbd.g_01751	Syaq.g_01748
OG0000796	Prbd.g_01747	Syaq.g_01744
OG0000797	Prbd.g_01746	Syaq.g_01743
OG0000799	Prbd.g_01707	Syaq.g_00341
OG0000800	Prbd.g_01706	Syaq.g_00342
OG0000801	Prbd.g_01705	Syaq.g_00343
OG0000802	Prbd.g_01703	Syaq.g_00350
OG0000803	Prbd.g_01701	Syaq.g_00353
OG0000804	Prbd.g_01700	Syaq.g_00358
OG0000805	Prbd.g_01698	Syaq.g_00360
OG0000806	Prbd.g_01696	Syaq.g_00362
OG0000807	Prbd.g_01695	Syaq.g_00364
OG0000808	Prbd.g_01694	Syaq.g_00365
OG0000809	Prbd.g_01691	Syaq.g_00369
OG0000810	Prbd.g_01690	Syaq.g_00370
OG0000811	Prbd.g_01686	Syaq.g_00378
OG0000812	Prbd.g_01684	Syaq.g_00380
OG0000813	Prbd.g_01683	Syaq.g_00381
OG0000814	Prbd.g_01681	Syaq.g_00383
OG0000815	Prbd.g_01680	Syaq.g_00384
OG0000816	Prbd.g_01678	Syaq.g_00386
OG0000817	Prbd.g_01677	Syaq.g_00387
OG0000818	Prbd.g_01672	Syaq.g_00392
OG0000819	Prbd.g_01671	Syaq.g_00393
OG0000820	Prbd.g_01670	Syaq.g_00394
OG0000821	Prbd.g_01666	Syaq.g_00400
OG0000822	Prbd.g_01665	Syaq.g_00402
OG0000823	Prbd.g_01664	Syaq.g_00403
OG0000824	Prbd.g_01661	Syaq.g_00409
OG0000825	Prbd.g_01660	Syaq.g_00410
OG0000826	Prbd.g_01659	Syaq.g_00411
OG0000827	Prbd.g_01658	Syaq.g_00412
OG0000828	Prbd.g_01655	Syaq.g_00415
OG0000829	Prbd.g_01654	Syaq.g_00416
OG0000830	Prbd.g_01653	Syaq.g_00417
OG0000831	Prbd.g_01651	Syaq.g_00419
OG0000832	Prbd.g_01645	Syaq.g_01737
OG0000833	Prbd.g_01637	Syaq.g_01725
OG0000834	Prbd.g_01636	Syaq.g_01724
OG0000835	Prbd.g_01635	Syaq.g_01723
OG0000836	Prbd.g_01634	Syaq.g_01720
OG0000837	Prbd.g_01633	Syaq.g_01719
OG0000838	Prbd.g_01631	Syaq.g_01715
OG0000839	Prbd.g_01630	Syaq.g_01714
OG0000840	Prbd.g_01629	Syaq.g_01713
OG0000841	Prbd.g_01628	Syaq.g_01712
OG0000842	Prbd.g_01627	Syaq.g_01711
OG0000843	Prbd.g_01626	Syaq.g_01710
OG0000844	Prbd.g_01625	Syaq.g_01708
OG0000845	Prbd.g_01624	Syaq.g_01707
OG0000846	Prbd.g_01623	Syaq.g_01706
OG0000847	Prbd.g_01622	Syaq.g_01705
OG0000848	Prbd.g_01621	Syaq.g_01703
OG0000849	Prbd.g_01620	Syaq.g_01702
OG0000850	Prbd.g_01617	Syaq.g_01699
OG0000851	Prbd.g_01616	Syaq.g_01696
OG0000852	Prbd.g_01615	Syaq.g_01695
OG0000853	Prbd.g_01611	Syaq.g_01691
OG0000854	Prbd.g_01609	Syaq.g_01689
OG0000855	Prbd.g_01608	Syaq.g_01688
OG0000856	Prbd.g_01593	Syaq.g_02069
OG0000857	Prbd.g_01566	Syaq.g_02357
OG0000858	Prbd.g_01531	Syaq.g_01682
OG0000859	Prbd.g_01530	Syaq.g_01681
OG0000860	Prbd.g_01523	Syaq.g_01671
OG0000861	Prbd.g_01522	Syaq.g_01670
OG0000862	Prbd.g_01521	Syaq.g_01668
OG0000863	Prbd.g_01519	Syaq.g_01665
OG0000864	Prbd.g_01518	Syaq.g_01664
OG0000865	Prbd.g_01517	Syaq.g_01663
OG0000866	Prbd.g_01516	Syaq.g_01662
OG0000867	Prbd.g_01515	Syaq.g_01661
OG0000868	Prbd.g_01514	Syaq.g_01659
OG0000869	Prbd.g_01510	Syaq.g_01656
OG0000870	Prbd.g_01505	Syaq.g_01651
OG0000871	Prbd.g_01504	Syaq.g_01650
OG0000872	Prbd.g_01503	Syaq.g_01644
OG0000873	Prbd.g_01500	Syaq.g_01641
OG0000874	Prbd.g_01497	Syaq.g_01637
OG0000875	Prbd.g_01496	Syaq.g_01633
OG0000876	Prbd.g_01495	Syaq.g_01631
OG0000877	Prbd.g_01493	Syaq.g_01628
OG0000878	Prbd.g_01492	Syaq.g_01627
OG0000879	Prbd.g_01491	Syaq.g_01626
OG0000880	Prbd.g_01490	Syaq.g_01625
OG0000881	Prbd.g_01486	Syaq.g_01621
OG0000882	Prbd.g_01481	Syaq.g_01616
OG0000883	Prbd.g_01479	Syaq.g_01613
OG0000884	Prbd.g_01477	Syaq.g_01611
OG0000885	Prbd.g_01476	Syaq.g_01610
OG0000886	Prbd.g_01475	Syaq.g_01609
OG0000887	Prbd.g_01474	Syaq.g_01608
OG0000888	Prbd.g_01472	Syaq.g_01606
OG0000889	Prbd.g_01470	Syaq.g_01604
OG0000890	Prbd.g_01469	Syaq.g_01597
OG0000891	Prbd.g_01468	Syaq.g_01596
OG0000892	Prbd.g_01466	Syaq.g_01594
OG0000893	Prbd.g_01463	Syaq.g_00695
OG0000894	Prbd.g_01461	Syaq.g_00692
OG0000895	Prbd.g_01458	Syaq.g_00688
OG0000896	Prbd.g_01457	Syaq.g_00687
OG0000897	Prbd.g_01455	Syaq.g_00685
OG0000898	Prbd.g_01454	Syaq.g_00684
OG0000899	Prbd.g_01453	Syaq.g_00683
OG0000900	Prbd.g_01452	Syaq.g_00682
OG0000901	Prbd.g_01449	Syaq.g_00677
OG0000902	Prbd.g_01447	Syaq.g_00671
OG0000903	Prbd.g_01444	Syaq.g_00655
OG0000904	Prbd.g_01442	Syaq.g_00660
OG0000905	Prbd.g_01437	Syaq.g_00666
OG0000906	Prbd.g_01436	Syaq.g_00669
OG0000907	Prbd.g_01433	Syaq.g_00653
OG0000908	Prbd.g_01430	Syaq.g_00650
OG0000909	Prbd.g_01429	Syaq.g_00649
OG0000910	Prbd.g_01428	Syaq.g_00648
OG0000911	Prbd.g_01426	Syaq.g_00646
OG0000912	Prbd.g_01425	Syaq.g_00645
OG0000913	Prbd.g_01424	Syaq.g_00644
OG0000914	Prbd.g_01423	Syaq.g_00643
OG0000915	Prbd.g_01422	Syaq.g_00641
OG0000916	Prbd.g_01421	Syaq.g_00640
OG0000917	Prbd.g_01420	Syaq.g_00639
OG0000918	Prbd.g_01419	Syaq.g_00638
OG0000919	Prbd.g_01418	Syaq.g_00637
OG0000920	Prbd.g_01417	Syaq.g_00636
OG0000921	Prbd.g_01416	Syaq.g_00635
OG0000922	Prbd.g_01415	Syaq.g_00634
OG0000923	Prbd.g_01411	Syaq.g_00630
OG0000924	Prbd.g_01410	Syaq.g_00629
OG0000925	Prbd.g_01409	Syaq.g_00628
OG0000926	Prbd.g_01408	Syaq.g_00627
OG0000927	Prbd.g_01406	Syaq.g_00625
OG0000928	Prbd.g_01405	Syaq.g_00624
OG0000929	Prbd.g_01404	Syaq.g_00623
OG0000930	Prbd.g_01403	Syaq.g_00622
OG0000931	Prbd.g_01402	Syaq.g_00621
OG0000932	Prbd.g_01401	Syaq.g_00620
OG0000933	Prbd.g_01397	Syaq.g_00614
OG0000934	Prbd.g_01395	Syaq.g_00612
OG0000935	Prbd.g_01394	Syaq.g_00611
OG0000936	Prbd.g_01393	Syaq.g_00610
OG0000937	Prbd.g_01392	Syaq.g_00609
OG0000938	Prbd.g_01390	Syaq.g_00606
OG0000939	Prbd.g_01389	Syaq.g_00604
OG0000940	Prbd.g_01382	Syaq.g_00597
OG0000941	Prbd.g_01380	Syaq.g_00595
OG0000942	Prbd.g_01378	Syaq.g_00593
OG0000943	Prbd.g_01377	Syaq.g_00592
OG0000944	Prbd.g_01376	Syaq.g_00590
OG0000945	Prbd.g_01375	Syaq.g_00588
OG0000946	Prbd.g_01371	Syaq.g_00580
OG0000947	Prbd.g_01369	Syaq.g_00577
OG0000948	Prbd.g_01368	Syaq.g_00576
OG0000949	Prbd.g_01365	Syaq.g_00971
OG0000950	Prbd.g_01360	Syaq.g_00984
OG0000951	Prbd.g_01356	Syaq.g_00991
OG0000952	Prbd.g_01352	Syaq.g_01002
OG0000953	Prbd.g_01349	Syaq.g_01006
OG0000954	Prbd.g_01345	Syaq.g_01012
OG0000955	Prbd.g_01344	Syaq.g_01013
OG0000956	Prbd.g_01342	Syaq.g_01015
OG0000957	Prbd.g_01337	Syaq.g_01026
OG0000958	Prbd.g_01336	Syaq.g_01027
OG0000959	Prbd.g_01332	Syaq.g_01031
OG0000960	Prbd.g_01331	Syaq.g_01032
OG0000961	Prbd.g_01329	Syaq.g_01043
OG0000962	Prbd.g_01327	Syaq.g_01045
OG0000963	Prbd.g_01323	Syaq.g_01049
OG0000964	Prbd.g_01321	Syaq.g_01050
OG0000965	Prbd.g_01320	Syaq.g_01051
OG0000966	Prbd.g_01312	Syaq.g_01060
OG0000967	Prbd.g_01308	Syaq.g_01067
OG0000968	Prbd.g_01306	Syaq.g_01071
OG0000969	Prbd.g_01305	Syaq.g_01078
OG0000970	Prbd.g_01304	Syaq.g_01079
OG0000971	Prbd.g_01303	Syaq.g_01081
OG0000972	Prbd.g_01302	Syaq.g_01082
OG0000973	Prbd.g_01301	Syaq.g_01083
OG0000974	Prbd.g_01300	Syaq.g_01084
OG0000975	Prbd.g_01299	Syaq.g_01085
OG0000976	Prbd.g_01298	Syaq.g_01086
OG0000977	Prbd.g_01297	Syaq.g_01088
OG0000978	Prbd.g_01296	Syaq.g_01091
OG0000979	Prbd.g_01293	Syaq.g_01094
OG0000980	Prbd.g_01291	Syaq.g_01097
OG0000981	Prbd.g_01289	Syaq.g_01100
OG0000982	Prbd.g_01287	Syaq.g_01263
OG0000983	Prbd.g_01286	Syaq.g_01262
OG0000984	Prbd.g_01285	Syaq.g_01261
OG0000985	Prbd.g_01282	Syaq.g_01257
OG0000986	Prbd.g_01280	Syaq.g_01253
OG0000987	Prbd.g_01279	Syaq.g_01251
OG0000988	Prbd.g_01276	Syaq.g_01245
OG0000989	Prbd.g_01273	Syaq.g_01239
OG0000990	Prbd.g_01270	Syaq.g_01229
OG0000991	Prbd.g_01269	Syaq.g_01225
OG0000992	Prbd.g_01267	Syaq.g_01222
OG0000993	Prbd.g_01266	Syaq.g_01221
OG0000994	Prbd.g_01265	Syaq.g_01218
OG0000995	Prbd.g_01261	Syaq.g_01212
OG0000996	Prbd.g_01260	Syaq.g_01193
OG0000997	Prbd.g_01259	Syaq.g_01184
OG0000998	Prbd.g_01257	Syaq.g_01182
OG0000999	Prbd.g_01256	Syaq.g_01181
OG0001000	Prbd.g_01253	Syaq.g_01177
OG0001001	Prbd.g_01251	Syaq.g_01172
OG0001002	Prbd.g_01247	Syaq.g_01165
OG0001003	Prbd.g_01245	Syaq.g_01163
OG0001004	Prbd.g_01244	Syaq.g_01162
OG0001005	Prbd.g_01243	Syaq.g_01161
OG0001006	Prbd.g_01239	Syaq.g_01152
OG0001007	Prbd.g_01237	Syaq.g_01150
OG0001008	Prbd.g_00805	Syaq.g_00500
OG0001009	Prbd.g_01210	Syaq.g_01118
OG0001010	Prbd.g_01209	Syaq.g_01117
OG0001011	Prbd.g_01208	Syaq.g_01115
OG0001012	Prbd.g_01195	Syaq.g_01267
OG0001013	Prbd.g_01189	Syaq.g_01289
OG0001014	Prbd.g_01186	Syaq.g_01295
OG0001015	Prbd.g_01185	Syaq.g_01296
OG0001016	Prbd.g_01171	Syaq.g_01554
OG0001017	Prbd.g_01167	Syaq.g_01548
OG0001018	Prbd.g_01164	Syaq.g_01546
OG0001019	Prbd.g_01155	Syaq.g_01524
OG0001020	Prbd.g_01154	Syaq.g_01510
OG0001021	Prbd.g_01153	Syaq.g_01506
OG0001022	Prbd.g_01150	Syaq.g_01501
OG0001023	Prbd.g_01149	Syaq.g_01500
OG0001024	Prbd.g_01146	Syaq.g_01496
OG0001025	Prbd.g_01140	Syaq.g_01490
OG0001026	Prbd.g_01133	Syaq.g_01477
OG0001027	Prbd.g_01132	Syaq.g_01474
OG0001028	Prbd.g_01130	Syaq.g_01472
OG0001029	Prbd.g_01128	Syaq.g_01470
OG0001030	Prbd.g_01113	Syaq.g_01450
OG0001031	Prbd.g_01054	Syaq.g_01378
OG0001032	Prbd.g_01053	Syaq.g_01376
OG0001033	Prbd.g_01032	Syaq.g_01344
OG0001034	Prbd.g_01003	Syaq.g_01579
OG0001035	Prbd.g_00985	Syaq.g_00726
OG0001036	Prbd.g_00980	Syaq.g_00731
OG0001037	Prbd.g_00979	Syaq.g_00733
OG0001038	Prbd.g_00961	Syaq.g_00761
OG0001039	Prbd.g_00958	Syaq.g_00764
OG0001040	Prbd.g_00956	Syaq.g_00767
OG0001041	Prbd.g_00952	Syaq.g_00772
OG0001042	Prbd.g_00935	Syaq.g_00858
OG0001044	Prbd.g_00906	Syaq.g_00560
OG0001045	Prbd.g_00897	Syaq.g_00547
OG0001046	Prbd.g_00859	Syaq.g_02509
OG0001047	Prbd.g_00803	Syaq.g_00498
OG0001048	Prbd.g_00802	Syaq.g_00497
OG0001049	Prbd.g_00800	Syaq.g_00494
OG0001050	Prbd.g_00799	Syaq.g_00493
OG0001051	Prbd.g_00798	Syaq.g_00492
OG0001052	Prbd.g_00771	Syaq.g_00446
OG0001053	Prbd.g_00759	Syaq.g_01775
OG0001054	Prbd.g_00744	Syaq.g_01794
OG0001055	Prbd.g_00725	Syaq.g_01815
OG0001056	Prbd.g_00706	Syaq.g_01843
OG0001057	Prbd.g_00701	Syaq.g_00334
OG0001058	Prbd.g_00693	Syaq.g_01931
OG0001059	Prbd.g_00689	Syaq.g_01935
OG0001060	Prbd.g_00682	Syaq.g_01941
OG0001061	Prbd.g_00669	Syaq.g_01961
OG0001062	Prbd.g_00667	Syaq.g_01963
OG0001063	Prbd.g_00665	Syaq.g_01968
OG0001064	Prbd.g_00664	Syaq.g_01969
OG0001065	Prbd.g_00663	Syaq.g_01970
OG0001066	Prbd.g_00662	Syaq.g_01971
OG0001067	Prbd.g_00661	Syaq.g_01972
OG0001068	Prbd.g_00660	Syaq.g_01973
OG0001069	Prbd.g_00659	Syaq.g_01974
OG0001070	Prbd.g_00656	Syaq.g_01978
OG0001071	Prbd.g_00655	Syaq.g_01979
OG0001072	Prbd.g_00654	Syaq.g_01983
OG0001073	Prbd.g_00640	Syaq.g_01998
OG0001074	Prbd.g_00629	Syaq.g_02132
OG0001075	Prbd.g_00628	Syaq.g_02025
OG0001076	Prbd.g_00620	Syaq.g_02060
OG0001077	Prbd.g_00616	Syaq.g_02071
OG0001078	Prbd.g_00608	Syaq.g_02083
OG0001079	Prbd.g_00597	Syaq.g_02100
OG0001080	Prbd.g_00591	Syaq.g_02161
OG0001081	Prbd.g_00589	Syaq.g_02232
OG0001082	Prbd.g_00588	Syaq.g_02233
OG0001083	Prbd.g_00583	Syaq.g_02240
OG0001084	Prbd.g_00582	Syaq.g_02241
OG0001085	Prbd.g_00574	Syaq.g_02251
OG0001086	Prbd.g_00573	Syaq.g_02253
OG0001087	Prbd.g_00556	Syaq.g_02574
OG0001088	Prbd.g_00555	Syaq.g_02576
OG0001089	Prbd.g_00547	Syaq.g_02604
OG0001090	Prbd.g_00008	Syaq.g_00024
