Orthogroup	Prac	Syag
OG0000584	Prac.g_00761	Syag.g_00355
OG0000585	Prac.g_00759	Syag.g_00357
OG0000586	Prac.g_00758	Syag.g_00358
OG0000587	Prac.g_00757	Syag.g_00360
OG0000588	Prac.g_00753	Syag.g_00371
OG0000589	Prac.g_00750	Syag.g_00375
OG0000590	Prac.g_00749	Syag.g_00376
OG0000591	Prac.g_00746	Syag.g_00383
OG0000592	Prac.g_00745	Syag.g_00384
OG0000593	Prac.g_00739	Syag.g_00406
OG0000594	Prac.g_00738	Syag.g_00407
OG0000595	Prac.g_00737	Syag.g_00408
OG0000596	Prac.g_00733	Syag.g_00413
OG0000597	Prac.g_00731	Syag.g_00416
OG0000598	Prac.g_00730	Syag.g_00417
OG0000599	Prac.g_00727	Syag.g_00424
OG0000600	Prac.g_00726	Syag.g_00425
OG0000601	Prac.g_00725	Syag.g_00426
OG0000602	Prac.g_00723	Syag.g_00431
OG0000603	Prac.g_00722	Syag.g_00432
OG0000604	Prac.g_00721	Syag.g_00434
OG0000605	Prac.g_00720	Syag.g_00522
OG0000606	Prac.g_00717	Syag.g_00550
OG0000607	Prac.g_00714	Syag.g_00553
OG0000608	Prac.g_00713	Syag.g_00554
OG0000609	Prac.g_00712	Syag.g_00556
OG0000610	Prac.g_00707	Syag.g_00580
OG0000611	Prac.g_00704	Syag.g_00583
OG0000612	Prac.g_00703	Syag.g_00584
OG0000613	Prac.g_00698	Syag.g_02533
OG0000614	Prac.g_00679	Syag.g_01004
OG0000615	Prac.g_00671	Syag.g_00630
OG0000616	Prac.g_00667	Syag.g_02255
OG0000617	Prac.g_01554	Syag.g_00915
OG0000618	Prac.g_01553	Syag.g_00914
OG0000619	Prac.g_01552	Syag.g_00913
OG0000620	Prac.g_01549	Syag.g_00906
OG0000621	Prac.g_01548	Syag.g_00905
OG0000622	Prac.g_01547	Syag.g_00904
OG0000623	Prac.g_01546	Syag.g_00903
OG0000624	Prac.g_01545	Syag.g_00901
OG0000625	Prac.g_01544	Syag.g_00900
OG0000626	Prac.g_01543	Syag.g_00899
OG0000627	Prac.g_01542	Syag.g_00756
OG0000628	Prac.g_01541	Syag.g_00757
OG0000629	Prac.g_01540	Syag.g_00761
OG0000630	Prac.g_01537	Syag.g_00765
OG0000631	Prac.g_01484	Syag.g_00772
OG0000632	Prac.g_01483	Syag.g_00773
OG0000633	Prac.g_01482	Syag.g_00774
OG0000634	Prac.g_01479	Syag.g_00663
OG0000635	Prac.g_01478	Syag.g_00664
OG0000636	Prac.g_01476	Syag.g_00666
OG0000637	Prac.g_01474	Syag.g_00668
OG0000638	Prac.g_01473	Syag.g_00669
OG0000639	Prac.g_01472	Syag.g_00670
OG0000640	Prac.g_01471	Syag.g_00671
OG0000641	Prac.g_01467	Syag.g_00675
OG0000642	Prac.g_01466	Syag.g_00676
OG0000643	Prac.g_01465	Syag.g_00677
OG0000644	Prac.g_01464	Syag.g_00678
OG0000645	Prac.g_01463	Syag.g_00680
OG0000646	Prac.g_01461	Syag.g_00683
OG0000647	Prac.g_01460	Syag.g_00685
OG0000648	Prac.g_01458	Syag.g_00694
OG0000649	Prac.g_01457	Syag.g_00695
OG0000650	Prac.g_01456	Syag.g_00696
OG0000651	Prac.g_01455	Syag.g_00697
OG0000652	Prac.g_01454	Syag.g_00698
OG0000653	Prac.g_01452	Syag.g_00700
OG0000654	Prac.g_01451	Syag.g_00701
OG0000655	Prac.g_01450	Syag.g_00702
OG0000656	Prac.g_01447	Syag.g_00705
OG0000657	Prac.g_01440	Syag.g_00719
OG0000658	Prac.g_01439	Syag.g_00721
OG0000659	Prac.g_01438	Syag.g_00722
OG0000660	Prac.g_01434	Syag.g_00726
OG0000661	Prac.g_01432	Syag.g_00728
OG0000662	Prac.g_01430	Syag.g_00730
OG0000663	Prac.g_01428	Syag.g_00733
OG0000664	Prac.g_01427	Syag.g_00734
OG0000665	Prac.g_01423	Syag.g_00456
OG0000666	Prac.g_01422	Syag.g_00445
OG0000667	Prac.g_01418	Syag.g_00574
OG0000668	Prac.g_01401	Syag.g_00868
OG0000669	Prac.g_01393	Syag.g_00600
OG0000670	Prac.g_01391	Syag.g_00399
OG0000671	Prac.g_01389	Syag.g_00604
OG0000672	Prac.g_01386	Syag.g_00607
OG0000673	Prac.g_01383	Syag.g_00610
OG0000674	Prac.g_01381	Syag.g_00612
OG0000675	Prac.g_01380	Syag.g_00613
OG0000676	Prac.g_01378	Syag.g_00615
OG0000677	Prac.g_01377	Syag.g_00616
OG0000678	Prac.g_01375	Syag.g_00622
OG0000679	Prac.g_01371	Syag.g_00633
OG0000680	Prac.g_01370	Syag.g_00634
OG0000681	Prac.g_01368	Syag.g_00637
OG0000682	Prac.g_01367	Syag.g_00638
OG0000683	Prac.g_01366	Syag.g_00639
OG0000684	Prac.g_01365	Syag.g_00641
OG0000685	Prac.g_01363	Syag.g_00643
OG0000686	Prac.g_01362	Syag.g_00644
OG0000687	Prac.g_01361	Syag.g_00645
OG0000688	Prac.g_01358	Syag.g_00651
OG0000689	Prac.g_01357	Syag.g_00653
OG0000690	Prac.g_01356	Syag.g_00654
OG0000691	Prac.g_01355	Syag.g_00655
OG0000692	Prac.g_01353	Syag.g_00656
OG0000693	Prac.g_01352	Syag.g_00658
OG0000694	Prac.g_01351	Syag.g_00659
OG0000695	Prac.g_01349	Syag.g_00776
OG0000696	Prac.g_01348	Syag.g_00777
OG0000697	Prac.g_01347	Syag.g_00778
OG0000698	Prac.g_01344	Syag.g_00781
OG0000699	Prac.g_01343	Syag.g_00782
OG0000700	Prac.g_01342	Syag.g_00783
OG0000701	Prac.g_01341	Syag.g_00784
OG0000702	Prac.g_01339	Syag.g_00792
OG0000703	Prac.g_01338	Syag.g_00793
OG0000704	Prac.g_01337	Syag.g_00795
OG0000705	Prac.g_01333	Syag.g_00802
OG0000706	Prac.g_01332	Syag.g_00803
OG0000707	Prac.g_01331	Syag.g_00804
OG0000708	Prac.g_01330	Syag.g_00807
OG0000709	Prac.g_01326	Syag.g_00816
OG0000710	Prac.g_01323	Syag.g_00820
OG0000711	Prac.g_01307	Syag.g_00848
OG0000712	Prac.g_01305	Syag.g_00850
OG0000713	Prac.g_01304	Syag.g_00851
OG0000714	Prac.g_01303	Syag.g_00853
OG0000715	Prac.g_01301	Syag.g_00855
OG0000716	Prac.g_01299	Syag.g_00859
OG0000717	Prac.g_01298	Syag.g_00860
OG0000718	Prac.g_01287	Syag.g_00864
OG0000719	Prac.g_01285	Syag.g_00866
OG0000720	Prac.g_01276	Syag.g_00880
OG0000721	Prac.g_01274	Syag.g_00882
OG0000722	Prac.g_01273	Syag.g_00883
OG0000723	Prac.g_01270	Syag.g_00897
OG0000724	Prac.g_01261	Syag.g_00967
OG0000725	Prac.g_01255	Syag.g_00978
OG0000726	Prac.g_01254	Syag.g_00979
OG0000727	Prac.g_01253	Syag.g_00980
OG0000728	Prac.g_01251	Syag.g_00982
OG0000729	Prac.g_01205	Syag.g_02376
OG0000730	Prac.g_01046	Syag.g_02840
OG0000731	Prac.g_01042	Syag.g_02853
OG0000732	Prac.g_01036	Syag.g_02331
OG0000733	Prac.g_01017	Syag.g_00145
OG0000734	Prac.g_01000	Syag.g_01892
OG0000735	Prac.g_00998	Syag.g_01159
OG0000736	Prac.g_00997	Syag.g_01158
OG0000737	Prac.g_00996	Syag.g_01157
OG0000738	Prac.g_00992	Syag.g_01152
OG0000739	Prac.g_00991	Syag.g_01149
OG0000740	Prac.g_00990	Syag.g_01148
OG0000741	Prac.g_00989	Syag.g_01145
OG0000742	Prac.g_00986	Syag.g_01142
OG0000743	Prac.g_00984	Syag.g_01140
OG0000744	Prac.g_00983	Syag.g_01139
OG0000745	Prac.g_00982	Syag.g_01137
OG0000746	Prac.g_00980	Syag.g_01135
OG0000747	Prac.g_00979	Syag.g_01134
OG0000748	Prac.g_00976	Syag.g_01122
OG0000749	Prac.g_00975	Syag.g_01121
OG0000750	Prac.g_00974	Syag.g_01120
OG0000751	Prac.g_00972	Syag.g_01114
OG0000752	Prac.g_00970	Syag.g_01112
OG0000753	Prac.g_00967	Syag.g_01109
OG0000754	Prac.g_00964	Syag.g_01103
OG0000755	Prac.g_00961	Syag.g_01092
OG0000756	Prac.g_00960	Syag.g_01091
OG0000757	Prac.g_00954	Syag.g_01084
OG0000758	Prac.g_00953	Syag.g_01083
OG0000759	Prac.g_00952	Syag.g_01082
OG0000760	Prac.g_00951	Syag.g_01081
OG0000761	Prac.g_00950	Syag.g_01080
OG0000762	Prac.g_00949	Syag.g_01078
OG0000763	Prac.g_00947	Syag.g_01076
OG0000764	Prac.g_00946	Syag.g_01075
OG0000765	Prac.g_00937	Syag.g_01056
OG0000766	Prac.g_00936	Syag.g_01055
OG0000767	Prac.g_00934	Syag.g_01053
OG0000768	Prac.g_00933	Syag.g_01052
OG0000769	Prac.g_00931	Syag.g_01047
OG0000770	Prac.g_00929	Syag.g_01043
OG0000771	Prac.g_00448	Syag.g_00959
OG0000772	Prac.g_00154	Syag.g_02043
OG0000773	Prac.g_00166	Syag.g_01168
OG0000774	Prac.g_00168	Syag.g_01182
OG0000775	Prac.g_00170	Syag.g_01185
OG0000776	Prac.g_00171	Syag.g_01186
OG0000777	Prac.g_00172	Syag.g_01187
OG0000778	Prac.g_00173	Syag.g_01188
OG0000779	Prac.g_00177	Syag.g_01194
OG0000780	Prac.g_00178	Syag.g_01217
OG0000781	Prac.g_00181	Syag.g_01221
OG0000782	Prac.g_00182	Syag.g_01222
OG0000783	Prac.g_00183	Syag.g_01223
OG0000784	Prac.g_00184	Syag.g_01224
OG0000785	Prac.g_00186	Syag.g_01226
OG0000786	Prac.g_00188	Syag.g_01235
OG0000787	Prac.g_00189	Syag.g_01236
OG0000788	Prac.g_00204	Syag.g_00427
OG0000789	Prac.g_00207	Syag.g_00453
OG0000790	Prac.g_00222	Syag.g_01542
OG0000791	Prac.g_00224	Syag.g_01544
OG0000792	Prac.g_00225	Syag.g_01545
OG0000793	Prac.g_00228	Syag.g_01550
OG0000794	Prac.g_00229	Syag.g_01551
OG0000795	Prac.g_00230	Syag.g_01552
OG0000796	Prac.g_00234	Syag.g_01556
OG0000797	Prac.g_00235	Syag.g_01557
OG0000798	Prac.g_00262	Syag.g_02601
OG0000799	Prac.g_00429	Syag.g_01278
OG0000800	Prac.g_00428	Syag.g_01280
OG0000801	Prac.g_00427	Syag.g_01285
OG0000802	Prac.g_00425	Syag.g_01293
OG0000803	Prac.g_00423	Syag.g_01321
OG0000804	Prac.g_00422	Syag.g_01438
OG0000805	Prac.g_00420	Syag.g_01433
OG0000806	Prac.g_00418	Syag.g_01429
OG0000807	Prac.g_00417	Syag.g_01428
OG0000808	Prac.g_00416	Syag.g_01427
OG0000809	Prac.g_00413	Syag.g_01423
OG0000810	Prac.g_00412	Syag.g_01422
OG0000811	Prac.g_00408	Syag.g_01413
OG0000812	Prac.g_00406	Syag.g_01411
OG0000813	Prac.g_00405	Syag.g_01410
OG0000814	Prac.g_00403	Syag.g_01408
OG0000815	Prac.g_00402	Syag.g_01407
OG0000816	Prac.g_00400	Syag.g_01405
OG0000817	Prac.g_00399	Syag.g_01404
OG0000818	Prac.g_00394	Syag.g_01400
OG0000819	Prac.g_00393	Syag.g_01399
OG0000820	Prac.g_00392	Syag.g_01398
OG0000821	Prac.g_00388	Syag.g_01388
OG0000822	Prac.g_00387	Syag.g_01386
OG0000823	Prac.g_00386	Syag.g_01385
OG0000824	Prac.g_00383	Syag.g_01379
OG0000825	Prac.g_00382	Syag.g_01378
OG0000826	Prac.g_00381	Syag.g_01377
OG0000827	Prac.g_00380	Syag.g_01376
OG0000828	Prac.g_00377	Syag.g_01373
OG0000829	Prac.g_00376	Syag.g_01372
OG0000830	Prac.g_00375	Syag.g_01371
OG0000831	Prac.g_00373	Syag.g_01367
OG0000832	Prac.g_00367	Syag.g_01614
OG0000833	Prac.g_00359	Syag.g_01628
OG0000834	Prac.g_00358	Syag.g_01632
OG0000835	Prac.g_00357	Syag.g_01633
OG0000836	Prac.g_00356	Syag.g_01637
OG0000837	Prac.g_00355	Syag.g_01638
OG0000838	Prac.g_00353	Syag.g_01642
OG0000839	Prac.g_00352	Syag.g_01643
OG0000840	Prac.g_00351	Syag.g_01644
OG0000841	Prac.g_00350	Syag.g_01645
OG0000842	Prac.g_00349	Syag.g_01646
OG0000843	Prac.g_00348	Syag.g_01647
OG0000844	Prac.g_00347	Syag.g_01649
OG0000845	Prac.g_00346	Syag.g_01650
OG0000846	Prac.g_00345	Syag.g_01651
OG0000847	Prac.g_00344	Syag.g_01652
OG0000848	Prac.g_00343	Syag.g_01654
OG0000849	Prac.g_00342	Syag.g_01655
OG0000850	Prac.g_00340	Syag.g_01657
OG0000851	Prac.g_00339	Syag.g_01663
OG0000852	Prac.g_00338	Syag.g_01664
OG0000853	Prac.g_00334	Syag.g_01668
OG0000854	Prac.g_00332	Syag.g_01670
OG0000855	Prac.g_00331	Syag.g_01671
OG0000856	Prac.g_00317	Syag.g_00386
OG0000857	Prac.g_00288	Syag.g_00684
OG0000858	Prac.g_00631	Syag.g_01677
OG0000859	Prac.g_00630	Syag.g_01678
OG0000860	Prac.g_00623	Syag.g_01689
OG0000861	Prac.g_00622	Syag.g_01690
OG0000862	Prac.g_00621	Syag.g_01693
OG0000863	Prac.g_00619	Syag.g_01695
OG0000864	Prac.g_00618	Syag.g_01696
OG0000865	Prac.g_00617	Syag.g_01697
OG0000866	Prac.g_00616	Syag.g_01698
OG0000867	Prac.g_00615	Syag.g_01699
OG0000868	Prac.g_00614	Syag.g_01707
OG0000869	Prac.g_00610	Syag.g_01711
OG0000870	Prac.g_00605	Syag.g_01716
OG0000871	Prac.g_00604	Syag.g_01717
OG0000872	Prac.g_00603	Syag.g_01723
OG0000873	Prac.g_00600	Syag.g_01726
OG0000874	Prac.g_00597	Syag.g_01729
OG0000875	Prac.g_00596	Syag.g_01731
OG0000876	Prac.g_00595	Syag.g_01732
OG0000877	Prac.g_00593	Syag.g_01734
OG0000878	Prac.g_00592	Syag.g_01735
OG0000879	Prac.g_00591	Syag.g_02356
OG0000880	Prac.g_00590	Syag.g_01736
OG0000881	Prac.g_00586	Syag.g_01741
OG0000882	Prac.g_00581	Syag.g_01746
OG0000883	Prac.g_00580	Syag.g_01749
OG0000884	Prac.g_00578	Syag.g_01751
OG0000885	Prac.g_00577	Syag.g_01752
OG0000886	Prac.g_00576	Syag.g_01753
OG0000887	Prac.g_00575	Syag.g_01754
OG0000888	Prac.g_00573	Syag.g_01756
OG0000889	Prac.g_00571	Syag.g_01758
OG0000890	Prac.g_00570	Syag.g_01761
OG0000891	Prac.g_00569	Syag.g_01762
OG0000892	Prac.g_00471	Syag.g_01765
OG0000893	Prac.g_00476	Syag.g_02688
OG0000894	Prac.g_00478	Syag.g_02691
OG0000895	Prac.g_00481	Syag.g_02695
OG0000896	Prac.g_00482	Syag.g_02696
OG0000897	Prac.g_00484	Syag.g_02699
OG0000898	Prac.g_00485	Syag.g_02700
OG0000899	Prac.g_00486	Syag.g_02701
OG0000900	Prac.g_00487	Syag.g_02702
OG0000901	Prac.g_00490	Syag.g_02707
OG0000902	Prac.g_00492	Syag.g_02709
OG0000903	Prac.g_00495	Syag.g_02724
OG0000904	Prac.g_00497	Syag.g_02718
OG0000905	Prac.g_00502	Syag.g_02714
OG0000906	Prac.g_00503	Syag.g_02711
OG0000907	Prac.g_00506	Syag.g_02727
OG0000908	Prac.g_00509	Syag.g_02730
OG0000909	Prac.g_00510	Syag.g_02731
OG0000910	Prac.g_00511	Syag.g_02732
OG0000911	Prac.g_00513	Syag.g_02734
OG0000912	Prac.g_00514	Syag.g_02735
OG0000913	Prac.g_00515	Syag.g_02736
OG0000914	Prac.g_00516	Syag.g_02737
OG0000915	Prac.g_00517	Syag.g_02739
OG0000916	Prac.g_00518	Syag.g_02740
OG0000917	Prac.g_00519	Syag.g_02741
OG0000918	Prac.g_00520	Syag.g_02742
OG0000919	Prac.g_00521	Syag.g_02743
OG0000920	Prac.g_00522	Syag.g_02744
OG0000921	Prac.g_00523	Syag.g_02745
OG0000922	Prac.g_00524	Syag.g_02746
OG0000923	Prac.g_00528	Syag.g_02750
OG0000924	Prac.g_00529	Syag.g_02751
OG0000925	Prac.g_00530	Syag.g_02752
OG0000926	Prac.g_00531	Syag.g_02753
OG0000927	Prac.g_00533	Syag.g_02755
OG0000928	Prac.g_00534	Syag.g_02756
OG0000929	Prac.g_00535	Syag.g_02757
OG0000930	Prac.g_00536	Syag.g_02758
OG0000931	Prac.g_00537	Syag.g_02759
OG0000932	Prac.g_00538	Syag.g_02760
OG0000933	Prac.g_00542	Syag.g_02766
OG0000934	Prac.g_00544	Syag.g_02768
OG0000935	Prac.g_00545	Syag.g_02769
OG0000936	Prac.g_00546	Syag.g_02770
OG0000937	Prac.g_00547	Syag.g_02771
OG0000938	Prac.g_00549	Syag.g_02774
OG0000939	Prac.g_00550	Syag.g_02775
OG0000940	Prac.g_00556	Syag.g_02783
OG0000941	Prac.g_00558	Syag.g_02785
OG0000942	Prac.g_00560	Syag.g_02787
OG0000943	Prac.g_00561	Syag.g_02788
OG0000944	Prac.g_00562	Syag.g_02790
OG0000945	Prac.g_00563	Syag.g_02792
OG0000946	Prac.g_00005	Syag.g_02797
OG0000947	Prac.g_00007	Syag.g_02801
OG0000948	Prac.g_00008	Syag.g_02802
OG0000949	Prac.g_00011	Syag.g_02449
OG0000950	Prac.g_00016	Syag.g_02436
OG0000951	Prac.g_00020	Syag.g_02431
OG0000952	Prac.g_00024	Syag.g_02423
OG0000953	Prac.g_00027	Syag.g_02415
OG0000954	Prac.g_00031	Syag.g_02409
OG0000955	Prac.g_00032	Syag.g_02408
OG0000956	Prac.g_00034	Syag.g_02406
OG0000957	Prac.g_00039	Syag.g_02395
OG0000958	Prac.g_00040	Syag.g_02394
OG0000959	Prac.g_00044	Syag.g_02389
OG0000960	Prac.g_00045	Syag.g_02388
OG0000961	Prac.g_00047	Syag.g_02379
OG0000962	Prac.g_00049	Syag.g_02377
OG0000963	Prac.g_00052	Syag.g_02372
OG0000964	Prac.g_00053	Syag.g_02371
OG0000965	Prac.g_00054	Syag.g_02370
OG0000966	Prac.g_00061	Syag.g_02362
OG0000967	Prac.g_00065	Syag.g_02358
OG0000968	Prac.g_00067	Syag.g_02355
OG0000969	Prac.g_00068	Syag.g_02354
OG0000970	Prac.g_00069	Syag.g_02353
OG0000971	Prac.g_00070	Syag.g_02348
OG0000972	Prac.g_00071	Syag.g_02347
OG0000973	Prac.g_00072	Syag.g_02346
OG0000974	Prac.g_00073	Syag.g_02345
OG0000975	Prac.g_00074	Syag.g_02344
OG0000976	Prac.g_00075	Syag.g_02343
OG0000977	Prac.g_00076	Syag.g_02340
OG0000978	Prac.g_00077	Syag.g_02338
OG0000979	Prac.g_00080	Syag.g_02335
OG0000980	Prac.g_00082	Syag.g_02332
OG0000981	Prac.g_00084	Syag.g_02329
OG0000982	Prac.g_00086	Syag.g_02127
OG0000983	Prac.g_00087	Syag.g_02128
OG0000984	Prac.g_00088	Syag.g_02129
OG0000985	Prac.g_00091	Syag.g_02133
OG0000986	Prac.g_00093	Syag.g_02138
OG0000987	Prac.g_00094	Syag.g_02140
OG0000988	Prac.g_00097	Syag.g_02145
OG0000989	Prac.g_00100	Syag.g_02156
OG0000990	Prac.g_00103	Syag.g_02169
OG0000991	Prac.g_00104	Syag.g_02174
OG0000992	Prac.g_00106	Syag.g_02177
OG0000993	Prac.g_00107	Syag.g_02178
OG0000994	Prac.g_00108	Syag.g_02181
OG0000995	Prac.g_00112	Syag.g_02187
OG0000996	Prac.g_00113	Syag.g_02229
OG0000997	Prac.g_00114	Syag.g_02239
OG0000998	Prac.g_00116	Syag.g_02241
OG0000999	Prac.g_00117	Syag.g_02242
OG0001000	Prac.g_00120	Syag.g_02246
OG0001001	Prac.g_00122	Syag.g_02251
OG0001002	Prac.g_00126	Syag.g_02258
OG0001003	Prac.g_00127	Syag.g_02260
OG0001004	Prac.g_00128	Syag.g_02261
OG0001005	Prac.g_00129	Syag.g_02263
OG0001006	Prac.g_01949	Syag.g_02270
OG0001007	Prac.g_01947	Syag.g_02272
OG0001008	Prac.g_01110	Syag.g_00034
OG0001009	Prac.g_01920	Syag.g_02304
OG0001010	Prac.g_01919	Syag.g_02305
OG0001011	Prac.g_01918	Syag.g_02307
OG0001012	Prac.g_01889	Syag.g_02123
OG0001013	Prac.g_01883	Syag.g_02098
OG0001014	Prac.g_01880	Syag.g_02084
OG0001015	Prac.g_01879	Syag.g_02083
OG0001016	Prac.g_01858	Syag.g_01824
OG0001017	Prac.g_01854	Syag.g_01830
OG0001018	Prac.g_01851	Syag.g_01832
OG0001019	Prac.g_01842	Syag.g_01854
OG0001020	Prac.g_01841	Syag.g_01861
OG0001021	Prac.g_01840	Syag.g_01865
OG0001022	Prac.g_01837	Syag.g_01870
OG0001023	Prac.g_01836	Syag.g_01871
OG0001024	Prac.g_01833	Syag.g_01875
OG0001025	Prac.g_01827	Syag.g_01882
OG0001026	Prac.g_01820	Syag.g_01894
OG0001027	Prac.g_01819	Syag.g_01902
OG0001028	Prac.g_01817	Syag.g_01904
OG0001029	Prac.g_01816	Syag.g_01906
OG0001030	Prac.g_01801	Syag.g_01927
OG0001031	Prac.g_01744	Syag.g_02000
OG0001032	Prac.g_01743	Syag.g_02005
OG0001033	Prac.g_01722	Syag.g_02048
OG0001034	Prac.g_01694	Syag.g_01784
OG0001035	Prac.g_01677	Syag.g_02635
OG0001036	Prac.g_01672	Syag.g_02630
OG0001037	Prac.g_01671	Syag.g_02628
OG0001038	Prac.g_01653	Syag.g_02600
OG0001039	Prac.g_01650	Syag.g_02597
OG0001040	Prac.g_01648	Syag.g_02594
OG0001041	Prac.g_01644	Syag.g_02589
OG0001042	Prac.g_01627	Syag.g_02564
OG0001043	Prac.g_01626	Syag.g_02560
OG0001044	Prac.g_01201	Syag.g_02842
OG0001045	Prac.g_01192	Syag.g_02856
OG0001046	Prac.g_01154	Syag.g_00836
OG0001047	Prac.g_01108	Syag.g_00036
OG0001048	Prac.g_01107	Syag.g_00037
OG0001049	Prac.g_01105	Syag.g_00040
OG0001050	Prac.g_01104	Syag.g_00041
OG0001051	Prac.g_01103	Syag.g_00042
OG0001052	Prac.g_01073	Syag.g_01352
OG0001053	Prac.g_01061	Syag.g_01525
OG0001054	Prac.g_00873	Syag.g_01506
OG0001055	Prac.g_00855	Syag.g_01485
OG0001056	Prac.g_00836	Syag.g_01449
OG0001057	Prac.g_00831	Syag.g_01241
OG0001058	Prac.g_00823	Syag.g_00271
OG0001059	Prac.g_00819	Syag.g_00275
OG0001060	Prac.g_00812	Syag.g_00282
OG0001061	Prac.g_00799	Syag.g_00302
OG0001062	Prac.g_00797	Syag.g_00304
OG0001063	Prac.g_00795	Syag.g_00310
OG0001064	Prac.g_00794	Syag.g_00311
OG0001065	Prac.g_00793	Syag.g_00312
OG0001066	Prac.g_00792	Syag.g_00313
OG0001067	Prac.g_00791	Syag.g_00314
OG0001068	Prac.g_00790	Syag.g_00315
OG0001069	Prac.g_00789	Syag.g_00317
OG0001070	Prac.g_00786	Syag.g_00321
OG0001071	Prac.g_00785	Syag.g_00322
OG0001072	Prac.g_00783	Syag.g_00327
OG0001073	Prac.g_00767	Syag.g_00342
OG0001074	Prac.g_00756	Syag.g_00467
OG0001075	Prac.g_00755	Syag.g_00362
OG0001076	Prac.g_00747	Syag.g_00378
OG0001077	Prac.g_00743	Syag.g_00388
OG0001078	Prac.g_00735	Syag.g_00411
OG0001079	Prac.g_00724	Syag.g_00428
OG0001080	Prac.g_00718	Syag.g_00495
OG0001081	Prac.g_00716	Syag.g_00551
OG0001082	Prac.g_00715	Syag.g_00552
OG0001083	Prac.g_00710	Syag.g_00565
OG0001084	Prac.g_00709	Syag.g_00569
OG0001085	Prac.g_00701	Syag.g_00592
OG0001086	Prac.g_00700	Syag.g_00594
OG0001087	Prac.g_00683	Syag.g_01018
OG0001088	Prac.g_00682	Syag.g_01016
OG0001089	Prac.g_00674	Syag.g_00986
OG0001090	Prac.g_01559	Syag.g_00922
OG0001091	Prac.g_01557	Syag.g_00919
OG0001092	Prac.g_01556	Syag.g_00917
OG0001093	Prac.g_01551	Syag.g_00910
OG0001094	Prac.g_01481	Syag.g_00661
OG0001095	Prac.g_01462	Syag.g_00681
OG0001096	Prac.g_01449	Syag.g_00703
OG0001097	Prac.g_01431	Syag.g_00729
OG0001098	Prac.g_01416	Syag.g_00744
OG0001099	Prac.g_01396	Syag.g_01905
OG0001101	Prac.g_01390	Syag.g_00603
OG0001102	Prac.g_01387	Syag.g_00606
OG0001103	Prac.g_01385	Syag.g_00608
OG0001104	Prac.g_01364	Syag.g_00642
OG0001105	Prac.g_01360	Syag.g_00646
OG0001106	Prac.g_01336	Syag.g_00796
OG0001107	Prac.g_01329	Syag.g_00808
OG0001108	Prac.g_01325	Syag.g_00817
OG0001109	Prac.g_01324	Syag.g_00819
OG0001110	Prac.g_01322	Syag.g_00821
OG0001111	Prac.g_01321	Syag.g_00823
OG0001112	Prac.g_01320	Syag.g_00825
OG0001113	Prac.g_01319	Syag.g_00826
OG0001114	Prac.g_01318	Syag.g_00827
OG0001115	Prac.g_01316	Syag.g_00831
OG0001116	Prac.g_01315	Syag.g_00833
OG0001117	Prac.g_01314	Syag.g_00834
OG0001118	Prac.g_01313	Syag.g_00835
OG0001119	Prac.g_01312	Syag.g_00837
OG0001120	Prac.g_01310	Syag.g_00841
OG0001121	Prac.g_01020	Syag.g_01584
OG0001122	Prac.g_01284	Syag.g_00867
OG0001123	Prac.g_01280	Syag.g_00875
OG0001124	Prac.g_01278	Syag.g_00877
OG0001125	Prac.g_01277	Syag.g_00879
OG0001126	Prac.g_01267	Syag.g_00957
OG0001127	Prac.g_01266	Syag.g_00958
OG0001128	Prac.g_01264	Syag.g_00961
OG0001129	Prac.g_01263	Syag.g_00963
OG0001130	Prac.g_01262	Syag.g_00964
OG0001131	Prac.g_01225	Syag.g_00624
OG0001132	Prac.g_01216	Syag.g_00096
OG0001133	Prac.g_01031	Syag.g_00380
OG0001134	Prac.g_01018	Syag.g_02164
OG0001135	Prac.g_01015	Syag.g_00147
OG0001136	Prac.g_00988	Syag.g_01144
OG0001137	Prac.g_00977	Syag.g_01123
OG0001138	Prac.g_00959	Syag.g_01090
OG0001139	Prac.g_00958	Syag.g_01088
OG0001140	Prac.g_00957	Syag.g_01087
OG0001141	Prac.g_00956	Syag.g_01086
OG0001142	Prac.g_00955	Syag.g_01085
OG0001143	Prac.g_00948	Syag.g_01077
OG0001144	Prac.g_00943	Syag.g_01064
OG0001145	Prac.g_00167	Syag.g_01169
OG0001146	Prac.g_00179	Syag.g_01218
OG0001147	Prac.g_00203	Syag.g_01360
OG0001148	Prac.g_00219	Syag.g_01539
OG0001149	Prac.g_00220	Syag.g_01540
OG0001150	Prac.g_00221	Syag.g_01541
OG0001151	Prac.g_00232	Syag.g_01554
OG0001152	Prac.g_00233	Syag.g_01555
OG0001153	Prac.g_00379	Syag.g_01375
OG0001154	Prac.g_00378	Syag.g_01374
OG0001155	Prac.g_00366	Syag.g_01616
OG0001156	Prac.g_00363	Syag.g_01619
OG0001157	Prac.g_00362	Syag.g_01620
OG0001158	Prac.g_00361	Syag.g_01621
OG0001159	Prac.g_00360	Syag.g_01622, Syag.g_01625
OG0001160	Prac.g_00336	Syag.g_01666
OG0001161	Prac.g_00324	Syag.g_02163
OG0001162	Prac.g_00313	Syag.g_01238
OG0001163	Prac.g_00633	Syag.g_01674
OG0001164	Prac.g_00629	Syag.g_01680
OG0001165	Prac.g_00626	Syag.g_01685
OG0001166	Prac.g_00606	Syag.g_01715
