Orthogroup	Prac	Syao
OG0000587	Prac.g_00757	Syao.g_01057
OG0000588	Prac.g_00753	Syao.g_00406
OG0000589	Prac.g_00750	Syao.g_01342
OG0000590	Prac.g_00749	Syao.g_01341
OG0000591	Prac.g_00746	Syao.g_01330
OG0000592	Prac.g_00745	Syao.g_01329
OG0000593	Prac.g_00739	Syao.g_00890
OG0000594	Prac.g_00738	Syao.g_00891
OG0000595	Prac.g_00737	Syao.g_00892
OG0000596	Prac.g_00733	Syao.g_00897
OG0000597	Prac.g_00731	Syao.g_00900
OG0000598	Prac.g_00730	Syao.g_00901
OG0000599	Prac.g_00727	Syao.g_00908
OG0000600	Prac.g_00726	Syao.g_00909
OG0000601	Prac.g_00725	Syao.g_00910
OG0000602	Prac.g_00723	Syao.g_00914
OG0000603	Prac.g_00722	Syao.g_00915
OG0000604	Prac.g_00721	Syao.g_00918
OG0000606	Prac.g_00717	Syao.g_00924
OG0000607	Prac.g_00714	Syao.g_00927
OG0000608	Prac.g_00713	Syao.g_00928
OG0000609	Prac.g_00712	Syao.g_00930
OG0000610	Prac.g_00707	Syao.g_00940
OG0000611	Prac.g_00704	Syao.g_00943
OG0000612	Prac.g_00703	Syao.g_00944
OG0000613	Prac.g_00698	Syao.g_01979
OG0000614	Prac.g_00679	Syao.g_00375
OG0000615	Prac.g_00671	Syao.g_00978
OG0000616	Prac.g_00667	Syao.g_02342
OG0000617	Prac.g_01554	Syao.g_00486
OG0000618	Prac.g_01553	Syao.g_00485
OG0000619	Prac.g_01552	Syao.g_00484
OG0000620	Prac.g_01549	Syao.g_00479
OG0000621	Prac.g_01548	Syao.g_00478
OG0000622	Prac.g_01547	Syao.g_00476
OG0000623	Prac.g_01546	Syao.g_00475
OG0000624	Prac.g_01545	Syao.g_00473
OG0000625	Prac.g_01544	Syao.g_00472
OG0000626	Prac.g_01543	Syao.g_00471
OG0000627	Prac.g_01542	Syao.g_00567
OG0000628	Prac.g_01541	Syao.g_00566
OG0000629	Prac.g_01540	Syao.g_00590
OG0000630	Prac.g_01537	Syao.g_00585
OG0000631	Prac.g_01484	Syao.g_00644
OG0000632	Prac.g_01483	Syao.g_00643
OG0000633	Prac.g_01482	Syao.g_00642
OG0000634	Prac.g_01479	Syao.g_00752
OG0000635	Prac.g_01478	Syao.g_00753
OG0000636	Prac.g_01476	Syao.g_00755
OG0000637	Prac.g_01474	Syao.g_00757
OG0000638	Prac.g_01473	Syao.g_00758
OG0000639	Prac.g_01472	Syao.g_00759
OG0000640	Prac.g_01471	Syao.g_00760
OG0000641	Prac.g_01467	Syao.g_00764
OG0000642	Prac.g_01466	Syao.g_00765
OG0000643	Prac.g_01465	Syao.g_00767
OG0000644	Prac.g_01464	Syao.g_00768
OG0000645	Prac.g_01463	Syao.g_00770
OG0000646	Prac.g_01461	Syao.g_00773
OG0000647	Prac.g_01460	Syao.g_00775
OG0000648	Prac.g_01458	Syao.g_00777
OG0000649	Prac.g_01457	Syao.g_00778
OG0000650	Prac.g_01456	Syao.g_00779
OG0000651	Prac.g_01455	Syao.g_00780
OG0000652	Prac.g_01454	Syao.g_00781
OG0000653	Prac.g_01452	Syao.g_00783
OG0000654	Prac.g_01451	Syao.g_00784
OG0000655	Prac.g_01450	Syao.g_00785
OG0000656	Prac.g_01447	Syao.g_00789
OG0000657	Prac.g_01440	Syao.g_00435
OG0000658	Prac.g_01439	Syao.g_00560
OG0000659	Prac.g_01438	Syao.g_00559
OG0000660	Prac.g_01434	Syao.g_00555
OG0000661	Prac.g_01432	Syao.g_00553
OG0000662	Prac.g_01430	Syao.g_00535
OG0000663	Prac.g_01428	Syao.g_00532
OG0000664	Prac.g_01427	Syao.g_00530
OG0000665	Prac.g_01423	Syao.g_01436
OG0000666	Prac.g_01422	Syao.g_02120
OG0000667	Prac.g_01418	Syao.g_01375
OG0000668	Prac.g_01401	Syao.g_02678
OG0000669	Prac.g_01393	Syao.g_00955
OG0000670	Prac.g_01391	Syao.g_00958
OG0000671	Prac.g_01389	Syao.g_00960
OG0000672	Prac.g_01386	Syao.g_00963
OG0000673	Prac.g_01383	Syao.g_00966
OG0000674	Prac.g_01381	Syao.g_00968
OG0000675	Prac.g_01380	Syao.g_00969
OG0000676	Prac.g_01378	Syao.g_00971
OG0000677	Prac.g_01377	Syao.g_00972
OG0000678	Prac.g_01375	Syao.g_00974
OG0000679	Prac.g_01371	Syao.g_00981
OG0000680	Prac.g_01370	Syao.g_00982
OG0000681	Prac.g_01368	Syao.g_00985
OG0000682	Prac.g_01367	Syao.g_00986
OG0000683	Prac.g_01366	Syao.g_00987
OG0000684	Prac.g_01365	Syao.g_00990
OG0000685	Prac.g_01363	Syao.g_00733
OG0000686	Prac.g_01362	Syao.g_00734
OG0000687	Prac.g_01361	Syao.g_00735
OG0000688	Prac.g_01358	Syao.g_00741
OG0000689	Prac.g_01357	Syao.g_00743
OG0000690	Prac.g_01356	Syao.g_00744
OG0000691	Prac.g_01355	Syao.g_00745
OG0000692	Prac.g_01353	Syao.g_00747
OG0000693	Prac.g_01352	Syao.g_00748
OG0000694	Prac.g_01351	Syao.g_00749
OG0000695	Prac.g_01349	Syao.g_00639
OG0000696	Prac.g_01348	Syao.g_00638
OG0000697	Prac.g_01347	Syao.g_00636
OG0000698	Prac.g_01344	Syao.g_00633
OG0000699	Prac.g_01343	Syao.g_00631
OG0000700	Prac.g_01342	Syao.g_00630
OG0000701	Prac.g_01341	Syao.g_00629
OG0000702	Prac.g_01339	Syao.g_00705
OG0000703	Prac.g_01338	Syao.g_00693
OG0000704	Prac.g_01337	Syao.g_00689
OG0000705	Prac.g_01333	Syao.g_00682
OG0000706	Prac.g_01332	Syao.g_00681
OG0000707	Prac.g_01331	Syao.g_00680
OG0000708	Prac.g_01330	Syao.g_00677
OG0000709	Prac.g_01326	Syao.g_00670
OG0000710	Prac.g_01323	Syao.g_00666
OG0000711	Prac.g_01307	Syao.g_00815
OG0000712	Prac.g_01305	Syao.g_00813
OG0000713	Prac.g_01304	Syao.g_00812
OG0000714	Prac.g_01303	Syao.g_00810
OG0000715	Prac.g_01301	Syao.g_00808
OG0000716	Prac.g_01299	Syao.g_00804
OG0000717	Prac.g_01298	Syao.g_00803
OG0000718	Prac.g_01287	Syao.g_00794
OG0000719	Prac.g_01285	Syao.g_00444
OG0000720	Prac.g_01276	Syao.g_00457
OG0000721	Prac.g_01274	Syao.g_00459
OG0000722	Prac.g_01273	Syao.g_00460
OG0000723	Prac.g_01270	Syao.g_00469
OG0000724	Prac.g_01261	Syao.g_00513
OG0000725	Prac.g_01255	Syao.g_00385
OG0000726	Prac.g_01254	Syao.g_00384
OG0000727	Prac.g_01253	Syao.g_00383
OG0000728	Prac.g_01251	Syao.g_00381
OG0000729	Prac.g_01205	Syao.g_02190
OG0000730	Prac.g_01046	Syao.g_01880
OG0000731	Prac.g_01042	Syao.g_01868
OG0000732	Prac.g_01036	Syao.g_02218
OG0000733	Prac.g_01017	Syao.g_01427
OG0000734	Prac.g_01000	Syao.g_02592
OG0000735	Prac.g_00998	Syao.g_00140
OG0000736	Prac.g_00997	Syao.g_00139
OG0000737	Prac.g_00996	Syao.g_00138
OG0000738	Prac.g_00992	Syao.g_00132
OG0000739	Prac.g_00991	Syao.g_00131
OG0000740	Prac.g_00990	Syao.g_00130
OG0000741	Prac.g_00989	Syao.g_00127
OG0000742	Prac.g_00986	Syao.g_00124
OG0000743	Prac.g_00984	Syao.g_00217
OG0000744	Prac.g_00983	Syao.g_00216
OG0000745	Prac.g_00982	Syao.g_00213
OG0000746	Prac.g_00980	Syao.g_00210
OG0000747	Prac.g_00979	Syao.g_00208
OG0000748	Prac.g_00976	Syao.g_00193
OG0000749	Prac.g_00975	Syao.g_00192
OG0000750	Prac.g_00974	Syao.g_00191
OG0000751	Prac.g_00972	Syao.g_00185
OG0000752	Prac.g_00970	Syao.g_00183
OG0000753	Prac.g_00967	Syao.g_00180
OG0000754	Prac.g_00964	Syao.g_00175
OG0000755	Prac.g_00961	Syao.g_00021
OG0000756	Prac.g_00960	Syao.g_00229
OG0000757	Prac.g_00954	Syao.g_00252
OG0000758	Prac.g_00953	Syao.g_00251
OG0000759	Prac.g_00952	Syao.g_00250
OG0000760	Prac.g_00951	Syao.g_00249
OG0000761	Prac.g_00950	Syao.g_00248
OG0000762	Prac.g_00949	Syao.g_00246
OG0000763	Prac.g_00947	Syao.g_00242
OG0000764	Prac.g_00946	Syao.g_00241
OG0000765	Prac.g_00937	Syao.g_00267
OG0000766	Prac.g_00936	Syao.g_00266
OG0000767	Prac.g_00934	Syao.g_00264
OG0000768	Prac.g_00933	Syao.g_00263
OG0000769	Prac.g_00931	Syao.g_00261
OG0000770	Prac.g_00929	Syao.g_00257
OG0000771	Prac.g_00448	Syao.g_00506
OG0000772	Prac.g_00154	Syao.g_01523
OG0000773	Prac.g_00166	Syao.g_01447
OG0000774	Prac.g_00168	Syao.g_01442
OG0000775	Prac.g_00170	Syao.g_01440
OG0000776	Prac.g_00171	Syao.g_01439
OG0000777	Prac.g_00172	Syao.g_01438
OG0000778	Prac.g_00173	Syao.g_01437
OG0000779	Prac.g_00177	Syao.g_01469
OG0000780	Prac.g_00178	Syao.g_01456
OG0000781	Prac.g_00181	Syao.g_01452
OG0000782	Prac.g_00182	Syao.g_01451
OG0000783	Prac.g_00183	Syao.g_01450
OG0000784	Prac.g_00184	Syao.g_01449
OG0000785	Prac.g_00186	Syao.g_01481
OG0000786	Prac.g_00188	Syao.g_01473
OG0000787	Prac.g_00189	Syao.g_01472
OG0000788	Prac.g_00204	Syao.g_00870
OG0000789	Prac.g_00207	Syao.g_00623
OG0000790	Prac.g_00222	Syao.g_00041, Syao.g_00315
OG0000791	Prac.g_00224	Syao.g_00043
OG0000792	Prac.g_00225	Syao.g_00044
OG0000793	Prac.g_00228	Syao.g_02700
OG0000794	Prac.g_00229	Syao.g_02703
OG0000795	Prac.g_00230	Syao.g_02704
OG0000796	Prac.g_00234	Syao.g_02708
OG0000797	Prac.g_00235	Syao.g_02709
OG0000798	Prac.g_00262	Syao.g_02066
OG0000799	Prac.g_00429	Syao.g_01525
OG0000800	Prac.g_00428	Syao.g_01526
OG0000801	Prac.g_00427	Syao.g_01527
OG0000802	Prac.g_00425	Syao.g_01531
OG0000803	Prac.g_00423	Syao.g_01534
OG0000804	Prac.g_00422	Syao.g_01537
OG0000805	Prac.g_00420	Syao.g_01502
OG0000806	Prac.g_00418	Syao.g_01504
OG0000807	Prac.g_00417	Syao.g_01506
OG0000808	Prac.g_00416	Syao.g_01507
OG0000809	Prac.g_00413	Syao.g_01511
OG0000810	Prac.g_00412	Syao.g_01482
OG0000811	Prac.g_00408	Syao.g_01490
OG0000812	Prac.g_00406	Syao.g_01492
OG0000813	Prac.g_00405	Syao.g_01493
OG0000814	Prac.g_00403	Syao.g_01495
OG0000815	Prac.g_00402	Syao.g_01499
OG0000816	Prac.g_00400	Syao.g_01471
OG0000817	Prac.g_00399	Syao.g_01519
OG0000818	Prac.g_00394	Syao.g_00062
OG0000819	Prac.g_00393	Syao.g_00063
OG0000820	Prac.g_00392	Syao.g_00064
OG0000821	Prac.g_00388	Syao.g_00070
OG0000822	Prac.g_00387	Syao.g_00072
OG0000823	Prac.g_00386	Syao.g_00073
OG0000824	Prac.g_00383	Syao.g_00079
OG0000825	Prac.g_00382	Syao.g_00080
OG0000826	Prac.g_00381	Syao.g_00081
OG0000827	Prac.g_00380	Syao.g_00082
OG0000828	Prac.g_00377	Syao.g_00085
OG0000829	Prac.g_00376	Syao.g_00086
OG0000830	Prac.g_00375	Syao.g_00087
OG0000831	Prac.g_00373	Syao.g_00089
OG0000832	Prac.g_00367	Syao.g_01696
OG0000833	Prac.g_00359	Syao.g_01612
OG0000834	Prac.g_00358	Syao.g_01610
OG0000835	Prac.g_00357	Syao.g_01609
OG0000836	Prac.g_00356	Syao.g_01606
OG0000837	Prac.g_00355	Syao.g_01605
OG0000838	Prac.g_00353	Syao.g_01601
OG0000839	Prac.g_00352	Syao.g_01600
OG0000840	Prac.g_00351	Syao.g_01599
OG0000841	Prac.g_00350	Syao.g_01598
OG0000842	Prac.g_00349	Syao.g_01597
OG0000843	Prac.g_00348	Syao.g_01596
OG0000844	Prac.g_00347	Syao.g_01594
OG0000845	Prac.g_00346	Syao.g_01593
OG0000846	Prac.g_00345	Syao.g_01592
OG0000847	Prac.g_00344	Syao.g_01591
OG0000848	Prac.g_00343	Syao.g_01589
OG0000849	Prac.g_00342	Syao.g_01588
OG0000850	Prac.g_00340	Syao.g_01585
OG0000851	Prac.g_00339	Syao.g_01582
OG0000852	Prac.g_00338	Syao.g_01581
OG0000853	Prac.g_00334	Syao.g_01577
OG0000854	Prac.g_00332	Syao.g_01575
OG0000855	Prac.g_00331	Syao.g_01574
OG0000856	Prac.g_00317	Syao.g_01327
OG0000857	Prac.g_00288	Syao.g_00774
OG0000858	Prac.g_00631	Syao.g_01567
OG0000859	Prac.g_00630	Syao.g_01566
OG0000860	Prac.g_00623	Syao.g_01552
OG0000861	Prac.g_00622	Syao.g_01551
OG0000862	Prac.g_00621	Syao.g_01542
OG0000863	Prac.g_00619	Syao.g_01540
OG0000864	Prac.g_00618	Syao.g_01017
OG0000866	Prac.g_00616	Syao.g_01686
OG0000867	Prac.g_00615	Syao.g_01685
OG0000868	Prac.g_00614	Syao.g_01682
OG0000869	Prac.g_00610	Syao.g_01677
OG0000870	Prac.g_00605	Syao.g_01672
OG0000871	Prac.g_00604	Syao.g_01671
OG0000872	Prac.g_00603	Syao.g_01665
OG0000873	Prac.g_00600	Syao.g_01662
OG0000874	Prac.g_00597	Syao.g_01660
OG0000875	Prac.g_00596	Syao.g_01658
OG0000876	Prac.g_00595	Syao.g_00536
OG0000877	Prac.g_00593	Syao.g_01654
OG0000878	Prac.g_00592	Syao.g_01653
OG0000879	Prac.g_00591	Syao.g_01652
OG0000880	Prac.g_00590	Syao.g_01651
OG0000881	Prac.g_00586	Syao.g_01647
OG0000882	Prac.g_00581	Syao.g_01642
OG0000883	Prac.g_00580	Syao.g_01638
OG0000884	Prac.g_00578	Syao.g_01636
OG0000885	Prac.g_00577	Syao.g_01635
OG0000886	Prac.g_00576	Syao.g_01634
OG0000887	Prac.g_00575	Syao.g_01633
OG0000888	Prac.g_00573	Syao.g_01631
OG0000889	Prac.g_00571	Syao.g_01629
OG0000890	Prac.g_00570	Syao.g_01626
OG0000891	Prac.g_00569	Syao.g_01625
OG0000892	Prac.g_00471	Syao.g_01695
OG0000893	Prac.g_00476	Syao.g_01934
OG0000894	Prac.g_00478	Syao.g_01937
OG0000895	Prac.g_00481	Syao.g_01916
OG0000896	Prac.g_00482	Syao.g_01917
OG0000897	Prac.g_00484	Syao.g_01919
OG0000898	Prac.g_00485	Syao.g_01920
OG0000899	Prac.g_00486	Syao.g_01921
OG0000900	Prac.g_00487	Syao.g_01922
OG0000901	Prac.g_00490	Syao.g_01927
OG0000902	Prac.g_00492	Syao.g_01929
OG0000903	Prac.g_00495	Syao.g_01798
OG0000904	Prac.g_00497	Syao.g_01804
OG0000905	Prac.g_00502	Syao.g_01862
OG0000906	Prac.g_00503	Syao.g_01931
OG0000907	Prac.g_00506	Syao.g_01796
OG0000908	Prac.g_00509	Syao.g_01793
OG0000909	Prac.g_00510	Syao.g_01792
OG0000910	Prac.g_00511	Syao.g_01791
OG0000911	Prac.g_00513	Syao.g_01789
OG0000912	Prac.g_00514	Syao.g_01788
OG0000913	Prac.g_00515	Syao.g_01787
OG0000914	Prac.g_00516	Syao.g_01786
OG0000915	Prac.g_00517	Syao.g_01784
OG0000916	Prac.g_00518	Syao.g_01783
OG0000917	Prac.g_00519	Syao.g_01782
OG0000918	Prac.g_00520	Syao.g_01781
OG0000919	Prac.g_00521	Syao.g_01780
OG0000920	Prac.g_00522	Syao.g_01779
OG0000921	Prac.g_00523	Syao.g_01778
OG0000922	Prac.g_00524	Syao.g_01777
OG0000923	Prac.g_00528	Syao.g_01772
OG0000924	Prac.g_00529	Syao.g_01771
OG0000925	Prac.g_00530	Syao.g_01770
OG0000926	Prac.g_00531	Syao.g_01769
OG0000927	Prac.g_00533	Syao.g_01767
OG0000928	Prac.g_00534	Syao.g_01766
OG0000929	Prac.g_00535	Syao.g_01765
OG0000930	Prac.g_00536	Syao.g_01764
OG0000931	Prac.g_00537	Syao.g_01763
OG0000932	Prac.g_00538	Syao.g_01762
OG0000933	Prac.g_00542	Syao.g_01811
OG0000934	Prac.g_00544	Syao.g_01809
OG0000935	Prac.g_00545	Syao.g_01808
OG0000936	Prac.g_00546	Syao.g_01843
OG0000937	Prac.g_00547	Syao.g_01842
OG0000938	Prac.g_00549	Syao.g_01839
OG0000939	Prac.g_00550	Syao.g_01838
OG0000940	Prac.g_00556	Syao.g_01830
OG0000941	Prac.g_00558	Syao.g_01828
OG0000942	Prac.g_00560	Syao.g_01826
OG0000943	Prac.g_00561	Syao.g_01824
OG0000944	Prac.g_00562	Syao.g_01822
OG0000945	Prac.g_00563	Syao.g_01821
OG0000946	Prac.g_00005	Syao.g_01852
OG0000947	Prac.g_00007	Syao.g_01849
OG0000948	Prac.g_00008	Syao.g_01848
OG0000949	Prac.g_00011	Syao.g_01970
OG0000950	Prac.g_00016	Syao.g_01957
OG0000951	Prac.g_00020	Syao.g_02262
OG0000952	Prac.g_00024	Syao.g_02266
OG0000953	Prac.g_00027	Syao.g_02130
OG0000954	Prac.g_00031	Syao.g_02135
OG0000955	Prac.g_00032	Syao.g_02136
OG0000956	Prac.g_00034	Syao.g_02138
OG0000957	Prac.g_00039	Syao.g_01951
OG0000958	Prac.g_00040	Syao.g_01950
OG0000959	Prac.g_00044	Syao.g_01947
OG0000960	Prac.g_00045	Syao.g_01946
OG0000961	Prac.g_00047	Syao.g_02496
OG0000962	Prac.g_00049	Syao.g_02191
OG0000963	Prac.g_00052	Syao.g_02186
OG0000964	Prac.g_00053	Syao.g_02185
OG0000965	Prac.g_00054	Syao.g_02184
OG0000966	Prac.g_00061	Syao.g_02172
OG0000967	Prac.g_00065	Syao.g_02167
OG0000968	Prac.g_00067	Syao.g_02199
OG0000969	Prac.g_00068	Syao.g_02200
OG0000970	Prac.g_00069	Syao.g_02201
OG0000971	Prac.g_00070	Syao.g_02203
OG0000972	Prac.g_00071	Syao.g_02204
OG0000973	Prac.g_00072	Syao.g_02205
OG0000974	Prac.g_00073	Syao.g_02206
OG0000975	Prac.g_00074	Syao.g_02207
OG0000976	Prac.g_00075	Syao.g_02208
OG0000977	Prac.g_00076	Syao.g_02210
OG0000978	Prac.g_00077	Syao.g_02211
OG0000979	Prac.g_00080	Syao.g_02214
OG0000980	Prac.g_00082	Syao.g_02217
OG0000981	Prac.g_00084	Syao.g_02220
OG0000982	Prac.g_00086	Syao.g_02437
OG0000983	Prac.g_00087	Syao.g_02438
OG0000984	Prac.g_00088	Syao.g_02439
OG0000985	Prac.g_00091	Syao.g_02443
OG0000986	Prac.g_00093	Syao.g_02445
OG0000987	Prac.g_00094	Syao.g_02447
OG0000988	Prac.g_00097	Syao.g_02452
OG0000989	Prac.g_00100	Syao.g_02368
OG0000990	Prac.g_00103	Syao.g_02362
OG0000991	Prac.g_00104	Syao.g_02354
OG0000992	Prac.g_00106	Syao.g_02279
OG0000993	Prac.g_00107	Syao.g_02280
OG0000994	Prac.g_00108	Syao.g_02283
OG0000995	Prac.g_00112	Syao.g_02287
OG0000996	Prac.g_00113	Syao.g_02305
OG0000997	Prac.g_00114	Syao.g_02326
OG0000998	Prac.g_00116	Syao.g_02328
OG0000999	Prac.g_00117	Syao.g_02329
OG0001000	Prac.g_00120	Syao.g_02333
OG0001001	Prac.g_00122	Syao.g_02338
OG0001002	Prac.g_00126	Syao.g_02345
OG0001003	Prac.g_00127	Syao.g_02347
OG0001004	Prac.g_00128	Syao.g_02348
OG0001005	Prac.g_00129	Syao.g_02194
OG0001006	Prac.g_01949	Syao.g_02159
OG0001007	Prac.g_01947	Syao.g_02161
OG0001008	Prac.g_01110	Syao.g_01737
OG0001009	Prac.g_01920	Syao.g_02239
OG0001010	Prac.g_01919	Syao.g_02238
OG0001011	Prac.g_01918	Syao.g_02236
OG0001012	Prac.g_01889	Syao.g_00322
OG0001013	Prac.g_01883	Syao.g_02413
OG0001014	Prac.g_01880	Syao.g_02407
OG0001015	Prac.g_01879	Syao.g_02406
OG0001016	Prac.g_01858	Syao.g_02622
OG0001017	Prac.g_01854	Syao.g_02628
OG0001018	Prac.g_01851	Syao.g_02630
OG0001019	Prac.g_01842	Syao.g_02654
OG0001020	Prac.g_01841	Syao.g_02663
OG0001021	Prac.g_01840	Syao.g_02666
OG0001022	Prac.g_01837	Syao.g_02670
OG0001023	Prac.g_01836	Syao.g_02671
OG0001024	Prac.g_01833	Syao.g_01018
OG0001025	Prac.g_01827	Syao.g_02597
OG0001026	Prac.g_01820	Syao.g_02594
OG0001027	Prac.g_01819	Syao.g_02564
OG0001028	Prac.g_01817	Syao.g_02568
OG0001029	Prac.g_01816	Syao.g_02570
OG0001030	Prac.g_01801	Syao.g_02545
OG0001031	Prac.g_01744	Syao.g_02528
OG0001032	Prac.g_01743	Syao.g_02530
OG0001033	Prac.g_01722	Syao.g_01016
OG0001034	Prac.g_01694	Syao.g_01704
OG0001035	Prac.g_01677	Syao.g_02101
OG0001036	Prac.g_01672	Syao.g_02096
OG0001037	Prac.g_01671	Syao.g_02094
OG0001038	Prac.g_01653	Syao.g_02065
OG0001039	Prac.g_01650	Syao.g_02062
OG0001040	Prac.g_01648	Syao.g_02059
OG0001041	Prac.g_01644	Syao.g_02055
OG0001042	Prac.g_01627	Syao.g_02032
OG0001043	Prac.g_01626	Syao.g_02028
OG0001044	Prac.g_01201	Syao.g_01878
OG0001045	Prac.g_01192	Syao.g_01865
OG0001046	Prac.g_01154	Syao.g_00827
OG0001047	Prac.g_01108	Syao.g_01739
OG0001048	Prac.g_01107	Syao.g_01740
OG0001049	Prac.g_01105	Syao.g_01616
OG0001050	Prac.g_01104	Syao.g_01618
OG0001051	Prac.g_01103	Syao.g_01619
OG0001052	Prac.g_01073	Syao.g_02686
OG0001053	Prac.g_01061	Syao.g_00025
OG0001054	Prac.g_00873	Syao.g_00104
OG0001055	Prac.g_00855	Syao.g_00156
OG0001056	Prac.g_00836	Syao.g_01417
OG0001057	Prac.g_00831	Syao.g_00879
OG0001058	Prac.g_00823	Syao.g_00862
OG0001059	Prac.g_00819	Syao.g_00858
OG0001060	Prac.g_00812	Syao.g_00852
OG0001062	Prac.g_00797	Syao.g_01050
OG0001063	Prac.g_00795	Syao.g_01042
OG0001064	Prac.g_00794	Syao.g_01041
OG0001065	Prac.g_00793	Syao.g_01040
OG0001066	Prac.g_00792	Syao.g_01039
OG0001067	Prac.g_00791	Syao.g_01038
OG0001068	Prac.g_00790	Syao.g_01037
OG0001069	Prac.g_00789	Syao.g_01036
OG0001070	Prac.g_00786	Syao.g_01032
OG0001071	Prac.g_00785	Syao.g_01031
OG0001072	Prac.g_00783	Syao.g_01027
OG0001073	Prac.g_00767	Syao.g_00991
OG0001074	Prac.g_00756	Syao.g_00392
OG0001075	Prac.g_00755	Syao.g_00391
OG0001076	Prac.g_00747	Syao.g_01339
OG0001077	Prac.g_00743	Syao.g_01323
OG0001078	Prac.g_00735	Syao.g_00895
OG0001079	Prac.g_00724	Syao.g_00911
OG0001081	Prac.g_00716	Syao.g_00925
OG0001082	Prac.g_00715	Syao.g_00926
OG0001083	Prac.g_00710	Syao.g_00934
OG0001084	Prac.g_00709	Syao.g_00935
OG0001085	Prac.g_00701	Syao.g_00947
OG0001086	Prac.g_00700	Syao.g_00949
OG0001087	Prac.g_00683	Syao.g_01419
OG0001088	Prac.g_00682	Syao.g_00211
OG0001089	Prac.g_00674	Syao.g_00376
OG0001090	Prac.g_01559	Syao.g_00494
OG0001091	Prac.g_01557	Syao.g_00491
OG0001092	Prac.g_01556	Syao.g_00489
OG0001093	Prac.g_01551	Syao.g_00482
OG0001094	Prac.g_01481	Syao.g_00750
OG0001095	Prac.g_01462	Syao.g_00771
OG0001096	Prac.g_01449	Syao.g_00786
OG0001097	Prac.g_01431	Syao.g_00552
OG0001098	Prac.g_01416	Syao.g_00731
OG0001099	Prac.g_01396	Syao.g_02569
OG0001100	Prac.g_01392	Syao.g_00957
OG0001101	Prac.g_01390	Syao.g_00959
OG0001102	Prac.g_01387	Syao.g_00962
OG0001103	Prac.g_01385	Syao.g_00964
OG0001105	Prac.g_01360	Syao.g_00736
OG0001106	Prac.g_01336	Syao.g_00688
OG0001107	Prac.g_01329	Syao.g_00676
OG0001108	Prac.g_01325	Syao.g_00669
OG0001109	Prac.g_01324	Syao.g_00667
OG0001110	Prac.g_01322	Syao.g_00665
OG0001111	Prac.g_01321	Syao.g_00663
OG0001112	Prac.g_01320	Syao.g_00661
OG0001113	Prac.g_01319	Syao.g_00660
OG0001114	Prac.g_01318	Syao.g_00659
OG0001115	Prac.g_01316	Syao.g_00832
OG0001116	Prac.g_01315	Syao.g_00830
OG0001117	Prac.g_01314	Syao.g_00829
OG0001118	Prac.g_01313	Syao.g_00828
OG0001119	Prac.g_01312	Syao.g_00826
OG0001120	Prac.g_01310	Syao.g_00822
OG0001121	Prac.g_01020	Syao.g_01294
OG0001122	Prac.g_01284	Syao.g_00445
OG0001123	Prac.g_01280	Syao.g_00451
OG0001124	Prac.g_01278	Syao.g_00453
OG0001125	Prac.g_01277	Syao.g_00456
OG0001126	Prac.g_01267	Syao.g_00504
OG0001127	Prac.g_01266	Syao.g_00505
OG0001128	Prac.g_01264	Syao.g_00508
OG0001129	Prac.g_01263	Syao.g_00510
OG0001130	Prac.g_01262	Syao.g_00511
OG0001131	Prac.g_01225	Syao.g_01387
OG0001132	Prac.g_01216	Syao.g_01221
OG0001133	Prac.g_01031	Syao.g_01333
OG0001134	Prac.g_01018	Syao.g_01428
OG0001135	Prac.g_01015	Syao.g_01424
OG0001136	Prac.g_00988	Syao.g_00126
OG0001137	Prac.g_00977	Syao.g_00194
OG0001138	Prac.g_00959	Syao.g_00227
OG0001139	Prac.g_00958	Syao.g_00225
OG0001140	Prac.g_00957	Syao.g_00224
OG0001141	Prac.g_00956	Syao.g_00254
OG0001142	Prac.g_00955	Syao.g_00253
OG0001143	Prac.g_00948	Syao.g_00243
OG0001144	Prac.g_00943	Syao.g_00276
OG0001145	Prac.g_00167	Syao.g_01446
OG0001146	Prac.g_00179	Syao.g_01455
OG0001147	Prac.g_00203	Syao.g_00095
OG0001148	Prac.g_00219	Syao.g_00038
OG0001149	Prac.g_00220	Syao.g_00039
OG0001150	Prac.g_00221	Syao.g_00040
OG0001151	Prac.g_00232	Syao.g_02706
OG0001152	Prac.g_00233	Syao.g_02707
OG0001153	Prac.g_00379	Syao.g_00083
OG0001154	Prac.g_00378	Syao.g_00084
OG0001155	Prac.g_00366	Syao.g_01747
OG0001156	Prac.g_00363	Syao.g_01744
OG0001157	Prac.g_00362	Syao.g_01743
OG0001158	Prac.g_00361	Syao.g_01742
OG0001159	Prac.g_00360	Syao.g_01741
OG0001160	Prac.g_00336	Syao.g_01579
OG0001161	Prac.g_00324	Syao.g_02373
OG0001162	Prac.g_00313	Syao.g_02650
OG0001163	Prac.g_00633	Syao.g_01571
OG0001164	Prac.g_00629	Syao.g_01564
OG0001165	Prac.g_00626	Syao.g_01559
OG0001166	Prac.g_00606	Syao.g_01673
OG0001167	Prac.g_00589	Syao.g_01006
OG0001168	Prac.g_00587	Syao.g_01648
OG0001169	Prac.g_00585	Syao.g_01646
OG0001170	Prac.g_00583	Syao.g_01644
OG0001171	Prac.g_00574	Syao.g_01632
OG0001172	Prac.g_00479	Syao.g_01914
OG0001173	Prac.g_00480	Syao.g_01915
