Orthogroup	Prac	Syad
OG0000585	Prac.g_00759	Syad.g_02202
OG0000586	Prac.g_00758	Syad.g_02201
OG0000587	Prac.g_00757	Syad.g_02199
OG0000588	Prac.g_00753	Syad.g_02183
OG0000589	Prac.g_00750	Syad.g_02178
OG0000590	Prac.g_00749	Syad.g_02177
OG0000591	Prac.g_00746	Syad.g_02169
OG0000592	Prac.g_00745	Syad.g_02168
OG0000593	Prac.g_00739	Syad.g_02156
OG0000594	Prac.g_00738	Syad.g_02155
OG0000595	Prac.g_00737	Syad.g_02154
OG0000596	Prac.g_00733	Syad.g_02149
OG0000597	Prac.g_00731	Syad.g_02146
OG0000598	Prac.g_00730	Syad.g_02145
OG0000599	Prac.g_00727	Syad.g_02142
OG0000600	Prac.g_00726	Syad.g_02141
OG0000601	Prac.g_00725	Syad.g_02140
OG0000602	Prac.g_00723	Syad.g_02135
OG0000603	Prac.g_00722	Syad.g_02134
OG0000604	Prac.g_00721	Syad.g_02131
OG0000605	Prac.g_00720	Syad.g_02026
OG0000606	Prac.g_00717	Syad.g_01567
OG0000607	Prac.g_00714	Syad.g_01571
OG0000608	Prac.g_00713	Syad.g_01572
OG0000609	Prac.g_00712	Syad.g_01574
OG0000610	Prac.g_00707	Syad.g_01589
OG0000611	Prac.g_00704	Syad.g_01592
OG0000612	Prac.g_00703	Syad.g_01593
OG0000613	Prac.g_00698	Syad.g_00457
OG0000614	Prac.g_00679	Syad.g_01340
OG0000615	Prac.g_00671	Syad.g_01948
OG0000616	Prac.g_00667	Syad.g_00145
OG0000617	Prac.g_01554	Syad.g_01810
OG0000618	Prac.g_01553	Syad.g_01809
OG0000619	Prac.g_01552	Syad.g_01808
OG0000620	Prac.g_01549	Syad.g_01803
OG0000621	Prac.g_01548	Syad.g_01802
OG0000622	Prac.g_01547	Syad.g_01801
OG0000623	Prac.g_01546	Syad.g_01800
OG0000624	Prac.g_01545	Syad.g_01798
OG0000625	Prac.g_01544	Syad.g_01797
OG0000626	Prac.g_01543	Syad.g_01796
OG0000627	Prac.g_01542	Syad.g_01640
OG0000628	Prac.g_01541	Syad.g_01641
OG0000629	Prac.g_01540	Syad.g_01644
OG0000630	Prac.g_01537	Syad.g_01648
OG0000631	Prac.g_01484	Syad.g_01658
OG0000632	Prac.g_01483	Syad.g_01659
OG0000633	Prac.g_01482	Syad.g_01660
OG0000634	Prac.g_01479	Syad.g_01893
OG0000635	Prac.g_01478	Syad.g_01892
OG0000636	Prac.g_01476	Syad.g_01890
OG0000637	Prac.g_01474	Syad.g_01888
OG0000638	Prac.g_01473	Syad.g_01887
OG0000639	Prac.g_01472	Syad.g_01886
OG0000640	Prac.g_01471	Syad.g_01885
OG0000641	Prac.g_01467	Syad.g_01881
OG0000642	Prac.g_01466	Syad.g_01880
OG0000643	Prac.g_01465	Syad.g_01878
OG0000644	Prac.g_01464	Syad.g_01877
OG0000645	Prac.g_01463	Syad.g_01875
OG0000646	Prac.g_01461	Syad.g_01872
OG0000647	Prac.g_01460	Syad.g_01870
OG0000648	Prac.g_01458	Syad.g_01860
OG0000649	Prac.g_01457	Syad.g_01859
OG0000650	Prac.g_01456	Syad.g_01858
OG0000651	Prac.g_01455	Syad.g_01857
OG0000652	Prac.g_01454	Syad.g_01856
OG0000653	Prac.g_01452	Syad.g_01850
OG0000654	Prac.g_01451	Syad.g_01849
OG0000655	Prac.g_01450	Syad.g_01848
OG0000656	Prac.g_01447	Syad.g_01845
OG0000657	Prac.g_01440	Syad.g_01240
OG0000658	Prac.g_01439	Syad.g_01231
OG0000659	Prac.g_01438	Syad.g_01230
OG0000660	Prac.g_01434	Syad.g_01226
OG0000661	Prac.g_01432	Syad.g_01224
OG0000662	Prac.g_01430	Syad.g_01222
OG0000663	Prac.g_01428	Syad.g_01219
OG0000664	Prac.g_01427	Syad.g_01209
OG0000665	Prac.g_01423	Syad.g_02115
OG0000666	Prac.g_01422	Syad.g_02027
OG0000667	Prac.g_01418	Syad.g_00612
OG0000668	Prac.g_01401	Syad.g_01688
OG0000669	Prac.g_01393	Syad.g_01606
OG0000670	Prac.g_01391	Syad.g_01609
OG0000671	Prac.g_01389	Syad.g_01611
OG0000672	Prac.g_01386	Syad.g_01615
OG0000673	Prac.g_01383	Syad.g_01618
OG0000674	Prac.g_01381	Syad.g_01620
OG0000675	Prac.g_01380	Syad.g_01633
OG0000676	Prac.g_01378	Syad.g_01635
OG0000677	Prac.g_01377	Syad.g_01636
OG0000678	Prac.g_01375	Syad.g_01957
OG0000679	Prac.g_01371	Syad.g_01922
OG0000680	Prac.g_01370	Syad.g_01921
OG0000681	Prac.g_01368	Syad.g_01919
OG0000682	Prac.g_01367	Syad.g_01918
OG0000683	Prac.g_01366	Syad.g_01917
OG0000684	Prac.g_01365	Syad.g_01912
OG0000685	Prac.g_01363	Syad.g_01910
OG0000686	Prac.g_01362	Syad.g_01909
OG0000687	Prac.g_01361	Syad.g_01908
OG0000688	Prac.g_01358	Syad.g_01904
OG0000689	Prac.g_01357	Syad.g_01902
OG0000690	Prac.g_01356	Syad.g_01901
OG0000691	Prac.g_01355	Syad.g_01900
OG0000692	Prac.g_01353	Syad.g_01899
OG0000693	Prac.g_01352	Syad.g_01897
OG0000694	Prac.g_01351	Syad.g_01896
OG0000695	Prac.g_01349	Syad.g_01662
OG0000696	Prac.g_01348	Syad.g_01663
OG0000697	Prac.g_01347	Syad.g_01789
OG0000698	Prac.g_01344	Syad.g_01786
OG0000699	Prac.g_01343	Syad.g_01785
OG0000700	Prac.g_01342	Syad.g_01784
OG0000701	Prac.g_01341	Syad.g_01783
OG0000702	Prac.g_01339	Syad.g_01775
OG0000703	Prac.g_01338	Syad.g_01774
OG0000704	Prac.g_01337	Syad.g_01772
OG0000705	Prac.g_01333	Syad.g_01765
OG0000706	Prac.g_01332	Syad.g_01764
OG0000707	Prac.g_01331	Syad.g_01763
OG0000708	Prac.g_01330	Syad.g_01760
OG0000709	Prac.g_01326	Syad.g_01745
OG0000710	Prac.g_01323	Syad.g_01738
OG0000711	Prac.g_01307	Syad.g_01710
OG0000712	Prac.g_01305	Syad.g_01708
OG0000713	Prac.g_01304	Syad.g_01707
OG0000714	Prac.g_01303	Syad.g_01705
OG0000715	Prac.g_01301	Syad.g_01703
OG0000716	Prac.g_01299	Syad.g_01697
OG0000717	Prac.g_01298	Syad.g_01696
OG0000718	Prac.g_01287	Syad.g_01692
OG0000719	Prac.g_01285	Syad.g_01690
OG0000720	Prac.g_01276	Syad.g_01677
OG0000721	Prac.g_01274	Syad.g_01675
OG0000722	Prac.g_01273	Syad.g_01674
OG0000723	Prac.g_01270	Syad.g_01791
OG0000724	Prac.g_01261	Syad.g_01284
OG0000725	Prac.g_01255	Syad.g_01293
OG0000726	Prac.g_01254	Syad.g_01294
OG0000727	Prac.g_01253	Syad.g_01295
OG0000728	Prac.g_01251	Syad.g_01297
OG0000729	Prac.g_01205	Syad.g_00331
OG0000730	Prac.g_01046	Syad.g_00758
OG0000731	Prac.g_01042	Syad.g_00770
OG0000732	Prac.g_01036	Syad.g_00214
OG0000733	Prac.g_01017	Syad.g_00028
OG0000734	Prac.g_01000	Syad.g_02809
OG0000735	Prac.g_00998	Syad.g_01120
OG0000736	Prac.g_00997	Syad.g_01121
OG0000737	Prac.g_00996	Syad.g_01122
OG0000738	Prac.g_00992	Syad.g_01127
OG0000739	Prac.g_00991	Syad.g_01145
OG0000740	Prac.g_00990	Syad.g_01146
OG0000741	Prac.g_00989	Syad.g_01149
OG0000742	Prac.g_00986	Syad.g_01151
OG0000743	Prac.g_00984	Syad.g_01153
OG0000744	Prac.g_00983	Syad.g_01154
OG0000745	Prac.g_00982	Syad.g_01156
OG0000746	Prac.g_00980	Syad.g_01158
OG0000747	Prac.g_00979	Syad.g_01159
OG0000748	Prac.g_00976	Syad.g_01170
OG0000749	Prac.g_00975	Syad.g_01173
OG0000750	Prac.g_00974	Syad.g_01174
OG0000751	Prac.g_00972	Syad.g_01182
OG0000752	Prac.g_00970	Syad.g_01184
OG0000753	Prac.g_00967	Syad.g_01187
OG0000754	Prac.g_00964	Syad.g_01516
OG0000755	Prac.g_00961	Syad.g_01504
OG0000756	Prac.g_00960	Syad.g_01498
OG0000757	Prac.g_00954	Syad.g_01487
OG0000758	Prac.g_00953	Syad.g_01486
OG0000759	Prac.g_00952	Syad.g_01485
OG0000760	Prac.g_00951	Syad.g_01484
OG0000761	Prac.g_00950	Syad.g_01480
OG0000762	Prac.g_00949	Syad.g_01474
OG0000763	Prac.g_00947	Syad.g_01468
OG0000764	Prac.g_00946	Syad.g_01467
OG0000765	Prac.g_00937	Syad.g_01447
OG0000766	Prac.g_00936	Syad.g_01446
OG0000767	Prac.g_00934	Syad.g_01444
OG0000768	Prac.g_00933	Syad.g_01443
OG0000769	Prac.g_00931	Syad.g_01441
OG0000770	Prac.g_00929	Syad.g_01437
OG0000771	Prac.g_00448	Syad.g_01278
OG0000772	Prac.g_00154	Syad.g_02078
OG0000773	Prac.g_00166	Syad.g_01114
OG0000774	Prac.g_00168	Syad.g_02396
OG0000775	Prac.g_00170	Syad.g_02398
OG0000776	Prac.g_00171	Syad.g_02399
OG0000777	Prac.g_00172	Syad.g_02400
OG0000778	Prac.g_00173	Syad.g_02401
OG0000779	Prac.g_00177	Syad.g_02407
OG0000780	Prac.g_00178	Syad.g_02411
OG0000781	Prac.g_00181	Syad.g_02415
OG0000782	Prac.g_00182	Syad.g_02416
OG0000783	Prac.g_00183	Syad.g_02418
OG0000784	Prac.g_00184	Syad.g_02419
OG0000785	Prac.g_00186	Syad.g_02421
OG0000786	Prac.g_00188	Syad.g_01101
OG0000787	Prac.g_00189	Syad.g_01100
OG0000788	Prac.g_00204	Syad.g_02139
OG0000789	Prac.g_00207	Syad.g_01982
OG0000790	Prac.g_00222	Syad.g_00886
OG0000791	Prac.g_00224	Syad.g_00885
OG0000792	Prac.g_00225	Syad.g_00884
OG0000793	Prac.g_00228	Syad.g_00879
OG0000794	Prac.g_00229	Syad.g_00878
OG0000795	Prac.g_00230	Syad.g_00877
OG0000796	Prac.g_00234	Syad.g_00871
OG0000797	Prac.g_00235	Syad.g_00870
OG0000798	Prac.g_00262	Syad.g_00525
OG0000799	Prac.g_00429	Syad.g_02243
OG0000800	Prac.g_00428	Syad.g_02245
OG0000801	Prac.g_00427	Syad.g_02246
OG0000802	Prac.g_00425	Syad.g_02251
OG0000803	Prac.g_00423	Syad.g_02255
OG0000804	Prac.g_00422	Syad.g_02260
OG0000805	Prac.g_00420	Syad.g_02266
OG0000806	Prac.g_00418	Syad.g_02267
OG0000807	Prac.g_00417	Syad.g_02269
OG0000808	Prac.g_00416	Syad.g_02270
OG0000809	Prac.g_00413	Syad.g_02273
OG0000810	Prac.g_00412	Syad.g_02274
OG0000811	Prac.g_00408	Syad.g_02283
OG0000812	Prac.g_00406	Syad.g_02285
OG0000813	Prac.g_00405	Syad.g_02286
OG0000814	Prac.g_00403	Syad.g_02288
OG0000815	Prac.g_00402	Syad.g_02289
OG0000816	Prac.g_00400	Syad.g_02290
OG0000817	Prac.g_00399	Syad.g_02291
OG0000818	Prac.g_00394	Syad.g_02297
OG0000819	Prac.g_00393	Syad.g_02298
OG0000820	Prac.g_00392	Syad.g_02299
OG0000821	Prac.g_00388	Syad.g_02305
OG0000822	Prac.g_00387	Syad.g_02307
OG0000823	Prac.g_00386	Syad.g_02308
OG0000824	Prac.g_00383	Syad.g_02314
OG0000825	Prac.g_00382	Syad.g_02315
OG0000826	Prac.g_00381	Syad.g_02316
OG0000827	Prac.g_00380	Syad.g_02317
OG0000828	Prac.g_00377	Syad.g_02320
OG0000829	Prac.g_00376	Syad.g_02321
OG0000830	Prac.g_00375	Syad.g_02322
OG0000831	Prac.g_00373	Syad.g_02325
OG0000832	Prac.g_00367	Syad.g_02538
OG0000833	Prac.g_00359	Syad.g_02550
OG0000834	Prac.g_00358	Syad.g_02552
OG0000835	Prac.g_00357	Syad.g_02553
OG0000836	Prac.g_00356	Syad.g_02557
OG0000837	Prac.g_00355	Syad.g_02561
OG0000838	Prac.g_00353	Syad.g_02565
OG0000839	Prac.g_00352	Syad.g_02566
OG0000840	Prac.g_00351	Syad.g_02567
OG0000841	Prac.g_00350	Syad.g_02568
OG0000842	Prac.g_00349	Syad.g_02569
OG0000843	Prac.g_00348	Syad.g_02570
OG0000844	Prac.g_00347	Syad.g_02577
OG0000845	Prac.g_00346	Syad.g_02578
OG0000846	Prac.g_00345	Syad.g_02579
OG0000847	Prac.g_00344	Syad.g_02580
OG0000848	Prac.g_00343	Syad.g_02582
OG0000849	Prac.g_00342	Syad.g_02583
OG0000850	Prac.g_00340	Syad.g_02586
OG0000851	Prac.g_00339	Syad.g_02592
OG0000852	Prac.g_00338	Syad.g_02593
OG0000853	Prac.g_00334	Syad.g_02597
OG0000854	Prac.g_00332	Syad.g_02606
OG0000855	Prac.g_00331	Syad.g_02607
OG0000856	Prac.g_00317	Syad.g_02166
OG0000857	Prac.g_00288	Syad.g_01871
OG0000858	Prac.g_00631	Syad.g_02613
OG0000859	Prac.g_00630	Syad.g_02614
OG0000860	Prac.g_00623	Syad.g_02625
OG0000861	Prac.g_00622	Syad.g_02626
OG0000862	Prac.g_00621	Syad.g_02628
OG0000863	Prac.g_00619	Syad.g_02631
OG0000864	Prac.g_00618	Syad.g_02632
OG0000865	Prac.g_00617	Syad.g_02633
OG0000866	Prac.g_00616	Syad.g_02634
OG0000867	Prac.g_00615	Syad.g_02635
OG0000868	Prac.g_00614	Syad.g_02637
OG0000869	Prac.g_00610	Syad.g_02643
OG0000870	Prac.g_00605	Syad.g_02648
OG0000871	Prac.g_00604	Syad.g_02649
OG0000872	Prac.g_00603	Syad.g_02657
OG0000873	Prac.g_00600	Syad.g_02660
OG0000874	Prac.g_00597	Syad.g_02655
OG0000875	Prac.g_00596	Syad.g_02662
OG0000876	Prac.g_00595	Syad.g_03003
OG0000877	Prac.g_00593	Syad.g_02480
OG0000878	Prac.g_00592	Syad.g_02481
OG0000879	Prac.g_00591	Syad.g_02482
OG0000880	Prac.g_00590	Syad.g_02483
OG0000881	Prac.g_00586	Syad.g_02489
OG0000882	Prac.g_00581	Syad.g_02494
OG0000883	Prac.g_00580	Syad.g_02497
OG0000884	Prac.g_00578	Syad.g_02499
OG0000885	Prac.g_00577	Syad.g_02500
OG0000886	Prac.g_00576	Syad.g_02501
OG0000887	Prac.g_00575	Syad.g_02502
OG0000888	Prac.g_00573	Syad.g_02504
OG0000889	Prac.g_00571	Syad.g_02506
OG0000890	Prac.g_00570	Syad.g_02512
OG0000891	Prac.g_00569	Syad.g_02513
OG0000892	Prac.g_00471	Syad.g_02517
OG0000893	Prac.g_00476	Syad.g_00589
OG0000894	Prac.g_00478	Syad.g_00592
OG0000895	Prac.g_00481	Syad.g_00596
OG0000896	Prac.g_00482	Syad.g_00597
OG0000897	Prac.g_00484	Syad.g_00599
OG0000898	Prac.g_00485	Syad.g_00600
OG0000899	Prac.g_00486	Syad.g_00601
OG0000900	Prac.g_00487	Syad.g_00602
OG0000901	Prac.g_00490	Syad.g_00607
OG0000902	Prac.g_00492	Syad.g_00609
OG0000903	Prac.g_00495	Syad.g_00645
OG0000904	Prac.g_00497	Syad.g_00640
OG0000905	Prac.g_00502	Syad.g_00632
OG0000906	Prac.g_00503	Syad.g_00630
OG0000907	Prac.g_00506	Syad.g_00648
OG0000908	Prac.g_00509	Syad.g_00651
OG0000909	Prac.g_00510	Syad.g_00652
OG0000910	Prac.g_00511	Syad.g_00653
OG0000911	Prac.g_00513	Syad.g_00655
OG0000912	Prac.g_00514	Syad.g_00656
OG0000913	Prac.g_00515	Syad.g_00657
OG0000914	Prac.g_00516	Syad.g_00658
OG0000915	Prac.g_00517	Syad.g_00660
OG0000916	Prac.g_00518	Syad.g_00661
OG0000917	Prac.g_00519	Syad.g_00662
OG0000918	Prac.g_00520	Syad.g_00663
OG0000919	Prac.g_00521	Syad.g_00664
OG0000920	Prac.g_00522	Syad.g_00665
OG0000921	Prac.g_00523	Syad.g_00666
OG0000922	Prac.g_00524	Syad.g_00667
OG0000923	Prac.g_00528	Syad.g_00671
OG0000924	Prac.g_00529	Syad.g_00672
OG0000925	Prac.g_00530	Syad.g_00673
OG0000926	Prac.g_00531	Syad.g_00674
OG0000927	Prac.g_00533	Syad.g_00676
OG0000928	Prac.g_00534	Syad.g_00677
OG0000929	Prac.g_00535	Syad.g_00678
OG0000930	Prac.g_00536	Syad.g_00679
OG0000931	Prac.g_00537	Syad.g_00680
OG0000932	Prac.g_00538	Syad.g_00681
OG0000933	Prac.g_00542	Syad.g_00687
OG0000934	Prac.g_00544	Syad.g_00689
OG0000935	Prac.g_00545	Syad.g_00690
OG0000936	Prac.g_00546	Syad.g_00691
OG0000937	Prac.g_00547	Syad.g_00692
OG0000938	Prac.g_00549	Syad.g_00695
OG0000939	Prac.g_00550	Syad.g_00696
OG0000940	Prac.g_00556	Syad.g_00703
OG0000941	Prac.g_00558	Syad.g_00705
OG0000942	Prac.g_00560	Syad.g_00707
OG0000943	Prac.g_00561	Syad.g_00708
OG0000944	Prac.g_00562	Syad.g_00710
OG0000945	Prac.g_00563	Syad.g_00711
OG0000946	Prac.g_00005	Syad.g_00716
OG0000947	Prac.g_00007	Syad.g_00719
OG0000948	Prac.g_00008	Syad.g_00720
OG0000949	Prac.g_00011	Syad.g_00432
OG0000950	Prac.g_00016	Syad.g_00418
OG0000951	Prac.g_00020	Syad.g_00411
OG0000952	Prac.g_00024	Syad.g_00375
OG0000953	Prac.g_00027	Syad.g_00369
OG0000954	Prac.g_00031	Syad.g_00364
OG0000955	Prac.g_00032	Syad.g_00363
OG0000956	Prac.g_00034	Syad.g_00361
OG0000957	Prac.g_00039	Syad.g_00350
OG0000958	Prac.g_00040	Syad.g_00349
OG0000959	Prac.g_00044	Syad.g_00345
OG0000960	Prac.g_00045	Syad.g_00344
OG0000961	Prac.g_00047	Syad.g_00335
OG0000962	Prac.g_00049	Syad.g_00332
OG0000963	Prac.g_00052	Syad.g_00325
OG0000964	Prac.g_00053	Syad.g_00324
OG0000965	Prac.g_00054	Syad.g_00323
OG0000966	Prac.g_00061	Syad.g_00246
OG0000967	Prac.g_00065	Syad.g_00234
OG0000968	Prac.g_00067	Syad.g_00243
OG0000969	Prac.g_00068	Syad.g_00240
OG0000970	Prac.g_00069	Syad.g_00239
OG0000971	Prac.g_00070	Syad.g_00229
OG0000972	Prac.g_00071	Syad.g_00228
OG0000973	Prac.g_00072	Syad.g_00227
OG0000974	Prac.g_00073	Syad.g_00226
OG0000975	Prac.g_00074	Syad.g_00225
OG0000976	Prac.g_00075	Syad.g_00224
OG0000977	Prac.g_00076	Syad.g_00222
OG0000978	Prac.g_00077	Syad.g_00221
OG0000979	Prac.g_00080	Syad.g_00218
OG0000980	Prac.g_00082	Syad.g_00215
OG0000981	Prac.g_00084	Syad.g_00212
OG0000982	Prac.g_00086	Syad.g_03035
OG0000983	Prac.g_00087	Syad.g_03036
OG0000984	Prac.g_00088	Syad.g_03037
OG0000985	Prac.g_00091	Syad.g_03039
OG0000986	Prac.g_00093	Syad.g_03049
OG0000987	Prac.g_00094	Syad.g_00002
OG0000988	Prac.g_00097	Syad.g_00008
OG0000989	Prac.g_00100	Syad.g_00020
OG0000990	Prac.g_00103	Syad.g_00061
OG0000991	Prac.g_00104	Syad.g_00064
OG0000992	Prac.g_00106	Syad.g_00067
OG0000993	Prac.g_00107	Syad.g_00069
OG0000994	Prac.g_00108	Syad.g_00071
OG0000995	Prac.g_00112	Syad.g_00077
OG0000996	Prac.g_00113	Syad.g_00121
OG0000997	Prac.g_00114	Syad.g_00128
OG0000998	Prac.g_00116	Syad.g_00130
OG0000999	Prac.g_00117	Syad.g_00131
OG0001000	Prac.g_00120	Syad.g_00136
OG0001001	Prac.g_00122	Syad.g_00141
OG0001002	Prac.g_00126	Syad.g_00148
OG0001003	Prac.g_00127	Syad.g_00150
OG0001004	Prac.g_00128	Syad.g_00151
OG0001005	Prac.g_00129	Syad.g_00152
OG0001006	Prac.g_01949	Syad.g_00160
OG0001007	Prac.g_01947	Syad.g_00162
OG0001008	Prac.g_01110	Syad.g_02449
OG0001009	Prac.g_01920	Syad.g_00194
OG0001010	Prac.g_01919	Syad.g_00195
OG0001011	Prac.g_01918	Syad.g_00196
OG0001012	Prac.g_01889	Syad.g_03030
OG0001013	Prac.g_01883	Syad.g_03011
OG0001014	Prac.g_01880	Syad.g_03002
OG0001015	Prac.g_01879	Syad.g_03001
OG0001016	Prac.g_01858	Syad.g_02734
OG0001017	Prac.g_01854	Syad.g_02740
OG0001018	Prac.g_01851	Syad.g_02742
OG0001019	Prac.g_01842	Syad.g_02771
OG0001020	Prac.g_01841	Syad.g_02777
OG0001021	Prac.g_01840	Syad.g_02781
OG0001022	Prac.g_01837	Syad.g_02786
OG0001023	Prac.g_01836	Syad.g_02787
OG0001024	Prac.g_01833	Syad.g_02791
OG0001025	Prac.g_01827	Syad.g_02798
OG0001026	Prac.g_01820	Syad.g_02811
OG0001027	Prac.g_01819	Syad.g_02817
OG0001028	Prac.g_01817	Syad.g_02819
OG0001029	Prac.g_01816	Syad.g_02821
OG0001030	Prac.g_01801	Syad.g_02848
OG0001031	Prac.g_01744	Syad.g_02925
OG0001032	Prac.g_01743	Syad.g_02928
OG0001033	Prac.g_01722	Syad.g_02956
OG0001034	Prac.g_01694	Syad.g_00819
OG0001035	Prac.g_01677	Syad.g_00559
OG0001036	Prac.g_01672	Syad.g_00554
OG0001037	Prac.g_01671	Syad.g_00552
OG0001039	Prac.g_01650	Syad.g_00522
OG0001040	Prac.g_01648	Syad.g_00519
OG0001041	Prac.g_01644	Syad.g_00514
OG0001042	Prac.g_01627	Syad.g_00485
OG0001043	Prac.g_01626	Syad.g_00481
OG0001044	Prac.g_01201	Syad.g_00760
OG0001045	Prac.g_01192	Syad.g_00773
OG0001046	Prac.g_01154	Syad.g_01722
OG0001047	Prac.g_01108	Syad.g_02447
OG0001048	Prac.g_01107	Syad.g_02446
OG0001049	Prac.g_01105	Syad.g_02443
OG0001050	Prac.g_01104	Syad.g_02442
OG0001051	Prac.g_01103	Syad.g_02441
OG0001052	Prac.g_01073	Syad.g_02357
OG0001054	Prac.g_00873	Syad.g_00925
OG0001055	Prac.g_00855	Syad.g_00946
OG0001056	Prac.g_00836	Syad.g_00982
OG0001057	Prac.g_00831	Syad.g_00996
OG0001058	Prac.g_00823	Syad.g_01015
OG0001059	Prac.g_00819	Syad.g_01018
OG0001060	Prac.g_00812	Syad.g_01025
OG0001061	Prac.g_00799	Syad.g_01047
OG0001062	Prac.g_00797	Syad.g_01049
OG0001063	Prac.g_00795	Syad.g_01056
OG0001064	Prac.g_00794	Syad.g_01057
OG0001065	Prac.g_00793	Syad.g_01058
OG0001066	Prac.g_00792	Syad.g_01059
OG0001067	Prac.g_00791	Syad.g_01060
OG0001068	Prac.g_00790	Syad.g_01061
OG0001069	Prac.g_00789	Syad.g_01062
OG0001070	Prac.g_00786	Syad.g_01065
OG0001071	Prac.g_00785	Syad.g_01066
OG0001072	Prac.g_00783	Syad.g_01070
OG0001073	Prac.g_00767	Syad.g_01090
OG0001074	Prac.g_00756	Syad.g_02197
OG0001075	Prac.g_00755	Syad.g_02196
OG0001076	Prac.g_00747	Syad.g_02175
OG0001077	Prac.g_00743	Syad.g_02164
OG0001078	Prac.g_00735	Syad.g_02151
OG0001079	Prac.g_00724	Syad.g_02138
OG0001080	Prac.g_00718	Syad.g_02008
OG0001081	Prac.g_00716	Syad.g_01568
OG0001082	Prac.g_00715	Syad.g_01569
OG0001083	Prac.g_00710	Syad.g_01578
OG0001084	Prac.g_00709	Syad.g_01586
OG0001085	Prac.g_00701	Syad.g_01596
OG0001086	Prac.g_00700	Syad.g_01598
OG0001087	Prac.g_00683	Syad.g_01372
OG0001088	Prac.g_00682	Syad.g_01368
OG0001089	Prac.g_00674	Syad.g_01302
OG0001090	Prac.g_01559	Syad.g_01817
OG0001091	Prac.g_01557	Syad.g_01815
OG0001092	Prac.g_01556	Syad.g_01812
OG0001093	Prac.g_01551	Syad.g_01806
OG0001094	Prac.g_01481	Syad.g_01895
OG0001095	Prac.g_01462	Syad.g_01874
OG0001096	Prac.g_01449	Syad.g_01847
OG0001097	Prac.g_01431	Syad.g_01223
OG0001098	Prac.g_01416	Syad.g_02005, Syad.g_01995
OG0001099	Prac.g_01396	Syad.g_02820
OG0001100	Prac.g_01392	Syad.g_01608
OG0001101	Prac.g_01390	Syad.g_01610
OG0001102	Prac.g_01387	Syad.g_01613
OG0001103	Prac.g_01385	Syad.g_01616
OG0001104	Prac.g_01364	Syad.g_01911
OG0001105	Prac.g_01360	Syad.g_01907
OG0001106	Prac.g_01336	Syad.g_01771
OG0001107	Prac.g_01329	Syad.g_01759
OG0001108	Prac.g_01325	Syad.g_01744
OG0001109	Prac.g_01324	Syad.g_01739
OG0001110	Prac.g_01322	Syad.g_01737
OG0001111	Prac.g_01321	Syad.g_01735
OG0001112	Prac.g_01320	Syad.g_01733
OG0001113	Prac.g_01319	Syad.g_01732
OG0001114	Prac.g_01318	Syad.g_01731
OG0001115	Prac.g_01316	Syad.g_01727
OG0001116	Prac.g_01315	Syad.g_01725
OG0001117	Prac.g_01314	Syad.g_01724
OG0001118	Prac.g_01313	Syad.g_01723
OG0001119	Prac.g_01312	Syad.g_01721
OG0001120	Prac.g_01310	Syad.g_01717
OG0001121	Prac.g_01020	Syad.g_01503
OG0001122	Prac.g_01284	Syad.g_01689
OG0001123	Prac.g_01280	Syad.g_01682
OG0001124	Prac.g_01278	Syad.g_01680
OG0001125	Prac.g_01277	Syad.g_01678
OG0001126	Prac.g_01267	Syad.g_01276
OG0001127	Prac.g_01266	Syad.g_01277
OG0001128	Prac.g_01264	Syad.g_01280
OG0001129	Prac.g_01263	Syad.g_01282
OG0001130	Prac.g_01262	Syad.g_01283
OG0001131	Prac.g_01225	Syad.g_01953
OG0001132	Prac.g_01216	Syad.g_02038
OG0001133	Prac.g_01031	Syad.g_02172
OG0001134	Prac.g_01018	Syad.g_01527
OG0001135	Prac.g_01015	Syad.g_01529
OG0001136	Prac.g_00988	Syad.g_01150
OG0001137	Prac.g_00977	Syad.g_01169
OG0001138	Prac.g_00959	Syad.g_01493
OG0001139	Prac.g_00958	Syad.g_01491
OG0001140	Prac.g_00957	Syad.g_01490
OG0001141	Prac.g_00956	Syad.g_01489
OG0001142	Prac.g_00955	Syad.g_01488
OG0001143	Prac.g_00948	Syad.g_01473
OG0001144	Prac.g_00943	Syad.g_01457
OG0001145	Prac.g_00167	Syad.g_01112
OG0001146	Prac.g_00179	Syad.g_02412
OG0001147	Prac.g_00203	Syad.g_02349
OG0001148	Prac.g_00219	Syad.g_00889
OG0001149	Prac.g_00220	Syad.g_00888
OG0001150	Prac.g_00221	Syad.g_00887
OG0001151	Prac.g_00232	Syad.g_00875
OG0001152	Prac.g_00233	Syad.g_00872
OG0001153	Prac.g_00379	Syad.g_02318
OG0001154	Prac.g_00378	Syad.g_02319
OG0001155	Prac.g_00366	Syad.g_02540
OG0001156	Prac.g_00363	Syad.g_02543
OG0001157	Prac.g_00362	Syad.g_02544
OG0001158	Prac.g_00361	Syad.g_02546
OG0001159	Prac.g_00360	Syad.g_02547
OG0001160	Prac.g_00336	Syad.g_02595
OG0001161	Prac.g_00324	Syad.g_00026
OG0001162	Prac.g_00313	Syad.g_01844
OG0001163	Prac.g_00633	Syad.g_02610
OG0001164	Prac.g_00629	Syad.g_02616
OG0001165	Prac.g_00626	Syad.g_02621
OG0001166	Prac.g_00606	Syad.g_02647
OG0001167	Prac.g_00589	Syad.g_02486
OG0001168	Prac.g_00587	Syad.g_02488
