Orthogroup	Prac	Prbh
OG0000558	Prac.g_00825	Prbh.g_00283
OG0000559	Prac.g_00821	Prbh.g_00279
OG0000560	Prac.g_00818	Prbh.g_00276
OG0000561	Prac.g_00817	Prbh.g_00275
OG0000562	Prac.g_00816	Prbh.g_00274
OG0000563	Prac.g_00815	Prbh.g_00273
OG0000564	Prac.g_00814	Prbh.g_00272
OG0000565	Prac.g_00811	Prbh.g_00269
OG0000566	Prac.g_00809	Prbh.g_00265
OG0000567	Prac.g_00805	Prbh.g_00261
OG0000568	Prac.g_00804	Prbh.g_00260
OG0000569	Prac.g_00803	Prbh.g_00259
OG0000570	Prac.g_00802	Prbh.g_00258
OG0000571	Prac.g_00800	Prbh.g_00256
OG0000572	Prac.g_00787	Prbh.g_00244
OG0000573	Prac.g_00780	Prbh.g_00238
OG0000574	Prac.g_00779	Prbh.g_00237
OG0000575	Prac.g_00775	Prbh.g_00233
OG0000576	Prac.g_00772	Prbh.g_00231
OG0000577	Prac.g_00771	Prbh.g_00230
OG0000578	Prac.g_00770	Prbh.g_00229
OG0000579	Prac.g_00769	Prbh.g_00228
OG0000580	Prac.g_00768	Prbh.g_00227
OG0000581	Prac.g_00766	Prbh.g_00224
OG0000582	Prac.g_00763	Prbh.g_00221
OG0000583	Prac.g_00762	Prbh.g_00220
OG0000584	Prac.g_00761	Prbh.g_00219
OG0000585	Prac.g_00759	Prbh.g_00217
OG0000586	Prac.g_00758	Prbh.g_00216
OG0000587	Prac.g_00757	Prbh.g_00215
OG0000588	Prac.g_00753	Prbh.g_01465
OG0000589	Prac.g_00750	Prbh.g_01462
OG0000590	Prac.g_00749	Prbh.g_01461
OG0000591	Prac.g_00746	Prbh.g_01457
OG0000592	Prac.g_00745	Prbh.g_01456
OG0000593	Prac.g_00739	Prbh.g_01221
OG0000594	Prac.g_00738	Prbh.g_01220
OG0000595	Prac.g_00737	Prbh.g_01219
OG0000596	Prac.g_00733	Prbh.g_01216
OG0000597	Prac.g_00731	Prbh.g_01213
OG0000598	Prac.g_00730	Prbh.g_01212
OG0000599	Prac.g_00727	Prbh.g_01209
OG0000600	Prac.g_00726	Prbh.g_01208
OG0000601	Prac.g_00725	Prbh.g_01207
OG0000602	Prac.g_00723	Prbh.g_01205
OG0000603	Prac.g_00722	Prbh.g_01204
OG0000604	Prac.g_00721	Prbh.g_01203
OG0000605	Prac.g_00720	Prbh.g_01202
OG0000606	Prac.g_00717	Prbh.g_01199
OG0000607	Prac.g_00714	Prbh.g_01196
OG0000608	Prac.g_00713	Prbh.g_01195
OG0000609	Prac.g_00712	Prbh.g_01194
OG0000610	Prac.g_00707	Prbh.g_01188
OG0000611	Prac.g_00704	Prbh.g_01185
OG0000612	Prac.g_00703	Prbh.g_01184
OG0000613	Prac.g_00698	Prbh.g_00907
OG0000614	Prac.g_00679	Prbh.g_00928
OG0000615	Prac.g_00671	Prbh.g_00939
OG0000616	Prac.g_00667	Prbh.g_01487
OG0000617	Prac.g_01554	Prbh.g_01167
OG0000618	Prac.g_01553	Prbh.g_01166
OG0000619	Prac.g_01552	Prbh.g_01165
OG0000620	Prac.g_01549	Prbh.g_01162
OG0000621	Prac.g_01548	Prbh.g_01161
OG0000622	Prac.g_01547	Prbh.g_01160
OG0000623	Prac.g_01546	Prbh.g_01159
OG0000624	Prac.g_01545	Prbh.g_01157
OG0000625	Prac.g_01544	Prbh.g_01156
OG0000626	Prac.g_01543	Prbh.g_01155
OG0000627	Prac.g_01542	Prbh.g_01154
OG0000628	Prac.g_01541	Prbh.g_01153
OG0000629	Prac.g_01540	Prbh.g_01151
OG0000630	Prac.g_01537	Prbh.g_01148
OG0000631	Prac.g_01484	Prbh.g_01056
OG0000632	Prac.g_01483	Prbh.g_01057
OG0000633	Prac.g_01482	Prbh.g_01058
OG0000634	Prac.g_01479	Prbh.g_00949
OG0000635	Prac.g_01478	Prbh.g_00950
OG0000636	Prac.g_01476	Prbh.g_00952
OG0000637	Prac.g_01474	Prbh.g_00954
OG0000638	Prac.g_01473	Prbh.g_00955
OG0000639	Prac.g_01472	Prbh.g_00956
OG0000640	Prac.g_01471	Prbh.g_00957
OG0000641	Prac.g_01467	Prbh.g_00961
OG0000642	Prac.g_01466	Prbh.g_00962
OG0000643	Prac.g_01465	Prbh.g_00963
OG0000644	Prac.g_01464	Prbh.g_00964
OG0000645	Prac.g_01463	Prbh.g_00965
OG0000646	Prac.g_01461	Prbh.g_00967
OG0000647	Prac.g_01460	Prbh.g_00969
OG0000648	Prac.g_01458	Prbh.g_00971
OG0000649	Prac.g_01457	Prbh.g_00972
OG0000650	Prac.g_01456	Prbh.g_00973
OG0000651	Prac.g_01455	Prbh.g_00974
OG0000652	Prac.g_01454	Prbh.g_00975
OG0000653	Prac.g_01452	Prbh.g_00977
OG0000654	Prac.g_01451	Prbh.g_00978
OG0000655	Prac.g_01450	Prbh.g_00979
OG0000656	Prac.g_01447	Prbh.g_00982
OG0000657	Prac.g_01440	Prbh.g_00989
OG0000658	Prac.g_01439	Prbh.g_00991
OG0000659	Prac.g_01438	Prbh.g_00992
OG0000660	Prac.g_01434	Prbh.g_00996
OG0000661	Prac.g_01432	Prbh.g_00998
OG0000662	Prac.g_01430	Prbh.g_01001
OG0000663	Prac.g_01428	Prbh.g_01003
OG0000664	Prac.g_01427	Prbh.g_01004
OG0000665	Prac.g_01423	Prbh.g_01010
OG0000666	Prac.g_01422	Prbh.g_01011
OG0000667	Prac.g_01418	Prbh.g_01015
OG0000668	Prac.g_01401	Prbh.g_00857
OG0000669	Prac.g_01393	Prbh.g_00868
OG0000670	Prac.g_01391	Prbh.g_00871
OG0000671	Prac.g_01389	Prbh.g_00873
OG0000672	Prac.g_01386	Prbh.g_00876
OG0000673	Prac.g_01383	Prbh.g_00879
OG0000674	Prac.g_01381	Prbh.g_00881
OG0000675	Prac.g_01380	Prbh.g_00882
OG0000676	Prac.g_01378	Prbh.g_00884
OG0000677	Prac.g_01377	Prbh.g_00885
OG0000678	Prac.g_01375	Prbh.g_00887
OG0000679	Prac.g_01371	Prbh.g_00891
OG0000680	Prac.g_01370	Prbh.g_00892
OG0000681	Prac.g_01368	Prbh.g_00895
OG0000682	Prac.g_01367	Prbh.g_00896
OG0000683	Prac.g_01366	Prbh.g_00897
OG0000684	Prac.g_01365	Prbh.g_00898
OG0000685	Prac.g_01363	Prbh.g_00900
OG0000686	Prac.g_01362	Prbh.g_00901
OG0000687	Prac.g_01361	Prbh.g_00902
OG0000688	Prac.g_01358	Prbh.g_01179
OG0000689	Prac.g_01357	Prbh.g_01178
OG0000690	Prac.g_01356	Prbh.g_01177
OG0000691	Prac.g_01355	Prbh.g_01176
OG0000692	Prac.g_01353	Prbh.g_01174
OG0000693	Prac.g_01352	Prbh.g_01173
OG0000694	Prac.g_01351	Prbh.g_01172
OG0000695	Prac.g_01349	Prbh.g_01060
OG0000696	Prac.g_01348	Prbh.g_01061
OG0000697	Prac.g_01347	Prbh.g_01062
OG0000698	Prac.g_01344	Prbh.g_01065
OG0000699	Prac.g_01343	Prbh.g_01066
OG0000700	Prac.g_01342	Prbh.g_01067
OG0000701	Prac.g_01341	Prbh.g_01068
OG0000702	Prac.g_01339	Prbh.g_01070
OG0000703	Prac.g_01338	Prbh.g_01071
OG0000704	Prac.g_01337	Prbh.g_01073
OG0000705	Prac.g_01333	Prbh.g_01079
OG0000706	Prac.g_01332	Prbh.g_01080
OG0000707	Prac.g_01331	Prbh.g_01081
OG0000708	Prac.g_01330	Prbh.g_01083
OG0000709	Prac.g_01326	Prbh.g_01087
OG0000710	Prac.g_01323	Prbh.g_01090
OG0000711	Prac.g_01307	Prbh.g_01106
OG0000712	Prac.g_01305	Prbh.g_01107
OG0000713	Prac.g_01304	Prbh.g_01108
OG0000714	Prac.g_01303	Prbh.g_01109
OG0000715	Prac.g_01301	Prbh.g_01111
OG0000716	Prac.g_01299	Prbh.g_01113
OG0000717	Prac.g_01298	Prbh.g_01114
OG0000718	Prac.g_01287	Prbh.g_01116
OG0000719	Prac.g_01285	Prbh.g_01118
OG0000720	Prac.g_01276	Prbh.g_01129
OG0000721	Prac.g_01274	Prbh.g_01133
OG0000722	Prac.g_01273	Prbh.g_01134
OG0000723	Prac.g_01270	Prbh.g_01138
OG0000724	Prac.g_01261	Prbh.g_01036
OG0000725	Prac.g_01255	Prbh.g_01030
OG0000726	Prac.g_01254	Prbh.g_01029
OG0000727	Prac.g_01253	Prbh.g_01028
OG0000728	Prac.g_01251	Prbh.g_01026
OG0000729	Prac.g_01205	Prbh.g_01351
OG0000730	Prac.g_01046	Prbh.g_01325
OG0000731	Prac.g_01042	Prbh.g_00432
OG0000733	Prac.g_01017	Prbh.g_01867
OG0000734	Prac.g_01000	Prbh.g_01299
OG0000735	Prac.g_00998	Prbh.g_01297
OG0000736	Prac.g_00997	Prbh.g_01296
OG0000737	Prac.g_00996	Prbh.g_01295
OG0000738	Prac.g_00992	Prbh.g_01291
OG0000739	Prac.g_00991	Prbh.g_01290
OG0000740	Prac.g_00990	Prbh.g_01289
OG0000741	Prac.g_00989	Prbh.g_01287
OG0000742	Prac.g_00986	Prbh.g_01284
OG0000743	Prac.g_00984	Prbh.g_01282
OG0000744	Prac.g_00983	Prbh.g_01280
OG0000745	Prac.g_00982	Prbh.g_01279
OG0000746	Prac.g_00980	Prbh.g_01277
OG0000747	Prac.g_00979	Prbh.g_01276
OG0000748	Prac.g_00976	Prbh.g_01272
OG0000749	Prac.g_00975	Prbh.g_01271
OG0000750	Prac.g_00974	Prbh.g_01270
OG0000751	Prac.g_00972	Prbh.g_01267
OG0000752	Prac.g_00970	Prbh.g_01265
OG0000753	Prac.g_00967	Prbh.g_01262
OG0000754	Prac.g_00964	Prbh.g_01260
OG0000755	Prac.g_00961	Prbh.g_01254
OG0000756	Prac.g_00960	Prbh.g_01253
OG0000757	Prac.g_00954	Prbh.g_01246
OG0000758	Prac.g_00953	Prbh.g_01245
OG0000759	Prac.g_00952	Prbh.g_01244
OG0000760	Prac.g_00951	Prbh.g_01243
OG0000761	Prac.g_00950	Prbh.g_01242
OG0000762	Prac.g_00949	Prbh.g_01241
OG0000763	Prac.g_00947	Prbh.g_01239
OG0000764	Prac.g_00946	Prbh.g_01238
OG0000765	Prac.g_00937	Prbh.g_01230
OG0000766	Prac.g_00936	Prbh.g_01229
OG0000767	Prac.g_00934	Prbh.g_01227
OG0000768	Prac.g_00933	Prbh.g_01226
OG0000769	Prac.g_00931	Prbh.g_01224
OG0000770	Prac.g_00929	Prbh.g_01451
OG0000771	Prac.g_00448	Prbh.g_01397
OG0000772	Prac.g_00154	Prbh.g_01845
OG0000773	Prac.g_00166	Prbh.g_01364
OG0000774	Prac.g_00168	Prbh.g_01366
OG0000775	Prac.g_00170	Prbh.g_01368
OG0000776	Prac.g_00171	Prbh.g_01369
OG0000777	Prac.g_00172	Prbh.g_01370
OG0000778	Prac.g_00173	Prbh.g_01371
OG0000779	Prac.g_00177	Prbh.g_01375
OG0000780	Prac.g_00178	Prbh.g_01376
OG0000781	Prac.g_00181	Prbh.g_01379
OG0000782	Prac.g_00182	Prbh.g_01380
OG0000783	Prac.g_00183	Prbh.g_01381
OG0000784	Prac.g_00184	Prbh.g_01382
OG0000785	Prac.g_00186	Prbh.g_01384
OG0000786	Prac.g_00188	Prbh.g_01387
OG0000787	Prac.g_00189	Prbh.g_01388
OG0000788	Prac.g_00204	Prbh.g_00206
OG0000789	Prac.g_00207	Prbh.g_00196
OG0000790	Prac.g_00222	Prbh.g_00014
OG0000791	Prac.g_00224	Prbh.g_00016
OG0000792	Prac.g_00225	Prbh.g_00017
OG0000793	Prac.g_00228	Prbh.g_00021
OG0000794	Prac.g_00229	Prbh.g_00022
OG0000795	Prac.g_00230	Prbh.g_00023
OG0000796	Prac.g_00234	Prbh.g_00027
OG0000797	Prac.g_00235	Prbh.g_00028
OG0000798	Prac.g_00262	Prbh.g_00033, Prbh.g_00062
OG0000799	Prac.g_00429	Prbh.g_00079
OG0000800	Prac.g_00428	Prbh.g_00080
OG0000801	Prac.g_00427	Prbh.g_00081
OG0000802	Prac.g_00425	Prbh.g_00083
OG0000803	Prac.g_00423	Prbh.g_00085
OG0000804	Prac.g_00422	Prbh.g_00086
OG0000805	Prac.g_00420	Prbh.g_00088
OG0000806	Prac.g_00418	Prbh.g_00090
OG0000807	Prac.g_00417	Prbh.g_00091
OG0000808	Prac.g_00416	Prbh.g_00092
OG0000809	Prac.g_00413	Prbh.g_00094
OG0000810	Prac.g_00412	Prbh.g_00095
OG0000811	Prac.g_00408	Prbh.g_00102
OG0000812	Prac.g_00406	Prbh.g_00104
OG0000813	Prac.g_00405	Prbh.g_00105
OG0000814	Prac.g_00403	Prbh.g_00107
OG0000815	Prac.g_00402	Prbh.g_00108
OG0000816	Prac.g_00400	Prbh.g_00110
OG0000817	Prac.g_00399	Prbh.g_00111
OG0000818	Prac.g_00394	Prbh.g_00116
OG0000819	Prac.g_00393	Prbh.g_00117
OG0000820	Prac.g_00392	Prbh.g_00118
OG0000821	Prac.g_00388	Prbh.g_00122
OG0000822	Prac.g_00387	Prbh.g_00123
OG0000823	Prac.g_00386	Prbh.g_00124
OG0000824	Prac.g_00383	Prbh.g_00127
OG0000825	Prac.g_00382	Prbh.g_00128
OG0000826	Prac.g_00381	Prbh.g_00129
OG0000827	Prac.g_00380	Prbh.g_00130
OG0000828	Prac.g_00377	Prbh.g_00133
OG0000829	Prac.g_00376	Prbh.g_00134
OG0000830	Prac.g_00375	Prbh.g_00135
OG0000831	Prac.g_00373	Prbh.g_00137
OG0000832	Prac.g_00367	Prbh.g_00147
OG0000833	Prac.g_00359	Prbh.g_00156
OG0000834	Prac.g_00358	Prbh.g_00157
OG0000835	Prac.g_00357	Prbh.g_00158
OG0000836	Prac.g_00356	Prbh.g_00159
OG0000837	Prac.g_00355	Prbh.g_00160
OG0000838	Prac.g_00353	Prbh.g_00163
OG0000839	Prac.g_00352	Prbh.g_00164
OG0000840	Prac.g_00351	Prbh.g_00165
OG0000841	Prac.g_00350	Prbh.g_00166
OG0000842	Prac.g_00349	Prbh.g_00167
OG0000843	Prac.g_00348	Prbh.g_00168
OG0000844	Prac.g_00347	Prbh.g_00169
OG0000845	Prac.g_00346	Prbh.g_00170
OG0000846	Prac.g_00345	Prbh.g_00171
OG0000847	Prac.g_00344	Prbh.g_00172
OG0000848	Prac.g_00343	Prbh.g_00173
OG0000849	Prac.g_00342	Prbh.g_00174
OG0000850	Prac.g_00340	Prbh.g_00176
OG0000851	Prac.g_00339	Prbh.g_00177
OG0000852	Prac.g_00338	Prbh.g_00178
OG0000853	Prac.g_00334	Prbh.g_00183
OG0000854	Prac.g_00332	Prbh.g_00185
OG0000855	Prac.g_00331	Prbh.g_00186
OG0000856	Prac.g_00317	Prbh.g_01454
OG0000857	Prac.g_00288	Prbh.g_00968
OG0000858	Prac.g_00631	Prbh.g_01789
OG0000859	Prac.g_00630	Prbh.g_01788
OG0000860	Prac.g_00623	Prbh.g_01780
OG0000861	Prac.g_00622	Prbh.g_01779
OG0000862	Prac.g_00621	Prbh.g_01778
OG0000863	Prac.g_00619	Prbh.g_01776
OG0000864	Prac.g_00618	Prbh.g_01775
OG0000865	Prac.g_00617	Prbh.g_01774
OG0000866	Prac.g_00616	Prbh.g_01773
OG0000867	Prac.g_00615	Prbh.g_01772
OG0000868	Prac.g_00614	Prbh.g_01770
OG0000869	Prac.g_00610	Prbh.g_01767
OG0000870	Prac.g_00605	Prbh.g_01762
OG0000871	Prac.g_00604	Prbh.g_01761
OG0000872	Prac.g_00603	Prbh.g_01760
OG0000873	Prac.g_00600	Prbh.g_01757
OG0000874	Prac.g_00597	Prbh.g_01754
OG0000875	Prac.g_00596	Prbh.g_01752
OG0000876	Prac.g_00595	Prbh.g_01751
OG0000877	Prac.g_00593	Prbh.g_01749
OG0000878	Prac.g_00592	Prbh.g_01748
OG0000879	Prac.g_00591	Prbh.g_01747
OG0000880	Prac.g_00590	Prbh.g_01746
OG0000881	Prac.g_00586	Prbh.g_01742
OG0000882	Prac.g_00581	Prbh.g_01737
OG0000883	Prac.g_00580	Prbh.g_01735
OG0000884	Prac.g_00578	Prbh.g_01733
OG0000885	Prac.g_00577	Prbh.g_01732
OG0000886	Prac.g_00576	Prbh.g_01731
OG0000887	Prac.g_00575	Prbh.g_01730
OG0000888	Prac.g_00573	Prbh.g_01728
OG0000889	Prac.g_00571	Prbh.g_01726
OG0000890	Prac.g_00570	Prbh.g_01725
OG0000891	Prac.g_00569	Prbh.g_01724
OG0000892	Prac.g_00471	Prbh.g_01723
OG0000893	Prac.g_00476	Prbh.g_01719
OG0000894	Prac.g_00478	Prbh.g_01716
OG0000895	Prac.g_00481	Prbh.g_01712
OG0000896	Prac.g_00482	Prbh.g_01711
OG0000897	Prac.g_00484	Prbh.g_01709
OG0000898	Prac.g_00485	Prbh.g_01708
OG0000899	Prac.g_00486	Prbh.g_01707
OG0000900	Prac.g_00487	Prbh.g_01706
OG0000901	Prac.g_00490	Prbh.g_01703
OG0000902	Prac.g_00492	Prbh.g_01701
OG0000903	Prac.g_00495	Prbh.g_01697
OG0000904	Prac.g_00497	Prbh.g_01692
OG0000905	Prac.g_00502	Prbh.g_01699
OG0000906	Prac.g_00503	Prbh.g_01700
OG0000907	Prac.g_00506	Prbh.g_01687
OG0000908	Prac.g_00509	Prbh.g_01684
OG0000909	Prac.g_00510	Prbh.g_01683
OG0000910	Prac.g_00511	Prbh.g_01682
OG0000911	Prac.g_00513	Prbh.g_01680
OG0000912	Prac.g_00514	Prbh.g_01679
OG0000913	Prac.g_00515	Prbh.g_01678
OG0000914	Prac.g_00516	Prbh.g_01677
OG0000915	Prac.g_00517	Prbh.g_01676
OG0000916	Prac.g_00518	Prbh.g_01675
OG0000917	Prac.g_00519	Prbh.g_01674
OG0000918	Prac.g_00520	Prbh.g_01673
OG0000919	Prac.g_00521	Prbh.g_01672
OG0000920	Prac.g_00522	Prbh.g_01671
OG0000921	Prac.g_00523	Prbh.g_01670
OG0000922	Prac.g_00524	Prbh.g_01669
OG0000923	Prac.g_00528	Prbh.g_01665
OG0000924	Prac.g_00529	Prbh.g_01664
OG0000925	Prac.g_00530	Prbh.g_01663
OG0000926	Prac.g_00531	Prbh.g_01662
OG0000927	Prac.g_00533	Prbh.g_01660
OG0000928	Prac.g_00534	Prbh.g_01659
OG0000929	Prac.g_00535	Prbh.g_01658
OG0000930	Prac.g_00536	Prbh.g_01657
OG0000931	Prac.g_00537	Prbh.g_01656
OG0000932	Prac.g_00538	Prbh.g_01655
OG0000933	Prac.g_00542	Prbh.g_01651
OG0000934	Prac.g_00544	Prbh.g_01649
OG0000935	Prac.g_00545	Prbh.g_01648
OG0000936	Prac.g_00546	Prbh.g_01647
OG0000937	Prac.g_00547	Prbh.g_01646
OG0000938	Prac.g_00549	Prbh.g_01643
OG0000939	Prac.g_00550	Prbh.g_01642
OG0000940	Prac.g_00556	Prbh.g_01635
OG0000941	Prac.g_00558	Prbh.g_01633
OG0000942	Prac.g_00560	Prbh.g_01631
OG0000943	Prac.g_00561	Prbh.g_01630
OG0000944	Prac.g_00562	Prbh.g_01628
OG0000945	Prac.g_00563	Prbh.g_01627
OG0000946	Prac.g_00005	Prbh.g_01621
OG0000947	Prac.g_00007	Prbh.g_01619
OG0000948	Prac.g_00008	Prbh.g_01618
OG0000949	Prac.g_00011	Prbh.g_01615
OG0000950	Prac.g_00016	Prbh.g_01608
OG0000951	Prac.g_00020	Prbh.g_01604
OG0000952	Prac.g_00024	Prbh.g_01600
OG0000953	Prac.g_00027	Prbh.g_01596
OG0000954	Prac.g_00031	Prbh.g_01592
OG0000955	Prac.g_00032	Prbh.g_01591
OG0000956	Prac.g_00034	Prbh.g_01589
OG0000957	Prac.g_00039	Prbh.g_01583
OG0000958	Prac.g_00040	Prbh.g_01582
OG0000959	Prac.g_00044	Prbh.g_01578
OG0000960	Prac.g_00045	Prbh.g_01577
OG0000961	Prac.g_00047	Prbh.g_01574
OG0000962	Prac.g_00049	Prbh.g_01572
OG0000963	Prac.g_00052	Prbh.g_01568
OG0000964	Prac.g_00053	Prbh.g_01567
OG0000965	Prac.g_00054	Prbh.g_01566
OG0000966	Prac.g_00061	Prbh.g_01560
OG0000967	Prac.g_00065	Prbh.g_01556
OG0000968	Prac.g_00067	Prbh.g_01554
OG0000969	Prac.g_00068	Prbh.g_01553
OG0000970	Prac.g_00069	Prbh.g_01552
OG0000971	Prac.g_00070	Prbh.g_01551
OG0000972	Prac.g_00071	Prbh.g_01550
OG0000973	Prac.g_00072	Prbh.g_01549
OG0000974	Prac.g_00073	Prbh.g_01548
OG0000975	Prac.g_00074	Prbh.g_01547
OG0000976	Prac.g_00075	Prbh.g_01546
OG0000977	Prac.g_00076	Prbh.g_01545
OG0000978	Prac.g_00077	Prbh.g_01544
OG0000979	Prac.g_00080	Prbh.g_01541
OG0000980	Prac.g_00082	Prbh.g_01539
OG0000981	Prac.g_00084	Prbh.g_01536
OG0000982	Prac.g_00086	Prbh.g_01534
OG0000983	Prac.g_00087	Prbh.g_01533
OG0000984	Prac.g_00088	Prbh.g_01532
OG0000985	Prac.g_00091	Prbh.g_01529
OG0000986	Prac.g_00093	Prbh.g_01527
OG0000987	Prac.g_00094	Prbh.g_01526
OG0000988	Prac.g_00097	Prbh.g_01523
OG0000989	Prac.g_00100	Prbh.g_01519
OG0000990	Prac.g_00103	Prbh.g_01514
OG0000991	Prac.g_00104	Prbh.g_01513
OG0000992	Prac.g_00106	Prbh.g_01510
OG0000993	Prac.g_00107	Prbh.g_01509
OG0000994	Prac.g_00108	Prbh.g_01508
OG0000995	Prac.g_00112	Prbh.g_01504
OG0000996	Prac.g_00113	Prbh.g_01503
OG0000997	Prac.g_00114	Prbh.g_01501
OG0000998	Prac.g_00116	Prbh.g_01499
OG0000999	Prac.g_00117	Prbh.g_01498
OG0001000	Prac.g_00120	Prbh.g_01495
OG0001001	Prac.g_00122	Prbh.g_01490
OG0001002	Prac.g_00126	Prbh.g_01485
OG0001003	Prac.g_00127	Prbh.g_01484
OG0001004	Prac.g_00128	Prbh.g_01483
OG0001005	Prac.g_00129	Prbh.g_01482
OG0001006	Prac.g_01949	Prbh.g_01478
OG0001007	Prac.g_01947	Prbh.g_01476
OG0001008	Prac.g_01110	Prbh.g_00395
OG0001009	Prac.g_01920	Prbh.g_00753
OG0001010	Prac.g_01919	Prbh.g_00752
OG0001011	Prac.g_01918	Prbh.g_00751
OG0001012	Prac.g_01889	Prbh.g_00739
OG0001013	Prac.g_01883	Prbh.g_00732
OG0001014	Prac.g_01880	Prbh.g_00729
OG0001015	Prac.g_01879	Prbh.g_00728
OG0001016	Prac.g_01858	Prbh.g_00709
OG0001017	Prac.g_01854	Prbh.g_00705
OG0001018	Prac.g_01851	Prbh.g_00703
OG0001019	Prac.g_01842	Prbh.g_00694
OG0001020	Prac.g_01841	Prbh.g_00693
OG0001021	Prac.g_01840	Prbh.g_00692
OG0001022	Prac.g_01837	Prbh.g_00689
OG0001023	Prac.g_01836	Prbh.g_00688
OG0001024	Prac.g_01833	Prbh.g_00685
OG0001025	Prac.g_01827	Prbh.g_00678
OG0001026	Prac.g_01820	Prbh.g_00670
OG0001027	Prac.g_01819	Prbh.g_00669
OG0001028	Prac.g_01817	Prbh.g_00667
OG0001029	Prac.g_01816	Prbh.g_00666
OG0001030	Prac.g_01801	Prbh.g_00650
OG0001031	Prac.g_01744	Prbh.g_00596
OG0001032	Prac.g_01743	Prbh.g_00595
OG0001033	Prac.g_01722	Prbh.g_00574
OG0001034	Prac.g_01694	Prbh.g_00544
OG0001035	Prac.g_01677	Prbh.g_00524
OG0001036	Prac.g_01672	Prbh.g_00520
OG0001037	Prac.g_01671	Prbh.g_00519
OG0001038	Prac.g_01653	Prbh.g_00501
OG0001039	Prac.g_01650	Prbh.g_00498
OG0001040	Prac.g_01648	Prbh.g_00496
OG0001041	Prac.g_01644	Prbh.g_00491
OG0001042	Prac.g_01627	Prbh.g_00474
OG0001043	Prac.g_01626	Prbh.g_00473
OG0001044	Prac.g_01201	Prbh.g_00440
OG0001045	Prac.g_01192	Prbh.g_00430
OG0001046	Prac.g_01154	Prbh.g_01877
OG0001047	Prac.g_01108	Prbh.g_00393
OG0001048	Prac.g_01107	Prbh.g_00392
OG0001049	Prac.g_01105	Prbh.g_00390
OG0001050	Prac.g_01104	Prbh.g_00389
OG0001051	Prac.g_01103	Prbh.g_00388
OG0001052	Prac.g_01073	Prbh.g_00360
OG0001053	Prac.g_01061	Prbh.g_00348
OG0001054	Prac.g_00873	Prbh.g_00333
OG0001055	Prac.g_00855	Prbh.g_00313
OG0001056	Prac.g_00836	Prbh.g_00293
OG0001057	Prac.g_00831	Prbh.g_00289
OG0001058	Prac.g_00823	Prbh.g_00281
OG0001059	Prac.g_00819	Prbh.g_00277
OG0001060	Prac.g_00812	Prbh.g_00270
OG0001061	Prac.g_00799	Prbh.g_00255
OG0001062	Prac.g_00797	Prbh.g_00253
OG0001063	Prac.g_00795	Prbh.g_00251
OG0001064	Prac.g_00794	Prbh.g_00250
OG0001065	Prac.g_00793	Prbh.g_00249
OG0001066	Prac.g_00792	Prbh.g_00248
OG0001067	Prac.g_00791	Prbh.g_00247
OG0001068	Prac.g_00790	Prbh.g_00246
OG0001069	Prac.g_00789	Prbh.g_00245
OG0001070	Prac.g_00786	Prbh.g_00243
OG0001071	Prac.g_00785	Prbh.g_00242
OG0001072	Prac.g_00783	Prbh.g_00240
OG0001073	Prac.g_00767	Prbh.g_00226
OG0001074	Prac.g_00756	Prbh.g_00214
OG0001075	Prac.g_00755	Prbh.g_00213
OG0001076	Prac.g_00747	Prbh.g_01459
OG0001077	Prac.g_00743	Prbh.g_01453
OG0001078	Prac.g_00735	Prbh.g_01217
OG0001079	Prac.g_00724	Prbh.g_01206
OG0001080	Prac.g_00718	Prbh.g_01200
OG0001081	Prac.g_00716	Prbh.g_01198
OG0001082	Prac.g_00715	Prbh.g_01197
OG0001083	Prac.g_00710	Prbh.g_01192
OG0001084	Prac.g_00709	Prbh.g_01191
OG0001085	Prac.g_00701	Prbh.g_00904
OG0001086	Prac.g_00700	Prbh.g_00905
OG0001087	Prac.g_00683	Prbh.g_00923
OG0001088	Prac.g_00682	Prbh.g_00924
OG0001089	Prac.g_00674	Prbh.g_00935
OG0001090	Prac.g_01559	Prbh.g_00946
OG0001091	Prac.g_01557	Prbh.g_01170
OG0001092	Prac.g_01556	Prbh.g_01169
OG0001093	Prac.g_01551	Prbh.g_01164
OG0001094	Prac.g_01481	Prbh.g_01171
OG0001095	Prac.g_01462	Prbh.g_00966
OG0001096	Prac.g_01449	Prbh.g_00980
OG0001097	Prac.g_01431	Prbh.g_00999
OG0001098	Prac.g_01416	Prbh.g_01019
OG0001099	Prac.g_01396	Prbh.g_00861
OG0001100	Prac.g_01392	Prbh.g_00870
OG0001101	Prac.g_01390	Prbh.g_00872
OG0001102	Prac.g_01387	Prbh.g_00875
OG0001103	Prac.g_01385	Prbh.g_00877
OG0001104	Prac.g_01364	Prbh.g_00899
OG0001105	Prac.g_01360	Prbh.g_00903
OG0001106	Prac.g_01336	Prbh.g_01074
OG0001107	Prac.g_01329	Prbh.g_01084
OG0001108	Prac.g_01325	Prbh.g_01088
OG0001109	Prac.g_01324	Prbh.g_01089
OG0001110	Prac.g_01322	Prbh.g_01091
OG0001111	Prac.g_01321	Prbh.g_01092
OG0001112	Prac.g_01320	Prbh.g_01093
OG0001113	Prac.g_01319	Prbh.g_01094
OG0001114	Prac.g_01318	Prbh.g_01095
OG0001115	Prac.g_01316	Prbh.g_01097
OG0001116	Prac.g_01315	Prbh.g_01098
