Orthogroup	Prac	Syab
OG0000579	Prac.g_00769	Syab.g_01949
OG0000580	Prac.g_00768	Syab.g_01948
OG0000581	Prac.g_00766	Syab.g_01934
OG0000582	Prac.g_00763	Syab.g_01929
OG0000583	Prac.g_00762	Syab.g_01928
OG0000584	Prac.g_00761	Syab.g_01927
OG0000585	Prac.g_00759	Syab.g_01924
OG0000586	Prac.g_00758	Syab.g_01923
OG0000587	Prac.g_00757	Syab.g_01921
OG0000588	Prac.g_00753	Syab.g_01910
OG0000589	Prac.g_00750	Syab.g_01899
OG0000590	Prac.g_00749	Syab.g_01898
OG0000591	Prac.g_00746	Syab.g_01892
OG0000592	Prac.g_00745	Syab.g_01891
OG0000593	Prac.g_00739	Syab.g_01877
OG0000594	Prac.g_00738	Syab.g_01876
OG0000595	Prac.g_00737	Syab.g_01875
OG0000596	Prac.g_00733	Syab.g_01871
OG0000597	Prac.g_00731	Syab.g_01868
OG0000598	Prac.g_00730	Syab.g_01867
OG0000599	Prac.g_00727	Syab.g_01860
OG0000600	Prac.g_00726	Syab.g_01859
OG0000601	Prac.g_00725	Syab.g_01858
OG0000602	Prac.g_00723	Syab.g_01853
OG0000603	Prac.g_00722	Syab.g_01852
OG0000604	Prac.g_00721	Syab.g_01850
OG0000605	Prac.g_00720	Syab.g_01758
OG0000606	Prac.g_00717	Syab.g_01529
OG0000607	Prac.g_00714	Syab.g_01533
OG0000608	Prac.g_00713	Syab.g_01534
OG0000609	Prac.g_00712	Syab.g_01536
OG0000610	Prac.g_00707	Syab.g_01555
OG0000611	Prac.g_00704	Syab.g_01558
OG0000612	Prac.g_00703	Syab.g_01559
OG0000613	Prac.g_00698	Syab.g_00228
OG0000614	Prac.g_00679	Syab.g_01179
OG0000615	Prac.g_00671	Syab.g_01605
OG0000616	Prac.g_00667	Syab.g_02897
OG0000617	Prac.g_01554	Syab.g_01274
OG0000618	Prac.g_01553	Syab.g_01275
OG0000619	Prac.g_01552	Syab.g_01662
OG0000620	Prac.g_01549	Syab.g_01668
OG0000621	Prac.g_01548	Syab.g_01669
OG0000622	Prac.g_01547	Syab.g_01670
OG0000623	Prac.g_01546	Syab.g_01671
OG0000624	Prac.g_01545	Syab.g_01673
OG0000625	Prac.g_01544	Syab.g_01674
OG0000626	Prac.g_01543	Syab.g_01675
OG0000627	Prac.g_01542	Syab.g_01438
OG0000628	Prac.g_01541	Syab.g_01437
OG0000629	Prac.g_01540	Syab.g_01434
OG0000630	Prac.g_01537	Syab.g_01430
OG0000631	Prac.g_01484	Syab.g_01421
OG0000632	Prac.g_01483	Syab.g_01420
OG0000633	Prac.g_01482	Syab.g_01419
OG0000634	Prac.g_01479	Syab.g_01651
OG0000635	Prac.g_01478	Syab.g_01656
OG0000636	Prac.g_01476	Syab.g_01658
OG0000637	Prac.g_01474	Syab.g_01660
OG0000638	Prac.g_01473	Syab.g_01661
OG0000639	Prac.g_01472	Syab.g_01276
OG0000640	Prac.g_01471	Syab.g_01277
OG0000641	Prac.g_01467	Syab.g_01281
OG0000642	Prac.g_01466	Syab.g_01282
OG0000643	Prac.g_01465	Syab.g_01283
OG0000644	Prac.g_01464	Syab.g_01284
OG0000645	Prac.g_01463	Syab.g_01286
OG0000646	Prac.g_01461	Syab.g_01289
OG0000647	Prac.g_01460	Syab.g_01291
OG0000648	Prac.g_01458	Syab.g_01684
OG0000649	Prac.g_01457	Syab.g_01685
OG0000650	Prac.g_01456	Syab.g_01686
OG0000651	Prac.g_01455	Syab.g_01687
OG0000652	Prac.g_01454	Syab.g_01688
OG0000653	Prac.g_01452	Syab.g_01690
OG0000654	Prac.g_01451	Syab.g_01691
OG0000655	Prac.g_01450	Syab.g_01692
OG0000656	Prac.g_01447	Syab.g_01695
OG0000657	Prac.g_01440	Syab.g_01706
OG0000658	Prac.g_01439	Syab.g_01710
OG0000659	Prac.g_01438	Syab.g_01711
OG0000660	Prac.g_01434	Syab.g_01715
OG0000661	Prac.g_01432	Syab.g_01717
OG0000662	Prac.g_01430	Syab.g_01719
OG0000663	Prac.g_01428	Syab.g_01722
OG0000664	Prac.g_01427	Syab.g_01723
OG0000665	Prac.g_01423	Syab.g_01829
OG0000666	Prac.g_01422	Syab.g_01842
OG0000667	Prac.g_01418	Syab.g_01548
OG0000668	Prac.g_01401	Syab.g_01319
OG0000669	Prac.g_01393	Syab.g_01642
OG0000670	Prac.g_01391	Syab.g_02156
OG0000671	Prac.g_01389	Syab.g_01638
OG0000672	Prac.g_01386	Syab.g_01635
OG0000673	Prac.g_01383	Syab.g_01632
OG0000674	Prac.g_01381	Syab.g_01630
OG0000675	Prac.g_01380	Syab.g_01629
OG0000676	Prac.g_01378	Syab.g_01620
OG0000677	Prac.g_01377	Syab.g_01619
OG0000678	Prac.g_01375	Syab.g_01613
OG0000679	Prac.g_01371	Syab.g_01601
OG0000680	Prac.g_01370	Syab.g_01600
OG0000681	Prac.g_01368	Syab.g_01597
OG0000682	Prac.g_01367	Syab.g_01596
OG0000683	Prac.g_01366	Syab.g_01595
OG0000684	Prac.g_01365	Syab.g_01591
OG0000685	Prac.g_01363	Syab.g_01589
OG0000686	Prac.g_01362	Syab.g_01588
OG0000687	Prac.g_01361	Syab.g_01586
OG0000688	Prac.g_01358	Syab.g_01576
OG0000689	Prac.g_01357	Syab.g_01574
OG0000690	Prac.g_01356	Syab.g_01573
OG0000691	Prac.g_01355	Syab.g_01572
OG0000692	Prac.g_01353	Syab.g_01571
OG0000693	Prac.g_01352	Syab.g_01569
OG0000694	Prac.g_01351	Syab.g_01568
OG0000695	Prac.g_01349	Syab.g_01417
OG0000696	Prac.g_01348	Syab.g_01416
OG0000697	Prac.g_01347	Syab.g_01415
OG0000698	Prac.g_01344	Syab.g_01412
OG0000699	Prac.g_01343	Syab.g_01411
OG0000700	Prac.g_01342	Syab.g_01410
OG0000701	Prac.g_01341	Syab.g_01409
OG0000702	Prac.g_01339	Syab.g_01401
OG0000703	Prac.g_01338	Syab.g_01400
OG0000704	Prac.g_01337	Syab.g_01398
OG0000705	Prac.g_01333	Syab.g_01391
OG0000706	Prac.g_01332	Syab.g_01390
OG0000707	Prac.g_01331	Syab.g_01389
OG0000708	Prac.g_01330	Syab.g_01386
OG0000709	Prac.g_01326	Syab.g_01378
OG0000710	Prac.g_01323	Syab.g_01367
OG0000711	Prac.g_01307	Syab.g_01340
OG0000712	Prac.g_01305	Syab.g_01338
OG0000713	Prac.g_01304	Syab.g_01337
OG0000714	Prac.g_01303	Syab.g_01334
OG0000715	Prac.g_01301	Syab.g_01332
OG0000716	Prac.g_01299	Syab.g_01328
OG0000717	Prac.g_01298	Syab.g_01327
OG0000718	Prac.g_01287	Syab.g_01323
OG0000719	Prac.g_01285	Syab.g_01321
OG0000720	Prac.g_01276	Syab.g_01307
OG0000721	Prac.g_01274	Syab.g_01305
OG0000722	Prac.g_01273	Syab.g_01304
OG0000723	Prac.g_01270	Syab.g_01678
OG0000724	Prac.g_01261	Syab.g_01223
OG0000725	Prac.g_01255	Syab.g_01207
OG0000726	Prac.g_01254	Syab.g_01206
OG0000727	Prac.g_01253	Syab.g_01205
OG0000728	Prac.g_01251	Syab.g_01203
OG0000729	Prac.g_01205	Syab.g_00097
OG0000730	Prac.g_01046	Syab.g_00521
OG0000731	Prac.g_01042	Syab.g_00531
OG0000732	Prac.g_01036	Syab.g_00055
OG0000733	Prac.g_01017	Syab.g_02798
OG0000734	Prac.g_01000	Syab.g_02508
OG0000735	Prac.g_00998	Syab.g_00942
OG0000736	Prac.g_00997	Syab.g_00943
OG0000737	Prac.g_00996	Syab.g_00944
OG0000738	Prac.g_00992	Syab.g_00949
OG0000739	Prac.g_00991	Syab.g_00961
OG0000740	Prac.g_00990	Syab.g_00962
OG0000741	Prac.g_00989	Syab.g_00965
OG0000742	Prac.g_00986	Syab.g_00968
OG0000743	Prac.g_00984	Syab.g_00970
OG0000744	Prac.g_00983	Syab.g_00971
OG0000745	Prac.g_00982	Syab.g_00973
OG0000746	Prac.g_00980	Syab.g_00975
OG0000747	Prac.g_00979	Syab.g_00976
OG0000748	Prac.g_00976	Syab.g_00991
OG0000749	Prac.g_00975	Syab.g_00992
OG0000750	Prac.g_00974	Syab.g_00993
OG0000751	Prac.g_00972	Syab.g_01002
OG0000752	Prac.g_00970	Syab.g_01004
OG0000753	Prac.g_00967	Syab.g_01007
OG0000754	Prac.g_00964	Syab.g_01012
OG0000755	Prac.g_00961	Syab.g_01021
OG0000756	Prac.g_00960	Syab.g_01022
OG0000757	Prac.g_00954	Syab.g_01029
OG0000758	Prac.g_00953	Syab.g_01030
OG0000759	Prac.g_00952	Syab.g_01031
OG0000760	Prac.g_00951	Syab.g_01032
OG0000761	Prac.g_00950	Syab.g_01034
OG0000762	Prac.g_00949	Syab.g_01036
OG0000763	Prac.g_00947	Syab.g_01038
OG0000764	Prac.g_00946	Syab.g_01039
OG0000765	Prac.g_00937	Syab.g_01154
OG0000766	Prac.g_00936	Syab.g_01153
OG0000767	Prac.g_00934	Syab.g_01151
OG0000768	Prac.g_00933	Syab.g_01150
OG0000769	Prac.g_00931	Syab.g_01148
OG0000770	Prac.g_00929	Syab.g_01145
OG0000771	Prac.g_00448	Syab.g_01229
OG0000772	Prac.g_00154	Syab.g_00957
OG0000773	Prac.g_00166	Syab.g_00931
OG0000774	Prac.g_00168	Syab.g_00924
OG0000775	Prac.g_00170	Syab.g_00922
OG0000776	Prac.g_00171	Syab.g_00921
OG0000777	Prac.g_00172	Syab.g_00920
OG0000778	Prac.g_00173	Syab.g_00919
OG0000779	Prac.g_00177	Syab.g_00913
OG0000780	Prac.g_00178	Syab.g_00908
OG0000781	Prac.g_00181	Syab.g_00904
OG0000782	Prac.g_00182	Syab.g_00903
OG0000783	Prac.g_00183	Syab.g_00902
OG0000784	Prac.g_00184	Syab.g_00901
OG0000785	Prac.g_00186	Syab.g_00899
OG0000786	Prac.g_00188	Syab.g_00895
OG0000787	Prac.g_00189	Syab.g_00894
OG0000788	Prac.g_00204	Syab.g_01857
OG0000789	Prac.g_00207	Syab.g_01835
OG0000790	Prac.g_00222	Syab.g_02082
OG0000791	Prac.g_00224	Syab.g_02080
OG0000792	Prac.g_00225	Syab.g_02079
OG0000793	Prac.g_00228	Syab.g_02074
OG0000794	Prac.g_00229	Syab.g_02073
OG0000795	Prac.g_00230	Syab.g_02072
OG0000796	Prac.g_00234	Syab.g_02068
OG0000797	Prac.g_00235	Syab.g_02067
OG0000798	Prac.g_00262	Syab.g_00298
OG0000799	Prac.g_00429	Syab.g_00826
OG0000800	Prac.g_00428	Syab.g_00821
OG0000801	Prac.g_00427	Syab.g_00820
OG0000802	Prac.g_00425	Syab.g_00816
OG0000803	Prac.g_00423	Syab.g_00806
OG0000804	Prac.g_00422	Syab.g_00802
OG0000805	Prac.g_00420	Syab.g_00792
OG0000806	Prac.g_00418	Syab.g_00790
OG0000807	Prac.g_00417	Syab.g_00788
OG0000808	Prac.g_00416	Syab.g_00783
OG0000809	Prac.g_00413	Syab.g_00780
OG0000810	Prac.g_00412	Syab.g_00779
OG0000811	Prac.g_00408	Syab.g_00770
OG0000812	Prac.g_00406	Syab.g_00768
OG0000813	Prac.g_00405	Syab.g_00767
OG0000814	Prac.g_00403	Syab.g_00765
OG0000815	Prac.g_00402	Syab.g_00760
OG0000816	Prac.g_00400	Syab.g_00758
OG0000817	Prac.g_00399	Syab.g_00757
OG0000818	Prac.g_00394	Syab.g_00751
OG0000819	Prac.g_00393	Syab.g_00750
OG0000820	Prac.g_00392	Syab.g_00749
OG0000821	Prac.g_00388	Syab.g_00743
OG0000822	Prac.g_00387	Syab.g_00741
OG0000823	Prac.g_00386	Syab.g_00740
OG0000824	Prac.g_00383	Syab.g_00735
OG0000825	Prac.g_00382	Syab.g_00734
OG0000826	Prac.g_00381	Syab.g_00733
OG0000827	Prac.g_00380	Syab.g_00732
OG0000828	Prac.g_00377	Syab.g_00729
OG0000829	Prac.g_00376	Syab.g_00728
OG0000830	Prac.g_00375	Syab.g_00727
OG0000831	Prac.g_00373	Syab.g_00725
OG0000832	Prac.g_00367	Syab.g_02169
OG0000833	Prac.g_00359	Syab.g_02178
OG0000834	Prac.g_00358	Syab.g_02181
OG0000835	Prac.g_00357	Syab.g_02182
OG0000836	Prac.g_00356	Syab.g_02185
OG0000837	Prac.g_00355	Syab.g_02186
OG0000838	Prac.g_00353	Syab.g_02190
OG0000839	Prac.g_00352	Syab.g_02191
OG0000840	Prac.g_00351	Syab.g_02192
OG0000841	Prac.g_00350	Syab.g_02193
OG0000842	Prac.g_00349	Syab.g_02194
OG0000843	Prac.g_00348	Syab.g_02195
OG0000844	Prac.g_00347	Syab.g_02197
OG0000845	Prac.g_00346	Syab.g_02198
OG0000846	Prac.g_00345	Syab.g_02199
OG0000847	Prac.g_00344	Syab.g_02200
OG0000848	Prac.g_00343	Syab.g_02202
OG0000849	Prac.g_00342	Syab.g_02203
OG0000850	Prac.g_00340	Syab.g_02212
OG0000851	Prac.g_00339	Syab.g_02226
OG0000852	Prac.g_00338	Syab.g_02227
OG0000853	Prac.g_00334	Syab.g_02233
OG0000854	Prac.g_00332	Syab.g_02235
OG0000855	Prac.g_00331	Syab.g_02236
OG0000856	Prac.g_00317	Syab.g_01889
OG0000857	Prac.g_00288	Syab.g_01290
OG0000858	Prac.g_00631	Syab.g_02244
OG0000859	Prac.g_00630	Syab.g_02245
OG0000860	Prac.g_00623	Syab.g_02258
OG0000861	Prac.g_00622	Syab.g_02259
OG0000862	Prac.g_00621	Syab.g_02261
OG0000863	Prac.g_00619	Syab.g_02265
OG0000864	Prac.g_00618	Syab.g_02266
OG0000865	Prac.g_00617	Syab.g_02267
OG0000866	Prac.g_00616	Syab.g_02268
OG0000867	Prac.g_00615	Syab.g_02269
OG0000868	Prac.g_00614	Syab.g_02287
OG0000869	Prac.g_00610	Syab.g_02292
OG0000870	Prac.g_00605	Syab.g_02297
OG0000871	Prac.g_00604	Syab.g_02298
OG0000872	Prac.g_00603	Syab.g_02305
OG0000873	Prac.g_00600	Syab.g_02308
OG0000874	Prac.g_00597	Syab.g_02311
OG0000875	Prac.g_00596	Syab.g_02313
OG0000876	Prac.g_00595	Syab.g_02315
OG0000877	Prac.g_00593	Syab.g_02317
OG0000878	Prac.g_00592	Syab.g_02318
OG0000879	Prac.g_00591	Syab.g_02319
OG0000880	Prac.g_00590	Syab.g_02320
OG0000881	Prac.g_00586	Syab.g_02325
OG0000882	Prac.g_00581	Syab.g_02330
OG0000883	Prac.g_00580	Syab.g_02332
OG0000884	Prac.g_00578	Syab.g_02334
OG0000885	Prac.g_00577	Syab.g_02335
OG0000886	Prac.g_00576	Syab.g_02336
OG0000887	Prac.g_00575	Syab.g_02338
OG0000888	Prac.g_00573	Syab.g_02340
OG0000889	Prac.g_00571	Syab.g_02342
OG0000890	Prac.g_00570	Syab.g_02348
OG0000891	Prac.g_00569	Syab.g_02349
OG0000892	Prac.g_00471	Syab.g_02353
OG0000893	Prac.g_00476	Syab.g_00366
OG0000894	Prac.g_00478	Syab.g_00369
OG0000895	Prac.g_00481	Syab.g_00373
OG0000896	Prac.g_00482	Syab.g_00374
OG0000897	Prac.g_00484	Syab.g_00376
OG0000898	Prac.g_00485	Syab.g_00377
OG0000899	Prac.g_00486	Syab.g_00378
OG0000900	Prac.g_00487	Syab.g_00379
OG0000901	Prac.g_00490	Syab.g_00384
OG0000902	Prac.g_00492	Syab.g_00386
OG0000903	Prac.g_00495	Syab.g_00399
OG0000904	Prac.g_00497	Syab.g_00395
OG0000905	Prac.g_00502	Syab.g_00390
OG0000906	Prac.g_00503	Syab.g_00388
OG0000907	Prac.g_00506	Syab.g_00401
OG0000908	Prac.g_00509	Syab.g_00404
OG0000909	Prac.g_00510	Syab.g_00405
OG0000910	Prac.g_00511	Syab.g_00406
OG0000911	Prac.g_00513	Syab.g_00408
OG0000912	Prac.g_00514	Syab.g_00409
OG0000913	Prac.g_00515	Syab.g_00410
OG0000914	Prac.g_00516	Syab.g_00411
OG0000915	Prac.g_00517	Syab.g_00412
OG0000916	Prac.g_00518	Syab.g_00413
OG0000917	Prac.g_00519	Syab.g_00414
OG0000918	Prac.g_00520	Syab.g_00415
OG0000919	Prac.g_00521	Syab.g_00416
OG0000920	Prac.g_00522	Syab.g_00417
OG0000921	Prac.g_00523	Syab.g_00418
OG0000922	Prac.g_00524	Syab.g_00419
OG0000923	Prac.g_00528	Syab.g_00423
OG0000924	Prac.g_00529	Syab.g_00424
OG0000925	Prac.g_00530	Syab.g_00425
OG0000926	Prac.g_00531	Syab.g_00426
OG0000927	Prac.g_00533	Syab.g_00428
OG0000928	Prac.g_00534	Syab.g_00429
OG0000929	Prac.g_00535	Syab.g_00430
OG0000930	Prac.g_00536	Syab.g_00431
OG0000931	Prac.g_00537	Syab.g_00432
OG0000932	Prac.g_00538	Syab.g_00433
OG0000933	Prac.g_00542	Syab.g_00439
OG0000934	Prac.g_00544	Syab.g_00441
OG0000935	Prac.g_00545	Syab.g_00442
OG0000936	Prac.g_00546	Syab.g_00443
OG0000937	Prac.g_00547	Syab.g_00444
OG0000938	Prac.g_00549	Syab.g_00447
OG0000939	Prac.g_00550	Syab.g_00448
OG0000940	Prac.g_00556	Syab.g_00456
OG0000941	Prac.g_00558	Syab.g_00458
OG0000942	Prac.g_00560	Syab.g_00460
OG0000943	Prac.g_00561	Syab.g_00461
OG0000944	Prac.g_00562	Syab.g_00463
OG0000945	Prac.g_00563	Syab.g_00466
OG0000946	Prac.g_00005	Syab.g_00473
OG0000947	Prac.g_00007	Syab.g_00476
OG0000948	Prac.g_00008	Syab.g_00477
OG0000949	Prac.g_00011	Syab.g_00212
OG0000950	Prac.g_00016	Syab.g_00204
OG0000951	Prac.g_00020	Syab.g_00199
OG0000952	Prac.g_00024	Syab.g_00191
OG0000953	Prac.g_00027	Syab.g_00134
OG0000954	Prac.g_00031	Syab.g_00129
OG0000955	Prac.g_00032	Syab.g_00128
OG0000956	Prac.g_00034	Syab.g_00126
OG0000957	Prac.g_00039	Syab.g_00115
OG0000958	Prac.g_00040	Syab.g_00114
OG0000959	Prac.g_00044	Syab.g_00110
OG0000960	Prac.g_00045	Syab.g_00109
OG0000961	Prac.g_00047	Syab.g_00100
OG0000962	Prac.g_00049	Syab.g_00098
OG0000963	Prac.g_00052	Syab.g_00093
OG0000964	Prac.g_00053	Syab.g_00092
OG0000965	Prac.g_00054	Syab.g_00091
OG0000966	Prac.g_00061	Syab.g_00082
OG0000967	Prac.g_00065	Syab.g_00078
OG0000968	Prac.g_00067	Syab.g_00075
OG0000969	Prac.g_00068	Syab.g_00073
OG0000970	Prac.g_00069	Syab.g_00072
OG0000971	Prac.g_00070	Syab.g_00070
OG0000972	Prac.g_00071	Syab.g_00069
OG0000973	Prac.g_00072	Syab.g_00068
OG0000974	Prac.g_00073	Syab.g_00067
OG0000975	Prac.g_00074	Syab.g_00066
OG0000976	Prac.g_00075	Syab.g_00065
OG0000977	Prac.g_00076	Syab.g_00063
OG0000978	Prac.g_00077	Syab.g_00062
OG0000979	Prac.g_00080	Syab.g_00059
OG0000980	Prac.g_00082	Syab.g_00056
OG0000981	Prac.g_00084	Syab.g_00053
OG0000982	Prac.g_00086	Syab.g_02756
OG0000983	Prac.g_00087	Syab.g_02757
OG0000984	Prac.g_00088	Syab.g_02758
OG0000985	Prac.g_00091	Syab.g_02762
OG0000986	Prac.g_00093	Syab.g_02764
OG0000987	Prac.g_00094	Syab.g_02768
OG0000988	Prac.g_00097	Syab.g_02774
OG0000989	Prac.g_00100	Syab.g_02792
OG0000990	Prac.g_00103	Syab.g_02811
OG0000991	Prac.g_00104	Syab.g_02818
OG0000992	Prac.g_00106	Syab.g_02821
OG0000993	Prac.g_00107	Syab.g_02822
OG0000994	Prac.g_00108	Syab.g_02826
OG0000995	Prac.g_00112	Syab.g_02835
OG0000996	Prac.g_00113	Syab.g_02866
OG0000997	Prac.g_00114	Syab.g_02875
OG0000998	Prac.g_00116	Syab.g_02877
OG0000999	Prac.g_00117	Syab.g_02878
OG0001000	Prac.g_00120	Syab.g_02881
OG0001001	Prac.g_00122	Syab.g_02888
OG0001002	Prac.g_00126	Syab.g_02900
OG0001003	Prac.g_00127	Syab.g_02902
OG0001004	Prac.g_00128	Syab.g_02903
OG0001005	Prac.g_00129	Syab.g_02905
OG0001006	Prac.g_01949	Syab.g_02912
OG0001007	Prac.g_01947	Syab.g_02914
OG0001008	Prac.g_01110	Syab.g_00584
OG0001009	Prac.g_01920	Syab.g_00033
OG0001010	Prac.g_01919	Syab.g_00034
OG0001011	Prac.g_01918	Syab.g_00035
OG0001012	Prac.g_01889	Syab.g_02752
OG0001013	Prac.g_01883	Syab.g_02716
OG0001014	Prac.g_01880	Syab.g_02712
OG0001015	Prac.g_01879	Syab.g_02711
OG0001016	Prac.g_01858	Syab.g_02439
OG0001017	Prac.g_01854	Syab.g_02445
OG0001018	Prac.g_01851	Syab.g_02447
OG0001019	Prac.g_01842	Syab.g_02469
OG0001020	Prac.g_01841	Syab.g_02477
OG0001021	Prac.g_01840	Syab.g_02481
OG0001022	Prac.g_01837	Syab.g_02485
OG0001023	Prac.g_01836	Syab.g_02486
OG0001024	Prac.g_01833	Syab.g_02490
OG0001025	Prac.g_01827	Syab.g_02497
OG0001026	Prac.g_01820	Syab.g_02510
OG0001027	Prac.g_01819	Syab.g_02515
OG0001028	Prac.g_01817	Syab.g_02517
OG0001029	Prac.g_01816	Syab.g_02519
OG0001030	Prac.g_01801	Syab.g_02540
OG0001031	Prac.g_01744	Syab.g_02615
OG0001032	Prac.g_01743	Syab.g_02617
OG0001033	Prac.g_01722	Syab.g_02675
OG0001034	Prac.g_01694	Syab.g_02370
OG0001035	Prac.g_01677	Syab.g_00335
OG0001036	Prac.g_01672	Syab.g_00327
OG0001037	Prac.g_01671	Syab.g_00325
OG0001038	Prac.g_01653	Syab.g_00297
OG0001039	Prac.g_01650	Syab.g_00294
OG0001040	Prac.g_01648	Syab.g_00291
OG0001041	Prac.g_01644	Syab.g_00286
OG0001042	Prac.g_01627	Syab.g_00254
OG0001043	Prac.g_01626	Syab.g_00250
OG0001044	Prac.g_01201	Syab.g_00522
OG0001045	Prac.g_01192	Syab.g_00534
OG0001046	Prac.g_01154	Syab.g_01352
OG0001047	Prac.g_01108	Syab.g_00586
OG0001048	Prac.g_01107	Syab.g_00587
OG0001049	Prac.g_01105	Syab.g_00590
OG0001050	Prac.g_01104	Syab.g_00591
OG0001051	Prac.g_01103	Syab.g_00592
OG0001052	Prac.g_01073	Syab.g_00693
OG0001053	Prac.g_01061	Syab.g_02099
OG0001054	Prac.g_00873	Syab.g_02118
OG0001055	Prac.g_00855	Syab.g_02139
OG0001056	Prac.g_00836	Syab.g_02036
OG0001057	Prac.g_00831	Syab.g_00882
OG0001058	Prac.g_00823	Syab.g_02014
OG0001059	Prac.g_00819	Syab.g_02010
OG0001060	Prac.g_00812	Syab.g_02003
OG0001061	Prac.g_00799	Syab.g_01985
OG0001062	Prac.g_00797	Syab.g_01983
OG0001063	Prac.g_00795	Syab.g_01979
OG0001064	Prac.g_00794	Syab.g_01978
OG0001065	Prac.g_00793	Syab.g_01976
OG0001066	Prac.g_00792	Syab.g_01975
OG0001067	Prac.g_00791	Syab.g_01974
OG0001068	Prac.g_00790	Syab.g_01973
OG0001069	Prac.g_00789	Syab.g_01972
OG0001070	Prac.g_00786	Syab.g_01968
OG0001071	Prac.g_00785	Syab.g_01967
OG0001072	Prac.g_00783	Syab.g_01962
OG0001073	Prac.g_00767	Syab.g_01947
OG0001074	Prac.g_00756	Syab.g_01815
OG0001075	Prac.g_00755	Syab.g_01919
OG0001076	Prac.g_00747	Syab.g_01897
OG0001077	Prac.g_00743	Syab.g_01887
OG0001079	Prac.g_00724	Syab.g_01856
OG0001080	Prac.g_00718	Syab.g_01756
OG0001081	Prac.g_00716	Syab.g_01530
OG0001082	Prac.g_00715	Syab.g_01531
OG0001083	Prac.g_00710	Syab.g_01540
OG0001084	Prac.g_00709	Syab.g_01543
OG0001085	Prac.g_00701	Syab.g_01563
OG0001086	Prac.g_00700	Syab.g_01565
OG0001087	Prac.g_00683	Syab.g_01167
OG0001088	Prac.g_00682	Syab.g_01170
OG0001089	Prac.g_00674	Syab.g_01198
OG0001090	Prac.g_01559	Syab.g_01267
OG0001091	Prac.g_01557	Syab.g_01270
OG0001092	Prac.g_01556	Syab.g_01272
OG0001093	Prac.g_01551	Syab.g_01664
OG0001094	Prac.g_01481	Syab.g_01567
OG0001095	Prac.g_01462	Syab.g_01287
OG0001096	Prac.g_01449	Syab.g_01693
OG0001097	Prac.g_01431	Syab.g_01718
OG0001098	Prac.g_01416	Syab.g_01497
OG0001099	Prac.g_01396	Syab.g_02518
OG0001100	Prac.g_01392	Syab.g_01640
OG0001101	Prac.g_01390	Syab.g_01639
OG0001102	Prac.g_01387	Syab.g_01636
OG0001103	Prac.g_01385	Syab.g_01634
OG0001104	Prac.g_01364	Syab.g_01590
OG0001105	Prac.g_01360	Syab.g_01585
OG0001106	Prac.g_01336	Syab.g_01397
OG0001107	Prac.g_01329	Syab.g_01385
OG0001108	Prac.g_01325	Syab.g_01377
OG0001109	Prac.g_01324	Syab.g_01368
OG0001110	Prac.g_01322	Syab.g_01366
OG0001111	Prac.g_01321	Syab.g_01364
OG0001112	Prac.g_01320	Syab.g_01362
OG0001113	Prac.g_01319	Syab.g_01593
OG0001114	Prac.g_01318	Syab.g_01361
OG0001115	Prac.g_01316	Syab.g_01357
OG0001116	Prac.g_01315	Syab.g_01355
OG0001117	Prac.g_01314	Syab.g_01354
OG0001118	Prac.g_01313	Syab.g_01353
OG0001119	Prac.g_01312	Syab.g_01351
OG0001120	Prac.g_01310	Syab.g_01347
OG0001121	Prac.g_01020	Syab.g_02159
OG0001122	Prac.g_01284	Syab.g_01320
OG0001123	Prac.g_01280	Syab.g_01312
OG0001124	Prac.g_01278	Syab.g_01310
OG0001125	Prac.g_01277	Syab.g_01308
OG0001126	Prac.g_01267	Syab.g_01231
OG0001127	Prac.g_01266	Syab.g_01230
OG0001128	Prac.g_01264	Syab.g_01227
OG0001129	Prac.g_01263	Syab.g_01225
OG0001130	Prac.g_01262	Syab.g_01224
OG0001131	Prac.g_01225	Syab.g_01609
OG0001132	Prac.g_01216	Syab.g_01790
OG0001133	Prac.g_01031	Syab.g_01895
OG0001134	Prac.g_01018	Syab.g_01748
OG0001135	Prac.g_01015	Syab.g_01747
OG0001136	Prac.g_00988	Syab.g_00966
OG0001137	Prac.g_00977	Syab.g_00990
OG0001138	Prac.g_00959	Syab.g_01023
OG0001139	Prac.g_00958	Syab.g_01025
OG0001140	Prac.g_00957	Syab.g_01026, Syab.g_00642
OG0001141	Prac.g_00956	Syab.g_01027
OG0001142	Prac.g_00955	Syab.g_01028
OG0001143	Prac.g_00948	Syab.g_01037
OG0001144	Prac.g_00943	Syab.g_01052
OG0001145	Prac.g_00167	Syab.g_00928
OG0001146	Prac.g_00179	Syab.g_00907
OG0001147	Prac.g_00203	Syab.g_00716
OG0001148	Prac.g_00219	Syab.g_02085
OG0001149	Prac.g_00220	Syab.g_02084
OG0001150	Prac.g_00221	Syab.g_02083
OG0001151	Prac.g_00232	Syab.g_02070
OG0001152	Prac.g_00233	Syab.g_02069
OG0001153	Prac.g_00379	Syab.g_00731
OG0001154	Prac.g_00378	Syab.g_00730
OG0001155	Prac.g_00366	Syab.g_02171
OG0001156	Prac.g_00363	Syab.g_02174
OG0001157	Prac.g_00362	Syab.g_02175
OG0001158	Prac.g_00361	Syab.g_02176
OG0001159	Prac.g_00360	Syab.g_02177
OG0001160	Prac.g_00336	Syab.g_02231
OG0001161	Prac.g_00324	Syab.g_02797
