Orthogroup	Prac	Prbn
OG0000561	Prac.g_00817	Prbn.g_00561
OG0000562	Prac.g_00816	Prbn.g_00560
OG0000563	Prac.g_00815	Prbn.g_00559
OG0000564	Prac.g_00814	Prbn.g_00558
OG0000565	Prac.g_00811	Prbn.g_00556
OG0000566	Prac.g_00809	Prbn.g_00552
OG0000567	Prac.g_00805	Prbn.g_00548
OG0000568	Prac.g_00804	Prbn.g_00547
OG0000569	Prac.g_00803	Prbn.g_00546
OG0000570	Prac.g_00802	Prbn.g_00545
OG0000571	Prac.g_00800	Prbn.g_00543
OG0000572	Prac.g_00787	Prbn.g_00529
OG0000573	Prac.g_00780	Prbn.g_00523
OG0000574	Prac.g_00779	Prbn.g_00522
OG0000575	Prac.g_00775	Prbn.g_00518
OG0000576	Prac.g_00772	Prbn.g_00516
OG0000577	Prac.g_00771	Prbn.g_00515
OG0000578	Prac.g_00770	Prbn.g_00514
OG0000579	Prac.g_00769	Prbn.g_00513
OG0000580	Prac.g_00768	Prbn.g_00512
OG0000581	Prac.g_00766	Prbn.g_00509
OG0000582	Prac.g_00763	Prbn.g_00506
OG0000583	Prac.g_00762	Prbn.g_00505
OG0000584	Prac.g_00761	Prbn.g_00504
OG0000585	Prac.g_00759	Prbn.g_00502
OG0000586	Prac.g_00758	Prbn.g_00501
OG0000587	Prac.g_00757	Prbn.g_00500
OG0000588	Prac.g_00753	Prbn.g_00496
OG0000589	Prac.g_00750	Prbn.g_00494
OG0000590	Prac.g_00749	Prbn.g_00493
OG0000591	Prac.g_00746	Prbn.g_00489
OG0000592	Prac.g_00745	Prbn.g_00488
OG0000593	Prac.g_00739	Prbn.g_00423
OG0000594	Prac.g_00738	Prbn.g_00424
OG0000595	Prac.g_00737	Prbn.g_00425
OG0000596	Prac.g_00733	Prbn.g_00429
OG0000597	Prac.g_00731	Prbn.g_00432
OG0000598	Prac.g_00730	Prbn.g_00433
OG0000599	Prac.g_00727	Prbn.g_00436
OG0000600	Prac.g_00726	Prbn.g_00437
OG0000601	Prac.g_00725	Prbn.g_00438
OG0000602	Prac.g_00723	Prbn.g_00440
OG0000603	Prac.g_00722	Prbn.g_00441
OG0000604	Prac.g_00721	Prbn.g_00442
OG0000605	Prac.g_00720	Prbn.g_00443
OG0000606	Prac.g_00717	Prbn.g_00446
OG0000607	Prac.g_00714	Prbn.g_00449
OG0000608	Prac.g_00713	Prbn.g_00450
OG0000609	Prac.g_00712	Prbn.g_00834
OG0000610	Prac.g_00707	Prbn.g_00840
OG0000611	Prac.g_00704	Prbn.g_00843
OG0000612	Prac.g_00703	Prbn.g_00844
OG0000613	Prac.g_00698	Prbn.g_01591
OG0000614	Prac.g_00679	Prbn.g_01570
OG0000615	Prac.g_00671	Prbn.g_01559
OG0000616	Prac.g_00667	Prbn.g_00905
OG0000617	Prac.g_01554	Prbn.g_00860
OG0000618	Prac.g_01553	Prbn.g_00861
OG0000619	Prac.g_01552	Prbn.g_00862
OG0000620	Prac.g_01549	Prbn.g_01947
OG0000621	Prac.g_01548	Prbn.g_01948
OG0000622	Prac.g_01547	Prbn.g_01949
OG0000623	Prac.g_01546	Prbn.g_01950
OG0000624	Prac.g_01545	Prbn.g_01952
OG0000625	Prac.g_01544	Prbn.g_01345
OG0000626	Prac.g_01543	Prbn.g_01346
OG0000627	Prac.g_01542	Prbn.g_01347
OG0000628	Prac.g_01541	Prbn.g_01348
OG0000629	Prac.g_01540	Prbn.g_01349
OG0000630	Prac.g_01537	Prbn.g_01352
OG0000631	Prac.g_01484	Prbn.g_01445
OG0000632	Prac.g_01483	Prbn.g_01444
OG0000633	Prac.g_01482	Prbn.g_01443
OG0000634	Prac.g_01479	Prbn.g_01550
OG0000635	Prac.g_01478	Prbn.g_01549
OG0000636	Prac.g_01476	Prbn.g_01547
OG0000637	Prac.g_01474	Prbn.g_01545
OG0000638	Prac.g_01473	Prbn.g_01544
OG0000639	Prac.g_01472	Prbn.g_01543
OG0000640	Prac.g_01471	Prbn.g_01542
OG0000641	Prac.g_01467	Prbn.g_01538
OG0000642	Prac.g_01466	Prbn.g_01537
OG0000643	Prac.g_01465	Prbn.g_01536
OG0000644	Prac.g_01464	Prbn.g_01535
OG0000645	Prac.g_01463	Prbn.g_01534
OG0000646	Prac.g_01461	Prbn.g_01532
OG0000647	Prac.g_01460	Prbn.g_01530
OG0000648	Prac.g_01458	Prbn.g_01528
OG0000649	Prac.g_01457	Prbn.g_01527
OG0000650	Prac.g_01456	Prbn.g_01526
OG0000651	Prac.g_01455	Prbn.g_01525
OG0000652	Prac.g_01454	Prbn.g_01524
OG0000653	Prac.g_01452	Prbn.g_01522
OG0000654	Prac.g_01451	Prbn.g_01521
OG0000655	Prac.g_01450	Prbn.g_01520
OG0000656	Prac.g_01447	Prbn.g_01517
OG0000657	Prac.g_01440	Prbn.g_01509
OG0000658	Prac.g_01439	Prbn.g_01507
OG0000659	Prac.g_01438	Prbn.g_01506
OG0000660	Prac.g_01434	Prbn.g_01502
OG0000661	Prac.g_01432	Prbn.g_01500
OG0000662	Prac.g_01430	Prbn.g_01498
OG0000663	Prac.g_01428	Prbn.g_01496
OG0000664	Prac.g_01427	Prbn.g_01495
OG0000665	Prac.g_01423	Prbn.g_01489
OG0000666	Prac.g_01422	Prbn.g_01488
OG0000667	Prac.g_01418	Prbn.g_01484
OG0000668	Prac.g_01401	Prbn.g_01930
OG0000669	Prac.g_01393	Prbn.g_01632
OG0000670	Prac.g_01391	Prbn.g_01629
OG0000671	Prac.g_01389	Prbn.g_01626
OG0000672	Prac.g_01386	Prbn.g_01623
OG0000673	Prac.g_01383	Prbn.g_01620
OG0000674	Prac.g_01381	Prbn.g_01618
OG0000675	Prac.g_01380	Prbn.g_01617
OG0000676	Prac.g_01378	Prbn.g_01615
OG0000677	Prac.g_01377	Prbn.g_01614
OG0000678	Prac.g_01375	Prbn.g_01612
OG0000679	Prac.g_01371	Prbn.g_01608
OG0000680	Prac.g_01370	Prbn.g_01607
OG0000681	Prac.g_01368	Prbn.g_01604
OG0000682	Prac.g_01367	Prbn.g_01603
OG0000683	Prac.g_01366	Prbn.g_01602
OG0000684	Prac.g_01365	Prbn.g_01600
OG0000685	Prac.g_01363	Prbn.g_01598
OG0000686	Prac.g_01362	Prbn.g_01597
OG0000687	Prac.g_01361	Prbn.g_01596
OG0000688	Prac.g_01358	Prbn.g_00848
OG0000689	Prac.g_01357	Prbn.g_00849
OG0000690	Prac.g_01356	Prbn.g_00850
OG0000691	Prac.g_01355	Prbn.g_00851
OG0000692	Prac.g_01353	Prbn.g_00853
OG0000693	Prac.g_01352	Prbn.g_00854
OG0000694	Prac.g_01351	Prbn.g_00855
OG0000695	Prac.g_01349	Prbn.g_01441
OG0000696	Prac.g_01348	Prbn.g_01440
OG0000697	Prac.g_01347	Prbn.g_01439
OG0000698	Prac.g_01344	Prbn.g_01436
OG0000699	Prac.g_01343	Prbn.g_01435
OG0000700	Prac.g_01342	Prbn.g_01434
OG0000701	Prac.g_01341	Prbn.g_01433
OG0000702	Prac.g_01339	Prbn.g_01431
OG0000703	Prac.g_01338	Prbn.g_01430
OG0000704	Prac.g_01337	Prbn.g_01428
OG0000705	Prac.g_01333	Prbn.g_01425
OG0000706	Prac.g_01332	Prbn.g_01424
OG0000707	Prac.g_01331	Prbn.g_01423
OG0000708	Prac.g_01330	Prbn.g_01421
OG0000709	Prac.g_01326	Prbn.g_01417
OG0000710	Prac.g_01323	Prbn.g_01414
OG0000711	Prac.g_01307	Prbn.g_01396
OG0000712	Prac.g_01305	Prbn.g_01395
OG0000713	Prac.g_01304	Prbn.g_01394
OG0000714	Prac.g_01303	Prbn.g_01393
OG0000715	Prac.g_01301	Prbn.g_01391
OG0000716	Prac.g_01299	Prbn.g_01389
OG0000717	Prac.g_01298	Prbn.g_01388
OG0000718	Prac.g_01287	Prbn.g_01384
OG0000719	Prac.g_01285	Prbn.g_01382
OG0000720	Prac.g_01276	Prbn.g_01370
OG0000721	Prac.g_01274	Prbn.g_01366
OG0000722	Prac.g_01273	Prbn.g_01365
OG0000723	Prac.g_01270	Prbn.g_01361
OG0000724	Prac.g_01261	Prbn.g_01466
OG0000725	Prac.g_01255	Prbn.g_01472
OG0000726	Prac.g_01254	Prbn.g_01473
OG0000727	Prac.g_01253	Prbn.g_01474
OG0000728	Prac.g_01251	Prbn.g_01476
OG0000729	Prac.g_01205	Prbn.g_01106
OG0000730	Prac.g_01046	Prbn.g_01147
OG0000731	Prac.g_01042	Prbn.g_00111
OG0000732	Prac.g_01036	Prbn.g_00954
OG0000733	Prac.g_01017	Prbn.g_01651
OG0000734	Prac.g_01000	Prbn.g_01173
OG0000735	Prac.g_00998	Prbn.g_01175
OG0000736	Prac.g_00997	Prbn.g_01176
OG0000737	Prac.g_00996	Prbn.g_01177
OG0000738	Prac.g_00992	Prbn.g_01181
OG0000739	Prac.g_00991	Prbn.g_01182
OG0000740	Prac.g_00990	Prbn.g_01183
OG0000741	Prac.g_00989	Prbn.g_01185
OG0000742	Prac.g_00986	Prbn.g_01188
OG0000743	Prac.g_00984	Prbn.g_01190
OG0000744	Prac.g_00983	Prbn.g_01191
OG0000745	Prac.g_00982	Prbn.g_01192
OG0000746	Prac.g_00980	Prbn.g_01194
OG0000747	Prac.g_00979	Prbn.g_01195
OG0000748	Prac.g_00976	Prbn.g_01199
OG0000749	Prac.g_00975	Prbn.g_01200
OG0000750	Prac.g_00974	Prbn.g_01201
OG0000751	Prac.g_00972	Prbn.g_01204
OG0000752	Prac.g_00970	Prbn.g_01206
OG0000753	Prac.g_00967	Prbn.g_01208
OG0000754	Prac.g_00964	Prbn.g_01211
OG0000755	Prac.g_00961	Prbn.g_00390
OG0000756	Prac.g_00960	Prbn.g_00391
OG0000757	Prac.g_00954	Prbn.g_00398
OG0000758	Prac.g_00953	Prbn.g_00399
OG0000759	Prac.g_00952	Prbn.g_00400
OG0000760	Prac.g_00951	Prbn.g_00401
OG0000761	Prac.g_00950	Prbn.g_00402
OG0000762	Prac.g_00949	Prbn.g_00403
OG0000763	Prac.g_00947	Prbn.g_00405
OG0000764	Prac.g_00946	Prbn.g_00406
OG0000765	Prac.g_00937	Prbn.g_00414
OG0000766	Prac.g_00936	Prbn.g_00415
OG0000767	Prac.g_00934	Prbn.g_00417
OG0000768	Prac.g_00933	Prbn.g_00418
OG0000769	Prac.g_00931	Prbn.g_00420
OG0000770	Prac.g_00929	Prbn.g_00483
OG0000771	Prac.g_00448	Prbn.g_00886
OG0000772	Prac.g_00154	Prbn.g_01671
OG0000773	Prac.g_00166	Prbn.g_01093
OG0000774	Prac.g_00168	Prbn.g_01091
OG0000775	Prac.g_00170	Prbn.g_01089
OG0000776	Prac.g_00171	Prbn.g_01088
OG0000777	Prac.g_00172	Prbn.g_01087
OG0000778	Prac.g_00173	Prbn.g_01086
OG0000779	Prac.g_00177	Prbn.g_01082
OG0000780	Prac.g_00178	Prbn.g_01081
OG0000781	Prac.g_00181	Prbn.g_01077
OG0000782	Prac.g_00182	Prbn.g_01076
OG0000783	Prac.g_00183	Prbn.g_01075
OG0000784	Prac.g_00184	Prbn.g_01074
OG0000785	Prac.g_00186	Prbn.g_01072
OG0000786	Prac.g_00188	Prbn.g_01069
OG0000787	Prac.g_00189	Prbn.g_01068
OG0000788	Prac.g_00204	Prbn.g_00615
OG0000789	Prac.g_00207	Prbn.g_00883
OG0000790	Prac.g_00222	Prbn.g_00155
OG0000791	Prac.g_00224	Prbn.g_00157
OG0000792	Prac.g_00225	Prbn.g_00158
OG0000793	Prac.g_00228	Prbn.g_00161
OG0000794	Prac.g_00229	Prbn.g_00162
OG0000795	Prac.g_00230	Prbn.g_00163
OG0000796	Prac.g_00234	Prbn.g_00167
OG0000797	Prac.g_00235	Prbn.g_00168
OG0000798	Prac.g_00262	Prbn.g_01055
OG0000799	Prac.g_00429	Prbn.g_00195
OG0000800	Prac.g_00428	Prbn.g_00196
OG0000801	Prac.g_00427	Prbn.g_00197
OG0000802	Prac.g_00425	Prbn.g_00199
OG0000803	Prac.g_00423	Prbn.g_00201
OG0000804	Prac.g_00422	Prbn.g_00202
OG0000805	Prac.g_00420	Prbn.g_00204
OG0000806	Prac.g_00418	Prbn.g_00206
OG0000807	Prac.g_00417	Prbn.g_00207
OG0000808	Prac.g_00416	Prbn.g_00208
OG0000809	Prac.g_00413	Prbn.g_00210
OG0000810	Prac.g_00412	Prbn.g_00211
OG0000811	Prac.g_00408	Prbn.g_00215
OG0000812	Prac.g_00406	Prbn.g_00217
OG0000813	Prac.g_00405	Prbn.g_00218
OG0000814	Prac.g_00403	Prbn.g_00220
OG0000815	Prac.g_00402	Prbn.g_00221
OG0000816	Prac.g_00400	Prbn.g_00223
OG0000817	Prac.g_00399	Prbn.g_00224
OG0000818	Prac.g_00394	Prbn.g_00229
OG0000819	Prac.g_00393	Prbn.g_00230
OG0000820	Prac.g_00392	Prbn.g_00231
OG0000821	Prac.g_00388	Prbn.g_00235
OG0000822	Prac.g_00387	Prbn.g_00236
OG0000823	Prac.g_00386	Prbn.g_00237
OG0000824	Prac.g_00383	Prbn.g_00240
OG0000825	Prac.g_00382	Prbn.g_00241
OG0000826	Prac.g_00381	Prbn.g_00242
OG0000827	Prac.g_00380	Prbn.g_00243
OG0000828	Prac.g_00377	Prbn.g_00246
OG0000829	Prac.g_00376	Prbn.g_00247
OG0000830	Prac.g_00375	Prbn.g_00248
OG0000831	Prac.g_00373	Prbn.g_00250
OG0000832	Prac.g_00367	Prbn.g_00260
OG0000833	Prac.g_00359	Prbn.g_00269
OG0000834	Prac.g_00358	Prbn.g_00270
OG0000835	Prac.g_00357	Prbn.g_00271
OG0000836	Prac.g_00356	Prbn.g_00272
OG0000837	Prac.g_00355	Prbn.g_00273
OG0000838	Prac.g_00353	Prbn.g_00275
OG0000839	Prac.g_00352	Prbn.g_00276
OG0000840	Prac.g_00351	Prbn.g_00277
OG0000841	Prac.g_00350	Prbn.g_00278
OG0000842	Prac.g_00349	Prbn.g_00279
OG0000843	Prac.g_00348	Prbn.g_00280
OG0000844	Prac.g_00347	Prbn.g_00281
OG0000845	Prac.g_00346	Prbn.g_00282
OG0000846	Prac.g_00345	Prbn.g_00283
OG0000847	Prac.g_00344	Prbn.g_00284
OG0000848	Prac.g_00343	Prbn.g_00285
OG0000849	Prac.g_00342	Prbn.g_00286
OG0000850	Prac.g_00340	Prbn.g_00288
OG0000851	Prac.g_00339	Prbn.g_00289
OG0000852	Prac.g_00338	Prbn.g_00904
OG0000853	Prac.g_00334	Prbn.g_00898
OG0000854	Prac.g_00332	Prbn.g_00896
OG0000855	Prac.g_00331	Prbn.g_00895
OG0000856	Prac.g_00317	Prbn.g_00486
OG0000857	Prac.g_00288	Prbn.g_01531
OG0000858	Prac.g_00631	Prbn.g_01738
OG0000859	Prac.g_00630	Prbn.g_01739
OG0000860	Prac.g_00623	Prbn.g_01747
OG0000861	Prac.g_00622	Prbn.g_01748
OG0000862	Prac.g_00621	Prbn.g_01749
OG0000863	Prac.g_00619	Prbn.g_01751
OG0000864	Prac.g_00618	Prbn.g_01752
OG0000865	Prac.g_00617	Prbn.g_01753
OG0000866	Prac.g_00616	Prbn.g_01754
OG0000867	Prac.g_00615	Prbn.g_01755
OG0000868	Prac.g_00614	Prbn.g_01757
OG0000869	Prac.g_00610	Prbn.g_01760
OG0000870	Prac.g_00605	Prbn.g_01765
OG0000871	Prac.g_00604	Prbn.g_01766
OG0000872	Prac.g_00603	Prbn.g_01767
OG0000873	Prac.g_00600	Prbn.g_01771
OG0000874	Prac.g_00597	Prbn.g_01774
OG0000875	Prac.g_00596	Prbn.g_01775
OG0000876	Prac.g_00595	Prbn.g_01776
OG0000877	Prac.g_00593	Prbn.g_01778
OG0000878	Prac.g_00592	Prbn.g_01779
OG0000879	Prac.g_00591	Prbn.g_01780
OG0000880	Prac.g_00590	Prbn.g_01781
OG0000881	Prac.g_00586	Prbn.g_01785
OG0000882	Prac.g_00581	Prbn.g_01790
OG0000883	Prac.g_00580	Prbn.g_01792
OG0000884	Prac.g_00578	Prbn.g_01794
OG0000885	Prac.g_00577	Prbn.g_01795
OG0000886	Prac.g_00576	Prbn.g_01796
OG0000887	Prac.g_00575	Prbn.g_01797
OG0000888	Prac.g_00573	Prbn.g_01799
OG0000889	Prac.g_00571	Prbn.g_01801
OG0000890	Prac.g_00570	Prbn.g_01802
OG0000891	Prac.g_00569	Prbn.g_01803
OG0000892	Prac.g_00471	Prbn.g_01805
OG0000893	Prac.g_00476	Prbn.g_01809
OG0000894	Prac.g_00478	Prbn.g_01812
OG0000895	Prac.g_00481	Prbn.g_01816
OG0000896	Prac.g_00482	Prbn.g_01817
OG0000897	Prac.g_00484	Prbn.g_01819
OG0000898	Prac.g_00485	Prbn.g_01820
OG0000899	Prac.g_00486	Prbn.g_01821
OG0000900	Prac.g_00487	Prbn.g_01822
OG0000901	Prac.g_00490	Prbn.g_01825
OG0000902	Prac.g_00492	Prbn.g_01827
OG0000903	Prac.g_00495	Prbn.g_01831
OG0000904	Prac.g_00497	Prbn.g_01835
OG0000905	Prac.g_00502	Prbn.g_01829
OG0000906	Prac.g_00503	Prbn.g_01828
OG0000907	Prac.g_00506	Prbn.g_01838
OG0000908	Prac.g_00509	Prbn.g_01841
OG0000909	Prac.g_00510	Prbn.g_01842
OG0000910	Prac.g_00511	Prbn.g_01843
OG0000911	Prac.g_00513	Prbn.g_01845
OG0000912	Prac.g_00514	Prbn.g_01846
OG0000913	Prac.g_00515	Prbn.g_01847
OG0000914	Prac.g_00516	Prbn.g_01848
OG0000915	Prac.g_00517	Prbn.g_01849
OG0000916	Prac.g_00518	Prbn.g_01850
OG0000917	Prac.g_00519	Prbn.g_01851
OG0000918	Prac.g_00520	Prbn.g_01852
OG0000919	Prac.g_00521	Prbn.g_01853
OG0000920	Prac.g_00522	Prbn.g_01854
OG0000921	Prac.g_00523	Prbn.g_01855
OG0000922	Prac.g_00524	Prbn.g_01856
OG0000923	Prac.g_00528	Prbn.g_01860
OG0000924	Prac.g_00529	Prbn.g_01861
OG0000925	Prac.g_00530	Prbn.g_01862
OG0000926	Prac.g_00531	Prbn.g_01863
OG0000927	Prac.g_00533	Prbn.g_01865
OG0000928	Prac.g_00534	Prbn.g_01866
OG0000929	Prac.g_00535	Prbn.g_01867
OG0000930	Prac.g_00536	Prbn.g_01868
OG0000931	Prac.g_00537	Prbn.g_01869
OG0000932	Prac.g_00538	Prbn.g_01870
OG0000933	Prac.g_00542	Prbn.g_01874
OG0000934	Prac.g_00544	Prbn.g_01876
OG0000935	Prac.g_00545	Prbn.g_01877
OG0000936	Prac.g_00546	Prbn.g_01878
OG0000937	Prac.g_00547	Prbn.g_01879
OG0000938	Prac.g_00549	Prbn.g_01882
OG0000939	Prac.g_00550	Prbn.g_01883
OG0000940	Prac.g_00556	Prbn.g_01890
OG0000941	Prac.g_00558	Prbn.g_01892
OG0000942	Prac.g_00560	Prbn.g_01894
OG0000943	Prac.g_00561	Prbn.g_01895
OG0000944	Prac.g_00562	Prbn.g_01897
OG0000945	Prac.g_00563	Prbn.g_01898
OG0000946	Prac.g_00005	Prbn.g_01903
OG0000947	Prac.g_00007	Prbn.g_01905
OG0000948	Prac.g_00008	Prbn.g_01906
OG0000949	Prac.g_00011	Prbn.g_01909
OG0000950	Prac.g_00016	Prbn.g_01916
OG0000951	Prac.g_00020	Prbn.g_01920
OG0000952	Prac.g_00024	Prbn.g_01015
OG0000953	Prac.g_00027	Prbn.g_01011
OG0000954	Prac.g_00031	Prbn.g_01007
OG0000955	Prac.g_00032	Prbn.g_01006
OG0000956	Prac.g_00034	Prbn.g_01004
OG0000957	Prac.g_00039	Prbn.g_00998
OG0000958	Prac.g_00040	Prbn.g_00997
OG0000959	Prac.g_00044	Prbn.g_00993
OG0000960	Prac.g_00045	Prbn.g_00992
OG0000961	Prac.g_00047	Prbn.g_00989
OG0000962	Prac.g_00049	Prbn.g_00987
OG0000963	Prac.g_00052	Prbn.g_00983
OG0000964	Prac.g_00053	Prbn.g_00982
OG0000965	Prac.g_00054	Prbn.g_00981
OG0000966	Prac.g_00061	Prbn.g_00975
OG0000967	Prac.g_00065	Prbn.g_00971
OG0000968	Prac.g_00067	Prbn.g_00969
OG0000969	Prac.g_00068	Prbn.g_00968
OG0000970	Prac.g_00069	Prbn.g_00967
OG0000971	Prac.g_00070	Prbn.g_00966
OG0000972	Prac.g_00071	Prbn.g_00965
OG0000973	Prac.g_00072	Prbn.g_00964
OG0000974	Prac.g_00073	Prbn.g_00963
OG0000975	Prac.g_00074	Prbn.g_00962
OG0000976	Prac.g_00075	Prbn.g_00961
OG0000977	Prac.g_00076	Prbn.g_00960
OG0000978	Prac.g_00077	Prbn.g_00959
OG0000979	Prac.g_00080	Prbn.g_00957
OG0000980	Prac.g_00082	Prbn.g_00955
OG0000981	Prac.g_00084	Prbn.g_00952
OG0000982	Prac.g_00086	Prbn.g_00950
OG0000983	Prac.g_00087	Prbn.g_00949
OG0000984	Prac.g_00088	Prbn.g_00948
OG0000985	Prac.g_00091	Prbn.g_00945
OG0000986	Prac.g_00093	Prbn.g_00943
OG0000987	Prac.g_00094	Prbn.g_00942
OG0000988	Prac.g_00097	Prbn.g_00939
OG0000989	Prac.g_00100	Prbn.g_00935
OG0000990	Prac.g_00103	Prbn.g_00931
OG0000991	Prac.g_00104	Prbn.g_00930
OG0000992	Prac.g_00106	Prbn.g_00927
OG0000993	Prac.g_00107	Prbn.g_00926
OG0000994	Prac.g_00108	Prbn.g_00925
OG0000995	Prac.g_00112	Prbn.g_00921
OG0000996	Prac.g_00113	Prbn.g_00920
OG0000997	Prac.g_00114	Prbn.g_00917
OG0000998	Prac.g_00116	Prbn.g_00915
OG0000999	Prac.g_00117	Prbn.g_00914
OG0001000	Prac.g_00120	Prbn.g_00911
OG0001001	Prac.g_00122	Prbn.g_00908
OG0001002	Prac.g_00126	Prbn.g_00291
OG0001003	Prac.g_00127	Prbn.g_00292
OG0001004	Prac.g_00128	Prbn.g_00293
OG0001005	Prac.g_00129	Prbn.g_00294
OG0001006	Prac.g_01949	Prbn.g_00298
OG0001007	Prac.g_01947	Prbn.g_00300
OG0001008	Prac.g_01110	Prbn.g_00676
OG0001009	Prac.g_01920	Prbn.g_00755
OG0001010	Prac.g_01919	Prbn.g_00754
OG0001011	Prac.g_01918	Prbn.g_00752
OG0001012	Prac.g_01889	Prbn.g_00738
OG0001013	Prac.g_01883	Prbn.g_00731
OG0001014	Prac.g_01880	Prbn.g_00728
OG0001015	Prac.g_01879	Prbn.g_00726
OG0001016	Prac.g_01858	Prbn.g_00704
OG0001017	Prac.g_01854	Prbn.g_01343
OG0001018	Prac.g_01851	Prbn.g_01341
OG0001019	Prac.g_01842	Prbn.g_01332
OG0001020	Prac.g_01841	Prbn.g_01331
OG0001021	Prac.g_01840	Prbn.g_01330
OG0001022	Prac.g_01837	Prbn.g_01327
OG0001023	Prac.g_01836	Prbn.g_01326
OG0001024	Prac.g_01833	Prbn.g_01322
OG0001025	Prac.g_01827	Prbn.g_01315
OG0001026	Prac.g_01820	Prbn.g_01306
OG0001027	Prac.g_01819	Prbn.g_01305
OG0001028	Prac.g_01817	Prbn.g_01303
OG0001029	Prac.g_01816	Prbn.g_01302
OG0001030	Prac.g_01801	Prbn.g_01286
OG0001031	Prac.g_01744	Prbn.g_00367
OG0001032	Prac.g_01743	Prbn.g_00366
OG0001033	Prac.g_01722	Prbn.g_00345
OG0001034	Prac.g_01694	Prbn.g_00314
OG0001035	Prac.g_01677	Prbn.g_00021
OG0001036	Prac.g_01672	Prbn.g_00025
OG0001037	Prac.g_01671	Prbn.g_00026
OG0001038	Prac.g_01653	Prbn.g_00045
OG0001039	Prac.g_01650	Prbn.g_00048
OG0001040	Prac.g_01648	Prbn.g_00050
OG0001041	Prac.g_01644	Prbn.g_00055
OG0001042	Prac.g_01627	Prbn.g_00072
OG0001043	Prac.g_01626	Prbn.g_00073
OG0001044	Prac.g_01201	Prbn.g_00104
OG0001045	Prac.g_01192	Prbn.g_00113
OG0001046	Prac.g_01154	Prbn.g_01697
OG0001047	Prac.g_01108	Prbn.g_00674
OG0001048	Prac.g_01107	Prbn.g_00673
OG0001049	Prac.g_01105	Prbn.g_00671
OG0001050	Prac.g_01104	Prbn.g_00670
OG0001051	Prac.g_01103	Prbn.g_00669
OG0001052	Prac.g_01073	Prbn.g_00643
OG0001053	Prac.g_01061	Prbn.g_00631
OG0001054	Prac.g_00873	Prbn.g_00616
OG0001055	Prac.g_00855	Prbn.g_00597
OG0001056	Prac.g_00836	Prbn.g_00580
OG0001057	Prac.g_00831	Prbn.g_00575
OG0001058	Prac.g_00823	Prbn.g_00567
OG0001059	Prac.g_00819	Prbn.g_00563
OG0001060	Prac.g_00812	Prbn.g_00557
OG0001061	Prac.g_00799	Prbn.g_00542
OG0001062	Prac.g_00797	Prbn.g_00540
OG0001063	Prac.g_00795	Prbn.g_00538
OG0001064	Prac.g_00794	Prbn.g_00537
OG0001065	Prac.g_00793	Prbn.g_00536
OG0001066	Prac.g_00792	Prbn.g_00535
OG0001067	Prac.g_00791	Prbn.g_00534
OG0001068	Prac.g_00790	Prbn.g_00533
OG0001069	Prac.g_00789	Prbn.g_00532
OG0001070	Prac.g_00786	Prbn.g_00528
OG0001071	Prac.g_00785	Prbn.g_00527
OG0001072	Prac.g_00783	Prbn.g_00525
OG0001073	Prac.g_00767	Prbn.g_00511
OG0001074	Prac.g_00756	Prbn.g_00499
OG0001075	Prac.g_00755	Prbn.g_00498
OG0001076	Prac.g_00747	Prbn.g_00491
OG0001077	Prac.g_00743	Prbn.g_00485
OG0001078	Prac.g_00735	Prbn.g_00427
OG0001079	Prac.g_00724	Prbn.g_00439
OG0001080	Prac.g_00718	Prbn.g_00445
OG0001081	Prac.g_00716	Prbn.g_00447
OG0001082	Prac.g_00715	Prbn.g_00448
OG0001083	Prac.g_00710	Prbn.g_00836
OG0001084	Prac.g_00709	Prbn.g_00837
OG0001085	Prac.g_00701	Prbn.g_01594
OG0001086	Prac.g_00700	Prbn.g_01593
OG0001087	Prac.g_00683	Prbn.g_01575
OG0001088	Prac.g_00682	Prbn.g_01574
OG0001089	Prac.g_00674	Prbn.g_01563
OG0001090	Prac.g_01559	Prbn.g_01553
OG0001091	Prac.g_01557	Prbn.g_00857
OG0001092	Prac.g_01556	Prbn.g_00858
OG0001093	Prac.g_01551	Prbn.g_00863
OG0001094	Prac.g_01481	Prbn.g_00856
OG0001095	Prac.g_01462	Prbn.g_01533
OG0001096	Prac.g_01449	Prbn.g_01519
OG0001097	Prac.g_01431	Prbn.g_01499
OG0001098	Prac.g_01416	Prbn.g_01480
OG0001099	Prac.g_01396	Prbn.g_01925
OG0001100	Prac.g_01392	Prbn.g_01630
OG0001101	Prac.g_01390	Prbn.g_01627
OG0001102	Prac.g_01387	Prbn.g_01624
OG0001103	Prac.g_01385	Prbn.g_01622
OG0001104	Prac.g_01364	Prbn.g_01599
OG0001105	Prac.g_01360	Prbn.g_01595
OG0001106	Prac.g_01336	Prbn.g_01427
OG0001107	Prac.g_01329	Prbn.g_01420
OG0001108	Prac.g_01325	Prbn.g_01416
OG0001109	Prac.g_01324	Prbn.g_01415
OG0001110	Prac.g_01322	Prbn.g_01413
OG0001111	Prac.g_01321	Prbn.g_01412
OG0001112	Prac.g_01320	Prbn.g_01411
OG0001113	Prac.g_01319	Prbn.g_01410
OG0001114	Prac.g_01318	Prbn.g_01409
OG0001115	Prac.g_01316	Prbn.g_01407
OG0001116	Prac.g_01315	Prbn.g_01406
OG0001117	Prac.g_01314	Prbn.g_01405
OG0001118	Prac.g_01313	Prbn.g_01404
OG0001119	Prac.g_01312	Prbn.g_01403
