Orthogroup	Prac	Syak
OG0000585	Prac.g_00759	Syak.g_02753
OG0000586	Prac.g_00758	Syak.g_02754
OG0000587	Prac.g_00757	Syak.g_02756
OG0000588	Prac.g_00753	Syak.g_00004
OG0000589	Prac.g_00750	Syak.g_00008
OG0000590	Prac.g_00749	Syak.g_00009
OG0000591	Prac.g_00746	Syak.g_00017
OG0000592	Prac.g_00745	Syak.g_00018
OG0000593	Prac.g_00739	Syak.g_00031
OG0000594	Prac.g_00738	Syak.g_00032
OG0000595	Prac.g_00737	Syak.g_00033
OG0000596	Prac.g_00733	Syak.g_00038
OG0000597	Prac.g_00731	Syak.g_00041
OG0000598	Prac.g_00730	Syak.g_00042
OG0000599	Prac.g_00727	Syak.g_00045
OG0000600	Prac.g_00726	Syak.g_00046
OG0000601	Prac.g_00725	Syak.g_00047
OG0000602	Prac.g_00723	Syak.g_00053
OG0000603	Prac.g_00722	Syak.g_00054
OG0000604	Prac.g_00721	Syak.g_00056
OG0000605	Prac.g_00720	Syak.g_00259
OG0000606	Prac.g_00717	Syak.g_00326
OG0000607	Prac.g_00714	Syak.g_00329
OG0000608	Prac.g_00713	Syak.g_00330
OG0000609	Prac.g_00712	Syak.g_00332
OG0000610	Prac.g_00707	Syak.g_00347
OG0000611	Prac.g_00704	Syak.g_00350
OG0000612	Prac.g_00703	Syak.g_00351
OG0000613	Prac.g_00698	Syak.g_01525
OG0000614	Prac.g_00679	Syak.g_00705
OG0000615	Prac.g_00671	Syak.g_00393
OG0000616	Prac.g_00667	Syak.g_01810
OG0000617	Prac.g_01554	Syak.g_00799
OG0000618	Prac.g_01553	Syak.g_00798
OG0000619	Prac.g_01552	Syak.g_00797
OG0000620	Prac.g_01549	Syak.g_00779
OG0000621	Prac.g_01548	Syak.g_00780
OG0000622	Prac.g_01547	Syak.g_00781
OG0000623	Prac.g_01546	Syak.g_00782
OG0000624	Prac.g_01545	Syak.g_00784
OG0000625	Prac.g_01544	Syak.g_00785
OG0000626	Prac.g_01543	Syak.g_00786
OG0000627	Prac.g_01542	Syak.g_00561
OG0000628	Prac.g_01541	Syak.g_00560
OG0000629	Prac.g_01540	Syak.g_00556
OG0000630	Prac.g_01537	Syak.g_00552
OG0000631	Prac.g_01484	Syak.g_00545
OG0000632	Prac.g_01483	Syak.g_00544
OG0000633	Prac.g_01482	Syak.g_00542
OG0000634	Prac.g_01479	Syak.g_00430
OG0000635	Prac.g_01478	Syak.g_00431
OG0000636	Prac.g_01476	Syak.g_00433
OG0000637	Prac.g_01474	Syak.g_00435
OG0000638	Prac.g_01473	Syak.g_00436
OG0000639	Prac.g_01472	Syak.g_00437
OG0000640	Prac.g_01471	Syak.g_00438
OG0000641	Prac.g_01467	Syak.g_00442
OG0000642	Prac.g_01466	Syak.g_00443
OG0000643	Prac.g_01465	Syak.g_00444
OG0000644	Prac.g_01464	Syak.g_00445
OG0000645	Prac.g_01463	Syak.g_00447
OG0000646	Prac.g_01461	Syak.g_00450
OG0000647	Prac.g_01460	Syak.g_00452
OG0000648	Prac.g_01458	Syak.g_00456
OG0000649	Prac.g_01457	Syak.g_00457
OG0000650	Prac.g_01456	Syak.g_00458
OG0000651	Prac.g_01455	Syak.g_00459
OG0000652	Prac.g_01454	Syak.g_00460
OG0000653	Prac.g_01452	Syak.g_00462
OG0000654	Prac.g_01451	Syak.g_00625
OG0000655	Prac.g_01450	Syak.g_00624
OG0000656	Prac.g_01447	Syak.g_00621
OG0000657	Prac.g_01440	Syak.g_00609
OG0000658	Prac.g_01439	Syak.g_00606
OG0000659	Prac.g_01438	Syak.g_00605
OG0000660	Prac.g_01434	Syak.g_00601
OG0000661	Prac.g_01432	Syak.g_00599
OG0000662	Prac.g_01430	Syak.g_00597
OG0000663	Prac.g_01428	Syak.g_00594
OG0000664	Prac.g_01427	Syak.g_00593
OG0000665	Prac.g_01423	Syak.g_00086
OG0000666	Prac.g_01422	Syak.g_00078
OG0000667	Prac.g_01418	Syak.g_00340
OG0000668	Prac.g_01401	Syak.g_00643
OG0000669	Prac.g_01393	Syak.g_00363
OG0000670	Prac.g_01391	Syak.g_00366
OG0000671	Prac.g_01389	Syak.g_00368
OG0000672	Prac.g_01386	Syak.g_00371
OG0000673	Prac.g_01383	Syak.g_00374
OG0000674	Prac.g_01381	Syak.g_00376
OG0000675	Prac.g_01380	Syak.g_00377
OG0000676	Prac.g_01378	Syak.g_00379
OG0000677	Prac.g_01377	Syak.g_00380
OG0000678	Prac.g_01375	Syak.g_00386
OG0000679	Prac.g_01371	Syak.g_00397
OG0000680	Prac.g_01370	Syak.g_00398
OG0000681	Prac.g_01368	Syak.g_00401
OG0000682	Prac.g_01367	Syak.g_00402
OG0000683	Prac.g_01366	Syak.g_00403
OG0000684	Prac.g_01365	Syak.g_00409
OG0000685	Prac.g_01363	Syak.g_00411
OG0000686	Prac.g_01362	Syak.g_00412
OG0000687	Prac.g_01361	Syak.g_00413
OG0000688	Prac.g_01358	Syak.g_00418
OG0000689	Prac.g_01357	Syak.g_00421
OG0000690	Prac.g_01356	Syak.g_00422
OG0000691	Prac.g_01355	Syak.g_00423
OG0000692	Prac.g_01353	Syak.g_00424
OG0000693	Prac.g_01352	Syak.g_00426
OG0000694	Prac.g_01351	Syak.g_00427
OG0000695	Prac.g_01349	Syak.g_00540
OG0000696	Prac.g_01348	Syak.g_00539
OG0000697	Prac.g_01347	Syak.g_00538
OG0000698	Prac.g_01344	Syak.g_00535
OG0000699	Prac.g_01343	Syak.g_00534
OG0000700	Prac.g_01342	Syak.g_00533
OG0000701	Prac.g_01341	Syak.g_00532
OG0000702	Prac.g_01339	Syak.g_00522
OG0000703	Prac.g_01338	Syak.g_00521
OG0000704	Prac.g_01337	Syak.g_00519
OG0000705	Prac.g_01333	Syak.g_00511
OG0000706	Prac.g_01332	Syak.g_00510
OG0000707	Prac.g_01331	Syak.g_00509
OG0000708	Prac.g_01330	Syak.g_00506
OG0000709	Prac.g_01326	Syak.g_00498
OG0000710	Prac.g_01323	Syak.g_00494
OG0000711	Prac.g_01307	Syak.g_00466
OG0000712	Prac.g_01305	Syak.g_00464
OG0000713	Prac.g_01304	Syak.g_00463
OG0000714	Prac.g_01303	Syak.g_00629
OG0000715	Prac.g_01301	Syak.g_00631
OG0000716	Prac.g_01299	Syak.g_00635
OG0000717	Prac.g_01298	Syak.g_00636
OG0000718	Prac.g_01287	Syak.g_00640
OG0000719	Prac.g_01285	Syak.g_00642
OG0000720	Prac.g_01276	Syak.g_00655
OG0000721	Prac.g_01274	Syak.g_00657
OG0000722	Prac.g_01273	Syak.g_00658
OG0000723	Prac.g_01270	Syak.g_00790
OG0000724	Prac.g_01261	Syak.g_00749
OG0000725	Prac.g_01255	Syak.g_00731
OG0000726	Prac.g_01254	Syak.g_00730
OG0000727	Prac.g_01253	Syak.g_00729
OG0000728	Prac.g_01251	Syak.g_00727
OG0000729	Prac.g_01205	Syak.g_01683
OG0000730	Prac.g_01046	Syak.g_01248
OG0000731	Prac.g_01042	Syak.g_01237
OG0000732	Prac.g_01036	Syak.g_01739
OG0000733	Prac.g_01017	Syak.g_01905
OG0000734	Prac.g_01000	Syak.g_02184
OG0000735	Prac.g_00998	Syak.g_00914
OG0000736	Prac.g_00997	Syak.g_00913
OG0000737	Prac.g_00996	Syak.g_00912
OG0000738	Prac.g_00992	Syak.g_00907
OG0000739	Prac.g_00991	Syak.g_00906
OG0000740	Prac.g_00990	Syak.g_00905
OG0000741	Prac.g_00989	Syak.g_00902
OG0000742	Prac.g_00986	Syak.g_00899
OG0000743	Prac.g_00984	Syak.g_00897
OG0000744	Prac.g_00983	Syak.g_00896
OG0000745	Prac.g_00982	Syak.g_00894
OG0000746	Prac.g_00980	Syak.g_00892
OG0000747	Prac.g_00979	Syak.g_00891
OG0000748	Prac.g_00976	Syak.g_00875
OG0000749	Prac.g_00975	Syak.g_00874
OG0000750	Prac.g_00974	Syak.g_00873
OG0000751	Prac.g_00972	Syak.g_00862
OG0000752	Prac.g_00970	Syak.g_00860
OG0000753	Prac.g_00967	Syak.g_00857
OG0000754	Prac.g_00964	Syak.g_00852
OG0000755	Prac.g_00961	Syak.g_00841
OG0000756	Prac.g_00960	Syak.g_00840
OG0000757	Prac.g_00954	Syak.g_00833
OG0000758	Prac.g_00953	Syak.g_00832
OG0000759	Prac.g_00952	Syak.g_00831
OG0000760	Prac.g_00951	Syak.g_00830
OG0000761	Prac.g_00950	Syak.g_00829
OG0000762	Prac.g_00949	Syak.g_00827
OG0000763	Prac.g_00947	Syak.g_00825
OG0000764	Prac.g_00946	Syak.g_00824
OG0000765	Prac.g_00937	Syak.g_00669
OG0000766	Prac.g_00936	Syak.g_00670
OG0000767	Prac.g_00934	Syak.g_00672
OG0000768	Prac.g_00933	Syak.g_00673
OG0000769	Prac.g_00931	Syak.g_00675
OG0000770	Prac.g_00929	Syak.g_00678
OG0000771	Prac.g_00448	Syak.g_00755
OG0000772	Prac.g_00154	Syak.g_02048
OG0000773	Prac.g_00166	Syak.g_00921
OG0000774	Prac.g_00168	Syak.g_00926
OG0000775	Prac.g_00170	Syak.g_00929
OG0000776	Prac.g_00171	Syak.g_00930
OG0000777	Prac.g_00172	Syak.g_00931
OG0000778	Prac.g_00173	Syak.g_00932
OG0000779	Prac.g_00177	Syak.g_00938
OG0000780	Prac.g_00178	Syak.g_00942
OG0000781	Prac.g_00181	Syak.g_00946
OG0000782	Prac.g_00182	Syak.g_00947
OG0000783	Prac.g_00183	Syak.g_00948
OG0000784	Prac.g_00184	Syak.g_00949
OG0000785	Prac.g_00186	Syak.g_00951
OG0000786	Prac.g_00188	Syak.g_00956
OG0000787	Prac.g_00189	Syak.g_00957
OG0000788	Prac.g_00204	Syak.g_00048
OG0000789	Prac.g_00207	Syak.g_00085
OG0000790	Prac.g_00222	Syak.g_02560
OG0000791	Prac.g_00224	Syak.g_02558
OG0000792	Prac.g_00225	Syak.g_02557
OG0000793	Prac.g_00228	Syak.g_02552
OG0000794	Prac.g_00229	Syak.g_02551
OG0000795	Prac.g_00230	Syak.g_02550
OG0000796	Prac.g_00234	Syak.g_02547
OG0000797	Prac.g_00235	Syak.g_02546
OG0000798	Prac.g_00262	Syak.g_01456
OG0000799	Prac.g_00429	Syak.g_00981
OG0000800	Prac.g_00428	Syak.g_00989
OG0000801	Prac.g_00427	Syak.g_00990
OG0000802	Prac.g_00425	Syak.g_00995
OG0000803	Prac.g_00423	Syak.g_01021
OG0000804	Prac.g_00422	Syak.g_01026
OG0000805	Prac.g_00420	Syak.g_01029
OG0000806	Prac.g_00418	Syak.g_01031
OG0000807	Prac.g_00417	Syak.g_01033
OG0000808	Prac.g_00416	Syak.g_01034
OG0000809	Prac.g_00413	Syak.g_01038
OG0000810	Prac.g_00412	Syak.g_01039
OG0000811	Prac.g_00408	Syak.g_01045
OG0000812	Prac.g_00406	Syak.g_01047
OG0000813	Prac.g_00405	Syak.g_01048
OG0000814	Prac.g_00403	Syak.g_01051
OG0000815	Prac.g_00402	Syak.g_01053
OG0000816	Prac.g_00400	Syak.g_01055
OG0000817	Prac.g_00399	Syak.g_01056
OG0000818	Prac.g_00394	Syak.g_01060
OG0000819	Prac.g_00393	Syak.g_01064
OG0000820	Prac.g_00392	Syak.g_01065
OG0000821	Prac.g_00388	Syak.g_01071
OG0000822	Prac.g_00387	Syak.g_01073
OG0000823	Prac.g_00386	Syak.g_01074
OG0000824	Prac.g_00383	Syak.g_01080
OG0000825	Prac.g_00382	Syak.g_01081
OG0000826	Prac.g_00381	Syak.g_01082
OG0000827	Prac.g_00380	Syak.g_01083
OG0000828	Prac.g_00377	Syak.g_01086
OG0000829	Prac.g_00376	Syak.g_01087
OG0000830	Prac.g_00375	Syak.g_01088
OG0000831	Prac.g_00373	Syak.g_01091
OG0000832	Prac.g_00367	Syak.g_02482
OG0000833	Prac.g_00359	Syak.g_02473
OG0000834	Prac.g_00358	Syak.g_02470
OG0000835	Prac.g_00357	Syak.g_02469
OG0000836	Prac.g_00356	Syak.g_02466
OG0000837	Prac.g_00355	Syak.g_02465
OG0000838	Prac.g_00353	Syak.g_02461
OG0000839	Prac.g_00352	Syak.g_02460
OG0000840	Prac.g_00351	Syak.g_02459
OG0000841	Prac.g_00350	Syak.g_02458
OG0000842	Prac.g_00349	Syak.g_02457
OG0000843	Prac.g_00348	Syak.g_02456
OG0000844	Prac.g_00347	Syak.g_02454
OG0000845	Prac.g_00346	Syak.g_02453
OG0000846	Prac.g_00345	Syak.g_02452
OG0000847	Prac.g_00344	Syak.g_02451
OG0000848	Prac.g_00343	Syak.g_02449
OG0000849	Prac.g_00342	Syak.g_02448
OG0000850	Prac.g_00340	Syak.g_02445
OG0000851	Prac.g_00339	Syak.g_02440
OG0000852	Prac.g_00338	Syak.g_02439
OG0000853	Prac.g_00334	Syak.g_02435
OG0000854	Prac.g_00332	Syak.g_02433
OG0000855	Prac.g_00331	Syak.g_02432
OG0000856	Prac.g_00317	Syak.g_00021
OG0000857	Prac.g_00288	Syak.g_00451
OG0000858	Prac.g_00631	Syak.g_02426
OG0000859	Prac.g_00630	Syak.g_02425
OG0000860	Prac.g_00623	Syak.g_02414
OG0000861	Prac.g_00622	Syak.g_02413
OG0000862	Prac.g_00621	Syak.g_02412
OG0000863	Prac.g_00619	Syak.g_02409
OG0000864	Prac.g_00618	Syak.g_02408
OG0000865	Prac.g_00617	Syak.g_02407
OG0000866	Prac.g_00616	Syak.g_02406
OG0000867	Prac.g_00615	Syak.g_02405
OG0000868	Prac.g_00614	Syak.g_02402
OG0000869	Prac.g_00610	Syak.g_02398
OG0000870	Prac.g_00605	Syak.g_02393
OG0000871	Prac.g_00604	Syak.g_02392
OG0000872	Prac.g_00603	Syak.g_02386
OG0000873	Prac.g_00600	Syak.g_02383
OG0000874	Prac.g_00597	Syak.g_02379
OG0000875	Prac.g_00596	Syak.g_02377
OG0000876	Prac.g_00595	Syak.g_02375
OG0000877	Prac.g_00593	Syak.g_02372
OG0000878	Prac.g_00592	Syak.g_02371
OG0000879	Prac.g_00591	Syak.g_02370
OG0000880	Prac.g_00590	Syak.g_02369
OG0000881	Prac.g_00586	Syak.g_02363
OG0000882	Prac.g_00581	Syak.g_02358
OG0000883	Prac.g_00580	Syak.g_02355
OG0000884	Prac.g_00578	Syak.g_02353
OG0000885	Prac.g_00577	Syak.g_02352
OG0000886	Prac.g_00576	Syak.g_02351
OG0000887	Prac.g_00575	Syak.g_02350
OG0000888	Prac.g_00573	Syak.g_02348
OG0000889	Prac.g_00571	Syak.g_02346
OG0000890	Prac.g_00570	Syak.g_02334
OG0000891	Prac.g_00569	Syak.g_02333
OG0000892	Prac.g_00471	Syak.g_02329
OG0000893	Prac.g_00476	Syak.g_01393
OG0000894	Prac.g_00478	Syak.g_01390
OG0000895	Prac.g_00481	Syak.g_01386
OG0000896	Prac.g_00482	Syak.g_01385
OG0000897	Prac.g_00484	Syak.g_01383
OG0000898	Prac.g_00485	Syak.g_01382
OG0000899	Prac.g_00486	Syak.g_01381
OG0000900	Prac.g_00487	Syak.g_01380
OG0000901	Prac.g_00490	Syak.g_01375
OG0000902	Prac.g_00492	Syak.g_01368
OG0000903	Prac.g_00495	Syak.g_01353
OG0000904	Prac.g_00497	Syak.g_01358
OG0000905	Prac.g_00502	Syak.g_01363
OG0000906	Prac.g_00503	Syak.g_01366
OG0000907	Prac.g_00506	Syak.g_01351
OG0000908	Prac.g_00509	Syak.g_01348
OG0000909	Prac.g_00510	Syak.g_01347
OG0000910	Prac.g_00511	Syak.g_01346
OG0000911	Prac.g_00513	Syak.g_01344
OG0000912	Prac.g_00514	Syak.g_01343
OG0000913	Prac.g_00515	Syak.g_01342
OG0000914	Prac.g_00516	Syak.g_01341
OG0000915	Prac.g_00517	Syak.g_01339
OG0000916	Prac.g_00518	Syak.g_01338
OG0000917	Prac.g_00519	Syak.g_01337
OG0000918	Prac.g_00520	Syak.g_01336
OG0000919	Prac.g_00521	Syak.g_01335
OG0000920	Prac.g_00522	Syak.g_01334
OG0000921	Prac.g_00523	Syak.g_01333
OG0000922	Prac.g_00524	Syak.g_01332
OG0000923	Prac.g_00528	Syak.g_01328
OG0000924	Prac.g_00529	Syak.g_01327
OG0000925	Prac.g_00530	Syak.g_01326
OG0000926	Prac.g_00531	Syak.g_01325
OG0000927	Prac.g_00533	Syak.g_01323
OG0000928	Prac.g_00534	Syak.g_01322
OG0000929	Prac.g_00535	Syak.g_01321
OG0000930	Prac.g_00536	Syak.g_01320
OG0000931	Prac.g_00537	Syak.g_01319
OG0000932	Prac.g_00538	Syak.g_01318
OG0000933	Prac.g_00542	Syak.g_01312
OG0000934	Prac.g_00544	Syak.g_01310
OG0000935	Prac.g_00545	Syak.g_01309
OG0000936	Prac.g_00546	Syak.g_01308
OG0000937	Prac.g_00547	Syak.g_01307
OG0000938	Prac.g_00549	Syak.g_01304
OG0000939	Prac.g_00550	Syak.g_01303
OG0000940	Prac.g_00556	Syak.g_01297
OG0000941	Prac.g_00558	Syak.g_01295
OG0000942	Prac.g_00560	Syak.g_01293
OG0000943	Prac.g_00561	Syak.g_01292
OG0000944	Prac.g_00562	Syak.g_01290
OG0000945	Prac.g_00563	Syak.g_01288
OG0000946	Prac.g_00005	Syak.g_01283
OG0000947	Prac.g_00007	Syak.g_01280
OG0000948	Prac.g_00008	Syak.g_01279
OG0000949	Prac.g_00011	Syak.g_01551
OG0000950	Prac.g_00016	Syak.g_01562
OG0000951	Prac.g_00020	Syak.g_01569
OG0000952	Prac.g_00024	Syak.g_01574
OG0000953	Prac.g_00027	Syak.g_01627
OG0000954	Prac.g_00031	Syak.g_01633
OG0000955	Prac.g_00032	Syak.g_01634
OG0000956	Prac.g_00034	Syak.g_01636
OG0000957	Prac.g_00039	Syak.g_01648
OG0000958	Prac.g_00040	Syak.g_01649
OG0000959	Prac.g_00044	Syak.g_01653
OG0000960	Prac.g_00045	Syak.g_01654
OG0000961	Prac.g_00047	Syak.g_01679
OG0000962	Prac.g_00049	Syak.g_01682
OG0000963	Prac.g_00052	Syak.g_01687
OG0000964	Prac.g_00053	Syak.g_01688
OG0000965	Prac.g_00054	Syak.g_01689
OG0000966	Prac.g_00061	Syak.g_01711
OG0000967	Prac.g_00065	Syak.g_01715
OG0000968	Prac.g_00067	Syak.g_01719
OG0000969	Prac.g_00068	Syak.g_01721
OG0000970	Prac.g_00069	Syak.g_01722
OG0000971	Prac.g_00070	Syak.g_01724
OG0000972	Prac.g_00071	Syak.g_01725
OG0000973	Prac.g_00072	Syak.g_01726
OG0000974	Prac.g_00073	Syak.g_01727
OG0000975	Prac.g_00074	Syak.g_01728
OG0000976	Prac.g_00075	Syak.g_01729
OG0000977	Prac.g_00076	Syak.g_01731
OG0000978	Prac.g_00077	Syak.g_01732
OG0000979	Prac.g_00080	Syak.g_01735
OG0000980	Prac.g_00082	Syak.g_01738
OG0000981	Prac.g_00084	Syak.g_01741
OG0000982	Prac.g_00086	Syak.g_01941
OG0000983	Prac.g_00087	Syak.g_01940
OG0000984	Prac.g_00088	Syak.g_01939
OG0000985	Prac.g_00091	Syak.g_01935
OG0000986	Prac.g_00093	Syak.g_01933
OG0000987	Prac.g_00094	Syak.g_01931
OG0000988	Prac.g_00097	Syak.g_01925
OG0000989	Prac.g_00100	Syak.g_01912
OG0000990	Prac.g_00103	Syak.g_01900
OG0000991	Prac.g_00104	Syak.g_01896
OG0000992	Prac.g_00106	Syak.g_01893
OG0000993	Prac.g_00107	Syak.g_01892
OG0000994	Prac.g_00108	Syak.g_01889
OG0000995	Prac.g_00112	Syak.g_01880
OG0000996	Prac.g_00113	Syak.g_01839
OG0000997	Prac.g_00114	Syak.g_01828
OG0000998	Prac.g_00116	Syak.g_01826
OG0000999	Prac.g_00117	Syak.g_01825
OG0001000	Prac.g_00120	Syak.g_01821
OG0001001	Prac.g_00122	Syak.g_01814
OG0001002	Prac.g_00126	Syak.g_01807
OG0001003	Prac.g_00127	Syak.g_01806
OG0001004	Prac.g_00128	Syak.g_01805
OG0001005	Prac.g_00129	Syak.g_01804
OG0001006	Prac.g_01949	Syak.g_01797
OG0001007	Prac.g_01947	Syak.g_01795
OG0001008	Prac.g_01110	Syak.g_01190
OG0001009	Prac.g_01920	Syak.g_01762
OG0001010	Prac.g_01919	Syak.g_01761
OG0001011	Prac.g_01918	Syak.g_01759
OG0001012	Prac.g_01889	Syak.g_01946
OG0001013	Prac.g_01883	Syak.g_01969
OG0001014	Prac.g_01880	Syak.g_01975
OG0001015	Prac.g_01879	Syak.g_01976
OG0001016	Prac.g_01858	Syak.g_02250
OG0001017	Prac.g_01854	Syak.g_02244
OG0001018	Prac.g_01851	Syak.g_02242
OG0001019	Prac.g_01842	Syak.g_02218
OG0001020	Prac.g_01841	Syak.g_02214
OG0001021	Prac.g_01840	Syak.g_02210
OG0001022	Prac.g_01837	Syak.g_02205
OG0001023	Prac.g_01836	Syak.g_02204
OG0001024	Prac.g_01833	Syak.g_02201
OG0001025	Prac.g_01827	Syak.g_02195
OG0001026	Prac.g_01820	Syak.g_02182
OG0001027	Prac.g_01819	Syak.g_02178
OG0001028	Prac.g_01817	Syak.g_02176
OG0001029	Prac.g_01816	Syak.g_02174
OG0001030	Prac.g_01801	Syak.g_02153
OG0001031	Prac.g_01744	Syak.g_02079
OG0001032	Prac.g_01743	Syak.g_02077
OG0001033	Prac.g_01722	Syak.g_02037
OG0001034	Prac.g_01694	Syak.g_02305
OG0001035	Prac.g_01677	Syak.g_01422
OG0001036	Prac.g_01672	Syak.g_01427
OG0001037	Prac.g_01671	Syak.g_01429
OG0001038	Prac.g_01653	Syak.g_01457
OG0001039	Prac.g_01650	Syak.g_01460
OG0001040	Prac.g_01648	Syak.g_01463
OG0001041	Prac.g_01644	Syak.g_01468
OG0001042	Prac.g_01627	Syak.g_01500
OG0001043	Prac.g_01626	Syak.g_01504
OG0001044	Prac.g_01201	Syak.g_01247
OG0001045	Prac.g_01192	Syak.g_01234
OG0001046	Prac.g_01154	Syak.g_00479
OG0001047	Prac.g_01108	Syak.g_01188
OG0001048	Prac.g_01107	Syak.g_01187
OG0001049	Prac.g_01105	Syak.g_01184
OG0001050	Prac.g_01104	Syak.g_01183
OG0001051	Prac.g_01103	Syak.g_01182
OG0001052	Prac.g_01073	Syak.g_01122
OG0001053	Prac.g_01061	Syak.g_02577
OG0001054	Prac.g_00873	Syak.g_02596
OG0001055	Prac.g_00855	Syak.g_02617
OG0001056	Prac.g_00836	Syak.g_02645
OG0001057	Prac.g_00831	Syak.g_00964
OG0001058	Prac.g_00823	Syak.g_02668
OG0001060	Prac.g_00812	Syak.g_02677
OG0001061	Prac.g_00799	Syak.g_02697
OG0001062	Prac.g_00797	Syak.g_02699
OG0001063	Prac.g_00795	Syak.g_02704
OG0001064	Prac.g_00794	Syak.g_02705
OG0001065	Prac.g_00793	Syak.g_02706
OG0001066	Prac.g_00792	Syak.g_02707
OG0001067	Prac.g_00791	Syak.g_02708
OG0001068	Prac.g_00790	Syak.g_02709
OG0001069	Prac.g_00789	Syak.g_02710
OG0001070	Prac.g_00786	Syak.g_02714
OG0001071	Prac.g_00785	Syak.g_02715
OG0001072	Prac.g_00783	Syak.g_02721
OG0001073	Prac.g_00767	Syak.g_02736
OG0001074	Prac.g_00756	Syak.g_00098
OG0001075	Prac.g_00755	Syak.g_02760
OG0001076	Prac.g_00747	Syak.g_00011
OG0001077	Prac.g_00743	Syak.g_00024
OG0001078	Prac.g_00735	Syak.g_00036
OG0001079	Prac.g_00724	Syak.g_00049
OG0001080	Prac.g_00718	Syak.g_00264
OG0001081	Prac.g_00716	Syak.g_00327
OG0001082	Prac.g_00715	Syak.g_00328
OG0001083	Prac.g_00710	Syak.g_00336
OG0001084	Prac.g_00709	Syak.g_00337
OG0001085	Prac.g_00701	Syak.g_00354
OG0001086	Prac.g_00700	Syak.g_00356
OG0001087	Prac.g_00683	Syak.g_00691
OG0001088	Prac.g_00682	Syak.g_00694
OG0001089	Prac.g_00674	Syak.g_00722
OG0001090	Prac.g_01559	Syak.g_00806
OG0001091	Prac.g_01557	Syak.g_00804
OG0001092	Prac.g_01556	Syak.g_00801
OG0001093	Prac.g_01551	Syak.g_00794
OG0001094	Prac.g_01481	Syak.g_00428
OG0001095	Prac.g_01462	Syak.g_00448
OG0001096	Prac.g_01449	Syak.g_00623
OG0001097	Prac.g_01431	Syak.g_00598
OG0001098	Prac.g_01416	Syak.g_00578
OG0001099	Prac.g_01396	Syak.g_02175
OG0001100	Prac.g_01392	Syak.g_00365
OG0001101	Prac.g_01390	Syak.g_00367
OG0001102	Prac.g_01387	Syak.g_00370
OG0001103	Prac.g_01385	Syak.g_00372
OG0001104	Prac.g_01364	Syak.g_00410
OG0001105	Prac.g_01360	Syak.g_00414
OG0001106	Prac.g_01336	Syak.g_00518
OG0001107	Prac.g_01329	Syak.g_00505
OG0001108	Prac.g_01325	Syak.g_00497
OG0001109	Prac.g_01324	Syak.g_00495
OG0001110	Prac.g_01322	Syak.g_00493
OG0001111	Prac.g_01321	Syak.g_00491
OG0001112	Prac.g_01320	Syak.g_00489
OG0001113	Prac.g_01319	Syak.g_00406
OG0001114	Prac.g_01318	Syak.g_00488
OG0001115	Prac.g_01316	Syak.g_00484
OG0001116	Prac.g_01315	Syak.g_00482
OG0001117	Prac.g_01314	Syak.g_00481
OG0001118	Prac.g_01313	Syak.g_00480
OG0001119	Prac.g_01312	Syak.g_00478
OG0001120	Prac.g_01310	Syak.g_00474
OG0001121	Prac.g_01020	Syak.g_00114
OG0001123	Prac.g_01280	Syak.g_00650
OG0001124	Prac.g_01278	Syak.g_00652
OG0001125	Prac.g_01277	Syak.g_00654
OG0001126	Prac.g_01267	Syak.g_00757
OG0001127	Prac.g_01266	Syak.g_00756
OG0001128	Prac.g_01264	Syak.g_00753
OG0001129	Prac.g_01263	Syak.g_00751
OG0001130	Prac.g_01262	Syak.g_00750
OG0001131	Prac.g_01225	Syak.g_00389
OG0001132	Prac.g_01216	Syak.g_00120
OG0001133	Prac.g_01031	Syak.g_00014
OG0001134	Prac.g_01018	Syak.g_00273
OG0001135	Prac.g_01015	Syak.g_00274
OG0001136	Prac.g_00988	Syak.g_00901
OG0001137	Prac.g_00977	Syak.g_00876
OG0001138	Prac.g_00959	Syak.g_00839
OG0001139	Prac.g_00958	Syak.g_00837
OG0001140	Prac.g_00957	Syak.g_00836
OG0001141	Prac.g_00956	Syak.g_00835
OG0001142	Prac.g_00955	Syak.g_00834
OG0001143	Prac.g_00948	Syak.g_00826
OG0001144	Prac.g_00943	Syak.g_00815
OG0001145	Prac.g_00167	Syak.g_00922
OG0001146	Prac.g_00179	Syak.g_00943
OG0001147	Prac.g_00203	Syak.g_01113
OG0001148	Prac.g_00219	Syak.g_02563
OG0001149	Prac.g_00220	Syak.g_02562
OG0001150	Prac.g_00221	Syak.g_02561
OG0001151	Prac.g_00232	Syak.g_02548
OG0001153	Prac.g_00379	Syak.g_01084
OG0001154	Prac.g_00378	Syak.g_01085
OG0001155	Prac.g_00366	Syak.g_02480
OG0001156	Prac.g_00363	Syak.g_02477
OG0001157	Prac.g_00362	Syak.g_02476
OG0001158	Prac.g_00361	Syak.g_02475
OG0001159	Prac.g_00360	Syak.g_02474
OG0001160	Prac.g_00336	Syak.g_02437
OG0001161	Prac.g_00324	Syak.g_01906
OG0001162	Prac.g_00313	Syak.g_00959
OG0001163	Prac.g_00633	Syak.g_02429
OG0001164	Prac.g_00629	Syak.g_02423
OG0001165	Prac.g_00626	Syak.g_02418
OG0001166	Prac.g_00606	Syak.g_02394
OG0001167	Prac.g_00589	Syak.g_02366
OG0001168	Prac.g_00587	Syak.g_02364
OG0001169	Prac.g_00585	Syak.g_02362
