Orthogroup	Prad	Syap
OG0000605	Prad.g_01225	Syap.g_02501, Syap.g_02771
OG0000606	Prad.g_01228	Syap.g_02506
OG0000607	Prad.g_01231	Syap.g_00093
OG0000608	Prad.g_01232	Syap.g_00094
OG0000609	Prad.g_01233	Syap.g_00096
OG0000610	Prad.g_01238	Syap.g_01963
OG0000611	Prad.g_01241	Syap.g_01958
OG0000612	Prad.g_01242	Syap.g_01957
OG0000613	Prad.g_01247	Syap.g_02480
OG0000615	Prad.g_01274	Syap.g_00154
OG0000616	Prad.g_01278	Syap.g_00127
OG0000617	Prad.g_01055	Syap.g_00513
OG0000618	Prad.g_01056	Syap.g_00514
OG0000619	Prad.g_01057	Syap.g_00515
OG0000620	Prad.g_01060	Syap.g_00520
OG0000621	Prad.g_01061	Syap.g_00521
OG0000622	Prad.g_01062	Syap.g_00523
OG0000623	Prad.g_01063	Syap.g_00526
OG0000624	Prad.g_01064	Syap.g_00527
OG0000625	Prad.g_01065	Syap.g_00528
OG0000626	Prad.g_01066	Syap.g_00529
OG0000627	Prad.g_01067	Syap.g_00848
OG0000628	Prad.g_01068	Syap.g_00850
OG0000629	Prad.g_01069	Syap.g_02334
OG0000630	Prad.g_01072	Syap.g_02793
OG0000631	Prad.g_01137	Syap.g_01724
OG0000632	Prad.g_01138	Syap.g_01725
OG0000633	Prad.g_01139	Syap.g_01726
OG0000634	Prad.g_01142	Syap.g_00190
OG0000635	Prad.g_01143	Syap.g_00191
OG0000636	Prad.g_01145	Syap.g_00193
OG0000637	Prad.g_01147	Syap.g_00195
OG0000638	Prad.g_01148	Syap.g_00196
OG0000639	Prad.g_01149	Syap.g_00197
OG0000640	Prad.g_01150	Syap.g_00198
OG0000641	Prad.g_01154	Syap.g_00203
OG0000642	Prad.g_01155	Syap.g_02732
OG0000643	Prad.g_01156	Syap.g_02731
OG0000644	Prad.g_01157	Syap.g_02730
OG0000645	Prad.g_01158	Syap.g_02726
OG0000646	Prad.g_01160	Syap.g_02723
OG0000647	Prad.g_01161	Syap.g_02721
OG0000648	Prad.g_01163	Syap.g_02719
OG0000649	Prad.g_01164	Syap.g_02718
OG0000650	Prad.g_01165	Syap.g_02717
OG0000651	Prad.g_01166	Syap.g_02716
OG0000652	Prad.g_01167	Syap.g_02715
OG0000653	Prad.g_01169	Syap.g_02713
OG0000654	Prad.g_01170	Syap.g_02711
OG0000655	Prad.g_01171	Syap.g_02710
OG0000656	Prad.g_01174	Syap.g_02706
OG0000657	Prad.g_01182	Syap.g_01845
OG0000658	Prad.g_01183	Syap.g_01841
OG0000659	Prad.g_01184	Syap.g_01840
OG0000660	Prad.g_00306	Syap.g_01835
OG0000662	Prad.g_00302	Syap.g_00823
OG0000663	Prad.g_00300	Syap.g_00826
OG0000664	Prad.g_00299	Syap.g_00828
OG0000665	Prad.g_00295	Syap.g_02331
OG0000666	Prad.g_00294	Syap.g_01573
OG0000667	Prad.g_00290	Syap.g_01979
OG0000668	Prad.g_00260	Syap.g_02765
OG0000669	Prad.g_00253	Syap.g_02371
OG0000670	Prad.g_00251	Syap.g_02368
OG0000671	Prad.g_00249	Syap.g_01260
OG0000672	Prad.g_00247	Syap.g_01257
OG0000673	Prad.g_00244	Syap.g_01253
OG0000674	Prad.g_00242	Syap.g_01251
OG0000675	Prad.g_00241	Syap.g_01250
OG0000676	Prad.g_00239	Syap.g_01248
OG0000677	Prad.g_00238	Syap.g_01246
OG0000678	Prad.g_00236	Syap.g_01239
OG0000679	Prad.g_00232	Syap.g_00157
OG0000680	Prad.g_00231	Syap.g_00158
OG0000681	Prad.g_00228	Syap.g_00163
OG0000682	Prad.g_00227	Syap.g_00165
OG0000683	Prad.g_00226	Syap.g_00166
OG0000684	Prad.g_00224	Syap.g_00169
OG0000685	Prad.g_00222	Syap.g_00172
OG0000686	Prad.g_00221	Syap.g_00173
OG0000687	Prad.g_00220	Syap.g_00174
OG0000688	Prad.g_00217	Syap.g_00178
OG0000689	Prad.g_00216	Syap.g_00180
OG0000690	Prad.g_00215	Syap.g_00181
OG0000691	Prad.g_00214	Syap.g_00182
OG0000692	Prad.g_00212	Syap.g_00184
OG0000693	Prad.g_00211	Syap.g_00185
OG0000694	Prad.g_00210	Syap.g_00186
OG0000695	Prad.g_00208	Syap.g_01729
OG0000696	Prad.g_00207	Syap.g_01730
OG0000697	Prad.g_00206	Syap.g_01734
OG0000698	Prad.g_00203	Syap.g_01737
OG0000699	Prad.g_00202	Syap.g_01738
OG0000700	Prad.g_00201	Syap.g_01739
OG0000701	Prad.g_00200	Syap.g_01740
OG0000702	Prad.g_00198	Syap.g_01747
OG0000703	Prad.g_00197	Syap.g_01750
OG0000704	Prad.g_00196	Syap.g_01753
OG0000705	Prad.g_00192	Syap.g_02022
OG0000706	Prad.g_00191	Syap.g_02020
OG0000707	Prad.g_00190	Syap.g_02019
OG0000708	Prad.g_00189	Syap.g_02016
OG0000709	Prad.g_00185	Syap.g_00121
OG0000711	Prad.g_00165	Syap.g_02686
OG0000712	Prad.g_00163	Syap.g_02688
OG0000713	Prad.g_00162	Syap.g_02689
OG0000714	Prad.g_00161	Syap.g_02691
OG0000715	Prad.g_00159	Syap.g_02693
OG0000716	Prad.g_00157	Syap.g_02696
OG0000717	Prad.g_00156	Syap.g_02697
OG0000718	Prad.g_00144	Syap.g_02701
OG0000719	Prad.g_00142	Syap.g_02767
OG0000720	Prad.g_01039	Syap.g_02780
OG0000721	Prad.g_01037	Syap.g_02782
OG0000722	Prad.g_01036	Syap.g_02783
OG0000723	Prad.g_01033	Syap.g_00532
OG0000725	Prad.g_01017	Syap.g_01559
OG0000726	Prad.g_01016	Syap.g_01560
OG0000727	Prad.g_01015	Syap.g_01561
OG0000728	Prad.g_01013	Syap.g_01564
OG0000729	Prad.g_00970	Syap.g_01122
OG0000730	Prad.g_00635	Syap.g_00572
OG0000731	Prad.g_00639	Syap.g_00560
OG0000732	Prad.g_00649	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prad.g_01988	Syap.g_01971
OG0000734	Prad.g_01511	Syap.g_02628
OG0000735	Prad.g_01509	Syap.g_00244
OG0000736	Prad.g_01508	Syap.g_00243
OG0000737	Prad.g_01507	Syap.g_00242
OG0000738	Prad.g_01503	Syap.g_00236
OG0000739	Prad.g_01502	Syap.g_00235
OG0000740	Prad.g_01501	Syap.g_00234
OG0000741	Prad.g_01500	Syap.g_00231
OG0000742	Prad.g_01497	Syap.g_00229
OG0000743	Prad.g_01495	Syap.g_00226
OG0000744	Prad.g_01494	Syap.g_00225
OG0000745	Prad.g_01493	Syap.g_00222
OG0000746	Prad.g_01491	Syap.g_00220
OG0000747	Prad.g_01490	Syap.g_00219
OG0000748	Prad.g_01487	Syap.g_00212
OG0000749	Prad.g_01486	Syap.g_00211
OG0000750	Prad.g_01485	Syap.g_00210
OG0000751	Prad.g_01483	Syap.g_00205
OG0000752	Prad.g_01481	Syap.g_01793
OG0000753	Prad.g_01478	Syap.g_02775
OG0000754	Prad.g_01475	Syap.g_01883
OG0000755	Prad.g_01472	Syap.g_01893
OG0000757	Prad.g_01464	Syap.g_00427
OG0000758	Prad.g_01463	Syap.g_00428
OG0000759	Prad.g_01462	Syap.g_00429
OG0000760	Prad.g_01461	Syap.g_00430
OG0000761	Prad.g_01460	Syap.g_00431
OG0000762	Prad.g_01459	Syap.g_00434
OG0000763	Prad.g_01457	Syap.g_02624
OG0000764	Prad.g_01456	Syap.g_02623
OG0000765	Prad.g_01447	Syap.g_02440
OG0000766	Prad.g_01446	Syap.g_02439
OG0000767	Prad.g_01444	Syap.g_02437
OG0000768	Prad.g_01443	Syap.g_02436
OG0000769	Prad.g_01441	Syap.g_02434
OG0000770	Prad.g_01439	Syap.g_02431
OG0000772	Prad.g_00341	Syap.g_02295
OG0000773	Prad.g_00361	Syap.g_00885
OG0000774	Prad.g_00363	Syap.g_01473
OG0000775	Prad.g_00365	Syap.g_01475
OG0000776	Prad.g_00366	Syap.g_01476
OG0000777	Prad.g_00631	Syap.g_01478
OG0000778	Prad.g_00630	Syap.g_01479
OG0000779	Prad.g_00626	Syap.g_01494
OG0000780	Prad.g_00625	Syap.g_01496
OG0000781	Prad.g_00622	Syap.g_02609
OG0000782	Prad.g_00621	Syap.g_02611
OG0000783	Prad.g_00620	Syap.g_02612
OG0000784	Prad.g_00619	Syap.g_02613
OG0000785	Prad.g_00617	Syap.g_02281
OG0000786	Prad.g_00615	Syap.g_02287
OG0000787	Prad.g_00614	Syap.g_02288
OG0000788	Prad.g_00607	Syap.g_01932
OG0000789	Prad.g_00604	Syap.g_00372
OG0000791	Prad.g_00587	Syap.g_02520
OG0000792	Prad.g_00586	Syap.g_02519
OG0000793	Prad.g_00583	Syap.g_02141
OG0000794	Prad.g_00582	Syap.g_02200
OG0000795	Prad.g_00581	Syap.g_02199
OG0000796	Prad.g_00577	Syap.g_02448
OG0000797	Prad.g_00576	Syap.g_02449
OG0000799	Prad.g_00533	Syap.g_02488
OG0000800	Prad.g_00532	Syap.g_02487
OG0000801	Prad.g_00531	Syap.g_02486
OG0000802	Prad.g_00529	Syap.g_02659
OG0000803	Prad.g_00527	Syap.g_02109
OG0000804	Prad.g_00526	Syap.g_02113
OG0000805	Prad.g_00524	Syap.g_02115
OG0000806	Prad.g_00522	Syap.g_02117
OG0000807	Prad.g_00521	Syap.g_02118
OG0000808	Prad.g_00520	Syap.g_02119
OG0000809	Prad.g_00517	Syap.g_02122
OG0000810	Prad.g_00516	Syap.g_02124
OG0000811	Prad.g_00512	Syap.g_02472
OG0000812	Prad.g_00510	Syap.g_02474
OG0000813	Prad.g_00509	Syap.g_02475
OG0000814	Prad.g_00507	Syap.g_02753
OG0000815	Prad.g_00506	Syap.g_02752
OG0000816	Prad.g_00504	Syap.g_02289
OG0000817	Prad.g_00503	Syap.g_02527
OG0000818	Prad.g_00498	Syap.g_02001
OG0000819	Prad.g_00497	Syap.g_02002
OG0000820	Prad.g_00496	Syap.g_02003
OG0000821	Prad.g_00491	Syap.g_02009
OG0000822	Prad.g_00490	Syap.g_02011
OG0000824	Prad.g_00486	Syap.g_00008
OG0000825	Prad.g_00485	Syap.g_00009
OG0000826	Prad.g_00484	Syap.g_00010
OG0000827	Prad.g_00483	Syap.g_00011
OG0000828	Prad.g_00480	Syap.g_00014
OG0000829	Prad.g_00479	Syap.g_00015
OG0000830	Prad.g_00478	Syap.g_00016
OG0000831	Prad.g_00476	Syap.g_00019
OG0000832	Prad.g_00470	Syap.g_00752
OG0000833	Prad.g_00462	Syap.g_00021
OG0000834	Prad.g_00461	Syap.g_00023
OG0000835	Prad.g_00460	Syap.g_00024
OG0000836	Prad.g_00459	Syap.g_00026
OG0000837	Prad.g_00458	Syap.g_00027
OG0000838	Prad.g_00456	Syap.g_00031
OG0000839	Prad.g_00455	Syap.g_00032
OG0000840	Prad.g_00454	Syap.g_00033
OG0000841	Prad.g_00453	Syap.g_00034
OG0000842	Prad.g_00452	Syap.g_00035
OG0000843	Prad.g_00451	Syap.g_00036
OG0000844	Prad.g_00450	Syap.g_00039
OG0000845	Prad.g_00449	Syap.g_00040
OG0000846	Prad.g_00448	Syap.g_00042
OG0000847	Prad.g_00447	Syap.g_00043
OG0000848	Prad.g_00446	Syap.g_00045
OG0000849	Prad.g_00445	Syap.g_00046
OG0000850	Prad.g_00443	Syap.g_00310
OG0000851	Prad.g_00442	Syap.g_01214
OG0000852	Prad.g_00441	Syap.g_01215
OG0000853	Prad.g_00437	Syap.g_01219
OG0000854	Prad.g_00435	Syap.g_01222
OG0000855	Prad.g_00434	Syap.g_01223
OG0000856	Prad.g_00419	Syap.g_01286
OG0000857	Prad.g_00388	Syap.g_02722
OG0000858	Prad.g_00947	Syap.g_00612
OG0000859	Prad.g_00946	Syap.g_00613
OG0000860	Prad.g_00939	Syap.g_00623
OG0000861	Prad.g_00938	Syap.g_02789
OG0000862	Prad.g_00937	Syap.g_01789
OG0000863	Prad.g_00935	Syap.g_01784
OG0000864	Prad.g_00934	Syap.g_01783
OG0000865	Prad.g_00933	Syap.g_01781, Syap.g_01782
OG0000866	Prad.g_00932	Syap.g_01780
OG0000867	Prad.g_00931	Syap.g_01779
OG0000868	Prad.g_00930	Syap.g_01775
OG0000869	Prad.g_00926	Syap.g_01770
OG0000870	Prad.g_00921	Syap.g_01401
OG0000871	Prad.g_00920	Syap.g_01400
OG0000872	Prad.g_00919	Syap.g_01394
OG0000873	Prad.g_00916	Syap.g_01390
OG0000874	Prad.g_00913	Syap.g_01388
OG0000875	Prad.g_00912	Syap.g_01386
OG0000876	Prad.g_00911	Syap.g_00822
OG0000877	Prad.g_00909	Syap.g_01380
OG0000878	Prad.g_00908	Syap.g_01378
OG0000879	Prad.g_00907	Syap.g_01377
OG0000880	Prad.g_00906	Syap.g_01376
OG0000882	Prad.g_00897	Syap.g_01516
OG0000883	Prad.g_00895	Syap.g_01511
OG0000884	Prad.g_00893	Syap.g_01509
OG0000885	Prad.g_00892	Syap.g_01508
OG0000886	Prad.g_00891	Syap.g_01507
OG0000887	Prad.g_00890	Syap.g_01506
OG0000888	Prad.g_00888	Syap.g_01504
OG0000889	Prad.g_00886	Syap.g_01502
OG0000890	Prad.g_00885	Syap.g_01499
OG0000891	Prad.g_00884	Syap.g_01498
OG0000892	Prad.g_00882	Syap.g_02671
OG0000893	Prad.g_00879	Syap.g_02497
OG0000894	Prad.g_00877	Syap.g_02679
OG0000895	Prad.g_00874	Syap.g_00546
OG0000896	Prad.g_00873	Syap.g_00545
OG0000897	Prad.g_00871	Syap.g_00543
OG0000898	Prad.g_00870	Syap.g_00542
OG0000899	Prad.g_00869	Syap.g_00541
OG0000900	Prad.g_00868	Syap.g_00540
OG0000901	Prad.g_00865	Syap.g_01930
OG0000902	Prad.g_00863	Syap.g_01929
OG0000903	Prad.g_00860	Syap.g_01916
OG0000904	Prad.g_00858	Syap.g_01922
OG0000905	Prad.g_00853	Syap.g_01925
OG0000906	Prad.g_00852	Syap.g_01927
OG0000907	Prad.g_00849	Syap.g_01914
OG0000908	Prad.g_00846	Syap.g_01235
OG0000909	Prad.g_00845	Syap.g_01236
OG0000910	Prad.g_00844	Syap.g_01237
OG0000911	Prad.g_00842	Syap.g_00511
OG0000912	Prad.g_00841	Syap.g_00510
OG0000913	Prad.g_00840	Syap.g_00509
OG0000914	Prad.g_00839	Syap.g_00508
OG0000915	Prad.g_00838	Syap.g_00506
OG0000916	Prad.g_00837	Syap.g_00505
OG0000917	Prad.g_00836	Syap.g_00504
OG0000918	Prad.g_00835	Syap.g_00503
OG0000919	Prad.g_00834	Syap.g_00502
OG0000920	Prad.g_00833	Syap.g_00501
OG0000921	Prad.g_00832	Syap.g_00500
OG0000922	Prad.g_00831	Syap.g_00499
OG0000923	Prad.g_00827	Syap.g_00495
OG0000924	Prad.g_00826	Syap.g_00494
OG0000925	Prad.g_00825	Syap.g_00493
OG0000926	Prad.g_00824	Syap.g_00492
OG0000927	Prad.g_00822	Syap.g_00490
OG0000928	Prad.g_00821	Syap.g_00489
OG0000929	Prad.g_00820	Syap.g_00488
OG0000930	Prad.g_00819	Syap.g_00487
OG0000931	Prad.g_00818	Syap.g_00486
OG0000932	Prad.g_00817	Syap.g_00485
OG0000933	Prad.g_00813	Syap.g_00479
OG0000934	Prad.g_00811	Syap.g_00477
OG0000935	Prad.g_00810	Syap.g_00476
OG0000936	Prad.g_00809	Syap.g_00475
OG0000937	Prad.g_00808	Syap.g_00474
OG0000938	Prad.g_00806	Syap.g_00471
OG0000939	Prad.g_00805	Syap.g_00469
OG0000940	Prad.g_00798	Syap.g_00460
OG0000941	Prad.g_00796	Syap.g_00458
OG0000942	Prad.g_00794	Syap.g_00606
OG0000943	Prad.g_00793	Syap.g_00604
OG0000944	Prad.g_00792	Syap.g_00602
OG0000945	Prad.g_00791	Syap.g_00601
OG0000946	Prad.g_00787	Syap.g_00595
OG0000947	Prad.g_00785	Syap.g_00591
OG0000948	Prad.g_00784	Syap.g_00590
OG0000949	Prad.g_00781	Syap.g_01051
OG0000950	Prad.g_00776	Syap.g_01061
OG0000951	Prad.g_00772	Syap.g_01070
OG0000952	Prad.g_00768	Syap.g_01074
OG0000953	Prad.g_00765	Syap.g_01078
OG0000954	Prad.g_01641	Syap.g_01089
OG0000955	Prad.g_01640	Syap.g_01090
OG0000956	Prad.g_01638	Syap.g_01092
OG0000957	Prad.g_01633	Syap.g_01109
OG0000958	Prad.g_01632	Syap.g_01110
OG0000959	Prad.g_01628	Syap.g_01114
OG0000960	Prad.g_01627	Syap.g_01115
OG0000961	Prad.g_01625	Syap.g_02170
OG0000962	Prad.g_01623	Syap.g_01121
OG0000963	Prad.g_01620	Syap.g_01124
OG0000964	Prad.g_01619	Syap.g_01125
OG0000965	Prad.g_01618	Syap.g_01126
OG0000966	Prad.g_01611	Syap.g_01141
OG0000967	Prad.g_01607	Syap.g_00633
OG0000968	Prad.g_01605	Syap.g_00998
OG0000969	Prad.g_01604	Syap.g_00996
OG0000970	Prad.g_01603	Syap.g_00995
OG0000971	Prad.g_01602	Syap.g_00993
OG0000972	Prad.g_01601	Syap.g_00992
OG0000973	Prad.g_01600	Syap.g_00991
OG0000974	Prad.g_01599	Syap.g_00990
OG0000975	Prad.g_01598	Syap.g_00989
OG0000976	Prad.g_01597	Syap.g_00988
OG0000977	Prad.g_01596	Syap.g_00986
OG0000978	Prad.g_01595	Syap.g_00985
OG0000979	Prad.g_01592	Syap.g_00980
OG0000980	Prad.g_01590	Syap.g_00977
OG0000981	Prad.g_01588	Syap.g_01812
OG0000982	Prad.g_01586	Syap.g_00132
OG0000983	Prad.g_01585	Syap.g_00134
OG0000984	Prad.g_01584	Syap.g_00135
OG0000985	Prad.g_01581	Syap.g_00140
OG0000986	Prad.g_01579	Syap.g_01044
OG0000987	Prad.g_01578	Syap.g_01033
OG0000988	Prad.g_01575	Syap.g_01027
OG0000989	Prad.g_01571	Syap.g_01011
OG0000990	Prad.g_01568	Syap.g_02087
OG0000991	Prad.g_01567	Syap.g_02091
OG0000992	Prad.g_01565	Syap.g_02095
OG0000993	Prad.g_01564	Syap.g_02097
OG0000994	Prad.g_01563	Syap.g_02101
OG0000996	Prad.g_01558	Syap.g_01817
OG0000997	Prad.g_01557	Syap.g_02590
OG0000998	Prad.g_01555	Syap.g_02591
OG0000999	Prad.g_01554	Syap.g_02592
OG0001001	Prad.g_01549	Syap.g_02605
OG0001002	Prad.g_01545	Syap.g_00124
OG0001003	Prad.g_01544	Syap.g_02310
OG0001004	Prad.g_01543	Syap.g_02311
OG0001005	Prad.g_01542	Syap.g_02312
OG0001006	Prad.g_01538	Syap.g_00053
OG0001007	Prad.g_01536	Syap.g_00055
OG0001008	Prad.g_00070	Syap.g_02060
OG0001012	Prad.g_01944	Syap.g_00371
OG0001013	Prad.g_01938	Syap.g_01325
OG0001016	Prad.g_01920	Syap.g_01695
OG0001033	Prad.g_01783	Syap.g_00105
OG0001035	Prad.g_01737	Syap.g_01594
OG0001038	Prad.g_01713	Syap.g_01362
OG0001039	Prad.g_01710	Syap.g_01359
OG0001040	Prad.g_01708	Syap.g_01356
OG0001041	Prad.g_01704	Syap.g_01352
OG0001043	Prad.g_01686	Syap.g_01676
OG0001044	Prad.g_01658	Syap.g_00571
OG0001053	Prad.g_00024	Syap.g_02253
OG0001054	Prad.g_00131	Syap.g_00274
OG0001055	Prad.g_00112	Syap.g_00252
OG0001059	Prad.g_01343	Syap.g_00306
OG0001060	Prad.g_01350	Syap.g_00299
OG0001061	Prad.g_01363	Syap.g_01309
OG0001062	Prad.g_01365	Syap.g_01314
OG0001072	Prad.g_01379	Syap.g_00441
OG0001073	Prad.g_01393	Syap.g_00122, Syap.g_00455
OG0001078	Prad.g_01425	Syap.g_00896
OG0001080	Prad.g_01227	Syap.g_02505
OG0001085	Prad.g_01244	Syap.g_01953
OG0001094	Prad.g_01140	Syap.g_00187
OG0001095	Prad.g_01159	Syap.g_02725
OG0001096	Prad.g_01172	Syap.g_02709
OG0001100	Prad.g_00252	Syap.g_02369
OG0001102	Prad.g_00248	Syap.g_01258
OG0001103	Prad.g_00246	Syap.g_01256
OG0001104	Prad.g_00223	Syap.g_00171
OG0001105	Prad.g_00219	Syap.g_00175
OG0001107	Prad.g_00188	Syap.g_02015
OG0001108	Prad.g_00184	Syap.g_00119
OG0001122	Prad.g_00141	Syap.g_02766
OG0001123	Prad.g_00137	Syap.g_01872
OG0001133	Prad.g_00655	Syap.g_01292
OG0001136	Prad.g_01499	Syap.g_00230
OG0001137	Prad.g_01488	Syap.g_00213
OG0001140	Prad.g_01467	Syap.g_02134
OG0001152	Prad.g_00578	Syap.g_02447
OG0001154	Prad.g_00481	Syap.g_00013
OG0001155	Prad.g_00469	Syap.g_00750
OG0001160	Prad.g_00439	Syap.g_01217
OG0001162	Prad.g_00415	Syap.g_02366
OG0001163	Prad.g_00949	Syap.g_00609
OG0001164	Prad.g_00945	Syap.g_00614
OG0001165	Prad.g_00942	Syap.g_00619
OG0001168	Prad.g_00903	Syap.g_01372
OG0001171	Prad.g_00889	Syap.g_01505
OG0001172	Prad.g_00876	Syap.g_00547
OG0001177	Prad.g_00856	Syap.g_01920
OG0001178	Prad.g_00851	Syap.g_01786, Syap.g_01787
OG0001179	Prad.g_00823	Syap.g_00491
OG0001180	Prad.g_00801	Syap.g_00097, Syap.g_00465
OG0001181	Prad.g_00797	Syap.g_00459
OG0001183	Prad.g_00786	Syap.g_00594
OG0001185	Prad.g_01636	Syap.g_01104
OG0001186	Prad.g_01614	Syap.g_01140
OG0001187	Prad.g_01610	Syap.g_01142
OG0001188	Prad.g_01608	Syap.g_00634
OG0001189	Prad.g_01591	Syap.g_00979
OG0001191	Prad.g_01577	Syap.g_01030
OG0001192	Prad.g_01572	Syap.g_01021
OG0001197	Prad.g_01546	Syap.g_00126
OG0001198	Prad.g_01539	Syap.g_00052
OG0001199	Prad.g_01919	Syap.g_01696
OG0001200	Prad.g_01917	Syap.g_01698
OG0001202	Prad.g_01792	Syap.g_01613
OG0001203	Prad.g_01753	Syap.g_01154
OG0001204	Prad.g_01748	Syap.g_01577
OG0001214	Prad.g_01426	Syap.g_00897
OG0001217	Prad.g_01092	Syap.g_01464
OG0001218	Prad.g_01100	Syap.g_00020
OG0001219	Prad.g_01134	Syap.g_02794
OG0001221	Prad.g_00234	Syap.g_01777
OG0001222	Prad.g_00194	Syap.g_02027
OG0001224	Prad.g_01022	Syap.g_01551
OG0001225	Prad.g_01020	Syap.g_01553
OG0001226	Prad.g_00995	Syap.g_02551
OG0001228	Prad.g_01450	Syap.g_01063
OG0001229	Prad.g_00596	Syap.g_00827
OG0001230	Prad.g_00523	Syap.g_02116
OG0001231	Prad.g_00417	Syap.g_00073
OG0001232	Prad.g_00918	Syap.g_01393
OG0001235	Prad.g_00854	Syap.g_01924
OG0001236	Prad.g_00773	Syap.g_01069
OG0001237	Prad.g_00769	Syap.g_01073
OG0001238	Prad.g_01576	Syap.g_01028
OG0001239	Prad.g_01922	Syap.g_01693, Syap.g_01692
OG0001242	Prad.g_01874	Syap.g_02227, Syap.g_02229
OG0001243	Prad.g_01868	Syap.g_02219
OG0001244	Prad.g_01852	Syap.g_02192
OG0001246	Prad.g_00125	Syap.g_00267, Syap.g_01165
OG0001248	Prad.g_01259	Syap.g_00423
OG0001249	Prad.g_01123	Syap.g_00575
OG0001250	Prad.g_00307	Syap.g_01836
OG0001251	Prad.g_00259	Syap.g_01549, Syap.g_01727
OG0001253	Prad.g_00977	Syap.g_01969
OG0001255	Prad.g_01512	Syap.g_02523
OG0001256	Prad.g_00424	Syap.g_01225
OG0001257	Prad.g_00418	Syap.g_00374, Syap.g_00373
OG0001258	Prad.g_00944	Syap.g_00617
OG0001260	Prad.g_00883	Syap.g_01497
OG0001261	Prad.g_00815	Syap.g_00482
OG0001262	Prad.g_01593	Syap.g_00981
OG0001263	Prad.g_01865	Syap.g_02216
OG0001265	Prad.g_01875	Syap.g_02231
OG0001266	Prad.g_01788	Syap.g_01618
OG0001267	Prad.g_01711	Syap.g_01360
OG0001268	Prad.g_01652	Syap.g_00563
OG0001270	Prad.g_00668	Syap.g_02056
OG0001271	Prad.g_00035	Syap.g_02759
OG0001272	Prad.g_00021	Syap.g_02250
OG0001274	Prad.g_01277	Syap.g_01897
OG0001275	Prad.g_00158	Syap.g_02694
OG0001276	Prad.g_00138	Syap.g_01873
OG0001277	Prad.g_00988	Syap.g_01293
OG0001278	Prad.g_01445	Syap.g_02438
OG0001279	Prad.g_01216	Syap.g_02663
OG0001282	Prad.g_00593	Syap.g_01701
OG0001284	Prad.g_00444	Syap.g_00047
OG0001286	Prad.g_00803	Syap.g_00467
OG0001287	Prad.g_01629	Syap.g_00418
OG0001288	Prad.g_01621	Syap.g_01123
OG0001289	Prad.g_01906	Syap.g_02365
OG0001291	Prad.g_01858	Syap.g_02207
OG0001292	Prad.g_01743	Syap.g_01583
OG0001297	Prad.g_00115	Syap.g_00255
OG0001299	Prad.g_01240	Syap.g_01959
OG0001303	Prad.g_00154	Syap.g_02795
OG0001304	Prad.g_01034	Syap.g_00536
OG0001305	Prad.g_01014	Syap.g_01562
OG0001306	Prad.g_01510	Syap.g_00245
OG0001307	Prad.g_00611	Syap.g_00403
OG0001308	Prad.g_00505	Syap.g_02751, Syap.g_02750
OG0001310	Prad.g_00929	Syap.g_01774
OG0001312	Prad.g_00205	Syap.g_01735
OG0001315	Prad.g_01932	Syap.g_00596
OG0001318	Prad.g_01735	Syap.g_01596, Syap.g_01597
OG0001319	Prad.g_01719	Syap.g_02338
OG0001323	Prad.g_00110	Syap.g_00757
OG0001326	Prad.g_00271	Syap.g_02646
OG0001332	Prad.g_00471	Syap.g_01548
OG0001333	Prad.g_00904	Syap.g_01373
OG0001336	Prad.g_01550	Syap.g_02602
OG0001345	Prad.g_01477	Syap.g_01877, Syap.g_02776
OG0001346	Prad.g_00627	Syap.g_01484
OG0001348	Prad.g_00395	Syap.g_00938
OG0001349	Prad.g_00536	Syap.g_01264, Syap.g_00851
OG0001351	Prad.g_00053	Syap.g_01996
OG0001353	Prad.g_01178	Syap.g_01849
OG0001358	Prad.g_01409	Syap.g_00942
OG0001360	Prad.g_00976	Syap.g_01881, Syap.g_02778
OG0001361	Prad.g_01480	Syap.g_01792
OG0001364	Prad.g_00780	Syap.g_01052
OG0001365	Prad.g_01583	Syap.g_00138
OG0001371	Prad.g_01253	Syap.g_02545, Syap.g_02544
OG0001373	Prad.g_00272	Syap.g_02647
OG0001374	Prad.g_00264	Syap.g_01829, Syap.g_01830
OG0001376	Prad.g_01009	Syap.g_01991
OG0001377	Prad.g_01008	Syap.g_01992
OG0001378	Prad.g_00634	Syap.g_02055
OG0001379	Prad.g_00364	Syap.g_01474
OG0001382	Prad.g_00403	Syap.g_00677
OG0001385	Prad.g_00275	Syap.g_02650
OG0001386	Prad.g_00274	Syap.g_02649
OG0001387	Prad.g_00273	Syap.g_02648
OG0001388	Prad.g_00270	Syap.g_02645
OG0001389	Prad.g_00269	Syap.g_02644
OG0001390	Prad.g_00268	Syap.g_02643
OG0001391	Prad.g_00267	Syap.g_01833
OG0001392	Prad.g_00266	Syap.g_01832
OG0001393	Prad.g_00265	Syap.g_01831
OG0001394	Prad.g_00230	Syap.g_00159
OG0001395	Prad.g_01032	Syap.g_00531
OG0001396	Prad.g_01977	Syap.g_02537
OG0001401	Prad.g_01046	Syap.g_01844
OG0001406	Prad.g_01010	Syap.g_01989
OG0001408	Prad.g_00992	Syap.g_01862
OG0001411	Prad.g_00562	Syap.g_00853
OG0001412	Prad.g_01979	Syap.g_02535
OG0001415	Prad.g_01760	Syap.g_00447, Syap.g_00446
OG0001418	Prad.g_01258	Syap.g_00221
