Orthogroup	Prad	Syaq
OG0000584	Prad.g_01399	Syaq.g_02014
OG0000585	Prad.g_01401	Syaq.g_02017
OG0000586	Prad.g_01402	Syaq.g_02018
OG0000587	Prad.g_01403	Syaq.g_02020
OG0000588	Prad.g_01407	Syaq.g_02043
OG0000589	Prad.g_01410	Syaq.g_02057
OG0000590	Prad.g_01411	Syaq.g_02058
OG0000591	Prad.g_01414	Syaq.g_02066
OG0000592	Prad.g_01415	Syaq.g_02067
OG0000593	Prad.g_01421	Syaq.g_02078
OG0000594	Prad.g_01422	Syaq.g_02079
OG0000595	Prad.g_01423	Syaq.g_02080
OG0000596	Prad.g_01427	Syaq.g_02085
OG0000597	Prad.g_01429	Syaq.g_02088
OG0000598	Prad.g_01430	Syaq.g_02089
OG0000599	Prad.g_01433	Syaq.g_02096
OG0000600	Prad.g_01219	Syaq.g_02097
OG0000601	Prad.g_01220	Syaq.g_02098
OG0000602	Prad.g_01222	Syaq.g_02104
OG0000603	Prad.g_01223	Syaq.g_02105
OG0000604	Prad.g_01224	Syaq.g_02107
OG0000605	Prad.g_01225	Syaq.g_02151
OG0000606	Prad.g_01228	Syaq.g_02231
OG0000607	Prad.g_01231	Syaq.g_02234
OG0000608	Prad.g_01232	Syaq.g_02235
OG0000609	Prad.g_01233	Syaq.g_02237
OG0000610	Prad.g_01238	Syaq.g_02244
OG0000611	Prad.g_01241	Syaq.g_02247
OG0000612	Prad.g_01242	Syaq.g_02248
OG0000613	Prad.g_01247	Syaq.g_00885
OG0000614	Prad.g_01266	Syaq.g_02588
OG0000615	Prad.g_01274	Syaq.g_02302
OG0000616	Prad.g_01278	Syaq.g_01168
OG0000617	Prad.g_01055	Syaq.g_00031
OG0000618	Prad.g_01056	Syaq.g_00032
OG0000619	Prad.g_01057	Syaq.g_00033
OG0000620	Prad.g_01060	Syaq.g_00038
OG0000621	Prad.g_01061	Syaq.g_00039
OG0000622	Prad.g_01062	Syaq.g_00040
OG0000623	Prad.g_01063	Syaq.g_00041
OG0000624	Prad.g_01064	Syaq.g_00042
OG0000625	Prad.g_01065	Syaq.g_00043
OG0000626	Prad.g_01066	Syaq.g_00044
OG0000627	Prad.g_01067	Syaq.g_02425
OG0000628	Prad.g_01068	Syaq.g_02426
OG0000629	Prad.g_01069	Syaq.g_02429
OG0000630	Prad.g_01072	Syaq.g_02433
OG0000631	Prad.g_01137	Syaq.g_02441
OG0000632	Prad.g_01138	Syaq.g_02442
OG0000633	Prad.g_01139	Syaq.g_02444
OG0000634	Prad.g_01142	Syaq.g_02336
OG0000635	Prad.g_01143	Syaq.g_02337
OG0000636	Prad.g_01145	Syaq.g_02339
OG0000637	Prad.g_01147	Syaq.g_02341
OG0000638	Prad.g_01148	Syaq.g_02342
OG0000639	Prad.g_01149	Syaq.g_02343
OG0000640	Prad.g_01150	Syaq.g_02344
OG0000641	Prad.g_01154	Syaq.g_02348
OG0000642	Prad.g_01155	Syaq.g_02349
OG0000643	Prad.g_01156	Syaq.g_02350
OG0000644	Prad.g_01157	Syaq.g_02351
OG0000645	Prad.g_01158	Syaq.g_02353
OG0000646	Prad.g_01160	Syaq.g_02356
OG0000647	Prad.g_01161	Syaq.g_02358
OG0000648	Prad.g_01163	Syaq.g_02360
OG0000649	Prad.g_01164	Syaq.g_02361
OG0000650	Prad.g_01165	Syaq.g_02362
OG0000651	Prad.g_01166	Syaq.g_02363
OG0000652	Prad.g_01167	Syaq.g_02364
OG0000653	Prad.g_01169	Syaq.g_02367
OG0000654	Prad.g_01170	Syaq.g_02368
OG0000655	Prad.g_01171	Syaq.g_02369
OG0000656	Prad.g_01174	Syaq.g_02372
OG0000657	Prad.g_01182	Syaq.g_02382
OG0000658	Prad.g_01183	Syaq.g_02385
OG0000659	Prad.g_01184	Syaq.g_02386
OG0000660	Prad.g_00306	Syaq.g_02390
OG0000661	Prad.g_00304	Syaq.g_02392
OG0000662	Prad.g_00302	Syaq.g_02394
OG0000663	Prad.g_00300	Syaq.g_02397
OG0000664	Prad.g_00299	Syaq.g_02400
OG0000665	Prad.g_00295	Syaq.g_02124
OG0000666	Prad.g_00294	Syaq.g_02117
OG0000667	Prad.g_00290	Syaq.g_02222
OG0000668	Prad.g_00260	Syaq.g_00068
OG0000669	Prad.g_00253	Syaq.g_02260
OG0000670	Prad.g_00251	Syaq.g_00079
OG0000671	Prad.g_00249	Syaq.g_02264
OG0000672	Prad.g_00247	Syaq.g_02267
OG0000673	Prad.g_00244	Syaq.g_02270
OG0000674	Prad.g_00242	Syaq.g_02272
OG0000675	Prad.g_00241	Syaq.g_02273
OG0000676	Prad.g_00239	Syaq.g_02275
OG0000677	Prad.g_00238	Syaq.g_02276
OG0000678	Prad.g_00236	Syaq.g_02282
OG0000679	Prad.g_00232	Syaq.g_02305
OG0000680	Prad.g_00231	Syaq.g_02306
OG0000681	Prad.g_00228	Syaq.g_02309
OG0000682	Prad.g_00227	Syaq.g_02310
OG0000683	Prad.g_00226	Syaq.g_02311
OG0000684	Prad.g_00224	Syaq.g_02315
OG0000685	Prad.g_00222	Syaq.g_02317
OG0000686	Prad.g_00221	Syaq.g_02318
OG0000687	Prad.g_00220	Syaq.g_02319
OG0000688	Prad.g_00217	Syaq.g_02325
OG0000689	Prad.g_00216	Syaq.g_02327
OG0000690	Prad.g_00215	Syaq.g_02328
OG0000691	Prad.g_00214	Syaq.g_02329
OG0000692	Prad.g_00212	Syaq.g_02330
OG0000693	Prad.g_00211	Syaq.g_02332
OG0000694	Prad.g_00210	Syaq.g_02333
OG0000695	Prad.g_00208	Syaq.g_02446
OG0000696	Prad.g_00207	Syaq.g_02447
OG0000697	Prad.g_00206	Syaq.g_02448
OG0000698	Prad.g_00203	Syaq.g_02451
OG0000699	Prad.g_00202	Syaq.g_02452
OG0000700	Prad.g_00201	Syaq.g_02453
OG0000701	Prad.g_00200	Syaq.g_02454
OG0000702	Prad.g_00198	Syaq.g_02467
OG0000703	Prad.g_00197	Syaq.g_02468
OG0000704	Prad.g_00196	Syaq.g_02470
OG0000705	Prad.g_00192	Syaq.g_02477
OG0000706	Prad.g_00191	Syaq.g_02478
OG0000707	Prad.g_00190	Syaq.g_02479
OG0000708	Prad.g_00189	Syaq.g_02482
OG0000709	Prad.g_00185	Syaq.g_02490
OG0000710	Prad.g_00182	Syaq.g_02494
OG0000711	Prad.g_00165	Syaq.g_02521
OG0000712	Prad.g_00163	Syaq.g_02523
OG0000713	Prad.g_00162	Syaq.g_02524
OG0000714	Prad.g_00161	Syaq.g_02527
OG0000715	Prad.g_00159	Syaq.g_02529
OG0000716	Prad.g_00157	Syaq.g_02533
OG0000717	Prad.g_00156	Syaq.g_02534
OG0000718	Prad.g_00144	Syaq.g_00072
OG0000719	Prad.g_00142	Syaq.g_00070
OG0000720	Prad.g_01039	Syaq.g_00057
OG0000721	Prad.g_01037	Syaq.g_00055
OG0000722	Prad.g_01036	Syaq.g_00054
OG0000723	Prad.g_01033	Syaq.g_00046
OG0000724	Prad.g_01023	Syaq.g_02685
OG0000725	Prad.g_01017	Syaq.g_02676
OG0000726	Prad.g_01016	Syaq.g_02675
OG0000727	Prad.g_01015	Syaq.g_02674
OG0000728	Prad.g_01013	Syaq.g_02672
OG0000729	Prad.g_00970	Syaq.g_01046
OG0000730	Prad.g_00635	Syaq.g_00561
OG0000731	Prad.g_00639	Syaq.g_00550
OG0000732	Prad.g_00649	Syaq.g_01098
OG0000733	Prad.g_01988	Syaq.g_01232
OG0000734	Prad.g_01511	Syaq.g_01479
OG0000735	Prad.g_01509	Syaq.g_00266
OG0000736	Prad.g_01508	Syaq.g_00265
OG0000737	Prad.g_01507	Syaq.g_00264
OG0000738	Prad.g_01503	Syaq.g_00258
OG0000739	Prad.g_01502	Syaq.g_00257
OG0000740	Prad.g_01501	Syaq.g_00256
OG0000741	Prad.g_01500	Syaq.g_00253
OG0000742	Prad.g_01497	Syaq.g_00250
OG0000743	Prad.g_01495	Syaq.g_00248
OG0000744	Prad.g_01494	Syaq.g_00247
OG0000745	Prad.g_01493	Syaq.g_00245
OG0000746	Prad.g_01491	Syaq.g_00242
OG0000747	Prad.g_01490	Syaq.g_00241
OG0000748	Prad.g_01487	Syaq.g_00227
OG0000749	Prad.g_01486	Syaq.g_00226
OG0000750	Prad.g_01485	Syaq.g_00225
OG0000751	Prad.g_01483	Syaq.g_00219
OG0000752	Prad.g_01481	Syaq.g_00217
OG0000753	Prad.g_01478	Syaq.g_00214
OG0000754	Prad.g_01475	Syaq.g_00209
OG0000755	Prad.g_01472	Syaq.g_00198
OG0000756	Prad.g_01470, Prad.g_01471	Syaq.g_00197
OG0000757	Prad.g_01464	Syaq.g_00190
OG0000758	Prad.g_01463	Syaq.g_00189
OG0000759	Prad.g_01462	Syaq.g_00188
OG0000760	Prad.g_01461	Syaq.g_00187
OG0000761	Prad.g_01460	Syaq.g_00186
OG0000762	Prad.g_01459	Syaq.g_00183
OG0000763	Prad.g_01457	Syaq.g_00181
OG0000764	Prad.g_01456	Syaq.g_00180
OG0000765	Prad.g_01447	Syaq.g_00157
OG0000766	Prad.g_01446	Syaq.g_00156
OG0000767	Prad.g_01444	Syaq.g_00154
OG0000768	Prad.g_01443	Syaq.g_00153
OG0000769	Prad.g_01441	Syaq.g_00151
OG0000770	Prad.g_01439	Syaq.g_00148
OG0000771	Prad.g_00076	Syaq.g_02691
OG0000772	Prad.g_00341	Syaq.g_01887
OG0000773	Prad.g_00361	Syaq.g_00283
OG0000774	Prad.g_00363	Syaq.g_00288
OG0000775	Prad.g_00365	Syaq.g_00290
OG0000776	Prad.g_00366	Syaq.g_00291
OG0000777	Prad.g_00631	Syaq.g_00292
OG0000778	Prad.g_00630	Syaq.g_00293
OG0000779	Prad.g_00626	Syaq.g_00299
OG0000780	Prad.g_00625	Syaq.g_00304
OG0000781	Prad.g_00622	Syaq.g_00308
OG0000782	Prad.g_00621	Syaq.g_00309
OG0000783	Prad.g_00620	Syaq.g_00310
OG0000784	Prad.g_00619	Syaq.g_00311
OG0000785	Prad.g_00617	Syaq.g_00313
OG0000786	Prad.g_00615	Syaq.g_00328
OG0000787	Prad.g_00614	Syaq.g_00329
OG0000788	Prad.g_00607	Syaq.g_02099
OG0000789	Prad.g_00604	Syaq.g_02123
OG0000790	Prad.g_00589	Syaq.g_01758
OG0000791	Prad.g_00587	Syaq.g_01756
OG0000792	Prad.g_00586	Syaq.g_01755
OG0000793	Prad.g_00583	Syaq.g_01750
OG0000794	Prad.g_00582	Syaq.g_01749
OG0000795	Prad.g_00581	Syaq.g_01748
OG0000796	Prad.g_00577	Syaq.g_01744
OG0000797	Prad.g_00576	Syaq.g_01743
OG0000799	Prad.g_00533	Syaq.g_00341
OG0000800	Prad.g_00532	Syaq.g_00342
OG0000801	Prad.g_00531	Syaq.g_00343
OG0000802	Prad.g_00529	Syaq.g_00350
OG0000803	Prad.g_00527	Syaq.g_00353
OG0000804	Prad.g_00526	Syaq.g_00358
OG0000805	Prad.g_00524	Syaq.g_00360
OG0000806	Prad.g_00522	Syaq.g_00362
OG0000807	Prad.g_00521	Syaq.g_00364
OG0000808	Prad.g_00520	Syaq.g_00365
OG0000809	Prad.g_00517	Syaq.g_00369
OG0000810	Prad.g_00516	Syaq.g_00370
OG0000811	Prad.g_00512	Syaq.g_00378
OG0000812	Prad.g_00510	Syaq.g_00380
OG0000813	Prad.g_00509	Syaq.g_00381
OG0000814	Prad.g_00507	Syaq.g_00383
OG0000815	Prad.g_00506	Syaq.g_00384
OG0000816	Prad.g_00504	Syaq.g_00386
OG0000817	Prad.g_00503	Syaq.g_00387
OG0000818	Prad.g_00498	Syaq.g_00392
OG0000819	Prad.g_00497	Syaq.g_00393
OG0000820	Prad.g_00496	Syaq.g_00394
OG0000821	Prad.g_00491	Syaq.g_00400
OG0000822	Prad.g_00490	Syaq.g_00402
OG0000823	Prad.g_00489	Syaq.g_00403
OG0000824	Prad.g_00486	Syaq.g_00409
OG0000825	Prad.g_00485	Syaq.g_00410
OG0000826	Prad.g_00484	Syaq.g_00411
OG0000827	Prad.g_00483	Syaq.g_00412
OG0000828	Prad.g_00480	Syaq.g_00415
OG0000829	Prad.g_00479	Syaq.g_00416
OG0000830	Prad.g_00478	Syaq.g_00417
OG0000831	Prad.g_00476	Syaq.g_00419
OG0000832	Prad.g_00470	Syaq.g_01737
OG0000833	Prad.g_00462	Syaq.g_01725
OG0000834	Prad.g_00461	Syaq.g_01724
OG0000835	Prad.g_00460	Syaq.g_01723
OG0000836	Prad.g_00459	Syaq.g_01720
OG0000837	Prad.g_00458	Syaq.g_01719
OG0000838	Prad.g_00456	Syaq.g_01715
OG0000839	Prad.g_00455	Syaq.g_01714
OG0000840	Prad.g_00454	Syaq.g_01713
OG0000841	Prad.g_00453	Syaq.g_01712
OG0000842	Prad.g_00452	Syaq.g_01711
OG0000843	Prad.g_00451	Syaq.g_01710
OG0000844	Prad.g_00450	Syaq.g_01708
OG0000845	Prad.g_00449	Syaq.g_01707
OG0000846	Prad.g_00448	Syaq.g_01706
OG0000847	Prad.g_00447	Syaq.g_01705
OG0000848	Prad.g_00446	Syaq.g_01703
OG0000849	Prad.g_00445	Syaq.g_01702
OG0000850	Prad.g_00443	Syaq.g_01699
OG0000851	Prad.g_00442	Syaq.g_01696
OG0000852	Prad.g_00441	Syaq.g_01695
OG0000853	Prad.g_00437	Syaq.g_01691
OG0000854	Prad.g_00435	Syaq.g_01689
OG0000855	Prad.g_00434	Syaq.g_01688
OG0000856	Prad.g_00419	Syaq.g_02069
OG0000857	Prad.g_00388	Syaq.g_02357
OG0000858	Prad.g_00947	Syaq.g_01682
OG0000859	Prad.g_00946	Syaq.g_01681
OG0000860	Prad.g_00939	Syaq.g_01671
OG0000861	Prad.g_00938	Syaq.g_01670
OG0000862	Prad.g_00937	Syaq.g_01668
OG0000863	Prad.g_00935	Syaq.g_01665
OG0000864	Prad.g_00934	Syaq.g_01664
OG0000865	Prad.g_00933	Syaq.g_01663
OG0000866	Prad.g_00932	Syaq.g_01662
OG0000867	Prad.g_00931	Syaq.g_01661
OG0000868	Prad.g_00930	Syaq.g_01659
OG0000869	Prad.g_00926	Syaq.g_01656
OG0000870	Prad.g_00921	Syaq.g_01651
OG0000871	Prad.g_00920	Syaq.g_01650
OG0000872	Prad.g_00919	Syaq.g_01644
OG0000873	Prad.g_00916	Syaq.g_01641
OG0000874	Prad.g_00913	Syaq.g_01637
OG0000875	Prad.g_00912	Syaq.g_01633
OG0000876	Prad.g_00911	Syaq.g_01631
OG0000877	Prad.g_00909	Syaq.g_01628
OG0000878	Prad.g_00908	Syaq.g_01627
OG0000879	Prad.g_00907	Syaq.g_01626
OG0000880	Prad.g_00906	Syaq.g_01625
OG0000881	Prad.g_00902	Syaq.g_01621
OG0000882	Prad.g_00897	Syaq.g_01616
OG0000883	Prad.g_00895	Syaq.g_01613
OG0000884	Prad.g_00893	Syaq.g_01611
OG0000885	Prad.g_00892	Syaq.g_01610
OG0000886	Prad.g_00891	Syaq.g_01609
OG0000887	Prad.g_00890	Syaq.g_01608
OG0000888	Prad.g_00888	Syaq.g_01606
OG0000889	Prad.g_00886	Syaq.g_01604
OG0000890	Prad.g_00885	Syaq.g_01597
OG0000891	Prad.g_00884	Syaq.g_01596
OG0000892	Prad.g_00882	Syaq.g_01594
OG0000893	Prad.g_00879	Syaq.g_00695
OG0000894	Prad.g_00877	Syaq.g_00692
OG0000895	Prad.g_00874	Syaq.g_00688
OG0000896	Prad.g_00873	Syaq.g_00687
OG0000897	Prad.g_00871	Syaq.g_00685
OG0000898	Prad.g_00870	Syaq.g_00684
OG0000899	Prad.g_00869	Syaq.g_00683
OG0000900	Prad.g_00868	Syaq.g_00682
OG0000901	Prad.g_00865	Syaq.g_00677
OG0000902	Prad.g_00863	Syaq.g_00671
OG0000903	Prad.g_00860	Syaq.g_00655
OG0000904	Prad.g_00858	Syaq.g_00660
OG0000905	Prad.g_00853	Syaq.g_00666
OG0000906	Prad.g_00852	Syaq.g_00669
OG0000907	Prad.g_00849	Syaq.g_00653
OG0000908	Prad.g_00846	Syaq.g_00650
OG0000909	Prad.g_00845	Syaq.g_00649
OG0000910	Prad.g_00844	Syaq.g_00648
OG0000911	Prad.g_00842	Syaq.g_00646
OG0000912	Prad.g_00841	Syaq.g_00645
OG0000913	Prad.g_00840	Syaq.g_00644
OG0000914	Prad.g_00839	Syaq.g_00643
OG0000915	Prad.g_00838	Syaq.g_00641
OG0000916	Prad.g_00837	Syaq.g_00640
OG0000917	Prad.g_00836	Syaq.g_00639
OG0000918	Prad.g_00835	Syaq.g_00638
OG0000919	Prad.g_00834	Syaq.g_00637
OG0000920	Prad.g_00833	Syaq.g_00636
OG0000921	Prad.g_00832	Syaq.g_00635
OG0000922	Prad.g_00831	Syaq.g_00634
OG0000923	Prad.g_00827	Syaq.g_00630
OG0000924	Prad.g_00826	Syaq.g_00629
OG0000925	Prad.g_00825	Syaq.g_00628
OG0000926	Prad.g_00824	Syaq.g_00627
OG0000927	Prad.g_00822	Syaq.g_00625
OG0000928	Prad.g_00821	Syaq.g_00624
OG0000929	Prad.g_00820	Syaq.g_00623
OG0000930	Prad.g_00819	Syaq.g_00622
OG0000931	Prad.g_00818	Syaq.g_00621
OG0000932	Prad.g_00817	Syaq.g_00620
OG0000933	Prad.g_00813	Syaq.g_00614
OG0000934	Prad.g_00811	Syaq.g_00612
OG0000935	Prad.g_00810	Syaq.g_00611
OG0000936	Prad.g_00809	Syaq.g_00610
OG0000937	Prad.g_00808	Syaq.g_00609
OG0000938	Prad.g_00806	Syaq.g_00606
OG0000939	Prad.g_00805	Syaq.g_00604
OG0000940	Prad.g_00798	Syaq.g_00597
OG0000941	Prad.g_00796	Syaq.g_00595
OG0000942	Prad.g_00794	Syaq.g_00593
OG0000943	Prad.g_00793	Syaq.g_00592
OG0000944	Prad.g_00792	Syaq.g_00590
OG0000945	Prad.g_00791	Syaq.g_00588
OG0000946	Prad.g_00787	Syaq.g_00580
OG0000947	Prad.g_00785	Syaq.g_00577
OG0000948	Prad.g_00784	Syaq.g_00576
OG0000949	Prad.g_00781	Syaq.g_00971
OG0000950	Prad.g_00776	Syaq.g_00984
OG0000951	Prad.g_00772	Syaq.g_00991
OG0000952	Prad.g_00768	Syaq.g_01002
OG0000953	Prad.g_00765	Syaq.g_01006
OG0000954	Prad.g_01641	Syaq.g_01012
OG0000955	Prad.g_01640	Syaq.g_01013
OG0000956	Prad.g_01638	Syaq.g_01015
OG0000957	Prad.g_01633	Syaq.g_01026
OG0000958	Prad.g_01632	Syaq.g_01027
OG0000959	Prad.g_01628	Syaq.g_01031
OG0000960	Prad.g_01627	Syaq.g_01032
OG0000961	Prad.g_01625	Syaq.g_01043
OG0000962	Prad.g_01623	Syaq.g_01045
OG0000963	Prad.g_01620	Syaq.g_01049
OG0000964	Prad.g_01619	Syaq.g_01050
OG0000965	Prad.g_01618	Syaq.g_01051
OG0000966	Prad.g_01611	Syaq.g_01060
OG0000967	Prad.g_01607	Syaq.g_01067
OG0000968	Prad.g_01605	Syaq.g_01071
OG0000969	Prad.g_01604	Syaq.g_01078
OG0000970	Prad.g_01603	Syaq.g_01079
OG0000971	Prad.g_01602	Syaq.g_01081
OG0000972	Prad.g_01601	Syaq.g_01082
OG0000973	Prad.g_01600	Syaq.g_01083
OG0000974	Prad.g_01599	Syaq.g_01084
OG0000975	Prad.g_01598	Syaq.g_01085
OG0000976	Prad.g_01597	Syaq.g_01086
OG0000977	Prad.g_01596	Syaq.g_01088
OG0000978	Prad.g_01595	Syaq.g_01091
OG0000979	Prad.g_01592	Syaq.g_01094
OG0000980	Prad.g_01590	Syaq.g_01097
OG0000981	Prad.g_01588	Syaq.g_01100
OG0000982	Prad.g_01586	Syaq.g_01263
OG0000983	Prad.g_01585	Syaq.g_01262
OG0000984	Prad.g_01584	Syaq.g_01261
OG0000985	Prad.g_01581	Syaq.g_01257
OG0000986	Prad.g_01579	Syaq.g_01253
OG0000987	Prad.g_01578	Syaq.g_01251
OG0000988	Prad.g_01575	Syaq.g_01245
OG0000989	Prad.g_01571	Syaq.g_01239
OG0000990	Prad.g_01568	Syaq.g_01229
OG0000991	Prad.g_01567	Syaq.g_01225
OG0000992	Prad.g_01565	Syaq.g_01222
OG0000993	Prad.g_01564	Syaq.g_01221
OG0000994	Prad.g_01563	Syaq.g_01218
OG0000995	Prad.g_01559	Syaq.g_01212
OG0000996	Prad.g_01558	Syaq.g_01193
OG0000997	Prad.g_01557	Syaq.g_01184
OG0000998	Prad.g_01555	Syaq.g_01182
OG0000999	Prad.g_01554	Syaq.g_01181
OG0001000	Prad.g_01551	Syaq.g_01177
OG0001001	Prad.g_01549	Syaq.g_01172
OG0001002	Prad.g_01545	Syaq.g_01165
OG0001003	Prad.g_01544	Syaq.g_01163
OG0001004	Prad.g_01543	Syaq.g_01162
OG0001005	Prad.g_01542	Syaq.g_01161
OG0001006	Prad.g_01538	Syaq.g_01152
OG0001007	Prad.g_01536	Syaq.g_01150
OG0001008	Prad.g_00070	Syaq.g_00500
OG0001009	Prad.g_01959	Syaq.g_01118
OG0001010	Prad.g_01958	Syaq.g_01117
OG0001011	Prad.g_01957	Syaq.g_01115
OG0001012	Prad.g_01944	Syaq.g_01267
OG0001013	Prad.g_01938	Syaq.g_01289
OG0001014	Prad.g_01935	Syaq.g_01295
OG0001015	Prad.g_01934	Syaq.g_01296
OG0001016	Prad.g_01920	Syaq.g_01554
OG0001017	Prad.g_01916	Syaq.g_01548
OG0001018	Prad.g_01913	Syaq.g_01546
OG0001019	Prad.g_01904	Syaq.g_01524
OG0001020	Prad.g_01903	Syaq.g_01510
OG0001021	Prad.g_01902	Syaq.g_01506
OG0001022	Prad.g_01899	Syaq.g_01501
OG0001023	Prad.g_01898	Syaq.g_01500
OG0001024	Prad.g_01895	Syaq.g_01496
OG0001025	Prad.g_01889	Syaq.g_01490
OG0001026	Prad.g_01882	Syaq.g_01477
OG0001027	Prad.g_01881	Syaq.g_01474
OG0001028	Prad.g_01879	Syaq.g_01472
OG0001029	Prad.g_01878	Syaq.g_01470
OG0001030	Prad.g_01863	Syaq.g_01450
OG0001031	Prad.g_01805	Syaq.g_01378
OG0001032	Prad.g_01804	Syaq.g_01376
OG0001033	Prad.g_01783	Syaq.g_01344
OG0001034	Prad.g_01755	Syaq.g_01579
OG0001035	Prad.g_01737	Syaq.g_00726
OG0001036	Prad.g_01732	Syaq.g_00731
OG0001037	Prad.g_01731	Syaq.g_00733
OG0001038	Prad.g_01713	Syaq.g_00761
OG0001039	Prad.g_01710	Syaq.g_00764
OG0001040	Prad.g_01708	Syaq.g_00767
OG0001041	Prad.g_01704	Syaq.g_00772
OG0001042	Prad.g_01687	Syaq.g_00858
OG0001044	Prad.g_01658	Syaq.g_00560
OG0001045	Prad.g_01649	Syaq.g_00547
OG0001046	Prad.g_00730	Syaq.g_02509
OG0001047	Prad.g_00068	Syaq.g_00498
OG0001048	Prad.g_00067	Syaq.g_00497
OG0001049	Prad.g_00065	Syaq.g_00494
OG0001050	Prad.g_00064	Syaq.g_00493
OG0001051	Prad.g_00063	Syaq.g_00492
OG0001052	Prad.g_00036	Syaq.g_00446
OG0001053	Prad.g_00024	Syaq.g_01775
OG0001054	Prad.g_00131	Syaq.g_01794
OG0001055	Prad.g_00112	Syaq.g_01815
OG0001056	Prad.g_00093	Syaq.g_01843
OG0001057	Prad.g_01331	Syaq.g_00334
OG0001058	Prad.g_01339	Syaq.g_01931
OG0001059	Prad.g_01343	Syaq.g_01935
OG0001060	Prad.g_01350	Syaq.g_01941
OG0001061	Prad.g_01363	Syaq.g_01961
OG0001062	Prad.g_01365	Syaq.g_01963
OG0001063	Prad.g_01367	Syaq.g_01968
OG0001064	Prad.g_01368	Syaq.g_01969
OG0001065	Prad.g_01369	Syaq.g_01970
OG0001066	Prad.g_01370	Syaq.g_01971
OG0001067	Prad.g_01371	Syaq.g_01972
OG0001068	Prad.g_01372	Syaq.g_01973
OG0001069	Prad.g_01373	Syaq.g_01974
OG0001070	Prad.g_01376	Syaq.g_01978
OG0001071	Prad.g_01377	Syaq.g_01979
OG0001072	Prad.g_01379	Syaq.g_01983
OG0001073	Prad.g_01393	Syaq.g_01998
OG0001074	Prad.g_01404	Syaq.g_02132
OG0001075	Prad.g_01405	Syaq.g_02025
OG0001076	Prad.g_01413	Syaq.g_02060
OG0001077	Prad.g_01417	Syaq.g_02071
OG0001078	Prad.g_01425	Syaq.g_02083
OG0001079	Prad.g_01221	Syaq.g_02100
OG0001080	Prad.g_01227	Syaq.g_02161
OG0001081	Prad.g_01229	Syaq.g_02232
OG0001082	Prad.g_01230	Syaq.g_02233
OG0001083	Prad.g_01235	Syaq.g_02240
OG0001084	Prad.g_01236	Syaq.g_02241
OG0001085	Prad.g_01244	Syaq.g_02251
OG0001086	Prad.g_01245	Syaq.g_02253
OG0001087	Prad.g_01262	Syaq.g_02574
OG0001088	Prad.g_01263	Syaq.g_02576
OG0001089	Prad.g_01271	Syaq.g_02604
OG0001090	Prad.g_01050	Syaq.g_00024
OG0001091	Prad.g_01052	Syaq.g_00027
OG0001092	Prad.g_01053	Syaq.g_00029
OG0001093	Prad.g_01058	Syaq.g_00035
OG0001094	Prad.g_01140	Syaq.g_02334
OG0001095	Prad.g_01159	Syaq.g_02354
OG0001096	Prad.g_01172	Syaq.g_02370
OG0001097	Prad.g_00303	Syaq.g_02393
OG0001098	Prad.g_00288	Syaq.g_02415
OG0001099	Prad.g_00256	Syaq.g_01471
OG0001100	Prad.g_00252	Syaq.g_02262
OG0001101	Prad.g_00250	Syaq.g_02263
OG0001102	Prad.g_00248	Syaq.g_02266
OG0001103	Prad.g_00246	Syaq.g_02268
OG0001104	Prad.g_00223	Syaq.g_02316
OG0001105	Prad.g_00219	Syaq.g_02320
OG0001106	Prad.g_00195	Syaq.g_02471
OG0001108	Prad.g_00184	Syaq.g_02491
OG0001109	Prad.g_00183	Syaq.g_02493
OG0001110	Prad.g_00181	Syaq.g_02495
OG0001111	Prad.g_00180	Syaq.g_02497
OG0001112	Prad.g_00179	Syaq.g_02499
OG0001113	Prad.g_00178	Syaq.g_02539
OG0001114	Prad.g_00177	Syaq.g_02500
OG0001115	Prad.g_00175	Syaq.g_02504
OG0001116	Prad.g_00174	Syaq.g_02506
OG0001117	Prad.g_00173	Syaq.g_02507
OG0001118	Prad.g_00172	Syaq.g_02508
OG0001119	Prad.g_00171	Syaq.g_02510
OG0001120	Prad.g_00169	Syaq.g_02514
OG0001121	Prad.g_01991, Prad.g_00166	Syaq.g_01919
OG0001122	Prad.g_00141	Syaq.g_00069
OG0001123	Prad.g_00137	Syaq.g_00061
OG0001124	Prad.g_00135	Syaq.g_00060
OG0001125	Prad.g_00134	Syaq.g_00058
OG0001126	Prad.g_01030	Syaq.g_02693
OG0001127	Prad.g_01029	Syaq.g_02692
OG0001128	Prad.g_01026	Syaq.g_02689
OG0001129	Prad.g_01025	Syaq.g_02687
OG0001130	Prad.g_01024	Syaq.g_02686
OG0001131	Prad.g_00990	Syaq.g_02284
OG0001132	Prad.g_00981	Syaq.g_01872
OG0001133	Prad.g_00655	Syaq.g_02063
OG0001134	Prad.g_01989	Syaq.g_02213
OG0001136	Prad.g_01499	Syaq.g_00252
OG0001137	Prad.g_01488	Syaq.g_00228
OG0001138	Prad.g_01469	Syaq.g_00196
OG0001139	Prad.g_01468	Syaq.g_00194
OG0001140	Prad.g_01467	Syaq.g_00193
OG0001141	Prad.g_01466	Syaq.g_00192
OG0001142	Prad.g_01465	Syaq.g_00191
OG0001143	Prad.g_01458	Syaq.g_00182
OG0001144	Prad.g_01453	Syaq.g_00166
OG0001145	Prad.g_00362	Syaq.g_00284
