Orthogroup	Prad	Syaj
OG0000568	Prad.g_01358	Syaj.g_00207
OG0000569	Prad.g_01359	Syaj.g_00208
OG0000570	Prad.g_01360	Syaj.g_00209
OG0000571	Prad.g_01362	Syaj.g_00213
OG0000572	Prad.g_01375	Syaj.g_00230
OG0000573	Prad.g_01381	Syaj.g_00238
OG0000574	Prad.g_01382	Syaj.g_00242
OG0000575	Prad.g_01386	Syaj.g_00247
OG0000576	Prad.g_01388	Syaj.g_00249
OG0000577	Prad.g_01389	Syaj.g_00250
OG0000578	Prad.g_01390	Syaj.g_00251
OG0000579	Prad.g_01391	Syaj.g_00252
OG0000580	Prad.g_01392	Syaj.g_00253
OG0000581	Prad.g_01394	Syaj.g_00261
OG0000582	Prad.g_01397	Syaj.g_01338
OG0000583	Prad.g_01398	Syaj.g_01337
OG0000584	Prad.g_01399	Syaj.g_01336
OG0000585	Prad.g_01401	Syaj.g_01334
OG0000586	Prad.g_01402	Syaj.g_01333
OG0000587	Prad.g_01403	Syaj.g_01331
OG0000588	Prad.g_01407	Syaj.g_01313
OG0000589	Prad.g_01410	Syaj.g_01308
OG0000590	Prad.g_01411	Syaj.g_01307
OG0000591	Prad.g_01414	Syaj.g_01299
OG0000592	Prad.g_01415	Syaj.g_01298
OG0000593	Prad.g_01421	Syaj.g_01287
OG0000594	Prad.g_01422	Syaj.g_01286
OG0000595	Prad.g_01423	Syaj.g_01285
OG0000596	Prad.g_01427	Syaj.g_01280
OG0000597	Prad.g_01429	Syaj.g_01277
OG0000598	Prad.g_01430	Syaj.g_01276
OG0000599	Prad.g_01433	Syaj.g_01273
OG0000600	Prad.g_01219	Syaj.g_01272
OG0000601	Prad.g_01220	Syaj.g_01271
OG0000602	Prad.g_01222	Syaj.g_01266
OG0000603	Prad.g_01223	Syaj.g_01265
OG0000604	Prad.g_01224	Syaj.g_01262
OG0000605	Prad.g_01225	Syaj.g_01153
OG0000606	Prad.g_01228	Syaj.g_00698
OG0000607	Prad.g_01231	Syaj.g_00702
OG0000608	Prad.g_01232	Syaj.g_00703
OG0000609	Prad.g_01233	Syaj.g_00705
OG0000610	Prad.g_01238	Syaj.g_00714
OG0000611	Prad.g_01241	Syaj.g_00717
OG0000612	Prad.g_01242	Syaj.g_00718
OG0000613	Prad.g_01247	Syaj.g_02500
OG0000614	Prad.g_01266	Syaj.g_00480
OG0000615	Prad.g_01274	Syaj.g_01065
OG0000616	Prad.g_01278	Syaj.g_02245
OG0000617	Prad.g_01055	Syaj.g_00952
OG0000618	Prad.g_01056	Syaj.g_00951
OG0000619	Prad.g_01057	Syaj.g_00950
OG0000620	Prad.g_01060	Syaj.g_00945
OG0000621	Prad.g_01061	Syaj.g_00944
OG0000622	Prad.g_01062	Syaj.g_00943
OG0000623	Prad.g_01063	Syaj.g_00942
OG0000624	Prad.g_01064	Syaj.g_00940
OG0000625	Prad.g_01065	Syaj.g_00939
OG0000626	Prad.g_01066	Syaj.g_00938
OG0000627	Prad.g_01067	Syaj.g_00765
OG0000628	Prad.g_01068	Syaj.g_00766
OG0000629	Prad.g_01069	Syaj.g_00769
OG0000630	Prad.g_01072	Syaj.g_00773
OG0000631	Prad.g_01137	Syaj.g_00786
OG0000632	Prad.g_01138	Syaj.g_00787
OG0000633	Prad.g_01139	Syaj.g_00789
OG0000634	Prad.g_01142	Syaj.g_01030
OG0000635	Prad.g_01143	Syaj.g_01029
OG0000636	Prad.g_01145	Syaj.g_01024
OG0000637	Prad.g_01147	Syaj.g_01022
OG0000638	Prad.g_01148	Syaj.g_01021
OG0000639	Prad.g_01149	Syaj.g_01020
OG0000640	Prad.g_01150	Syaj.g_01019
OG0000641	Prad.g_01154	Syaj.g_01015
OG0000642	Prad.g_01155	Syaj.g_01014
OG0000643	Prad.g_01156	Syaj.g_01012
OG0000644	Prad.g_01157	Syaj.g_01011
OG0000645	Prad.g_01158	Syaj.g_01009
OG0000646	Prad.g_01160	Syaj.g_01006
OG0000647	Prad.g_01161	Syaj.g_01004
OG0000648	Prad.g_01163	Syaj.g_01001
OG0000649	Prad.g_01164	Syaj.g_01000
OG0000650	Prad.g_01165	Syaj.g_00999
OG0000651	Prad.g_01166	Syaj.g_00998
OG0000652	Prad.g_01167	Syaj.g_00997
OG0000653	Prad.g_01169	Syaj.g_00991
OG0000654	Prad.g_01170	Syaj.g_00990
OG0000655	Prad.g_01171	Syaj.g_00989
OG0000656	Prad.g_01174	Syaj.g_00986
OG0000657	Prad.g_01182	Syaj.g_00382
OG0000658	Prad.g_01183	Syaj.g_00379
OG0000659	Prad.g_01184	Syaj.g_00378
OG0000660	Prad.g_00306	Syaj.g_00374
OG0000661	Prad.g_00304	Syaj.g_00372
OG0000662	Prad.g_00302	Syaj.g_00370
OG0000663	Prad.g_00300	Syaj.g_00367
OG0000664	Prad.g_00299	Syaj.g_00358
OG0000665	Prad.g_00295	Syaj.g_01243
OG0000666	Prad.g_00294	Syaj.g_01154
OG0000667	Prad.g_00290	Syaj.g_02661
OG0000668	Prad.g_00260	Syaj.g_00816
OG0000669	Prad.g_00253	Syaj.g_00730
OG0000670	Prad.g_00251	Syaj.g_00733
OG0000671	Prad.g_00249	Syaj.g_00735
OG0000672	Prad.g_00247	Syaj.g_00739
OG0000673	Prad.g_00244	Syaj.g_00742
OG0000674	Prad.g_00242	Syaj.g_00744
OG0000675	Prad.g_00241	Syaj.g_00757
OG0000676	Prad.g_00239	Syaj.g_00759
OG0000677	Prad.g_00238	Syaj.g_00760
OG0000678	Prad.g_00236	Syaj.g_01075
OG0000679	Prad.g_00232	Syaj.g_01061
OG0000680	Prad.g_00231	Syaj.g_01060
OG0000681	Prad.g_00228	Syaj.g_01057
OG0000682	Prad.g_00227	Syaj.g_01056
OG0000683	Prad.g_00226	Syaj.g_01055
OG0000684	Prad.g_00224	Syaj.g_01051
OG0000685	Prad.g_00222	Syaj.g_01049
OG0000686	Prad.g_00221	Syaj.g_01048
OG0000687	Prad.g_00220	Syaj.g_01047
OG0000688	Prad.g_00217	Syaj.g_01041
OG0000689	Prad.g_00216	Syaj.g_01039
OG0000690	Prad.g_00215	Syaj.g_01038
OG0000691	Prad.g_00214	Syaj.g_01037
OG0000692	Prad.g_00212	Syaj.g_01036
OG0000693	Prad.g_00211	Syaj.g_01034
OG0000694	Prad.g_00210	Syaj.g_01033
OG0000695	Prad.g_00208	Syaj.g_00791
OG0000696	Prad.g_00207	Syaj.g_00792
OG0000697	Prad.g_00206	Syaj.g_00932
OG0000698	Prad.g_00203	Syaj.g_00929
OG0000699	Prad.g_00202	Syaj.g_00928
OG0000700	Prad.g_00201	Syaj.g_00927
OG0000701	Prad.g_00200	Syaj.g_00926
OG0000702	Prad.g_00198	Syaj.g_00916
OG0000703	Prad.g_00197	Syaj.g_00915
OG0000704	Prad.g_00196	Syaj.g_00913
OG0000705	Prad.g_00192	Syaj.g_00906
OG0000706	Prad.g_00191	Syaj.g_00905
OG0000707	Prad.g_00190	Syaj.g_00904
OG0000708	Prad.g_00189	Syaj.g_00901
OG0000709	Prad.g_00185	Syaj.g_00872
OG0000710	Prad.g_00182	Syaj.g_00867
OG0000711	Prad.g_00165	Syaj.g_00839
OG0000712	Prad.g_00163	Syaj.g_00837
OG0000713	Prad.g_00162	Syaj.g_00836
OG0000714	Prad.g_00161	Syaj.g_00834
OG0000715	Prad.g_00159	Syaj.g_00832
OG0000716	Prad.g_00157	Syaj.g_00825
OG0000717	Prad.g_00156	Syaj.g_00824
OG0000718	Prad.g_00144	Syaj.g_00820
OG0000719	Prad.g_00142	Syaj.g_00818
OG0000720	Prad.g_01039	Syaj.g_00805
OG0000721	Prad.g_01037	Syaj.g_00803
OG0000722	Prad.g_01036	Syaj.g_00802
OG0000723	Prad.g_01033	Syaj.g_00934
OG0000724	Prad.g_01023	Syaj.g_00421
OG0000725	Prad.g_01017	Syaj.g_00430
OG0000726	Prad.g_01016	Syaj.g_00431
OG0000727	Prad.g_01015	Syaj.g_00432
OG0000728	Prad.g_01013	Syaj.g_00434
OG0000729	Prad.g_00970	Syaj.g_02397
OG0000730	Prad.g_00635	Syaj.g_02802
OG0000731	Prad.g_00639	Syaj.g_02814
OG0000732	Prad.g_00649	Syaj.g_02315
OG0000733	Prad.g_01988	Syaj.g_02151
OG0000734	Prad.g_01511	Syaj.g_01895
OG0000735	Prad.g_01509	Syaj.g_00286
OG0000736	Prad.g_01508	Syaj.g_00287
OG0000737	Prad.g_01507	Syaj.g_00288
OG0000738	Prad.g_01503	Syaj.g_00293
OG0000739	Prad.g_01502	Syaj.g_00295
OG0000740	Prad.g_01501	Syaj.g_00296
OG0000741	Prad.g_01500	Syaj.g_00299
OG0000742	Prad.g_01497	Syaj.g_00301
OG0000743	Prad.g_01495	Syaj.g_00303
OG0000744	Prad.g_01494	Syaj.g_00304
OG0000745	Prad.g_01493	Syaj.g_00306
OG0000746	Prad.g_01491	Syaj.g_00308
OG0000747	Prad.g_01490	Syaj.g_00309
OG0000748	Prad.g_01487	Syaj.g_00319
OG0000749	Prad.g_01486	Syaj.g_00322
OG0000750	Prad.g_01485	Syaj.g_00323
OG0000751	Prad.g_01483	Syaj.g_00331
OG0000752	Prad.g_01481	Syaj.g_00333
OG0000753	Prad.g_01478	Syaj.g_00336
OG0000754	Prad.g_01475	Syaj.g_00643
OG0000755	Prad.g_01472	Syaj.g_00631
OG0000756	Prad.g_01470, Prad.g_01471	Syaj.g_00625
OG0000757	Prad.g_01464	Syaj.g_00614
OG0000758	Prad.g_01463	Syaj.g_00613
OG0000759	Prad.g_01462	Syaj.g_00612
OG0000760	Prad.g_01461	Syaj.g_00611
OG0000761	Prad.g_01460	Syaj.g_00609
OG0000762	Prad.g_01459	Syaj.g_00603
OG0000763	Prad.g_01457	Syaj.g_00597
OG0000764	Prad.g_01456	Syaj.g_00596
OG0000765	Prad.g_01447	Syaj.g_00577
OG0000766	Prad.g_01446	Syaj.g_00576
OG0000767	Prad.g_01444	Syaj.g_00574
OG0000768	Prad.g_01443	Syaj.g_00573
OG0000769	Prad.g_01441	Syaj.g_00571
OG0000770	Prad.g_01439	Syaj.g_00567
OG0000771	Prad.g_00076	Syaj.g_00415
OG0000772	Prad.g_00341	Syaj.g_01208
OG0000773	Prad.g_00361	Syaj.g_00280
OG0000774	Prad.g_00363	Syaj.g_01502
OG0000775	Prad.g_00365	Syaj.g_01504
OG0000776	Prad.g_00366	Syaj.g_01505
OG0000777	Prad.g_00631	Syaj.g_01506
OG0000778	Prad.g_00630	Syaj.g_01507
OG0000779	Prad.g_00626	Syaj.g_01513
OG0000780	Prad.g_00625	Syaj.g_01517
OG0000781	Prad.g_00622	Syaj.g_01521
OG0000782	Prad.g_00621	Syaj.g_01522
OG0000783	Prad.g_00620	Syaj.g_01524
OG0000784	Prad.g_00619	Syaj.g_01525
OG0000785	Prad.g_00617	Syaj.g_01526
OG0000786	Prad.g_00615	Syaj.g_00265
OG0000787	Prad.g_00614	Syaj.g_00264
OG0000788	Prad.g_00607	Syaj.g_01270
OG0000789	Prad.g_00604	Syaj.g_01121
OG0000790	Prad.g_00589	Syaj.g_00054
OG0000791	Prad.g_00587	Syaj.g_00053
OG0000792	Prad.g_00586	Syaj.g_00052
OG0000793	Prad.g_00583	Syaj.g_00047
OG0000794	Prad.g_00582	Syaj.g_00046
OG0000795	Prad.g_00581	Syaj.g_00045
OG0000796	Prad.g_00577	Syaj.g_00039
OG0000797	Prad.g_00576	Syaj.g_00038
OG0000799	Prad.g_00533	Syaj.g_01352
OG0000800	Prad.g_00532	Syaj.g_01354
OG0000801	Prad.g_00531	Syaj.g_01355
OG0000802	Prad.g_00529	Syaj.g_01359
OG0000803	Prad.g_00527	Syaj.g_01363
OG0000804	Prad.g_00526	Syaj.g_01366
OG0000805	Prad.g_00524	Syaj.g_01369
OG0000806	Prad.g_00522	Syaj.g_01370
OG0000807	Prad.g_00521	Syaj.g_01372
OG0000808	Prad.g_00520	Syaj.g_01373
OG0000809	Prad.g_00517	Syaj.g_01376
OG0000810	Prad.g_00516	Syaj.g_01377
OG0000811	Prad.g_00512	Syaj.g_01385
OG0000812	Prad.g_00510	Syaj.g_01387
OG0000813	Prad.g_00509	Syaj.g_01388
OG0000814	Prad.g_00507	Syaj.g_01390
OG0000815	Prad.g_00506	Syaj.g_01391
OG0000816	Prad.g_00504	Syaj.g_01392
OG0000817	Prad.g_00503	Syaj.g_01393
OG0000818	Prad.g_00498	Syaj.g_01399
OG0000819	Prad.g_00497	Syaj.g_01400
OG0000820	Prad.g_00496	Syaj.g_01401
OG0000821	Prad.g_00491	Syaj.g_01412
OG0000822	Prad.g_00490	Syaj.g_01414
OG0000823	Prad.g_00489	Syaj.g_01415
OG0000824	Prad.g_00486	Syaj.g_01421
OG0000825	Prad.g_00485	Syaj.g_01422
OG0000826	Prad.g_00484	Syaj.g_01423
OG0000827	Prad.g_00483	Syaj.g_01424
OG0000828	Prad.g_00480	Syaj.g_01427
OG0000829	Prad.g_00479	Syaj.g_01428
OG0000830	Prad.g_00478	Syaj.g_01429
OG0000831	Prad.g_00476	Syaj.g_01431
OG0000832	Prad.g_00470	Syaj.g_01635
OG0000833	Prad.g_00462	Syaj.g_01647
OG0000834	Prad.g_00461	Syaj.g_01649
OG0000835	Prad.g_00460	Syaj.g_01650
OG0000836	Prad.g_00459	Syaj.g_01654
OG0000837	Prad.g_00458	Syaj.g_01661
OG0000838	Prad.g_00456	Syaj.g_01665
OG0000839	Prad.g_00455	Syaj.g_01666
OG0000840	Prad.g_00454	Syaj.g_01667
OG0000841	Prad.g_00453	Syaj.g_01668
OG0000842	Prad.g_00452	Syaj.g_01669
OG0000843	Prad.g_00451	Syaj.g_01670
OG0000844	Prad.g_00450	Syaj.g_01680
OG0000845	Prad.g_00449	Syaj.g_01681
OG0000846	Prad.g_00448	Syaj.g_01682
OG0000847	Prad.g_00447	Syaj.g_01683
OG0000848	Prad.g_00446	Syaj.g_01685
OG0000849	Prad.g_00445	Syaj.g_01686
OG0000850	Prad.g_00443	Syaj.g_01689
OG0000851	Prad.g_00442	Syaj.g_01694
OG0000852	Prad.g_00441	Syaj.g_01695
OG0000853	Prad.g_00437	Syaj.g_01699
OG0000854	Prad.g_00435	Syaj.g_01701
OG0000855	Prad.g_00434	Syaj.g_01702
OG0000856	Prad.g_00419	Syaj.g_01296
OG0000857	Prad.g_00388	Syaj.g_01005
OG0000858	Prad.g_00947	Syaj.g_01708
OG0000859	Prad.g_00946	Syaj.g_01709
OG0000860	Prad.g_00939	Syaj.g_01723
OG0000861	Prad.g_00938	Syaj.g_01724
OG0000862	Prad.g_00937	Syaj.g_01725
OG0000863	Prad.g_00935	Syaj.g_01728
OG0000864	Prad.g_00934	Syaj.g_01729
OG0000865	Prad.g_00933	Syaj.g_01730
OG0000866	Prad.g_00932	Syaj.g_01731
OG0000867	Prad.g_00931	Syaj.g_01732
OG0000868	Prad.g_00930	Syaj.g_01734
OG0000869	Prad.g_00926	Syaj.g_01742
OG0000870	Prad.g_00921	Syaj.g_01747
OG0000871	Prad.g_00920	Syaj.g_01748
OG0000872	Prad.g_00919	Syaj.g_01756
OG0000873	Prad.g_00916	Syaj.g_01759
OG0000874	Prad.g_00913	Syaj.g_01754
OG0000875	Prad.g_00912	Syaj.g_01762
OG0000876	Prad.g_00911	Syaj.g_02084
OG0000877	Prad.g_00909	Syaj.g_01586
OG0000878	Prad.g_00908	Syaj.g_01587
OG0000879	Prad.g_00907	Syaj.g_01588
OG0000880	Prad.g_00906	Syaj.g_01589
OG0000881	Prad.g_00902	Syaj.g_01595
OG0000882	Prad.g_00897	Syaj.g_01599
OG0000883	Prad.g_00895	Syaj.g_01601
OG0000884	Prad.g_00893	Syaj.g_01603
OG0000885	Prad.g_00892	Syaj.g_01604
OG0000886	Prad.g_00891	Syaj.g_01605
OG0000887	Prad.g_00890	Syaj.g_01606
OG0000888	Prad.g_00888	Syaj.g_01608
OG0000889	Prad.g_00886	Syaj.g_01610
OG0000890	Prad.g_00885	Syaj.g_01615
OG0000891	Prad.g_00884	Syaj.g_01616
OG0000892	Prad.g_00882	Syaj.g_01620
OG0000893	Prad.g_00879	Syaj.g_02636
OG0000894	Prad.g_00877	Syaj.g_02639
OG0000895	Prad.g_00874	Syaj.g_02643
OG0000896	Prad.g_00873	Syaj.g_02644
OG0000897	Prad.g_00871	Syaj.g_02646
OG0000898	Prad.g_00870	Syaj.g_02647
OG0000899	Prad.g_00869	Syaj.g_02648
OG0000900	Prad.g_00868	Syaj.g_02649
OG0000901	Prad.g_00865	Syaj.g_02654
OG0000902	Prad.g_00863	Syaj.g_02656
OG0000903	Prad.g_00860	Syaj.g_02689
OG0000904	Prad.g_00858	Syaj.g_02684
OG0000905	Prad.g_00853	Syaj.g_02678
OG0000906	Prad.g_00852	Syaj.g_02676
OG0000907	Prad.g_00849	Syaj.g_02692
OG0000908	Prad.g_00846	Syaj.g_02695
OG0000909	Prad.g_00845	Syaj.g_02696
OG0000910	Prad.g_00844	Syaj.g_02697
OG0000911	Prad.g_00842	Syaj.g_02699
OG0000912	Prad.g_00841	Syaj.g_02700
OG0000913	Prad.g_00840	Syaj.g_02701
OG0000914	Prad.g_00839	Syaj.g_02702
OG0000915	Prad.g_00838	Syaj.g_02704
OG0000916	Prad.g_00837	Syaj.g_02705
OG0000917	Prad.g_00836	Syaj.g_02706
OG0000918	Prad.g_00835	Syaj.g_02707
OG0000919	Prad.g_00834	Syaj.g_02708
OG0000920	Prad.g_00833	Syaj.g_02709
OG0000921	Prad.g_00832	Syaj.g_02710
OG0000922	Prad.g_00831	Syaj.g_02711
OG0000923	Prad.g_00827	Syaj.g_02715
OG0000924	Prad.g_00826	Syaj.g_02716
OG0000925	Prad.g_00825	Syaj.g_02717
OG0000926	Prad.g_00824	Syaj.g_02718
OG0000927	Prad.g_00822	Syaj.g_02720
OG0000928	Prad.g_00821	Syaj.g_02721
OG0000929	Prad.g_00820	Syaj.g_02722
OG0000930	Prad.g_00819	Syaj.g_02723
OG0000931	Prad.g_00818	Syaj.g_02724
OG0000932	Prad.g_00817	Syaj.g_02725
OG0000933	Prad.g_00813	Syaj.g_02731
OG0000934	Prad.g_00811	Syaj.g_02733
OG0000935	Prad.g_00810	Syaj.g_02734
OG0000936	Prad.g_00809	Syaj.g_02735
OG0000937	Prad.g_00808	Syaj.g_02736
OG0000938	Prad.g_00806	Syaj.g_02739
OG0000939	Prad.g_00805	Syaj.g_02740
OG0000940	Prad.g_00798	Syaj.g_02747
OG0000941	Prad.g_00796	Syaj.g_02749
OG0000942	Prad.g_00794	Syaj.g_02751
OG0000943	Prad.g_00793	Syaj.g_02752
OG0000944	Prad.g_00792	Syaj.g_02754
OG0000945	Prad.g_00791	Syaj.g_02756
OG0000946	Prad.g_00787	Syaj.g_02761
OG0000947	Prad.g_00785	Syaj.g_02764
OG0000948	Prad.g_00784	Syaj.g_02765
OG0000949	Prad.g_00781	Syaj.g_02474
OG0000950	Prad.g_00776	Syaj.g_02459
OG0000951	Prad.g_00772	Syaj.g_02452
OG0000952	Prad.g_00768	Syaj.g_02446
OG0000953	Prad.g_00765	Syaj.g_02442
OG0000954	Prad.g_01641	Syaj.g_02435
OG0000955	Prad.g_01640	Syaj.g_02434
OG0000956	Prad.g_01638	Syaj.g_02432
OG0000957	Prad.g_01633	Syaj.g_02419
OG0000958	Prad.g_01632	Syaj.g_02418
OG0000959	Prad.g_01628	Syaj.g_02413
OG0000960	Prad.g_01627	Syaj.g_02412
OG0000961	Prad.g_01625	Syaj.g_02402
OG0000962	Prad.g_01623	Syaj.g_02398
OG0000963	Prad.g_01620	Syaj.g_02393
OG0000964	Prad.g_01619	Syaj.g_02392
OG0000965	Prad.g_01618	Syaj.g_02391
OG0000966	Prad.g_01611	Syaj.g_02370
OG0000967	Prad.g_01607	Syaj.g_02334
OG0000968	Prad.g_01605	Syaj.g_02363
OG0000969	Prad.g_01604	Syaj.g_02338
OG0000970	Prad.g_01603	Syaj.g_02337
OG0000971	Prad.g_01602	Syaj.g_02331
OG0000972	Prad.g_01601	Syaj.g_02330
OG0000973	Prad.g_01600	Syaj.g_02329
OG0000974	Prad.g_01599	Syaj.g_02328
OG0000975	Prad.g_01598	Syaj.g_02327
OG0000976	Prad.g_01597	Syaj.g_02326
OG0000977	Prad.g_01596	Syaj.g_02324
OG0000978	Prad.g_01595	Syaj.g_02322
OG0000979	Prad.g_01592	Syaj.g_02319
OG0000980	Prad.g_01590	Syaj.g_02316
OG0000981	Prad.g_01588	Syaj.g_02313
OG0000982	Prad.g_01586	Syaj.g_02112
OG0000983	Prad.g_01585	Syaj.g_02113
OG0000984	Prad.g_01584	Syaj.g_02114
OG0000985	Prad.g_01581	Syaj.g_02116
OG0000986	Prad.g_01579	Syaj.g_02123
OG0000987	Prad.g_01578	Syaj.g_02125
OG0000988	Prad.g_01575	Syaj.g_02131
OG0000989	Prad.g_01571	Syaj.g_02142
OG0000990	Prad.g_01568	Syaj.g_02165
OG0000991	Prad.g_01567	Syaj.g_02168
OG0000992	Prad.g_01565	Syaj.g_02171
OG0000993	Prad.g_01564	Syaj.g_02173
OG0000994	Prad.g_01563	Syaj.g_02177
OG0000995	Prad.g_01559	Syaj.g_02182
OG0000996	Prad.g_01558	Syaj.g_02221
OG0000997	Prad.g_01557	Syaj.g_02228
OG0000998	Prad.g_01555	Syaj.g_02230
OG0000999	Prad.g_01554	Syaj.g_02231
OG0001000	Prad.g_01551	Syaj.g_02236
OG0001001	Prad.g_01549	Syaj.g_02241
OG0001002	Prad.g_01545	Syaj.g_02248
OG0001003	Prad.g_01544	Syaj.g_02250
OG0001004	Prad.g_01543	Syaj.g_02251
OG0001005	Prad.g_01542	Syaj.g_02252
OG0001006	Prad.g_01538	Syaj.g_02260
OG0001007	Prad.g_01536	Syaj.g_02262
OG0001008	Prad.g_00070	Syaj.g_01554
OG0001009	Prad.g_01959	Syaj.g_02294
OG0001010	Prad.g_01958	Syaj.g_02295
OG0001011	Prad.g_01957	Syaj.g_02296
OG0001012	Prad.g_01944	Syaj.g_02108
OG0001014	Prad.g_01935	Syaj.g_02083
OG0001015	Prad.g_01934	Syaj.g_02082
OG0001016	Prad.g_01920	Syaj.g_01824
OG0001017	Prad.g_01916	Syaj.g_01830
OG0001018	Prad.g_01913	Syaj.g_01832
OG0001019	Prad.g_01904	Syaj.g_01849
OG0001020	Prad.g_01903	Syaj.g_01862
OG0001021	Prad.g_01902	Syaj.g_01867
OG0001022	Prad.g_01899	Syaj.g_01872
OG0001023	Prad.g_01898	Syaj.g_01873
OG0001024	Prad.g_01895	Syaj.g_01877
OG0001025	Prad.g_01889	Syaj.g_01884
OG0001026	Prad.g_01882	Syaj.g_01897
OG0001027	Prad.g_01881	Syaj.g_01903
OG0001028	Prad.g_01879	Syaj.g_01905
OG0001029	Prad.g_01878	Syaj.g_01907
OG0001030	Prad.g_01863	Syaj.g_01933
OG0001031	Prad.g_01805	Syaj.g_02012
OG0001032	Prad.g_01804	Syaj.g_02015
OG0001033	Prad.g_01783	Syaj.g_02044
OG0001034	Prad.g_01755	Syaj.g_02875
OG0001035	Prad.g_01737	Syaj.g_02603
OG0001036	Prad.g_01732	Syaj.g_02599
OG0001037	Prad.g_01731	Syaj.g_02597
OG0001038	Prad.g_01713	Syaj.g_02567
OG0001039	Prad.g_01710	Syaj.g_02564
OG0001040	Prad.g_01708	Syaj.g_02561
OG0001041	Prad.g_01704	Syaj.g_02556
OG0001042	Prad.g_01687	Syaj.g_02527
OG0001043	Prad.g_01686	Syaj.g_02523
OG0001044	Prad.g_01658	Syaj.g_02804
OG0001045	Prad.g_01649	Syaj.g_02817
OG0001046	Prad.g_00730	Syaj.g_00851
OG0001047	Prad.g_00068	Syaj.g_01552
OG0001048	Prad.g_00067	Syaj.g_01551
OG0001049	Prad.g_00065	Syaj.g_01548
OG0001050	Prad.g_00064	Syaj.g_01547
OG0001051	Prad.g_00063	Syaj.g_01546
OG0001052	Prad.g_00036	Syaj.g_01448
OG0001053	Prad.g_00024	Syaj.g_00075
OG0001054	Prad.g_00131	Syaj.g_00092
OG0001055	Prad.g_00112	Syaj.g_00113
OG0001056	Prad.g_00093	Syaj.g_00149
OG0001057	Prad.g_01331	Syaj.g_00160
OG0001058	Prad.g_01339	Syaj.g_00183
OG0001059	Prad.g_01343	Syaj.g_00187
OG0001060	Prad.g_01350	Syaj.g_00193
OG0001061	Prad.g_01363	Syaj.g_00214
OG0001062	Prad.g_01365	Syaj.g_00216
OG0001063	Prad.g_01367	Syaj.g_00222
OG0001064	Prad.g_01368	Syaj.g_00223
OG0001065	Prad.g_01369	Syaj.g_00224
OG0001066	Prad.g_01370	Syaj.g_00225
OG0001067	Prad.g_01371	Syaj.g_00226
OG0001068	Prad.g_01372	Syaj.g_00227
OG0001069	Prad.g_01373	Syaj.g_00228
OG0001070	Prad.g_01376	Syaj.g_00231
OG0001071	Prad.g_01377	Syaj.g_00232
OG0001072	Prad.g_01379	Syaj.g_00236
OG0001073	Prad.g_01393	Syaj.g_00254
OG0001074	Prad.g_01404	Syaj.g_01327
OG0001075	Prad.g_01405	Syaj.g_01325
OG0001076	Prad.g_01413	Syaj.g_01305
OG0001077	Prad.g_01417	Syaj.g_01294
OG0001078	Prad.g_01425	Syaj.g_01282
OG0001079	Prad.g_01221	Syaj.g_01269
OG0001080	Prad.g_01227	Syaj.g_01135
OG0001081	Prad.g_01229	Syaj.g_00699
OG0001082	Prad.g_01230	Syaj.g_00700
OG0001083	Prad.g_01235	Syaj.g_00709
OG0001084	Prad.g_01236	Syaj.g_00711
OG0001085	Prad.g_01244	Syaj.g_00721
OG0001086	Prad.g_01245	Syaj.g_00723
OG0001087	Prad.g_01262	Syaj.g_00498
OG0001088	Prad.g_01263	Syaj.g_00494
OG0001089	Prad.g_01271	Syaj.g_00439
OG0001090	Prad.g_01050	Syaj.g_00959
OG0001091	Prad.g_01052	Syaj.g_00957
OG0001092	Prad.g_01053	Syaj.g_00954
OG0001093	Prad.g_01058	Syaj.g_00948
OG0001094	Prad.g_01140	Syaj.g_01032
OG0001095	Prad.g_01159	Syaj.g_01008
OG0001096	Prad.g_01172	Syaj.g_00988
OG0001097	Prad.g_00303	Syaj.g_00371
OG0001098	Prad.g_00288	Syaj.g_01132
OG0001099	Prad.g_00256	Syaj.g_01906
OG0001100	Prad.g_00252	Syaj.g_00732
OG0001101	Prad.g_00250	Syaj.g_00734
OG0001102	Prad.g_00248	Syaj.g_00737
OG0001103	Prad.g_00246	Syaj.g_00740
OG0001104	Prad.g_00223	Syaj.g_01050
OG0001105	Prad.g_00219	Syaj.g_01046
OG0001106	Prad.g_00195	Syaj.g_00912
OG0001107	Prad.g_00188	Syaj.g_00900
OG0001108	Prad.g_00184	Syaj.g_00870
OG0001109	Prad.g_00183	Syaj.g_00868
OG0001110	Prad.g_00181	Syaj.g_00866
OG0001111	Prad.g_00180	Syaj.g_00864
OG0001112	Prad.g_00179	Syaj.g_00862
OG0001113	Prad.g_00178	Syaj.g_00861
OG0001114	Prad.g_00177	Syaj.g_00860
OG0001115	Prad.g_00175	Syaj.g_00856
OG0001116	Prad.g_00174	Syaj.g_00854
OG0001117	Prad.g_00173	Syaj.g_00853
OG0001118	Prad.g_00172	Syaj.g_00852
OG0001119	Prad.g_00171	Syaj.g_00850
OG0001120	Prad.g_00169	Syaj.g_00846
OG0001121	Prad.g_01991, Prad.g_00166	Syaj.g_00630
OG0001122	Prad.g_00141	Syaj.g_00817
OG0001123	Prad.g_00137	Syaj.g_00810
OG0001124	Prad.g_00135	Syaj.g_00808
OG0001125	Prad.g_00134	Syaj.g_00806
OG0001126	Prad.g_01030	Syaj.g_00413
OG0001127	Prad.g_01029	Syaj.g_00414
