Orthogroup	Prad	Prah
OG0000590	Prad.g_01411	Prah.g_00525
OG0000591	Prad.g_01414	Prah.g_00518
OG0000592	Prad.g_01415	Prah.g_00517
OG0000593	Prad.g_01421	Prah.g_00505
OG0000594	Prad.g_01422	Prah.g_00504
OG0000595	Prad.g_01423	Prah.g_00503
OG0000596	Prad.g_01427	Prah.g_00498
OG0000597	Prad.g_01429	Prah.g_00495
OG0000598	Prad.g_01430	Prah.g_00494
OG0000599	Prad.g_01433	Prah.g_00485
OG0000600	Prad.g_01219	Prah.g_00484
OG0000601	Prad.g_01220	Prah.g_00483
OG0000602	Prad.g_01222	Prah.g_00478
OG0000603	Prad.g_01223	Prah.g_00477
OG0000604	Prad.g_01224	Prah.g_00476
OG0000605	Prad.g_01225	Prah.g_00474
OG0000606	Prad.g_01228	Prah.g_00466
OG0000607	Prad.g_01231	Prah.g_00463
OG0000608	Prad.g_01232	Prah.g_00462
OG0000609	Prad.g_01233	Prah.g_00460
OG0000610	Prad.g_01238	Prah.g_00452
OG0000611	Prad.g_01241	Prah.g_00449
OG0000612	Prad.g_01242	Prah.g_00448
OG0000613	Prad.g_01247	Prah.g_02193
OG0000614	Prad.g_01266	Prah.g_00985
OG0000615	Prad.g_01274	Prah.g_00706
OG0000616	Prad.g_01278	Prah.g_02588
OG0000617	Prad.g_01055	Prah.g_00881
OG0000618	Prad.g_01056	Prah.g_00880
OG0000619	Prad.g_01057	Prah.g_00879
OG0000620	Prad.g_01060	Prah.g_00875
OG0000621	Prad.g_01061	Prah.g_00874
OG0000622	Prad.g_01062	Prah.g_00873
OG0000623	Prad.g_01063	Prah.g_00872
OG0000624	Prad.g_01064	Prah.g_00871
OG0000625	Prad.g_01065	Prah.g_00870
OG0000626	Prad.g_01066	Prah.g_00869
OG0000627	Prad.g_01067	Prah.g_00746
OG0000628	Prad.g_01068	Prah.g_00747
OG0000629	Prad.g_01069	Prah.g_00750
OG0000630	Prad.g_01072	Prah.g_00754
OG0000631	Prad.g_01137	Prah.g_00758
OG0000632	Prad.g_01138	Prah.g_00759
OG0000633	Prad.g_01139	Prah.g_00760
OG0000634	Prad.g_01142	Prah.g_00671
OG0000635	Prad.g_01143	Prah.g_00670
OG0000636	Prad.g_01145	Prah.g_00668
OG0000637	Prad.g_01147	Prah.g_00666
OG0000638	Prad.g_01148	Prah.g_00665
OG0000639	Prad.g_01149	Prah.g_00664
OG0000640	Prad.g_01150	Prah.g_00663
OG0000641	Prad.g_01154	Prah.g_00659
OG0000642	Prad.g_01155	Prah.g_00658
OG0000643	Prad.g_01156	Prah.g_00657
OG0000644	Prad.g_01157	Prah.g_00656
OG0000645	Prad.g_01158	Prah.g_00655
OG0000646	Prad.g_01160	Prah.g_00652
OG0000647	Prad.g_01161	Prah.g_00650
OG0000648	Prad.g_01163	Prah.g_00648
OG0000649	Prad.g_01164	Prah.g_00647
OG0000650	Prad.g_01165	Prah.g_00646
OG0000651	Prad.g_01166	Prah.g_00645
OG0000652	Prad.g_01167	Prah.g_00644
OG0000653	Prad.g_01169	Prah.g_00640
OG0000654	Prad.g_01170	Prah.g_00639
OG0000655	Prad.g_01171	Prah.g_00638
OG0000656	Prad.g_01174	Prah.g_00635
OG0000657	Prad.g_01182	Prah.g_00603
OG0000658	Prad.g_01183	Prah.g_00601
OG0000659	Prad.g_01184	Prah.g_00600
OG0000660	Prad.g_00306	Prah.g_00596
OG0000661	Prad.g_00304	Prah.g_00594
OG0000662	Prad.g_00302	Prah.g_00592
OG0000663	Prad.g_00300	Prah.g_00589
OG0000664	Prad.g_00299	Prah.g_00588
OG0000665	Prad.g_00295	Prah.g_00574
OG0000666	Prad.g_00294	Prah.g_00572
OG0000667	Prad.g_00290	Prah.g_00564
OG0000668	Prad.g_00260	Prah.g_00850
OG0000669	Prad.g_00253	Prah.g_00558
OG0000670	Prad.g_00251	Prah.g_01212
OG0000671	Prad.g_00249	Prah.g_00738
OG0000672	Prad.g_00247	Prah.g_00735
OG0000673	Prad.g_00244	Prah.g_00732
OG0000674	Prad.g_00242	Prah.g_00730
OG0000675	Prad.g_00241	Prah.g_00729
OG0000676	Prad.g_00239	Prah.g_00726
OG0000677	Prad.g_00238	Prah.g_00724
OG0000678	Prad.g_00236	Prah.g_00721
OG0000679	Prad.g_00232	Prah.g_00702
OG0000680	Prad.g_00231	Prah.g_00701
OG0000681	Prad.g_00228	Prah.g_00699
OG0000682	Prad.g_00227	Prah.g_00698
OG0000683	Prad.g_00226	Prah.g_00697
OG0000684	Prad.g_00224	Prah.g_00683
OG0000685	Prad.g_00222	Prah.g_00685
OG0000686	Prad.g_00221	Prah.g_00686
OG0000687	Prad.g_00220	Prah.g_00687
OG0000688	Prad.g_00217	Prah.g_00681
OG0000689	Prad.g_00216	Prah.g_00680
OG0000690	Prad.g_00215	Prah.g_00679
OG0000691	Prad.g_00214	Prah.g_00678
OG0000692	Prad.g_00212	Prah.g_00677
OG0000693	Prad.g_00211	Prah.g_00675
OG0000694	Prad.g_00210	Prah.g_00674
OG0000695	Prad.g_00208	Prah.g_00762
OG0000696	Prad.g_00207	Prah.g_00763
OG0000697	Prad.g_00206	Prah.g_00765
OG0000698	Prad.g_00203	Prah.g_00768
OG0000699	Prad.g_00202	Prah.g_00770
OG0000700	Prad.g_00201	Prah.g_00771
OG0000701	Prad.g_00200	Prah.g_00772
OG0000702	Prad.g_00198	Prah.g_00780
OG0000703	Prad.g_00197	Prah.g_00781
OG0000704	Prad.g_00196	Prah.g_00783
OG0000705	Prad.g_00192	Prah.g_00789
OG0000706	Prad.g_00191	Prah.g_00790
OG0000707	Prad.g_00190	Prah.g_00791
OG0000708	Prad.g_00189	Prah.g_00793
OG0000709	Prad.g_00185	Prah.g_00800
OG0000710	Prad.g_00182	Prah.g_00805
OG0000711	Prad.g_00165	Prah.g_00828
OG0000712	Prad.g_00163	Prah.g_00829
OG0000713	Prad.g_00162	Prah.g_00830
OG0000714	Prad.g_00161	Prah.g_00833
OG0000715	Prad.g_00159	Prah.g_00835
OG0000716	Prad.g_00157	Prah.g_00839
OG0000717	Prad.g_00156	Prah.g_00840
OG0000718	Prad.g_00144	Prah.g_00846
OG0000719	Prad.g_00142	Prah.g_00848
OG0000720	Prad.g_01039	Prah.g_00861
OG0000721	Prad.g_01037	Prah.g_00862
OG0000722	Prad.g_01036	Prah.g_00863
OG0000723	Prad.g_01033	Prah.g_00867
OG0000724	Prad.g_01023	Prah.g_00910
OG0000725	Prad.g_01017	Prah.g_00919
OG0000726	Prad.g_01016	Prah.g_00920
OG0000727	Prad.g_01015	Prah.g_00921
OG0000728	Prad.g_01013	Prah.g_00922
OG0000729	Prad.g_00970	Prah.g_00133
OG0000730	Prad.g_00635	Prah.g_01942
OG0000731	Prad.g_00639	Prah.g_01932
OG0000732	Prad.g_00649	Prah.g_00054
OG0000733	Prad.g_01988	Prah.g_02532
OG0000734	Prad.g_01511	Prah.g_01905
OG0000735	Prad.g_01509	Prah.g_01340
OG0000736	Prad.g_01508	Prah.g_01339
OG0000737	Prad.g_01507	Prah.g_01338
OG0000738	Prad.g_01503	Prah.g_01331
OG0000739	Prad.g_01502	Prah.g_01329
OG0000740	Prad.g_01501	Prah.g_01328
OG0000741	Prad.g_01500	Prah.g_01325
OG0000742	Prad.g_01497	Prah.g_01323
OG0000743	Prad.g_01495	Prah.g_01321
OG0000744	Prad.g_01494	Prah.g_01320
OG0000745	Prad.g_01493	Prah.g_01318
OG0000746	Prad.g_01491	Prah.g_01316
OG0000747	Prad.g_01490	Prah.g_01315
OG0000748	Prad.g_01487	Prah.g_01304
OG0000749	Prad.g_01486	Prah.g_01303
OG0000750	Prad.g_01485	Prah.g_01302
OG0000751	Prad.g_01483	Prah.g_01297
OG0000752	Prad.g_01481	Prah.g_01295
OG0000753	Prad.g_01478	Prah.g_01292
OG0000754	Prad.g_01475	Prah.g_01262
OG0000755	Prad.g_01472	Prah.g_01255
OG0000756	Prad.g_01470, Prad.g_01471	Prah.g_01254
OG0000757	Prad.g_01464	Prah.g_01247
OG0000758	Prad.g_01463	Prah.g_01246
OG0000759	Prad.g_01462	Prah.g_01245
OG0000760	Prad.g_01461	Prah.g_01244
OG0000761	Prad.g_01460	Prah.g_01243
OG0000762	Prad.g_01459	Prah.g_01263
OG0000763	Prad.g_01457	Prah.g_01265
OG0000764	Prad.g_01456	Prah.g_01266
OG0000765	Prad.g_01447	Prah.g_01282
OG0000766	Prad.g_01446	Prah.g_01283
OG0000767	Prad.g_01444	Prah.g_01285
OG0000768	Prad.g_01443	Prah.g_01286
OG0000769	Prad.g_01441	Prah.g_01290
OG0000770	Prad.g_01439	Prah.g_01239
OG0000771	Prad.g_00076	Prah.g_00905
OG0000772	Prad.g_00341	Prah.g_01610
OG0000773	Prad.g_00361	Prah.g_01351
OG0000774	Prad.g_00363	Prah.g_01355
OG0000775	Prad.g_00365	Prah.g_01357
OG0000776	Prad.g_00366	Prah.g_01358
OG0000777	Prad.g_00631	Prah.g_01359
OG0000778	Prad.g_00630	Prah.g_01360
OG0000779	Prad.g_00626	Prah.g_01365
OG0000780	Prad.g_00625	Prah.g_01368
OG0000781	Prad.g_00622	Prah.g_01372
OG0000782	Prad.g_00621	Prah.g_01373
OG0000783	Prad.g_00620	Prah.g_01374
OG0000784	Prad.g_00619	Prah.g_01375
OG0000785	Prad.g_00617	Prah.g_01377
OG0000786	Prad.g_00615	Prah.g_01380
OG0000787	Prad.g_00614	Prah.g_01381
OG0000788	Prad.g_00607	Prah.g_00224
OG0000789	Prad.g_00604	Prah.g_01183
OG0000790	Prad.g_00589	Prah.g_01580
OG0000791	Prad.g_00587	Prah.g_01582
OG0000792	Prad.g_00586	Prah.g_01583
OG0000793	Prad.g_00583	Prah.g_01587
OG0000794	Prad.g_00582	Prah.g_01588
OG0000795	Prad.g_00581	Prah.g_01589
OG0000796	Prad.g_00577	Prah.g_01593
OG0000797	Prad.g_00576	Prah.g_01594
OG0000799	Prad.g_00533	Prah.g_00435
OG0000800	Prad.g_00532	Prah.g_00434
OG0000801	Prad.g_00531	Prah.g_00433
OG0000802	Prad.g_00529	Prah.g_00427
OG0000803	Prad.g_00527	Prah.g_00423
OG0000804	Prad.g_00526	Prah.g_00421
OG0000805	Prad.g_00524	Prah.g_00419
OG0000806	Prad.g_00522	Prah.g_00417
OG0000807	Prad.g_00521	Prah.g_00415
OG0000808	Prad.g_00520	Prah.g_00414
OG0000809	Prad.g_00517	Prah.g_00410
OG0000810	Prad.g_00516	Prah.g_00409
OG0000811	Prad.g_00512	Prah.g_00403
OG0000812	Prad.g_00510	Prah.g_00401
OG0000813	Prad.g_00509	Prah.g_00400
OG0000814	Prad.g_00507	Prah.g_00398
OG0000815	Prad.g_00506	Prah.g_00397
OG0000816	Prad.g_00504	Prah.g_00395
OG0000817	Prad.g_00503	Prah.g_00394
OG0000818	Prad.g_00498	Prah.g_00386
OG0000819	Prad.g_00497	Prah.g_00385
OG0000820	Prad.g_00496	Prah.g_00384
OG0000821	Prad.g_00491	Prah.g_00379
OG0000822	Prad.g_00490	Prah.g_00376
OG0000823	Prad.g_00489	Prah.g_00374
OG0000824	Prad.g_00486	Prah.g_00370
OG0000825	Prad.g_00485	Prah.g_00369
OG0000826	Prad.g_00484	Prah.g_00368
OG0000827	Prad.g_00483	Prah.g_00367
OG0000828	Prad.g_00480	Prah.g_00364
OG0000829	Prad.g_00479	Prah.g_00363
OG0000830	Prad.g_00478	Prah.g_00362
OG0000831	Prad.g_00476	Prah.g_00360
OG0000832	Prad.g_00470	Prah.g_01615
OG0000833	Prad.g_00462	Prah.g_01623
OG0000834	Prad.g_00461	Prah.g_01624
OG0000835	Prad.g_00460	Prah.g_01625
OG0000836	Prad.g_00459	Prah.g_01627
OG0000837	Prad.g_00458	Prah.g_01628
OG0000838	Prad.g_00456	Prah.g_01632
OG0000839	Prad.g_00455	Prah.g_01633
OG0000840	Prad.g_00454	Prah.g_01634
OG0000841	Prad.g_00453	Prah.g_01635
OG0000842	Prad.g_00452	Prah.g_01636
OG0000843	Prad.g_00451	Prah.g_01637
OG0000844	Prad.g_00450	Prah.g_01639
OG0000845	Prad.g_00449	Prah.g_01640
OG0000846	Prad.g_00448	Prah.g_01641
OG0000847	Prad.g_00447	Prah.g_01642
OG0000848	Prad.g_00446	Prah.g_01643
OG0000849	Prad.g_00445	Prah.g_01644
OG0000850	Prad.g_00443	Prah.g_01645
OG0000851	Prad.g_00442	Prah.g_01648
OG0000852	Prad.g_00441	Prah.g_01649
OG0000853	Prad.g_00437	Prah.g_01653
OG0000854	Prad.g_00435	Prah.g_01655
OG0000855	Prad.g_00434	Prah.g_01656
OG0000856	Prad.g_00419	Prah.g_00515
OG0000857	Prad.g_00388	Prah.g_00651
OG0000858	Prad.g_00947	Prah.g_01667
OG0000859	Prad.g_00946	Prah.g_01668
OG0000860	Prad.g_00939	Prah.g_01678
OG0000861	Prad.g_00938	Prah.g_01679
OG0000862	Prad.g_00937	Prah.g_01681
OG0000863	Prad.g_00935	Prah.g_01685
OG0000864	Prad.g_00934	Prah.g_01687
OG0000865	Prad.g_00933	Prah.g_01688
OG0000866	Prad.g_00932	Prah.g_01689
OG0000867	Prad.g_00931	Prah.g_01690
OG0000868	Prad.g_00930	Prah.g_01692
OG0000869	Prad.g_00926	Prah.g_01695
OG0000870	Prad.g_00921	Prah.g_01700
OG0000871	Prad.g_00920	Prah.g_01701
OG0000872	Prad.g_00919	Prah.g_01703
OG0000873	Prad.g_00916	Prah.g_01707
OG0000874	Prad.g_00913	Prah.g_01711
OG0000875	Prad.g_00912	Prah.g_01713
OG0000876	Prad.g_00911	Prah.g_01714
OG0000877	Prad.g_00909	Prah.g_01717
OG0000878	Prad.g_00908	Prah.g_01718
OG0000879	Prad.g_00907	Prah.g_01719
OG0000880	Prad.g_00906	Prah.g_01720
OG0000881	Prad.g_00902	Prah.g_01728
OG0000882	Prad.g_00897	Prah.g_01733
OG0000883	Prad.g_00895	Prah.g_01736
OG0000884	Prad.g_00893	Prah.g_01738
OG0000885	Prad.g_00892	Prah.g_01739
OG0000886	Prad.g_00891	Prah.g_01740
OG0000887	Prad.g_00890	Prah.g_01741
OG0000888	Prad.g_00888	Prah.g_01743
OG0000889	Prad.g_00886	Prah.g_01745
OG0000890	Prad.g_00885	Prah.g_01759
OG0000891	Prad.g_00884	Prah.g_01760
OG0000892	Prad.g_00882	Prah.g_01762
OG0000893	Prad.g_00879	Prah.g_02073
OG0000894	Prad.g_00877	Prah.g_02070
OG0000895	Prad.g_00874	Prah.g_02066
OG0000896	Prad.g_00873	Prah.g_02065
OG0000897	Prad.g_00871	Prah.g_02063
OG0000898	Prad.g_00870	Prah.g_02062
OG0000899	Prad.g_00869	Prah.g_02061
OG0000900	Prad.g_00868	Prah.g_02060
OG0000901	Prad.g_00865	Prah.g_02056
OG0000902	Prad.g_00863	Prah.g_02054
OG0000903	Prad.g_00860	Prah.g_02041
OG0000904	Prad.g_00858	Prah.g_02046
OG0000905	Prad.g_00853	Prah.g_02048
OG0000906	Prad.g_00852	Prah.g_02050
OG0000907	Prad.g_00849	Prah.g_02039
OG0000908	Prad.g_00846	Prah.g_02036
OG0000909	Prad.g_00845	Prah.g_02035
OG0000910	Prad.g_00844	Prah.g_02034
OG0000911	Prad.g_00842	Prah.g_02032
OG0000912	Prad.g_00841	Prah.g_02031
OG0000913	Prad.g_00840	Prah.g_02030
OG0000914	Prad.g_00839	Prah.g_02029
OG0000915	Prad.g_00838	Prah.g_02028
OG0000916	Prad.g_00837	Prah.g_02027
OG0000917	Prad.g_00836	Prah.g_02026
OG0000918	Prad.g_00835	Prah.g_02025
OG0000919	Prad.g_00834	Prah.g_02024
OG0000920	Prad.g_00833	Prah.g_02023
OG0000921	Prad.g_00832	Prah.g_02022
OG0000922	Prad.g_00831	Prah.g_02021
OG0000923	Prad.g_00827	Prah.g_02017
OG0000924	Prad.g_00826	Prah.g_02016
OG0000925	Prad.g_00825	Prah.g_02015
OG0000926	Prad.g_00824	Prah.g_02014
OG0000927	Prad.g_00822	Prah.g_02012
OG0000928	Prad.g_00821	Prah.g_02011
OG0000929	Prad.g_00820	Prah.g_02010
OG0000930	Prad.g_00819	Prah.g_02009
OG0000931	Prad.g_00818	Prah.g_02008
OG0000932	Prad.g_00817	Prah.g_02007
OG0000933	Prad.g_00813	Prah.g_02002
OG0000934	Prad.g_00811	Prah.g_02000
OG0000935	Prad.g_00810	Prah.g_01999
OG0000936	Prad.g_00809	Prah.g_01998
OG0000937	Prad.g_00808	Prah.g_01997
OG0000938	Prad.g_00806	Prah.g_01994
OG0000939	Prad.g_00805	Prah.g_01993
OG0000940	Prad.g_00798	Prah.g_01985
OG0000941	Prad.g_00796	Prah.g_01983
OG0000942	Prad.g_00794	Prah.g_01981
OG0000943	Prad.g_00793	Prah.g_01980
OG0000944	Prad.g_00792	Prah.g_01978
OG0000945	Prad.g_00791	Prah.g_01977
OG0000946	Prad.g_00787	Prah.g_01966
OG0000947	Prad.g_00785	Prah.g_01963
OG0000948	Prad.g_00784	Prah.g_01962
OG0000949	Prad.g_00781	Prah.g_01958
OG0000950	Prad.g_00776	Prah.g_02231
OG0000951	Prad.g_00772	Prah.g_02236
OG0000952	Prad.g_00768	Prah.g_02241
OG0000953	Prad.g_00765	Prah.g_02245
OG0000954	Prad.g_01641	Prah.g_00167
OG0000955	Prad.g_01640	Prah.g_00166
OG0000956	Prad.g_01638	Prah.g_00164
OG0000957	Prad.g_01633	Prah.g_00152
OG0000958	Prad.g_01632	Prah.g_00151
OG0000959	Prad.g_01628	Prah.g_00146
OG0000960	Prad.g_01627	Prah.g_00145
OG0000961	Prad.g_01625	Prah.g_00136
OG0000962	Prad.g_01623	Prah.g_00134
OG0000963	Prad.g_01620	Prah.g_00129
OG0000964	Prad.g_01619	Prah.g_00128
OG0000965	Prad.g_01618	Prah.g_00127
OG0000966	Prad.g_01611	Prah.g_00086
OG0000967	Prad.g_01607	Prah.g_00079
OG0000968	Prad.g_01605	Prah.g_00076
OG0000969	Prad.g_01604	Prah.g_00074
OG0000970	Prad.g_01603	Prah.g_00073
OG0000971	Prad.g_01602	Prah.g_00071
OG0000972	Prad.g_01601	Prah.g_00070
OG0000973	Prad.g_01600	Prah.g_00068
OG0000974	Prad.g_01599	Prah.g_00067
OG0000975	Prad.g_01598	Prah.g_00066
OG0000976	Prad.g_01597	Prah.g_00065
OG0000977	Prad.g_01596	Prah.g_00063
OG0000978	Prad.g_01595	Prah.g_00062
OG0000979	Prad.g_01592	Prah.g_00059
OG0000980	Prad.g_01590	Prah.g_00055
OG0000981	Prad.g_01588	Prah.g_00052
OG0000982	Prad.g_01586	Prah.g_02491
OG0000983	Prad.g_01585	Prah.g_02492
OG0000984	Prad.g_01584	Prah.g_02493
OG0000985	Prad.g_01581	Prah.g_02497
OG0000986	Prad.g_01579	Prah.g_02499
OG0000987	Prad.g_01578	Prah.g_02501
OG0000988	Prad.g_01575	Prah.g_02505
OG0000989	Prad.g_01571	Prah.g_02513
OG0000990	Prad.g_01568	Prah.g_02536
OG0000991	Prad.g_01567	Prah.g_02540
OG0000992	Prad.g_01565	Prah.g_02543
OG0000993	Prad.g_01564	Prah.g_02544
OG0000994	Prad.g_01563	Prah.g_02547
OG0000995	Prad.g_01559	Prah.g_02552
OG0000996	Prad.g_01558	Prah.g_02565
OG0000997	Prad.g_01557	Prah.g_02574
OG0000998	Prad.g_01555	Prah.g_02576
OG0000999	Prad.g_01554	Prah.g_02577
OG0001000	Prad.g_01551	Prah.g_02580
OG0001001	Prad.g_01549	Prah.g_02584
OG0001002	Prad.g_01545	Prah.g_02591
OG0001003	Prad.g_01544	Prah.g_02593
OG0001004	Prad.g_01543	Prah.g_02594
OG0001005	Prad.g_01542	Prah.g_02596
OG0001006	Prad.g_01538	Prah.g_02602
OG0001007	Prad.g_01536	Prah.g_02604
OG0001008	Prad.g_00070	Prah.g_00231
OG0001009	Prad.g_01959	Prah.g_00033
OG0001010	Prad.g_01958	Prah.g_00034
OG0001011	Prad.g_01957	Prah.g_00036
OG0001012	Prad.g_01944	Prah.g_02488
OG0001013	Prad.g_01938	Prah.g_02466
OG0001014	Prad.g_01935	Prah.g_02454
OG0001015	Prad.g_01934	Prah.g_02453
OG0001016	Prad.g_01920	Prah.g_01843
OG0001017	Prad.g_01916	Prah.g_01849
OG0001018	Prad.g_01913	Prah.g_01851
OG0001019	Prad.g_01904	Prah.g_01867
OG0001020	Prad.g_01903	Prah.g_01873
OG0001021	Prad.g_01902	Prah.g_01877
OG0001022	Prad.g_01899	Prah.g_01882
OG0001023	Prad.g_01898	Prah.g_01883
OG0001024	Prad.g_01895	Prah.g_01887
OG0001025	Prad.g_01889	Prah.g_01894
OG0001026	Prad.g_01882	Prah.g_01908
OG0001027	Prad.g_01881	Prah.g_00195
OG0001028	Prad.g_01879	Prah.g_00193
OG0001029	Prad.g_01878	Prah.g_00191
OG0001030	Prad.g_01863	Prah.g_02257
OG0001031	Prad.g_01805	Prah.g_02336
OG0001032	Prad.g_01804	Prah.g_02339
OG0001033	Prad.g_01783	Prah.g_02372
OG0001034	Prad.g_01755	Prah.g_01779
OG0001035	Prad.g_01737	Prah.g_02099
OG0001036	Prad.g_01732	Prah.g_02103
OG0001037	Prad.g_01731	Prah.g_02105
OG0001038	Prad.g_01713	Prah.g_02132
OG0001039	Prad.g_01710	Prah.g_02135
OG0001040	Prad.g_01708	Prah.g_02138
OG0001041	Prad.g_01704	Prah.g_02143
OG0001042	Prad.g_01687	Prah.g_02168
OG0001043	Prad.g_01686	Prah.g_02170
OG0001044	Prad.g_01658	Prah.g_01941
OG0001045	Prad.g_01649	Prah.g_01929
OG0001046	Prad.g_00730	Prah.g_01661
OG0001047	Prad.g_00068	Prah.g_00233
OG0001048	Prad.g_00067	Prah.g_00234
OG0001049	Prad.g_00065	Prah.g_00237
OG0001050	Prad.g_00064	Prah.g_00238
OG0001051	Prad.g_00063	Prah.g_00239
OG0001052	Prad.g_00036	Prah.g_00308
OG0001053	Prad.g_00024	Prah.g_01563
OG0001054	Prad.g_00131	Prah.g_01545
OG0001055	Prad.g_00112	Prah.g_01524
OG0001056	Prad.g_00093	Prah.g_01496
OG0001057	Prad.g_01331	Prah.g_01482
OG0001058	Prad.g_01339	Prah.g_01468
OG0001059	Prad.g_01343	Prah.g_01464
OG0001060	Prad.g_01350	Prah.g_01458
OG0001061	Prad.g_01363	Prah.g_01440
OG0001062	Prad.g_01365	Prah.g_01438
OG0001063	Prad.g_01367	Prah.g_01434
OG0001064	Prad.g_01368	Prah.g_01433
OG0001065	Prad.g_01369	Prah.g_01432
OG0001066	Prad.g_01370	Prah.g_01431
OG0001067	Prad.g_01371	Prah.g_01430
OG0001068	Prad.g_01372	Prah.g_01429
OG0001069	Prad.g_01373	Prah.g_01428
OG0001070	Prad.g_01376	Prah.g_01424
OG0001071	Prad.g_01377	Prah.g_01423
OG0001072	Prad.g_01379	Prah.g_01418
OG0001073	Prad.g_01393	Prah.g_01399
OG0001074	Prad.g_01404	Prah.g_00532
OG0001075	Prad.g_01405	Prah.g_00531
OG0001076	Prad.g_01413	Prah.g_00523
OG0001077	Prad.g_01417	Prah.g_00513
OG0001078	Prad.g_01425	Prah.g_00500
OG0001079	Prad.g_01221	Prah.g_00482
OG0001080	Prad.g_01227	Prah.g_00472
OG0001081	Prad.g_01229	Prah.g_00465
OG0001082	Prad.g_01230	Prah.g_00464
OG0001083	Prad.g_01235	Prah.g_00456
OG0001084	Prad.g_01236	Prah.g_00455
OG0001085	Prad.g_01244	Prah.g_00444
OG0001086	Prad.g_01245	Prah.g_00442
OG0001087	Prad.g_01262	Prah.g_00968
OG0001088	Prad.g_01263	Prah.g_00972
OG0001089	Prad.g_01271	Prah.g_01025
OG0001090	Prad.g_01050	Prah.g_00886
OG0001091	Prad.g_01052	Prah.g_00884
OG0001092	Prad.g_01053	Prah.g_00882
OG0001093	Prad.g_01058	Prah.g_00878
OG0001094	Prad.g_01140	Prah.g_00673
OG0001095	Prad.g_01159	Prah.g_00654
OG0001096	Prad.g_01172	Prah.g_00637
OG0001097	Prad.g_00303	Prah.g_00593
OG0001098	Prad.g_00288	Prah.g_00743
OG0001099	Prad.g_00256	Prah.g_00192
OG0001100	Prad.g_00252	Prah.g_00740
OG0001101	Prad.g_00250	Prah.g_00739
OG0001102	Prad.g_00248	Prah.g_00736
OG0001103	Prad.g_00246	Prah.g_00734
OG0001104	Prad.g_00223	Prah.g_00684
OG0001105	Prad.g_00219	Prah.g_00689
OG0001106	Prad.g_00195	Prah.g_00784
OG0001107	Prad.g_00188	Prah.g_00794
OG0001108	Prad.g_00184	Prah.g_00801
OG0001109	Prad.g_00183	Prah.g_00803
OG0001110	Prad.g_00181	Prah.g_00806
OG0001111	Prad.g_00180	Prah.g_00808
OG0001112	Prad.g_00179	Prah.g_00810
OG0001113	Prad.g_00178	Prah.g_00811
OG0001114	Prad.g_00177	Prah.g_00812
OG0001115	Prad.g_00175	Prah.g_00814
OG0001116	Prad.g_00174	Prah.g_00815
OG0001117	Prad.g_00173	Prah.g_00816
OG0001118	Prad.g_00172	Prah.g_00817
OG0001119	Prad.g_00171	Prah.g_00818
OG0001120	Prad.g_00169	Prah.g_00821
OG0001122	Prad.g_00141	Prah.g_00849
OG0001123	Prad.g_00137	Prah.g_00856
OG0001124	Prad.g_00135	Prah.g_00858
OG0001125	Prad.g_00134	Prah.g_00860
OG0001126	Prad.g_01030	Prah.g_00903
OG0001127	Prad.g_01029	Prah.g_00904
OG0001128	Prad.g_01026	Prah.g_00907
OG0001129	Prad.g_01025	Prah.g_00908
OG0001130	Prad.g_01024	Prah.g_00909
OG0001131	Prad.g_00990	Prah.g_00893
OG0001132	Prad.g_00981	Prah.g_00539
OG0001133	Prad.g_00655	Prah.g_00521
OG0001134	Prad.g_01989	Prah.g_02524
OG0001136	Prad.g_01499	Prah.g_01324
OG0001137	Prad.g_01488	Prah.g_01305
OG0001138	Prad.g_01469	Prah.g_01253
OG0001139	Prad.g_01468	Prah.g_01251
OG0001140	Prad.g_01467	Prah.g_01250
OG0001141	Prad.g_01466	Prah.g_01249
OG0001142	Prad.g_01465	Prah.g_01248
OG0001143	Prad.g_01458	Prah.g_01264
OG0001144	Prad.g_01453	Prah.g_01273
OG0001145	Prad.g_00362	Prah.g_01353
OG0001146	Prad.g_00624	Prah.g_01369
OG0001147	Prad.g_00608	Prah.g_00323
OG0001148	Prad.g_00592	Prah.g_01577
OG0001149	Prad.g_00591	Prah.g_01578
OG0001150	Prad.g_00590	Prah.g_01579
OG0001151	Prad.g_00579	Prah.g_01591
OG0001152	Prad.g_00578	Prah.g_01592
OG0001153	Prad.g_00482	Prah.g_00366
OG0001154	Prad.g_00481	Prah.g_00365
OG0001155	Prad.g_00469	Prah.g_01617
OG0001156	Prad.g_00466	Prah.g_01620
OG0001157	Prad.g_00465	Prah.g_00538
OG0001158	Prad.g_00464	Prah.g_01621
OG0001159	Prad.g_00463	Prah.g_01622
OG0001160	Prad.g_00439	Prah.g_01651
OG0001161	Prad.g_00426	Prah.g_00541
OG0001162	Prad.g_00415	Prah.g_01050
OG0001163	Prad.g_00949	Prah.g_01665
OG0001164	Prad.g_00945	Prah.g_01670
OG0001165	Prad.g_00942	Prah.g_01673
OG0001166	Prad.g_00922	Prah.g_01699
OG0001167	Prad.g_00905	Prah.g_01725
OG0001168	Prad.g_00903	Prah.g_01727
OG0001169	Prad.g_00901	Prah.g_01729
OG0001170	Prad.g_00899	Prah.g_01731
OG0001171	Prad.g_00889	Prah.g_01742
OG0001172	Prad.g_00876	Prah.g_02068
OG0001173	Prad.g_00875	Prah.g_02067
OG0001174	Prad.g_00867	Prah.g_02059
