Orthogroup	Prad	Syai
OG0000590	Prad.g_01411	Syai.g_01067
OG0000591	Prad.g_01414	Syai.g_01075
OG0000592	Prad.g_01415	Syai.g_01076
OG0000593	Prad.g_01421	Syai.g_01100
OG0000594	Prad.g_01422	Syai.g_01101
OG0000595	Prad.g_01423	Syai.g_01102
OG0000596	Prad.g_01427	Syai.g_01107
OG0000597	Prad.g_01429	Syai.g_01110
OG0000598	Prad.g_01430	Syai.g_01111
OG0000599	Prad.g_01433	Syai.g_01114
OG0000600	Prad.g_01219	Syai.g_01115
OG0000601	Prad.g_01220	Syai.g_01116
OG0000602	Prad.g_01222	Syai.g_01121
OG0000603	Prad.g_01223	Syai.g_01122
OG0000604	Prad.g_01224	Syai.g_01125
OG0000605	Prad.g_01225	Syai.g_01609
OG0000606	Prad.g_01228	Syai.g_01221
OG0000607	Prad.g_01231	Syai.g_01224
OG0000608	Prad.g_01232	Syai.g_01225
OG0000609	Prad.g_01233	Syai.g_01227
OG0000610	Prad.g_01238	Syai.g_01234
OG0000611	Prad.g_01241	Syai.g_01237
OG0000612	Prad.g_01242	Syai.g_01238
OG0000613	Prad.g_01247	Syai.g_00196
OG0000614	Prad.g_01266	Syai.g_01981
OG0000615	Prad.g_01274	Syai.g_01286
OG0000616	Prad.g_01278	Syai.g_02914
OG0000617	Prad.g_01055	Syai.g_01393
OG0000618	Prad.g_01056	Syai.g_01394
OG0000619	Prad.g_01057	Syai.g_01395
OG0000620	Prad.g_01060	Syai.g_01402
OG0000621	Prad.g_01061	Syai.g_01403
OG0000622	Prad.g_01062	Syai.g_01404
OG0000623	Prad.g_01063	Syai.g_01405
OG0000624	Prad.g_01064	Syai.g_01407
OG0000625	Prad.g_01065	Syai.g_01408
OG0000626	Prad.g_01066	Syai.g_01409
OG0000627	Prad.g_01067	Syai.g_01575
OG0000628	Prad.g_01068	Syai.g_01573
OG0000629	Prad.g_01069	Syai.g_01570
OG0000630	Prad.g_01072	Syai.g_01566
OG0000631	Prad.g_01137	Syai.g_01557
OG0000632	Prad.g_01138	Syai.g_01556
OG0000633	Prad.g_01139	Syai.g_01555
OG0000634	Prad.g_01142	Syai.g_01317
OG0000635	Prad.g_01143	Syai.g_01318
OG0000636	Prad.g_01145	Syai.g_01320
OG0000637	Prad.g_01147	Syai.g_01322
OG0000638	Prad.g_01148	Syai.g_01323
OG0000639	Prad.g_01149	Syai.g_01324
OG0000640	Prad.g_01150	Syai.g_01325
OG0000641	Prad.g_01154	Syai.g_01329
OG0000642	Prad.g_01155	Syai.g_01330
OG0000643	Prad.g_01156	Syai.g_01349
OG0000644	Prad.g_01157	Syai.g_01350
OG0000645	Prad.g_01158	Syai.g_01352
OG0000646	Prad.g_01160	Syai.g_01355
OG0000647	Prad.g_01161	Syai.g_01357
OG0000648	Prad.g_01163	Syai.g_01362
OG0000649	Prad.g_01164	Syai.g_01363
OG0000650	Prad.g_01165	Syai.g_01364
OG0000651	Prad.g_01166	Syai.g_01365
OG0000652	Prad.g_01167	Syai.g_01366
OG0000653	Prad.g_01169	Syai.g_01368
OG0000654	Prad.g_01170	Syai.g_01369
OG0000655	Prad.g_01171	Syai.g_01370
OG0000656	Prad.g_01174	Syai.g_01373
OG0000657	Prad.g_01182	Syai.g_02045
OG0000658	Prad.g_01183	Syai.g_02049
OG0000659	Prad.g_01184	Syai.g_02050
OG0000660	Prad.g_00306	Syai.g_02054
OG0000661	Prad.g_00304	Syai.g_02056
OG0000662	Prad.g_00302	Syai.g_02058
OG0000663	Prad.g_00300	Syai.g_02061
OG0000664	Prad.g_00299	Syai.g_02062
OG0000665	Prad.g_00295	Syai.g_02431
OG0000666	Prad.g_00294	Syai.g_01610
OG0000667	Prad.g_00290	Syai.g_01724
OG0000668	Prad.g_00260	Syai.g_01436
OG0000669	Prad.g_00253	Syai.g_01251
OG0000670	Prad.g_00251	Syai.g_00561
OG0000671	Prad.g_00249	Syai.g_01255
OG0000672	Prad.g_00247	Syai.g_01259
OG0000673	Prad.g_00244	Syai.g_01262
OG0000674	Prad.g_00242	Syai.g_01264
OG0000675	Prad.g_00241	Syai.g_01265
OG0000676	Prad.g_00239	Syai.g_01275
OG0000677	Prad.g_00238	Syai.g_01276
OG0000678	Prad.g_00236	Syai.g_01279
OG0000679	Prad.g_00232	Syai.g_01288
OG0000680	Prad.g_00231	Syai.g_01289
OG0000681	Prad.g_00228	Syai.g_01292
OG0000682	Prad.g_00227	Syai.g_01293
OG0000683	Prad.g_00226	Syai.g_01294
OG0000684	Prad.g_00224	Syai.g_01299
OG0000685	Prad.g_00222	Syai.g_01301
OG0000686	Prad.g_00221	Syai.g_01302
OG0000687	Prad.g_00220	Syai.g_01303
OG0000688	Prad.g_00217	Syai.g_01307
OG0000689	Prad.g_00216	Syai.g_01309
OG0000690	Prad.g_00215	Syai.g_01310
OG0000691	Prad.g_00214	Syai.g_01311
OG0000692	Prad.g_00212	Syai.g_01312
OG0000693	Prad.g_00211	Syai.g_01313
OG0000694	Prad.g_00210	Syai.g_01314
OG0000695	Prad.g_00208	Syai.g_01553
OG0000696	Prad.g_00207	Syai.g_01552
OG0000697	Prad.g_00206	Syai.g_01550
OG0000698	Prad.g_00203	Syai.g_01547
OG0000699	Prad.g_00202	Syai.g_01545
OG0000700	Prad.g_00201	Syai.g_01544
OG0000701	Prad.g_00200	Syai.g_01543
OG0000702	Prad.g_00198	Syai.g_01521
OG0000703	Prad.g_00197	Syai.g_01520
OG0000704	Prad.g_00196	Syai.g_01518
OG0000705	Prad.g_00192	Syai.g_01511
OG0000706	Prad.g_00191	Syai.g_01510
OG0000707	Prad.g_00190	Syai.g_01509
OG0000708	Prad.g_00189	Syai.g_01506
OG0000709	Prad.g_00185	Syai.g_01497
OG0000710	Prad.g_00182	Syai.g_01487
OG0000711	Prad.g_00165	Syai.g_01456
OG0000712	Prad.g_00163	Syai.g_01454
OG0000713	Prad.g_00162	Syai.g_01453
OG0000714	Prad.g_00161	Syai.g_01451
OG0000715	Prad.g_00159	Syai.g_01449
OG0000716	Prad.g_00157	Syai.g_01445
OG0000717	Prad.g_00156	Syai.g_01444
OG0000718	Prad.g_00144	Syai.g_01440
OG0000719	Prad.g_00142	Syai.g_01438
OG0000720	Prad.g_01039	Syai.g_01425
OG0000721	Prad.g_01037	Syai.g_01423
OG0000722	Prad.g_01036	Syai.g_01422
OG0000723	Prad.g_01033	Syai.g_01411
OG0000724	Prad.g_01023	Syai.g_02013
OG0000725	Prad.g_01017	Syai.g_02004
OG0000726	Prad.g_01016	Syai.g_02003
OG0000727	Prad.g_01015	Syai.g_02002
OG0000728	Prad.g_01013	Syai.g_02000
OG0000729	Prad.g_00970	Syai.g_00097
OG0000730	Prad.g_00635	Syai.g_00483
OG0000731	Prad.g_00639	Syai.g_00495
OG0000732	Prad.g_00649	Syai.g_00058
OG0000733	Prad.g_01988	Syai.g_02805
OG0000734	Prad.g_01511	Syai.g_02548
OG0000735	Prad.g_01509	Syai.g_02159
OG0000736	Prad.g_01508	Syai.g_02158
OG0000737	Prad.g_01507	Syai.g_02157
OG0000738	Prad.g_01503	Syai.g_02152
OG0000739	Prad.g_01502	Syai.g_02151
OG0000740	Prad.g_01501	Syai.g_02150
OG0000741	Prad.g_01500	Syai.g_02147
OG0000742	Prad.g_01497	Syai.g_02145
OG0000743	Prad.g_01495	Syai.g_02143
OG0000744	Prad.g_01494	Syai.g_02142
OG0000745	Prad.g_01493	Syai.g_02140
OG0000746	Prad.g_01491	Syai.g_02138
OG0000747	Prad.g_01490	Syai.g_02137
OG0000748	Prad.g_01487	Syai.g_02125
OG0000749	Prad.g_01486	Syai.g_02123
OG0000750	Prad.g_01485	Syai.g_02122
OG0000751	Prad.g_01483	Syai.g_02116
OG0000752	Prad.g_01481	Syai.g_02114
OG0000753	Prad.g_01478	Syai.g_02111
OG0000754	Prad.g_01475	Syai.g_01750
OG0000755	Prad.g_01472	Syai.g_01760
OG0000756	Prad.g_01470, Prad.g_01471	Syai.g_01761
OG0000757	Prad.g_01464	Syai.g_01769
OG0000758	Prad.g_01463	Syai.g_01770
OG0000759	Prad.g_01462	Syai.g_01771
OG0000760	Prad.g_01461	Syai.g_01772
OG0000761	Prad.g_01460	Syai.g_01775
OG0000762	Prad.g_01459	Syai.g_01777
OG0000763	Prad.g_01457	Syai.g_01779
OG0000764	Prad.g_01456	Syai.g_01780
OG0000765	Prad.g_01447	Syai.g_01797
OG0000766	Prad.g_01446	Syai.g_01798
OG0000767	Prad.g_01444	Syai.g_01800
OG0000768	Prad.g_01443	Syai.g_01801
OG0000769	Prad.g_01441	Syai.g_01803
OG0000770	Prad.g_01439	Syai.g_01822
OG0000771	Prad.g_00076	Syai.g_02019
OG0000772	Prad.g_00341	Syai.g_01639
OG0000773	Prad.g_00361	Syai.g_02164
OG0000774	Prad.g_00363	Syai.g_02168
OG0000775	Prad.g_00365	Syai.g_02172
OG0000776	Prad.g_00366	Syai.g_02173
OG0000777	Prad.g_00631	Syai.g_02174
OG0000778	Prad.g_00630	Syai.g_02175
OG0000779	Prad.g_00626	Syai.g_02181
OG0000780	Prad.g_00625	Syai.g_02184
OG0000781	Prad.g_00622	Syai.g_02188
OG0000782	Prad.g_00621	Syai.g_02189
OG0000783	Prad.g_00620	Syai.g_02190
OG0000784	Prad.g_00619	Syai.g_02191
OG0000785	Prad.g_00617	Syai.g_02193
OG0000786	Prad.g_00615	Syai.g_00816
OG0000787	Prad.g_00614	Syai.g_00815
OG0000788	Prad.g_00607	Syai.g_01117
OG0000789	Prad.g_00604	Syai.g_01596
OG0000790	Prad.g_00589	Syai.g_00623
OG0000791	Prad.g_00587	Syai.g_00621
OG0000792	Prad.g_00586	Syai.g_00620
OG0000793	Prad.g_00583	Syai.g_00615
OG0000794	Prad.g_00582	Syai.g_00614
OG0000795	Prad.g_00581	Syai.g_00613
OG0000796	Prad.g_00577	Syai.g_00609
OG0000797	Prad.g_00576	Syai.g_00608
OG0000799	Prad.g_00533	Syai.g_00996
OG0000800	Prad.g_00532	Syai.g_00993
OG0000801	Prad.g_00531	Syai.g_00992
OG0000802	Prad.g_00529	Syai.g_00988
OG0000803	Prad.g_00527	Syai.g_00983
OG0000804	Prad.g_00526	Syai.g_00980
OG0000805	Prad.g_00524	Syai.g_00965
OG0000806	Prad.g_00522	Syai.g_00963
OG0000807	Prad.g_00521	Syai.g_00961
OG0000808	Prad.g_00520	Syai.g_00960
OG0000809	Prad.g_00517	Syai.g_00957
OG0000810	Prad.g_00516	Syai.g_00956
OG0000811	Prad.g_00512	Syai.g_00950
OG0000812	Prad.g_00510	Syai.g_00948
OG0000813	Prad.g_00509	Syai.g_00947
OG0000814	Prad.g_00507	Syai.g_00945
OG0000815	Prad.g_00506	Syai.g_00944
OG0000816	Prad.g_00504	Syai.g_00942
OG0000817	Prad.g_00503	Syai.g_00941
OG0000818	Prad.g_00498	Syai.g_00935
OG0000819	Prad.g_00497	Syai.g_00934
OG0000820	Prad.g_00496	Syai.g_00933
OG0000821	Prad.g_00491	Syai.g_00916
OG0000822	Prad.g_00490	Syai.g_00914
OG0000823	Prad.g_00489	Syai.g_00913
OG0000824	Prad.g_00486	Syai.g_00907
OG0000825	Prad.g_00485	Syai.g_00906
OG0000826	Prad.g_00484	Syai.g_00905
OG0000827	Prad.g_00483	Syai.g_00904
OG0000828	Prad.g_00480	Syai.g_00900
OG0000829	Prad.g_00479	Syai.g_00899
OG0000830	Prad.g_00478	Syai.g_00898
OG0000831	Prad.g_00476	Syai.g_00896
OG0000832	Prad.g_00470	Syai.g_02296
OG0000833	Prad.g_00462	Syai.g_02305
OG0000834	Prad.g_00461	Syai.g_02307
OG0000835	Prad.g_00460	Syai.g_02308
OG0000836	Prad.g_00459	Syai.g_02312
OG0000837	Prad.g_00458	Syai.g_02313
OG0000838	Prad.g_00456	Syai.g_02323
OG0000839	Prad.g_00455	Syai.g_02324
OG0000840	Prad.g_00454	Syai.g_02325
OG0000841	Prad.g_00453	Syai.g_02326
OG0000842	Prad.g_00452	Syai.g_02327
OG0000843	Prad.g_00451	Syai.g_02328
OG0000844	Prad.g_00450	Syai.g_02330
OG0000845	Prad.g_00449	Syai.g_02331
OG0000846	Prad.g_00448	Syai.g_02332
OG0000847	Prad.g_00447	Syai.g_02333
OG0000848	Prad.g_00446	Syai.g_02335
OG0000849	Prad.g_00445	Syai.g_02336
OG0000850	Prad.g_00443	Syai.g_02339
OG0000851	Prad.g_00442	Syai.g_02352
OG0000852	Prad.g_00441	Syai.g_02353
OG0000853	Prad.g_00437	Syai.g_02357
OG0000854	Prad.g_00435	Syai.g_02359
OG0000855	Prad.g_00434	Syai.g_02360
OG0000856	Prad.g_00419	Syai.g_01078
OG0000857	Prad.g_00388	Syai.g_01356
OG0000858	Prad.g_00947	Syai.g_02366
OG0000859	Prad.g_00946	Syai.g_02367
OG0000860	Prad.g_00939	Syai.g_02380
OG0000861	Prad.g_00938	Syai.g_02381
OG0000862	Prad.g_00937	Syai.g_02382
OG0000863	Prad.g_00935	Syai.g_02385
OG0000864	Prad.g_00934	Syai.g_02386
OG0000865	Prad.g_00933	Syai.g_02387
OG0000866	Prad.g_00932	Syai.g_02388
OG0000867	Prad.g_00931	Syai.g_02389
OG0000868	Prad.g_00930	Syai.g_02392
OG0000869	Prad.g_00926	Syai.g_02396
OG0000870	Prad.g_00921	Syai.g_02401
OG0000871	Prad.g_00920	Syai.g_02402
OG0000872	Prad.g_00919	Syai.g_02409
OG0000873	Prad.g_00916	Syai.g_02412
OG0000874	Prad.g_00913	Syai.g_02408
OG0000875	Prad.g_00912	Syai.g_02416
OG0000876	Prad.g_00911	Syai.g_02243
OG0000877	Prad.g_00909	Syai.g_02250
OG0000878	Prad.g_00908	Syai.g_02251
OG0000879	Prad.g_00907	Syai.g_02252
OG0000880	Prad.g_00906	Syai.g_02253
OG0000881	Prad.g_00902	Syai.g_02257
OG0000882	Prad.g_00897	Syai.g_02262
OG0000883	Prad.g_00895	Syai.g_02264
OG0000884	Prad.g_00893	Syai.g_02266
OG0000885	Prad.g_00892	Syai.g_02267
OG0000886	Prad.g_00891	Syai.g_02268
OG0000887	Prad.g_00890	Syai.g_02269
OG0000888	Prad.g_00888	Syai.g_02271
OG0000889	Prad.g_00886	Syai.g_02273
OG0000890	Prad.g_00885	Syai.g_02279
OG0000891	Prad.g_00884	Syai.g_02280
OG0000892	Prad.g_00882	Syai.g_02282
OG0000893	Prad.g_00879	Syai.g_00318
OG0000894	Prad.g_00877	Syai.g_00321
OG0000895	Prad.g_00874	Syai.g_00325
OG0000896	Prad.g_00873	Syai.g_00326
OG0000897	Prad.g_00871	Syai.g_00328
OG0000898	Prad.g_00870	Syai.g_00329
OG0000899	Prad.g_00869	Syai.g_00330
OG0000900	Prad.g_00868	Syai.g_00331
OG0000901	Prad.g_00865	Syai.g_00336
OG0000902	Prad.g_00863	Syai.g_00338
OG0000903	Prad.g_00860	Syai.g_00353
OG0000904	Prad.g_00858	Syai.g_00348
OG0000905	Prad.g_00853	Syai.g_00342
OG0000906	Prad.g_00852	Syai.g_00340
OG0000907	Prad.g_00849	Syai.g_00358
OG0000908	Prad.g_00846	Syai.g_00361
OG0000909	Prad.g_00845	Syai.g_00362
OG0000910	Prad.g_00844	Syai.g_00363
OG0000911	Prad.g_00842	Syai.g_00365
OG0000912	Prad.g_00841	Syai.g_00366
OG0000913	Prad.g_00840	Syai.g_00367
OG0000914	Prad.g_00839	Syai.g_00368
OG0000915	Prad.g_00838	Syai.g_00370
OG0000916	Prad.g_00837	Syai.g_00371
OG0000917	Prad.g_00836	Syai.g_00372
OG0000918	Prad.g_00835	Syai.g_00373
OG0000919	Prad.g_00834	Syai.g_00374
OG0000920	Prad.g_00833	Syai.g_00375
OG0000921	Prad.g_00832	Syai.g_00376
OG0000922	Prad.g_00831	Syai.g_00377
OG0000923	Prad.g_00827	Syai.g_00381
OG0000924	Prad.g_00826	Syai.g_00382
OG0000925	Prad.g_00825	Syai.g_00383
OG0000926	Prad.g_00824	Syai.g_00384
OG0000927	Prad.g_00822	Syai.g_00386
OG0000928	Prad.g_00821	Syai.g_00387
OG0000929	Prad.g_00820	Syai.g_00388
OG0000930	Prad.g_00819	Syai.g_00389
OG0000931	Prad.g_00818	Syai.g_00390
OG0000932	Prad.g_00817	Syai.g_00391
OG0000933	Prad.g_00813	Syai.g_00397
OG0000934	Prad.g_00811	Syai.g_00399
OG0000935	Prad.g_00810	Syai.g_00400
OG0000936	Prad.g_00809	Syai.g_00401
OG0000937	Prad.g_00808	Syai.g_00402
OG0000938	Prad.g_00806	Syai.g_00405
OG0000939	Prad.g_00805	Syai.g_00406
OG0000940	Prad.g_00798	Syai.g_00413
OG0000941	Prad.g_00796	Syai.g_00415
OG0000942	Prad.g_00794	Syai.g_00417
OG0000943	Prad.g_00793	Syai.g_00418
OG0000944	Prad.g_00792	Syai.g_00420
OG0000945	Prad.g_00791	Syai.g_00422
OG0000946	Prad.g_00787	Syai.g_00428
OG0000947	Prad.g_00785	Syai.g_00431
OG0000948	Prad.g_00784	Syai.g_00432
OG0000949	Prad.g_00781	Syai.g_00174
OG0000950	Prad.g_00776	Syai.g_00163
OG0000951	Prad.g_00772	Syai.g_00158
OG0000952	Prad.g_00768	Syai.g_00136
OG0000953	Prad.g_00765	Syai.g_00132
OG0000954	Prad.g_01641	Syai.g_00127
OG0000955	Prad.g_01640	Syai.g_00126
OG0000956	Prad.g_01638	Syai.g_00124
OG0000957	Prad.g_01633	Syai.g_00113
OG0000958	Prad.g_01632	Syai.g_00112
OG0000959	Prad.g_01628	Syai.g_00108
OG0000960	Prad.g_01627	Syai.g_00107
OG0000961	Prad.g_01625	Syai.g_00100
OG0000962	Prad.g_01623	Syai.g_00098
OG0000963	Prad.g_01620	Syai.g_00094
OG0000964	Prad.g_01619	Syai.g_00093
OG0000965	Prad.g_01618	Syai.g_00092
OG0000966	Prad.g_01611	Syai.g_00082
OG0000967	Prad.g_01607	Syai.g_00077
OG0000968	Prad.g_01605	Syai.g_00085
OG0000969	Prad.g_01604	Syai.g_00080
OG0000970	Prad.g_01603	Syai.g_00079
OG0000971	Prad.g_01602	Syai.g_00074
OG0000972	Prad.g_01601	Syai.g_00073
OG0000973	Prad.g_01600	Syai.g_00072
OG0000974	Prad.g_01599	Syai.g_00071
OG0000975	Prad.g_01598	Syai.g_00070
OG0000976	Prad.g_01597	Syai.g_00069
OG0000977	Prad.g_01596	Syai.g_00067
OG0000978	Prad.g_01595	Syai.g_00065
OG0000979	Prad.g_01592	Syai.g_00062
OG0000980	Prad.g_01590	Syai.g_00059
OG0000981	Prad.g_01588	Syai.g_00056
OG0000982	Prad.g_01586	Syai.g_02777
OG0000983	Prad.g_01585	Syai.g_02778
OG0000984	Prad.g_01584	Syai.g_02779
OG0000985	Prad.g_01581	Syai.g_02781
OG0000986	Prad.g_01579	Syai.g_02784
OG0000987	Prad.g_01578	Syai.g_02786
OG0000988	Prad.g_01575	Syai.g_02790
OG0000989	Prad.g_01571	Syai.g_02797
OG0000990	Prad.g_01568	Syai.g_02825
OG0000991	Prad.g_01567	Syai.g_02827
OG0000992	Prad.g_01565	Syai.g_02830
OG0000993	Prad.g_01564	Syai.g_02831
OG0000994	Prad.g_01563	Syai.g_02834
OG0000995	Prad.g_01559	Syai.g_02840
OG0000996	Prad.g_01558	Syai.g_02891
OG0000997	Prad.g_01557	Syai.g_02900
OG0000998	Prad.g_01555	Syai.g_02902
OG0000999	Prad.g_01554	Syai.g_02903
OG0001000	Prad.g_01551	Syai.g_02906
OG0001001	Prad.g_01549	Syai.g_02911
OG0001002	Prad.g_01545	Syai.g_02918
OG0001003	Prad.g_01544	Syai.g_02919
OG0001004	Prad.g_01543	Syai.g_02920
OG0001005	Prad.g_01542	Syai.g_02921
OG0001006	Prad.g_01538	Syai.g_02931
OG0001007	Prad.g_01536	Syai.g_02933
OG0001008	Prad.g_00070	Syai.g_02227
OG0001009	Prad.g_01959	Syai.g_00034
OG0001010	Prad.g_01958	Syai.g_00035
OG0001011	Prad.g_01957	Syai.g_00037
OG0001012	Prad.g_01944	Syai.g_02773
OG0001013	Prad.g_01938	Syai.g_02750
OG0001014	Prad.g_01935	Syai.g_02726
OG0001015	Prad.g_01934	Syai.g_02725
OG0001016	Prad.g_01920	Syai.g_02479
OG0001017	Prad.g_01916	Syai.g_02485
OG0001018	Prad.g_01913	Syai.g_02487
OG0001019	Prad.g_01904	Syai.g_02508
OG0001020	Prad.g_01903	Syai.g_02516
OG0001021	Prad.g_01902	Syai.g_02523
OG0001022	Prad.g_01899	Syai.g_02528
OG0001023	Prad.g_01898	Syai.g_02529
OG0001024	Prad.g_01895	Syai.g_02533
OG0001025	Prad.g_01889	Syai.g_02540
OG0001026	Prad.g_01882	Syai.g_02550
OG0001027	Prad.g_01881	Syai.g_02555
OG0001028	Prad.g_01879	Syai.g_02557
OG0001029	Prad.g_01878	Syai.g_02559
OG0001030	Prad.g_01863	Syai.g_02580
OG0001031	Prad.g_01805	Syai.g_02656
OG0001032	Prad.g_01804	Syai.g_02658
OG0001033	Prad.g_01783	Syai.g_02685
OG0001034	Prad.g_01755	Syai.g_00537
OG0001035	Prad.g_01737	Syai.g_00295
OG0001036	Prad.g_01732	Syai.g_00290
OG0001037	Prad.g_01731	Syai.g_00288
OG0001038	Prad.g_01713	Syai.g_00261
OG0001039	Prad.g_01710	Syai.g_00258
OG0001040	Prad.g_01708	Syai.g_00255
OG0001041	Prad.g_01704	Syai.g_00250
OG0001042	Prad.g_01687	Syai.g_00225
OG0001043	Prad.g_01686	Syai.g_00221
OG0001044	Prad.g_01658	Syai.g_00485
OG0001045	Prad.g_01649	Syai.g_00498
OG0001046	Prad.g_00730	Syai.g_01471
OG0001047	Prad.g_00068	Syai.g_02225
OG0001048	Prad.g_00067	Syai.g_02224
OG0001049	Prad.g_00065	Syai.g_02215
OG0001050	Prad.g_00064	Syai.g_02214
OG0001051	Prad.g_00063	Syai.g_02213
OG0001052	Prad.g_00036	Syai.g_00861
OG0001053	Prad.g_00024	Syai.g_00641
OG0001054	Prad.g_00131	Syai.g_00658
OG0001055	Prad.g_00112	Syai.g_00679
OG0001056	Prad.g_00093	Syai.g_00713
OG0001057	Prad.g_01331	Syai.g_00721
OG0001058	Prad.g_01339	Syai.g_00734
OG0001059	Prad.g_01343	Syai.g_00738
OG0001060	Prad.g_01350	Syai.g_00744
OG0001061	Prad.g_01363	Syai.g_00765
OG0001062	Prad.g_01365	Syai.g_00767
OG0001063	Prad.g_01367	Syai.g_00774
OG0001064	Prad.g_01368	Syai.g_00775
OG0001065	Prad.g_01369	Syai.g_00776
OG0001066	Prad.g_01370	Syai.g_00777
OG0001067	Prad.g_01371	Syai.g_00778
OG0001068	Prad.g_01372	Syai.g_00779
OG0001069	Prad.g_01373	Syai.g_00780
OG0001070	Prad.g_01376	Syai.g_00783
OG0001071	Prad.g_01377	Syai.g_00784
OG0001072	Prad.g_01379	Syai.g_00788
OG0001073	Prad.g_01393	Syai.g_00807
OG0001074	Prad.g_01404	Syai.g_01051
OG0001075	Prad.g_01405	Syai.g_01053
OG0001076	Prad.g_01413	Syai.g_01069
OG0001077	Prad.g_01417	Syai.g_01081
OG0001078	Prad.g_01425	Syai.g_01105
OG0001079	Prad.g_01221	Syai.g_01118
OG0001080	Prad.g_01227	Syai.g_01606
OG0001081	Prad.g_01229	Syai.g_01222
OG0001082	Prad.g_01230	Syai.g_01223
OG0001083	Prad.g_01235	Syai.g_01230
OG0001084	Prad.g_01236	Syai.g_01231
OG0001085	Prad.g_01244	Syai.g_01241
OG0001086	Prad.g_01245	Syai.g_01243
OG0001087	Prad.g_01262	Syai.g_01953
OG0001088	Prad.g_01263	Syai.g_01957
OG0001089	Prad.g_01271	Syai.g_01996
OG0001090	Prad.g_01050	Syai.g_01387
OG0001091	Prad.g_01052	Syai.g_01389
OG0001092	Prad.g_01053	Syai.g_01391
OG0001093	Prad.g_01058	Syai.g_01397
OG0001094	Prad.g_01140	Syai.g_01315
OG0001096	Prad.g_01172	Syai.g_01371
OG0001097	Prad.g_00303	Syai.g_02057
OG0001098	Prad.g_00288	Syai.g_01603
OG0001099	Prad.g_00256	Syai.g_02558
OG0001100	Prad.g_00252	Syai.g_01253
OG0001101	Prad.g_00250	Syai.g_01254
OG0001102	Prad.g_00248	Syai.g_01257
OG0001103	Prad.g_00246	Syai.g_01260
OG0001104	Prad.g_00223	Syai.g_01300
OG0001105	Prad.g_00219	Syai.g_01304
OG0001106	Prad.g_00195	Syai.g_01517
OG0001107	Prad.g_00188	Syai.g_01505
OG0001108	Prad.g_00184	Syai.g_01496
OG0001109	Prad.g_00183	Syai.g_01488
OG0001110	Prad.g_00181	Syai.g_01486
OG0001111	Prad.g_00180	Syai.g_01484
OG0001112	Prad.g_00179	Syai.g_01482
OG0001113	Prad.g_00178	Syai.g_01481
OG0001114	Prad.g_00177	Syai.g_01480
OG0001115	Prad.g_00175	Syai.g_01476
OG0001116	Prad.g_00174	Syai.g_01474
OG0001117	Prad.g_00173	Syai.g_01473
OG0001118	Prad.g_00172	Syai.g_01472
OG0001119	Prad.g_00171	Syai.g_01470
OG0001120	Prad.g_00169	Syai.g_01466
OG0001121	Prad.g_01991, Prad.g_00166	Syai.g_01676
OG0001122	Prad.g_00141	Syai.g_01437
OG0001123	Prad.g_00137	Syai.g_01430
OG0001124	Prad.g_00135	Syai.g_01428
OG0001125	Prad.g_00134	Syai.g_01426
OG0001126	Prad.g_01030	Syai.g_02021
OG0001127	Prad.g_01029	Syai.g_02020
OG0001128	Prad.g_01026	Syai.g_02017
OG0001129	Prad.g_01025	Syai.g_02015
OG0001130	Prad.g_01024	Syai.g_02014
OG0001131	Prad.g_00990	Syai.g_01281
OG0001132	Prad.g_00981	Syai.g_01620
OG0001133	Prad.g_00655	Syai.g_01072
OG0001134	Prad.g_01989	Syai.g_01745
OG0001136	Prad.g_01499	Syai.g_02146
OG0001137	Prad.g_01488	Syai.g_02126
OG0001138	Prad.g_01469	Syai.g_01763
OG0001139	Prad.g_01468	Syai.g_01765
OG0001140	Prad.g_01467	Syai.g_01766
OG0001141	Prad.g_01466	Syai.g_01767
OG0001142	Prad.g_01465	Syai.g_01768
OG0001143	Prad.g_01458	Syai.g_01778
OG0001144	Prad.g_01453	Syai.g_01788
OG0001145	Prad.g_00362	Syai.g_02165
OG0001146	Prad.g_00624	Syai.g_02185
OG0001147	Prad.g_00608	Syai.g_00869
OG0001148	Prad.g_00592	Syai.g_00626
OG0001149	Prad.g_00591	Syai.g_00625
OG0001150	Prad.g_00590	Syai.g_00624
OG0001151	Prad.g_00579	Syai.g_00611
OG0001152	Prad.g_00578	Syai.g_00610
OG0001153	Prad.g_00482	Syai.g_00903
OG0001154	Prad.g_00481	Syai.g_00901
OG0001155	Prad.g_00469	Syai.g_02298
OG0001156	Prad.g_00466	Syai.g_02301
OG0001157	Prad.g_00465	Syai.g_02302
OG0001158	Prad.g_00464	Syai.g_02303
OG0001159	Prad.g_00463	Syai.g_02304
OG0001160	Prad.g_00439	Syai.g_02355
OG0001161	Prad.g_00426	Syai.g_02803
OG0001162	Prad.g_00415	Syai.g_01374
OG0001163	Prad.g_00949	Syai.g_02363
OG0001164	Prad.g_00945	Syai.g_02369
OG0001165	Prad.g_00942	Syai.g_02374
OG0001166	Prad.g_00922	Syai.g_02400
OG0001167	Prad.g_00905	Syai.g_02254
OG0001168	Prad.g_00903	Syai.g_02256
OG0001169	Prad.g_00901	Syai.g_02258
OG0001170	Prad.g_00899	Syai.g_02260
OG0001171	Prad.g_00889	Syai.g_02270
OG0001172	Prad.g_00876	Syai.g_00323
OG0001173	Prad.g_00875	Syai.g_00324
