Orthogroup	Prad	Syaf
OG0000571	Prad.g_01362	Syaf.g_02591
OG0000572	Prad.g_01375	Syaf.g_02575
OG0000573	Prad.g_01381	Syaf.g_02567
OG0000574	Prad.g_01382	Syaf.g_02566
OG0000575	Prad.g_01386	Syaf.g_02562
OG0000576	Prad.g_01388	Syaf.g_02560
OG0000577	Prad.g_01389	Syaf.g_02559
OG0000578	Prad.g_01390	Syaf.g_02558
OG0000579	Prad.g_01391	Syaf.g_02557
OG0000580	Prad.g_01392	Syaf.g_02556
OG0000581	Prad.g_01394	Syaf.g_02550
OG0000582	Prad.g_01397	Syaf.g_02374
OG0000583	Prad.g_01398	Syaf.g_02373
OG0000584	Prad.g_01399	Syaf.g_02372
OG0000585	Prad.g_01401	Syaf.g_02370
OG0000586	Prad.g_01402	Syaf.g_02369
OG0000587	Prad.g_01403	Syaf.g_02367
OG0000588	Prad.g_01407	Syaf.g_02350
OG0000589	Prad.g_01410	Syaf.g_02340
OG0000590	Prad.g_01411	Syaf.g_02339
OG0000591	Prad.g_01414	Syaf.g_02331
OG0000592	Prad.g_01415	Syaf.g_02330
OG0000593	Prad.g_01421	Syaf.g_02314
OG0000594	Prad.g_01422	Syaf.g_02313
OG0000595	Prad.g_01423	Syaf.g_02312
OG0000596	Prad.g_01427	Syaf.g_02307
OG0000597	Prad.g_01429	Syaf.g_02304
OG0000598	Prad.g_01430	Syaf.g_02303
OG0000599	Prad.g_01433	Syaf.g_02300
OG0000600	Prad.g_01219	Syaf.g_02299
OG0000601	Prad.g_01220	Syaf.g_02298
OG0000602	Prad.g_01222	Syaf.g_02293
OG0000603	Prad.g_01223	Syaf.g_02292
OG0000604	Prad.g_01224	Syaf.g_02289
OG0000605	Prad.g_01225	Syaf.g_01734
OG0000606	Prad.g_01228	Syaf.g_02145
OG0000607	Prad.g_01231	Syaf.g_02142
OG0000608	Prad.g_01232	Syaf.g_02141
OG0000609	Prad.g_01233	Syaf.g_02139
OG0000610	Prad.g_01238	Syaf.g_02132
OG0000611	Prad.g_01241	Syaf.g_02129
OG0000612	Prad.g_01242	Syaf.g_02128
OG0000613	Prad.g_01247	Syaf.g_00315
OG0000614	Prad.g_01266	Syaf.g_01469
OG0000615	Prad.g_01274	Syaf.g_02085
OG0000616	Prad.g_01278	Syaf.g_00518
OG0000617	Prad.g_01055	Syaf.g_01975
OG0000618	Prad.g_01056	Syaf.g_01974
OG0000619	Prad.g_01057	Syaf.g_01973
OG0000620	Prad.g_01060	Syaf.g_01966
OG0000621	Prad.g_01061	Syaf.g_01965
OG0000622	Prad.g_01062	Syaf.g_01964
OG0000623	Prad.g_01063	Syaf.g_01963
OG0000624	Prad.g_01064	Syaf.g_01961
OG0000625	Prad.g_01065	Syaf.g_01960
OG0000626	Prad.g_01066	Syaf.g_01959
OG0000627	Prad.g_01067	Syaf.g_01782
OG0000628	Prad.g_01068	Syaf.g_01783
OG0000629	Prad.g_01069	Syaf.g_01786
OG0000630	Prad.g_01072	Syaf.g_01790
OG0000631	Prad.g_01137	Syaf.g_01801
OG0000632	Prad.g_01138	Syaf.g_01802
OG0000633	Prad.g_01139	Syaf.g_01803
OG0000634	Prad.g_01142	Syaf.g_02053
OG0000635	Prad.g_01143	Syaf.g_02052
OG0000636	Prad.g_01145	Syaf.g_02050
OG0000637	Prad.g_01147	Syaf.g_02048
OG0000638	Prad.g_01148	Syaf.g_02047
OG0000639	Prad.g_01149	Syaf.g_02046
OG0000640	Prad.g_01150	Syaf.g_02045
OG0000641	Prad.g_01154	Syaf.g_02041
OG0000642	Prad.g_01155	Syaf.g_02040
OG0000643	Prad.g_01156	Syaf.g_02038
OG0000644	Prad.g_01157	Syaf.g_02037
OG0000645	Prad.g_01158	Syaf.g_02035
OG0000646	Prad.g_01160	Syaf.g_02032
OG0000647	Prad.g_01161	Syaf.g_02030
OG0000648	Prad.g_01163	Syaf.g_02027
OG0000649	Prad.g_01164	Syaf.g_02026
OG0000650	Prad.g_01165	Syaf.g_02025
OG0000651	Prad.g_01166	Syaf.g_02024
OG0000652	Prad.g_01167	Syaf.g_02023
OG0000653	Prad.g_01169	Syaf.g_02021
OG0000654	Prad.g_01170	Syaf.g_02020
OG0000655	Prad.g_01171	Syaf.g_02019
OG0000656	Prad.g_01174	Syaf.g_02016
OG0000657	Prad.g_01182	Syaf.g_01384
OG0000658	Prad.g_01183	Syaf.g_01381
OG0000659	Prad.g_01184	Syaf.g_01380
OG0000660	Prad.g_00306	Syaf.g_01376
OG0000661	Prad.g_00304	Syaf.g_01374
OG0000662	Prad.g_00302	Syaf.g_01372
OG0000663	Prad.g_00300	Syaf.g_01369
OG0000664	Prad.g_00299	Syaf.g_01368
OG0000665	Prad.g_00295	Syaf.g_00980
OG0000666	Prad.g_00294	Syaf.g_01733
OG0000667	Prad.g_00290	Syaf.g_01635
OG0000668	Prad.g_00260	Syaf.g_01928
OG0000669	Prad.g_00253	Syaf.g_02112
OG0000670	Prad.g_00251	Syaf.g_02769
OG0000671	Prad.g_00249	Syaf.g_02108
OG0000672	Prad.g_00247	Syaf.g_02105
OG0000673	Prad.g_00244	Syaf.g_02102
OG0000674	Prad.g_00242	Syaf.g_02100
OG0000675	Prad.g_00241	Syaf.g_02099
OG0000676	Prad.g_00239	Syaf.g_02097
OG0000677	Prad.g_00238	Syaf.g_02096
OG0000678	Prad.g_00236	Syaf.g_02092
OG0000679	Prad.g_00232	Syaf.g_02083
OG0000680	Prad.g_00231	Syaf.g_02082
OG0000681	Prad.g_00228	Syaf.g_02079
OG0000682	Prad.g_00227	Syaf.g_02078
OG0000683	Prad.g_00226	Syaf.g_02077
OG0000684	Prad.g_00224	Syaf.g_02072
OG0000685	Prad.g_00222	Syaf.g_02070
OG0000686	Prad.g_00221	Syaf.g_02069
OG0000687	Prad.g_00220	Syaf.g_02068
OG0000688	Prad.g_00217	Syaf.g_02063
OG0000689	Prad.g_00216	Syaf.g_02061
OG0000690	Prad.g_00215	Syaf.g_02060
OG0000691	Prad.g_00214	Syaf.g_02059
OG0000692	Prad.g_00212	Syaf.g_02058
OG0000693	Prad.g_00211	Syaf.g_02057
OG0000694	Prad.g_00210	Syaf.g_02056
OG0000695	Prad.g_00208	Syaf.g_01805
OG0000696	Prad.g_00207	Syaf.g_01806
OG0000697	Prad.g_00206	Syaf.g_01808
OG0000698	Prad.g_00203	Syaf.g_01811
OG0000699	Prad.g_00202	Syaf.g_01813
OG0000700	Prad.g_00201	Syaf.g_01814
OG0000701	Prad.g_00200	Syaf.g_01815
OG0000702	Prad.g_00198	Syaf.g_01843
OG0000703	Prad.g_00197	Syaf.g_01844
OG0000704	Prad.g_00196	Syaf.g_01846
OG0000705	Prad.g_00192	Syaf.g_01853
OG0000706	Prad.g_00191	Syaf.g_01854
OG0000707	Prad.g_00190	Syaf.g_01855
OG0000708	Prad.g_00189	Syaf.g_01858
OG0000709	Prad.g_00185	Syaf.g_01867
OG0000710	Prad.g_00182	Syaf.g_01878
OG0000711	Prad.g_00165	Syaf.g_01908
OG0000712	Prad.g_00163	Syaf.g_01910
OG0000713	Prad.g_00162	Syaf.g_01911
OG0000714	Prad.g_00161	Syaf.g_01913
OG0000715	Prad.g_00159	Syaf.g_01915
OG0000716	Prad.g_00157	Syaf.g_01919
OG0000717	Prad.g_00156	Syaf.g_01920
OG0000718	Prad.g_00144	Syaf.g_01924
OG0000719	Prad.g_00142	Syaf.g_01926
OG0000720	Prad.g_01039	Syaf.g_01939
OG0000721	Prad.g_01037	Syaf.g_01941
OG0000722	Prad.g_01036	Syaf.g_01942
OG0000723	Prad.g_01033	Syaf.g_01957
OG0000724	Prad.g_01023	Syaf.g_01418
OG0000725	Prad.g_01017	Syaf.g_01445
OG0000726	Prad.g_01016	Syaf.g_01446
OG0000727	Prad.g_01015	Syaf.g_01447
OG0000728	Prad.g_01013	Syaf.g_01449
OG0000729	Prad.g_00970	Syaf.g_00405
OG0000730	Prad.g_00635	Syaf.g_00026
OG0000731	Prad.g_00639	Syaf.g_00014
OG0000732	Prad.g_00649	Syaf.g_00444
OG0000733	Prad.g_01988	Syaf.g_00615
OG0000734	Prad.g_01511	Syaf.g_00895
OG0000735	Prad.g_01509	Syaf.g_01273
OG0000736	Prad.g_01508	Syaf.g_01274
OG0000737	Prad.g_01507	Syaf.g_01275
OG0000738	Prad.g_01503	Syaf.g_01280
OG0000739	Prad.g_01502	Syaf.g_01281
OG0000740	Prad.g_01501	Syaf.g_01282
OG0000741	Prad.g_01500	Syaf.g_01285
OG0000742	Prad.g_01497	Syaf.g_01287
OG0000743	Prad.g_01495	Syaf.g_01289
OG0000744	Prad.g_01494	Syaf.g_01290
OG0000745	Prad.g_01493	Syaf.g_01293
OG0000746	Prad.g_01491	Syaf.g_01295
OG0000747	Prad.g_01490	Syaf.g_01296
OG0000748	Prad.g_01487	Syaf.g_01307
OG0000749	Prad.g_01486	Syaf.g_01309
OG0000750	Prad.g_01485	Syaf.g_01310
OG0000751	Prad.g_01483	Syaf.g_01317
OG0000752	Prad.g_01481	Syaf.g_01319
OG0000753	Prad.g_01478	Syaf.g_01322
OG0000754	Prad.g_01475	Syaf.g_01611
OG0000755	Prad.g_01472	Syaf.g_01599
OG0000756	Prad.g_01470, Prad.g_01471	Syaf.g_01598
OG0000757	Prad.g_01464	Syaf.g_01590
OG0000758	Prad.g_01463	Syaf.g_01589
OG0000759	Prad.g_01462	Syaf.g_01588
OG0000760	Prad.g_01461	Syaf.g_01587
OG0000761	Prad.g_01460	Syaf.g_01586
OG0000762	Prad.g_01459	Syaf.g_01584
OG0000763	Prad.g_01457	Syaf.g_01582
OG0000764	Prad.g_01456	Syaf.g_01581
OG0000765	Prad.g_01447	Syaf.g_01564
OG0000766	Prad.g_01446	Syaf.g_01563
OG0000767	Prad.g_01444	Syaf.g_01561
OG0000768	Prad.g_01443	Syaf.g_01560
OG0000769	Prad.g_01441	Syaf.g_01558
OG0000770	Prad.g_01439	Syaf.g_01553
OG0000771	Prad.g_00076	Syaf.g_01411
OG0000772	Prad.g_00341	Syaf.g_01705
OG0000773	Prad.g_00361	Syaf.g_01268
OG0000774	Prad.g_00363	Syaf.g_01263
OG0000775	Prad.g_00365	Syaf.g_01261
OG0000776	Prad.g_00366	Syaf.g_01260
OG0000777	Prad.g_00631	Syaf.g_01259
OG0000778	Prad.g_00630	Syaf.g_01258
OG0000779	Prad.g_00626	Syaf.g_01252
OG0000780	Prad.g_00625	Syaf.g_01249
OG0000781	Prad.g_00622	Syaf.g_01245
OG0000782	Prad.g_00621	Syaf.g_01244
OG0000783	Prad.g_00620	Syaf.g_01243
OG0000784	Prad.g_00619	Syaf.g_01242
OG0000785	Prad.g_00617	Syaf.g_01240
OG0000786	Prad.g_00615	Syaf.g_02546
OG0000787	Prad.g_00614	Syaf.g_02547
OG0000788	Prad.g_00607	Syaf.g_02297
OG0000789	Prad.g_00604	Syaf.g_01750
OG0000790	Prad.g_00589	Syaf.g_02738
OG0000791	Prad.g_00587	Syaf.g_02740
OG0000792	Prad.g_00586	Syaf.g_02741
OG0000793	Prad.g_00583	Syaf.g_02746
OG0000794	Prad.g_00582	Syaf.g_02747
OG0000795	Prad.g_00581	Syaf.g_02748
OG0000796	Prad.g_00577	Syaf.g_02752
OG0000797	Prad.g_00576	Syaf.g_02753
OG0000799	Prad.g_00533	Syaf.g_02380
OG0000800	Prad.g_00532	Syaf.g_02383
OG0000801	Prad.g_00531	Syaf.g_02384
OG0000802	Prad.g_00529	Syaf.g_02388
OG0000803	Prad.g_00527	Syaf.g_02393
OG0000804	Prad.g_00526	Syaf.g_02396
OG0000805	Prad.g_00524	Syaf.g_02398
OG0000806	Prad.g_00522	Syaf.g_02405
OG0000807	Prad.g_00521	Syaf.g_02406
OG0000808	Prad.g_00520	Syaf.g_02407
OG0000809	Prad.g_00517	Syaf.g_02410
OG0000810	Prad.g_00516	Syaf.g_02411
OG0000811	Prad.g_00512	Syaf.g_02420
OG0000812	Prad.g_00510	Syaf.g_02422
OG0000813	Prad.g_00509	Syaf.g_02423
OG0000814	Prad.g_00507	Syaf.g_02425
OG0000815	Prad.g_00506	Syaf.g_02426
OG0000816	Prad.g_00504	Syaf.g_02428
OG0000817	Prad.g_00503	Syaf.g_02429
OG0000818	Prad.g_00498	Syaf.g_02442
OG0000819	Prad.g_00497	Syaf.g_02443
OG0000820	Prad.g_00496	Syaf.g_02444
OG0000821	Prad.g_00491	Syaf.g_02450
OG0000822	Prad.g_00490	Syaf.g_02452
OG0000823	Prad.g_00489	Syaf.g_02453
OG0000824	Prad.g_00486	Syaf.g_02459
OG0000825	Prad.g_00485	Syaf.g_02460
OG0000826	Prad.g_00484	Syaf.g_02461
OG0000827	Prad.g_00483	Syaf.g_02462
OG0000828	Prad.g_00480	Syaf.g_02465
OG0000829	Prad.g_00479	Syaf.g_02466
OG0000830	Prad.g_00478	Syaf.g_02467
OG0000831	Prad.g_00476	Syaf.g_02470
OG0000832	Prad.g_00470	Syaf.g_01109
OG0000833	Prad.g_00462	Syaf.g_01100
OG0000834	Prad.g_00461	Syaf.g_01098
OG0000835	Prad.g_00460	Syaf.g_01097
OG0000836	Prad.g_00459	Syaf.g_01093
OG0000837	Prad.g_00458	Syaf.g_01091
OG0000838	Prad.g_00456	Syaf.g_01087
OG0000839	Prad.g_00455	Syaf.g_01086
OG0000840	Prad.g_00454	Syaf.g_01085
OG0000841	Prad.g_00453	Syaf.g_01084
OG0000842	Prad.g_00452	Syaf.g_01083
OG0000843	Prad.g_00451	Syaf.g_01082
OG0000844	Prad.g_00450	Syaf.g_01080
OG0000845	Prad.g_00449	Syaf.g_01079
OG0000846	Prad.g_00448	Syaf.g_01078
OG0000847	Prad.g_00447	Syaf.g_01077
OG0000848	Prad.g_00446	Syaf.g_01075
OG0000849	Prad.g_00445	Syaf.g_01074
OG0000850	Prad.g_00443	Syaf.g_01072
OG0000851	Prad.g_00442	Syaf.g_01061
OG0000852	Prad.g_00441	Syaf.g_01060
OG0000853	Prad.g_00437	Syaf.g_01056
OG0000854	Prad.g_00435	Syaf.g_01054
OG0000855	Prad.g_00434	Syaf.g_01053
OG0000856	Prad.g_00419	Syaf.g_02328
OG0000857	Prad.g_00388	Syaf.g_02031
OG0000858	Prad.g_00947	Syaf.g_01047
OG0000859	Prad.g_00946	Syaf.g_01046
OG0000860	Prad.g_00939	Syaf.g_01031
OG0000861	Prad.g_00938	Syaf.g_01030
OG0000862	Prad.g_00937	Syaf.g_01029
OG0000863	Prad.g_00935	Syaf.g_01026
OG0000864	Prad.g_00934	Syaf.g_01025
OG0000865	Prad.g_00933	Syaf.g_01024
OG0000866	Prad.g_00932	Syaf.g_01023
OG0000867	Prad.g_00931	Syaf.g_01022
OG0000868	Prad.g_00930	Syaf.g_01019
OG0000869	Prad.g_00926	Syaf.g_01014
OG0000870	Prad.g_00921	Syaf.g_01009
OG0000871	Prad.g_00920	Syaf.g_01008
OG0000872	Prad.g_00919	Syaf.g_01001
OG0000873	Prad.g_00916	Syaf.g_00998
OG0000874	Prad.g_00913	Syaf.g_01002
OG0000875	Prad.g_00912	Syaf.g_00996
OG0000876	Prad.g_00911	Syaf.g_01198
OG0000877	Prad.g_00909	Syaf.g_01188
OG0000878	Prad.g_00908	Syaf.g_01187
OG0000879	Prad.g_00907	Syaf.g_01186
OG0000880	Prad.g_00906	Syaf.g_01185
OG0000881	Prad.g_00902	Syaf.g_01179
OG0000882	Prad.g_00897	Syaf.g_01174
OG0000883	Prad.g_00895	Syaf.g_01172
OG0000884	Prad.g_00893	Syaf.g_01170
OG0000885	Prad.g_00892	Syaf.g_01169
OG0000886	Prad.g_00891	Syaf.g_01168
OG0000887	Prad.g_00890	Syaf.g_01167
OG0000888	Prad.g_00888	Syaf.g_01165
OG0000889	Prad.g_00886	Syaf.g_01163
OG0000890	Prad.g_00885	Syaf.g_01157
OG0000891	Prad.g_00884	Syaf.g_01156
OG0000892	Prad.g_00882	Syaf.g_01154
OG0000893	Prad.g_00879	Syaf.g_00178
OG0000894	Prad.g_00877	Syaf.g_00175
OG0000895	Prad.g_00874	Syaf.g_00171
OG0000896	Prad.g_00873	Syaf.g_00170
OG0000897	Prad.g_00871	Syaf.g_00168
OG0000898	Prad.g_00870	Syaf.g_00167
OG0000899	Prad.g_00869	Syaf.g_00166
OG0000900	Prad.g_00868	Syaf.g_00165
OG0000901	Prad.g_00865	Syaf.g_00160
OG0000902	Prad.g_00863	Syaf.g_00158
OG0000903	Prad.g_00860	Syaf.g_00141
OG0000904	Prad.g_00858	Syaf.g_00146
OG0000905	Prad.g_00853	Syaf.g_00151
OG0000906	Prad.g_00852	Syaf.g_00154
OG0000907	Prad.g_00849	Syaf.g_00139
OG0000908	Prad.g_00846	Syaf.g_00136
OG0000909	Prad.g_00845	Syaf.g_00135
OG0000910	Prad.g_00844	Syaf.g_00134
OG0000911	Prad.g_00842	Syaf.g_00132
OG0000912	Prad.g_00841	Syaf.g_00131
OG0000913	Prad.g_00840	Syaf.g_00130
OG0000914	Prad.g_00839	Syaf.g_00129
OG0000915	Prad.g_00838	Syaf.g_00127
OG0000916	Prad.g_00837	Syaf.g_00126
OG0000917	Prad.g_00836	Syaf.g_00125
OG0000918	Prad.g_00835	Syaf.g_00124
OG0000919	Prad.g_00834	Syaf.g_00123
OG0000920	Prad.g_00833	Syaf.g_00122
OG0000921	Prad.g_00832	Syaf.g_00121
OG0000922	Prad.g_00831	Syaf.g_00120
OG0000923	Prad.g_00827	Syaf.g_00116
OG0000924	Prad.g_00826	Syaf.g_00115
OG0000925	Prad.g_00825	Syaf.g_00114
OG0000926	Prad.g_00824	Syaf.g_00113
OG0000927	Prad.g_00822	Syaf.g_00111
OG0000928	Prad.g_00821	Syaf.g_00110
OG0000929	Prad.g_00820	Syaf.g_00109
OG0000930	Prad.g_00819	Syaf.g_00108
OG0000931	Prad.g_00818	Syaf.g_00107
OG0000932	Prad.g_00817	Syaf.g_00106
OG0000933	Prad.g_00813	Syaf.g_00100
OG0000934	Prad.g_00811	Syaf.g_00098
OG0000935	Prad.g_00810	Syaf.g_00097
OG0000936	Prad.g_00809	Syaf.g_00096
OG0000937	Prad.g_00808	Syaf.g_00095
OG0000938	Prad.g_00806	Syaf.g_00092
OG0000939	Prad.g_00805	Syaf.g_00091
OG0000940	Prad.g_00798	Syaf.g_00084
OG0000941	Prad.g_00796	Syaf.g_00082
OG0000942	Prad.g_00794	Syaf.g_00080
OG0000943	Prad.g_00793	Syaf.g_00079
OG0000944	Prad.g_00792	Syaf.g_00077
OG0000945	Prad.g_00791	Syaf.g_00075
OG0000946	Prad.g_00787	Syaf.g_00070
OG0000947	Prad.g_00785	Syaf.g_00067
OG0000948	Prad.g_00784	Syaf.g_00066
OG0000949	Prad.g_00781	Syaf.g_00337
OG0000950	Prad.g_00776	Syaf.g_00351
OG0000951	Prad.g_00772	Syaf.g_00358
OG0000952	Prad.g_00768	Syaf.g_00363
OG0000953	Prad.g_00765	Syaf.g_00367
OG0000954	Prad.g_01641	Syaf.g_00372
OG0000955	Prad.g_01640	Syaf.g_00373
OG0000956	Prad.g_01638	Syaf.g_00375
OG0000957	Prad.g_01633	Syaf.g_00386
OG0000958	Prad.g_01632	Syaf.g_00387
OG0000959	Prad.g_01628	Syaf.g_00391
OG0000960	Prad.g_01627	Syaf.g_00392
OG0000961	Prad.g_01625	Syaf.g_00402
OG0000962	Prad.g_01623	Syaf.g_00404
OG0000963	Prad.g_01620	Syaf.g_00409
OG0000964	Prad.g_01619	Syaf.g_00410
OG0000965	Prad.g_01618	Syaf.g_00411
OG0000966	Prad.g_01611	Syaf.g_00421
OG0000967	Prad.g_01607	Syaf.g_00426
OG0000968	Prad.g_01605	Syaf.g_00417
OG0000969	Prad.g_01604	Syaf.g_00423
OG0000970	Prad.g_01603	Syaf.g_00424
OG0000971	Prad.g_01602	Syaf.g_00429
OG0000972	Prad.g_01601	Syaf.g_00430
OG0000973	Prad.g_01600	Syaf.g_00431
OG0000974	Prad.g_01599	Syaf.g_00432
OG0000975	Prad.g_01598	Syaf.g_00433
OG0000976	Prad.g_01597	Syaf.g_00434
OG0000977	Prad.g_01596	Syaf.g_00436
OG0000978	Prad.g_01595	Syaf.g_00437
OG0000979	Prad.g_01592	Syaf.g_00440
OG0000980	Prad.g_01590	Syaf.g_00443
OG0000981	Prad.g_01588	Syaf.g_00446
OG0000982	Prad.g_01586	Syaf.g_00645
OG0000983	Prad.g_01585	Syaf.g_00644
OG0000984	Prad.g_01584	Syaf.g_00643
OG0000985	Prad.g_01581	Syaf.g_00641
OG0000986	Prad.g_01579	Syaf.g_00639
OG0000987	Prad.g_01578	Syaf.g_00637
OG0000988	Prad.g_01575	Syaf.g_00633
OG0000989	Prad.g_01571	Syaf.g_00624
OG0000990	Prad.g_01568	Syaf.g_00606
OG0000991	Prad.g_01567	Syaf.g_00604
OG0000992	Prad.g_01565	Syaf.g_00601
OG0000993	Prad.g_01564	Syaf.g_00600
OG0000994	Prad.g_01563	Syaf.g_00597
OG0000995	Prad.g_01559	Syaf.g_00592
OG0000996	Prad.g_01558	Syaf.g_00543
OG0000997	Prad.g_01557	Syaf.g_00532
OG0000998	Prad.g_01555	Syaf.g_00530
OG0000999	Prad.g_01554	Syaf.g_00529
OG0001000	Prad.g_01551	Syaf.g_00526
OG0001001	Prad.g_01549	Syaf.g_00521
OG0001002	Prad.g_01545	Syaf.g_00515
OG0001003	Prad.g_01544	Syaf.g_00514
OG0001004	Prad.g_01543	Syaf.g_00513
OG0001005	Prad.g_01542	Syaf.g_00510
OG0001006	Prad.g_01538	Syaf.g_00500
OG0001007	Prad.g_01536	Syaf.g_00498
OG0001008	Prad.g_00070	Syaf.g_01215
OG0001009	Prad.g_01959	Syaf.g_00466
OG0001010	Prad.g_01958	Syaf.g_00465
OG0001011	Prad.g_01957	Syaf.g_00463
OG0001012	Prad.g_01944	Syaf.g_00649
OG0001013	Prad.g_01938	Syaf.g_00669
OG0001014	Prad.g_01935	Syaf.g_00691
OG0001015	Prad.g_01934	Syaf.g_00692
OG0001016	Prad.g_01920	Syaf.g_00958
OG0001017	Prad.g_01916	Syaf.g_00952
OG0001018	Prad.g_01913	Syaf.g_00950
OG0001019	Prad.g_01904	Syaf.g_00931
OG0001020	Prad.g_01903	Syaf.g_00926
OG0001021	Prad.g_01902	Syaf.g_00922
OG0001022	Prad.g_01899	Syaf.g_00918
OG0001023	Prad.g_01898	Syaf.g_00917
OG0001024	Prad.g_01895	Syaf.g_00913
OG0001025	Prad.g_01889	Syaf.g_00906
OG0001026	Prad.g_01882	Syaf.g_00893
OG0001027	Prad.g_01881	Syaf.g_00884
OG0001028	Prad.g_01879	Syaf.g_00882
OG0001029	Prad.g_01878	Syaf.g_00880
OG0001030	Prad.g_01863	Syaf.g_00860
OG0001031	Prad.g_01805	Syaf.g_00784
OG0001032	Prad.g_01804	Syaf.g_00781
OG0001034	Prad.g_01755	Syaf.g_02787
OG0001035	Prad.g_01737	Syaf.g_00207
OG0001036	Prad.g_01732	Syaf.g_00212
OG0001037	Prad.g_01731	Syaf.g_00214
OG0001038	Prad.g_01713	Syaf.g_00242
OG0001039	Prad.g_01710	Syaf.g_00245
OG0001040	Prad.g_01708	Syaf.g_00248
OG0001041	Prad.g_01704	Syaf.g_00253
OG0001042	Prad.g_01687	Syaf.g_00275
OG0001043	Prad.g_01686	Syaf.g_00279
OG0001044	Prad.g_01658	Syaf.g_00024
OG0001045	Prad.g_01649	Syaf.g_00011
OG0001046	Prad.g_00730	Syaf.g_01894
OG0001047	Prad.g_00068	Syaf.g_01217
OG0001048	Prad.g_00067	Syaf.g_01218
OG0001049	Prad.g_00065	Syaf.g_01226
OG0001050	Prad.g_00064	Syaf.g_01227
OG0001051	Prad.g_00063	Syaf.g_01228
OG0001052	Prad.g_00036	Syaf.g_02502
OG0001053	Prad.g_00024	Syaf.g_02718
OG0001054	Prad.g_00131	Syaf.g_02701
OG0001056	Prad.g_00093	Syaf.g_02649
OG0001057	Prad.g_01331	Syaf.g_02638
OG0001058	Prad.g_01339	Syaf.g_02624
OG0001059	Prad.g_01343	Syaf.g_02620
OG0001060	Prad.g_01350	Syaf.g_02614
OG0001061	Prad.g_01363	Syaf.g_02590
OG0001062	Prad.g_01365	Syaf.g_02588
OG0001063	Prad.g_01367	Syaf.g_02583
OG0001064	Prad.g_01368	Syaf.g_02582
OG0001065	Prad.g_01369	Syaf.g_02581
OG0001066	Prad.g_01370	Syaf.g_02580
OG0001067	Prad.g_01371	Syaf.g_02579
OG0001068	Prad.g_01372	Syaf.g_02578
OG0001069	Prad.g_01373	Syaf.g_02577
OG0001070	Prad.g_01376	Syaf.g_02574
OG0001071	Prad.g_01377	Syaf.g_02573
OG0001072	Prad.g_01379	Syaf.g_02569
OG0001073	Prad.g_01393	Syaf.g_02555
OG0001074	Prad.g_01404	Syaf.g_02365
OG0001075	Prad.g_01405	Syaf.g_02363
OG0001076	Prad.g_01413	Syaf.g_02337
OG0001077	Prad.g_01417	Syaf.g_02325
OG0001078	Prad.g_01425	Syaf.g_02309
OG0001079	Prad.g_01221	Syaf.g_02296
OG0001080	Prad.g_01227	Syaf.g_01740
OG0001081	Prad.g_01229	Syaf.g_02144
OG0001082	Prad.g_01230	Syaf.g_02143
OG0001083	Prad.g_01235	Syaf.g_02136
OG0001084	Prad.g_01236	Syaf.g_02135
OG0001085	Prad.g_01244	Syaf.g_02125
OG0001086	Prad.g_01245	Syaf.g_02123
OG0001087	Prad.g_01262	Syaf.g_01482
OG0001088	Prad.g_01263	Syaf.g_01478
OG0001089	Prad.g_01271	Syaf.g_01453
OG0001090	Prad.g_01050	Syaf.g_01981
OG0001091	Prad.g_01052	Syaf.g_01979
OG0001092	Prad.g_01053	Syaf.g_01977
OG0001093	Prad.g_01058	Syaf.g_01971
OG0001094	Prad.g_01140	Syaf.g_02055
OG0001095	Prad.g_01159	Syaf.g_02034
OG0001096	Prad.g_01172	Syaf.g_02018
OG0001097	Prad.g_00303	Syaf.g_01373
OG0001098	Prad.g_00288	Syaf.g_01743
OG0001099	Prad.g_00256	Syaf.g_00881
OG0001100	Prad.g_00252	Syaf.g_02110
OG0001101	Prad.g_00250	Syaf.g_02109
OG0001102	Prad.g_00248	Syaf.g_02106
OG0001103	Prad.g_00246	Syaf.g_02104
OG0001104	Prad.g_00223	Syaf.g_02071
OG0001105	Prad.g_00219	Syaf.g_02067
OG0001106	Prad.g_00195	Syaf.g_01847
OG0001107	Prad.g_00188	Syaf.g_01859
OG0001108	Prad.g_00184	Syaf.g_01868
OG0001109	Prad.g_00183	Syaf.g_01877
OG0001110	Prad.g_00181	Syaf.g_01879
OG0001111	Prad.g_00180	Syaf.g_01881
OG0001112	Prad.g_00179	Syaf.g_01883
OG0001113	Prad.g_00178	Syaf.g_01884
OG0001114	Prad.g_00177	Syaf.g_01885
OG0001115	Prad.g_00175	Syaf.g_01889
OG0001116	Prad.g_00174	Syaf.g_01891
OG0001117	Prad.g_00173	Syaf.g_01892
OG0001118	Prad.g_00172	Syaf.g_01893
OG0001119	Prad.g_00171	Syaf.g_01895
OG0001120	Prad.g_00169	Syaf.g_01899
OG0001122	Prad.g_00141	Syaf.g_01927
OG0001123	Prad.g_00137	Syaf.g_01934
OG0001124	Prad.g_00135	Syaf.g_01936
OG0001125	Prad.g_00134	Syaf.g_01938
OG0001126	Prad.g_01030	Syaf.g_01409
OG0001127	Prad.g_01029	Syaf.g_01410
OG0001128	Prad.g_01026	Syaf.g_01413
OG0001129	Prad.g_01025	Syaf.g_01415
OG0001130	Prad.g_01024	Syaf.g_01416
OG0001131	Prad.g_00990	Syaf.g_02090
OG0001132	Prad.g_00981	Syaf.g_01722
OG0001133	Prad.g_00655	Syaf.g_02334
