Orthogroup	Prad	Syah
OG0000594	Prad.g_01422	Syah.g_01938
OG0000595	Prad.g_01423	Syah.g_01937
OG0000596	Prad.g_01427	Syah.g_01932
OG0000597	Prad.g_01429	Syah.g_01929
OG0000598	Prad.g_01430	Syah.g_01928
OG0000599	Prad.g_01433	Syah.g_01925
OG0000600	Prad.g_01219	Syah.g_01924
OG0000601	Prad.g_01220	Syah.g_01923
OG0000602	Prad.g_01222	Syah.g_01917
OG0000603	Prad.g_01223	Syah.g_01916
OG0000604	Prad.g_01224	Syah.g_01913
OG0000605	Prad.g_01225	Syah.g_01825
OG0000606	Prad.g_01228	Syah.g_01485
OG0000607	Prad.g_01231	Syah.g_01489
OG0000608	Prad.g_01232	Syah.g_01490
OG0000609	Prad.g_01233	Syah.g_01492
OG0000610	Prad.g_01238	Syah.g_01499
OG0000611	Prad.g_01241	Syah.g_01502
OG0000612	Prad.g_01242	Syah.g_01503
OG0000613	Prad.g_01247	Syah.g_00147
OG0000614	Prad.g_01266	Syah.g_02004
OG0000615	Prad.g_01274	Syah.g_01814
OG0000616	Prad.g_01278	Syah.g_00389
OG0000617	Prad.g_01055	Syah.g_01722
OG0000618	Prad.g_01056	Syah.g_01721
OG0000619	Prad.g_01057	Syah.g_01720
OG0000620	Prad.g_01060	Syah.g_01713
OG0000621	Prad.g_01061	Syah.g_01712
OG0000622	Prad.g_01062	Syah.g_01711
OG0000623	Prad.g_01063	Syah.g_01710
OG0000624	Prad.g_01064	Syah.g_01708
OG0000625	Prad.g_01065	Syah.g_01707
OG0000626	Prad.g_01066	Syah.g_01706
OG0000627	Prad.g_01067	Syah.g_01569
OG0000628	Prad.g_01068	Syah.g_01570
OG0000629	Prad.g_01069	Syah.g_01573
OG0000630	Prad.g_01072	Syah.g_01577
OG0000631	Prad.g_01137	Syah.g_01582
OG0000632	Prad.g_01138	Syah.g_01583
OG0000633	Prad.g_01139	Syah.g_01584
OG0000634	Prad.g_01142	Syah.g_01783
OG0000635	Prad.g_01143	Syah.g_01782
OG0000636	Prad.g_01145	Syah.g_01780
OG0000637	Prad.g_01147	Syah.g_01778
OG0000638	Prad.g_01148	Syah.g_01777
OG0000639	Prad.g_01149	Syah.g_01776
OG0000640	Prad.g_01150	Syah.g_01775
OG0000641	Prad.g_01154	Syah.g_01771
OG0000642	Prad.g_01155	Syah.g_01770
OG0000643	Prad.g_01156	Syah.g_01768
OG0000644	Prad.g_01157	Syah.g_01767
OG0000645	Prad.g_01158	Syah.g_01765
OG0000646	Prad.g_01160	Syah.g_01762
OG0000647	Prad.g_01161	Syah.g_01760
OG0000648	Prad.g_01163	Syah.g_01757
OG0000649	Prad.g_01164	Syah.g_01756
OG0000650	Prad.g_01165	Syah.g_01755
OG0000651	Prad.g_01166	Syah.g_01754
OG0000652	Prad.g_01167	Syah.g_01753
OG0000653	Prad.g_01169	Syah.g_01751
OG0000654	Prad.g_01170	Syah.g_01750
OG0000655	Prad.g_01171	Syah.g_01749
OG0000656	Prad.g_01174	Syah.g_01746
OG0000657	Prad.g_01182	Syah.g_02083
OG0000658	Prad.g_01183	Syah.g_02086
OG0000659	Prad.g_01184	Syah.g_02087
OG0000660	Prad.g_00306	Syah.g_02091
OG0000661	Prad.g_00304	Syah.g_02093
OG0000662	Prad.g_00302	Syah.g_02095
OG0000663	Prad.g_00300	Syah.g_02098
OG0000664	Prad.g_00299	Syah.g_02099
OG0000665	Prad.g_00295	Syah.g_01895
OG0000666	Prad.g_00294	Syah.g_01826
OG0000667	Prad.g_00290	Syah.g_00714
OG0000668	Prad.g_00260	Syah.g_01680
OG0000669	Prad.g_00253	Syah.g_01520
OG0000670	Prad.g_00251	Syah.g_02352
OG0000671	Prad.g_00249	Syah.g_01524
OG0000672	Prad.g_00247	Syah.g_01527
OG0000673	Prad.g_00244	Syah.g_01530
OG0000674	Prad.g_00242	Syah.g_01532
OG0000675	Prad.g_00241	Syah.g_01533
OG0000676	Prad.g_00239	Syah.g_01535
OG0000677	Prad.g_00238	Syah.g_01536
OG0000678	Prad.g_00236	Syah.g_01821
OG0000679	Prad.g_00232	Syah.g_01812
OG0000680	Prad.g_00231	Syah.g_01811
OG0000681	Prad.g_00228	Syah.g_01808
OG0000682	Prad.g_00227	Syah.g_01807
OG0000683	Prad.g_00226	Syah.g_01806
OG0000684	Prad.g_00224	Syah.g_01802
OG0000685	Prad.g_00222	Syah.g_01800
OG0000686	Prad.g_00221	Syah.g_01799
OG0000687	Prad.g_00220	Syah.g_01798
OG0000688	Prad.g_00217	Syah.g_01793
OG0000689	Prad.g_00216	Syah.g_01791
OG0000690	Prad.g_00215	Syah.g_01790
OG0000691	Prad.g_00214	Syah.g_01789
OG0000692	Prad.g_00212	Syah.g_01788
OG0000693	Prad.g_00211	Syah.g_01787
OG0000694	Prad.g_00210	Syah.g_01786
OG0000695	Prad.g_00208	Syah.g_01586
OG0000696	Prad.g_00207	Syah.g_01587
OG0000697	Prad.g_00206	Syah.g_01589
OG0000698	Prad.g_00203	Syah.g_01592
OG0000699	Prad.g_00202	Syah.g_01594
OG0000700	Prad.g_00201	Syah.g_01595
OG0000701	Prad.g_00200	Syah.g_01596
OG0000702	Prad.g_00198	Syah.g_01604
OG0000703	Prad.g_00197	Syah.g_01605
OG0000704	Prad.g_00196	Syah.g_01608
OG0000705	Prad.g_00192	Syah.g_01614
OG0000706	Prad.g_00191	Syah.g_01615
OG0000707	Prad.g_00190	Syah.g_01616
OG0000708	Prad.g_00189	Syah.g_01619
OG0000709	Prad.g_00185	Syah.g_01627
OG0000710	Prad.g_00182	Syah.g_01631
OG0000711	Prad.g_00165	Syah.g_01661
OG0000712	Prad.g_00163	Syah.g_01662
OG0000713	Prad.g_00162	Syah.g_01663
OG0000714	Prad.g_00161	Syah.g_01665
OG0000715	Prad.g_00159	Syah.g_01667
OG0000716	Prad.g_00157	Syah.g_01671
OG0000717	Prad.g_00156	Syah.g_01672
OG0000718	Prad.g_00144	Syah.g_01676
OG0000719	Prad.g_00142	Syah.g_01678
OG0000720	Prad.g_01039	Syah.g_01691
OG0000721	Prad.g_01037	Syah.g_01693
OG0000722	Prad.g_01036	Syah.g_01694
OG0000723	Prad.g_01033	Syah.g_01704
OG0000724	Prad.g_01023	Syah.g_02036
OG0000725	Prad.g_01017	Syah.g_02027
OG0000726	Prad.g_01016	Syah.g_02026
OG0000727	Prad.g_01015	Syah.g_02025
OG0000728	Prad.g_01013	Syah.g_02023
OG0000729	Prad.g_00970	Syah.g_00263
OG0000730	Prad.g_00635	Syah.g_00855
OG0000731	Prad.g_00639	Syah.g_00867
OG0000732	Prad.g_00649	Syah.g_00319
OG0000733	Prad.g_01988	Syah.g_00473
OG0000734	Prad.g_01511	Syah.g_02545
OG0000735	Prad.g_01509	Syah.g_02178
OG0000736	Prad.g_01508	Syah.g_02177
OG0000737	Prad.g_01507	Syah.g_02176
OG0000738	Prad.g_01503	Syah.g_02170
OG0000739	Prad.g_01502	Syah.g_02165
OG0000740	Prad.g_01501	Syah.g_02164
OG0000741	Prad.g_01500	Syah.g_02161
OG0000742	Prad.g_01497	Syah.g_02159
OG0000743	Prad.g_01495	Syah.g_02157
OG0000744	Prad.g_01494	Syah.g_02156
OG0000745	Prad.g_01493	Syah.g_02154
OG0000746	Prad.g_01491	Syah.g_02151
OG0000747	Prad.g_01490	Syah.g_02150
OG0000748	Prad.g_01487	Syah.g_02140
OG0000749	Prad.g_01486	Syah.g_02138
OG0000750	Prad.g_01485	Syah.g_02137
OG0000751	Prad.g_01483	Syah.g_02130
OG0000752	Prad.g_01481	Syah.g_02128
OG0000753	Prad.g_01478	Syah.g_02125
OG0000754	Prad.g_01475	Syah.g_01431
OG0000755	Prad.g_01472	Syah.g_01423
OG0000756	Prad.g_01470, Prad.g_01471	Syah.g_01422
OG0000757	Prad.g_01464	Syah.g_01415
OG0000758	Prad.g_01463	Syah.g_01414
OG0000759	Prad.g_01462	Syah.g_01413
OG0000760	Prad.g_01461	Syah.g_01412
OG0000761	Prad.g_01460	Syah.g_01411
OG0000762	Prad.g_01459	Syah.g_01409
OG0000763	Prad.g_01457	Syah.g_01407
OG0000764	Prad.g_01456	Syah.g_01406
OG0000765	Prad.g_01447	Syah.g_01392
OG0000766	Prad.g_01446	Syah.g_01391
OG0000767	Prad.g_01444	Syah.g_01389
OG0000768	Prad.g_01443	Syah.g_01388
OG0000769	Prad.g_01441	Syah.g_01386
OG0000770	Prad.g_01439	Syah.g_01383
OG0000771	Prad.g_00076	Syah.g_02042
OG0000772	Prad.g_00341	Syah.g_01351
OG0000773	Prad.g_00361	Syah.g_02187
OG0000774	Prad.g_00363	Syah.g_02191
OG0000775	Prad.g_00365	Syah.g_02193
OG0000776	Prad.g_00366	Syah.g_02194
OG0000777	Prad.g_00631	Syah.g_02195
OG0000778	Prad.g_00630	Syah.g_02196
OG0000779	Prad.g_00626	Syah.g_02201
OG0000780	Prad.g_00625	Syah.g_02205
OG0000781	Prad.g_00622	Syah.g_02209
OG0000782	Prad.g_00621	Syah.g_02210
OG0000783	Prad.g_00620	Syah.g_02211
OG0000784	Prad.g_00619	Syah.g_02212
OG0000785	Prad.g_00617	Syah.g_02214
OG0000786	Prad.g_00615	Syah.g_01171
OG0000787	Prad.g_00614	Syah.g_01170
OG0000788	Prad.g_00607	Syah.g_01922
OG0000789	Prad.g_00604	Syah.g_01556
OG0000790	Prad.g_00589	Syah.g_00981
OG0000791	Prad.g_00587	Syah.g_00980
OG0000792	Prad.g_00586	Syah.g_00979
OG0000793	Prad.g_00583	Syah.g_00974
OG0000794	Prad.g_00582	Syah.g_00973
OG0000795	Prad.g_00581	Syah.g_00972
OG0000796	Prad.g_00577	Syah.g_00968
OG0000797	Prad.g_00576	Syah.g_00967
OG0000799	Prad.g_00533	Syah.g_01326
OG0000800	Prad.g_00532	Syah.g_01325
OG0000801	Prad.g_00531	Syah.g_01324
OG0000802	Prad.g_00529	Syah.g_01320
OG0000803	Prad.g_00527	Syah.g_01315
OG0000804	Prad.g_00526	Syah.g_01312
OG0000805	Prad.g_00524	Syah.g_01303
OG0000806	Prad.g_00522	Syah.g_01301
OG0000807	Prad.g_00521	Syah.g_01299
OG0000808	Prad.g_00520	Syah.g_01298
OG0000809	Prad.g_00517	Syah.g_01295
OG0000810	Prad.g_00516	Syah.g_01294
OG0000811	Prad.g_00512	Syah.g_01286
OG0000812	Prad.g_00510	Syah.g_01284
OG0000813	Prad.g_00509	Syah.g_01283
OG0000814	Prad.g_00507	Syah.g_01281
OG0000815	Prad.g_00506	Syah.g_01280
OG0000816	Prad.g_00504	Syah.g_01279
OG0000817	Prad.g_00503	Syah.g_01278
OG0000818	Prad.g_00498	Syah.g_01272
OG0000819	Prad.g_00497	Syah.g_01271
OG0000820	Prad.g_00496	Syah.g_01270
OG0000821	Prad.g_00491	Syah.g_01265
OG0000822	Prad.g_00490	Syah.g_01263
OG0000823	Prad.g_00489	Syah.g_01262
OG0000824	Prad.g_00486	Syah.g_01258
OG0000825	Prad.g_00485	Syah.g_01257
OG0000826	Prad.g_00484	Syah.g_01256
OG0000827	Prad.g_00483	Syah.g_01254
OG0000828	Prad.g_00480	Syah.g_01251
OG0000829	Prad.g_00479	Syah.g_01250
OG0000830	Prad.g_00478	Syah.g_01249
OG0000831	Prad.g_00476	Syah.g_01247
OG0000832	Prad.g_00470	Syah.g_02311
OG0000833	Prad.g_00462	Syah.g_02322
OG0000834	Prad.g_00461	Syah.g_02324
OG0000835	Prad.g_00460	Syah.g_02325
OG0000836	Prad.g_00459	Syah.g_02329
OG0000837	Prad.g_00458	Syah.g_02330
OG0000838	Prad.g_00456	Syah.g_02334
OG0000839	Prad.g_00455	Syah.g_02335
OG0000840	Prad.g_00454	Syah.g_02336
OG0000841	Prad.g_00453	Syah.g_02337
OG0000842	Prad.g_00452	Syah.g_02338
OG0000843	Prad.g_00451	Syah.g_02339
OG0000844	Prad.g_00450	Syah.g_02341
OG0000845	Prad.g_00449	Syah.g_02342
OG0000846	Prad.g_00448	Syah.g_02343
OG0000847	Prad.g_00447	Syah.g_02344
OG0000848	Prad.g_00446	Syah.g_02346
OG0000849	Prad.g_00445	Syah.g_02347
OG0000850	Prad.g_00443	Syah.g_02349
OG0000851	Prad.g_00442	Syah.g_02359
OG0000852	Prad.g_00441	Syah.g_02360
OG0000853	Prad.g_00437	Syah.g_02364
OG0000854	Prad.g_00435	Syah.g_02366
OG0000855	Prad.g_00434	Syah.g_02367
OG0000856	Prad.g_00419	Syah.g_01951
OG0000857	Prad.g_00388	Syah.g_01761
OG0000858	Prad.g_00947	Syah.g_02373
OG0000859	Prad.g_00946	Syah.g_02374
OG0000860	Prad.g_00939	Syah.g_02386
OG0000861	Prad.g_00938	Syah.g_02387
OG0000862	Prad.g_00937	Syah.g_02389
OG0000863	Prad.g_00935	Syah.g_02391
OG0000864	Prad.g_00934	Syah.g_02392
OG0000865	Prad.g_00933	Syah.g_02396
OG0000866	Prad.g_00932	Syah.g_02397
OG0000867	Prad.g_00931	Syah.g_02398
OG0000868	Prad.g_00930	Syah.g_02401
OG0000869	Prad.g_00926	Syah.g_02406
OG0000870	Prad.g_00921	Syah.g_02411
OG0000871	Prad.g_00920	Syah.g_02412
OG0000872	Prad.g_00919	Syah.g_02421
OG0000873	Prad.g_00916	Syah.g_02424
OG0000874	Prad.g_00913	Syah.g_02420
OG0000875	Prad.g_00912	Syah.g_02426
OG0000876	Prad.g_00911	Syah.g_02250
OG0000877	Prad.g_00909	Syah.g_02254
OG0000878	Prad.g_00908	Syah.g_02255
OG0000879	Prad.g_00907	Syah.g_02256
OG0000880	Prad.g_00906	Syah.g_02257
OG0000881	Prad.g_00902	Syah.g_02262
OG0000882	Prad.g_00897	Syah.g_02267
OG0000883	Prad.g_00895	Syah.g_02270
OG0000884	Prad.g_00893	Syah.g_02272
OG0000885	Prad.g_00892	Syah.g_02273
OG0000886	Prad.g_00891	Syah.g_02274
OG0000887	Prad.g_00890	Syah.g_02275
OG0000888	Prad.g_00888	Syah.g_02277
OG0000889	Prad.g_00886	Syah.g_02279
OG0000890	Prad.g_00885	Syah.g_02284
OG0000891	Prad.g_00884	Syah.g_02285
OG0000892	Prad.g_00882	Syah.g_02288
OG0000893	Prad.g_00879	Syah.g_00684
OG0000894	Prad.g_00877	Syah.g_00690
OG0000895	Prad.g_00874	Syah.g_00694
OG0000896	Prad.g_00873	Syah.g_00695
OG0000897	Prad.g_00871	Syah.g_00697
OG0000898	Prad.g_00870	Syah.g_00698
OG0000899	Prad.g_00869	Syah.g_00699
OG0000900	Prad.g_00868	Syah.g_00700
OG0000901	Prad.g_00865	Syah.g_00705
OG0000902	Prad.g_00863	Syah.g_00707
OG0000903	Prad.g_00860	Syah.g_00739
OG0000904	Prad.g_00858	Syah.g_00734
OG0000905	Prad.g_00853	Syah.g_00731
OG0000906	Prad.g_00852	Syah.g_00729
OG0000907	Prad.g_00849	Syah.g_00741
OG0000908	Prad.g_00846	Syah.g_00744
OG0000909	Prad.g_00845	Syah.g_00745
OG0000910	Prad.g_00844	Syah.g_00746
OG0000911	Prad.g_00842	Syah.g_00748
OG0000912	Prad.g_00841	Syah.g_00749
OG0000913	Prad.g_00840	Syah.g_00750
OG0000914	Prad.g_00839	Syah.g_00751
OG0000915	Prad.g_00838	Syah.g_00752
OG0000916	Prad.g_00837	Syah.g_00753
OG0000917	Prad.g_00836	Syah.g_00754
OG0000918	Prad.g_00835	Syah.g_00755
OG0000919	Prad.g_00834	Syah.g_00756
OG0000920	Prad.g_00833	Syah.g_00757
OG0000921	Prad.g_00832	Syah.g_00758
OG0000922	Prad.g_00831	Syah.g_00759
OG0000923	Prad.g_00827	Syah.g_00763
OG0000924	Prad.g_00826	Syah.g_00764
OG0000925	Prad.g_00825	Syah.g_00765
OG0000926	Prad.g_00824	Syah.g_00766
OG0000927	Prad.g_00822	Syah.g_00768
OG0000928	Prad.g_00821	Syah.g_00769
OG0000929	Prad.g_00820	Syah.g_00770
OG0000930	Prad.g_00819	Syah.g_00771
OG0000931	Prad.g_00818	Syah.g_00772
OG0000932	Prad.g_00817	Syah.g_00773
OG0000933	Prad.g_00813	Syah.g_00778
OG0000934	Prad.g_00811	Syah.g_00780
OG0000935	Prad.g_00810	Syah.g_00781
OG0000936	Prad.g_00809	Syah.g_00782
OG0000937	Prad.g_00808	Syah.g_00783
OG0000938	Prad.g_00806	Syah.g_00787
OG0000939	Prad.g_00805	Syah.g_00788
OG0000940	Prad.g_00798	Syah.g_00795
OG0000941	Prad.g_00796	Syah.g_00797
OG0000942	Prad.g_00794	Syah.g_00799
OG0000943	Prad.g_00793	Syah.g_00800
OG0000944	Prad.g_00792	Syah.g_00802
OG0000945	Prad.g_00791	Syah.g_00804
OG0000946	Prad.g_00787	Syah.g_00809
OG0000947	Prad.g_00785	Syah.g_00812
OG0000948	Prad.g_00784	Syah.g_00813
OG0000949	Prad.g_00781	Syah.g_00173
OG0000950	Prad.g_00776	Syah.g_00184
OG0000951	Prad.g_00772	Syah.g_00190
OG0000952	Prad.g_00768	Syah.g_00202
OG0000953	Prad.g_00765	Syah.g_00207
OG0000954	Prad.g_01641	Syah.g_00233
OG0000955	Prad.g_01640	Syah.g_00234
OG0000956	Prad.g_01638	Syah.g_00236
OG0000957	Prad.g_01633	Syah.g_00248
OG0000958	Prad.g_01632	Syah.g_00249
OG0000959	Prad.g_01628	Syah.g_00253
OG0000960	Prad.g_01627	Syah.g_00254
OG0000961	Prad.g_01625	Syah.g_00259
OG0000962	Prad.g_01623	Syah.g_00262
OG0000963	Prad.g_01620	Syah.g_00267
OG0000964	Prad.g_01619	Syah.g_00268
OG0000965	Prad.g_01618	Syah.g_00269
OG0000966	Prad.g_01611	Syah.g_00288
OG0000967	Prad.g_01607	Syah.g_00300
OG0000968	Prad.g_01605	Syah.g_00295
OG0000969	Prad.g_01604	Syah.g_00297
OG0000970	Prad.g_01603	Syah.g_00298
OG0000971	Prad.g_01602	Syah.g_00303
OG0000972	Prad.g_01601	Syah.g_00304
OG0000973	Prad.g_01600	Syah.g_00305
OG0000974	Prad.g_01599	Syah.g_00306
OG0000975	Prad.g_01598	Syah.g_00307
OG0000976	Prad.g_01597	Syah.g_00308
OG0000977	Prad.g_01596	Syah.g_00310
OG0000978	Prad.g_01595	Syah.g_00312
OG0000979	Prad.g_01592	Syah.g_00315
OG0000980	Prad.g_01590	Syah.g_00318
OG0000981	Prad.g_01588	Syah.g_00321
OG0000982	Prad.g_01586	Syah.g_00511
OG0000983	Prad.g_01585	Syah.g_00510
OG0000984	Prad.g_01584	Syah.g_00509
OG0000985	Prad.g_01581	Syah.g_00505
OG0000986	Prad.g_01579	Syah.g_00496
OG0000987	Prad.g_01578	Syah.g_00494
OG0000988	Prad.g_01575	Syah.g_00489
OG0000989	Prad.g_01571	Syah.g_00481
OG0000990	Prad.g_01568	Syah.g_00466
OG0000991	Prad.g_01567	Syah.g_00462
OG0000992	Prad.g_01565	Syah.g_00460
OG0000993	Prad.g_01564	Syah.g_00459
OG0000994	Prad.g_01563	Syah.g_00457
OG0000995	Prad.g_01559	Syah.g_00452
OG0000996	Prad.g_01558	Syah.g_00412
OG0000997	Prad.g_01557	Syah.g_00403
OG0000998	Prad.g_01555	Syah.g_00401
OG0000999	Prad.g_01554	Syah.g_00400
OG0001000	Prad.g_01551	Syah.g_00397
OG0001001	Prad.g_01549	Syah.g_00392
OG0001002	Prad.g_01545	Syah.g_00386
OG0001003	Prad.g_01544	Syah.g_00384
OG0001004	Prad.g_01543	Syah.g_00383
OG0001005	Prad.g_01542	Syah.g_00382
OG0001006	Prad.g_01538	Syah.g_00375
OG0001007	Prad.g_01536	Syah.g_00373
OG0001008	Prad.g_00070	Syah.g_02235
OG0001009	Prad.g_01959	Syah.g_00344
OG0001010	Prad.g_01958	Syah.g_00343
OG0001011	Prad.g_01957	Syah.g_00342
OG0001012	Prad.g_01944	Syah.g_00514
OG0001013	Prad.g_01938	Syah.g_00527
OG0001014	Prad.g_01935	Syah.g_00531
OG0001015	Prad.g_01934	Syah.g_00532
OG0001016	Prad.g_01920	Syah.g_02487
OG0001017	Prad.g_01916	Syah.g_02493
OG0001018	Prad.g_01913	Syah.g_02495
OG0001019	Prad.g_01904	Syah.g_02512
OG0001020	Prad.g_01903	Syah.g_02517
OG0001021	Prad.g_01902	Syah.g_02521
OG0001022	Prad.g_01899	Syah.g_02524
OG0001023	Prad.g_01898	Syah.g_02525
OG0001024	Prad.g_01895	Syah.g_02529
OG0001025	Prad.g_01889	Syah.g_02534
OG0001026	Prad.g_01882	Syah.g_02547
OG0001027	Prad.g_01881	Syah.g_00001
OG0001028	Prad.g_01879	Syah.g_00003
OG0001029	Prad.g_01878	Syah.g_00005
OG0001030	Prad.g_01863	Syah.g_00025
OG0001031	Prad.g_01805	Syah.g_00611
OG0001032	Prad.g_01804	Syah.g_00609
OG0001033	Prad.g_01783	Syah.g_00577
OG0001034	Prad.g_01755	Syah.g_00908
OG0001035	Prad.g_01737	Syah.g_00660
OG0001036	Prad.g_01732	Syah.g_00655
OG0001037	Prad.g_01731	Syah.g_00653
OG0001038	Prad.g_01713	Syah.g_00626
OG0001039	Prad.g_01710	Syah.g_00623
OG0001040	Prad.g_01708	Syah.g_00090
OG0001042	Prad.g_01687	Syah.g_00122
OG0001043	Prad.g_01686	Syah.g_00126
OG0001044	Prad.g_01658	Syah.g_00857
OG0001045	Prad.g_01649	Syah.g_00870
OG0001046	Prad.g_00730	Syah.g_01647
OG0001047	Prad.g_00068	Syah.g_02233
OG0001048	Prad.g_00067	Syah.g_02232
OG0001049	Prad.g_00065	Syah.g_02225
OG0001050	Prad.g_00064	Syah.g_02224
OG0001051	Prad.g_00063	Syah.g_02223
OG0001052	Prad.g_00036	Syah.g_01217
OG0001053	Prad.g_00024	Syah.g_01000
OG0001054	Prad.g_00131	Syah.g_01017
OG0001055	Prad.g_00112	Syah.g_01037
OG0001056	Prad.g_00093	Syah.g_01069
OG0001057	Prad.g_01331	Syah.g_01075
OG0001058	Prad.g_01339	Syah.g_01091
OG0001059	Prad.g_01343	Syah.g_01095
OG0001060	Prad.g_01350	Syah.g_01102
OG0001061	Prad.g_01363	Syah.g_01123
OG0001062	Prad.g_01365	Syah.g_01125
OG0001063	Prad.g_01367	Syah.g_01129
OG0001064	Prad.g_01368	Syah.g_01130
OG0001065	Prad.g_01369	Syah.g_01131
OG0001066	Prad.g_01370	Syah.g_01132
OG0001067	Prad.g_01371	Syah.g_01133
OG0001068	Prad.g_01372	Syah.g_01134
OG0001069	Prad.g_01373	Syah.g_01135
OG0001070	Prad.g_01376	Syah.g_01138
OG0001071	Prad.g_01377	Syah.g_01139
OG0001072	Prad.g_01379	Syah.g_01144
OG0001074	Prad.g_01404	Syah.g_01970
OG0001075	Prad.g_01405	Syah.g_01969
OG0001076	Prad.g_01413	Syah.g_01959
OG0001077	Prad.g_01417	Syah.g_01948
OG0001078	Prad.g_01425	Syah.g_01934
OG0001079	Prad.g_01221	Syah.g_01921
OG0001080	Prad.g_01227	Syah.g_01538
OG0001081	Prad.g_01229	Syah.g_01487
OG0001082	Prad.g_01230	Syah.g_01488
OG0001083	Prad.g_01235	Syah.g_01495
OG0001084	Prad.g_01236	Syah.g_01496
OG0001085	Prad.g_01244	Syah.g_01506
OG0001086	Prad.g_01245	Syah.g_01508
OG0001087	Prad.g_01262	Syah.g_01992
OG0001088	Prad.g_01263	Syah.g_01995
OG0001089	Prad.g_01271	Syah.g_02019
OG0001090	Prad.g_01050	Syah.g_01728
OG0001091	Prad.g_01052	Syah.g_01726
OG0001092	Prad.g_01053	Syah.g_01724
OG0001093	Prad.g_01058	Syah.g_01718
OG0001094	Prad.g_01140	Syah.g_01785
OG0001095	Prad.g_01159	Syah.g_01764
OG0001096	Prad.g_01172	Syah.g_01748
OG0001097	Prad.g_00303	Syah.g_02094
OG0001098	Prad.g_00288	Syah.g_01542
OG0001099	Prad.g_00256	Syah.g_00004
OG0001100	Prad.g_00252	Syah.g_01522
OG0001101	Prad.g_00250	Syah.g_01523
OG0001102	Prad.g_00248	Syah.g_01526
OG0001103	Prad.g_00246	Syah.g_01528
OG0001104	Prad.g_00223	Syah.g_01801
OG0001105	Prad.g_00219	Syah.g_01797
OG0001106	Prad.g_00195	Syah.g_01609
OG0001107	Prad.g_00188	Syah.g_01620
OG0001108	Prad.g_00184	Syah.g_01628
OG0001109	Prad.g_00183	Syah.g_01630
OG0001110	Prad.g_00181	Syah.g_01632
OG0001111	Prad.g_00180	Syah.g_01634
OG0001112	Prad.g_00179	Syah.g_01636
OG0001113	Prad.g_00178	Syah.g_01637
OG0001114	Prad.g_00177	Syah.g_01638
OG0001115	Prad.g_00175	Syah.g_01642
OG0001116	Prad.g_00174	Syah.g_01644
OG0001117	Prad.g_00173	Syah.g_01645
OG0001118	Prad.g_00172	Syah.g_01646
OG0001119	Prad.g_00171	Syah.g_01648
OG0001120	Prad.g_00169	Syah.g_01652
OG0001121	Prad.g_01991, Prad.g_00166	Syah.g_00927, Syah.g_02183
OG0001122	Prad.g_00141	Syah.g_01679
OG0001123	Prad.g_00137	Syah.g_01686
OG0001124	Prad.g_00135	Syah.g_01688
OG0001125	Prad.g_00134	Syah.g_01690
OG0001126	Prad.g_01030	Syah.g_02058
OG0001127	Prad.g_01029	Syah.g_02057
OG0001128	Prad.g_01026	Syah.g_02040
OG0001129	Prad.g_01025	Syah.g_02038
OG0001130	Prad.g_01024	Syah.g_02037
OG0001131	Prad.g_00990	Syah.g_01819
OG0001132	Prad.g_00981	Syah.g_01850
OG0001133	Prad.g_00655	Syah.g_01957
OG0001134	Prad.g_01989	Syah.g_01437
OG0001136	Prad.g_01499	Syah.g_02160
OG0001137	Prad.g_01488	Syah.g_02141
OG0001138	Prad.g_01469	Syah.g_01421
OG0001139	Prad.g_01468	Syah.g_01419
OG0001140	Prad.g_01467	Syah.g_01418
OG0001141	Prad.g_01466	Syah.g_01417
OG0001142	Prad.g_01465	Syah.g_01416
OG0001143	Prad.g_01458	Syah.g_01408
OG0001144	Prad.g_01453	Syah.g_01399
OG0001145	Prad.g_00362	Syah.g_02188
OG0001146	Prad.g_00624	Syah.g_02206
OG0001147	Prad.g_00608	Syah.g_01234
OG0001148	Prad.g_00592	Syah.g_00984
OG0001149	Prad.g_00591	Syah.g_00983
OG0001150	Prad.g_00590	Syah.g_00982
OG0001151	Prad.g_00579	Syah.g_00970
OG0001152	Prad.g_00578	Syah.g_00969
OG0001153	Prad.g_00482	Syah.g_01253
OG0001154	Prad.g_00481	Syah.g_01252
OG0001155	Prad.g_00469	Syah.g_02313
OG0001156	Prad.g_00466	Syah.g_02316
OG0001157	Prad.g_00465	Syah.g_02317
OG0001158	Prad.g_00464	Syah.g_02318
OG0001159	Prad.g_00463	Syah.g_02319
OG0001161	Prad.g_00426	Syah.g_00475
OG0001162	Prad.g_00415	Syah.g_01745
OG0001163	Prad.g_00949	Syah.g_02370
OG0001164	Prad.g_00945	Syah.g_02376
OG0001165	Prad.g_00942	Syah.g_02381
OG0001166	Prad.g_00922	Syah.g_02410
OG0001167	Prad.g_00905	Syah.g_02259
OG0001168	Prad.g_00903	Syah.g_02261
OG0001169	Prad.g_00901	Syah.g_02263
OG0001170	Prad.g_00899	Syah.g_02265
OG0001171	Prad.g_00889	Syah.g_02276
OG0001172	Prad.g_00876	Syah.g_00692
OG0001173	Prad.g_00875	Syah.g_00693
OG0001174	Prad.g_00867	Syah.g_00701
OG0001175	Prad.g_00866	Syah.g_00702
OG0001176	Prad.g_00859	Syah.g_00738
OG0001177	Prad.g_00856	Syah.g_00736
OG0001178	Prad.g_00851	Syah.g_02390
OG0001179	Prad.g_00823	Syah.g_00767
