Orthogroup	Prad	Syag
OG0000594	Prad.g_01422	Syag.g_00407
OG0000595	Prad.g_01423	Syag.g_00408
OG0000596	Prad.g_01427	Syag.g_00413
OG0000597	Prad.g_01429	Syag.g_00416
OG0000598	Prad.g_01430	Syag.g_00417
OG0000599	Prad.g_01433	Syag.g_00424
OG0000600	Prad.g_01219	Syag.g_00425
OG0000601	Prad.g_01220	Syag.g_00426
OG0000602	Prad.g_01222	Syag.g_00431
OG0000603	Prad.g_01223	Syag.g_00432
OG0000604	Prad.g_01224	Syag.g_00434
OG0000605	Prad.g_01225	Syag.g_00522
OG0000606	Prad.g_01228	Syag.g_00550
OG0000607	Prad.g_01231	Syag.g_00553
OG0000608	Prad.g_01232	Syag.g_00554
OG0000609	Prad.g_01233	Syag.g_00556
OG0000610	Prad.g_01238	Syag.g_00580
OG0000611	Prad.g_01241	Syag.g_00583
OG0000612	Prad.g_01242	Syag.g_00584
OG0000613	Prad.g_01247	Syag.g_02533
OG0000614	Prad.g_01266	Syag.g_01004
OG0000615	Prad.g_01274	Syag.g_00630
OG0000616	Prad.g_01278	Syag.g_02255
OG0000617	Prad.g_01055	Syag.g_00915
OG0000618	Prad.g_01056	Syag.g_00914
OG0000619	Prad.g_01057	Syag.g_00913
OG0000620	Prad.g_01060	Syag.g_00906
OG0000621	Prad.g_01061	Syag.g_00905
OG0000622	Prad.g_01062	Syag.g_00904
OG0000623	Prad.g_01063	Syag.g_00903
OG0000624	Prad.g_01064	Syag.g_00901
OG0000625	Prad.g_01065	Syag.g_00900
OG0000626	Prad.g_01066	Syag.g_00899
OG0000627	Prad.g_01067	Syag.g_00756
OG0000628	Prad.g_01068	Syag.g_00757
OG0000629	Prad.g_01069	Syag.g_00761
OG0000630	Prad.g_01072	Syag.g_00765
OG0000631	Prad.g_01137	Syag.g_00772
OG0000632	Prad.g_01138	Syag.g_00773
OG0000633	Prad.g_01139	Syag.g_00774
OG0000634	Prad.g_01142	Syag.g_00663
OG0000635	Prad.g_01143	Syag.g_00664
OG0000636	Prad.g_01145	Syag.g_00666
OG0000637	Prad.g_01147	Syag.g_00668
OG0000638	Prad.g_01148	Syag.g_00669
OG0000639	Prad.g_01149	Syag.g_00670
OG0000640	Prad.g_01150	Syag.g_00671
OG0000641	Prad.g_01154	Syag.g_00675
OG0000642	Prad.g_01155	Syag.g_00676
OG0000643	Prad.g_01156	Syag.g_00677
OG0000644	Prad.g_01157	Syag.g_00678
OG0000645	Prad.g_01158	Syag.g_00680
OG0000646	Prad.g_01160	Syag.g_00683
OG0000647	Prad.g_01161	Syag.g_00685
OG0000648	Prad.g_01163	Syag.g_00694
OG0000649	Prad.g_01164	Syag.g_00695
OG0000650	Prad.g_01165	Syag.g_00696
OG0000651	Prad.g_01166	Syag.g_00697
OG0000652	Prad.g_01167	Syag.g_00698
OG0000653	Prad.g_01169	Syag.g_00700
OG0000654	Prad.g_01170	Syag.g_00701
OG0000655	Prad.g_01171	Syag.g_00702
OG0000656	Prad.g_01174	Syag.g_00705
OG0000657	Prad.g_01182	Syag.g_00719
OG0000658	Prad.g_01183	Syag.g_00721
OG0000659	Prad.g_01184	Syag.g_00722
OG0000660	Prad.g_00306	Syag.g_00726
OG0000661	Prad.g_00304	Syag.g_00728
OG0000662	Prad.g_00302	Syag.g_00730
OG0000663	Prad.g_00300	Syag.g_00733
OG0000664	Prad.g_00299	Syag.g_00734
OG0000665	Prad.g_00295	Syag.g_00456
OG0000666	Prad.g_00294	Syag.g_00445
OG0000667	Prad.g_00290	Syag.g_00574
OG0000668	Prad.g_00260	Syag.g_00868
OG0000669	Prad.g_00253	Syag.g_00600
OG0000670	Prad.g_00251	Syag.g_00399
OG0000671	Prad.g_00249	Syag.g_00604
OG0000672	Prad.g_00247	Syag.g_00607
OG0000673	Prad.g_00244	Syag.g_00610
OG0000674	Prad.g_00242	Syag.g_00612
OG0000675	Prad.g_00241	Syag.g_00613
OG0000676	Prad.g_00239	Syag.g_00615
OG0000677	Prad.g_00238	Syag.g_00616
OG0000678	Prad.g_00236	Syag.g_00622
OG0000679	Prad.g_00232	Syag.g_00633
OG0000680	Prad.g_00231	Syag.g_00634
OG0000681	Prad.g_00228	Syag.g_00637
OG0000682	Prad.g_00227	Syag.g_00638
OG0000683	Prad.g_00226	Syag.g_00639
OG0000684	Prad.g_00224	Syag.g_00641
OG0000685	Prad.g_00222	Syag.g_00643
OG0000686	Prad.g_00221	Syag.g_00644
OG0000687	Prad.g_00220	Syag.g_00645
OG0000688	Prad.g_00217	Syag.g_00651
OG0000689	Prad.g_00216	Syag.g_00653
OG0000690	Prad.g_00215	Syag.g_00654
OG0000691	Prad.g_00214	Syag.g_00655
OG0000692	Prad.g_00212	Syag.g_00656
OG0000693	Prad.g_00211	Syag.g_00658
OG0000694	Prad.g_00210	Syag.g_00659
OG0000695	Prad.g_00208	Syag.g_00776
OG0000696	Prad.g_00207	Syag.g_00777
OG0000697	Prad.g_00206	Syag.g_00778
OG0000698	Prad.g_00203	Syag.g_00781
OG0000699	Prad.g_00202	Syag.g_00782
OG0000700	Prad.g_00201	Syag.g_00783
OG0000701	Prad.g_00200	Syag.g_00784
OG0000702	Prad.g_00198	Syag.g_00792
OG0000703	Prad.g_00197	Syag.g_00793
OG0000704	Prad.g_00196	Syag.g_00795
OG0000705	Prad.g_00192	Syag.g_00802
OG0000706	Prad.g_00191	Syag.g_00803
OG0000707	Prad.g_00190	Syag.g_00804
OG0000708	Prad.g_00189	Syag.g_00807
OG0000709	Prad.g_00185	Syag.g_00816
OG0000710	Prad.g_00182	Syag.g_00820
OG0000711	Prad.g_00165	Syag.g_00848
OG0000712	Prad.g_00163	Syag.g_00850
OG0000713	Prad.g_00162	Syag.g_00851
OG0000714	Prad.g_00161	Syag.g_00853
OG0000715	Prad.g_00159	Syag.g_00855
OG0000716	Prad.g_00157	Syag.g_00859
OG0000717	Prad.g_00156	Syag.g_00860
OG0000718	Prad.g_00144	Syag.g_00864
OG0000719	Prad.g_00142	Syag.g_00866
OG0000720	Prad.g_01039	Syag.g_00880
OG0000721	Prad.g_01037	Syag.g_00882
OG0000722	Prad.g_01036	Syag.g_00883
OG0000723	Prad.g_01033	Syag.g_00897
OG0000724	Prad.g_01023	Syag.g_00967
OG0000725	Prad.g_01017	Syag.g_00978
OG0000726	Prad.g_01016	Syag.g_00979
OG0000727	Prad.g_01015	Syag.g_00980
OG0000728	Prad.g_01013	Syag.g_00982
OG0000729	Prad.g_00970	Syag.g_02376
OG0000730	Prad.g_00635	Syag.g_02840
OG0000731	Prad.g_00639	Syag.g_02853
OG0000732	Prad.g_00649	Syag.g_02331
OG0000733	Prad.g_01988	Syag.g_00145
OG0000734	Prad.g_01511	Syag.g_01892
OG0000735	Prad.g_01509	Syag.g_01159
OG0000736	Prad.g_01508	Syag.g_01158
OG0000737	Prad.g_01507	Syag.g_01157
OG0000738	Prad.g_01503	Syag.g_01152
OG0000739	Prad.g_01502	Syag.g_01149
OG0000740	Prad.g_01501	Syag.g_01148
OG0000741	Prad.g_01500	Syag.g_01145
OG0000742	Prad.g_01497	Syag.g_01142
OG0000743	Prad.g_01495	Syag.g_01140
OG0000744	Prad.g_01494	Syag.g_01139
OG0000745	Prad.g_01493	Syag.g_01137
OG0000746	Prad.g_01491	Syag.g_01135
OG0000747	Prad.g_01490	Syag.g_01134
OG0000748	Prad.g_01487	Syag.g_01122
OG0000749	Prad.g_01486	Syag.g_01121
OG0000750	Prad.g_01485	Syag.g_01120
OG0000751	Prad.g_01483	Syag.g_01114
OG0000752	Prad.g_01481	Syag.g_01112
OG0000753	Prad.g_01478	Syag.g_01109
OG0000754	Prad.g_01475	Syag.g_01103
OG0000755	Prad.g_01472	Syag.g_01092
OG0000756	Prad.g_01470, Prad.g_01471	Syag.g_01091
OG0000757	Prad.g_01464	Syag.g_01084
OG0000758	Prad.g_01463	Syag.g_01083
OG0000759	Prad.g_01462	Syag.g_01082
OG0000760	Prad.g_01461	Syag.g_01081
OG0000761	Prad.g_01460	Syag.g_01080
OG0000762	Prad.g_01459	Syag.g_01078
OG0000763	Prad.g_01457	Syag.g_01076
OG0000764	Prad.g_01456	Syag.g_01075
OG0000765	Prad.g_01447	Syag.g_01056
OG0000766	Prad.g_01446	Syag.g_01055
OG0000767	Prad.g_01444	Syag.g_01053
OG0000768	Prad.g_01443	Syag.g_01052
OG0000769	Prad.g_01441	Syag.g_01047
OG0000770	Prad.g_01439	Syag.g_01043
OG0000771	Prad.g_00076	Syag.g_00959
OG0000772	Prad.g_00341	Syag.g_02043
OG0000773	Prad.g_00361	Syag.g_01168
OG0000774	Prad.g_00363	Syag.g_01182
OG0000775	Prad.g_00365	Syag.g_01185
OG0000776	Prad.g_00366	Syag.g_01186
OG0000777	Prad.g_00631	Syag.g_01187
OG0000778	Prad.g_00630	Syag.g_01188
OG0000779	Prad.g_00626	Syag.g_01194
OG0000780	Prad.g_00625	Syag.g_01217
OG0000781	Prad.g_00622	Syag.g_01221
OG0000782	Prad.g_00621	Syag.g_01222
OG0000783	Prad.g_00620	Syag.g_01223
OG0000784	Prad.g_00619	Syag.g_01224
OG0000785	Prad.g_00617	Syag.g_01226
OG0000786	Prad.g_00615	Syag.g_01235
OG0000787	Prad.g_00614	Syag.g_01236
OG0000788	Prad.g_00607	Syag.g_00427
OG0000789	Prad.g_00604	Syag.g_00453
OG0000790	Prad.g_00589	Syag.g_01542
OG0000791	Prad.g_00587	Syag.g_01544
OG0000792	Prad.g_00586	Syag.g_01545
OG0000793	Prad.g_00583	Syag.g_01550
OG0000794	Prad.g_00582	Syag.g_01551
OG0000795	Prad.g_00581	Syag.g_01552
OG0000796	Prad.g_00577	Syag.g_01556
OG0000797	Prad.g_00576	Syag.g_01557
OG0000799	Prad.g_00533	Syag.g_01278
OG0000800	Prad.g_00532	Syag.g_01280
OG0000801	Prad.g_00531	Syag.g_01285
OG0000802	Prad.g_00529	Syag.g_01293
OG0000803	Prad.g_00527	Syag.g_01321
OG0000804	Prad.g_00526	Syag.g_01438
OG0000805	Prad.g_00524	Syag.g_01433
OG0000806	Prad.g_00522	Syag.g_01429
OG0000807	Prad.g_00521	Syag.g_01428
OG0000808	Prad.g_00520	Syag.g_01427
OG0000809	Prad.g_00517	Syag.g_01423
OG0000810	Prad.g_00516	Syag.g_01422
OG0000811	Prad.g_00512	Syag.g_01413
OG0000812	Prad.g_00510	Syag.g_01411
OG0000813	Prad.g_00509	Syag.g_01410
OG0000814	Prad.g_00507	Syag.g_01408
OG0000815	Prad.g_00506	Syag.g_01407
OG0000816	Prad.g_00504	Syag.g_01405
OG0000817	Prad.g_00503	Syag.g_01404
OG0000818	Prad.g_00498	Syag.g_01400
OG0000819	Prad.g_00497	Syag.g_01399
OG0000820	Prad.g_00496	Syag.g_01398
OG0000821	Prad.g_00491	Syag.g_01388
OG0000822	Prad.g_00490	Syag.g_01386
OG0000823	Prad.g_00489	Syag.g_01385
OG0000824	Prad.g_00486	Syag.g_01379
OG0000825	Prad.g_00485	Syag.g_01378
OG0000826	Prad.g_00484	Syag.g_01377
OG0000827	Prad.g_00483	Syag.g_01376
OG0000828	Prad.g_00480	Syag.g_01373
OG0000829	Prad.g_00479	Syag.g_01372
OG0000830	Prad.g_00478	Syag.g_01371
OG0000831	Prad.g_00476	Syag.g_01367
OG0000832	Prad.g_00470	Syag.g_01614
OG0000833	Prad.g_00462	Syag.g_01628
OG0000834	Prad.g_00461	Syag.g_01632
OG0000835	Prad.g_00460	Syag.g_01633
OG0000836	Prad.g_00459	Syag.g_01637
OG0000837	Prad.g_00458	Syag.g_01638
OG0000838	Prad.g_00456	Syag.g_01642
OG0000839	Prad.g_00455	Syag.g_01643
OG0000840	Prad.g_00454	Syag.g_01644
OG0000841	Prad.g_00453	Syag.g_01645
OG0000842	Prad.g_00452	Syag.g_01646
OG0000843	Prad.g_00451	Syag.g_01647
OG0000844	Prad.g_00450	Syag.g_01649
OG0000845	Prad.g_00449	Syag.g_01650
OG0000846	Prad.g_00448	Syag.g_01651
OG0000847	Prad.g_00447	Syag.g_01652
OG0000848	Prad.g_00446	Syag.g_01654
OG0000849	Prad.g_00445	Syag.g_01655
OG0000850	Prad.g_00443	Syag.g_01657
OG0000851	Prad.g_00442	Syag.g_01663
OG0000852	Prad.g_00441	Syag.g_01664
OG0000853	Prad.g_00437	Syag.g_01668
OG0000854	Prad.g_00435	Syag.g_01670
OG0000855	Prad.g_00434	Syag.g_01671
OG0000856	Prad.g_00419	Syag.g_00386
OG0000857	Prad.g_00388	Syag.g_00684
OG0000858	Prad.g_00947	Syag.g_01677
OG0000859	Prad.g_00946	Syag.g_01678
OG0000860	Prad.g_00939	Syag.g_01689
OG0000861	Prad.g_00938	Syag.g_01690
OG0000862	Prad.g_00937	Syag.g_01693
OG0000863	Prad.g_00935	Syag.g_01695
OG0000864	Prad.g_00934	Syag.g_01696
OG0000865	Prad.g_00933	Syag.g_01697
OG0000866	Prad.g_00932	Syag.g_01698
OG0000867	Prad.g_00931	Syag.g_01699
OG0000868	Prad.g_00930	Syag.g_01707
OG0000869	Prad.g_00926	Syag.g_01711
OG0000870	Prad.g_00921	Syag.g_01716
OG0000871	Prad.g_00920	Syag.g_01717
OG0000872	Prad.g_00919	Syag.g_01723
OG0000873	Prad.g_00916	Syag.g_01726
OG0000874	Prad.g_00913	Syag.g_01729
OG0000875	Prad.g_00912	Syag.g_01731
OG0000876	Prad.g_00911	Syag.g_01732
OG0000877	Prad.g_00909	Syag.g_01734
OG0000878	Prad.g_00908	Syag.g_01735
OG0000879	Prad.g_00907	Syag.g_02356
OG0000880	Prad.g_00906	Syag.g_01736
OG0000881	Prad.g_00902	Syag.g_01741
OG0000882	Prad.g_00897	Syag.g_01746
OG0000883	Prad.g_00895	Syag.g_01749
OG0000884	Prad.g_00893	Syag.g_01751
OG0000885	Prad.g_00892	Syag.g_01752
OG0000886	Prad.g_00891	Syag.g_01753
OG0000887	Prad.g_00890	Syag.g_01754
OG0000888	Prad.g_00888	Syag.g_01756
OG0000889	Prad.g_00886	Syag.g_01758
OG0000890	Prad.g_00885	Syag.g_01761
OG0000891	Prad.g_00884	Syag.g_01762
OG0000892	Prad.g_00882	Syag.g_01765
OG0000893	Prad.g_00879	Syag.g_02688
OG0000894	Prad.g_00877	Syag.g_02691
OG0000895	Prad.g_00874	Syag.g_02695
OG0000896	Prad.g_00873	Syag.g_02696
OG0000897	Prad.g_00871	Syag.g_02699
OG0000898	Prad.g_00870	Syag.g_02700
OG0000899	Prad.g_00869	Syag.g_02701
OG0000900	Prad.g_00868	Syag.g_02702
OG0000901	Prad.g_00865	Syag.g_02707
OG0000902	Prad.g_00863	Syag.g_02709
OG0000903	Prad.g_00860	Syag.g_02724
OG0000904	Prad.g_00858	Syag.g_02718
OG0000905	Prad.g_00853	Syag.g_02714
OG0000906	Prad.g_00852	Syag.g_02711
OG0000907	Prad.g_00849	Syag.g_02727
OG0000908	Prad.g_00846	Syag.g_02730
OG0000909	Prad.g_00845	Syag.g_02731
OG0000910	Prad.g_00844	Syag.g_02732
OG0000911	Prad.g_00842	Syag.g_02734
OG0000912	Prad.g_00841	Syag.g_02735
OG0000913	Prad.g_00840	Syag.g_02736
OG0000914	Prad.g_00839	Syag.g_02737
OG0000915	Prad.g_00838	Syag.g_02739
OG0000916	Prad.g_00837	Syag.g_02740
OG0000917	Prad.g_00836	Syag.g_02741
OG0000918	Prad.g_00835	Syag.g_02742
OG0000919	Prad.g_00834	Syag.g_02743
OG0000920	Prad.g_00833	Syag.g_02744
OG0000921	Prad.g_00832	Syag.g_02745
OG0000922	Prad.g_00831	Syag.g_02746
OG0000923	Prad.g_00827	Syag.g_02750
OG0000924	Prad.g_00826	Syag.g_02751
OG0000925	Prad.g_00825	Syag.g_02752
OG0000926	Prad.g_00824	Syag.g_02753
OG0000927	Prad.g_00822	Syag.g_02755
OG0000928	Prad.g_00821	Syag.g_02756
OG0000929	Prad.g_00820	Syag.g_02757
OG0000930	Prad.g_00819	Syag.g_02758
OG0000931	Prad.g_00818	Syag.g_02759
OG0000932	Prad.g_00817	Syag.g_02760
OG0000933	Prad.g_00813	Syag.g_02766
OG0000934	Prad.g_00811	Syag.g_02768
OG0000935	Prad.g_00810	Syag.g_02769
OG0000936	Prad.g_00809	Syag.g_02770
OG0000937	Prad.g_00808	Syag.g_02771
OG0000938	Prad.g_00806	Syag.g_02774
OG0000939	Prad.g_00805	Syag.g_02775
OG0000940	Prad.g_00798	Syag.g_02783
OG0000941	Prad.g_00796	Syag.g_02785
OG0000942	Prad.g_00794	Syag.g_02787
OG0000943	Prad.g_00793	Syag.g_02788
OG0000944	Prad.g_00792	Syag.g_02790
OG0000945	Prad.g_00791	Syag.g_02792
OG0000946	Prad.g_00787	Syag.g_02797
OG0000947	Prad.g_00785	Syag.g_02801
OG0000948	Prad.g_00784	Syag.g_02802
OG0000949	Prad.g_00781	Syag.g_02449
OG0000950	Prad.g_00776	Syag.g_02436
OG0000951	Prad.g_00772	Syag.g_02431
OG0000952	Prad.g_00768	Syag.g_02423
OG0000953	Prad.g_00765	Syag.g_02415
OG0000954	Prad.g_01641	Syag.g_02409
OG0000955	Prad.g_01640	Syag.g_02408
OG0000956	Prad.g_01638	Syag.g_02406
OG0000957	Prad.g_01633	Syag.g_02395
OG0000958	Prad.g_01632	Syag.g_02394
OG0000959	Prad.g_01628	Syag.g_02389
OG0000960	Prad.g_01627	Syag.g_02388
OG0000961	Prad.g_01625	Syag.g_02379
OG0000962	Prad.g_01623	Syag.g_02377
OG0000963	Prad.g_01620	Syag.g_02372
OG0000964	Prad.g_01619	Syag.g_02371
OG0000965	Prad.g_01618	Syag.g_02370
OG0000966	Prad.g_01611	Syag.g_02362
OG0000967	Prad.g_01607	Syag.g_02358
OG0000968	Prad.g_01605	Syag.g_02355
OG0000969	Prad.g_01604	Syag.g_02354
OG0000970	Prad.g_01603	Syag.g_02353
OG0000971	Prad.g_01602	Syag.g_02348
OG0000972	Prad.g_01601	Syag.g_02347
OG0000973	Prad.g_01600	Syag.g_02346
OG0000974	Prad.g_01599	Syag.g_02345
OG0000975	Prad.g_01598	Syag.g_02344
OG0000976	Prad.g_01597	Syag.g_02343
OG0000977	Prad.g_01596	Syag.g_02340
OG0000978	Prad.g_01595	Syag.g_02338
OG0000979	Prad.g_01592	Syag.g_02335
OG0000980	Prad.g_01590	Syag.g_02332
OG0000981	Prad.g_01588	Syag.g_02329
OG0000982	Prad.g_01586	Syag.g_02127
OG0000983	Prad.g_01585	Syag.g_02128
OG0000984	Prad.g_01584	Syag.g_02129
OG0000985	Prad.g_01581	Syag.g_02133
OG0000986	Prad.g_01579	Syag.g_02138
OG0000987	Prad.g_01578	Syag.g_02140
OG0000988	Prad.g_01575	Syag.g_02145
OG0000989	Prad.g_01571	Syag.g_02156
OG0000990	Prad.g_01568	Syag.g_02169
OG0000991	Prad.g_01567	Syag.g_02174
OG0000992	Prad.g_01565	Syag.g_02177
OG0000993	Prad.g_01564	Syag.g_02178
OG0000994	Prad.g_01563	Syag.g_02181
OG0000995	Prad.g_01559	Syag.g_02187
OG0000996	Prad.g_01558	Syag.g_02229
OG0000997	Prad.g_01557	Syag.g_02239
OG0000998	Prad.g_01555	Syag.g_02241
OG0000999	Prad.g_01554	Syag.g_02242
OG0001000	Prad.g_01551	Syag.g_02246
OG0001001	Prad.g_01549	Syag.g_02251
OG0001002	Prad.g_01545	Syag.g_02258
OG0001003	Prad.g_01544	Syag.g_02260
OG0001004	Prad.g_01543	Syag.g_02261
OG0001005	Prad.g_01542	Syag.g_02263
OG0001006	Prad.g_01538	Syag.g_02270
OG0001007	Prad.g_01536	Syag.g_02272
OG0001008	Prad.g_00070	Syag.g_00034
OG0001009	Prad.g_01959	Syag.g_02304
OG0001010	Prad.g_01958	Syag.g_02305
OG0001011	Prad.g_01957	Syag.g_02307
OG0001012	Prad.g_01944	Syag.g_02123
OG0001013	Prad.g_01938	Syag.g_02098
OG0001014	Prad.g_01935	Syag.g_02084
OG0001015	Prad.g_01934	Syag.g_02083
OG0001016	Prad.g_01920	Syag.g_01824
OG0001017	Prad.g_01916	Syag.g_01830
OG0001018	Prad.g_01913	Syag.g_01832
OG0001019	Prad.g_01904	Syag.g_01854
OG0001020	Prad.g_01903	Syag.g_01861
OG0001021	Prad.g_01902	Syag.g_01865
OG0001022	Prad.g_01899	Syag.g_01870
OG0001023	Prad.g_01898	Syag.g_01871
OG0001024	Prad.g_01895	Syag.g_01875
OG0001025	Prad.g_01889	Syag.g_01882
OG0001026	Prad.g_01882	Syag.g_01894
OG0001027	Prad.g_01881	Syag.g_01902
OG0001028	Prad.g_01879	Syag.g_01904
OG0001029	Prad.g_01878	Syag.g_01906
OG0001030	Prad.g_01863	Syag.g_01927
OG0001031	Prad.g_01805	Syag.g_02000
OG0001032	Prad.g_01804	Syag.g_02005
OG0001033	Prad.g_01783	Syag.g_02048
OG0001034	Prad.g_01755	Syag.g_01784
OG0001035	Prad.g_01737	Syag.g_02635
OG0001036	Prad.g_01732	Syag.g_02630
OG0001037	Prad.g_01731	Syag.g_02628
OG0001038	Prad.g_01713	Syag.g_02600
OG0001039	Prad.g_01710	Syag.g_02597
OG0001040	Prad.g_01708	Syag.g_02594
OG0001041	Prad.g_01704	Syag.g_02589
OG0001042	Prad.g_01687	Syag.g_02564
OG0001043	Prad.g_01686	Syag.g_02560
OG0001044	Prad.g_01658	Syag.g_02842
OG0001045	Prad.g_01649	Syag.g_02856
OG0001046	Prad.g_00730	Syag.g_00836
OG0001047	Prad.g_00068	Syag.g_00036
OG0001048	Prad.g_00067	Syag.g_00037
OG0001049	Prad.g_00065	Syag.g_00040
OG0001050	Prad.g_00064	Syag.g_00041
OG0001051	Prad.g_00063	Syag.g_00042
OG0001052	Prad.g_00036	Syag.g_01352
OG0001053	Prad.g_00024	Syag.g_01525
OG0001054	Prad.g_00131	Syag.g_01506
OG0001055	Prad.g_00112	Syag.g_01485
OG0001056	Prad.g_00093	Syag.g_01449
OG0001057	Prad.g_01331	Syag.g_01241
OG0001058	Prad.g_01339	Syag.g_00271
OG0001059	Prad.g_01343	Syag.g_00275
OG0001060	Prad.g_01350	Syag.g_00282
OG0001061	Prad.g_01363	Syag.g_00302
OG0001062	Prad.g_01365	Syag.g_00304
OG0001063	Prad.g_01367	Syag.g_00310
OG0001064	Prad.g_01368	Syag.g_00311
OG0001065	Prad.g_01369	Syag.g_00312
OG0001066	Prad.g_01370	Syag.g_00313
OG0001067	Prad.g_01371	Syag.g_00314
OG0001068	Prad.g_01372	Syag.g_00315
OG0001069	Prad.g_01373	Syag.g_00317
OG0001070	Prad.g_01376	Syag.g_00321
OG0001071	Prad.g_01377	Syag.g_00322
OG0001072	Prad.g_01379	Syag.g_00327
OG0001073	Prad.g_01393	Syag.g_00342
OG0001074	Prad.g_01404	Syag.g_00467
OG0001075	Prad.g_01405	Syag.g_00362
OG0001076	Prad.g_01413	Syag.g_00378
OG0001077	Prad.g_01417	Syag.g_00388
OG0001078	Prad.g_01425	Syag.g_00411
OG0001079	Prad.g_01221	Syag.g_00428
OG0001080	Prad.g_01227	Syag.g_00495
OG0001081	Prad.g_01229	Syag.g_00551
OG0001082	Prad.g_01230	Syag.g_00552
OG0001083	Prad.g_01235	Syag.g_00565
OG0001084	Prad.g_01236	Syag.g_00569
OG0001085	Prad.g_01244	Syag.g_00592
OG0001086	Prad.g_01245	Syag.g_00594
OG0001087	Prad.g_01262	Syag.g_01018
OG0001088	Prad.g_01263	Syag.g_01016
OG0001089	Prad.g_01271	Syag.g_00986
OG0001090	Prad.g_01050	Syag.g_00922
OG0001091	Prad.g_01052	Syag.g_00919
OG0001092	Prad.g_01053	Syag.g_00917
OG0001093	Prad.g_01058	Syag.g_00910
OG0001094	Prad.g_01140	Syag.g_00661
OG0001095	Prad.g_01159	Syag.g_00681
OG0001096	Prad.g_01172	Syag.g_00703
OG0001097	Prad.g_00303	Syag.g_00729
OG0001098	Prad.g_00288	Syag.g_00744
OG0001099	Prad.g_00256	Syag.g_01905
OG0001101	Prad.g_00250	Syag.g_00603
OG0001102	Prad.g_00248	Syag.g_00606
OG0001103	Prad.g_00246	Syag.g_00608
OG0001104	Prad.g_00223	Syag.g_00642
OG0001105	Prad.g_00219	Syag.g_00646
OG0001106	Prad.g_00195	Syag.g_00796
OG0001107	Prad.g_00188	Syag.g_00808
OG0001108	Prad.g_00184	Syag.g_00817
OG0001109	Prad.g_00183	Syag.g_00819
OG0001110	Prad.g_00181	Syag.g_00821
OG0001111	Prad.g_00180	Syag.g_00823
OG0001112	Prad.g_00179	Syag.g_00825
OG0001113	Prad.g_00178	Syag.g_00826
OG0001114	Prad.g_00177	Syag.g_00827
OG0001115	Prad.g_00175	Syag.g_00831
OG0001116	Prad.g_00174	Syag.g_00833
OG0001117	Prad.g_00173	Syag.g_00834
OG0001118	Prad.g_00172	Syag.g_00835
OG0001119	Prad.g_00171	Syag.g_00837
OG0001120	Prad.g_00169	Syag.g_00841
OG0001121	Prad.g_01991, Prad.g_00166	Syag.g_01584
OG0001122	Prad.g_00141	Syag.g_00867
OG0001123	Prad.g_00137	Syag.g_00875
OG0001124	Prad.g_00135	Syag.g_00877
OG0001125	Prad.g_00134	Syag.g_00879
OG0001126	Prad.g_01030	Syag.g_00957
OG0001127	Prad.g_01029	Syag.g_00958
OG0001128	Prad.g_01026	Syag.g_00961
OG0001129	Prad.g_01025	Syag.g_00963
OG0001130	Prad.g_01024	Syag.g_00964
OG0001131	Prad.g_00990	Syag.g_00624
OG0001132	Prad.g_00981	Syag.g_00096
OG0001133	Prad.g_00655	Syag.g_00380
OG0001134	Prad.g_01989	Syag.g_02164
OG0001135	Prad.g_01526	Syag.g_00147
OG0001136	Prad.g_01499	Syag.g_01144
OG0001137	Prad.g_01488	Syag.g_01123
OG0001138	Prad.g_01469	Syag.g_01090
OG0001139	Prad.g_01468	Syag.g_01088
OG0001140	Prad.g_01467	Syag.g_01087
OG0001141	Prad.g_01466	Syag.g_01086
OG0001142	Prad.g_01465	Syag.g_01085
OG0001143	Prad.g_01458	Syag.g_01077
OG0001144	Prad.g_01453	Syag.g_01064
OG0001145	Prad.g_00362	Syag.g_01169
OG0001146	Prad.g_00624	Syag.g_01218
OG0001147	Prad.g_00608	Syag.g_01360
OG0001148	Prad.g_00592	Syag.g_01539
OG0001149	Prad.g_00591	Syag.g_01540
OG0001150	Prad.g_00590	Syag.g_01541
OG0001151	Prad.g_00579	Syag.g_01554
OG0001152	Prad.g_00578	Syag.g_01555
OG0001153	Prad.g_00482	Syag.g_01375
OG0001154	Prad.g_00481	Syag.g_01374
OG0001155	Prad.g_00469	Syag.g_01616
OG0001156	Prad.g_00466	Syag.g_01619
OG0001157	Prad.g_00465	Syag.g_01620
OG0001158	Prad.g_00464	Syag.g_01621
OG0001159	Prad.g_00463	Syag.g_01622, Syag.g_01625
OG0001160	Prad.g_00439	Syag.g_01666
OG0001161	Prad.g_00426	Syag.g_02163
OG0001162	Prad.g_00415	Syag.g_01238
OG0001163	Prad.g_00949	Syag.g_01674
OG0001164	Prad.g_00945	Syag.g_01680
OG0001165	Prad.g_00942	Syag.g_01685
OG0001166	Prad.g_00922	Syag.g_01715
OG0001167	Prad.g_00905	Syag.g_02383
OG0001168	Prad.g_00903	Syag.g_01740
OG0001169	Prad.g_00901	Syag.g_01742
OG0001170	Prad.g_00899	Syag.g_01744
OG0001171	Prad.g_00889	Syag.g_01755
OG0001172	Prad.g_00876	Syag.g_02693
OG0001173	Prad.g_00875	Syag.g_02694
OG0001174	Prad.g_00867	Syag.g_02703
OG0001175	Prad.g_00866	Syag.g_02704
OG0001176	Prad.g_00859	Syag.g_02723
