Orthogroup	Syab	Praw
OG0000582	Syab.g_01929	Praw.g_00144
OG0000583	Syab.g_01928	Praw.g_00145
OG0000584	Syab.g_01927	Praw.g_00146
OG0000585	Syab.g_01924	Praw.g_00148
OG0000586	Syab.g_01923	Praw.g_00149
OG0000587	Syab.g_01921	Praw.g_00150
OG0000588	Syab.g_01910	Praw.g_00154
OG0000589	Syab.g_01899	Praw.g_00157
OG0000590	Syab.g_01898	Praw.g_00158
OG0000591	Syab.g_01892	Praw.g_00161
OG0000592	Syab.g_01891	Praw.g_00162
OG0000593	Syab.g_01877	Praw.g_00168
OG0000594	Syab.g_01876	Praw.g_00169
OG0000595	Syab.g_01875	Praw.g_01888
OG0000596	Syab.g_01871	Praw.g_01884
OG0000597	Syab.g_01868	Praw.g_01882
OG0000598	Syab.g_01867	Praw.g_01881
OG0000599	Syab.g_01860	Praw.g_01878
OG0000600	Syab.g_01859	Praw.g_01877
OG0000601	Syab.g_01858	Praw.g_01876
OG0000602	Syab.g_01853	Praw.g_01874
OG0000603	Syab.g_01852	Praw.g_01873
OG0000604	Syab.g_01850	Praw.g_01872
OG0000605	Syab.g_01758	Praw.g_01871
OG0000606	Syab.g_01529	Praw.g_01868
OG0000607	Syab.g_01533	Praw.g_01865
OG0000608	Syab.g_01534	Praw.g_01864
OG0000609	Syab.g_01536	Praw.g_01863
OG0000610	Syab.g_01555	Praw.g_01858
OG0000611	Syab.g_01558	Praw.g_01855
OG0000612	Syab.g_01559	Praw.g_01854
OG0000613	Syab.g_00228	Praw.g_01849
OG0000614	Syab.g_01179	Praw.g_01830
OG0000615	Syab.g_01605	Praw.g_01822
OG0000616	Syab.g_02897	Praw.g_01818
OG0000617	Syab.g_01274	Praw.g_01803
OG0000618	Syab.g_01275	Praw.g_01802
OG0000619	Syab.g_01662	Praw.g_01801
OG0000620	Syab.g_01668	Praw.g_01798
OG0000621	Syab.g_01669	Praw.g_01797
OG0000622	Syab.g_01670	Praw.g_01796
OG0000623	Syab.g_01671	Praw.g_01795
OG0000624	Syab.g_01673	Praw.g_01794
OG0000625	Syab.g_01674	Praw.g_01793
OG0000626	Syab.g_01675	Praw.g_01792
OG0000627	Syab.g_01438	Praw.g_01791
OG0000628	Syab.g_01437	Praw.g_01790
OG0000629	Syab.g_01434	Praw.g_01789
OG0000630	Syab.g_01430	Praw.g_01786
OG0000631	Syab.g_01421	Praw.g_01706
OG0000632	Syab.g_01420	Praw.g_01705
OG0000633	Syab.g_01419	Praw.g_01704
OG0000634	Syab.g_01651	Praw.g_01701
OG0000635	Syab.g_01656	Praw.g_01700
OG0000636	Syab.g_01658	Praw.g_01698
OG0000637	Syab.g_01660	Praw.g_01696
OG0000638	Syab.g_01661	Praw.g_01695
OG0000639	Syab.g_01276	Praw.g_01694
OG0000640	Syab.g_01277	Praw.g_01693
OG0000641	Syab.g_01281	Praw.g_01689
OG0000642	Syab.g_01282	Praw.g_01688
OG0000643	Syab.g_01283	Praw.g_01687
OG0000644	Syab.g_01284	Praw.g_01686
OG0000645	Syab.g_01286	Praw.g_01685
OG0000646	Syab.g_01289	Praw.g_01683
OG0000647	Syab.g_01291	Praw.g_01682
OG0000648	Syab.g_01684	Praw.g_01680
OG0000649	Syab.g_01685	Praw.g_01679
OG0000650	Syab.g_01686	Praw.g_01678
OG0000651	Syab.g_01687	Praw.g_01677
OG0000652	Syab.g_01688	Praw.g_01676
OG0000653	Syab.g_01690	Praw.g_01674
OG0000654	Syab.g_01691	Praw.g_01673
OG0000655	Syab.g_01692	Praw.g_01672
OG0000656	Syab.g_01695	Praw.g_01669
OG0000657	Syab.g_01706	Praw.g_01663
OG0000658	Syab.g_01710	Praw.g_01662
OG0000659	Syab.g_01711	Praw.g_01661
OG0000660	Syab.g_01715	Praw.g_01657
OG0000661	Syab.g_01717	Praw.g_01655
OG0000662	Syab.g_01719	Praw.g_01653
OG0000663	Syab.g_01722	Praw.g_01651
OG0000664	Syab.g_01723	Praw.g_01650
OG0000665	Syab.g_01829	Praw.g_01646
OG0000666	Syab.g_01842	Praw.g_01645
OG0000667	Syab.g_01548	Praw.g_01641
OG0000668	Syab.g_01319	Praw.g_01611
OG0000669	Syab.g_01642	Praw.g_01605
OG0000670	Syab.g_02156	Praw.g_01603
OG0000671	Syab.g_01638	Praw.g_01601
OG0000672	Syab.g_01635	Praw.g_01599
OG0000673	Syab.g_01632	Praw.g_01596
OG0000674	Syab.g_01630	Praw.g_01594
OG0000675	Syab.g_01629	Praw.g_01593
OG0000676	Syab.g_01620	Praw.g_01591
OG0000677	Syab.g_01619	Praw.g_01590
OG0000678	Syab.g_01613	Praw.g_01588
OG0000679	Syab.g_01601	Praw.g_01584
OG0000680	Syab.g_01600	Praw.g_01583
OG0000681	Syab.g_01597	Praw.g_01581
OG0000682	Syab.g_01596	Praw.g_01580
OG0000683	Syab.g_01595	Praw.g_01579
OG0000684	Syab.g_01591	Praw.g_01577
OG0000685	Syab.g_01589	Praw.g_01575
OG0000686	Syab.g_01588	Praw.g_01574
OG0000687	Syab.g_01586	Praw.g_01573
OG0000688	Syab.g_01576	Praw.g_01570
OG0000689	Syab.g_01574	Praw.g_01569
OG0000690	Syab.g_01573	Praw.g_01568
OG0000691	Syab.g_01572	Praw.g_01567
OG0000692	Syab.g_01571	Praw.g_01565
OG0000693	Syab.g_01569	Praw.g_01564
OG0000694	Syab.g_01568	Praw.g_01563
OG0000695	Syab.g_01417	Praw.g_01561
OG0000696	Syab.g_01416	Praw.g_01560
OG0000697	Syab.g_01415	Praw.g_01559
OG0000698	Syab.g_01412	Praw.g_01556
OG0000699	Syab.g_01411	Praw.g_01555
OG0000700	Syab.g_01410	Praw.g_01554
OG0000701	Syab.g_01409	Praw.g_01553
OG0000702	Syab.g_01401	Praw.g_01551
OG0000703	Syab.g_01400	Praw.g_01550
OG0000704	Syab.g_01398	Praw.g_01549
OG0000705	Syab.g_01391	Praw.g_01545
OG0000706	Syab.g_01390	Praw.g_01544
OG0000707	Syab.g_01389	Praw.g_01543
OG0000708	Syab.g_01386	Praw.g_01542
OG0000709	Syab.g_01378	Praw.g_01538
OG0000710	Syab.g_01367	Praw.g_01535
OG0000711	Syab.g_01340	Praw.g_01518
OG0000712	Syab.g_01338	Praw.g_01516
OG0000713	Syab.g_01337	Praw.g_01515
OG0000714	Syab.g_01334	Praw.g_01514
OG0000715	Syab.g_01332	Praw.g_01512
OG0000716	Syab.g_01328	Praw.g_01510
OG0000717	Syab.g_01327	Praw.g_01509
OG0000718	Syab.g_01323	Praw.g_01498
OG0000719	Syab.g_01321	Praw.g_01496
OG0000720	Syab.g_01307	Praw.g_01487
OG0000721	Syab.g_01305	Praw.g_01485
OG0000722	Syab.g_01304	Praw.g_01484
OG0000723	Syab.g_01678	Praw.g_01481
OG0000724	Syab.g_01223	Praw.g_01472
OG0000725	Syab.g_01207	Praw.g_01466
OG0000726	Syab.g_01206	Praw.g_01465
OG0000727	Syab.g_01205	Praw.g_01464
OG0000728	Syab.g_01203	Praw.g_01462
OG0000729	Syab.g_00097	Praw.g_01416
OG0000730	Syab.g_00521	Praw.g_00172
OG0000731	Syab.g_00531	Praw.g_00176
OG0000732	Syab.g_00055	Praw.g_00183
OG0000733	Syab.g_02798	Praw.g_00202
OG0000734	Syab.g_02508	Praw.g_00219
OG0000735	Syab.g_00942	Praw.g_00221
OG0000736	Syab.g_00943	Praw.g_00222
OG0000737	Syab.g_00944	Praw.g_00223
OG0000738	Syab.g_00949	Praw.g_00227
OG0000739	Syab.g_00961	Praw.g_00228
OG0000740	Syab.g_00962	Praw.g_00229
OG0000741	Syab.g_00965	Praw.g_00230
OG0000742	Syab.g_00968	Praw.g_00233
OG0000743	Syab.g_00970	Praw.g_00235
OG0000744	Syab.g_00971	Praw.g_00236
OG0000745	Syab.g_00973	Praw.g_00237
OG0000746	Syab.g_00975	Praw.g_00239
OG0000747	Syab.g_00976	Praw.g_00240
OG0000748	Syab.g_00991	Praw.g_00243
OG0000749	Syab.g_00992	Praw.g_00244
OG0000750	Syab.g_00993	Praw.g_00245
OG0000751	Syab.g_01002	Praw.g_00247
OG0000752	Syab.g_01004	Praw.g_00249
OG0000753	Syab.g_01007	Praw.g_00252
OG0000754	Syab.g_01012	Praw.g_00255
OG0000755	Syab.g_01021	Praw.g_00258
OG0000756	Syab.g_01022	Praw.g_00259
OG0000757	Syab.g_01029	Praw.g_00265
OG0000758	Syab.g_01030	Praw.g_00266
OG0000759	Syab.g_01031	Praw.g_00267
OG0000760	Syab.g_01032	Praw.g_00268
OG0000761	Syab.g_01034	Praw.g_00269
OG0000762	Syab.g_01036	Praw.g_00270
OG0000763	Syab.g_01038	Praw.g_00272
OG0000764	Syab.g_01039	Praw.g_00273
OG0000765	Syab.g_01154	Praw.g_00282
OG0000766	Syab.g_01153	Praw.g_00283
OG0000767	Syab.g_01151	Praw.g_00285
OG0000768	Syab.g_01150	Praw.g_00286
OG0000769	Syab.g_01148	Praw.g_00288
OG0000770	Syab.g_01145	Praw.g_00290
OG0000771	Syab.g_01229	Praw.g_00904
OG0000772	Syab.g_00957	Praw.g_00954
OG0000773	Syab.g_00931	Praw.g_00970
OG0000774	Syab.g_00924	Praw.g_00972
OG0000775	Syab.g_00922	Praw.g_00976
OG0000776	Syab.g_00921	Praw.g_00977
OG0000777	Syab.g_00920	Praw.g_00978
OG0000778	Syab.g_00919	Praw.g_00979
OG0000779	Syab.g_00913	Praw.g_00983
OG0000780	Syab.g_00908	Praw.g_00984
OG0000781	Syab.g_00904	Praw.g_00987
OG0000782	Syab.g_00903	Praw.g_00988
OG0000783	Syab.g_00902	Praw.g_00989
OG0000784	Syab.g_00901	Praw.g_00990
OG0000785	Syab.g_00899	Praw.g_00992
OG0000786	Syab.g_00895	Praw.g_00994
OG0000787	Syab.g_00894	Praw.g_00995
OG0000788	Syab.g_01857	Praw.g_01002
OG0000789	Syab.g_01835	Praw.g_01006
OG0000790	Syab.g_02082	Praw.g_01021
OG0000791	Syab.g_02080	Praw.g_01023
OG0000792	Syab.g_02079	Praw.g_01024
OG0000793	Syab.g_02074	Praw.g_01027
OG0000794	Syab.g_02073	Praw.g_01028
OG0000795	Syab.g_02072	Praw.g_01029
OG0000796	Syab.g_02068	Praw.g_01033
OG0000797	Syab.g_02067	Praw.g_01034
OG0000798	Syab.g_00298	Praw.g_01057
OG0000799	Syab.g_00826	Praw.g_01101
OG0000800	Syab.g_00821	Praw.g_01100
OG0000801	Syab.g_00820	Praw.g_01099
OG0000802	Syab.g_00816	Praw.g_01097
OG0000803	Syab.g_00806	Praw.g_01095
OG0000804	Syab.g_00802	Praw.g_01094
OG0000805	Syab.g_00792	Praw.g_01092
OG0000806	Syab.g_00790	Praw.g_01090
OG0000807	Syab.g_00788	Praw.g_01089
OG0000808	Syab.g_00783	Praw.g_01088
OG0000809	Syab.g_00780	Praw.g_01085
OG0000810	Syab.g_00779	Praw.g_01084
OG0000811	Syab.g_00770	Praw.g_01077
OG0000812	Syab.g_00768	Praw.g_01075
OG0000813	Syab.g_00767	Praw.g_00343
OG0000814	Syab.g_00765	Praw.g_00345
OG0000815	Syab.g_00760	Praw.g_00346
OG0000816	Syab.g_00758	Praw.g_00348
OG0000817	Syab.g_00757	Praw.g_00349
OG0000818	Syab.g_00751	Praw.g_00354
OG0000819	Syab.g_00750	Praw.g_00355
OG0000820	Syab.g_00749	Praw.g_00356
OG0000821	Syab.g_00743	Praw.g_00359
OG0000822	Syab.g_00741	Praw.g_00360
OG0000823	Syab.g_00740	Praw.g_00361
OG0000824	Syab.g_00735	Praw.g_00364
OG0000825	Syab.g_00734	Praw.g_00365
OG0000826	Syab.g_00733	Praw.g_00366
OG0000827	Syab.g_00732	Praw.g_00367
OG0000828	Syab.g_00729	Praw.g_00371
OG0000829	Syab.g_00728	Praw.g_00372
OG0000830	Syab.g_00727	Praw.g_00373
OG0000831	Syab.g_00725	Praw.g_00375
OG0000832	Syab.g_02169	Praw.g_00381
OG0000833	Syab.g_02178	Praw.g_00389
OG0000834	Syab.g_02181	Praw.g_00390
OG0000835	Syab.g_02182	Praw.g_00391
OG0000836	Syab.g_02185	Praw.g_00392
OG0000837	Syab.g_02186	Praw.g_00393
OG0000838	Syab.g_02190	Praw.g_00395
OG0000839	Syab.g_02191	Praw.g_00396
OG0000840	Syab.g_02192	Praw.g_00397
OG0000841	Syab.g_02193	Praw.g_00398
OG0000842	Syab.g_02194	Praw.g_00399
OG0000843	Syab.g_02195	Praw.g_00400
OG0000844	Syab.g_02197	Praw.g_00401
OG0000845	Syab.g_02198	Praw.g_00402
OG0000846	Syab.g_02199	Praw.g_00403
OG0000847	Syab.g_02200	Praw.g_00404
OG0000848	Syab.g_02202	Praw.g_00405
OG0000849	Syab.g_02203	Praw.g_00406
OG0000850	Syab.g_02212	Praw.g_00408
OG0000851	Syab.g_02226	Praw.g_00409
OG0000852	Syab.g_02227	Praw.g_00410
OG0000853	Syab.g_02233	Praw.g_00414
OG0000854	Syab.g_02235	Praw.g_00416
OG0000855	Syab.g_02236	Praw.g_00417
OG0000856	Syab.g_01889	Praw.g_00430
OG0000857	Syab.g_01290	Praw.g_00458
OG0000858	Syab.g_02244	Praw.g_00509
OG0000859	Syab.g_02245	Praw.g_00510
OG0000860	Syab.g_02258	Praw.g_00517
OG0000861	Syab.g_02259	Praw.g_00518
OG0000862	Syab.g_02261	Praw.g_00519
OG0000863	Syab.g_02265	Praw.g_00521
OG0000864	Syab.g_02266	Praw.g_00522
OG0000865	Syab.g_02267	Praw.g_00523
OG0000866	Syab.g_02268	Praw.g_00524
OG0000867	Syab.g_02269	Praw.g_00525
OG0000868	Syab.g_02287	Praw.g_00526
OG0000869	Syab.g_02292	Praw.g_00530
OG0000870	Syab.g_02297	Praw.g_00535
OG0000871	Syab.g_02298	Praw.g_00536
OG0000872	Syab.g_02305	Praw.g_00537
OG0000873	Syab.g_02308	Praw.g_00540
OG0000874	Syab.g_02311	Praw.g_00543
OG0000875	Syab.g_02313	Praw.g_00544
OG0000876	Syab.g_02315	Praw.g_00545
OG0000877	Syab.g_02317	Praw.g_00547
OG0000878	Syab.g_02318	Praw.g_00548
OG0000879	Syab.g_02319	Praw.g_00549
OG0000880	Syab.g_02320	Praw.g_00550
OG0000881	Syab.g_02325	Praw.g_00554
OG0000882	Syab.g_02330	Praw.g_00559
OG0000883	Syab.g_02332	Praw.g_00561
OG0000884	Syab.g_02334	Praw.g_00563
OG0000885	Syab.g_02335	Praw.g_00564
OG0000886	Syab.g_02336	Praw.g_00565
OG0000887	Syab.g_02338	Praw.g_00566
OG0000888	Syab.g_02340	Praw.g_00568
OG0000889	Syab.g_02342	Praw.g_00570
OG0000890	Syab.g_02348	Praw.g_00571
OG0000891	Syab.g_02349	Praw.g_00572
OG0000892	Syab.g_02353	Praw.g_01921
OG0000893	Syab.g_00366	Praw.g_01917
OG0000894	Syab.g_00369	Praw.g_01915
OG0000895	Syab.g_00373	Praw.g_01912
OG0000896	Syab.g_00374	Praw.g_01911
OG0000897	Syab.g_00376	Praw.g_01909
OG0000898	Syab.g_00377	Praw.g_01908
OG0000899	Syab.g_00378	Praw.g_01907
OG0000900	Syab.g_00379	Praw.g_01906
OG0000901	Syab.g_00384	Praw.g_01903
OG0000902	Syab.g_00386	Praw.g_01901
OG0000903	Syab.g_00399	Praw.g_01898
OG0000904	Syab.g_00395	Praw.g_01896
OG0000905	Syab.g_00390	Praw.g_01892
OG0000906	Syab.g_00388	Praw.g_01891
OG0000907	Syab.g_00401	Praw.g_00138
OG0000908	Syab.g_00404	Praw.g_00135
OG0000909	Syab.g_00405	Praw.g_00134
OG0000910	Syab.g_00406	Praw.g_00133
OG0000911	Syab.g_00408	Praw.g_00131
OG0000912	Syab.g_00409	Praw.g_00130
OG0000913	Syab.g_00410	Praw.g_00129
OG0000914	Syab.g_00411	Praw.g_00128
OG0000915	Syab.g_00412	Praw.g_00127
OG0000916	Syab.g_00413	Praw.g_00126
OG0000917	Syab.g_00414	Praw.g_00125
OG0000918	Syab.g_00415	Praw.g_00124
OG0000919	Syab.g_00416	Praw.g_00123
OG0000920	Syab.g_00417	Praw.g_00122
OG0000921	Syab.g_00418	Praw.g_00121
OG0000922	Syab.g_00419	Praw.g_00120
OG0000923	Syab.g_00423	Praw.g_00116
OG0000924	Syab.g_00424	Praw.g_00115
OG0000925	Syab.g_00425	Praw.g_00114
OG0000926	Syab.g_00426	Praw.g_00113
OG0000927	Syab.g_00428	Praw.g_00111
OG0000928	Syab.g_00429	Praw.g_00110
OG0000929	Syab.g_00430	Praw.g_00109
OG0000930	Syab.g_00431	Praw.g_00108
OG0000931	Syab.g_00432	Praw.g_00107
OG0000932	Syab.g_00433	Praw.g_00106
OG0000933	Syab.g_00439	Praw.g_00102
OG0000934	Syab.g_00441	Praw.g_00100
OG0000935	Syab.g_00442	Praw.g_00099
OG0000936	Syab.g_00443	Praw.g_00098
OG0000937	Syab.g_00444	Praw.g_00097
OG0000938	Syab.g_00447	Praw.g_00095
OG0000939	Syab.g_00448	Praw.g_00094
OG0000940	Syab.g_00456	Praw.g_00087
OG0000941	Syab.g_00458	Praw.g_00085
OG0000942	Syab.g_00460	Praw.g_00083
OG0000943	Syab.g_00461	Praw.g_00082
OG0000944	Syab.g_00463	Praw.g_00081
OG0000945	Syab.g_00466	Praw.g_00080
OG0000946	Syab.g_00473	Praw.g_00076
OG0000947	Syab.g_00476	Praw.g_00074
OG0000948	Syab.g_00477	Praw.g_00073
OG0000949	Syab.g_00212	Praw.g_00070
OG0000950	Syab.g_00204	Praw.g_00065
OG0000951	Syab.g_00199	Praw.g_00061
OG0000952	Syab.g_00191	Praw.g_00057
OG0000953	Syab.g_00134	Praw.g_00054
OG0000954	Syab.g_00129	Praw.g_00050
OG0000955	Syab.g_00128	Praw.g_00049
OG0000956	Syab.g_00126	Praw.g_00047
OG0000957	Syab.g_00115	Praw.g_00041
OG0000958	Syab.g_00114	Praw.g_00040
OG0000959	Syab.g_00110	Praw.g_00036
OG0000960	Syab.g_00109	Praw.g_00035
OG0000961	Syab.g_00100	Praw.g_00033
OG0000962	Syab.g_00098	Praw.g_00031
OG0000963	Syab.g_00093	Praw.g_00027
OG0000964	Syab.g_00092	Praw.g_00026
OG0000965	Syab.g_00091	Praw.g_00025
OG0000966	Syab.g_00082	Praw.g_00018
OG0000967	Syab.g_00078	Praw.g_00014
OG0000968	Syab.g_00075	Praw.g_00012
OG0000969	Syab.g_00073	Praw.g_00011
OG0000970	Syab.g_00072	Praw.g_00010
OG0000971	Syab.g_00070	Praw.g_00009
OG0000972	Syab.g_00069	Praw.g_00008
OG0000973	Syab.g_00068	Praw.g_00007
OG0000974	Syab.g_00067	Praw.g_00006
OG0000975	Syab.g_00066	Praw.g_00005
OG0000976	Syab.g_00065	Praw.g_00004
OG0000977	Syab.g_00063	Praw.g_00003
OG0000978	Syab.g_00062	Praw.g_00002
OG0000979	Syab.g_00059	Praw.g_01192
OG0000980	Syab.g_00056	Praw.g_01190
OG0000981	Syab.g_00053	Praw.g_01188
OG0000982	Syab.g_02756	Praw.g_01186
OG0000983	Syab.g_02757	Praw.g_01185
OG0000984	Syab.g_02758	Praw.g_01184
OG0000985	Syab.g_02762	Praw.g_01181
OG0000986	Syab.g_02764	Praw.g_01179
OG0000987	Syab.g_02768	Praw.g_01178
OG0000988	Syab.g_02774	Praw.g_01175
OG0000989	Syab.g_02792	Praw.g_01171
OG0000990	Syab.g_02811	Praw.g_01168
OG0000991	Syab.g_02818	Praw.g_01167
OG0000992	Syab.g_02821	Praw.g_01165
OG0000993	Syab.g_02822	Praw.g_01164
OG0000994	Syab.g_02826	Praw.g_01163
OG0000995	Syab.g_02835	Praw.g_01159
OG0000996	Syab.g_02866	Praw.g_01158
OG0000997	Syab.g_02875	Praw.g_01157
OG0000998	Syab.g_02877	Praw.g_01155
OG0000999	Syab.g_02878	Praw.g_01154
OG0001000	Syab.g_02881	Praw.g_01151
OG0001001	Syab.g_02888	Praw.g_01149
OG0001002	Syab.g_02900	Praw.g_01145
OG0001003	Syab.g_02902	Praw.g_01144
OG0001004	Syab.g_02903	Praw.g_01143
OG0001005	Syab.g_02905	Praw.g_01142
OG0001006	Syab.g_02912	Praw.g_01138
OG0001007	Syab.g_02914	Praw.g_01136
OG0001008	Syab.g_00584	Praw.g_00710
OG0001009	Syab.g_00033	Praw.g_01401
OG0001010	Syab.g_00034	Praw.g_01400
OG0001011	Syab.g_00035	Praw.g_01399
OG0001012	Syab.g_02752	Praw.g_01385
OG0001013	Syab.g_02716	Praw.g_01380
OG0001014	Syab.g_02712	Praw.g_01377
OG0001015	Syab.g_02711	Praw.g_01376
OG0001016	Syab.g_02439	Praw.g_01361
OG0001017	Syab.g_02445	Praw.g_01357
OG0001018	Syab.g_02447	Praw.g_01354
OG0001019	Syab.g_02469	Praw.g_01345
OG0001020	Syab.g_02477	Praw.g_01344
OG0001021	Syab.g_02481	Praw.g_01343
OG0001022	Syab.g_02485	Praw.g_01341
OG0001023	Syab.g_02486	Praw.g_01340
OG0001024	Syab.g_02490	Praw.g_01337
OG0001025	Syab.g_02497	Praw.g_01331
OG0001026	Syab.g_02510	Praw.g_01324
OG0001027	Syab.g_02515	Praw.g_01323
OG0001028	Syab.g_02517	Praw.g_01321
OG0001029	Syab.g_02519	Praw.g_01320
OG0001030	Syab.g_02540	Praw.g_01305
OG0001031	Syab.g_02615	Praw.g_01249
OG0001032	Syab.g_02617	Praw.g_01248
OG0001033	Syab.g_02675	Praw.g_01227
OG0001034	Syab.g_02370	Praw.g_01199
OG0001035	Syab.g_00335	Praw.g_00879
OG0001036	Syab.g_00327	Praw.g_00875
OG0001037	Syab.g_00325	Praw.g_00874
OG0001038	Syab.g_00297	Praw.g_00856
OG0001039	Syab.g_00294	Praw.g_00853
OG0001040	Syab.g_00291	Praw.g_00851
OG0001041	Syab.g_00286	Praw.g_00847
OG0001042	Syab.g_00254	Praw.g_00830
OG0001043	Syab.g_00250	Praw.g_00829
OG0001044	Syab.g_00522	Praw.g_00797
OG0001045	Syab.g_00534	Praw.g_00789
OG0001046	Syab.g_01352	Praw.g_00754
OG0001047	Syab.g_00586	Praw.g_00708
OG0001048	Syab.g_00587	Praw.g_00707
OG0001049	Syab.g_00590	Praw.g_00705
OG0001050	Syab.g_00591	Praw.g_00704
OG0001051	Syab.g_00592	Praw.g_00703
OG0001052	Syab.g_00693	Praw.g_00676
OG0001053	Syab.g_02099	Praw.g_00665
OG0001054	Syab.g_02118	Praw.g_00650
OG0001055	Syab.g_02139	Praw.g_00631
OG0001056	Syab.g_02036	Praw.g_00612
OG0001057	Syab.g_00882	Praw.g_00607
OG0001058	Syab.g_02014	Praw.g_00599
OG0001059	Syab.g_02010	Praw.g_00595
OG0001060	Syab.g_02003	Praw.g_00588
OG0001061	Syab.g_01985	Praw.g_00575
OG0001062	Syab.g_01983	Praw.g_01923
OG0001063	Syab.g_01979	Praw.g_01925
OG0001064	Syab.g_01978	Praw.g_01926
OG0001065	Syab.g_01976	Praw.g_01927
OG0001066	Syab.g_01975	Praw.g_01928
OG0001067	Syab.g_01974	Praw.g_01929
OG0001068	Syab.g_01973	Praw.g_01930
OG0001069	Syab.g_01972	Praw.g_01931
OG0001070	Syab.g_01968	Praw.g_01934
OG0001071	Syab.g_01967	Praw.g_01935
OG0001073	Syab.g_01947	Praw.g_00140
OG0001074	Syab.g_01815	Praw.g_00151
OG0001075	Syab.g_01919	Praw.g_00152
OG0001076	Syab.g_01897	Praw.g_00160
OG0001077	Syab.g_01887	Praw.g_00164
OG0001079	Syab.g_01856	Praw.g_01875
OG0001080	Syab.g_01756	Praw.g_01869
OG0001081	Syab.g_01530	Praw.g_01867
OG0001082	Syab.g_01531	Praw.g_01866
OG0001083	Syab.g_01540	Praw.g_01861
OG0001084	Syab.g_01543	Praw.g_01860
OG0001085	Syab.g_01563	Praw.g_01852
OG0001086	Syab.g_01565	Praw.g_01851
OG0001087	Syab.g_01167	Praw.g_01834
OG0001088	Syab.g_01170	Praw.g_01833
OG0001089	Syab.g_01198	Praw.g_01825
OG0001090	Syab.g_01267	Praw.g_01808
OG0001091	Syab.g_01270	Praw.g_01806
OG0001092	Syab.g_01272	Praw.g_01805
OG0001093	Syab.g_01664	Praw.g_01800
OG0001094	Syab.g_01567	Praw.g_01703
OG0001095	Syab.g_01287	Praw.g_01684
OG0001096	Syab.g_01693	Praw.g_01671
OG0001097	Syab.g_01718	Praw.g_01654
OG0001098	Syab.g_01497	Praw.g_01639
OG0001099	Syab.g_02518	Praw.g_01608
OG0001100	Syab.g_01640	Praw.g_01604
OG0001101	Syab.g_01639	Praw.g_01602
OG0001102	Syab.g_01636	Praw.g_01600
OG0001103	Syab.g_01634	Praw.g_01598
OG0001104	Syab.g_01590	Praw.g_01576
OG0001105	Syab.g_01585	Praw.g_01572
OG0001106	Syab.g_01397	Praw.g_01548
OG0001107	Syab.g_01385	Praw.g_01541
OG0001108	Syab.g_01377	Praw.g_01537
OG0001109	Syab.g_01368	Praw.g_01536
OG0001110	Syab.g_01366	Praw.g_01534
OG0001111	Syab.g_01364	Praw.g_01533
OG0001112	Syab.g_01362	Praw.g_01532
OG0001113	Syab.g_01593	Praw.g_01531
OG0001114	Syab.g_01361	Praw.g_01530
OG0001115	Syab.g_01357	Praw.g_01528
OG0001116	Syab.g_01355	Praw.g_01527
OG0001117	Syab.g_01354	Praw.g_01526
OG0001118	Syab.g_01353	Praw.g_01525
OG0001119	Syab.g_01351	Praw.g_01524
OG0001120	Syab.g_01347	Praw.g_01522
OG0001121	Syab.g_02159	Praw.g_00199, Praw.g_01519
OG0001122	Syab.g_01320	Praw.g_01495
OG0001123	Syab.g_01312	Praw.g_01491
OG0001124	Syab.g_01310	Praw.g_01489
OG0001125	Syab.g_01308	Praw.g_01488
OG0001126	Syab.g_01231	Praw.g_01478
OG0001127	Syab.g_01230	Praw.g_01477
OG0001128	Syab.g_01227	Praw.g_01475
OG0001129	Syab.g_01225	Praw.g_01474
OG0001130	Syab.g_01224	Praw.g_01473
OG0001131	Syab.g_01609	Praw.g_01437
OG0001132	Syab.g_01790	Praw.g_01427
OG0001133	Syab.g_01895	Praw.g_00187
OG0001134	Syab.g_01748	Praw.g_00201
OG0001135	Syab.g_01747	Praw.g_00204
OG0001136	Syab.g_00966	Praw.g_00231
OG0001137	Syab.g_00990	Praw.g_00242
OG0001138	Syab.g_01023	Praw.g_00260
OG0001139	Syab.g_01025	Praw.g_00261
OG0001140	Syab.g_01026, Syab.g_00642	Praw.g_00262
OG0001141	Syab.g_01027	Praw.g_00263
OG0001142	Syab.g_01028	Praw.g_00264
OG0001143	Syab.g_01037	Praw.g_00271
OG0001144	Syab.g_01052	Praw.g_00276
OG0001145	Syab.g_00928	Praw.g_00971
OG0001146	Syab.g_00907	Praw.g_00985
OG0001147	Syab.g_00716	Praw.g_01001
OG0001148	Syab.g_02085	Praw.g_01018
OG0001149	Syab.g_02084	Praw.g_01019
OG0001150	Syab.g_02083	Praw.g_01020
OG0001151	Syab.g_02070	Praw.g_01031
OG0001152	Syab.g_02069	Praw.g_01032
OG0001153	Syab.g_00731	Praw.g_00368
OG0001154	Syab.g_00730	Praw.g_00370
OG0001155	Syab.g_02171	Praw.g_00382
OG0001156	Syab.g_02174	Praw.g_00385
OG0001157	Syab.g_02175	Praw.g_00386
OG0001158	Syab.g_02176	Praw.g_00387
OG0001159	Syab.g_02177	Praw.g_00388
OG0001160	Syab.g_02231	Praw.g_00412
OG0001161	Syab.g_02797	Praw.g_00423
OG0001162	Syab.g_00893	Praw.g_00434
OG0001163	Syab.g_02241	Praw.g_00507
OG0001164	Syab.g_02247	Praw.g_00511
