Orthogroup	Syab	Praa
OG0000580	Syab.g_01948	Praa.g_00603
OG0000581	Syab.g_01934	Praa.g_00605
OG0000582	Syab.g_01929	Praa.g_00608
OG0000583	Syab.g_01928	Praa.g_00609
OG0000584	Syab.g_01927	Praa.g_00610
OG0000585	Syab.g_01924	Praa.g_00612
OG0000586	Syab.g_01923	Praa.g_00613
OG0000587	Syab.g_01921	Praa.g_00614
OG0000588	Syab.g_01910	Praa.g_00618
OG0000589	Syab.g_01899	Praa.g_00621
OG0000590	Syab.g_01898	Praa.g_00622
OG0000591	Syab.g_01892	Praa.g_00625
OG0000592	Syab.g_01891	Praa.g_00626
OG0000593	Syab.g_01877	Praa.g_00632
OG0000594	Syab.g_01876	Praa.g_00633
OG0000595	Syab.g_01875	Praa.g_00634
OG0000596	Syab.g_01871	Praa.g_00638
OG0000597	Syab.g_01868	Praa.g_00640
OG0000598	Syab.g_01867	Praa.g_00641
OG0000599	Syab.g_01860	Praa.g_00644
OG0000600	Syab.g_01859	Praa.g_00645
OG0000601	Syab.g_01858	Praa.g_00646
OG0000602	Syab.g_01853	Praa.g_00648
OG0000603	Syab.g_01852	Praa.g_00649
OG0000604	Syab.g_01850	Praa.g_00650
OG0000605	Syab.g_01758	Praa.g_00651
OG0000606	Syab.g_01529	Praa.g_00654
OG0000607	Syab.g_01533	Praa.g_00657
OG0000608	Syab.g_01534	Praa.g_00658
OG0000609	Syab.g_01536	Praa.g_00659
OG0000610	Syab.g_01555	Praa.g_00664
OG0000611	Syab.g_01558	Praa.g_00667
OG0000612	Syab.g_01559	Praa.g_00668
OG0000613	Syab.g_00228	Praa.g_00673
OG0000614	Syab.g_01179	Praa.g_00692
OG0000615	Syab.g_01605	Praa.g_00700
OG0000616	Syab.g_02897	Praa.g_00704
OG0000617	Syab.g_01274	Praa.g_00717
OG0000618	Syab.g_01275	Praa.g_00718
OG0000619	Syab.g_01662	Praa.g_00719
OG0000620	Syab.g_01668	Praa.g_00722
OG0000621	Syab.g_01669	Praa.g_00723
OG0000622	Syab.g_01670	Praa.g_00724
OG0000623	Syab.g_01671	Praa.g_00725
OG0000624	Syab.g_01673	Praa.g_00726
OG0000625	Syab.g_01674	Praa.g_00727
OG0000626	Syab.g_01675	Praa.g_00728
OG0000627	Syab.g_01438	Praa.g_00729
OG0000628	Syab.g_01437	Praa.g_00730
OG0000629	Syab.g_01434	Praa.g_00731
OG0000630	Syab.g_01430	Praa.g_00734
OG0000631	Syab.g_01421	Praa.g_00794
OG0000632	Syab.g_01420	Praa.g_00795
OG0000633	Syab.g_01419	Praa.g_00796
OG0000634	Syab.g_01651	Praa.g_00799
OG0000635	Syab.g_01656	Praa.g_00800
OG0000636	Syab.g_01658	Praa.g_00802
OG0000637	Syab.g_01660	Praa.g_00804
OG0000638	Syab.g_01661	Praa.g_00805
OG0000639	Syab.g_01276	Praa.g_00806
OG0000640	Syab.g_01277	Praa.g_00807
OG0000641	Syab.g_01281	Praa.g_00812
OG0000642	Syab.g_01282	Praa.g_00813
OG0000643	Syab.g_01283	Praa.g_00814
OG0000644	Syab.g_01284	Praa.g_00815
OG0000645	Syab.g_01286	Praa.g_00816
OG0000646	Syab.g_01289	Praa.g_00818
OG0000647	Syab.g_01291	Praa.g_00819
OG0000648	Syab.g_01684	Praa.g_00821
OG0000649	Syab.g_01685	Praa.g_00822
OG0000650	Syab.g_01686	Praa.g_00823
OG0000651	Syab.g_01687	Praa.g_00824
OG0000652	Syab.g_01688	Praa.g_00825
OG0000653	Syab.g_01690	Praa.g_00827
OG0000654	Syab.g_01691	Praa.g_00828
OG0000655	Syab.g_01692	Praa.g_00829
OG0000656	Syab.g_01695	Praa.g_00832
OG0000657	Syab.g_01706	Praa.g_00840
OG0000658	Syab.g_01710	Praa.g_00841
OG0000659	Syab.g_01711	Praa.g_00842
OG0000660	Syab.g_01715	Praa.g_00846
OG0000661	Syab.g_01717	Praa.g_00848
OG0000662	Syab.g_01719	Praa.g_00850
OG0000663	Syab.g_01722	Praa.g_00852
OG0000664	Syab.g_01723	Praa.g_00853
OG0000665	Syab.g_01829	Praa.g_00857
OG0000666	Syab.g_01842	Praa.g_00858
OG0000667	Syab.g_01548	Praa.g_00862
OG0000668	Syab.g_01319	Praa.g_00892
OG0000669	Syab.g_01642	Praa.g_00899
OG0000670	Syab.g_02156	Praa.g_00901
OG0000671	Syab.g_01638	Praa.g_00903
OG0000672	Syab.g_01635	Praa.g_00905
OG0000673	Syab.g_01632	Praa.g_00908
OG0000674	Syab.g_01630	Praa.g_00910
OG0000675	Syab.g_01629	Praa.g_00911
OG0000676	Syab.g_01620	Praa.g_00913
OG0000677	Syab.g_01619	Praa.g_00914
OG0000678	Syab.g_01613	Praa.g_00916
OG0000679	Syab.g_01601	Praa.g_00920
OG0000680	Syab.g_01600	Praa.g_00921
OG0000681	Syab.g_01597	Praa.g_00923
OG0000682	Syab.g_01596	Praa.g_00924
OG0000683	Syab.g_01595	Praa.g_00925
OG0000684	Syab.g_01591	Praa.g_00926
OG0000685	Syab.g_01589	Praa.g_00928
OG0000686	Syab.g_01588	Praa.g_00929
OG0000687	Syab.g_01586	Praa.g_00930
OG0000688	Syab.g_01576	Praa.g_00933
OG0000689	Syab.g_01574	Praa.g_00934
OG0000690	Syab.g_01573	Praa.g_00935
OG0000691	Syab.g_01572	Praa.g_00936
OG0000692	Syab.g_01571	Praa.g_00938
OG0000693	Syab.g_01569	Praa.g_00939
OG0000694	Syab.g_01568	Praa.g_00940
OG0000695	Syab.g_01417	Praa.g_00942
OG0000696	Syab.g_01416	Praa.g_00943
OG0000697	Syab.g_01415	Praa.g_00944
OG0000698	Syab.g_01412	Praa.g_00947
OG0000699	Syab.g_01411	Praa.g_00948
OG0000700	Syab.g_01410	Praa.g_00949
OG0000701	Syab.g_01409	Praa.g_00950
OG0000702	Syab.g_01401	Praa.g_00952
OG0000703	Syab.g_01400	Praa.g_00953
OG0000704	Syab.g_01398	Praa.g_00954
OG0000705	Syab.g_01391	Praa.g_00958
OG0000706	Syab.g_01390	Praa.g_00959
OG0000707	Syab.g_01389	Praa.g_00960
OG0000708	Syab.g_01386	Praa.g_00961
OG0000709	Syab.g_01378	Praa.g_00965
OG0000710	Syab.g_01367	Praa.g_00968
OG0000711	Syab.g_01340	Praa.g_00985
OG0000712	Syab.g_01338	Praa.g_00987
OG0000713	Syab.g_01337	Praa.g_00988
OG0000714	Syab.g_01334	Praa.g_00989
OG0000715	Syab.g_01332	Praa.g_00991
OG0000716	Syab.g_01328	Praa.g_00993
OG0000717	Syab.g_01327	Praa.g_00994
OG0000718	Syab.g_01323	Praa.g_01008
OG0000719	Syab.g_01321	Praa.g_01010
OG0000720	Syab.g_01307	Praa.g_01019
OG0000721	Syab.g_01305	Praa.g_01021
OG0000722	Syab.g_01304	Praa.g_01022
OG0000723	Syab.g_01678	Praa.g_01025
OG0000724	Syab.g_01223	Praa.g_01034
OG0000725	Syab.g_01207	Praa.g_01040
OG0000726	Syab.g_01206	Praa.g_01041
OG0000727	Syab.g_01205	Praa.g_01042
OG0000728	Syab.g_01203	Praa.g_01044
OG0000729	Syab.g_00097	Praa.g_01091
OG0000730	Syab.g_00521	Praa.g_01095
OG0000731	Syab.g_00531	Praa.g_01099
OG0000732	Syab.g_00055	Praa.g_01109
OG0000733	Syab.g_02798	Praa.g_01128
OG0000734	Syab.g_02508	Praa.g_01145
OG0000735	Syab.g_00942	Praa.g_01147
OG0000736	Syab.g_00943	Praa.g_01148
OG0000737	Syab.g_00944	Praa.g_01149
OG0000738	Syab.g_00949	Praa.g_01153
OG0000739	Syab.g_00961	Praa.g_01154
OG0000740	Syab.g_00962	Praa.g_01155
OG0000741	Syab.g_00965	Praa.g_01156
OG0000742	Syab.g_00968	Praa.g_01158
OG0000743	Syab.g_00970	Praa.g_01160
OG0000744	Syab.g_00971	Praa.g_01161
OG0000745	Syab.g_00973	Praa.g_01162
OG0000746	Syab.g_00975	Praa.g_01164
OG0000747	Syab.g_00976	Praa.g_01165
OG0000748	Syab.g_00991	Praa.g_01168
OG0000749	Syab.g_00992	Praa.g_01169
OG0000750	Syab.g_00993	Praa.g_01170
OG0000751	Syab.g_01002	Praa.g_01172
OG0000752	Syab.g_01004	Praa.g_01174
OG0000753	Syab.g_01007	Praa.g_01177
OG0000754	Syab.g_01012	Praa.g_01180
OG0000755	Syab.g_01021	Praa.g_01183
OG0000756	Syab.g_01022	Praa.g_01184
OG0000757	Syab.g_01029	Praa.g_01190
OG0000758	Syab.g_01030	Praa.g_01191
OG0000759	Syab.g_01031	Praa.g_01192
OG0000760	Syab.g_01032	Praa.g_01193
OG0000761	Syab.g_01034	Praa.g_01194
OG0000762	Syab.g_01036	Praa.g_01195
OG0000763	Syab.g_01038	Praa.g_01197
OG0000764	Syab.g_01039	Praa.g_01198
OG0000765	Syab.g_01154	Praa.g_01207
OG0000766	Syab.g_01153	Praa.g_01208
OG0000767	Syab.g_01151	Praa.g_01210
OG0000768	Syab.g_01150	Praa.g_01211
OG0000769	Syab.g_01148	Praa.g_01213
OG0000770	Syab.g_01145	Praa.g_01215
OG0000771	Syab.g_01229	Praa.g_01224
OG0000772	Syab.g_00957	Praa.g_01290
OG0000773	Syab.g_00931	Praa.g_01309
OG0000774	Syab.g_00924	Praa.g_01311
OG0000775	Syab.g_00922	Praa.g_01313
OG0000776	Syab.g_00921	Praa.g_01314
OG0000777	Syab.g_00920	Praa.g_01315
OG0000778	Syab.g_00919	Praa.g_01316
OG0000779	Syab.g_00913	Praa.g_01320
OG0000780	Syab.g_00908	Praa.g_01321
OG0000781	Syab.g_00904	Praa.g_01324
OG0000782	Syab.g_00903	Praa.g_01325
OG0000783	Syab.g_00902	Praa.g_01326
OG0000784	Syab.g_00901	Praa.g_01327
OG0000785	Syab.g_00899	Praa.g_01329
OG0000786	Syab.g_00895	Praa.g_01331
OG0000787	Syab.g_00894	Praa.g_01332
OG0000788	Syab.g_01857	Praa.g_01353
OG0000789	Syab.g_01835	Praa.g_01356
OG0000790	Syab.g_02082	Praa.g_01371
OG0000791	Syab.g_02080	Praa.g_01373
OG0000792	Syab.g_02079	Praa.g_01374
OG0000793	Syab.g_02074	Praa.g_01377
OG0000794	Syab.g_02073	Praa.g_01378
OG0000795	Syab.g_02072	Praa.g_01379
OG0000796	Syab.g_02068	Praa.g_01383
OG0000797	Syab.g_02067	Praa.g_01384
OG0000798	Syab.g_00298	Praa.g_01393
OG0000799	Syab.g_00826	Praa.g_01458
OG0000800	Syab.g_00821	Praa.g_01459
OG0000801	Syab.g_00820	Praa.g_01460
OG0000802	Syab.g_00816	Praa.g_01462
OG0000803	Syab.g_00806	Praa.g_01464
OG0000804	Syab.g_00802	Praa.g_01465
OG0000805	Syab.g_00792	Praa.g_01467
OG0000806	Syab.g_00790	Praa.g_01469
OG0000807	Syab.g_00788	Praa.g_01470
OG0000808	Syab.g_00783	Praa.g_01471
OG0000809	Syab.g_00780	Praa.g_01474
OG0000810	Syab.g_00779	Praa.g_01475
OG0000811	Syab.g_00770	Praa.g_01479
OG0000812	Syab.g_00768	Praa.g_01481
OG0000813	Syab.g_00767	Praa.g_01482
OG0000814	Syab.g_00765	Praa.g_01484
OG0000815	Syab.g_00760	Praa.g_01485
OG0000816	Syab.g_00758	Praa.g_01487
OG0000817	Syab.g_00757	Praa.g_01488
OG0000818	Syab.g_00751	Praa.g_01493
OG0000819	Syab.g_00750	Praa.g_01494
OG0000820	Syab.g_00749	Praa.g_01495
OG0000821	Syab.g_00743	Praa.g_01499
OG0000822	Syab.g_00741	Praa.g_01500
OG0000823	Syab.g_00740	Praa.g_01501
OG0000824	Syab.g_00735	Praa.g_01504
OG0000825	Syab.g_00734	Praa.g_01505
OG0000826	Syab.g_00733	Praa.g_01506
OG0000827	Syab.g_00732	Praa.g_01507
OG0000828	Syab.g_00729	Praa.g_01510
OG0000829	Syab.g_00728	Praa.g_01511
OG0000830	Syab.g_00727	Praa.g_01512
OG0000831	Syab.g_00725	Praa.g_01514
OG0000832	Syab.g_02169	Praa.g_01520
OG0000833	Syab.g_02178	Praa.g_01528
OG0000834	Syab.g_02181	Praa.g_01529
OG0000835	Syab.g_02182	Praa.g_01530
OG0000836	Syab.g_02185	Praa.g_01531
OG0000837	Syab.g_02186	Praa.g_01532
OG0000838	Syab.g_02190	Praa.g_01534
OG0000839	Syab.g_02191	Praa.g_01535
OG0000840	Syab.g_02192	Praa.g_01536
OG0000841	Syab.g_02193	Praa.g_01537
OG0000842	Syab.g_02194	Praa.g_01538
OG0000843	Syab.g_02195	Praa.g_01539
OG0000844	Syab.g_02197	Praa.g_01541
OG0000845	Syab.g_02198	Praa.g_01542
OG0000846	Syab.g_02199	Praa.g_01543
OG0000847	Syab.g_02200	Praa.g_01544
OG0000848	Syab.g_02202	Praa.g_01545
OG0000849	Syab.g_02203	Praa.g_01546
OG0000850	Syab.g_02212	Praa.g_01548
OG0000851	Syab.g_02226	Praa.g_01549
OG0000852	Syab.g_02227	Praa.g_01550
OG0000853	Syab.g_02233	Praa.g_01554
OG0000854	Syab.g_02235	Praa.g_01556
OG0000855	Syab.g_02236	Praa.g_01557
OG0000856	Syab.g_01889	Praa.g_01572
OG0000857	Syab.g_01290	Praa.g_01600
OG0000858	Syab.g_02244	Praa.g_01629
OG0000859	Syab.g_02245	Praa.g_01630
OG0000860	Syab.g_02258	Praa.g_01637
OG0000861	Syab.g_02259	Praa.g_01638
OG0000862	Syab.g_02261	Praa.g_01639
OG0000863	Syab.g_02265	Praa.g_01641
OG0000864	Syab.g_02266	Praa.g_01642
OG0000865	Syab.g_02267	Praa.g_01643
OG0000866	Syab.g_02268	Praa.g_01644
OG0000867	Syab.g_02269	Praa.g_01645
OG0000868	Syab.g_02287	Praa.g_01646
OG0000869	Syab.g_02292	Praa.g_01650
OG0000870	Syab.g_02297	Praa.g_01655
OG0000871	Syab.g_02298	Praa.g_01656
OG0000872	Syab.g_02305	Praa.g_01657
OG0000873	Syab.g_02308	Praa.g_01660
OG0000874	Syab.g_02311	Praa.g_01663
OG0000875	Syab.g_02313	Praa.g_01665
OG0000876	Syab.g_02315	Praa.g_01666
OG0000877	Syab.g_02317	Praa.g_01668
OG0000878	Syab.g_02318	Praa.g_01669
OG0000879	Syab.g_02319	Praa.g_01670
OG0000880	Syab.g_02320	Praa.g_01671
OG0000881	Syab.g_02325	Praa.g_01675
OG0000882	Syab.g_02330	Praa.g_01680
OG0000883	Syab.g_02332	Praa.g_01682
OG0000884	Syab.g_02334	Praa.g_01684
OG0000885	Syab.g_02335	Praa.g_01685
OG0000886	Syab.g_02336	Praa.g_01686
OG0000887	Syab.g_02338	Praa.g_01687
OG0000888	Syab.g_02340	Praa.g_01689
OG0000889	Syab.g_02342	Praa.g_01691
OG0000890	Syab.g_02348	Praa.g_01692
OG0000891	Syab.g_02349	Praa.g_01693
OG0000892	Syab.g_02353	Praa.g_01695
OG0000893	Syab.g_00366	Praa.g_01699
OG0000894	Syab.g_00369	Praa.g_01701
OG0000895	Syab.g_00373	Praa.g_01704
OG0000896	Syab.g_00374	Praa.g_01705
OG0000897	Syab.g_00376	Praa.g_01707
OG0000898	Syab.g_00377	Praa.g_01708
OG0000899	Syab.g_00378	Praa.g_01709
OG0000900	Syab.g_00379	Praa.g_01710
OG0000901	Syab.g_00384	Praa.g_01713
OG0000902	Syab.g_00386	Praa.g_01715
OG0000903	Syab.g_00399	Praa.g_01718
OG0000904	Syab.g_00395	Praa.g_01720
OG0000905	Syab.g_00390	Praa.g_01725
OG0000906	Syab.g_00388	Praa.g_01726
OG0000907	Syab.g_00401	Praa.g_01733
OG0000908	Syab.g_00404	Praa.g_01736
OG0000909	Syab.g_00405	Praa.g_01737
OG0000910	Syab.g_00406	Praa.g_01738
OG0000911	Syab.g_00408	Praa.g_01740
OG0000912	Syab.g_00409	Praa.g_01741
OG0000913	Syab.g_00410	Praa.g_01742
OG0000914	Syab.g_00411	Praa.g_01743
OG0000915	Syab.g_00412	Praa.g_01744
OG0000916	Syab.g_00413	Praa.g_01745
OG0000917	Syab.g_00414	Praa.g_01746
OG0000918	Syab.g_00415	Praa.g_01747
OG0000919	Syab.g_00416	Praa.g_01748
OG0000920	Syab.g_00417	Praa.g_01749
OG0000921	Syab.g_00418	Praa.g_01750
OG0000922	Syab.g_00419	Praa.g_01751
OG0000923	Syab.g_00423	Praa.g_01755
OG0000924	Syab.g_00424	Praa.g_01756
OG0000925	Syab.g_00425	Praa.g_01757
OG0000926	Syab.g_00426	Praa.g_01758
OG0000927	Syab.g_00428	Praa.g_01760
OG0000928	Syab.g_00429	Praa.g_01761
OG0000929	Syab.g_00430	Praa.g_01762
OG0000930	Syab.g_00431	Praa.g_01763
OG0000931	Syab.g_00432	Praa.g_01764
OG0000932	Syab.g_00433	Praa.g_01765
OG0000933	Syab.g_00439	Praa.g_01769
OG0000934	Syab.g_00441	Praa.g_01771
OG0000935	Syab.g_00442	Praa.g_01772
OG0000936	Syab.g_00443	Praa.g_01773
OG0000937	Syab.g_00444	Praa.g_01774
OG0000938	Syab.g_00447	Praa.g_01776
OG0000939	Syab.g_00448	Praa.g_01777
OG0000940	Syab.g_00456	Praa.g_01784
OG0000941	Syab.g_00458	Praa.g_01786
OG0000942	Syab.g_00460	Praa.g_01788
OG0000943	Syab.g_00461	Praa.g_01789
OG0000944	Syab.g_00463	Praa.g_01790
OG0000945	Syab.g_00466	Praa.g_01791
OG0000946	Syab.g_00473	Praa.g_01796
OG0000947	Syab.g_00476	Praa.g_01798
OG0000948	Syab.g_00477	Praa.g_01799
OG0000949	Syab.g_00212	Praa.g_01802
OG0000950	Syab.g_00204	Praa.g_01807
OG0000951	Syab.g_00199	Praa.g_01811
OG0000952	Syab.g_00191	Praa.g_01815
OG0000953	Syab.g_00134	Praa.g_01818
OG0000954	Syab.g_00129	Praa.g_01822
OG0000955	Syab.g_00128	Praa.g_01823
OG0000956	Syab.g_00126	Praa.g_01825
OG0000957	Syab.g_00115	Praa.g_01830
OG0000958	Syab.g_00114	Praa.g_01831
OG0000959	Syab.g_00110	Praa.g_01835
OG0000960	Syab.g_00109	Praa.g_01836
OG0000961	Syab.g_00100	Praa.g_01838
OG0000962	Syab.g_00098	Praa.g_01840
OG0000963	Syab.g_00093	Praa.g_01844
OG0000964	Syab.g_00092	Praa.g_01845
OG0000965	Syab.g_00091	Praa.g_01846
OG0000966	Syab.g_00082	Praa.g_01853
OG0000967	Syab.g_00078	Praa.g_01858
OG0000968	Syab.g_00075	Praa.g_01860
OG0000969	Syab.g_00073	Praa.g_01861
OG0000970	Syab.g_00072	Praa.g_01862
OG0000971	Syab.g_00070	Praa.g_01863
OG0000972	Syab.g_00069	Praa.g_01864
OG0000973	Syab.g_00068	Praa.g_01865
OG0000974	Syab.g_00067	Praa.g_01866
OG0000975	Syab.g_00066	Praa.g_01867
OG0000976	Syab.g_00065	Praa.g_01868
OG0000977	Syab.g_00063	Praa.g_01869
OG0000978	Syab.g_00062	Praa.g_01870
OG0000979	Syab.g_00059	Praa.g_01873
OG0000980	Syab.g_00056	Praa.g_01875
OG0000981	Syab.g_00053	Praa.g_01877
OG0000982	Syab.g_02756	Praa.g_01879
OG0000983	Syab.g_02757	Praa.g_01880
OG0000984	Syab.g_02758	Praa.g_01881
OG0000985	Syab.g_02762	Praa.g_01884
OG0000986	Syab.g_02764	Praa.g_01886
OG0000987	Syab.g_02768	Praa.g_01887
OG0000988	Syab.g_02774	Praa.g_01890
OG0000989	Syab.g_02792	Praa.g_01893
OG0000990	Syab.g_02811	Praa.g_01896
OG0000991	Syab.g_02818	Praa.g_01897
OG0000992	Syab.g_02821	Praa.g_01899
OG0000993	Syab.g_02822	Praa.g_01900
OG0000994	Syab.g_02826	Praa.g_01901
OG0000995	Syab.g_02835	Praa.g_01905
OG0000996	Syab.g_02866	Praa.g_01906
OG0000997	Syab.g_02875	Praa.g_01907
OG0000998	Syab.g_02877	Praa.g_01909
OG0000999	Syab.g_02878	Praa.g_01910
OG0001000	Syab.g_02881	Praa.g_01913
OG0001001	Syab.g_02888	Praa.g_01915
OG0001002	Syab.g_02900	Praa.g_01919
OG0001003	Syab.g_02902	Praa.g_01920
OG0001004	Syab.g_02903	Praa.g_01921
OG0001005	Syab.g_02905	Praa.g_01922
OG0001006	Syab.g_02912	Praa.g_01926
OG0001007	Syab.g_02914	Praa.g_01928
OG0001009	Syab.g_00033	Praa.g_00027
OG0001010	Syab.g_00034	Praa.g_00028
OG0001011	Syab.g_00035	Praa.g_00029
OG0001012	Syab.g_02752	Praa.g_00043
OG0001013	Syab.g_02716	Praa.g_00048
OG0001014	Syab.g_02712	Praa.g_00051
OG0001015	Syab.g_02711	Praa.g_00052
OG0001016	Syab.g_02439	Praa.g_00073
OG0001017	Syab.g_02445	Praa.g_00077
OG0001018	Syab.g_02447	Praa.g_00080
OG0001019	Syab.g_02469	Praa.g_00089
OG0001020	Syab.g_02477	Praa.g_00090
OG0001021	Syab.g_02481	Praa.g_00091
OG0001022	Syab.g_02485	Praa.g_00094
OG0001023	Syab.g_02486	Praa.g_00095
OG0001024	Syab.g_02490	Praa.g_00098
OG0001025	Syab.g_02497	Praa.g_00104
OG0001026	Syab.g_02510	Praa.g_00111
OG0001027	Syab.g_02515	Praa.g_00112
OG0001028	Syab.g_02517	Praa.g_00114
OG0001029	Syab.g_02519	Praa.g_00115
OG0001030	Syab.g_02540	Praa.g_00130
OG0001031	Syab.g_02615	Praa.g_00186
OG0001032	Syab.g_02617	Praa.g_00187
OG0001033	Syab.g_02675	Praa.g_00208
OG0001034	Syab.g_02370	Praa.g_00236
OG0001035	Syab.g_00335	Praa.g_00254
OG0001036	Syab.g_00327	Praa.g_00259
OG0001037	Syab.g_00325	Praa.g_00260
OG0001038	Syab.g_00297	Praa.g_00278
OG0001039	Syab.g_00294	Praa.g_00281
OG0001040	Syab.g_00291	Praa.g_00283
OG0001041	Syab.g_00286	Praa.g_00287
OG0001042	Syab.g_00254	Praa.g_00304
OG0001043	Syab.g_00250	Praa.g_00305
OG0001044	Syab.g_00522	Praa.g_00333
OG0001045	Syab.g_00534	Praa.g_00341
OG0001046	Syab.g_01352	Praa.g_00378
OG0001047	Syab.g_00586	Praa.g_00438
OG0001048	Syab.g_00587	Praa.g_00439
OG0001049	Syab.g_00590	Praa.g_00441
OG0001050	Syab.g_00591	Praa.g_00442
OG0001051	Syab.g_00592	Praa.g_00443
OG0001052	Syab.g_00693	Praa.g_00471
OG0001053	Syab.g_02099	Praa.g_00483
OG0001054	Syab.g_02118	Praa.g_00498
OG0001055	Syab.g_02139	Praa.g_00517
OG0001056	Syab.g_02036	Praa.g_00536
OG0001057	Syab.g_00882	Praa.g_00541
OG0001058	Syab.g_02014	Praa.g_00550
OG0001059	Syab.g_02010	Praa.g_00554
OG0001060	Syab.g_02003	Praa.g_00561
OG0001061	Syab.g_01985	Praa.g_00574
OG0001062	Syab.g_01983	Praa.g_00576
OG0001063	Syab.g_01979	Praa.g_00578
OG0001064	Syab.g_01978	Praa.g_00579
OG0001065	Syab.g_01976	Praa.g_00580
OG0001066	Syab.g_01975	Praa.g_00581
OG0001067	Syab.g_01974	Praa.g_00582
OG0001068	Syab.g_01973	Praa.g_00583
OG0001069	Syab.g_01972	Praa.g_00584
OG0001070	Syab.g_01968	Praa.g_00587
OG0001071	Syab.g_01967	Praa.g_00588
OG0001072	Syab.g_01962	Praa.g_00590
OG0001073	Syab.g_01947	Praa.g_00604
OG0001074	Syab.g_01815	Praa.g_00615
OG0001075	Syab.g_01919	Praa.g_00616
OG0001076	Syab.g_01897	Praa.g_00624
OG0001077	Syab.g_01887	Praa.g_00628
OG0001079	Syab.g_01856	Praa.g_00647
OG0001080	Syab.g_01756	Praa.g_00653
OG0001081	Syab.g_01530	Praa.g_00655
OG0001082	Syab.g_01531	Praa.g_00656
OG0001083	Syab.g_01540	Praa.g_00661
OG0001084	Syab.g_01543	Praa.g_00662
OG0001085	Syab.g_01563	Praa.g_00670
OG0001086	Syab.g_01565	Praa.g_00671
OG0001087	Syab.g_01167	Praa.g_00688
OG0001088	Syab.g_01170	Praa.g_00689
OG0001089	Syab.g_01198	Praa.g_00697
OG0001090	Syab.g_01267	Praa.g_00712
OG0001091	Syab.g_01270	Praa.g_00714
OG0001092	Syab.g_01272	Praa.g_00715
OG0001093	Syab.g_01664	Praa.g_00720
OG0001094	Syab.g_01567	Praa.g_00797
OG0001095	Syab.g_01287	Praa.g_00817
OG0001096	Syab.g_01693	Praa.g_00830
OG0001097	Syab.g_01718	Praa.g_00849
OG0001098	Syab.g_01497	Praa.g_00864
OG0001099	Syab.g_02518	Praa.g_00896
OG0001100	Syab.g_01640	Praa.g_00900
OG0001101	Syab.g_01639	Praa.g_00902
OG0001102	Syab.g_01636	Praa.g_00904
OG0001103	Syab.g_01634	Praa.g_00906
OG0001104	Syab.g_01590	Praa.g_00927
OG0001105	Syab.g_01585	Praa.g_00931
OG0001106	Syab.g_01397	Praa.g_00955
OG0001107	Syab.g_01385	Praa.g_00962
OG0001108	Syab.g_01377	Praa.g_00966
OG0001109	Syab.g_01368	Praa.g_00967
OG0001110	Syab.g_01366	Praa.g_00969
OG0001111	Syab.g_01364	Praa.g_00970
OG0001112	Syab.g_01362	Praa.g_00971
OG0001113	Syab.g_01593	Praa.g_00972
OG0001114	Syab.g_01361	Praa.g_00973
OG0001115	Syab.g_01357	Praa.g_00975
OG0001116	Syab.g_01355	Praa.g_00976
OG0001117	Syab.g_01354	Praa.g_00977
OG0001118	Syab.g_01353	Praa.g_00978
OG0001119	Syab.g_01351	Praa.g_00979
OG0001120	Syab.g_01347	Praa.g_00981
OG0001121	Syab.g_02159	Praa.g_01125, Praa.g_00984
OG0001122	Syab.g_01320	Praa.g_01011
OG0001123	Syab.g_01312	Praa.g_01015
OG0001124	Syab.g_01310	Praa.g_01017
OG0001125	Syab.g_01308	Praa.g_01018
OG0001126	Syab.g_01231	Praa.g_01028
OG0001127	Syab.g_01230	Praa.g_01029
OG0001128	Syab.g_01227	Praa.g_01031
OG0001129	Syab.g_01225	Praa.g_01032
OG0001130	Syab.g_01224	Praa.g_01033
OG0001131	Syab.g_01609	Praa.g_01070
OG0001132	Syab.g_01790	Praa.g_01080
OG0001133	Syab.g_01895	Praa.g_01115
OG0001134	Syab.g_01748	Praa.g_01127
OG0001135	Syab.g_01747	Praa.g_01130
OG0001136	Syab.g_00966	Praa.g_01157
OG0001137	Syab.g_00990	Praa.g_01167
OG0001138	Syab.g_01023	Praa.g_01185
OG0001139	Syab.g_01025	Praa.g_01186
OG0001140	Syab.g_01026, Syab.g_00642	Praa.g_01187
OG0001141	Syab.g_01027	Praa.g_01188
OG0001142	Syab.g_01028	Praa.g_01189
OG0001143	Syab.g_01037	Praa.g_01196
OG0001144	Syab.g_01052	Praa.g_01201
OG0001145	Syab.g_00928	Praa.g_01310
OG0001146	Syab.g_00907	Praa.g_01322
OG0001147	Syab.g_00716	Praa.g_01352
OG0001148	Syab.g_02085	Praa.g_01368
OG0001149	Syab.g_02084	Praa.g_01369
OG0001150	Syab.g_02083	Praa.g_01370
OG0001151	Syab.g_02070	Praa.g_01381
OG0001152	Syab.g_02069	Praa.g_01382
OG0001153	Syab.g_00731	Praa.g_01508
OG0001154	Syab.g_00730	Praa.g_01509
OG0001155	Syab.g_02171	Praa.g_01521
OG0001156	Syab.g_02174	Praa.g_01524
OG0001157	Syab.g_02175	Praa.g_01525
OG0001158	Syab.g_02176	Praa.g_01526
OG0001159	Syab.g_02177	Praa.g_01527
OG0001160	Syab.g_02231	Praa.g_01552
OG0001161	Syab.g_02797	Praa.g_01565
OG0001162	Syab.g_00893	Praa.g_01576
