Orthogroup	Syab	Prbk
OG0000555	Syab.g_02026	Prbk.g_01099
OG0000556	Syab.g_02022	Prbk.g_02686
OG0000557	Syab.g_02019	Prbk.g_01898
OG0000558	Syab.g_02016	Prbk.g_01895
OG0000559	Syab.g_02012	Prbk.g_01891
OG0000560	Syab.g_02009	Prbk.g_01888
OG0000561	Syab.g_02008	Prbk.g_01887
OG0000562	Syab.g_02007	Prbk.g_01886
OG0000563	Syab.g_02006	Prbk.g_01885
OG0000564	Syab.g_02005	Prbk.g_01884
OG0000565	Syab.g_02001	Prbk.g_01881
OG0000566	Syab.g_01997	Prbk.g_01877
OG0000567	Syab.g_01993	Prbk.g_01873
OG0000568	Syab.g_01991	Prbk.g_01871
OG0000569	Syab.g_01990	Prbk.g_01104
OG0000570	Syab.g_01989	Prbk.g_01105
OG0000571	Syab.g_01986	Prbk.g_01108
OG0000572	Syab.g_01969	Prbk.g_01124
OG0000573	Syab.g_01960	Prbk.g_01131
OG0000574	Syab.g_01959	Prbk.g_01132
OG0000575	Syab.g_01954	Prbk.g_01141
OG0000576	Syab.g_01952	Prbk.g_01143
OG0000577	Syab.g_01951	Prbk.g_01144
OG0000578	Syab.g_01950	Prbk.g_01145
OG0000579	Syab.g_01949	Prbk.g_01146
OG0000580	Syab.g_01948	Prbk.g_01147
OG0000581	Syab.g_01934	Prbk.g_01151
OG0000582	Syab.g_01929	Prbk.g_01155
OG0000583	Syab.g_01928	Prbk.g_01156
OG0000584	Syab.g_01927	Prbk.g_01157
OG0000585	Syab.g_01924	Prbk.g_01159
OG0000586	Syab.g_01923	Prbk.g_01161
OG0000587	Syab.g_01921	Prbk.g_01163
OG0000588	Syab.g_01910	Prbk.g_02605
OG0000589	Syab.g_01899	Prbk.g_02608
OG0000590	Syab.g_01898	Prbk.g_02609
OG0000591	Syab.g_01892	Prbk.g_02616
OG0000592	Syab.g_01891	Prbk.g_02617
OG0000593	Syab.g_01877	Prbk.g_02627
OG0000594	Syab.g_01876	Prbk.g_02628
OG0000595	Syab.g_01875	Prbk.g_02629
OG0000596	Syab.g_01871	Prbk.g_02634
OG0000597	Syab.g_01868	Prbk.g_02637
OG0000598	Syab.g_01867	Prbk.g_02638
OG0000599	Syab.g_01860	Prbk.g_02648
OG0000600	Syab.g_01859	Prbk.g_02649
OG0000601	Syab.g_01858	Prbk.g_02650
OG0000602	Syab.g_01853	Prbk.g_02654
OG0000603	Syab.g_01852	Prbk.g_02655
OG0000604	Syab.g_01850	Prbk.g_02656
OG0000605	Syab.g_01758	Prbk.g_00740
OG0000606	Syab.g_01529	Prbk.g_00729
OG0000607	Syab.g_01533	Prbk.g_00726
OG0000608	Syab.g_01534	Prbk.g_00725
OG0000609	Syab.g_01536	Prbk.g_00723
OG0000610	Syab.g_01555	Prbk.g_00715
OG0000611	Syab.g_01558	Prbk.g_00712
OG0000612	Syab.g_01559	Prbk.g_00711
OG0000613	Syab.g_00228	Prbk.g_00478
OG0000614	Syab.g_01179	Prbk.g_01802
OG0000615	Syab.g_01605	Prbk.g_02429
OG0000616	Syab.g_02897	Prbk.g_02262
OG0000617	Syab.g_01274	Prbk.g_00613
OG0000618	Syab.g_01275	Prbk.g_00612
OG0000619	Syab.g_01662	Prbk.g_00611
OG0000620	Syab.g_01668	Prbk.g_00607
OG0000621	Syab.g_01669	Prbk.g_00606
OG0000622	Syab.g_01670	Prbk.g_00605
OG0000623	Syab.g_01671	Prbk.g_00604
OG0000624	Syab.g_01673	Prbk.g_00603
OG0000625	Syab.g_01674	Prbk.g_00602
OG0000626	Syab.g_01675	Prbk.g_00601
OG0000627	Syab.g_01438	Prbk.g_02376
OG0000628	Syab.g_01437	Prbk.g_02375
OG0000629	Syab.g_01434	Prbk.g_02372
OG0000630	Syab.g_01430	Prbk.g_02368
OG0000631	Syab.g_01421	Prbk.g_02362
OG0000632	Syab.g_01420	Prbk.g_02361
OG0000633	Syab.g_01419	Prbk.g_02360
OG0000634	Syab.g_01651	Prbk.g_02464
OG0000635	Syab.g_01656	Prbk.g_02465
OG0000636	Syab.g_01658	Prbk.g_02467
OG0000637	Syab.g_01660	Prbk.g_02469
OG0000638	Syab.g_01661	Prbk.g_02470
OG0000639	Syab.g_01276	Prbk.g_02471
OG0000640	Syab.g_01277	Prbk.g_02472
OG0000641	Syab.g_01281	Prbk.g_02476
OG0000642	Syab.g_01282	Prbk.g_02477
OG0000643	Syab.g_01283	Prbk.g_02478
OG0000644	Syab.g_01284	Prbk.g_02479
OG0000645	Syab.g_01286	Prbk.g_02480
OG0000646	Syab.g_01289	Prbk.g_02483
OG0000647	Syab.g_01291	Prbk.g_02486
OG0000648	Syab.g_01684	Prbk.g_02488
OG0000649	Syab.g_01685	Prbk.g_02489
OG0000650	Syab.g_01686	Prbk.g_02490
OG0000651	Syab.g_01687	Prbk.g_02491
OG0000652	Syab.g_01688	Prbk.g_02492
OG0000653	Syab.g_01690	Prbk.g_02494
OG0000654	Syab.g_01691	Prbk.g_02495
OG0000655	Syab.g_01692	Prbk.g_02496
OG0000656	Syab.g_01695	Prbk.g_02499
OG0000657	Syab.g_01706	Prbk.g_02532
OG0000658	Syab.g_01710	Prbk.g_02534
OG0000659	Syab.g_01711	Prbk.g_02535
OG0000660	Syab.g_01715	Prbk.g_02539
OG0000661	Syab.g_01717	Prbk.g_02541
OG0000662	Syab.g_01719	Prbk.g_02543
OG0000663	Syab.g_01722	Prbk.g_02546
OG0000664	Syab.g_01723	Prbk.g_02547
OG0000665	Syab.g_01829	Prbk.g_02560
OG0000666	Syab.g_01842	Prbk.g_02563
OG0000667	Syab.g_01548	Prbk.g_02570
OG0000668	Syab.g_01319	Prbk.g_00582
OG0000669	Syab.g_01642	Prbk.g_02580
OG0000670	Syab.g_02156	Prbk.g_01662
OG0000671	Syab.g_01638	Prbk.g_02391
OG0000672	Syab.g_01635	Prbk.g_02394
OG0000673	Syab.g_01632	Prbk.g_02397
OG0000674	Syab.g_01630	Prbk.g_02399
OG0000675	Syab.g_01629	Prbk.g_02400
OG0000676	Syab.g_01620	Prbk.g_02408
OG0000677	Syab.g_01619	Prbk.g_02410
OG0000678	Syab.g_01613	Prbk.g_02415
OG0000679	Syab.g_01601	Prbk.g_02435
OG0000680	Syab.g_01600	Prbk.g_02436
OG0000681	Syab.g_01597	Prbk.g_02438
OG0000682	Syab.g_01596	Prbk.g_02439
OG0000683	Syab.g_01595	Prbk.g_02440
OG0000684	Syab.g_01591	Prbk.g_02453
OG0000685	Syab.g_01589	Prbk.g_02451
OG0000686	Syab.g_01588	Prbk.g_02450
OG0000687	Syab.g_01586	Prbk.g_02449
OG0000688	Syab.g_01576	Prbk.g_02455
OG0000689	Syab.g_01574	Prbk.g_02456
OG0000690	Syab.g_01573	Prbk.g_02457
OG0000691	Syab.g_01572	Prbk.g_02458
OG0000692	Syab.g_01571	Prbk.g_02459
OG0000693	Syab.g_01569	Prbk.g_02460
OG0000694	Syab.g_01568	Prbk.g_02461
OG0000695	Syab.g_01417	Prbk.g_02358
OG0000696	Syab.g_01416	Prbk.g_02357
OG0000697	Syab.g_01415	Prbk.g_02355
OG0000698	Syab.g_01412	Prbk.g_02352
OG0000699	Syab.g_01411	Prbk.g_02350
OG0000700	Syab.g_01410	Prbk.g_02349
OG0000701	Syab.g_01409	Prbk.g_02348
OG0000702	Syab.g_01401	Prbk.g_02340
OG0000703	Syab.g_01400	Prbk.g_02339
OG0000704	Syab.g_01398	Prbk.g_02337
OG0000705	Syab.g_01391	Prbk.g_02331
OG0000706	Syab.g_01390	Prbk.g_02330
OG0000707	Syab.g_01389	Prbk.g_02329
OG0000708	Syab.g_01386	Prbk.g_02327
OG0000709	Syab.g_01378	Prbk.g_02320
OG0000710	Syab.g_01367	Prbk.g_02316
OG0000711	Syab.g_01340	Prbk.g_02293
OG0000712	Syab.g_01338	Prbk.g_02292
OG0000713	Syab.g_01337	Prbk.g_00562
OG0000714	Syab.g_01334	Prbk.g_00566
OG0000715	Syab.g_01332	Prbk.g_00568
OG0000716	Syab.g_01328	Prbk.g_00572
OG0000717	Syab.g_01327	Prbk.g_00573
OG0000718	Syab.g_01323	Prbk.g_00578
OG0000719	Syab.g_01321	Prbk.g_00580
OG0000720	Syab.g_01307	Prbk.g_00593
OG0000721	Syab.g_01305	Prbk.g_00594
OG0000722	Syab.g_01304	Prbk.g_00595
OG0000723	Syab.g_01678	Prbk.g_00599
OG0000724	Syab.g_01223	Prbk.g_00061
OG0000725	Syab.g_01207	Prbk.g_00054
OG0000726	Syab.g_01206	Prbk.g_00053
OG0000727	Syab.g_01205	Prbk.g_00052
OG0000728	Syab.g_01203	Prbk.g_00051
OG0000729	Syab.g_00097	Prbk.g_01531
OG0000730	Syab.g_00521	Prbk.g_00869
OG0000731	Syab.g_00531	Prbk.g_00879
OG0000732	Syab.g_00055	Prbk.g_01601
OG0000733	Syab.g_02798	Prbk.g_02202
OG0000734	Syab.g_02508	Prbk.g_00004
OG0000735	Syab.g_00942	Prbk.g_01037
OG0000736	Syab.g_00943	Prbk.g_01036
OG0000737	Syab.g_00944	Prbk.g_01035
OG0000738	Syab.g_00949	Prbk.g_01028
OG0000739	Syab.g_00961	Prbk.g_01026
OG0000740	Syab.g_00962	Prbk.g_01025
OG0000741	Syab.g_00965	Prbk.g_01022
OG0000742	Syab.g_00968	Prbk.g_01020
OG0000743	Syab.g_00970	Prbk.g_01018
OG0000744	Syab.g_00971	Prbk.g_01017
OG0000745	Syab.g_00973	Prbk.g_00141
OG0000746	Syab.g_00975	Prbk.g_00143
OG0000747	Syab.g_00976	Prbk.g_00144
OG0000748	Syab.g_00991	Prbk.g_00156
OG0000749	Syab.g_00992	Prbk.g_00157
OG0000750	Syab.g_00993	Prbk.g_00158
OG0000751	Syab.g_01002	Prbk.g_00105
OG0000752	Syab.g_01004	Prbk.g_00103
OG0000753	Syab.g_01007	Prbk.g_00100
OG0000754	Syab.g_01012	Prbk.g_01501
OG0000755	Syab.g_01021	Prbk.g_00139
OG0000756	Syab.g_01022	Prbk.g_00138
OG0000757	Syab.g_01029	Prbk.g_00131
OG0000758	Syab.g_01030	Prbk.g_00130
OG0000759	Syab.g_01031	Prbk.g_00129
OG0000760	Syab.g_01032	Prbk.g_00128
OG0000761	Syab.g_01034	Prbk.g_00127
OG0000762	Syab.g_01036	Prbk.g_01503
OG0000763	Syab.g_01038	Prbk.g_01505
OG0000764	Syab.g_01039	Prbk.g_01506
OG0000765	Syab.g_01154	Prbk.g_00178
OG0000766	Syab.g_01153	Prbk.g_00177
OG0000767	Syab.g_01151	Prbk.g_00175
OG0000768	Syab.g_01150	Prbk.g_00174
OG0000769	Syab.g_01148	Prbk.g_00098
OG0000770	Syab.g_01145	Prbk.g_00122
OG0000771	Syab.g_01229	Prbk.g_00066
OG0000772	Syab.g_00957	Prbk.g_02011
OG0000773	Syab.g_00931	Prbk.g_00162
OG0000774	Syab.g_00924	Prbk.g_01192
OG0000775	Syab.g_00922	Prbk.g_01190
OG0000776	Syab.g_00921	Prbk.g_01189
OG0000777	Syab.g_00920	Prbk.g_01188
OG0000778	Syab.g_00919	Prbk.g_01187
OG0000779	Syab.g_00913	Prbk.g_01182
OG0000780	Syab.g_00908	Prbk.g_01179
OG0000781	Syab.g_00904	Prbk.g_01175
OG0000782	Syab.g_00903	Prbk.g_01174
OG0000783	Syab.g_00902	Prbk.g_01173
OG0000784	Syab.g_00901	Prbk.g_01172
OG0000785	Syab.g_00899	Prbk.g_01170
OG0000786	Syab.g_00895	Prbk.g_01167
OG0000787	Syab.g_00894	Prbk.g_01166
OG0000788	Syab.g_01857	Prbk.g_00334
OG0000789	Syab.g_01835	Prbk.g_01691
OG0000790	Syab.g_02082	Prbk.g_02048
OG0000791	Syab.g_02080	Prbk.g_02046
OG0000792	Syab.g_02079	Prbk.g_02045
OG0000793	Syab.g_02074	Prbk.g_02041
OG0000794	Syab.g_02073	Prbk.g_02040
OG0000795	Syab.g_02072	Prbk.g_02039
OG0000796	Syab.g_02068	Prbk.g_02035
OG0000797	Syab.g_02067	Prbk.g_02034
OG0000798	Syab.g_00298	Prbk.g_00414
OG0000799	Syab.g_00826	Prbk.g_01929
OG0000800	Syab.g_00821	Prbk.g_01930
OG0000801	Syab.g_00820	Prbk.g_01931
OG0000802	Syab.g_00816	Prbk.g_01938
OG0000803	Syab.g_00806	Prbk.g_00244
OG0000804	Syab.g_00802	Prbk.g_00246
OG0000805	Syab.g_00792	Prbk.g_00248
OG0000806	Syab.g_00790	Prbk.g_00250
OG0000807	Syab.g_00788	Prbk.g_00252
OG0000808	Syab.g_00783	Prbk.g_00253
OG0000809	Syab.g_00780	Prbk.g_00257
OG0000810	Syab.g_00779	Prbk.g_00258
OG0000811	Syab.g_00770	Prbk.g_00270
OG0000812	Syab.g_00768	Prbk.g_00272
OG0000813	Syab.g_00767	Prbk.g_00273
OG0000814	Syab.g_00765	Prbk.g_00275
OG0000815	Syab.g_00760	Prbk.g_00276
OG0000816	Syab.g_00758	Prbk.g_00278
OG0000817	Syab.g_00757	Prbk.g_00279
OG0000818	Syab.g_00751	Prbk.g_01237
OG0000819	Syab.g_00750	Prbk.g_01236
OG0000820	Syab.g_00749	Prbk.g_01235
OG0000821	Syab.g_00743	Prbk.g_01228
OG0000822	Syab.g_00741	Prbk.g_01226
OG0000823	Syab.g_00740	Prbk.g_01225
OG0000824	Syab.g_00735	Prbk.g_01221
OG0000825	Syab.g_00734	Prbk.g_01220
OG0000826	Syab.g_00733	Prbk.g_01219
OG0000827	Syab.g_00732	Prbk.g_01218
OG0000828	Syab.g_00729	Prbk.g_01215
OG0000829	Syab.g_00728	Prbk.g_01214
OG0000830	Syab.g_00727	Prbk.g_01213
OG0000831	Syab.g_00725	Prbk.g_01211
OG0000832	Syab.g_02169	Prbk.g_02006
OG0000833	Syab.g_02178	Prbk.g_01998
OG0000834	Syab.g_02181	Prbk.g_01997
OG0000835	Syab.g_02182	Prbk.g_01996
OG0000836	Syab.g_02185	Prbk.g_01994
OG0000837	Syab.g_02186	Prbk.g_01993
OG0000838	Syab.g_02190	Prbk.g_01990
OG0000839	Syab.g_02191	Prbk.g_01989
OG0000840	Syab.g_02192	Prbk.g_01988
OG0000841	Syab.g_02193	Prbk.g_01987
OG0000842	Syab.g_02194	Prbk.g_01986
OG0000843	Syab.g_02195	Prbk.g_01985
OG0000844	Syab.g_02197	Prbk.g_01983
OG0000845	Syab.g_02198	Prbk.g_01982
OG0000846	Syab.g_02199	Prbk.g_01981
OG0000847	Syab.g_02200	Prbk.g_01980
OG0000848	Syab.g_02202	Prbk.g_01979
OG0000849	Syab.g_02203	Prbk.g_01978
OG0000850	Syab.g_02212	Prbk.g_01977
OG0000851	Syab.g_02226	Prbk.g_00937
OG0000852	Syab.g_02227	Prbk.g_00936
OG0000853	Syab.g_02233	Prbk.g_00932
OG0000854	Syab.g_02235	Prbk.g_00930
OG0000855	Syab.g_02236	Prbk.g_00929
OG0000856	Syab.g_01889	Prbk.g_02619
OG0000857	Syab.g_01290	Prbk.g_02485
OG0000858	Syab.g_02244	Prbk.g_00918
OG0000859	Syab.g_02245	Prbk.g_00917
OG0000860	Syab.g_02258	Prbk.g_00905
OG0000861	Syab.g_02259	Prbk.g_00904
OG0000862	Syab.g_02261	Prbk.g_00902
OG0000863	Syab.g_02265	Prbk.g_01451
OG0000864	Syab.g_02266	Prbk.g_01450
OG0000865	Syab.g_02267	Prbk.g_01449
OG0000866	Syab.g_02268	Prbk.g_01448
OG0000867	Syab.g_02269	Prbk.g_01447
OG0000868	Syab.g_02287	Prbk.g_01445
OG0000869	Syab.g_02292	Prbk.g_01442
OG0000870	Syab.g_02297	Prbk.g_01437
OG0000871	Syab.g_02298	Prbk.g_01436
OG0000872	Syab.g_02305	Prbk.g_01434
OG0000873	Syab.g_02308	Prbk.g_01431
OG0000874	Syab.g_02311	Prbk.g_01427
OG0000875	Syab.g_02313	Prbk.g_01426
OG0000876	Syab.g_02315	Prbk.g_01425
OG0000877	Syab.g_02317	Prbk.g_01422
OG0000878	Syab.g_02318	Prbk.g_01421
OG0000879	Syab.g_02319	Prbk.g_01420
OG0000880	Syab.g_02320	Prbk.g_01419
OG0000881	Syab.g_02325	Prbk.g_01414
OG0000882	Syab.g_02330	Prbk.g_01409
OG0000883	Syab.g_02332	Prbk.g_01407
OG0000884	Syab.g_02334	Prbk.g_01405
OG0000885	Syab.g_02335	Prbk.g_01404
OG0000886	Syab.g_02336	Prbk.g_01403
OG0000887	Syab.g_02338	Prbk.g_01402
OG0000888	Syab.g_02340	Prbk.g_01400
OG0000889	Syab.g_02342	Prbk.g_01398
OG0000890	Syab.g_02348	Prbk.g_01384
OG0000891	Syab.g_02349	Prbk.g_01383
OG0000892	Syab.g_02353	Prbk.g_01381
OG0000893	Syab.g_00366	Prbk.g_01901
OG0000894	Syab.g_00369	Prbk.g_01905
OG0000895	Syab.g_00373	Prbk.g_01910
OG0000896	Syab.g_00374	Prbk.g_01911
OG0000897	Syab.g_00376	Prbk.g_01913
OG0000898	Syab.g_00377	Prbk.g_01914
OG0000899	Syab.g_00378	Prbk.g_01915
OG0000900	Syab.g_00379	Prbk.g_01916
OG0000901	Syab.g_00384	Prbk.g_01920
OG0000902	Syab.g_00386	Prbk.g_01922
OG0000903	Syab.g_00399	Prbk.g_00990
OG0000904	Syab.g_00395	Prbk.g_00995
OG0000905	Syab.g_00390	Prbk.g_00997
OG0000906	Syab.g_00388	Prbk.g_01926
OG0000907	Syab.g_00401	Prbk.g_00988
OG0000908	Syab.g_00404	Prbk.g_00985
OG0000909	Syab.g_00405	Prbk.g_00984
OG0000910	Syab.g_00406	Prbk.g_00983
OG0000911	Syab.g_00408	Prbk.g_00981
OG0000912	Syab.g_00409	Prbk.g_00980
OG0000913	Syab.g_00410	Prbk.g_00979
OG0000914	Syab.g_00411	Prbk.g_00978
OG0000915	Syab.g_00412	Prbk.g_00977
OG0000916	Syab.g_00413	Prbk.g_00976
OG0000917	Syab.g_00414	Prbk.g_00975
OG0000918	Syab.g_00415	Prbk.g_00974
OG0000919	Syab.g_00416	Prbk.g_00973
OG0000920	Syab.g_00417	Prbk.g_00972
OG0000921	Syab.g_00418	Prbk.g_00971
OG0000922	Syab.g_00419	Prbk.g_00970
OG0000923	Syab.g_00423	Prbk.g_00966
OG0000924	Syab.g_00424	Prbk.g_00965
OG0000925	Syab.g_00425	Prbk.g_00964
OG0000926	Syab.g_00426	Prbk.g_00963
OG0000927	Syab.g_00428	Prbk.g_00961
OG0000928	Syab.g_00429	Prbk.g_00960
OG0000929	Syab.g_00430	Prbk.g_00959
OG0000930	Syab.g_00431	Prbk.g_00958
OG0000931	Syab.g_00432	Prbk.g_00957
OG0000932	Syab.g_00433	Prbk.g_00956
OG0000933	Syab.g_00439	Prbk.g_00951
OG0000934	Syab.g_00441	Prbk.g_00949
OG0000935	Syab.g_00442	Prbk.g_00948
OG0000936	Syab.g_00443	Prbk.g_00947
OG0000937	Syab.g_00444	Prbk.g_00946
OG0000938	Syab.g_00447	Prbk.g_00797
OG0000939	Syab.g_00448	Prbk.g_00798
OG0000940	Syab.g_00456	Prbk.g_00807
OG0000941	Syab.g_00458	Prbk.g_00809
OG0000942	Syab.g_00460	Prbk.g_00811
OG0000943	Syab.g_00461	Prbk.g_00812
OG0000944	Syab.g_00463	Prbk.g_00814
OG0000945	Syab.g_00466	Prbk.g_00816
OG0000946	Syab.g_00473	Prbk.g_00844
OG0000947	Syab.g_00476	Prbk.g_00847
OG0000948	Syab.g_00477	Prbk.g_00848
OG0000949	Syab.g_00212	Prbk.g_00851
OG0000950	Syab.g_00204	Prbk.g_00513
OG0000951	Syab.g_00199	Prbk.g_00518
OG0000952	Syab.g_00191	Prbk.g_00525
OG0000953	Syab.g_00134	Prbk.g_00529
OG0000954	Syab.g_00129	Prbk.g_00216
OG0000955	Syab.g_00128	Prbk.g_00217
OG0000956	Syab.g_00126	Prbk.g_00219
OG0000957	Syab.g_00115	Prbk.g_00235
OG0000958	Syab.g_00114	Prbk.g_00236
OG0000959	Syab.g_00110	Prbk.g_01482
OG0000960	Syab.g_00109	Prbk.g_01483
OG0000961	Syab.g_00100	Prbk.g_01494
OG0000962	Syab.g_00098	Prbk.g_01530
OG0000963	Syab.g_00093	Prbk.g_01535
OG0000964	Syab.g_00092	Prbk.g_01536
OG0000965	Syab.g_00091	Prbk.g_01537
OG0000966	Syab.g_00082	Prbk.g_01571
OG0000967	Syab.g_00078	Prbk.g_01577
OG0000968	Syab.g_00075	Prbk.g_01580
OG0000969	Syab.g_00073	Prbk.g_01582
OG0000970	Syab.g_00072	Prbk.g_01583
OG0000971	Syab.g_00070	Prbk.g_01585
OG0000972	Syab.g_00069	Prbk.g_01586
OG0000973	Syab.g_00068	Prbk.g_01587
OG0000974	Syab.g_00067	Prbk.g_01588
OG0000975	Syab.g_00066	Prbk.g_01589
OG0000976	Syab.g_00065	Prbk.g_01590
OG0000977	Syab.g_00063	Prbk.g_01592
OG0000978	Syab.g_00062	Prbk.g_01593
OG0000979	Syab.g_00059	Prbk.g_01596
OG0000980	Syab.g_00056	Prbk.g_01600
OG0000981	Syab.g_00053	Prbk.g_01603
OG0000982	Syab.g_02756	Prbk.g_02161
OG0000983	Syab.g_02757	Prbk.g_02162
OG0000984	Syab.g_02758	Prbk.g_02163
OG0000985	Syab.g_02762	Prbk.g_02167
OG0000986	Syab.g_02764	Prbk.g_02169
OG0000987	Syab.g_02768	Prbk.g_02171
OG0000988	Syab.g_02774	Prbk.g_02175
OG0000989	Syab.g_02792	Prbk.g_02185
OG0000990	Syab.g_02811	Prbk.g_02207
OG0000991	Syab.g_02818	Prbk.g_02210
OG0000992	Syab.g_02821	Prbk.g_02213
OG0000993	Syab.g_02822	Prbk.g_02214
OG0000994	Syab.g_02826	Prbk.g_02217
OG0000995	Syab.g_02835	Prbk.g_02226
OG0000996	Syab.g_02866	Prbk.g_02239
OG0000997	Syab.g_02875	Prbk.g_02248
OG0000998	Syab.g_02877	Prbk.g_02250
OG0000999	Syab.g_02878	Prbk.g_02251
OG0001000	Syab.g_02881	Prbk.g_02254
OG0001001	Syab.g_02888	Prbk.g_02258
OG0001002	Syab.g_02900	Prbk.g_02265
OG0001003	Syab.g_02902	Prbk.g_02267
OG0001004	Syab.g_02903	Prbk.g_02268
OG0001005	Syab.g_02905	Prbk.g_02270
OG0001006	Syab.g_02912	Prbk.g_02276
OG0001007	Syab.g_02914	Prbk.g_02278
OG0001008	Syab.g_00584	Prbk.g_00327
OG0001009	Syab.g_00033	Prbk.g_01622
OG0001010	Syab.g_00034	Prbk.g_01621
OG0001011	Syab.g_00035	Prbk.g_01619
OG0001012	Syab.g_02752	Prbk.g_02158
OG0001013	Syab.g_02716	Prbk.g_02133
OG0001014	Syab.g_02712	Prbk.g_02124
OG0001015	Syab.g_02711	Prbk.g_02123
OG0001016	Syab.g_02439	Prbk.g_01315
OG0001017	Syab.g_02445	Prbk.g_01309
OG0001018	Syab.g_02447	Prbk.g_01307
OG0001019	Syab.g_02469	Prbk.g_01294
OG0001020	Syab.g_02477	Prbk.g_00035
OG0001021	Syab.g_02481	Prbk.g_00031
OG0001022	Syab.g_02485	Prbk.g_00026
OG0001023	Syab.g_02486	Prbk.g_00025
OG0001024	Syab.g_02490	Prbk.g_00021
OG0001025	Syab.g_02497	Prbk.g_00014
OG0001026	Syab.g_02510	Prbk.g_00001
OG0001027	Syab.g_02515	Prbk.g_00190
OG0001028	Syab.g_02517	Prbk.g_00192
OG0001029	Syab.g_02519	Prbk.g_00194
OG0001030	Syab.g_02540	Prbk.g_00547
OG0001031	Syab.g_02615	Prbk.g_01275
OG0001032	Syab.g_02617	Prbk.g_01272
OG0001033	Syab.g_02675	Prbk.g_00633
OG0001034	Syab.g_02370	Prbk.g_01521
OG0001035	Syab.g_00335	Prbk.g_00372
OG0001036	Syab.g_00327	Prbk.g_00376
OG0001037	Syab.g_00325	Prbk.g_00378
OG0001038	Syab.g_00297	Prbk.g_00415
OG0001039	Syab.g_00294	Prbk.g_00418
OG0001040	Syab.g_00291	Prbk.g_00421
OG0001041	Syab.g_00286	Prbk.g_00426
OG0001042	Syab.g_00254	Prbk.g_00451
OG0001043	Syab.g_00250	Prbk.g_00453
OG0001044	Syab.g_00522	Prbk.g_00870
OG0001045	Syab.g_00534	Prbk.g_00882
OG0001046	Syab.g_01352	Prbk.g_00924
OG0001047	Syab.g_00586	Prbk.g_00325
OG0001048	Syab.g_00587	Prbk.g_00324
OG0001049	Syab.g_00590	Prbk.g_00321
OG0001050	Syab.g_00591	Prbk.g_00320
OG0001051	Syab.g_00592	Prbk.g_00319
OG0001052	Syab.g_00693	Prbk.g_02109
OG0001053	Syab.g_02099	Prbk.g_02064
OG0001054	Syab.g_02118	Prbk.g_01861
OG0001055	Syab.g_02139	Prbk.g_01056
OG0001056	Syab.g_02036	Prbk.g_01085
OG0001057	Syab.g_00882	Prbk.g_01097
OG0001058	Syab.g_02014	Prbk.g_01893
OG0001059	Syab.g_02010	Prbk.g_01889
OG0001060	Syab.g_02003	Prbk.g_01882
OG0001061	Syab.g_01985	Prbk.g_01109
OG0001062	Syab.g_01983	Prbk.g_01111
OG0001063	Syab.g_01979	Prbk.g_01115
OG0001064	Syab.g_01978	Prbk.g_01116
OG0001065	Syab.g_01976	Prbk.g_01117
OG0001066	Syab.g_01975	Prbk.g_01118
OG0001067	Syab.g_01974	Prbk.g_01119
OG0001068	Syab.g_01973	Prbk.g_01120
OG0001069	Syab.g_01972	Prbk.g_01121
OG0001070	Syab.g_01968	Prbk.g_01125
OG0001071	Syab.g_01967	Prbk.g_01126
OG0001072	Syab.g_01962	Prbk.g_01129
OG0001073	Syab.g_01947	Prbk.g_01148
OG0001074	Syab.g_01815	Prbk.g_02602
OG0001075	Syab.g_01919	Prbk.g_02603
OG0001076	Syab.g_01897	Prbk.g_02611
OG0001077	Syab.g_01887	Prbk.g_02621
OG0001079	Syab.g_01856	Prbk.g_02651
OG0001080	Syab.g_01756	Prbk.g_00738
OG0001081	Syab.g_01530	Prbk.g_00728
OG0001082	Syab.g_01531	Prbk.g_00727
OG0001083	Syab.g_01540	Prbk.g_00719
OG0001084	Syab.g_01543	Prbk.g_00718
OG0001085	Syab.g_01563	Prbk.g_00708
OG0001086	Syab.g_01565	Prbk.g_00706
OG0001087	Syab.g_01167	Prbk.g_01821
OG0001088	Syab.g_01170	Prbk.g_01817
OG0001089	Syab.g_01198	Prbk.g_01764
OG0001090	Syab.g_01267	Prbk.g_00617
OG0001091	Syab.g_01270	Prbk.g_00615
OG0001092	Syab.g_01272	Prbk.g_00614
OG0001093	Syab.g_01664	Prbk.g_00610
OG0001094	Syab.g_01567	Prbk.g_02462
OG0001095	Syab.g_01287	Prbk.g_02481
OG0001096	Syab.g_01693	Prbk.g_02497
OG0001097	Syab.g_01718	Prbk.g_02542
OG0001098	Syab.g_01497	Prbk.g_02379
OG0001099	Syab.g_02518	Prbk.g_00193
OG0001100	Syab.g_01640	Prbk.g_02389
OG0001101	Syab.g_01639	Prbk.g_02390
OG0001102	Syab.g_01636	Prbk.g_02393
OG0001103	Syab.g_01634	Prbk.g_02395
OG0001104	Syab.g_01590	Prbk.g_02452
OG0001105	Syab.g_01585	Prbk.g_02447
OG0001106	Syab.g_01397	Prbk.g_02336
OG0001107	Syab.g_01385	Prbk.g_02326
OG0001108	Syab.g_01377	Prbk.g_02319
OG0001109	Syab.g_01368	Prbk.g_02317
OG0001110	Syab.g_01366	Prbk.g_02315
OG0001111	Syab.g_01364	Prbk.g_02313
OG0001112	Syab.g_01362	Prbk.g_02311
OG0001113	Syab.g_01593	Prbk.g_02310
OG0001114	Syab.g_01361	Prbk.g_02309
