Orthogroup	Syab	Pral
OG0000573	Syab.g_01960	Pral.g_00497
OG0000574	Syab.g_01959	Pral.g_00496
OG0000575	Syab.g_01954	Pral.g_00492
OG0000576	Syab.g_01952	Pral.g_00490
OG0000577	Syab.g_01951	Pral.g_00489
OG0000578	Syab.g_01950	Pral.g_00488
OG0000579	Syab.g_01949	Pral.g_00487
OG0000580	Syab.g_01948	Pral.g_00486
OG0000581	Syab.g_01934	Pral.g_00483
OG0000582	Syab.g_01929	Pral.g_00480
OG0000583	Syab.g_01928	Pral.g_00479
OG0000584	Syab.g_01927	Pral.g_00478
OG0000585	Syab.g_01924	Pral.g_00476
OG0000586	Syab.g_01923	Pral.g_00475
OG0000587	Syab.g_01921	Pral.g_00474
OG0000588	Syab.g_01910	Pral.g_00469
OG0000589	Syab.g_01899	Pral.g_00466
OG0000590	Syab.g_01898	Pral.g_00465
OG0000591	Syab.g_01892	Pral.g_00462
OG0000592	Syab.g_01891	Pral.g_00461
OG0000593	Syab.g_01877	Pral.g_01433
OG0000594	Syab.g_01876	Pral.g_01434
OG0000595	Syab.g_01875	Pral.g_01435
OG0000596	Syab.g_01871	Pral.g_01439
OG0000597	Syab.g_01868	Pral.g_01441
OG0000598	Syab.g_01867	Pral.g_01442
OG0000599	Syab.g_01860	Pral.g_01445
OG0000600	Syab.g_01859	Pral.g_01446
OG0000601	Syab.g_01858	Pral.g_01447
OG0000602	Syab.g_01853	Pral.g_01449
OG0000603	Syab.g_01852	Pral.g_01450
OG0000604	Syab.g_01850	Pral.g_01451
OG0000605	Syab.g_01758	Pral.g_01452
OG0000606	Syab.g_01529	Pral.g_01455
OG0000607	Syab.g_01533	Pral.g_01458
OG0000608	Syab.g_01534	Pral.g_01459
OG0000609	Syab.g_01536	Pral.g_01460
OG0000610	Syab.g_01555	Pral.g_01466
OG0000611	Syab.g_01558	Pral.g_01469
OG0000612	Syab.g_01559	Pral.g_01470
OG0000613	Syab.g_00228	Pral.g_01769
OG0000614	Syab.g_01179	Pral.g_01748
OG0000615	Syab.g_01605	Pral.g_01737
OG0000616	Syab.g_02897	Pral.g_00399
OG0000617	Syab.g_01274	Pral.g_01723
OG0000618	Syab.g_01275	Pral.g_01722
OG0000619	Syab.g_01662	Pral.g_01721
OG0000620	Syab.g_01668	Pral.g_01718
OG0000621	Syab.g_01669	Pral.g_01717
OG0000622	Syab.g_01670	Pral.g_01716
OG0000623	Syab.g_01671	Pral.g_01715
OG0000624	Syab.g_01673	Pral.g_01713
OG0000625	Syab.g_01674	Pral.g_01712
OG0000626	Syab.g_01675	Pral.g_01711
OG0000627	Syab.g_01438	Pral.g_01709
OG0000628	Syab.g_01437	Pral.g_01708
OG0000629	Syab.g_01434	Pral.g_01707
OG0000630	Syab.g_01430	Pral.g_01704
OG0000631	Syab.g_01421	Pral.g_01658
OG0000632	Syab.g_01420	Pral.g_01657
OG0000633	Syab.g_01419	Pral.g_01656
OG0000634	Syab.g_01651	Pral.g_01484
OG0000635	Syab.g_01656	Pral.g_01485
OG0000636	Syab.g_01658	Pral.g_01487
OG0000637	Syab.g_01660	Pral.g_01489
OG0000638	Syab.g_01661	Pral.g_01490
OG0000639	Syab.g_01276	Pral.g_01491
OG0000640	Syab.g_01277	Pral.g_01492
OG0000641	Syab.g_01281	Pral.g_01496
OG0000642	Syab.g_01282	Pral.g_01497
OG0000643	Syab.g_01283	Pral.g_01498
OG0000644	Syab.g_01284	Pral.g_01499
OG0000645	Syab.g_01286	Pral.g_01500
OG0000646	Syab.g_01289	Pral.g_01502
OG0000647	Syab.g_01291	Pral.g_01504
OG0000648	Syab.g_01684	Pral.g_01506
OG0000649	Syab.g_01685	Pral.g_01507
OG0000650	Syab.g_01686	Pral.g_01508
OG0000651	Syab.g_01687	Pral.g_01509
OG0000652	Syab.g_01688	Pral.g_01510
OG0000653	Syab.g_01690	Pral.g_01512
OG0000654	Syab.g_01691	Pral.g_01513
OG0000655	Syab.g_01692	Pral.g_01514
OG0000656	Syab.g_01695	Pral.g_01517
OG0000657	Syab.g_01706	Pral.g_01524
OG0000658	Syab.g_01710	Pral.g_01525
OG0000659	Syab.g_01711	Pral.g_01526
OG0000660	Syab.g_01715	Pral.g_01530
OG0000661	Syab.g_01717	Pral.g_01532
OG0000662	Syab.g_01719	Pral.g_01534
OG0000663	Syab.g_01722	Pral.g_01536
OG0000664	Syab.g_01723	Pral.g_01537
OG0000665	Syab.g_01829	Pral.g_01543
OG0000666	Syab.g_01842	Pral.g_01544
OG0000667	Syab.g_01548	Pral.g_01548
OG0000668	Syab.g_01319	Pral.g_01820
OG0000669	Syab.g_01642	Pral.g_01809
OG0000670	Syab.g_02156	Pral.g_01806
OG0000671	Syab.g_01638	Pral.g_01804
OG0000672	Syab.g_01635	Pral.g_01801
OG0000673	Syab.g_01632	Pral.g_01798
OG0000674	Syab.g_01630	Pral.g_01796
OG0000675	Syab.g_01629	Pral.g_01795
OG0000676	Syab.g_01620	Pral.g_01793
OG0000677	Syab.g_01619	Pral.g_01792
OG0000678	Syab.g_01613	Pral.g_01790
OG0000679	Syab.g_01601	Pral.g_01786
OG0000680	Syab.g_01600	Pral.g_01785
OG0000681	Syab.g_01597	Pral.g_01782
OG0000682	Syab.g_01596	Pral.g_01781
OG0000683	Syab.g_01595	Pral.g_01780
OG0000684	Syab.g_01591	Pral.g_01778
OG0000685	Syab.g_01589	Pral.g_01776
OG0000686	Syab.g_01588	Pral.g_01775
OG0000687	Syab.g_01586	Pral.g_01774
OG0000688	Syab.g_01576	Pral.g_01474
OG0000689	Syab.g_01574	Pral.g_01475
OG0000690	Syab.g_01573	Pral.g_01476
OG0000691	Syab.g_01572	Pral.g_01477
OG0000692	Syab.g_01571	Pral.g_01479
OG0000693	Syab.g_01569	Pral.g_01480
OG0000694	Syab.g_01568	Pral.g_01481
OG0000695	Syab.g_01417	Pral.g_01654
OG0000696	Syab.g_01416	Pral.g_01653
OG0000697	Syab.g_01415	Pral.g_01652
OG0000698	Syab.g_01412	Pral.g_01649
OG0000699	Syab.g_01411	Pral.g_01647
OG0000700	Syab.g_01410	Pral.g_01646
OG0000701	Syab.g_01409	Pral.g_01645
OG0000702	Syab.g_01401	Pral.g_01643
OG0000703	Syab.g_01400	Pral.g_01642
OG0000704	Syab.g_01398	Pral.g_01640
OG0000705	Syab.g_01391	Pral.g_01634
OG0000706	Syab.g_01390	Pral.g_01633
OG0000707	Syab.g_01389	Pral.g_01632
OG0000708	Syab.g_01386	Pral.g_01630
OG0000709	Syab.g_01378	Pral.g_01626
OG0000710	Syab.g_01367	Pral.g_01623
OG0000711	Syab.g_01340	Pral.g_01579
OG0000712	Syab.g_01338	Pral.g_01580
OG0000713	Syab.g_01337	Pral.g_01581
OG0000714	Syab.g_01334	Pral.g_01582
OG0000715	Syab.g_01332	Pral.g_01584
OG0000716	Syab.g_01328	Pral.g_01586
OG0000717	Syab.g_01327	Pral.g_01587
OG0000718	Syab.g_01323	Pral.g_01590
OG0000719	Syab.g_01321	Pral.g_01592
OG0000720	Syab.g_01307	Pral.g_01603
OG0000721	Syab.g_01305	Pral.g_01607
OG0000722	Syab.g_01304	Pral.g_01608
OG0000723	Syab.g_01678	Pral.g_01575
OG0000724	Syab.g_01223	Pral.g_01566
OG0000725	Syab.g_01207	Pral.g_01560
OG0000726	Syab.g_01206	Pral.g_01559
OG0000727	Syab.g_01205	Pral.g_01558
OG0000728	Syab.g_01203	Pral.g_01556
OG0000729	Syab.g_00097	Pral.g_01311
OG0000730	Syab.g_00521	Pral.g_01324
OG0000731	Syab.g_00531	Pral.g_00692
OG0000732	Syab.g_00055	Pral.g_00348
OG0000733	Syab.g_02798	Pral.g_00077
OG0000734	Syab.g_02508	Pral.g_01351
OG0000735	Syab.g_00942	Pral.g_01353
OG0000736	Syab.g_00943	Pral.g_01354
OG0000737	Syab.g_00944	Pral.g_01355
OG0000738	Syab.g_00949	Pral.g_01359
OG0000739	Syab.g_00961	Pral.g_01360
OG0000740	Syab.g_00962	Pral.g_01361
OG0000741	Syab.g_00965	Pral.g_01363
OG0000742	Syab.g_00968	Pral.g_01366
OG0000743	Syab.g_00970	Pral.g_01368
OG0000744	Syab.g_00971	Pral.g_01369
OG0000745	Syab.g_00973	Pral.g_01370
OG0000746	Syab.g_00975	Pral.g_01372
OG0000747	Syab.g_00976	Pral.g_01373
OG0000748	Syab.g_00991	Pral.g_01378
OG0000749	Syab.g_00992	Pral.g_01379
OG0000750	Syab.g_00993	Pral.g_01380
OG0000751	Syab.g_01002	Pral.g_01383
OG0000752	Syab.g_01004	Pral.g_01385
OG0000753	Syab.g_01007	Pral.g_01388
OG0000754	Syab.g_01012	Pral.g_01391
OG0000755	Syab.g_01021	Pral.g_01399
OG0000756	Syab.g_01022	Pral.g_01400
OG0000757	Syab.g_01029	Pral.g_01406
OG0000758	Syab.g_01030	Pral.g_01407
OG0000759	Syab.g_01031	Pral.g_01408
OG0000760	Syab.g_01032	Pral.g_01409
OG0000761	Syab.g_01034	Pral.g_01410
OG0000762	Syab.g_01036	Pral.g_01411
OG0000763	Syab.g_01038	Pral.g_01413
OG0000764	Syab.g_01039	Pral.g_01414
OG0000765	Syab.g_01154	Pral.g_01423
OG0000766	Syab.g_01153	Pral.g_01424
OG0000767	Syab.g_01151	Pral.g_01426
OG0000768	Syab.g_01150	Pral.g_01427
OG0000769	Syab.g_01148	Pral.g_01429
OG0000770	Syab.g_01145	Pral.g_00456
OG0000771	Syab.g_01229	Pral.g_01064
OG0000772	Syab.g_00957	Pral.g_01893
OG0000773	Syab.g_00931	Pral.g_01290
OG0000774	Syab.g_00924	Pral.g_01288
OG0000775	Syab.g_00922	Pral.g_01286
OG0000776	Syab.g_00921	Pral.g_01285
OG0000777	Syab.g_00920	Pral.g_01284
OG0000778	Syab.g_00919	Pral.g_01283
OG0000779	Syab.g_00913	Pral.g_01279
OG0000780	Syab.g_00908	Pral.g_01278
OG0000781	Syab.g_00904	Pral.g_01275
OG0000782	Syab.g_00903	Pral.g_01274
OG0000783	Syab.g_00902	Pral.g_01273
OG0000784	Syab.g_00901	Pral.g_01272
OG0000785	Syab.g_00899	Pral.g_01270
OG0000786	Syab.g_00895	Pral.g_01267
OG0000787	Syab.g_00894	Pral.g_01266
OG0000788	Syab.g_01857	Pral.g_00440
OG0000789	Syab.g_01835	Pral.g_01060
OG0000790	Syab.g_02082	Pral.g_01217
OG0000791	Syab.g_02080	Pral.g_01215
OG0000792	Syab.g_02079	Pral.g_01214
OG0000793	Syab.g_02074	Pral.g_01211
OG0000794	Syab.g_02073	Pral.g_01210
OG0000795	Syab.g_02072	Pral.g_01209
OG0000796	Syab.g_02068	Pral.g_01205
OG0000797	Syab.g_02067	Pral.g_01204
OG0000799	Syab.g_00826	Pral.g_01184
OG0000800	Syab.g_00821	Pral.g_01183
OG0000801	Syab.g_00820	Pral.g_01182
OG0000802	Syab.g_00816	Pral.g_01180
OG0000803	Syab.g_00806	Pral.g_01178
OG0000804	Syab.g_00802	Pral.g_01177
OG0000805	Syab.g_00792	Pral.g_01175
OG0000806	Syab.g_00790	Pral.g_01173
OG0000807	Syab.g_00788	Pral.g_01172
OG0000808	Syab.g_00783	Pral.g_01171
OG0000809	Syab.g_00780	Pral.g_01167
OG0000810	Syab.g_00779	Pral.g_01166
OG0000811	Syab.g_00770	Pral.g_01158
OG0000812	Syab.g_00768	Pral.g_01156
OG0000813	Syab.g_00767	Pral.g_01155
OG0000814	Syab.g_00765	Pral.g_01153
OG0000815	Syab.g_00760	Pral.g_01152
OG0000816	Syab.g_00758	Pral.g_01150
OG0000817	Syab.g_00757	Pral.g_01149
OG0000818	Syab.g_00751	Pral.g_01144
OG0000819	Syab.g_00750	Pral.g_01143
OG0000820	Syab.g_00749	Pral.g_01142
OG0000821	Syab.g_00743	Pral.g_01137
OG0000822	Syab.g_00741	Pral.g_01136
OG0000823	Syab.g_00740	Pral.g_01135
OG0000824	Syab.g_00735	Pral.g_01132
OG0000825	Syab.g_00734	Pral.g_01131
OG0000826	Syab.g_00733	Pral.g_01130
OG0000827	Syab.g_00732	Pral.g_01129
OG0000828	Syab.g_00729	Pral.g_01126
OG0000829	Syab.g_00728	Pral.g_01125
OG0000830	Syab.g_00727	Pral.g_01124
OG0000831	Syab.g_00725	Pral.g_01122
OG0000832	Syab.g_02169	Pral.g_01110
OG0000833	Syab.g_02178	Pral.g_01101
OG0000834	Syab.g_02181	Pral.g_01100
OG0000835	Syab.g_02182	Pral.g_01099
OG0000836	Syab.g_02185	Pral.g_01098
OG0000837	Syab.g_02186	Pral.g_01097
OG0000838	Syab.g_02190	Pral.g_01094
OG0000839	Syab.g_02191	Pral.g_01093
OG0000840	Syab.g_02192	Pral.g_01092
OG0000841	Syab.g_02193	Pral.g_01091
OG0000842	Syab.g_02194	Pral.g_01090
OG0000843	Syab.g_02195	Pral.g_01089
OG0000844	Syab.g_02197	Pral.g_01088
OG0000845	Syab.g_02198	Pral.g_01087
OG0000846	Syab.g_02199	Pral.g_01086
OG0000847	Syab.g_02200	Pral.g_01085
OG0000848	Syab.g_02202	Pral.g_01084
OG0000849	Syab.g_02203	Pral.g_01083
OG0000850	Syab.g_02212	Pral.g_01081
OG0000851	Syab.g_02226	Pral.g_01080
OG0000852	Syab.g_02227	Pral.g_01079
OG0000853	Syab.g_02233	Pral.g_01074
OG0000854	Syab.g_02235	Pral.g_01072
OG0000855	Syab.g_02236	Pral.g_01071
OG0000856	Syab.g_01889	Pral.g_01058
OG0000857	Syab.g_01290	Pral.g_01503
OG0000858	Syab.g_02244	Pral.g_00100
OG0000859	Syab.g_02245	Pral.g_00101
OG0000860	Syab.g_02258	Pral.g_00109
OG0000861	Syab.g_02259	Pral.g_00110
OG0000862	Syab.g_02261	Pral.g_00111
OG0000863	Syab.g_02265	Pral.g_00113
OG0000864	Syab.g_02266	Pral.g_00114
OG0000865	Syab.g_02267	Pral.g_00115
OG0000866	Syab.g_02268	Pral.g_00116
OG0000867	Syab.g_02269	Pral.g_00117
OG0000868	Syab.g_02287	Pral.g_00119
OG0000869	Syab.g_02292	Pral.g_00122
OG0000870	Syab.g_02297	Pral.g_00127
OG0000871	Syab.g_02298	Pral.g_00128
OG0000872	Syab.g_02305	Pral.g_00129
OG0000873	Syab.g_02308	Pral.g_00132
OG0000874	Syab.g_02311	Pral.g_00135
OG0000875	Syab.g_02313	Pral.g_00136
OG0000876	Syab.g_02315	Pral.g_00137
OG0000877	Syab.g_02317	Pral.g_00139
OG0000878	Syab.g_02318	Pral.g_00140
OG0000879	Syab.g_02319	Pral.g_00141
OG0000880	Syab.g_02320	Pral.g_00142
OG0000881	Syab.g_02325	Pral.g_00146
OG0000882	Syab.g_02330	Pral.g_00151
OG0000883	Syab.g_02332	Pral.g_00154
OG0000884	Syab.g_02334	Pral.g_00156
OG0000885	Syab.g_02335	Pral.g_00157
OG0000886	Syab.g_02336	Pral.g_00158
OG0000887	Syab.g_02338	Pral.g_00159
OG0000888	Syab.g_02340	Pral.g_00161
OG0000889	Syab.g_02342	Pral.g_00163
OG0000890	Syab.g_02348	Pral.g_00164
OG0000891	Syab.g_02349	Pral.g_00165
OG0000892	Syab.g_02353	Pral.g_00167
OG0000893	Syab.g_00366	Pral.g_00170
OG0000894	Syab.g_00369	Pral.g_00173
OG0000895	Syab.g_00373	Pral.g_00177
OG0000896	Syab.g_00374	Pral.g_00178
OG0000897	Syab.g_00376	Pral.g_00180
OG0000898	Syab.g_00377	Pral.g_00181
OG0000899	Syab.g_00378	Pral.g_00182
OG0000900	Syab.g_00379	Pral.g_00183
OG0000901	Syab.g_00384	Pral.g_00187
OG0000902	Syab.g_00386	Pral.g_00189
OG0000903	Syab.g_00399	Pral.g_00193
OG0000904	Syab.g_00395	Pral.g_00198
OG0000905	Syab.g_00390	Pral.g_00191
OG0000906	Syab.g_00388	Pral.g_00190
OG0000907	Syab.g_00401	Pral.g_00200
OG0000908	Syab.g_00404	Pral.g_00203
OG0000909	Syab.g_00405	Pral.g_00204
OG0000910	Syab.g_00406	Pral.g_00205
OG0000911	Syab.g_00408	Pral.g_00207
OG0000912	Syab.g_00409	Pral.g_00208
OG0000913	Syab.g_00410	Pral.g_00209
OG0000914	Syab.g_00411	Pral.g_00210
OG0000915	Syab.g_00412	Pral.g_00211
OG0000916	Syab.g_00413	Pral.g_00212
OG0000917	Syab.g_00414	Pral.g_00213
OG0000918	Syab.g_00415	Pral.g_00214
OG0000919	Syab.g_00416	Pral.g_00215
OG0000920	Syab.g_00417	Pral.g_00216
OG0000921	Syab.g_00418	Pral.g_00217
OG0000922	Syab.g_00419	Pral.g_00218
OG0000923	Syab.g_00423	Pral.g_00222
OG0000924	Syab.g_00424	Pral.g_00223
OG0000925	Syab.g_00425	Pral.g_00224
OG0000926	Syab.g_00426	Pral.g_00225
OG0000927	Syab.g_00428	Pral.g_00227
OG0000928	Syab.g_00429	Pral.g_00228
OG0000929	Syab.g_00430	Pral.g_00229
OG0000930	Syab.g_00431	Pral.g_00230
OG0000931	Syab.g_00432	Pral.g_00232
OG0000932	Syab.g_00433	Pral.g_01190
OG0000933	Syab.g_00439	Pral.g_00236
OG0000934	Syab.g_00441	Pral.g_00238
OG0000935	Syab.g_00442	Pral.g_00239
OG0000936	Syab.g_00443	Pral.g_00240
OG0000937	Syab.g_00444	Pral.g_00241
OG0000938	Syab.g_00447	Pral.g_00244
OG0000939	Syab.g_00448	Pral.g_00245
OG0000940	Syab.g_00456	Pral.g_00252
OG0000941	Syab.g_00458	Pral.g_00254
OG0000942	Syab.g_00460	Pral.g_00256
OG0000943	Syab.g_00461	Pral.g_00257
OG0000944	Syab.g_00463	Pral.g_00259
OG0000945	Syab.g_00466	Pral.g_00260
OG0000946	Syab.g_00473	Pral.g_00266
OG0000947	Syab.g_00476	Pral.g_00268
OG0000948	Syab.g_00477	Pral.g_00269
OG0000949	Syab.g_00212	Pral.g_00272
OG0000950	Syab.g_00204	Pral.g_00278
OG0000951	Syab.g_00199	Pral.g_00282
OG0000952	Syab.g_00191	Pral.g_00286
OG0000953	Syab.g_00134	Pral.g_00290
OG0000954	Syab.g_00129	Pral.g_00294
OG0000955	Syab.g_00128	Pral.g_00295
OG0000956	Syab.g_00126	Pral.g_00297
OG0000957	Syab.g_00115	Pral.g_00303
OG0000958	Syab.g_00114	Pral.g_00304
OG0000959	Syab.g_00110	Pral.g_00308
OG0000960	Syab.g_00109	Pral.g_00309
OG0000961	Syab.g_00100	Pral.g_00312
OG0000962	Syab.g_00098	Pral.g_00314
OG0000963	Syab.g_00093	Pral.g_00318
OG0000964	Syab.g_00092	Pral.g_00319
OG0000965	Syab.g_00091	Pral.g_00320
OG0000966	Syab.g_00082	Pral.g_00326
OG0000967	Syab.g_00078	Pral.g_00330
OG0000968	Syab.g_00075	Pral.g_00332
OG0000969	Syab.g_00073	Pral.g_00333
OG0000970	Syab.g_00072	Pral.g_00334
OG0000971	Syab.g_00070	Pral.g_00335
OG0000972	Syab.g_00069	Pral.g_00336
OG0000973	Syab.g_00068	Pral.g_00337
OG0000974	Syab.g_00067	Pral.g_00338
OG0000975	Syab.g_00066	Pral.g_00339
OG0000976	Syab.g_00065	Pral.g_00340
OG0000977	Syab.g_00063	Pral.g_00341
OG0000978	Syab.g_00062	Pral.g_00342
OG0000979	Syab.g_00059	Pral.g_00345
OG0000980	Syab.g_00056	Pral.g_00347
OG0000981	Syab.g_00053	Pral.g_00350
OG0000982	Syab.g_02756	Pral.g_00352
OG0000983	Syab.g_02757	Pral.g_00353
OG0000984	Syab.g_02758	Pral.g_00354
OG0000985	Syab.g_02762	Pral.g_00357
OG0000986	Syab.g_02764	Pral.g_00359
OG0000987	Syab.g_02768	Pral.g_00360
OG0000988	Syab.g_02774	Pral.g_00363
OG0000989	Syab.g_02792	Pral.g_00367
OG0000990	Syab.g_02811	Pral.g_00373
OG0000991	Syab.g_02818	Pral.g_00374
OG0000992	Syab.g_02821	Pral.g_00377
OG0000993	Syab.g_02822	Pral.g_00378
OG0000994	Syab.g_02826	Pral.g_00379
OG0000995	Syab.g_02835	Pral.g_00383
OG0000996	Syab.g_02866	Pral.g_00384
OG0000997	Syab.g_02875	Pral.g_00386
OG0000998	Syab.g_02877	Pral.g_00388
OG0000999	Syab.g_02878	Pral.g_00389
OG0001000	Syab.g_02881	Pral.g_00392
OG0001001	Syab.g_02888	Pral.g_00396
OG0001002	Syab.g_02900	Pral.g_00401
OG0001003	Syab.g_02902	Pral.g_00402
OG0001004	Syab.g_02903	Pral.g_00403
OG0001005	Syab.g_02905	Pral.g_00404
OG0001006	Syab.g_02912	Pral.g_00408
OG0001007	Syab.g_02914	Pral.g_00410
OG0001008	Syab.g_00584	Pral.g_00657
OG0001009	Syab.g_00033	Pral.g_01017
OG0001010	Syab.g_00034	Pral.g_01016
OG0001011	Syab.g_00035	Pral.g_01014
OG0001012	Syab.g_02752	Pral.g_01001
OG0001013	Syab.g_02716	Pral.g_00994
OG0001014	Syab.g_02712	Pral.g_00991
OG0001015	Syab.g_02711	Pral.g_00990
OG0001016	Syab.g_02439	Pral.g_00974
OG0001017	Syab.g_02445	Pral.g_00970
OG0001018	Syab.g_02447	Pral.g_00968
OG0001019	Syab.g_02469	Pral.g_00958
OG0001020	Syab.g_02477	Pral.g_00957
OG0001021	Syab.g_02481	Pral.g_00956
OG0001022	Syab.g_02485	Pral.g_00953
OG0001023	Syab.g_02486	Pral.g_00952
OG0001024	Syab.g_02490	Pral.g_00949
OG0001025	Syab.g_02497	Pral.g_00942
OG0001026	Syab.g_02510	Pral.g_00934
OG0001027	Syab.g_02515	Pral.g_00933
OG0001028	Syab.g_02517	Pral.g_00931
OG0001029	Syab.g_02519	Pral.g_00930
OG0001030	Syab.g_02540	Pral.g_00914
OG0001031	Syab.g_02615	Pral.g_00857
OG0001032	Syab.g_02617	Pral.g_00856
OG0001033	Syab.g_02675	Pral.g_00836
OG0001034	Syab.g_02370	Pral.g_00804
OG0001035	Syab.g_00335	Pral.g_00784
OG0001036	Syab.g_00327	Pral.g_00780
OG0001037	Syab.g_00325	Pral.g_00779
OG0001038	Syab.g_00297	Pral.g_00761
OG0001039	Syab.g_00294	Pral.g_00758
OG0001040	Syab.g_00291	Pral.g_00755
OG0001041	Syab.g_00286	Pral.g_00751
OG0001042	Syab.g_00254	Pral.g_00734
OG0001043	Syab.g_00250	Pral.g_00733
OG0001044	Syab.g_00522	Pral.g_00699
OG0001045	Syab.g_00534	Pral.g_00690
OG0001046	Syab.g_01352	Pral.g_01039
OG0001047	Syab.g_00586	Pral.g_00655
OG0001048	Syab.g_00587	Pral.g_00654
OG0001049	Syab.g_00590	Pral.g_00651
OG0001050	Syab.g_00591	Pral.g_00650
OG0001051	Syab.g_00592	Pral.g_00649
OG0001052	Syab.g_00693	Pral.g_00621
OG0001053	Syab.g_02099	Pral.g_00608
OG0001055	Syab.g_02139	Pral.g_00573
OG0001056	Syab.g_02036	Pral.g_00554
OG0001057	Syab.g_00882	Pral.g_00549
OG0001058	Syab.g_02014	Pral.g_00541
OG0001059	Syab.g_02010	Pral.g_00537
OG0001060	Syab.g_02003	Pral.g_00530
OG0001061	Syab.g_01985	Pral.g_00514
OG0001062	Syab.g_01983	Pral.g_00512
OG0001063	Syab.g_01979	Pral.g_00510
OG0001064	Syab.g_01978	Pral.g_00509
OG0001065	Syab.g_01976	Pral.g_00508
OG0001066	Syab.g_01975	Pral.g_00507
OG0001067	Syab.g_01974	Pral.g_00506
OG0001068	Syab.g_01973	Pral.g_00505
OG0001069	Syab.g_01972	Pral.g_00504
OG0001070	Syab.g_01968	Pral.g_00502
OG0001071	Syab.g_01967	Pral.g_00501
OG0001072	Syab.g_01962	Pral.g_00499
OG0001073	Syab.g_01947	Pral.g_00485
OG0001074	Syab.g_01815	Pral.g_00472
OG0001075	Syab.g_01919	Pral.g_00471
OG0001076	Syab.g_01897	Pral.g_00464
OG0001077	Syab.g_01887	Pral.g_00459
OG0001079	Syab.g_01856	Pral.g_01448
OG0001080	Syab.g_01756	Pral.g_01454
OG0001081	Syab.g_01530	Pral.g_01456
OG0001082	Syab.g_01531	Pral.g_01457
OG0001083	Syab.g_01540	Pral.g_01462
OG0001084	Syab.g_01543	Pral.g_01463
OG0001085	Syab.g_01563	Pral.g_01772
OG0001086	Syab.g_01565	Pral.g_01771
OG0001087	Syab.g_01167	Pral.g_01753
OG0001088	Syab.g_01170	Pral.g_01752
OG0001089	Syab.g_01198	Pral.g_01741
OG0001090	Syab.g_01267	Pral.g_01728
OG0001091	Syab.g_01270	Pral.g_01726
OG0001092	Syab.g_01272	Pral.g_01725
OG0001093	Syab.g_01664	Pral.g_01720
OG0001094	Syab.g_01567	Pral.g_01482
OG0001095	Syab.g_01287	Pral.g_01501
OG0001096	Syab.g_01693	Pral.g_01515
OG0001097	Syab.g_01718	Pral.g_01533
OG0001098	Syab.g_01497	Pral.g_01552
OG0001099	Syab.g_02518	Pral.g_01815
OG0001100	Syab.g_01640	Pral.g_01807
OG0001101	Syab.g_01639	Pral.g_01805
OG0001102	Syab.g_01636	Pral.g_01802
OG0001103	Syab.g_01634	Pral.g_01800
OG0001104	Syab.g_01590	Pral.g_01777
OG0001105	Syab.g_01585	Pral.g_01773
OG0001106	Syab.g_01397	Pral.g_01639
OG0001107	Syab.g_01385	Pral.g_01629
OG0001108	Syab.g_01377	Pral.g_01625
OG0001109	Syab.g_01368	Pral.g_01624
OG0001110	Syab.g_01366	Pral.g_01622
OG0001111	Syab.g_01364	Pral.g_01621
OG0001112	Syab.g_01362	Pral.g_01620
OG0001113	Syab.g_01593	Pral.g_01619
OG0001114	Syab.g_01361	Pral.g_01618
OG0001115	Syab.g_01357	Pral.g_01616
OG0001116	Syab.g_01355	Pral.g_01615
OG0001117	Syab.g_01354	Pral.g_01614
OG0001118	Syab.g_01353	Pral.g_01613
OG0001119	Syab.g_01351	Pral.g_01612
OG0001120	Syab.g_01347	Pral.g_01611
OG0001122	Syab.g_01320	Pral.g_01593
OG0001123	Syab.g_01312	Pral.g_01598
OG0001124	Syab.g_01310	Pral.g_01600
OG0001125	Syab.g_01308	Pral.g_01602
OG0001126	Syab.g_01231	Pral.g_01571
OG0001127	Syab.g_01230	Pral.g_01570
OG0001128	Syab.g_01227	Pral.g_01569
OG0001129	Syab.g_01225	Pral.g_01568
OG0001130	Syab.g_01224	Pral.g_01567
OG0001131	Syab.g_01609	Pral.g_01321
OG0001132	Syab.g_01790	Pral.g_01033
OG0001133	Syab.g_01895	Pral.g_01314
OG0001134	Syab.g_01748	Pral.g_00056, Pral.g_00078
OG0001135	Syab.g_01747	Pral.g_00075
OG0001136	Syab.g_00966	Pral.g_01364
OG0001137	Syab.g_00990	Pral.g_01377
OG0001138	Syab.g_01023	Pral.g_01401
OG0001139	Syab.g_01025	Pral.g_01403
OG0001141	Syab.g_01027	Pral.g_01404
OG0001142	Syab.g_01028	Pral.g_01405
OG0001143	Syab.g_01037	Pral.g_01412
OG0001144	Syab.g_01052	Pral.g_01417
OG0001145	Syab.g_00928	Pral.g_01289
OG0001146	Syab.g_00907	Pral.g_01277
OG0001147	Syab.g_00716	Pral.g_01235
OG0001148	Syab.g_02085	Pral.g_01220
OG0001149	Syab.g_02084	Pral.g_01219
OG0001150	Syab.g_02083	Pral.g_01218
OG0001151	Syab.g_02070	Pral.g_01207
OG0001152	Syab.g_02069	Pral.g_01206
OG0001153	Syab.g_00731	Pral.g_01128
OG0001154	Syab.g_00730	Pral.g_01127
OG0001155	Syab.g_02171	Pral.g_01108
OG0001156	Syab.g_02174	Pral.g_01105
OG0001157	Syab.g_02175	Pral.g_01104
OG0001158	Syab.g_02176	Pral.g_01103
OG0001159	Syab.g_02177	Pral.g_01102
