Orthogroup	Syab	Prar
OG0000578	Syab.g_01950	Prar.g_01431
OG0000579	Syab.g_01949	Prar.g_01432
OG0000580	Syab.g_01948	Prar.g_01433
OG0000581	Syab.g_01934	Prar.g_01435
OG0000582	Syab.g_01929	Prar.g_01438
OG0000583	Syab.g_01928	Prar.g_01439
OG0000584	Syab.g_01927	Prar.g_01440
OG0000585	Syab.g_01924	Prar.g_01442
OG0000586	Syab.g_01923	Prar.g_01443
OG0000587	Syab.g_01921	Prar.g_01444
OG0000588	Syab.g_01910	Prar.g_01448
OG0000589	Syab.g_01899	Prar.g_01451
OG0000590	Syab.g_01898	Prar.g_01452
OG0000591	Syab.g_01892	Prar.g_01455
OG0000592	Syab.g_01891	Prar.g_01456
OG0000593	Syab.g_01877	Prar.g_01462
OG0000594	Syab.g_01876	Prar.g_01463
OG0000595	Syab.g_01875	Prar.g_01464
OG0000596	Syab.g_01871	Prar.g_01468
OG0000597	Syab.g_01868	Prar.g_01470
OG0000598	Syab.g_01867	Prar.g_01471
OG0000599	Syab.g_01860	Prar.g_01474
OG0000600	Syab.g_01859	Prar.g_01475
OG0000601	Syab.g_01858	Prar.g_01476
OG0000602	Syab.g_01853	Prar.g_01478
OG0000603	Syab.g_01852	Prar.g_01479
OG0000604	Syab.g_01850	Prar.g_01480
OG0000605	Syab.g_01758	Prar.g_01481
OG0000606	Syab.g_01529	Prar.g_01484
OG0000607	Syab.g_01533	Prar.g_01487
OG0000608	Syab.g_01534	Prar.g_01488
OG0000609	Syab.g_01536	Prar.g_01489
OG0000610	Syab.g_01555	Prar.g_01494
OG0000611	Syab.g_01558	Prar.g_01497
OG0000612	Syab.g_01559	Prar.g_01498
OG0000613	Syab.g_00228	Prar.g_01503
OG0000614	Syab.g_01179	Prar.g_01522
OG0000615	Syab.g_01605	Prar.g_01530
OG0000616	Syab.g_02897	Prar.g_01534
OG0000617	Syab.g_01274	Prar.g_01605
OG0000618	Syab.g_01275	Prar.g_01606
OG0000619	Syab.g_01662	Prar.g_01607
OG0000620	Syab.g_01668	Prar.g_01610
OG0000621	Syab.g_01669	Prar.g_01611
OG0000622	Syab.g_01670	Prar.g_01612
OG0000623	Syab.g_01671	Prar.g_01613
OG0000624	Syab.g_01673	Prar.g_01614
OG0000625	Syab.g_01674	Prar.g_01615
OG0000626	Syab.g_01675	Prar.g_01616
OG0000627	Syab.g_01438	Prar.g_01617
OG0000628	Syab.g_01437	Prar.g_01618
OG0000629	Syab.g_01434	Prar.g_01619
OG0000630	Syab.g_01430	Prar.g_01622
OG0000631	Syab.g_01421	Prar.g_01675
OG0000632	Syab.g_01420	Prar.g_01676
OG0000633	Syab.g_01419	Prar.g_01677
OG0000634	Syab.g_01651	Prar.g_01680
OG0000635	Syab.g_01656	Prar.g_01681
OG0000636	Syab.g_01658	Prar.g_01683
OG0000637	Syab.g_01660	Prar.g_01685
OG0000638	Syab.g_01661	Prar.g_01686
OG0000639	Syab.g_01276	Prar.g_01687
OG0000640	Syab.g_01277	Prar.g_01688
OG0000641	Syab.g_01281	Prar.g_01692
OG0000642	Syab.g_01282	Prar.g_01693
OG0000643	Syab.g_01283	Prar.g_01694
OG0000644	Syab.g_01284	Prar.g_01695
OG0000645	Syab.g_01286	Prar.g_01696
OG0000646	Syab.g_01289	Prar.g_01698
OG0000647	Syab.g_01291	Prar.g_01699
OG0000648	Syab.g_01684	Prar.g_01701
OG0000649	Syab.g_01685	Prar.g_01702
OG0000650	Syab.g_01686	Prar.g_01703
OG0000651	Syab.g_01687	Prar.g_01704
OG0000652	Syab.g_01688	Prar.g_01705
OG0000653	Syab.g_01690	Prar.g_01707
OG0000654	Syab.g_01691	Prar.g_01708
OG0000655	Syab.g_01692	Prar.g_01709
OG0000656	Syab.g_01695	Prar.g_01712
OG0000657	Syab.g_01706	Prar.g_01719
OG0000658	Syab.g_01710	Prar.g_01720
OG0000659	Syab.g_01711	Prar.g_01721
OG0000660	Syab.g_01715	Prar.g_01725
OG0000661	Syab.g_01717	Prar.g_01727
OG0000662	Syab.g_01719	Prar.g_01729
OG0000663	Syab.g_01722	Prar.g_01731
OG0000664	Syab.g_01723	Prar.g_01732
OG0000665	Syab.g_01829	Prar.g_01736
OG0000666	Syab.g_01842	Prar.g_01737
OG0000667	Syab.g_01548	Prar.g_01742
OG0000668	Syab.g_01319	Prar.g_01759
OG0000669	Syab.g_01642	Prar.g_01767
OG0000670	Syab.g_02156	Prar.g_01769
OG0000671	Syab.g_01638	Prar.g_01771
OG0000672	Syab.g_01635	Prar.g_01774
OG0000673	Syab.g_01632	Prar.g_01777
OG0000674	Syab.g_01630	Prar.g_01779
OG0000675	Syab.g_01629	Prar.g_01780
OG0000676	Syab.g_01620	Prar.g_01782
OG0000677	Syab.g_01619	Prar.g_01783
OG0000678	Syab.g_01613	Prar.g_01785
OG0000679	Syab.g_01601	Prar.g_01789
OG0000680	Syab.g_01600	Prar.g_01790
OG0000681	Syab.g_01597	Prar.g_01792
OG0000682	Syab.g_01596	Prar.g_01793
OG0000683	Syab.g_01595	Prar.g_01794
OG0000684	Syab.g_01591	Prar.g_01795
OG0000685	Syab.g_01589	Prar.g_01797
OG0000686	Syab.g_01588	Prar.g_01798
OG0000687	Syab.g_01586	Prar.g_01799
OG0000688	Syab.g_01576	Prar.g_01802
OG0000689	Syab.g_01574	Prar.g_01803
OG0000690	Syab.g_01573	Prar.g_01804
OG0000691	Syab.g_01572	Prar.g_01805
OG0000692	Syab.g_01571	Prar.g_01807
OG0000693	Syab.g_01569	Prar.g_01808
OG0000694	Syab.g_01568	Prar.g_01809
OG0000695	Syab.g_01417	Prar.g_01811
OG0000696	Syab.g_01416	Prar.g_01812
OG0000697	Syab.g_01415	Prar.g_01813
OG0000698	Syab.g_01412	Prar.g_01816
OG0000699	Syab.g_01411	Prar.g_01817
OG0000700	Syab.g_01410	Prar.g_01818
OG0000701	Syab.g_01409	Prar.g_01819
OG0000702	Syab.g_01401	Prar.g_01821
OG0000703	Syab.g_01400	Prar.g_01822
OG0000704	Syab.g_01398	Prar.g_01823
OG0000705	Syab.g_01391	Prar.g_01827
OG0000706	Syab.g_01390	Prar.g_01828
OG0000707	Syab.g_01389	Prar.g_01829
OG0000708	Syab.g_01386	Prar.g_01830
OG0000709	Syab.g_01378	Prar.g_01834
OG0000710	Syab.g_01367	Prar.g_01837
OG0000711	Syab.g_01340	Prar.g_01853
OG0000712	Syab.g_01338	Prar.g_01855
OG0000713	Syab.g_01337	Prar.g_01856
OG0000714	Syab.g_01334	Prar.g_01857
OG0000715	Syab.g_01332	Prar.g_01859
OG0000716	Syab.g_01328	Prar.g_01861
OG0000717	Syab.g_01327	Prar.g_01862
OG0000718	Syab.g_01323	Prar.g_01873
OG0000719	Syab.g_01321	Prar.g_01875
OG0000720	Syab.g_01307	Prar.g_01884
OG0000721	Syab.g_01305	Prar.g_01886
OG0000722	Syab.g_01304	Prar.g_01887
OG0000723	Syab.g_01678	Prar.g_01890
OG0000724	Syab.g_01223	Prar.g_01899
OG0000725	Syab.g_01207	Prar.g_01905
OG0000726	Syab.g_01206	Prar.g_01906
OG0000727	Syab.g_01205	Prar.g_01907
OG0000728	Syab.g_01203	Prar.g_01909
OG0000729	Syab.g_00097	Prar.g_01955
OG0000730	Syab.g_00521	Prar.g_01324
OG0000731	Syab.g_00531	Prar.g_01320
OG0000732	Syab.g_00055	Prar.g_01314
OG0000733	Syab.g_02798	Prar.g_01295
OG0000734	Syab.g_02508	Prar.g_01278
OG0000735	Syab.g_00942	Prar.g_01276
OG0000736	Syab.g_00943	Prar.g_01275
OG0000737	Syab.g_00944	Prar.g_01274
OG0000738	Syab.g_00949	Prar.g_01270
OG0000739	Syab.g_00961	Prar.g_01269
OG0000740	Syab.g_00962	Prar.g_01268
OG0000741	Syab.g_00965	Prar.g_01267
OG0000742	Syab.g_00968	Prar.g_01264
OG0000743	Syab.g_00970	Prar.g_01262
OG0000744	Syab.g_00971	Prar.g_01261
OG0000745	Syab.g_00973	Prar.g_01260
OG0000746	Syab.g_00975	Prar.g_01258
OG0000747	Syab.g_00976	Prar.g_01257
OG0000748	Syab.g_00991	Prar.g_01254
OG0000749	Syab.g_00992	Prar.g_01253
OG0000750	Syab.g_00993	Prar.g_01252
OG0000751	Syab.g_01002	Prar.g_01250
OG0000752	Syab.g_01004	Prar.g_01248
OG0000753	Syab.g_01007	Prar.g_01245
OG0000754	Syab.g_01012	Prar.g_01242
OG0000755	Syab.g_01021	Prar.g_01239
OG0000756	Syab.g_01022	Prar.g_01238
OG0000757	Syab.g_01029	Prar.g_01232
OG0000758	Syab.g_01030	Prar.g_01231
OG0000759	Syab.g_01031	Prar.g_01230
OG0000760	Syab.g_01032	Prar.g_01229
OG0000761	Syab.g_01034	Prar.g_01228
OG0000762	Syab.g_01036	Prar.g_01227
OG0000763	Syab.g_01038	Prar.g_01225
OG0000764	Syab.g_01039	Prar.g_01224
OG0000765	Syab.g_01154	Prar.g_01215
OG0000766	Syab.g_01153	Prar.g_01214
OG0000767	Syab.g_01151	Prar.g_01212
OG0000768	Syab.g_01150	Prar.g_01211
OG0000769	Syab.g_01148	Prar.g_01209
OG0000770	Syab.g_01145	Prar.g_01207
OG0000771	Syab.g_01229	Prar.g_00376
OG0000772	Syab.g_00957	Prar.g_00976
OG0000773	Syab.g_00931	Prar.g_00964
OG0000774	Syab.g_00924	Prar.g_00962
OG0000775	Syab.g_00922	Prar.g_00960
OG0000776	Syab.g_00921	Prar.g_00959
OG0000777	Syab.g_00920	Prar.g_00958
OG0000778	Syab.g_00919	Prar.g_00957
OG0000779	Syab.g_00913	Prar.g_00953
OG0000780	Syab.g_00908	Prar.g_00952
OG0000781	Syab.g_00904	Prar.g_00949
OG0000782	Syab.g_00903	Prar.g_00948
OG0000783	Syab.g_00902	Prar.g_00947
OG0000784	Syab.g_00901	Prar.g_00946
OG0000785	Syab.g_00899	Prar.g_00944
OG0000786	Syab.g_00895	Prar.g_00942
OG0000787	Syab.g_00894	Prar.g_00941
OG0000788	Syab.g_01857	Prar.g_00924
OG0000789	Syab.g_01835	Prar.g_00921
OG0000790	Syab.g_02082	Prar.g_00906
OG0000791	Syab.g_02080	Prar.g_00904
OG0000792	Syab.g_02079	Prar.g_00903
OG0000793	Syab.g_02074	Prar.g_00900
OG0000794	Syab.g_02073	Prar.g_00899
OG0000795	Syab.g_02072	Prar.g_00898
OG0000796	Syab.g_02068	Prar.g_00894
OG0000797	Syab.g_02067	Prar.g_00893
OG0000798	Syab.g_00298	Prar.g_00866
OG0000799	Syab.g_00826	Prar.g_00357
OG0000800	Syab.g_00821	Prar.g_00356
OG0000801	Syab.g_00820	Prar.g_00355
OG0000802	Syab.g_00816	Prar.g_00353
OG0000803	Syab.g_00806	Prar.g_00351
OG0000804	Syab.g_00802	Prar.g_00350
OG0000805	Syab.g_00792	Prar.g_00348
OG0000806	Syab.g_00790	Prar.g_00346
OG0000807	Syab.g_00788	Prar.g_00345
OG0000808	Syab.g_00783	Prar.g_00344
OG0000809	Syab.g_00780	Prar.g_00341
OG0000810	Syab.g_00779	Prar.g_00340
OG0000811	Syab.g_00770	Prar.g_00336
OG0000812	Syab.g_00768	Prar.g_00842
OG0000813	Syab.g_00767	Prar.g_00841
OG0000814	Syab.g_00765	Prar.g_00839
OG0000815	Syab.g_00760	Prar.g_00838
OG0000816	Syab.g_00758	Prar.g_00836
OG0000817	Syab.g_00757	Prar.g_00835
OG0000818	Syab.g_00751	Prar.g_00830
OG0000819	Syab.g_00750	Prar.g_00829
OG0000820	Syab.g_00749	Prar.g_00828
OG0000821	Syab.g_00743	Prar.g_00824
OG0000822	Syab.g_00741	Prar.g_00823
OG0000823	Syab.g_00740	Prar.g_00822
OG0000824	Syab.g_00735	Prar.g_00819
OG0000825	Syab.g_00734	Prar.g_00818
OG0000826	Syab.g_00733	Prar.g_00817
OG0000827	Syab.g_00732	Prar.g_00816
OG0000828	Syab.g_00729	Prar.g_00813
OG0000829	Syab.g_00728	Prar.g_00812
OG0000830	Syab.g_00727	Prar.g_00811
OG0000831	Syab.g_00725	Prar.g_00809
OG0000832	Syab.g_02169	Prar.g_00803
OG0000833	Syab.g_02178	Prar.g_00795
OG0000834	Syab.g_02181	Prar.g_00794
OG0000835	Syab.g_02182	Prar.g_00793
OG0000836	Syab.g_02185	Prar.g_00792
OG0000837	Syab.g_02186	Prar.g_00791
OG0000838	Syab.g_02190	Prar.g_00789
OG0000839	Syab.g_02191	Prar.g_00788
OG0000840	Syab.g_02192	Prar.g_00787
OG0000841	Syab.g_02193	Prar.g_00786
OG0000842	Syab.g_02194	Prar.g_00785
OG0000843	Syab.g_02195	Prar.g_00784
OG0000844	Syab.g_02197	Prar.g_00783
OG0000845	Syab.g_02198	Prar.g_00782
OG0000846	Syab.g_02199	Prar.g_00781
OG0000847	Syab.g_02200	Prar.g_00780
OG0000848	Syab.g_02202	Prar.g_00779
OG0000849	Syab.g_02203	Prar.g_00778
OG0000850	Syab.g_02212	Prar.g_00776
OG0000851	Syab.g_02226	Prar.g_00775
OG0000852	Syab.g_02227	Prar.g_00774
OG0000853	Syab.g_02233	Prar.g_00770
OG0000854	Syab.g_02235	Prar.g_00768
OG0000855	Syab.g_02236	Prar.g_00767
OG0000856	Syab.g_01889	Prar.g_00753
OG0000857	Syab.g_01290	Prar.g_00725
OG0000858	Syab.g_02244	Prar.g_01149
OG0000859	Syab.g_02245	Prar.g_01148
OG0000860	Syab.g_02258	Prar.g_01141
OG0000861	Syab.g_02259	Prar.g_01140
OG0000862	Syab.g_02261	Prar.g_01139
OG0000863	Syab.g_02265	Prar.g_01137
OG0000864	Syab.g_02266	Prar.g_01136
OG0000865	Syab.g_02267	Prar.g_01135
OG0000866	Syab.g_02268	Prar.g_01134
OG0000867	Syab.g_02269	Prar.g_01133
OG0000868	Syab.g_02287	Prar.g_01132
OG0000869	Syab.g_02292	Prar.g_01128
OG0000870	Syab.g_02297	Prar.g_01123
OG0000871	Syab.g_02298	Prar.g_01122
OG0000872	Syab.g_02305	Prar.g_01121
OG0000873	Syab.g_02308	Prar.g_01965
OG0000874	Syab.g_02311	Prar.g_01968
OG0000875	Syab.g_02313	Prar.g_01969
OG0000876	Syab.g_02315	Prar.g_01970
OG0000877	Syab.g_02317	Prar.g_01963
OG0000878	Syab.g_02318	Prar.g_01962
OG0000879	Syab.g_02319	Prar.g_01961
OG0000880	Syab.g_02320	Prar.g_01960
OG0000881	Syab.g_02325	Prar.g_00595, Prar.g_01956
OG0000882	Syab.g_02330	Prar.g_00600
OG0000883	Syab.g_02332	Prar.g_00601
OG0000884	Syab.g_02334	Prar.g_00603
OG0000885	Syab.g_02335	Prar.g_00604
OG0000886	Syab.g_02336	Prar.g_00605
OG0000887	Syab.g_02338	Prar.g_00606
OG0000888	Syab.g_02340	Prar.g_00608
OG0000889	Syab.g_02342	Prar.g_00610
OG0000890	Syab.g_02348	Prar.g_00611
OG0000891	Syab.g_02349	Prar.g_00612
OG0000892	Syab.g_02353	Prar.g_01119
OG0000893	Syab.g_00366	Prar.g_01114
OG0000894	Syab.g_00369	Prar.g_01112
OG0000895	Syab.g_00373	Prar.g_01109
OG0000896	Syab.g_00374	Prar.g_01108
OG0000897	Syab.g_00376	Prar.g_01106
OG0000898	Syab.g_00377	Prar.g_01105
OG0000899	Syab.g_00378	Prar.g_01104
OG0000900	Syab.g_00379	Prar.g_01103
OG0000901	Syab.g_00384	Prar.g_01100
OG0000902	Syab.g_00386	Prar.g_01098
OG0000903	Syab.g_00399	Prar.g_01095
OG0000904	Syab.g_00395	Prar.g_01093
OG0000905	Syab.g_00390	Prar.g_01088
OG0000906	Syab.g_00388	Prar.g_01087
OG0000907	Syab.g_00401	Prar.g_01069
OG0000908	Syab.g_00404	Prar.g_01066
OG0000909	Syab.g_00405	Prar.g_01065
OG0000910	Syab.g_00406	Prar.g_01064
OG0000911	Syab.g_00408	Prar.g_01062
OG0000912	Syab.g_00409	Prar.g_01061
OG0000913	Syab.g_00410	Prar.g_01060
OG0000914	Syab.g_00411	Prar.g_01059
OG0000915	Syab.g_00412	Prar.g_01058
OG0000916	Syab.g_00413	Prar.g_01057
OG0000917	Syab.g_00414	Prar.g_01056
OG0000918	Syab.g_00415	Prar.g_01055
OG0000919	Syab.g_00416	Prar.g_01054
OG0000920	Syab.g_00417	Prar.g_01053
OG0000921	Syab.g_00418	Prar.g_01052
OG0000922	Syab.g_00419	Prar.g_01051
OG0000923	Syab.g_00423	Prar.g_01047
OG0000924	Syab.g_00424	Prar.g_01046
OG0000925	Syab.g_00425	Prar.g_01045
OG0000926	Syab.g_00426	Prar.g_01044
OG0000927	Syab.g_00428	Prar.g_01042
OG0000928	Syab.g_00429	Prar.g_01041
OG0000929	Syab.g_00430	Prar.g_01040
OG0000930	Syab.g_00431	Prar.g_01039
OG0000931	Syab.g_00432	Prar.g_01038
OG0000932	Syab.g_00433	Prar.g_01037
OG0000933	Syab.g_00439	Prar.g_01033
OG0000934	Syab.g_00441	Prar.g_01031
OG0000935	Syab.g_00442	Prar.g_01030
OG0000936	Syab.g_00443	Prar.g_01029
OG0000937	Syab.g_00444	Prar.g_01028
OG0000938	Syab.g_00447	Prar.g_01026
OG0000939	Syab.g_00448	Prar.g_01025
OG0000940	Syab.g_00456	Prar.g_01019
OG0000941	Syab.g_00458	Prar.g_01017
OG0000942	Syab.g_00460	Prar.g_01015
OG0000943	Syab.g_00461	Prar.g_01014
OG0000944	Syab.g_00463	Prar.g_01013
OG0000945	Syab.g_00466	Prar.g_01012
OG0000946	Syab.g_00473	Prar.g_00617
OG0000947	Syab.g_00476	Prar.g_00619
OG0000948	Syab.g_00477	Prar.g_00620
OG0000949	Syab.g_00212	Prar.g_00623
OG0000950	Syab.g_00204	Prar.g_00628
OG0000951	Syab.g_00199	Prar.g_00632
OG0000952	Syab.g_00191	Prar.g_00636
OG0000953	Syab.g_00134	Prar.g_00639
OG0000954	Syab.g_00129	Prar.g_00643
OG0000955	Syab.g_00128	Prar.g_00644
OG0000956	Syab.g_00126	Prar.g_00646
OG0000957	Syab.g_00115	Prar.g_00651
OG0000958	Syab.g_00114	Prar.g_00652
OG0000959	Syab.g_00110	Prar.g_00656
OG0000960	Syab.g_00109	Prar.g_00657
OG0000961	Syab.g_00100	Prar.g_00659
OG0000962	Syab.g_00098	Prar.g_00661
OG0000963	Syab.g_00093	Prar.g_00664
OG0000964	Syab.g_00092	Prar.g_00665
OG0000965	Syab.g_00091	Prar.g_00666
OG0000966	Syab.g_00082	Prar.g_00673
OG0000967	Syab.g_00078	Prar.g_00677
OG0000968	Syab.g_00075	Prar.g_00679
OG0000969	Syab.g_00073	Prar.g_00680
OG0000970	Syab.g_00072	Prar.g_00681
OG0000971	Syab.g_00070	Prar.g_00682
OG0000972	Syab.g_00069	Prar.g_00683
OG0000973	Syab.g_00068	Prar.g_00684
OG0000974	Syab.g_00067	Prar.g_00685
OG0000975	Syab.g_00066	Prar.g_00686
OG0000976	Syab.g_00065	Prar.g_00687
OG0000977	Syab.g_00063	Prar.g_00688
OG0000978	Syab.g_00062	Prar.g_00689
OG0000979	Syab.g_00059	Prar.g_00692
OG0000980	Syab.g_00056	Prar.g_00694
OG0000981	Syab.g_00053	Prar.g_00696
OG0000982	Syab.g_02756	Prar.g_00698
OG0000983	Syab.g_02757	Prar.g_00699
OG0000984	Syab.g_02758	Prar.g_00700
OG0000985	Syab.g_02762	Prar.g_00703
OG0000986	Syab.g_02764	Prar.g_00705
OG0000987	Syab.g_02768	Prar.g_00706
OG0000988	Syab.g_02774	Prar.g_00709
OG0000989	Syab.g_02792	Prar.g_00073
OG0000990	Syab.g_02811	Prar.g_00070
OG0000991	Syab.g_02818	Prar.g_00069
OG0000992	Syab.g_02821	Prar.g_00067
OG0000993	Syab.g_02822	Prar.g_00066
OG0000994	Syab.g_02826	Prar.g_00065
OG0000995	Syab.g_02835	Prar.g_00061
OG0000996	Syab.g_02866	Prar.g_00060
OG0000997	Syab.g_02875	Prar.g_00059
OG0000998	Syab.g_02877	Prar.g_00057
OG0000999	Syab.g_02878	Prar.g_00056
OG0001000	Syab.g_02881	Prar.g_00053
OG0001001	Syab.g_02888	Prar.g_00051
OG0001002	Syab.g_02900	Prar.g_00047
OG0001003	Syab.g_02902	Prar.g_00046
OG0001004	Syab.g_02903	Prar.g_00045
OG0001005	Syab.g_02905	Prar.g_00044
OG0001006	Syab.g_02912	Prar.g_00040
OG0001007	Syab.g_02914	Prar.g_00038
OG0001008	Syab.g_00584	Prar.g_00485
OG0001009	Syab.g_00033	Prar.g_00011
OG0001010	Syab.g_00034	Prar.g_00010
OG0001011	Syab.g_00035	Prar.g_00009
OG0001012	Syab.g_02752	Prar.g_00577
OG0001013	Syab.g_02716	Prar.g_00571
OG0001014	Syab.g_02712	Prar.g_00568
OG0001015	Syab.g_02711	Prar.g_00567
OG0001016	Syab.g_02439	Prar.g_00255
OG0001017	Syab.g_02445	Prar.g_00251
OG0001018	Syab.g_02447	Prar.g_00248
OG0001019	Syab.g_02469	Prar.g_00239
OG0001020	Syab.g_02477	Prar.g_00238
OG0001021	Syab.g_02481	Prar.g_00237
OG0001022	Syab.g_02485	Prar.g_00234
OG0001023	Syab.g_02486	Prar.g_00233
OG0001024	Syab.g_02490	Prar.g_00230
OG0001025	Syab.g_02497	Prar.g_00224
OG0001026	Syab.g_02510	Prar.g_00217
OG0001027	Syab.g_02515	Prar.g_00216
OG0001028	Syab.g_02517	Prar.g_00214
OG0001029	Syab.g_02519	Prar.g_00213
OG0001030	Syab.g_02540	Prar.g_00198
OG0001031	Syab.g_02615	Prar.g_00141
OG0001032	Syab.g_02617	Prar.g_00140
OG0001033	Syab.g_02675	Prar.g_00119
OG0001034	Syab.g_02370	Prar.g_00091
OG0001035	Syab.g_00335	Prar.g_00333
OG0001036	Syab.g_00327	Prar.g_00328
OG0001037	Syab.g_00325	Prar.g_00327
OG0001038	Syab.g_00297	Prar.g_00309
OG0001039	Syab.g_00294	Prar.g_00306
OG0001040	Syab.g_00291	Prar.g_00304
OG0001041	Syab.g_00286	Prar.g_00300
OG0001042	Syab.g_00254	Prar.g_00283
OG0001043	Syab.g_00250	Prar.g_00282
OG0001044	Syab.g_00522	Prar.g_00393
OG0001045	Syab.g_00534	Prar.g_00402
OG0001046	Syab.g_01352	Prar.g_00440
OG0001047	Syab.g_00586	Prar.g_00487
OG0001048	Syab.g_00587	Prar.g_00488
OG0001049	Syab.g_00590	Prar.g_00490
OG0001050	Syab.g_00591	Prar.g_00491
OG0001051	Syab.g_00592	Prar.g_00492
OG0001052	Syab.g_00693	Prar.g_00521
OG0001053	Syab.g_02099	Prar.g_00533
OG0001054	Syab.g_02118	Prar.g_01329
OG0001055	Syab.g_02139	Prar.g_01347
OG0001056	Syab.g_02036	Prar.g_01366
OG0001057	Syab.g_00882	Prar.g_01371
OG0001058	Syab.g_02014	Prar.g_01379
OG0001059	Syab.g_02010	Prar.g_01383
OG0001060	Syab.g_02003	Prar.g_01390
OG0001061	Syab.g_01985	Prar.g_01403
OG0001062	Syab.g_01983	Prar.g_01405
OG0001063	Syab.g_01979	Prar.g_01407
OG0001064	Syab.g_01978	Prar.g_01408
OG0001065	Syab.g_01976	Prar.g_01409
OG0001066	Syab.g_01975	Prar.g_01410
OG0001067	Syab.g_01974	Prar.g_01411
OG0001068	Syab.g_01973	Prar.g_01412
OG0001069	Syab.g_01972	Prar.g_01413
OG0001070	Syab.g_01968	Prar.g_01416
OG0001071	Syab.g_01967	Prar.g_01417
OG0001072	Syab.g_01962	Prar.g_01419
OG0001073	Syab.g_01947	Prar.g_01434
OG0001074	Syab.g_01815	Prar.g_01445
OG0001075	Syab.g_01919	Prar.g_01446
OG0001076	Syab.g_01897	Prar.g_01454
OG0001077	Syab.g_01887	Prar.g_01458
OG0001079	Syab.g_01856	Prar.g_01477
OG0001080	Syab.g_01756	Prar.g_01483
OG0001081	Syab.g_01530	Prar.g_01485
OG0001082	Syab.g_01531	Prar.g_01486
OG0001083	Syab.g_01540	Prar.g_01491
OG0001084	Syab.g_01543	Prar.g_01492
OG0001085	Syab.g_01563	Prar.g_01500
OG0001086	Syab.g_01565	Prar.g_01501
OG0001087	Syab.g_01167	Prar.g_01518
OG0001088	Syab.g_01170	Prar.g_01519
OG0001089	Syab.g_01198	Prar.g_01527
OG0001090	Syab.g_01267	Prar.g_01600
OG0001091	Syab.g_01270	Prar.g_01602
OG0001092	Syab.g_01272	Prar.g_01603
OG0001093	Syab.g_01664	Prar.g_01608
OG0001094	Syab.g_01567	Prar.g_01678
OG0001095	Syab.g_01287	Prar.g_01697
OG0001096	Syab.g_01693	Prar.g_01710
OG0001097	Syab.g_01718	Prar.g_01728
OG0001098	Syab.g_01497	Prar.g_01744
OG0001099	Syab.g_02518	Prar.g_01764
OG0001100	Syab.g_01640	Prar.g_01768
OG0001101	Syab.g_01639	Prar.g_01770
OG0001102	Syab.g_01636	Prar.g_01773
OG0001103	Syab.g_01634	Prar.g_01775
OG0001104	Syab.g_01590	Prar.g_01796
OG0001105	Syab.g_01585	Prar.g_01800
OG0001106	Syab.g_01397	Prar.g_01824
OG0001107	Syab.g_01385	Prar.g_01831
OG0001108	Syab.g_01377	Prar.g_01835
OG0001109	Syab.g_01368	Prar.g_01836
OG0001110	Syab.g_01366	Prar.g_01838
OG0001111	Syab.g_01364	Prar.g_01839
OG0001112	Syab.g_01362	Prar.g_01840
OG0001113	Syab.g_01593	Prar.g_01841
OG0001114	Syab.g_01361	Prar.g_01842
OG0001115	Syab.g_01357	Prar.g_01844
OG0001116	Syab.g_01355	Prar.g_01845
OG0001117	Syab.g_01354	Prar.g_01846
OG0001118	Syab.g_01353	Prar.g_01847
OG0001119	Syab.g_01351	Prar.g_01848
OG0001120	Syab.g_01347	Prar.g_01850
OG0001121	Syab.g_02159	Prar.g_01298
OG0001122	Syab.g_01320	Prar.g_01876
OG0001123	Syab.g_01312	Prar.g_01880
OG0001124	Syab.g_01310	Prar.g_01882
OG0001125	Syab.g_01308	Prar.g_01883
OG0001126	Syab.g_01231	Prar.g_01893
OG0001127	Syab.g_01230	Prar.g_01894
OG0001128	Syab.g_01227	Prar.g_01896
OG0001129	Syab.g_01225	Prar.g_01897
OG0001130	Syab.g_01224	Prar.g_01898
OG0001131	Syab.g_01609	Prar.g_01935
OG0001132	Syab.g_01790	Prar.g_01944
OG0001133	Syab.g_01895	Prar.g_01309
OG0001134	Syab.g_01748	Prar.g_01296
OG0001135	Syab.g_01747	Prar.g_01293
OG0001136	Syab.g_00966	Prar.g_01266
OG0001137	Syab.g_00990	Prar.g_01255
OG0001138	Syab.g_01023	Prar.g_01237
OG0001139	Syab.g_01025	Prar.g_01236
OG0001140	Syab.g_01026, Syab.g_00642	Prar.g_01235
OG0001141	Syab.g_01027	Prar.g_01234
OG0001142	Syab.g_01028	Prar.g_01233
OG0001143	Syab.g_01037	Prar.g_01226
OG0001144	Syab.g_01052	Prar.g_01221
OG0001145	Syab.g_00928	Prar.g_00963
OG0001146	Syab.g_00907	Prar.g_00951
OG0001147	Syab.g_00716	Prar.g_00925
OG0001148	Syab.g_02085	Prar.g_00909
OG0001149	Syab.g_02084	Prar.g_00908
OG0001150	Syab.g_02083	Prar.g_00907
OG0001151	Syab.g_02070	Prar.g_00896
OG0001152	Syab.g_02069	Prar.g_00895
OG0001153	Syab.g_00731	Prar.g_00815
OG0001154	Syab.g_00730	Prar.g_00814
OG0001155	Syab.g_02171	Prar.g_00802
OG0001156	Syab.g_02174	Prar.g_00799
OG0001157	Syab.g_02175	Prar.g_00798
OG0001158	Syab.g_02176	Prar.g_00797
OG0001159	Syab.g_02177	Prar.g_00796
