Orthogroup	Syab	Praz
OG0000579	Syab.g_01949	Praz.g_01728
OG0000580	Syab.g_01948	Praz.g_01727
OG0000581	Syab.g_01934	Praz.g_01725
OG0000582	Syab.g_01929	Praz.g_01722
OG0000583	Syab.g_01928	Praz.g_01721
OG0000584	Syab.g_01927	Praz.g_01720
OG0000585	Syab.g_01924	Praz.g_01718
OG0000586	Syab.g_01923	Praz.g_01717
OG0000587	Syab.g_01921	Praz.g_01716
OG0000588	Syab.g_01910	Praz.g_01712
OG0000589	Syab.g_01899	Praz.g_01709
OG0000590	Syab.g_01898	Praz.g_01708
OG0000591	Syab.g_01892	Praz.g_01705
OG0000592	Syab.g_01891	Praz.g_01704
OG0000593	Syab.g_01877	Praz.g_01698
OG0000594	Syab.g_01876	Praz.g_01697
OG0000595	Syab.g_01875	Praz.g_01696
OG0000596	Syab.g_01871	Praz.g_01692
OG0000597	Syab.g_01868	Praz.g_01690
OG0000598	Syab.g_01867	Praz.g_01689
OG0000599	Syab.g_01860	Praz.g_01686
OG0000600	Syab.g_01859	Praz.g_01685
OG0000601	Syab.g_01858	Praz.g_01684
OG0000602	Syab.g_01853	Praz.g_01682
OG0000603	Syab.g_01852	Praz.g_01681
OG0000604	Syab.g_01850	Praz.g_01680
OG0000605	Syab.g_01758	Praz.g_01679
OG0000606	Syab.g_01529	Praz.g_01676
OG0000607	Syab.g_01533	Praz.g_01673
OG0000608	Syab.g_01534	Praz.g_01672
OG0000609	Syab.g_01536	Praz.g_01671
OG0000610	Syab.g_01555	Praz.g_01666
OG0000611	Syab.g_01558	Praz.g_01663
OG0000612	Syab.g_01559	Praz.g_01662
OG0000613	Syab.g_00228	Praz.g_01657
OG0000614	Syab.g_01179	Praz.g_01638
OG0000615	Syab.g_01605	Praz.g_01630
OG0000616	Syab.g_02897	Praz.g_01626
OG0000617	Syab.g_01274	Praz.g_01601
OG0000618	Syab.g_01275	Praz.g_01600
OG0000619	Syab.g_01662	Praz.g_01599
OG0000620	Syab.g_01668	Praz.g_01596
OG0000621	Syab.g_01669	Praz.g_01595
OG0000622	Syab.g_01670	Praz.g_01594
OG0000623	Syab.g_01671	Praz.g_01593
OG0000624	Syab.g_01673	Praz.g_01592
OG0000625	Syab.g_01674	Praz.g_01591
OG0000626	Syab.g_01675	Praz.g_01590
OG0000627	Syab.g_01438	Praz.g_01589
OG0000628	Syab.g_01437	Praz.g_01588
OG0000629	Syab.g_01434	Praz.g_01587
OG0000630	Syab.g_01430	Praz.g_01584
OG0000631	Syab.g_01421	Praz.g_01521
OG0000632	Syab.g_01420	Praz.g_01520
OG0000633	Syab.g_01419	Praz.g_01519
OG0000634	Syab.g_01651	Praz.g_01516
OG0000635	Syab.g_01656	Praz.g_01515
OG0000636	Syab.g_01658	Praz.g_01513
OG0000637	Syab.g_01660	Praz.g_01511
OG0000638	Syab.g_01661	Praz.g_01510
OG0000639	Syab.g_01276	Praz.g_01509
OG0000640	Syab.g_01277	Praz.g_01508
OG0000641	Syab.g_01281	Praz.g_01504
OG0000642	Syab.g_01282	Praz.g_01503
OG0000643	Syab.g_01283	Praz.g_01502
OG0000644	Syab.g_01284	Praz.g_01501
OG0000645	Syab.g_01286	Praz.g_01500
OG0000646	Syab.g_01289	Praz.g_01498
OG0000647	Syab.g_01291	Praz.g_01497
OG0000648	Syab.g_01684	Praz.g_01495
OG0000649	Syab.g_01685	Praz.g_01494
OG0000650	Syab.g_01686	Praz.g_01493
OG0000651	Syab.g_01687	Praz.g_01492
OG0000652	Syab.g_01688	Praz.g_01491
OG0000653	Syab.g_01690	Praz.g_01489
OG0000654	Syab.g_01691	Praz.g_01488
OG0000655	Syab.g_01692	Praz.g_01487
OG0000656	Syab.g_01695	Praz.g_01484
OG0000657	Syab.g_01706	Praz.g_01476
OG0000658	Syab.g_01710	Praz.g_01475
OG0000659	Syab.g_01711	Praz.g_01474
OG0000660	Syab.g_01715	Praz.g_01470
OG0000661	Syab.g_01717	Praz.g_01468
OG0000662	Syab.g_01719	Praz.g_01466
OG0000663	Syab.g_01722	Praz.g_01464
OG0000664	Syab.g_01723	Praz.g_01463
OG0000665	Syab.g_01829	Praz.g_01459
OG0000666	Syab.g_01842	Praz.g_01458
OG0000667	Syab.g_01548	Praz.g_01454
OG0000668	Syab.g_01319	Praz.g_01424
OG0000669	Syab.g_01642	Praz.g_01417
OG0000670	Syab.g_02156	Praz.g_01415
OG0000671	Syab.g_01638	Praz.g_01413
OG0000672	Syab.g_01635	Praz.g_01410
OG0000673	Syab.g_01632	Praz.g_01407
OG0000674	Syab.g_01630	Praz.g_01405
OG0000675	Syab.g_01629	Praz.g_01404
OG0000676	Syab.g_01620	Praz.g_01402
OG0000677	Syab.g_01619	Praz.g_01401
OG0000678	Syab.g_01613	Praz.g_01399
OG0000679	Syab.g_01601	Praz.g_01395
OG0000680	Syab.g_01600	Praz.g_01394
OG0000681	Syab.g_01597	Praz.g_01392
OG0000682	Syab.g_01596	Praz.g_01391
OG0000683	Syab.g_01595	Praz.g_01390
OG0000684	Syab.g_01591	Praz.g_01388
OG0000685	Syab.g_01589	Praz.g_01386
OG0000686	Syab.g_01588	Praz.g_01385
OG0000687	Syab.g_01586	Praz.g_01384
OG0000688	Syab.g_01576	Praz.g_01381
OG0000689	Syab.g_01574	Praz.g_01380
OG0000690	Syab.g_01573	Praz.g_01379
OG0000691	Syab.g_01572	Praz.g_01378
OG0000692	Syab.g_01571	Praz.g_01376
OG0000693	Syab.g_01569	Praz.g_01375
OG0000694	Syab.g_01568	Praz.g_01374
OG0000695	Syab.g_01417	Praz.g_01372
OG0000696	Syab.g_01416	Praz.g_01371
OG0000697	Syab.g_01415	Praz.g_01370
OG0000698	Syab.g_01412	Praz.g_01367
OG0000699	Syab.g_01411	Praz.g_01366
OG0000700	Syab.g_01410	Praz.g_01365
OG0000701	Syab.g_01409	Praz.g_01364
OG0000702	Syab.g_01401	Praz.g_01362
OG0000703	Syab.g_01400	Praz.g_01361
OG0000704	Syab.g_01398	Praz.g_01360
OG0000705	Syab.g_01391	Praz.g_01356
OG0000706	Syab.g_01390	Praz.g_01355
OG0000707	Syab.g_01389	Praz.g_01354
OG0000708	Syab.g_01386	Praz.g_01353
OG0000709	Syab.g_01378	Praz.g_01349
OG0000710	Syab.g_01367	Praz.g_01346
OG0000711	Syab.g_01340	Praz.g_01329
OG0000712	Syab.g_01338	Praz.g_01327
OG0000713	Syab.g_01337	Praz.g_01326
OG0000714	Syab.g_01334	Praz.g_01325
OG0000715	Syab.g_01332	Praz.g_01323
OG0000716	Syab.g_01328	Praz.g_01321
OG0000717	Syab.g_01327	Praz.g_01320
OG0000718	Syab.g_01323	Praz.g_01308
OG0000719	Syab.g_01321	Praz.g_01306
OG0000720	Syab.g_01307	Praz.g_01297
OG0000721	Syab.g_01305	Praz.g_01294
OG0000722	Syab.g_01304	Praz.g_01293
OG0000723	Syab.g_01678	Praz.g_01290
OG0000724	Syab.g_01223	Praz.g_01281
OG0000725	Syab.g_01207	Praz.g_00067
OG0000726	Syab.g_01206	Praz.g_00068
OG0000727	Syab.g_01205	Praz.g_00069
OG0000728	Syab.g_01203	Praz.g_00071
OG0000729	Syab.g_00097	Praz.g_00116
OG0000730	Syab.g_00521	Praz.g_00060
OG0000731	Syab.g_00531	Praz.g_00056
OG0000732	Syab.g_00055	Praz.g_00046
OG0000733	Syab.g_02798	Praz.g_00024
OG0000734	Syab.g_02508	Praz.g_00007
OG0000735	Syab.g_00942	Praz.g_00005
OG0000736	Syab.g_00943	Praz.g_00004
OG0000737	Syab.g_00944	Praz.g_00003
OG0000738	Syab.g_00949	Praz.g_00762
OG0000739	Syab.g_00961	Praz.g_00761
OG0000740	Syab.g_00962	Praz.g_00760
OG0000741	Syab.g_00965	Praz.g_00759
OG0000742	Syab.g_00968	Praz.g_00756
OG0000743	Syab.g_00970	Praz.g_00754
OG0000744	Syab.g_00971	Praz.g_00753
OG0000745	Syab.g_00973	Praz.g_00751
OG0000746	Syab.g_00975	Praz.g_00749
OG0000747	Syab.g_00976	Praz.g_00748
OG0000748	Syab.g_00991	Praz.g_00745
OG0000749	Syab.g_00992	Praz.g_00744
OG0000750	Syab.g_00993	Praz.g_00743
OG0000751	Syab.g_01002	Praz.g_00741
OG0000752	Syab.g_01004	Praz.g_00739
OG0000753	Syab.g_01007	Praz.g_00736
OG0000754	Syab.g_01012	Praz.g_00733
OG0000755	Syab.g_01021	Praz.g_00730
OG0000756	Syab.g_01022	Praz.g_00729
OG0000757	Syab.g_01029	Praz.g_00723
OG0000758	Syab.g_01030	Praz.g_00722
OG0000759	Syab.g_01031	Praz.g_00721
OG0000760	Syab.g_01032	Praz.g_00720
OG0000761	Syab.g_01034	Praz.g_00719
OG0000762	Syab.g_01036	Praz.g_00718
OG0000763	Syab.g_01038	Praz.g_00716
OG0000764	Syab.g_01039	Praz.g_00715
OG0000765	Syab.g_01154	Praz.g_00706
OG0000766	Syab.g_01153	Praz.g_00705
OG0000767	Syab.g_01151	Praz.g_00703
OG0000768	Syab.g_01150	Praz.g_00702
OG0000769	Syab.g_01148	Praz.g_00700
OG0000770	Syab.g_01145	Praz.g_00698
OG0000771	Syab.g_01229	Praz.g_01936
OG0000772	Syab.g_00957	Praz.g_01205
OG0000773	Syab.g_00931	Praz.g_01189
OG0000774	Syab.g_00924	Praz.g_01187
OG0000775	Syab.g_00922	Praz.g_01185
OG0000776	Syab.g_00921	Praz.g_01184
OG0000777	Syab.g_00920	Praz.g_01183
OG0000778	Syab.g_00919	Praz.g_01182
OG0000779	Syab.g_00913	Praz.g_01178
OG0000780	Syab.g_00908	Praz.g_01177
OG0000781	Syab.g_00904	Praz.g_01174
OG0000782	Syab.g_00903	Praz.g_01173
OG0000783	Syab.g_00902	Praz.g_01172
OG0000784	Syab.g_00901	Praz.g_01171
OG0000785	Syab.g_00899	Praz.g_01169
OG0000786	Syab.g_00895	Praz.g_01167
OG0000787	Syab.g_00894	Praz.g_01166
OG0000788	Syab.g_01857	Praz.g_01152
OG0000789	Syab.g_01835	Praz.g_01149
OG0000790	Syab.g_02082	Praz.g_01134
OG0000791	Syab.g_02080	Praz.g_01132
OG0000792	Syab.g_02079	Praz.g_01131
OG0000793	Syab.g_02074	Praz.g_01128
OG0000794	Syab.g_02073	Praz.g_01127
OG0000795	Syab.g_02072	Praz.g_01126
OG0000796	Syab.g_02068	Praz.g_01122
OG0000797	Syab.g_02067	Praz.g_01121
OG0000799	Syab.g_00826	Praz.g_01059
OG0000800	Syab.g_00821	Praz.g_01058
OG0000801	Syab.g_00820	Praz.g_01057
OG0000802	Syab.g_00816	Praz.g_01055
OG0000803	Syab.g_00806	Praz.g_01053
OG0000804	Syab.g_00802	Praz.g_01052
OG0000805	Syab.g_00792	Praz.g_01050
OG0000806	Syab.g_00790	Praz.g_01048
OG0000807	Syab.g_00788	Praz.g_01047
OG0000808	Syab.g_00783	Praz.g_01046
OG0000809	Syab.g_00780	Praz.g_01043
OG0000810	Syab.g_00779	Praz.g_01042
OG0000811	Syab.g_00770	Praz.g_01038
OG0000812	Syab.g_00768	Praz.g_01036
OG0000813	Syab.g_00767	Praz.g_01035
OG0000814	Syab.g_00765	Praz.g_01033
OG0000815	Syab.g_00760	Praz.g_01032
OG0000816	Syab.g_00758	Praz.g_01030
OG0000817	Syab.g_00757	Praz.g_01029
OG0000818	Syab.g_00751	Praz.g_01024
OG0000819	Syab.g_00750	Praz.g_01023
OG0000820	Syab.g_00749	Praz.g_01022
OG0000821	Syab.g_00743	Praz.g_01018
OG0000822	Syab.g_00741	Praz.g_01017
OG0000823	Syab.g_00740	Praz.g_01016
OG0000824	Syab.g_00735	Praz.g_01013
OG0000825	Syab.g_00734	Praz.g_01012
OG0000826	Syab.g_00733	Praz.g_01011
OG0000827	Syab.g_00732	Praz.g_01010
OG0000828	Syab.g_00729	Praz.g_01007
OG0000829	Syab.g_00728	Praz.g_01006
OG0000830	Syab.g_00727	Praz.g_01005
OG0000831	Syab.g_00725	Praz.g_01003
OG0000832	Syab.g_02169	Praz.g_00997
OG0000833	Syab.g_02178	Praz.g_00989
OG0000834	Syab.g_02181	Praz.g_00988
OG0000835	Syab.g_02182	Praz.g_00987
OG0000836	Syab.g_02185	Praz.g_00986
OG0000837	Syab.g_02186	Praz.g_00985
OG0000838	Syab.g_02190	Praz.g_00983
OG0000839	Syab.g_02191	Praz.g_00982
OG0000840	Syab.g_02192	Praz.g_00981
OG0000841	Syab.g_02193	Praz.g_00980
OG0000842	Syab.g_02194	Praz.g_00979
OG0000843	Syab.g_02195	Praz.g_00978
OG0000844	Syab.g_02197	Praz.g_00977
OG0000845	Syab.g_02198	Praz.g_00976
OG0000846	Syab.g_02199	Praz.g_00975
OG0000847	Syab.g_02200	Praz.g_00974
OG0000848	Syab.g_02202	Praz.g_00973
OG0000849	Syab.g_02203	Praz.g_00972
OG0000850	Syab.g_02212	Praz.g_00970
OG0000851	Syab.g_02226	Praz.g_00969
OG0000852	Syab.g_02227	Praz.g_00968
OG0000853	Syab.g_02233	Praz.g_00964
OG0000854	Syab.g_02235	Praz.g_00962
OG0000855	Syab.g_02236	Praz.g_00961
OG0000856	Syab.g_01889	Praz.g_00946
OG0000857	Syab.g_01290	Praz.g_00918
OG0000858	Syab.g_02244	Praz.g_00883
OG0000859	Syab.g_02245	Praz.g_00882
OG0000860	Syab.g_02258	Praz.g_00875
OG0000861	Syab.g_02259	Praz.g_00874
OG0000862	Syab.g_02261	Praz.g_00873
OG0000863	Syab.g_02265	Praz.g_00871
OG0000864	Syab.g_02266	Praz.g_00870
OG0000865	Syab.g_02267	Praz.g_00869
OG0000866	Syab.g_02268	Praz.g_00868
OG0000867	Syab.g_02269	Praz.g_00867
OG0000868	Syab.g_02287	Praz.g_00866
OG0000869	Syab.g_02292	Praz.g_00862
OG0000870	Syab.g_02297	Praz.g_00857
OG0000871	Syab.g_02298	Praz.g_00856
OG0000872	Syab.g_02305	Praz.g_00855
OG0000873	Syab.g_02308	Praz.g_00852
OG0000874	Syab.g_02311	Praz.g_00849
OG0000875	Syab.g_02313	Praz.g_00848
OG0000876	Syab.g_02315	Praz.g_00847
OG0000877	Syab.g_02317	Praz.g_00845
OG0000878	Syab.g_02318	Praz.g_00844
OG0000879	Syab.g_02319	Praz.g_00843
OG0000880	Syab.g_02320	Praz.g_00842
OG0000881	Syab.g_02325	Praz.g_00838
OG0000882	Syab.g_02330	Praz.g_00833
OG0000883	Syab.g_02332	Praz.g_00831
OG0000884	Syab.g_02334	Praz.g_00830
OG0000885	Syab.g_02335	Praz.g_00829
OG0000886	Syab.g_02336	Praz.g_00828
OG0000887	Syab.g_02338	Praz.g_00827
OG0000888	Syab.g_02340	Praz.g_00825
OG0000889	Syab.g_02342	Praz.g_00823
OG0000890	Syab.g_02348	Praz.g_00822
OG0000891	Syab.g_02349	Praz.g_00821
OG0000892	Syab.g_02353	Praz.g_00340
OG0000893	Syab.g_00366	Praz.g_00335
OG0000894	Syab.g_00369	Praz.g_00333
OG0000895	Syab.g_00373	Praz.g_00330
OG0000896	Syab.g_00374	Praz.g_00329
OG0000897	Syab.g_00376	Praz.g_00327
OG0000898	Syab.g_00377	Praz.g_00326
OG0000899	Syab.g_00378	Praz.g_00325
OG0000900	Syab.g_00379	Praz.g_00324
OG0000901	Syab.g_00384	Praz.g_00321
OG0000902	Syab.g_00386	Praz.g_00319
OG0000903	Syab.g_00399	Praz.g_00316
OG0000904	Syab.g_00395	Praz.g_00314
OG0000905	Syab.g_00390	Praz.g_00309
OG0000906	Syab.g_00388	Praz.g_00308
OG0000907	Syab.g_00401	Praz.g_00305
OG0000908	Syab.g_00404	Praz.g_00302
OG0000909	Syab.g_00405	Praz.g_00301
OG0000910	Syab.g_00406	Praz.g_00300
OG0000911	Syab.g_00408	Praz.g_00298
OG0000912	Syab.g_00409	Praz.g_00297
OG0000913	Syab.g_00410	Praz.g_00296
OG0000914	Syab.g_00411	Praz.g_00295
OG0000915	Syab.g_00412	Praz.g_00294
OG0000916	Syab.g_00413	Praz.g_00293
OG0000917	Syab.g_00414	Praz.g_00292
OG0000918	Syab.g_00415	Praz.g_00291
OG0000919	Syab.g_00416	Praz.g_00290
OG0000920	Syab.g_00417	Praz.g_00289
OG0000921	Syab.g_00418	Praz.g_00288
OG0000922	Syab.g_00419	Praz.g_00287
OG0000923	Syab.g_00423	Praz.g_00283
OG0000924	Syab.g_00424	Praz.g_00282
OG0000925	Syab.g_00425	Praz.g_00281
OG0000926	Syab.g_00426	Praz.g_00280
OG0000927	Syab.g_00428	Praz.g_00278
OG0000928	Syab.g_00429	Praz.g_00277
OG0000929	Syab.g_00430	Praz.g_00276
OG0000930	Syab.g_00431	Praz.g_00275
OG0000931	Syab.g_00432	Praz.g_00274
OG0000932	Syab.g_00433	Praz.g_00273
OG0000933	Syab.g_00439	Praz.g_00269
OG0000934	Syab.g_00441	Praz.g_00267
OG0000935	Syab.g_00442	Praz.g_00266
OG0000936	Syab.g_00443	Praz.g_00265
OG0000937	Syab.g_00444	Praz.g_00264
OG0000938	Syab.g_00447	Praz.g_00262
OG0000939	Syab.g_00448	Praz.g_00261
OG0000940	Syab.g_00456	Praz.g_00254
OG0000941	Syab.g_00458	Praz.g_00252
OG0000942	Syab.g_00460	Praz.g_00250
OG0000943	Syab.g_00461	Praz.g_00249
OG0000944	Syab.g_00463	Praz.g_00248
OG0000945	Syab.g_00466	Praz.g_00247
OG0000946	Syab.g_00473	Praz.g_00242
OG0000947	Syab.g_00476	Praz.g_00240
OG0000948	Syab.g_00477	Praz.g_00239
OG0000949	Syab.g_00212	Praz.g_00236
OG0000950	Syab.g_00204	Praz.g_00231
OG0000951	Syab.g_00199	Praz.g_00227
OG0000952	Syab.g_00191	Praz.g_00223
OG0000953	Syab.g_00134	Praz.g_00220
OG0000954	Syab.g_00129	Praz.g_00216
OG0000955	Syab.g_00128	Praz.g_00215
OG0000956	Syab.g_00126	Praz.g_00213
OG0000957	Syab.g_00115	Praz.g_00207
OG0000958	Syab.g_00114	Praz.g_00206
OG0000959	Syab.g_00110	Praz.g_00202
OG0000960	Syab.g_00109	Praz.g_00201
OG0000961	Syab.g_00100	Praz.g_00199
OG0000962	Syab.g_00098	Praz.g_00197
OG0000963	Syab.g_00093	Praz.g_00193
OG0000964	Syab.g_00092	Praz.g_00192
OG0000965	Syab.g_00091	Praz.g_00191
OG0000966	Syab.g_00082	Praz.g_00184
OG0000967	Syab.g_00078	Praz.g_00179
OG0000968	Syab.g_00075	Praz.g_00177
OG0000969	Syab.g_00073	Praz.g_00176
OG0000970	Syab.g_00072	Praz.g_00175
OG0000971	Syab.g_00070	Praz.g_00174
OG0000972	Syab.g_00069	Praz.g_00173
OG0000973	Syab.g_00068	Praz.g_00172
OG0000974	Syab.g_00067	Praz.g_00171
OG0000975	Syab.g_00066	Praz.g_00170
OG0000976	Syab.g_00065	Praz.g_00169
OG0000977	Syab.g_00063	Praz.g_00168
OG0000978	Syab.g_00062	Praz.g_00167
OG0000979	Syab.g_00059	Praz.g_00164
OG0000980	Syab.g_00056	Praz.g_00162
OG0000981	Syab.g_00053	Praz.g_00160
OG0000982	Syab.g_02756	Praz.g_00158
OG0000983	Syab.g_02757	Praz.g_00157
OG0000984	Syab.g_02758	Praz.g_00156
OG0000985	Syab.g_02762	Praz.g_00153
OG0000986	Syab.g_02764	Praz.g_00151
OG0000987	Syab.g_02768	Praz.g_00150
OG0000988	Syab.g_02774	Praz.g_00147
OG0000989	Syab.g_02792	Praz.g_00143
OG0000990	Syab.g_02811	Praz.g_00140
OG0000991	Syab.g_02818	Praz.g_00139
OG0000992	Syab.g_02821	Praz.g_00137
OG0000993	Syab.g_02822	Praz.g_00136
OG0000994	Syab.g_02826	Praz.g_00135
OG0000995	Syab.g_02835	Praz.g_00131
OG0000996	Syab.g_02866	Praz.g_00130
OG0000997	Syab.g_02875	Praz.g_00129
OG0000998	Syab.g_02877	Praz.g_00127
OG0000999	Syab.g_02878	Praz.g_00126
OG0001000	Syab.g_02881	Praz.g_00123
OG0001001	Syab.g_02888	Praz.g_00121
OG0001002	Syab.g_02900	Praz.g_00117
OG0001003	Syab.g_02902	Praz.g_00357
OG0001004	Syab.g_02903	Praz.g_00358
OG0001005	Syab.g_02905	Praz.g_00359
OG0001006	Syab.g_02912	Praz.g_00363
OG0001007	Syab.g_02914	Praz.g_00365
OG0001008	Syab.g_00584	Praz.g_01891
OG0001009	Syab.g_00033	Praz.g_00392
OG0001010	Syab.g_00034	Praz.g_00393
OG0001011	Syab.g_00035	Praz.g_00394
OG0001012	Syab.g_02752	Praz.g_00409
OG0001013	Syab.g_02716	Praz.g_00414
OG0001014	Syab.g_02712	Praz.g_00417
OG0001015	Syab.g_02711	Praz.g_00418
OG0001016	Syab.g_02439	Praz.g_00433
OG0001017	Syab.g_02445	Praz.g_00437
OG0001018	Syab.g_02447	Praz.g_00440
OG0001019	Syab.g_02469	Praz.g_00449
OG0001020	Syab.g_02477	Praz.g_00450
OG0001021	Syab.g_02481	Praz.g_00451
OG0001022	Syab.g_02485	Praz.g_00454
OG0001023	Syab.g_02486	Praz.g_00455
OG0001024	Syab.g_02490	Praz.g_00458
OG0001025	Syab.g_02497	Praz.g_00464
OG0001026	Syab.g_02510	Praz.g_00471
OG0001027	Syab.g_02515	Praz.g_00472
OG0001028	Syab.g_02517	Praz.g_00474
OG0001029	Syab.g_02519	Praz.g_00475
OG0001030	Syab.g_02540	Praz.g_00490
OG0001031	Syab.g_02615	Praz.g_00546
OG0001032	Syab.g_02617	Praz.g_00547
OG0001033	Syab.g_02675	Praz.g_00568
OG0001034	Syab.g_02370	Praz.g_00596
OG0001035	Syab.g_00335	Praz.g_00614
OG0001036	Syab.g_00327	Praz.g_00618
OG0001037	Syab.g_00325	Praz.g_00619
OG0001038	Syab.g_00297	Praz.g_00636
OG0001039	Syab.g_00294	Praz.g_00639
OG0001040	Syab.g_00291	Praz.g_00641
OG0001041	Syab.g_00286	Praz.g_00645
OG0001042	Syab.g_00254	Praz.g_00661
OG0001043	Syab.g_00250	Praz.g_00662
OG0001044	Syab.g_00522	Praz.g_00690
OG0001045	Syab.g_00534	Praz.g_00344
OG0001046	Syab.g_01352	Praz.g_00795
OG0001047	Syab.g_00586	Praz.g_01889
OG0001048	Syab.g_00587	Praz.g_01888
OG0001049	Syab.g_00590	Praz.g_01886
OG0001050	Syab.g_00591	Praz.g_01885
OG0001051	Syab.g_00592	Praz.g_01884
OG0001052	Syab.g_00693	Praz.g_01857
OG0001053	Syab.g_02099	Praz.g_01845
OG0001054	Syab.g_02118	Praz.g_01830
OG0001055	Syab.g_02139	Praz.g_01811
OG0001056	Syab.g_02036	Praz.g_01792
OG0001057	Syab.g_00882	Praz.g_01787
OG0001058	Syab.g_02014	Praz.g_01779
OG0001059	Syab.g_02010	Praz.g_01775
OG0001060	Syab.g_02003	Praz.g_01768
OG0001061	Syab.g_01985	Praz.g_01755
OG0001062	Syab.g_01983	Praz.g_01753
OG0001063	Syab.g_01979	Praz.g_01751
OG0001064	Syab.g_01978	Praz.g_01750
OG0001065	Syab.g_01976	Praz.g_01749
OG0001066	Syab.g_01975	Praz.g_01748
OG0001067	Syab.g_01974	Praz.g_01747
OG0001068	Syab.g_01973	Praz.g_01746
OG0001069	Syab.g_01972	Praz.g_01745
OG0001070	Syab.g_01968	Praz.g_01742
OG0001071	Syab.g_01967	Praz.g_01741
OG0001072	Syab.g_01962	Praz.g_01740
OG0001073	Syab.g_01947	Praz.g_01726
OG0001074	Syab.g_01815	Praz.g_01715
OG0001075	Syab.g_01919	Praz.g_01714
OG0001076	Syab.g_01897	Praz.g_01706
OG0001077	Syab.g_01887	Praz.g_01702
OG0001079	Syab.g_01856	Praz.g_01683
OG0001080	Syab.g_01756	Praz.g_01677
OG0001081	Syab.g_01530	Praz.g_01675
OG0001082	Syab.g_01531	Praz.g_01674
OG0001083	Syab.g_01540	Praz.g_01669
OG0001084	Syab.g_01543	Praz.g_01668
OG0001085	Syab.g_01563	Praz.g_01660
OG0001086	Syab.g_01565	Praz.g_01659
OG0001087	Syab.g_01167	Praz.g_01642
OG0001088	Syab.g_01170	Praz.g_01641
OG0001089	Syab.g_01198	Praz.g_01633
OG0001090	Syab.g_01267	Praz.g_01606
OG0001091	Syab.g_01270	Praz.g_01604
OG0001092	Syab.g_01272	Praz.g_01603
OG0001093	Syab.g_01664	Praz.g_01598
OG0001094	Syab.g_01567	Praz.g_01518
OG0001095	Syab.g_01287	Praz.g_01499
OG0001096	Syab.g_01693	Praz.g_01486
OG0001097	Syab.g_01718	Praz.g_01467
OG0001098	Syab.g_01497	Praz.g_01452
OG0001099	Syab.g_02518	Praz.g_01420
OG0001100	Syab.g_01640	Praz.g_01416
OG0001101	Syab.g_01639	Praz.g_01414
OG0001102	Syab.g_01636	Praz.g_01411
OG0001103	Syab.g_01634	Praz.g_01409
OG0001104	Syab.g_01590	Praz.g_01387
OG0001105	Syab.g_01585	Praz.g_01383
OG0001106	Syab.g_01397	Praz.g_01359
OG0001107	Syab.g_01385	Praz.g_01352
OG0001108	Syab.g_01377	Praz.g_01348
OG0001109	Syab.g_01368	Praz.g_01347
OG0001110	Syab.g_01366	Praz.g_01345
OG0001111	Syab.g_01364	Praz.g_01344
OG0001112	Syab.g_01362	Praz.g_01343
OG0001113	Syab.g_01593	Praz.g_01342
OG0001114	Syab.g_01361	Praz.g_01341
OG0001115	Syab.g_01357	Praz.g_01339
OG0001116	Syab.g_01355	Praz.g_01338
OG0001117	Syab.g_01354	Praz.g_01337
OG0001118	Syab.g_01353	Praz.g_01336
OG0001119	Syab.g_01351	Praz.g_01335
OG0001120	Syab.g_01347	Praz.g_01333
OG0001121	Syab.g_02159	Praz.g_00027, Praz.g_01330
OG0001122	Syab.g_01320	Praz.g_01305
OG0001123	Syab.g_01312	Praz.g_01301
OG0001124	Syab.g_01310	Praz.g_01299
OG0001125	Syab.g_01308	Praz.g_01298
OG0001126	Syab.g_01231	Praz.g_01287
OG0001127	Syab.g_01230	Praz.g_01286
OG0001128	Syab.g_01227	Praz.g_01284
OG0001129	Syab.g_01225	Praz.g_01283
OG0001130	Syab.g_01224	Praz.g_01282
OG0001131	Syab.g_01609	Praz.g_00096
OG0001132	Syab.g_01790	Praz.g_00105
OG0001133	Syab.g_01895	Praz.g_00040
OG0001134	Syab.g_01748	Praz.g_00025
OG0001135	Syab.g_01747	Praz.g_00022
OG0001136	Syab.g_00966	Praz.g_00758
OG0001137	Syab.g_00990	Praz.g_00746
OG0001138	Syab.g_01023	Praz.g_00728
OG0001139	Syab.g_01025	Praz.g_00727
OG0001140	Syab.g_01026, Syab.g_00642	Praz.g_00726
OG0001141	Syab.g_01027	Praz.g_00725
OG0001142	Syab.g_01028	Praz.g_00724
OG0001143	Syab.g_01037	Praz.g_00717
OG0001144	Syab.g_01052	Praz.g_00712
OG0001145	Syab.g_00928	Praz.g_01188
OG0001146	Syab.g_00907	Praz.g_01176
OG0001147	Syab.g_00716	Praz.g_01153
OG0001148	Syab.g_02085	Praz.g_01137
OG0001149	Syab.g_02084	Praz.g_01136
OG0001150	Syab.g_02083	Praz.g_01135
OG0001151	Syab.g_02070	Praz.g_01124
OG0001152	Syab.g_02069	Praz.g_01123
OG0001153	Syab.g_00731	Praz.g_01009
OG0001154	Syab.g_00730	Praz.g_01008
OG0001155	Syab.g_02171	Praz.g_00996
OG0001156	Syab.g_02174	Praz.g_00993
OG0001157	Syab.g_02175	Praz.g_00992
OG0001158	Syab.g_02176	Praz.g_00991
OG0001159	Syab.g_02177	Praz.g_00990
OG0001160	Syab.g_02231	Praz.g_00966
OG0001161	Syab.g_02797	Praz.g_00953
