Orthogroup	Syab	Prah
OG0000577	Syab.g_01951	Prah.g_01403
OG0000578	Syab.g_01950	Prah.g_01402
OG0000579	Syab.g_01949	Prah.g_01401
OG0000580	Syab.g_01948	Prah.g_01400
OG0000581	Syab.g_01934	Prah.g_01396
OG0000582	Syab.g_01929	Prah.g_01392
OG0000583	Syab.g_01928	Prah.g_01391
OG0000584	Syab.g_01927	Prah.g_01390
OG0000585	Syab.g_01924	Prah.g_01388
OG0000586	Syab.g_01923	Prah.g_01387
OG0000587	Syab.g_01921	Prah.g_01385
OG0000588	Syab.g_01910	Prah.g_00529
OG0000589	Syab.g_01899	Prah.g_00526
OG0000590	Syab.g_01898	Prah.g_00525
OG0000591	Syab.g_01892	Prah.g_00518
OG0000592	Syab.g_01891	Prah.g_00517
OG0000593	Syab.g_01877	Prah.g_00505
OG0000594	Syab.g_01876	Prah.g_00504
OG0000595	Syab.g_01875	Prah.g_00503
OG0000596	Syab.g_01871	Prah.g_00498
OG0000597	Syab.g_01868	Prah.g_00495
OG0000598	Syab.g_01867	Prah.g_00494
OG0000599	Syab.g_01860	Prah.g_00485
OG0000600	Syab.g_01859	Prah.g_00484
OG0000601	Syab.g_01858	Prah.g_00483
OG0000602	Syab.g_01853	Prah.g_00478
OG0000603	Syab.g_01852	Prah.g_00477
OG0000604	Syab.g_01850	Prah.g_00476
OG0000605	Syab.g_01758	Prah.g_00474
OG0000606	Syab.g_01529	Prah.g_00466
OG0000607	Syab.g_01533	Prah.g_00463
OG0000608	Syab.g_01534	Prah.g_00462
OG0000609	Syab.g_01536	Prah.g_00460
OG0000610	Syab.g_01555	Prah.g_00452
OG0000611	Syab.g_01558	Prah.g_00449
OG0000612	Syab.g_01559	Prah.g_00448
OG0000613	Syab.g_00228	Prah.g_02193
OG0000614	Syab.g_01179	Prah.g_00985
OG0000615	Syab.g_01605	Prah.g_00706
OG0000616	Syab.g_02897	Prah.g_02588
OG0000617	Syab.g_01274	Prah.g_00881
OG0000618	Syab.g_01275	Prah.g_00880
OG0000619	Syab.g_01662	Prah.g_00879
OG0000620	Syab.g_01668	Prah.g_00875
OG0000621	Syab.g_01669	Prah.g_00874
OG0000622	Syab.g_01670	Prah.g_00873
OG0000623	Syab.g_01671	Prah.g_00872
OG0000624	Syab.g_01673	Prah.g_00871
OG0000625	Syab.g_01674	Prah.g_00870
OG0000626	Syab.g_01675	Prah.g_00869
OG0000627	Syab.g_01438	Prah.g_00746
OG0000628	Syab.g_01437	Prah.g_00747
OG0000629	Syab.g_01434	Prah.g_00750
OG0000630	Syab.g_01430	Prah.g_00754
OG0000631	Syab.g_01421	Prah.g_00758
OG0000632	Syab.g_01420	Prah.g_00759
OG0000633	Syab.g_01419	Prah.g_00760
OG0000634	Syab.g_01651	Prah.g_00671
OG0000635	Syab.g_01656	Prah.g_00670
OG0000636	Syab.g_01658	Prah.g_00668
OG0000637	Syab.g_01660	Prah.g_00666
OG0000638	Syab.g_01661	Prah.g_00665
OG0000639	Syab.g_01276	Prah.g_00664
OG0000640	Syab.g_01277	Prah.g_00663
OG0000641	Syab.g_01281	Prah.g_00659
OG0000642	Syab.g_01282	Prah.g_00658
OG0000643	Syab.g_01283	Prah.g_00657
OG0000644	Syab.g_01284	Prah.g_00656
OG0000645	Syab.g_01286	Prah.g_00655
OG0000646	Syab.g_01289	Prah.g_00652
OG0000647	Syab.g_01291	Prah.g_00650
OG0000648	Syab.g_01684	Prah.g_00648
OG0000649	Syab.g_01685	Prah.g_00647
OG0000650	Syab.g_01686	Prah.g_00646
OG0000651	Syab.g_01687	Prah.g_00645
OG0000652	Syab.g_01688	Prah.g_00644
OG0000653	Syab.g_01690	Prah.g_00640
OG0000654	Syab.g_01691	Prah.g_00639
OG0000655	Syab.g_01692	Prah.g_00638
OG0000656	Syab.g_01695	Prah.g_00635
OG0000657	Syab.g_01706	Prah.g_00603
OG0000658	Syab.g_01710	Prah.g_00601
OG0000659	Syab.g_01711	Prah.g_00600
OG0000660	Syab.g_01715	Prah.g_00596
OG0000661	Syab.g_01717	Prah.g_00594
OG0000662	Syab.g_01719	Prah.g_00592
OG0000663	Syab.g_01722	Prah.g_00589
OG0000664	Syab.g_01723	Prah.g_00588
OG0000665	Syab.g_01829	Prah.g_00574
OG0000666	Syab.g_01842	Prah.g_00572
OG0000667	Syab.g_01548	Prah.g_00564
OG0000668	Syab.g_01319	Prah.g_00850
OG0000669	Syab.g_01642	Prah.g_00558
OG0000670	Syab.g_02156	Prah.g_01212
OG0000671	Syab.g_01638	Prah.g_00738
OG0000672	Syab.g_01635	Prah.g_00735
OG0000673	Syab.g_01632	Prah.g_00732
OG0000674	Syab.g_01630	Prah.g_00730
OG0000675	Syab.g_01629	Prah.g_00729
OG0000676	Syab.g_01620	Prah.g_00726
OG0000677	Syab.g_01619	Prah.g_00724
OG0000678	Syab.g_01613	Prah.g_00721
OG0000679	Syab.g_01601	Prah.g_00702
OG0000680	Syab.g_01600	Prah.g_00701
OG0000681	Syab.g_01597	Prah.g_00699
OG0000682	Syab.g_01596	Prah.g_00698
OG0000683	Syab.g_01595	Prah.g_00697
OG0000684	Syab.g_01591	Prah.g_00683
OG0000685	Syab.g_01589	Prah.g_00685
OG0000686	Syab.g_01588	Prah.g_00686
OG0000687	Syab.g_01586	Prah.g_00687
OG0000688	Syab.g_01576	Prah.g_00681
OG0000689	Syab.g_01574	Prah.g_00680
OG0000690	Syab.g_01573	Prah.g_00679
OG0000691	Syab.g_01572	Prah.g_00678
OG0000692	Syab.g_01571	Prah.g_00677
OG0000693	Syab.g_01569	Prah.g_00675
OG0000694	Syab.g_01568	Prah.g_00674
OG0000695	Syab.g_01417	Prah.g_00762
OG0000696	Syab.g_01416	Prah.g_00763
OG0000697	Syab.g_01415	Prah.g_00765
OG0000698	Syab.g_01412	Prah.g_00768
OG0000699	Syab.g_01411	Prah.g_00770
OG0000700	Syab.g_01410	Prah.g_00771
OG0000701	Syab.g_01409	Prah.g_00772
OG0000702	Syab.g_01401	Prah.g_00780
OG0000703	Syab.g_01400	Prah.g_00781
OG0000704	Syab.g_01398	Prah.g_00783
OG0000705	Syab.g_01391	Prah.g_00789
OG0000706	Syab.g_01390	Prah.g_00790
OG0000707	Syab.g_01389	Prah.g_00791
OG0000708	Syab.g_01386	Prah.g_00793
OG0000709	Syab.g_01378	Prah.g_00800
OG0000710	Syab.g_01367	Prah.g_00805
OG0000711	Syab.g_01340	Prah.g_00828
OG0000712	Syab.g_01338	Prah.g_00829
OG0000713	Syab.g_01337	Prah.g_00830
OG0000714	Syab.g_01334	Prah.g_00833
OG0000715	Syab.g_01332	Prah.g_00835
OG0000716	Syab.g_01328	Prah.g_00839
OG0000717	Syab.g_01327	Prah.g_00840
OG0000718	Syab.g_01323	Prah.g_00846
OG0000719	Syab.g_01321	Prah.g_00848
OG0000720	Syab.g_01307	Prah.g_00861
OG0000721	Syab.g_01305	Prah.g_00862
OG0000722	Syab.g_01304	Prah.g_00863
OG0000723	Syab.g_01678	Prah.g_00867
OG0000724	Syab.g_01223	Prah.g_00910
OG0000725	Syab.g_01207	Prah.g_00919
OG0000726	Syab.g_01206	Prah.g_00920
OG0000727	Syab.g_01205	Prah.g_00921
OG0000728	Syab.g_01203	Prah.g_00922
OG0000729	Syab.g_00097	Prah.g_00133
OG0000730	Syab.g_00521	Prah.g_01942
OG0000731	Syab.g_00531	Prah.g_01932
OG0000732	Syab.g_00055	Prah.g_00054
OG0000733	Syab.g_02798	Prah.g_02532
OG0000734	Syab.g_02508	Prah.g_01905
OG0000735	Syab.g_00942	Prah.g_01340
OG0000736	Syab.g_00943	Prah.g_01339
OG0000737	Syab.g_00944	Prah.g_01338
OG0000738	Syab.g_00949	Prah.g_01331
OG0000739	Syab.g_00961	Prah.g_01329
OG0000740	Syab.g_00962	Prah.g_01328
OG0000741	Syab.g_00965	Prah.g_01325
OG0000742	Syab.g_00968	Prah.g_01323
OG0000743	Syab.g_00970	Prah.g_01321
OG0000744	Syab.g_00971	Prah.g_01320
OG0000745	Syab.g_00973	Prah.g_01318
OG0000746	Syab.g_00975	Prah.g_01316
OG0000747	Syab.g_00976	Prah.g_01315
OG0000748	Syab.g_00991	Prah.g_01304
OG0000749	Syab.g_00992	Prah.g_01303
OG0000750	Syab.g_00993	Prah.g_01302
OG0000751	Syab.g_01002	Prah.g_01297
OG0000752	Syab.g_01004	Prah.g_01295
OG0000753	Syab.g_01007	Prah.g_01292
OG0000754	Syab.g_01012	Prah.g_01262
OG0000755	Syab.g_01021	Prah.g_01255
OG0000756	Syab.g_01022	Prah.g_01254
OG0000757	Syab.g_01029	Prah.g_01247
OG0000758	Syab.g_01030	Prah.g_01246
OG0000759	Syab.g_01031	Prah.g_01245
OG0000760	Syab.g_01032	Prah.g_01244
OG0000761	Syab.g_01034	Prah.g_01243
OG0000762	Syab.g_01036	Prah.g_01263
OG0000763	Syab.g_01038	Prah.g_01265
OG0000764	Syab.g_01039	Prah.g_01266
OG0000765	Syab.g_01154	Prah.g_01282
OG0000766	Syab.g_01153	Prah.g_01283
OG0000767	Syab.g_01151	Prah.g_01285
OG0000768	Syab.g_01150	Prah.g_01286
OG0000769	Syab.g_01148	Prah.g_01290
OG0000770	Syab.g_01145	Prah.g_01239
OG0000771	Syab.g_01229	Prah.g_00905
OG0000772	Syab.g_00957	Prah.g_01610
OG0000773	Syab.g_00931	Prah.g_01351
OG0000774	Syab.g_00924	Prah.g_01355
OG0000775	Syab.g_00922	Prah.g_01357
OG0000776	Syab.g_00921	Prah.g_01358
OG0000777	Syab.g_00920	Prah.g_01359
OG0000778	Syab.g_00919	Prah.g_01360
OG0000779	Syab.g_00913	Prah.g_01365
OG0000780	Syab.g_00908	Prah.g_01368
OG0000781	Syab.g_00904	Prah.g_01372
OG0000782	Syab.g_00903	Prah.g_01373
OG0000783	Syab.g_00902	Prah.g_01374
OG0000784	Syab.g_00901	Prah.g_01375
OG0000785	Syab.g_00899	Prah.g_01377
OG0000786	Syab.g_00895	Prah.g_01380
OG0000787	Syab.g_00894	Prah.g_01381
OG0000788	Syab.g_01857	Prah.g_00224
OG0000789	Syab.g_01835	Prah.g_01183
OG0000790	Syab.g_02082	Prah.g_01580
OG0000791	Syab.g_02080	Prah.g_01582
OG0000792	Syab.g_02079	Prah.g_01583
OG0000793	Syab.g_02074	Prah.g_01587
OG0000794	Syab.g_02073	Prah.g_01588
OG0000795	Syab.g_02072	Prah.g_01589
OG0000796	Syab.g_02068	Prah.g_01593
OG0000797	Syab.g_02067	Prah.g_01594
OG0000798	Syab.g_00298	Prah.g_02131
OG0000799	Syab.g_00826	Prah.g_00435
OG0000800	Syab.g_00821	Prah.g_00434
OG0000801	Syab.g_00820	Prah.g_00433
OG0000802	Syab.g_00816	Prah.g_00427
OG0000803	Syab.g_00806	Prah.g_00423
OG0000804	Syab.g_00802	Prah.g_00421
OG0000805	Syab.g_00792	Prah.g_00419
OG0000806	Syab.g_00790	Prah.g_00417
OG0000807	Syab.g_00788	Prah.g_00415
OG0000808	Syab.g_00783	Prah.g_00414
OG0000809	Syab.g_00780	Prah.g_00410
OG0000810	Syab.g_00779	Prah.g_00409
OG0000811	Syab.g_00770	Prah.g_00403
OG0000812	Syab.g_00768	Prah.g_00401
OG0000813	Syab.g_00767	Prah.g_00400
OG0000814	Syab.g_00765	Prah.g_00398
OG0000815	Syab.g_00760	Prah.g_00397
OG0000816	Syab.g_00758	Prah.g_00395
OG0000817	Syab.g_00757	Prah.g_00394
OG0000818	Syab.g_00751	Prah.g_00386
OG0000819	Syab.g_00750	Prah.g_00385
OG0000820	Syab.g_00749	Prah.g_00384
OG0000821	Syab.g_00743	Prah.g_00379
OG0000822	Syab.g_00741	Prah.g_00376
OG0000823	Syab.g_00740	Prah.g_00374
OG0000824	Syab.g_00735	Prah.g_00370
OG0000825	Syab.g_00734	Prah.g_00369
OG0000826	Syab.g_00733	Prah.g_00368
OG0000827	Syab.g_00732	Prah.g_00367
OG0000828	Syab.g_00729	Prah.g_00364
OG0000829	Syab.g_00728	Prah.g_00363
OG0000830	Syab.g_00727	Prah.g_00362
OG0000831	Syab.g_00725	Prah.g_00360
OG0000832	Syab.g_02169	Prah.g_01615
OG0000833	Syab.g_02178	Prah.g_01623
OG0000834	Syab.g_02181	Prah.g_01624
OG0000835	Syab.g_02182	Prah.g_01625
OG0000836	Syab.g_02185	Prah.g_01627
OG0000837	Syab.g_02186	Prah.g_01628
OG0000838	Syab.g_02190	Prah.g_01632
OG0000839	Syab.g_02191	Prah.g_01633
OG0000840	Syab.g_02192	Prah.g_01634
OG0000841	Syab.g_02193	Prah.g_01635
OG0000842	Syab.g_02194	Prah.g_01636
OG0000843	Syab.g_02195	Prah.g_01637
OG0000844	Syab.g_02197	Prah.g_01639
OG0000845	Syab.g_02198	Prah.g_01640
OG0000846	Syab.g_02199	Prah.g_01641
OG0000847	Syab.g_02200	Prah.g_01642
OG0000848	Syab.g_02202	Prah.g_01643
OG0000849	Syab.g_02203	Prah.g_01644
OG0000850	Syab.g_02212	Prah.g_01645
OG0000851	Syab.g_02226	Prah.g_01648
OG0000852	Syab.g_02227	Prah.g_01649
OG0000853	Syab.g_02233	Prah.g_01653
OG0000854	Syab.g_02235	Prah.g_01655
OG0000855	Syab.g_02236	Prah.g_01656
OG0000856	Syab.g_01889	Prah.g_00515
OG0000857	Syab.g_01290	Prah.g_00651
OG0000858	Syab.g_02244	Prah.g_01667
OG0000859	Syab.g_02245	Prah.g_01668
OG0000860	Syab.g_02258	Prah.g_01678
OG0000861	Syab.g_02259	Prah.g_01679
OG0000862	Syab.g_02261	Prah.g_01681
OG0000863	Syab.g_02265	Prah.g_01685
OG0000864	Syab.g_02266	Prah.g_01687
OG0000865	Syab.g_02267	Prah.g_01688
OG0000866	Syab.g_02268	Prah.g_01689
OG0000867	Syab.g_02269	Prah.g_01690
OG0000868	Syab.g_02287	Prah.g_01692
OG0000869	Syab.g_02292	Prah.g_01695
OG0000870	Syab.g_02297	Prah.g_01700
OG0000871	Syab.g_02298	Prah.g_01701
OG0000872	Syab.g_02305	Prah.g_01703
OG0000873	Syab.g_02308	Prah.g_01707
OG0000874	Syab.g_02311	Prah.g_01711
OG0000875	Syab.g_02313	Prah.g_01713
OG0000876	Syab.g_02315	Prah.g_01714
OG0000877	Syab.g_02317	Prah.g_01717
OG0000878	Syab.g_02318	Prah.g_01718
OG0000879	Syab.g_02319	Prah.g_01719
OG0000880	Syab.g_02320	Prah.g_01720
OG0000881	Syab.g_02325	Prah.g_01728
OG0000882	Syab.g_02330	Prah.g_01733
OG0000883	Syab.g_02332	Prah.g_01736
OG0000884	Syab.g_02334	Prah.g_01738
OG0000885	Syab.g_02335	Prah.g_01739
OG0000886	Syab.g_02336	Prah.g_01740
OG0000887	Syab.g_02338	Prah.g_01741
OG0000888	Syab.g_02340	Prah.g_01743
OG0000889	Syab.g_02342	Prah.g_01745
OG0000890	Syab.g_02348	Prah.g_01759
OG0000891	Syab.g_02349	Prah.g_01760
OG0000892	Syab.g_02353	Prah.g_01762
OG0000893	Syab.g_00366	Prah.g_02073
OG0000894	Syab.g_00369	Prah.g_02070
OG0000895	Syab.g_00373	Prah.g_02066
OG0000896	Syab.g_00374	Prah.g_02065
OG0000897	Syab.g_00376	Prah.g_02063
OG0000898	Syab.g_00377	Prah.g_02062
OG0000899	Syab.g_00378	Prah.g_02061
OG0000900	Syab.g_00379	Prah.g_02060
OG0000901	Syab.g_00384	Prah.g_02056
OG0000902	Syab.g_00386	Prah.g_02054
OG0000903	Syab.g_00399	Prah.g_02041
OG0000904	Syab.g_00395	Prah.g_02046
OG0000905	Syab.g_00390	Prah.g_02048
OG0000906	Syab.g_00388	Prah.g_02050
OG0000907	Syab.g_00401	Prah.g_02039
OG0000908	Syab.g_00404	Prah.g_02036
OG0000909	Syab.g_00405	Prah.g_02035
OG0000910	Syab.g_00406	Prah.g_02034
OG0000911	Syab.g_00408	Prah.g_02032
OG0000912	Syab.g_00409	Prah.g_02031
OG0000913	Syab.g_00410	Prah.g_02030
OG0000914	Syab.g_00411	Prah.g_02029
OG0000915	Syab.g_00412	Prah.g_02028
OG0000916	Syab.g_00413	Prah.g_02027
OG0000917	Syab.g_00414	Prah.g_02026
OG0000918	Syab.g_00415	Prah.g_02025
OG0000919	Syab.g_00416	Prah.g_02024
OG0000920	Syab.g_00417	Prah.g_02023
OG0000921	Syab.g_00418	Prah.g_02022
OG0000922	Syab.g_00419	Prah.g_02021
OG0000923	Syab.g_00423	Prah.g_02017
OG0000924	Syab.g_00424	Prah.g_02016
OG0000925	Syab.g_00425	Prah.g_02015
OG0000926	Syab.g_00426	Prah.g_02014
OG0000927	Syab.g_00428	Prah.g_02012
OG0000928	Syab.g_00429	Prah.g_02011
OG0000929	Syab.g_00430	Prah.g_02010
OG0000930	Syab.g_00431	Prah.g_02009
OG0000931	Syab.g_00432	Prah.g_02008
OG0000932	Syab.g_00433	Prah.g_02007
OG0000933	Syab.g_00439	Prah.g_02002
OG0000934	Syab.g_00441	Prah.g_02000
OG0000935	Syab.g_00442	Prah.g_01999
OG0000936	Syab.g_00443	Prah.g_01998
OG0000937	Syab.g_00444	Prah.g_01997
OG0000938	Syab.g_00447	Prah.g_01994
OG0000939	Syab.g_00448	Prah.g_01993
OG0000940	Syab.g_00456	Prah.g_01985
OG0000941	Syab.g_00458	Prah.g_01983
OG0000942	Syab.g_00460	Prah.g_01981
OG0000943	Syab.g_00461	Prah.g_01980
OG0000944	Syab.g_00463	Prah.g_01978
OG0000945	Syab.g_00466	Prah.g_01977
OG0000946	Syab.g_00473	Prah.g_01966
OG0000947	Syab.g_00476	Prah.g_01963
OG0000948	Syab.g_00477	Prah.g_01962
OG0000949	Syab.g_00212	Prah.g_01958
OG0000950	Syab.g_00204	Prah.g_02231
OG0000951	Syab.g_00199	Prah.g_02236
OG0000952	Syab.g_00191	Prah.g_02241
OG0000953	Syab.g_00134	Prah.g_02245
OG0000954	Syab.g_00129	Prah.g_00167
OG0000955	Syab.g_00128	Prah.g_00166
OG0000956	Syab.g_00126	Prah.g_00164
OG0000957	Syab.g_00115	Prah.g_00152
OG0000958	Syab.g_00114	Prah.g_00151
OG0000959	Syab.g_00110	Prah.g_00146
OG0000960	Syab.g_00109	Prah.g_00145
OG0000961	Syab.g_00100	Prah.g_00136
OG0000962	Syab.g_00098	Prah.g_00134
OG0000963	Syab.g_00093	Prah.g_00129
OG0000964	Syab.g_00092	Prah.g_00128
OG0000965	Syab.g_00091	Prah.g_00127
OG0000966	Syab.g_00082	Prah.g_00086
OG0000967	Syab.g_00078	Prah.g_00079
OG0000968	Syab.g_00075	Prah.g_00076
OG0000969	Syab.g_00073	Prah.g_00074
OG0000970	Syab.g_00072	Prah.g_00073
OG0000971	Syab.g_00070	Prah.g_00071
OG0000972	Syab.g_00069	Prah.g_00070
OG0000973	Syab.g_00068	Prah.g_00068
OG0000974	Syab.g_00067	Prah.g_00067
OG0000975	Syab.g_00066	Prah.g_00066
OG0000976	Syab.g_00065	Prah.g_00065
OG0000977	Syab.g_00063	Prah.g_00063
OG0000978	Syab.g_00062	Prah.g_00062
OG0000979	Syab.g_00059	Prah.g_00059
OG0000980	Syab.g_00056	Prah.g_00055
OG0000981	Syab.g_00053	Prah.g_00052
OG0000982	Syab.g_02756	Prah.g_02491
OG0000983	Syab.g_02757	Prah.g_02492
OG0000984	Syab.g_02758	Prah.g_02493
OG0000985	Syab.g_02762	Prah.g_02497
OG0000986	Syab.g_02764	Prah.g_02499
OG0000987	Syab.g_02768	Prah.g_02501
OG0000988	Syab.g_02774	Prah.g_02505
OG0000989	Syab.g_02792	Prah.g_02513
OG0000990	Syab.g_02811	Prah.g_02536
OG0000991	Syab.g_02818	Prah.g_02540
OG0000992	Syab.g_02821	Prah.g_02543
OG0000993	Syab.g_02822	Prah.g_02544
OG0000994	Syab.g_02826	Prah.g_02547
OG0000995	Syab.g_02835	Prah.g_02552
OG0000996	Syab.g_02866	Prah.g_02565
OG0000997	Syab.g_02875	Prah.g_02574
OG0000998	Syab.g_02877	Prah.g_02576
OG0000999	Syab.g_02878	Prah.g_02577
OG0001000	Syab.g_02881	Prah.g_02580
OG0001001	Syab.g_02888	Prah.g_02584
OG0001002	Syab.g_02900	Prah.g_02591
OG0001003	Syab.g_02902	Prah.g_02593
OG0001004	Syab.g_02903	Prah.g_02594
OG0001005	Syab.g_02905	Prah.g_02596
OG0001006	Syab.g_02912	Prah.g_02602
OG0001007	Syab.g_02914	Prah.g_02604
OG0001008	Syab.g_00584	Prah.g_00231
OG0001009	Syab.g_00033	Prah.g_00033
OG0001010	Syab.g_00034	Prah.g_00034
OG0001011	Syab.g_00035	Prah.g_00036
OG0001012	Syab.g_02752	Prah.g_02488
OG0001013	Syab.g_02716	Prah.g_02466
OG0001014	Syab.g_02712	Prah.g_02454
OG0001015	Syab.g_02711	Prah.g_02453
OG0001016	Syab.g_02439	Prah.g_01843
OG0001017	Syab.g_02445	Prah.g_01849
OG0001018	Syab.g_02447	Prah.g_01851
OG0001019	Syab.g_02469	Prah.g_01867
OG0001020	Syab.g_02477	Prah.g_01873
OG0001021	Syab.g_02481	Prah.g_01877
OG0001022	Syab.g_02485	Prah.g_01882
OG0001023	Syab.g_02486	Prah.g_01883
OG0001024	Syab.g_02490	Prah.g_01887
OG0001025	Syab.g_02497	Prah.g_01894
OG0001026	Syab.g_02510	Prah.g_01908
OG0001027	Syab.g_02515	Prah.g_00195
OG0001028	Syab.g_02517	Prah.g_00193
OG0001029	Syab.g_02519	Prah.g_00191
OG0001030	Syab.g_02540	Prah.g_02257
OG0001031	Syab.g_02615	Prah.g_02336
OG0001032	Syab.g_02617	Prah.g_02339
OG0001033	Syab.g_02675	Prah.g_02372
OG0001034	Syab.g_02370	Prah.g_01779
OG0001035	Syab.g_00335	Prah.g_02099
OG0001036	Syab.g_00327	Prah.g_02103
OG0001037	Syab.g_00325	Prah.g_02105
OG0001038	Syab.g_00297	Prah.g_02132
OG0001039	Syab.g_00294	Prah.g_02135
OG0001040	Syab.g_00291	Prah.g_02138
OG0001041	Syab.g_00286	Prah.g_02143
OG0001042	Syab.g_00254	Prah.g_02168
OG0001043	Syab.g_00250	Prah.g_02170
OG0001044	Syab.g_00522	Prah.g_01941
OG0001045	Syab.g_00534	Prah.g_01929
OG0001046	Syab.g_01352	Prah.g_01661
OG0001047	Syab.g_00586	Prah.g_00233
OG0001048	Syab.g_00587	Prah.g_00234
OG0001049	Syab.g_00590	Prah.g_00237
OG0001050	Syab.g_00591	Prah.g_00238
OG0001051	Syab.g_00592	Prah.g_00239
OG0001052	Syab.g_00693	Prah.g_00308
OG0001053	Syab.g_02099	Prah.g_01563
OG0001054	Syab.g_02118	Prah.g_01545
OG0001055	Syab.g_02139	Prah.g_01524
OG0001056	Syab.g_02036	Prah.g_01496
OG0001057	Syab.g_00882	Prah.g_01482
OG0001058	Syab.g_02014	Prah.g_01468
OG0001059	Syab.g_02010	Prah.g_01464
OG0001060	Syab.g_02003	Prah.g_01458
OG0001061	Syab.g_01985	Prah.g_01440
OG0001062	Syab.g_01983	Prah.g_01438
OG0001063	Syab.g_01979	Prah.g_01434
OG0001064	Syab.g_01978	Prah.g_01433
OG0001065	Syab.g_01976	Prah.g_01432
OG0001066	Syab.g_01975	Prah.g_01431
OG0001067	Syab.g_01974	Prah.g_01430
OG0001068	Syab.g_01973	Prah.g_01429
OG0001069	Syab.g_01972	Prah.g_01428
OG0001070	Syab.g_01968	Prah.g_01424
OG0001071	Syab.g_01967	Prah.g_01423
OG0001072	Syab.g_01962	Prah.g_01418
OG0001073	Syab.g_01947	Prah.g_01399
OG0001074	Syab.g_01815	Prah.g_00532
OG0001075	Syab.g_01919	Prah.g_00531
OG0001076	Syab.g_01897	Prah.g_00523
OG0001077	Syab.g_01887	Prah.g_00513
OG0001079	Syab.g_01856	Prah.g_00482
OG0001080	Syab.g_01756	Prah.g_00472
OG0001081	Syab.g_01530	Prah.g_00465
OG0001082	Syab.g_01531	Prah.g_00464
OG0001083	Syab.g_01540	Prah.g_00456
OG0001084	Syab.g_01543	Prah.g_00455
OG0001085	Syab.g_01563	Prah.g_00444
OG0001086	Syab.g_01565	Prah.g_00442
OG0001087	Syab.g_01167	Prah.g_00968
OG0001088	Syab.g_01170	Prah.g_00972
OG0001089	Syab.g_01198	Prah.g_01025
OG0001090	Syab.g_01267	Prah.g_00886
OG0001091	Syab.g_01270	Prah.g_00884
OG0001092	Syab.g_01272	Prah.g_00882
OG0001093	Syab.g_01664	Prah.g_00878
OG0001094	Syab.g_01567	Prah.g_00673
OG0001095	Syab.g_01287	Prah.g_00654
OG0001096	Syab.g_01693	Prah.g_00637
OG0001097	Syab.g_01718	Prah.g_00593
OG0001098	Syab.g_01497	Prah.g_00743
OG0001099	Syab.g_02518	Prah.g_00192
OG0001100	Syab.g_01640	Prah.g_00740
OG0001101	Syab.g_01639	Prah.g_00739
OG0001102	Syab.g_01636	Prah.g_00736
OG0001103	Syab.g_01634	Prah.g_00734
OG0001104	Syab.g_01590	Prah.g_00684
OG0001105	Syab.g_01585	Prah.g_00689
OG0001106	Syab.g_01397	Prah.g_00784
OG0001107	Syab.g_01385	Prah.g_00794
OG0001108	Syab.g_01377	Prah.g_00801
OG0001109	Syab.g_01368	Prah.g_00803
OG0001110	Syab.g_01366	Prah.g_00806
OG0001111	Syab.g_01364	Prah.g_00808
OG0001112	Syab.g_01362	Prah.g_00810
OG0001113	Syab.g_01593	Prah.g_00811
OG0001114	Syab.g_01361	Prah.g_00812
OG0001115	Syab.g_01357	Prah.g_00814
OG0001116	Syab.g_01355	Prah.g_00815
OG0001117	Syab.g_01354	Prah.g_00816
OG0001118	Syab.g_01353	Prah.g_00817
OG0001119	Syab.g_01351	Prah.g_00818
OG0001120	Syab.g_01347	Prah.g_00821
OG0001122	Syab.g_01320	Prah.g_00849
OG0001123	Syab.g_01312	Prah.g_00856
OG0001124	Syab.g_01310	Prah.g_00858
OG0001125	Syab.g_01308	Prah.g_00860
OG0001126	Syab.g_01231	Prah.g_00903
OG0001127	Syab.g_01230	Prah.g_00904
OG0001128	Syab.g_01227	Prah.g_00907
OG0001129	Syab.g_01225	Prah.g_00908
OG0001130	Syab.g_01224	Prah.g_00909
OG0001131	Syab.g_01609	Prah.g_00893
OG0001132	Syab.g_01790	Prah.g_00539
OG0001133	Syab.g_01895	Prah.g_00521
OG0001134	Syab.g_01748	Prah.g_02524
OG0001135	Syab.g_01747	Prah.g_02526
OG0001136	Syab.g_00966	Prah.g_01324
OG0001137	Syab.g_00990	Prah.g_01305
OG0001138	Syab.g_01023	Prah.g_01253
OG0001139	Syab.g_01025	Prah.g_01251
OG0001140	Syab.g_01026, Syab.g_00642	Prah.g_01250
OG0001141	Syab.g_01027	Prah.g_01249
OG0001142	Syab.g_01028	Prah.g_01248
OG0001143	Syab.g_01037	Prah.g_01264
OG0001144	Syab.g_01052	Prah.g_01273
OG0001145	Syab.g_00928	Prah.g_01353
OG0001146	Syab.g_00907	Prah.g_01369
OG0001147	Syab.g_00716	Prah.g_00323
OG0001148	Syab.g_02085	Prah.g_01577
OG0001149	Syab.g_02084	Prah.g_01578
OG0001150	Syab.g_02083	Prah.g_01579
OG0001151	Syab.g_02070	Prah.g_01591
OG0001152	Syab.g_02069	Prah.g_01592
OG0001153	Syab.g_00731	Prah.g_00366
OG0001154	Syab.g_00730	Prah.g_00365
OG0001155	Syab.g_02171	Prah.g_01617
OG0001156	Syab.g_02174	Prah.g_01620
OG0001157	Syab.g_02175	Prah.g_00538
OG0001158	Syab.g_02176	Prah.g_01621
OG0001159	Syab.g_02177	Prah.g_01622
OG0001160	Syab.g_02231	Prah.g_01651
