Orthogroup	Syab	Syal
OG0000554	Syab.g_02040	Syal.g_02837
OG0000555	Syab.g_02026	Syal.g_02823
OG0000556	Syab.g_02022	Syal.g_02819
OG0000557	Syab.g_02019	Syal.g_02816
OG0000558	Syab.g_02016	Syal.g_02814
OG0000559	Syab.g_02012	Syal.g_02810
OG0000560	Syab.g_02009	Syal.g_02807
OG0000561	Syab.g_02008	Syal.g_02806
OG0000562	Syab.g_02007	Syal.g_02805
OG0000563	Syab.g_02006	Syal.g_02804
OG0000564	Syab.g_02005	Syal.g_02803
OG0000565	Syab.g_02001	Syal.g_02799
OG0000566	Syab.g_01997	Syal.g_02795
OG0000567	Syab.g_01993	Syal.g_02791
OG0000568	Syab.g_01991	Syal.g_02789
OG0000569	Syab.g_01990	Syal.g_02788
OG0000570	Syab.g_01989	Syal.g_02787
OG0000571	Syab.g_01986	Syal.g_02784
OG0000572	Syab.g_01969	Syal.g_02767
OG0000573	Syab.g_01960	Syal.g_02759
OG0000574	Syab.g_01959	Syal.g_02758
OG0000575	Syab.g_01954	Syal.g_02753
OG0000576	Syab.g_01952	Syal.g_02751
OG0000577	Syab.g_01951	Syal.g_02750
OG0000578	Syab.g_01950	Syal.g_02749
OG0000579	Syab.g_01949	Syal.g_02748
OG0000580	Syab.g_01948	Syal.g_02747
OG0000581	Syab.g_01934	Syal.g_02741
OG0000582	Syab.g_01929	Syal.g_02736
OG0000583	Syab.g_01928	Syal.g_02735
OG0000584	Syab.g_01927	Syal.g_02734
OG0000585	Syab.g_01924	Syal.g_02731
OG0000586	Syab.g_01923	Syal.g_02730
OG0000587	Syab.g_01921	Syal.g_02728
OG0000588	Syab.g_01910	Syal.g_02717
OG0000589	Syab.g_01899	Syal.g_02714
OG0000590	Syab.g_01898	Syal.g_02713
OG0000591	Syab.g_01892	Syal.g_02707
OG0000592	Syab.g_01891	Syal.g_02706
OG0000593	Syab.g_01877	Syal.g_02640
OG0000594	Syab.g_01876	Syal.g_02639
OG0000595	Syab.g_01875	Syal.g_02638
OG0000596	Syab.g_01871	Syal.g_02633
OG0000597	Syab.g_01868	Syal.g_02630
OG0000598	Syab.g_01867	Syal.g_02629
OG0000599	Syab.g_01860	Syal.g_02622
OG0000600	Syab.g_01859	Syal.g_02621
OG0000601	Syab.g_01858	Syal.g_02620
OG0000602	Syab.g_01853	Syal.g_02615
OG0000603	Syab.g_01852	Syal.g_02614
OG0000604	Syab.g_01850	Syal.g_02612
OG0000605	Syab.g_01758	Syal.g_02516
OG0000606	Syab.g_01529	Syal.g_02174
OG0000607	Syab.g_01533	Syal.g_02177
OG0000608	Syab.g_01534	Syal.g_02178
OG0000609	Syab.g_01536	Syal.g_02180
OG0000610	Syab.g_01555	Syal.g_02198
OG0000611	Syab.g_01558	Syal.g_02201
OG0000612	Syab.g_01559	Syal.g_02202
OG0000613	Syab.g_00228	Syal.g_01325
OG0000614	Syab.g_01179	Syal.g_01794
OG0000615	Syab.g_01605	Syal.g_02256
OG0000616	Syab.g_02897	Syal.g_00079
OG0000617	Syab.g_01274	Syal.g_01866
OG0000618	Syab.g_01275	Syal.g_01867
OG0000619	Syab.g_01662	Syal.g_02417
OG0000620	Syab.g_01668	Syal.g_02422
OG0000621	Syab.g_01669	Syal.g_02423
OG0000622	Syab.g_01670	Syal.g_02424
OG0000623	Syab.g_01671	Syal.g_02425
OG0000624	Syab.g_01673	Syal.g_02427
OG0000625	Syab.g_01674	Syal.g_02428
OG0000626	Syab.g_01675	Syal.g_02429
OG0000627	Syab.g_01438	Syal.g_02048
OG0000628	Syab.g_01437	Syal.g_02047
OG0000629	Syab.g_01434	Syal.g_02044
OG0000630	Syab.g_01430	Syal.g_02040
OG0000631	Syab.g_01421	Syal.g_02031
OG0000632	Syab.g_01420	Syal.g_02030
OG0000633	Syab.g_01419	Syal.g_02029
OG0000634	Syab.g_01651	Syal.g_02410
OG0000635	Syab.g_01656	Syal.g_02411
OG0000636	Syab.g_01658	Syal.g_02413
OG0000637	Syab.g_01660	Syal.g_02415
OG0000638	Syab.g_01661	Syal.g_02416
OG0000639	Syab.g_01276	Syal.g_01868
OG0000640	Syab.g_01277	Syal.g_01869
OG0000641	Syab.g_01281	Syal.g_01873
OG0000642	Syab.g_01282	Syal.g_01874
OG0000643	Syab.g_01283	Syal.g_01875
OG0000644	Syab.g_01284	Syal.g_01876
OG0000645	Syab.g_01286	Syal.g_01878
OG0000646	Syab.g_01289	Syal.g_01881
OG0000647	Syab.g_01291	Syal.g_01883
OG0000648	Syab.g_01684	Syal.g_02438
OG0000649	Syab.g_01685	Syal.g_02439
OG0000650	Syab.g_01686	Syal.g_02440
OG0000651	Syab.g_01687	Syal.g_02441
OG0000652	Syab.g_01688	Syal.g_02442
OG0000653	Syab.g_01690	Syal.g_02444
OG0000654	Syab.g_01691	Syal.g_02445
OG0000655	Syab.g_01692	Syal.g_02446
OG0000656	Syab.g_01695	Syal.g_02449
OG0000657	Syab.g_01706	Syal.g_02460
OG0000658	Syab.g_01710	Syal.g_02465
OG0000659	Syab.g_01711	Syal.g_02466
OG0000660	Syab.g_01715	Syal.g_02470
OG0000661	Syab.g_01717	Syal.g_02472
OG0000662	Syab.g_01719	Syal.g_02474
OG0000663	Syab.g_01722	Syal.g_02477
OG0000664	Syab.g_01723	Syal.g_02478
OG0000665	Syab.g_01829	Syal.g_02593
OG0000666	Syab.g_01842	Syal.g_02605
OG0000667	Syab.g_01548	Syal.g_02192
OG0000668	Syab.g_01319	Syal.g_01920
OG0000669	Syab.g_01642	Syal.g_02295
OG0000670	Syab.g_02156	Syal.g_02956
OG0000671	Syab.g_01638	Syal.g_02291
OG0000672	Syab.g_01635	Syal.g_02288
OG0000673	Syab.g_01632	Syal.g_02285
OG0000674	Syab.g_01630	Syal.g_02283
OG0000675	Syab.g_01629	Syal.g_02282
OG0000676	Syab.g_01620	Syal.g_02272
OG0000677	Syab.g_01619	Syal.g_02271
OG0000678	Syab.g_01613	Syal.g_02264
OG0000679	Syab.g_01601	Syal.g_02252
OG0000680	Syab.g_01600	Syal.g_02251
OG0000681	Syab.g_01597	Syal.g_02248
OG0000682	Syab.g_01596	Syal.g_02247
OG0000683	Syab.g_01595	Syal.g_02246
OG0000684	Syab.g_01591	Syal.g_02242
OG0000685	Syab.g_01589	Syal.g_02240
OG0000686	Syab.g_01588	Syal.g_02239
OG0000687	Syab.g_01586	Syal.g_02237
OG0000688	Syab.g_01576	Syal.g_02225
OG0000689	Syab.g_01574	Syal.g_02223
OG0000690	Syab.g_01573	Syal.g_02222
OG0000691	Syab.g_01572	Syal.g_02221
OG0000692	Syab.g_01571	Syal.g_02220
OG0000693	Syab.g_01569	Syal.g_02218
OG0000694	Syab.g_01568	Syal.g_02217
OG0000695	Syab.g_01417	Syal.g_02027
OG0000696	Syab.g_01416	Syal.g_02026
OG0000697	Syab.g_01415	Syal.g_02025
OG0000698	Syab.g_01412	Syal.g_02022
OG0000699	Syab.g_01411	Syal.g_02021
OG0000700	Syab.g_01410	Syal.g_02020
OG0000701	Syab.g_01409	Syal.g_02019
OG0000702	Syab.g_01401	Syal.g_02011
OG0000703	Syab.g_01400	Syal.g_02010
OG0000704	Syab.g_01398	Syal.g_02008
OG0000705	Syab.g_01391	Syal.g_01999
OG0000706	Syab.g_01390	Syal.g_01998
OG0000707	Syab.g_01389	Syal.g_01997
OG0000708	Syab.g_01386	Syal.g_01994
OG0000709	Syab.g_01378	Syal.g_01986
OG0000710	Syab.g_01367	Syal.g_01982
OG0000711	Syab.g_01340	Syal.g_01954
OG0000712	Syab.g_01338	Syal.g_01952
OG0000713	Syab.g_01337	Syal.g_01951
OG0000714	Syab.g_01334	Syal.g_01948
OG0000715	Syab.g_01332	Syal.g_01934
OG0000716	Syab.g_01328	Syal.g_01930
OG0000717	Syab.g_01327	Syal.g_01929
OG0000718	Syab.g_01323	Syal.g_01925
OG0000719	Syab.g_01321	Syal.g_01922
OG0000720	Syab.g_01307	Syal.g_01908
OG0000721	Syab.g_01305	Syal.g_01906
OG0000722	Syab.g_01304	Syal.g_01905
OG0000723	Syab.g_01678	Syal.g_02433
OG0000724	Syab.g_01223	Syal.g_01829
OG0000725	Syab.g_01207	Syal.g_01820
OG0000726	Syab.g_01206	Syal.g_01819
OG0000727	Syab.g_01205	Syal.g_01818
OG0000728	Syab.g_01203	Syal.g_01816
OG0000729	Syab.g_00097	Syal.g_01510
OG0000730	Syab.g_00521	Syal.g_00345
OG0000731	Syab.g_00531	Syal.g_00356
OG0000732	Syab.g_00055	Syal.g_00149
OG0000733	Syab.g_02798	Syal.g_01105
OG0000734	Syab.g_02508	Syal.g_00828
OG0000735	Syab.g_00942	Syal.g_01627
OG0000736	Syab.g_00943	Syal.g_01628
OG0000737	Syab.g_00944	Syal.g_01629
OG0000738	Syab.g_00949	Syal.g_01634
OG0000739	Syab.g_00961	Syal.g_01645
OG0000740	Syab.g_00962	Syal.g_01646
OG0000741	Syab.g_00965	Syal.g_01649
OG0000742	Syab.g_00968	Syal.g_01652
OG0000743	Syab.g_00970	Syal.g_01654
OG0000744	Syab.g_00971	Syal.g_01655
OG0000745	Syab.g_00973	Syal.g_01657
OG0000746	Syab.g_00975	Syal.g_01659
OG0000747	Syab.g_00976	Syal.g_01660
OG0000748	Syab.g_00991	Syal.g_01674
OG0000749	Syab.g_00992	Syal.g_01675
OG0000750	Syab.g_00993	Syal.g_01676
OG0000751	Syab.g_01002	Syal.g_01688
OG0000752	Syab.g_01004	Syal.g_01690
OG0000753	Syab.g_01007	Syal.g_01693
OG0000754	Syab.g_01012	Syal.g_01698
OG0000755	Syab.g_01021	Syal.g_01707
OG0000756	Syab.g_01022	Syal.g_01708
OG0000757	Syab.g_01029	Syal.g_01715
OG0000758	Syab.g_01030	Syal.g_01716
OG0000759	Syab.g_01031	Syal.g_01717
OG0000760	Syab.g_01032	Syal.g_01718
OG0000761	Syab.g_01034	Syal.g_01719
OG0000762	Syab.g_01036	Syal.g_01721
OG0000763	Syab.g_01038	Syal.g_01723
OG0000764	Syab.g_01039	Syal.g_01724
OG0000765	Syab.g_01154	Syal.g_01768
OG0000766	Syab.g_01153	Syal.g_01767
OG0000767	Syab.g_01151	Syal.g_01765
OG0000768	Syab.g_01150	Syal.g_01764
OG0000769	Syab.g_01148	Syal.g_01762
OG0000770	Syab.g_01145	Syal.g_01758
OG0000771	Syab.g_01229	Syal.g_01835
OG0000772	Syab.g_00957	Syal.g_01641
OG0000773	Syab.g_00931	Syal.g_01618
OG0000774	Syab.g_00924	Syal.g_01610
OG0000775	Syab.g_00922	Syal.g_01608
OG0000776	Syab.g_00921	Syal.g_01607
OG0000777	Syab.g_00920	Syal.g_01606
OG0000778	Syab.g_00919	Syal.g_01605
OG0000779	Syab.g_00913	Syal.g_01599
OG0000780	Syab.g_00908	Syal.g_01594
OG0000781	Syab.g_00904	Syal.g_01590
OG0000782	Syab.g_00903	Syal.g_01589
OG0000783	Syab.g_00902	Syal.g_01588
OG0000784	Syab.g_00901	Syal.g_01587
OG0000785	Syab.g_00899	Syal.g_01585
OG0000786	Syab.g_00895	Syal.g_01579
OG0000787	Syab.g_00894	Syal.g_01578
OG0000788	Syab.g_01857	Syal.g_02619
OG0000789	Syab.g_01835	Syal.g_02598
OG0000790	Syab.g_02082	Syal.g_02883
OG0000791	Syab.g_02080	Syal.g_02882
OG0000792	Syab.g_02079	Syal.g_02881
OG0000793	Syab.g_02074	Syal.g_02876
OG0000794	Syab.g_02073	Syal.g_02875
OG0000795	Syab.g_02072	Syal.g_02874
OG0000796	Syab.g_02068	Syal.g_02870
OG0000797	Syab.g_02067	Syal.g_02869
OG0000798	Syab.g_00298	Syal.g_01260
OG0000799	Syab.g_00826	Syal.g_01547
OG0000800	Syab.g_00821	Syal.g_01542
OG0000801	Syab.g_00820	Syal.g_01541
OG0000802	Syab.g_00816	Syal.g_01536
OG0000803	Syab.g_00806	Syal.g_00040
OG0000804	Syab.g_00802	Syal.g_00036
OG0000805	Syab.g_00792	Syal.g_00030
OG0000806	Syab.g_00790	Syal.g_00028
OG0000807	Syab.g_00788	Syal.g_00026
OG0000808	Syab.g_00783	Syal.g_00025
OG0000809	Syab.g_00780	Syal.g_00022
OG0000810	Syab.g_00779	Syal.g_00021
OG0000811	Syab.g_00770	Syal.g_00380
OG0000812	Syab.g_00768	Syal.g_00382
OG0000813	Syab.g_00767	Syal.g_00383
OG0000814	Syab.g_00765	Syal.g_00385
OG0000815	Syab.g_00760	Syal.g_00391
OG0000816	Syab.g_00758	Syal.g_00393
OG0000817	Syab.g_00757	Syal.g_00394
OG0000818	Syab.g_00751	Syal.g_00401
OG0000819	Syab.g_00750	Syal.g_00402
OG0000820	Syab.g_00749	Syal.g_00403
OG0000821	Syab.g_00743	Syal.g_00409
OG0000822	Syab.g_00741	Syal.g_00411
OG0000823	Syab.g_00740	Syal.g_00412
OG0000824	Syab.g_00735	Syal.g_00417
OG0000825	Syab.g_00734	Syal.g_00418
OG0000826	Syab.g_00733	Syal.g_00419
OG0000827	Syab.g_00732	Syal.g_00420
OG0000828	Syab.g_00729	Syal.g_00423
OG0000829	Syab.g_00728	Syal.g_00424
OG0000830	Syab.g_00727	Syal.g_00425
OG0000831	Syab.g_00725	Syal.g_00427
OG0000832	Syab.g_02169	Syal.g_02967
OG0000833	Syab.g_02178	Syal.g_02976
OG0000834	Syab.g_02181	Syal.g_02979
OG0000835	Syab.g_02182	Syal.g_02980
OG0000836	Syab.g_02185	Syal.g_02983
OG0000837	Syab.g_02186	Syal.g_02984
OG0000838	Syab.g_02190	Syal.g_02988
OG0000839	Syab.g_02191	Syal.g_02989
OG0000840	Syab.g_02192	Syal.g_02990
OG0000841	Syab.g_02193	Syal.g_02991
OG0000842	Syab.g_02194	Syal.g_02992
OG0000843	Syab.g_02195	Syal.g_02993
OG0000844	Syab.g_02197	Syal.g_02995
OG0000845	Syab.g_02198	Syal.g_02996
OG0000846	Syab.g_02199	Syal.g_02997
OG0000847	Syab.g_02200	Syal.g_02998
OG0000848	Syab.g_02202	Syal.g_03000
OG0000849	Syab.g_02203	Syal.g_03001
OG0000850	Syab.g_02212	Syal.g_03008
OG0000851	Syab.g_02226	Syal.g_00561
OG0000852	Syab.g_02227	Syal.g_00562
OG0000853	Syab.g_02233	Syal.g_00566
OG0000854	Syab.g_02235	Syal.g_00568
OG0000855	Syab.g_02236	Syal.g_00569
OG0000856	Syab.g_01889	Syal.g_02704
OG0000857	Syab.g_01290	Syal.g_01882
OG0000858	Syab.g_02244	Syal.g_00576
OG0000859	Syab.g_02245	Syal.g_00577
OG0000860	Syab.g_02258	Syal.g_00589
OG0000861	Syab.g_02259	Syal.g_00590
OG0000862	Syab.g_02261	Syal.g_00591
OG0000863	Syab.g_02265	Syal.g_00594
OG0000864	Syab.g_02266	Syal.g_00595
OG0000865	Syab.g_02267	Syal.g_00596
OG0000866	Syab.g_02268	Syal.g_00597
OG0000867	Syab.g_02269	Syal.g_00598
OG0000868	Syab.g_02287	Syal.g_00604
OG0000869	Syab.g_02292	Syal.g_00609
OG0000870	Syab.g_02297	Syal.g_00614
OG0000871	Syab.g_02298	Syal.g_00615
OG0000872	Syab.g_02305	Syal.g_00621
OG0000873	Syab.g_02308	Syal.g_00624
OG0000874	Syab.g_02311	Syal.g_00627
OG0000875	Syab.g_02313	Syal.g_00629
OG0000876	Syab.g_02315	Syal.g_00631
OG0000877	Syab.g_02317	Syal.g_00633
OG0000878	Syab.g_02318	Syal.g_00634
OG0000879	Syab.g_02319	Syal.g_00635
OG0000880	Syab.g_02320	Syal.g_00636
OG0000881	Syab.g_02325	Syal.g_00641
OG0000882	Syab.g_02330	Syal.g_00646
OG0000883	Syab.g_02332	Syal.g_00648
OG0000884	Syab.g_02334	Syal.g_00650
OG0000885	Syab.g_02335	Syal.g_00651
OG0000886	Syab.g_02336	Syal.g_00652
OG0000887	Syab.g_02338	Syal.g_00653
OG0000888	Syab.g_02340	Syal.g_00655
OG0000889	Syab.g_02342	Syal.g_00657
OG0000890	Syab.g_02348	Syal.g_00663
OG0000891	Syab.g_02349	Syal.g_00664
OG0000892	Syab.g_02353	Syal.g_00668
OG0000893	Syab.g_00366	Syal.g_00193
OG0000894	Syab.g_00369	Syal.g_00196
OG0000895	Syab.g_00373	Syal.g_00200
OG0000896	Syab.g_00374	Syal.g_00201
OG0000897	Syab.g_00376	Syal.g_00203
OG0000898	Syab.g_00377	Syal.g_00204
OG0000899	Syab.g_00378	Syal.g_00205
OG0000900	Syab.g_00379	Syal.g_00206
OG0000901	Syab.g_00384	Syal.g_00211
OG0000902	Syab.g_00386	Syal.g_00213
OG0000903	Syab.g_00399	Syal.g_00227
OG0000904	Syab.g_00395	Syal.g_00222
OG0000905	Syab.g_00390	Syal.g_00217
OG0000906	Syab.g_00388	Syal.g_00215
OG0000907	Syab.g_00401	Syal.g_00229
OG0000908	Syab.g_00404	Syal.g_00232
OG0000909	Syab.g_00405	Syal.g_00233
OG0000910	Syab.g_00406	Syal.g_00234
OG0000911	Syab.g_00408	Syal.g_00237
OG0000912	Syab.g_00409	Syal.g_00238
OG0000913	Syab.g_00410	Syal.g_00239
OG0000914	Syab.g_00411	Syal.g_00240
OG0000915	Syab.g_00412	Syal.g_00241
OG0000916	Syab.g_00413	Syal.g_00242
OG0000917	Syab.g_00414	Syal.g_00243
OG0000918	Syab.g_00415	Syal.g_00244
OG0000919	Syab.g_00416	Syal.g_00245
OG0000920	Syab.g_00417	Syal.g_00246
OG0000921	Syab.g_00418	Syal.g_00247
OG0000922	Syab.g_00419	Syal.g_00248
OG0000923	Syab.g_00423	Syal.g_00252
OG0000924	Syab.g_00424	Syal.g_00253
OG0000925	Syab.g_00425	Syal.g_00254
OG0000926	Syab.g_00426	Syal.g_00255
OG0000927	Syab.g_00428	Syal.g_00257
OG0000928	Syab.g_00429	Syal.g_00258
OG0000929	Syab.g_00430	Syal.g_00259
OG0000930	Syab.g_00431	Syal.g_00260
OG0000931	Syab.g_00432	Syal.g_00261
OG0000932	Syab.g_00433	Syal.g_00262
OG0000933	Syab.g_00439	Syal.g_00268
OG0000934	Syab.g_00441	Syal.g_00270
OG0000935	Syab.g_00442	Syal.g_00271
OG0000936	Syab.g_00443	Syal.g_00272
OG0000937	Syab.g_00444	Syal.g_00273
OG0000938	Syab.g_00447	Syal.g_00276
OG0000939	Syab.g_00448	Syal.g_00277
OG0000940	Syab.g_00456	Syal.g_00285
OG0000941	Syab.g_00458	Syal.g_00287
OG0000942	Syab.g_00460	Syal.g_00289
OG0000943	Syab.g_00461	Syal.g_00290
OG0000944	Syab.g_00463	Syal.g_00292
OG0000945	Syab.g_00466	Syal.g_00294
OG0000946	Syab.g_00473	Syal.g_00301
OG0000947	Syab.g_00476	Syal.g_00304
OG0000948	Syab.g_00477	Syal.g_00305
OG0000949	Syab.g_00212	Syal.g_01341
OG0000950	Syab.g_00204	Syal.g_01348
OG0000951	Syab.g_00199	Syal.g_01353
OG0000952	Syab.g_00191	Syal.g_01363
OG0000953	Syab.g_00134	Syal.g_01435
OG0000954	Syab.g_00129	Syal.g_01443
OG0000955	Syab.g_00128	Syal.g_01444
OG0000956	Syab.g_00126	Syal.g_01446
OG0000957	Syab.g_00115	Syal.g_01457
OG0000958	Syab.g_00114	Syal.g_01458
OG0000959	Syab.g_00110	Syal.g_01482
OG0000960	Syab.g_00109	Syal.g_01483
OG0000961	Syab.g_00100	Syal.g_01507
OG0000962	Syab.g_00098	Syal.g_01509
OG0000963	Syab.g_00093	Syal.g_01514
OG0000964	Syab.g_00092	Syal.g_01515
OG0000965	Syab.g_00091	Syal.g_01516
OG0000966	Syab.g_00082	Syal.g_00176
OG0000967	Syab.g_00078	Syal.g_00171
OG0000968	Syab.g_00075	Syal.g_00169
OG0000969	Syab.g_00073	Syal.g_00167
OG0000970	Syab.g_00072	Syal.g_00166
OG0000971	Syab.g_00070	Syal.g_00164
OG0000972	Syab.g_00069	Syal.g_00163
OG0000973	Syab.g_00068	Syal.g_00162
OG0000974	Syab.g_00067	Syal.g_00161
OG0000975	Syab.g_00066	Syal.g_00160
OG0000976	Syab.g_00065	Syal.g_00159
OG0000977	Syab.g_00063	Syal.g_00157
OG0000978	Syab.g_00062	Syal.g_00156
OG0000979	Syab.g_00059	Syal.g_00153
OG0000980	Syab.g_00056	Syal.g_00150
OG0000981	Syab.g_00053	Syal.g_00147
OG0000982	Syab.g_02756	Syal.g_01068
OG0000983	Syab.g_02757	Syal.g_01069
OG0000984	Syab.g_02758	Syal.g_01070
OG0000985	Syab.g_02762	Syal.g_01074
OG0000986	Syab.g_02764	Syal.g_01076
OG0000987	Syab.g_02768	Syal.g_01080
OG0000988	Syab.g_02774	Syal.g_01086
OG0000989	Syab.g_02792	Syal.g_01098
OG0000990	Syab.g_02811	Syal.g_01118
OG0000991	Syab.g_02818	Syal.g_01120
OG0000992	Syab.g_02821	Syal.g_01122
OG0000993	Syab.g_02822	Syal.g_01123
OG0000994	Syab.g_02826	Syal.g_01127
OG0000995	Syab.g_02835	Syal.g_01132
OG0000996	Syab.g_02866	Syal.g_01162
OG0000997	Syab.g_02875	Syal.g_01171
OG0000998	Syab.g_02877	Syal.g_01173
OG0000999	Syab.g_02878	Syal.g_01174
OG0001000	Syab.g_02881	Syal.g_01177
OG0001001	Syab.g_02888	Syal.g_01182
OG0001002	Syab.g_02900	Syal.g_00082
OG0001003	Syab.g_02902	Syal.g_00084
OG0001004	Syab.g_02903	Syal.g_00085
OG0001005	Syab.g_02905	Syal.g_00087
OG0001006	Syab.g_02912	Syal.g_00094
OG0001007	Syab.g_02914	Syal.g_00096
OG0001008	Syab.g_00584	Syal.g_00524
OG0001009	Syab.g_00033	Syal.g_00129
OG0001010	Syab.g_00034	Syal.g_00130
OG0001011	Syab.g_00035	Syal.g_00131
OG0001012	Syab.g_02752	Syal.g_01064
OG0001013	Syab.g_02716	Syal.g_01026
OG0001014	Syab.g_02712	Syal.g_01022
OG0001015	Syab.g_02711	Syal.g_01021
OG0001016	Syab.g_02439	Syal.g_00756
OG0001017	Syab.g_02445	Syal.g_00762
OG0001018	Syab.g_02447	Syal.g_00764
OG0001019	Syab.g_02469	Syal.g_00785
OG0001020	Syab.g_02477	Syal.g_00796
OG0001021	Syab.g_02481	Syal.g_00800
OG0001022	Syab.g_02485	Syal.g_00805
OG0001023	Syab.g_02486	Syal.g_00806
OG0001024	Syab.g_02490	Syal.g_00810
OG0001025	Syab.g_02497	Syal.g_00817
OG0001026	Syab.g_02510	Syal.g_00830
OG0001027	Syab.g_02515	Syal.g_00834
OG0001028	Syab.g_02517	Syal.g_00836
OG0001029	Syab.g_02519	Syal.g_00838
OG0001030	Syab.g_02540	Syal.g_00860
OG0001031	Syab.g_02615	Syal.g_00936
OG0001032	Syab.g_02617	Syal.g_00938
OG0001033	Syab.g_02675	Syal.g_00972
OG0001034	Syab.g_02370	Syal.g_00684
OG0001035	Syab.g_00335	Syal.g_01226
OG0001036	Syab.g_00327	Syal.g_01231
OG0001037	Syab.g_00325	Syal.g_01233
OG0001038	Syab.g_00297	Syal.g_01261
OG0001039	Syab.g_00294	Syal.g_01264
OG0001040	Syab.g_00291	Syal.g_01267
OG0001041	Syab.g_00286	Syal.g_01272
OG0001042	Syab.g_00254	Syal.g_01300
OG0001043	Syab.g_00250	Syal.g_01304
OG0001044	Syab.g_00522	Syal.g_00346
OG0001045	Syab.g_00534	Syal.g_00359
OG0001046	Syab.g_01352	Syal.g_01967
OG0001047	Syab.g_00586	Syal.g_00522
OG0001048	Syab.g_00587	Syal.g_00521
OG0001049	Syab.g_00590	Syal.g_00518
OG0001050	Syab.g_00591	Syal.g_00517
OG0001051	Syab.g_00592	Syal.g_00516
OG0001052	Syab.g_00693	Syal.g_00467
OG0001053	Syab.g_02099	Syal.g_02900
OG0001054	Syab.g_02118	Syal.g_02919
OG0001055	Syab.g_02139	Syal.g_02940
OG0001056	Syab.g_02036	Syal.g_02833
OG0001057	Syab.g_00882	Syal.g_01574
OG0001058	Syab.g_02014	Syal.g_02812
OG0001059	Syab.g_02010	Syal.g_02808
OG0001060	Syab.g_02003	Syal.g_02801
OG0001061	Syab.g_01985	Syal.g_02783
OG0001062	Syab.g_01983	Syal.g_02781
OG0001063	Syab.g_01979	Syal.g_02776
OG0001064	Syab.g_01978	Syal.g_02775
OG0001065	Syab.g_01976	Syal.g_02774
OG0001066	Syab.g_01975	Syal.g_02773
OG0001067	Syab.g_01974	Syal.g_02772
OG0001068	Syab.g_01973	Syal.g_02771
OG0001069	Syab.g_01972	Syal.g_02770
OG0001070	Syab.g_01968	Syal.g_02766
OG0001071	Syab.g_01967	Syal.g_02765
OG0001072	Syab.g_01962	Syal.g_02761
OG0001073	Syab.g_01947	Syal.g_02746
OG0001074	Syab.g_01815	Syal.g_02575
OG0001075	Syab.g_01919	Syal.g_02726
OG0001076	Syab.g_01897	Syal.g_02712
OG0001077	Syab.g_01887	Syal.g_02702
OG0001079	Syab.g_01856	Syal.g_02618
OG0001080	Syab.g_01756	Syal.g_02514
OG0001081	Syab.g_01530	Syal.g_02175
OG0001082	Syab.g_01531	Syal.g_02176
OG0001083	Syab.g_01540	Syal.g_02184
OG0001084	Syab.g_01543	Syal.g_02187
OG0001085	Syab.g_01563	Syal.g_02206
OG0001086	Syab.g_01565	Syal.g_02208
OG0001087	Syab.g_01167	Syal.g_01782
OG0001088	Syab.g_01170	Syal.g_01785
OG0001089	Syab.g_01198	Syal.g_01811
OG0001090	Syab.g_01267	Syal.g_01859
OG0001091	Syab.g_01270	Syal.g_01862
OG0001092	Syab.g_01272	Syal.g_01864
OG0001093	Syab.g_01664	Syal.g_02419
OG0001094	Syab.g_01567	Syal.g_02216
OG0001095	Syab.g_01287	Syal.g_01879
OG0001096	Syab.g_01693	Syal.g_02447
OG0001097	Syab.g_01718	Syal.g_02473
OG0001098	Syab.g_01497	Syal.g_02083
OG0001099	Syab.g_02518	Syal.g_00837
OG0001100	Syab.g_01640	Syal.g_02293
OG0001101	Syab.g_01639	Syal.g_02292
OG0001102	Syab.g_01636	Syal.g_02289
OG0001103	Syab.g_01634	Syal.g_02287
OG0001104	Syab.g_01590	Syal.g_02241
OG0001105	Syab.g_01585	Syal.g_02236
OG0001106	Syab.g_01397	Syal.g_02007
OG0001107	Syab.g_01385	Syal.g_01993
OG0001108	Syab.g_01377	Syal.g_01985
OG0001109	Syab.g_01368	Syal.g_01983
OG0001110	Syab.g_01366	Syal.g_01981
OG0001111	Syab.g_01364	Syal.g_01979
OG0001112	Syab.g_01362	Syal.g_01977
OG0001113	Syab.g_01593	Syal.g_02244
OG0001114	Syab.g_01361	Syal.g_01976
OG0001115	Syab.g_01357	Syal.g_01972
OG0001116	Syab.g_01355	Syal.g_01970
OG0001117	Syab.g_01354	Syal.g_01969
OG0001118	Syab.g_01353	Syal.g_01968
OG0001119	Syab.g_01351	Syal.g_01966
OG0001120	Syab.g_01347	Syal.g_01962
OG0001121	Syab.g_02159	Syal.g_02960
OG0001122	Syab.g_01320	Syal.g_01921
OG0001123	Syab.g_01312	Syal.g_01913
OG0001124	Syab.g_01310	Syal.g_01911
OG0001125	Syab.g_01308	Syal.g_01909
OG0001126	Syab.g_01231	Syal.g_01837
OG0001127	Syab.g_01230	Syal.g_01836
OG0001128	Syab.g_01227	Syal.g_01833
OG0001129	Syab.g_01225	Syal.g_01831
OG0001130	Syab.g_01224	Syal.g_01830
OG0001131	Syab.g_01609	Syal.g_02260
OG0001132	Syab.g_01790	Syal.g_02553
OG0001133	Syab.g_01895	Syal.g_02710
OG0001134	Syab.g_01748	Syal.g_02506
OG0001135	Syab.g_01747	Syal.g_02505
OG0001136	Syab.g_00966	Syal.g_01650
