Orthogroup	Syab	Pras
OG0000576	Syab.g_01952	Pras.g_01475
OG0000577	Syab.g_01951	Pras.g_01476
OG0000578	Syab.g_01950	Pras.g_01477
OG0000579	Syab.g_01949	Pras.g_01478
OG0000580	Syab.g_01948	Pras.g_01479
OG0000581	Syab.g_01934	Pras.g_01481
OG0000582	Syab.g_01929	Pras.g_01484
OG0000583	Syab.g_01928	Pras.g_01485
OG0000584	Syab.g_01927	Pras.g_01486
OG0000585	Syab.g_01924	Pras.g_01488
OG0000586	Syab.g_01923	Pras.g_01489
OG0000587	Syab.g_01921	Pras.g_01490
OG0000588	Syab.g_01910	Pras.g_01494
OG0000589	Syab.g_01899	Pras.g_01497
OG0000590	Syab.g_01898	Pras.g_01498
OG0000591	Syab.g_01892	Pras.g_01501
OG0000592	Syab.g_01891	Pras.g_01502
OG0000593	Syab.g_01877	Pras.g_01508
OG0000594	Syab.g_01876	Pras.g_01509
OG0000595	Syab.g_01875	Pras.g_01510
OG0000596	Syab.g_01871	Pras.g_01514
OG0000597	Syab.g_01868	Pras.g_01516
OG0000598	Syab.g_01867	Pras.g_01517
OG0000599	Syab.g_01860	Pras.g_01520
OG0000600	Syab.g_01859	Pras.g_01521
OG0000601	Syab.g_01858	Pras.g_01522
OG0000602	Syab.g_01853	Pras.g_01524
OG0000603	Syab.g_01852	Pras.g_01525
OG0000604	Syab.g_01850	Pras.g_01526
OG0000605	Syab.g_01758	Pras.g_01527
OG0000606	Syab.g_01529	Pras.g_01530
OG0000607	Syab.g_01533	Pras.g_01533
OG0000608	Syab.g_01534	Pras.g_01534
OG0000609	Syab.g_01536	Pras.g_01535
OG0000610	Syab.g_01555	Pras.g_01540
OG0000611	Syab.g_01558	Pras.g_01543
OG0000612	Syab.g_01559	Pras.g_01544
OG0000613	Syab.g_00228	Pras.g_01549
OG0000614	Syab.g_01179	Pras.g_01568
OG0000615	Syab.g_01605	Pras.g_01576
OG0000616	Syab.g_02897	Pras.g_01580
OG0000617	Syab.g_01274	Pras.g_01612
OG0000618	Syab.g_01275	Pras.g_01613
OG0000619	Syab.g_01662	Pras.g_01614
OG0000620	Syab.g_01668	Pras.g_01617
OG0000621	Syab.g_01669	Pras.g_01618
OG0000622	Syab.g_01670	Pras.g_01619
OG0000623	Syab.g_01671	Pras.g_01620
OG0000624	Syab.g_01673	Pras.g_01621
OG0000625	Syab.g_01674	Pras.g_01622
OG0000626	Syab.g_01675	Pras.g_01623
OG0000627	Syab.g_01438	Pras.g_01624
OG0000628	Syab.g_01437	Pras.g_01625
OG0000629	Syab.g_01434	Pras.g_01626
OG0000630	Syab.g_01430	Pras.g_01629
OG0000631	Syab.g_01421	Pras.g_01692
OG0000632	Syab.g_01420	Pras.g_01693
OG0000633	Syab.g_01419	Pras.g_01694
OG0000634	Syab.g_01651	Pras.g_01697
OG0000635	Syab.g_01656	Pras.g_01698
OG0000636	Syab.g_01658	Pras.g_01700
OG0000637	Syab.g_01660	Pras.g_01702
OG0000638	Syab.g_01661	Pras.g_01703
OG0000639	Syab.g_01276	Pras.g_01704
OG0000640	Syab.g_01277	Pras.g_01705
OG0000641	Syab.g_01281	Pras.g_01709
OG0000642	Syab.g_01282	Pras.g_01710
OG0000643	Syab.g_01283	Pras.g_01711
OG0000644	Syab.g_01284	Pras.g_01712
OG0000645	Syab.g_01286	Pras.g_01713
OG0000646	Syab.g_01289	Pras.g_01715
OG0000647	Syab.g_01291	Pras.g_01716
OG0000648	Syab.g_01684	Pras.g_01718
OG0000649	Syab.g_01685	Pras.g_01719
OG0000650	Syab.g_01686	Pras.g_01720
OG0000651	Syab.g_01687	Pras.g_01721
OG0000652	Syab.g_01688	Pras.g_01722
OG0000653	Syab.g_01690	Pras.g_01724
OG0000654	Syab.g_01691	Pras.g_01725
OG0000655	Syab.g_01692	Pras.g_01726
OG0000656	Syab.g_01695	Pras.g_01729
OG0000657	Syab.g_01706	Pras.g_01736
OG0000658	Syab.g_01710	Pras.g_01737
OG0000659	Syab.g_01711	Pras.g_01738
OG0000660	Syab.g_01715	Pras.g_01742
OG0000661	Syab.g_01717	Pras.g_01744
OG0000662	Syab.g_01719	Pras.g_01746
OG0000663	Syab.g_01722	Pras.g_01748
OG0000664	Syab.g_01723	Pras.g_01749
OG0000665	Syab.g_01829	Pras.g_01753
OG0000666	Syab.g_01842	Pras.g_01754
OG0000667	Syab.g_01548	Pras.g_01758
OG0000668	Syab.g_01319	Pras.g_01788
OG0000669	Syab.g_01642	Pras.g_01792
OG0000670	Syab.g_02156	Pras.g_01794
OG0000671	Syab.g_01638	Pras.g_01796
OG0000672	Syab.g_01635	Pras.g_01799
OG0000673	Syab.g_01632	Pras.g_01802
OG0000674	Syab.g_01630	Pras.g_01804
OG0000675	Syab.g_01629	Pras.g_01805
OG0000676	Syab.g_01620	Pras.g_01807
OG0000677	Syab.g_01619	Pras.g_01808
OG0000678	Syab.g_01613	Pras.g_01810
OG0000679	Syab.g_01601	Pras.g_01814
OG0000680	Syab.g_01600	Pras.g_01815
OG0000681	Syab.g_01597	Pras.g_01818
OG0000682	Syab.g_01596	Pras.g_01819
OG0000683	Syab.g_01595	Pras.g_01820
OG0000684	Syab.g_01591	Pras.g_01821
OG0000685	Syab.g_01589	Pras.g_01823
OG0000686	Syab.g_01588	Pras.g_01824
OG0000687	Syab.g_01586	Pras.g_01825
OG0000688	Syab.g_01576	Pras.g_01828
OG0000689	Syab.g_01574	Pras.g_01829
OG0000690	Syab.g_01573	Pras.g_01830
OG0000691	Syab.g_01572	Pras.g_01831
OG0000692	Syab.g_01571	Pras.g_01833
OG0000693	Syab.g_01569	Pras.g_01834
OG0000694	Syab.g_01568	Pras.g_01835
OG0000695	Syab.g_01417	Pras.g_01837
OG0000696	Syab.g_01416	Pras.g_01838
OG0000697	Syab.g_01415	Pras.g_01839
OG0000698	Syab.g_01412	Pras.g_01842
OG0000699	Syab.g_01411	Pras.g_01843
OG0000700	Syab.g_01410	Pras.g_01844
OG0000701	Syab.g_01409	Pras.g_01845
OG0000702	Syab.g_01401	Pras.g_01847
OG0000703	Syab.g_01400	Pras.g_01848
OG0000704	Syab.g_01398	Pras.g_01849
OG0000705	Syab.g_01391	Pras.g_01853
OG0000706	Syab.g_01390	Pras.g_01854
OG0000707	Syab.g_01389	Pras.g_01855
OG0000708	Syab.g_01386	Pras.g_01856
OG0000709	Syab.g_01378	Pras.g_01860
OG0000710	Syab.g_01367	Pras.g_01863
OG0000711	Syab.g_01340	Pras.g_01881
OG0000712	Syab.g_01338	Pras.g_01883
OG0000713	Syab.g_01337	Pras.g_01884
OG0000714	Syab.g_01334	Pras.g_01885
OG0000715	Syab.g_01332	Pras.g_01887
OG0000716	Syab.g_01328	Pras.g_01889
OG0000717	Syab.g_01327	Pras.g_01890
OG0000718	Syab.g_01323	Pras.g_01903
OG0000719	Syab.g_01321	Pras.g_01905
OG0000720	Syab.g_01307	Pras.g_01914
OG0000721	Syab.g_01305	Pras.g_01916
OG0000722	Syab.g_01304	Pras.g_01917
OG0000723	Syab.g_01678	Pras.g_01920
OG0000724	Syab.g_01223	Pras.g_01929
OG0000725	Syab.g_01207	Pras.g_01935
OG0000726	Syab.g_01206	Pras.g_01936
OG0000727	Syab.g_01205	Pras.g_01937
OG0000728	Syab.g_01203	Pras.g_01939
OG0000729	Syab.g_00097	Pras.g_01984
OG0000730	Syab.g_00521	Pras.g_01988
OG0000731	Syab.g_00531	Pras.g_01992
OG0000732	Syab.g_00055	Pras.g_00003
OG0000733	Syab.g_02798	Pras.g_00024
OG0000734	Syab.g_02508	Pras.g_00041
OG0000735	Syab.g_00942	Pras.g_00043
OG0000736	Syab.g_00943	Pras.g_00044
OG0000737	Syab.g_00944	Pras.g_00045
OG0000738	Syab.g_00949	Pras.g_00049
OG0000739	Syab.g_00961	Pras.g_00050
OG0000740	Syab.g_00962	Pras.g_00051
OG0000741	Syab.g_00965	Pras.g_00052
OG0000742	Syab.g_00968	Pras.g_00055
OG0000743	Syab.g_00970	Pras.g_00057
OG0000744	Syab.g_00971	Pras.g_00058
OG0000745	Syab.g_00973	Pras.g_00059
OG0000746	Syab.g_00975	Pras.g_00061
OG0000747	Syab.g_00976	Pras.g_00062
OG0000748	Syab.g_00991	Pras.g_00065
OG0000749	Syab.g_00992	Pras.g_00066
OG0000750	Syab.g_00993	Pras.g_00067
OG0000751	Syab.g_01002	Pras.g_00069
OG0000752	Syab.g_01004	Pras.g_00071
OG0000753	Syab.g_01007	Pras.g_00074
OG0000754	Syab.g_01012	Pras.g_00077
OG0000755	Syab.g_01021	Pras.g_00080
OG0000756	Syab.g_01022	Pras.g_00081
OG0000757	Syab.g_01029	Pras.g_00087
OG0000758	Syab.g_01030	Pras.g_00088
OG0000759	Syab.g_01031	Pras.g_00089
OG0000760	Syab.g_01032	Pras.g_00090
OG0000761	Syab.g_01034	Pras.g_00091
OG0000762	Syab.g_01036	Pras.g_00092
OG0000763	Syab.g_01038	Pras.g_00094
OG0000764	Syab.g_01039	Pras.g_00095
OG0000765	Syab.g_01154	Pras.g_00105
OG0000766	Syab.g_01153	Pras.g_00106
OG0000767	Syab.g_01151	Pras.g_00108
OG0000768	Syab.g_01150	Pras.g_00109
OG0000769	Syab.g_01148	Pras.g_00111
OG0000770	Syab.g_01145	Pras.g_00113
OG0000771	Syab.g_01229	Pras.g_00122
OG0000772	Syab.g_00957	Pras.g_00178
OG0000773	Syab.g_00931	Pras.g_00199
OG0000774	Syab.g_00924	Pras.g_00201
OG0000775	Syab.g_00922	Pras.g_00204
OG0000776	Syab.g_00921	Pras.g_00205
OG0000777	Syab.g_00920	Pras.g_00206
OG0000778	Syab.g_00919	Pras.g_00207
OG0000779	Syab.g_00913	Pras.g_00211
OG0000780	Syab.g_00908	Pras.g_00212
OG0000781	Syab.g_00904	Pras.g_00214
OG0000782	Syab.g_00903	Pras.g_00216
OG0000783	Syab.g_00902	Pras.g_00217
OG0000784	Syab.g_00901	Pras.g_00218
OG0000785	Syab.g_00899	Pras.g_00220
OG0000786	Syab.g_00895	Pras.g_00223
OG0000787	Syab.g_00894	Pras.g_00224
OG0000788	Syab.g_01857	Pras.g_00237
OG0000789	Syab.g_01835	Pras.g_00240
OG0000790	Syab.g_02082	Pras.g_00255
OG0000791	Syab.g_02080	Pras.g_00257
OG0000792	Syab.g_02079	Pras.g_00258
OG0000793	Syab.g_02074	Pras.g_00261
OG0000794	Syab.g_02073	Pras.g_00262
OG0000795	Syab.g_02072	Pras.g_00263
OG0000796	Syab.g_02068	Pras.g_00267
OG0000797	Syab.g_02067	Pras.g_00268
OG0000798	Syab.g_00298	Pras.g_00286
OG0000799	Syab.g_00826	Pras.g_00332
OG0000800	Syab.g_00821	Pras.g_00333
OG0000801	Syab.g_00820	Pras.g_00334
OG0000802	Syab.g_00816	Pras.g_00336
OG0000803	Syab.g_00806	Pras.g_00338
OG0000804	Syab.g_00802	Pras.g_00339
OG0000805	Syab.g_00792	Pras.g_00341
OG0000806	Syab.g_00790	Pras.g_00343
OG0000807	Syab.g_00788	Pras.g_00344
OG0000808	Syab.g_00783	Pras.g_00345
OG0000809	Syab.g_00780	Pras.g_00348
OG0000810	Syab.g_00779	Pras.g_00349
OG0000811	Syab.g_00770	Pras.g_00353
OG0000812	Syab.g_00768	Pras.g_00355
OG0000813	Syab.g_00767	Pras.g_00356
OG0000814	Syab.g_00765	Pras.g_00358
OG0000815	Syab.g_00760	Pras.g_00359
OG0000816	Syab.g_00758	Pras.g_00361
OG0000817	Syab.g_00757	Pras.g_00362
OG0000818	Syab.g_00751	Pras.g_00367
OG0000819	Syab.g_00750	Pras.g_00368
OG0000820	Syab.g_00749	Pras.g_00369
OG0000821	Syab.g_00743	Pras.g_00373
OG0000822	Syab.g_00741	Pras.g_00374
OG0000823	Syab.g_00740	Pras.g_00375
OG0000824	Syab.g_00735	Pras.g_00378
OG0000825	Syab.g_00734	Pras.g_00379
OG0000826	Syab.g_00733	Pras.g_00380
OG0000827	Syab.g_00732	Pras.g_00381
OG0000828	Syab.g_00729	Pras.g_00385
OG0000829	Syab.g_00728	Pras.g_00386
OG0000830	Syab.g_00727	Pras.g_00387
OG0000831	Syab.g_00725	Pras.g_00389
OG0000832	Syab.g_02169	Pras.g_00395
OG0000833	Syab.g_02178	Pras.g_00405
OG0000834	Syab.g_02181	Pras.g_00406
OG0000835	Syab.g_02182	Pras.g_00407
OG0000836	Syab.g_02185	Pras.g_00408
OG0000837	Syab.g_02186	Pras.g_00409
OG0000838	Syab.g_02190	Pras.g_00411
OG0000839	Syab.g_02191	Pras.g_00412
OG0000840	Syab.g_02192	Pras.g_00413
OG0000841	Syab.g_02193	Pras.g_00414
OG0000842	Syab.g_02194	Pras.g_00415
OG0000843	Syab.g_02195	Pras.g_00416
OG0000844	Syab.g_02197	Pras.g_00417
OG0000845	Syab.g_02198	Pras.g_00418
OG0000846	Syab.g_02199	Pras.g_00419
OG0000847	Syab.g_02200	Pras.g_00420
OG0000848	Syab.g_02202	Pras.g_00421
OG0000849	Syab.g_02203	Pras.g_00422
OG0000850	Syab.g_02212	Pras.g_00424
OG0000851	Syab.g_02226	Pras.g_00425
OG0000852	Syab.g_02227	Pras.g_00426
OG0000853	Syab.g_02233	Pras.g_00430
OG0000854	Syab.g_02235	Pras.g_00432
OG0000855	Syab.g_02236	Pras.g_00433
OG0000856	Syab.g_01889	Pras.g_00448
OG0000857	Syab.g_01290	Pras.g_00473
OG0000858	Syab.g_02244	Pras.g_00544
OG0000859	Syab.g_02245	Pras.g_00545
OG0000860	Syab.g_02258	Pras.g_00552
OG0000861	Syab.g_02259	Pras.g_00553
OG0000862	Syab.g_02261	Pras.g_00554
OG0000863	Syab.g_02265	Pras.g_00556
OG0000864	Syab.g_02266	Pras.g_00557
OG0000865	Syab.g_02267	Pras.g_00558
OG0000866	Syab.g_02268	Pras.g_00559
OG0000867	Syab.g_02269	Pras.g_00560
OG0000868	Syab.g_02287	Pras.g_00561
OG0000869	Syab.g_02292	Pras.g_00565
OG0000870	Syab.g_02297	Pras.g_00570
OG0000871	Syab.g_02298	Pras.g_00571
OG0000872	Syab.g_02305	Pras.g_00572
OG0000873	Syab.g_02308	Pras.g_00575
OG0000874	Syab.g_02311	Pras.g_00578
OG0000875	Syab.g_02313	Pras.g_00579
OG0000876	Syab.g_02315	Pras.g_00580
OG0000877	Syab.g_02317	Pras.g_00582
OG0000878	Syab.g_02318	Pras.g_00583
OG0000879	Syab.g_02319	Pras.g_00584
OG0000880	Syab.g_02320	Pras.g_00585
OG0000881	Syab.g_02325	Pras.g_00589
OG0000882	Syab.g_02330	Pras.g_00594
OG0000883	Syab.g_02332	Pras.g_00596
OG0000884	Syab.g_02334	Pras.g_00598
OG0000885	Syab.g_02335	Pras.g_00599
OG0000886	Syab.g_02336	Pras.g_00600
OG0000887	Syab.g_02338	Pras.g_00601
OG0000888	Syab.g_02340	Pras.g_00603
OG0000889	Syab.g_02342	Pras.g_00605
OG0000890	Syab.g_02348	Pras.g_00606
OG0000891	Syab.g_02349	Pras.g_00607
OG0000892	Syab.g_02353	Pras.g_00609
OG0000893	Syab.g_00366	Pras.g_00613
OG0000894	Syab.g_00369	Pras.g_00615
OG0000895	Syab.g_00373	Pras.g_00618
OG0000896	Syab.g_00374	Pras.g_00619
OG0000897	Syab.g_00376	Pras.g_00621
OG0000898	Syab.g_00377	Pras.g_00622
OG0000899	Syab.g_00378	Pras.g_00623
OG0000900	Syab.g_00379	Pras.g_00624
OG0000901	Syab.g_00384	Pras.g_00627
OG0000902	Syab.g_00386	Pras.g_00629
OG0000903	Syab.g_00399	Pras.g_00632
OG0000904	Syab.g_00395	Pras.g_00634
OG0000905	Syab.g_00390	Pras.g_00639
OG0000906	Syab.g_00388	Pras.g_00640
OG0000907	Syab.g_00401	Pras.g_00645
OG0000908	Syab.g_00404	Pras.g_00648
OG0000909	Syab.g_00405	Pras.g_00649
OG0000910	Syab.g_00406	Pras.g_00650
OG0000911	Syab.g_00408	Pras.g_00652
OG0000912	Syab.g_00409	Pras.g_00653
OG0000913	Syab.g_00410	Pras.g_00654
OG0000914	Syab.g_00411	Pras.g_00655
OG0000915	Syab.g_00412	Pras.g_00656
OG0000916	Syab.g_00413	Pras.g_00657
OG0000917	Syab.g_00414	Pras.g_00658
OG0000918	Syab.g_00415	Pras.g_00659
OG0000919	Syab.g_00416	Pras.g_00660
OG0000920	Syab.g_00417	Pras.g_00661
OG0000921	Syab.g_00418	Pras.g_00662
OG0000922	Syab.g_00419	Pras.g_00663
OG0000923	Syab.g_00423	Pras.g_00667
OG0000924	Syab.g_00424	Pras.g_00668
OG0000925	Syab.g_00425	Pras.g_00669
OG0000926	Syab.g_00426	Pras.g_00670
OG0000927	Syab.g_00428	Pras.g_00672
OG0000928	Syab.g_00429	Pras.g_00673
OG0000929	Syab.g_00430	Pras.g_00674
OG0000930	Syab.g_00431	Pras.g_00675
OG0000931	Syab.g_00432	Pras.g_00676
OG0000932	Syab.g_00433	Pras.g_00677
OG0000933	Syab.g_00439	Pras.g_00681
OG0000934	Syab.g_00441	Pras.g_00683
OG0000935	Syab.g_00442	Pras.g_00684
OG0000936	Syab.g_00443	Pras.g_00685
OG0000937	Syab.g_00444	Pras.g_00686
OG0000938	Syab.g_00447	Pras.g_00688
OG0000939	Syab.g_00448	Pras.g_00689
OG0000940	Syab.g_00456	Pras.g_00696
OG0000941	Syab.g_00458	Pras.g_00698
OG0000942	Syab.g_00460	Pras.g_00700
OG0000943	Syab.g_00461	Pras.g_00701
OG0000944	Syab.g_00463	Pras.g_00702
OG0000945	Syab.g_00466	Pras.g_00703
OG0000946	Syab.g_00473	Pras.g_00707
OG0000947	Syab.g_00476	Pras.g_00709
OG0000948	Syab.g_00477	Pras.g_00710
OG0000949	Syab.g_00212	Pras.g_00713
OG0000950	Syab.g_00204	Pras.g_00718
OG0000951	Syab.g_00199	Pras.g_00722
OG0000952	Syab.g_00191	Pras.g_00726
OG0000953	Syab.g_00134	Pras.g_00729
OG0000954	Syab.g_00129	Pras.g_00733
OG0000955	Syab.g_00128	Pras.g_00734
OG0000956	Syab.g_00126	Pras.g_00736
OG0000957	Syab.g_00115	Pras.g_00741
OG0000958	Syab.g_00114	Pras.g_00742
OG0000959	Syab.g_00110	Pras.g_00746
OG0000960	Syab.g_00109	Pras.g_00747
OG0000961	Syab.g_00100	Pras.g_00749
OG0000962	Syab.g_00098	Pras.g_00751
OG0000963	Syab.g_00093	Pras.g_00755
OG0000964	Syab.g_00092	Pras.g_00756
OG0000965	Syab.g_00091	Pras.g_00757
OG0000966	Syab.g_00082	Pras.g_00765
OG0000967	Syab.g_00078	Pras.g_00770
OG0000968	Syab.g_00075	Pras.g_00772
OG0000969	Syab.g_00073	Pras.g_00773
OG0000970	Syab.g_00072	Pras.g_00774
OG0000971	Syab.g_00070	Pras.g_00775
OG0000972	Syab.g_00069	Pras.g_00776
OG0000973	Syab.g_00068	Pras.g_00777
OG0000974	Syab.g_00067	Pras.g_00778
OG0000975	Syab.g_00066	Pras.g_00779
OG0000976	Syab.g_00065	Pras.g_00780
OG0000977	Syab.g_00063	Pras.g_00781
OG0000978	Syab.g_00062	Pras.g_00782
OG0000979	Syab.g_00059	Pras.g_00785
OG0000980	Syab.g_00056	Pras.g_00787
OG0000981	Syab.g_00053	Pras.g_00789
OG0000982	Syab.g_02756	Pras.g_00791
OG0000983	Syab.g_02757	Pras.g_00792
OG0000984	Syab.g_02758	Pras.g_00793
OG0000985	Syab.g_02762	Pras.g_00796
OG0000986	Syab.g_02764	Pras.g_00798
OG0000987	Syab.g_02768	Pras.g_00799
OG0000988	Syab.g_02774	Pras.g_00802
OG0000989	Syab.g_02792	Pras.g_00805
OG0000990	Syab.g_02811	Pras.g_00808
OG0000991	Syab.g_02818	Pras.g_00809
OG0000992	Syab.g_02821	Pras.g_00812
OG0000993	Syab.g_02822	Pras.g_00813
OG0000994	Syab.g_02826	Pras.g_00814
OG0000995	Syab.g_02835	Pras.g_00818
OG0000996	Syab.g_02866	Pras.g_00819
OG0000997	Syab.g_02875	Pras.g_00820
OG0000998	Syab.g_02877	Pras.g_00822
OG0000999	Syab.g_02878	Pras.g_00823
OG0001000	Syab.g_02881	Pras.g_00826
OG0001001	Syab.g_02888	Pras.g_00828
OG0001002	Syab.g_02900	Pras.g_00832
OG0001003	Syab.g_02902	Pras.g_00834
OG0001004	Syab.g_02903	Pras.g_00835
OG0001005	Syab.g_02905	Pras.g_00836
OG0001006	Syab.g_02912	Pras.g_00840
OG0001007	Syab.g_02914	Pras.g_00842
OG0001008	Syab.g_00584	Pras.g_01315
OG0001009	Syab.g_00033	Pras.g_00869
OG0001010	Syab.g_00034	Pras.g_00870
OG0001011	Syab.g_00035	Pras.g_00871
OG0001012	Syab.g_02752	Pras.g_00896
OG0001013	Syab.g_02716	Pras.g_00901
OG0001014	Syab.g_02712	Pras.g_00904
OG0001015	Syab.g_02711	Pras.g_00905
OG0001016	Syab.g_02439	Pras.g_00924
OG0001017	Syab.g_02445	Pras.g_00928
OG0001018	Syab.g_02447	Pras.g_00931
OG0001019	Syab.g_02469	Pras.g_00940
OG0001020	Syab.g_02477	Pras.g_00941
OG0001021	Syab.g_02481	Pras.g_00942
OG0001022	Syab.g_02485	Pras.g_00945
OG0001023	Syab.g_02486	Pras.g_00946
OG0001024	Syab.g_02490	Pras.g_00949
OG0001025	Syab.g_02497	Pras.g_00955
OG0001026	Syab.g_02510	Pras.g_00962
OG0001027	Syab.g_02515	Pras.g_00963
OG0001028	Syab.g_02517	Pras.g_00965
OG0001029	Syab.g_02519	Pras.g_00966
OG0001030	Syab.g_02540	Pras.g_00981
OG0001031	Syab.g_02615	Pras.g_01037
OG0001032	Syab.g_02617	Pras.g_01038
OG0001033	Syab.g_02675	Pras.g_01060
OG0001034	Syab.g_02370	Pras.g_01088
OG0001035	Syab.g_00335	Pras.g_01106
OG0001036	Syab.g_00327	Pras.g_01111
OG0001037	Syab.g_00325	Pras.g_01112
OG0001038	Syab.g_00297	Pras.g_01130
OG0001039	Syab.g_00294	Pras.g_01133
OG0001040	Syab.g_00291	Pras.g_01135
OG0001041	Syab.g_00286	Pras.g_01139
OG0001042	Syab.g_00254	Pras.g_01156
OG0001043	Syab.g_00250	Pras.g_01157
OG0001044	Syab.g_00522	Pras.g_01186
OG0001045	Syab.g_00534	Pras.g_01195
OG0001046	Syab.g_01352	Pras.g_01232
OG0001047	Syab.g_00586	Pras.g_01317
OG0001048	Syab.g_00587	Pras.g_01318
OG0001049	Syab.g_00590	Pras.g_01320
OG0001050	Syab.g_00591	Pras.g_01321
OG0001051	Syab.g_00592	Pras.g_01322
OG0001052	Syab.g_00693	Pras.g_01349
OG0001053	Syab.g_02099	Pras.g_01361
OG0001054	Syab.g_02118	Pras.g_01376
OG0001055	Syab.g_02139	Pras.g_01395
OG0001056	Syab.g_02036	Pras.g_01413
OG0001057	Syab.g_00882	Pras.g_01418
OG0001058	Syab.g_02014	Pras.g_01426
OG0001059	Syab.g_02010	Pras.g_01430
OG0001060	Syab.g_02003	Pras.g_01437
OG0001061	Syab.g_01985	Pras.g_01450
OG0001062	Syab.g_01983	Pras.g_01452
OG0001063	Syab.g_01979	Pras.g_01454
OG0001064	Syab.g_01978	Pras.g_01455
OG0001065	Syab.g_01976	Pras.g_01456
OG0001066	Syab.g_01975	Pras.g_01457
OG0001067	Syab.g_01974	Pras.g_01459
OG0001068	Syab.g_01973	Pras.g_01460
OG0001069	Syab.g_01972	Pras.g_01461
OG0001070	Syab.g_01968	Pras.g_01464
OG0001071	Syab.g_01967	Pras.g_01465
OG0001072	Syab.g_01962	Pras.g_01466
OG0001073	Syab.g_01947	Pras.g_01480
OG0001074	Syab.g_01815	Pras.g_01491
OG0001075	Syab.g_01919	Pras.g_01492
OG0001076	Syab.g_01897	Pras.g_01500
OG0001077	Syab.g_01887	Pras.g_01504
OG0001079	Syab.g_01856	Pras.g_01523
OG0001080	Syab.g_01756	Pras.g_01529
OG0001081	Syab.g_01530	Pras.g_01531
OG0001082	Syab.g_01531	Pras.g_01532
OG0001083	Syab.g_01540	Pras.g_01537
OG0001084	Syab.g_01543	Pras.g_01538
OG0001085	Syab.g_01563	Pras.g_01546
OG0001086	Syab.g_01565	Pras.g_01547
OG0001087	Syab.g_01167	Pras.g_01564
OG0001088	Syab.g_01170	Pras.g_01565
OG0001089	Syab.g_01198	Pras.g_01573
OG0001090	Syab.g_01267	Pras.g_01607
OG0001091	Syab.g_01270	Pras.g_01609
OG0001092	Syab.g_01272	Pras.g_01610
OG0001093	Syab.g_01664	Pras.g_01615
OG0001094	Syab.g_01567	Pras.g_01695
OG0001095	Syab.g_01287	Pras.g_01714
OG0001096	Syab.g_01693	Pras.g_01727
OG0001097	Syab.g_01718	Pras.g_01745
OG0001098	Syab.g_01497	Pras.g_01760
OG0001099	Syab.g_02518	Pras.g_01791
OG0001100	Syab.g_01640	Pras.g_01793
OG0001101	Syab.g_01639	Pras.g_01795
OG0001102	Syab.g_01636	Pras.g_01798
OG0001103	Syab.g_01634	Pras.g_01800
OG0001104	Syab.g_01590	Pras.g_01822
OG0001105	Syab.g_01585	Pras.g_01826
OG0001106	Syab.g_01397	Pras.g_01850
OG0001107	Syab.g_01385	Pras.g_01857
OG0001108	Syab.g_01377	Pras.g_01861
OG0001109	Syab.g_01368	Pras.g_01862
OG0001110	Syab.g_01366	Pras.g_01864
OG0001111	Syab.g_01364	Pras.g_01865
OG0001112	Syab.g_01362	Pras.g_01866
OG0001113	Syab.g_01593	Pras.g_01867
OG0001114	Syab.g_01361	Pras.g_01868
OG0001115	Syab.g_01357	Pras.g_01870
OG0001116	Syab.g_01355	Pras.g_01871
OG0001117	Syab.g_01354	Pras.g_01872
OG0001118	Syab.g_01353	Pras.g_01873
OG0001119	Syab.g_01351	Pras.g_01874
OG0001120	Syab.g_01347	Pras.g_01876
OG0001121	Syab.g_02159	Pras.g_00021, Pras.g_01880
OG0001122	Syab.g_01320	Pras.g_01906
OG0001123	Syab.g_01312	Pras.g_01910
OG0001124	Syab.g_01310	Pras.g_01912
OG0001125	Syab.g_01308	Pras.g_01913
OG0001126	Syab.g_01231	Pras.g_01923
OG0001127	Syab.g_01230	Pras.g_01924
OG0001128	Syab.g_01227	Pras.g_01926
OG0001129	Syab.g_01225	Pras.g_01927
OG0001130	Syab.g_01224	Pras.g_01928
OG0001131	Syab.g_01609	Pras.g_01964
OG0001132	Syab.g_01790	Pras.g_01973
OG0001133	Syab.g_01895	Pras.g_00009
OG0001134	Syab.g_01748	Pras.g_00023
OG0001135	Syab.g_01747	Pras.g_00026
OG0001136	Syab.g_00966	Pras.g_00053
OG0001137	Syab.g_00990	Pras.g_00064
OG0001138	Syab.g_01023	Pras.g_00082
OG0001139	Syab.g_01025	Pras.g_00083
OG0001140	Syab.g_01026, Syab.g_00642	Pras.g_00084
OG0001141	Syab.g_01027	Pras.g_00085
OG0001142	Syab.g_01028	Pras.g_00086
OG0001143	Syab.g_01037	Pras.g_00093
OG0001144	Syab.g_01052	Pras.g_00099
OG0001145	Syab.g_00928	Pras.g_00200
OG0001146	Syab.g_00907	Pras.g_00213
OG0001147	Syab.g_00716	Pras.g_00236
OG0001148	Syab.g_02085	Pras.g_00252
OG0001149	Syab.g_02084	Pras.g_00253
OG0001150	Syab.g_02083	Pras.g_00254
OG0001151	Syab.g_02070	Pras.g_00265
OG0001152	Syab.g_02069	Pras.g_00266
OG0001153	Syab.g_00731	Pras.g_00382
OG0001154	Syab.g_00730	Pras.g_00384
OG0001155	Syab.g_02171	Pras.g_00396, Pras.g_00397
OG0001156	Syab.g_02174	Pras.g_00400
OG0001157	Syab.g_02175	Pras.g_00401
