Orthogroup	Prbk	Syak
OG0000565	Prbk.g_01881	Syak.g_02679
OG0000566	Prbk.g_01877	Syak.g_02683
OG0000567	Prbk.g_01873	Syak.g_02687
OG0000568	Prbk.g_01871	Syak.g_02690
OG0000569	Prbk.g_01104	Syak.g_02691
OG0000570	Prbk.g_01105	Syak.g_02692
OG0000571	Prbk.g_01108	Syak.g_02696
OG0000572	Prbk.g_01124	Syak.g_02713
OG0000573	Prbk.g_01131	Syak.g_02723
OG0000574	Prbk.g_01132	Syak.g_02724
OG0000575	Prbk.g_01141	Syak.g_02729
OG0000576	Prbk.g_01143	Syak.g_02731
OG0000577	Prbk.g_01144	Syak.g_02732
OG0000578	Prbk.g_01145	Syak.g_02733
OG0000579	Prbk.g_01146	Syak.g_02734
OG0000580	Prbk.g_01147	Syak.g_02735
OG0000581	Prbk.g_01151	Syak.g_02742
OG0000582	Prbk.g_01155	Syak.g_02748
OG0000583	Prbk.g_01156	Syak.g_02749
OG0000584	Prbk.g_01157	Syak.g_02750
OG0000585	Prbk.g_01159	Syak.g_02753
OG0000586	Prbk.g_01161	Syak.g_02754
OG0000587	Prbk.g_01163	Syak.g_02756
OG0000588	Prbk.g_02605	Syak.g_00004
OG0000589	Prbk.g_02608	Syak.g_00008
OG0000590	Prbk.g_02609	Syak.g_00009
OG0000591	Prbk.g_02616	Syak.g_00017
OG0000592	Prbk.g_02617	Syak.g_00018
OG0000593	Prbk.g_02627	Syak.g_00031
OG0000594	Prbk.g_02628	Syak.g_00032
OG0000595	Prbk.g_02629	Syak.g_00033
OG0000596	Prbk.g_02634	Syak.g_00038
OG0000597	Prbk.g_02637	Syak.g_00041
OG0000598	Prbk.g_02638	Syak.g_00042
OG0000599	Prbk.g_02648	Syak.g_00045
OG0000600	Prbk.g_02649	Syak.g_00046
OG0000601	Prbk.g_02650	Syak.g_00047
OG0000602	Prbk.g_02654	Syak.g_00053
OG0000603	Prbk.g_02655	Syak.g_00054
OG0000604	Prbk.g_02656	Syak.g_00056
OG0000605	Prbk.g_00740	Syak.g_00259
OG0000606	Prbk.g_00729	Syak.g_00326
OG0000607	Prbk.g_00726	Syak.g_00329
OG0000608	Prbk.g_00725	Syak.g_00330
OG0000609	Prbk.g_00723	Syak.g_00332
OG0000610	Prbk.g_00715	Syak.g_00347
OG0000611	Prbk.g_00712	Syak.g_00350
OG0000612	Prbk.g_00711	Syak.g_00351
OG0000613	Prbk.g_00478	Syak.g_01525
OG0000614	Prbk.g_01802	Syak.g_00705
OG0000615	Prbk.g_02429	Syak.g_00393
OG0000616	Prbk.g_02262	Syak.g_01810
OG0000617	Prbk.g_00613	Syak.g_00799
OG0000618	Prbk.g_00612	Syak.g_00798
OG0000619	Prbk.g_00611	Syak.g_00797
OG0000620	Prbk.g_00607	Syak.g_00779
OG0000621	Prbk.g_00606	Syak.g_00780
OG0000622	Prbk.g_00605	Syak.g_00781
OG0000623	Prbk.g_00604	Syak.g_00782
OG0000624	Prbk.g_00603	Syak.g_00784
OG0000625	Prbk.g_00602	Syak.g_00785
OG0000626	Prbk.g_00601	Syak.g_00786
OG0000627	Prbk.g_02376	Syak.g_00561
OG0000628	Prbk.g_02375	Syak.g_00560
OG0000629	Prbk.g_02372	Syak.g_00556
OG0000630	Prbk.g_02368	Syak.g_00552
OG0000631	Prbk.g_02362	Syak.g_00545
OG0000632	Prbk.g_02361	Syak.g_00544
OG0000633	Prbk.g_02360	Syak.g_00542
OG0000634	Prbk.g_02464	Syak.g_00430
OG0000635	Prbk.g_02465	Syak.g_00431
OG0000636	Prbk.g_02467	Syak.g_00433
OG0000637	Prbk.g_02469	Syak.g_00435
OG0000638	Prbk.g_02470	Syak.g_00436
OG0000639	Prbk.g_02471	Syak.g_00437
OG0000640	Prbk.g_02472	Syak.g_00438
OG0000641	Prbk.g_02476	Syak.g_00442
OG0000642	Prbk.g_02477	Syak.g_00443
OG0000643	Prbk.g_02478	Syak.g_00444
OG0000644	Prbk.g_02479	Syak.g_00445
OG0000645	Prbk.g_02480	Syak.g_00447
OG0000646	Prbk.g_02483	Syak.g_00450
OG0000647	Prbk.g_02486	Syak.g_00452
OG0000648	Prbk.g_02488	Syak.g_00456
OG0000649	Prbk.g_02489	Syak.g_00457
OG0000650	Prbk.g_02490	Syak.g_00458
OG0000651	Prbk.g_02491	Syak.g_00459
OG0000652	Prbk.g_02492	Syak.g_00460
OG0000653	Prbk.g_02494	Syak.g_00462
OG0000654	Prbk.g_02495	Syak.g_00625
OG0000655	Prbk.g_02496	Syak.g_00624
OG0000656	Prbk.g_02499	Syak.g_00621
OG0000657	Prbk.g_02532	Syak.g_00609
OG0000658	Prbk.g_02534	Syak.g_00606
OG0000659	Prbk.g_02535	Syak.g_00605
OG0000660	Prbk.g_02539	Syak.g_00601
OG0000661	Prbk.g_02541	Syak.g_00599
OG0000662	Prbk.g_02543	Syak.g_00597
OG0000663	Prbk.g_02546	Syak.g_00594
OG0000664	Prbk.g_02547	Syak.g_00593
OG0000665	Prbk.g_02560	Syak.g_00086
OG0000666	Prbk.g_02563	Syak.g_00078
OG0000667	Prbk.g_02570	Syak.g_00340
OG0000668	Prbk.g_00582	Syak.g_00643
OG0000669	Prbk.g_02580	Syak.g_00363
OG0000670	Prbk.g_01662	Syak.g_00366
OG0000671	Prbk.g_02391	Syak.g_00368
OG0000672	Prbk.g_02394	Syak.g_00371
OG0000673	Prbk.g_02397	Syak.g_00374
OG0000674	Prbk.g_02399	Syak.g_00376
OG0000675	Prbk.g_02400	Syak.g_00377
OG0000676	Prbk.g_02408	Syak.g_00379
OG0000677	Prbk.g_02410	Syak.g_00380
OG0000678	Prbk.g_02415	Syak.g_00386
OG0000679	Prbk.g_02435	Syak.g_00397
OG0000680	Prbk.g_02436	Syak.g_00398
OG0000681	Prbk.g_02438	Syak.g_00401
OG0000682	Prbk.g_02439	Syak.g_00402
OG0000683	Prbk.g_02440	Syak.g_00403
OG0000684	Prbk.g_02453	Syak.g_00409
OG0000685	Prbk.g_02451	Syak.g_00411
OG0000686	Prbk.g_02450	Syak.g_00412
OG0000687	Prbk.g_02449	Syak.g_00413
OG0000688	Prbk.g_02455	Syak.g_00418
OG0000689	Prbk.g_02456	Syak.g_00421
OG0000690	Prbk.g_02457	Syak.g_00422
OG0000691	Prbk.g_02458	Syak.g_00423
OG0000692	Prbk.g_02459	Syak.g_00424
OG0000693	Prbk.g_02460	Syak.g_00426
OG0000694	Prbk.g_02461	Syak.g_00427
OG0000695	Prbk.g_02358	Syak.g_00540
OG0000696	Prbk.g_02357	Syak.g_00539
OG0000697	Prbk.g_02355	Syak.g_00538
OG0000698	Prbk.g_02352	Syak.g_00535
OG0000699	Prbk.g_02350	Syak.g_00534
OG0000700	Prbk.g_02349	Syak.g_00533
OG0000701	Prbk.g_02348	Syak.g_00532
OG0000702	Prbk.g_02340	Syak.g_00522
OG0000703	Prbk.g_02339	Syak.g_00521
OG0000704	Prbk.g_02337	Syak.g_00519
OG0000705	Prbk.g_02331	Syak.g_00511
OG0000706	Prbk.g_02330	Syak.g_00510
OG0000707	Prbk.g_02329	Syak.g_00509
OG0000708	Prbk.g_02327	Syak.g_00506
OG0000709	Prbk.g_02320	Syak.g_00498
OG0000710	Prbk.g_02316	Syak.g_00494
OG0000711	Prbk.g_02293	Syak.g_00466
OG0000712	Prbk.g_02292	Syak.g_00464
OG0000713	Prbk.g_00562	Syak.g_00463
OG0000714	Prbk.g_00566	Syak.g_00629
OG0000715	Prbk.g_00568	Syak.g_00631
OG0000716	Prbk.g_00572	Syak.g_00635
OG0000717	Prbk.g_00573	Syak.g_00636
OG0000718	Prbk.g_00578	Syak.g_00640
OG0000719	Prbk.g_00580	Syak.g_00642
OG0000720	Prbk.g_00593	Syak.g_00655
OG0000721	Prbk.g_00594	Syak.g_00657
OG0000722	Prbk.g_00595	Syak.g_00658
OG0000723	Prbk.g_00599	Syak.g_00790
OG0000724	Prbk.g_00061	Syak.g_00749
OG0000725	Prbk.g_00054	Syak.g_00731
OG0000726	Prbk.g_00053	Syak.g_00730
OG0000727	Prbk.g_00052	Syak.g_00729
OG0000728	Prbk.g_00051	Syak.g_00727
OG0000729	Prbk.g_01531	Syak.g_01683
OG0000730	Prbk.g_00869	Syak.g_01248
OG0000731	Prbk.g_00879	Syak.g_01237
OG0000732	Prbk.g_01601	Syak.g_01739
OG0000733	Prbk.g_02202	Syak.g_01905
OG0000734	Prbk.g_00004	Syak.g_02184
OG0000735	Prbk.g_01037	Syak.g_00914
OG0000736	Prbk.g_01036	Syak.g_00913
OG0000737	Prbk.g_01035	Syak.g_00912
OG0000738	Prbk.g_01028	Syak.g_00907
OG0000739	Prbk.g_01026	Syak.g_00906
OG0000740	Prbk.g_01025	Syak.g_00905
OG0000741	Prbk.g_01022	Syak.g_00902
OG0000742	Prbk.g_01020	Syak.g_00899
OG0000743	Prbk.g_01018	Syak.g_00897
OG0000744	Prbk.g_01017	Syak.g_00896
OG0000745	Prbk.g_00141	Syak.g_00894
OG0000746	Prbk.g_00143	Syak.g_00892
OG0000747	Prbk.g_00144	Syak.g_00891
OG0000748	Prbk.g_00156	Syak.g_00875
OG0000749	Prbk.g_00157	Syak.g_00874
OG0000750	Prbk.g_00158	Syak.g_00873
OG0000751	Prbk.g_00105	Syak.g_00862
OG0000752	Prbk.g_00103	Syak.g_00860
OG0000753	Prbk.g_00100	Syak.g_00857
OG0000754	Prbk.g_01501	Syak.g_00852
OG0000755	Prbk.g_00139	Syak.g_00841
OG0000756	Prbk.g_00138	Syak.g_00840
OG0000757	Prbk.g_00131	Syak.g_00833
OG0000758	Prbk.g_00130	Syak.g_00832
OG0000759	Prbk.g_00129	Syak.g_00831
OG0000760	Prbk.g_00128	Syak.g_00830
OG0000761	Prbk.g_00127	Syak.g_00829
OG0000762	Prbk.g_01503	Syak.g_00827
OG0000763	Prbk.g_01505	Syak.g_00825
OG0000764	Prbk.g_01506	Syak.g_00824
OG0000765	Prbk.g_00178	Syak.g_00669
OG0000766	Prbk.g_00177	Syak.g_00670
OG0000767	Prbk.g_00175	Syak.g_00672
OG0000768	Prbk.g_00174	Syak.g_00673
OG0000769	Prbk.g_00098	Syak.g_00675
OG0000770	Prbk.g_00122	Syak.g_00678
OG0000771	Prbk.g_00066	Syak.g_00755
OG0000772	Prbk.g_02011	Syak.g_02048
OG0000773	Prbk.g_00162	Syak.g_00921
OG0000774	Prbk.g_01192	Syak.g_00926
OG0000775	Prbk.g_01190	Syak.g_00929
OG0000776	Prbk.g_01189	Syak.g_00930
OG0000777	Prbk.g_01188	Syak.g_00931
OG0000778	Prbk.g_01187	Syak.g_00932
OG0000779	Prbk.g_01182	Syak.g_00938
OG0000780	Prbk.g_01179	Syak.g_00942
OG0000781	Prbk.g_01175	Syak.g_00946
OG0000782	Prbk.g_01174	Syak.g_00947
OG0000783	Prbk.g_01173	Syak.g_00948
OG0000784	Prbk.g_01172	Syak.g_00949
OG0000785	Prbk.g_01170	Syak.g_00951
OG0000786	Prbk.g_01167	Syak.g_00956
OG0000787	Prbk.g_01166	Syak.g_00957
OG0000788	Prbk.g_00334	Syak.g_00048
OG0000789	Prbk.g_01691	Syak.g_00085
OG0000790	Prbk.g_02048	Syak.g_02560
OG0000791	Prbk.g_02046	Syak.g_02558
OG0000792	Prbk.g_02045	Syak.g_02557
OG0000793	Prbk.g_02041	Syak.g_02552
OG0000794	Prbk.g_02040	Syak.g_02551
OG0000795	Prbk.g_02039	Syak.g_02550
OG0000796	Prbk.g_02035	Syak.g_02547
OG0000797	Prbk.g_02034	Syak.g_02546
OG0000798	Prbk.g_00414	Syak.g_01456
OG0000799	Prbk.g_01929	Syak.g_00981
OG0000800	Prbk.g_01930	Syak.g_00989
OG0000801	Prbk.g_01931	Syak.g_00990
OG0000802	Prbk.g_01938	Syak.g_00995
OG0000803	Prbk.g_00244	Syak.g_01021
OG0000804	Prbk.g_00246	Syak.g_01026
OG0000805	Prbk.g_00248	Syak.g_01029
OG0000806	Prbk.g_00250	Syak.g_01031
OG0000807	Prbk.g_00252	Syak.g_01033
OG0000808	Prbk.g_00253	Syak.g_01034
OG0000809	Prbk.g_00257	Syak.g_01038
OG0000810	Prbk.g_00258	Syak.g_01039
OG0000811	Prbk.g_00270	Syak.g_01045
OG0000812	Prbk.g_00272	Syak.g_01047
OG0000813	Prbk.g_00273	Syak.g_01048
OG0000814	Prbk.g_00275	Syak.g_01051
OG0000815	Prbk.g_00276	Syak.g_01053
OG0000816	Prbk.g_00278	Syak.g_01055
OG0000817	Prbk.g_00279	Syak.g_01056
OG0000818	Prbk.g_01237	Syak.g_01060
OG0000819	Prbk.g_01236	Syak.g_01064
OG0000820	Prbk.g_01235	Syak.g_01065
OG0000821	Prbk.g_01228	Syak.g_01071
OG0000822	Prbk.g_01226	Syak.g_01073
OG0000823	Prbk.g_01225	Syak.g_01074
OG0000824	Prbk.g_01221	Syak.g_01080
OG0000825	Prbk.g_01220	Syak.g_01081
OG0000826	Prbk.g_01219	Syak.g_01082
OG0000827	Prbk.g_01218	Syak.g_01083
OG0000828	Prbk.g_01215	Syak.g_01086
OG0000829	Prbk.g_01214	Syak.g_01087
OG0000830	Prbk.g_01213	Syak.g_01088
OG0000831	Prbk.g_01211	Syak.g_01091
OG0000832	Prbk.g_02006	Syak.g_02482
OG0000833	Prbk.g_01998	Syak.g_02473
OG0000834	Prbk.g_01997	Syak.g_02470
OG0000835	Prbk.g_01996	Syak.g_02469
OG0000836	Prbk.g_01994	Syak.g_02466
OG0000837	Prbk.g_01993	Syak.g_02465
OG0000838	Prbk.g_01990	Syak.g_02461
OG0000839	Prbk.g_01989	Syak.g_02460
OG0000840	Prbk.g_01988	Syak.g_02459
OG0000841	Prbk.g_01987	Syak.g_02458
OG0000842	Prbk.g_01986	Syak.g_02457
OG0000843	Prbk.g_01985	Syak.g_02456
OG0000844	Prbk.g_01983	Syak.g_02454
OG0000845	Prbk.g_01982	Syak.g_02453
OG0000846	Prbk.g_01981	Syak.g_02452
OG0000847	Prbk.g_01980	Syak.g_02451
OG0000848	Prbk.g_01979	Syak.g_02449
OG0000849	Prbk.g_01978	Syak.g_02448
OG0000850	Prbk.g_01977	Syak.g_02445
OG0000851	Prbk.g_00937	Syak.g_02440
OG0000852	Prbk.g_00936	Syak.g_02439
OG0000853	Prbk.g_00932	Syak.g_02435
OG0000854	Prbk.g_00930	Syak.g_02433
OG0000855	Prbk.g_00929	Syak.g_02432
OG0000856	Prbk.g_02619	Syak.g_00021
OG0000857	Prbk.g_02485	Syak.g_00451
OG0000858	Prbk.g_00918	Syak.g_02426
OG0000859	Prbk.g_00917	Syak.g_02425
OG0000860	Prbk.g_00905	Syak.g_02414
OG0000861	Prbk.g_00904	Syak.g_02413
OG0000862	Prbk.g_00902	Syak.g_02412
OG0000863	Prbk.g_01451	Syak.g_02409
OG0000864	Prbk.g_01450	Syak.g_02408
OG0000865	Prbk.g_01449	Syak.g_02407
OG0000866	Prbk.g_01448	Syak.g_02406
OG0000867	Prbk.g_01447	Syak.g_02405
OG0000868	Prbk.g_01445	Syak.g_02402
OG0000869	Prbk.g_01442	Syak.g_02398
OG0000870	Prbk.g_01437	Syak.g_02393
OG0000871	Prbk.g_01436	Syak.g_02392
OG0000872	Prbk.g_01434	Syak.g_02386
OG0000873	Prbk.g_01431	Syak.g_02383
OG0000874	Prbk.g_01427	Syak.g_02379
OG0000875	Prbk.g_01426	Syak.g_02377
OG0000876	Prbk.g_01425	Syak.g_02375
OG0000877	Prbk.g_01422	Syak.g_02372
OG0000878	Prbk.g_01421	Syak.g_02371
OG0000879	Prbk.g_01420	Syak.g_02370
OG0000880	Prbk.g_01419	Syak.g_02369
OG0000881	Prbk.g_01414	Syak.g_02363
OG0000882	Prbk.g_01409	Syak.g_02358
OG0000883	Prbk.g_01407	Syak.g_02355
OG0000884	Prbk.g_01405	Syak.g_02353
OG0000885	Prbk.g_01404	Syak.g_02352
OG0000886	Prbk.g_01403	Syak.g_02351
OG0000887	Prbk.g_01402	Syak.g_02350
OG0000888	Prbk.g_01400	Syak.g_02348
OG0000889	Prbk.g_01398	Syak.g_02346
OG0000890	Prbk.g_01384	Syak.g_02334
OG0000891	Prbk.g_01383	Syak.g_02333
OG0000892	Prbk.g_01381	Syak.g_02329
OG0000893	Prbk.g_01901	Syak.g_01393
OG0000894	Prbk.g_01905	Syak.g_01390
OG0000895	Prbk.g_01910	Syak.g_01386
OG0000896	Prbk.g_01911	Syak.g_01385
OG0000897	Prbk.g_01913	Syak.g_01383
OG0000898	Prbk.g_01914	Syak.g_01382
OG0000899	Prbk.g_01915	Syak.g_01381
OG0000900	Prbk.g_01916	Syak.g_01380
OG0000901	Prbk.g_01920	Syak.g_01375
OG0000902	Prbk.g_01922	Syak.g_01368
OG0000903	Prbk.g_00990	Syak.g_01353
OG0000904	Prbk.g_00995	Syak.g_01358
OG0000905	Prbk.g_00997	Syak.g_01363
OG0000906	Prbk.g_01926	Syak.g_01366
OG0000907	Prbk.g_00988	Syak.g_01351
OG0000908	Prbk.g_00985	Syak.g_01348
OG0000909	Prbk.g_00984	Syak.g_01347
OG0000910	Prbk.g_00983	Syak.g_01346
OG0000911	Prbk.g_00981	Syak.g_01344
OG0000912	Prbk.g_00980	Syak.g_01343
OG0000913	Prbk.g_00979	Syak.g_01342
OG0000914	Prbk.g_00978	Syak.g_01341
OG0000915	Prbk.g_00977	Syak.g_01339
OG0000916	Prbk.g_00976	Syak.g_01338
OG0000917	Prbk.g_00975	Syak.g_01337
OG0000918	Prbk.g_00974	Syak.g_01336
OG0000919	Prbk.g_00973	Syak.g_01335
OG0000920	Prbk.g_00972	Syak.g_01334
OG0000921	Prbk.g_00971	Syak.g_01333
OG0000922	Prbk.g_00970	Syak.g_01332
OG0000923	Prbk.g_00966	Syak.g_01328
OG0000924	Prbk.g_00965	Syak.g_01327
OG0000925	Prbk.g_00964	Syak.g_01326
OG0000926	Prbk.g_00963	Syak.g_01325
OG0000927	Prbk.g_00961	Syak.g_01323
OG0000928	Prbk.g_00960	Syak.g_01322
OG0000929	Prbk.g_00959	Syak.g_01321
OG0000930	Prbk.g_00958	Syak.g_01320
OG0000931	Prbk.g_00957	Syak.g_01319
OG0000932	Prbk.g_00956	Syak.g_01318
OG0000933	Prbk.g_00951	Syak.g_01312
OG0000934	Prbk.g_00949	Syak.g_01310
OG0000935	Prbk.g_00948	Syak.g_01309
OG0000936	Prbk.g_00947	Syak.g_01308
OG0000937	Prbk.g_00946	Syak.g_01307
OG0000938	Prbk.g_00797	Syak.g_01304
OG0000939	Prbk.g_00798	Syak.g_01303
OG0000940	Prbk.g_00807	Syak.g_01297
OG0000941	Prbk.g_00809	Syak.g_01295
OG0000942	Prbk.g_00811	Syak.g_01293
OG0000943	Prbk.g_00812	Syak.g_01292
OG0000944	Prbk.g_00814	Syak.g_01290
OG0000945	Prbk.g_00816	Syak.g_01288
OG0000946	Prbk.g_00844	Syak.g_01283
OG0000947	Prbk.g_00847	Syak.g_01280
OG0000948	Prbk.g_00848	Syak.g_01279
OG0000949	Prbk.g_00851	Syak.g_01551
OG0000950	Prbk.g_00513	Syak.g_01562
OG0000951	Prbk.g_00518	Syak.g_01569
OG0000952	Prbk.g_00525	Syak.g_01574
OG0000953	Prbk.g_00529	Syak.g_01627
OG0000954	Prbk.g_00216	Syak.g_01633
OG0000955	Prbk.g_00217	Syak.g_01634
OG0000956	Prbk.g_00219	Syak.g_01636
OG0000957	Prbk.g_00235	Syak.g_01648
OG0000958	Prbk.g_00236	Syak.g_01649
OG0000959	Prbk.g_01482	Syak.g_01653
OG0000960	Prbk.g_01483	Syak.g_01654
OG0000961	Prbk.g_01494	Syak.g_01679
OG0000962	Prbk.g_01530	Syak.g_01682
OG0000963	Prbk.g_01535	Syak.g_01687
OG0000964	Prbk.g_01536	Syak.g_01688
OG0000965	Prbk.g_01537	Syak.g_01689
OG0000966	Prbk.g_01571	Syak.g_01711
OG0000967	Prbk.g_01577	Syak.g_01715
OG0000968	Prbk.g_01580	Syak.g_01719
OG0000969	Prbk.g_01582	Syak.g_01721
OG0000970	Prbk.g_01583	Syak.g_01722
OG0000971	Prbk.g_01585	Syak.g_01724
OG0000972	Prbk.g_01586	Syak.g_01725
OG0000973	Prbk.g_01587	Syak.g_01726
OG0000974	Prbk.g_01588	Syak.g_01727
OG0000975	Prbk.g_01589	Syak.g_01728
OG0000976	Prbk.g_01590	Syak.g_01729
OG0000977	Prbk.g_01592	Syak.g_01731
OG0000978	Prbk.g_01593	Syak.g_01732
OG0000979	Prbk.g_01596	Syak.g_01735
OG0000980	Prbk.g_01600	Syak.g_01738
OG0000981	Prbk.g_01603	Syak.g_01741
OG0000982	Prbk.g_02161	Syak.g_01941
OG0000983	Prbk.g_02162	Syak.g_01940
OG0000984	Prbk.g_02163	Syak.g_01939
OG0000985	Prbk.g_02167	Syak.g_01935
OG0000986	Prbk.g_02169	Syak.g_01933
OG0000987	Prbk.g_02171	Syak.g_01931
OG0000988	Prbk.g_02175	Syak.g_01925
OG0000989	Prbk.g_02185	Syak.g_01912
OG0000990	Prbk.g_02207	Syak.g_01900
OG0000991	Prbk.g_02210	Syak.g_01896
OG0000992	Prbk.g_02213	Syak.g_01893
OG0000993	Prbk.g_02214	Syak.g_01892
OG0000994	Prbk.g_02217	Syak.g_01889
OG0000995	Prbk.g_02226	Syak.g_01880
OG0000996	Prbk.g_02239	Syak.g_01839
OG0000997	Prbk.g_02248	Syak.g_01828
OG0000998	Prbk.g_02250	Syak.g_01826
OG0000999	Prbk.g_02251	Syak.g_01825
OG0001000	Prbk.g_02254	Syak.g_01821
OG0001001	Prbk.g_02258	Syak.g_01814
OG0001002	Prbk.g_02265	Syak.g_01807
OG0001003	Prbk.g_02267	Syak.g_01806
OG0001004	Prbk.g_02268	Syak.g_01805
OG0001005	Prbk.g_02270	Syak.g_01804
OG0001006	Prbk.g_02276	Syak.g_01797
OG0001007	Prbk.g_02278	Syak.g_01795
OG0001008	Prbk.g_00327	Syak.g_01190
OG0001009	Prbk.g_01622	Syak.g_01762
OG0001010	Prbk.g_01621	Syak.g_01761
OG0001011	Prbk.g_01619	Syak.g_01759
OG0001012	Prbk.g_02158	Syak.g_01946
OG0001013	Prbk.g_02133	Syak.g_01969
OG0001014	Prbk.g_02124	Syak.g_01975
OG0001015	Prbk.g_02123	Syak.g_01976
OG0001016	Prbk.g_01315	Syak.g_02250
OG0001017	Prbk.g_01309	Syak.g_02244
OG0001018	Prbk.g_01307	Syak.g_02242
OG0001019	Prbk.g_01294	Syak.g_02218
OG0001020	Prbk.g_00035	Syak.g_02214
OG0001021	Prbk.g_00031	Syak.g_02210
OG0001022	Prbk.g_00026	Syak.g_02205
OG0001023	Prbk.g_00025	Syak.g_02204
OG0001024	Prbk.g_00021	Syak.g_02201
OG0001025	Prbk.g_00014	Syak.g_02195
OG0001026	Prbk.g_00001	Syak.g_02182
OG0001027	Prbk.g_00190	Syak.g_02178
OG0001028	Prbk.g_00192	Syak.g_02176
OG0001029	Prbk.g_00194	Syak.g_02174
OG0001030	Prbk.g_00547	Syak.g_02153
OG0001031	Prbk.g_01275	Syak.g_02079
OG0001032	Prbk.g_01272	Syak.g_02077
OG0001033	Prbk.g_00633	Syak.g_02037
OG0001034	Prbk.g_01521	Syak.g_02305
OG0001035	Prbk.g_00372	Syak.g_01422
OG0001036	Prbk.g_00376	Syak.g_01427
OG0001037	Prbk.g_00378	Syak.g_01429
OG0001038	Prbk.g_00415	Syak.g_01457
OG0001039	Prbk.g_00418	Syak.g_01460
OG0001040	Prbk.g_00421	Syak.g_01463
OG0001041	Prbk.g_00426	Syak.g_01468
OG0001042	Prbk.g_00451	Syak.g_01500
OG0001043	Prbk.g_00453	Syak.g_01504
OG0001044	Prbk.g_00870	Syak.g_01247
OG0001045	Prbk.g_00882	Syak.g_01234
OG0001046	Prbk.g_00924	Syak.g_00479
OG0001047	Prbk.g_00325	Syak.g_01188
OG0001048	Prbk.g_00324	Syak.g_01187
OG0001049	Prbk.g_00321	Syak.g_01184
OG0001050	Prbk.g_00320	Syak.g_01183
OG0001051	Prbk.g_00319	Syak.g_01182
OG0001052	Prbk.g_02109	Syak.g_01122
OG0001053	Prbk.g_02064	Syak.g_02577
OG0001054	Prbk.g_01861	Syak.g_02596
OG0001055	Prbk.g_01056	Syak.g_02617
OG0001056	Prbk.g_01085	Syak.g_02645
OG0001057	Prbk.g_01097	Syak.g_00964
OG0001058	Prbk.g_01893	Syak.g_02668
OG0001060	Prbk.g_01882	Syak.g_02677
OG0001061	Prbk.g_01109	Syak.g_02697
OG0001062	Prbk.g_01111	Syak.g_02699
OG0001063	Prbk.g_01115	Syak.g_02704
OG0001064	Prbk.g_01116	Syak.g_02705
OG0001065	Prbk.g_01117	Syak.g_02706
OG0001066	Prbk.g_01118	Syak.g_02707
OG0001067	Prbk.g_01119	Syak.g_02708
OG0001068	Prbk.g_01120	Syak.g_02709
OG0001069	Prbk.g_01121	Syak.g_02710
OG0001070	Prbk.g_01125	Syak.g_02714
OG0001071	Prbk.g_01126	Syak.g_02715
OG0001072	Prbk.g_01129	Syak.g_02721
OG0001073	Prbk.g_01148	Syak.g_02736
OG0001074	Prbk.g_02602	Syak.g_00098
OG0001075	Prbk.g_02603	Syak.g_02760
OG0001076	Prbk.g_02611	Syak.g_00011
OG0001077	Prbk.g_02621	Syak.g_00024
OG0001078	Prbk.g_02632	Syak.g_00036
OG0001079	Prbk.g_02651	Syak.g_00049
OG0001080	Prbk.g_00738	Syak.g_00264
OG0001081	Prbk.g_00728	Syak.g_00327
OG0001082	Prbk.g_00727	Syak.g_00328
OG0001083	Prbk.g_00719	Syak.g_00336
OG0001084	Prbk.g_00718	Syak.g_00337
OG0001085	Prbk.g_00708	Syak.g_00354
OG0001086	Prbk.g_00706	Syak.g_00356
OG0001087	Prbk.g_01821	Syak.g_00691
OG0001088	Prbk.g_01817	Syak.g_00694
OG0001089	Prbk.g_01764	Syak.g_00722
OG0001090	Prbk.g_00617	Syak.g_00806
OG0001091	Prbk.g_00615	Syak.g_00804
OG0001092	Prbk.g_00614	Syak.g_00801
OG0001093	Prbk.g_00610	Syak.g_00794
OG0001094	Prbk.g_02462	Syak.g_00428
OG0001095	Prbk.g_02481	Syak.g_00448
OG0001096	Prbk.g_02497	Syak.g_00623
OG0001097	Prbk.g_02542	Syak.g_00598
OG0001098	Prbk.g_02379	Syak.g_00578
OG0001099	Prbk.g_00193	Syak.g_02175
OG0001100	Prbk.g_02389	Syak.g_00365
OG0001101	Prbk.g_02390	Syak.g_00367
OG0001102	Prbk.g_02393	Syak.g_00370
OG0001103	Prbk.g_02395	Syak.g_00372
OG0001104	Prbk.g_02452	Syak.g_00410
OG0001105	Prbk.g_02447	Syak.g_00414
OG0001106	Prbk.g_02336	Syak.g_00518
OG0001107	Prbk.g_02326	Syak.g_00505
OG0001108	Prbk.g_02319	Syak.g_00497
OG0001109	Prbk.g_02317	Syak.g_00495
OG0001110	Prbk.g_02315	Syak.g_00493
OG0001111	Prbk.g_02313	Syak.g_00491
OG0001112	Prbk.g_02311	Syak.g_00489
OG0001113	Prbk.g_02310	Syak.g_00406
OG0001114	Prbk.g_02309	Syak.g_00488
OG0001115	Prbk.g_02307	Syak.g_00484
OG0001116	Prbk.g_02306	Syak.g_00482
OG0001117	Prbk.g_02305	Syak.g_00481
OG0001118	Prbk.g_02304	Syak.g_00480
OG0001119	Prbk.g_02303	Syak.g_00478
OG0001120	Prbk.g_02301	Syak.g_00474
OG0001123	Prbk.g_00588	Syak.g_00650
OG0001124	Prbk.g_00590	Syak.g_00652
OG0001125	Prbk.g_00592	Syak.g_00654
OG0001126	Prbk.g_00068	Syak.g_00757
