Orthogroup	Prbk	Syaa
OG0000547	Prbk.g_01054	Syaa.g_02012
OG0000548	Prbk.g_01055	Syaa.g_02011
OG0000549	Prbk.g_01061	Syaa.g_02003
OG0000550	Prbk.g_01066	Syaa.g_01998
OG0000551	Prbk.g_01070	Syaa.g_01993
OG0000552	Prbk.g_01071	Syaa.g_01992
OG0000553	Prbk.g_01076	Syaa.g_01990
OG0000554	Prbk.g_01081	Syaa.g_01979
OG0000555	Prbk.g_01099	Syaa.g_01961
OG0000556	Prbk.g_02686	Syaa.g_01957
OG0000557	Prbk.g_01898	Syaa.g_01955
OG0000558	Prbk.g_01895	Syaa.g_01953
OG0000559	Prbk.g_01891	Syaa.g_01949
OG0000560	Prbk.g_01888	Syaa.g_01946
OG0000561	Prbk.g_01887	Syaa.g_01945
OG0000562	Prbk.g_01886	Syaa.g_01944
OG0000563	Prbk.g_01885	Syaa.g_01943
OG0000564	Prbk.g_01884	Syaa.g_01942
OG0000565	Prbk.g_01881	Syaa.g_01939
OG0000566	Prbk.g_01877	Syaa.g_01935
OG0000567	Prbk.g_01873	Syaa.g_01931
OG0000568	Prbk.g_01871	Syaa.g_01928
OG0000569	Prbk.g_01104	Syaa.g_01925
OG0000570	Prbk.g_01105	Syaa.g_01924
OG0000571	Prbk.g_01108	Syaa.g_01920
OG0000572	Prbk.g_01124	Syaa.g_01904
OG0000573	Prbk.g_01131	Syaa.g_01896
OG0000574	Prbk.g_01132	Syaa.g_01895
OG0000575	Prbk.g_01141	Syaa.g_01891
OG0000576	Prbk.g_01143	Syaa.g_01889
OG0000577	Prbk.g_01144	Syaa.g_01888
OG0000578	Prbk.g_01145	Syaa.g_01887
OG0000579	Prbk.g_01146	Syaa.g_01886
OG0000580	Prbk.g_01147	Syaa.g_01885
OG0000581	Prbk.g_01151	Syaa.g_01879
OG0000582	Prbk.g_01155	Syaa.g_01687
OG0000583	Prbk.g_01156	Syaa.g_01686
OG0000584	Prbk.g_01157	Syaa.g_01685
OG0000585	Prbk.g_01159	Syaa.g_01683
OG0000586	Prbk.g_01161	Syaa.g_01682
OG0000587	Prbk.g_01163	Syaa.g_01680
OG0000588	Prbk.g_02605	Syaa.g_01666
OG0000589	Prbk.g_02608	Syaa.g_01662
OG0000590	Prbk.g_02609	Syaa.g_01661
OG0000591	Prbk.g_02616	Syaa.g_01653
OG0000592	Prbk.g_02617	Syaa.g_01652
OG0000593	Prbk.g_02627	Syaa.g_01638
OG0000594	Prbk.g_02628	Syaa.g_01637
OG0000595	Prbk.g_02629	Syaa.g_01636
OG0000596	Prbk.g_02634	Syaa.g_01630
OG0000597	Prbk.g_02637	Syaa.g_01627
OG0000598	Prbk.g_02638	Syaa.g_01626
OG0000599	Prbk.g_02648	Syaa.g_01623
OG0000600	Prbk.g_02649	Syaa.g_01622
OG0000601	Prbk.g_02650	Syaa.g_01621
OG0000602	Prbk.g_02654	Syaa.g_01616
OG0000603	Prbk.g_02655	Syaa.g_01615
OG0000604	Prbk.g_02656	Syaa.g_01612
OG0000605	Prbk.g_00740	Syaa.g_01447
OG0000606	Prbk.g_00729	Syaa.g_01055
OG0000607	Prbk.g_00726	Syaa.g_01058
OG0000608	Prbk.g_00725	Syaa.g_01059
OG0000609	Prbk.g_00723	Syaa.g_01061
OG0000610	Prbk.g_00715	Syaa.g_01068
OG0000611	Prbk.g_00712	Syaa.g_01071
OG0000612	Prbk.g_00711	Syaa.g_01072
OG0000613	Prbk.g_00478	Syaa.g_00199
OG0000614	Prbk.g_01802	Syaa.g_00906
OG0000615	Prbk.g_02429	Syaa.g_01113
OG0000616	Prbk.g_02262	Syaa.g_02742
OG0000617	Prbk.g_00613	Syaa.g_01244
OG0000618	Prbk.g_00612	Syaa.g_01245
OG0000619	Prbk.g_00611	Syaa.g_01246
OG0000620	Prbk.g_00607	Syaa.g_01259
OG0000621	Prbk.g_00606	Syaa.g_01260
OG0000622	Prbk.g_00605	Syaa.g_01261
OG0000623	Prbk.g_00604	Syaa.g_01262
OG0000624	Prbk.g_00603	Syaa.g_01264
OG0000625	Prbk.g_00602	Syaa.g_01265
OG0000626	Prbk.g_00601	Syaa.g_01266
OG0000627	Prbk.g_02376	Syaa.g_01414
OG0000628	Prbk.g_02375	Syaa.g_01413
OG0000629	Prbk.g_02372	Syaa.g_01410
OG0000630	Prbk.g_02368	Syaa.g_01406
OG0000631	Prbk.g_02362	Syaa.g_01400
OG0000632	Prbk.g_02361	Syaa.g_01399
OG0000633	Prbk.g_02360	Syaa.g_01397
OG0000634	Prbk.g_02464	Syaa.g_01150
OG0000635	Prbk.g_02465	Syaa.g_01151
OG0000636	Prbk.g_02467	Syaa.g_01153
OG0000637	Prbk.g_02469	Syaa.g_01155
OG0000638	Prbk.g_02470	Syaa.g_01156
OG0000639	Prbk.g_02471	Syaa.g_01157
OG0000640	Prbk.g_02472	Syaa.g_01158
OG0000641	Prbk.g_02476	Syaa.g_01162
OG0000642	Prbk.g_02477	Syaa.g_01163
OG0000643	Prbk.g_02478	Syaa.g_01165
OG0000644	Prbk.g_02479	Syaa.g_01166
OG0000645	Prbk.g_02480	Syaa.g_01184
OG0000646	Prbk.g_02483	Syaa.g_01187
OG0000647	Prbk.g_02486	Syaa.g_01189
OG0000648	Prbk.g_02488	Syaa.g_01191
OG0000649	Prbk.g_02489	Syaa.g_01192
OG0000650	Prbk.g_02490	Syaa.g_01193
OG0000651	Prbk.g_02491	Syaa.g_01194
OG0000652	Prbk.g_02492	Syaa.g_01195
OG0000653	Prbk.g_02494	Syaa.g_01197
OG0000654	Prbk.g_02495	Syaa.g_01198
OG0000655	Prbk.g_02496	Syaa.g_01199
OG0000656	Prbk.g_02499	Syaa.g_01202
OG0000657	Prbk.g_02532	Syaa.g_00838
OG0000658	Prbk.g_02534	Syaa.g_00836
OG0000659	Prbk.g_02535	Syaa.g_00835
OG0000660	Prbk.g_02539	Syaa.g_00831
OG0000661	Prbk.g_02541	Syaa.g_00829
OG0000662	Prbk.g_02543	Syaa.g_00827
OG0000663	Prbk.g_02546	Syaa.g_00824
OG0000664	Prbk.g_02547	Syaa.g_00823
OG0000665	Prbk.g_02560	Syaa.g_01442
OG0000666	Prbk.g_02563	Syaa.g_01448
OG0000668	Prbk.g_00582	Syaa.g_01300
OG0000669	Prbk.g_02580	Syaa.g_01084
OG0000670	Prbk.g_01662	Syaa.g_01087
OG0000671	Prbk.g_02391	Syaa.g_01089
OG0000672	Prbk.g_02394	Syaa.g_01092
OG0000673	Prbk.g_02397	Syaa.g_01095
OG0000674	Prbk.g_02399	Syaa.g_01097
OG0000675	Prbk.g_02400	Syaa.g_01098
OG0000676	Prbk.g_02408	Syaa.g_01100
OG0000677	Prbk.g_02410	Syaa.g_01101
OG0000678	Prbk.g_02415	Syaa.g_01106
OG0000679	Prbk.g_02435	Syaa.g_01116
OG0000680	Prbk.g_02436	Syaa.g_01117
OG0000681	Prbk.g_02438	Syaa.g_01120
OG0000682	Prbk.g_02439	Syaa.g_01121
OG0000683	Prbk.g_02440	Syaa.g_01122
OG0000684	Prbk.g_02453	Syaa.g_01132
OG0000685	Prbk.g_02451	Syaa.g_01134
OG0000686	Prbk.g_02450	Syaa.g_01135
OG0000687	Prbk.g_02449	Syaa.g_01136
OG0000688	Prbk.g_02455	Syaa.g_01140
OG0000689	Prbk.g_02456	Syaa.g_01142
OG0000690	Prbk.g_02457	Syaa.g_01143
OG0000691	Prbk.g_02458	Syaa.g_01144
OG0000692	Prbk.g_02459	Syaa.g_01145
OG0000693	Prbk.g_02460	Syaa.g_01146
OG0000694	Prbk.g_02461	Syaa.g_01147
OG0000695	Prbk.g_02358	Syaa.g_01395
OG0000696	Prbk.g_02357	Syaa.g_01394
OG0000697	Prbk.g_02355	Syaa.g_01392
OG0000698	Prbk.g_02352	Syaa.g_01389
OG0000699	Prbk.g_02350	Syaa.g_01387
OG0000700	Prbk.g_02349	Syaa.g_01386
OG0000701	Prbk.g_02348	Syaa.g_01385
OG0000702	Prbk.g_02340	Syaa.g_01376
OG0000703	Prbk.g_02339	Syaa.g_01375
OG0000704	Prbk.g_02337	Syaa.g_01373
OG0000705	Prbk.g_02331	Syaa.g_01365
OG0000706	Prbk.g_02330	Syaa.g_01364
OG0000707	Prbk.g_02329	Syaa.g_01363
OG0000708	Prbk.g_02327	Syaa.g_01360
OG0000709	Prbk.g_02320	Syaa.g_01351
OG0000710	Prbk.g_02316	Syaa.g_01348
OG0000711	Prbk.g_02293	Syaa.g_01320
OG0000712	Prbk.g_02292	Syaa.g_01318
OG0000713	Prbk.g_00562	Syaa.g_01317
OG0000714	Prbk.g_00566	Syaa.g_01315
OG0000715	Prbk.g_00568	Syaa.g_01313
OG0000716	Prbk.g_00572	Syaa.g_01309
OG0000717	Prbk.g_00573	Syaa.g_01308
OG0000718	Prbk.g_00578	Syaa.g_01304
OG0000719	Prbk.g_00580	Syaa.g_01302
OG0000720	Prbk.g_00593	Syaa.g_01289
OG0000721	Prbk.g_00594	Syaa.g_01287
OG0000722	Prbk.g_00595	Syaa.g_01286
OG0000723	Prbk.g_00599	Syaa.g_01268
OG0000724	Prbk.g_00061	Syaa.g_00872
OG0000725	Prbk.g_00054	Syaa.g_00882
OG0000726	Prbk.g_00053	Syaa.g_00883
OG0000727	Prbk.g_00052	Syaa.g_00884
OG0000728	Prbk.g_00051	Syaa.g_00886
OG0000729	Prbk.g_01531	Syaa.g_00100
OG0000730	Prbk.g_00869	Syaa.g_02185
OG0000731	Prbk.g_00879	Syaa.g_02173
OG0000732	Prbk.g_01601	Syaa.g_00054
OG0000733	Prbk.g_02202	Syaa.g_02621
OG0000734	Prbk.g_00004	Syaa.g_02388
OG0000735	Prbk.g_01037	Syaa.g_00754
OG0000736	Prbk.g_01036	Syaa.g_00755
OG0000737	Prbk.g_01035	Syaa.g_00756
OG0000738	Prbk.g_01028	Syaa.g_00761
OG0000739	Prbk.g_01026	Syaa.g_00762
OG0000740	Prbk.g_01025	Syaa.g_00763
OG0000741	Prbk.g_01022	Syaa.g_00766
OG0000742	Prbk.g_01020	Syaa.g_00769
OG0000743	Prbk.g_01018	Syaa.g_00771
OG0000744	Prbk.g_01017	Syaa.g_00772
OG0000745	Prbk.g_00141	Syaa.g_00774
OG0000746	Prbk.g_00143	Syaa.g_00776
OG0000747	Prbk.g_00144	Syaa.g_00777
OG0000748	Prbk.g_00156	Syaa.g_00787
OG0000749	Prbk.g_00157	Syaa.g_00789
OG0000750	Prbk.g_00158	Syaa.g_00790
OG0000751	Prbk.g_00105	Syaa.g_00797
OG0000752	Prbk.g_00103	Syaa.g_00799
OG0000753	Prbk.g_00100	Syaa.g_00802
OG0000754	Prbk.g_01501	Syaa.g_01025
OG0000755	Prbk.g_00139	Syaa.g_01005
OG0000756	Prbk.g_00138	Syaa.g_01004
OG0000757	Prbk.g_00131	Syaa.g_00996
OG0000758	Prbk.g_00130	Syaa.g_00995
OG0000759	Prbk.g_00129	Syaa.g_00994
OG0000760	Prbk.g_00128	Syaa.g_00993
OG0000761	Prbk.g_00127	Syaa.g_00992
OG0000762	Prbk.g_01503	Syaa.g_00988
OG0000763	Prbk.g_01505	Syaa.g_00986
OG0000764	Prbk.g_01506	Syaa.g_00985
OG0000765	Prbk.g_00178	Syaa.g_00968
OG0000766	Prbk.g_00177	Syaa.g_00967
OG0000767	Prbk.g_00175	Syaa.g_00965
OG0000768	Prbk.g_00174	Syaa.g_00964
OG0000769	Prbk.g_00098	Syaa.g_00962
OG0000770	Prbk.g_00122	Syaa.g_00959
OG0000771	Prbk.g_00066	Syaa.g_00866
OG0000772	Prbk.g_02011	Syaa.g_01526
OG0000773	Prbk.g_00162	Syaa.g_00749
OG0000774	Prbk.g_01192	Syaa.g_00745
OG0000775	Prbk.g_01190	Syaa.g_00742
OG0000776	Prbk.g_01189	Syaa.g_00741
OG0000777	Prbk.g_01188	Syaa.g_00740
OG0000778	Prbk.g_01187	Syaa.g_00739
OG0000779	Prbk.g_01182	Syaa.g_00733
OG0000780	Prbk.g_01179	Syaa.g_00730
OG0000781	Prbk.g_01175	Syaa.g_00726
OG0000782	Prbk.g_01174	Syaa.g_00725
OG0000783	Prbk.g_01173	Syaa.g_00724
OG0000784	Prbk.g_01172	Syaa.g_00723
OG0000785	Prbk.g_01170	Syaa.g_00721
OG0000786	Prbk.g_01167	Syaa.g_01875
OG0000787	Prbk.g_01166	Syaa.g_01876
OG0000788	Prbk.g_00334	Syaa.g_01620
OG0000789	Prbk.g_01691	Syaa.g_01434
OG0000790	Prbk.g_02048	Syaa.g_02064
OG0000791	Prbk.g_02046	Syaa.g_02066
OG0000792	Prbk.g_02045	Syaa.g_02067
OG0000793	Prbk.g_02041	Syaa.g_02072
OG0000794	Prbk.g_02040	Syaa.g_02073
OG0000795	Prbk.g_02039	Syaa.g_02074
OG0000796	Prbk.g_02035	Syaa.g_02078
OG0000797	Prbk.g_02034	Syaa.g_02079
OG0000798	Prbk.g_00414	Syaa.g_00265
OG0000799	Prbk.g_01929	Syaa.g_01743
OG0000800	Prbk.g_01930	Syaa.g_01747
OG0000801	Prbk.g_01931	Syaa.g_01748
OG0000802	Prbk.g_01938	Syaa.g_01753
OG0000803	Prbk.g_00244	Syaa.g_01758
OG0000804	Prbk.g_00246	Syaa.g_01761
OG0000805	Prbk.g_00248	Syaa.g_01763
OG0000806	Prbk.g_00250	Syaa.g_01765
OG0000807	Prbk.g_00252	Syaa.g_01767
OG0000808	Prbk.g_00253	Syaa.g_01768
OG0000809	Prbk.g_00257	Syaa.g_01771
OG0000810	Prbk.g_00258	Syaa.g_01772
OG0000811	Prbk.g_00270	Syaa.g_01778
OG0000812	Prbk.g_00272	Syaa.g_01780
OG0000813	Prbk.g_00273	Syaa.g_01781
OG0000814	Prbk.g_00275	Syaa.g_01783
OG0000815	Prbk.g_00276	Syaa.g_01784
OG0000816	Prbk.g_00278	Syaa.g_01785
OG0000817	Prbk.g_00279	Syaa.g_01786
OG0000818	Prbk.g_01237	Syaa.g_01792
OG0000819	Prbk.g_01236	Syaa.g_01793
OG0000820	Prbk.g_01235	Syaa.g_01794
OG0000821	Prbk.g_01228	Syaa.g_01800
OG0000822	Prbk.g_01226	Syaa.g_01802
OG0000823	Prbk.g_01225	Syaa.g_01803
OG0000824	Prbk.g_01221	Syaa.g_01807
OG0000825	Prbk.g_01220	Syaa.g_01808
OG0000826	Prbk.g_01219	Syaa.g_01809
OG0000827	Prbk.g_01218	Syaa.g_01810
OG0000828	Prbk.g_01215	Syaa.g_01813
OG0000829	Prbk.g_01214	Syaa.g_01814
OG0000830	Prbk.g_01213	Syaa.g_01815
OG0000831	Prbk.g_01211	Syaa.g_01817
OG0000832	Prbk.g_02006	Syaa.g_00627
OG0000833	Prbk.g_01998	Syaa.g_00611
OG0000834	Prbk.g_01997	Syaa.g_00608
OG0000835	Prbk.g_01996	Syaa.g_00607
OG0000836	Prbk.g_01994	Syaa.g_00603
OG0000837	Prbk.g_01993	Syaa.g_00601
OG0000838	Prbk.g_01990	Syaa.g_00597
OG0000839	Prbk.g_01989	Syaa.g_00596
OG0000840	Prbk.g_01988	Syaa.g_00595
OG0000841	Prbk.g_01987	Syaa.g_00594
OG0000842	Prbk.g_01986	Syaa.g_00593
OG0000843	Prbk.g_01985	Syaa.g_00592
OG0000844	Prbk.g_01983	Syaa.g_00590
OG0000845	Prbk.g_01982	Syaa.g_00589
OG0000846	Prbk.g_01981	Syaa.g_00588
OG0000847	Prbk.g_01980	Syaa.g_00587
OG0000848	Prbk.g_01979	Syaa.g_00585
OG0000849	Prbk.g_01978	Syaa.g_00584
OG0000850	Prbk.g_01977	Syaa.g_00582
OG0000851	Prbk.g_00937	Syaa.g_00577
OG0000852	Prbk.g_00936	Syaa.g_00576
OG0000853	Prbk.g_00932	Syaa.g_00572
OG0000854	Prbk.g_00930	Syaa.g_00570
OG0000855	Prbk.g_00929	Syaa.g_00569
OG0000856	Prbk.g_02619	Syaa.g_01650
OG0000857	Prbk.g_02485	Syaa.g_01188
OG0000858	Prbk.g_00918	Syaa.g_00563
OG0000859	Prbk.g_00917	Syaa.g_00562
OG0000860	Prbk.g_00905	Syaa.g_00549
OG0000861	Prbk.g_00904	Syaa.g_00548
OG0000862	Prbk.g_00902	Syaa.g_00547
OG0000863	Prbk.g_01451	Syaa.g_00543
OG0000864	Prbk.g_01450	Syaa.g_00542
OG0000865	Prbk.g_01449	Syaa.g_00541
OG0000866	Prbk.g_01448	Syaa.g_00540
OG0000867	Prbk.g_01447	Syaa.g_00539
OG0000868	Prbk.g_01445	Syaa.g_00536
OG0000869	Prbk.g_01442	Syaa.g_00531
OG0000870	Prbk.g_01437	Syaa.g_00526
OG0000871	Prbk.g_01436	Syaa.g_00525
OG0000872	Prbk.g_01434	Syaa.g_00511
OG0000873	Prbk.g_01431	Syaa.g_00497
OG0000874	Prbk.g_01427	Syaa.g_00519
OG0000875	Prbk.g_01426	Syaa.g_00438
OG0000876	Prbk.g_01425	Syaa.g_00682
OG0000877	Prbk.g_01422	Syaa.g_00679
OG0000878	Prbk.g_01421	Syaa.g_00678
OG0000879	Prbk.g_01420	Syaa.g_00677
OG0000880	Prbk.g_01419	Syaa.g_00676
OG0000881	Prbk.g_01414	Syaa.g_00671
OG0000882	Prbk.g_01409	Syaa.g_00666
OG0000883	Prbk.g_01407	Syaa.g_00661
OG0000884	Prbk.g_01405	Syaa.g_00659
OG0000885	Prbk.g_01404	Syaa.g_00658
OG0000886	Prbk.g_01403	Syaa.g_00657
OG0000887	Prbk.g_01402	Syaa.g_00656
OG0000888	Prbk.g_01400	Syaa.g_00654
OG0000889	Prbk.g_01398	Syaa.g_00652
OG0000890	Prbk.g_01384	Syaa.g_00644
OG0000891	Prbk.g_01383	Syaa.g_00643
OG0000892	Prbk.g_01381	Syaa.g_00640
OG0000893	Prbk.g_01901	Syaa.g_02352
OG0000894	Prbk.g_01905	Syaa.g_02349
OG0000895	Prbk.g_01910	Syaa.g_02345
OG0000896	Prbk.g_01911	Syaa.g_02344
OG0000897	Prbk.g_01913	Syaa.g_02342
OG0000898	Prbk.g_01914	Syaa.g_02341
OG0000899	Prbk.g_01915	Syaa.g_02340
OG0000900	Prbk.g_01916	Syaa.g_02339
OG0000901	Prbk.g_01920	Syaa.g_02334
OG0000902	Prbk.g_01922	Syaa.g_02332
OG0000903	Prbk.g_00990	Syaa.g_02313
OG0000904	Prbk.g_00995	Syaa.g_02318
OG0000905	Prbk.g_00997	Syaa.g_02324
OG0000906	Prbk.g_01926	Syaa.g_02327
OG0000907	Prbk.g_00988	Syaa.g_02295
OG0000908	Prbk.g_00985	Syaa.g_02292
OG0000909	Prbk.g_00984	Syaa.g_02291
OG0000910	Prbk.g_00983	Syaa.g_02290
OG0000911	Prbk.g_00981	Syaa.g_02288
OG0000912	Prbk.g_00980	Syaa.g_02287
OG0000913	Prbk.g_00979	Syaa.g_02286
OG0000914	Prbk.g_00978	Syaa.g_02285
OG0000915	Prbk.g_00977	Syaa.g_02283
OG0000916	Prbk.g_00976	Syaa.g_02282
OG0000917	Prbk.g_00975	Syaa.g_02281
OG0000918	Prbk.g_00974	Syaa.g_02280
OG0000919	Prbk.g_00973	Syaa.g_02279
OG0000920	Prbk.g_00972	Syaa.g_02278
OG0000921	Prbk.g_00971	Syaa.g_02277
OG0000922	Prbk.g_00970	Syaa.g_02276
OG0000923	Prbk.g_00966	Syaa.g_02272
OG0000924	Prbk.g_00965	Syaa.g_02271
OG0000925	Prbk.g_00964	Syaa.g_02270
OG0000926	Prbk.g_00963	Syaa.g_02269
OG0000927	Prbk.g_00961	Syaa.g_02267
OG0000928	Prbk.g_00960	Syaa.g_02266
OG0000929	Prbk.g_00959	Syaa.g_02265
OG0000930	Prbk.g_00958	Syaa.g_02264
OG0000931	Prbk.g_00957	Syaa.g_02263
OG0000932	Prbk.g_00956	Syaa.g_02262
OG0000933	Prbk.g_00951	Syaa.g_02256
OG0000934	Prbk.g_00949	Syaa.g_02254
OG0000935	Prbk.g_00948	Syaa.g_02253
OG0000936	Prbk.g_00947	Syaa.g_02252
OG0000937	Prbk.g_00946	Syaa.g_02251
OG0000938	Prbk.g_00797	Syaa.g_02248
OG0000939	Prbk.g_00798	Syaa.g_02247
OG0000940	Prbk.g_00807	Syaa.g_02240
OG0000941	Prbk.g_00809	Syaa.g_02238
OG0000942	Prbk.g_00811	Syaa.g_02236
OG0000943	Prbk.g_00812	Syaa.g_02235
OG0000944	Prbk.g_00814	Syaa.g_02233
OG0000945	Prbk.g_00816	Syaa.g_02231
OG0000946	Prbk.g_00844	Syaa.g_02225
OG0000947	Prbk.g_00847	Syaa.g_02222
OG0000948	Prbk.g_00848	Syaa.g_02221
OG0000949	Prbk.g_00851	Syaa.g_00172
OG0000950	Prbk.g_00513	Syaa.g_00159
OG0000951	Prbk.g_00518	Syaa.g_00153
OG0000952	Prbk.g_00525	Syaa.g_00149
OG0000953	Prbk.g_00529	Syaa.g_00143
OG0000954	Prbk.g_00216	Syaa.g_00138
OG0000955	Prbk.g_00217	Syaa.g_00137
OG0000956	Prbk.g_00219	Syaa.g_00135
OG0000957	Prbk.g_00235	Syaa.g_00125
OG0000958	Prbk.g_00236	Syaa.g_00124
OG0000959	Prbk.g_01482	Syaa.g_00120
OG0000960	Prbk.g_01483	Syaa.g_00119
OG0000961	Prbk.g_01494	Syaa.g_00106
OG0000962	Prbk.g_01530	Syaa.g_00102
OG0000963	Prbk.g_01535	Syaa.g_00097
OG0000964	Prbk.g_01536	Syaa.g_00096
OG0000965	Prbk.g_01537	Syaa.g_00095
OG0000966	Prbk.g_01571	Syaa.g_00083
OG0000967	Prbk.g_01577	Syaa.g_00074
OG0000968	Prbk.g_01580	Syaa.g_00078
OG0000969	Prbk.g_01582	Syaa.g_00077
OG0000970	Prbk.g_01583	Syaa.g_00076
OG0000971	Prbk.g_01585	Syaa.g_00069
OG0000972	Prbk.g_01586	Syaa.g_00068
OG0000973	Prbk.g_01587	Syaa.g_00067
OG0000974	Prbk.g_01588	Syaa.g_00066
OG0000975	Prbk.g_01589	Syaa.g_00065
OG0000976	Prbk.g_01590	Syaa.g_00064
OG0000977	Prbk.g_01592	Syaa.g_00062
OG0000978	Prbk.g_01593	Syaa.g_00061
OG0000979	Prbk.g_01596	Syaa.g_00058
OG0000980	Prbk.g_01600	Syaa.g_00055
OG0000981	Prbk.g_01603	Syaa.g_00052
OG0000982	Prbk.g_02161	Syaa.g_02593
OG0000983	Prbk.g_02162	Syaa.g_02594
OG0000984	Prbk.g_02163	Syaa.g_02595
OG0000985	Prbk.g_02167	Syaa.g_02597
OG0000986	Prbk.g_02169	Syaa.g_02601
OG0000987	Prbk.g_02171	Syaa.g_02603
OG0000988	Prbk.g_02175	Syaa.g_02608
OG0000989	Prbk.g_02185	Syaa.g_02616
OG0000990	Prbk.g_02207	Syaa.g_02647
OG0000991	Prbk.g_02210	Syaa.g_02650
OG0000992	Prbk.g_02213	Syaa.g_02653
OG0000993	Prbk.g_02214	Syaa.g_02654
OG0000994	Prbk.g_02217	Syaa.g_02657
OG0000995	Prbk.g_02226	Syaa.g_02662
OG0000996	Prbk.g_02239	Syaa.g_02705
OG0000997	Prbk.g_02248	Syaa.g_02725
OG0000998	Prbk.g_02250	Syaa.g_02727
OG0000999	Prbk.g_02251	Syaa.g_02728
OG0001000	Prbk.g_02254	Syaa.g_02732
OG0001001	Prbk.g_02258	Syaa.g_02738
OG0001002	Prbk.g_02265	Syaa.g_02745
OG0001003	Prbk.g_02267	Syaa.g_02747
OG0001004	Prbk.g_02268	Syaa.g_02748
OG0001005	Prbk.g_02270	Syaa.g_02749
OG0001006	Prbk.g_02276	Syaa.g_02756
OG0001007	Prbk.g_02278	Syaa.g_02758
OG0001008	Prbk.g_00327	Syaa.g_00704
OG0001009	Prbk.g_01622	Syaa.g_00034
OG0001010	Prbk.g_01621	Syaa.g_00035
OG0001011	Prbk.g_01619	Syaa.g_00037
OG0001012	Prbk.g_02158	Syaa.g_02589
OG0001013	Prbk.g_02133	Syaa.g_02576
OG0001014	Prbk.g_02124	Syaa.g_02572
OG0001015	Prbk.g_02123	Syaa.g_02571
OG0001016	Prbk.g_01315	Syaa.g_00348
OG0001017	Prbk.g_01309	Syaa.g_00342
OG0001018	Prbk.g_01307	Syaa.g_00340
OG0001019	Prbk.g_01294	Syaa.g_00323
OG0001020	Prbk.g_00035	Syaa.g_02355
OG0001021	Prbk.g_00031	Syaa.g_02359
OG0001022	Prbk.g_00026	Syaa.g_02365
OG0001023	Prbk.g_00025	Syaa.g_02366
OG0001024	Prbk.g_00021	Syaa.g_02370
OG0001025	Prbk.g_00014	Syaa.g_02377
OG0001026	Prbk.g_00001	Syaa.g_02390
OG0001027	Prbk.g_00190	Syaa.g_02397
OG0001028	Prbk.g_00192	Syaa.g_02399
OG0001029	Prbk.g_00194	Syaa.g_02401
OG0001030	Prbk.g_00547	Syaa.g_02422
OG0001031	Prbk.g_01275	Syaa.g_02500
OG0001032	Prbk.g_01272	Syaa.g_02502
OG0001033	Prbk.g_00633	Syaa.g_02539
OG0001034	Prbk.g_01521	Syaa.g_02108
OG0001035	Prbk.g_00372	Syaa.g_00298
OG0001036	Prbk.g_00376	Syaa.g_00293
OG0001037	Prbk.g_00378	Syaa.g_00291
OG0001038	Prbk.g_00415	Syaa.g_00264
OG0001039	Prbk.g_00418	Syaa.g_00261
OG0001040	Prbk.g_00421	Syaa.g_00258
OG0001041	Prbk.g_00426	Syaa.g_00253
OG0001042	Prbk.g_00451	Syaa.g_00227
OG0001043	Prbk.g_00453	Syaa.g_00223
OG0001044	Prbk.g_00870	Syaa.g_02183
OG0001045	Prbk.g_00882	Syaa.g_02170
OG0001046	Prbk.g_00924	Syaa.g_01332
OG0001047	Prbk.g_00325	Syaa.g_00706
OG0001048	Prbk.g_00324	Syaa.g_00707
OG0001049	Prbk.g_00321	Syaa.g_00710
OG0001050	Prbk.g_00320	Syaa.g_00711
OG0001051	Prbk.g_00319	Syaa.g_00712
OG0001052	Prbk.g_02109	Syaa.g_01846
OG0001053	Prbk.g_02064	Syaa.g_02048
OG0001054	Prbk.g_01861	Syaa.g_02031
OG0001055	Prbk.g_01056	Syaa.g_02010
OG0001056	Prbk.g_01085	Syaa.g_01975
OG0001057	Prbk.g_01097	Syaa.g_01966
OG0001058	Prbk.g_01893	Syaa.g_01951
OG0001059	Prbk.g_01889	Syaa.g_01947
OG0001060	Prbk.g_01882	Syaa.g_01941
OG0001061	Prbk.g_01109	Syaa.g_01919
OG0001062	Prbk.g_01111	Syaa.g_01917
OG0001063	Prbk.g_01115	Syaa.g_01912
OG0001064	Prbk.g_01116	Syaa.g_01911
OG0001065	Prbk.g_01117	Syaa.g_01910
OG0001066	Prbk.g_01118	Syaa.g_01909
OG0001067	Prbk.g_01119	Syaa.g_01908
OG0001068	Prbk.g_01120	Syaa.g_01907
OG0001069	Prbk.g_01121	Syaa.g_01906
OG0001070	Prbk.g_01125	Syaa.g_01903
OG0001071	Prbk.g_01126	Syaa.g_01902
OG0001072	Prbk.g_01129	Syaa.g_01898
OG0001073	Prbk.g_01148	Syaa.g_01884
OG0001074	Prbk.g_02602	Syaa.g_01678
OG0001075	Prbk.g_02603	Syaa.g_01676
OG0001076	Prbk.g_02611	Syaa.g_01659
OG0001077	Prbk.g_02621	Syaa.g_01647
OG0001078	Prbk.g_02632	Syaa.g_01632
OG0001079	Prbk.g_02651	Syaa.g_01619
OG0001080	Prbk.g_00738	Syaa.g_01443
OG0001081	Prbk.g_00728	Syaa.g_01056
OG0001082	Prbk.g_00727	Syaa.g_01057
OG0001083	Prbk.g_00719	Syaa.g_01064
OG0001084	Prbk.g_00718	Syaa.g_01065
