Orthogroup	Prbk	Syap
OG0000569	Prbk.g_01104	Syap.g_01303
OG0000570	Prbk.g_01105	Syap.g_01304
OG0000571	Prbk.g_01108	Syap.g_01307
OG0000573	Prbk.g_01131	Syap.g_00765
OG0000574	Prbk.g_01132	Syap.g_00759
OG0000575	Prbk.g_01141	Syap.g_00445
OG0000576	Prbk.g_01143	Syap.g_00450
OG0000577	Prbk.g_01144	Syap.g_00451
OG0000578	Prbk.g_01145	Syap.g_00452
OG0000579	Prbk.g_01146	Syap.g_00453
OG0000580	Prbk.g_01147	Syap.g_00454
OG0000581	Prbk.g_01151	Syap.g_01521
OG0000582	Prbk.g_01155	Syap.g_01533
OG0000583	Prbk.g_01156	Syap.g_01532
OG0000584	Prbk.g_01157	Syap.g_01530
OG0000585	Prbk.g_01159	Syap.g_01526
OG0000586	Prbk.g_01161	Syap.g_01525
OG0000587	Prbk.g_01163	Syap.g_01523
OG0000588	Prbk.g_02605	Syap.g_00776
OG0000589	Prbk.g_02608	Syap.g_00941
OG0000590	Prbk.g_02609	Syap.g_00940
OG0000591	Prbk.g_02616	Syap.g_01289
OG0000592	Prbk.g_02617	Syap.g_01288
OG0000593	Prbk.g_02627	Syap.g_00890
OG0000594	Prbk.g_02628	Syap.g_00891
OG0000595	Prbk.g_02629	Syap.g_00892
OG0000596	Prbk.g_02634	Syap.g_00898
OG0000597	Prbk.g_02637	Syap.g_00903
OG0000598	Prbk.g_02638	Syap.g_00904
OG0000599	Prbk.g_02648	Syap.g_00908
OG0000600	Prbk.g_02649	Syap.g_00909
OG0000601	Prbk.g_02650	Syap.g_00910
OG0000602	Prbk.g_02654	Syap.g_00640
OG0000603	Prbk.g_02655	Syap.g_00641
OG0000604	Prbk.g_02656	Syap.g_02769
OG0000605	Prbk.g_00740	Syap.g_02501, Syap.g_02771
OG0000606	Prbk.g_00729	Syap.g_02506
OG0000607	Prbk.g_00726	Syap.g_00093
OG0000608	Prbk.g_00725	Syap.g_00094
OG0000609	Prbk.g_00723	Syap.g_00096
OG0000610	Prbk.g_00715	Syap.g_01963
OG0000611	Prbk.g_00712	Syap.g_01958
OG0000612	Prbk.g_00711	Syap.g_01957
OG0000613	Prbk.g_00478	Syap.g_02480
OG0000615	Prbk.g_02429	Syap.g_00154
OG0000616	Prbk.g_02262	Syap.g_00127
OG0000617	Prbk.g_00613	Syap.g_00513
OG0000618	Prbk.g_00612	Syap.g_00514
OG0000619	Prbk.g_00611	Syap.g_00515
OG0000620	Prbk.g_00607	Syap.g_00520
OG0000621	Prbk.g_00606	Syap.g_00521
OG0000622	Prbk.g_00605	Syap.g_00523
OG0000623	Prbk.g_00604	Syap.g_00526
OG0000624	Prbk.g_00603	Syap.g_00527
OG0000625	Prbk.g_00602	Syap.g_00528
OG0000626	Prbk.g_00601	Syap.g_00529
OG0000627	Prbk.g_02376	Syap.g_00848
OG0000628	Prbk.g_02375	Syap.g_00850
OG0000629	Prbk.g_02372	Syap.g_02334
OG0000630	Prbk.g_02368	Syap.g_02793
OG0000631	Prbk.g_02362	Syap.g_01724
OG0000632	Prbk.g_02361	Syap.g_01725
OG0000633	Prbk.g_02360	Syap.g_01726
OG0000634	Prbk.g_02464	Syap.g_00190
OG0000635	Prbk.g_02465	Syap.g_00191
OG0000636	Prbk.g_02467	Syap.g_00193
OG0000637	Prbk.g_02469	Syap.g_00195
OG0000638	Prbk.g_02470	Syap.g_00196
OG0000639	Prbk.g_02471	Syap.g_00197
OG0000640	Prbk.g_02472	Syap.g_00198
OG0000641	Prbk.g_02476	Syap.g_00203
OG0000642	Prbk.g_02477	Syap.g_02732
OG0000643	Prbk.g_02478	Syap.g_02731
OG0000644	Prbk.g_02479	Syap.g_02730
OG0000645	Prbk.g_02480	Syap.g_02726
OG0000646	Prbk.g_02483	Syap.g_02723
OG0000647	Prbk.g_02486	Syap.g_02721
OG0000648	Prbk.g_02488	Syap.g_02719
OG0000649	Prbk.g_02489	Syap.g_02718
OG0000650	Prbk.g_02490	Syap.g_02717
OG0000651	Prbk.g_02491	Syap.g_02716
OG0000652	Prbk.g_02492	Syap.g_02715
OG0000653	Prbk.g_02494	Syap.g_02713
OG0000654	Prbk.g_02495	Syap.g_02711
OG0000655	Prbk.g_02496	Syap.g_02710
OG0000656	Prbk.g_02499	Syap.g_02706
OG0000657	Prbk.g_02532	Syap.g_01845
OG0000658	Prbk.g_02534	Syap.g_01841
OG0000659	Prbk.g_02535	Syap.g_01840
OG0000660	Prbk.g_02539	Syap.g_01835
OG0000662	Prbk.g_02543	Syap.g_00823
OG0000663	Prbk.g_02546	Syap.g_00826
OG0000664	Prbk.g_02547	Syap.g_00828
OG0000665	Prbk.g_02560	Syap.g_02331
OG0000666	Prbk.g_02563	Syap.g_01573
OG0000667	Prbk.g_02570	Syap.g_01979
OG0000668	Prbk.g_00582	Syap.g_02765
OG0000669	Prbk.g_02580	Syap.g_02371
OG0000670	Prbk.g_01662	Syap.g_02368
OG0000671	Prbk.g_02391	Syap.g_01260
OG0000672	Prbk.g_02394	Syap.g_01257
OG0000673	Prbk.g_02397	Syap.g_01253
OG0000674	Prbk.g_02399	Syap.g_01251
OG0000675	Prbk.g_02400	Syap.g_01250
OG0000676	Prbk.g_02408	Syap.g_01248
OG0000677	Prbk.g_02410	Syap.g_01246
OG0000678	Prbk.g_02415	Syap.g_01239
OG0000679	Prbk.g_02435	Syap.g_00157
OG0000680	Prbk.g_02436	Syap.g_00158
OG0000681	Prbk.g_02438	Syap.g_00163
OG0000682	Prbk.g_02439	Syap.g_00165
OG0000683	Prbk.g_02440	Syap.g_00166
OG0000684	Prbk.g_02453	Syap.g_00169
OG0000685	Prbk.g_02451	Syap.g_00172
OG0000686	Prbk.g_02450	Syap.g_00173
OG0000687	Prbk.g_02449	Syap.g_00174
OG0000688	Prbk.g_02455	Syap.g_00178
OG0000689	Prbk.g_02456	Syap.g_00180
OG0000690	Prbk.g_02457	Syap.g_00181
OG0000691	Prbk.g_02458	Syap.g_00182
OG0000692	Prbk.g_02459	Syap.g_00184
OG0000693	Prbk.g_02460	Syap.g_00185
OG0000694	Prbk.g_02461	Syap.g_00186
OG0000695	Prbk.g_02358	Syap.g_01729
OG0000696	Prbk.g_02357	Syap.g_01730
OG0000697	Prbk.g_02355	Syap.g_01734
OG0000698	Prbk.g_02352	Syap.g_01737
OG0000699	Prbk.g_02350	Syap.g_01738
OG0000700	Prbk.g_02349	Syap.g_01739
OG0000701	Prbk.g_02348	Syap.g_01740
OG0000702	Prbk.g_02340	Syap.g_01747
OG0000703	Prbk.g_02339	Syap.g_01750
OG0000704	Prbk.g_02337	Syap.g_01753
OG0000705	Prbk.g_02331	Syap.g_02022
OG0000706	Prbk.g_02330	Syap.g_02020
OG0000707	Prbk.g_02329	Syap.g_02019
OG0000708	Prbk.g_02327	Syap.g_02016
OG0000709	Prbk.g_02320	Syap.g_00121
OG0000711	Prbk.g_02293	Syap.g_02686
OG0000712	Prbk.g_02292	Syap.g_02688
OG0000713	Prbk.g_00562	Syap.g_02689
OG0000714	Prbk.g_00566	Syap.g_02691
OG0000715	Prbk.g_00568	Syap.g_02693
OG0000716	Prbk.g_00572	Syap.g_02696
OG0000717	Prbk.g_00573	Syap.g_02697
OG0000718	Prbk.g_00578	Syap.g_02701
OG0000719	Prbk.g_00580	Syap.g_02767
OG0000720	Prbk.g_00593	Syap.g_02780
OG0000721	Prbk.g_00594	Syap.g_02782
OG0000722	Prbk.g_00595	Syap.g_02783
OG0000723	Prbk.g_00599	Syap.g_00532
OG0000725	Prbk.g_00054	Syap.g_01559
OG0000726	Prbk.g_00053	Syap.g_01560
OG0000727	Prbk.g_00052	Syap.g_01561
OG0000728	Prbk.g_00051	Syap.g_01564
OG0000729	Prbk.g_01531	Syap.g_01122
OG0000730	Prbk.g_00869	Syap.g_00572
OG0000731	Prbk.g_00879	Syap.g_00560
OG0000732	Prbk.g_01601	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbk.g_02202	Syap.g_01971
OG0000734	Prbk.g_00004	Syap.g_02628
OG0000735	Prbk.g_01037	Syap.g_00244
OG0000736	Prbk.g_01036	Syap.g_00243
OG0000737	Prbk.g_01035	Syap.g_00242
OG0000738	Prbk.g_01028	Syap.g_00236
OG0000739	Prbk.g_01026	Syap.g_00235
OG0000740	Prbk.g_01025	Syap.g_00234
OG0000741	Prbk.g_01022	Syap.g_00231
OG0000742	Prbk.g_01020	Syap.g_00229
OG0000743	Prbk.g_01018	Syap.g_00226
OG0000744	Prbk.g_01017	Syap.g_00225
OG0000745	Prbk.g_00141	Syap.g_00222
OG0000746	Prbk.g_00143	Syap.g_00220
OG0000747	Prbk.g_00144	Syap.g_00219
OG0000748	Prbk.g_00156	Syap.g_00212
OG0000749	Prbk.g_00157	Syap.g_00211
OG0000750	Prbk.g_00158	Syap.g_00210
OG0000751	Prbk.g_00105	Syap.g_00205
OG0000752	Prbk.g_00103	Syap.g_01793
OG0000753	Prbk.g_00100	Syap.g_02775
OG0000754	Prbk.g_01501	Syap.g_01883
OG0000755	Prbk.g_00139	Syap.g_01893
OG0000757	Prbk.g_00131	Syap.g_00427
OG0000758	Prbk.g_00130	Syap.g_00428
OG0000759	Prbk.g_00129	Syap.g_00429
OG0000760	Prbk.g_00128	Syap.g_00430
OG0000761	Prbk.g_00127	Syap.g_00431
OG0000762	Prbk.g_01503	Syap.g_00434
OG0000763	Prbk.g_01505	Syap.g_02624
OG0000764	Prbk.g_01506	Syap.g_02623
OG0000765	Prbk.g_00178	Syap.g_02440
OG0000766	Prbk.g_00177	Syap.g_02439
OG0000767	Prbk.g_00175	Syap.g_02437
OG0000768	Prbk.g_00174	Syap.g_02436
OG0000769	Prbk.g_00098	Syap.g_02434
OG0000770	Prbk.g_00122	Syap.g_02431
OG0000772	Prbk.g_02011	Syap.g_02295
OG0000773	Prbk.g_00162	Syap.g_00885
OG0000774	Prbk.g_01192	Syap.g_01473
OG0000775	Prbk.g_01190	Syap.g_01475
OG0000776	Prbk.g_01189	Syap.g_01476
OG0000777	Prbk.g_01188	Syap.g_01478
OG0000778	Prbk.g_01187	Syap.g_01479
OG0000779	Prbk.g_01182	Syap.g_01494
OG0000780	Prbk.g_01179	Syap.g_01496
OG0000781	Prbk.g_01175	Syap.g_02609
OG0000782	Prbk.g_01174	Syap.g_02611
OG0000783	Prbk.g_01173	Syap.g_02612
OG0000784	Prbk.g_01172	Syap.g_02613
OG0000785	Prbk.g_01170	Syap.g_02281
OG0000786	Prbk.g_01167	Syap.g_02287
OG0000787	Prbk.g_01166	Syap.g_02288
OG0000788	Prbk.g_00334	Syap.g_01932
OG0000789	Prbk.g_01691	Syap.g_00372
OG0000791	Prbk.g_02046	Syap.g_02520
OG0000792	Prbk.g_02045	Syap.g_02519
OG0000793	Prbk.g_02041	Syap.g_02141
OG0000794	Prbk.g_02040	Syap.g_02200
OG0000795	Prbk.g_02039	Syap.g_02199
OG0000796	Prbk.g_02035	Syap.g_02448
OG0000797	Prbk.g_02034	Syap.g_02449
OG0000798	Prbk.g_00414	Syap.g_01363
OG0000799	Prbk.g_01929	Syap.g_02488
OG0000800	Prbk.g_01930	Syap.g_02487
OG0000801	Prbk.g_01931	Syap.g_02486
OG0000802	Prbk.g_01938	Syap.g_02659
OG0000803	Prbk.g_00244	Syap.g_02109
OG0000804	Prbk.g_00246	Syap.g_02113
OG0000805	Prbk.g_00248	Syap.g_02115
OG0000806	Prbk.g_00250	Syap.g_02117
OG0000807	Prbk.g_00252	Syap.g_02118
OG0000808	Prbk.g_00253	Syap.g_02119
OG0000809	Prbk.g_00257	Syap.g_02122
OG0000810	Prbk.g_00258	Syap.g_02124
OG0000811	Prbk.g_00270	Syap.g_02472
OG0000812	Prbk.g_00272	Syap.g_02474
OG0000813	Prbk.g_00273	Syap.g_02475
OG0000814	Prbk.g_00275	Syap.g_02753
OG0000815	Prbk.g_00276	Syap.g_02752
OG0000816	Prbk.g_00278	Syap.g_02289
OG0000817	Prbk.g_00279	Syap.g_02527
OG0000818	Prbk.g_01237	Syap.g_02001
OG0000819	Prbk.g_01236	Syap.g_02002
OG0000820	Prbk.g_01235	Syap.g_02003
OG0000821	Prbk.g_01228	Syap.g_02009
OG0000822	Prbk.g_01226	Syap.g_02011
OG0000824	Prbk.g_01221	Syap.g_00008
OG0000825	Prbk.g_01220	Syap.g_00009
OG0000826	Prbk.g_01219	Syap.g_00010
OG0000827	Prbk.g_01218	Syap.g_00011
OG0000828	Prbk.g_01215	Syap.g_00014
OG0000829	Prbk.g_01214	Syap.g_00015
OG0000830	Prbk.g_01213	Syap.g_00016
OG0000831	Prbk.g_01211	Syap.g_00019
OG0000832	Prbk.g_02006	Syap.g_00752
OG0000833	Prbk.g_01998	Syap.g_00021
OG0000834	Prbk.g_01997	Syap.g_00023
OG0000835	Prbk.g_01996	Syap.g_00024
OG0000836	Prbk.g_01994	Syap.g_00026
OG0000837	Prbk.g_01993	Syap.g_00027
OG0000838	Prbk.g_01990	Syap.g_00031
OG0000839	Prbk.g_01989	Syap.g_00032
OG0000840	Prbk.g_01988	Syap.g_00033
OG0000841	Prbk.g_01987	Syap.g_00034
OG0000842	Prbk.g_01986	Syap.g_00035
OG0000843	Prbk.g_01985	Syap.g_00036
OG0000844	Prbk.g_01983	Syap.g_00039
OG0000845	Prbk.g_01982	Syap.g_00040
OG0000846	Prbk.g_01981	Syap.g_00042
OG0000847	Prbk.g_01980	Syap.g_00043
OG0000848	Prbk.g_01979	Syap.g_00045
OG0000849	Prbk.g_01978	Syap.g_00046
OG0000850	Prbk.g_01977	Syap.g_00310
OG0000851	Prbk.g_00937	Syap.g_01214
OG0000852	Prbk.g_00936	Syap.g_01215
OG0000853	Prbk.g_00932	Syap.g_01219
OG0000854	Prbk.g_00930	Syap.g_01222
OG0000855	Prbk.g_00929	Syap.g_01223
OG0000856	Prbk.g_02619	Syap.g_01286
OG0000857	Prbk.g_02485	Syap.g_02722
OG0000858	Prbk.g_00918	Syap.g_00612
OG0000859	Prbk.g_00917	Syap.g_00613
OG0000860	Prbk.g_00905	Syap.g_00623
OG0000861	Prbk.g_00904	Syap.g_02789
OG0000862	Prbk.g_00902	Syap.g_01789
OG0000863	Prbk.g_01451	Syap.g_01784
OG0000864	Prbk.g_01450	Syap.g_01783
OG0000865	Prbk.g_01449	Syap.g_01781, Syap.g_01782
OG0000866	Prbk.g_01448	Syap.g_01780
OG0000867	Prbk.g_01447	Syap.g_01779
OG0000868	Prbk.g_01445	Syap.g_01775
OG0000869	Prbk.g_01442	Syap.g_01770
OG0000870	Prbk.g_01437	Syap.g_01401
OG0000871	Prbk.g_01436	Syap.g_01400
OG0000872	Prbk.g_01434	Syap.g_01394
OG0000873	Prbk.g_01431	Syap.g_01390
OG0000874	Prbk.g_01427	Syap.g_01388
OG0000875	Prbk.g_01426	Syap.g_01386
OG0000876	Prbk.g_01425	Syap.g_00822
OG0000877	Prbk.g_01422	Syap.g_01380
OG0000878	Prbk.g_01421	Syap.g_01378
OG0000879	Prbk.g_01420	Syap.g_01377
OG0000880	Prbk.g_01419	Syap.g_01376
OG0000882	Prbk.g_01409	Syap.g_01516
OG0000883	Prbk.g_01407	Syap.g_01511
OG0000884	Prbk.g_01405	Syap.g_01509
OG0000885	Prbk.g_01404	Syap.g_01508
OG0000886	Prbk.g_01403	Syap.g_01507
OG0000887	Prbk.g_01402	Syap.g_01506
OG0000888	Prbk.g_01400	Syap.g_01504
OG0000889	Prbk.g_01398	Syap.g_01502
OG0000890	Prbk.g_01384	Syap.g_01499
OG0000891	Prbk.g_01383	Syap.g_01498
OG0000892	Prbk.g_01381	Syap.g_02671
OG0000893	Prbk.g_01901	Syap.g_02497
OG0000894	Prbk.g_01905	Syap.g_02679
OG0000895	Prbk.g_01910	Syap.g_00546
OG0000896	Prbk.g_01911	Syap.g_00545
OG0000897	Prbk.g_01913	Syap.g_00543
OG0000898	Prbk.g_01914	Syap.g_00542
OG0000899	Prbk.g_01915	Syap.g_00541
OG0000900	Prbk.g_01916	Syap.g_00540
OG0000901	Prbk.g_01920	Syap.g_01930
OG0000902	Prbk.g_01922	Syap.g_01929
OG0000903	Prbk.g_00990	Syap.g_01916
OG0000904	Prbk.g_00995	Syap.g_01922
OG0000905	Prbk.g_00997	Syap.g_01925
OG0000906	Prbk.g_01926	Syap.g_01927
OG0000907	Prbk.g_00988	Syap.g_01914
OG0000908	Prbk.g_00985	Syap.g_01235
OG0000909	Prbk.g_00984	Syap.g_01236
OG0000910	Prbk.g_00983	Syap.g_01237
OG0000911	Prbk.g_00981	Syap.g_00511
OG0000912	Prbk.g_00980	Syap.g_00510
OG0000913	Prbk.g_00979	Syap.g_00509
OG0000914	Prbk.g_00978	Syap.g_00508
OG0000915	Prbk.g_00977	Syap.g_00506
OG0000916	Prbk.g_00976	Syap.g_00505
OG0000917	Prbk.g_00975	Syap.g_00504
OG0000918	Prbk.g_00974	Syap.g_00503
OG0000919	Prbk.g_00973	Syap.g_00502
OG0000920	Prbk.g_00972	Syap.g_00501
OG0000921	Prbk.g_00971	Syap.g_00500
OG0000922	Prbk.g_00970	Syap.g_00499
OG0000923	Prbk.g_00966	Syap.g_00495
OG0000924	Prbk.g_00965	Syap.g_00494
OG0000925	Prbk.g_00964	Syap.g_00493
OG0000926	Prbk.g_00963	Syap.g_00492
OG0000927	Prbk.g_00961	Syap.g_00490
OG0000928	Prbk.g_00960	Syap.g_00489
OG0000929	Prbk.g_00959	Syap.g_00488
OG0000930	Prbk.g_00958	Syap.g_00487
OG0000931	Prbk.g_00957	Syap.g_00486
OG0000932	Prbk.g_00956	Syap.g_00485
OG0000933	Prbk.g_00951	Syap.g_00479
OG0000934	Prbk.g_00949	Syap.g_00477
OG0000935	Prbk.g_00948	Syap.g_00476
OG0000936	Prbk.g_00947	Syap.g_00475
OG0000937	Prbk.g_00946	Syap.g_00474
OG0000938	Prbk.g_00797	Syap.g_00471
OG0000939	Prbk.g_00798	Syap.g_00469
OG0000940	Prbk.g_00807	Syap.g_00460
OG0000941	Prbk.g_00809	Syap.g_00458
OG0000942	Prbk.g_00811	Syap.g_00606
OG0000943	Prbk.g_00812	Syap.g_00604
OG0000944	Prbk.g_00814	Syap.g_00602
OG0000945	Prbk.g_00816	Syap.g_00601
OG0000946	Prbk.g_00844	Syap.g_00595
OG0000947	Prbk.g_00847	Syap.g_00591
OG0000948	Prbk.g_00848	Syap.g_00590
OG0000949	Prbk.g_00851	Syap.g_01051
OG0000950	Prbk.g_00513	Syap.g_01061
OG0000951	Prbk.g_00518	Syap.g_01070
OG0000952	Prbk.g_00525	Syap.g_01074
OG0000953	Prbk.g_00529	Syap.g_01078
OG0000954	Prbk.g_00216	Syap.g_01089
OG0000955	Prbk.g_00217	Syap.g_01090
OG0000956	Prbk.g_00219	Syap.g_01092
OG0000957	Prbk.g_00235	Syap.g_01109
OG0000958	Prbk.g_00236	Syap.g_01110
OG0000959	Prbk.g_01482	Syap.g_01114
OG0000960	Prbk.g_01483	Syap.g_01115
OG0000961	Prbk.g_01494	Syap.g_02170
OG0000962	Prbk.g_01530	Syap.g_01121
OG0000963	Prbk.g_01535	Syap.g_01124
OG0000964	Prbk.g_01536	Syap.g_01125
OG0000965	Prbk.g_01537	Syap.g_01126
OG0000966	Prbk.g_01571	Syap.g_01141
OG0000967	Prbk.g_01577	Syap.g_00633
OG0000968	Prbk.g_01580	Syap.g_00998
OG0000969	Prbk.g_01582	Syap.g_00996
OG0000970	Prbk.g_01583	Syap.g_00995
OG0000971	Prbk.g_01585	Syap.g_00993
OG0000972	Prbk.g_01586	Syap.g_00992
OG0000973	Prbk.g_01587	Syap.g_00991
OG0000974	Prbk.g_01588	Syap.g_00990
OG0000975	Prbk.g_01589	Syap.g_00989
OG0000976	Prbk.g_01590	Syap.g_00988
OG0000977	Prbk.g_01592	Syap.g_00986
OG0000978	Prbk.g_01593	Syap.g_00985
OG0000979	Prbk.g_01596	Syap.g_00980
OG0000980	Prbk.g_01600	Syap.g_00977
OG0000981	Prbk.g_01603	Syap.g_01812
OG0000982	Prbk.g_02161	Syap.g_00132
OG0000983	Prbk.g_02162	Syap.g_00134
OG0000984	Prbk.g_02163	Syap.g_00135
OG0000985	Prbk.g_02167	Syap.g_00140
OG0000986	Prbk.g_02169	Syap.g_01044
OG0000987	Prbk.g_02171	Syap.g_01033
OG0000988	Prbk.g_02175	Syap.g_01027
OG0000989	Prbk.g_02185	Syap.g_01011
OG0000990	Prbk.g_02207	Syap.g_02087
OG0000991	Prbk.g_02210	Syap.g_02091
OG0000992	Prbk.g_02213	Syap.g_02095
OG0000993	Prbk.g_02214	Syap.g_02097
OG0000994	Prbk.g_02217	Syap.g_02101
OG0000996	Prbk.g_02239	Syap.g_01817
OG0000997	Prbk.g_02248	Syap.g_02590
OG0000998	Prbk.g_02250	Syap.g_02591
OG0000999	Prbk.g_02251	Syap.g_02592
OG0001001	Prbk.g_02258	Syap.g_02605
OG0001002	Prbk.g_02265	Syap.g_00124
OG0001003	Prbk.g_02267	Syap.g_02310
OG0001004	Prbk.g_02268	Syap.g_02311
OG0001005	Prbk.g_02270	Syap.g_02312
OG0001006	Prbk.g_02276	Syap.g_00053
OG0001007	Prbk.g_02278	Syap.g_00055
OG0001008	Prbk.g_00327	Syap.g_02060
OG0001012	Prbk.g_02158	Syap.g_00371
OG0001013	Prbk.g_02133	Syap.g_01325
OG0001016	Prbk.g_01315	Syap.g_01695
OG0001033	Prbk.g_00633	Syap.g_00105
OG0001035	Prbk.g_00372	Syap.g_01594
OG0001038	Prbk.g_00415	Syap.g_01362
OG0001039	Prbk.g_00418	Syap.g_01359
OG0001040	Prbk.g_00421	Syap.g_01356
OG0001041	Prbk.g_00426	Syap.g_01352
OG0001043	Prbk.g_00453	Syap.g_01676
OG0001044	Prbk.g_00870	Syap.g_00571
OG0001053	Prbk.g_02064	Syap.g_02253
OG0001054	Prbk.g_01861	Syap.g_00274
OG0001055	Prbk.g_01056	Syap.g_00252
OG0001059	Prbk.g_01889	Syap.g_00306
OG0001060	Prbk.g_01882	Syap.g_00299
OG0001061	Prbk.g_01109	Syap.g_01309
OG0001062	Prbk.g_01111	Syap.g_01314
OG0001072	Prbk.g_01129	Syap.g_00441
OG0001073	Prbk.g_01148	Syap.g_00122, Syap.g_00455
OG0001078	Prbk.g_02632	Syap.g_00896
OG0001080	Prbk.g_00738	Syap.g_02505
OG0001085	Prbk.g_00708	Syap.g_01953
OG0001094	Prbk.g_02462	Syap.g_00187
OG0001095	Prbk.g_02481	Syap.g_02725
OG0001096	Prbk.g_02497	Syap.g_02709
OG0001100	Prbk.g_02389	Syap.g_02369
OG0001102	Prbk.g_02393	Syap.g_01258
OG0001103	Prbk.g_02395	Syap.g_01256
OG0001104	Prbk.g_02452	Syap.g_00171
OG0001105	Prbk.g_02447	Syap.g_00175
OG0001107	Prbk.g_02326	Syap.g_02015
OG0001108	Prbk.g_02319	Syap.g_00119
OG0001122	Prbk.g_00581	Syap.g_02766
OG0001123	Prbk.g_00588	Syap.g_01872
OG0001133	Prbk.g_02613	Syap.g_01292
OG0001136	Prbk.g_01021	Syap.g_00230
OG0001137	Prbk.g_00155	Syap.g_00213
OG0001140	Prbk.g_00134	Syap.g_02134
OG0001152	Prbk.g_02036	Syap.g_02447
OG0001154	Prbk.g_01216	Syap.g_00013
OG0001155	Prbk.g_02004	Syap.g_00750
OG0001160	Prbk.g_00934	Syap.g_01217
OG0001162	Prbk.g_01788	Syap.g_02366
OG0001163	Prbk.g_00920	Syap.g_00609
OG0001164	Prbk.g_00915	Syap.g_00614
OG0001165	Prbk.g_00912	Syap.g_00619
OG0001168	Prbk.g_01415	Syap.g_01372
OG0001171	Prbk.g_01401	Syap.g_01505
OG0001172	Prbk.g_01908	Syap.g_00547
OG0001177	Prbk.g_00993	Syap.g_01920
OG0001178	Prbk.g_00901	Syap.g_01786, Syap.g_01787
OG0001179	Prbk.g_00962	Syap.g_00491
OG0001180	Prbk.g_00804	Syap.g_00097, Syap.g_00465
OG0001181	Prbk.g_00808	Syap.g_00459
OG0001183	Prbk.g_00845	Syap.g_00594
OG0001185	Prbk.g_00231	Syap.g_01104
OG0001186	Prbk.g_01568	Syap.g_01140
OG0001187	Prbk.g_01572	Syap.g_01142
OG0001188	Prbk.g_01576	Syap.g_00634
OG0001189	Prbk.g_01598	Syap.g_00979
OG0001191	Prbk.g_02173	Syap.g_01030
OG0001192	Prbk.g_02180	Syap.g_01021
OG0001197	Prbk.g_02263	Syap.g_00126
OG0001198	Prbk.g_02275	Syap.g_00052
OG0001199	Prbk.g_01314	Syap.g_01696
OG0001200	Prbk.g_01312	Syap.g_01698
OG0001202	Prbk.g_01254	Syap.g_01613
OG0001203	Prbk.g_01519	Syap.g_01154
OG0001204	Prbk.g_01013	Syap.g_01577
OG0001214	Prbk.g_02633	Syap.g_00897
OG0001217	Prbk.g_01872	Syap.g_01464
OG0001218	Prbk.g_01205	Syap.g_00020
OG0001219	Prbk.g_02367	Syap.g_02794
OG0001221	Prbk.g_02420	Syap.g_01777
OG0001222	Prbk.g_02189	Syap.g_02027
OG0001224	Prbk.g_00060	Syap.g_01551
OG0001225	Prbk.g_00058	Syap.g_01553
OG0001226	Prbk.g_01682	Syap.g_02551
OG0001228	Prbk.g_00183	Syap.g_01063
OG0001229	Prbk.g_00923	Syap.g_00827
OG0001230	Prbk.g_00249	Syap.g_02116
OG0001231	Prbk.g_01637	Syap.g_00073
OG0001232	Prbk.g_01433	Syap.g_01393
OG0001235	Prbk.g_00996	Syap.g_01924
OG0001236	Prbk.g_00517	Syap.g_01069
OG0001237	Prbk.g_00524	Syap.g_01073
OG0001238	Prbk.g_02174	Syap.g_01028
OG0001239	Prbk.g_01317	Syap.g_01693, Syap.g_01692
OG0001242	Prbk.g_00200	Syap.g_02227, Syap.g_02229
OG0001243	Prbk.g_00541	Syap.g_02219
OG0001246	Prbk.g_01044	Syap.g_01165, Syap.g_00267
OG0001248	Prbk.g_01805	Syap.g_00423
OG0001249	Prbk.g_00865	Syap.g_00575
OG0001250	Prbk.g_02538	Syap.g_01836
OG0001253	Prbk.g_01700	Syap.g_01969
OG0001255	Prbk.g_01776	Syap.g_02523
OG0001258	Prbk.g_00914	Syap.g_00617
OG0001260	Prbk.g_01382	Syap.g_01497
OG0001261	Prbk.g_00953	Syap.g_00482
OG0001262	Prbk.g_01595	Syap.g_00981
OG0001263	Prbk.g_00543	Syap.g_02216
OG0001265	Prbk.g_00198	Syap.g_02231
OG0001266	Prbk.g_01250	Syap.g_01618
OG0001267	Prbk.g_00417	Syap.g_01360
OG0001268	Prbk.g_00877	Syap.g_00563
OG0001270	Prbk.g_00330	Syap.g_02056
OG0001271	Prbk.g_02110	Syap.g_02759
OG0001272	Prbk.g_02067	Syap.g_02250
OG0001274	Prbk.g_00651	Syap.g_01897
OG0001275	Prbk.g_00570	Syap.g_02694
OG0001276	Prbk.g_00587	Syap.g_01873
OG0001277	Prbk.g_02247	Syap.g_01293
OG0001278	Prbk.g_00176	Syap.g_02438
OG0001279	Prbk.g_01933	Syap.g_02663
OG0001286	Prbk.g_00802	Syap.g_00467
OG0001288	Prbk.g_01534	Syap.g_01123
OG0001291	Prbk.g_00553	Syap.g_02207
OG0001292	Prbk.g_01007	Syap.g_01583
OG0001297	Prbk.g_01053	Syap.g_00255
OG0001303	Prbk.g_02365	Syap.g_02795
OG0001307	Prbk.g_01198	Syap.g_00403
OG0001308	Prbk.g_00277	Syap.g_02751, Syap.g_02750
OG0001310	Prbk.g_01444	Syap.g_01774
OG0001311	Prbk.g_00589	Syap.g_01871
OG0001312	Prbk.g_02354	Syap.g_01735
OG0001319	Prbk.g_00407	Syap.g_02338
