Orthogroup	Prbk	Prav
OG0000565	Prbk.g_01881	Prav.g_01159
OG0000566	Prbk.g_01877	Prav.g_01161
OG0000567	Prbk.g_01873	Prav.g_01165
OG0000568	Prbk.g_01871	Prav.g_01166
OG0000569	Prbk.g_01104	Prav.g_01167
OG0000570	Prbk.g_01105	Prav.g_01168
OG0000571	Prbk.g_01108	Prav.g_01170
OG0000572	Prbk.g_01124	Prav.g_01183
OG0000573	Prbk.g_01131	Prav.g_01188
OG0000574	Prbk.g_01132	Prav.g_01189
OG0000575	Prbk.g_01141	Prav.g_01193
OG0000576	Prbk.g_01143	Prav.g_01195
OG0000577	Prbk.g_01144	Prav.g_01196
OG0000578	Prbk.g_01145	Prav.g_01197
OG0000579	Prbk.g_01146	Prav.g_01198
OG0000580	Prbk.g_01147	Prav.g_01199
OG0000581	Prbk.g_01151	Prav.g_01201
OG0000582	Prbk.g_01155	Prav.g_01204
OG0000583	Prbk.g_01156	Prav.g_01205
OG0000584	Prbk.g_01157	Prav.g_01206
OG0000585	Prbk.g_01159	Prav.g_01208
OG0000586	Prbk.g_01161	Prav.g_01209
OG0000587	Prbk.g_01163	Prav.g_01210
OG0000588	Prbk.g_02605	Prav.g_01214
OG0000589	Prbk.g_02608	Prav.g_01219
OG0000590	Prbk.g_02609	Prav.g_01220
OG0000591	Prbk.g_02616	Prav.g_01223
OG0000592	Prbk.g_02617	Prav.g_01224
OG0000593	Prbk.g_02627	Prav.g_01230
OG0000594	Prbk.g_02628	Prav.g_01231
OG0000595	Prbk.g_02629	Prav.g_01232
OG0000596	Prbk.g_02634	Prav.g_01236
OG0000597	Prbk.g_02637	Prav.g_01238
OG0000598	Prbk.g_02638	Prav.g_01239
OG0000599	Prbk.g_02648	Prav.g_01242
OG0000600	Prbk.g_02649	Prav.g_01243
OG0000601	Prbk.g_02650	Prav.g_01244
OG0000602	Prbk.g_02654	Prav.g_01246
OG0000603	Prbk.g_02655	Prav.g_01247
OG0000604	Prbk.g_02656	Prav.g_01248
OG0000605	Prbk.g_00740	Prav.g_01249
OG0000606	Prbk.g_00729	Prav.g_01252
OG0000607	Prbk.g_00726	Prav.g_01255
OG0000608	Prbk.g_00725	Prav.g_01256
OG0000609	Prbk.g_00723	Prav.g_01257
OG0000610	Prbk.g_00715	Prav.g_01262
OG0000611	Prbk.g_00712	Prav.g_01265
OG0000612	Prbk.g_00711	Prav.g_01266
OG0000613	Prbk.g_00478	Prav.g_01271
OG0000614	Prbk.g_01802	Prav.g_01290
OG0000615	Prbk.g_02429	Prav.g_01298
OG0000616	Prbk.g_02262	Prav.g_01312
OG0000617	Prbk.g_00613	Prav.g_00312
OG0000618	Prbk.g_00612	Prav.g_00313
OG0000619	Prbk.g_00611	Prav.g_00314
OG0000620	Prbk.g_00607	Prav.g_00317
OG0000621	Prbk.g_00606	Prav.g_00318
OG0000622	Prbk.g_00605	Prav.g_00319
OG0000623	Prbk.g_00604	Prav.g_00320
OG0000624	Prbk.g_00603	Prav.g_00321
OG0000625	Prbk.g_00602	Prav.g_00322
OG0000626	Prbk.g_00601	Prav.g_00323
OG0000627	Prbk.g_02376	Prav.g_00324
OG0000628	Prbk.g_02375	Prav.g_00325
OG0000629	Prbk.g_02372	Prav.g_00326
OG0000630	Prbk.g_02368	Prav.g_00329
OG0000631	Prbk.g_02362	Prav.g_00388
OG0000632	Prbk.g_02361	Prav.g_00389
OG0000633	Prbk.g_02360	Prav.g_00390
OG0000634	Prbk.g_02464	Prav.g_00393
OG0000635	Prbk.g_02465	Prav.g_00394
OG0000636	Prbk.g_02467	Prav.g_00396
OG0000637	Prbk.g_02469	Prav.g_00398
OG0000638	Prbk.g_02470	Prav.g_00399
OG0000639	Prbk.g_02471	Prav.g_00400
OG0000640	Prbk.g_02472	Prav.g_00401
OG0000641	Prbk.g_02476	Prav.g_00405
OG0000642	Prbk.g_02477	Prav.g_00406
OG0000643	Prbk.g_02478	Prav.g_00407
OG0000644	Prbk.g_02479	Prav.g_00408
OG0000645	Prbk.g_02480	Prav.g_00409
OG0000646	Prbk.g_02483	Prav.g_00411
OG0000647	Prbk.g_02486	Prav.g_00412
OG0000648	Prbk.g_02488	Prav.g_00414
OG0000649	Prbk.g_02489	Prav.g_00415
OG0000650	Prbk.g_02490	Prav.g_00416
OG0000651	Prbk.g_02491	Prav.g_00417
OG0000652	Prbk.g_02492	Prav.g_00418
OG0000653	Prbk.g_02494	Prav.g_00420
OG0000654	Prbk.g_02495	Prav.g_00421
OG0000655	Prbk.g_02496	Prav.g_00422
OG0000656	Prbk.g_02499	Prav.g_00425
OG0000657	Prbk.g_02532	Prav.g_00432
OG0000658	Prbk.g_02534	Prav.g_00433
OG0000659	Prbk.g_02535	Prav.g_00434
OG0000660	Prbk.g_02539	Prav.g_00438
OG0000661	Prbk.g_02541	Prav.g_00440
OG0000662	Prbk.g_02543	Prav.g_00442
OG0000663	Prbk.g_02546	Prav.g_00444
OG0000664	Prbk.g_02547	Prav.g_00445
OG0000665	Prbk.g_02560	Prav.g_00449
OG0000666	Prbk.g_02563	Prav.g_00450
OG0000667	Prbk.g_02570	Prav.g_00454
OG0000668	Prbk.g_00582	Prav.g_00483
OG0000669	Prbk.g_02580	Prav.g_00490
OG0000670	Prbk.g_01662	Prav.g_00492
OG0000671	Prbk.g_02391	Prav.g_00494
OG0000672	Prbk.g_02394	Prav.g_00497
OG0000673	Prbk.g_02397	Prav.g_00500
OG0000674	Prbk.g_02399	Prav.g_00502
OG0000675	Prbk.g_02400	Prav.g_00503
OG0000676	Prbk.g_02408	Prav.g_00505
OG0000677	Prbk.g_02410	Prav.g_00506
OG0000678	Prbk.g_02415	Prav.g_00508
OG0000679	Prbk.g_02435	Prav.g_00512
OG0000680	Prbk.g_02436	Prav.g_00513
OG0000681	Prbk.g_02438	Prav.g_00515
OG0000682	Prbk.g_02439	Prav.g_00516
OG0000683	Prbk.g_02440	Prav.g_00517
OG0000684	Prbk.g_02453	Prav.g_00519
OG0000685	Prbk.g_02451	Prav.g_00521
OG0000686	Prbk.g_02450	Prav.g_00522
OG0000687	Prbk.g_02449	Prav.g_00523
OG0000688	Prbk.g_02455	Prav.g_00526
OG0000689	Prbk.g_02456	Prav.g_00527
OG0000690	Prbk.g_02457	Prav.g_00528
OG0000691	Prbk.g_02458	Prav.g_00529
OG0000692	Prbk.g_02459	Prav.g_00530
OG0000693	Prbk.g_02460	Prav.g_00531
OG0000694	Prbk.g_02461	Prav.g_00532
OG0000695	Prbk.g_02358	Prav.g_00534
OG0000696	Prbk.g_02357	Prav.g_00535
OG0000697	Prbk.g_02355	Prav.g_00536
OG0000698	Prbk.g_02352	Prav.g_00539
OG0000699	Prbk.g_02350	Prav.g_00540
OG0000700	Prbk.g_02349	Prav.g_00541
OG0000701	Prbk.g_02348	Prav.g_00542
OG0000702	Prbk.g_02340	Prav.g_00544
OG0000703	Prbk.g_02339	Prav.g_00545
OG0000704	Prbk.g_02337	Prav.g_00546
OG0000705	Prbk.g_02331	Prav.g_00550
OG0000706	Prbk.g_02330	Prav.g_00551
OG0000707	Prbk.g_02329	Prav.g_00552
OG0000708	Prbk.g_02327	Prav.g_00553
OG0000709	Prbk.g_02320	Prav.g_00557
OG0000710	Prbk.g_02316	Prav.g_00560
OG0000711	Prbk.g_02293	Prav.g_00577
OG0000712	Prbk.g_02292	Prav.g_00579
OG0000713	Prbk.g_00562	Prav.g_00580
OG0000714	Prbk.g_00566	Prav.g_00581
OG0000715	Prbk.g_00568	Prav.g_00583
OG0000716	Prbk.g_00572	Prav.g_00585
OG0000717	Prbk.g_00573	Prav.g_00586
OG0000718	Prbk.g_00578	Prav.g_00902
OG0000719	Prbk.g_00580	Prav.g_00904
OG0000720	Prbk.g_00593	Prav.g_00913
OG0000721	Prbk.g_00594	Prav.g_00915
OG0000722	Prbk.g_00595	Prav.g_00916
OG0000723	Prbk.g_00599	Prav.g_00919
OG0000724	Prbk.g_00061	Prav.g_00928
OG0000725	Prbk.g_00054	Prav.g_00934
OG0000726	Prbk.g_00053	Prav.g_00935
OG0000727	Prbk.g_00052	Prav.g_00936
OG0000728	Prbk.g_00051	Prav.g_00938
OG0000729	Prbk.g_01531	Prav.g_00263
OG0000730	Prbk.g_00869	Prav.g_00004
OG0000731	Prbk.g_00879	Prav.g_00008
OG0000732	Prbk.g_01601	Prav.g_00016
OG0000733	Prbk.g_02202	Prav.g_00034
OG0000734	Prbk.g_00004	Prav.g_00050
OG0000735	Prbk.g_01037	Prav.g_00052
OG0000736	Prbk.g_01036	Prav.g_00053
OG0000737	Prbk.g_01035	Prav.g_00054
OG0000738	Prbk.g_01028	Prav.g_00058
OG0000739	Prbk.g_01026	Prav.g_00059
OG0000740	Prbk.g_01025	Prav.g_00060
OG0000741	Prbk.g_01022	Prav.g_00061
OG0000742	Prbk.g_01020	Prav.g_00064
OG0000743	Prbk.g_01018	Prav.g_00066
OG0000744	Prbk.g_01017	Prav.g_00067
OG0000745	Prbk.g_00141	Prav.g_00068
OG0000746	Prbk.g_00143	Prav.g_00070
OG0000747	Prbk.g_00144	Prav.g_00071
OG0000748	Prbk.g_00156	Prav.g_00074
OG0000749	Prbk.g_00157	Prav.g_00075
OG0000750	Prbk.g_00158	Prav.g_00076
OG0000751	Prbk.g_00105	Prav.g_01868
OG0000752	Prbk.g_00103	Prav.g_01866
OG0000753	Prbk.g_00100	Prav.g_01863
OG0000754	Prbk.g_01501	Prav.g_01860
OG0000755	Prbk.g_00139	Prav.g_01857
OG0000756	Prbk.g_00138	Prav.g_01856
OG0000757	Prbk.g_00131	Prav.g_01850
OG0000758	Prbk.g_00130	Prav.g_01849
OG0000759	Prbk.g_00129	Prav.g_01848
OG0000760	Prbk.g_00128	Prav.g_01847
OG0000761	Prbk.g_00127	Prav.g_01846
OG0000762	Prbk.g_01503	Prav.g_01845
OG0000763	Prbk.g_01505	Prav.g_01843
OG0000764	Prbk.g_01506	Prav.g_01842
OG0000765	Prbk.g_00178	Prav.g_01833
OG0000766	Prbk.g_00177	Prav.g_01832
OG0000767	Prbk.g_00175	Prav.g_01830
OG0000768	Prbk.g_00174	Prav.g_01829
OG0000769	Prbk.g_00098	Prav.g_01827
OG0000770	Prbk.g_00122	Prav.g_01825
OG0000771	Prbk.g_00066	Prav.g_02003
OG0000772	Prbk.g_02011	Prav.g_01409
OG0000773	Prbk.g_00162	Prav.g_01429
OG0000774	Prbk.g_01192	Prav.g_01431
OG0000775	Prbk.g_01190	Prav.g_01433
OG0000776	Prbk.g_01189	Prav.g_01434
OG0000777	Prbk.g_01188	Prav.g_01435
OG0000778	Prbk.g_01187	Prav.g_01436
OG0000779	Prbk.g_01182	Prav.g_01440
OG0000780	Prbk.g_01179	Prav.g_01441
OG0000781	Prbk.g_01175	Prav.g_01444
OG0000782	Prbk.g_01174	Prav.g_01445
OG0000783	Prbk.g_01173	Prav.g_01446
OG0000784	Prbk.g_01172	Prav.g_01447
OG0000785	Prbk.g_01170	Prav.g_01449
OG0000786	Prbk.g_01167	Prav.g_01451
OG0000787	Prbk.g_01166	Prav.g_01452
OG0000788	Prbk.g_00334	Prav.g_01460
OG0000789	Prbk.g_01691	Prav.g_01463
OG0000790	Prbk.g_02048	Prav.g_01478
OG0000791	Prbk.g_02046	Prav.g_01480
OG0000792	Prbk.g_02045	Prav.g_01481
OG0000793	Prbk.g_02041	Prav.g_01484
OG0000794	Prbk.g_02040	Prav.g_01485
OG0000795	Prbk.g_02039	Prav.g_01486
OG0000796	Prbk.g_02035	Prav.g_01490
OG0000797	Prbk.g_02034	Prav.g_01491
OG0000799	Prbk.g_01929	Prav.g_01560
OG0000800	Prbk.g_01930	Prav.g_01561
OG0000801	Prbk.g_01931	Prav.g_01562
OG0000802	Prbk.g_01938	Prav.g_01564
OG0000803	Prbk.g_00244	Prav.g_01566
OG0000804	Prbk.g_00246	Prav.g_01567
OG0000805	Prbk.g_00248	Prav.g_01569
OG0000806	Prbk.g_00250	Prav.g_01571
OG0000807	Prbk.g_00252	Prav.g_01572
OG0000808	Prbk.g_00253	Prav.g_01573
OG0000809	Prbk.g_00257	Prav.g_01576
OG0000810	Prbk.g_00258	Prav.g_01577
OG0000811	Prbk.g_00270	Prav.g_01581
OG0000812	Prbk.g_00272	Prav.g_01583
OG0000813	Prbk.g_00273	Prav.g_01584
OG0000814	Prbk.g_00275	Prav.g_01586
OG0000815	Prbk.g_00276	Prav.g_01587
OG0000816	Prbk.g_00278	Prav.g_01589
OG0000817	Prbk.g_00279	Prav.g_01590
OG0000818	Prbk.g_01237	Prav.g_01595
OG0000819	Prbk.g_01236	Prav.g_01596
OG0000820	Prbk.g_01235	Prav.g_01597
OG0000821	Prbk.g_01228	Prav.g_01601
OG0000822	Prbk.g_01226	Prav.g_01602
OG0000823	Prbk.g_01225	Prav.g_01603
OG0000824	Prbk.g_01221	Prav.g_01606
OG0000825	Prbk.g_01220	Prav.g_01607
OG0000826	Prbk.g_01219	Prav.g_01608
OG0000827	Prbk.g_01218	Prav.g_01609
OG0000828	Prbk.g_01215	Prav.g_01612
OG0000829	Prbk.g_01214	Prav.g_01613
OG0000830	Prbk.g_01213	Prav.g_01614
OG0000831	Prbk.g_01211	Prav.g_01616
OG0000832	Prbk.g_02006	Prav.g_01622
OG0000833	Prbk.g_01998	Prav.g_01630
OG0000834	Prbk.g_01997	Prav.g_01631
OG0000835	Prbk.g_01996	Prav.g_01632
OG0000836	Prbk.g_01994	Prav.g_01633
OG0000837	Prbk.g_01993	Prav.g_01634
OG0000838	Prbk.g_01990	Prav.g_01636
OG0000839	Prbk.g_01989	Prav.g_01637
OG0000840	Prbk.g_01988	Prav.g_01638
OG0000841	Prbk.g_01987	Prav.g_01639
OG0000842	Prbk.g_01986	Prav.g_01640
OG0000843	Prbk.g_01985	Prav.g_01641
OG0000844	Prbk.g_01983	Prav.g_01642
OG0000845	Prbk.g_01982	Prav.g_01643
OG0000846	Prbk.g_01981	Prav.g_01644
OG0000847	Prbk.g_01980	Prav.g_01645
OG0000848	Prbk.g_01979	Prav.g_01646
OG0000849	Prbk.g_01978	Prav.g_01647
OG0000850	Prbk.g_01977	Prav.g_01649
OG0000851	Prbk.g_00937	Prav.g_01650
OG0000852	Prbk.g_00936	Prav.g_01651
OG0000853	Prbk.g_00932	Prav.g_01655
OG0000854	Prbk.g_00930	Prav.g_01657
OG0000855	Prbk.g_00929	Prav.g_01658
OG0000856	Prbk.g_02619	Prav.g_01671
OG0000857	Prbk.g_02485	Prav.g_01699
OG0000858	Prbk.g_00918	Prav.g_01755
OG0000859	Prbk.g_00917	Prav.g_01756
OG0000860	Prbk.g_00905	Prav.g_01763
OG0000861	Prbk.g_00904	Prav.g_01764
OG0000862	Prbk.g_00902	Prav.g_01765
OG0000863	Prbk.g_01451	Prav.g_01767
OG0000864	Prbk.g_01450	Prav.g_01768
OG0000865	Prbk.g_01449	Prav.g_01769
OG0000866	Prbk.g_01448	Prav.g_01770
OG0000867	Prbk.g_01447	Prav.g_01771
OG0000868	Prbk.g_01445	Prav.g_01772
OG0000869	Prbk.g_01442	Prav.g_01776
OG0000870	Prbk.g_01437	Prav.g_01781
OG0000871	Prbk.g_01436	Prav.g_01782
OG0000872	Prbk.g_01434	Prav.g_01783
OG0000873	Prbk.g_01431	Prav.g_01786
OG0000874	Prbk.g_01427	Prav.g_01789
OG0000875	Prbk.g_01426	Prav.g_01790
OG0000876	Prbk.g_01425	Prav.g_01791
OG0000877	Prbk.g_01422	Prav.g_01793
OG0000878	Prbk.g_01421	Prav.g_01794
OG0000879	Prbk.g_01420	Prav.g_01795
OG0000880	Prbk.g_01419	Prav.g_01796
OG0000881	Prbk.g_01414	Prav.g_01800
OG0000882	Prbk.g_01409	Prav.g_01805
OG0000883	Prbk.g_01407	Prav.g_01807
OG0000884	Prbk.g_01405	Prav.g_01809
OG0000885	Prbk.g_01404	Prav.g_01810
OG0000886	Prbk.g_01403	Prav.g_01811
OG0000887	Prbk.g_01402	Prav.g_01812
OG0000888	Prbk.g_01400	Prav.g_01814
OG0000889	Prbk.g_01398	Prav.g_01816
OG0000890	Prbk.g_01384	Prav.g_01817
OG0000891	Prbk.g_01383	Prav.g_01818
OG0000892	Prbk.g_01381	Prav.g_00264
OG0000893	Prbk.g_01901	Prav.g_00268
OG0000894	Prbk.g_01905	Prav.g_00270
OG0000895	Prbk.g_01910	Prav.g_00273
OG0000896	Prbk.g_01911	Prav.g_00274
OG0000897	Prbk.g_01913	Prav.g_00276
OG0000898	Prbk.g_01914	Prav.g_00277
OG0000899	Prbk.g_01915	Prav.g_00278
OG0000900	Prbk.g_01916	Prav.g_00279
OG0000901	Prbk.g_01920	Prav.g_00282
OG0000902	Prbk.g_01922	Prav.g_00284
OG0000903	Prbk.g_00990	Prav.g_00287
OG0000904	Prbk.g_00995	Prav.g_00289
OG0000905	Prbk.g_00997	Prav.g_00294
OG0000906	Prbk.g_01926	Prav.g_00295
OG0000907	Prbk.g_00988	Prav.g_00590
OG0000908	Prbk.g_00985	Prav.g_00593
OG0000909	Prbk.g_00984	Prav.g_00594
OG0000910	Prbk.g_00983	Prav.g_00595
OG0000911	Prbk.g_00981	Prav.g_00597
OG0000912	Prbk.g_00980	Prav.g_00598
OG0000913	Prbk.g_00979	Prav.g_00599
OG0000914	Prbk.g_00978	Prav.g_00600
OG0000915	Prbk.g_00977	Prav.g_00601
OG0000916	Prbk.g_00976	Prav.g_00602
OG0000917	Prbk.g_00975	Prav.g_00603
OG0000918	Prbk.g_00974	Prav.g_00604
OG0000919	Prbk.g_00973	Prav.g_00605
OG0000920	Prbk.g_00972	Prav.g_00606
OG0000921	Prbk.g_00971	Prav.g_00607
OG0000922	Prbk.g_00970	Prav.g_00608
OG0000923	Prbk.g_00966	Prav.g_00612
OG0000924	Prbk.g_00965	Prav.g_00613
OG0000925	Prbk.g_00964	Prav.g_00614
OG0000926	Prbk.g_00963	Prav.g_00615
OG0000927	Prbk.g_00961	Prav.g_00617
OG0000928	Prbk.g_00960	Prav.g_00618
OG0000929	Prbk.g_00959	Prav.g_00619
OG0000930	Prbk.g_00958	Prav.g_00620
OG0000931	Prbk.g_00957	Prav.g_00621
OG0000932	Prbk.g_00956	Prav.g_00622
OG0000933	Prbk.g_00951	Prav.g_00626
OG0000934	Prbk.g_00949	Prav.g_00628
OG0000935	Prbk.g_00948	Prav.g_00629
OG0000936	Prbk.g_00947	Prav.g_00630
OG0000937	Prbk.g_00946	Prav.g_00631
OG0000938	Prbk.g_00797	Prav.g_00633
OG0000939	Prbk.g_00798	Prav.g_00634
OG0000940	Prbk.g_00807	Prav.g_00641
OG0000941	Prbk.g_00809	Prav.g_00643
OG0000942	Prbk.g_00811	Prav.g_00645
OG0000943	Prbk.g_00812	Prav.g_00646
OG0000944	Prbk.g_00814	Prav.g_00647
OG0000945	Prbk.g_00816	Prav.g_00648
OG0000946	Prbk.g_00844	Prav.g_00653
OG0000947	Prbk.g_00847	Prav.g_00655
OG0000948	Prbk.g_00848	Prav.g_00656
OG0000949	Prbk.g_00851	Prav.g_00659
OG0000950	Prbk.g_00513	Prav.g_00664
OG0000951	Prbk.g_00518	Prav.g_00668
OG0000952	Prbk.g_00525	Prav.g_00672
OG0000953	Prbk.g_00529	Prav.g_00675
OG0000954	Prbk.g_00216	Prav.g_00679
OG0000955	Prbk.g_00217	Prav.g_00680
OG0000956	Prbk.g_00219	Prav.g_00682
OG0000957	Prbk.g_00235	Prav.g_00687
OG0000958	Prbk.g_00236	Prav.g_00688
OG0000959	Prbk.g_01482	Prav.g_00692
OG0000960	Prbk.g_01483	Prav.g_00693
OG0000961	Prbk.g_01494	Prav.g_00695
OG0000962	Prbk.g_01530	Prav.g_00697
OG0000963	Prbk.g_01535	Prav.g_00701
OG0000964	Prbk.g_01536	Prav.g_00702
OG0000965	Prbk.g_01537	Prav.g_00703
OG0000966	Prbk.g_01571	Prav.g_00710
OG0000967	Prbk.g_01577	Prav.g_00714
OG0000968	Prbk.g_01580	Prav.g_00716
OG0000969	Prbk.g_01582	Prav.g_00717
OG0000970	Prbk.g_01583	Prav.g_00718
OG0000971	Prbk.g_01585	Prav.g_00719
OG0000972	Prbk.g_01586	Prav.g_00720
OG0000973	Prbk.g_01587	Prav.g_00721
OG0000974	Prbk.g_01588	Prav.g_00722
OG0000975	Prbk.g_01589	Prav.g_00723
OG0000976	Prbk.g_01590	Prav.g_00724
OG0000977	Prbk.g_01592	Prav.g_00725
OG0000978	Prbk.g_01593	Prav.g_00726
OG0000979	Prbk.g_01596	Prav.g_00729
OG0000980	Prbk.g_01600	Prav.g_00731
OG0000981	Prbk.g_01603	Prav.g_00733
OG0000982	Prbk.g_02161	Prav.g_00735
OG0000983	Prbk.g_02162	Prav.g_00736
OG0000984	Prbk.g_02163	Prav.g_00737
OG0000985	Prbk.g_02167	Prav.g_00740
OG0000986	Prbk.g_02169	Prav.g_00742
OG0000987	Prbk.g_02171	Prav.g_00743
OG0000988	Prbk.g_02175	Prav.g_00746
OG0000989	Prbk.g_02185	Prav.g_00750
OG0000990	Prbk.g_02207	Prav.g_00753
OG0000991	Prbk.g_02210	Prav.g_00754
OG0000992	Prbk.g_02213	Prav.g_00756
OG0000993	Prbk.g_02214	Prav.g_00757
OG0000994	Prbk.g_02217	Prav.g_00758
OG0000995	Prbk.g_02226	Prav.g_00762
OG0000996	Prbk.g_02239	Prav.g_00763
OG0000997	Prbk.g_02248	Prav.g_00764
OG0000998	Prbk.g_02250	Prav.g_00766
OG0000999	Prbk.g_02251	Prav.g_00767
OG0001000	Prbk.g_02254	Prav.g_00770
OG0001001	Prbk.g_02258	Prav.g_00772
OG0001002	Prbk.g_02265	Prav.g_00776
OG0001003	Prbk.g_02267	Prav.g_00778
OG0001004	Prbk.g_02268	Prav.g_00779
OG0001005	Prbk.g_02270	Prav.g_00780
OG0001006	Prbk.g_02276	Prav.g_00784
OG0001007	Prbk.g_02278	Prav.g_00786
OG0001008	Prbk.g_00327	Prav.g_01036
OG0001009	Prbk.g_01622	Prav.g_00095
OG0001010	Prbk.g_01621	Prav.g_00096
OG0001011	Prbk.g_01619	Prav.g_00097
OG0001012	Prbk.g_02158	Prav.g_00114
OG0001013	Prbk.g_02133	Prav.g_00119
OG0001014	Prbk.g_02124	Prav.g_00122
OG0001015	Prbk.g_02123	Prav.g_00123
OG0001016	Prbk.g_01315	Prav.g_00138
OG0001017	Prbk.g_01309	Prav.g_00142
OG0001018	Prbk.g_01307	Prav.g_00145
OG0001019	Prbk.g_01294	Prav.g_00154
OG0001020	Prbk.g_00035	Prav.g_00155
OG0001021	Prbk.g_00031	Prav.g_00156
OG0001022	Prbk.g_00026	Prav.g_00159
OG0001023	Prbk.g_00025	Prav.g_00160
OG0001024	Prbk.g_00021	Prav.g_00163
OG0001025	Prbk.g_00014	Prav.g_00169
OG0001026	Prbk.g_00001	Prav.g_00176
OG0001027	Prbk.g_00190	Prav.g_00177
OG0001028	Prbk.g_00192	Prav.g_00179
OG0001029	Prbk.g_00194	Prav.g_00180
OG0001030	Prbk.g_00547	Prav.g_00195
OG0001031	Prbk.g_01275	Prav.g_00852
OG0001032	Prbk.g_01272	Prav.g_00851
OG0001033	Prbk.g_00633	Prav.g_00830
OG0001034	Prbk.g_01521	Prav.g_00802
OG0001035	Prbk.g_00372	Prav.g_01901
OG0001036	Prbk.g_00376	Prav.g_01906
OG0001037	Prbk.g_00378	Prav.g_01907
OG0001038	Prbk.g_00415	Prav.g_01924
OG0001039	Prbk.g_00418	Prav.g_01927
OG0001040	Prbk.g_00421	Prav.g_01929
OG0001041	Prbk.g_00426	Prav.g_01933
OG0001042	Prbk.g_00451	Prav.g_01950
OG0001043	Prbk.g_00453	Prav.g_01951
OG0001044	Prbk.g_00870	Prav.g_01979
OG0001045	Prbk.g_00882	Prav.g_01988
OG0001046	Prbk.g_00924	Prav.g_00996
OG0001047	Prbk.g_00325	Prav.g_01038
OG0001048	Prbk.g_00324	Prav.g_01039
OG0001049	Prbk.g_00321	Prav.g_01041
OG0001050	Prbk.g_00320	Prav.g_01042
OG0001051	Prbk.g_00319	Prav.g_01043
OG0001052	Prbk.g_02109	Prav.g_01069
OG0001053	Prbk.g_02064	Prav.g_01081
OG0001054	Prbk.g_01861	Prav.g_01096
OG0001055	Prbk.g_01056	Prav.g_01115
OG0001056	Prbk.g_01085	Prav.g_01134
OG0001057	Prbk.g_01097	Prav.g_01139
OG0001058	Prbk.g_01893	Prav.g_01147
OG0001059	Prbk.g_01889	Prav.g_01151
OG0001060	Prbk.g_01882	Prav.g_01158
OG0001061	Prbk.g_01109	Prav.g_01171
OG0001062	Prbk.g_01111	Prav.g_01173
OG0001063	Prbk.g_01115	Prav.g_01175
OG0001064	Prbk.g_01116	Prav.g_01176
OG0001065	Prbk.g_01117	Prav.g_01177
OG0001066	Prbk.g_01118	Prav.g_01178
OG0001067	Prbk.g_01119	Prav.g_01179
OG0001068	Prbk.g_01120	Prav.g_01180
OG0001069	Prbk.g_01121	Prav.g_01181
OG0001070	Prbk.g_01125	Prav.g_01184
OG0001071	Prbk.g_01126	Prav.g_01185
OG0001072	Prbk.g_01129	Prav.g_01186
OG0001073	Prbk.g_01148	Prav.g_01200
OG0001074	Prbk.g_02602	Prav.g_01211
OG0001075	Prbk.g_02603	Prav.g_01212
OG0001076	Prbk.g_02611	Prav.g_01222
OG0001077	Prbk.g_02621	Prav.g_01226
OG0001078	Prbk.g_02632	Prav.g_01234
OG0001079	Prbk.g_02651	Prav.g_01245
OG0001080	Prbk.g_00738	Prav.g_01251
OG0001081	Prbk.g_00728	Prav.g_01253
OG0001082	Prbk.g_00727	Prav.g_01254
OG0001083	Prbk.g_00719	Prav.g_01259
OG0001084	Prbk.g_00718	Prav.g_01260
OG0001085	Prbk.g_00708	Prav.g_01268
OG0001086	Prbk.g_00706	Prav.g_01269
OG0001087	Prbk.g_01821	Prav.g_01286
OG0001088	Prbk.g_01817	Prav.g_01287
OG0001089	Prbk.g_01764	Prav.g_01295
OG0001090	Prbk.g_00617	Prav.g_00307
OG0001091	Prbk.g_00615	Prav.g_00309
OG0001092	Prbk.g_00614	Prav.g_00310
OG0001093	Prbk.g_00610	Prav.g_00315
OG0001094	Prbk.g_02462	Prav.g_00391
OG0001095	Prbk.g_02481	Prav.g_00410
OG0001096	Prbk.g_02497	Prav.g_00423
OG0001097	Prbk.g_02542	Prav.g_00441
OG0001098	Prbk.g_02379	Prav.g_00456
OG0001099	Prbk.g_00193	Prav.g_00487
OG0001100	Prbk.g_02389	Prav.g_00491
OG0001101	Prbk.g_02390	Prav.g_00493
OG0001102	Prbk.g_02393	Prav.g_00496
OG0001103	Prbk.g_02395	Prav.g_00498
OG0001104	Prbk.g_02452	Prav.g_00520
OG0001105	Prbk.g_02447	Prav.g_00524
OG0001106	Prbk.g_02336	Prav.g_00547
OG0001107	Prbk.g_02326	Prav.g_00554
OG0001108	Prbk.g_02319	Prav.g_00558
OG0001109	Prbk.g_02317	Prav.g_00559
OG0001110	Prbk.g_02315	Prav.g_00561
OG0001111	Prbk.g_02313	Prav.g_00562
OG0001112	Prbk.g_02311	Prav.g_00563
OG0001113	Prbk.g_02310	Prav.g_00564
OG0001114	Prbk.g_02309	Prav.g_00565
OG0001115	Prbk.g_02307	Prav.g_00567
OG0001116	Prbk.g_02306	Prav.g_00568
OG0001117	Prbk.g_02305	Prav.g_00569
OG0001118	Prbk.g_02304	Prav.g_00570
OG0001119	Prbk.g_02303	Prav.g_00571
OG0001120	Prbk.g_02301	Prav.g_00573
OG0001122	Prbk.g_00581	Prav.g_00905
OG0001123	Prbk.g_00588	Prav.g_00909
OG0001124	Prbk.g_00590	Prav.g_00911
OG0001125	Prbk.g_00592	Prav.g_00912
