Orthogroup	Prbk	Syao
OG0000566	Prbk.g_01877	Syao.g_00845
OG0000567	Prbk.g_01873	Syao.g_00841
OG0000568	Prbk.g_01871	Syao.g_00839
OG0000569	Prbk.g_01104	Syao.g_00838
OG0000570	Prbk.g_01105	Syao.g_00837
OG0000571	Prbk.g_01108	Syao.g_00834
OG0000572	Prbk.g_01124	Syao.g_01033
OG0000573	Prbk.g_01131	Syao.g_01022
OG0000574	Prbk.g_01132	Syao.g_01021
OG0000575	Prbk.g_01141	Syao.g_01000
OG0000576	Prbk.g_01143	Syao.g_00996
OG0000577	Prbk.g_01144	Syao.g_00995
OG0000578	Prbk.g_01145	Syao.g_00994
OG0000579	Prbk.g_01146	Syao.g_00993
OG0000580	Prbk.g_01147	Syao.g_00992
OG0000581	Prbk.g_01151	Syao.g_01059
OG0000582	Prbk.g_01155	Syao.g_01204
OG0000583	Prbk.g_01156	Syao.g_01205
OG0000584	Prbk.g_01157	Syao.g_01206
OG0000585	Prbk.g_01159	Syao.g_01054
OG0000586	Prbk.g_01161	Syao.g_01055
OG0000587	Prbk.g_01163	Syao.g_01057
OG0000588	Prbk.g_02605	Syao.g_00406
OG0000589	Prbk.g_02608	Syao.g_01342
OG0000590	Prbk.g_02609	Syao.g_01341
OG0000591	Prbk.g_02616	Syao.g_01330
OG0000592	Prbk.g_02617	Syao.g_01329
OG0000593	Prbk.g_02627	Syao.g_00890
OG0000594	Prbk.g_02628	Syao.g_00891
OG0000595	Prbk.g_02629	Syao.g_00892
OG0000596	Prbk.g_02634	Syao.g_00897
OG0000597	Prbk.g_02637	Syao.g_00900
OG0000598	Prbk.g_02638	Syao.g_00901
OG0000599	Prbk.g_02648	Syao.g_00908
OG0000600	Prbk.g_02649	Syao.g_00909
OG0000601	Prbk.g_02650	Syao.g_00910
OG0000602	Prbk.g_02654	Syao.g_00914
OG0000603	Prbk.g_02655	Syao.g_00915
OG0000604	Prbk.g_02656	Syao.g_00918
OG0000606	Prbk.g_00729	Syao.g_00924
OG0000607	Prbk.g_00726	Syao.g_00927
OG0000608	Prbk.g_00725	Syao.g_00928
OG0000609	Prbk.g_00723	Syao.g_00930
OG0000610	Prbk.g_00715	Syao.g_00940
OG0000611	Prbk.g_00712	Syao.g_00943
OG0000612	Prbk.g_00711	Syao.g_00944
OG0000613	Prbk.g_00478	Syao.g_01979
OG0000614	Prbk.g_01802	Syao.g_00375
OG0000615	Prbk.g_02429	Syao.g_00978
OG0000616	Prbk.g_02262	Syao.g_02342
OG0000617	Prbk.g_00613	Syao.g_00486
OG0000618	Prbk.g_00612	Syao.g_00485
OG0000619	Prbk.g_00611	Syao.g_00484
OG0000620	Prbk.g_00607	Syao.g_00479
OG0000621	Prbk.g_00606	Syao.g_00478
OG0000622	Prbk.g_00605	Syao.g_00476
OG0000623	Prbk.g_00604	Syao.g_00475
OG0000624	Prbk.g_00603	Syao.g_00473
OG0000625	Prbk.g_00602	Syao.g_00472
OG0000626	Prbk.g_00601	Syao.g_00471
OG0000627	Prbk.g_02376	Syao.g_00567
OG0000628	Prbk.g_02375	Syao.g_00566
OG0000629	Prbk.g_02372	Syao.g_00590
OG0000630	Prbk.g_02368	Syao.g_00585
OG0000631	Prbk.g_02362	Syao.g_00644
OG0000632	Prbk.g_02361	Syao.g_00643
OG0000633	Prbk.g_02360	Syao.g_00642
OG0000634	Prbk.g_02464	Syao.g_00752
OG0000635	Prbk.g_02465	Syao.g_00753
OG0000636	Prbk.g_02467	Syao.g_00755
OG0000637	Prbk.g_02469	Syao.g_00757
OG0000638	Prbk.g_02470	Syao.g_00758
OG0000639	Prbk.g_02471	Syao.g_00759
OG0000640	Prbk.g_02472	Syao.g_00760
OG0000641	Prbk.g_02476	Syao.g_00764
OG0000642	Prbk.g_02477	Syao.g_00765
OG0000643	Prbk.g_02478	Syao.g_00767
OG0000644	Prbk.g_02479	Syao.g_00768
OG0000645	Prbk.g_02480	Syao.g_00770
OG0000646	Prbk.g_02483	Syao.g_00773
OG0000647	Prbk.g_02486	Syao.g_00775
OG0000648	Prbk.g_02488	Syao.g_00777
OG0000649	Prbk.g_02489	Syao.g_00778
OG0000650	Prbk.g_02490	Syao.g_00779
OG0000651	Prbk.g_02491	Syao.g_00780
OG0000652	Prbk.g_02492	Syao.g_00781
OG0000653	Prbk.g_02494	Syao.g_00783
OG0000654	Prbk.g_02495	Syao.g_00784
OG0000655	Prbk.g_02496	Syao.g_00785
OG0000656	Prbk.g_02499	Syao.g_00789
OG0000657	Prbk.g_02532	Syao.g_00435
OG0000658	Prbk.g_02534	Syao.g_00560
OG0000659	Prbk.g_02535	Syao.g_00559
OG0000660	Prbk.g_02539	Syao.g_00555
OG0000661	Prbk.g_02541	Syao.g_00553
OG0000662	Prbk.g_02543	Syao.g_00535
OG0000663	Prbk.g_02546	Syao.g_00532
OG0000664	Prbk.g_02547	Syao.g_00530
OG0000665	Prbk.g_02560	Syao.g_01436
OG0000666	Prbk.g_02563	Syao.g_02120
OG0000667	Prbk.g_02570	Syao.g_01375
OG0000668	Prbk.g_00582	Syao.g_02678
OG0000669	Prbk.g_02580	Syao.g_00955
OG0000670	Prbk.g_01662	Syao.g_00958
OG0000671	Prbk.g_02391	Syao.g_00960
OG0000672	Prbk.g_02394	Syao.g_00963
OG0000673	Prbk.g_02397	Syao.g_00966
OG0000674	Prbk.g_02399	Syao.g_00968
OG0000675	Prbk.g_02400	Syao.g_00969
OG0000676	Prbk.g_02408	Syao.g_00971
OG0000677	Prbk.g_02410	Syao.g_00972
OG0000678	Prbk.g_02415	Syao.g_00974
OG0000679	Prbk.g_02435	Syao.g_00981
OG0000680	Prbk.g_02436	Syao.g_00982
OG0000681	Prbk.g_02438	Syao.g_00985
OG0000682	Prbk.g_02439	Syao.g_00986
OG0000683	Prbk.g_02440	Syao.g_00987
OG0000684	Prbk.g_02453	Syao.g_00990
OG0000685	Prbk.g_02451	Syao.g_00733
OG0000686	Prbk.g_02450	Syao.g_00734
OG0000687	Prbk.g_02449	Syao.g_00735
OG0000688	Prbk.g_02455	Syao.g_00741
OG0000689	Prbk.g_02456	Syao.g_00743
OG0000690	Prbk.g_02457	Syao.g_00744
OG0000691	Prbk.g_02458	Syao.g_00745
OG0000692	Prbk.g_02459	Syao.g_00747
OG0000693	Prbk.g_02460	Syao.g_00748
OG0000694	Prbk.g_02461	Syao.g_00749
OG0000695	Prbk.g_02358	Syao.g_00639
OG0000696	Prbk.g_02357	Syao.g_00638
OG0000697	Prbk.g_02355	Syao.g_00636
OG0000698	Prbk.g_02352	Syao.g_00633
OG0000699	Prbk.g_02350	Syao.g_00631
OG0000700	Prbk.g_02349	Syao.g_00630
OG0000701	Prbk.g_02348	Syao.g_00629
OG0000702	Prbk.g_02340	Syao.g_00705
OG0000703	Prbk.g_02339	Syao.g_00693
OG0000704	Prbk.g_02337	Syao.g_00689
OG0000705	Prbk.g_02331	Syao.g_00682
OG0000706	Prbk.g_02330	Syao.g_00681
OG0000707	Prbk.g_02329	Syao.g_00680
OG0000708	Prbk.g_02327	Syao.g_00677
OG0000709	Prbk.g_02320	Syao.g_00670
OG0000710	Prbk.g_02316	Syao.g_00666
OG0000711	Prbk.g_02293	Syao.g_00815
OG0000712	Prbk.g_02292	Syao.g_00813
OG0000713	Prbk.g_00562	Syao.g_00812
OG0000714	Prbk.g_00566	Syao.g_00810
OG0000715	Prbk.g_00568	Syao.g_00808
OG0000716	Prbk.g_00572	Syao.g_00804
OG0000717	Prbk.g_00573	Syao.g_00803
OG0000718	Prbk.g_00578	Syao.g_00794
OG0000719	Prbk.g_00580	Syao.g_00444
OG0000720	Prbk.g_00593	Syao.g_00457
OG0000721	Prbk.g_00594	Syao.g_00459
OG0000722	Prbk.g_00595	Syao.g_00460
OG0000723	Prbk.g_00599	Syao.g_00469
OG0000724	Prbk.g_00061	Syao.g_00513
OG0000725	Prbk.g_00054	Syao.g_00385
OG0000726	Prbk.g_00053	Syao.g_00384
OG0000727	Prbk.g_00052	Syao.g_00383
OG0000728	Prbk.g_00051	Syao.g_00381
OG0000729	Prbk.g_01531	Syao.g_02190
OG0000730	Prbk.g_00869	Syao.g_01880
OG0000731	Prbk.g_00879	Syao.g_01868
OG0000732	Prbk.g_01601	Syao.g_02218
OG0000733	Prbk.g_02202	Syao.g_01427
OG0000734	Prbk.g_00004	Syao.g_02592
OG0000735	Prbk.g_01037	Syao.g_00140
OG0000736	Prbk.g_01036	Syao.g_00139
OG0000737	Prbk.g_01035	Syao.g_00138
OG0000738	Prbk.g_01028	Syao.g_00132
OG0000739	Prbk.g_01026	Syao.g_00131
OG0000740	Prbk.g_01025	Syao.g_00130
OG0000741	Prbk.g_01022	Syao.g_00127
OG0000742	Prbk.g_01020	Syao.g_00124
OG0000743	Prbk.g_01018	Syao.g_00217
OG0000744	Prbk.g_01017	Syao.g_00216
OG0000745	Prbk.g_00141	Syao.g_00213
OG0000746	Prbk.g_00143	Syao.g_00210
OG0000747	Prbk.g_00144	Syao.g_00208
OG0000748	Prbk.g_00156	Syao.g_00193
OG0000749	Prbk.g_00157	Syao.g_00192
OG0000750	Prbk.g_00158	Syao.g_00191
OG0000751	Prbk.g_00105	Syao.g_00185
OG0000752	Prbk.g_00103	Syao.g_00183
OG0000753	Prbk.g_00100	Syao.g_00180
OG0000754	Prbk.g_01501	Syao.g_00175
OG0000755	Prbk.g_00139	Syao.g_00021
OG0000756	Prbk.g_00138	Syao.g_00229
OG0000757	Prbk.g_00131	Syao.g_00252
OG0000758	Prbk.g_00130	Syao.g_00251
OG0000759	Prbk.g_00129	Syao.g_00250
OG0000760	Prbk.g_00128	Syao.g_00249
OG0000761	Prbk.g_00127	Syao.g_00248
OG0000762	Prbk.g_01503	Syao.g_00246
OG0000763	Prbk.g_01505	Syao.g_00242
OG0000764	Prbk.g_01506	Syao.g_00241
OG0000765	Prbk.g_00178	Syao.g_00267
OG0000766	Prbk.g_00177	Syao.g_00266
OG0000767	Prbk.g_00175	Syao.g_00264
OG0000768	Prbk.g_00174	Syao.g_00263
OG0000769	Prbk.g_00098	Syao.g_00261
OG0000770	Prbk.g_00122	Syao.g_00257
OG0000771	Prbk.g_00066	Syao.g_00506
OG0000772	Prbk.g_02011	Syao.g_01523
OG0000773	Prbk.g_00162	Syao.g_01447
OG0000774	Prbk.g_01192	Syao.g_01442
OG0000775	Prbk.g_01190	Syao.g_01440
OG0000776	Prbk.g_01189	Syao.g_01439
OG0000777	Prbk.g_01188	Syao.g_01438
OG0000778	Prbk.g_01187	Syao.g_01437
OG0000779	Prbk.g_01182	Syao.g_01469
OG0000780	Prbk.g_01179	Syao.g_01456
OG0000781	Prbk.g_01175	Syao.g_01452
OG0000782	Prbk.g_01174	Syao.g_01451
OG0000783	Prbk.g_01173	Syao.g_01450
OG0000784	Prbk.g_01172	Syao.g_01449
OG0000785	Prbk.g_01170	Syao.g_01481
OG0000786	Prbk.g_01167	Syao.g_01473
OG0000787	Prbk.g_01166	Syao.g_01472
OG0000788	Prbk.g_00334	Syao.g_00870
OG0000789	Prbk.g_01691	Syao.g_00623
OG0000790	Prbk.g_02048	Syao.g_00041, Syao.g_00315
OG0000791	Prbk.g_02046	Syao.g_00043
OG0000792	Prbk.g_02045	Syao.g_00044
OG0000793	Prbk.g_02041	Syao.g_02700
OG0000794	Prbk.g_02040	Syao.g_02703
OG0000795	Prbk.g_02039	Syao.g_02704
OG0000796	Prbk.g_02035	Syao.g_02708
OG0000797	Prbk.g_02034	Syao.g_02709
OG0000798	Prbk.g_00414	Syao.g_02066
OG0000799	Prbk.g_01929	Syao.g_01525
OG0000800	Prbk.g_01930	Syao.g_01526
OG0000801	Prbk.g_01931	Syao.g_01527
OG0000802	Prbk.g_01938	Syao.g_01531
OG0000803	Prbk.g_00244	Syao.g_01534
OG0000804	Prbk.g_00246	Syao.g_01537
OG0000805	Prbk.g_00248	Syao.g_01502
OG0000806	Prbk.g_00250	Syao.g_01504
OG0000807	Prbk.g_00252	Syao.g_01506
OG0000808	Prbk.g_00253	Syao.g_01507
OG0000809	Prbk.g_00257	Syao.g_01511
OG0000810	Prbk.g_00258	Syao.g_01482
OG0000811	Prbk.g_00270	Syao.g_01490
OG0000812	Prbk.g_00272	Syao.g_01492
OG0000813	Prbk.g_00273	Syao.g_01493
OG0000814	Prbk.g_00275	Syao.g_01495
OG0000815	Prbk.g_00276	Syao.g_01499
OG0000816	Prbk.g_00278	Syao.g_01471
OG0000817	Prbk.g_00279	Syao.g_01519
OG0000818	Prbk.g_01237	Syao.g_00062
OG0000819	Prbk.g_01236	Syao.g_00063
OG0000820	Prbk.g_01235	Syao.g_00064
OG0000821	Prbk.g_01228	Syao.g_00070
OG0000822	Prbk.g_01226	Syao.g_00072
OG0000823	Prbk.g_01225	Syao.g_00073
OG0000824	Prbk.g_01221	Syao.g_00079
OG0000825	Prbk.g_01220	Syao.g_00080
OG0000826	Prbk.g_01219	Syao.g_00081
OG0000827	Prbk.g_01218	Syao.g_00082
OG0000828	Prbk.g_01215	Syao.g_00085
OG0000829	Prbk.g_01214	Syao.g_00086
OG0000830	Prbk.g_01213	Syao.g_00087
OG0000831	Prbk.g_01211	Syao.g_00089
OG0000832	Prbk.g_02006	Syao.g_01696
OG0000833	Prbk.g_01998	Syao.g_01612
OG0000834	Prbk.g_01997	Syao.g_01610
OG0000835	Prbk.g_01996	Syao.g_01609
OG0000836	Prbk.g_01994	Syao.g_01606
OG0000837	Prbk.g_01993	Syao.g_01605
OG0000838	Prbk.g_01990	Syao.g_01601
OG0000839	Prbk.g_01989	Syao.g_01600
OG0000840	Prbk.g_01988	Syao.g_01599
OG0000841	Prbk.g_01987	Syao.g_01598
OG0000842	Prbk.g_01986	Syao.g_01597
OG0000843	Prbk.g_01985	Syao.g_01596
OG0000844	Prbk.g_01983	Syao.g_01594
OG0000845	Prbk.g_01982	Syao.g_01593
OG0000846	Prbk.g_01981	Syao.g_01592
OG0000847	Prbk.g_01980	Syao.g_01591
OG0000848	Prbk.g_01979	Syao.g_01589
OG0000849	Prbk.g_01978	Syao.g_01588
OG0000850	Prbk.g_01977	Syao.g_01585
OG0000851	Prbk.g_00937	Syao.g_01582
OG0000852	Prbk.g_00936	Syao.g_01581
OG0000853	Prbk.g_00932	Syao.g_01577
OG0000854	Prbk.g_00930	Syao.g_01575
OG0000855	Prbk.g_00929	Syao.g_01574
OG0000856	Prbk.g_02619	Syao.g_01327
OG0000857	Prbk.g_02485	Syao.g_00774
OG0000858	Prbk.g_00918	Syao.g_01567
OG0000859	Prbk.g_00917	Syao.g_01566
OG0000860	Prbk.g_00905	Syao.g_01552
OG0000861	Prbk.g_00904	Syao.g_01551
OG0000862	Prbk.g_00902	Syao.g_01542
OG0000863	Prbk.g_01451	Syao.g_01540
OG0000864	Prbk.g_01450	Syao.g_01017
OG0000866	Prbk.g_01448	Syao.g_01686
OG0000867	Prbk.g_01447	Syao.g_01685
OG0000868	Prbk.g_01445	Syao.g_01682
OG0000869	Prbk.g_01442	Syao.g_01677
OG0000870	Prbk.g_01437	Syao.g_01672
OG0000871	Prbk.g_01436	Syao.g_01671
OG0000872	Prbk.g_01434	Syao.g_01665
OG0000873	Prbk.g_01431	Syao.g_01662
OG0000874	Prbk.g_01427	Syao.g_01660
OG0000875	Prbk.g_01426	Syao.g_01658
OG0000876	Prbk.g_01425	Syao.g_00536
OG0000877	Prbk.g_01422	Syao.g_01654
OG0000878	Prbk.g_01421	Syao.g_01653
OG0000879	Prbk.g_01420	Syao.g_01652
OG0000880	Prbk.g_01419	Syao.g_01651
OG0000881	Prbk.g_01414	Syao.g_01647
OG0000882	Prbk.g_01409	Syao.g_01642
OG0000883	Prbk.g_01407	Syao.g_01638
OG0000884	Prbk.g_01405	Syao.g_01636
OG0000885	Prbk.g_01404	Syao.g_01635
OG0000886	Prbk.g_01403	Syao.g_01634
OG0000887	Prbk.g_01402	Syao.g_01633
OG0000888	Prbk.g_01400	Syao.g_01631
OG0000889	Prbk.g_01398	Syao.g_01629
OG0000890	Prbk.g_01384	Syao.g_01626
OG0000891	Prbk.g_01383	Syao.g_01625
OG0000892	Prbk.g_01381	Syao.g_01695
OG0000893	Prbk.g_01901	Syao.g_01934
OG0000894	Prbk.g_01905	Syao.g_01937
OG0000895	Prbk.g_01910	Syao.g_01916
OG0000896	Prbk.g_01911	Syao.g_01917
OG0000897	Prbk.g_01913	Syao.g_01919
OG0000898	Prbk.g_01914	Syao.g_01920
OG0000899	Prbk.g_01915	Syao.g_01921
OG0000900	Prbk.g_01916	Syao.g_01922
OG0000901	Prbk.g_01920	Syao.g_01927
OG0000902	Prbk.g_01922	Syao.g_01929
OG0000903	Prbk.g_00990	Syao.g_01798
OG0000904	Prbk.g_00995	Syao.g_01804
OG0000905	Prbk.g_00997	Syao.g_01862
OG0000906	Prbk.g_01926	Syao.g_01931
OG0000907	Prbk.g_00988	Syao.g_01796
OG0000908	Prbk.g_00985	Syao.g_01793
OG0000909	Prbk.g_00984	Syao.g_01792
OG0000910	Prbk.g_00983	Syao.g_01791
OG0000911	Prbk.g_00981	Syao.g_01789
OG0000912	Prbk.g_00980	Syao.g_01788
OG0000913	Prbk.g_00979	Syao.g_01787
OG0000914	Prbk.g_00978	Syao.g_01786
OG0000915	Prbk.g_00977	Syao.g_01784
OG0000916	Prbk.g_00976	Syao.g_01783
OG0000917	Prbk.g_00975	Syao.g_01782
OG0000918	Prbk.g_00974	Syao.g_01781
OG0000919	Prbk.g_00973	Syao.g_01780
OG0000920	Prbk.g_00972	Syao.g_01779
OG0000921	Prbk.g_00971	Syao.g_01778
OG0000922	Prbk.g_00970	Syao.g_01777
OG0000923	Prbk.g_00966	Syao.g_01772
OG0000924	Prbk.g_00965	Syao.g_01771
OG0000925	Prbk.g_00964	Syao.g_01770
OG0000926	Prbk.g_00963	Syao.g_01769
OG0000927	Prbk.g_00961	Syao.g_01767
OG0000928	Prbk.g_00960	Syao.g_01766
OG0000929	Prbk.g_00959	Syao.g_01765
OG0000930	Prbk.g_00958	Syao.g_01764
OG0000931	Prbk.g_00957	Syao.g_01763
OG0000932	Prbk.g_00956	Syao.g_01762
OG0000933	Prbk.g_00951	Syao.g_01811
OG0000934	Prbk.g_00949	Syao.g_01809
OG0000935	Prbk.g_00948	Syao.g_01808
OG0000936	Prbk.g_00947	Syao.g_01843
OG0000937	Prbk.g_00946	Syao.g_01842
OG0000938	Prbk.g_00797	Syao.g_01839
OG0000939	Prbk.g_00798	Syao.g_01838
OG0000940	Prbk.g_00807	Syao.g_01830
OG0000941	Prbk.g_00809	Syao.g_01828
OG0000942	Prbk.g_00811	Syao.g_01826
OG0000943	Prbk.g_00812	Syao.g_01824
OG0000944	Prbk.g_00814	Syao.g_01822
OG0000945	Prbk.g_00816	Syao.g_01821
OG0000946	Prbk.g_00844	Syao.g_01852
OG0000947	Prbk.g_00847	Syao.g_01849
OG0000948	Prbk.g_00848	Syao.g_01848
OG0000949	Prbk.g_00851	Syao.g_01970
OG0000950	Prbk.g_00513	Syao.g_01957
OG0000951	Prbk.g_00518	Syao.g_02262
OG0000952	Prbk.g_00525	Syao.g_02266
OG0000953	Prbk.g_00529	Syao.g_02130
OG0000954	Prbk.g_00216	Syao.g_02135
OG0000955	Prbk.g_00217	Syao.g_02136
OG0000956	Prbk.g_00219	Syao.g_02138
OG0000957	Prbk.g_00235	Syao.g_01951
OG0000958	Prbk.g_00236	Syao.g_01950
OG0000959	Prbk.g_01482	Syao.g_01947
OG0000960	Prbk.g_01483	Syao.g_01946
OG0000961	Prbk.g_01494	Syao.g_02496
OG0000962	Prbk.g_01530	Syao.g_02191
OG0000963	Prbk.g_01535	Syao.g_02186
OG0000964	Prbk.g_01536	Syao.g_02185
OG0000965	Prbk.g_01537	Syao.g_02184
OG0000966	Prbk.g_01571	Syao.g_02172
OG0000967	Prbk.g_01577	Syao.g_02167
OG0000968	Prbk.g_01580	Syao.g_02199
OG0000969	Prbk.g_01582	Syao.g_02200
OG0000970	Prbk.g_01583	Syao.g_02201
OG0000971	Prbk.g_01585	Syao.g_02203
OG0000972	Prbk.g_01586	Syao.g_02204
OG0000973	Prbk.g_01587	Syao.g_02205
OG0000974	Prbk.g_01588	Syao.g_02206
OG0000975	Prbk.g_01589	Syao.g_02207
OG0000976	Prbk.g_01590	Syao.g_02208
OG0000977	Prbk.g_01592	Syao.g_02210
OG0000978	Prbk.g_01593	Syao.g_02211
OG0000979	Prbk.g_01596	Syao.g_02214
OG0000980	Prbk.g_01600	Syao.g_02217
OG0000981	Prbk.g_01603	Syao.g_02220
OG0000982	Prbk.g_02161	Syao.g_02437
OG0000983	Prbk.g_02162	Syao.g_02438
OG0000984	Prbk.g_02163	Syao.g_02439
OG0000985	Prbk.g_02167	Syao.g_02443
OG0000986	Prbk.g_02169	Syao.g_02445
OG0000987	Prbk.g_02171	Syao.g_02447
OG0000988	Prbk.g_02175	Syao.g_02452
OG0000989	Prbk.g_02185	Syao.g_02368
OG0000990	Prbk.g_02207	Syao.g_02362
OG0000991	Prbk.g_02210	Syao.g_02354
OG0000992	Prbk.g_02213	Syao.g_02279
OG0000993	Prbk.g_02214	Syao.g_02280
OG0000994	Prbk.g_02217	Syao.g_02283
OG0000995	Prbk.g_02226	Syao.g_02287
OG0000996	Prbk.g_02239	Syao.g_02305
OG0000997	Prbk.g_02248	Syao.g_02326
OG0000998	Prbk.g_02250	Syao.g_02328
OG0000999	Prbk.g_02251	Syao.g_02329
OG0001000	Prbk.g_02254	Syao.g_02333
OG0001001	Prbk.g_02258	Syao.g_02338
OG0001002	Prbk.g_02265	Syao.g_02345
OG0001003	Prbk.g_02267	Syao.g_02347
OG0001004	Prbk.g_02268	Syao.g_02348
OG0001005	Prbk.g_02270	Syao.g_02194
OG0001006	Prbk.g_02276	Syao.g_02159
OG0001007	Prbk.g_02278	Syao.g_02161
OG0001008	Prbk.g_00327	Syao.g_01737
OG0001009	Prbk.g_01622	Syao.g_02239
OG0001010	Prbk.g_01621	Syao.g_02238
OG0001011	Prbk.g_01619	Syao.g_02236
OG0001012	Prbk.g_02158	Syao.g_00322
OG0001013	Prbk.g_02133	Syao.g_02413
OG0001014	Prbk.g_02124	Syao.g_02407
OG0001015	Prbk.g_02123	Syao.g_02406
OG0001016	Prbk.g_01315	Syao.g_02622
OG0001017	Prbk.g_01309	Syao.g_02628
OG0001018	Prbk.g_01307	Syao.g_02630
OG0001019	Prbk.g_01294	Syao.g_02654
OG0001020	Prbk.g_00035	Syao.g_02663
OG0001021	Prbk.g_00031	Syao.g_02666
OG0001022	Prbk.g_00026	Syao.g_02670
OG0001023	Prbk.g_00025	Syao.g_02671
OG0001024	Prbk.g_00021	Syao.g_01018
OG0001025	Prbk.g_00014	Syao.g_02597
OG0001026	Prbk.g_00001	Syao.g_02594
OG0001027	Prbk.g_00190	Syao.g_02564
OG0001028	Prbk.g_00192	Syao.g_02568
OG0001029	Prbk.g_00194	Syao.g_02570
OG0001030	Prbk.g_00547	Syao.g_02545
OG0001031	Prbk.g_01275	Syao.g_02528
OG0001032	Prbk.g_01272	Syao.g_02530
OG0001033	Prbk.g_00633	Syao.g_01016
OG0001034	Prbk.g_01521	Syao.g_01704
OG0001035	Prbk.g_00372	Syao.g_02101
OG0001036	Prbk.g_00376	Syao.g_02096
OG0001037	Prbk.g_00378	Syao.g_02094
OG0001038	Prbk.g_00415	Syao.g_02065
OG0001039	Prbk.g_00418	Syao.g_02062
OG0001040	Prbk.g_00421	Syao.g_02059
OG0001041	Prbk.g_00426	Syao.g_02055
OG0001042	Prbk.g_00451	Syao.g_02032
OG0001043	Prbk.g_00453	Syao.g_02028
OG0001044	Prbk.g_00870	Syao.g_01878
OG0001045	Prbk.g_00882	Syao.g_01865
OG0001046	Prbk.g_00924	Syao.g_00827
OG0001047	Prbk.g_00325	Syao.g_01739
OG0001048	Prbk.g_00324	Syao.g_01740
OG0001049	Prbk.g_00321	Syao.g_01616
OG0001050	Prbk.g_00320	Syao.g_01618
OG0001051	Prbk.g_00319	Syao.g_01619
OG0001052	Prbk.g_02109	Syao.g_02686
OG0001053	Prbk.g_02064	Syao.g_00025
OG0001054	Prbk.g_01861	Syao.g_00104
OG0001055	Prbk.g_01056	Syao.g_00156
OG0001056	Prbk.g_01085	Syao.g_01417
OG0001057	Prbk.g_01097	Syao.g_00879
OG0001058	Prbk.g_01893	Syao.g_00862
OG0001059	Prbk.g_01889	Syao.g_00858
OG0001060	Prbk.g_01882	Syao.g_00852
OG0001062	Prbk.g_01111	Syao.g_01050
OG0001063	Prbk.g_01115	Syao.g_01042
OG0001064	Prbk.g_01116	Syao.g_01041
OG0001065	Prbk.g_01117	Syao.g_01040
OG0001066	Prbk.g_01118	Syao.g_01039
OG0001067	Prbk.g_01119	Syao.g_01038
OG0001068	Prbk.g_01120	Syao.g_01037
OG0001069	Prbk.g_01121	Syao.g_01036
OG0001070	Prbk.g_01125	Syao.g_01032
OG0001071	Prbk.g_01126	Syao.g_01031
OG0001072	Prbk.g_01129	Syao.g_01027
OG0001073	Prbk.g_01148	Syao.g_00991
OG0001074	Prbk.g_02602	Syao.g_00392
OG0001075	Prbk.g_02603	Syao.g_00391
OG0001076	Prbk.g_02611	Syao.g_01339
OG0001077	Prbk.g_02621	Syao.g_01323
OG0001078	Prbk.g_02632	Syao.g_00895
OG0001079	Prbk.g_02651	Syao.g_00911
OG0001081	Prbk.g_00728	Syao.g_00925
OG0001082	Prbk.g_00727	Syao.g_00926
OG0001083	Prbk.g_00719	Syao.g_00934
OG0001084	Prbk.g_00718	Syao.g_00935
OG0001085	Prbk.g_00708	Syao.g_00947
OG0001086	Prbk.g_00706	Syao.g_00949
OG0001087	Prbk.g_01821	Syao.g_01419
OG0001088	Prbk.g_01817	Syao.g_00211
OG0001089	Prbk.g_01764	Syao.g_00376
OG0001090	Prbk.g_00617	Syao.g_00494
OG0001091	Prbk.g_00615	Syao.g_00491
OG0001092	Prbk.g_00614	Syao.g_00489
OG0001093	Prbk.g_00610	Syao.g_00482
OG0001094	Prbk.g_02462	Syao.g_00750
OG0001095	Prbk.g_02481	Syao.g_00771
OG0001096	Prbk.g_02497	Syao.g_00786
OG0001097	Prbk.g_02542	Syao.g_00552
OG0001098	Prbk.g_02379	Syao.g_00731
OG0001099	Prbk.g_00193	Syao.g_02569
OG0001100	Prbk.g_02389	Syao.g_00957
OG0001101	Prbk.g_02390	Syao.g_00959
OG0001102	Prbk.g_02393	Syao.g_00962
OG0001103	Prbk.g_02395	Syao.g_00964
OG0001105	Prbk.g_02447	Syao.g_00736
OG0001106	Prbk.g_02336	Syao.g_00688
OG0001107	Prbk.g_02326	Syao.g_00676
OG0001108	Prbk.g_02319	Syao.g_00669
OG0001109	Prbk.g_02317	Syao.g_00667
OG0001110	Prbk.g_02315	Syao.g_00665
OG0001111	Prbk.g_02313	Syao.g_00663
OG0001112	Prbk.g_02311	Syao.g_00661
OG0001113	Prbk.g_02310	Syao.g_00660
OG0001114	Prbk.g_02309	Syao.g_00659
OG0001115	Prbk.g_02307	Syao.g_00832
OG0001116	Prbk.g_02306	Syao.g_00830
OG0001117	Prbk.g_02305	Syao.g_00829
OG0001118	Prbk.g_02304	Syao.g_00828
OG0001119	Prbk.g_02303	Syao.g_00826
OG0001120	Prbk.g_02301	Syao.g_00822
OG0001122	Prbk.g_00581	Syao.g_00445
OG0001123	Prbk.g_00588	Syao.g_00451
OG0001124	Prbk.g_00590	Syao.g_00453
OG0001125	Prbk.g_00592	Syao.g_00456
OG0001126	Prbk.g_00068	Syao.g_00504
OG0001127	Prbk.g_00067	Syao.g_00505
OG0001128	Prbk.g_00064	Syao.g_00508
OG0001129	Prbk.g_00063	Syao.g_00510
OG0001130	Prbk.g_00062	Syao.g_00511
