Orthogroup	Prbk	Syai
OG0000564	Prbk.g_01884	Syai.g_00743
OG0000565	Prbk.g_01881	Syai.g_00746
OG0000566	Prbk.g_01877	Syai.g_00750
OG0000567	Prbk.g_01873	Syai.g_00754
OG0000568	Prbk.g_01871	Syai.g_00758
OG0000569	Prbk.g_01104	Syai.g_00759
OG0000570	Prbk.g_01105	Syai.g_00760
OG0000571	Prbk.g_01108	Syai.g_00764
OG0000572	Prbk.g_01124	Syai.g_00782
OG0000573	Prbk.g_01131	Syai.g_00790
OG0000574	Prbk.g_01132	Syai.g_00796
OG0000575	Prbk.g_01141	Syai.g_00800
OG0000576	Prbk.g_01143	Syai.g_00802
OG0000577	Prbk.g_01144	Syai.g_00803
OG0000578	Prbk.g_01145	Syai.g_00804
OG0000579	Prbk.g_01146	Syai.g_00805
OG0000580	Prbk.g_01147	Syai.g_00806
OG0000581	Prbk.g_01151	Syai.g_00812
OG0000582	Prbk.g_01155	Syai.g_01042
OG0000583	Prbk.g_01156	Syai.g_01043
OG0000584	Prbk.g_01157	Syai.g_01044
OG0000585	Prbk.g_01159	Syai.g_01046
OG0000586	Prbk.g_01161	Syai.g_01047
OG0000587	Prbk.g_01163	Syai.g_01049
OG0000588	Prbk.g_02605	Syai.g_01063
OG0000589	Prbk.g_02608	Syai.g_01066
OG0000590	Prbk.g_02609	Syai.g_01067
OG0000591	Prbk.g_02616	Syai.g_01075
OG0000592	Prbk.g_02617	Syai.g_01076
OG0000593	Prbk.g_02627	Syai.g_01100
OG0000594	Prbk.g_02628	Syai.g_01101
OG0000595	Prbk.g_02629	Syai.g_01102
OG0000596	Prbk.g_02634	Syai.g_01107
OG0000597	Prbk.g_02637	Syai.g_01110
OG0000598	Prbk.g_02638	Syai.g_01111
OG0000599	Prbk.g_02648	Syai.g_01114
OG0000600	Prbk.g_02649	Syai.g_01115
OG0000601	Prbk.g_02650	Syai.g_01116
OG0000602	Prbk.g_02654	Syai.g_01121
OG0000603	Prbk.g_02655	Syai.g_01122
OG0000604	Prbk.g_02656	Syai.g_01125
OG0000605	Prbk.g_00740	Syai.g_01609
OG0000606	Prbk.g_00729	Syai.g_01221
OG0000607	Prbk.g_00726	Syai.g_01224
OG0000608	Prbk.g_00725	Syai.g_01225
OG0000609	Prbk.g_00723	Syai.g_01227
OG0000610	Prbk.g_00715	Syai.g_01234
OG0000611	Prbk.g_00712	Syai.g_01237
OG0000612	Prbk.g_00711	Syai.g_01238
OG0000613	Prbk.g_00478	Syai.g_00196
OG0000614	Prbk.g_01802	Syai.g_01981
OG0000615	Prbk.g_02429	Syai.g_01286
OG0000616	Prbk.g_02262	Syai.g_02914
OG0000617	Prbk.g_00613	Syai.g_01393
OG0000618	Prbk.g_00612	Syai.g_01394
OG0000619	Prbk.g_00611	Syai.g_01395
OG0000620	Prbk.g_00607	Syai.g_01402
OG0000621	Prbk.g_00606	Syai.g_01403
OG0000622	Prbk.g_00605	Syai.g_01404
OG0000623	Prbk.g_00604	Syai.g_01405
OG0000624	Prbk.g_00603	Syai.g_01407
OG0000625	Prbk.g_00602	Syai.g_01408
OG0000626	Prbk.g_00601	Syai.g_01409
OG0000627	Prbk.g_02376	Syai.g_01575
OG0000628	Prbk.g_02375	Syai.g_01573
OG0000629	Prbk.g_02372	Syai.g_01570
OG0000630	Prbk.g_02368	Syai.g_01566
OG0000631	Prbk.g_02362	Syai.g_01557
OG0000632	Prbk.g_02361	Syai.g_01556
OG0000633	Prbk.g_02360	Syai.g_01555
OG0000634	Prbk.g_02464	Syai.g_01317
OG0000635	Prbk.g_02465	Syai.g_01318
OG0000636	Prbk.g_02467	Syai.g_01320
OG0000637	Prbk.g_02469	Syai.g_01322
OG0000638	Prbk.g_02470	Syai.g_01323
OG0000639	Prbk.g_02471	Syai.g_01324
OG0000640	Prbk.g_02472	Syai.g_01325
OG0000641	Prbk.g_02476	Syai.g_01329
OG0000642	Prbk.g_02477	Syai.g_01330
OG0000643	Prbk.g_02478	Syai.g_01349
OG0000644	Prbk.g_02479	Syai.g_01350
OG0000645	Prbk.g_02480	Syai.g_01352
OG0000646	Prbk.g_02483	Syai.g_01355
OG0000647	Prbk.g_02486	Syai.g_01357
OG0000648	Prbk.g_02488	Syai.g_01362
OG0000649	Prbk.g_02489	Syai.g_01363
OG0000650	Prbk.g_02490	Syai.g_01364
OG0000651	Prbk.g_02491	Syai.g_01365
OG0000652	Prbk.g_02492	Syai.g_01366
OG0000653	Prbk.g_02494	Syai.g_01368
OG0000654	Prbk.g_02495	Syai.g_01369
OG0000655	Prbk.g_02496	Syai.g_01370
OG0000656	Prbk.g_02499	Syai.g_01373
OG0000657	Prbk.g_02532	Syai.g_02045
OG0000658	Prbk.g_02534	Syai.g_02049
OG0000659	Prbk.g_02535	Syai.g_02050
OG0000660	Prbk.g_02539	Syai.g_02054
OG0000661	Prbk.g_02541	Syai.g_02056
OG0000662	Prbk.g_02543	Syai.g_02058
OG0000663	Prbk.g_02546	Syai.g_02061
OG0000664	Prbk.g_02547	Syai.g_02062
OG0000665	Prbk.g_02560	Syai.g_02431
OG0000666	Prbk.g_02563	Syai.g_01610
OG0000667	Prbk.g_02570	Syai.g_01724
OG0000668	Prbk.g_00582	Syai.g_01436
OG0000669	Prbk.g_02580	Syai.g_01251
OG0000670	Prbk.g_01662	Syai.g_00561
OG0000671	Prbk.g_02391	Syai.g_01255
OG0000672	Prbk.g_02394	Syai.g_01259
OG0000673	Prbk.g_02397	Syai.g_01262
OG0000674	Prbk.g_02399	Syai.g_01264
OG0000675	Prbk.g_02400	Syai.g_01265
OG0000676	Prbk.g_02408	Syai.g_01275
OG0000677	Prbk.g_02410	Syai.g_01276
OG0000678	Prbk.g_02415	Syai.g_01279
OG0000679	Prbk.g_02435	Syai.g_01288
OG0000680	Prbk.g_02436	Syai.g_01289
OG0000681	Prbk.g_02438	Syai.g_01292
OG0000682	Prbk.g_02439	Syai.g_01293
OG0000683	Prbk.g_02440	Syai.g_01294
OG0000684	Prbk.g_02453	Syai.g_01299
OG0000685	Prbk.g_02451	Syai.g_01301
OG0000686	Prbk.g_02450	Syai.g_01302
OG0000687	Prbk.g_02449	Syai.g_01303
OG0000688	Prbk.g_02455	Syai.g_01307
OG0000689	Prbk.g_02456	Syai.g_01309
OG0000690	Prbk.g_02457	Syai.g_01310
OG0000691	Prbk.g_02458	Syai.g_01311
OG0000692	Prbk.g_02459	Syai.g_01312
OG0000693	Prbk.g_02460	Syai.g_01313
OG0000694	Prbk.g_02461	Syai.g_01314
OG0000695	Prbk.g_02358	Syai.g_01553
OG0000696	Prbk.g_02357	Syai.g_01552
OG0000697	Prbk.g_02355	Syai.g_01550
OG0000698	Prbk.g_02352	Syai.g_01547
OG0000699	Prbk.g_02350	Syai.g_01545
OG0000700	Prbk.g_02349	Syai.g_01544
OG0000701	Prbk.g_02348	Syai.g_01543
OG0000702	Prbk.g_02340	Syai.g_01521
OG0000703	Prbk.g_02339	Syai.g_01520
OG0000704	Prbk.g_02337	Syai.g_01518
OG0000705	Prbk.g_02331	Syai.g_01511
OG0000706	Prbk.g_02330	Syai.g_01510
OG0000707	Prbk.g_02329	Syai.g_01509
OG0000708	Prbk.g_02327	Syai.g_01506
OG0000709	Prbk.g_02320	Syai.g_01497
OG0000710	Prbk.g_02316	Syai.g_01487
OG0000711	Prbk.g_02293	Syai.g_01456
OG0000712	Prbk.g_02292	Syai.g_01454
OG0000713	Prbk.g_00562	Syai.g_01453
OG0000714	Prbk.g_00566	Syai.g_01451
OG0000715	Prbk.g_00568	Syai.g_01449
OG0000716	Prbk.g_00572	Syai.g_01445
OG0000717	Prbk.g_00573	Syai.g_01444
OG0000718	Prbk.g_00578	Syai.g_01440
OG0000719	Prbk.g_00580	Syai.g_01438
OG0000720	Prbk.g_00593	Syai.g_01425
OG0000721	Prbk.g_00594	Syai.g_01423
OG0000722	Prbk.g_00595	Syai.g_01422
OG0000723	Prbk.g_00599	Syai.g_01411
OG0000724	Prbk.g_00061	Syai.g_02013
OG0000725	Prbk.g_00054	Syai.g_02004
OG0000726	Prbk.g_00053	Syai.g_02003
OG0000727	Prbk.g_00052	Syai.g_02002
OG0000728	Prbk.g_00051	Syai.g_02000
OG0000729	Prbk.g_01531	Syai.g_00097
OG0000730	Prbk.g_00869	Syai.g_00483
OG0000731	Prbk.g_00879	Syai.g_00495
OG0000732	Prbk.g_01601	Syai.g_00058
OG0000733	Prbk.g_02202	Syai.g_02805
OG0000734	Prbk.g_00004	Syai.g_02548
OG0000735	Prbk.g_01037	Syai.g_02159
OG0000736	Prbk.g_01036	Syai.g_02158
OG0000737	Prbk.g_01035	Syai.g_02157
OG0000738	Prbk.g_01028	Syai.g_02152
OG0000739	Prbk.g_01026	Syai.g_02151
OG0000740	Prbk.g_01025	Syai.g_02150
OG0000741	Prbk.g_01022	Syai.g_02147
OG0000742	Prbk.g_01020	Syai.g_02145
OG0000743	Prbk.g_01018	Syai.g_02143
OG0000744	Prbk.g_01017	Syai.g_02142
OG0000745	Prbk.g_00141	Syai.g_02140
OG0000746	Prbk.g_00143	Syai.g_02138
OG0000747	Prbk.g_00144	Syai.g_02137
OG0000748	Prbk.g_00156	Syai.g_02125
OG0000749	Prbk.g_00157	Syai.g_02123
OG0000750	Prbk.g_00158	Syai.g_02122
OG0000751	Prbk.g_00105	Syai.g_02116
OG0000752	Prbk.g_00103	Syai.g_02114
OG0000753	Prbk.g_00100	Syai.g_02111
OG0000754	Prbk.g_01501	Syai.g_01750
OG0000755	Prbk.g_00139	Syai.g_01760
OG0000756	Prbk.g_00138	Syai.g_01761
OG0000757	Prbk.g_00131	Syai.g_01769
OG0000758	Prbk.g_00130	Syai.g_01770
OG0000759	Prbk.g_00129	Syai.g_01771
OG0000760	Prbk.g_00128	Syai.g_01772
OG0000761	Prbk.g_00127	Syai.g_01775
OG0000762	Prbk.g_01503	Syai.g_01777
OG0000763	Prbk.g_01505	Syai.g_01779
OG0000764	Prbk.g_01506	Syai.g_01780
OG0000765	Prbk.g_00178	Syai.g_01797
OG0000766	Prbk.g_00177	Syai.g_01798
OG0000767	Prbk.g_00175	Syai.g_01800
OG0000768	Prbk.g_00174	Syai.g_01801
OG0000769	Prbk.g_00098	Syai.g_01803
OG0000770	Prbk.g_00122	Syai.g_01822
OG0000771	Prbk.g_00066	Syai.g_02019
OG0000772	Prbk.g_02011	Syai.g_01639
OG0000773	Prbk.g_00162	Syai.g_02164
OG0000774	Prbk.g_01192	Syai.g_02168
OG0000775	Prbk.g_01190	Syai.g_02172
OG0000776	Prbk.g_01189	Syai.g_02173
OG0000777	Prbk.g_01188	Syai.g_02174
OG0000778	Prbk.g_01187	Syai.g_02175
OG0000779	Prbk.g_01182	Syai.g_02181
OG0000780	Prbk.g_01179	Syai.g_02184
OG0000781	Prbk.g_01175	Syai.g_02188
OG0000782	Prbk.g_01174	Syai.g_02189
OG0000783	Prbk.g_01173	Syai.g_02190
OG0000784	Prbk.g_01172	Syai.g_02191
OG0000785	Prbk.g_01170	Syai.g_02193
OG0000786	Prbk.g_01167	Syai.g_00816
OG0000787	Prbk.g_01166	Syai.g_00815
OG0000788	Prbk.g_00334	Syai.g_01117
OG0000789	Prbk.g_01691	Syai.g_01596
OG0000790	Prbk.g_02048	Syai.g_00623
OG0000791	Prbk.g_02046	Syai.g_00621
OG0000792	Prbk.g_02045	Syai.g_00620
OG0000793	Prbk.g_02041	Syai.g_00615
OG0000794	Prbk.g_02040	Syai.g_00614
OG0000795	Prbk.g_02039	Syai.g_00613
OG0000796	Prbk.g_02035	Syai.g_00609
OG0000797	Prbk.g_02034	Syai.g_00608
OG0000798	Prbk.g_00414	Syai.g_00262
OG0000799	Prbk.g_01929	Syai.g_00996
OG0000800	Prbk.g_01930	Syai.g_00993
OG0000801	Prbk.g_01931	Syai.g_00992
OG0000802	Prbk.g_01938	Syai.g_00988
OG0000803	Prbk.g_00244	Syai.g_00983
OG0000804	Prbk.g_00246	Syai.g_00980
OG0000805	Prbk.g_00248	Syai.g_00965
OG0000806	Prbk.g_00250	Syai.g_00963
OG0000807	Prbk.g_00252	Syai.g_00961
OG0000808	Prbk.g_00253	Syai.g_00960
OG0000809	Prbk.g_00257	Syai.g_00957
OG0000810	Prbk.g_00258	Syai.g_00956
OG0000811	Prbk.g_00270	Syai.g_00950
OG0000812	Prbk.g_00272	Syai.g_00948
OG0000813	Prbk.g_00273	Syai.g_00947
OG0000814	Prbk.g_00275	Syai.g_00945
OG0000815	Prbk.g_00276	Syai.g_00944
OG0000816	Prbk.g_00278	Syai.g_00942
OG0000817	Prbk.g_00279	Syai.g_00941
OG0000818	Prbk.g_01237	Syai.g_00935
OG0000819	Prbk.g_01236	Syai.g_00934
OG0000820	Prbk.g_01235	Syai.g_00933
OG0000821	Prbk.g_01228	Syai.g_00916
OG0000822	Prbk.g_01226	Syai.g_00914
OG0000823	Prbk.g_01225	Syai.g_00913
OG0000824	Prbk.g_01221	Syai.g_00907
OG0000825	Prbk.g_01220	Syai.g_00906
OG0000826	Prbk.g_01219	Syai.g_00905
OG0000827	Prbk.g_01218	Syai.g_00904
OG0000828	Prbk.g_01215	Syai.g_00900
OG0000829	Prbk.g_01214	Syai.g_00899
OG0000830	Prbk.g_01213	Syai.g_00898
OG0000831	Prbk.g_01211	Syai.g_00896
OG0000832	Prbk.g_02006	Syai.g_02296
OG0000833	Prbk.g_01998	Syai.g_02305
OG0000834	Prbk.g_01997	Syai.g_02307
OG0000835	Prbk.g_01996	Syai.g_02308
OG0000836	Prbk.g_01994	Syai.g_02312
OG0000837	Prbk.g_01993	Syai.g_02313
OG0000838	Prbk.g_01990	Syai.g_02323
OG0000839	Prbk.g_01989	Syai.g_02324
OG0000840	Prbk.g_01988	Syai.g_02325
OG0000841	Prbk.g_01987	Syai.g_02326
OG0000842	Prbk.g_01986	Syai.g_02327
OG0000843	Prbk.g_01985	Syai.g_02328
OG0000844	Prbk.g_01983	Syai.g_02330
OG0000845	Prbk.g_01982	Syai.g_02331
OG0000846	Prbk.g_01981	Syai.g_02332
OG0000847	Prbk.g_01980	Syai.g_02333
OG0000848	Prbk.g_01979	Syai.g_02335
OG0000849	Prbk.g_01978	Syai.g_02336
OG0000850	Prbk.g_01977	Syai.g_02339
OG0000851	Prbk.g_00937	Syai.g_02352
OG0000852	Prbk.g_00936	Syai.g_02353
OG0000853	Prbk.g_00932	Syai.g_02357
OG0000854	Prbk.g_00930	Syai.g_02359
OG0000855	Prbk.g_00929	Syai.g_02360
OG0000856	Prbk.g_02619	Syai.g_01078
OG0000857	Prbk.g_02485	Syai.g_01356
OG0000858	Prbk.g_00918	Syai.g_02366
OG0000859	Prbk.g_00917	Syai.g_02367
OG0000860	Prbk.g_00905	Syai.g_02380
OG0000861	Prbk.g_00904	Syai.g_02381
OG0000862	Prbk.g_00902	Syai.g_02382
OG0000863	Prbk.g_01451	Syai.g_02385
OG0000864	Prbk.g_01450	Syai.g_02386
OG0000865	Prbk.g_01449	Syai.g_02387
OG0000866	Prbk.g_01448	Syai.g_02388
OG0000867	Prbk.g_01447	Syai.g_02389
OG0000868	Prbk.g_01445	Syai.g_02392
OG0000869	Prbk.g_01442	Syai.g_02396
OG0000870	Prbk.g_01437	Syai.g_02401
OG0000871	Prbk.g_01436	Syai.g_02402
OG0000872	Prbk.g_01434	Syai.g_02409
OG0000873	Prbk.g_01431	Syai.g_02412
OG0000874	Prbk.g_01427	Syai.g_02408
OG0000875	Prbk.g_01426	Syai.g_02416
OG0000876	Prbk.g_01425	Syai.g_02243
OG0000877	Prbk.g_01422	Syai.g_02250
OG0000878	Prbk.g_01421	Syai.g_02251
OG0000879	Prbk.g_01420	Syai.g_02252
OG0000880	Prbk.g_01419	Syai.g_02253
OG0000881	Prbk.g_01414	Syai.g_02257
OG0000882	Prbk.g_01409	Syai.g_02262
OG0000883	Prbk.g_01407	Syai.g_02264
OG0000884	Prbk.g_01405	Syai.g_02266
OG0000885	Prbk.g_01404	Syai.g_02267
OG0000886	Prbk.g_01403	Syai.g_02268
OG0000887	Prbk.g_01402	Syai.g_02269
OG0000888	Prbk.g_01400	Syai.g_02271
OG0000889	Prbk.g_01398	Syai.g_02273
OG0000890	Prbk.g_01384	Syai.g_02279
OG0000891	Prbk.g_01383	Syai.g_02280
OG0000892	Prbk.g_01381	Syai.g_02282
OG0000893	Prbk.g_01901	Syai.g_00318
OG0000894	Prbk.g_01905	Syai.g_00321
OG0000895	Prbk.g_01910	Syai.g_00325
OG0000896	Prbk.g_01911	Syai.g_00326
OG0000897	Prbk.g_01913	Syai.g_00328
OG0000898	Prbk.g_01914	Syai.g_00329
OG0000899	Prbk.g_01915	Syai.g_00330
OG0000900	Prbk.g_01916	Syai.g_00331
OG0000901	Prbk.g_01920	Syai.g_00336
OG0000902	Prbk.g_01922	Syai.g_00338
OG0000903	Prbk.g_00990	Syai.g_00353
OG0000904	Prbk.g_00995	Syai.g_00348
OG0000905	Prbk.g_00997	Syai.g_00342
OG0000906	Prbk.g_01926	Syai.g_00340
OG0000907	Prbk.g_00988	Syai.g_00358
OG0000908	Prbk.g_00985	Syai.g_00361
OG0000909	Prbk.g_00984	Syai.g_00362
OG0000910	Prbk.g_00983	Syai.g_00363
OG0000911	Prbk.g_00981	Syai.g_00365
OG0000912	Prbk.g_00980	Syai.g_00366
OG0000913	Prbk.g_00979	Syai.g_00367
OG0000914	Prbk.g_00978	Syai.g_00368
OG0000915	Prbk.g_00977	Syai.g_00370
OG0000916	Prbk.g_00976	Syai.g_00371
OG0000917	Prbk.g_00975	Syai.g_00372
OG0000918	Prbk.g_00974	Syai.g_00373
OG0000919	Prbk.g_00973	Syai.g_00374
OG0000920	Prbk.g_00972	Syai.g_00375
OG0000921	Prbk.g_00971	Syai.g_00376
OG0000922	Prbk.g_00970	Syai.g_00377
OG0000923	Prbk.g_00966	Syai.g_00381
OG0000924	Prbk.g_00965	Syai.g_00382
OG0000925	Prbk.g_00964	Syai.g_00383
OG0000926	Prbk.g_00963	Syai.g_00384
OG0000927	Prbk.g_00961	Syai.g_00386
OG0000928	Prbk.g_00960	Syai.g_00387
OG0000929	Prbk.g_00959	Syai.g_00388
OG0000930	Prbk.g_00958	Syai.g_00389
OG0000931	Prbk.g_00957	Syai.g_00390
OG0000932	Prbk.g_00956	Syai.g_00391
OG0000933	Prbk.g_00951	Syai.g_00397
OG0000934	Prbk.g_00949	Syai.g_00399
OG0000935	Prbk.g_00948	Syai.g_00400
OG0000936	Prbk.g_00947	Syai.g_00401
OG0000937	Prbk.g_00946	Syai.g_00402
OG0000938	Prbk.g_00797	Syai.g_00405
OG0000939	Prbk.g_00798	Syai.g_00406
OG0000940	Prbk.g_00807	Syai.g_00413
OG0000941	Prbk.g_00809	Syai.g_00415
OG0000942	Prbk.g_00811	Syai.g_00417
OG0000943	Prbk.g_00812	Syai.g_00418
OG0000944	Prbk.g_00814	Syai.g_00420
OG0000945	Prbk.g_00816	Syai.g_00422
OG0000946	Prbk.g_00844	Syai.g_00428
OG0000947	Prbk.g_00847	Syai.g_00431
OG0000948	Prbk.g_00848	Syai.g_00432
OG0000949	Prbk.g_00851	Syai.g_00174
OG0000950	Prbk.g_00513	Syai.g_00163
OG0000951	Prbk.g_00518	Syai.g_00158
OG0000952	Prbk.g_00525	Syai.g_00136
OG0000953	Prbk.g_00529	Syai.g_00132
OG0000954	Prbk.g_00216	Syai.g_00127
OG0000955	Prbk.g_00217	Syai.g_00126
OG0000956	Prbk.g_00219	Syai.g_00124
OG0000957	Prbk.g_00235	Syai.g_00113
OG0000958	Prbk.g_00236	Syai.g_00112
OG0000959	Prbk.g_01482	Syai.g_00108
OG0000960	Prbk.g_01483	Syai.g_00107
OG0000961	Prbk.g_01494	Syai.g_00100
OG0000962	Prbk.g_01530	Syai.g_00098
OG0000963	Prbk.g_01535	Syai.g_00094
OG0000964	Prbk.g_01536	Syai.g_00093
OG0000965	Prbk.g_01537	Syai.g_00092
OG0000966	Prbk.g_01571	Syai.g_00082
OG0000967	Prbk.g_01577	Syai.g_00077
OG0000968	Prbk.g_01580	Syai.g_00085
OG0000969	Prbk.g_01582	Syai.g_00080
OG0000970	Prbk.g_01583	Syai.g_00079
OG0000971	Prbk.g_01585	Syai.g_00074
OG0000972	Prbk.g_01586	Syai.g_00073
OG0000973	Prbk.g_01587	Syai.g_00072
OG0000974	Prbk.g_01588	Syai.g_00071
OG0000975	Prbk.g_01589	Syai.g_00070
OG0000976	Prbk.g_01590	Syai.g_00069
OG0000977	Prbk.g_01592	Syai.g_00067
OG0000978	Prbk.g_01593	Syai.g_00065
OG0000979	Prbk.g_01596	Syai.g_00062
OG0000980	Prbk.g_01600	Syai.g_00059
OG0000981	Prbk.g_01603	Syai.g_00056
OG0000982	Prbk.g_02161	Syai.g_02777
OG0000983	Prbk.g_02162	Syai.g_02778
OG0000984	Prbk.g_02163	Syai.g_02779
OG0000985	Prbk.g_02167	Syai.g_02781
OG0000986	Prbk.g_02169	Syai.g_02784
OG0000987	Prbk.g_02171	Syai.g_02786
OG0000988	Prbk.g_02175	Syai.g_02790
OG0000989	Prbk.g_02185	Syai.g_02797
OG0000990	Prbk.g_02207	Syai.g_02825
OG0000991	Prbk.g_02210	Syai.g_02827
OG0000992	Prbk.g_02213	Syai.g_02830
OG0000993	Prbk.g_02214	Syai.g_02831
OG0000994	Prbk.g_02217	Syai.g_02834
OG0000995	Prbk.g_02226	Syai.g_02840
OG0000996	Prbk.g_02239	Syai.g_02891
OG0000997	Prbk.g_02248	Syai.g_02900
OG0000998	Prbk.g_02250	Syai.g_02902
OG0000999	Prbk.g_02251	Syai.g_02903
OG0001000	Prbk.g_02254	Syai.g_02906
OG0001001	Prbk.g_02258	Syai.g_02911
OG0001002	Prbk.g_02265	Syai.g_02918
OG0001003	Prbk.g_02267	Syai.g_02919
OG0001004	Prbk.g_02268	Syai.g_02920
OG0001005	Prbk.g_02270	Syai.g_02921
OG0001006	Prbk.g_02276	Syai.g_02931
OG0001007	Prbk.g_02278	Syai.g_02933
OG0001008	Prbk.g_00327	Syai.g_02227
OG0001009	Prbk.g_01622	Syai.g_00034
OG0001010	Prbk.g_01621	Syai.g_00035
OG0001011	Prbk.g_01619	Syai.g_00037
OG0001012	Prbk.g_02158	Syai.g_02773
OG0001013	Prbk.g_02133	Syai.g_02750
OG0001014	Prbk.g_02124	Syai.g_02726
OG0001015	Prbk.g_02123	Syai.g_02725
OG0001016	Prbk.g_01315	Syai.g_02479
OG0001017	Prbk.g_01309	Syai.g_02485
OG0001018	Prbk.g_01307	Syai.g_02487
OG0001019	Prbk.g_01294	Syai.g_02508
OG0001020	Prbk.g_00035	Syai.g_02516
OG0001021	Prbk.g_00031	Syai.g_02523
OG0001022	Prbk.g_00026	Syai.g_02528
OG0001023	Prbk.g_00025	Syai.g_02529
OG0001024	Prbk.g_00021	Syai.g_02533
OG0001025	Prbk.g_00014	Syai.g_02540
OG0001026	Prbk.g_00001	Syai.g_02550
OG0001027	Prbk.g_00190	Syai.g_02555
OG0001028	Prbk.g_00192	Syai.g_02557
OG0001029	Prbk.g_00194	Syai.g_02559
OG0001030	Prbk.g_00547	Syai.g_02580
OG0001031	Prbk.g_01275	Syai.g_02656
OG0001032	Prbk.g_01272	Syai.g_02658
OG0001033	Prbk.g_00633	Syai.g_02685
OG0001034	Prbk.g_01521	Syai.g_00537
OG0001035	Prbk.g_00372	Syai.g_00295
OG0001036	Prbk.g_00376	Syai.g_00290
OG0001037	Prbk.g_00378	Syai.g_00288
OG0001038	Prbk.g_00415	Syai.g_00261
OG0001039	Prbk.g_00418	Syai.g_00258
OG0001040	Prbk.g_00421	Syai.g_00255
OG0001041	Prbk.g_00426	Syai.g_00250
OG0001042	Prbk.g_00451	Syai.g_00225
OG0001043	Prbk.g_00453	Syai.g_00221
OG0001044	Prbk.g_00870	Syai.g_00485
OG0001045	Prbk.g_00882	Syai.g_00498
OG0001046	Prbk.g_00924	Syai.g_01471
OG0001047	Prbk.g_00325	Syai.g_02225
OG0001048	Prbk.g_00324	Syai.g_02224
OG0001049	Prbk.g_00321	Syai.g_02215
OG0001050	Prbk.g_00320	Syai.g_02214
OG0001051	Prbk.g_00319	Syai.g_02213
OG0001052	Prbk.g_02109	Syai.g_00861
OG0001053	Prbk.g_02064	Syai.g_00641
OG0001054	Prbk.g_01861	Syai.g_00658
OG0001055	Prbk.g_01056	Syai.g_00679
OG0001056	Prbk.g_01085	Syai.g_00713
OG0001057	Prbk.g_01097	Syai.g_00721
OG0001058	Prbk.g_01893	Syai.g_00734
OG0001059	Prbk.g_01889	Syai.g_00738
OG0001060	Prbk.g_01882	Syai.g_00744
OG0001061	Prbk.g_01109	Syai.g_00765
OG0001062	Prbk.g_01111	Syai.g_00767
OG0001063	Prbk.g_01115	Syai.g_00774
OG0001064	Prbk.g_01116	Syai.g_00775
OG0001065	Prbk.g_01117	Syai.g_00776
OG0001066	Prbk.g_01118	Syai.g_00777
OG0001067	Prbk.g_01119	Syai.g_00778
OG0001068	Prbk.g_01120	Syai.g_00779
OG0001069	Prbk.g_01121	Syai.g_00780
OG0001070	Prbk.g_01125	Syai.g_00783
OG0001071	Prbk.g_01126	Syai.g_00784
OG0001072	Prbk.g_01129	Syai.g_00788
OG0001073	Prbk.g_01148	Syai.g_00807
OG0001074	Prbk.g_02602	Syai.g_01051
OG0001075	Prbk.g_02603	Syai.g_01053
OG0001076	Prbk.g_02611	Syai.g_01069
OG0001077	Prbk.g_02621	Syai.g_01081
OG0001078	Prbk.g_02632	Syai.g_01105
OG0001079	Prbk.g_02651	Syai.g_01118
OG0001080	Prbk.g_00738	Syai.g_01606
OG0001081	Prbk.g_00728	Syai.g_01222
OG0001082	Prbk.g_00727	Syai.g_01223
OG0001083	Prbk.g_00719	Syai.g_01230
OG0001084	Prbk.g_00718	Syai.g_01231
OG0001085	Prbk.g_00708	Syai.g_01241
OG0001086	Prbk.g_00706	Syai.g_01243
OG0001087	Prbk.g_01821	Syai.g_01953
OG0001088	Prbk.g_01817	Syai.g_01957
OG0001089	Prbk.g_01764	Syai.g_01996
OG0001090	Prbk.g_00617	Syai.g_01387
OG0001091	Prbk.g_00615	Syai.g_01389
OG0001092	Prbk.g_00614	Syai.g_01391
OG0001093	Prbk.g_00610	Syai.g_01397
OG0001094	Prbk.g_02462	Syai.g_01315
OG0001096	Prbk.g_02497	Syai.g_01371
OG0001097	Prbk.g_02542	Syai.g_02057
OG0001098	Prbk.g_02379	Syai.g_01603
OG0001099	Prbk.g_00193	Syai.g_02558
OG0001100	Prbk.g_02389	Syai.g_01253
OG0001101	Prbk.g_02390	Syai.g_01254
OG0001102	Prbk.g_02393	Syai.g_01257
OG0001103	Prbk.g_02395	Syai.g_01260
OG0001104	Prbk.g_02452	Syai.g_01300
OG0001105	Prbk.g_02447	Syai.g_01304
OG0001106	Prbk.g_02336	Syai.g_01517
OG0001107	Prbk.g_02326	Syai.g_01505
OG0001108	Prbk.g_02319	Syai.g_01496
OG0001109	Prbk.g_02317	Syai.g_01488
OG0001110	Prbk.g_02315	Syai.g_01486
OG0001111	Prbk.g_02313	Syai.g_01484
OG0001112	Prbk.g_02311	Syai.g_01482
OG0001113	Prbk.g_02310	Syai.g_01481
OG0001114	Prbk.g_02309	Syai.g_01480
OG0001115	Prbk.g_02307	Syai.g_01476
OG0001116	Prbk.g_02306	Syai.g_01474
OG0001117	Prbk.g_02305	Syai.g_01473
OG0001118	Prbk.g_02304	Syai.g_01472
OG0001119	Prbk.g_02303	Syai.g_01470
OG0001120	Prbk.g_02301	Syai.g_01466
OG0001122	Prbk.g_00581	Syai.g_01437
OG0001123	Prbk.g_00588	Syai.g_01430
OG0001124	Prbk.g_00590	Syai.g_01428
