Orthogroup	Prbd	Prac
OG0000548	Prbd.g_00619	Prac.g_00746
OG0000549	Prbd.g_00618	Prac.g_00745
OG0000550	Prbd.g_00617	Prac.g_00744
OG0000551	Prbd.g_00616	Prac.g_00743
OG0000552	Prbd.g_00615	Prac.g_00742
OG0000553	Prbd.g_00614	Prac.g_00741
OG0000554	Prbd.g_00613	Prac.g_00740
OG0000555	Prbd.g_00612	Prac.g_00739
OG0000556	Prbd.g_00611	Prac.g_00738
OG0000557	Prbd.g_00610	Prac.g_00737
OG0000558	Prbd.g_00609	Prac.g_00736
OG0000559	Prbd.g_00608	Prac.g_00735
OG0000560	Prbd.g_00606	Prac.g_00733
OG0000561	Prbd.g_00605	Prac.g_00732
OG0000562	Prbd.g_00604	Prac.g_00731
OG0000563	Prbd.g_00603	Prac.g_00730
OG0000564	Prbd.g_00602	Prac.g_00729
OG0000565	Prbd.g_00601	Prac.g_00728
OG0000566	Prbd.g_00600	Prac.g_00727
OG0000567	Prbd.g_00599	Prac.g_00726
OG0000568	Prbd.g_00598	Prac.g_00725
OG0000569	Prbd.g_00597	Prac.g_00724
OG0000570	Prbd.g_00596	Prac.g_00723
OG0000571	Prbd.g_00595	Prac.g_00722
OG0000572	Prbd.g_00594	Prac.g_00721
OG0000573	Prbd.g_00591	Prac.g_00718
OG0000574	Prbd.g_00590	Prac.g_00717
OG0000575	Prbd.g_00589	Prac.g_00716
OG0000576	Prbd.g_00588	Prac.g_00715
OG0000577	Prbd.g_00587	Prac.g_00714
OG0000578	Prbd.g_00586	Prac.g_00713
OG0000579	Prbd.g_00585	Prac.g_00712
OG0000580	Prbd.g_00584	Prac.g_00711
OG0000581	Prbd.g_00583	Prac.g_00710
OG0000582	Prbd.g_00582	Prac.g_00709
OG0000583	Prbd.g_00581	Prac.g_00708
OG0000584	Prbd.g_00580	Prac.g_00707
OG0000585	Prbd.g_00579	Prac.g_00706
OG0000586	Prbd.g_00577	Prac.g_00704
OG0000587	Prbd.g_00576	Prac.g_00703
OG0000588	Prbd.g_00574	Prac.g_00701
OG0000589	Prbd.g_00573	Prac.g_00700
OG0000590	Prbd.g_00571	Prac.g_00698
OG0000591	Prbd.g_00565	Prac.g_00692
OG0000592	Prbd.g_00564	Prac.g_00691
OG0000593	Prbd.g_00563	Prac.g_00690
OG0000594	Prbd.g_00561	Prac.g_00688
OG0000595	Prbd.g_00560	Prac.g_00687
OG0000596	Prbd.g_00559	Prac.g_00686
OG0000597	Prbd.g_00557	Prac.g_00684
OG0000598	Prbd.g_00556	Prac.g_00683
OG0000599	Prbd.g_00555	Prac.g_00682
OG0000600	Prbd.g_00554	Prac.g_00681
OG0000601	Prbd.g_00552	Prac.g_00679
OG0000602	Prbd.g_00551	Prac.g_00678
OG0000603	Prbd.g_00550	Prac.g_00677
OG0000604	Prbd.g_00549	Prac.g_00676
OG0000605	Prbd.g_00548	Prac.g_00675
OG0000606	Prbd.g_00547	Prac.g_00674
OG0000607	Prbd.g_00545	Prac.g_00672
OG0000608	Prbd.g_00544	Prac.g_00671
OG0000609	Prbd.g_00540	Prac.g_00667
OG0000610	Prbd.g_00539	Prac.g_00666
OG0000611	Prbd.g_00008	Prac.g_01559
OG0000612	Prbd.g_00009	Prac.g_01558
OG0000613	Prbd.g_00010	Prac.g_01557
OG0000614	Prbd.g_00011	Prac.g_01556
OG0000615	Prbd.g_00013	Prac.g_01554
OG0000616	Prbd.g_00014	Prac.g_01553
OG0000617	Prbd.g_00015	Prac.g_01552
OG0000618	Prbd.g_00016	Prac.g_01551
OG0000619	Prbd.g_00017	Prac.g_01550
OG0000620	Prbd.g_00018	Prac.g_01549
OG0000621	Prbd.g_00019	Prac.g_01548
OG0000622	Prbd.g_00020	Prac.g_01547
OG0000623	Prbd.g_00021	Prac.g_01546
OG0000624	Prbd.g_00022	Prac.g_01545
OG0000625	Prbd.g_00023	Prac.g_01544
OG0000626	Prbd.g_00024	Prac.g_01543
OG0000627	Prbd.g_00025	Prac.g_01542
OG0000628	Prbd.g_00026	Prac.g_01541
OG0000629	Prbd.g_00027	Prac.g_01540
OG0000630	Prbd.g_00028	Prac.g_01539
OG0000631	Prbd.g_00030	Prac.g_01537
OG0000632	Prbd.g_00045	Prac.g_01525
OG0000633	Prbd.g_00049	Prac.g_01521
OG0000634	Prbd.g_00062	Prac.g_01508
OG0000635	Prbd.g_00066	Prac.g_01507
OG0000636	Prbd.g_00067	Prac.g_01506
OG0000637	Prbd.g_00068	Prac.g_01505
OG0000638	Prbd.g_00080	Prac.g_01498
OG0000639	Prbd.g_00089	Prac.g_01489
OG0000640	Prbd.g_00091	Prac.g_01487
OG0000641	Prbd.g_00093	Prac.g_01484
OG0000642	Prbd.g_00094	Prac.g_01483
OG0000643	Prbd.g_00095	Prac.g_01482
OG0000644	Prbd.g_00096	Prac.g_01481
OG0000645	Prbd.g_00097	Prac.g_01480
OG0000646	Prbd.g_00098	Prac.g_01479
OG0000647	Prbd.g_00099	Prac.g_01478
OG0000648	Prbd.g_00101	Prac.g_01476
OG0000649	Prbd.g_00102	Prac.g_01475
OG0000650	Prbd.g_00103	Prac.g_01474
OG0000651	Prbd.g_00104	Prac.g_01473
OG0000652	Prbd.g_00105	Prac.g_01472
OG0000653	Prbd.g_00106	Prac.g_01471
OG0000654	Prbd.g_00108	Prac.g_01469
OG0000655	Prbd.g_00110	Prac.g_01467
OG0000656	Prbd.g_00111	Prac.g_01466
OG0000657	Prbd.g_00112	Prac.g_01465
OG0000658	Prbd.g_00113	Prac.g_01464
OG0000659	Prbd.g_00114	Prac.g_01463
OG0000660	Prbd.g_00115	Prac.g_01462
OG0000661	Prbd.g_00116	Prac.g_01461
OG0000662	Prbd.g_00117	Prac.g_01460
OG0000663	Prbd.g_00118	Prac.g_01459
OG0000664	Prbd.g_00119	Prac.g_01458
OG0000665	Prbd.g_00120	Prac.g_01457
OG0000666	Prbd.g_00121	Prac.g_01456
OG0000667	Prbd.g_00122	Prac.g_01455
OG0000668	Prbd.g_00123	Prac.g_01454
OG0000669	Prbd.g_00125	Prac.g_01452
OG0000670	Prbd.g_00126	Prac.g_01451
OG0000671	Prbd.g_00127	Prac.g_01450
OG0000672	Prbd.g_00128	Prac.g_01449
OG0000673	Prbd.g_00129	Prac.g_01448
OG0000674	Prbd.g_00130	Prac.g_01447
OG0000675	Prbd.g_00132	Prac.g_01445
OG0000676	Prbd.g_00133	Prac.g_01444
OG0000677	Prbd.g_00136	Prac.g_01442
OG0000678	Prbd.g_00138	Prac.g_01440
OG0000679	Prbd.g_00139	Prac.g_01439
OG0000680	Prbd.g_00140	Prac.g_01438
OG0000681	Prbd.g_00141	Prac.g_01437
OG0000682	Prbd.g_00142	Prac.g_01436
OG0000683	Prbd.g_00144	Prac.g_01434
OG0000684	Prbd.g_00145	Prac.g_01433
OG0000685	Prbd.g_00146	Prac.g_01432
OG0000686	Prbd.g_00147	Prac.g_01431
OG0000687	Prbd.g_00148	Prac.g_01430
OG0000688	Prbd.g_00149	Prac.g_01429
OG0000689	Prbd.g_00150	Prac.g_01428
OG0000690	Prbd.g_00151	Prac.g_01427
OG0000691	Prbd.g_00152	Prac.g_01426
OG0000692	Prbd.g_00154	Prac.g_01424
OG0000693	Prbd.g_00155	Prac.g_01423
OG0000694	Prbd.g_00156	Prac.g_01422
OG0000695	Prbd.g_00157	Prac.g_01421
OG0000696	Prbd.g_00158	Prac.g_01420
OG0000697	Prbd.g_00160	Prac.g_01418
OG0000698	Prbd.g_00162	Prac.g_01416
OG0000699	Prbd.g_00163	Prac.g_01415
OG0000700	Prbd.g_00190	Prac.g_01401
OG0000701	Prbd.g_00194	Prac.g_01396
OG0000702	Prbd.g_00197	Prac.g_01393
OG0000703	Prbd.g_00198	Prac.g_01392
OG0000704	Prbd.g_00199	Prac.g_01391
OG0000705	Prbd.g_00200	Prac.g_01390
OG0000706	Prbd.g_00201	Prac.g_01389
OG0000707	Prbd.g_00203	Prac.g_01387
OG0000708	Prbd.g_00204	Prac.g_01386
OG0000709	Prbd.g_00206	Prac.g_01384
OG0000710	Prbd.g_00207	Prac.g_01383
OG0000711	Prbd.g_00208	Prac.g_01382
OG0000712	Prbd.g_00209	Prac.g_01381
OG0000713	Prbd.g_00210	Prac.g_01380
OG0000714	Prbd.g_00212	Prac.g_01378
OG0000715	Prbd.g_00213	Prac.g_01377
OG0000716	Prbd.g_00215	Prac.g_01375
OG0000717	Prbd.g_00216	Prac.g_01374
OG0000718	Prbd.g_00217	Prac.g_01373
OG0000719	Prbd.g_00219	Prac.g_01371
OG0000720	Prbd.g_00220	Prac.g_01370
OG0000721	Prbd.g_00222	Prac.g_01368
OG0000722	Prbd.g_00223	Prac.g_01367
OG0000723	Prbd.g_00224	Prac.g_01366
OG0000724	Prbd.g_00226	Prac.g_01365
OG0000725	Prbd.g_00227	Prac.g_01364
OG0000726	Prbd.g_00228	Prac.g_01363
OG0000727	Prbd.g_00229	Prac.g_01362
OG0000728	Prbd.g_00230	Prac.g_01361
OG0000729	Prbd.g_00231	Prac.g_01360
OG0000730	Prbd.g_00232	Prac.g_01359
OG0000731	Prbd.g_00233	Prac.g_01358
OG0000732	Prbd.g_00234	Prac.g_01357
OG0000733	Prbd.g_00235	Prac.g_01356
OG0000734	Prbd.g_00236	Prac.g_01355
OG0000735	Prbd.g_00238	Prac.g_01353
OG0000736	Prbd.g_00239	Prac.g_01352
OG0000737	Prbd.g_00240	Prac.g_01351
OG0000738	Prbd.g_00241	Prac.g_01350
OG0000739	Prbd.g_00242	Prac.g_01349
OG0000740	Prbd.g_00243	Prac.g_01348
OG0000741	Prbd.g_00244	Prac.g_01347
OG0000742	Prbd.g_00246	Prac.g_01345
OG0000743	Prbd.g_00247	Prac.g_01344
OG0000744	Prbd.g_00248	Prac.g_01343
OG0000745	Prbd.g_00249	Prac.g_01342
OG0000746	Prbd.g_00250	Prac.g_01341
OG0000747	Prbd.g_00251	Prac.g_01340
OG0000748	Prbd.g_00252	Prac.g_01339
OG0000749	Prbd.g_00253	Prac.g_01338
OG0000750	Prbd.g_00254	Prac.g_01337
OG0000751	Prbd.g_00255	Prac.g_01336
OG0000752	Prbd.g_00256	Prac.g_01335
OG0000753	Prbd.g_00258	Prac.g_01333
OG0000754	Prbd.g_00259	Prac.g_01332
OG0000755	Prbd.g_00260	Prac.g_01331
OG0000756	Prbd.g_00261	Prac.g_01330
OG0000757	Prbd.g_00262	Prac.g_01329
OG0000758	Prbd.g_00263	Prac.g_01328
OG0000759	Prbd.g_00265	Prac.g_01326
OG0000760	Prbd.g_00266	Prac.g_01325
OG0000761	Prbd.g_00267	Prac.g_01324
OG0000762	Prbd.g_00269	Prac.g_01322
OG0000763	Prbd.g_00270	Prac.g_01321
OG0000764	Prbd.g_00271	Prac.g_01320
OG0000765	Prbd.g_00272	Prac.g_01319
OG0000766	Prbd.g_00273	Prac.g_01318
OG0000767	Prbd.g_00275	Prac.g_01316
OG0000768	Prbd.g_00276	Prac.g_01315
OG0000769	Prbd.g_00277	Prac.g_01314
OG0000770	Prbd.g_00278	Prac.g_01313
OG0000771	Prbd.g_00279	Prac.g_01312
OG0000772	Prbd.g_00280	Prac.g_01311
OG0000773	Prbd.g_00281	Prac.g_01310
OG0000774	Prbd.g_00282	Prac.g_01309
OG0000775	Prbd.g_00283	Prac.g_01308
OG0000776	Prbd.g_00285	Prac.g_01307
OG0000777	Prbd.g_00287	Prac.g_01305
OG0000778	Prbd.g_00288	Prac.g_01304
OG0000779	Prbd.g_00289	Prac.g_01303
OG0000780	Prbd.g_00291	Prac.g_01301
OG0000781	Prbd.g_00293	Prac.g_01299
OG0000782	Prbd.g_00294	Prac.g_01298
OG0000783	Prbd.g_00309	Prac.g_01287
OG0000784	Prbd.g_00311	Prac.g_01285
OG0000785	Prbd.g_00312	Prac.g_01284
OG0000786	Prbd.g_00313	Prac.g_01283
OG0000787	Prbd.g_00314	Prac.g_01282
OG0000788	Prbd.g_00318	Prac.g_01278
OG0000789	Prbd.g_00320	Prac.g_01276
OG0000790	Prbd.g_00321	Prac.g_01275
OG0000791	Prbd.g_00322	Prac.g_01274
OG0000792	Prbd.g_00323	Prac.g_01273
OG0000793	Prbd.g_00324	Prac.g_01272
OG0000794	Prbd.g_00326	Prac.g_01270
OG0000795	Prbd.g_00329	Prac.g_01267
OG0000796	Prbd.g_00330	Prac.g_01266
OG0000797	Prbd.g_00332	Prac.g_01264
OG0000798	Prbd.g_00333	Prac.g_01263
OG0000799	Prbd.g_00334	Prac.g_01262
OG0000800	Prbd.g_00335	Prac.g_01261
OG0000801	Prbd.g_00338	Prac.g_01258
OG0000802	Prbd.g_00339	Prac.g_01257
OG0000803	Prbd.g_00341	Prac.g_01255
OG0000804	Prbd.g_00342	Prac.g_01254
OG0000805	Prbd.g_00343	Prac.g_01253
OG0000806	Prbd.g_00345	Prac.g_01251
OG0000807	Prbd.g_00370	Prac.g_01225
OG0000808	Prbd.g_00380	Prac.g_01216
OG0000809	Prbd.g_00383	Prac.g_01213
OG0000810	Prbd.g_00384	Prac.g_01212
OG0000811	Prbd.g_00391	Prac.g_01205
OG0000812	Prbd.g_00395	Prac.g_01046
OG0000813	Prbd.g_00399	Prac.g_01042
OG0000814	Prbd.g_00401	Prac.g_01040
OG0000815	Prbd.g_00414	Prac.g_01031
OG0000816	Prbd.g_00428	Prac.g_01017
OG0000817	Prbd.g_00429	Prac.g_01016
OG0000818	Prbd.g_00434	Prac.g_01011
OG0000819	Prbd.g_00449	Prac.g_01004
OG0000820	Prbd.g_00453	Prac.g_01000
OG0000821	Prbd.g_00455	Prac.g_00998
OG0000822	Prbd.g_00456	Prac.g_00997
OG0000823	Prbd.g_00457	Prac.g_00996
OG0000824	Prbd.g_00458	Prac.g_00995
OG0000825	Prbd.g_00459	Prac.g_00994
OG0000826	Prbd.g_00460	Prac.g_00993
OG0000827	Prbd.g_00461	Prac.g_00992
OG0000828	Prbd.g_00462	Prac.g_00991
OG0000829	Prbd.g_00463	Prac.g_00990
OG0000830	Prbd.g_00464	Prac.g_00989
OG0000831	Prbd.g_00467	Prac.g_00986
OG0000832	Prbd.g_00469	Prac.g_00984
OG0000833	Prbd.g_00470	Prac.g_00983
OG0000834	Prbd.g_00471	Prac.g_00982
OG0000835	Prbd.g_00472	Prac.g_00981
OG0000836	Prbd.g_00473	Prac.g_00980
OG0000837	Prbd.g_00475	Prac.g_00978
OG0000838	Prbd.g_00476	Prac.g_00977
OG0000839	Prbd.g_00477	Prac.g_00976
OG0000840	Prbd.g_00478	Prac.g_00975
OG0000841	Prbd.g_00479	Prac.g_00974
OG0000842	Prbd.g_00480	Prac.g_00973
OG0000843	Prbd.g_00481	Prac.g_00972
OG0000844	Prbd.g_00482	Prac.g_00971
OG0000845	Prbd.g_00483	Prac.g_00970
OG0000846	Prbd.g_00486	Prac.g_00967
OG0000847	Prbd.g_00488	Prac.g_00965
OG0000848	Prbd.g_00489	Prac.g_00964
OG0000849	Prbd.g_00490	Prac.g_00963
OG0000850	Prbd.g_00491	Prac.g_00962
OG0000851	Prbd.g_00492	Prac.g_00961
OG0000852	Prbd.g_00494	Prac.g_00959
OG0000853	Prbd.g_00495	Prac.g_00958
OG0000854	Prbd.g_00497	Prac.g_00956
OG0000855	Prbd.g_00498	Prac.g_00955
OG0000856	Prbd.g_00499	Prac.g_00954
OG0000857	Prbd.g_00500	Prac.g_00953
OG0000858	Prbd.g_00501	Prac.g_00952
OG0000859	Prbd.g_00502	Prac.g_00951
OG0000860	Prbd.g_00503	Prac.g_00950
OG0000861	Prbd.g_00504	Prac.g_00949
OG0000862	Prbd.g_00505	Prac.g_00948
OG0000863	Prbd.g_00506	Prac.g_00947
OG0000864	Prbd.g_00507	Prac.g_00946
OG0000865	Prbd.g_00508	Prac.g_00945
OG0000866	Prbd.g_00509	Prac.g_00944
OG0000867	Prbd.g_00510	Prac.g_00943
OG0000868	Prbd.g_00511	Prac.g_00942
OG0000869	Prbd.g_00513	Prac.g_00940
OG0000870	Prbd.g_00514	Prac.g_00939
OG0000871	Prbd.g_00516	Prac.g_00937
OG0000872	Prbd.g_00517	Prac.g_00936
OG0000873	Prbd.g_00519	Prac.g_00934
OG0000874	Prbd.g_00520	Prac.g_00933
OG0000875	Prbd.g_00521	Prac.g_00932
OG0000876	Prbd.g_00522	Prac.g_00931
OG0000877	Prbd.g_00524	Prac.g_00929
OG0000878	Prbd.g_01858	Prac.g_00154
OG0000879	Prbd.g_01812	Prac.g_00164
OG0000880	Prbd.g_01811	Prac.g_00165
OG0000881	Prbd.g_01810	Prac.g_00166
OG0000882	Prbd.g_01809	Prac.g_00167
OG0000883	Prbd.g_01808	Prac.g_00168
OG0000884	Prbd.g_01806	Prac.g_00170
OG0000885	Prbd.g_01805	Prac.g_00171
OG0000886	Prbd.g_01804	Prac.g_00172
OG0000887	Prbd.g_01803	Prac.g_00173
OG0000888	Prbd.g_01802	Prac.g_00174
OG0000889	Prbd.g_01799	Prac.g_00177
OG0000890	Prbd.g_01798	Prac.g_00178
OG0000891	Prbd.g_01797	Prac.g_00179
OG0000892	Prbd.g_01795	Prac.g_00181
OG0000893	Prbd.g_01794	Prac.g_00182
OG0000894	Prbd.g_01793	Prac.g_00183
OG0000895	Prbd.g_01792	Prac.g_00184
OG0000896	Prbd.g_01791	Prac.g_00185
OG0000897	Prbd.g_01790	Prac.g_00186
OG0000898	Prbd.g_01788	Prac.g_00188
OG0000899	Prbd.g_01787	Prac.g_00189
OG0000900	Prbd.g_01782	Prac.g_00199
OG0000901	Prbd.g_01778	Prac.g_00203
OG0000902	Prbd.g_01777	Prac.g_00204
OG0000903	Prbd.g_01776	Prac.g_00205
OG0000904	Prbd.g_01774	Prac.g_00207
OG0000905	Prbd.g_01772	Prac.g_00209
OG0000906	Prbd.g_01770	Prac.g_00211
OG0000907	Prbd.g_01769	Prac.g_00212
OG0000908	Prbd.g_01766	Prac.g_00215
OG0000909	Prbd.g_01762	Prac.g_00219
OG0000910	Prbd.g_01761	Prac.g_00220
OG0000911	Prbd.g_01760	Prac.g_00221
OG0000912	Prbd.g_01759	Prac.g_00222
OG0000913	Prbd.g_01758	Prac.g_00223
OG0000914	Prbd.g_01757	Prac.g_00224
OG0000915	Prbd.g_01756	Prac.g_00225
OG0000916	Prbd.g_01755	Prac.g_00226
OG0000917	Prbd.g_01754	Prac.g_00227
OG0000918	Prbd.g_01753	Prac.g_00228
OG0000919	Prbd.g_01752	Prac.g_00229
OG0000920	Prbd.g_01751	Prac.g_00230
OG0000921	Prbd.g_01750	Prac.g_00231
OG0000922	Prbd.g_01749	Prac.g_00232
OG0000923	Prbd.g_01748	Prac.g_00233
OG0000924	Prbd.g_01747	Prac.g_00234
OG0000925	Prbd.g_01746	Prac.g_00235
OG0000926	Prbd.g_01736	Prac.g_00447
OG0000927	Prbd.g_01707	Prac.g_00429
OG0000928	Prbd.g_01706	Prac.g_00428
OG0000929	Prbd.g_01705	Prac.g_00427
OG0000930	Prbd.g_01704	Prac.g_00426
OG0000931	Prbd.g_01703	Prac.g_00425
OG0000932	Prbd.g_01701	Prac.g_00423
OG0000933	Prbd.g_01700	Prac.g_00422
OG0000934	Prbd.g_01699	Prac.g_00421
OG0000935	Prbd.g_01698	Prac.g_00420
OG0000936	Prbd.g_01697	Prac.g_00419
OG0000937	Prbd.g_01696	Prac.g_00418
OG0000938	Prbd.g_01695	Prac.g_00417
OG0000939	Prbd.g_01694	Prac.g_00416
OG0000940	Prbd.g_01693	Prac.g_00415
OG0000941	Prbd.g_01691	Prac.g_00413
OG0000942	Prbd.g_01690	Prac.g_00412
OG0000943	Prbd.g_01687	Prac.g_00409
OG0000944	Prbd.g_01686	Prac.g_00408
OG0000945	Prbd.g_01685	Prac.g_00407
OG0000946	Prbd.g_01684	Prac.g_00406
OG0000947	Prbd.g_01683	Prac.g_00405
OG0000948	Prbd.g_01682	Prac.g_00404
OG0000949	Prbd.g_01681	Prac.g_00403
OG0000950	Prbd.g_01680	Prac.g_00402
OG0000951	Prbd.g_01679	Prac.g_00401
OG0000952	Prbd.g_01678	Prac.g_00400
OG0000953	Prbd.g_01677	Prac.g_00399
OG0000954	Prbd.g_01676	Prac.g_00398
OG0000955	Prbd.g_01675	Prac.g_00397
OG0000956	Prbd.g_01674	Prac.g_00396
OG0000957	Prbd.g_01673	Prac.g_00395
OG0000958	Prbd.g_01672	Prac.g_00394
OG0000959	Prbd.g_01671	Prac.g_00393
OG0000960	Prbd.g_01670	Prac.g_00392
OG0000961	Prbd.g_01666	Prac.g_00388
OG0000962	Prbd.g_01665	Prac.g_00387
OG0000963	Prbd.g_01664	Prac.g_00386
OG0000964	Prbd.g_01662	Prac.g_00384
OG0000965	Prbd.g_01661	Prac.g_00383
OG0000966	Prbd.g_01660	Prac.g_00382
OG0000967	Prbd.g_01659	Prac.g_00381
OG0000968	Prbd.g_01658	Prac.g_00380
OG0000969	Prbd.g_01657	Prac.g_00379
OG0000970	Prbd.g_01656	Prac.g_00378
OG0000971	Prbd.g_01655	Prac.g_00377
OG0000972	Prbd.g_01654	Prac.g_00376
OG0000973	Prbd.g_01653	Prac.g_00375
OG0000974	Prbd.g_01651	Prac.g_00373
OG0000975	Prbd.g_01648	Prac.g_00370
OG0000976	Prbd.g_01646	Prac.g_00368
OG0000977	Prbd.g_01645	Prac.g_00367
OG0000978	Prbd.g_01644	Prac.g_00366
OG0000979	Prbd.g_01642	Prac.g_00364
OG0000980	Prbd.g_01641	Prac.g_00363
OG0000981	Prbd.g_01640	Prac.g_00362
OG0000982	Prbd.g_01639	Prac.g_00361
OG0000983	Prbd.g_01637	Prac.g_00359
OG0000984	Prbd.g_01636	Prac.g_00358
OG0000985	Prbd.g_01635	Prac.g_00357
OG0000986	Prbd.g_01634	Prac.g_00356
OG0000987	Prbd.g_01633	Prac.g_00355
OG0000988	Prbd.g_01632	Prac.g_00354
OG0000989	Prbd.g_01631	Prac.g_00353
OG0000990	Prbd.g_01630	Prac.g_00352
OG0000991	Prbd.g_01629	Prac.g_00351
OG0000992	Prbd.g_01628	Prac.g_00350
OG0000993	Prbd.g_01627	Prac.g_00349
OG0000994	Prbd.g_01626	Prac.g_00348
OG0000995	Prbd.g_01625	Prac.g_00347
OG0000996	Prbd.g_01624	Prac.g_00346
OG0000997	Prbd.g_01623	Prac.g_00345
OG0000998	Prbd.g_01622	Prac.g_00344
OG0000999	Prbd.g_01621	Prac.g_00343
OG0001000	Prbd.g_01620	Prac.g_00342
OG0001001	Prbd.g_01617	Prac.g_00340
OG0001002	Prbd.g_01616	Prac.g_00339
OG0001003	Prbd.g_01615	Prac.g_00338
OG0001004	Prbd.g_01614	Prac.g_00337
OG0001005	Prbd.g_01613	Prac.g_00336
OG0001006	Prbd.g_01612	Prac.g_00335
OG0001007	Prbd.g_01611	Prac.g_00334
OG0001008	Prbd.g_01609	Prac.g_00332
OG0001009	Prbd.g_01608	Prac.g_00331
OG0001010	Prbd.g_01600	Prac.g_00324
OG0001011	Prbd.g_01593	Prac.g_00317
OG0001012	Prbd.g_01566	Prac.g_00288
OG0001013	Prbd.g_01531	Prac.g_00631
OG0001014	Prbd.g_01530	Prac.g_00630
OG0001015	Prbd.g_01524	Prac.g_00624
OG0001016	Prbd.g_01523	Prac.g_00623
OG0001017	Prbd.g_01522	Prac.g_00622
OG0001018	Prbd.g_01521	Prac.g_00621
OG0001019	Prbd.g_01519	Prac.g_00619
OG0001020	Prbd.g_01518	Prac.g_00618
OG0001021	Prbd.g_01517	Prac.g_00617
OG0001022	Prbd.g_01516	Prac.g_00616
OG0001023	Prbd.g_01515	Prac.g_00615
OG0001024	Prbd.g_01514	Prac.g_00614
OG0001025	Prbd.g_01513	Prac.g_00613
OG0001026	Prbd.g_01511	Prac.g_00611
OG0001027	Prbd.g_01510	Prac.g_00610
OG0001028	Prbd.g_01509	Prac.g_00609
OG0001029	Prbd.g_01508	Prac.g_00608
OG0001030	Prbd.g_01507	Prac.g_00607
OG0001031	Prbd.g_01506	Prac.g_00606
OG0001032	Prbd.g_01505	Prac.g_00605
OG0001033	Prbd.g_01504	Prac.g_00604
OG0001034	Prbd.g_01503	Prac.g_00603
OG0001035	Prbd.g_01501	Prac.g_00601
OG0001036	Prbd.g_01500	Prac.g_00600
OG0001037	Prbd.g_01499	Prac.g_00599
OG0001038	Prbd.g_01498	Prac.g_00598
OG0001039	Prbd.g_01497	Prac.g_00597
OG0001040	Prbd.g_01496	Prac.g_00596
OG0001041	Prbd.g_01495	Prac.g_00595
OG0001042	Prbd.g_01494	Prac.g_00594
OG0001043	Prbd.g_01493	Prac.g_00593
OG0001044	Prbd.g_01492	Prac.g_00592
OG0001045	Prbd.g_01491	Prac.g_00591
OG0001046	Prbd.g_01490	Prac.g_00590
OG0001047	Prbd.g_01487	Prac.g_00587
OG0001048	Prbd.g_01485	Prac.g_00585
OG0001049	Prbd.g_01484	Prac.g_00584
OG0001050	Prbd.g_01483	Prac.g_00583
OG0001051	Prbd.g_01482	Prac.g_00582
OG0001052	Prbd.g_01481	Prac.g_00581
OG0001053	Prbd.g_01479	Prac.g_00580
OG0001054	Prbd.g_01477	Prac.g_00578
OG0001055	Prbd.g_01476	Prac.g_00577
OG0001056	Prbd.g_01475	Prac.g_00576
OG0001057	Prbd.g_01474	Prac.g_00575
OG0001058	Prbd.g_01473	Prac.g_00574
OG0001059	Prbd.g_01472	Prac.g_00573
OG0001060	Prbd.g_01471	Prac.g_00572
OG0001061	Prbd.g_01470	Prac.g_00571
OG0001062	Prbd.g_01469	Prac.g_00570
OG0001063	Prbd.g_01468	Prac.g_00569
OG0001064	Prbd.g_01466	Prac.g_00471
OG0001065	Prbd.g_01463	Prac.g_00476
OG0001066	Prbd.g_01462	Prac.g_00477
OG0001067	Prbd.g_01461	Prac.g_00478
OG0001068	Prbd.g_01459	Prac.g_00480
OG0001069	Prbd.g_01458	Prac.g_00481
OG0001070	Prbd.g_01457	Prac.g_00482
OG0001071	Prbd.g_01456	Prac.g_00483
OG0001072	Prbd.g_01455	Prac.g_00484
OG0001073	Prbd.g_01454	Prac.g_00485
OG0001074	Prbd.g_01453	Prac.g_00486
OG0001075	Prbd.g_01452	Prac.g_00487
OG0001076	Prbd.g_01451	Prac.g_00488
OG0001077	Prbd.g_01450	Prac.g_00489
OG0001078	Prbd.g_01449	Prac.g_00490
OG0001079	Prbd.g_01448	Prac.g_00491
OG0001080	Prbd.g_01447	Prac.g_00492
OG0001081	Prbd.g_01444	Prac.g_00495
OG0001082	Prbd.g_01443	Prac.g_00496
OG0001083	Prbd.g_01442	Prac.g_00497
OG0001084	Prbd.g_01440	Prac.g_00499
OG0001085	Prbd.g_01439	Prac.g_00500
OG0001086	Prbd.g_01438	Prac.g_00501
OG0001087	Prbd.g_01437	Prac.g_00502
OG0001088	Prbd.g_01436	Prac.g_00503
OG0001089	Prbd.g_01433	Prac.g_00506
OG0001090	Prbd.g_01431	Prac.g_00508
OG0001091	Prbd.g_01430	Prac.g_00509
OG0001092	Prbd.g_01429	Prac.g_00510
OG0001093	Prbd.g_01428	Prac.g_00511
OG0001094	Prbd.g_01427	Prac.g_00512
OG0001095	Prbd.g_01426	Prac.g_00513
OG0001096	Prbd.g_01425	Prac.g_00514
OG0001097	Prbd.g_01424	Prac.g_00515
OG0001098	Prbd.g_01423	Prac.g_00516
OG0001099	Prbd.g_01422	Prac.g_00517
OG0001100	Prbd.g_01421	Prac.g_00518
OG0001101	Prbd.g_01420	Prac.g_00519
OG0001102	Prbd.g_01419	Prac.g_00520
OG0001103	Prbd.g_01418	Prac.g_00521
OG0001104	Prbd.g_01417	Prac.g_00522
OG0001105	Prbd.g_01416	Prac.g_00523
OG0001106	Prbd.g_01415	Prac.g_00524
