Orthogroup	Prbd	Prax
OG0000543	Prbd.g_00627	Prax.g_00076
OG0000544	Prbd.g_00626	Prax.g_00077
OG0000545	Prbd.g_00623	Prax.g_00080
OG0000546	Prbd.g_00622	Prax.g_00081
OG0000547	Prbd.g_00620	Prax.g_00083
OG0000548	Prbd.g_00619	Prax.g_00084
OG0000549	Prbd.g_00618	Prax.g_00085
OG0000550	Prbd.g_00617	Prax.g_00086
OG0000551	Prbd.g_00616	Prax.g_00087
OG0000552	Prbd.g_00615	Prax.g_00088
OG0000553	Prbd.g_00614	Prax.g_00089
OG0000554	Prbd.g_00613	Prax.g_00090
OG0000555	Prbd.g_00612	Prax.g_00091
OG0000556	Prbd.g_00611	Prax.g_00092
OG0000557	Prbd.g_00610	Prax.g_00093
OG0000558	Prbd.g_00609	Prax.g_00094
OG0000559	Prbd.g_00608	Prax.g_00095
OG0000560	Prbd.g_00606	Prax.g_00097
OG0000561	Prbd.g_00605	Prax.g_00098
OG0000562	Prbd.g_00604	Prax.g_00099
OG0000563	Prbd.g_00603	Prax.g_00100
OG0000564	Prbd.g_00602	Prax.g_00101
OG0000565	Prbd.g_00601	Prax.g_00102
OG0000566	Prbd.g_00600	Prax.g_00103
OG0000567	Prbd.g_00599	Prax.g_00104
OG0000568	Prbd.g_00598	Prax.g_00105
OG0000569	Prbd.g_00597	Prax.g_00106
OG0000570	Prbd.g_00596	Prax.g_00107
OG0000571	Prbd.g_00595	Prax.g_00108
OG0000572	Prbd.g_00594	Prax.g_00109
OG0000573	Prbd.g_00591	Prax.g_00112
OG0000574	Prbd.g_00590	Prax.g_00113
OG0000575	Prbd.g_00589	Prax.g_00114
OG0000576	Prbd.g_00588	Prax.g_00115
OG0000577	Prbd.g_00587	Prax.g_00116
OG0000578	Prbd.g_00586	Prax.g_00117
OG0000579	Prbd.g_00585	Prax.g_00118
OG0000580	Prbd.g_00584	Prax.g_00119
OG0000581	Prbd.g_00583	Prax.g_00120
OG0000582	Prbd.g_00582	Prax.g_00121
OG0000583	Prbd.g_00581	Prax.g_00122
OG0000584	Prbd.g_00580	Prax.g_00123
OG0000585	Prbd.g_00579	Prax.g_00977
OG0000586	Prbd.g_00577	Prax.g_00975
OG0000587	Prbd.g_00576	Prax.g_00974
OG0000588	Prbd.g_00574	Prax.g_00972
OG0000589	Prbd.g_00573	Prax.g_00971
OG0000590	Prbd.g_00571	Prax.g_00969
OG0000591	Prbd.g_00565	Prax.g_00963
OG0000592	Prbd.g_00564	Prax.g_00962
OG0000593	Prbd.g_00563	Prax.g_00961
OG0000594	Prbd.g_00561	Prax.g_00959
OG0000595	Prbd.g_00560	Prax.g_00958
OG0000596	Prbd.g_00559	Prax.g_00957
OG0000597	Prbd.g_00557	Prax.g_00955
OG0000598	Prbd.g_00556	Prax.g_00954
OG0000599	Prbd.g_00555	Prax.g_00953
OG0000600	Prbd.g_00554	Prax.g_00952
OG0000601	Prbd.g_00552	Prax.g_00950
OG0000602	Prbd.g_00551	Prax.g_00949
OG0000603	Prbd.g_00550	Prax.g_00948
OG0000604	Prbd.g_00549	Prax.g_00947
OG0000605	Prbd.g_00548	Prax.g_00946
OG0000606	Prbd.g_00547	Prax.g_00945
OG0000607	Prbd.g_00545	Prax.g_00943
OG0000608	Prbd.g_00544	Prax.g_00942
OG0000609	Prbd.g_00540	Prax.g_00938
OG0000610	Prbd.g_00539	Prax.g_00937
OG0000611	Prbd.g_00008	Prax.g_00484
OG0000612	Prbd.g_00009	Prax.g_00483
OG0000613	Prbd.g_00010	Prax.g_00482
OG0000614	Prbd.g_00011	Prax.g_00481
OG0000615	Prbd.g_00013	Prax.g_00479
OG0000616	Prbd.g_00014	Prax.g_00478
OG0000617	Prbd.g_00015	Prax.g_00477
OG0000618	Prbd.g_00016	Prax.g_00476
OG0000619	Prbd.g_00017	Prax.g_00475
OG0000620	Prbd.g_00018	Prax.g_00474
OG0000621	Prbd.g_00019	Prax.g_00473
OG0000622	Prbd.g_00020	Prax.g_00472
OG0000623	Prbd.g_00021	Prax.g_00471
OG0000624	Prbd.g_00022	Prax.g_00470
OG0000625	Prbd.g_00023	Prax.g_00469
OG0000626	Prbd.g_00024	Prax.g_00468
OG0000627	Prbd.g_00025	Prax.g_00467
OG0000628	Prbd.g_00026	Prax.g_00466
OG0000629	Prbd.g_00027	Prax.g_00465
OG0000630	Prbd.g_00028	Prax.g_00464
OG0000631	Prbd.g_00030	Prax.g_00462
OG0000632	Prbd.g_00045	Prax.g_00432
OG0000633	Prbd.g_00049	Prax.g_00428
OG0000634	Prbd.g_00062	Prax.g_00413
OG0000635	Prbd.g_00066	Prax.g_00409
OG0000636	Prbd.g_00067	Prax.g_00408
OG0000637	Prbd.g_00068	Prax.g_00407
OG0000638	Prbd.g_00080	Prax.g_00395
OG0000639	Prbd.g_00089	Prax.g_00386
OG0000640	Prbd.g_00091	Prax.g_00384
OG0000641	Prbd.g_00093	Prax.g_00382
OG0000642	Prbd.g_00094	Prax.g_00381
OG0000643	Prbd.g_00095	Prax.g_00380
OG0000644	Prbd.g_00096	Prax.g_00379
OG0000645	Prbd.g_00097	Prax.g_00378
OG0000646	Prbd.g_00098	Prax.g_00377
OG0000647	Prbd.g_00099	Prax.g_00376
OG0000648	Prbd.g_00101	Prax.g_00374
OG0000649	Prbd.g_00102	Prax.g_00373
OG0000650	Prbd.g_00103	Prax.g_00372
OG0000651	Prbd.g_00104	Prax.g_00371
OG0000652	Prbd.g_00105	Prax.g_00370
OG0000653	Prbd.g_00106	Prax.g_00369
OG0000654	Prbd.g_00108	Prax.g_00367
OG0000655	Prbd.g_00110	Prax.g_00365
OG0000656	Prbd.g_00111	Prax.g_00364
OG0000657	Prbd.g_00112	Prax.g_00363
OG0000658	Prbd.g_00113	Prax.g_00362
OG0000659	Prbd.g_00114	Prax.g_00361
OG0000660	Prbd.g_00115	Prax.g_00360
OG0000661	Prbd.g_00116	Prax.g_00359
OG0000662	Prbd.g_00117	Prax.g_00358
OG0000663	Prbd.g_00118	Prax.g_00357
OG0000664	Prbd.g_00119	Prax.g_00356
OG0000665	Prbd.g_00120	Prax.g_00355
OG0000666	Prbd.g_00121	Prax.g_00354
OG0000667	Prbd.g_00122	Prax.g_00353
OG0000668	Prbd.g_00123	Prax.g_00352
OG0000669	Prbd.g_00125	Prax.g_00350
OG0000670	Prbd.g_00126	Prax.g_00349
OG0000671	Prbd.g_00127	Prax.g_00348
OG0000672	Prbd.g_00128	Prax.g_00347
OG0000673	Prbd.g_00129	Prax.g_00346
OG0000674	Prbd.g_00130	Prax.g_00345
OG0000675	Prbd.g_00132	Prax.g_00343
OG0000676	Prbd.g_00133	Prax.g_00342
OG0000677	Prbd.g_00136	Prax.g_00339
OG0000678	Prbd.g_00138	Prax.g_00337
OG0000679	Prbd.g_00139	Prax.g_00336
OG0000680	Prbd.g_00140	Prax.g_00335
OG0000681	Prbd.g_00141	Prax.g_00334
OG0000682	Prbd.g_00142	Prax.g_00333
OG0000683	Prbd.g_00144	Prax.g_00331
OG0000684	Prbd.g_00145	Prax.g_00330
OG0000685	Prbd.g_00146	Prax.g_00329
OG0000686	Prbd.g_00147	Prax.g_00328
OG0000687	Prbd.g_00148	Prax.g_00327
OG0000688	Prbd.g_00149	Prax.g_00326
OG0000689	Prbd.g_00150	Prax.g_00325
OG0000690	Prbd.g_00151	Prax.g_00324
OG0000691	Prbd.g_00152	Prax.g_00323
OG0000692	Prbd.g_00154	Prax.g_00321
OG0000693	Prbd.g_00155	Prax.g_00320
OG0000694	Prbd.g_00156	Prax.g_00319
OG0000695	Prbd.g_00157	Prax.g_00318
OG0000696	Prbd.g_00158	Prax.g_00317
OG0000697	Prbd.g_00160	Prax.g_00315
OG0000698	Prbd.g_00162	Prax.g_00313
OG0000699	Prbd.g_00163	Prax.g_00312
OG0000700	Prbd.g_00190	Prax.g_00546
OG0000701	Prbd.g_00194	Prax.g_00550
OG0000702	Prbd.g_00197	Prax.g_00553
OG0000703	Prbd.g_00198	Prax.g_00554
OG0000704	Prbd.g_00199	Prax.g_00555
OG0000705	Prbd.g_00200	Prax.g_00556
OG0000706	Prbd.g_00201	Prax.g_00557
OG0000707	Prbd.g_00203	Prax.g_00558
OG0000708	Prbd.g_00204	Prax.g_00559
OG0000709	Prbd.g_00206	Prax.g_00561
OG0000710	Prbd.g_00207	Prax.g_00562
OG0000711	Prbd.g_00208	Prax.g_00563
OG0000712	Prbd.g_00209	Prax.g_00564
OG0000713	Prbd.g_00210	Prax.g_00565
OG0000714	Prbd.g_00212	Prax.g_00567
OG0000715	Prbd.g_00213	Prax.g_00568
OG0000716	Prbd.g_00215	Prax.g_00570
OG0000717	Prbd.g_00216	Prax.g_00571
OG0000718	Prbd.g_00217	Prax.g_00572
OG0000719	Prbd.g_00219	Prax.g_00574
OG0000720	Prbd.g_00220	Prax.g_00575
OG0000721	Prbd.g_00222	Prax.g_00578
OG0000722	Prbd.g_00223	Prax.g_00579
OG0000723	Prbd.g_00224	Prax.g_00580
OG0000724	Prbd.g_00226	Prax.g_00582
OG0000725	Prbd.g_00227	Prax.g_00583
OG0000726	Prbd.g_00228	Prax.g_00584
OG0000727	Prbd.g_00229	Prax.g_00585
OG0000728	Prbd.g_00230	Prax.g_00586
OG0000729	Prbd.g_00231	Prax.g_00587
OG0000730	Prbd.g_00232	Prax.g_00588
OG0000731	Prbd.g_00233	Prax.g_00589
OG0000732	Prbd.g_00234	Prax.g_00590
OG0000733	Prbd.g_00235	Prax.g_00591
OG0000734	Prbd.g_00236	Prax.g_00592
OG0000735	Prbd.g_00238	Prax.g_00594
OG0000736	Prbd.g_00239	Prax.g_00595
OG0000737	Prbd.g_00240	Prax.g_00596
OG0000738	Prbd.g_00241	Prax.g_00597
OG0000739	Prbd.g_00242	Prax.g_00598
OG0000740	Prbd.g_00243	Prax.g_00599
OG0000741	Prbd.g_00244	Prax.g_00600
OG0000742	Prbd.g_00246	Prax.g_00602
OG0000743	Prbd.g_00247	Prax.g_00603
OG0000744	Prbd.g_00248	Prax.g_00604
OG0000745	Prbd.g_00249	Prax.g_00605
OG0000746	Prbd.g_00250	Prax.g_00606
OG0000747	Prbd.g_00251	Prax.g_00607
OG0000748	Prbd.g_00252	Prax.g_00608
OG0000749	Prbd.g_00253	Prax.g_00609
OG0000750	Prbd.g_00254	Prax.g_00610
OG0000751	Prbd.g_00255	Prax.g_00611
OG0000752	Prbd.g_00256	Prax.g_00612
OG0000753	Prbd.g_00258	Prax.g_00614
OG0000754	Prbd.g_00259	Prax.g_00615
OG0000755	Prbd.g_00260	Prax.g_00616
OG0000756	Prbd.g_00261	Prax.g_00617
OG0000757	Prbd.g_00262	Prax.g_00618
OG0000758	Prbd.g_00263	Prax.g_00619
OG0000759	Prbd.g_00265	Prax.g_01130
OG0000760	Prbd.g_00266	Prax.g_01131
OG0000761	Prbd.g_00267	Prax.g_01132
OG0000762	Prbd.g_00269	Prax.g_01134
OG0000763	Prbd.g_00270	Prax.g_01135
OG0000764	Prbd.g_00271	Prax.g_01136
OG0000765	Prbd.g_00272	Prax.g_01137
OG0000766	Prbd.g_00273	Prax.g_01138
OG0000767	Prbd.g_00275	Prax.g_01140
OG0000768	Prbd.g_00276	Prax.g_01141
OG0000769	Prbd.g_00277	Prax.g_01142
OG0000770	Prbd.g_00278	Prax.g_01143
OG0000771	Prbd.g_00279	Prax.g_01144
OG0000772	Prbd.g_00280	Prax.g_01145
OG0000773	Prbd.g_00281	Prax.g_01146
OG0000774	Prbd.g_00282	Prax.g_01147
OG0000775	Prbd.g_00283	Prax.g_01148
OG0000776	Prbd.g_00285	Prax.g_01150
OG0000777	Prbd.g_00287	Prax.g_01152
OG0000778	Prbd.g_00288	Prax.g_01153
OG0000779	Prbd.g_00289	Prax.g_01154
OG0000780	Prbd.g_00291	Prax.g_01156
OG0000781	Prbd.g_00293	Prax.g_01158
OG0000782	Prbd.g_00294	Prax.g_01159
OG0000783	Prbd.g_00309	Prax.g_01173
OG0000784	Prbd.g_00311	Prax.g_01175
OG0000785	Prbd.g_00312	Prax.g_01176
OG0000786	Prbd.g_00313	Prax.g_01177
OG0000787	Prbd.g_00314	Prax.g_01178
OG0000788	Prbd.g_00318	Prax.g_01182
OG0000789	Prbd.g_00320	Prax.g_01184
OG0000790	Prbd.g_00321	Prax.g_01185
OG0000791	Prbd.g_00322	Prax.g_01186
OG0000792	Prbd.g_00323	Prax.g_01187
OG0000793	Prbd.g_00324	Prax.g_01188
OG0000794	Prbd.g_00326	Prax.g_01190
OG0000795	Prbd.g_00329	Prax.g_01193
OG0000796	Prbd.g_00330	Prax.g_01194
OG0000797	Prbd.g_00332	Prax.g_01196
OG0000798	Prbd.g_00333	Prax.g_01197
OG0000799	Prbd.g_00334	Prax.g_01198
OG0000800	Prbd.g_00335	Prax.g_01199
OG0000801	Prbd.g_00338	Prax.g_01202
OG0000802	Prbd.g_00339	Prax.g_01203
OG0000803	Prbd.g_00341	Prax.g_01205
OG0000804	Prbd.g_00342	Prax.g_01206
OG0000805	Prbd.g_00343	Prax.g_01207
OG0000806	Prbd.g_00345	Prax.g_01209
OG0000807	Prbd.g_00370	Prax.g_01235
OG0000808	Prbd.g_00380	Prax.g_01245
OG0000809	Prbd.g_00383	Prax.g_01248
OG0000810	Prbd.g_00384	Prax.g_01249
OG0000811	Prbd.g_00391	Prax.g_01256
OG0000812	Prbd.g_00395	Prax.g_00126
OG0000813	Prbd.g_00399	Prax.g_00130
OG0000814	Prbd.g_00401	Prax.g_00132
OG0000815	Prbd.g_00414	Prax.g_00146
OG0000816	Prbd.g_00428	Prax.g_00162
OG0000817	Prbd.g_00429	Prax.g_00163
OG0000818	Prbd.g_00434	Prax.g_00168
OG0000819	Prbd.g_00449	Prax.g_00181
OG0000820	Prbd.g_00453	Prax.g_00185
OG0000821	Prbd.g_00455	Prax.g_00187
OG0000822	Prbd.g_00456	Prax.g_00188
OG0000823	Prbd.g_00457	Prax.g_00189
OG0000824	Prbd.g_00458	Prax.g_00190
OG0000825	Prbd.g_00459	Prax.g_00191
OG0000826	Prbd.g_00460	Prax.g_00192
OG0000827	Prbd.g_00461	Prax.g_00193
OG0000828	Prbd.g_00462	Prax.g_00194
OG0000829	Prbd.g_00463	Prax.g_00195
OG0000830	Prbd.g_00464	Prax.g_00196
OG0000831	Prbd.g_00467	Prax.g_00199
OG0000832	Prbd.g_00469	Prax.g_00201
OG0000833	Prbd.g_00470	Prax.g_00202
OG0000834	Prbd.g_00471	Prax.g_00203
OG0000835	Prbd.g_00472	Prax.g_00204
OG0000836	Prbd.g_00473	Prax.g_00205
OG0000837	Prbd.g_00475	Prax.g_00207
OG0000838	Prbd.g_00476	Prax.g_00208
OG0000839	Prbd.g_00477	Prax.g_00209
OG0000840	Prbd.g_00478	Prax.g_00210
OG0000841	Prbd.g_00479	Prax.g_00211
OG0000842	Prbd.g_00480	Prax.g_00212
OG0000843	Prbd.g_00481	Prax.g_00213
OG0000844	Prbd.g_00482	Prax.g_00214
OG0000845	Prbd.g_00483	Prax.g_00215
OG0000846	Prbd.g_00486	Prax.g_00218
OG0000847	Prbd.g_00488	Prax.g_00220
OG0000848	Prbd.g_00489	Prax.g_00221
OG0000849	Prbd.g_00490	Prax.g_00222
OG0000850	Prbd.g_00491	Prax.g_00223
OG0000851	Prbd.g_00492	Prax.g_00224
OG0000852	Prbd.g_00494	Prax.g_00226
OG0000853	Prbd.g_00495	Prax.g_00227
OG0000854	Prbd.g_00497	Prax.g_00229
OG0000855	Prbd.g_00498	Prax.g_00230
OG0000856	Prbd.g_00499	Prax.g_00231
OG0000857	Prbd.g_00500	Prax.g_00232
OG0000858	Prbd.g_00501	Prax.g_00233
OG0000859	Prbd.g_00502	Prax.g_00234
OG0000860	Prbd.g_00503	Prax.g_00235
OG0000861	Prbd.g_00504	Prax.g_00236
OG0000862	Prbd.g_00505	Prax.g_00237
OG0000863	Prbd.g_00506	Prax.g_00238
OG0000864	Prbd.g_00507	Prax.g_00239
OG0000865	Prbd.g_00508	Prax.g_00240
OG0000866	Prbd.g_00509	Prax.g_00241
OG0000867	Prbd.g_00510	Prax.g_00242
OG0000868	Prbd.g_00511	Prax.g_00243
OG0000869	Prbd.g_00513	Prax.g_00245
OG0000870	Prbd.g_00514	Prax.g_00246
OG0000871	Prbd.g_00516	Prax.g_00248
OG0000872	Prbd.g_00517	Prax.g_00249
OG0000873	Prbd.g_00519	Prax.g_00251
OG0000874	Prbd.g_00520	Prax.g_00252
OG0000875	Prbd.g_00521	Prax.g_00253
OG0000876	Prbd.g_00522	Prax.g_00254
OG0000877	Prbd.g_00524	Prax.g_00256
OG0000878	Prbd.g_01858	Prax.g_01928
OG0000879	Prbd.g_01812	Prax.g_01910
OG0000880	Prbd.g_01811	Prax.g_01909
OG0000881	Prbd.g_01810	Prax.g_01908
OG0000882	Prbd.g_01809	Prax.g_01907
OG0000883	Prbd.g_01808	Prax.g_01906
OG0000884	Prbd.g_01806	Prax.g_01904
OG0000885	Prbd.g_01805	Prax.g_01903
OG0000886	Prbd.g_01804	Prax.g_01902
OG0000887	Prbd.g_01803	Prax.g_01901
OG0000888	Prbd.g_01802	Prax.g_01900
OG0000889	Prbd.g_01799	Prax.g_01897
OG0000890	Prbd.g_01798	Prax.g_01896
OG0000891	Prbd.g_01797	Prax.g_01895
OG0000892	Prbd.g_01795	Prax.g_01893
OG0000893	Prbd.g_01794	Prax.g_01892
OG0000894	Prbd.g_01793	Prax.g_01891
OG0000895	Prbd.g_01792	Prax.g_01890
OG0000896	Prbd.g_01791	Prax.g_01889
OG0000897	Prbd.g_01790	Prax.g_01888
OG0000898	Prbd.g_01788	Prax.g_01886
OG0000899	Prbd.g_01787	Prax.g_01885
OG0000900	Prbd.g_01782	Prax.g_01881
OG0000901	Prbd.g_01778	Prax.g_01877
OG0000902	Prbd.g_01777	Prax.g_01876
OG0000903	Prbd.g_01776	Prax.g_01875
OG0000904	Prbd.g_01774	Prax.g_01873
OG0000905	Prbd.g_01772	Prax.g_01871
OG0000906	Prbd.g_01770	Prax.g_01869
OG0000907	Prbd.g_01769	Prax.g_01868
OG0000908	Prbd.g_01766	Prax.g_01865
OG0000909	Prbd.g_01762	Prax.g_01861
OG0000910	Prbd.g_01761	Prax.g_01860
OG0000911	Prbd.g_01760	Prax.g_01859
OG0000912	Prbd.g_01759	Prax.g_01858
OG0000913	Prbd.g_01758	Prax.g_01857
OG0000914	Prbd.g_01757	Prax.g_01856
OG0000915	Prbd.g_01756	Prax.g_01855
OG0000916	Prbd.g_01755	Prax.g_01854
OG0000917	Prbd.g_01754	Prax.g_01853
OG0000918	Prbd.g_01753	Prax.g_01852
OG0000919	Prbd.g_01752	Prax.g_01851
OG0000920	Prbd.g_01751	Prax.g_01850
OG0000921	Prbd.g_01750	Prax.g_01849
OG0000922	Prbd.g_01749	Prax.g_01848
OG0000923	Prbd.g_01748	Prax.g_01847
OG0000924	Prbd.g_01747	Prax.g_01846
OG0000925	Prbd.g_01746	Prax.g_01845
OG0000926	Prbd.g_01736	Prax.g_01780
OG0000927	Prbd.g_01707	Prax.g_01751
OG0000928	Prbd.g_01706	Prax.g_01750
OG0000929	Prbd.g_01705	Prax.g_01749
OG0000930	Prbd.g_01704	Prax.g_01748
OG0000931	Prbd.g_01703	Prax.g_01747
OG0000932	Prbd.g_01701	Prax.g_01745
OG0000933	Prbd.g_01700	Prax.g_01744
OG0000934	Prbd.g_01699	Prax.g_01743
OG0000935	Prbd.g_01698	Prax.g_01742
OG0000936	Prbd.g_01697	Prax.g_01741
OG0000937	Prbd.g_01696	Prax.g_01740
OG0000938	Prbd.g_01695	Prax.g_01739
OG0000939	Prbd.g_01694	Prax.g_01738
OG0000940	Prbd.g_01693	Prax.g_01737
OG0000941	Prbd.g_01691	Prax.g_01735
OG0000942	Prbd.g_01690	Prax.g_01734
OG0000943	Prbd.g_01687	Prax.g_01726
OG0000944	Prbd.g_01686	Prax.g_01725
OG0000945	Prbd.g_01685	Prax.g_01724
OG0000946	Prbd.g_01684	Prax.g_01723
OG0000947	Prbd.g_01683	Prax.g_01722
OG0000948	Prbd.g_01682	Prax.g_01721
OG0000949	Prbd.g_01681	Prax.g_01720
OG0000950	Prbd.g_01680	Prax.g_01719
OG0000951	Prbd.g_01679	Prax.g_01718
OG0000952	Prbd.g_01678	Prax.g_01717
OG0000953	Prbd.g_01677	Prax.g_01716
OG0000954	Prbd.g_01676	Prax.g_01715
OG0000955	Prbd.g_01675	Prax.g_01714
OG0000956	Prbd.g_01674	Prax.g_01713
OG0000957	Prbd.g_01673	Prax.g_01712
OG0000958	Prbd.g_01672	Prax.g_01711
OG0000959	Prbd.g_01671	Prax.g_01710
OG0000960	Prbd.g_01670	Prax.g_01709
OG0000961	Prbd.g_01666	Prax.g_01705
OG0000962	Prbd.g_01665	Prax.g_01704
OG0000963	Prbd.g_01664	Prax.g_01703
OG0000964	Prbd.g_01662	Prax.g_01701
OG0000965	Prbd.g_01661	Prax.g_01700
OG0000966	Prbd.g_01660	Prax.g_01699
OG0000967	Prbd.g_01659	Prax.g_01698
OG0000968	Prbd.g_01658	Prax.g_01697
OG0000969	Prbd.g_01657	Prax.g_01696
OG0000970	Prbd.g_01656	Prax.g_01695
OG0000971	Prbd.g_01655	Prax.g_01694
OG0000972	Prbd.g_01654	Prax.g_01693
OG0000973	Prbd.g_01653	Prax.g_01692
OG0000974	Prbd.g_01651	Prax.g_01690
OG0000975	Prbd.g_01648	Prax.g_01687
OG0000976	Prbd.g_01646	Prax.g_01685
OG0000977	Prbd.g_01645	Prax.g_01684
OG0000978	Prbd.g_01644	Prax.g_01683
OG0000979	Prbd.g_01642	Prax.g_01681
OG0000980	Prbd.g_01641	Prax.g_01680
OG0000981	Prbd.g_01640	Prax.g_01679
OG0000982	Prbd.g_01639	Prax.g_01678
OG0000983	Prbd.g_01637	Prax.g_01676
OG0000984	Prbd.g_01636	Prax.g_01675
OG0000985	Prbd.g_01635	Prax.g_01674
OG0000986	Prbd.g_01634	Prax.g_01673
OG0000987	Prbd.g_01633	Prax.g_01672
OG0000988	Prbd.g_01632	Prax.g_01671
OG0000989	Prbd.g_01631	Prax.g_01670
OG0000990	Prbd.g_01630	Prax.g_01669
OG0000991	Prbd.g_01629	Prax.g_01668
OG0000992	Prbd.g_01628	Prax.g_01667
OG0000993	Prbd.g_01627	Prax.g_01666
OG0000994	Prbd.g_01626	Prax.g_01665
OG0000995	Prbd.g_01625	Prax.g_01664
OG0000996	Prbd.g_01624	Prax.g_01663
OG0000997	Prbd.g_01623	Prax.g_01662
OG0000998	Prbd.g_01622	Prax.g_01661
OG0000999	Prbd.g_01621	Prax.g_01660
OG0001000	Prbd.g_01620	Prax.g_01659
OG0001001	Prbd.g_01617	Prax.g_01657
OG0001002	Prbd.g_01616	Prax.g_01656
OG0001003	Prbd.g_01615	Prax.g_01655
OG0001004	Prbd.g_01614	Prax.g_01654
OG0001005	Prbd.g_01613	Prax.g_01653
OG0001006	Prbd.g_01612	Prax.g_01652
OG0001007	Prbd.g_01611	Prax.g_01651
OG0001008	Prbd.g_01609	Prax.g_01649
OG0001009	Prbd.g_01608	Prax.g_01648
OG0001010	Prbd.g_01600	Prax.g_01640
OG0001011	Prbd.g_01593	Prax.g_01633
OG0001012	Prbd.g_01566	Prax.g_01605
OG0001013	Prbd.g_01531	Prax.g_01565
OG0001014	Prbd.g_01530	Prax.g_01564
OG0001015	Prbd.g_01524	Prax.g_01558
OG0001016	Prbd.g_01523	Prax.g_01557
OG0001017	Prbd.g_01522	Prax.g_01556
OG0001018	Prbd.g_01521	Prax.g_01555
OG0001019	Prbd.g_01519	Prax.g_01553
OG0001020	Prbd.g_01518	Prax.g_01552
OG0001021	Prbd.g_01517	Prax.g_01551
OG0001022	Prbd.g_01516	Prax.g_01550
OG0001023	Prbd.g_01515	Prax.g_01549
OG0001024	Prbd.g_01514	Prax.g_01548
OG0001025	Prbd.g_01513	Prax.g_01547
OG0001026	Prbd.g_01511	Prax.g_01545
OG0001027	Prbd.g_01510	Prax.g_01544
OG0001028	Prbd.g_01509	Prax.g_01543
OG0001029	Prbd.g_01508	Prax.g_01542
OG0001030	Prbd.g_01507	Prax.g_01541
OG0001031	Prbd.g_01506	Prax.g_01540
OG0001032	Prbd.g_01505	Prax.g_01539
OG0001033	Prbd.g_01504	Prax.g_01538
OG0001034	Prbd.g_01503	Prax.g_01537
OG0001035	Prbd.g_01501	Prax.g_01535
OG0001036	Prbd.g_01500	Prax.g_01534
OG0001037	Prbd.g_01499	Prax.g_01533
OG0001038	Prbd.g_01498	Prax.g_01532
OG0001039	Prbd.g_01497	Prax.g_01531
OG0001040	Prbd.g_01496	Prax.g_01530
OG0001041	Prbd.g_01495	Prax.g_01529
OG0001042	Prbd.g_01494	Prax.g_01528
OG0001043	Prbd.g_01493	Prax.g_01527
OG0001044	Prbd.g_01492	Prax.g_01526
OG0001045	Prbd.g_01491	Prax.g_01525
OG0001046	Prbd.g_01490	Prax.g_01524
OG0001047	Prbd.g_01487	Prax.g_01521
OG0001048	Prbd.g_01485	Prax.g_01519
OG0001049	Prbd.g_01484	Prax.g_01518
OG0001050	Prbd.g_01483	Prax.g_01517
OG0001051	Prbd.g_01482	Prax.g_01516
OG0001052	Prbd.g_01481	Prax.g_01515
OG0001053	Prbd.g_01479	Prax.g_01513
OG0001054	Prbd.g_01477	Prax.g_01511
OG0001055	Prbd.g_01476	Prax.g_01510
OG0001056	Prbd.g_01475	Prax.g_01509
OG0001057	Prbd.g_01474	Prax.g_01508
OG0001058	Prbd.g_01473	Prax.g_01507
OG0001059	Prbd.g_01472	Prax.g_01506
OG0001060	Prbd.g_01471	Prax.g_01505
OG0001061	Prbd.g_01470	Prax.g_01504
OG0001062	Prbd.g_01469	Prax.g_01503
OG0001063	Prbd.g_01468	Prax.g_01502
OG0001064	Prbd.g_01466	Prax.g_01257
OG0001065	Prbd.g_01463	Prax.g_01262
OG0001066	Prbd.g_01462	Prax.g_01263
OG0001067	Prbd.g_01461	Prax.g_01264
OG0001068	Prbd.g_01459	Prax.g_01266
OG0001069	Prbd.g_01458	Prax.g_01267
OG0001070	Prbd.g_01457	Prax.g_01268
OG0001071	Prbd.g_01456	Prax.g_01269
OG0001072	Prbd.g_01455	Prax.g_01270
OG0001073	Prbd.g_01454	Prax.g_01271
OG0001074	Prbd.g_01453	Prax.g_01272
OG0001075	Prbd.g_01452	Prax.g_01273
OG0001076	Prbd.g_01451	Prax.g_01274
OG0001077	Prbd.g_01450	Prax.g_01275
OG0001078	Prbd.g_01449	Prax.g_01276
OG0001079	Prbd.g_01448	Prax.g_01277
OG0001080	Prbd.g_01447	Prax.g_01278
OG0001081	Prbd.g_01444	Prax.g_01281
OG0001082	Prbd.g_01443	Prax.g_01282
OG0001083	Prbd.g_01442	Prax.g_01283
OG0001084	Prbd.g_01440	Prax.g_01285
OG0001085	Prbd.g_01439	Prax.g_01286
OG0001086	Prbd.g_01438	Prax.g_01287
OG0001087	Prbd.g_01437	Prax.g_01288
OG0001088	Prbd.g_01436	Prax.g_01289
OG0001089	Prbd.g_01433	Prax.g_01296
OG0001090	Prbd.g_01431	Prax.g_01298
OG0001091	Prbd.g_01430	Prax.g_01299
OG0001092	Prbd.g_01429	Prax.g_01300
OG0001093	Prbd.g_01428	Prax.g_01301
OG0001094	Prbd.g_01427	Prax.g_01302
OG0001095	Prbd.g_01426	Prax.g_01303
OG0001096	Prbd.g_01425	Prax.g_01304
OG0001097	Prbd.g_01424	Prax.g_01305
OG0001098	Prbd.g_01423	Prax.g_01306
OG0001099	Prbd.g_01422	Prax.g_01307
OG0001100	Prbd.g_01421	Prax.g_01308
OG0001101	Prbd.g_01420	Prax.g_01309
