Orthogroup	Prbd	Prbk
OG0000556	Prbd.g_00611	Prbk.g_02628
OG0000557	Prbd.g_00610	Prbk.g_02629
OG0000558	Prbd.g_00609	Prbk.g_02631
OG0000559	Prbd.g_00608	Prbk.g_02632
OG0000560	Prbd.g_00606	Prbk.g_02634
OG0000561	Prbd.g_00605	Prbk.g_02635
OG0000562	Prbd.g_00604	Prbk.g_02637
OG0000563	Prbd.g_00603	Prbk.g_02638
OG0000564	Prbd.g_00602	Prbk.g_02639
OG0000565	Prbd.g_00601	Prbk.g_02647
OG0000566	Prbd.g_00600	Prbk.g_02648
OG0000567	Prbd.g_00599	Prbk.g_02649
OG0000568	Prbd.g_00598	Prbk.g_02650
OG0000569	Prbd.g_00597	Prbk.g_02651
OG0000570	Prbd.g_00596	Prbk.g_02654
OG0000571	Prbd.g_00595	Prbk.g_02655
OG0000572	Prbd.g_00594	Prbk.g_02656
OG0000573	Prbd.g_00591	Prbk.g_00738
OG0000574	Prbd.g_00590	Prbk.g_00729
OG0000575	Prbd.g_00589	Prbk.g_00728
OG0000576	Prbd.g_00588	Prbk.g_00727
OG0000577	Prbd.g_00587	Prbk.g_00726
OG0000578	Prbd.g_00586	Prbk.g_00725
OG0000579	Prbd.g_00585	Prbk.g_00723
OG0000580	Prbd.g_00584	Prbk.g_00720
OG0000581	Prbd.g_00583	Prbk.g_00719
OG0000582	Prbd.g_00582	Prbk.g_00718
OG0000583	Prbd.g_00581	Prbk.g_00717
OG0000584	Prbd.g_00580	Prbk.g_00715
OG0000585	Prbd.g_00579	Prbk.g_00714
OG0000586	Prbd.g_00577	Prbk.g_00712
OG0000587	Prbd.g_00576	Prbk.g_00711
OG0000588	Prbd.g_00574	Prbk.g_00708
OG0000589	Prbd.g_00573	Prbk.g_00706
OG0000590	Prbd.g_00571	Prbk.g_00478
OG0000591	Prbd.g_00565	Prbk.g_01361
OG0000592	Prbd.g_00564	Prbk.g_01767
OG0000593	Prbd.g_00563	Prbk.g_00672
OG0000594	Prbd.g_00561	Prbk.g_02509
OG0000595	Prbd.g_00560	Prbk.g_01925
OG0000596	Prbd.g_00559	Prbk.g_01805
OG0000597	Prbd.g_00557	Prbk.g_01827
OG0000598	Prbd.g_00556	Prbk.g_01821
OG0000599	Prbd.g_00555	Prbk.g_01817
OG0000600	Prbd.g_00554	Prbk.g_01816
OG0000601	Prbd.g_00552	Prbk.g_01802
OG0000602	Prbd.g_00551	Prbk.g_01801
OG0000603	Prbd.g_00550	Prbk.g_01800
OG0000604	Prbd.g_00549	Prbk.g_01760
OG0000605	Prbd.g_00548	Prbk.g_01761
OG0000606	Prbd.g_00547	Prbk.g_01764
OG0000607	Prbd.g_00545	Prbk.g_01766
OG0000608	Prbd.g_00544	Prbk.g_02429
OG0000609	Prbd.g_00540	Prbk.g_02262
OG0000610	Prbd.g_00539	Prbk.g_00169
OG0000611	Prbd.g_00008	Prbk.g_00617
OG0000612	Prbd.g_00009	Prbk.g_00616
OG0000613	Prbd.g_00010	Prbk.g_00615
OG0000614	Prbd.g_00011	Prbk.g_00614
OG0000615	Prbd.g_00013	Prbk.g_00613
OG0000616	Prbd.g_00014	Prbk.g_00612
OG0000617	Prbd.g_00015	Prbk.g_00611
OG0000618	Prbd.g_00016	Prbk.g_00610
OG0000619	Prbd.g_00017	Prbk.g_00608
OG0000620	Prbd.g_00018	Prbk.g_00607
OG0000621	Prbd.g_00019	Prbk.g_00606
OG0000622	Prbd.g_00020	Prbk.g_00605
OG0000623	Prbd.g_00021	Prbk.g_00604
OG0000624	Prbd.g_00022	Prbk.g_00603
OG0000625	Prbd.g_00023	Prbk.g_00602
OG0000626	Prbd.g_00024	Prbk.g_00601
OG0000627	Prbd.g_00025	Prbk.g_02376
OG0000628	Prbd.g_00026	Prbk.g_02375
OG0000629	Prbd.g_00027	Prbk.g_02372
OG0000630	Prbd.g_00028	Prbk.g_02371
OG0000631	Prbd.g_00030	Prbk.g_02368
OG0000632	Prbd.g_00045	Prbk.g_01780
OG0000633	Prbd.g_00049	Prbk.g_01872
OG0000634	Prbd.g_00062	Prbk.g_01863
OG0000635	Prbd.g_00066	Prbk.g_02332
OG0000636	Prbd.g_00067	Prbk.g_02333
OG0000637	Prbd.g_00068	Prbk.g_02334
OG0000638	Prbd.g_00080	Prbk.g_00865
OG0000639	Prbd.g_00089	Prbk.g_01455
OG0000640	Prbd.g_00091	Prbk.g_02367
OG0000641	Prbd.g_00093	Prbk.g_02362
OG0000642	Prbd.g_00094	Prbk.g_02361
OG0000643	Prbd.g_00095	Prbk.g_02360
OG0000644	Prbd.g_00096	Prbk.g_02462
OG0000645	Prbd.g_00097	Prbk.g_02463
OG0000646	Prbd.g_00098	Prbk.g_02464
OG0000647	Prbd.g_00099	Prbk.g_02465
OG0000648	Prbd.g_00101	Prbk.g_02467
OG0000649	Prbd.g_00102	Prbk.g_02468
OG0000650	Prbd.g_00103	Prbk.g_02469
OG0000651	Prbd.g_00104	Prbk.g_02470
OG0000652	Prbd.g_00105	Prbk.g_02471
OG0000653	Prbd.g_00106	Prbk.g_02472
OG0000654	Prbd.g_00108	Prbk.g_02474
OG0000655	Prbd.g_00110	Prbk.g_02476
OG0000656	Prbd.g_00111	Prbk.g_02477
OG0000657	Prbd.g_00112	Prbk.g_02478
OG0000658	Prbd.g_00113	Prbk.g_02479
OG0000659	Prbd.g_00114	Prbk.g_02480
OG0000660	Prbd.g_00115	Prbk.g_02481
OG0000661	Prbd.g_00116	Prbk.g_02483
OG0000662	Prbd.g_00117	Prbk.g_02486
OG0000663	Prbd.g_00118	Prbk.g_02487
OG0000664	Prbd.g_00119	Prbk.g_02488
OG0000665	Prbd.g_00120	Prbk.g_02489
OG0000666	Prbd.g_00121	Prbk.g_02490
OG0000667	Prbd.g_00122	Prbk.g_02491
OG0000668	Prbd.g_00123	Prbk.g_02492
OG0000669	Prbd.g_00125	Prbk.g_02494
OG0000670	Prbd.g_00126	Prbk.g_02495
OG0000671	Prbd.g_00127	Prbk.g_02496
OG0000672	Prbd.g_00128	Prbk.g_02497
OG0000673	Prbd.g_00129	Prbk.g_02498
OG0000674	Prbd.g_00130	Prbk.g_02499
OG0000675	Prbd.g_00132	Prbk.g_02526
OG0000676	Prbd.g_00133	Prbk.g_02527
OG0000677	Prbd.g_00136	Prbk.g_02530
OG0000678	Prbd.g_00138	Prbk.g_02532
OG0000679	Prbd.g_00139	Prbk.g_02534
OG0000680	Prbd.g_00140	Prbk.g_02535
OG0000681	Prbd.g_00141	Prbk.g_02536
OG0000682	Prbd.g_00142	Prbk.g_02537
OG0000683	Prbd.g_00144	Prbk.g_02539
OG0000684	Prbd.g_00145	Prbk.g_02540
OG0000685	Prbd.g_00146	Prbk.g_02541
OG0000686	Prbd.g_00147	Prbk.g_02542
OG0000687	Prbd.g_00148	Prbk.g_02543
OG0000688	Prbd.g_00149	Prbk.g_02544
OG0000689	Prbd.g_00150	Prbk.g_02546
OG0000690	Prbd.g_00151	Prbk.g_02547
OG0000691	Prbd.g_00152	Prbk.g_02548
OG0000692	Prbd.g_00154	Prbk.g_02559
OG0000693	Prbd.g_00155	Prbk.g_02560
OG0000694	Prbd.g_00156	Prbk.g_02563
OG0000695	Prbd.g_00157	Prbk.g_02567
OG0000696	Prbd.g_00158	Prbk.g_02568
OG0000697	Prbd.g_00160	Prbk.g_02570
OG0000698	Prbd.g_00162	Prbk.g_02379
OG0000699	Prbd.g_00163	Prbk.g_00598
OG0000700	Prbd.g_00190	Prbk.g_00582
OG0000701	Prbd.g_00194	Prbk.g_00193
OG0000702	Prbd.g_00197	Prbk.g_02580
OG0000703	Prbd.g_00198	Prbk.g_02389
OG0000704	Prbd.g_00199	Prbk.g_01662
OG0000705	Prbd.g_00200	Prbk.g_02390
OG0000706	Prbd.g_00201	Prbk.g_02391
OG0000707	Prbd.g_00203	Prbk.g_02393
OG0000708	Prbd.g_00204	Prbk.g_02394
OG0000709	Prbd.g_00206	Prbk.g_02396
OG0000710	Prbd.g_00207	Prbk.g_02397
OG0000711	Prbd.g_00208	Prbk.g_02398
OG0000712	Prbd.g_00209	Prbk.g_02399
OG0000713	Prbd.g_00210	Prbk.g_02400
OG0000714	Prbd.g_00212	Prbk.g_02408
OG0000715	Prbd.g_00213	Prbk.g_02410
OG0000716	Prbd.g_00215	Prbk.g_02415
OG0000717	Prbd.g_00216	Prbk.g_02417
OG0000718	Prbd.g_00217	Prbk.g_02420
OG0000719	Prbd.g_00219	Prbk.g_02435
OG0000720	Prbd.g_00220	Prbk.g_02436
OG0000721	Prbd.g_00222	Prbk.g_02438
OG0000722	Prbd.g_00223	Prbk.g_02439
OG0000723	Prbd.g_00224	Prbk.g_02440
OG0000724	Prbd.g_00226	Prbk.g_02453
OG0000725	Prbd.g_00227	Prbk.g_02452
OG0000726	Prbd.g_00228	Prbk.g_02451
OG0000727	Prbd.g_00229	Prbk.g_02450
OG0000728	Prbd.g_00230	Prbk.g_02449
OG0000729	Prbd.g_00231	Prbk.g_02447
OG0000730	Prbd.g_00232	Prbk.g_02444
OG0000731	Prbd.g_00233	Prbk.g_02455
OG0000732	Prbd.g_00234	Prbk.g_02456
OG0000733	Prbd.g_00235	Prbk.g_02457
OG0000734	Prbd.g_00236	Prbk.g_02458
OG0000735	Prbd.g_00238	Prbk.g_02459
OG0000736	Prbd.g_00239	Prbk.g_02460
OG0000737	Prbd.g_00240	Prbk.g_02461
OG0000738	Prbd.g_00241	Prbk.g_02359
OG0000739	Prbd.g_00242	Prbk.g_02358
OG0000740	Prbd.g_00243	Prbk.g_02357
OG0000741	Prbd.g_00244	Prbk.g_02355
OG0000742	Prbd.g_00246	Prbk.g_02353
OG0000743	Prbd.g_00247	Prbk.g_02352
OG0000744	Prbd.g_00248	Prbk.g_02350
OG0000745	Prbd.g_00249	Prbk.g_02349
OG0000746	Prbd.g_00250	Prbk.g_02348
OG0000747	Prbd.g_00251	Prbk.g_01698
OG0000748	Prbd.g_00252	Prbk.g_02340
OG0000749	Prbd.g_00253	Prbk.g_02339
OG0000750	Prbd.g_00254	Prbk.g_02337
OG0000751	Prbd.g_00255	Prbk.g_02336
OG0000752	Prbd.g_00256	Prbk.g_02189
OG0000753	Prbd.g_00258	Prbk.g_02331
OG0000754	Prbd.g_00259	Prbk.g_02330
OG0000755	Prbd.g_00260	Prbk.g_02329
OG0000756	Prbd.g_00261	Prbk.g_02327
OG0000757	Prbd.g_00262	Prbk.g_02326
OG0000758	Prbd.g_00263	Prbk.g_02325
OG0000759	Prbd.g_00265	Prbk.g_02320
OG0000760	Prbd.g_00266	Prbk.g_02319
OG0000761	Prbd.g_00267	Prbk.g_02317
OG0000762	Prbd.g_00269	Prbk.g_02315
OG0000763	Prbd.g_00270	Prbk.g_02313
OG0000764	Prbd.g_00271	Prbk.g_02311
OG0000765	Prbd.g_00272	Prbk.g_02310
OG0000766	Prbd.g_00273	Prbk.g_02309
OG0000767	Prbd.g_00275	Prbk.g_02307
OG0000768	Prbd.g_00276	Prbk.g_02306
OG0000769	Prbd.g_00277	Prbk.g_02305
OG0000770	Prbd.g_00278	Prbk.g_02304
OG0000771	Prbd.g_00279	Prbk.g_02303
OG0000772	Prbd.g_00280	Prbk.g_01728
OG0000773	Prbd.g_00281	Prbk.g_02301
OG0000774	Prbd.g_00282	Prbk.g_02299
OG0000775	Prbd.g_00283	Prbk.g_02297
OG0000776	Prbd.g_00285	Prbk.g_02293
OG0000777	Prbd.g_00287	Prbk.g_02292
OG0000778	Prbd.g_00288	Prbk.g_00562
OG0000779	Prbd.g_00289	Prbk.g_00566
OG0000780	Prbd.g_00291	Prbk.g_00568
OG0000781	Prbd.g_00293	Prbk.g_00572
OG0000782	Prbd.g_00294	Prbk.g_00573
OG0000783	Prbd.g_00309	Prbk.g_00578
OG0000784	Prbd.g_00311	Prbk.g_00580
OG0000785	Prbd.g_00312	Prbk.g_00581
OG0000786	Prbd.g_00313	Prbk.g_00583
OG0000787	Prbd.g_00314	Prbk.g_00584
OG0000788	Prbd.g_00318	Prbk.g_00590
OG0000789	Prbd.g_00320	Prbk.g_00593
OG0000790	Prbd.g_00321	Prbk.g_02190
OG0000791	Prbd.g_00322	Prbk.g_00594
OG0000792	Prbd.g_00323	Prbk.g_00595
OG0000793	Prbd.g_00324	Prbk.g_00596
OG0000794	Prbd.g_00326	Prbk.g_00599
OG0000795	Prbd.g_00329	Prbk.g_00068
OG0000796	Prbd.g_00330	Prbk.g_00067
OG0000797	Prbd.g_00332	Prbk.g_00064
OG0000798	Prbd.g_00333	Prbk.g_00063
OG0000799	Prbd.g_00334	Prbk.g_00062
OG0000800	Prbd.g_00335	Prbk.g_00061
OG0000801	Prbd.g_00338	Prbk.g_00058
OG0000802	Prbd.g_00339	Prbk.g_00057
OG0000803	Prbd.g_00341	Prbk.g_00054
OG0000804	Prbd.g_00342	Prbk.g_00053
OG0000805	Prbd.g_00343	Prbk.g_00052
OG0000806	Prbd.g_00345	Prbk.g_00051
OG0000807	Prbd.g_00370	Prbk.g_00627
OG0000808	Prbd.g_00380	Prbk.g_02595
OG0000809	Prbd.g_00383	Prbk.g_02022
OG0000810	Prbd.g_00384	Prbk.g_01700
OG0000811	Prbd.g_00391	Prbk.g_01531
OG0000812	Prbd.g_00395	Prbk.g_00869
OG0000813	Prbd.g_00399	Prbk.g_00879
OG0000814	Prbd.g_00401	Prbk.g_01234
OG0000815	Prbd.g_00414	Prbk.g_02613
OG0000816	Prbd.g_00428	Prbk.g_02202
OG0000817	Prbd.g_00429	Prbk.g_02196
OG0000818	Prbd.g_00434	Prbk.g_01456
OG0000819	Prbd.g_00449	Prbk.g_01227
OG0000820	Prbd.g_00453	Prbk.g_00004
OG0000821	Prbd.g_00455	Prbk.g_01037
OG0000822	Prbd.g_00456	Prbk.g_01036
OG0000823	Prbd.g_00457	Prbk.g_01035
OG0000824	Prbd.g_00458	Prbk.g_01034
OG0000825	Prbd.g_00459	Prbk.g_01032
OG0000826	Prbd.g_00460	Prbk.g_01031
OG0000827	Prbd.g_00461	Prbk.g_01028
OG0000828	Prbd.g_00462	Prbk.g_01026
OG0000829	Prbd.g_00463	Prbk.g_01025
OG0000830	Prbd.g_00464	Prbk.g_01022
OG0000831	Prbd.g_00467	Prbk.g_01020
OG0000832	Prbd.g_00469	Prbk.g_01018
OG0000833	Prbd.g_00470	Prbk.g_01017
OG0000834	Prbd.g_00471	Prbk.g_00141
OG0000835	Prbd.g_00472	Prbk.g_00142
OG0000836	Prbd.g_00473	Prbk.g_00143
OG0000837	Prbd.g_00475	Prbk.g_00153
OG0000838	Prbd.g_00476	Prbk.g_00155
OG0000839	Prbd.g_00477	Prbk.g_00156
OG0000840	Prbd.g_00478	Prbk.g_00157
OG0000841	Prbd.g_00479	Prbk.g_00158
OG0000842	Prbd.g_00480	Prbk.g_00106
OG0000843	Prbd.g_00481	Prbk.g_00105
OG0000844	Prbd.g_00482	Prbk.g_00104
OG0000845	Prbd.g_00483	Prbk.g_00103
OG0000846	Prbd.g_00486	Prbk.g_00100
OG0000847	Prbd.g_00488	Prbk.g_00099
OG0000848	Prbd.g_00489	Prbk.g_01501
OG0000849	Prbd.g_00490	Prbk.g_01498
OG0000850	Prbd.g_00491	Prbk.g_01497
OG0000851	Prbd.g_00492	Prbk.g_00139
OG0000852	Prbd.g_00494	Prbk.g_00137
OG0000853	Prbd.g_00495	Prbk.g_00135
OG0000854	Prbd.g_00497	Prbk.g_00133
OG0000855	Prbd.g_00498	Prbk.g_00132
OG0000856	Prbd.g_00499	Prbk.g_00131
OG0000857	Prbd.g_00500	Prbk.g_00130
OG0000858	Prbd.g_00501	Prbk.g_00129
OG0000859	Prbd.g_00502	Prbk.g_00128
OG0000860	Prbd.g_00503	Prbk.g_00127
OG0000861	Prbd.g_00504	Prbk.g_01503
OG0000862	Prbd.g_00505	Prbk.g_01504
OG0000863	Prbd.g_00506	Prbk.g_01505
OG0000864	Prbd.g_00507	Prbk.g_01506
OG0000865	Prbd.g_00508	Prbk.g_01508
OG0000866	Prbd.g_00509	Prbk.g_00189
OG0000867	Prbd.g_00510	Prbk.g_00188
OG0000868	Prbd.g_00511	Prbk.g_00186
OG0000869	Prbd.g_00513	Prbk.g_00183
OG0000870	Prbd.g_00514	Prbk.g_00182
OG0000871	Prbd.g_00516	Prbk.g_00178
OG0000872	Prbd.g_00517	Prbk.g_00177
OG0000873	Prbd.g_00519	Prbk.g_00175
OG0000874	Prbd.g_00520	Prbk.g_00174
OG0000875	Prbd.g_00521	Prbk.g_00097
OG0000876	Prbd.g_00522	Prbk.g_00098
OG0000877	Prbd.g_00524	Prbk.g_00122
OG0000878	Prbd.g_01858	Prbk.g_02011
OG0000879	Prbd.g_01812	Prbk.g_00164
OG0000880	Prbd.g_01811	Prbk.g_00163
OG0000881	Prbd.g_01810	Prbk.g_00162
OG0000882	Prbd.g_01809	Prbk.g_01194
OG0000883	Prbd.g_01808	Prbk.g_01192
OG0000884	Prbd.g_01806	Prbk.g_01190
OG0000885	Prbd.g_01805	Prbk.g_01189
OG0000886	Prbd.g_01804	Prbk.g_01188
OG0000887	Prbd.g_01803	Prbk.g_01187
OG0000888	Prbd.g_01802	Prbk.g_01186
OG0000889	Prbd.g_01799	Prbk.g_01182
OG0000890	Prbd.g_01798	Prbk.g_01179
OG0000891	Prbd.g_01797	Prbk.g_01178
OG0000892	Prbd.g_01795	Prbk.g_01175
OG0000893	Prbd.g_01794	Prbk.g_01174
OG0000894	Prbd.g_01793	Prbk.g_01173
OG0000895	Prbd.g_01792	Prbk.g_01172
OG0000896	Prbd.g_01791	Prbk.g_01171
OG0000897	Prbd.g_01790	Prbk.g_01170
OG0000898	Prbd.g_01788	Prbk.g_01167
OG0000899	Prbd.g_01787	Prbk.g_01166
OG0000900	Prbd.g_01782	Prbk.g_01199
OG0000901	Prbd.g_01778	Prbk.g_02120
OG0000902	Prbd.g_01777	Prbk.g_00334
OG0000903	Prbd.g_01776	Prbk.g_02564
OG0000904	Prbd.g_01774	Prbk.g_01691
OG0000905	Prbd.g_01772	Prbk.g_00055
OG0000906	Prbd.g_01770	Prbk.g_00629
OG0000907	Prbd.g_01769	Prbk.g_02578
OG0000908	Prbd.g_01766	Prbk.g_00923
OG0000909	Prbd.g_01762	Prbk.g_02051
OG0000910	Prbd.g_01761	Prbk.g_02050
OG0000911	Prbd.g_01760	Prbk.g_02049
OG0000912	Prbd.g_01759	Prbk.g_02048
OG0000913	Prbd.g_01758	Prbk.g_02047
OG0000914	Prbd.g_01757	Prbk.g_02046
OG0000915	Prbd.g_01756	Prbk.g_02045
OG0000916	Prbd.g_01755	Prbk.g_02044
OG0000917	Prbd.g_01754	Prbk.g_02042
OG0000918	Prbd.g_01753	Prbk.g_02041
OG0000919	Prbd.g_01752	Prbk.g_02040
OG0000920	Prbd.g_01751	Prbk.g_02039
OG0000921	Prbd.g_01750	Prbk.g_02038
OG0000922	Prbd.g_01749	Prbk.g_02037
OG0000923	Prbd.g_01748	Prbk.g_02036
OG0000924	Prbd.g_01747	Prbk.g_02035
OG0000925	Prbd.g_01746	Prbk.g_02034
OG0000926	Prbd.g_01736	Prbk.g_00526
OG0000927	Prbd.g_01707	Prbk.g_01929
OG0000928	Prbd.g_01706	Prbk.g_01930
OG0000929	Prbd.g_01705	Prbk.g_01931
OG0000930	Prbd.g_01704	Prbk.g_01937
OG0000931	Prbd.g_01703	Prbk.g_01938
OG0000932	Prbd.g_01701	Prbk.g_00244
OG0000933	Prbd.g_01700	Prbk.g_00246
OG0000934	Prbd.g_01699	Prbk.g_00247
OG0000935	Prbd.g_01698	Prbk.g_00248
OG0000936	Prbd.g_01697	Prbk.g_00249
OG0000937	Prbd.g_01696	Prbk.g_00250
OG0000938	Prbd.g_01695	Prbk.g_00252
OG0000939	Prbd.g_01694	Prbk.g_00253
OG0000940	Prbd.g_01693	Prbk.g_00255
OG0000941	Prbd.g_01691	Prbk.g_00257
OG0000942	Prbd.g_01690	Prbk.g_00258
OG0000943	Prbd.g_01687	Prbk.g_00261
OG0000944	Prbd.g_01686	Prbk.g_00270
OG0000945	Prbd.g_01685	Prbk.g_00271
OG0000946	Prbd.g_01684	Prbk.g_00272
OG0000947	Prbd.g_01683	Prbk.g_00273
OG0000948	Prbd.g_01682	Prbk.g_00274
OG0000949	Prbd.g_01681	Prbk.g_00275
OG0000950	Prbd.g_01680	Prbk.g_00276
OG0000951	Prbd.g_01679	Prbk.g_00277
OG0000952	Prbd.g_01678	Prbk.g_00278
OG0000953	Prbd.g_01677	Prbk.g_00279
OG0000954	Prbd.g_01676	Prbk.g_00280
OG0000955	Prbd.g_01675	Prbk.g_00281
OG0000956	Prbd.g_01674	Prbk.g_00282
OG0000957	Prbd.g_01673	Prbk.g_00283
OG0000958	Prbd.g_01672	Prbk.g_01237
OG0000959	Prbd.g_01671	Prbk.g_01236
OG0000960	Prbd.g_01670	Prbk.g_01235
OG0000961	Prbd.g_01666	Prbk.g_01228
OG0000962	Prbd.g_01665	Prbk.g_01226
OG0000963	Prbd.g_01664	Prbk.g_01225
OG0000964	Prbd.g_01662	Prbk.g_01222
OG0000965	Prbd.g_01661	Prbk.g_01221
OG0000966	Prbd.g_01660	Prbk.g_01220
OG0000967	Prbd.g_01659	Prbk.g_01219
OG0000968	Prbd.g_01658	Prbk.g_01218
OG0000969	Prbd.g_01657	Prbk.g_01217
OG0000970	Prbd.g_01656	Prbk.g_01216
OG0000971	Prbd.g_01655	Prbk.g_01215
OG0000972	Prbd.g_01654	Prbk.g_01214
OG0000973	Prbd.g_01653	Prbk.g_01213
OG0000974	Prbd.g_01651	Prbk.g_01211
OG0000975	Prbd.g_01648	Prbk.g_01654
OG0000976	Prbd.g_01646	Prbk.g_02016
OG0000977	Prbd.g_01645	Prbk.g_02006
OG0000978	Prbd.g_01644	Prbk.g_02004
OG0000979	Prbd.g_01642	Prbk.g_02002
OG0000980	Prbd.g_01641	Prbk.g_02001
OG0000981	Prbd.g_01640	Prbk.g_02596
OG0000982	Prbd.g_01639	Prbk.g_02000
OG0000983	Prbd.g_01637	Prbk.g_01998
OG0000984	Prbd.g_01636	Prbk.g_01997
OG0000985	Prbd.g_01635	Prbk.g_01996
OG0000986	Prbd.g_01634	Prbk.g_01994
OG0000987	Prbd.g_01633	Prbk.g_01993
OG0000988	Prbd.g_01632	Prbk.g_01991
OG0000989	Prbd.g_01631	Prbk.g_01990
OG0000990	Prbd.g_01630	Prbk.g_01989
OG0000991	Prbd.g_01629	Prbk.g_01988
OG0000992	Prbd.g_01628	Prbk.g_01987
OG0000993	Prbd.g_01627	Prbk.g_01986
OG0000994	Prbd.g_01626	Prbk.g_01985
OG0000995	Prbd.g_01625	Prbk.g_01983
OG0000996	Prbd.g_01624	Prbk.g_01982
OG0000997	Prbd.g_01623	Prbk.g_01981
OG0000998	Prbd.g_01622	Prbk.g_01980
OG0000999	Prbd.g_01621	Prbk.g_01979
OG0001000	Prbd.g_01620	Prbk.g_01978
OG0001001	Prbd.g_01617	Prbk.g_01977
OG0001002	Prbd.g_01616	Prbk.g_00937
OG0001003	Prbd.g_01615	Prbk.g_00936
OG0001004	Prbd.g_01614	Prbk.g_01360
OG0001005	Prbd.g_01613	Prbk.g_00934
OG0001006	Prbd.g_01612	Prbk.g_00933
OG0001007	Prbd.g_01611	Prbk.g_00932
OG0001008	Prbd.g_01609	Prbk.g_00930
OG0001009	Prbd.g_01608	Prbk.g_00929
OG0001010	Prbd.g_01600	Prbk.g_02593
OG0001011	Prbd.g_01593	Prbk.g_02619
OG0001012	Prbd.g_01566	Prbk.g_02485
OG0001013	Prbd.g_01531	Prbk.g_00918
OG0001014	Prbd.g_01530	Prbk.g_00917
OG0001015	Prbd.g_01524	Prbk.g_00906
OG0001016	Prbd.g_01523	Prbk.g_00905
OG0001017	Prbd.g_01522	Prbk.g_00904
OG0001018	Prbd.g_01521	Prbk.g_00902
OG0001019	Prbd.g_01519	Prbk.g_01451
OG0001020	Prbd.g_01518	Prbk.g_01450
OG0001021	Prbd.g_01517	Prbk.g_01449
OG0001022	Prbd.g_01516	Prbk.g_01448
OG0001023	Prbd.g_01515	Prbk.g_01447
OG0001024	Prbd.g_01514	Prbk.g_01445
OG0001025	Prbd.g_01513	Prbk.g_01444
OG0001026	Prbd.g_01511	Prbk.g_01443
OG0001027	Prbd.g_01510	Prbk.g_01442
OG0001028	Prbd.g_01509	Prbk.g_01441
OG0001029	Prbd.g_01508	Prbk.g_01440
OG0001030	Prbd.g_01507	Prbk.g_01439
OG0001031	Prbd.g_01506	Prbk.g_01438
OG0001032	Prbd.g_01505	Prbk.g_01437
OG0001033	Prbd.g_01504	Prbk.g_01436
OG0001034	Prbd.g_01503	Prbk.g_01434
OG0001035	Prbd.g_01501	Prbk.g_01432
OG0001036	Prbd.g_01500	Prbk.g_01431
OG0001037	Prbd.g_01499	Prbk.g_01429
OG0001038	Prbd.g_01498	Prbk.g_01428
OG0001039	Prbd.g_01497	Prbk.g_01427
OG0001040	Prbd.g_01496	Prbk.g_01426
OG0001041	Prbd.g_01495	Prbk.g_01425
OG0001042	Prbd.g_01494	Prbk.g_01423
OG0001043	Prbd.g_01493	Prbk.g_01422
OG0001044	Prbd.g_01492	Prbk.g_01421
OG0001045	Prbd.g_01491	Prbk.g_01420
OG0001046	Prbd.g_01490	Prbk.g_01419
OG0001047	Prbd.g_01487	Prbk.g_01415
OG0001048	Prbd.g_01485	Prbk.g_01413
OG0001049	Prbd.g_01484	Prbk.g_01412
OG0001050	Prbd.g_01483	Prbk.g_01411
OG0001051	Prbd.g_01482	Prbk.g_01410
OG0001052	Prbd.g_01481	Prbk.g_01409
OG0001053	Prbd.g_01479	Prbk.g_01407
OG0001054	Prbd.g_01477	Prbk.g_01405
OG0001055	Prbd.g_01476	Prbk.g_01404
OG0001056	Prbd.g_01475	Prbk.g_01403
OG0001057	Prbd.g_01474	Prbk.g_01402
OG0001058	Prbd.g_01473	Prbk.g_01401
OG0001059	Prbd.g_01472	Prbk.g_01400
OG0001060	Prbd.g_01471	Prbk.g_01399
OG0001061	Prbd.g_01470	Prbk.g_01398
OG0001062	Prbd.g_01469	Prbk.g_01384
OG0001063	Prbd.g_01468	Prbk.g_01383
OG0001064	Prbd.g_01466	Prbk.g_01381
OG0001065	Prbd.g_01463	Prbk.g_01901
OG0001066	Prbd.g_01462	Prbk.g_01904
OG0001067	Prbd.g_01461	Prbk.g_01905
OG0001068	Prbd.g_01459	Prbk.g_01909
OG0001069	Prbd.g_01458	Prbk.g_01910
OG0001070	Prbd.g_01457	Prbk.g_01911
OG0001071	Prbd.g_01456	Prbk.g_01912
OG0001072	Prbd.g_01455	Prbk.g_01913
OG0001073	Prbd.g_01454	Prbk.g_01914
OG0001074	Prbd.g_01453	Prbk.g_01915
OG0001075	Prbd.g_01452	Prbk.g_01916
OG0001076	Prbd.g_01451	Prbk.g_01917
OG0001077	Prbd.g_01450	Prbk.g_01918
OG0001078	Prbd.g_01449	Prbk.g_01920
OG0001079	Prbd.g_01448	Prbk.g_01921
OG0001080	Prbd.g_01447	Prbk.g_01922
OG0001081	Prbd.g_01444	Prbk.g_00990
OG0001082	Prbd.g_01443	Prbk.g_00991
OG0001083	Prbd.g_01442	Prbk.g_00995
OG0001084	Prbd.g_01440	Prbk.g_00993
OG0001085	Prbd.g_01439	Prbk.g_00992
OG0001086	Prbd.g_01438	Prbk.g_00996
OG0001087	Prbd.g_01437	Prbk.g_00997
OG0001088	Prbd.g_01436	Prbk.g_01926
OG0001089	Prbd.g_01433	Prbk.g_00988
OG0001090	Prbd.g_01431	Prbk.g_00986
OG0001091	Prbd.g_01430	Prbk.g_00985
OG0001092	Prbd.g_01429	Prbk.g_00984
