Orthogroup	Prbc	Prbg
OG0000526	Prbc.g_01676	Prbg.g_00319
OG0000527	Prbc.g_01677	Prbg.g_00320
OG0000528	Prbc.g_01678	Prbg.g_00321
OG0000529	Prbc.g_01679	Prbg.g_00322
OG0000530	Prbc.g_01680	Prbg.g_00323
OG0000531	Prbc.g_01682	Prbg.g_00325
OG0000532	Prbc.g_01683	Prbg.g_00326
OG0000533	Prbc.g_01684	Prbg.g_00327
OG0000534	Prbc.g_01685	Prbg.g_00328
OG0000535	Prbc.g_01686	Prbg.g_00329
OG0000536	Prbc.g_01687	Prbg.g_00330
OG0000537	Prbc.g_01688	Prbg.g_00331
OG0000538	Prbc.g_01689	Prbg.g_00332
OG0000539	Prbc.g_01690	Prbg.g_00333
OG0000540	Prbc.g_01691	Prbg.g_00334
OG0000541	Prbc.g_01692	Prbg.g_00335
OG0000542	Prbc.g_01693	Prbg.g_00336
OG0000543	Prbc.g_01694	Prbg.g_00337
OG0000544	Prbc.g_01695	Prbg.g_00338
OG0000545	Prbc.g_01698	Prbg.g_00340
OG0000546	Prbc.g_01699	Prbg.g_00341
OG0000547	Prbc.g_01700	Prbg.g_00343
OG0000548	Prbc.g_01702	Prbg.g_00345
OG0000549	Prbc.g_01703	Prbg.g_00346
OG0000550	Prbc.g_01704	Prbg.g_00347
OG0000551	Prbc.g_01705	Prbg.g_00349
OG0000552	Prbc.g_01706	Prbg.g_00350
OG0000553	Prbc.g_01707	Prbg.g_01427
OG0000554	Prbc.g_01708	Prbg.g_01426
OG0000555	Prbc.g_01709	Prbg.g_01425
OG0000556	Prbc.g_01710	Prbg.g_01424
OG0000557	Prbc.g_01711	Prbg.g_01423
OG0000558	Prbc.g_01712	Prbg.g_01422
OG0000559	Prbc.g_01713	Prbg.g_01421
OG0000560	Prbc.g_01715	Prbg.g_01419
OG0000561	Prbc.g_01716	Prbg.g_01418
OG0000562	Prbc.g_01717	Prbg.g_01416
OG0000563	Prbc.g_01718	Prbg.g_01415
OG0000564	Prbc.g_01719	Prbg.g_01414
OG0000565	Prbc.g_01720	Prbg.g_01413
OG0000566	Prbc.g_01721	Prbg.g_01412
OG0000567	Prbc.g_01722	Prbg.g_01411
OG0000568	Prbc.g_01723	Prbg.g_01410
OG0000569	Prbc.g_01724	Prbg.g_01409
OG0000570	Prbc.g_01725	Prbg.g_01408
OG0000571	Prbc.g_01726	Prbg.g_01407
OG0000572	Prbc.g_01727	Prbg.g_01406
OG0000573	Prbc.g_01730	Prbg.g_01403
OG0000574	Prbc.g_01731	Prbg.g_01402
OG0000575	Prbc.g_01732	Prbg.g_01401
OG0000576	Prbc.g_01733	Prbg.g_01400
OG0000577	Prbc.g_01734	Prbg.g_01399
OG0000578	Prbc.g_01735	Prbg.g_01398
OG0000579	Prbc.g_01736	Prbg.g_01397
OG0000580	Prbc.g_01737	Prbg.g_01396
OG0000581	Prbc.g_01738	Prbg.g_01395
OG0000582	Prbc.g_01739	Prbg.g_01394
OG0000583	Prbc.g_01740	Prbg.g_01393
OG0000584	Prbc.g_01742	Prbg.g_01391
OG0000585	Prbc.g_01743	Prbg.g_01390
OG0000586	Prbc.g_01745	Prbg.g_01388
OG0000587	Prbc.g_01746	Prbg.g_01387
OG0000588	Prbc.g_01749	Prbg.g_01111
OG0000589	Prbc.g_01750	Prbg.g_01112
OG0000590	Prbc.g_01752	Prbg.g_01114
OG0000591	Prbc.g_01760	Prbg.g_01120
OG0000592	Prbc.g_01761	Prbg.g_01121
OG0000593	Prbc.g_01762	Prbg.g_01122
OG0000594	Prbc.g_01765	Prbg.g_01125
OG0000595	Prbc.g_01766	Prbg.g_01126
OG0000596	Prbc.g_01767	Prbg.g_01127
OG0000597	Prbc.g_01769	Prbg.g_01129
OG0000598	Prbc.g_01770	Prbg.g_01130
OG0000599	Prbc.g_01771	Prbg.g_01131
OG0000600	Prbc.g_01772	Prbg.g_01132
OG0000601	Prbc.g_01775	Prbg.g_01135
OG0000602	Prbc.g_01776	Prbg.g_01136
OG0000603	Prbc.g_01777	Prbg.g_01137
OG0000604	Prbc.g_01381	Prbg.g_01140
OG0000605	Prbc.g_01778	Prbg.g_01141
OG0000606	Prbc.g_01779	Prbg.g_01142
OG0000607	Prbc.g_01781	Prbg.g_01144
OG0000608	Prbc.g_01782	Prbg.g_01146
OG0000609	Prbc.g_01055	Prbg.g_01939
OG0000610	Prbc.g_01290	Prbg.g_01070
OG0000611	Prbc.g_01788	Prbg.g_01152
OG0000612	Prbc.g_01789	Prbg.g_01153
OG0000613	Prbc.g_01790	Prbg.g_01374
OG0000614	Prbc.g_01791	Prbg.g_01373
OG0000615	Prbc.g_01793	Prbg.g_01371
OG0000616	Prbc.g_01794	Prbg.g_01370
OG0000617	Prbc.g_01795	Prbg.g_01369
OG0000618	Prbc.g_01796	Prbg.g_01368
OG0000619	Prbc.g_01797	Prbg.g_01367
OG0000620	Prbc.g_01798	Prbg.g_01366
OG0000621	Prbc.g_01799	Prbg.g_01365
OG0000622	Prbc.g_01800	Prbg.g_01364
OG0000623	Prbc.g_01801	Prbg.g_01363
OG0000624	Prbc.g_01803	Prbg.g_01361
OG0000625	Prbc.g_01804	Prbg.g_01360
OG0000626	Prbc.g_01805	Prbg.g_01359
OG0000627	Prbc.g_01807	Prbg.g_01358
OG0000628	Prbc.g_01808	Prbg.g_01357
OG0000629	Prbc.g_01809	Prbg.g_01356
OG0000630	Prbc.g_01810	Prbg.g_01355
OG0000631	Prbc.g_01812	Prbg.g_01353
OG0000632	Prbc.g_00598	Prbg.g_01352
OG0000633	Prbc.g_00521	Prbg.g_00006
OG0000634	Prbc.g_02142	Prbg.g_00461
OG0000635	Prbc.g_02028	Prbg.g_00366
OG0000636	Prbc.g_02027	Prbg.g_00365
OG0000637	Prbc.g_02026	Prbg.g_00364
OG0000638	Prbc.g_01230	Prbg.g_00114
OG0000639	Prbc.g_02003	Prbg.g_01254
OG0000640	Prbc.g_02005	Prbg.g_01258
OG0000641	Prbc.g_02007	Prbg.g_01260
OG0000642	Prbc.g_02008	Prbg.g_01261
OG0000643	Prbc.g_02009	Prbg.g_01262
OG0000644	Prbc.g_01852	Prbg.g_01375
OG0000645	Prbc.g_01853	Prbg.g_01154
OG0000646	Prbc.g_01854	Prbg.g_01155
OG0000647	Prbc.g_01855	Prbg.g_01156
OG0000648	Prbc.g_01857	Prbg.g_01158
OG0000649	Prbc.g_01858	Prbg.g_01159
OG0000650	Prbc.g_01859	Prbg.g_01160
OG0000651	Prbc.g_01860	Prbg.g_01161
OG0000652	Prbc.g_01861	Prbg.g_01162
OG0000653	Prbc.g_01862	Prbg.g_01163
OG0000654	Prbc.g_01864	Prbg.g_01165
OG0000655	Prbc.g_01866	Prbg.g_01167
OG0000656	Prbc.g_01867	Prbg.g_01168
OG0000657	Prbc.g_01868	Prbg.g_01169
OG0000658	Prbc.g_01869	Prbg.g_01170
OG0000659	Prbc.g_01870	Prbg.g_01171
OG0000660	Prbc.g_01871	Prbg.g_01172
OG0000661	Prbc.g_01873	Prbg.g_01173
OG0000662	Prbc.g_01875	Prbg.g_01175
OG0000663	Prbc.g_01876	Prbg.g_01176
OG0000664	Prbc.g_01877	Prbg.g_01177
OG0000665	Prbc.g_01878	Prbg.g_01178
OG0000666	Prbc.g_01879	Prbg.g_01179
OG0000667	Prbc.g_01880	Prbg.g_01180
OG0000668	Prbc.g_01881	Prbg.g_01181
OG0000669	Prbc.g_01883	Prbg.g_01183
OG0000670	Prbc.g_01884	Prbg.g_01184
OG0000671	Prbc.g_01885	Prbg.g_01185
OG0000672	Prbc.g_01886	Prbg.g_01186
OG0000673	Prbc.g_01887	Prbg.g_01187
OG0000674	Prbc.g_01888	Prbg.g_01188
OG0000675	Prbc.g_01890	Prbg.g_01190
OG0000676	Prbc.g_01891	Prbg.g_01191
OG0000677	Prbc.g_01893	Prbg.g_01194
OG0000678	Prbc.g_01895	Prbg.g_01196
OG0000679	Prbc.g_01897	Prbg.g_01198
OG0000680	Prbc.g_01898	Prbg.g_01199
OG0000681	Prbc.g_01899	Prbg.g_01200
OG0000682	Prbc.g_01900	Prbg.g_01201
OG0000683	Prbc.g_01903	Prbg.g_01203
OG0000684	Prbc.g_01904	Prbg.g_01204
OG0000685	Prbc.g_01905	Prbg.g_01205
OG0000686	Prbc.g_01906	Prbg.g_01206
OG0000687	Prbc.g_01907	Prbg.g_01207
OG0000688	Prbc.g_01908	Prbg.g_01208
OG0000689	Prbc.g_01909	Prbg.g_01209
OG0000690	Prbc.g_01910	Prbg.g_01210
OG0000691	Prbc.g_01911	Prbg.g_01211
OG0000692	Prbc.g_01913	Prbg.g_01215
OG0000693	Prbc.g_01914	Prbg.g_01216
OG0000694	Prbc.g_01915	Prbg.g_01217
OG0000695	Prbc.g_01916	Prbg.g_01218
OG0000696	Prbc.g_01917	Prbg.g_01219
OG0000697	Prbc.g_01919	Prbg.g_01221
OG0000698	Prbc.g_01923	Prbg.g_01225
OG0000699	Prbc.g_01924	Prbg.g_01226
OG0000700	Prbc.g_01959	Prbg.g_01062
OG0000701	Prbc.g_01962	Prbg.g_01067
OG0000702	Prbc.g_01967	Prbg.g_01073
OG0000703	Prbc.g_01969	Prbg.g_01075
OG0000704	Prbc.g_01970	Prbg.g_01076
OG0000705	Prbc.g_01971	Prbg.g_01078
OG0000706	Prbc.g_01972	Prbg.g_01079
OG0000707	Prbc.g_01974	Prbg.g_01081
OG0000708	Prbc.g_01975	Prbg.g_01082
OG0000709	Prbc.g_01977	Prbg.g_01084
OG0000710	Prbc.g_01978	Prbg.g_01085
OG0000711	Prbc.g_01979	Prbg.g_01086
OG0000712	Prbc.g_01980	Prbg.g_01087
OG0000713	Prbc.g_01981	Prbg.g_01088
OG0000714	Prbc.g_01983	Prbg.g_01090
OG0000715	Prbc.g_01984	Prbg.g_01091
OG0000716	Prbc.g_01987	Prbg.g_01093
OG0000717	Prbc.g_01988	Prbg.g_01094
OG0000718	Prbc.g_01989	Prbg.g_01095
OG0000719	Prbc.g_01991	Prbg.g_01097
OG0000720	Prbc.g_01992	Prbg.g_01098
OG0000721	Prbc.g_01995	Prbg.g_01101
OG0000722	Prbc.g_01996	Prbg.g_01102
OG0000723	Prbc.g_01997	Prbg.g_01103
OG0000724	Prbc.g_01837	Prbg.g_01105
OG0000725	Prbc.g_01838	Prbg.g_01106
OG0000726	Prbc.g_01839	Prbg.g_01107
OG0000727	Prbc.g_01840	Prbg.g_01108
OG0000728	Prbc.g_01841	Prbg.g_01109
OG0000729	Prbc.g_01842	Prbg.g_01110
OG0000730	Prbc.g_01843	Prbg.g_01385
OG0000731	Prbc.g_01844	Prbg.g_01383
OG0000732	Prbc.g_01845	Prbg.g_01382
OG0000733	Prbc.g_01846	Prbg.g_01381
OG0000734	Prbc.g_01847	Prbg.g_01380
OG0000735	Prbc.g_01849	Prbg.g_01378
OG0000736	Prbc.g_01850	Prbg.g_01377
OG0000737	Prbc.g_01851	Prbg.g_01376
OG0000738	Prbc.g_02010	Prbg.g_01263
OG0000739	Prbc.g_02011	Prbg.g_01264
OG0000740	Prbc.g_02012	Prbg.g_01265
OG0000741	Prbc.g_02013	Prbg.g_01266
OG0000742	Prbc.g_02015	Prbg.g_01268
OG0000743	Prbc.g_02016	Prbg.g_01269
OG0000744	Prbc.g_02017	Prbg.g_01270
OG0000745	Prbc.g_02018	Prbg.g_01271
OG0000746	Prbc.g_02019	Prbg.g_01272
OG0000747	Prbc.g_02020	Prbg.g_01273
OG0000748	Prbc.g_02021	Prbg.g_01274
OG0000749	Prbc.g_02022	Prbg.g_01275
OG0000750	Prbc.g_02023	Prbg.g_01277
OG0000751	Prbc.g_02024	Prbg.g_01278
OG0000752	Prbc.g_01936	Prbg.g_01337
OG0000753	Prbc.g_02029	Prbg.g_01280
OG0000754	Prbc.g_02030	Prbg.g_01281
OG0000755	Prbc.g_02031	Prbg.g_01282
OG0000756	Prbc.g_02033	Prbg.g_01284
OG0000757	Prbc.g_02034	Prbg.g_01285
OG0000758	Prbc.g_02035	Prbg.g_01286
OG0000759	Prbc.g_02037	Prbg.g_01288
OG0000760	Prbc.g_02038	Prbg.g_01289
OG0000761	Prbc.g_02039	Prbg.g_01290
OG0000762	Prbc.g_02041	Prbg.g_01292
OG0000763	Prbc.g_02042	Prbg.g_01293
OG0000764	Prbc.g_02043	Prbg.g_01294
OG0000765	Prbc.g_02044	Prbg.g_01295
OG0000766	Prbc.g_02045	Prbg.g_01296
OG0000767	Prbc.g_02047	Prbg.g_01298
OG0000768	Prbc.g_02048	Prbg.g_01299
OG0000769	Prbc.g_02049	Prbg.g_01300
OG0000770	Prbc.g_02050	Prbg.g_01301
OG0000771	Prbc.g_02051	Prbg.g_01302
OG0000772	Prbc.g_02190	Prbg.g_01552
OG0000773	Prbc.g_02052	Prbg.g_01304
OG0000774	Prbc.g_02053	Prbg.g_01305
OG0000775	Prbc.g_02054	Prbg.g_01306
OG0000776	Prbc.g_02055	Prbg.g_01309
OG0000777	Prbc.g_02057	Prbg.g_01310
OG0000778	Prbc.g_02058	Prbg.g_01311
OG0000779	Prbc.g_02059	Prbg.g_01312
OG0000780	Prbc.g_02061	Prbg.g_01314
OG0000781	Prbc.g_02062	Prbg.g_01316
OG0000782	Prbc.g_02063	Prbg.g_01317
OG0000783	Prbc.g_02079	Prbg.g_01321
OG0000784	Prbc.g_02080	Prbg.g_01323
OG0000785	Prbc.g_02081	Prbg.g_01324
OG0000786	Prbc.g_02082	Prbg.g_01325
OG0000787	Prbc.g_02083	Prbg.g_01326
OG0000788	Prbc.g_02088	Prbg.g_01332
OG0000789	Prbc.g_02091	Prbg.g_01335
OG0000790	Prbc.g_01935	Prbg.g_01336
OG0000791	Prbc.g_02092	Prbg.g_01339
OG0000792	Prbc.g_02093	Prbg.g_01340
OG0000793	Prbc.g_02094	Prbg.g_01341
OG0000794	Prbc.g_02097	Prbg.g_01344
OG0000795	Prbc.g_02101	Prbg.g_01245
OG0000796	Prbc.g_02102	Prbg.g_01244
OG0000797	Prbc.g_02105	Prbg.g_01242
OG0000798	Prbc.g_02106	Prbg.g_01241
OG0000799	Prbc.g_02107	Prbg.g_01240
OG0000800	Prbc.g_02108	Prbg.g_01239
OG0000801	Prbc.g_02111	Prbg.g_01236
OG0000802	Prbc.g_02112	Prbg.g_01235
OG0000803	Prbc.g_01934	Prbg.g_01233
OG0000804	Prbc.g_01933	Prbg.g_01232
OG0000805	Prbc.g_01932	Prbg.g_01231
OG0000806	Prbc.g_01930	Prbg.g_01229
OG0000807	Prbc.g_01941	Prbg.g_00141
OG0000808	Prbc.g_02152	Prbg.g_00022
OG0000809	Prbc.g_02133	Prbg.g_01534
OG0000810	Prbc.g_00804	Prbg.g_00361
OG0000811	Prbc.g_00201	Prbg.g_00455
OG0000812	Prbc.g_01244	Prbg.g_01528
OG0000813	Prbc.g_01252	Prbg.g_00123
OG0000814	Prbc.g_00801	Prbg.g_01555
OG0000815	Prbc.g_02128	Prbg.g_00528
OG0000816	Prbc.g_00897	Prbg.g_00750
OG0000817	Prbc.g_00898	Prbg.g_00751
OG0000818	Prbc.g_02170	Prbg.g_00011
OG0000819	Prbc.g_01468	Prbg.g_01508
OG0000820	Prbc.g_01462	Prbg.g_01502
OG0000821	Prbc.g_01460	Prbg.g_01500
OG0000822	Prbc.g_01459	Prbg.g_01499
OG0000823	Prbc.g_01458	Prbg.g_01498
OG0000824	Prbc.g_01457	Prbg.g_01497
OG0000825	Prbc.g_01456	Prbg.g_01496
OG0000826	Prbc.g_01455	Prbg.g_01495
OG0000827	Prbc.g_01454	Prbg.g_01494
OG0000828	Prbc.g_01453	Prbg.g_01493
OG0000829	Prbc.g_01452	Prbg.g_01492
OG0000830	Prbc.g_01450	Prbg.g_01490
OG0000831	Prbc.g_01447	Prbg.g_01487
OG0000832	Prbc.g_01445	Prbg.g_01485
OG0000833	Prbc.g_01444	Prbg.g_01484
OG0000834	Prbc.g_01442	Prbg.g_01483
OG0000835	Prbc.g_01441	Prbg.g_01482
OG0000836	Prbc.g_01440	Prbg.g_01481
OG0000837	Prbc.g_01437	Prbg.g_01478
OG0000838	Prbc.g_01436	Prbg.g_01477
OG0000839	Prbc.g_01435	Prbg.g_01476
OG0000840	Prbc.g_01434	Prbg.g_01475
OG0000841	Prbc.g_01433	Prbg.g_01474
OG0000842	Prbc.g_01431	Prbg.g_01472
OG0000843	Prbc.g_01430	Prbg.g_01471
OG0000844	Prbc.g_01429	Prbg.g_01470
OG0000845	Prbc.g_01428	Prbg.g_01469
OG0000846	Prbc.g_01426	Prbg.g_01467
OG0000847	Prbc.g_01424	Prbg.g_01465
OG0000848	Prbc.g_01422	Prbg.g_01464
OG0000849	Prbc.g_01421	Prbg.g_01461
OG0000850	Prbc.g_01420	Prbg.g_01460
OG0000851	Prbc.g_01418	Prbg.g_01458
OG0000852	Prbc.g_01416	Prbg.g_01456
OG0000853	Prbc.g_01414	Prbg.g_01454
OG0000854	Prbc.g_01412	Prbg.g_01452
OG0000855	Prbc.g_01411	Prbg.g_01451
OG0000856	Prbc.g_01410	Prbg.g_01450
OG0000857	Prbc.g_01409	Prbg.g_01449
OG0000858	Prbc.g_01408	Prbg.g_01448
OG0000859	Prbc.g_01407	Prbg.g_01447
OG0000860	Prbc.g_01406	Prbg.g_01446
OG0000861	Prbc.g_01405	Prbg.g_01445
OG0000862	Prbc.g_01404	Prbg.g_01444
OG0000863	Prbc.g_01403	Prbg.g_01443
OG0000864	Prbc.g_01402	Prbg.g_01442
OG0000865	Prbc.g_01401	Prbg.g_01441
OG0000866	Prbc.g_01400	Prbg.g_01440
OG0000867	Prbc.g_01399	Prbg.g_01439
OG0000868	Prbc.g_01398	Prbg.g_01438
OG0000869	Prbc.g_01396	Prbg.g_01436
OG0000870	Prbc.g_01395	Prbg.g_01435
OG0000871	Prbc.g_01394	Prbg.g_01434
OG0000872	Prbc.g_01393	Prbg.g_01433
OG0000873	Prbc.g_01392	Prbg.g_01431
OG0000874	Prbc.g_01391	Prbg.g_01430
OG0000875	Prbc.g_01390	Prbg.g_01429
OG0000876	Prbc.g_01389	Prbg.g_01428
OG0000877	Prbc.g_01388	Prbg.g_00351
OG0000878	Prbc.g_01320	Prbg.g_01576
OG0000879	Prbc.g_00555	Prbg.g_00466
OG0000880	Prbc.g_00556	Prbg.g_00467
OG0000881	Prbc.g_00557	Prbg.g_00468
OG0000882	Prbc.g_00558	Prbg.g_00469
OG0000883	Prbc.g_00560	Prbg.g_00470
OG0000884	Prbc.g_00561	Prbg.g_00472
OG0000885	Prbc.g_00562	Prbg.g_00473
OG0000886	Prbc.g_00563	Prbg.g_00474
OG0000887	Prbc.g_00564	Prbg.g_00475
OG0000888	Prbc.g_00565	Prbg.g_00476
OG0000889	Prbc.g_00568	Prbg.g_00479
OG0000890	Prbc.g_00569	Prbg.g_00480
OG0000891	Prbc.g_00570	Prbg.g_00481
OG0000892	Prbc.g_00571	Prbg.g_00484
OG0000893	Prbc.g_00572	Prbg.g_00485
OG0000894	Prbc.g_00573	Prbg.g_00486
OG0000895	Prbc.g_00574	Prbg.g_00487
OG0000896	Prbc.g_00575	Prbg.g_00488
OG0000897	Prbc.g_00576	Prbg.g_00489
OG0000898	Prbc.g_00579	Prbg.g_00492
OG0000899	Prbc.g_00580	Prbg.g_00493
OG0000900	Prbc.g_00585	Prbg.g_00505
OG0000901	Prbc.g_00589	Prbg.g_00501
OG0000902	Prbc.g_01820	Prbg.g_00218
OG0000903	Prbc.g_01470	Prbg.g_01551
OG0000904	Prbc.g_02100	Prbg.g_00690
OG0000905	Prbc.g_00810	Prbg.g_01529
OG0000906	Prbc.g_00655	Prbg.g_01511
OG0000907	Prbc.g_01921	Prbg.g_01223
OG0000908	Prbc.g_00138	Prbg.g_01548
OG0000909	Prbc.g_00659	Prbg.g_00531
OG0000910	Prbc.g_00660	Prbg.g_00532
OG0000911	Prbc.g_00661	Prbg.g_00533
OG0000912	Prbc.g_00662	Prbg.g_00534
OG0000913	Prbc.g_00663	Prbg.g_00535
OG0000914	Prbc.g_00664	Prbg.g_00536
OG0000915	Prbc.g_00665	Prbg.g_00537
OG0000916	Prbc.g_00666	Prbg.g_00538
OG0000917	Prbc.g_00667	Prbg.g_00539
OG0000918	Prbc.g_00668	Prbg.g_00540
OG0000919	Prbc.g_00669	Prbg.g_00541
OG0000920	Prbc.g_00670	Prbg.g_00542
OG0000921	Prbc.g_00671	Prbg.g_00543
OG0000922	Prbc.g_00672	Prbg.g_00544
OG0000923	Prbc.g_00673	Prbg.g_00545
OG0000924	Prbc.g_00674	Prbg.g_00546
OG0000925	Prbc.g_00675	Prbg.g_00547
OG0000926	Prbc.g_00228	Prbg.g_01829
OG0000927	Prbc.g_00690	Prbg.g_00574
OG0000928	Prbc.g_00691	Prbg.g_00575
OG0000929	Prbc.g_00692	Prbg.g_00576
OG0000930	Prbc.g_00693	Prbg.g_00577
OG0000931	Prbc.g_00694	Prbg.g_00578
OG0000932	Prbc.g_00696	Prbg.g_00580
OG0000933	Prbc.g_00697	Prbg.g_00581
OG0000934	Prbc.g_00698	Prbg.g_00582
OG0000935	Prbc.g_00699	Prbg.g_00583
OG0000936	Prbc.g_00700	Prbg.g_00584
OG0000937	Prbc.g_00701	Prbg.g_00585
OG0000938	Prbc.g_00702	Prbg.g_00586
OG0000939	Prbc.g_00703	Prbg.g_00587
OG0000940	Prbc.g_00705	Prbg.g_00588
OG0000941	Prbc.g_00707	Prbg.g_00589
OG0000942	Prbc.g_00708	Prbg.g_00590
OG0000943	Prbc.g_00711	Prbg.g_00593
OG0000944	Prbc.g_00712	Prbg.g_00594
OG0000945	Prbc.g_00713	Prbg.g_00595
OG0000946	Prbc.g_00714	Prbg.g_00596
OG0000947	Prbc.g_00715	Prbg.g_00597
OG0000948	Prbc.g_00716	Prbg.g_00598
OG0000949	Prbc.g_00717	Prbg.g_00599
OG0000950	Prbc.g_00718	Prbg.g_00600
OG0000951	Prbc.g_00719	Prbg.g_00601
OG0000952	Prbc.g_00720	Prbg.g_00602
OG0000953	Prbc.g_00721	Prbg.g_00603
OG0000954	Prbc.g_00722	Prbg.g_00604
OG0000955	Prbc.g_00723	Prbg.g_00605
OG0000956	Prbc.g_00724	Prbg.g_00606
OG0000957	Prbc.g_01521	Prbg.g_00607
OG0000958	Prbc.g_00725	Prbg.g_00608
OG0000959	Prbc.g_00726	Prbg.g_00609
OG0000960	Prbc.g_00727	Prbg.g_00610
OG0000961	Prbc.g_00730	Prbg.g_00614
OG0000962	Prbc.g_00731	Prbg.g_00615
OG0000963	Prbc.g_00732	Prbg.g_00616
OG0000964	Prbc.g_00734	Prbg.g_00618
OG0000965	Prbc.g_00735	Prbg.g_00619
OG0000966	Prbc.g_00736	Prbg.g_00620
OG0000967	Prbc.g_00737	Prbg.g_00621
OG0000968	Prbc.g_00738	Prbg.g_00622
OG0000969	Prbc.g_00739	Prbg.g_00623
OG0000970	Prbc.g_00740	Prbg.g_00624
OG0000971	Prbc.g_00741	Prbg.g_00625
OG0000972	Prbc.g_00742	Prbg.g_00626
OG0000973	Prbc.g_00743	Prbg.g_00627
OG0000974	Prbc.g_00745	Prbg.g_00629
OG0000975	Prbc.g_00751	Prbg.g_00635
OG0000976	Prbc.g_00754	Prbg.g_00637
OG0000977	Prbc.g_00755	Prbg.g_00639
OG0000978	Prbc.g_00756	Prbg.g_00641
OG0000979	Prbc.g_00758	Prbg.g_00643
OG0000980	Prbc.g_00759	Prbg.g_00644
OG0000981	Prbc.g_00760	Prbg.g_00645
OG0000982	Prbc.g_00761	Prbg.g_00646
OG0000983	Prbc.g_00763	Prbg.g_00648
OG0000984	Prbc.g_00764	Prbg.g_00649
OG0000985	Prbc.g_00765	Prbg.g_00650
OG0000986	Prbc.g_00766	Prbg.g_00651
OG0000987	Prbc.g_00767	Prbg.g_00652
OG0000988	Prbc.g_00768	Prbg.g_00653
OG0000989	Prbc.g_00769	Prbg.g_00654
OG0000990	Prbc.g_00770	Prbg.g_00655
OG0000991	Prbc.g_00771	Prbg.g_00656
OG0000992	Prbc.g_00772	Prbg.g_00657
OG0000993	Prbc.g_00773	Prbg.g_00658
OG0000994	Prbc.g_00774	Prbg.g_00659
OG0000995	Prbc.g_00775	Prbg.g_00660
OG0000996	Prbc.g_00776	Prbg.g_00661
OG0000997	Prbc.g_00777	Prbg.g_00662
OG0000998	Prbc.g_00778	Prbg.g_00663
OG0000999	Prbc.g_00779	Prbg.g_00664
OG0001000	Prbc.g_00780	Prbg.g_00665
OG0001001	Prbc.g_00782	Prbg.g_00667
OG0001002	Prbc.g_00783	Prbg.g_00668
OG0001003	Prbc.g_00784	Prbg.g_00669
OG0001004	Prbc.g_00785	Prbg.g_00670
OG0001005	Prbc.g_00787	Prbg.g_00673
OG0001006	Prbc.g_00788	Prbg.g_00674
OG0001007	Prbc.g_00789	Prbg.g_00675
OG0001008	Prbc.g_00791	Prbg.g_00677
OG0001009	Prbc.g_00792	Prbg.g_00678
OG0001010	Prbc.g_01485	Prbg.g_01593
OG0001011	Prbc.g_00677	Prbg.g_00348
OG0001012	Prbc.g_01874	Prbg.g_01174
OG0001013	Prbc.g_00827	Prbg.g_01643
OG0001014	Prbc.g_00828	Prbg.g_01644
OG0001015	Prbc.g_00833	Prbg.g_01651
OG0001016	Prbc.g_00834	Prbg.g_01652
OG0001017	Prbc.g_00835	Prbg.g_01653
OG0001018	Prbc.g_00836	Prbg.g_01654
OG0001019	Prbc.g_00837	Prbg.g_01656
OG0001020	Prbc.g_00838	Prbg.g_01657
OG0001021	Prbc.g_00839	Prbg.g_01658
OG0001022	Prbc.g_00840	Prbg.g_01659
OG0001023	Prbc.g_00841	Prbg.g_01660
OG0001024	Prbc.g_00842	Prbg.g_01662
OG0001025	Prbc.g_00843	Prbg.g_01663
OG0001026	Prbc.g_00844	Prbg.g_01664
OG0001027	Prbc.g_00845	Prbg.g_01665
OG0001028	Prbc.g_00846	Prbg.g_01666
OG0001029	Prbc.g_00847	Prbg.g_01667
OG0001030	Prbc.g_00848	Prbg.g_01668
OG0001031	Prbc.g_00849	Prbg.g_01669
OG0001032	Prbc.g_00850	Prbg.g_01670
OG0001033	Prbc.g_00851	Prbg.g_01671
OG0001034	Prbc.g_00852	Prbg.g_01672
OG0001035	Prbc.g_00854	Prbg.g_01674
OG0001036	Prbc.g_00855	Prbg.g_01675
OG0001037	Prbc.g_00856	Prbg.g_01676
OG0001038	Prbc.g_00857	Prbg.g_01677
OG0001039	Prbc.g_00858	Prbg.g_01678
OG0001040	Prbc.g_00860	Prbg.g_01679
OG0001041	Prbc.g_00861	Prbg.g_01680
OG0001042	Prbc.g_00862	Prbg.g_01681
OG0001043	Prbc.g_00863	Prbg.g_01682
OG0001044	Prbc.g_00864	Prbg.g_01683
OG0001045	Prbc.g_00865	Prbg.g_01684
OG0001046	Prbc.g_00866	Prbg.g_01685
OG0001047	Prbc.g_00868	Prbg.g_01688
OG0001048	Prbc.g_00870	Prbg.g_01690
OG0001049	Prbc.g_00871	Prbg.g_01691
OG0001050	Prbc.g_00872	Prbg.g_01692
OG0001051	Prbc.g_00873	Prbg.g_01693
OG0001052	Prbc.g_00874	Prbg.g_01694
OG0001053	Prbc.g_00876	Prbg.g_01696
OG0001054	Prbc.g_00878	Prbg.g_01698
OG0001055	Prbc.g_00879	Prbg.g_01699
OG0001056	Prbc.g_00880	Prbg.g_01700
OG0001057	Prbc.g_00881	Prbg.g_01701
OG0001058	Prbc.g_00882	Prbg.g_01702
OG0001059	Prbc.g_00883	Prbg.g_01703
OG0001060	Prbc.g_00884	Prbg.g_01704
OG0001061	Prbc.g_00885	Prbg.g_01705
OG0001062	Prbc.g_00886	Prbg.g_01706
