Orthogroup	Prbc	Pray
OG0000548	Prbc.g_01702	Pray.g_01138
OG0000549	Prbc.g_01703	Pray.g_01137
OG0000550	Prbc.g_01704	Pray.g_01136
OG0000551	Prbc.g_01705	Pray.g_01135
OG0000552	Prbc.g_01706	Pray.g_01134
OG0000553	Prbc.g_01707	Pray.g_01133
OG0000554	Prbc.g_01708	Pray.g_01132
OG0000555	Prbc.g_01709	Pray.g_01131
OG0000556	Prbc.g_01710	Pray.g_01130
OG0000557	Prbc.g_01711	Pray.g_01129
OG0000558	Prbc.g_01712	Pray.g_01128
OG0000559	Prbc.g_01713	Pray.g_01127
OG0000560	Prbc.g_01715	Pray.g_01125
OG0000561	Prbc.g_01716	Pray.g_01124
OG0000562	Prbc.g_01717	Pray.g_01123
OG0000563	Prbc.g_01718	Pray.g_01122
OG0000564	Prbc.g_01719	Pray.g_01121
OG0000565	Prbc.g_01720	Pray.g_01120
OG0000566	Prbc.g_01721	Pray.g_01119
OG0000567	Prbc.g_01722	Pray.g_01118
OG0000568	Prbc.g_01723	Pray.g_01117
OG0000569	Prbc.g_01724	Pray.g_01116
OG0000570	Prbc.g_01725	Pray.g_01115
OG0000571	Prbc.g_01726	Pray.g_01114
OG0000572	Prbc.g_01727	Pray.g_01113
OG0000573	Prbc.g_01730	Pray.g_01110
OG0000574	Prbc.g_01731	Pray.g_01109
OG0000575	Prbc.g_01732	Pray.g_01108
OG0000576	Prbc.g_01733	Pray.g_01107
OG0000577	Prbc.g_01734	Pray.g_01106
OG0000578	Prbc.g_01735	Pray.g_01105
OG0000579	Prbc.g_01736	Pray.g_01104
OG0000580	Prbc.g_01737	Pray.g_01103
OG0000581	Prbc.g_01738	Pray.g_01102
OG0000582	Prbc.g_01739	Pray.g_01101
OG0000583	Prbc.g_01740	Pray.g_01100
OG0000584	Prbc.g_01742	Pray.g_01099
OG0000585	Prbc.g_01743	Pray.g_01098
OG0000586	Prbc.g_01745	Pray.g_01096
OG0000587	Prbc.g_01746	Pray.g_01095
OG0000588	Prbc.g_01749	Pray.g_01093
OG0000589	Prbc.g_01750	Pray.g_01092
OG0000590	Prbc.g_01752	Pray.g_01090
OG0000591	Prbc.g_01760	Pray.g_01084
OG0000592	Prbc.g_01761	Pray.g_01083
OG0000593	Prbc.g_01762	Pray.g_01082
OG0000594	Prbc.g_01765	Pray.g_01080
OG0000595	Prbc.g_01766	Pray.g_01079
OG0000596	Prbc.g_01767	Pray.g_01078
OG0000597	Prbc.g_01769	Pray.g_01076
OG0000598	Prbc.g_01770	Pray.g_01075
OG0000599	Prbc.g_01771	Pray.g_01074
OG0000600	Prbc.g_01772	Pray.g_01073
OG0000601	Prbc.g_01775	Pray.g_01071
OG0000602	Prbc.g_01776	Pray.g_01070
OG0000603	Prbc.g_01777	Pray.g_01069
OG0000604	Prbc.g_01381	Pray.g_01068
OG0000605	Prbc.g_01778	Pray.g_01067
OG0000606	Prbc.g_01779	Pray.g_01066
OG0000607	Prbc.g_01781	Pray.g_01064
OG0000608	Prbc.g_01782	Pray.g_01063
OG0000609	Prbc.g_01055	Pray.g_01059
OG0000610	Prbc.g_01290	Pray.g_01058
OG0000611	Prbc.g_01788	Pray.g_01039
OG0000612	Prbc.g_01789	Pray.g_01038
OG0000613	Prbc.g_01790	Pray.g_01037
OG0000614	Prbc.g_01791	Pray.g_01036
OG0000615	Prbc.g_01793	Pray.g_01034
OG0000616	Prbc.g_01794	Pray.g_01033
OG0000617	Prbc.g_01795	Pray.g_01032
OG0000618	Prbc.g_01796	Pray.g_01031
OG0000619	Prbc.g_01797	Pray.g_01030
OG0000620	Prbc.g_01798	Pray.g_01029
OG0000621	Prbc.g_01799	Pray.g_01028
OG0000622	Prbc.g_01800	Pray.g_01027
OG0000623	Prbc.g_01801	Pray.g_01026
OG0000624	Prbc.g_01803	Pray.g_01025
OG0000625	Prbc.g_01804	Pray.g_00269
OG0000626	Prbc.g_01805	Pray.g_00270
OG0000627	Prbc.g_01807	Pray.g_00271
OG0000628	Prbc.g_01808	Pray.g_00272
OG0000629	Prbc.g_01809	Pray.g_00273
OG0000630	Prbc.g_01810	Pray.g_00274
OG0000631	Prbc.g_01812	Pray.g_00276
OG0000632	Prbc.g_00598	Pray.g_00289
OG0000633	Prbc.g_00521	Pray.g_00293
OG0000634	Prbc.g_02142	Pray.g_00306
OG0000635	Prbc.g_02028	Pray.g_00313
OG0000636	Prbc.g_02027	Pray.g_00314
OG0000637	Prbc.g_02026	Pray.g_00315
OG0000638	Prbc.g_01230	Pray.g_00326
OG0000639	Prbc.g_02003	Pray.g_00335
OG0000640	Prbc.g_02005	Pray.g_00337
OG0000641	Prbc.g_02007	Pray.g_00339
OG0000642	Prbc.g_02008	Pray.g_00340
OG0000643	Prbc.g_02009	Pray.g_00341
OG0000644	Prbc.g_01852	Pray.g_00342
OG0000645	Prbc.g_01853	Pray.g_00343
OG0000646	Prbc.g_01854	Pray.g_00344
OG0000647	Prbc.g_01855	Pray.g_00345
OG0000648	Prbc.g_01857	Pray.g_00347
OG0000649	Prbc.g_01858	Pray.g_00348
OG0000650	Prbc.g_01859	Pray.g_00349
OG0000651	Prbc.g_01860	Pray.g_00350
OG0000652	Prbc.g_01861	Pray.g_00351
OG0000653	Prbc.g_01862	Pray.g_00352
OG0000654	Prbc.g_01864	Pray.g_00354
OG0000655	Prbc.g_01866	Pray.g_00356
OG0000656	Prbc.g_01867	Pray.g_00357
OG0000657	Prbc.g_01868	Pray.g_00358
OG0000658	Prbc.g_01869	Pray.g_00359
OG0000659	Prbc.g_01870	Pray.g_00360
OG0000660	Prbc.g_01871	Pray.g_00361
OG0000661	Prbc.g_01873	Pray.g_00362
OG0000662	Prbc.g_01875	Pray.g_00363
OG0000663	Prbc.g_01876	Pray.g_00364
OG0000664	Prbc.g_01877	Pray.g_00365
OG0000665	Prbc.g_01878	Pray.g_00366
OG0000666	Prbc.g_01879	Pray.g_00367
OG0000667	Prbc.g_01880	Pray.g_00368
OG0000668	Prbc.g_01881	Pray.g_00369
OG0000669	Prbc.g_01883	Pray.g_00371
OG0000670	Prbc.g_01884	Pray.g_00372
OG0000671	Prbc.g_01885	Pray.g_00373
OG0000672	Prbc.g_01886	Pray.g_00374
OG0000673	Prbc.g_01887	Pray.g_00375
OG0000674	Prbc.g_01888	Pray.g_00376
OG0000675	Prbc.g_01890	Pray.g_00378
OG0000676	Prbc.g_01891	Pray.g_00379
OG0000677	Prbc.g_01893	Pray.g_00382
OG0000678	Prbc.g_01895	Pray.g_00384
OG0000679	Prbc.g_01897	Pray.g_00385
OG0000680	Prbc.g_01898	Pray.g_00386
OG0000681	Prbc.g_01899	Pray.g_00387
OG0000682	Prbc.g_01900	Pray.g_00388
OG0000683	Prbc.g_01903	Pray.g_00390
OG0000684	Prbc.g_01904	Pray.g_00391
OG0000685	Prbc.g_01905	Pray.g_00392
OG0000686	Prbc.g_01906	Pray.g_00393
OG0000687	Prbc.g_01907	Pray.g_00394
OG0000688	Prbc.g_01908	Pray.g_00395
OG0000689	Prbc.g_01909	Pray.g_00396
OG0000690	Prbc.g_01910	Pray.g_00397
OG0000691	Prbc.g_01911	Pray.g_00398
OG0000692	Prbc.g_01913	Pray.g_00400
OG0000693	Prbc.g_01914	Pray.g_00401
OG0000694	Prbc.g_01915	Pray.g_00402
OG0000695	Prbc.g_01916	Pray.g_00403
OG0000696	Prbc.g_01917	Pray.g_00404
OG0000697	Prbc.g_01919	Pray.g_00406
OG0000698	Prbc.g_01923	Pray.g_00408
OG0000699	Prbc.g_01924	Pray.g_00409
OG0000700	Prbc.g_01959	Pray.g_00436
OG0000701	Prbc.g_01962	Pray.g_00440
OG0000702	Prbc.g_01967	Pray.g_00443
OG0000703	Prbc.g_01969	Pray.g_00444
OG0000704	Prbc.g_01970	Pray.g_00445
OG0000705	Prbc.g_01971	Pray.g_00446
OG0000706	Prbc.g_01972	Pray.g_00447
OG0000707	Prbc.g_01974	Pray.g_00449
OG0000708	Prbc.g_01975	Pray.g_00450
OG0000709	Prbc.g_01977	Pray.g_00452
OG0000710	Prbc.g_01978	Pray.g_00453
OG0000711	Prbc.g_01979	Pray.g_00454
OG0000712	Prbc.g_01980	Pray.g_00455
OG0000713	Prbc.g_01981	Pray.g_00456
OG0000714	Prbc.g_01983	Pray.g_00458
OG0000715	Prbc.g_01984	Pray.g_00459
OG0000716	Prbc.g_01987	Pray.g_00461
OG0000717	Prbc.g_01988	Pray.g_00462
OG0000718	Prbc.g_01989	Pray.g_00463
OG0000719	Prbc.g_01991	Pray.g_00465
OG0000720	Prbc.g_01992	Pray.g_00466
OG0000721	Prbc.g_01995	Pray.g_00469
OG0000722	Prbc.g_01996	Pray.g_00470
OG0000723	Prbc.g_01997	Pray.g_00471
OG0000724	Prbc.g_01837	Pray.g_00473
OG0000725	Prbc.g_01838	Pray.g_00474
OG0000726	Prbc.g_01839	Pray.g_00475
OG0000727	Prbc.g_01840	Pray.g_00476
OG0000728	Prbc.g_01841	Pray.g_00477
OG0000729	Prbc.g_01842	Pray.g_00478
OG0000730	Prbc.g_01843	Pray.g_00479
OG0000731	Prbc.g_01844	Pray.g_00480
OG0000732	Prbc.g_01845	Pray.g_00481
OG0000733	Prbc.g_01846	Pray.g_00482
OG0000734	Prbc.g_01847	Pray.g_00483
OG0000735	Prbc.g_01849	Pray.g_00485
OG0000736	Prbc.g_01850	Pray.g_00486
OG0000737	Prbc.g_01851	Pray.g_00487
OG0000738	Prbc.g_02010	Pray.g_00488
OG0000739	Prbc.g_02011	Pray.g_00489
OG0000740	Prbc.g_02012	Pray.g_00490
OG0000741	Prbc.g_02013	Pray.g_00491
OG0000742	Prbc.g_02015	Pray.g_00493
OG0000743	Prbc.g_02016	Pray.g_00494
OG0000744	Prbc.g_02017	Pray.g_00495
OG0000745	Prbc.g_02018	Pray.g_00496
OG0000746	Prbc.g_02019	Pray.g_00497
OG0000747	Prbc.g_02020	Pray.g_00498
OG0000748	Prbc.g_02021	Pray.g_00499
OG0000749	Prbc.g_02022	Pray.g_00500
OG0000750	Prbc.g_02023	Pray.g_00501
OG0000751	Prbc.g_02024	Pray.g_00502
OG0000752	Prbc.g_01936	Pray.g_00503
OG0000753	Prbc.g_02029	Pray.g_00505
OG0000754	Prbc.g_02030	Pray.g_00506
OG0000755	Prbc.g_02031	Pray.g_00507
OG0000756	Prbc.g_02033	Pray.g_00508
OG0000757	Prbc.g_02034	Pray.g_00509
OG0000758	Prbc.g_02035	Pray.g_00510
OG0000759	Prbc.g_02037	Pray.g_00512
OG0000760	Prbc.g_02038	Pray.g_00513
OG0000761	Prbc.g_02039	Pray.g_00514
OG0000762	Prbc.g_02041	Pray.g_00516
OG0000763	Prbc.g_02042	Pray.g_00517
OG0000764	Prbc.g_02043	Pray.g_00518
OG0000765	Prbc.g_02044	Pray.g_00519
OG0000766	Prbc.g_02045	Pray.g_00520
OG0000767	Prbc.g_02047	Pray.g_00522
OG0000768	Prbc.g_02048	Pray.g_00523
OG0000769	Prbc.g_02049	Pray.g_00524
OG0000770	Prbc.g_02050	Pray.g_00525
OG0000771	Prbc.g_02051	Pray.g_00526
OG0000772	Prbc.g_02190	Pray.g_00527
OG0000773	Prbc.g_02052	Pray.g_00528
OG0000774	Prbc.g_02053	Pray.g_00529
OG0000775	Prbc.g_02054	Pray.g_00530
OG0000776	Prbc.g_02055	Pray.g_00532
OG0000777	Prbc.g_02057	Pray.g_00534
OG0000778	Prbc.g_02058	Pray.g_00535
OG0000779	Prbc.g_02059	Pray.g_00536
OG0000780	Prbc.g_02061	Pray.g_00538
OG0000781	Prbc.g_02062	Pray.g_00540
OG0000782	Prbc.g_02063	Pray.g_00541
OG0000783	Prbc.g_02079	Pray.g_00553
OG0000784	Prbc.g_02080	Pray.g_00555
OG0000785	Prbc.g_02081	Pray.g_00556
OG0000786	Prbc.g_02082	Pray.g_00557
OG0000787	Prbc.g_02083	Pray.g_00558
OG0000788	Prbc.g_02088	Pray.g_00562
OG0000789	Prbc.g_02091	Pray.g_00564
OG0000790	Prbc.g_01935	Pray.g_00565
OG0000791	Prbc.g_02092	Pray.g_00566
OG0000792	Prbc.g_02093	Pray.g_00567
OG0000793	Prbc.g_02094	Pray.g_00568
OG0000794	Prbc.g_02097	Pray.g_00570
OG0000795	Prbc.g_02101	Pray.g_00573
OG0000796	Prbc.g_02102	Pray.g_00574
OG0000797	Prbc.g_02105	Pray.g_00576
OG0000798	Prbc.g_02106	Pray.g_00577
OG0000799	Prbc.g_02107	Pray.g_00578
OG0000800	Prbc.g_02108	Pray.g_00579
OG0000801	Prbc.g_02111	Pray.g_00582
OG0000802	Prbc.g_02112	Pray.g_00583
OG0000803	Prbc.g_01934	Pray.g_00585
OG0000804	Prbc.g_01933	Pray.g_00586
OG0000805	Prbc.g_01932	Pray.g_00587
OG0000806	Prbc.g_01930	Pray.g_00589
OG0000807	Prbc.g_01941	Pray.g_00614
OG0000808	Prbc.g_02152	Pray.g_00623
OG0000809	Prbc.g_02133	Pray.g_00626
OG0000810	Prbc.g_00804	Pray.g_00627
OG0000811	Prbc.g_00201	Pray.g_00634
OG0000812	Prbc.g_01244	Pray.g_00132
OG0000813	Prbc.g_01252	Pray.g_00128
OG0000814	Prbc.g_00801	Pray.g_00126
OG0000815	Prbc.g_02128	Pray.g_00112
OG0000816	Prbc.g_00897	Pray.g_00096
OG0000817	Prbc.g_00898	Pray.g_00095
OG0000818	Prbc.g_02170	Pray.g_00090
OG0000819	Prbc.g_01468	Pray.g_00083
OG0000820	Prbc.g_01462	Pray.g_00079
OG0000821	Prbc.g_01460	Pray.g_00077
OG0000822	Prbc.g_01459	Pray.g_00076
OG0000823	Prbc.g_01458	Pray.g_00075
OG0000824	Prbc.g_01457	Pray.g_00074
OG0000825	Prbc.g_01456	Pray.g_00073
OG0000826	Prbc.g_01455	Pray.g_00072
OG0000827	Prbc.g_01454	Pray.g_00071
OG0000828	Prbc.g_01453	Pray.g_00070
OG0000829	Prbc.g_01452	Pray.g_00069
OG0000830	Prbc.g_01450	Pray.g_00068
OG0000831	Prbc.g_01447	Pray.g_00065
OG0000832	Prbc.g_01445	Pray.g_00063
OG0000833	Prbc.g_01444	Pray.g_00062
OG0000834	Prbc.g_01442	Pray.g_00060
OG0000835	Prbc.g_01441	Pray.g_00059
OG0000836	Prbc.g_01440	Pray.g_00058
OG0000837	Prbc.g_01437	Pray.g_00056
OG0000838	Prbc.g_01436	Pray.g_00055
OG0000839	Prbc.g_01435	Pray.g_00054
OG0000840	Prbc.g_01434	Pray.g_00053
OG0000841	Prbc.g_01433	Pray.g_00052
OG0000842	Prbc.g_01431	Pray.g_00051
OG0000843	Prbc.g_01430	Pray.g_00050
OG0000844	Prbc.g_01429	Pray.g_00049
OG0000845	Prbc.g_01428	Pray.g_00048
OG0000846	Prbc.g_01426	Pray.g_00045
OG0000847	Prbc.g_01424	Pray.g_00043
OG0000848	Prbc.g_01422	Pray.g_00042
OG0000849	Prbc.g_01421	Pray.g_00041
OG0000850	Prbc.g_01420	Pray.g_00040
OG0000851	Prbc.g_01418	Pray.g_00039
OG0000852	Prbc.g_01416	Pray.g_00037
OG0000853	Prbc.g_01414	Pray.g_00036
OG0000854	Prbc.g_01412	Pray.g_00034
OG0000855	Prbc.g_01411	Pray.g_00033
OG0000856	Prbc.g_01410	Pray.g_00032
OG0000857	Prbc.g_01409	Pray.g_00031
OG0000858	Prbc.g_01408	Pray.g_00030
OG0000859	Prbc.g_01407	Pray.g_00029
OG0000860	Prbc.g_01406	Pray.g_00028
OG0000861	Prbc.g_01405	Pray.g_00027
OG0000862	Prbc.g_01404	Pray.g_00026
OG0000863	Prbc.g_01403	Pray.g_00025
OG0000864	Prbc.g_01402	Pray.g_00024
OG0000865	Prbc.g_01401	Pray.g_00023
OG0000866	Prbc.g_01400	Pray.g_00022
OG0000867	Prbc.g_01399	Pray.g_00021
OG0000868	Prbc.g_01398	Pray.g_00020
OG0000869	Prbc.g_01396	Pray.g_00018
OG0000870	Prbc.g_01395	Pray.g_00017
OG0000871	Prbc.g_01394	Pray.g_00015
OG0000872	Prbc.g_01393	Pray.g_00014
OG0000873	Prbc.g_01392	Pray.g_00012
OG0000874	Prbc.g_01391	Pray.g_00011
OG0000875	Prbc.g_01390	Pray.g_00010
OG0000876	Prbc.g_01389	Pray.g_00009
OG0000877	Prbc.g_01388	Pray.g_00007
OG0000878	Prbc.g_01320	Pray.g_01895
OG0000879	Prbc.g_00555	Pray.g_01881
OG0000880	Prbc.g_00556	Pray.g_01880
OG0000881	Prbc.g_00557	Pray.g_01879
OG0000882	Prbc.g_00558	Pray.g_01878
OG0000883	Prbc.g_00560	Pray.g_01877
OG0000884	Prbc.g_00561	Pray.g_01875
OG0000885	Prbc.g_00562	Pray.g_01874
OG0000886	Prbc.g_00563	Pray.g_01873
OG0000887	Prbc.g_00564	Pray.g_01872
OG0000888	Prbc.g_00565	Pray.g_01871
OG0000889	Prbc.g_00568	Pray.g_01868
OG0000890	Prbc.g_00569	Pray.g_01867
OG0000891	Prbc.g_00570	Pray.g_01866
OG0000892	Prbc.g_00571	Pray.g_01864
OG0000893	Prbc.g_00572	Pray.g_01863
OG0000894	Prbc.g_00573	Pray.g_01862
OG0000895	Prbc.g_00574	Pray.g_01861
OG0000896	Prbc.g_00575	Pray.g_01860
OG0000897	Prbc.g_00576	Pray.g_01859
OG0000898	Prbc.g_00579	Pray.g_01857
OG0000899	Prbc.g_00580	Pray.g_01856
OG0000900	Prbc.g_00585	Pray.g_01847
OG0000901	Prbc.g_00589	Pray.g_01843
OG0000902	Prbc.g_01820	Pray.g_01842
OG0000903	Prbc.g_01470	Pray.g_01841
OG0000904	Prbc.g_02100	Pray.g_01839
OG0000905	Prbc.g_00810	Pray.g_01837
OG0000906	Prbc.g_00655	Pray.g_01835
OG0000907	Prbc.g_01921	Pray.g_01834
OG0000908	Prbc.g_00138	Pray.g_01831
OG0000909	Prbc.g_00659	Pray.g_01827
OG0000910	Prbc.g_00660	Pray.g_01826
OG0000911	Prbc.g_00661	Pray.g_01825
OG0000912	Prbc.g_00662	Pray.g_01824
OG0000913	Prbc.g_00663	Pray.g_01823
OG0000914	Prbc.g_00664	Pray.g_01822
OG0000915	Prbc.g_00665	Pray.g_01821
OG0000916	Prbc.g_00666	Pray.g_01820
OG0000917	Prbc.g_00667	Pray.g_01819
OG0000918	Prbc.g_00668	Pray.g_01818
OG0000919	Prbc.g_00669	Pray.g_01817
OG0000920	Prbc.g_00670	Pray.g_01816
OG0000921	Prbc.g_00671	Pray.g_01815
OG0000922	Prbc.g_00672	Pray.g_01814
OG0000923	Prbc.g_00673	Pray.g_01813
OG0000924	Prbc.g_00674	Pray.g_01812
OG0000925	Prbc.g_00675	Pray.g_01811
OG0000926	Prbc.g_00228	Pray.g_01787
OG0000927	Prbc.g_00690	Pray.g_01740
OG0000928	Prbc.g_00691	Pray.g_01739
OG0000929	Prbc.g_00692	Pray.g_01738
OG0000930	Prbc.g_00693	Pray.g_01737
OG0000931	Prbc.g_00694	Pray.g_01736
OG0000932	Prbc.g_00696	Pray.g_01734
OG0000933	Prbc.g_00697	Pray.g_01733
OG0000934	Prbc.g_00698	Pray.g_01732
OG0000935	Prbc.g_00699	Pray.g_01731
OG0000936	Prbc.g_00700	Pray.g_01730
OG0000937	Prbc.g_00701	Pray.g_01729
OG0000938	Prbc.g_00702	Pray.g_01728
OG0000939	Prbc.g_00703	Pray.g_01727
OG0000940	Prbc.g_00705	Pray.g_01726
OG0000941	Prbc.g_00707	Pray.g_01724
OG0000942	Prbc.g_00708	Pray.g_01723
OG0000943	Prbc.g_00711	Pray.g_01720
OG0000944	Prbc.g_00712	Pray.g_01719
OG0000945	Prbc.g_00713	Pray.g_01718
OG0000946	Prbc.g_00714	Pray.g_01717
OG0000947	Prbc.g_00715	Pray.g_01716
OG0000948	Prbc.g_00716	Pray.g_01715
OG0000949	Prbc.g_00717	Pray.g_01714
OG0000950	Prbc.g_00718	Pray.g_01713
OG0000951	Prbc.g_00719	Pray.g_01712
OG0000952	Prbc.g_00720	Pray.g_01711
OG0000953	Prbc.g_00721	Pray.g_01710
OG0000954	Prbc.g_00722	Pray.g_01709
OG0000955	Prbc.g_00723	Pray.g_01708
OG0000956	Prbc.g_00724	Pray.g_01707
OG0000957	Prbc.g_01521	Pray.g_01706
OG0000958	Prbc.g_00725	Pray.g_01705
OG0000959	Prbc.g_00726	Pray.g_01704
OG0000960	Prbc.g_00727	Pray.g_01703
OG0000961	Prbc.g_00730	Pray.g_01699
OG0000962	Prbc.g_00731	Pray.g_01698
OG0000963	Prbc.g_00732	Pray.g_01697
OG0000964	Prbc.g_00734	Pray.g_01695
OG0000965	Prbc.g_00735	Pray.g_01694
OG0000966	Prbc.g_00736	Pray.g_01693
OG0000967	Prbc.g_00737	Pray.g_01692
OG0000968	Prbc.g_00738	Pray.g_01691
OG0000969	Prbc.g_00739	Pray.g_01690
OG0000970	Prbc.g_00740	Pray.g_01689
OG0000971	Prbc.g_00741	Pray.g_01688
OG0000972	Prbc.g_00742	Pray.g_01687
OG0000973	Prbc.g_00743	Pray.g_01686
OG0000974	Prbc.g_00745	Pray.g_01684
OG0000975	Prbc.g_00751	Pray.g_01681
OG0000976	Prbc.g_00754	Pray.g_01679
OG0000977	Prbc.g_00755	Pray.g_01678
OG0000978	Prbc.g_00756	Pray.g_01677
OG0000979	Prbc.g_00758	Pray.g_01675
OG0000980	Prbc.g_00759	Pray.g_01674
OG0000981	Prbc.g_00760	Pray.g_01673
OG0000982	Prbc.g_00761	Pray.g_01672
OG0000983	Prbc.g_00763	Pray.g_01670
OG0000984	Prbc.g_00764	Pray.g_01669
OG0000985	Prbc.g_00765	Pray.g_01668
OG0000986	Prbc.g_00766	Pray.g_01667
OG0000987	Prbc.g_00767	Pray.g_01666
OG0000988	Prbc.g_00768	Pray.g_01665
OG0000989	Prbc.g_00769	Pray.g_01664
OG0000990	Prbc.g_00770	Pray.g_01663
OG0000991	Prbc.g_00771	Pray.g_01662
OG0000992	Prbc.g_00772	Pray.g_01661
OG0000993	Prbc.g_00773	Pray.g_01660
OG0000994	Prbc.g_00774	Pray.g_01659
OG0000995	Prbc.g_00775	Pray.g_01658
OG0000996	Prbc.g_00776	Pray.g_01657
OG0000997	Prbc.g_00777	Pray.g_01656
OG0000998	Prbc.g_00778	Pray.g_01655
OG0000999	Prbc.g_00779	Pray.g_01654
OG0001000	Prbc.g_00780	Pray.g_01653
OG0001001	Prbc.g_00782	Pray.g_01651
OG0001002	Prbc.g_00783	Pray.g_01650
OG0001003	Prbc.g_00784	Pray.g_01649
OG0001004	Prbc.g_00785	Pray.g_01648
OG0001005	Prbc.g_00787	Pray.g_01647
OG0001006	Prbc.g_00788	Pray.g_01646
OG0001007	Prbc.g_00789	Pray.g_01645
OG0001008	Prbc.g_00791	Pray.g_01643
OG0001009	Prbc.g_00792	Pray.g_01642
OG0001010	Prbc.g_01485	Pray.g_01634
OG0001011	Prbc.g_00677	Pray.g_01627
OG0001012	Prbc.g_01874	Pray.g_01600
OG0001013	Prbc.g_00827	Pray.g_01565
OG0001014	Prbc.g_00828	Pray.g_01564
OG0001015	Prbc.g_00833	Pray.g_01558
OG0001016	Prbc.g_00834	Pray.g_01557
OG0001017	Prbc.g_00835	Pray.g_01556
OG0001018	Prbc.g_00836	Pray.g_01555
OG0001019	Prbc.g_00837	Pray.g_01553
OG0001020	Prbc.g_00838	Pray.g_01552
OG0001021	Prbc.g_00839	Pray.g_01551
OG0001022	Prbc.g_00840	Pray.g_01550
OG0001023	Prbc.g_00841	Pray.g_01549
OG0001024	Prbc.g_00842	Pray.g_01548
OG0001025	Prbc.g_00843	Pray.g_01547
OG0001026	Prbc.g_00844	Pray.g_01545
OG0001027	Prbc.g_00845	Pray.g_01544
OG0001028	Prbc.g_00846	Pray.g_01543
OG0001029	Prbc.g_00847	Pray.g_01542
OG0001030	Prbc.g_00848	Pray.g_01541
OG0001031	Prbc.g_00849	Pray.g_01540
OG0001032	Prbc.g_00850	Pray.g_01539
OG0001033	Prbc.g_00851	Pray.g_01538
OG0001034	Prbc.g_00852	Pray.g_01537
OG0001035	Prbc.g_00854	Pray.g_01535
OG0001036	Prbc.g_00855	Pray.g_01534
OG0001037	Prbc.g_00856	Pray.g_01533
OG0001038	Prbc.g_00857	Pray.g_01532
OG0001039	Prbc.g_00858	Pray.g_01531
OG0001040	Prbc.g_00860	Pray.g_01530
OG0001041	Prbc.g_00861	Pray.g_01529
OG0001042	Prbc.g_00862	Pray.g_01528
OG0001043	Prbc.g_00863	Pray.g_01527
OG0001044	Prbc.g_00864	Pray.g_01526
OG0001045	Prbc.g_00865	Pray.g_01525
OG0001046	Prbc.g_00866	Pray.g_01524
OG0001047	Prbc.g_00868	Pray.g_01521
OG0001048	Prbc.g_00870	Pray.g_01519
OG0001049	Prbc.g_00871	Pray.g_01518
OG0001050	Prbc.g_00872	Pray.g_01517
OG0001051	Prbc.g_00873	Pray.g_01516
OG0001052	Prbc.g_00874	Pray.g_01515
OG0001053	Prbc.g_00876	Pray.g_01513
OG0001054	Prbc.g_00878	Pray.g_01512
OG0001055	Prbc.g_00879	Pray.g_01511
OG0001056	Prbc.g_00880	Pray.g_01510
OG0001057	Prbc.g_00881	Pray.g_01509
OG0001058	Prbc.g_00882	Pray.g_01508
OG0001059	Prbc.g_00883	Pray.g_01507
OG0001060	Prbc.g_00884	Pray.g_01506
OG0001061	Prbc.g_00885	Pray.g_01505
OG0001062	Prbc.g_00886	Pray.g_01504
OG0001063	Prbc.g_00887	Pray.g_01503
OG0001064	Prbc.g_00889	Pray.g_01229
OG0001065	Prbc.g_00933	Pray.g_01234
OG0001066	Prbc.g_00935	Pray.g_01235
OG0001067	Prbc.g_00936	Pray.g_01236
OG0001068	Prbc.g_00938	Pray.g_01238
OG0001069	Prbc.g_00939	Pray.g_01239
OG0001070	Prbc.g_00940	Pray.g_01240
OG0001071	Prbc.g_00941	Pray.g_01241
OG0001072	Prbc.g_00942	Pray.g_01242
OG0001073	Prbc.g_00943	Pray.g_01243
OG0001074	Prbc.g_00944	Pray.g_01244
OG0001075	Prbc.g_00945	Pray.g_01245
OG0001076	Prbc.g_00946	Pray.g_01246
OG0001077	Prbc.g_00947	Pray.g_01247
OG0001078	Prbc.g_00948	Pray.g_01248
OG0001079	Prbc.g_00949	Pray.g_01249
OG0001080	Prbc.g_00950	Pray.g_01250
OG0001081	Prbc.g_00960	Pray.g_01253
OG0001082	Prbc.g_00959	Pray.g_01254
OG0001083	Prbc.g_00955	Pray.g_01255
OG0001084	Prbc.g_00957	Pray.g_01257
OG0001085	Prbc.g_00958	Pray.g_01258
OG0001086	Prbc.g_00953	Pray.g_01259
OG0001087	Prbc.g_00952	Pray.g_01260
OG0001088	Prbc.g_00951	Pray.g_01261
OG0001089	Prbc.g_00327	Pray.g_01264
OG0001090	Prbc.g_00325	Pray.g_01266
OG0001091	Prbc.g_00324	Pray.g_01267
OG0001092	Prbc.g_00323	Pray.g_01268
OG0001093	Prbc.g_00322	Pray.g_01269
OG0001094	Prbc.g_00321	Pray.g_01270
OG0001095	Prbc.g_00320	Pray.g_01271
OG0001096	Prbc.g_00319	Pray.g_01272
OG0001097	Prbc.g_00318	Pray.g_01273
OG0001098	Prbc.g_00317	Pray.g_01274
OG0001099	Prbc.g_00316	Pray.g_01275
OG0001100	Prbc.g_00315	Pray.g_01276
OG0001101	Prbc.g_00314	Pray.g_01277
OG0001102	Prbc.g_00313	Pray.g_01278
OG0001103	Prbc.g_00312	Pray.g_01279
OG0001104	Prbc.g_00311	Pray.g_01280
OG0001105	Prbc.g_00310	Pray.g_01281
OG0001106	Prbc.g_00309	Pray.g_01282
