Orthogroup	Prbc	Prbd
OG0000532	Prbc.g_01683	Prbd.g_00638
OG0000533	Prbc.g_01684	Prbd.g_00637
OG0000534	Prbc.g_01685	Prbd.g_00636
OG0000535	Prbc.g_01686	Prbd.g_00635
OG0000536	Prbc.g_01687	Prbd.g_00634
OG0000537	Prbc.g_01688	Prbd.g_00633
OG0000538	Prbc.g_01689	Prbd.g_00632
OG0000539	Prbc.g_01690	Prbd.g_00631
OG0000540	Prbc.g_01691	Prbd.g_00630
OG0000541	Prbc.g_01692	Prbd.g_00629
OG0000542	Prbc.g_01693	Prbd.g_00628
OG0000543	Prbc.g_01694	Prbd.g_00627
OG0000544	Prbc.g_01695	Prbd.g_00626
OG0000545	Prbc.g_01698	Prbd.g_00623
OG0000546	Prbc.g_01699	Prbd.g_00622
OG0000547	Prbc.g_01700	Prbd.g_00620
OG0000548	Prbc.g_01702	Prbd.g_00619
OG0000549	Prbc.g_01703	Prbd.g_00618
OG0000550	Prbc.g_01704	Prbd.g_00617
OG0000551	Prbc.g_01705	Prbd.g_00616
OG0000552	Prbc.g_01706	Prbd.g_00615
OG0000553	Prbc.g_01707	Prbd.g_00614
OG0000554	Prbc.g_01708	Prbd.g_00613
OG0000555	Prbc.g_01709	Prbd.g_00612
OG0000556	Prbc.g_01710	Prbd.g_00611
OG0000557	Prbc.g_01711	Prbd.g_00610
OG0000558	Prbc.g_01712	Prbd.g_00609
OG0000559	Prbc.g_01713	Prbd.g_00608
OG0000560	Prbc.g_01715	Prbd.g_00606
OG0000561	Prbc.g_01716	Prbd.g_00605
OG0000562	Prbc.g_01717	Prbd.g_00604
OG0000563	Prbc.g_01718	Prbd.g_00603
OG0000564	Prbc.g_01719	Prbd.g_00602
OG0000565	Prbc.g_01720	Prbd.g_00601
OG0000566	Prbc.g_01721	Prbd.g_00600
OG0000567	Prbc.g_01722	Prbd.g_00599
OG0000568	Prbc.g_01723	Prbd.g_00598
OG0000569	Prbc.g_01724	Prbd.g_00597
OG0000570	Prbc.g_01725	Prbd.g_00596
OG0000571	Prbc.g_01726	Prbd.g_00595
OG0000572	Prbc.g_01727	Prbd.g_00594
OG0000573	Prbc.g_01730	Prbd.g_00591
OG0000574	Prbc.g_01731	Prbd.g_00590
OG0000575	Prbc.g_01732	Prbd.g_00589
OG0000576	Prbc.g_01733	Prbd.g_00588
OG0000577	Prbc.g_01734	Prbd.g_00587
OG0000578	Prbc.g_01735	Prbd.g_00586
OG0000579	Prbc.g_01736	Prbd.g_00585
OG0000580	Prbc.g_01737	Prbd.g_00584
OG0000581	Prbc.g_01738	Prbd.g_00583
OG0000582	Prbc.g_01739	Prbd.g_00582
OG0000583	Prbc.g_01740	Prbd.g_00581
OG0000584	Prbc.g_01742	Prbd.g_00580
OG0000585	Prbc.g_01743	Prbd.g_00579
OG0000586	Prbc.g_01745	Prbd.g_00577
OG0000587	Prbc.g_01746	Prbd.g_00576
OG0000588	Prbc.g_01749	Prbd.g_00574
OG0000589	Prbc.g_01750	Prbd.g_00573
OG0000590	Prbc.g_01752	Prbd.g_00571
OG0000591	Prbc.g_01760	Prbd.g_00565
OG0000592	Prbc.g_01761	Prbd.g_00564
OG0000593	Prbc.g_01762	Prbd.g_00563
OG0000594	Prbc.g_01765	Prbd.g_00561
OG0000595	Prbc.g_01766	Prbd.g_00560
OG0000596	Prbc.g_01767	Prbd.g_00559
OG0000597	Prbc.g_01769	Prbd.g_00557
OG0000598	Prbc.g_01770	Prbd.g_00556
OG0000599	Prbc.g_01771	Prbd.g_00555
OG0000600	Prbc.g_01772	Prbd.g_00554
OG0000601	Prbc.g_01775	Prbd.g_00552
OG0000602	Prbc.g_01776	Prbd.g_00551
OG0000603	Prbc.g_01777	Prbd.g_00550
OG0000604	Prbc.g_01381	Prbd.g_00549
OG0000605	Prbc.g_01778	Prbd.g_00548
OG0000606	Prbc.g_01779	Prbd.g_00547
OG0000607	Prbc.g_01781	Prbd.g_00545
OG0000608	Prbc.g_01782	Prbd.g_00544
OG0000609	Prbc.g_01055	Prbd.g_00540
OG0000610	Prbc.g_01290	Prbd.g_00539
OG0000611	Prbc.g_01788	Prbd.g_00008
OG0000612	Prbc.g_01789	Prbd.g_00009
OG0000613	Prbc.g_01790	Prbd.g_00010
OG0000614	Prbc.g_01791	Prbd.g_00011
OG0000615	Prbc.g_01793	Prbd.g_00013
OG0000616	Prbc.g_01794	Prbd.g_00014
OG0000617	Prbc.g_01795	Prbd.g_00015
OG0000618	Prbc.g_01796	Prbd.g_00016
OG0000619	Prbc.g_01797	Prbd.g_00017
OG0000620	Prbc.g_01798	Prbd.g_00018
OG0000621	Prbc.g_01799	Prbd.g_00019
OG0000622	Prbc.g_01800	Prbd.g_00020
OG0000623	Prbc.g_01801	Prbd.g_00021
OG0000624	Prbc.g_01803	Prbd.g_00022
OG0000625	Prbc.g_01804	Prbd.g_00023
OG0000626	Prbc.g_01805	Prbd.g_00024
OG0000627	Prbc.g_01807	Prbd.g_00025
OG0000628	Prbc.g_01808	Prbd.g_00026
OG0000629	Prbc.g_01809	Prbd.g_00027
OG0000630	Prbc.g_01810	Prbd.g_00028
OG0000631	Prbc.g_01812	Prbd.g_00030
OG0000632	Prbc.g_00598	Prbd.g_00045
OG0000633	Prbc.g_00521	Prbd.g_00049
OG0000634	Prbc.g_02142	Prbd.g_00062
OG0000635	Prbc.g_02028	Prbd.g_00066
OG0000636	Prbc.g_02027	Prbd.g_00067
OG0000637	Prbc.g_02026	Prbd.g_00068
OG0000638	Prbc.g_01230	Prbd.g_00080
OG0000639	Prbc.g_02003	Prbd.g_00089
OG0000640	Prbc.g_02005	Prbd.g_00091
OG0000641	Prbc.g_02007	Prbd.g_00093
OG0000642	Prbc.g_02008	Prbd.g_00094
OG0000643	Prbc.g_02009	Prbd.g_00095
OG0000644	Prbc.g_01852	Prbd.g_00096
OG0000645	Prbc.g_01853	Prbd.g_00097
OG0000646	Prbc.g_01854	Prbd.g_00098
OG0000647	Prbc.g_01855	Prbd.g_00099
OG0000648	Prbc.g_01857	Prbd.g_00101
OG0000649	Prbc.g_01858	Prbd.g_00102
OG0000650	Prbc.g_01859	Prbd.g_00103
OG0000651	Prbc.g_01860	Prbd.g_00104
OG0000652	Prbc.g_01861	Prbd.g_00105
OG0000653	Prbc.g_01862	Prbd.g_00106
OG0000654	Prbc.g_01864	Prbd.g_00108
OG0000655	Prbc.g_01866	Prbd.g_00110
OG0000656	Prbc.g_01867	Prbd.g_00111
OG0000657	Prbc.g_01868	Prbd.g_00112
OG0000658	Prbc.g_01869	Prbd.g_00113
OG0000659	Prbc.g_01870	Prbd.g_00114
OG0000660	Prbc.g_01871	Prbd.g_00115
OG0000661	Prbc.g_01873	Prbd.g_00116
OG0000662	Prbc.g_01875	Prbd.g_00117
OG0000663	Prbc.g_01876	Prbd.g_00118
OG0000664	Prbc.g_01877	Prbd.g_00119
OG0000665	Prbc.g_01878	Prbd.g_00120
OG0000666	Prbc.g_01879	Prbd.g_00121
OG0000667	Prbc.g_01880	Prbd.g_00122
OG0000668	Prbc.g_01881	Prbd.g_00123
OG0000669	Prbc.g_01883	Prbd.g_00125
OG0000670	Prbc.g_01884	Prbd.g_00126
OG0000671	Prbc.g_01885	Prbd.g_00127
OG0000672	Prbc.g_01886	Prbd.g_00128
OG0000673	Prbc.g_01887	Prbd.g_00129
OG0000674	Prbc.g_01888	Prbd.g_00130
OG0000675	Prbc.g_01890	Prbd.g_00132
OG0000676	Prbc.g_01891	Prbd.g_00133
OG0000677	Prbc.g_01893	Prbd.g_00136
OG0000678	Prbc.g_01895	Prbd.g_00138
OG0000679	Prbc.g_01897	Prbd.g_00139
OG0000680	Prbc.g_01898	Prbd.g_00140
OG0000681	Prbc.g_01899	Prbd.g_00141
OG0000682	Prbc.g_01900	Prbd.g_00142
OG0000683	Prbc.g_01903	Prbd.g_00144
OG0000684	Prbc.g_01904	Prbd.g_00145
OG0000685	Prbc.g_01905	Prbd.g_00146
OG0000686	Prbc.g_01906	Prbd.g_00147
OG0000687	Prbc.g_01907	Prbd.g_00148
OG0000688	Prbc.g_01908	Prbd.g_00149
OG0000689	Prbc.g_01909	Prbd.g_00150
OG0000690	Prbc.g_01910	Prbd.g_00151
OG0000691	Prbc.g_01911	Prbd.g_00152
OG0000692	Prbc.g_01913	Prbd.g_00154
OG0000693	Prbc.g_01914	Prbd.g_00155
OG0000694	Prbc.g_01915	Prbd.g_00156
OG0000695	Prbc.g_01916	Prbd.g_00157
OG0000696	Prbc.g_01917	Prbd.g_00158
OG0000697	Prbc.g_01919	Prbd.g_00160
OG0000698	Prbc.g_01923	Prbd.g_00162
OG0000699	Prbc.g_01924	Prbd.g_00163
OG0000700	Prbc.g_01959	Prbd.g_00190
OG0000701	Prbc.g_01962	Prbd.g_00194
OG0000702	Prbc.g_01967	Prbd.g_00197
OG0000703	Prbc.g_01969	Prbd.g_00198
OG0000704	Prbc.g_01970	Prbd.g_00199
OG0000705	Prbc.g_01971	Prbd.g_00200
OG0000706	Prbc.g_01972	Prbd.g_00201
OG0000707	Prbc.g_01974	Prbd.g_00203
OG0000708	Prbc.g_01975	Prbd.g_00204
OG0000709	Prbc.g_01977	Prbd.g_00206
OG0000710	Prbc.g_01978	Prbd.g_00207
OG0000711	Prbc.g_01979	Prbd.g_00208
OG0000712	Prbc.g_01980	Prbd.g_00209
OG0000713	Prbc.g_01981	Prbd.g_00210
OG0000714	Prbc.g_01983	Prbd.g_00212
OG0000715	Prbc.g_01984	Prbd.g_00213
OG0000716	Prbc.g_01987	Prbd.g_00215
OG0000717	Prbc.g_01988	Prbd.g_00216
OG0000718	Prbc.g_01989	Prbd.g_00217
OG0000719	Prbc.g_01991	Prbd.g_00219
OG0000720	Prbc.g_01992	Prbd.g_00220
OG0000721	Prbc.g_01995	Prbd.g_00222
OG0000722	Prbc.g_01996	Prbd.g_00223
OG0000723	Prbc.g_01997	Prbd.g_00224
OG0000724	Prbc.g_01837	Prbd.g_00226
OG0000725	Prbc.g_01838	Prbd.g_00227
OG0000726	Prbc.g_01839	Prbd.g_00228
OG0000727	Prbc.g_01840	Prbd.g_00229
OG0000728	Prbc.g_01841	Prbd.g_00230
OG0000729	Prbc.g_01842	Prbd.g_00231
OG0000730	Prbc.g_01843	Prbd.g_00232
OG0000731	Prbc.g_01844	Prbd.g_00233
OG0000732	Prbc.g_01845	Prbd.g_00234
OG0000733	Prbc.g_01846	Prbd.g_00235
OG0000734	Prbc.g_01847	Prbd.g_00236
OG0000735	Prbc.g_01849	Prbd.g_00238
OG0000736	Prbc.g_01850	Prbd.g_00239
OG0000737	Prbc.g_01851	Prbd.g_00240
OG0000738	Prbc.g_02010	Prbd.g_00241
OG0000739	Prbc.g_02011	Prbd.g_00242
OG0000740	Prbc.g_02012	Prbd.g_00243
OG0000741	Prbc.g_02013	Prbd.g_00244
OG0000742	Prbc.g_02015	Prbd.g_00246
OG0000743	Prbc.g_02016	Prbd.g_00247
OG0000744	Prbc.g_02017	Prbd.g_00248
OG0000745	Prbc.g_02018	Prbd.g_00249
OG0000746	Prbc.g_02019	Prbd.g_00250
OG0000747	Prbc.g_02020	Prbd.g_00251
OG0000748	Prbc.g_02021	Prbd.g_00252
OG0000749	Prbc.g_02022	Prbd.g_00253
OG0000750	Prbc.g_02023	Prbd.g_00254
OG0000751	Prbc.g_02024	Prbd.g_00255
OG0000752	Prbc.g_01936	Prbd.g_00256
OG0000753	Prbc.g_02029	Prbd.g_00258
OG0000754	Prbc.g_02030	Prbd.g_00259
OG0000755	Prbc.g_02031	Prbd.g_00260
OG0000756	Prbc.g_02033	Prbd.g_00261
OG0000757	Prbc.g_02034	Prbd.g_00262
OG0000758	Prbc.g_02035	Prbd.g_00263
OG0000759	Prbc.g_02037	Prbd.g_00265
OG0000760	Prbc.g_02038	Prbd.g_00266
OG0000761	Prbc.g_02039	Prbd.g_00267
OG0000762	Prbc.g_02041	Prbd.g_00269
OG0000763	Prbc.g_02042	Prbd.g_00270
OG0000764	Prbc.g_02043	Prbd.g_00271
OG0000765	Prbc.g_02044	Prbd.g_00272
OG0000766	Prbc.g_02045	Prbd.g_00273
OG0000767	Prbc.g_02047	Prbd.g_00275
OG0000768	Prbc.g_02048	Prbd.g_00276
OG0000769	Prbc.g_02049	Prbd.g_00277
OG0000770	Prbc.g_02050	Prbd.g_00278
OG0000771	Prbc.g_02051	Prbd.g_00279
OG0000772	Prbc.g_02190	Prbd.g_00280
OG0000773	Prbc.g_02052	Prbd.g_00281
OG0000774	Prbc.g_02053	Prbd.g_00282
OG0000775	Prbc.g_02054	Prbd.g_00283
OG0000776	Prbc.g_02055	Prbd.g_00285
OG0000777	Prbc.g_02057	Prbd.g_00287
OG0000778	Prbc.g_02058	Prbd.g_00288
OG0000779	Prbc.g_02059	Prbd.g_00289
OG0000780	Prbc.g_02061	Prbd.g_00291
OG0000781	Prbc.g_02062	Prbd.g_00293
OG0000782	Prbc.g_02063	Prbd.g_00294
OG0000783	Prbc.g_02079	Prbd.g_00309
OG0000784	Prbc.g_02080	Prbd.g_00311
OG0000785	Prbc.g_02081	Prbd.g_00312
OG0000786	Prbc.g_02082	Prbd.g_00313
OG0000787	Prbc.g_02083	Prbd.g_00314
OG0000788	Prbc.g_02088	Prbd.g_00318
OG0000789	Prbc.g_02091	Prbd.g_00320
OG0000790	Prbc.g_01935	Prbd.g_00321
OG0000791	Prbc.g_02092	Prbd.g_00322
OG0000792	Prbc.g_02093	Prbd.g_00323
OG0000793	Prbc.g_02094	Prbd.g_00324
OG0000794	Prbc.g_02097	Prbd.g_00326
OG0000795	Prbc.g_02101	Prbd.g_00329
OG0000796	Prbc.g_02102	Prbd.g_00330
OG0000797	Prbc.g_02105	Prbd.g_00332
OG0000798	Prbc.g_02106	Prbd.g_00333
OG0000799	Prbc.g_02107	Prbd.g_00334
OG0000800	Prbc.g_02108	Prbd.g_00335
OG0000801	Prbc.g_02111	Prbd.g_00338
OG0000802	Prbc.g_02112	Prbd.g_00339
OG0000803	Prbc.g_01934	Prbd.g_00341
OG0000804	Prbc.g_01933	Prbd.g_00342
OG0000805	Prbc.g_01932	Prbd.g_00343
OG0000806	Prbc.g_01930	Prbd.g_00345
OG0000807	Prbc.g_01941	Prbd.g_00370
OG0000808	Prbc.g_02152	Prbd.g_00380
OG0000809	Prbc.g_02133	Prbd.g_00383
OG0000810	Prbc.g_00804	Prbd.g_00384
OG0000811	Prbc.g_00201	Prbd.g_00391
OG0000812	Prbc.g_01244	Prbd.g_00395
OG0000813	Prbc.g_01252	Prbd.g_00399
OG0000814	Prbc.g_00801	Prbd.g_00401
OG0000815	Prbc.g_02128	Prbd.g_00414
OG0000816	Prbc.g_00897	Prbd.g_00428
OG0000817	Prbc.g_00898	Prbd.g_00429
OG0000818	Prbc.g_02170	Prbd.g_00434
OG0000819	Prbc.g_01468	Prbd.g_00449
OG0000820	Prbc.g_01462	Prbd.g_00453
OG0000821	Prbc.g_01460	Prbd.g_00455
OG0000822	Prbc.g_01459	Prbd.g_00456
OG0000823	Prbc.g_01458	Prbd.g_00457
OG0000824	Prbc.g_01457	Prbd.g_00458
OG0000825	Prbc.g_01456	Prbd.g_00459
OG0000826	Prbc.g_01455	Prbd.g_00460
OG0000827	Prbc.g_01454	Prbd.g_00461
OG0000828	Prbc.g_01453	Prbd.g_00462
OG0000829	Prbc.g_01452	Prbd.g_00463
OG0000830	Prbc.g_01450	Prbd.g_00464
OG0000831	Prbc.g_01447	Prbd.g_00467
OG0000832	Prbc.g_01445	Prbd.g_00469
OG0000833	Prbc.g_01444	Prbd.g_00470
OG0000834	Prbc.g_01442	Prbd.g_00471
OG0000835	Prbc.g_01441	Prbd.g_00472
OG0000836	Prbc.g_01440	Prbd.g_00473
OG0000837	Prbc.g_01437	Prbd.g_00475
OG0000838	Prbc.g_01436	Prbd.g_00476
OG0000839	Prbc.g_01435	Prbd.g_00477
OG0000840	Prbc.g_01434	Prbd.g_00478
OG0000841	Prbc.g_01433	Prbd.g_00479
OG0000842	Prbc.g_01431	Prbd.g_00480
OG0000843	Prbc.g_01430	Prbd.g_00481
OG0000844	Prbc.g_01429	Prbd.g_00482
OG0000845	Prbc.g_01428	Prbd.g_00483
OG0000846	Prbc.g_01426	Prbd.g_00486
OG0000847	Prbc.g_01424	Prbd.g_00488
OG0000848	Prbc.g_01422	Prbd.g_00489
OG0000849	Prbc.g_01421	Prbd.g_00490
OG0000850	Prbc.g_01420	Prbd.g_00491
OG0000851	Prbc.g_01418	Prbd.g_00492
OG0000852	Prbc.g_01416	Prbd.g_00494
OG0000853	Prbc.g_01414	Prbd.g_00495
OG0000854	Prbc.g_01412	Prbd.g_00497
OG0000855	Prbc.g_01411	Prbd.g_00498
OG0000856	Prbc.g_01410	Prbd.g_00499
OG0000857	Prbc.g_01409	Prbd.g_00500
OG0000858	Prbc.g_01408	Prbd.g_00501
OG0000859	Prbc.g_01407	Prbd.g_00502
OG0000860	Prbc.g_01406	Prbd.g_00503
OG0000861	Prbc.g_01405	Prbd.g_00504
OG0000862	Prbc.g_01404	Prbd.g_00505
OG0000863	Prbc.g_01403	Prbd.g_00506
OG0000864	Prbc.g_01402	Prbd.g_00507
OG0000865	Prbc.g_01401	Prbd.g_00508
OG0000866	Prbc.g_01400	Prbd.g_00509
OG0000867	Prbc.g_01399	Prbd.g_00510
OG0000868	Prbc.g_01398	Prbd.g_00511
OG0000869	Prbc.g_01396	Prbd.g_00513
OG0000870	Prbc.g_01395	Prbd.g_00514
OG0000871	Prbc.g_01394	Prbd.g_00516
OG0000872	Prbc.g_01393	Prbd.g_00517
OG0000873	Prbc.g_01392	Prbd.g_00519
OG0000874	Prbc.g_01391	Prbd.g_00520
OG0000875	Prbc.g_01390	Prbd.g_00521
OG0000876	Prbc.g_01389	Prbd.g_00522
OG0000877	Prbc.g_01388	Prbd.g_00524
OG0000878	Prbc.g_01320	Prbd.g_01858
OG0000879	Prbc.g_00555	Prbd.g_01812
OG0000880	Prbc.g_00556	Prbd.g_01811
OG0000881	Prbc.g_00557	Prbd.g_01810
OG0000882	Prbc.g_00558	Prbd.g_01809
OG0000883	Prbc.g_00560	Prbd.g_01808
OG0000884	Prbc.g_00561	Prbd.g_01806
OG0000885	Prbc.g_00562	Prbd.g_01805
OG0000886	Prbc.g_00563	Prbd.g_01804
OG0000887	Prbc.g_00564	Prbd.g_01803
OG0000888	Prbc.g_00565	Prbd.g_01802
OG0000889	Prbc.g_00568	Prbd.g_01799
OG0000890	Prbc.g_00569	Prbd.g_01798
OG0000891	Prbc.g_00570	Prbd.g_01797
OG0000892	Prbc.g_00571	Prbd.g_01795
OG0000893	Prbc.g_00572	Prbd.g_01794
OG0000894	Prbc.g_00573	Prbd.g_01793
OG0000895	Prbc.g_00574	Prbd.g_01792
OG0000896	Prbc.g_00575	Prbd.g_01791
OG0000897	Prbc.g_00576	Prbd.g_01790
OG0000898	Prbc.g_00579	Prbd.g_01788
OG0000899	Prbc.g_00580	Prbd.g_01787
OG0000900	Prbc.g_00585	Prbd.g_01782
OG0000901	Prbc.g_00589	Prbd.g_01778
OG0000902	Prbc.g_01820	Prbd.g_01777
OG0000903	Prbc.g_01470	Prbd.g_01776
OG0000904	Prbc.g_02100	Prbd.g_01774
OG0000905	Prbc.g_00810	Prbd.g_01772
OG0000906	Prbc.g_00655	Prbd.g_01770
OG0000907	Prbc.g_01921	Prbd.g_01769
OG0000908	Prbc.g_00138	Prbd.g_01766
OG0000909	Prbc.g_00659	Prbd.g_01762
OG0000910	Prbc.g_00660	Prbd.g_01761
OG0000911	Prbc.g_00661	Prbd.g_01760
OG0000912	Prbc.g_00662	Prbd.g_01759
OG0000913	Prbc.g_00663	Prbd.g_01758
OG0000914	Prbc.g_00664	Prbd.g_01757
OG0000915	Prbc.g_00665	Prbd.g_01756
OG0000916	Prbc.g_00666	Prbd.g_01755
OG0000917	Prbc.g_00667	Prbd.g_01754
OG0000918	Prbc.g_00668	Prbd.g_01753
OG0000919	Prbc.g_00669	Prbd.g_01752
OG0000920	Prbc.g_00670	Prbd.g_01751
OG0000921	Prbc.g_00671	Prbd.g_01750
OG0000922	Prbc.g_00672	Prbd.g_01749
OG0000923	Prbc.g_00673	Prbd.g_01748
OG0000924	Prbc.g_00674	Prbd.g_01747
OG0000925	Prbc.g_00675	Prbd.g_01746
OG0000926	Prbc.g_00228	Prbd.g_01736
OG0000927	Prbc.g_00690	Prbd.g_01707
OG0000928	Prbc.g_00691	Prbd.g_01706
OG0000929	Prbc.g_00692	Prbd.g_01705
OG0000930	Prbc.g_00693	Prbd.g_01704
OG0000931	Prbc.g_00694	Prbd.g_01703
OG0000932	Prbc.g_00696	Prbd.g_01701
OG0000933	Prbc.g_00697	Prbd.g_01700
OG0000934	Prbc.g_00698	Prbd.g_01699
OG0000935	Prbc.g_00699	Prbd.g_01698
OG0000936	Prbc.g_00700	Prbd.g_01697
OG0000937	Prbc.g_00701	Prbd.g_01696
OG0000938	Prbc.g_00702	Prbd.g_01695
OG0000939	Prbc.g_00703	Prbd.g_01694
OG0000940	Prbc.g_00705	Prbd.g_01693
OG0000941	Prbc.g_00707	Prbd.g_01691
OG0000942	Prbc.g_00708	Prbd.g_01690
OG0000943	Prbc.g_00711	Prbd.g_01687
OG0000944	Prbc.g_00712	Prbd.g_01686
OG0000945	Prbc.g_00713	Prbd.g_01685
OG0000946	Prbc.g_00714	Prbd.g_01684
OG0000947	Prbc.g_00715	Prbd.g_01683
OG0000948	Prbc.g_00716	Prbd.g_01682
OG0000949	Prbc.g_00717	Prbd.g_01681
OG0000950	Prbc.g_00718	Prbd.g_01680
OG0000951	Prbc.g_00719	Prbd.g_01679
OG0000952	Prbc.g_00720	Prbd.g_01678
OG0000953	Prbc.g_00721	Prbd.g_01677
OG0000954	Prbc.g_00722	Prbd.g_01676
OG0000955	Prbc.g_00723	Prbd.g_01675
OG0000956	Prbc.g_00724	Prbd.g_01674
OG0000957	Prbc.g_01521	Prbd.g_01673
OG0000958	Prbc.g_00725	Prbd.g_01672
OG0000959	Prbc.g_00726	Prbd.g_01671
OG0000960	Prbc.g_00727	Prbd.g_01670
OG0000961	Prbc.g_00730	Prbd.g_01666
OG0000962	Prbc.g_00731	Prbd.g_01665
OG0000963	Prbc.g_00732	Prbd.g_01664
OG0000964	Prbc.g_00734	Prbd.g_01662
OG0000965	Prbc.g_00735	Prbd.g_01661
OG0000966	Prbc.g_00736	Prbd.g_01660
OG0000967	Prbc.g_00737	Prbd.g_01659
OG0000968	Prbc.g_00738	Prbd.g_01658
OG0000969	Prbc.g_00739	Prbd.g_01657
OG0000970	Prbc.g_00740	Prbd.g_01656
OG0000971	Prbc.g_00741	Prbd.g_01655
OG0000972	Prbc.g_00742	Prbd.g_01654
OG0000973	Prbc.g_00743	Prbd.g_01653
OG0000974	Prbc.g_00745	Prbd.g_01651
OG0000975	Prbc.g_00751	Prbd.g_01648
OG0000976	Prbc.g_00754	Prbd.g_01646
OG0000977	Prbc.g_00755	Prbd.g_01645
OG0000978	Prbc.g_00756	Prbd.g_01644
OG0000979	Prbc.g_00758	Prbd.g_01642
OG0000980	Prbc.g_00759	Prbd.g_01641
OG0000981	Prbc.g_00760	Prbd.g_01640
OG0000982	Prbc.g_00761	Prbd.g_01639
OG0000983	Prbc.g_00763	Prbd.g_01637
OG0000984	Prbc.g_00764	Prbd.g_01636
OG0000985	Prbc.g_00765	Prbd.g_01635
OG0000986	Prbc.g_00766	Prbd.g_01634
OG0000987	Prbc.g_00767	Prbd.g_01633
OG0000988	Prbc.g_00768	Prbd.g_01632
OG0000989	Prbc.g_00769	Prbd.g_01631
OG0000990	Prbc.g_00770	Prbd.g_01630
OG0000991	Prbc.g_00771	Prbd.g_01629
OG0000992	Prbc.g_00772	Prbd.g_01628
OG0000993	Prbc.g_00773	Prbd.g_01627
OG0000994	Prbc.g_00774	Prbd.g_01626
OG0000995	Prbc.g_00775	Prbd.g_01625
OG0000996	Prbc.g_00776	Prbd.g_01624
OG0000997	Prbc.g_00777	Prbd.g_01623
OG0000998	Prbc.g_00778	Prbd.g_01622
OG0000999	Prbc.g_00779	Prbd.g_01621
OG0001000	Prbc.g_00780	Prbd.g_01620
OG0001001	Prbc.g_00782	Prbd.g_01617
OG0001002	Prbc.g_00783	Prbd.g_01616
OG0001003	Prbc.g_00784	Prbd.g_01615
OG0001004	Prbc.g_00785	Prbd.g_01614
OG0001005	Prbc.g_00787	Prbd.g_01613
OG0001006	Prbc.g_00788	Prbd.g_01612
OG0001007	Prbc.g_00789	Prbd.g_01611
OG0001008	Prbc.g_00791	Prbd.g_01609
OG0001009	Prbc.g_00792	Prbd.g_01608
OG0001010	Prbc.g_01485	Prbd.g_01600
OG0001011	Prbc.g_00677	Prbd.g_01593
OG0001012	Prbc.g_01874	Prbd.g_01566
OG0001013	Prbc.g_00827	Prbd.g_01531
OG0001014	Prbc.g_00828	Prbd.g_01530
OG0001015	Prbc.g_00833	Prbd.g_01524
OG0001016	Prbc.g_00834	Prbd.g_01523
OG0001017	Prbc.g_00835	Prbd.g_01522
OG0001018	Prbc.g_00836	Prbd.g_01521
OG0001019	Prbc.g_00837	Prbd.g_01519
OG0001020	Prbc.g_00838	Prbd.g_01518
OG0001021	Prbc.g_00839	Prbd.g_01517
OG0001022	Prbc.g_00840	Prbd.g_01516
OG0001023	Prbc.g_00841	Prbd.g_01515
OG0001024	Prbc.g_00842	Prbd.g_01514
OG0001025	Prbc.g_00843	Prbd.g_01513
OG0001026	Prbc.g_00844	Prbd.g_01511
OG0001027	Prbc.g_00845	Prbd.g_01510
OG0001028	Prbc.g_00846	Prbd.g_01509
OG0001029	Prbc.g_00847	Prbd.g_01508
OG0001030	Prbc.g_00848	Prbd.g_01507
OG0001031	Prbc.g_00849	Prbd.g_01506
OG0001032	Prbc.g_00850	Prbd.g_01505
OG0001033	Prbc.g_00851	Prbd.g_01504
OG0001034	Prbc.g_00852	Prbd.g_01503
OG0001035	Prbc.g_00854	Prbd.g_01501
OG0001036	Prbc.g_00855	Prbd.g_01500
OG0001037	Prbc.g_00856	Prbd.g_01499
OG0001038	Prbc.g_00857	Prbd.g_01498
OG0001039	Prbc.g_00858	Prbd.g_01497
OG0001040	Prbc.g_00860	Prbd.g_01496
OG0001041	Prbc.g_00861	Prbd.g_01495
OG0001042	Prbc.g_00862	Prbd.g_01494
OG0001043	Prbc.g_00863	Prbd.g_01493
OG0001044	Prbc.g_00864	Prbd.g_01492
OG0001045	Prbc.g_00865	Prbd.g_01491
OG0001046	Prbc.g_00866	Prbd.g_01490
OG0001047	Prbc.g_00868	Prbd.g_01487
OG0001048	Prbc.g_00870	Prbd.g_01485
OG0001049	Prbc.g_00871	Prbd.g_01484
OG0001050	Prbc.g_00872	Prbd.g_01483
OG0001051	Prbc.g_00873	Prbd.g_01482
OG0001052	Prbc.g_00874	Prbd.g_01481
OG0001053	Prbc.g_00876	Prbd.g_01479
OG0001054	Prbc.g_00878	Prbd.g_01477
OG0001055	Prbc.g_00879	Prbd.g_01476
OG0001056	Prbc.g_00880	Prbd.g_01475
OG0001057	Prbc.g_00881	Prbd.g_01474
OG0001058	Prbc.g_00882	Prbd.g_01473
OG0001059	Prbc.g_00883	Prbd.g_01472
OG0001060	Prbc.g_00884	Prbd.g_01471
OG0001061	Prbc.g_00885	Prbd.g_01470
OG0001062	Prbc.g_00886	Prbd.g_01469
OG0001063	Prbc.g_00887	Prbd.g_01468
OG0001064	Prbc.g_00889	Prbd.g_01466
OG0001065	Prbc.g_00933	Prbd.g_01463
OG0001066	Prbc.g_00935	Prbd.g_01462
OG0001067	Prbc.g_00936	Prbd.g_01461
OG0001068	Prbc.g_00938	Prbd.g_01459
