Orthogroup	Prbc	Prau
OG0000543	Prbc.g_01694	Prau.g_00655
OG0000544	Prbc.g_01695	Prau.g_00656
OG0000545	Prbc.g_01698	Prau.g_00661
OG0000546	Prbc.g_01699	Prau.g_00662
OG0000547	Prbc.g_01700	Prau.g_00664
OG0000548	Prbc.g_01702	Prau.g_00665
OG0000549	Prbc.g_01703	Prau.g_00666
OG0000550	Prbc.g_01704	Prau.g_00667
OG0000551	Prbc.g_01705	Prau.g_00668
OG0000552	Prbc.g_01706	Prau.g_00669
OG0000553	Prbc.g_01707	Prau.g_00670
OG0000554	Prbc.g_01708	Prau.g_00671
OG0000555	Prbc.g_01709	Prau.g_00672
OG0000556	Prbc.g_01710	Prau.g_00673
OG0000557	Prbc.g_01711	Prau.g_00674
OG0000558	Prbc.g_01712	Prau.g_00675
OG0000559	Prbc.g_01713	Prau.g_00676
OG0000560	Prbc.g_01715	Prau.g_00678
OG0000561	Prbc.g_01716	Prau.g_00679
OG0000562	Prbc.g_01717	Prau.g_00680
OG0000563	Prbc.g_01718	Prau.g_00681
OG0000564	Prbc.g_01719	Prau.g_00682
OG0000565	Prbc.g_01720	Prau.g_00683
OG0000566	Prbc.g_01721	Prau.g_00684
OG0000567	Prbc.g_01722	Prau.g_00685
OG0000568	Prbc.g_01723	Prau.g_00686
OG0000569	Prbc.g_01724	Prau.g_00687
OG0000570	Prbc.g_01725	Prau.g_00688
OG0000571	Prbc.g_01726	Prau.g_00689
OG0000572	Prbc.g_01727	Prau.g_00690
OG0000573	Prbc.g_01730	Prau.g_00693
OG0000574	Prbc.g_01731	Prau.g_00694
OG0000575	Prbc.g_01732	Prau.g_00695
OG0000576	Prbc.g_01733	Prau.g_00696
OG0000577	Prbc.g_01734	Prau.g_00697
OG0000578	Prbc.g_01735	Prau.g_00698
OG0000579	Prbc.g_01736	Prau.g_00699
OG0000580	Prbc.g_01737	Prau.g_00700
OG0000581	Prbc.g_01738	Prau.g_00701
OG0000582	Prbc.g_01739	Prau.g_00702
OG0000583	Prbc.g_01740	Prau.g_00703
OG0000584	Prbc.g_01742	Prau.g_00704
OG0000585	Prbc.g_01743	Prau.g_00705
OG0000586	Prbc.g_01745	Prau.g_00707
OG0000587	Prbc.g_01746	Prau.g_00708
OG0000588	Prbc.g_01749	Prau.g_00710
OG0000589	Prbc.g_01750	Prau.g_00711
OG0000590	Prbc.g_01752	Prau.g_00713
OG0000591	Prbc.g_01760	Prau.g_00719
OG0000592	Prbc.g_01761	Prau.g_00720
OG0000593	Prbc.g_01762	Prau.g_00721
OG0000594	Prbc.g_01765	Prau.g_00723
OG0000595	Prbc.g_01766	Prau.g_00724
OG0000596	Prbc.g_01767	Prau.g_00725
OG0000597	Prbc.g_01769	Prau.g_00727
OG0000598	Prbc.g_01770	Prau.g_00728
OG0000599	Prbc.g_01771	Prau.g_00729
OG0000600	Prbc.g_01772	Prau.g_00730
OG0000601	Prbc.g_01775	Prau.g_00732
OG0000602	Prbc.g_01776	Prau.g_00733
OG0000603	Prbc.g_01777	Prau.g_00734
OG0000604	Prbc.g_01381	Prau.g_00735
OG0000605	Prbc.g_01778	Prau.g_00736
OG0000606	Prbc.g_01779	Prau.g_00737
OG0000607	Prbc.g_01781	Prau.g_00739
OG0000608	Prbc.g_01782	Prau.g_00740
OG0000609	Prbc.g_01055	Prau.g_00744
OG0000610	Prbc.g_01290	Prau.g_00745
OG0000611	Prbc.g_01788	Prau.g_00756
OG0000612	Prbc.g_01789	Prau.g_00757
OG0000613	Prbc.g_01790	Prau.g_00758
OG0000614	Prbc.g_01791	Prau.g_00759
OG0000615	Prbc.g_01793	Prau.g_00761
OG0000616	Prbc.g_01794	Prau.g_00762
OG0000617	Prbc.g_01795	Prau.g_00763
OG0000618	Prbc.g_01796	Prau.g_00764
OG0000619	Prbc.g_01797	Prau.g_00765
OG0000620	Prbc.g_01798	Prau.g_00766
OG0000621	Prbc.g_01799	Prau.g_00767
OG0000622	Prbc.g_01800	Prau.g_00768
OG0000623	Prbc.g_01801	Prau.g_00769
OG0000624	Prbc.g_01803	Prau.g_00770
OG0000625	Prbc.g_01804	Prau.g_00771
OG0000626	Prbc.g_01805	Prau.g_00772
OG0000627	Prbc.g_01807	Prau.g_00773
OG0000628	Prbc.g_01808	Prau.g_00774
OG0000629	Prbc.g_01809	Prau.g_00775
OG0000630	Prbc.g_01810	Prau.g_00776
OG0000631	Prbc.g_01812	Prau.g_00778
OG0000632	Prbc.g_00598	Prau.g_00796
OG0000633	Prbc.g_00521	Prau.g_00800
OG0000634	Prbc.g_02142	Prau.g_00816
OG0000635	Prbc.g_02028	Prau.g_00818
OG0000636	Prbc.g_02027	Prau.g_00819
OG0000637	Prbc.g_02026	Prau.g_00820
OG0000638	Prbc.g_01230	Prau.g_00832
OG0000639	Prbc.g_02003	Prau.g_00841
OG0000640	Prbc.g_02005	Prau.g_00843
OG0000641	Prbc.g_02007	Prau.g_00845
OG0000642	Prbc.g_02008	Prau.g_00846
OG0000643	Prbc.g_02009	Prau.g_00847
OG0000644	Prbc.g_01852	Prau.g_00848
OG0000645	Prbc.g_01853	Prau.g_00849
OG0000646	Prbc.g_01854	Prau.g_00850
OG0000647	Prbc.g_01855	Prau.g_00851
OG0000648	Prbc.g_01857	Prau.g_00853
OG0000649	Prbc.g_01858	Prau.g_00854
OG0000650	Prbc.g_01859	Prau.g_00855
OG0000651	Prbc.g_01860	Prau.g_00856
OG0000652	Prbc.g_01861	Prau.g_00857
OG0000653	Prbc.g_01862	Prau.g_00858
OG0000654	Prbc.g_01864	Prau.g_00860
OG0000655	Prbc.g_01866	Prau.g_00862
OG0000656	Prbc.g_01867	Prau.g_00863
OG0000657	Prbc.g_01868	Prau.g_00864
OG0000658	Prbc.g_01869	Prau.g_00865
OG0000659	Prbc.g_01870	Prau.g_00866
OG0000660	Prbc.g_01871	Prau.g_00867
OG0000661	Prbc.g_01873	Prau.g_00868
OG0000662	Prbc.g_01875	Prau.g_00869
OG0000663	Prbc.g_01876	Prau.g_00870
OG0000664	Prbc.g_01877	Prau.g_00871
OG0000665	Prbc.g_01878	Prau.g_00872
OG0000666	Prbc.g_01879	Prau.g_00873
OG0000667	Prbc.g_01880	Prau.g_00874
OG0000668	Prbc.g_01881	Prau.g_00875
OG0000669	Prbc.g_01883	Prau.g_00877
OG0000670	Prbc.g_01884	Prau.g_00878
OG0000671	Prbc.g_01885	Prau.g_00879
OG0000672	Prbc.g_01886	Prau.g_00880
OG0000673	Prbc.g_01887	Prau.g_00881
OG0000674	Prbc.g_01888	Prau.g_00882
OG0000675	Prbc.g_01890	Prau.g_00884
OG0000676	Prbc.g_01891	Prau.g_00885
OG0000677	Prbc.g_01893	Prau.g_00887
OG0000678	Prbc.g_01895	Prau.g_00889
OG0000679	Prbc.g_01897	Prau.g_00890
OG0000680	Prbc.g_01898	Prau.g_00891
OG0000681	Prbc.g_01899	Prau.g_00892
OG0000682	Prbc.g_01900	Prau.g_00893
OG0000683	Prbc.g_01903	Prau.g_00895
OG0000684	Prbc.g_01904	Prau.g_00896
OG0000685	Prbc.g_01905	Prau.g_00897
OG0000686	Prbc.g_01906	Prau.g_00898
OG0000687	Prbc.g_01907	Prau.g_00899
OG0000688	Prbc.g_01908	Prau.g_00900
OG0000689	Prbc.g_01909	Prau.g_00902
OG0000690	Prbc.g_01910	Prau.g_00903
OG0000691	Prbc.g_01911	Prau.g_00904
OG0000692	Prbc.g_01913	Prau.g_00906
OG0000693	Prbc.g_01914	Prau.g_00907
OG0000694	Prbc.g_01915	Prau.g_00908
OG0000695	Prbc.g_01916	Prau.g_00909
OG0000696	Prbc.g_01917	Prau.g_00910
OG0000697	Prbc.g_01919	Prau.g_00912
OG0000698	Prbc.g_01923	Prau.g_00914
OG0000699	Prbc.g_01924	Prau.g_00915
OG0000700	Prbc.g_01959	Prau.g_00942
OG0000701	Prbc.g_01962	Prau.g_00946
OG0000702	Prbc.g_01967	Prau.g_00949
OG0000703	Prbc.g_01969	Prau.g_00950
OG0000704	Prbc.g_01970	Prau.g_00951
OG0000705	Prbc.g_01971	Prau.g_00952
OG0000706	Prbc.g_01972	Prau.g_00953
OG0000707	Prbc.g_01974	Prau.g_00954
OG0000708	Prbc.g_01975	Prau.g_00955
OG0000709	Prbc.g_01977	Prau.g_00956
OG0000710	Prbc.g_01978	Prau.g_00957
OG0000711	Prbc.g_01979	Prau.g_00958
OG0000712	Prbc.g_01980	Prau.g_00959
OG0000713	Prbc.g_01981	Prau.g_00960
OG0000714	Prbc.g_01983	Prau.g_00962
OG0000715	Prbc.g_01984	Prau.g_00963
OG0000716	Prbc.g_01987	Prau.g_00965
OG0000717	Prbc.g_01988	Prau.g_00966
OG0000718	Prbc.g_01989	Prau.g_00967
OG0000719	Prbc.g_01991	Prau.g_00969
OG0000720	Prbc.g_01992	Prau.g_00970
OG0000721	Prbc.g_01995	Prau.g_00973
OG0000722	Prbc.g_01996	Prau.g_00974
OG0000723	Prbc.g_01997	Prau.g_00975
OG0000724	Prbc.g_01837	Prau.g_00977
OG0000725	Prbc.g_01838	Prau.g_00978
OG0000726	Prbc.g_01839	Prau.g_00979
OG0000727	Prbc.g_01840	Prau.g_00980
OG0000728	Prbc.g_01841	Prau.g_00981
OG0000729	Prbc.g_01842	Prau.g_00982
OG0000730	Prbc.g_01843	Prau.g_00983
OG0000731	Prbc.g_01844	Prau.g_00984
OG0000732	Prbc.g_01845	Prau.g_00985
OG0000733	Prbc.g_01846	Prau.g_00986
OG0000734	Prbc.g_01847	Prau.g_00987
OG0000735	Prbc.g_01849	Prau.g_00989
OG0000736	Prbc.g_01850	Prau.g_00990
OG0000737	Prbc.g_01851	Prau.g_00991
OG0000738	Prbc.g_02010	Prau.g_00992
OG0000739	Prbc.g_02011	Prau.g_00993
OG0000740	Prbc.g_02012	Prau.g_00994
OG0000741	Prbc.g_02013	Prau.g_00995
OG0000742	Prbc.g_02015	Prau.g_00997
OG0000743	Prbc.g_02016	Prau.g_00998
OG0000744	Prbc.g_02017	Prau.g_00999
OG0000745	Prbc.g_02018	Prau.g_01000
OG0000746	Prbc.g_02019	Prau.g_01001
OG0000747	Prbc.g_02020	Prau.g_01002
OG0000748	Prbc.g_02021	Prau.g_01003
OG0000749	Prbc.g_02022	Prau.g_01004
OG0000750	Prbc.g_02023	Prau.g_01005
OG0000751	Prbc.g_02024	Prau.g_01006
OG0000752	Prbc.g_01936	Prau.g_01007
OG0000753	Prbc.g_02029	Prau.g_01009
OG0000754	Prbc.g_02030	Prau.g_01010
OG0000755	Prbc.g_02031	Prau.g_01011
OG0000756	Prbc.g_02033	Prau.g_01012
OG0000757	Prbc.g_02034	Prau.g_01013
OG0000758	Prbc.g_02035	Prau.g_01014
OG0000759	Prbc.g_02037	Prau.g_01016
OG0000760	Prbc.g_02038	Prau.g_01017
OG0000761	Prbc.g_02039	Prau.g_01018
OG0000762	Prbc.g_02041	Prau.g_01020
OG0000763	Prbc.g_02042	Prau.g_01021
OG0000764	Prbc.g_02043	Prau.g_01022
OG0000765	Prbc.g_02044	Prau.g_01023
OG0000766	Prbc.g_02045	Prau.g_01024
OG0000767	Prbc.g_02047	Prau.g_01026
OG0000768	Prbc.g_02048	Prau.g_01027
OG0000769	Prbc.g_02049	Prau.g_01028
OG0000770	Prbc.g_02050	Prau.g_01029
OG0000771	Prbc.g_02051	Prau.g_01030
OG0000772	Prbc.g_02190	Prau.g_01031
OG0000773	Prbc.g_02052	Prau.g_01032
OG0000774	Prbc.g_02053	Prau.g_01033
OG0000775	Prbc.g_02054	Prau.g_01034
OG0000776	Prbc.g_02055	Prau.g_01036
OG0000777	Prbc.g_02057	Prau.g_01038
OG0000778	Prbc.g_02058	Prau.g_01039
OG0000779	Prbc.g_02059	Prau.g_01040
OG0000780	Prbc.g_02061	Prau.g_01042
OG0000781	Prbc.g_02062	Prau.g_01044
OG0000782	Prbc.g_02063	Prau.g_01045
OG0000783	Prbc.g_02079	Prau.g_01058
OG0000784	Prbc.g_02080	Prau.g_01060
OG0000785	Prbc.g_02081	Prau.g_01061
OG0000786	Prbc.g_02082	Prau.g_01062
OG0000787	Prbc.g_02083	Prau.g_01063
OG0000788	Prbc.g_02088	Prau.g_01067
OG0000789	Prbc.g_02091	Prau.g_01069
OG0000790	Prbc.g_01935	Prau.g_01070
OG0000791	Prbc.g_02092	Prau.g_01071
OG0000792	Prbc.g_02093	Prau.g_01072
OG0000793	Prbc.g_02094	Prau.g_01073
OG0000794	Prbc.g_02097	Prau.g_01075
OG0000795	Prbc.g_02101	Prau.g_01078
OG0000796	Prbc.g_02102	Prau.g_01079
OG0000797	Prbc.g_02105	Prau.g_01081
OG0000798	Prbc.g_02106	Prau.g_01082
OG0000799	Prbc.g_02107	Prau.g_01083
OG0000800	Prbc.g_02108	Prau.g_01084
OG0000801	Prbc.g_02111	Prau.g_01087
OG0000802	Prbc.g_02112	Prau.g_01088
OG0000803	Prbc.g_01934	Prau.g_01090
OG0000804	Prbc.g_01933	Prau.g_01091
OG0000805	Prbc.g_01932	Prau.g_01092
OG0000806	Prbc.g_01930	Prau.g_01094
OG0000807	Prbc.g_01941	Prau.g_01118
OG0000808	Prbc.g_02152	Prau.g_01127
OG0000809	Prbc.g_02133	Prau.g_01130
OG0000810	Prbc.g_00804	Prau.g_01131
OG0000811	Prbc.g_00201	Prau.g_01138
OG0000812	Prbc.g_01244	Prau.g_01142
OG0000813	Prbc.g_01252	Prau.g_01146
OG0000814	Prbc.g_00801	Prau.g_01148
OG0000815	Prbc.g_02128	Prau.g_01160
OG0000816	Prbc.g_00897	Prau.g_01175
OG0000817	Prbc.g_00898	Prau.g_01176
OG0000818	Prbc.g_02170	Prau.g_01181
OG0000819	Prbc.g_01468	Prau.g_01188
OG0000820	Prbc.g_01462	Prau.g_01192
OG0000821	Prbc.g_01460	Prau.g_01194
OG0000822	Prbc.g_01459	Prau.g_01195
OG0000823	Prbc.g_01458	Prau.g_01196
OG0000824	Prbc.g_01457	Prau.g_01197
OG0000825	Prbc.g_01456	Prau.g_01198
OG0000826	Prbc.g_01455	Prau.g_01199
OG0000827	Prbc.g_01454	Prau.g_01200
OG0000828	Prbc.g_01453	Prau.g_01201
OG0000829	Prbc.g_01452	Prau.g_01202
OG0000830	Prbc.g_01450	Prau.g_01203
OG0000831	Prbc.g_01447	Prau.g_01205
OG0000832	Prbc.g_01445	Prau.g_01207
OG0000833	Prbc.g_01444	Prau.g_01208
OG0000834	Prbc.g_01442	Prau.g_01209
OG0000835	Prbc.g_01441	Prau.g_01210
OG0000836	Prbc.g_01440	Prau.g_01211
OG0000837	Prbc.g_01437	Prau.g_01213
OG0000838	Prbc.g_01436	Prau.g_01214
OG0000839	Prbc.g_01435	Prau.g_01215
OG0000840	Prbc.g_01434	Prau.g_01216
OG0000841	Prbc.g_01433	Prau.g_01217
OG0000842	Prbc.g_01431	Prau.g_01218
OG0000843	Prbc.g_01430	Prau.g_01219
OG0000844	Prbc.g_01429	Prau.g_01220
OG0000845	Prbc.g_01428	Prau.g_01221
OG0000846	Prbc.g_01426	Prau.g_01224
OG0000847	Prbc.g_01424	Prau.g_01226
OG0000848	Prbc.g_01422	Prau.g_01227
OG0000849	Prbc.g_01421	Prau.g_01228
OG0000850	Prbc.g_01420	Prau.g_01229
OG0000851	Prbc.g_01418	Prau.g_01230
OG0000852	Prbc.g_01416	Prau.g_01232
OG0000853	Prbc.g_01414	Prau.g_01233
OG0000854	Prbc.g_01412	Prau.g_01235
OG0000855	Prbc.g_01411	Prau.g_01236
OG0000856	Prbc.g_01410	Prau.g_01237
OG0000857	Prbc.g_01409	Prau.g_01238
OG0000858	Prbc.g_01408	Prau.g_01239
OG0000859	Prbc.g_01407	Prau.g_01240
OG0000860	Prbc.g_01406	Prau.g_01241
OG0000861	Prbc.g_01405	Prau.g_01242
OG0000862	Prbc.g_01404	Prau.g_01243
OG0000863	Prbc.g_01403	Prau.g_01244
OG0000864	Prbc.g_01402	Prau.g_01245
OG0000865	Prbc.g_01401	Prau.g_01246
OG0000866	Prbc.g_01400	Prau.g_01247
OG0000867	Prbc.g_01399	Prau.g_01248
OG0000868	Prbc.g_01398	Prau.g_01249
OG0000869	Prbc.g_01396	Prau.g_01251
OG0000870	Prbc.g_01395	Prau.g_01252
OG0000871	Prbc.g_01394	Prau.g_01254
OG0000872	Prbc.g_01393	Prau.g_01255
OG0000873	Prbc.g_01392	Prau.g_01257
OG0000874	Prbc.g_01391	Prau.g_01258
OG0000875	Prbc.g_01390	Prau.g_01259
OG0000876	Prbc.g_01389	Prau.g_01260
OG0000877	Prbc.g_01388	Prau.g_01262
OG0000878	Prbc.g_01320	Prau.g_01346
OG0000879	Prbc.g_00555	Prau.g_01359
OG0000880	Prbc.g_00556	Prau.g_01360
OG0000881	Prbc.g_00557	Prau.g_01361
OG0000882	Prbc.g_00558	Prau.g_01362
OG0000883	Prbc.g_00560	Prau.g_01363
OG0000884	Prbc.g_00561	Prau.g_01366
OG0000885	Prbc.g_00562	Prau.g_01367
OG0000886	Prbc.g_00563	Prau.g_01368
OG0000887	Prbc.g_00564	Prau.g_01369
OG0000888	Prbc.g_00565	Prau.g_01370
OG0000889	Prbc.g_00568	Prau.g_01373
OG0000890	Prbc.g_00569	Prau.g_01374
OG0000891	Prbc.g_00570	Prau.g_01375
OG0000892	Prbc.g_00571	Prau.g_01377
OG0000893	Prbc.g_00572	Prau.g_01378
OG0000894	Prbc.g_00573	Prau.g_01379
OG0000895	Prbc.g_00574	Prau.g_01380
OG0000896	Prbc.g_00575	Prau.g_01381
OG0000897	Prbc.g_00576	Prau.g_01382
OG0000898	Prbc.g_00579	Prau.g_01384
OG0000899	Prbc.g_00580	Prau.g_01385
OG0000900	Prbc.g_00585	Prau.g_01391
OG0000901	Prbc.g_00589	Prau.g_01395
OG0000902	Prbc.g_01820	Prau.g_01396
OG0000903	Prbc.g_01470	Prau.g_01397
OG0000904	Prbc.g_02100	Prau.g_01399
OG0000905	Prbc.g_00810	Prau.g_01401
OG0000906	Prbc.g_00655	Prau.g_01403
OG0000907	Prbc.g_01921	Prau.g_01404
OG0000908	Prbc.g_00138	Prau.g_01407
OG0000909	Prbc.g_00659	Prau.g_01411
OG0000910	Prbc.g_00660	Prau.g_01412
OG0000911	Prbc.g_00661	Prau.g_01413
OG0000912	Prbc.g_00662	Prau.g_01414
OG0000913	Prbc.g_00663	Prau.g_01415
OG0000914	Prbc.g_00664	Prau.g_01416
OG0000915	Prbc.g_00665	Prau.g_01417
OG0000916	Prbc.g_00666	Prau.g_01418
OG0000917	Prbc.g_00667	Prau.g_01419
OG0000918	Prbc.g_00668	Prau.g_01420
OG0000919	Prbc.g_00669	Prau.g_01421
OG0000920	Prbc.g_00670	Prau.g_01422
OG0000921	Prbc.g_00671	Prau.g_01423
OG0000922	Prbc.g_00672	Prau.g_01424
OG0000923	Prbc.g_00673	Prau.g_01425
OG0000924	Prbc.g_00674	Prau.g_01426
OG0000925	Prbc.g_00675	Prau.g_01427
OG0000926	Prbc.g_00228	Prau.g_01436
OG0000927	Prbc.g_00690	Prau.g_01510
OG0000928	Prbc.g_00691	Prau.g_01511
OG0000929	Prbc.g_00692	Prau.g_01512
OG0000930	Prbc.g_00693	Prau.g_01513
OG0000931	Prbc.g_00694	Prau.g_01514
OG0000932	Prbc.g_00696	Prau.g_01516
OG0000933	Prbc.g_00697	Prau.g_01517
OG0000934	Prbc.g_00698	Prau.g_01518
OG0000935	Prbc.g_00699	Prau.g_01519
OG0000936	Prbc.g_00700	Prau.g_01520
OG0000937	Prbc.g_00701	Prau.g_01521
OG0000938	Prbc.g_00702	Prau.g_01522
OG0000939	Prbc.g_00703	Prau.g_01523
OG0000940	Prbc.g_00705	Prau.g_01524
OG0000941	Prbc.g_00707	Prau.g_01526
OG0000942	Prbc.g_00708	Prau.g_01527
OG0000943	Prbc.g_00711	Prau.g_01533
OG0000944	Prbc.g_00712	Prau.g_01534
OG0000945	Prbc.g_00713	Prau.g_01535
OG0000946	Prbc.g_00714	Prau.g_01536
OG0000947	Prbc.g_00715	Prau.g_01537
OG0000948	Prbc.g_00716	Prau.g_01538
OG0000949	Prbc.g_00717	Prau.g_01539
OG0000950	Prbc.g_00718	Prau.g_01540
OG0000951	Prbc.g_00719	Prau.g_01541
OG0000952	Prbc.g_00720	Prau.g_01542
OG0000953	Prbc.g_00721	Prau.g_01543
OG0000954	Prbc.g_00722	Prau.g_01544
OG0000955	Prbc.g_00723	Prau.g_01545
OG0000956	Prbc.g_00724	Prau.g_01546
OG0000957	Prbc.g_01521	Prau.g_01547
OG0000958	Prbc.g_00725	Prau.g_01548
OG0000959	Prbc.g_00726	Prau.g_01549
OG0000960	Prbc.g_00727	Prau.g_01550
OG0000961	Prbc.g_00730	Prau.g_01554
OG0000962	Prbc.g_00731	Prau.g_01555
OG0000963	Prbc.g_00732	Prau.g_01556
OG0000964	Prbc.g_00734	Prau.g_01558
OG0000965	Prbc.g_00735	Prau.g_01559
OG0000966	Prbc.g_00736	Prau.g_01560
OG0000967	Prbc.g_00737	Prau.g_01561
OG0000968	Prbc.g_00738	Prau.g_01562
OG0000969	Prbc.g_00739	Prau.g_01563
OG0000970	Prbc.g_00740	Prau.g_01564
OG0000971	Prbc.g_00741	Prau.g_01565
OG0000972	Prbc.g_00742	Prau.g_01566
OG0000973	Prbc.g_00743	Prau.g_01567
OG0000974	Prbc.g_00745	Prau.g_01569
OG0000975	Prbc.g_00751	Prau.g_01572
OG0000976	Prbc.g_00754	Prau.g_01574
OG0000977	Prbc.g_00755	Prau.g_01575
OG0000978	Prbc.g_00756	Prau.g_01576
OG0000979	Prbc.g_00758	Prau.g_01578
OG0000980	Prbc.g_00759	Prau.g_01579
OG0000981	Prbc.g_00760	Prau.g_01580
OG0000982	Prbc.g_00761	Prau.g_01581
OG0000983	Prbc.g_00763	Prau.g_01583
OG0000984	Prbc.g_00764	Prau.g_01584
OG0000985	Prbc.g_00765	Prau.g_01585
OG0000986	Prbc.g_00766	Prau.g_01586
OG0000987	Prbc.g_00767	Prau.g_01587
OG0000988	Prbc.g_00768	Prau.g_01588
OG0000989	Prbc.g_00769	Prau.g_01589
OG0000990	Prbc.g_00770	Prau.g_01590
OG0000991	Prbc.g_00771	Prau.g_01591
OG0000992	Prbc.g_00772	Prau.g_01592
OG0000993	Prbc.g_00773	Prau.g_01593
OG0000994	Prbc.g_00774	Prau.g_01594
OG0000995	Prbc.g_00775	Prau.g_01595
OG0000996	Prbc.g_00776	Prau.g_01596
OG0000997	Prbc.g_00777	Prau.g_01597
OG0000998	Prbc.g_00778	Prau.g_01598
OG0000999	Prbc.g_00779	Prau.g_01599
OG0001000	Prbc.g_00780	Prau.g_01600
OG0001001	Prbc.g_00782	Prau.g_01602
OG0001002	Prbc.g_00783	Prau.g_01603
OG0001003	Prbc.g_00784	Prau.g_01604
OG0001004	Prbc.g_00785	Prau.g_01605
OG0001005	Prbc.g_00787	Prau.g_01606
OG0001006	Prbc.g_00788	Prau.g_01607
OG0001007	Prbc.g_00789	Prau.g_01608
OG0001008	Prbc.g_00791	Prau.g_01610
OG0001009	Prbc.g_00792	Prau.g_01611
OG0001010	Prbc.g_01485	Prau.g_01619
OG0001011	Prbc.g_00677	Prau.g_01626
OG0001012	Prbc.g_01874	Prau.g_01652
OG0001013	Prbc.g_00827	Prau.g_01726
OG0001014	Prbc.g_00828	Prau.g_01727
OG0001015	Prbc.g_00833	Prau.g_01733
OG0001016	Prbc.g_00834	Prau.g_01734
OG0001017	Prbc.g_00835	Prau.g_01735
OG0001018	Prbc.g_00836	Prau.g_01736
OG0001019	Prbc.g_00837	Prau.g_01738
OG0001020	Prbc.g_00838	Prau.g_01739
OG0001021	Prbc.g_00839	Prau.g_01740
OG0001022	Prbc.g_00840	Prau.g_01741
OG0001023	Prbc.g_00841	Prau.g_01742
OG0001024	Prbc.g_00842	Prau.g_01743
OG0001025	Prbc.g_00843	Prau.g_01744
OG0001026	Prbc.g_00844	Prau.g_01746
OG0001027	Prbc.g_00845	Prau.g_01747
OG0001028	Prbc.g_00846	Prau.g_01748
OG0001029	Prbc.g_00847	Prau.g_01749
OG0001030	Prbc.g_00848	Prau.g_01750
OG0001031	Prbc.g_00849	Prau.g_01751
OG0001032	Prbc.g_00850	Prau.g_01752
OG0001033	Prbc.g_00851	Prau.g_01753
OG0001034	Prbc.g_00852	Prau.g_01754
OG0001035	Prbc.g_00854	Prau.g_01756
OG0001036	Prbc.g_00855	Prau.g_01757
OG0001037	Prbc.g_00856	Prau.g_01758
OG0001038	Prbc.g_00857	Prau.g_01759
OG0001039	Prbc.g_00858	Prau.g_01760
OG0001040	Prbc.g_00860	Prau.g_01761
OG0001041	Prbc.g_00861	Prau.g_01762
OG0001042	Prbc.g_00862	Prau.g_01763
OG0001043	Prbc.g_00863	Prau.g_01764
OG0001044	Prbc.g_00864	Prau.g_01765
OG0001045	Prbc.g_00865	Prau.g_01766
OG0001046	Prbc.g_00866	Prau.g_01767
OG0001047	Prbc.g_00868	Prau.g_01770
OG0001048	Prbc.g_00870	Prau.g_01772
OG0001049	Prbc.g_00871	Prau.g_01773
OG0001050	Prbc.g_00872	Prau.g_01774
OG0001051	Prbc.g_00873	Prau.g_01775
OG0001052	Prbc.g_00874	Prau.g_01776
OG0001053	Prbc.g_00876	Prau.g_01777
OG0001054	Prbc.g_00878	Prau.g_01779
OG0001055	Prbc.g_00879	Prau.g_01780
OG0001056	Prbc.g_00880	Prau.g_01781
OG0001057	Prbc.g_00881	Prau.g_01782
OG0001058	Prbc.g_00882	Prau.g_01783
OG0001059	Prbc.g_00883	Prau.g_01784
OG0001060	Prbc.g_00884	Prau.g_01785
OG0001061	Prbc.g_00885	Prau.g_01786
OG0001062	Prbc.g_00886	Prau.g_01787
OG0001063	Prbc.g_00887	Prau.g_01788
OG0001064	Prbc.g_00889	Prau.g_01790
OG0001065	Prbc.g_00933	Prau.g_01794
OG0001066	Prbc.g_00935	Prau.g_01795
OG0001067	Prbc.g_00936	Prau.g_01796
OG0001068	Prbc.g_00938	Prau.g_01798
OG0001069	Prbc.g_00939	Prau.g_01799
OG0001070	Prbc.g_00940	Prau.g_01800
OG0001071	Prbc.g_00941	Prau.g_01801
OG0001072	Prbc.g_00942	Prau.g_01802
OG0001073	Prbc.g_00943	Prau.g_01803
OG0001074	Prbc.g_00944	Prau.g_01804
OG0001075	Prbc.g_00945	Prau.g_01805
OG0001076	Prbc.g_00946	Prau.g_01806
OG0001077	Prbc.g_00947	Prau.g_01807
OG0001078	Prbc.g_00948	Prau.g_01808
OG0001079	Prbc.g_00949	Prau.g_01809
OG0001080	Prbc.g_00950	Prau.g_01810
OG0001081	Prbc.g_00960	Prau.g_01813
OG0001082	Prbc.g_00959	Prau.g_01814
OG0001083	Prbc.g_00955	Prau.g_01815
OG0001084	Prbc.g_00957	Prau.g_01817
OG0001085	Prbc.g_00958	Prau.g_01818
OG0001086	Prbc.g_00953	Prau.g_01819
OG0001087	Prbc.g_00952	Prau.g_01820
OG0001088	Prbc.g_00951	Prau.g_01821
OG0001089	Prbc.g_00327	Prau.g_01827
OG0001090	Prbc.g_00325	Prau.g_01829
OG0001091	Prbc.g_00324	Prau.g_01830
OG0001092	Prbc.g_00323	Prau.g_01831
OG0001093	Prbc.g_00322	Prau.g_01832
OG0001094	Prbc.g_00321	Prau.g_01833
OG0001095	Prbc.g_00320	Prau.g_01834
OG0001096	Prbc.g_00319	Prau.g_01835
OG0001097	Prbc.g_00318	Prau.g_01836
OG0001098	Prbc.g_00317	Prau.g_01837
OG0001099	Prbc.g_00316	Prau.g_01838
OG0001100	Prbc.g_00315	Prau.g_01839
OG0001101	Prbc.g_00314	Prau.g_01840
