Orthogroup	Prbc	Praz
OG0000548	Prbc.g_01702	Praz.g_01705
OG0000549	Prbc.g_01703	Praz.g_01704
OG0000550	Prbc.g_01704	Praz.g_01703
OG0000551	Prbc.g_01705	Praz.g_01702
OG0000552	Prbc.g_01706	Praz.g_01701
OG0000553	Prbc.g_01707	Praz.g_01700
OG0000554	Prbc.g_01708	Praz.g_01699
OG0000555	Prbc.g_01709	Praz.g_01698
OG0000556	Prbc.g_01710	Praz.g_01697
OG0000557	Prbc.g_01711	Praz.g_01696
OG0000558	Prbc.g_01712	Praz.g_01695
OG0000559	Prbc.g_01713	Praz.g_01694
OG0000560	Prbc.g_01715	Praz.g_01692
OG0000561	Prbc.g_01716	Praz.g_01691
OG0000562	Prbc.g_01717	Praz.g_01690
OG0000563	Prbc.g_01718	Praz.g_01689
OG0000564	Prbc.g_01719	Praz.g_01688
OG0000565	Prbc.g_01720	Praz.g_01687
OG0000566	Prbc.g_01721	Praz.g_01686
OG0000567	Prbc.g_01722	Praz.g_01685
OG0000568	Prbc.g_01723	Praz.g_01684
OG0000569	Prbc.g_01724	Praz.g_01683
OG0000570	Prbc.g_01725	Praz.g_01682
OG0000571	Prbc.g_01726	Praz.g_01681
OG0000572	Prbc.g_01727	Praz.g_01680
OG0000573	Prbc.g_01730	Praz.g_01677
OG0000574	Prbc.g_01731	Praz.g_01676
OG0000575	Prbc.g_01732	Praz.g_01675
OG0000576	Prbc.g_01733	Praz.g_01674
OG0000577	Prbc.g_01734	Praz.g_01673
OG0000578	Prbc.g_01735	Praz.g_01672
OG0000579	Prbc.g_01736	Praz.g_01671
OG0000580	Prbc.g_01737	Praz.g_01670
OG0000581	Prbc.g_01738	Praz.g_01669
OG0000582	Prbc.g_01739	Praz.g_01668
OG0000583	Prbc.g_01740	Praz.g_01667
OG0000584	Prbc.g_01742	Praz.g_01666
OG0000585	Prbc.g_01743	Praz.g_01665
OG0000586	Prbc.g_01745	Praz.g_01663
OG0000587	Prbc.g_01746	Praz.g_01662
OG0000588	Prbc.g_01749	Praz.g_01660
OG0000589	Prbc.g_01750	Praz.g_01659
OG0000590	Prbc.g_01752	Praz.g_01657
OG0000591	Prbc.g_01760	Praz.g_01651
OG0000592	Prbc.g_01761	Praz.g_01650
OG0000593	Prbc.g_01762	Praz.g_01649
OG0000594	Prbc.g_01765	Praz.g_01647
OG0000595	Prbc.g_01766	Praz.g_01646
OG0000596	Prbc.g_01767	Praz.g_01645
OG0000597	Prbc.g_01769	Praz.g_01643
OG0000598	Prbc.g_01770	Praz.g_01642
OG0000599	Prbc.g_01771	Praz.g_01641
OG0000600	Prbc.g_01772	Praz.g_01640
OG0000601	Prbc.g_01775	Praz.g_01638
OG0000602	Prbc.g_01776	Praz.g_01637
OG0000603	Prbc.g_01777	Praz.g_01636
OG0000604	Prbc.g_01381	Praz.g_01635
OG0000605	Prbc.g_01778	Praz.g_01634
OG0000606	Prbc.g_01779	Praz.g_01633
OG0000607	Prbc.g_01781	Praz.g_01631
OG0000608	Prbc.g_01782	Praz.g_01630
OG0000609	Prbc.g_01055	Praz.g_01626
OG0000610	Prbc.g_01290	Praz.g_01625
OG0000611	Prbc.g_01788	Praz.g_01606
OG0000612	Prbc.g_01789	Praz.g_01605
OG0000613	Prbc.g_01790	Praz.g_01604
OG0000614	Prbc.g_01791	Praz.g_01603
OG0000615	Prbc.g_01793	Praz.g_01601
OG0000616	Prbc.g_01794	Praz.g_01600
OG0000617	Prbc.g_01795	Praz.g_01599
OG0000618	Prbc.g_01796	Praz.g_01598
OG0000619	Prbc.g_01797	Praz.g_01597
OG0000620	Prbc.g_01798	Praz.g_01596
OG0000621	Prbc.g_01799	Praz.g_01595
OG0000622	Prbc.g_01800	Praz.g_01594
OG0000623	Prbc.g_01801	Praz.g_01593
OG0000624	Prbc.g_01803	Praz.g_01592
OG0000625	Prbc.g_01804	Praz.g_01591
OG0000626	Prbc.g_01805	Praz.g_01590
OG0000627	Prbc.g_01807	Praz.g_01589
OG0000628	Prbc.g_01808	Praz.g_01588
OG0000629	Prbc.g_01809	Praz.g_01587
OG0000630	Prbc.g_01810	Praz.g_01586
OG0000631	Prbc.g_01812	Praz.g_01584
OG0000632	Prbc.g_00598	Praz.g_01571
OG0000633	Prbc.g_00521	Praz.g_01567
OG0000634	Prbc.g_02142	Praz.g_01554
OG0000635	Prbc.g_02028	Praz.g_01547
OG0000636	Prbc.g_02027	Praz.g_01546
OG0000637	Prbc.g_02026	Praz.g_01545
OG0000638	Prbc.g_01230	Praz.g_01534
OG0000639	Prbc.g_02003	Praz.g_01525
OG0000640	Prbc.g_02005	Praz.g_01523
OG0000641	Prbc.g_02007	Praz.g_01521
OG0000642	Prbc.g_02008	Praz.g_01520
OG0000643	Prbc.g_02009	Praz.g_01519
OG0000644	Prbc.g_01852	Praz.g_01518
OG0000645	Prbc.g_01853	Praz.g_01517
OG0000646	Prbc.g_01854	Praz.g_01516
OG0000647	Prbc.g_01855	Praz.g_01515
OG0000648	Prbc.g_01857	Praz.g_01513
OG0000649	Prbc.g_01858	Praz.g_01512
OG0000650	Prbc.g_01859	Praz.g_01511
OG0000651	Prbc.g_01860	Praz.g_01510
OG0000652	Prbc.g_01861	Praz.g_01509
OG0000653	Prbc.g_01862	Praz.g_01508
OG0000654	Prbc.g_01864	Praz.g_01506
OG0000655	Prbc.g_01866	Praz.g_01504
OG0000656	Prbc.g_01867	Praz.g_01503
OG0000657	Prbc.g_01868	Praz.g_01502
OG0000658	Prbc.g_01869	Praz.g_01501
OG0000659	Prbc.g_01870	Praz.g_01500
OG0000660	Prbc.g_01871	Praz.g_01499
OG0000661	Prbc.g_01873	Praz.g_01498
OG0000662	Prbc.g_01875	Praz.g_01497
OG0000663	Prbc.g_01876	Praz.g_01496
OG0000664	Prbc.g_01877	Praz.g_01495
OG0000665	Prbc.g_01878	Praz.g_01494
OG0000666	Prbc.g_01879	Praz.g_01493
OG0000667	Prbc.g_01880	Praz.g_01492
OG0000668	Prbc.g_01881	Praz.g_01491
OG0000669	Prbc.g_01883	Praz.g_01489
OG0000670	Prbc.g_01884	Praz.g_01488
OG0000671	Prbc.g_01885	Praz.g_01487
OG0000672	Prbc.g_01886	Praz.g_01486
OG0000673	Prbc.g_01887	Praz.g_01485
OG0000674	Prbc.g_01888	Praz.g_01484
OG0000675	Prbc.g_01890	Praz.g_01482
OG0000676	Prbc.g_01891	Praz.g_01481
OG0000677	Prbc.g_01893	Praz.g_01478
OG0000678	Prbc.g_01895	Praz.g_01476
OG0000679	Prbc.g_01897	Praz.g_01475
OG0000680	Prbc.g_01898	Praz.g_01474
OG0000681	Prbc.g_01899	Praz.g_01473
OG0000682	Prbc.g_01900	Praz.g_01472
OG0000683	Prbc.g_01903	Praz.g_01470
OG0000684	Prbc.g_01904	Praz.g_01469
OG0000685	Prbc.g_01905	Praz.g_01468
OG0000686	Prbc.g_01906	Praz.g_01467
OG0000687	Prbc.g_01907	Praz.g_01466
OG0000688	Prbc.g_01908	Praz.g_01465
OG0000689	Prbc.g_01909	Praz.g_01464
OG0000690	Prbc.g_01910	Praz.g_01463
OG0000691	Prbc.g_01911	Praz.g_01462
OG0000692	Prbc.g_01913	Praz.g_01460
OG0000693	Prbc.g_01914	Praz.g_01459
OG0000694	Prbc.g_01915	Praz.g_01458
OG0000695	Prbc.g_01916	Praz.g_01457
OG0000696	Prbc.g_01917	Praz.g_01456
OG0000697	Prbc.g_01919	Praz.g_01454
OG0000698	Prbc.g_01923	Praz.g_01452
OG0000699	Prbc.g_01924	Praz.g_01451
OG0000700	Prbc.g_01959	Praz.g_01424
OG0000701	Prbc.g_01962	Praz.g_01420
OG0000702	Prbc.g_01967	Praz.g_01417
OG0000703	Prbc.g_01969	Praz.g_01416
OG0000704	Prbc.g_01970	Praz.g_01415
OG0000705	Prbc.g_01971	Praz.g_01414
OG0000706	Prbc.g_01972	Praz.g_01413
OG0000707	Prbc.g_01974	Praz.g_01411
OG0000708	Prbc.g_01975	Praz.g_01410
OG0000709	Prbc.g_01977	Praz.g_01408
OG0000710	Prbc.g_01978	Praz.g_01407
OG0000711	Prbc.g_01979	Praz.g_01406
OG0000712	Prbc.g_01980	Praz.g_01405
OG0000713	Prbc.g_01981	Praz.g_01404
OG0000714	Prbc.g_01983	Praz.g_01402
OG0000715	Prbc.g_01984	Praz.g_01401
OG0000716	Prbc.g_01987	Praz.g_01399
OG0000717	Prbc.g_01988	Praz.g_01398
OG0000718	Prbc.g_01989	Praz.g_01397
OG0000719	Prbc.g_01991	Praz.g_01395
OG0000720	Prbc.g_01992	Praz.g_01394
OG0000721	Prbc.g_01995	Praz.g_01392
OG0000722	Prbc.g_01996	Praz.g_01391
OG0000723	Prbc.g_01997	Praz.g_01390
OG0000724	Prbc.g_01837	Praz.g_01388
OG0000725	Prbc.g_01838	Praz.g_01387
OG0000726	Prbc.g_01839	Praz.g_01386
OG0000727	Prbc.g_01840	Praz.g_01385
OG0000728	Prbc.g_01841	Praz.g_01384
OG0000729	Prbc.g_01842	Praz.g_01383
OG0000730	Prbc.g_01843	Praz.g_01382
OG0000731	Prbc.g_01844	Praz.g_01381
OG0000732	Prbc.g_01845	Praz.g_01380
OG0000733	Prbc.g_01846	Praz.g_01379
OG0000734	Prbc.g_01847	Praz.g_01378
OG0000735	Prbc.g_01849	Praz.g_01376
OG0000736	Prbc.g_01850	Praz.g_01375
OG0000737	Prbc.g_01851	Praz.g_01374
OG0000738	Prbc.g_02010	Praz.g_01373
OG0000739	Prbc.g_02011	Praz.g_01372
OG0000740	Prbc.g_02012	Praz.g_01371
OG0000741	Prbc.g_02013	Praz.g_01370
OG0000742	Prbc.g_02015	Praz.g_01368
OG0000743	Prbc.g_02016	Praz.g_01367
OG0000744	Prbc.g_02017	Praz.g_01366
OG0000745	Prbc.g_02018	Praz.g_01365
OG0000746	Prbc.g_02019	Praz.g_01364
OG0000747	Prbc.g_02020	Praz.g_01363
OG0000748	Prbc.g_02021	Praz.g_01362
OG0000749	Prbc.g_02022	Praz.g_01361
OG0000750	Prbc.g_02023	Praz.g_01360
OG0000751	Prbc.g_02024	Praz.g_01359
OG0000752	Prbc.g_01936	Praz.g_01358
OG0000753	Prbc.g_02029	Praz.g_01356
OG0000754	Prbc.g_02030	Praz.g_01355
OG0000755	Prbc.g_02031	Praz.g_01354
OG0000756	Prbc.g_02033	Praz.g_01353
OG0000757	Prbc.g_02034	Praz.g_01352
OG0000758	Prbc.g_02035	Praz.g_01351
OG0000759	Prbc.g_02037	Praz.g_01349
OG0000760	Prbc.g_02038	Praz.g_01348
OG0000761	Prbc.g_02039	Praz.g_01347
OG0000762	Prbc.g_02041	Praz.g_01345
OG0000763	Prbc.g_02042	Praz.g_01344
OG0000764	Prbc.g_02043	Praz.g_01343
OG0000765	Prbc.g_02044	Praz.g_01342
OG0000766	Prbc.g_02045	Praz.g_01341
OG0000767	Prbc.g_02047	Praz.g_01339
OG0000768	Prbc.g_02048	Praz.g_01338
OG0000769	Prbc.g_02049	Praz.g_01337
OG0000770	Prbc.g_02050	Praz.g_01336
OG0000771	Prbc.g_02051	Praz.g_01335
OG0000772	Prbc.g_02190	Praz.g_01334
OG0000773	Prbc.g_02052	Praz.g_01333
OG0000774	Prbc.g_02053	Praz.g_01332
OG0000775	Prbc.g_02054	Praz.g_01331
OG0000776	Prbc.g_02055	Praz.g_01329
OG0000777	Prbc.g_02057	Praz.g_01327
OG0000778	Prbc.g_02058	Praz.g_01326
OG0000779	Prbc.g_02059	Praz.g_01325
OG0000780	Prbc.g_02061	Praz.g_01323
OG0000781	Prbc.g_02062	Praz.g_01321
OG0000782	Prbc.g_02063	Praz.g_01320
OG0000783	Prbc.g_02079	Praz.g_01308
OG0000784	Prbc.g_02080	Praz.g_01306
OG0000785	Prbc.g_02081	Praz.g_01305
OG0000786	Prbc.g_02082	Praz.g_01304
OG0000787	Prbc.g_02083	Praz.g_01303
OG0000788	Prbc.g_02088	Praz.g_01299
OG0000789	Prbc.g_02091	Praz.g_01297
OG0000790	Prbc.g_01935	Praz.g_01296
OG0000791	Prbc.g_02092	Praz.g_01294
OG0000792	Prbc.g_02093	Praz.g_01293
OG0000793	Prbc.g_02094	Praz.g_01292
OG0000794	Prbc.g_02097	Praz.g_01290
OG0000795	Prbc.g_02101	Praz.g_01287
OG0000796	Prbc.g_02102	Praz.g_01286
OG0000797	Prbc.g_02105	Praz.g_01284
OG0000798	Prbc.g_02106	Praz.g_01283
OG0000799	Prbc.g_02107	Praz.g_01282
OG0000800	Prbc.g_02108	Praz.g_01281
OG0000801	Prbc.g_02111	Praz.g_00064
OG0000802	Prbc.g_02112	Praz.g_00065
OG0000803	Prbc.g_01934	Praz.g_00067
OG0000804	Prbc.g_01933	Praz.g_00068
OG0000805	Prbc.g_01932	Praz.g_00069
OG0000806	Prbc.g_01930	Praz.g_00071
OG0000807	Prbc.g_01941	Praz.g_00096
OG0000808	Prbc.g_02152	Praz.g_00105
OG0000809	Prbc.g_02133	Praz.g_00108
OG0000810	Prbc.g_00804	Praz.g_00109
OG0000811	Prbc.g_00201	Praz.g_00116
OG0000812	Prbc.g_01244	Praz.g_00060
OG0000813	Prbc.g_01252	Praz.g_00056
OG0000814	Prbc.g_00801	Praz.g_00054
OG0000815	Prbc.g_02128	Praz.g_00040
OG0000816	Prbc.g_00897	Praz.g_00024
OG0000817	Prbc.g_00898	Praz.g_00023
OG0000818	Prbc.g_02170	Praz.g_00018
OG0000819	Prbc.g_01468	Praz.g_00011
OG0000820	Prbc.g_01462	Praz.g_00007
OG0000821	Prbc.g_01460	Praz.g_00005
OG0000822	Prbc.g_01459	Praz.g_00004
OG0000823	Prbc.g_01458	Praz.g_00003
OG0000824	Prbc.g_01457	Praz.g_00002
OG0000825	Prbc.g_01456	Praz.g_00001
OG0000826	Prbc.g_01455	Praz.g_00763
OG0000827	Prbc.g_01454	Praz.g_00762
OG0000828	Prbc.g_01453	Praz.g_00761
OG0000829	Prbc.g_01452	Praz.g_00760
OG0000830	Prbc.g_01450	Praz.g_00759
OG0000831	Prbc.g_01447	Praz.g_00756
OG0000832	Prbc.g_01445	Praz.g_00754
OG0000833	Prbc.g_01444	Praz.g_00753
OG0000834	Prbc.g_01442	Praz.g_00751
OG0000835	Prbc.g_01441	Praz.g_00750
OG0000836	Prbc.g_01440	Praz.g_00749
OG0000837	Prbc.g_01437	Praz.g_00747
OG0000838	Prbc.g_01436	Praz.g_00746
OG0000839	Prbc.g_01435	Praz.g_00745
OG0000840	Prbc.g_01434	Praz.g_00744
OG0000841	Prbc.g_01433	Praz.g_00743
OG0000842	Prbc.g_01431	Praz.g_00742
OG0000843	Prbc.g_01430	Praz.g_00741
OG0000844	Prbc.g_01429	Praz.g_00740
OG0000845	Prbc.g_01428	Praz.g_00739
OG0000846	Prbc.g_01426	Praz.g_00736
OG0000847	Prbc.g_01424	Praz.g_00734
OG0000848	Prbc.g_01422	Praz.g_00733
OG0000849	Prbc.g_01421	Praz.g_00732
OG0000850	Prbc.g_01420	Praz.g_00731
OG0000851	Prbc.g_01418	Praz.g_00730
OG0000852	Prbc.g_01416	Praz.g_00728
OG0000853	Prbc.g_01414	Praz.g_00727
OG0000854	Prbc.g_01412	Praz.g_00725
OG0000855	Prbc.g_01411	Praz.g_00724
OG0000856	Prbc.g_01410	Praz.g_00723
OG0000857	Prbc.g_01409	Praz.g_00722
OG0000858	Prbc.g_01408	Praz.g_00721
OG0000859	Prbc.g_01407	Praz.g_00720
OG0000860	Prbc.g_01406	Praz.g_00719
OG0000861	Prbc.g_01405	Praz.g_00718
OG0000862	Prbc.g_01404	Praz.g_00717
OG0000863	Prbc.g_01403	Praz.g_00716
OG0000864	Prbc.g_01402	Praz.g_00715
OG0000865	Prbc.g_01401	Praz.g_00714
OG0000866	Prbc.g_01400	Praz.g_00713
OG0000867	Prbc.g_01399	Praz.g_00712
OG0000868	Prbc.g_01398	Praz.g_00711
OG0000869	Prbc.g_01396	Praz.g_00709
OG0000870	Prbc.g_01395	Praz.g_00708
OG0000871	Prbc.g_01394	Praz.g_00706
OG0000872	Prbc.g_01393	Praz.g_00705
OG0000873	Prbc.g_01392	Praz.g_00703
OG0000874	Prbc.g_01391	Praz.g_00702
OG0000875	Prbc.g_01390	Praz.g_00701
OG0000876	Prbc.g_01389	Praz.g_00700
OG0000877	Prbc.g_01388	Praz.g_00698
OG0000878	Prbc.g_01320	Praz.g_01205
OG0000879	Prbc.g_00555	Praz.g_01191
OG0000880	Prbc.g_00556	Praz.g_01190
OG0000881	Prbc.g_00557	Praz.g_01189
OG0000882	Prbc.g_00558	Praz.g_01188
OG0000883	Prbc.g_00560	Praz.g_01187
OG0000884	Prbc.g_00561	Praz.g_01185
OG0000885	Prbc.g_00562	Praz.g_01184
OG0000886	Prbc.g_00563	Praz.g_01183
OG0000887	Prbc.g_00564	Praz.g_01182
OG0000888	Prbc.g_00565	Praz.g_01181
OG0000889	Prbc.g_00568	Praz.g_01178
OG0000890	Prbc.g_00569	Praz.g_01177
OG0000891	Prbc.g_00570	Praz.g_01176
OG0000892	Prbc.g_00571	Praz.g_01174
OG0000893	Prbc.g_00572	Praz.g_01173
OG0000894	Prbc.g_00573	Praz.g_01172
OG0000895	Prbc.g_00574	Praz.g_01171
OG0000896	Prbc.g_00575	Praz.g_01170
OG0000897	Prbc.g_00576	Praz.g_01169
OG0000898	Prbc.g_00579	Praz.g_01167
OG0000899	Prbc.g_00580	Praz.g_01166
OG0000900	Prbc.g_00585	Praz.g_01157
OG0000901	Prbc.g_00589	Praz.g_01153
OG0000902	Prbc.g_01820	Praz.g_01152
OG0000903	Prbc.g_01470	Praz.g_01151
OG0000904	Prbc.g_02100	Praz.g_01149
OG0000905	Prbc.g_00810	Praz.g_01147
OG0000906	Prbc.g_00655	Praz.g_01145
OG0000907	Prbc.g_01921	Praz.g_01144
OG0000908	Prbc.g_00138	Praz.g_01141
OG0000909	Prbc.g_00659	Praz.g_01137
OG0000910	Prbc.g_00660	Praz.g_01136
OG0000911	Prbc.g_00661	Praz.g_01135
OG0000912	Prbc.g_00662	Praz.g_01134
OG0000913	Prbc.g_00663	Praz.g_01133
OG0000914	Prbc.g_00664	Praz.g_01132
OG0000915	Prbc.g_00665	Praz.g_01131
OG0000916	Prbc.g_00666	Praz.g_01130
OG0000917	Prbc.g_00667	Praz.g_01129
OG0000918	Prbc.g_00668	Praz.g_01128
OG0000919	Prbc.g_00669	Praz.g_01127
OG0000920	Prbc.g_00670	Praz.g_01126
OG0000921	Prbc.g_00671	Praz.g_01125
OG0000922	Prbc.g_00672	Praz.g_01124
OG0000923	Prbc.g_00673	Praz.g_01123
OG0000924	Prbc.g_00674	Praz.g_01122
OG0000925	Prbc.g_00675	Praz.g_01121
OG0000926	Prbc.g_00228	Praz.g_01097
OG0000927	Prbc.g_00690	Praz.g_01059
OG0000928	Prbc.g_00691	Praz.g_01058
OG0000929	Prbc.g_00692	Praz.g_01057
OG0000930	Prbc.g_00693	Praz.g_01056
OG0000931	Prbc.g_00694	Praz.g_01055
OG0000932	Prbc.g_00696	Praz.g_01053
OG0000933	Prbc.g_00697	Praz.g_01052
OG0000934	Prbc.g_00698	Praz.g_01051
OG0000935	Prbc.g_00699	Praz.g_01050
OG0000936	Prbc.g_00700	Praz.g_01049
OG0000937	Prbc.g_00701	Praz.g_01048
OG0000938	Prbc.g_00702	Praz.g_01047
OG0000939	Prbc.g_00703	Praz.g_01046
OG0000940	Prbc.g_00705	Praz.g_01045
OG0000941	Prbc.g_00707	Praz.g_01043
OG0000942	Prbc.g_00708	Praz.g_01042
OG0000943	Prbc.g_00711	Praz.g_01039
OG0000944	Prbc.g_00712	Praz.g_01038
OG0000945	Prbc.g_00713	Praz.g_01037
OG0000946	Prbc.g_00714	Praz.g_01036
OG0000947	Prbc.g_00715	Praz.g_01035
OG0000948	Prbc.g_00716	Praz.g_01034
OG0000949	Prbc.g_00717	Praz.g_01033
OG0000950	Prbc.g_00718	Praz.g_01032
OG0000951	Prbc.g_00719	Praz.g_01031
OG0000952	Prbc.g_00720	Praz.g_01030
OG0000953	Prbc.g_00721	Praz.g_01029
OG0000954	Prbc.g_00722	Praz.g_01028
OG0000955	Prbc.g_00723	Praz.g_01027
OG0000956	Prbc.g_00724	Praz.g_01026
OG0000957	Prbc.g_01521	Praz.g_01025
OG0000958	Prbc.g_00725	Praz.g_01024
OG0000959	Prbc.g_00726	Praz.g_01023
OG0000960	Prbc.g_00727	Praz.g_01022
OG0000961	Prbc.g_00730	Praz.g_01018
OG0000962	Prbc.g_00731	Praz.g_01017
OG0000963	Prbc.g_00732	Praz.g_01016
OG0000964	Prbc.g_00734	Praz.g_01014
OG0000965	Prbc.g_00735	Praz.g_01013
OG0000966	Prbc.g_00736	Praz.g_01012
OG0000967	Prbc.g_00737	Praz.g_01011
OG0000968	Prbc.g_00738	Praz.g_01010
OG0000969	Prbc.g_00739	Praz.g_01009
OG0000970	Prbc.g_00740	Praz.g_01008
OG0000971	Prbc.g_00741	Praz.g_01007
OG0000972	Prbc.g_00742	Praz.g_01006
OG0000973	Prbc.g_00743	Praz.g_01005
OG0000974	Prbc.g_00745	Praz.g_01003
OG0000975	Prbc.g_00751	Praz.g_01000
OG0000976	Prbc.g_00754	Praz.g_00998
OG0000977	Prbc.g_00755	Praz.g_00997
OG0000978	Prbc.g_00756	Praz.g_00996
OG0000979	Prbc.g_00758	Praz.g_00994
OG0000980	Prbc.g_00759	Praz.g_00993
OG0000981	Prbc.g_00760	Praz.g_00992
OG0000982	Prbc.g_00761	Praz.g_00991
OG0000983	Prbc.g_00763	Praz.g_00989
OG0000984	Prbc.g_00764	Praz.g_00988
OG0000985	Prbc.g_00765	Praz.g_00987
OG0000986	Prbc.g_00766	Praz.g_00986
OG0000987	Prbc.g_00767	Praz.g_00985
OG0000988	Prbc.g_00768	Praz.g_00984
OG0000989	Prbc.g_00769	Praz.g_00983
OG0000990	Prbc.g_00770	Praz.g_00982
OG0000991	Prbc.g_00771	Praz.g_00981
OG0000992	Prbc.g_00772	Praz.g_00980
OG0000993	Prbc.g_00773	Praz.g_00979
OG0000994	Prbc.g_00774	Praz.g_00978
OG0000995	Prbc.g_00775	Praz.g_00977
OG0000996	Prbc.g_00776	Praz.g_00976
OG0000997	Prbc.g_00777	Praz.g_00975
OG0000998	Prbc.g_00778	Praz.g_00974
OG0000999	Prbc.g_00779	Praz.g_00973
OG0001000	Prbc.g_00780	Praz.g_00972
OG0001001	Prbc.g_00782	Praz.g_00970
OG0001002	Prbc.g_00783	Praz.g_00969
OG0001003	Prbc.g_00784	Praz.g_00968
OG0001004	Prbc.g_00785	Praz.g_00967
OG0001005	Prbc.g_00787	Praz.g_00966
OG0001006	Prbc.g_00788	Praz.g_00965
OG0001007	Prbc.g_00789	Praz.g_00964
OG0001008	Prbc.g_00791	Praz.g_00962
OG0001009	Prbc.g_00792	Praz.g_00961
OG0001010	Prbc.g_01485	Praz.g_00953
OG0001011	Prbc.g_00677	Praz.g_00946
OG0001012	Prbc.g_01874	Praz.g_00918
OG0001013	Prbc.g_00827	Praz.g_00883
OG0001014	Prbc.g_00828	Praz.g_00882
OG0001015	Prbc.g_00833	Praz.g_00876
OG0001016	Prbc.g_00834	Praz.g_00875
OG0001017	Prbc.g_00835	Praz.g_00874
OG0001018	Prbc.g_00836	Praz.g_00873
OG0001019	Prbc.g_00837	Praz.g_00871
OG0001020	Prbc.g_00838	Praz.g_00870
OG0001021	Prbc.g_00839	Praz.g_00869
OG0001022	Prbc.g_00840	Praz.g_00868
OG0001023	Prbc.g_00841	Praz.g_00867
OG0001024	Prbc.g_00842	Praz.g_00866
OG0001025	Prbc.g_00843	Praz.g_00865
OG0001026	Prbc.g_00844	Praz.g_00863
OG0001027	Prbc.g_00845	Praz.g_00862
OG0001028	Prbc.g_00846	Praz.g_00861
OG0001029	Prbc.g_00847	Praz.g_00860
OG0001030	Prbc.g_00848	Praz.g_00859
OG0001031	Prbc.g_00849	Praz.g_00858
OG0001032	Prbc.g_00850	Praz.g_00857
OG0001033	Prbc.g_00851	Praz.g_00856
OG0001034	Prbc.g_00852	Praz.g_00855
OG0001035	Prbc.g_00854	Praz.g_00853
OG0001036	Prbc.g_00855	Praz.g_00852
OG0001037	Prbc.g_00856	Praz.g_00851
OG0001038	Prbc.g_00857	Praz.g_00850
OG0001039	Prbc.g_00858	Praz.g_00849
OG0001040	Prbc.g_00860	Praz.g_00848
OG0001041	Prbc.g_00861	Praz.g_00847
OG0001042	Prbc.g_00862	Praz.g_00846
OG0001043	Prbc.g_00863	Praz.g_00845
OG0001044	Prbc.g_00864	Praz.g_00844
OG0001045	Prbc.g_00865	Praz.g_00843
OG0001046	Prbc.g_00866	Praz.g_00842
OG0001047	Prbc.g_00868	Praz.g_00839
OG0001048	Prbc.g_00870	Praz.g_00837
OG0001049	Prbc.g_00871	Praz.g_00836
OG0001050	Prbc.g_00872	Praz.g_00835
OG0001051	Prbc.g_00873	Praz.g_00834
OG0001052	Prbc.g_00874	Praz.g_00833
OG0001053	Prbc.g_00876	Praz.g_00831
OG0001054	Prbc.g_00878	Praz.g_00830
OG0001055	Prbc.g_00879	Praz.g_00829
OG0001056	Prbc.g_00880	Praz.g_00828
OG0001057	Prbc.g_00881	Praz.g_00827
OG0001058	Prbc.g_00882	Praz.g_00826
OG0001059	Prbc.g_00883	Praz.g_00825
OG0001060	Prbc.g_00884	Praz.g_00824
OG0001061	Prbc.g_00885	Praz.g_00823
OG0001062	Prbc.g_00886	Praz.g_00822
OG0001063	Prbc.g_00887	Praz.g_00821
OG0001064	Prbc.g_00889	Praz.g_00340
OG0001065	Prbc.g_00933	Praz.g_00335
OG0001066	Prbc.g_00935	Praz.g_00334
OG0001067	Prbc.g_00936	Praz.g_00333
OG0001068	Prbc.g_00938	Praz.g_00331
OG0001069	Prbc.g_00939	Praz.g_00330
OG0001070	Prbc.g_00940	Praz.g_00329
OG0001071	Prbc.g_00941	Praz.g_00328
OG0001072	Prbc.g_00942	Praz.g_00327
OG0001073	Prbc.g_00943	Praz.g_00326
OG0001074	Prbc.g_00944	Praz.g_00325
OG0001075	Prbc.g_00945	Praz.g_00324
OG0001076	Prbc.g_00946	Praz.g_00323
OG0001077	Prbc.g_00947	Praz.g_00322
OG0001078	Prbc.g_00948	Praz.g_00321
OG0001079	Prbc.g_00949	Praz.g_00320
OG0001080	Prbc.g_00950	Praz.g_00319
OG0001081	Prbc.g_00960	Praz.g_00316
OG0001082	Prbc.g_00959	Praz.g_00315
OG0001083	Prbc.g_00955	Praz.g_00314
OG0001084	Prbc.g_00957	Praz.g_00312
OG0001085	Prbc.g_00958	Praz.g_00311
OG0001086	Prbc.g_00953	Praz.g_00310
OG0001087	Prbc.g_00952	Praz.g_00309
OG0001088	Prbc.g_00951	Praz.g_00308
OG0001089	Prbc.g_00327	Praz.g_00305
OG0001090	Prbc.g_00325	Praz.g_00303
OG0001091	Prbc.g_00324	Praz.g_00302
OG0001092	Prbc.g_00323	Praz.g_00301
OG0001093	Prbc.g_00322	Praz.g_00300
OG0001094	Prbc.g_00321	Praz.g_00299
OG0001095	Prbc.g_00320	Praz.g_00298
OG0001096	Prbc.g_00319	Praz.g_00297
OG0001097	Prbc.g_00318	Praz.g_00296
OG0001098	Prbc.g_00317	Praz.g_00295
OG0001099	Prbc.g_00316	Praz.g_00294
OG0001100	Prbc.g_00315	Praz.g_00293
OG0001101	Prbc.g_00314	Praz.g_00292
OG0001102	Prbc.g_00313	Praz.g_00291
OG0001103	Prbc.g_00312	Praz.g_00290
OG0001104	Prbc.g_00311	Praz.g_00289
OG0001105	Prbc.g_00310	Praz.g_00288
OG0001106	Prbc.g_00309	Praz.g_00287
