Orthogroup	Prbc	Prax
OG0000554	Prbc.g_01708	Prax.g_00090
OG0000555	Prbc.g_01709	Prax.g_00091
OG0000556	Prbc.g_01710	Prax.g_00092
OG0000557	Prbc.g_01711	Prax.g_00093
OG0000558	Prbc.g_01712	Prax.g_00094
OG0000559	Prbc.g_01713	Prax.g_00095
OG0000560	Prbc.g_01715	Prax.g_00097
OG0000561	Prbc.g_01716	Prax.g_00098
OG0000562	Prbc.g_01717	Prax.g_00099
OG0000563	Prbc.g_01718	Prax.g_00100
OG0000564	Prbc.g_01719	Prax.g_00101
OG0000565	Prbc.g_01720	Prax.g_00102
OG0000566	Prbc.g_01721	Prax.g_00103
OG0000567	Prbc.g_01722	Prax.g_00104
OG0000568	Prbc.g_01723	Prax.g_00105
OG0000569	Prbc.g_01724	Prax.g_00106
OG0000570	Prbc.g_01725	Prax.g_00107
OG0000571	Prbc.g_01726	Prax.g_00108
OG0000572	Prbc.g_01727	Prax.g_00109
OG0000573	Prbc.g_01730	Prax.g_00112
OG0000574	Prbc.g_01731	Prax.g_00113
OG0000575	Prbc.g_01732	Prax.g_00114
OG0000576	Prbc.g_01733	Prax.g_00115
OG0000577	Prbc.g_01734	Prax.g_00116
OG0000578	Prbc.g_01735	Prax.g_00117
OG0000579	Prbc.g_01736	Prax.g_00118
OG0000580	Prbc.g_01737	Prax.g_00119
OG0000581	Prbc.g_01738	Prax.g_00120
OG0000582	Prbc.g_01739	Prax.g_00121
OG0000583	Prbc.g_01740	Prax.g_00122
OG0000584	Prbc.g_01742	Prax.g_00123
OG0000585	Prbc.g_01743	Prax.g_00977
OG0000586	Prbc.g_01745	Prax.g_00975
OG0000587	Prbc.g_01746	Prax.g_00974
OG0000588	Prbc.g_01749	Prax.g_00972
OG0000589	Prbc.g_01750	Prax.g_00971
OG0000590	Prbc.g_01752	Prax.g_00969
OG0000591	Prbc.g_01760	Prax.g_00963
OG0000592	Prbc.g_01761	Prax.g_00962
OG0000593	Prbc.g_01762	Prax.g_00961
OG0000594	Prbc.g_01765	Prax.g_00959
OG0000595	Prbc.g_01766	Prax.g_00958
OG0000596	Prbc.g_01767	Prax.g_00957
OG0000597	Prbc.g_01769	Prax.g_00955
OG0000598	Prbc.g_01770	Prax.g_00954
OG0000599	Prbc.g_01771	Prax.g_00953
OG0000600	Prbc.g_01772	Prax.g_00952
OG0000601	Prbc.g_01775	Prax.g_00950
OG0000602	Prbc.g_01776	Prax.g_00949
OG0000603	Prbc.g_01777	Prax.g_00948
OG0000604	Prbc.g_01381	Prax.g_00947
OG0000605	Prbc.g_01778	Prax.g_00946
OG0000606	Prbc.g_01779	Prax.g_00945
OG0000607	Prbc.g_01781	Prax.g_00943
OG0000608	Prbc.g_01782	Prax.g_00942
OG0000609	Prbc.g_01055	Prax.g_00938
OG0000610	Prbc.g_01290	Prax.g_00937
OG0000611	Prbc.g_01788	Prax.g_00484
OG0000612	Prbc.g_01789	Prax.g_00483
OG0000613	Prbc.g_01790	Prax.g_00482
OG0000614	Prbc.g_01791	Prax.g_00481
OG0000615	Prbc.g_01793	Prax.g_00479
OG0000616	Prbc.g_01794	Prax.g_00478
OG0000617	Prbc.g_01795	Prax.g_00477
OG0000618	Prbc.g_01796	Prax.g_00476
OG0000619	Prbc.g_01797	Prax.g_00475
OG0000620	Prbc.g_01798	Prax.g_00474
OG0000621	Prbc.g_01799	Prax.g_00473
OG0000622	Prbc.g_01800	Prax.g_00472
OG0000623	Prbc.g_01801	Prax.g_00471
OG0000624	Prbc.g_01803	Prax.g_00470
OG0000625	Prbc.g_01804	Prax.g_00469
OG0000626	Prbc.g_01805	Prax.g_00468
OG0000627	Prbc.g_01807	Prax.g_00467
OG0000628	Prbc.g_01808	Prax.g_00466
OG0000629	Prbc.g_01809	Prax.g_00465
OG0000630	Prbc.g_01810	Prax.g_00464
OG0000631	Prbc.g_01812	Prax.g_00462
OG0000632	Prbc.g_00598	Prax.g_00432
OG0000633	Prbc.g_00521	Prax.g_00428
OG0000634	Prbc.g_02142	Prax.g_00413
OG0000635	Prbc.g_02028	Prax.g_00409
OG0000636	Prbc.g_02027	Prax.g_00408
OG0000637	Prbc.g_02026	Prax.g_00407
OG0000638	Prbc.g_01230	Prax.g_00395
OG0000639	Prbc.g_02003	Prax.g_00386
OG0000640	Prbc.g_02005	Prax.g_00384
OG0000641	Prbc.g_02007	Prax.g_00382
OG0000642	Prbc.g_02008	Prax.g_00381
OG0000643	Prbc.g_02009	Prax.g_00380
OG0000644	Prbc.g_01852	Prax.g_00379
OG0000645	Prbc.g_01853	Prax.g_00378
OG0000646	Prbc.g_01854	Prax.g_00377
OG0000647	Prbc.g_01855	Prax.g_00376
OG0000648	Prbc.g_01857	Prax.g_00374
OG0000649	Prbc.g_01858	Prax.g_00373
OG0000650	Prbc.g_01859	Prax.g_00372
OG0000651	Prbc.g_01860	Prax.g_00371
OG0000652	Prbc.g_01861	Prax.g_00370
OG0000653	Prbc.g_01862	Prax.g_00369
OG0000654	Prbc.g_01864	Prax.g_00367
OG0000655	Prbc.g_01866	Prax.g_00365
OG0000656	Prbc.g_01867	Prax.g_00364
OG0000657	Prbc.g_01868	Prax.g_00363
OG0000658	Prbc.g_01869	Prax.g_00362
OG0000659	Prbc.g_01870	Prax.g_00361
OG0000660	Prbc.g_01871	Prax.g_00360
OG0000661	Prbc.g_01873	Prax.g_00359
OG0000662	Prbc.g_01875	Prax.g_00358
OG0000663	Prbc.g_01876	Prax.g_00357
OG0000664	Prbc.g_01877	Prax.g_00356
OG0000665	Prbc.g_01878	Prax.g_00355
OG0000666	Prbc.g_01879	Prax.g_00354
OG0000667	Prbc.g_01880	Prax.g_00353
OG0000668	Prbc.g_01881	Prax.g_00352
OG0000669	Prbc.g_01883	Prax.g_00350
OG0000670	Prbc.g_01884	Prax.g_00349
OG0000671	Prbc.g_01885	Prax.g_00348
OG0000672	Prbc.g_01886	Prax.g_00347
OG0000673	Prbc.g_01887	Prax.g_00346
OG0000674	Prbc.g_01888	Prax.g_00345
OG0000675	Prbc.g_01890	Prax.g_00343
OG0000676	Prbc.g_01891	Prax.g_00342
OG0000677	Prbc.g_01893	Prax.g_00339
OG0000678	Prbc.g_01895	Prax.g_00337
OG0000679	Prbc.g_01897	Prax.g_00336
OG0000680	Prbc.g_01898	Prax.g_00335
OG0000681	Prbc.g_01899	Prax.g_00334
OG0000682	Prbc.g_01900	Prax.g_00333
OG0000683	Prbc.g_01903	Prax.g_00331
OG0000684	Prbc.g_01904	Prax.g_00330
OG0000685	Prbc.g_01905	Prax.g_00329
OG0000686	Prbc.g_01906	Prax.g_00328
OG0000687	Prbc.g_01907	Prax.g_00327
OG0000688	Prbc.g_01908	Prax.g_00326
OG0000689	Prbc.g_01909	Prax.g_00325
OG0000690	Prbc.g_01910	Prax.g_00324
OG0000691	Prbc.g_01911	Prax.g_00323
OG0000692	Prbc.g_01913	Prax.g_00321
OG0000693	Prbc.g_01914	Prax.g_00320
OG0000694	Prbc.g_01915	Prax.g_00319
OG0000695	Prbc.g_01916	Prax.g_00318
OG0000696	Prbc.g_01917	Prax.g_00317
OG0000697	Prbc.g_01919	Prax.g_00315
OG0000698	Prbc.g_01923	Prax.g_00313
OG0000699	Prbc.g_01924	Prax.g_00312
OG0000700	Prbc.g_01959	Prax.g_00546
OG0000701	Prbc.g_01962	Prax.g_00550
OG0000702	Prbc.g_01967	Prax.g_00553
OG0000703	Prbc.g_01969	Prax.g_00554
OG0000704	Prbc.g_01970	Prax.g_00555
OG0000705	Prbc.g_01971	Prax.g_00556
OG0000706	Prbc.g_01972	Prax.g_00557
OG0000707	Prbc.g_01974	Prax.g_00558
OG0000708	Prbc.g_01975	Prax.g_00559
OG0000709	Prbc.g_01977	Prax.g_00561
OG0000710	Prbc.g_01978	Prax.g_00562
OG0000711	Prbc.g_01979	Prax.g_00563
OG0000712	Prbc.g_01980	Prax.g_00564
OG0000713	Prbc.g_01981	Prax.g_00565
OG0000714	Prbc.g_01983	Prax.g_00567
OG0000715	Prbc.g_01984	Prax.g_00568
OG0000716	Prbc.g_01987	Prax.g_00570
OG0000717	Prbc.g_01988	Prax.g_00571
OG0000718	Prbc.g_01989	Prax.g_00572
OG0000719	Prbc.g_01991	Prax.g_00574
OG0000720	Prbc.g_01992	Prax.g_00575
OG0000721	Prbc.g_01995	Prax.g_00578
OG0000722	Prbc.g_01996	Prax.g_00579
OG0000723	Prbc.g_01997	Prax.g_00580
OG0000724	Prbc.g_01837	Prax.g_00582
OG0000725	Prbc.g_01838	Prax.g_00583
OG0000726	Prbc.g_01839	Prax.g_00584
OG0000727	Prbc.g_01840	Prax.g_00585
OG0000728	Prbc.g_01841	Prax.g_00586
OG0000729	Prbc.g_01842	Prax.g_00587
OG0000730	Prbc.g_01843	Prax.g_00588
OG0000731	Prbc.g_01844	Prax.g_00589
OG0000732	Prbc.g_01845	Prax.g_00590
OG0000733	Prbc.g_01846	Prax.g_00591
OG0000734	Prbc.g_01847	Prax.g_00592
OG0000735	Prbc.g_01849	Prax.g_00594
OG0000736	Prbc.g_01850	Prax.g_00595
OG0000737	Prbc.g_01851	Prax.g_00596
OG0000738	Prbc.g_02010	Prax.g_00597
OG0000739	Prbc.g_02011	Prax.g_00598
OG0000740	Prbc.g_02012	Prax.g_00599
OG0000741	Prbc.g_02013	Prax.g_00600
OG0000742	Prbc.g_02015	Prax.g_00602
OG0000743	Prbc.g_02016	Prax.g_00603
OG0000744	Prbc.g_02017	Prax.g_00604
OG0000745	Prbc.g_02018	Prax.g_00605
OG0000746	Prbc.g_02019	Prax.g_00606
OG0000747	Prbc.g_02020	Prax.g_00607
OG0000748	Prbc.g_02021	Prax.g_00608
OG0000749	Prbc.g_02022	Prax.g_00609
OG0000750	Prbc.g_02023	Prax.g_00610
OG0000751	Prbc.g_02024	Prax.g_00611
OG0000752	Prbc.g_01936	Prax.g_00612
OG0000753	Prbc.g_02029	Prax.g_00614
OG0000754	Prbc.g_02030	Prax.g_00615
OG0000755	Prbc.g_02031	Prax.g_00616
OG0000756	Prbc.g_02033	Prax.g_00617
OG0000757	Prbc.g_02034	Prax.g_00618
OG0000758	Prbc.g_02035	Prax.g_00619
OG0000759	Prbc.g_02037	Prax.g_01130
OG0000760	Prbc.g_02038	Prax.g_01131
OG0000761	Prbc.g_02039	Prax.g_01132
OG0000762	Prbc.g_02041	Prax.g_01134
OG0000763	Prbc.g_02042	Prax.g_01135
OG0000764	Prbc.g_02043	Prax.g_01136
OG0000765	Prbc.g_02044	Prax.g_01137
OG0000766	Prbc.g_02045	Prax.g_01138
OG0000767	Prbc.g_02047	Prax.g_01140
OG0000768	Prbc.g_02048	Prax.g_01141
OG0000769	Prbc.g_02049	Prax.g_01142
OG0000770	Prbc.g_02050	Prax.g_01143
OG0000771	Prbc.g_02051	Prax.g_01144
OG0000772	Prbc.g_02190	Prax.g_01145
OG0000773	Prbc.g_02052	Prax.g_01146
OG0000774	Prbc.g_02053	Prax.g_01147
OG0000775	Prbc.g_02054	Prax.g_01148
OG0000776	Prbc.g_02055	Prax.g_01150
OG0000777	Prbc.g_02057	Prax.g_01152
OG0000778	Prbc.g_02058	Prax.g_01153
OG0000779	Prbc.g_02059	Prax.g_01154
OG0000780	Prbc.g_02061	Prax.g_01156
OG0000781	Prbc.g_02062	Prax.g_01158
OG0000782	Prbc.g_02063	Prax.g_01159
OG0000783	Prbc.g_02079	Prax.g_01173
OG0000784	Prbc.g_02080	Prax.g_01175
OG0000785	Prbc.g_02081	Prax.g_01176
OG0000786	Prbc.g_02082	Prax.g_01177
OG0000787	Prbc.g_02083	Prax.g_01178
OG0000788	Prbc.g_02088	Prax.g_01182
OG0000789	Prbc.g_02091	Prax.g_01184
OG0000790	Prbc.g_01935	Prax.g_01185
OG0000791	Prbc.g_02092	Prax.g_01186
OG0000792	Prbc.g_02093	Prax.g_01187
OG0000793	Prbc.g_02094	Prax.g_01188
OG0000794	Prbc.g_02097	Prax.g_01190
OG0000795	Prbc.g_02101	Prax.g_01193
OG0000796	Prbc.g_02102	Prax.g_01194
OG0000797	Prbc.g_02105	Prax.g_01196
OG0000798	Prbc.g_02106	Prax.g_01197
OG0000799	Prbc.g_02107	Prax.g_01198
OG0000800	Prbc.g_02108	Prax.g_01199
OG0000801	Prbc.g_02111	Prax.g_01202
OG0000802	Prbc.g_02112	Prax.g_01203
OG0000803	Prbc.g_01934	Prax.g_01205
OG0000804	Prbc.g_01933	Prax.g_01206
OG0000805	Prbc.g_01932	Prax.g_01207
OG0000806	Prbc.g_01930	Prax.g_01209
OG0000807	Prbc.g_01941	Prax.g_01235
OG0000808	Prbc.g_02152	Prax.g_01245
OG0000809	Prbc.g_02133	Prax.g_01248
OG0000810	Prbc.g_00804	Prax.g_01249
OG0000811	Prbc.g_00201	Prax.g_01256
OG0000812	Prbc.g_01244	Prax.g_00126
OG0000813	Prbc.g_01252	Prax.g_00130
OG0000814	Prbc.g_00801	Prax.g_00132
OG0000815	Prbc.g_02128	Prax.g_00146
OG0000816	Prbc.g_00897	Prax.g_00162
OG0000817	Prbc.g_00898	Prax.g_00163
OG0000818	Prbc.g_02170	Prax.g_00168
OG0000819	Prbc.g_01468	Prax.g_00181
OG0000820	Prbc.g_01462	Prax.g_00185
OG0000821	Prbc.g_01460	Prax.g_00187
OG0000822	Prbc.g_01459	Prax.g_00188
OG0000823	Prbc.g_01458	Prax.g_00189
OG0000824	Prbc.g_01457	Prax.g_00190
OG0000825	Prbc.g_01456	Prax.g_00191
OG0000826	Prbc.g_01455	Prax.g_00192
OG0000827	Prbc.g_01454	Prax.g_00193
OG0000828	Prbc.g_01453	Prax.g_00194
OG0000829	Prbc.g_01452	Prax.g_00195
OG0000830	Prbc.g_01450	Prax.g_00196
OG0000831	Prbc.g_01447	Prax.g_00199
OG0000832	Prbc.g_01445	Prax.g_00201
OG0000833	Prbc.g_01444	Prax.g_00202
OG0000834	Prbc.g_01442	Prax.g_00203
OG0000835	Prbc.g_01441	Prax.g_00204
OG0000836	Prbc.g_01440	Prax.g_00205
OG0000837	Prbc.g_01437	Prax.g_00207
OG0000838	Prbc.g_01436	Prax.g_00208
OG0000839	Prbc.g_01435	Prax.g_00209
OG0000840	Prbc.g_01434	Prax.g_00210
OG0000841	Prbc.g_01433	Prax.g_00211
OG0000842	Prbc.g_01431	Prax.g_00212
OG0000843	Prbc.g_01430	Prax.g_00213
OG0000844	Prbc.g_01429	Prax.g_00214
OG0000845	Prbc.g_01428	Prax.g_00215
OG0000846	Prbc.g_01426	Prax.g_00218
OG0000847	Prbc.g_01424	Prax.g_00220
OG0000848	Prbc.g_01422	Prax.g_00221
OG0000849	Prbc.g_01421	Prax.g_00222
OG0000850	Prbc.g_01420	Prax.g_00223
OG0000851	Prbc.g_01418	Prax.g_00224
OG0000852	Prbc.g_01416	Prax.g_00226
OG0000853	Prbc.g_01414	Prax.g_00227
OG0000854	Prbc.g_01412	Prax.g_00229
OG0000855	Prbc.g_01411	Prax.g_00230
OG0000856	Prbc.g_01410	Prax.g_00231
OG0000857	Prbc.g_01409	Prax.g_00232
OG0000858	Prbc.g_01408	Prax.g_00233
OG0000859	Prbc.g_01407	Prax.g_00234
OG0000860	Prbc.g_01406	Prax.g_00235
OG0000861	Prbc.g_01405	Prax.g_00236
OG0000862	Prbc.g_01404	Prax.g_00237
OG0000863	Prbc.g_01403	Prax.g_00238
OG0000864	Prbc.g_01402	Prax.g_00239
OG0000865	Prbc.g_01401	Prax.g_00240
OG0000866	Prbc.g_01400	Prax.g_00241
OG0000867	Prbc.g_01399	Prax.g_00242
OG0000868	Prbc.g_01398	Prax.g_00243
OG0000869	Prbc.g_01396	Prax.g_00245
OG0000870	Prbc.g_01395	Prax.g_00246
OG0000871	Prbc.g_01394	Prax.g_00248
OG0000872	Prbc.g_01393	Prax.g_00249
OG0000873	Prbc.g_01392	Prax.g_00251
OG0000874	Prbc.g_01391	Prax.g_00252
OG0000875	Prbc.g_01390	Prax.g_00253
OG0000876	Prbc.g_01389	Prax.g_00254
OG0000877	Prbc.g_01388	Prax.g_00256
OG0000878	Prbc.g_01320	Prax.g_01928
OG0000879	Prbc.g_00555	Prax.g_01910
OG0000880	Prbc.g_00556	Prax.g_01909
OG0000881	Prbc.g_00557	Prax.g_01908
OG0000882	Prbc.g_00558	Prax.g_01907
OG0000883	Prbc.g_00560	Prax.g_01906
OG0000884	Prbc.g_00561	Prax.g_01904
OG0000885	Prbc.g_00562	Prax.g_01903
OG0000886	Prbc.g_00563	Prax.g_01902
OG0000887	Prbc.g_00564	Prax.g_01901
OG0000888	Prbc.g_00565	Prax.g_01900
OG0000889	Prbc.g_00568	Prax.g_01897
OG0000890	Prbc.g_00569	Prax.g_01896
OG0000891	Prbc.g_00570	Prax.g_01895
OG0000892	Prbc.g_00571	Prax.g_01893
OG0000893	Prbc.g_00572	Prax.g_01892
OG0000894	Prbc.g_00573	Prax.g_01891
OG0000895	Prbc.g_00574	Prax.g_01890
OG0000896	Prbc.g_00575	Prax.g_01889
OG0000897	Prbc.g_00576	Prax.g_01888
OG0000898	Prbc.g_00579	Prax.g_01886
OG0000899	Prbc.g_00580	Prax.g_01885
OG0000900	Prbc.g_00585	Prax.g_01881
OG0000901	Prbc.g_00589	Prax.g_01877
OG0000902	Prbc.g_01820	Prax.g_01876
OG0000903	Prbc.g_01470	Prax.g_01875
OG0000904	Prbc.g_02100	Prax.g_01873
OG0000905	Prbc.g_00810	Prax.g_01871
OG0000906	Prbc.g_00655	Prax.g_01869
OG0000907	Prbc.g_01921	Prax.g_01868
OG0000908	Prbc.g_00138	Prax.g_01865
OG0000909	Prbc.g_00659	Prax.g_01861
OG0000910	Prbc.g_00660	Prax.g_01860
OG0000911	Prbc.g_00661	Prax.g_01859
OG0000912	Prbc.g_00662	Prax.g_01858
OG0000913	Prbc.g_00663	Prax.g_01857
OG0000914	Prbc.g_00664	Prax.g_01856
OG0000915	Prbc.g_00665	Prax.g_01855
OG0000916	Prbc.g_00666	Prax.g_01854
OG0000917	Prbc.g_00667	Prax.g_01853
OG0000918	Prbc.g_00668	Prax.g_01852
OG0000919	Prbc.g_00669	Prax.g_01851
OG0000920	Prbc.g_00670	Prax.g_01850
OG0000921	Prbc.g_00671	Prax.g_01849
OG0000922	Prbc.g_00672	Prax.g_01848
OG0000923	Prbc.g_00673	Prax.g_01847
OG0000924	Prbc.g_00674	Prax.g_01846
OG0000925	Prbc.g_00675	Prax.g_01845
OG0000926	Prbc.g_00228	Prax.g_01780
OG0000927	Prbc.g_00690	Prax.g_01751
OG0000928	Prbc.g_00691	Prax.g_01750
OG0000929	Prbc.g_00692	Prax.g_01749
OG0000930	Prbc.g_00693	Prax.g_01748
OG0000931	Prbc.g_00694	Prax.g_01747
OG0000932	Prbc.g_00696	Prax.g_01745
OG0000933	Prbc.g_00697	Prax.g_01744
OG0000934	Prbc.g_00698	Prax.g_01743
OG0000935	Prbc.g_00699	Prax.g_01742
OG0000936	Prbc.g_00700	Prax.g_01741
OG0000937	Prbc.g_00701	Prax.g_01740
OG0000938	Prbc.g_00702	Prax.g_01739
OG0000939	Prbc.g_00703	Prax.g_01738
OG0000940	Prbc.g_00705	Prax.g_01737
OG0000941	Prbc.g_00707	Prax.g_01735
OG0000942	Prbc.g_00708	Prax.g_01734
OG0000943	Prbc.g_00711	Prax.g_01726
OG0000944	Prbc.g_00712	Prax.g_01725
OG0000945	Prbc.g_00713	Prax.g_01724
OG0000946	Prbc.g_00714	Prax.g_01723
OG0000947	Prbc.g_00715	Prax.g_01722
OG0000948	Prbc.g_00716	Prax.g_01721
OG0000949	Prbc.g_00717	Prax.g_01720
OG0000950	Prbc.g_00718	Prax.g_01719
OG0000951	Prbc.g_00719	Prax.g_01718
OG0000952	Prbc.g_00720	Prax.g_01717
OG0000953	Prbc.g_00721	Prax.g_01716
OG0000954	Prbc.g_00722	Prax.g_01715
OG0000955	Prbc.g_00723	Prax.g_01714
OG0000956	Prbc.g_00724	Prax.g_01713
OG0000957	Prbc.g_01521	Prax.g_01712
OG0000958	Prbc.g_00725	Prax.g_01711
OG0000959	Prbc.g_00726	Prax.g_01710
OG0000960	Prbc.g_00727	Prax.g_01709
OG0000961	Prbc.g_00730	Prax.g_01705
OG0000962	Prbc.g_00731	Prax.g_01704
OG0000963	Prbc.g_00732	Prax.g_01703
OG0000964	Prbc.g_00734	Prax.g_01701
OG0000965	Prbc.g_00735	Prax.g_01700
OG0000966	Prbc.g_00736	Prax.g_01699
OG0000967	Prbc.g_00737	Prax.g_01698
OG0000968	Prbc.g_00738	Prax.g_01697
OG0000969	Prbc.g_00739	Prax.g_01696
OG0000970	Prbc.g_00740	Prax.g_01695
OG0000971	Prbc.g_00741	Prax.g_01694
OG0000972	Prbc.g_00742	Prax.g_01693
OG0000973	Prbc.g_00743	Prax.g_01692
OG0000974	Prbc.g_00745	Prax.g_01690
OG0000975	Prbc.g_00751	Prax.g_01687
OG0000976	Prbc.g_00754	Prax.g_01685
OG0000977	Prbc.g_00755	Prax.g_01684
OG0000978	Prbc.g_00756	Prax.g_01683
OG0000979	Prbc.g_00758	Prax.g_01681
OG0000980	Prbc.g_00759	Prax.g_01680
OG0000981	Prbc.g_00760	Prax.g_01679
OG0000982	Prbc.g_00761	Prax.g_01678
OG0000983	Prbc.g_00763	Prax.g_01676
OG0000984	Prbc.g_00764	Prax.g_01675
OG0000985	Prbc.g_00765	Prax.g_01674
OG0000986	Prbc.g_00766	Prax.g_01673
OG0000987	Prbc.g_00767	Prax.g_01672
OG0000988	Prbc.g_00768	Prax.g_01671
OG0000989	Prbc.g_00769	Prax.g_01670
OG0000990	Prbc.g_00770	Prax.g_01669
OG0000991	Prbc.g_00771	Prax.g_01668
OG0000992	Prbc.g_00772	Prax.g_01667
OG0000993	Prbc.g_00773	Prax.g_01666
OG0000994	Prbc.g_00774	Prax.g_01665
OG0000995	Prbc.g_00775	Prax.g_01664
OG0000996	Prbc.g_00776	Prax.g_01663
OG0000997	Prbc.g_00777	Prax.g_01662
OG0000998	Prbc.g_00778	Prax.g_01661
OG0000999	Prbc.g_00779	Prax.g_01660
OG0001000	Prbc.g_00780	Prax.g_01659
OG0001001	Prbc.g_00782	Prax.g_01657
OG0001002	Prbc.g_00783	Prax.g_01656
OG0001003	Prbc.g_00784	Prax.g_01655
OG0001004	Prbc.g_00785	Prax.g_01654
OG0001005	Prbc.g_00787	Prax.g_01653
OG0001006	Prbc.g_00788	Prax.g_01652
OG0001007	Prbc.g_00789	Prax.g_01651
OG0001008	Prbc.g_00791	Prax.g_01649
OG0001009	Prbc.g_00792	Prax.g_01648
OG0001010	Prbc.g_01485	Prax.g_01640
OG0001011	Prbc.g_00677	Prax.g_01633
OG0001012	Prbc.g_01874	Prax.g_01605
OG0001013	Prbc.g_00827	Prax.g_01565
OG0001014	Prbc.g_00828	Prax.g_01564
OG0001015	Prbc.g_00833	Prax.g_01558
OG0001016	Prbc.g_00834	Prax.g_01557
OG0001017	Prbc.g_00835	Prax.g_01556
OG0001018	Prbc.g_00836	Prax.g_01555
OG0001019	Prbc.g_00837	Prax.g_01553
OG0001020	Prbc.g_00838	Prax.g_01552
OG0001021	Prbc.g_00839	Prax.g_01551
OG0001022	Prbc.g_00840	Prax.g_01550
OG0001023	Prbc.g_00841	Prax.g_01549
OG0001024	Prbc.g_00842	Prax.g_01548
OG0001025	Prbc.g_00843	Prax.g_01547
OG0001026	Prbc.g_00844	Prax.g_01545
OG0001027	Prbc.g_00845	Prax.g_01544
OG0001028	Prbc.g_00846	Prax.g_01543
OG0001029	Prbc.g_00847	Prax.g_01542
OG0001030	Prbc.g_00848	Prax.g_01541
OG0001031	Prbc.g_00849	Prax.g_01540
OG0001032	Prbc.g_00850	Prax.g_01539
OG0001033	Prbc.g_00851	Prax.g_01538
OG0001034	Prbc.g_00852	Prax.g_01537
OG0001035	Prbc.g_00854	Prax.g_01535
OG0001036	Prbc.g_00855	Prax.g_01534
OG0001037	Prbc.g_00856	Prax.g_01533
OG0001038	Prbc.g_00857	Prax.g_01532
OG0001039	Prbc.g_00858	Prax.g_01531
OG0001040	Prbc.g_00860	Prax.g_01530
OG0001041	Prbc.g_00861	Prax.g_01529
OG0001042	Prbc.g_00862	Prax.g_01528
OG0001043	Prbc.g_00863	Prax.g_01527
OG0001044	Prbc.g_00864	Prax.g_01526
OG0001045	Prbc.g_00865	Prax.g_01525
OG0001046	Prbc.g_00866	Prax.g_01524
OG0001047	Prbc.g_00868	Prax.g_01521
OG0001048	Prbc.g_00870	Prax.g_01519
OG0001049	Prbc.g_00871	Prax.g_01518
OG0001050	Prbc.g_00872	Prax.g_01517
OG0001051	Prbc.g_00873	Prax.g_01516
OG0001052	Prbc.g_00874	Prax.g_01515
OG0001053	Prbc.g_00876	Prax.g_01513
OG0001054	Prbc.g_00878	Prax.g_01511
OG0001055	Prbc.g_00879	Prax.g_01510
OG0001056	Prbc.g_00880	Prax.g_01509
OG0001057	Prbc.g_00881	Prax.g_01508
OG0001058	Prbc.g_00882	Prax.g_01507
OG0001059	Prbc.g_00883	Prax.g_01506
OG0001060	Prbc.g_00884	Prax.g_01505
OG0001061	Prbc.g_00885	Prax.g_01504
OG0001062	Prbc.g_00886	Prax.g_01503
OG0001063	Prbc.g_00887	Prax.g_01502
OG0001064	Prbc.g_00889	Prax.g_01257
OG0001065	Prbc.g_00933	Prax.g_01262
OG0001066	Prbc.g_00935	Prax.g_01263
OG0001067	Prbc.g_00936	Prax.g_01264
OG0001068	Prbc.g_00938	Prax.g_01266
OG0001069	Prbc.g_00939	Prax.g_01267
OG0001070	Prbc.g_00940	Prax.g_01268
OG0001071	Prbc.g_00941	Prax.g_01269
OG0001072	Prbc.g_00942	Prax.g_01270
OG0001073	Prbc.g_00943	Prax.g_01271
OG0001074	Prbc.g_00944	Prax.g_01272
OG0001075	Prbc.g_00945	Prax.g_01273
OG0001076	Prbc.g_00946	Prax.g_01274
OG0001077	Prbc.g_00947	Prax.g_01275
OG0001078	Prbc.g_00948	Prax.g_01276
OG0001079	Prbc.g_00949	Prax.g_01277
OG0001080	Prbc.g_00950	Prax.g_01278
OG0001081	Prbc.g_00960	Prax.g_01281
OG0001082	Prbc.g_00959	Prax.g_01282
OG0001083	Prbc.g_00955	Prax.g_01283
OG0001084	Prbc.g_00957	Prax.g_01285
OG0001085	Prbc.g_00958	Prax.g_01286
OG0001086	Prbc.g_00953	Prax.g_01287
OG0001087	Prbc.g_00952	Prax.g_01288
OG0001088	Prbc.g_00951	Prax.g_01289
OG0001089	Prbc.g_00327	Prax.g_01296
OG0001090	Prbc.g_00325	Prax.g_01298
OG0001091	Prbc.g_00324	Prax.g_01299
OG0001092	Prbc.g_00323	Prax.g_01300
OG0001093	Prbc.g_00322	Prax.g_01301
OG0001094	Prbc.g_00321	Prax.g_01302
OG0001095	Prbc.g_00320	Prax.g_01303
OG0001096	Prbc.g_00319	Prax.g_01304
OG0001097	Prbc.g_00318	Prax.g_01305
OG0001098	Prbc.g_00317	Prax.g_01306
OG0001099	Prbc.g_00316	Prax.g_01307
OG0001100	Prbc.g_00315	Prax.g_01308
OG0001101	Prbc.g_00314	Prax.g_01309
OG0001102	Prbc.g_00313	Prax.g_01310
OG0001103	Prbc.g_00312	Prax.g_01311
OG0001104	Prbc.g_00311	Prax.g_01312
OG0001105	Prbc.g_00310	Prax.g_01313
OG0001106	Prbc.g_00309	Prax.g_01314
OG0001107	Prbc.g_00308	Prax.g_01315
OG0001108	Prbc.g_00307	Prax.g_01316
OG0001109	Prbc.g_00306	Prax.g_01317
OG0001110	Prbc.g_00305	Prax.g_01318
OG0001111	Prbc.g_00304	Prax.g_01319
OG0001112	Prbc.g_00303	Prax.g_01320
