Orthogroup	Prbc	Prba
OG0000547	Prbc.g_01700	Prba.g_01693
OG0000548	Prbc.g_01702	Prba.g_01692
OG0000549	Prbc.g_01703	Prba.g_01691
OG0000550	Prbc.g_01704	Prba.g_01690
OG0000551	Prbc.g_01705	Prba.g_01689
OG0000552	Prbc.g_01706	Prba.g_01688
OG0000553	Prbc.g_01707	Prba.g_01687
OG0000554	Prbc.g_01708	Prba.g_01686
OG0000555	Prbc.g_01709	Prba.g_01685
OG0000556	Prbc.g_01710	Prba.g_01684
OG0000557	Prbc.g_01711	Prba.g_01683
OG0000558	Prbc.g_01712	Prba.g_01682
OG0000559	Prbc.g_01713	Prba.g_01681
OG0000560	Prbc.g_01715	Prba.g_01679
OG0000561	Prbc.g_01716	Prba.g_01678
OG0000562	Prbc.g_01717	Prba.g_01677
OG0000563	Prbc.g_01718	Prba.g_01676
OG0000564	Prbc.g_01719	Prba.g_01675
OG0000565	Prbc.g_01720	Prba.g_01674
OG0000566	Prbc.g_01721	Prba.g_01673
OG0000567	Prbc.g_01722	Prba.g_01672
OG0000568	Prbc.g_01723	Prba.g_01671
OG0000569	Prbc.g_01724	Prba.g_01670
OG0000570	Prbc.g_01725	Prba.g_01669
OG0000571	Prbc.g_01726	Prba.g_01668
OG0000572	Prbc.g_01727	Prba.g_01667
OG0000573	Prbc.g_01730	Prba.g_01664
OG0000574	Prbc.g_01731	Prba.g_01663
OG0000575	Prbc.g_01732	Prba.g_01662
OG0000576	Prbc.g_01733	Prba.g_01661
OG0000577	Prbc.g_01734	Prba.g_01660
OG0000578	Prbc.g_01735	Prba.g_01659
OG0000579	Prbc.g_01736	Prba.g_01658
OG0000580	Prbc.g_01737	Prba.g_01657
OG0000581	Prbc.g_01738	Prba.g_01656
OG0000582	Prbc.g_01739	Prba.g_01655
OG0000583	Prbc.g_01740	Prba.g_01654
OG0000584	Prbc.g_01742	Prba.g_01653
OG0000585	Prbc.g_01743	Prba.g_01652
OG0000586	Prbc.g_01745	Prba.g_01650
OG0000587	Prbc.g_01746	Prba.g_01649
OG0000588	Prbc.g_01749	Prba.g_01647
OG0000589	Prbc.g_01750	Prba.g_01646
OG0000590	Prbc.g_01752	Prba.g_01644
OG0000591	Prbc.g_01760	Prba.g_01638
OG0000592	Prbc.g_01761	Prba.g_01637
OG0000593	Prbc.g_01762	Prba.g_01636
OG0000594	Prbc.g_01765	Prba.g_01634
OG0000595	Prbc.g_01766	Prba.g_01633
OG0000596	Prbc.g_01767	Prba.g_01632
OG0000597	Prbc.g_01769	Prba.g_01630
OG0000598	Prbc.g_01770	Prba.g_01629
OG0000599	Prbc.g_01771	Prba.g_01628
OG0000600	Prbc.g_01772	Prba.g_01627
OG0000601	Prbc.g_01775	Prba.g_01625
OG0000602	Prbc.g_01776	Prba.g_01624
OG0000603	Prbc.g_01777	Prba.g_01623
OG0000604	Prbc.g_01381	Prba.g_01622
OG0000605	Prbc.g_01778	Prba.g_01621
OG0000606	Prbc.g_01779	Prba.g_01620
OG0000607	Prbc.g_01781	Prba.g_01618
OG0000608	Prbc.g_01782	Prba.g_01617
OG0000609	Prbc.g_01055	Prba.g_01613
OG0000610	Prbc.g_01290	Prba.g_01612
OG0000611	Prbc.g_01788	Prba.g_01593
OG0000612	Prbc.g_01789	Prba.g_01592
OG0000613	Prbc.g_01790	Prba.g_01591
OG0000614	Prbc.g_01791	Prba.g_01590
OG0000615	Prbc.g_01793	Prba.g_01588
OG0000616	Prbc.g_01794	Prba.g_01587
OG0000617	Prbc.g_01795	Prba.g_01586
OG0000618	Prbc.g_01796	Prba.g_01585
OG0000619	Prbc.g_01797	Prba.g_01584
OG0000620	Prbc.g_01798	Prba.g_01583
OG0000621	Prbc.g_01799	Prba.g_01582
OG0000622	Prbc.g_01800	Prba.g_01581
OG0000623	Prbc.g_01801	Prba.g_01580
OG0000624	Prbc.g_01803	Prba.g_01579
OG0000625	Prbc.g_01804	Prba.g_01578
OG0000626	Prbc.g_01805	Prba.g_01577
OG0000627	Prbc.g_01807	Prba.g_01576
OG0000628	Prbc.g_01808	Prba.g_01575
OG0000629	Prbc.g_01809	Prba.g_01574
OG0000630	Prbc.g_01810	Prba.g_01573
OG0000631	Prbc.g_01812	Prba.g_01571
OG0000632	Prbc.g_00598	Prba.g_01558
OG0000633	Prbc.g_00521	Prba.g_01554
OG0000634	Prbc.g_02142	Prba.g_01541
OG0000635	Prbc.g_02028	Prba.g_01534
OG0000636	Prbc.g_02027	Prba.g_01533
OG0000637	Prbc.g_02026	Prba.g_01532
OG0000638	Prbc.g_01230	Prba.g_01521
OG0000639	Prbc.g_02003	Prba.g_01512
OG0000640	Prbc.g_02005	Prba.g_01510
OG0000641	Prbc.g_02007	Prba.g_01508
OG0000642	Prbc.g_02008	Prba.g_01507
OG0000643	Prbc.g_02009	Prba.g_01506
OG0000644	Prbc.g_01852	Prba.g_01505
OG0000645	Prbc.g_01853	Prba.g_01504
OG0000646	Prbc.g_01854	Prba.g_01503
OG0000647	Prbc.g_01855	Prba.g_01502
OG0000648	Prbc.g_01857	Prba.g_01500
OG0000649	Prbc.g_01858	Prba.g_01499
OG0000650	Prbc.g_01859	Prba.g_01498
OG0000651	Prbc.g_01860	Prba.g_01497
OG0000652	Prbc.g_01861	Prba.g_01496
OG0000653	Prbc.g_01862	Prba.g_01495
OG0000654	Prbc.g_01864	Prba.g_01493
OG0000655	Prbc.g_01866	Prba.g_01491
OG0000656	Prbc.g_01867	Prba.g_01490
OG0000657	Prbc.g_01868	Prba.g_01489
OG0000658	Prbc.g_01869	Prba.g_01488
OG0000659	Prbc.g_01870	Prba.g_01487
OG0000660	Prbc.g_01871	Prba.g_01486
OG0000661	Prbc.g_01873	Prba.g_01485
OG0000662	Prbc.g_01875	Prba.g_01484
OG0000663	Prbc.g_01876	Prba.g_01483
OG0000664	Prbc.g_01877	Prba.g_01482
OG0000665	Prbc.g_01878	Prba.g_01481
OG0000666	Prbc.g_01879	Prba.g_01480
OG0000667	Prbc.g_01880	Prba.g_01479
OG0000668	Prbc.g_01881	Prba.g_01478
OG0000669	Prbc.g_01883	Prba.g_01476
OG0000670	Prbc.g_01884	Prba.g_01475
OG0000671	Prbc.g_01885	Prba.g_01474
OG0000672	Prbc.g_01886	Prba.g_01473
OG0000673	Prbc.g_01887	Prba.g_01472
OG0000674	Prbc.g_01888	Prba.g_01471
OG0000675	Prbc.g_01890	Prba.g_01469
OG0000676	Prbc.g_01891	Prba.g_01468
OG0000677	Prbc.g_01893	Prba.g_01465
OG0000678	Prbc.g_01895	Prba.g_01463
OG0000679	Prbc.g_01897	Prba.g_01462
OG0000680	Prbc.g_01898	Prba.g_01461
OG0000681	Prbc.g_01899	Prba.g_01460
OG0000682	Prbc.g_01900	Prba.g_01459
OG0000683	Prbc.g_01903	Prba.g_01457
OG0000684	Prbc.g_01904	Prba.g_01456
OG0000685	Prbc.g_01905	Prba.g_01455
OG0000686	Prbc.g_01906	Prba.g_01454
OG0000687	Prbc.g_01907	Prba.g_01453
OG0000688	Prbc.g_01908	Prba.g_01452
OG0000689	Prbc.g_01909	Prba.g_01451
OG0000690	Prbc.g_01910	Prba.g_01450
OG0000691	Prbc.g_01911	Prba.g_01449
OG0000692	Prbc.g_01913	Prba.g_01447
OG0000693	Prbc.g_01914	Prba.g_01446
OG0000694	Prbc.g_01915	Prba.g_01445
OG0000695	Prbc.g_01916	Prba.g_01444
OG0000696	Prbc.g_01917	Prba.g_01443
OG0000697	Prbc.g_01919	Prba.g_01441
OG0000698	Prbc.g_01923	Prba.g_01439
OG0000699	Prbc.g_01924	Prba.g_01438
OG0000700	Prbc.g_01959	Prba.g_01411
OG0000701	Prbc.g_01962	Prba.g_01407
OG0000702	Prbc.g_01967	Prba.g_01404
OG0000703	Prbc.g_01969	Prba.g_01403
OG0000704	Prbc.g_01970	Prba.g_01402
OG0000705	Prbc.g_01971	Prba.g_01401
OG0000706	Prbc.g_01972	Prba.g_01400
OG0000707	Prbc.g_01974	Prba.g_01398
OG0000708	Prbc.g_01975	Prba.g_01397
OG0000709	Prbc.g_01977	Prba.g_01395
OG0000710	Prbc.g_01978	Prba.g_01394
OG0000711	Prbc.g_01979	Prba.g_01393
OG0000712	Prbc.g_01980	Prba.g_01392
OG0000713	Prbc.g_01981	Prba.g_01391
OG0000714	Prbc.g_01983	Prba.g_01389
OG0000715	Prbc.g_01984	Prba.g_01388
OG0000716	Prbc.g_01987	Prba.g_01386
OG0000717	Prbc.g_01988	Prba.g_01385
OG0000718	Prbc.g_01989	Prba.g_01384
OG0000719	Prbc.g_01991	Prba.g_01382
OG0000720	Prbc.g_01992	Prba.g_01381
OG0000721	Prbc.g_01995	Prba.g_01379
OG0000722	Prbc.g_01996	Prba.g_01378
OG0000723	Prbc.g_01997	Prba.g_01377
OG0000724	Prbc.g_01837	Prba.g_01375
OG0000725	Prbc.g_01838	Prba.g_01374
OG0000726	Prbc.g_01839	Prba.g_01373
OG0000727	Prbc.g_01840	Prba.g_01372
OG0000728	Prbc.g_01841	Prba.g_01371
OG0000729	Prbc.g_01842	Prba.g_01370
OG0000730	Prbc.g_01843	Prba.g_01369
OG0000731	Prbc.g_01844	Prba.g_01368
OG0000732	Prbc.g_01845	Prba.g_01367
OG0000733	Prbc.g_01846	Prba.g_01366
OG0000734	Prbc.g_01847	Prba.g_01365
OG0000735	Prbc.g_01849	Prba.g_01363
OG0000736	Prbc.g_01850	Prba.g_01362
OG0000737	Prbc.g_01851	Prba.g_01361
OG0000738	Prbc.g_02010	Prba.g_01360
OG0000739	Prbc.g_02011	Prba.g_01359
OG0000740	Prbc.g_02012	Prba.g_01358
OG0000741	Prbc.g_02013	Prba.g_01357
OG0000742	Prbc.g_02015	Prba.g_01355
OG0000743	Prbc.g_02016	Prba.g_01354
OG0000744	Prbc.g_02017	Prba.g_01353
OG0000745	Prbc.g_02018	Prba.g_01352
OG0000746	Prbc.g_02019	Prba.g_01351
OG0000747	Prbc.g_02020	Prba.g_01350
OG0000748	Prbc.g_02021	Prba.g_01349
OG0000749	Prbc.g_02022	Prba.g_01348
OG0000750	Prbc.g_02023	Prba.g_01347
OG0000751	Prbc.g_02024	Prba.g_01346
OG0000752	Prbc.g_01936	Prba.g_01345
OG0000753	Prbc.g_02029	Prba.g_01343
OG0000754	Prbc.g_02030	Prba.g_01342
OG0000755	Prbc.g_02031	Prba.g_01341
OG0000756	Prbc.g_02033	Prba.g_01340
OG0000757	Prbc.g_02034	Prba.g_01339
OG0000758	Prbc.g_02035	Prba.g_01338
OG0000759	Prbc.g_02037	Prba.g_01336
OG0000760	Prbc.g_02038	Prba.g_01335
OG0000761	Prbc.g_02039	Prba.g_01334
OG0000762	Prbc.g_02041	Prba.g_01332
OG0000763	Prbc.g_02042	Prba.g_01331
OG0000764	Prbc.g_02043	Prba.g_01330
OG0000765	Prbc.g_02044	Prba.g_01329
OG0000766	Prbc.g_02045	Prba.g_01328
OG0000767	Prbc.g_02047	Prba.g_01326
OG0000768	Prbc.g_02048	Prba.g_01325
OG0000769	Prbc.g_02049	Prba.g_01324
OG0000770	Prbc.g_02050	Prba.g_01323
OG0000771	Prbc.g_02051	Prba.g_01322
OG0000772	Prbc.g_02190	Prba.g_01321
OG0000773	Prbc.g_02052	Prba.g_01320
OG0000774	Prbc.g_02053	Prba.g_01319
OG0000775	Prbc.g_02054	Prba.g_01318
OG0000776	Prbc.g_02055	Prba.g_01316
OG0000777	Prbc.g_02057	Prba.g_01314
OG0000778	Prbc.g_02058	Prba.g_01313
OG0000779	Prbc.g_02059	Prba.g_01312
OG0000780	Prbc.g_02061	Prba.g_01310
OG0000781	Prbc.g_02062	Prba.g_01308
OG0000782	Prbc.g_02063	Prba.g_01307
OG0000783	Prbc.g_02079	Prba.g_01295
OG0000784	Prbc.g_02080	Prba.g_01293
OG0000785	Prbc.g_02081	Prba.g_01292
OG0000786	Prbc.g_02082	Prba.g_01291
OG0000787	Prbc.g_02083	Prba.g_01290
OG0000788	Prbc.g_02088	Prba.g_01286
OG0000789	Prbc.g_02091	Prba.g_01284
OG0000790	Prbc.g_01935	Prba.g_01283
OG0000791	Prbc.g_02092	Prba.g_01282
OG0000792	Prbc.g_02093	Prba.g_01281
OG0000793	Prbc.g_02094	Prba.g_01280
OG0000794	Prbc.g_02097	Prba.g_01278
OG0000795	Prbc.g_02101	Prba.g_01275
OG0000796	Prbc.g_02102	Prba.g_01274
OG0000797	Prbc.g_02105	Prba.g_01272
OG0000798	Prbc.g_02106	Prba.g_01271
OG0000799	Prbc.g_02107	Prba.g_01270
OG0000800	Prbc.g_02108	Prba.g_01269
OG0000801	Prbc.g_02111	Prba.g_01266
OG0000802	Prbc.g_02112	Prba.g_01265
OG0000803	Prbc.g_01934	Prba.g_01263
OG0000804	Prbc.g_01933	Prba.g_01262
OG0000805	Prbc.g_01932	Prba.g_01261
OG0000806	Prbc.g_01930	Prba.g_01259
OG0000807	Prbc.g_01941	Prba.g_01234
OG0000808	Prbc.g_02152	Prba.g_01225
OG0000809	Prbc.g_02133	Prba.g_01222
OG0000810	Prbc.g_00804	Prba.g_01221
OG0000811	Prbc.g_00201	Prba.g_01214
OG0000812	Prbc.g_01244	Prba.g_00749
OG0000813	Prbc.g_01252	Prba.g_00745
OG0000814	Prbc.g_00801	Prba.g_00743
OG0000815	Prbc.g_02128	Prba.g_00729
OG0000816	Prbc.g_00897	Prba.g_00096
OG0000817	Prbc.g_00898	Prba.g_00095
OG0000818	Prbc.g_02170	Prba.g_00090
OG0000819	Prbc.g_01468	Prba.g_00083
OG0000820	Prbc.g_01462	Prba.g_00079
OG0000821	Prbc.g_01460	Prba.g_00077
OG0000822	Prbc.g_01459	Prba.g_00076
OG0000823	Prbc.g_01458	Prba.g_00075
OG0000824	Prbc.g_01457	Prba.g_00074
OG0000825	Prbc.g_01456	Prba.g_00073
OG0000826	Prbc.g_01455	Prba.g_00072
OG0000827	Prbc.g_01454	Prba.g_00071
OG0000828	Prbc.g_01453	Prba.g_00070
OG0000829	Prbc.g_01452	Prba.g_00069
OG0000830	Prbc.g_01450	Prba.g_00068
OG0000831	Prbc.g_01447	Prba.g_00065
OG0000832	Prbc.g_01445	Prba.g_00063
OG0000833	Prbc.g_01444	Prba.g_00062
OG0000834	Prbc.g_01442	Prba.g_00060
OG0000835	Prbc.g_01441	Prba.g_00059
OG0000836	Prbc.g_01440	Prba.g_00058
OG0000837	Prbc.g_01437	Prba.g_00056
OG0000838	Prbc.g_01436	Prba.g_00055
OG0000839	Prbc.g_01435	Prba.g_00054
OG0000840	Prbc.g_01434	Prba.g_00053
OG0000841	Prbc.g_01433	Prba.g_00052
OG0000842	Prbc.g_01431	Prba.g_00051
OG0000843	Prbc.g_01430	Prba.g_00050
OG0000844	Prbc.g_01429	Prba.g_00049
OG0000845	Prbc.g_01428	Prba.g_00048
OG0000846	Prbc.g_01426	Prba.g_00045
OG0000847	Prbc.g_01424	Prba.g_00043
OG0000848	Prbc.g_01422	Prba.g_00042
OG0000849	Prbc.g_01421	Prba.g_00041
OG0000850	Prbc.g_01420	Prba.g_00040
OG0000851	Prbc.g_01418	Prba.g_00039
OG0000852	Prbc.g_01416	Prba.g_00037
OG0000853	Prbc.g_01414	Prba.g_00036
OG0000854	Prbc.g_01412	Prba.g_00034
OG0000855	Prbc.g_01411	Prba.g_00033
OG0000856	Prbc.g_01410	Prba.g_00032
OG0000857	Prbc.g_01409	Prba.g_00031
OG0000858	Prbc.g_01408	Prba.g_00030
OG0000859	Prbc.g_01407	Prba.g_00029
OG0000860	Prbc.g_01406	Prba.g_00028
OG0000861	Prbc.g_01405	Prba.g_00027
OG0000862	Prbc.g_01404	Prba.g_00026
OG0000863	Prbc.g_01403	Prba.g_00025
OG0000864	Prbc.g_01402	Prba.g_00024
OG0000865	Prbc.g_01401	Prba.g_00023
OG0000866	Prbc.g_01400	Prba.g_00022
OG0000867	Prbc.g_01399	Prba.g_00021
OG0000868	Prbc.g_01398	Prba.g_00020
OG0000869	Prbc.g_01396	Prba.g_00018
OG0000870	Prbc.g_01395	Prba.g_00017
OG0000871	Prbc.g_01394	Prba.g_00015
OG0000872	Prbc.g_01393	Prba.g_00014
OG0000873	Prbc.g_01392	Prba.g_00012
OG0000874	Prbc.g_01391	Prba.g_00011
OG0000875	Prbc.g_01390	Prba.g_00010
OG0000876	Prbc.g_01389	Prba.g_00009
OG0000877	Prbc.g_01388	Prba.g_00007
OG0000878	Prbc.g_01320	Prba.g_01167
OG0000879	Prbc.g_00555	Prba.g_01181
OG0000880	Prbc.g_00556	Prba.g_01182
OG0000881	Prbc.g_00557	Prba.g_01183
OG0000882	Prbc.g_00558	Prba.g_01184
OG0000883	Prbc.g_00560	Prba.g_01185
OG0000884	Prbc.g_00561	Prba.g_01187
OG0000885	Prbc.g_00562	Prba.g_01188
OG0000886	Prbc.g_00563	Prba.g_01189
OG0000887	Prbc.g_00564	Prba.g_01190
OG0000888	Prbc.g_00565	Prba.g_01191
OG0000889	Prbc.g_00568	Prba.g_01194
OG0000890	Prbc.g_00569	Prba.g_01195
OG0000891	Prbc.g_00570	Prba.g_01196
OG0000892	Prbc.g_00571	Prba.g_01198
OG0000893	Prbc.g_00572	Prba.g_01199
OG0000894	Prbc.g_00573	Prba.g_01200
OG0000895	Prbc.g_00574	Prba.g_01201
OG0000896	Prbc.g_00575	Prba.g_01202
OG0000897	Prbc.g_00576	Prba.g_01203
OG0000898	Prbc.g_00579	Prba.g_01205
OG0000899	Prbc.g_00580	Prba.g_01206
OG0000900	Prbc.g_00585	Prba.g_00214
OG0000901	Prbc.g_00589	Prba.g_00210
OG0000902	Prbc.g_01820	Prba.g_00209
OG0000903	Prbc.g_01470	Prba.g_00208
OG0000904	Prbc.g_02100	Prba.g_00206
OG0000905	Prbc.g_00810	Prba.g_00204
OG0000906	Prbc.g_00655	Prba.g_00202
OG0000907	Prbc.g_01921	Prba.g_00201
OG0000908	Prbc.g_00138	Prba.g_00198
OG0000909	Prbc.g_00659	Prba.g_00194
OG0000910	Prbc.g_00660	Prba.g_00193
OG0000911	Prbc.g_00661	Prba.g_00192
OG0000912	Prbc.g_00662	Prba.g_00191
OG0000913	Prbc.g_00663	Prba.g_00190
OG0000914	Prbc.g_00664	Prba.g_00189
OG0000915	Prbc.g_00665	Prba.g_00188
OG0000916	Prbc.g_00666	Prba.g_00187
OG0000917	Prbc.g_00667	Prba.g_00186
OG0000918	Prbc.g_00668	Prba.g_00185
OG0000919	Prbc.g_00669	Prba.g_00184
OG0000920	Prbc.g_00670	Prba.g_00183
OG0000921	Prbc.g_00671	Prba.g_00182
OG0000922	Prbc.g_00672	Prba.g_00181
OG0000923	Prbc.g_00673	Prba.g_00180
OG0000924	Prbc.g_00674	Prba.g_00179
OG0000925	Prbc.g_00675	Prba.g_00178
OG0000926	Prbc.g_00228	Prba.g_00154
OG0000927	Prbc.g_00690	Prba.g_00115
OG0000928	Prbc.g_00691	Prba.g_00114
OG0000929	Prbc.g_00692	Prba.g_00113
OG0000930	Prbc.g_00693	Prba.g_00112
OG0000931	Prbc.g_00694	Prba.g_00111
OG0000932	Prbc.g_00696	Prba.g_00109
OG0000933	Prbc.g_00697	Prba.g_00108
OG0000934	Prbc.g_00698	Prba.g_00107
OG0000935	Prbc.g_00699	Prba.g_00106
OG0000936	Prbc.g_00700	Prba.g_00105
OG0000937	Prbc.g_00701	Prba.g_00720
OG0000938	Prbc.g_00702	Prba.g_00719
OG0000939	Prbc.g_00703	Prba.g_00718
OG0000940	Prbc.g_00705	Prba.g_00717
OG0000941	Prbc.g_00707	Prba.g_00715
OG0000942	Prbc.g_00708	Prba.g_00714
OG0000943	Prbc.g_00711	Prba.g_00711
OG0000944	Prbc.g_00712	Prba.g_00710
OG0000945	Prbc.g_00713	Prba.g_00709
OG0000946	Prbc.g_00714	Prba.g_00708
OG0000947	Prbc.g_00715	Prba.g_00707
OG0000948	Prbc.g_00716	Prba.g_00706
OG0000949	Prbc.g_00717	Prba.g_00705
OG0000950	Prbc.g_00718	Prba.g_00704
OG0000951	Prbc.g_00719	Prba.g_00703
OG0000952	Prbc.g_00720	Prba.g_00702
OG0000953	Prbc.g_00721	Prba.g_00701
OG0000954	Prbc.g_00722	Prba.g_00700
OG0000955	Prbc.g_00723	Prba.g_00699
OG0000956	Prbc.g_00724	Prba.g_00698
OG0000957	Prbc.g_01521	Prba.g_00697
OG0000958	Prbc.g_00725	Prba.g_00696
OG0000959	Prbc.g_00726	Prba.g_00695
OG0000960	Prbc.g_00727	Prba.g_00694
OG0000961	Prbc.g_00730	Prba.g_00690
OG0000962	Prbc.g_00731	Prba.g_00689
OG0000963	Prbc.g_00732	Prba.g_00688
OG0000964	Prbc.g_00734	Prba.g_00686
OG0000965	Prbc.g_00735	Prba.g_00685
OG0000966	Prbc.g_00736	Prba.g_00684
OG0000967	Prbc.g_00737	Prba.g_00683
OG0000968	Prbc.g_00738	Prba.g_00682
OG0000969	Prbc.g_00739	Prba.g_00681
OG0000970	Prbc.g_00740	Prba.g_00680
OG0000971	Prbc.g_00741	Prba.g_00679
OG0000972	Prbc.g_00742	Prba.g_00678
OG0000973	Prbc.g_00743	Prba.g_00677
OG0000974	Prbc.g_00745	Prba.g_00350
OG0000975	Prbc.g_00751	Prba.g_00347
OG0000976	Prbc.g_00754	Prba.g_00345
OG0000977	Prbc.g_00755	Prba.g_00344
OG0000978	Prbc.g_00756	Prba.g_00343
OG0000979	Prbc.g_00758	Prba.g_00341
OG0000980	Prbc.g_00759	Prba.g_00340
OG0000981	Prbc.g_00760	Prba.g_00339
OG0000982	Prbc.g_00761	Prba.g_00338
OG0000983	Prbc.g_00763	Prba.g_00336
OG0000984	Prbc.g_00764	Prba.g_00335
OG0000985	Prbc.g_00765	Prba.g_00334
OG0000986	Prbc.g_00766	Prba.g_00333
OG0000987	Prbc.g_00767	Prba.g_00332
OG0000988	Prbc.g_00768	Prba.g_00331
OG0000989	Prbc.g_00769	Prba.g_00330
OG0000990	Prbc.g_00770	Prba.g_00329
OG0000991	Prbc.g_00771	Prba.g_00328
OG0000992	Prbc.g_00772	Prba.g_00327
OG0000993	Prbc.g_00773	Prba.g_00326
OG0000994	Prbc.g_00774	Prba.g_00325
OG0000995	Prbc.g_00775	Prba.g_00324
OG0000996	Prbc.g_00776	Prba.g_00323
OG0000997	Prbc.g_00777	Prba.g_00322
OG0000998	Prbc.g_00778	Prba.g_00321
OG0000999	Prbc.g_00779	Prba.g_00320
OG0001000	Prbc.g_00780	Prba.g_00319
OG0001001	Prbc.g_00782	Prba.g_00317
OG0001002	Prbc.g_00783	Prba.g_00316
OG0001003	Prbc.g_00784	Prba.g_00315
OG0001004	Prbc.g_00785	Prba.g_00314
OG0001005	Prbc.g_00787	Prba.g_00313
OG0001006	Prbc.g_00788	Prba.g_00312
OG0001007	Prbc.g_00789	Prba.g_00311
OG0001008	Prbc.g_00791	Prba.g_00309
OG0001009	Prbc.g_00792	Prba.g_00308
OG0001010	Prbc.g_01485	Prba.g_00300
OG0001011	Prbc.g_00677	Prba.g_00293
OG0001012	Prbc.g_01874	Prba.g_00266
OG0001013	Prbc.g_00827	Prba.g_00232
OG0001014	Prbc.g_00828	Prba.g_00231
OG0001015	Prbc.g_00833	Prba.g_00619
OG0001016	Prbc.g_00834	Prba.g_00618
OG0001017	Prbc.g_00835	Prba.g_00617
OG0001018	Prbc.g_00836	Prba.g_00616
OG0001019	Prbc.g_00837	Prba.g_00614
OG0001020	Prbc.g_00838	Prba.g_00613
OG0001021	Prbc.g_00839	Prba.g_00612
OG0001022	Prbc.g_00840	Prba.g_00611
OG0001023	Prbc.g_00841	Prba.g_00610
OG0001024	Prbc.g_00842	Prba.g_00609
OG0001025	Prbc.g_00843	Prba.g_00608
OG0001026	Prbc.g_00844	Prba.g_00606
OG0001027	Prbc.g_00845	Prba.g_00605
OG0001028	Prbc.g_00846	Prba.g_00604
OG0001029	Prbc.g_00847	Prba.g_00603
OG0001030	Prbc.g_00848	Prba.g_00602
OG0001031	Prbc.g_00849	Prba.g_00601
OG0001032	Prbc.g_00850	Prba.g_00600
OG0001033	Prbc.g_00851	Prba.g_00599
OG0001034	Prbc.g_00852	Prba.g_00598
OG0001035	Prbc.g_00854	Prba.g_00596
OG0001036	Prbc.g_00855	Prba.g_00595
OG0001037	Prbc.g_00856	Prba.g_00594
OG0001038	Prbc.g_00857	Prba.g_00593
OG0001039	Prbc.g_00858	Prba.g_00592
OG0001040	Prbc.g_00860	Prba.g_00591
OG0001041	Prbc.g_00861	Prba.g_00590
OG0001042	Prbc.g_00862	Prba.g_00589
OG0001043	Prbc.g_00863	Prba.g_00588
OG0001044	Prbc.g_00864	Prba.g_00587
OG0001045	Prbc.g_00865	Prba.g_00586
OG0001046	Prbc.g_00866	Prba.g_00585
OG0001047	Prbc.g_00868	Prba.g_00582
OG0001048	Prbc.g_00870	Prba.g_00580
OG0001049	Prbc.g_00871	Prba.g_00579
OG0001050	Prbc.g_00872	Prba.g_00578
OG0001051	Prbc.g_00873	Prba.g_00577
OG0001052	Prbc.g_00874	Prba.g_00576
OG0001053	Prbc.g_00876	Prba.g_00574
OG0001054	Prbc.g_00878	Prba.g_00573
OG0001055	Prbc.g_00879	Prba.g_00572
OG0001056	Prbc.g_00880	Prba.g_00571
OG0001057	Prbc.g_00881	Prba.g_00570
OG0001058	Prbc.g_00882	Prba.g_00569
OG0001059	Prbc.g_00883	Prba.g_00568
OG0001060	Prbc.g_00884	Prba.g_00567
OG0001061	Prbc.g_00885	Prba.g_00566
OG0001062	Prbc.g_00886	Prba.g_00565
OG0001063	Prbc.g_00887	Prba.g_00564
OG0001064	Prbc.g_00889	Prba.g_00352
OG0001065	Prbc.g_00933	Prba.g_00357
OG0001066	Prbc.g_00935	Prba.g_00358
OG0001067	Prbc.g_00936	Prba.g_00359
OG0001068	Prbc.g_00938	Prba.g_00361
OG0001069	Prbc.g_00939	Prba.g_00362
OG0001070	Prbc.g_00940	Prba.g_00363
OG0001071	Prbc.g_00941	Prba.g_00364
OG0001072	Prbc.g_00942	Prba.g_00365
OG0001073	Prbc.g_00943	Prba.g_00366
OG0001074	Prbc.g_00944	Prba.g_00367
OG0001075	Prbc.g_00945	Prba.g_00368
OG0001076	Prbc.g_00946	Prba.g_00369
OG0001077	Prbc.g_00947	Prba.g_00370
OG0001078	Prbc.g_00948	Prba.g_00371
OG0001079	Prbc.g_00949	Prba.g_00372
OG0001080	Prbc.g_00950	Prba.g_00373
OG0001081	Prbc.g_00960	Prba.g_00376
OG0001082	Prbc.g_00959	Prba.g_00377
OG0001083	Prbc.g_00955	Prba.g_00378
OG0001084	Prbc.g_00957	Prba.g_00380
OG0001085	Prbc.g_00958	Prba.g_00381
OG0001086	Prbc.g_00953	Prba.g_00382
OG0001087	Prbc.g_00952	Prba.g_00383
OG0001088	Prbc.g_00951	Prba.g_00384
OG0001089	Prbc.g_00327	Prba.g_00387
OG0001090	Prbc.g_00325	Prba.g_00389
OG0001091	Prbc.g_00324	Prba.g_00390
OG0001092	Prbc.g_00323	Prba.g_00391
OG0001093	Prbc.g_00322	Prba.g_00392
OG0001094	Prbc.g_00321	Prba.g_00393
OG0001095	Prbc.g_00320	Prba.g_00394
OG0001096	Prbc.g_00319	Prba.g_00395
OG0001097	Prbc.g_00318	Prba.g_00396
OG0001098	Prbc.g_00317	Prba.g_00397
OG0001099	Prbc.g_00316	Prba.g_00398
OG0001100	Prbc.g_00315	Prba.g_00399
OG0001101	Prbc.g_00314	Prba.g_00400
OG0001102	Prbc.g_00313	Prba.g_00401
OG0001103	Prbc.g_00312	Prba.g_00402
OG0001104	Prbc.g_00311	Prba.g_00403
OG0001105	Prbc.g_00310	Prba.g_00404
