Orthogroup	Prbc	Prbl
OG0000545	Prbc.g_01698	Prbl.g_01616
OG0000546	Prbc.g_01699	Prbl.g_01617
OG0000547	Prbc.g_01700	Prbl.g_01619
OG0000548	Prbc.g_01702	Prbl.g_01624
OG0000549	Prbc.g_01703	Prbl.g_01625
OG0000550	Prbc.g_01704	Prbl.g_01626
OG0000551	Prbc.g_01705	Prbl.g_01629
OG0000552	Prbc.g_01706	Prbl.g_01631
OG0000553	Prbc.g_01707	Prbl.g_01632
OG0000554	Prbc.g_01708	Prbl.g_01634
OG0000555	Prbc.g_01709	Prbl.g_01635
OG0000556	Prbc.g_01710	Prbl.g_01636
OG0000557	Prbc.g_01711	Prbl.g_01637
OG0000558	Prbc.g_01712	Prbl.g_01639
OG0000559	Prbc.g_01713	Prbl.g_01640
OG0000560	Prbc.g_01715	Prbl.g_01642
OG0000561	Prbc.g_01716	Prbl.g_01643
OG0000562	Prbc.g_01717	Prbl.g_01645
OG0000563	Prbc.g_01718	Prbl.g_01646
OG0000564	Prbc.g_01719	Prbl.g_01647
OG0000565	Prbc.g_01720	Prbl.g_01655
OG0000566	Prbc.g_01721	Prbl.g_01656
OG0000567	Prbc.g_01722	Prbl.g_01657
OG0000568	Prbc.g_01723	Prbl.g_01658
OG0000569	Prbc.g_01724	Prbl.g_01659
OG0000570	Prbc.g_01725	Prbl.g_01662
OG0000571	Prbc.g_01726	Prbl.g_01663
OG0000572	Prbc.g_01727	Prbl.g_01664
OG0000573	Prbc.g_01730	Prbl.g_01041
OG0000574	Prbc.g_01731	Prbl.g_01032
OG0000575	Prbc.g_01732	Prbl.g_01031
OG0000576	Prbc.g_01733	Prbl.g_01030
OG0000577	Prbc.g_01734	Prbl.g_01412
OG0000578	Prbc.g_01735	Prbl.g_01411
OG0000579	Prbc.g_01736	Prbl.g_01409
OG0000580	Prbc.g_01737	Prbl.g_01406
OG0000581	Prbc.g_01738	Prbl.g_01405
OG0000582	Prbc.g_01739	Prbl.g_01404
OG0000583	Prbc.g_01740	Prbl.g_01403
OG0000584	Prbc.g_01742	Prbl.g_01401
OG0000585	Prbc.g_01743	Prbl.g_01400
OG0000586	Prbc.g_01745	Prbl.g_01398
OG0000587	Prbc.g_01746	Prbl.g_01397
OG0000588	Prbc.g_01749	Prbl.g_01394
OG0000589	Prbc.g_01750	Prbl.g_01392
OG0000590	Prbc.g_01752	Prbl.g_00891
OG0000591	Prbc.g_01760	Prbl.g_01915
OG0000592	Prbc.g_01761	Prbl.g_00027
OG0000593	Prbc.g_01762	Prbl.g_01242
OG0000594	Prbc.g_01765	Prbl.g_02295
OG0000595	Prbc.g_01766	Prbl.g_01046
OG0000596	Prbc.g_01767	Prbl.g_01869
OG0000597	Prbc.g_01769	Prbl.g_01847
OG0000598	Prbc.g_01770	Prbl.g_01853
OG0000599	Prbc.g_01771	Prbl.g_01857
OG0000600	Prbc.g_01772	Prbl.g_01858
OG0000601	Prbc.g_01775	Prbl.g_01872
OG0000602	Prbc.g_01776	Prbl.g_01873
OG0000603	Prbc.g_01777	Prbl.g_01874
OG0000604	Prbc.g_01381	Prbl.g_00021
OG0000605	Prbc.g_01778	Prbl.g_00022
OG0000606	Prbc.g_01779	Prbl.g_00024
OG0000607	Prbc.g_01781	Prbl.g_00026
OG0000608	Prbc.g_01782	Prbl.g_02373
OG0000609	Prbc.g_01055	Prbl.g_02137
OG0000610	Prbc.g_01290	Prbl.g_00120
OG0000611	Prbc.g_01788	Prbl.g_02565
OG0000612	Prbc.g_01789	Prbl.g_02564
OG0000613	Prbc.g_01790	Prbl.g_02563
OG0000614	Prbc.g_01791	Prbl.g_02562
OG0000615	Prbc.g_01793	Prbl.g_02561
OG0000616	Prbc.g_01794	Prbl.g_02560
OG0000617	Prbc.g_01795	Prbl.g_02559
OG0000618	Prbc.g_01796	Prbl.g_02558
OG0000619	Prbc.g_01797	Prbl.g_02556
OG0000620	Prbc.g_01798	Prbl.g_02555
OG0000621	Prbc.g_01799	Prbl.g_02554
OG0000622	Prbc.g_01800	Prbl.g_02553
OG0000623	Prbc.g_01801	Prbl.g_02552
OG0000624	Prbc.g_01803	Prbl.g_02551
OG0000625	Prbc.g_01804	Prbl.g_02550
OG0000626	Prbc.g_01805	Prbl.g_02549
OG0000627	Prbc.g_01807	Prbl.g_02426
OG0000628	Prbc.g_01808	Prbl.g_02427
OG0000629	Prbc.g_01809	Prbl.g_02430
OG0000630	Prbc.g_01810	Prbl.g_02431
OG0000631	Prbc.g_01812	Prbl.g_02434
OG0000632	Prbc.g_00598	Prbl.g_00040
OG0000633	Prbc.g_00521	Prbl.g_01904
OG0000634	Prbc.g_02142	Prbl.g_00534
OG0000635	Prbc.g_02028	Prbl.g_02470
OG0000636	Prbc.g_02027	Prbl.g_02469
OG0000637	Prbc.g_02026	Prbl.g_02468
OG0000638	Prbc.g_01230	Prbl.g_01195
OG0000639	Prbc.g_02003	Prbl.g_01930
OG0000640	Prbc.g_02005	Prbl.g_02435
OG0000641	Prbc.g_02007	Prbl.g_02440
OG0000642	Prbc.g_02008	Prbl.g_02441
OG0000643	Prbc.g_02009	Prbl.g_02442
OG0000644	Prbc.g_01852	Prbl.g_02341
OG0000645	Prbc.g_01853	Prbl.g_02340
OG0000646	Prbc.g_01854	Prbl.g_02339
OG0000647	Prbc.g_01855	Prbl.g_02338
OG0000648	Prbc.g_01857	Prbl.g_02336
OG0000649	Prbc.g_01858	Prbl.g_02335
OG0000650	Prbc.g_01859	Prbl.g_02334
OG0000651	Prbc.g_01860	Prbl.g_02333
OG0000652	Prbc.g_01861	Prbl.g_02332
OG0000653	Prbc.g_01862	Prbl.g_02331
OG0000654	Prbc.g_01864	Prbl.g_02329
OG0000655	Prbc.g_01866	Prbl.g_02327
OG0000656	Prbc.g_01867	Prbl.g_02326
OG0000657	Prbc.g_01868	Prbl.g_02325
OG0000658	Prbc.g_01869	Prbl.g_02324
OG0000659	Prbc.g_01870	Prbl.g_02323
OG0000660	Prbc.g_01871	Prbl.g_02322
OG0000661	Prbc.g_01873	Prbl.g_02320
OG0000662	Prbc.g_01875	Prbl.g_02317
OG0000663	Prbc.g_01876	Prbl.g_02316
OG0000664	Prbc.g_01877	Prbl.g_02315
OG0000665	Prbc.g_01878	Prbl.g_02314
OG0000666	Prbc.g_01879	Prbl.g_02313
OG0000667	Prbc.g_01880	Prbl.g_02312
OG0000668	Prbc.g_01881	Prbl.g_02311
OG0000669	Prbc.g_01883	Prbl.g_02309
OG0000670	Prbc.g_01884	Prbl.g_02308
OG0000671	Prbc.g_01885	Prbl.g_02307
OG0000672	Prbc.g_01886	Prbl.g_02306
OG0000673	Prbc.g_01887	Prbl.g_02305
OG0000674	Prbc.g_01888	Prbl.g_02304
OG0000675	Prbc.g_01890	Prbl.g_01534
OG0000676	Prbc.g_01891	Prbl.g_01535
OG0000677	Prbc.g_01893	Prbl.g_01538
OG0000678	Prbc.g_01895	Prbl.g_01540
OG0000679	Prbc.g_01897	Prbl.g_01542
OG0000680	Prbc.g_01898	Prbl.g_01543
OG0000681	Prbc.g_01899	Prbl.g_01544
OG0000682	Prbc.g_01900	Prbl.g_01545
OG0000683	Prbc.g_01903	Prbl.g_01547
OG0000684	Prbc.g_01904	Prbl.g_01548
OG0000685	Prbc.g_01905	Prbl.g_01549
OG0000686	Prbc.g_01906	Prbl.g_01550
OG0000687	Prbc.g_01907	Prbl.g_01551
OG0000688	Prbc.g_01908	Prbl.g_01552
OG0000689	Prbc.g_01909	Prbl.g_01554
OG0000690	Prbc.g_01910	Prbl.g_01555
OG0000691	Prbc.g_01911	Prbl.g_01556
OG0000692	Prbc.g_01913	Prbl.g_01567
OG0000693	Prbc.g_01914	Prbl.g_01568
OG0000694	Prbc.g_01915	Prbl.g_01571
OG0000695	Prbc.g_01916	Prbl.g_01576
OG0000696	Prbc.g_01917	Prbl.g_01577
OG0000697	Prbc.g_01919	Prbl.g_01579
OG0000698	Prbc.g_01923	Prbl.g_02423
OG0000699	Prbc.g_01924	Prbl.g_02546
OG0000700	Prbc.g_01959	Prbl.g_02530
OG0000701	Prbc.g_01962	Prbl.g_01329
OG0000702	Prbc.g_01967	Prbl.g_01588
OG0000703	Prbc.g_01969	Prbl.g_02414
OG0000704	Prbc.g_01970	Prbl.g_01078
OG0000705	Prbc.g_01971	Prbl.g_02413
OG0000706	Prbc.g_01972	Prbl.g_02412
OG0000707	Prbc.g_01974	Prbl.g_02410
OG0000708	Prbc.g_01975	Prbl.g_02409
OG0000709	Prbc.g_01977	Prbl.g_02407
OG0000710	Prbc.g_01978	Prbl.g_02406
OG0000711	Prbc.g_01979	Prbl.g_02405
OG0000712	Prbc.g_01980	Prbl.g_02404
OG0000713	Prbc.g_01981	Prbl.g_02403
OG0000714	Prbc.g_01983	Prbl.g_02395
OG0000715	Prbc.g_01984	Prbl.g_02393
OG0000716	Prbc.g_01987	Prbl.g_02388
OG0000717	Prbc.g_01988	Prbl.g_02386
OG0000718	Prbc.g_01989	Prbl.g_02383
OG0000719	Prbc.g_01991	Prbl.g_02368
OG0000720	Prbc.g_01992	Prbl.g_02367
OG0000721	Prbc.g_01995	Prbl.g_02365
OG0000722	Prbc.g_01996	Prbl.g_02364
OG0000723	Prbc.g_01997	Prbl.g_02363
OG0000724	Prbc.g_01837	Prbl.g_02350
OG0000725	Prbc.g_01838	Prbl.g_02351
OG0000726	Prbc.g_01839	Prbl.g_02352
OG0000727	Prbc.g_01840	Prbl.g_02353
OG0000728	Prbc.g_01841	Prbl.g_02354
OG0000729	Prbc.g_01842	Prbl.g_02356
OG0000730	Prbc.g_01843	Prbl.g_02359
OG0000731	Prbc.g_01844	Prbl.g_02348
OG0000732	Prbc.g_01845	Prbl.g_02347
OG0000733	Prbc.g_01846	Prbl.g_02346
OG0000734	Prbc.g_01847	Prbl.g_02345
OG0000735	Prbc.g_01849	Prbl.g_02344
OG0000736	Prbc.g_01850	Prbl.g_02343
OG0000737	Prbc.g_01851	Prbl.g_02342
OG0000738	Prbc.g_02010	Prbl.g_02443
OG0000739	Prbc.g_02011	Prbl.g_02444
OG0000740	Prbc.g_02012	Prbl.g_02445
OG0000741	Prbc.g_02013	Prbl.g_02447
OG0000742	Prbc.g_02015	Prbl.g_02449
OG0000743	Prbc.g_02016	Prbl.g_02450
OG0000744	Prbc.g_02017	Prbl.g_02452
OG0000745	Prbc.g_02018	Prbl.g_02453
OG0000746	Prbc.g_02019	Prbl.g_02454
OG0000747	Prbc.g_02020	Prbl.g_01688
OG0000748	Prbc.g_02021	Prbl.g_02462
OG0000749	Prbc.g_02022	Prbl.g_02463
OG0000750	Prbc.g_02023	Prbl.g_02465
OG0000751	Prbc.g_02024	Prbl.g_02466
OG0000752	Prbc.g_01936	Prbl.g_02210
OG0000753	Prbc.g_02029	Prbl.g_02471
OG0000754	Prbc.g_02030	Prbl.g_02472
OG0000755	Prbc.g_02031	Prbl.g_02473
OG0000756	Prbc.g_02033	Prbl.g_02475
OG0000757	Prbc.g_02034	Prbl.g_02476
OG0000758	Prbc.g_02035	Prbl.g_02477
OG0000759	Prbc.g_02037	Prbl.g_02482
OG0000760	Prbc.g_02038	Prbl.g_02483
OG0000761	Prbc.g_02039	Prbl.g_02485
OG0000762	Prbc.g_02041	Prbl.g_02487
OG0000763	Prbc.g_02042	Prbl.g_02489
OG0000764	Prbc.g_02043	Prbl.g_02491
OG0000765	Prbc.g_02044	Prbl.g_02492
OG0000766	Prbc.g_02045	Prbl.g_02493
OG0000767	Prbc.g_02047	Prbl.g_02495
OG0000768	Prbc.g_02048	Prbl.g_02496
OG0000769	Prbc.g_02049	Prbl.g_02497
OG0000770	Prbc.g_02050	Prbl.g_02498
OG0000771	Prbc.g_02051	Prbl.g_02499
OG0000772	Prbc.g_02190	Prbl.g_02608
OG0000773	Prbc.g_02052	Prbl.g_02501
OG0000774	Prbc.g_02053	Prbl.g_02503
OG0000775	Prbc.g_02054	Prbl.g_02505
OG0000776	Prbc.g_02055	Prbl.g_02508
OG0000777	Prbc.g_02057	Prbl.g_02509
OG0000778	Prbc.g_02058	Prbl.g_02510
OG0000779	Prbc.g_02059	Prbl.g_02514
OG0000780	Prbc.g_02061	Prbl.g_02516
OG0000781	Prbc.g_02062	Prbl.g_02520
OG0000782	Prbc.g_02063	Prbl.g_02521
OG0000783	Prbc.g_02079	Prbl.g_02526
OG0000784	Prbc.g_02080	Prbl.g_02528
OG0000785	Prbc.g_02081	Prbl.g_02529
OG0000786	Prbc.g_02082	Prbl.g_02531
OG0000787	Prbc.g_02083	Prbl.g_02532
OG0000788	Prbc.g_02088	Prbl.g_02538
OG0000789	Prbc.g_02091	Prbl.g_02541
OG0000790	Prbc.g_01935	Prbl.g_02209
OG0000791	Prbc.g_02092	Prbl.g_02542
OG0000792	Prbc.g_02093	Prbl.g_02543
OG0000793	Prbc.g_02094	Prbl.g_02544
OG0000794	Prbc.g_02097	Prbl.g_02547
OG0000795	Prbc.g_02101	Prbl.g_00939
OG0000796	Prbc.g_02102	Prbl.g_00938
OG0000797	Prbc.g_02105	Prbl.g_00935
OG0000798	Prbc.g_02106	Prbl.g_00934
OG0000799	Prbc.g_02107	Prbl.g_00933
OG0000800	Prbc.g_02108	Prbl.g_00932
OG0000801	Prbc.g_02111	Prbl.g_00929
OG0000802	Prbc.g_02112	Prbl.g_00928
OG0000803	Prbc.g_01934	Prbl.g_00925
OG0000804	Prbc.g_01933	Prbl.g_00924
OG0000805	Prbc.g_01932	Prbl.g_00923
OG0000806	Prbc.g_01930	Prbl.g_00922
OG0000807	Prbc.g_01941	Prbl.g_02575
OG0000808	Prbc.g_02152	Prbl.g_01603
OG0000809	Prbc.g_02133	Prbl.g_00472
OG0000810	Prbc.g_00804	Prbl.g_01686
OG0000811	Prbc.g_00201	Prbl.g_02062
OG0000812	Prbc.g_01244	Prbl.g_01199
OG0000813	Prbc.g_01252	Prbl.g_01208
OG0000814	Prbc.g_00801	Prbl.g_00687
OG0000815	Prbc.g_02128	Prbl.g_01621
OG0000816	Prbc.g_00897	Prbl.g_02197
OG0000817	Prbc.g_00898	Prbl.g_02203
OG0000818	Prbc.g_02170	Prbl.g_01931
OG0000819	Prbc.g_01468	Prbl.g_00694
OG0000820	Prbc.g_01462	Prbl.g_00545
OG0000821	Prbc.g_01460	Prbl.g_02066
OG0000822	Prbc.g_01459	Prbl.g_02067
OG0000823	Prbc.g_01458	Prbl.g_02068
OG0000824	Prbc.g_01457	Prbl.g_02069
OG0000825	Prbc.g_01456	Prbl.g_02071
OG0000826	Prbc.g_01455	Prbl.g_02072
OG0000827	Prbc.g_01454	Prbl.g_02075
OG0000828	Prbc.g_01453	Prbl.g_02077
OG0000829	Prbc.g_01452	Prbl.g_02078
OG0000830	Prbc.g_01450	Prbl.g_02081
OG0000831	Prbc.g_01447	Prbl.g_02083
OG0000832	Prbc.g_01445	Prbl.g_02085
OG0000833	Prbc.g_01444	Prbl.g_02086
OG0000834	Prbc.g_01442	Prbl.g_02088
OG0000835	Prbc.g_01441	Prbl.g_02089
OG0000836	Prbc.g_01440	Prbl.g_02090
OG0000837	Prbc.g_01437	Prbl.g_02100
OG0000838	Prbc.g_01436	Prbl.g_02102
OG0000839	Prbc.g_01435	Prbl.g_02103
OG0000840	Prbc.g_01434	Prbl.g_02104
OG0000841	Prbc.g_01433	Prbl.g_02105
OG0000842	Prbc.g_01431	Prbl.g_00178
OG0000843	Prbc.g_01430	Prbl.g_00179
OG0000844	Prbc.g_01429	Prbl.g_00180
OG0000845	Prbc.g_01428	Prbl.g_00181
OG0000846	Prbc.g_01426	Prbl.g_00184
OG0000847	Prbc.g_01424	Prbl.g_00185
OG0000848	Prbc.g_01422	Prbl.g_01379
OG0000849	Prbc.g_01421	Prbl.g_01382
OG0000850	Prbc.g_01420	Prbl.g_01383
OG0000851	Prbc.g_01418	Prbl.g_01120
OG0000852	Prbc.g_01416	Prbl.g_01118
OG0000853	Prbc.g_01414	Prbl.g_01116
OG0000854	Prbc.g_01412	Prbl.g_01114
OG0000855	Prbc.g_01411	Prbl.g_01113
OG0000856	Prbc.g_01410	Prbl.g_01112
OG0000857	Prbc.g_01409	Prbl.g_01111
OG0000858	Prbc.g_01408	Prbl.g_01110
OG0000859	Prbc.g_01407	Prbl.g_01109
OG0000860	Prbc.g_01406	Prbl.g_01108
OG0000861	Prbc.g_01405	Prbl.g_01377
OG0000862	Prbc.g_01404	Prbl.g_01376
OG0000863	Prbc.g_01403	Prbl.g_01375
OG0000864	Prbc.g_01402	Prbl.g_01374
OG0000865	Prbc.g_01401	Prbl.g_01372
OG0000866	Prbc.g_01400	Prbl.g_02579
OG0000867	Prbc.g_01399	Prbl.g_02580
OG0000868	Prbc.g_01398	Prbl.g_02582
OG0000869	Prbc.g_01396	Prbl.g_02585
OG0000870	Prbc.g_01395	Prbl.g_02586
OG0000871	Prbc.g_01394	Prbl.g_02590
OG0000872	Prbc.g_01393	Prbl.g_02591
OG0000873	Prbc.g_01392	Prbl.g_02593
OG0000874	Prbc.g_01391	Prbl.g_02594
OG0000875	Prbc.g_01390	Prbl.g_00187
OG0000876	Prbc.g_01389	Prbl.g_00186
OG0000877	Prbc.g_01388	Prbl.g_01103
OG0000878	Prbc.g_01320	Prbl.g_00461
OG0000879	Prbc.g_00555	Prbl.g_00115
OG0000880	Prbc.g_00556	Prbl.g_00114
OG0000881	Prbc.g_00557	Prbl.g_00113
OG0000882	Prbc.g_00558	Prbl.g_01711
OG0000883	Prbc.g_00560	Prbl.g_01713
OG0000884	Prbc.g_00561	Prbl.g_01715
OG0000885	Prbc.g_00562	Prbl.g_01716
OG0000886	Prbc.g_00563	Prbl.g_01717
OG0000887	Prbc.g_00564	Prbl.g_01718
OG0000888	Prbc.g_00565	Prbl.g_01719
OG0000889	Prbc.g_00568	Prbl.g_01723
OG0000890	Prbc.g_00569	Prbl.g_01726
OG0000891	Prbc.g_00570	Prbl.g_01727
OG0000892	Prbc.g_00571	Prbl.g_01730
OG0000893	Prbc.g_00572	Prbl.g_01731
OG0000894	Prbc.g_00573	Prbl.g_01732
OG0000895	Prbc.g_00574	Prbl.g_01733
OG0000896	Prbc.g_00575	Prbl.g_01734
OG0000897	Prbc.g_00576	Prbl.g_01735
OG0000898	Prbc.g_00579	Prbl.g_01738
OG0000899	Prbc.g_00580	Prbl.g_01739
OG0000900	Prbc.g_00585	Prbl.g_00722
OG0000901	Prbc.g_00589	Prbl.g_01333
OG0000902	Prbc.g_01820	Prbl.g_00658
OG0000903	Prbc.g_01470	Prbl.g_01572
OG0000904	Prbc.g_02100	Prbl.g_01695
OG0000905	Prbc.g_00810	Prbl.g_00926
OG0000906	Prbc.g_00655	Prbl.g_02577
OG0000907	Prbc.g_01921	Prbl.g_01586
OG0000908	Prbc.g_00138	Prbl.g_00409
OG0000909	Prbc.g_00659	Prbl.g_00501
OG0000910	Prbc.g_00660	Prbl.g_00500
OG0000911	Prbc.g_00661	Prbl.g_00499
OG0000912	Prbc.g_00662	Prbl.g_00498
OG0000913	Prbc.g_00663	Prbl.g_00497
OG0000914	Prbc.g_00664	Prbl.g_00496
OG0000915	Prbc.g_00665	Prbl.g_00495
OG0000916	Prbc.g_00666	Prbl.g_00494
OG0000917	Prbc.g_00667	Prbl.g_00492
OG0000918	Prbc.g_00668	Prbl.g_00491
OG0000919	Prbc.g_00669	Prbl.g_00490
OG0000920	Prbc.g_00670	Prbl.g_00489
OG0000921	Prbc.g_00671	Prbl.g_00488
OG0000922	Prbc.g_00672	Prbl.g_00487
OG0000923	Prbc.g_00673	Prbl.g_00486
OG0000924	Prbc.g_00674	Prbl.g_00485
OG0000925	Prbc.g_00675	Prbl.g_00484
OG0000926	Prbc.g_00228	Prbl.g_00843
OG0000927	Prbc.g_00690	Prbl.g_00152
OG0000928	Prbc.g_00691	Prbl.g_00153
OG0000929	Prbc.g_00692	Prbl.g_00154
OG0000930	Prbc.g_00693	Prbl.g_00160
OG0000931	Prbc.g_00694	Prbl.g_00161
OG0000932	Prbc.g_00696	Prbl.g_00257
OG0000933	Prbc.g_00697	Prbl.g_00255
OG0000934	Prbc.g_00698	Prbl.g_00254
OG0000935	Prbc.g_00699	Prbl.g_00253
OG0000936	Prbc.g_00700	Prbl.g_00252
OG0000937	Prbc.g_00701	Prbl.g_00251
OG0000938	Prbc.g_00702	Prbl.g_00249
OG0000939	Prbc.g_00703	Prbl.g_00248
OG0000940	Prbc.g_00705	Prbl.g_00246
OG0000941	Prbc.g_00707	Prbl.g_00244
OG0000942	Prbc.g_00708	Prbl.g_00243
OG0000943	Prbc.g_00711	Prbl.g_00240
OG0000944	Prbc.g_00712	Prbl.g_00231
OG0000945	Prbc.g_00713	Prbl.g_00230
OG0000946	Prbc.g_00714	Prbl.g_00229
OG0000947	Prbc.g_00715	Prbl.g_00228
OG0000948	Prbc.g_00716	Prbl.g_00227
OG0000949	Prbc.g_00717	Prbl.g_00226
OG0000950	Prbc.g_00718	Prbl.g_00225
OG0000951	Prbc.g_00719	Prbl.g_00224
OG0000952	Prbc.g_00720	Prbl.g_00223
OG0000953	Prbc.g_00721	Prbl.g_00222
OG0000954	Prbc.g_00722	Prbl.g_00221
OG0000955	Prbc.g_00723	Prbl.g_00220
OG0000956	Prbc.g_00724	Prbl.g_00219
OG0000957	Prbc.g_01521	Prbl.g_00218
OG0000958	Prbc.g_00725	Prbl.g_00684
OG0000959	Prbc.g_00726	Prbl.g_00685
OG0000960	Prbc.g_00727	Prbl.g_00686
OG0000961	Prbc.g_00730	Prbl.g_00693
OG0000962	Prbc.g_00731	Prbl.g_00695
OG0000963	Prbc.g_00732	Prbl.g_00696
OG0000964	Prbc.g_00734	Prbl.g_00699
OG0000965	Prbc.g_00735	Prbl.g_00700
OG0000966	Prbc.g_00736	Prbl.g_00701
OG0000967	Prbc.g_00737	Prbl.g_00702
OG0000968	Prbc.g_00738	Prbl.g_00703
OG0000969	Prbc.g_00739	Prbl.g_00704
OG0000970	Prbc.g_00740	Prbl.g_00705
OG0000971	Prbc.g_00741	Prbl.g_00706
OG0000972	Prbc.g_00742	Prbl.g_00707
OG0000973	Prbc.g_00743	Prbl.g_00708
OG0000974	Prbc.g_00745	Prbl.g_00710
OG0000975	Prbc.g_00751	Prbl.g_01086
OG0000976	Prbc.g_00754	Prbl.g_00466
OG0000977	Prbc.g_00755	Prbl.g_00456
OG0000978	Prbc.g_00756	Prbl.g_00454
OG0000979	Prbc.g_00758	Prbl.g_00452
OG0000980	Prbc.g_00759	Prbl.g_00451
OG0000981	Prbc.g_00760	Prbl.g_01604
OG0000982	Prbc.g_00761	Prbl.g_00450
OG0000983	Prbc.g_00763	Prbl.g_00448
OG0000984	Prbc.g_00764	Prbl.g_00447
OG0000985	Prbc.g_00765	Prbl.g_00446
OG0000986	Prbc.g_00766	Prbl.g_00444
OG0000987	Prbc.g_00767	Prbl.g_00443
OG0000988	Prbc.g_00768	Prbl.g_00441
OG0000989	Prbc.g_00769	Prbl.g_00440
OG0000990	Prbc.g_00770	Prbl.g_00439
OG0000991	Prbc.g_00771	Prbl.g_00438
OG0000992	Prbc.g_00772	Prbl.g_00437
OG0000993	Prbc.g_00773	Prbl.g_00436
OG0000994	Prbc.g_00774	Prbl.g_00435
OG0000995	Prbc.g_00775	Prbl.g_00433
OG0000996	Prbc.g_00776	Prbl.g_00432
OG0000997	Prbc.g_00777	Prbl.g_00431
OG0000998	Prbc.g_00778	Prbl.g_00430
OG0000999	Prbc.g_00779	Prbl.g_00429
OG0001000	Prbc.g_00780	Prbl.g_00428
OG0001001	Prbc.g_00782	Prbl.g_00427
OG0001002	Prbc.g_00783	Prbl.g_00423
OG0001003	Prbc.g_00784	Prbl.g_00422
OG0001004	Prbc.g_00785	Prbl.g_01914
OG0001005	Prbc.g_00787	Prbl.g_00420
OG0001006	Prbc.g_00788	Prbl.g_00419
OG0001007	Prbc.g_00789	Prbl.g_00418
OG0001008	Prbc.g_00791	Prbl.g_00416
OG0001009	Prbc.g_00792	Prbl.g_00415
OG0001010	Prbc.g_01485	Prbl.g_01601
OG0001011	Prbc.g_00677	Prbl.g_01627
OG0001012	Prbc.g_01874	Prbl.g_02318
OG0001013	Prbc.g_00827	Prbl.g_00404
OG0001014	Prbc.g_00828	Prbl.g_00403
OG0001015	Prbc.g_00833	Prbl.g_00393
OG0001016	Prbc.g_00834	Prbl.g_00392
OG0001017	Prbc.g_00835	Prbl.g_00391
OG0001018	Prbc.g_00836	Prbl.g_00389
OG0001019	Prbc.g_00837	Prbl.g_00385
OG0001020	Prbc.g_00838	Prbl.g_00383
OG0001021	Prbc.g_00839	Prbl.g_00382
OG0001022	Prbc.g_00840	Prbl.g_00381
OG0001023	Prbc.g_00841	Prbl.g_00380
OG0001024	Prbc.g_00842	Prbl.g_00378
OG0001025	Prbc.g_00843	Prbl.g_00377
OG0001026	Prbc.g_00844	Prbl.g_00376
OG0001027	Prbc.g_00845	Prbl.g_00375
OG0001028	Prbc.g_00846	Prbl.g_00374
OG0001029	Prbc.g_00847	Prbl.g_00373
OG0001030	Prbc.g_00848	Prbl.g_00372
OG0001031	Prbc.g_00849	Prbl.g_00371
OG0001032	Prbc.g_00850	Prbl.g_00370
OG0001033	Prbc.g_00851	Prbl.g_00369
OG0001034	Prbc.g_00852	Prbl.g_00367
OG0001035	Prbc.g_00854	Prbl.g_00365
OG0001036	Prbc.g_00855	Prbl.g_00364
OG0001037	Prbc.g_00856	Prbl.g_00362
OG0001038	Prbc.g_00857	Prbl.g_00361
OG0001039	Prbc.g_00858	Prbl.g_00360
OG0001040	Prbc.g_00860	Prbl.g_00359
OG0001041	Prbc.g_00861	Prbl.g_00358
OG0001042	Prbc.g_00862	Prbl.g_00356
OG0001043	Prbc.g_00863	Prbl.g_00355
OG0001044	Prbc.g_00864	Prbl.g_00354
OG0001045	Prbc.g_00865	Prbl.g_00353
OG0001046	Prbc.g_00866	Prbl.g_00352
OG0001047	Prbc.g_00868	Prbl.g_00348
OG0001048	Prbc.g_00870	Prbl.g_00346
OG0001049	Prbc.g_00871	Prbl.g_00345
OG0001050	Prbc.g_00872	Prbl.g_00344
OG0001051	Prbc.g_00873	Prbl.g_00343
OG0001052	Prbc.g_00874	Prbl.g_00342
OG0001053	Prbc.g_00876	Prbl.g_00340
OG0001054	Prbc.g_00878	Prbl.g_00338
OG0001055	Prbc.g_00879	Prbl.g_00337
OG0001056	Prbc.g_00880	Prbl.g_00336
OG0001057	Prbc.g_00881	Prbl.g_00335
OG0001058	Prbc.g_00882	Prbl.g_00334
OG0001059	Prbc.g_00883	Prbl.g_00333
OG0001060	Prbc.g_00884	Prbl.g_00332
OG0001061	Prbc.g_00885	Prbl.g_00331
OG0001062	Prbc.g_00886	Prbl.g_00317
OG0001063	Prbc.g_00887	Prbl.g_00316
OG0001064	Prbc.g_00889	Prbl.g_02620
OG0001065	Prbc.g_00933	Prbl.g_02680
OG0001066	Prbc.g_00935	Prbl.g_02683
OG0001067	Prbc.g_00936	Prbl.g_02684
OG0001068	Prbc.g_00938	Prbl.g_01062
OG0001069	Prbc.g_00939	Prbl.g_01061
OG0001070	Prbc.g_00940	Prbl.g_01060
OG0001071	Prbc.g_00941	Prbl.g_01059
OG0001072	Prbc.g_00942	Prbl.g_01058
OG0001073	Prbc.g_00943	Prbl.g_01057
OG0001074	Prbc.g_00944	Prbl.g_01056
OG0001075	Prbc.g_00945	Prbl.g_01055
OG0001076	Prbc.g_00946	Prbl.g_01054
OG0001077	Prbc.g_00947	Prbl.g_01053
OG0001078	Prbc.g_00948	Prbl.g_01051
OG0001079	Prbc.g_00949	Prbl.g_01050
OG0001080	Prbc.g_00950	Prbl.g_01049
OG0001081	Prbc.g_00960	Prbl.g_00954
