Orthogroup	Praw	Syan
OG0000579	Praw.g_01948	Syan.g_01010
OG0000580	Praw.g_01949	Syan.g_01011
OG0000581	Praw.g_00141	Syan.g_01018
OG0000582	Praw.g_00144	Syan.g_01030
OG0000583	Praw.g_00145	Syan.g_01029
OG0000584	Praw.g_00146	Syan.g_01028
OG0000585	Praw.g_00148	Syan.g_01024
OG0000586	Praw.g_00149	Syan.g_01022
OG0000587	Praw.g_00150	Syan.g_01020
OG0000588	Praw.g_00154	Syan.g_00215
OG0000589	Praw.g_00157	Syan.g_00016
OG0000590	Praw.g_00158	Syan.g_00015
OG0000591	Praw.g_00161	Syan.g_00003
OG0000592	Praw.g_00162	Syan.g_00002
OG0000593	Praw.g_00168	Syan.g_00820
OG0000594	Praw.g_00169	Syan.g_00819
OG0000595	Praw.g_01888	Syan.g_00818
OG0000596	Praw.g_01884	Syan.g_00813
OG0000597	Praw.g_01882	Syan.g_00810
OG0000598	Praw.g_01881	Syan.g_00809
OG0000599	Praw.g_01878	Syan.g_00802
OG0000600	Praw.g_01877	Syan.g_00801
OG0000601	Praw.g_01876	Syan.g_00800
OG0000602	Praw.g_01874	Syan.g_00796
OG0000603	Praw.g_01873	Syan.g_00795
OG0000604	Praw.g_01872	Syan.g_00792
OG0000605	Praw.g_01871	Syan.g_00783
OG0000606	Praw.g_01868	Syan.g_00780
OG0000607	Praw.g_01865	Syan.g_00777
OG0000608	Praw.g_01864	Syan.g_00776
OG0000609	Praw.g_01863	Syan.g_00774
OG0000610	Praw.g_01858	Syan.g_00766
OG0000611	Praw.g_01855	Syan.g_00763
OG0000612	Praw.g_01854	Syan.g_00762
OG0000613	Praw.g_01849	Syan.g_01965
OG0000614	Praw.g_01830	Syan.g_00184
OG0000615	Praw.g_01822	Syan.g_00728
OG0000616	Praw.g_01818	Syan.g_01694
OG0000617	Praw.g_01803	Syan.g_00324
OG0000618	Praw.g_01802	Syan.g_00325
OG0000619	Praw.g_01801	Syan.g_00326
OG0000620	Praw.g_01798	Syan.g_00331
OG0000621	Praw.g_01797	Syan.g_00332
OG0000622	Praw.g_01796	Syan.g_00334
OG0000623	Praw.g_01795	Syan.g_00335
OG0000624	Praw.g_01794	Syan.g_00337
OG0000625	Praw.g_01793	Syan.g_00338
OG0000626	Praw.g_01792	Syan.g_00339
OG0000627	Praw.g_01791	Syan.g_00465
OG0000628	Praw.g_01790	Syan.g_00466
OG0000629	Praw.g_01789	Syan.g_00469
OG0000630	Praw.g_01786	Syan.g_00474
OG0000631	Praw.g_01706	Syan.g_00484
OG0000632	Praw.g_01705	Syan.g_00485
OG0000633	Praw.g_01704	Syan.g_00489
OG0000634	Praw.g_01701	Syan.g_00694
OG0000635	Praw.g_01700	Syan.g_00693
OG0000636	Praw.g_01698	Syan.g_00691
OG0000637	Praw.g_01696	Syan.g_00689
OG0000638	Praw.g_01695	Syan.g_00688
OG0000639	Praw.g_01694	Syan.g_00687
OG0000640	Praw.g_01693	Syan.g_00686
OG0000641	Praw.g_01689	Syan.g_00682
OG0000642	Praw.g_01688	Syan.g_00681
OG0000643	Praw.g_01687	Syan.g_00679
OG0000644	Praw.g_01686	Syan.g_00678
OG0000645	Praw.g_01685	Syan.g_00676
OG0000646	Praw.g_01683	Syan.g_00673
OG0000647	Praw.g_01682	Syan.g_00671
OG0000648	Praw.g_01680	Syan.g_00669
OG0000649	Praw.g_01679	Syan.g_00668
OG0000650	Praw.g_01678	Syan.g_00667
OG0000651	Praw.g_01677	Syan.g_00666
OG0000652	Praw.g_01676	Syan.g_00665
OG0000653	Praw.g_01674	Syan.g_00663
OG0000654	Praw.g_01673	Syan.g_00661
OG0000655	Praw.g_01672	Syan.g_00660
OG0000656	Praw.g_01669	Syan.g_00656
OG0000657	Praw.g_01663	Syan.g_00375
OG0000658	Praw.g_01662	Syan.g_00378
OG0000659	Praw.g_01661	Syan.g_00379
OG0000660	Praw.g_01657	Syan.g_00383
OG0000661	Praw.g_01655	Syan.g_00385
OG0000662	Praw.g_01653	Syan.g_00392
OG0000663	Praw.g_01651	Syan.g_00395
OG0000664	Praw.g_01650	Syan.g_00397
OG0000665	Praw.g_01646	Syan.g_00788
OG0000666	Praw.g_01645	Syan.g_02100
OG0000667	Praw.g_01641	Syan.g_00044
OG0000668	Praw.g_01611	Syan.g_00365
OG0000669	Praw.g_01605	Syan.g_00751
OG0000670	Praw.g_01603	Syan.g_00748
OG0000671	Praw.g_01601	Syan.g_00746
OG0000672	Praw.g_01599	Syan.g_00743
OG0000673	Praw.g_01596	Syan.g_00740
OG0000674	Praw.g_01594	Syan.g_00738
OG0000675	Praw.g_01593	Syan.g_00737
OG0000676	Praw.g_01591	Syan.g_00735
OG0000677	Praw.g_01590	Syan.g_00734
OG0000678	Praw.g_01588	Syan.g_00732
OG0000679	Praw.g_01584	Syan.g_00724
OG0000680	Praw.g_01583	Syan.g_00723
OG0000681	Praw.g_01581	Syan.g_00720
OG0000682	Praw.g_01580	Syan.g_00719
OG0000683	Praw.g_01579	Syan.g_00718
OG0000684	Praw.g_01577	Syan.g_00715
OG0000685	Praw.g_01575	Syan.g_00713
OG0000686	Praw.g_01574	Syan.g_00712
OG0000687	Praw.g_01573	Syan.g_00711
OG0000688	Praw.g_01570	Syan.g_00706
OG0000689	Praw.g_01569	Syan.g_00704
OG0000690	Praw.g_01568	Syan.g_00703
OG0000691	Praw.g_01567	Syan.g_00702
OG0000692	Praw.g_01565	Syan.g_00700
OG0000693	Praw.g_01564	Syan.g_00698
OG0000694	Praw.g_01563	Syan.g_00697
OG0000695	Praw.g_01561	Syan.g_00492
OG0000696	Praw.g_01560	Syan.g_00493
OG0000697	Praw.g_01559	Syan.g_00495
OG0000698	Praw.g_01556	Syan.g_00498
OG0000699	Praw.g_01555	Syan.g_00500
OG0000700	Praw.g_01554	Syan.g_00501
OG0000701	Praw.g_01553	Syan.g_00502
OG0000702	Praw.g_01551	Syan.g_00534
OG0000703	Praw.g_01550	Syan.g_00546
OG0000704	Praw.g_01549	Syan.g_00550
OG0000705	Praw.g_01545	Syan.g_00557
OG0000706	Praw.g_01544	Syan.g_00558
OG0000707	Praw.g_01543	Syan.g_00559
OG0000708	Praw.g_01542	Syan.g_00562
OG0000709	Praw.g_01538	Syan.g_00570
OG0000710	Praw.g_01535	Syan.g_00574
OG0000711	Praw.g_01518	Syan.g_00607
OG0000712	Praw.g_01516	Syan.g_00609
OG0000713	Praw.g_01515	Syan.g_00610
OG0000714	Praw.g_01514	Syan.g_00624
OG0000715	Praw.g_01512	Syan.g_00626
OG0000716	Praw.g_01510	Syan.g_00630
OG0000717	Praw.g_01509	Syan.g_00631
OG0000718	Praw.g_01498	Syan.g_00651
OG0000719	Praw.g_01496	Syan.g_00367
OG0000720	Praw.g_01487	Syan.g_00354
OG0000721	Praw.g_01485	Syan.g_00352
OG0000722	Praw.g_01484	Syan.g_00351
OG0000723	Praw.g_01481	Syan.g_00341
OG0000724	Praw.g_01472	Syan.g_00299
OG0000725	Praw.g_01466	Syan.g_00194
OG0000726	Praw.g_01465	Syan.g_00193
OG0000727	Praw.g_01464	Syan.g_00192
OG0000728	Praw.g_01462	Syan.g_00190
OG0000729	Praw.g_01416	Syan.g_01885
OG0000730	Praw.g_00172	Syan.g_02147
OG0000731	Praw.g_00176	Syan.g_02135
OG0000732	Praw.g_00183	Syan.g_01726
OG0000733	Praw.g_00202	Syan.g_01147
OG0000734	Praw.g_00219	Syan.g_02982
OG0000735	Praw.g_00221	Syan.g_02713
OG0000736	Praw.g_00222	Syan.g_02712
OG0000737	Praw.g_00223	Syan.g_02711
OG0000738	Praw.g_00227	Syan.g_02705
OG0000739	Praw.g_00228	Syan.g_02704
OG0000740	Praw.g_00229	Syan.g_02703
OG0000741	Praw.g_00230	Syan.g_02700
OG0000742	Praw.g_00233	Syan.g_02697
OG0000743	Praw.g_00235	Syan.g_02694
OG0000744	Praw.g_00236	Syan.g_02693
OG0000745	Praw.g_00237	Syan.g_02690
OG0000746	Praw.g_00239	Syan.g_02687
OG0000747	Praw.g_00240	Syan.g_02685
OG0000748	Praw.g_00243	Syan.g_02669
OG0000749	Praw.g_00244	Syan.g_02668
OG0000750	Praw.g_00245	Syan.g_02667
OG0000751	Praw.g_00247	Syan.g_02661
OG0000752	Praw.g_00249	Syan.g_02659
OG0000753	Praw.g_00252	Syan.g_02656
OG0000754	Praw.g_00255	Syan.g_02650
OG0000755	Praw.g_00258	Syan.g_02641
OG0000756	Praw.g_00259	Syan.g_02640
OG0000757	Praw.g_00265	Syan.g_02623
OG0000758	Praw.g_00266	Syan.g_02622
OG0000759	Praw.g_00267	Syan.g_02621
OG0000760	Praw.g_00268	Syan.g_02620
OG0000761	Praw.g_00269	Syan.g_02619
OG0000762	Praw.g_00270	Syan.g_02617
OG0000763	Praw.g_00272	Syan.g_02615
OG0000764	Praw.g_00273	Syan.g_02614
OG0000765	Praw.g_00282	Syan.g_02587
OG0000766	Praw.g_00283	Syan.g_02586
OG0000767	Praw.g_00285	Syan.g_02584
OG0000768	Praw.g_00286	Syan.g_02583
OG0000769	Praw.g_00288	Syan.g_02581
OG0000770	Praw.g_00290	Syan.g_02561
OG0000771	Praw.g_00904	Syan.g_00305
OG0000772	Praw.g_00954	Syan.g_00436
OG0000773	Praw.g_00970	Syan.g_01199
OG0000774	Praw.g_00972	Syan.g_01205
OG0000775	Praw.g_00976	Syan.g_01207
OG0000776	Praw.g_00977	Syan.g_01208
OG0000777	Praw.g_00978	Syan.g_01209
OG0000778	Praw.g_00979	Syan.g_01210
OG0000779	Praw.g_00983	Syan.g_01215
OG0000780	Praw.g_00984	Syan.g_01218
OG0000781	Praw.g_00987	Syan.g_01222
OG0000782	Praw.g_00988	Syan.g_01223
OG0000783	Praw.g_00989	Syan.g_01224
OG0000784	Praw.g_00990	Syan.g_01225
OG0000785	Praw.g_00992	Syan.g_01228
OG0000786	Praw.g_00994	Syan.g_01243
OG0000787	Praw.g_00995	Syan.g_01244
OG0000788	Praw.g_01002	Syan.g_00843
OG0000789	Praw.g_01006	Syan.g_00075
OG0000790	Praw.g_01021	Syan.g_02778
OG0000791	Praw.g_01023	Syan.g_02780
OG0000792	Praw.g_01024	Syan.g_02781
OG0000793	Praw.g_01027	Syan.g_02879
OG0000794	Praw.g_01028	Syan.g_02881
OG0000795	Praw.g_01029	Syan.g_02882
OG0000796	Praw.g_01033	Syan.g_02886
OG0000797	Praw.g_01034	Syan.g_02888
OG0000798	Praw.g_01057	Syan.g_02026
OG0000799	Praw.g_01101	Syan.g_01310
OG0000800	Praw.g_01100	Syan.g_01308
OG0000801	Praw.g_01099	Syan.g_01307
OG0000802	Praw.g_01097	Syan.g_01303
OG0000803	Praw.g_01095	Syan.g_01294
OG0000804	Praw.g_01094	Syan.g_01291
OG0000805	Praw.g_01092	Syan.g_01289
OG0000806	Praw.g_01090	Syan.g_01287
OG0000807	Praw.g_01089	Syan.g_01286
OG0000808	Praw.g_01088	Syan.g_01285
OG0000809	Praw.g_01085	Syan.g_01281
OG0000810	Praw.g_01084	Syan.g_01280
OG0000811	Praw.g_01077	Syan.g_01272
OG0000812	Praw.g_01075	Syan.g_01270
OG0000813	Praw.g_00343	Syan.g_01269
OG0000814	Praw.g_00345	Syan.g_01267
OG0000815	Praw.g_00346	Syan.g_01249
OG0000816	Praw.g_00348	Syan.g_01247
OG0000817	Praw.g_00349	Syan.g_01328
OG0000818	Praw.g_00354	Syan.g_02807
OG0000819	Praw.g_00355	Syan.g_02808
OG0000820	Praw.g_00356	Syan.g_02809
OG0000821	Praw.g_00359	Syan.g_02815
OG0000822	Praw.g_00360	Syan.g_02817
OG0000823	Praw.g_00361	Syan.g_02818
OG0000824	Praw.g_00364	Syan.g_02824
OG0000825	Praw.g_00365	Syan.g_02825
OG0000826	Praw.g_00366	Syan.g_02826
OG0000827	Praw.g_00367	Syan.g_02827
OG0000828	Praw.g_00371	Syan.g_02830
OG0000829	Praw.g_00372	Syan.g_02831
OG0000830	Praw.g_00373	Syan.g_02832
OG0000831	Praw.g_00375	Syan.g_02834
OG0000832	Praw.g_00381	Syan.g_02408
OG0000833	Praw.g_00389	Syan.g_01343
OG0000834	Praw.g_00390	Syan.g_01345
OG0000835	Praw.g_00391	Syan.g_01346
OG0000836	Praw.g_00392	Syan.g_01349
OG0000837	Praw.g_00393	Syan.g_01351
OG0000838	Praw.g_00395	Syan.g_01355
OG0000839	Praw.g_00396	Syan.g_01356
OG0000840	Praw.g_00397	Syan.g_01357
OG0000841	Praw.g_00398	Syan.g_01358
OG0000842	Praw.g_00399	Syan.g_01359
OG0000843	Praw.g_00400	Syan.g_01360
OG0000844	Praw.g_00401	Syan.g_01362
OG0000845	Praw.g_00402	Syan.g_01363
OG0000846	Praw.g_00403	Syan.g_01364
OG0000847	Praw.g_00404	Syan.g_01365
OG0000848	Praw.g_00405	Syan.g_01367
OG0000849	Praw.g_00406	Syan.g_01368
OG0000850	Praw.g_00408	Syan.g_01371
OG0000851	Praw.g_00409	Syan.g_01374
OG0000852	Praw.g_00410	Syan.g_01375
OG0000853	Praw.g_00414	Syan.g_01379
OG0000854	Praw.g_00416	Syan.g_01381
OG0000855	Praw.g_00417	Syan.g_01382
OG0000856	Praw.g_00430	Syan.g_01136
OG0000857	Praw.g_00458	Syan.g_00672
OG0000858	Praw.g_00509	Syan.g_01389
OG0000859	Praw.g_00510	Syan.g_01390
OG0000860	Praw.g_00517	Syan.g_01402
OG0000861	Praw.g_00518	Syan.g_01403
OG0000862	Praw.g_00519	Syan.g_01412
OG0000863	Praw.g_00521	Syan.g_01414
OG0000864	Praw.g_00522	Syan.g_00969
OG0000865	Praw.g_00523	Syan.g_01415
OG0000866	Praw.g_00524	Syan.g_01416
OG0000867	Praw.g_00525	Syan.g_01417
OG0000868	Praw.g_00526	Syan.g_01421
OG0000869	Praw.g_00530	Syan.g_01426
OG0000870	Praw.g_00535	Syan.g_01431
OG0000871	Praw.g_00536	Syan.g_01432
OG0000872	Praw.g_00537	Syan.g_01438
OG0000873	Praw.g_00540	Syan.g_01441
OG0000874	Praw.g_00543	Syan.g_01443
OG0000875	Praw.g_00544	Syan.g_01445
OG0000876	Praw.g_00545	Syan.g_00391
OG0000877	Praw.g_00547	Syan.g_01449
OG0000878	Praw.g_00548	Syan.g_01450
OG0000879	Praw.g_00549	Syan.g_01451
OG0000880	Praw.g_00550	Syan.g_01452
OG0000881	Praw.g_00554	Syan.g_01457
OG0000882	Praw.g_00559	Syan.g_01462
OG0000883	Praw.g_00561	Syan.g_01464
OG0000884	Praw.g_00563	Syan.g_01466
OG0000885	Praw.g_00564	Syan.g_01467
OG0000886	Praw.g_00565	Syan.g_01468
OG0000887	Praw.g_00566	Syan.g_01469
OG0000888	Praw.g_00568	Syan.g_01471
OG0000889	Praw.g_00570	Syan.g_01473
OG0000890	Praw.g_00571	Syan.g_01476
OG0000891	Praw.g_00572	Syan.g_01477
OG0000892	Praw.g_01921	Syan.g_01480
OG0000893	Praw.g_01917	Syan.g_02103
OG0000894	Praw.g_01915	Syan.g_02108
OG0000895	Praw.g_01912	Syan.g_02112
OG0000896	Praw.g_01911	Syan.g_02113
OG0000897	Praw.g_01909	Syan.g_02115
OG0000898	Praw.g_01908	Syan.g_02116
OG0000899	Praw.g_01907	Syan.g_02117
OG0000900	Praw.g_01906	Syan.g_02118
OG0000901	Praw.g_01903	Syan.g_02123
OG0000902	Praw.g_01901	Syan.g_02125
OG0000903	Praw.g_01898	Syan.g_02252
OG0000904	Praw.g_01896	Syan.g_02258
OG0000905	Praw.g_01892	Syan.g_02129
OG0000906	Praw.g_01891	Syan.g_02127
OG0000907	Praw.g_00138	Syan.g_02245
OG0000908	Praw.g_00135	Syan.g_02242
OG0000909	Praw.g_00134	Syan.g_02241
OG0000910	Praw.g_00133	Syan.g_02240
OG0000911	Praw.g_00131	Syan.g_02238
OG0000912	Praw.g_00130	Syan.g_02237
OG0000913	Praw.g_00129	Syan.g_02236
OG0000914	Praw.g_00128	Syan.g_02235
OG0000915	Praw.g_00127	Syan.g_02233
OG0000916	Praw.g_00126	Syan.g_02232
OG0000917	Praw.g_00125	Syan.g_02231
OG0000918	Praw.g_00124	Syan.g_02230
OG0000919	Praw.g_00123	Syan.g_02229
OG0000920	Praw.g_00122	Syan.g_02228
OG0000921	Praw.g_00121	Syan.g_02227
OG0000922	Praw.g_00120	Syan.g_02226
OG0000923	Praw.g_00116	Syan.g_02222
OG0000924	Praw.g_00115	Syan.g_02221
OG0000925	Praw.g_00114	Syan.g_02220
OG0000926	Praw.g_00113	Syan.g_02219
OG0000927	Praw.g_00111	Syan.g_02217
OG0000928	Praw.g_00110	Syan.g_02216
OG0000929	Praw.g_00109	Syan.g_02215
OG0000930	Praw.g_00108	Syan.g_02214
OG0000931	Praw.g_00107	Syan.g_02213
OG0000932	Praw.g_00106	Syan.g_02212
OG0000933	Praw.g_00102	Syan.g_02206
OG0000934	Praw.g_00100	Syan.g_02204
OG0000935	Praw.g_00099	Syan.g_02203
OG0000936	Praw.g_00098	Syan.g_02202
OG0000937	Praw.g_00097	Syan.g_02201
OG0000938	Praw.g_00095	Syan.g_02198
OG0000939	Praw.g_00094	Syan.g_02197
OG0000940	Praw.g_00087	Syan.g_02188
OG0000941	Praw.g_00085	Syan.g_02186
OG0000942	Praw.g_00083	Syan.g_02184
OG0000943	Praw.g_00082	Syan.g_02183
OG0000944	Praw.g_00081	Syan.g_02181
OG0000945	Praw.g_00080	Syan.g_02180
OG0000946	Praw.g_00076	Syan.g_02167
OG0000947	Praw.g_00074	Syan.g_02164
OG0000948	Praw.g_00073	Syan.g_02163
OG0000949	Praw.g_00070	Syan.g_01951
OG0000950	Praw.g_00065	Syan.g_01940
OG0000951	Praw.g_00061	Syan.g_01932
OG0000952	Praw.g_00057	Syan.g_01927
OG0000953	Praw.g_00054	Syan.g_01922
OG0000954	Praw.g_00050	Syan.g_01916
OG0000955	Praw.g_00049	Syan.g_01915
OG0000956	Praw.g_00047	Syan.g_01913
OG0000957	Praw.g_00041	Syan.g_01898
OG0000958	Praw.g_00040	Syan.g_01897
OG0000959	Praw.g_00036	Syan.g_01893
OG0000960	Praw.g_00035	Syan.g_01892
OG0000961	Praw.g_00033	Syan.g_03024
OG0000962	Praw.g_00031	Syan.g_01887
OG0000963	Praw.g_00027	Syan.g_01881
OG0000964	Praw.g_00026	Syan.g_01880
OG0000965	Praw.g_00025	Syan.g_01879
OG0000966	Praw.g_00018	Syan.g_01812
OG0000967	Praw.g_00014	Syan.g_01804
OG0000968	Praw.g_00012	Syan.g_01706
OG0000969	Praw.g_00011	Syan.g_01708
OG0000970	Praw.g_00010	Syan.g_01709
OG0000971	Praw.g_00009	Syan.g_01711
OG0000972	Praw.g_00008	Syan.g_01712
OG0000973	Praw.g_00007	Syan.g_01713
OG0000974	Praw.g_00006	Syan.g_01714
OG0000975	Praw.g_00005	Syan.g_01715
OG0000976	Praw.g_00004	Syan.g_01716
OG0000977	Praw.g_00003	Syan.g_01718
OG0000978	Praw.g_00002	Syan.g_01719
OG0000979	Praw.g_01192	Syan.g_01722
OG0000980	Praw.g_01190	Syan.g_01725
OG0000981	Praw.g_01188	Syan.g_01728
OG0000982	Praw.g_01186	Syan.g_01566
OG0000983	Praw.g_01185	Syan.g_01567
OG0000984	Praw.g_01184	Syan.g_01568
OG0000985	Praw.g_01181	Syan.g_01572
OG0000986	Praw.g_01179	Syan.g_01574
OG0000987	Praw.g_01178	Syan.g_01576
OG0000988	Praw.g_01175	Syan.g_01581
OG0000989	Praw.g_01171	Syan.g_01587
OG0000990	Praw.g_01168	Syan.g_01615
OG0000991	Praw.g_01167	Syan.g_01618
OG0000992	Praw.g_01165	Syan.g_01622
OG0000993	Praw.g_01164	Syan.g_01623
OG0000994	Praw.g_01163	Syan.g_01625
OG0000995	Praw.g_01159	Syan.g_01629
OG0000996	Praw.g_01158	Syan.g_01653
OG0000997	Praw.g_01157	Syan.g_01677
OG0000998	Praw.g_01155	Syan.g_01679
OG0000999	Praw.g_01154	Syan.g_01680
OG0001000	Praw.g_01151	Syan.g_01684
OG0001001	Praw.g_01149	Syan.g_01690
OG0001002	Praw.g_01145	Syan.g_01697
OG0001003	Praw.g_01144	Syan.g_01699
OG0001004	Praw.g_01143	Syan.g_01700
OG0001005	Praw.g_01142	Syan.g_01701
OG0001006	Praw.g_01138	Syan.g_01794
OG0001007	Praw.g_01136	Syan.g_01796
OG0001008	Praw.g_00710	Syan.g_02397
OG0001009	Praw.g_01401	Syan.g_01748
OG0001010	Praw.g_01400	Syan.g_01747
OG0001011	Praw.g_01399	Syan.g_01745
OG0001012	Praw.g_01385	Syan.g_00281
OG0001013	Praw.g_01380	Syan.g_01542
OG0001014	Praw.g_01377	Syan.g_01535
OG0001015	Praw.g_01376	Syan.g_01534
OG0001016	Praw.g_01361	Syan.g_02912
OG0001017	Praw.g_01357	Syan.g_02918
OG0001018	Praw.g_01354	Syan.g_02920
OG0001019	Praw.g_01345	Syan.g_02947
OG0001020	Praw.g_01344	Syan.g_02951
OG0001021	Praw.g_01343	Syan.g_02958
OG0001022	Praw.g_01341	Syan.g_02964
OG0001023	Praw.g_01340	Syan.g_02965
OG0001024	Praw.g_01337	Syan.g_00968
OG0001025	Praw.g_01331	Syan.g_02971
OG0001026	Praw.g_01324	Syan.g_02984
OG0001027	Praw.g_01323	Syan.g_02308
OG0001028	Praw.g_01321	Syan.g_02305
OG0001029	Praw.g_01320	Syan.g_02303
OG0001030	Praw.g_01305	Syan.g_02281
OG0001031	Praw.g_01249	Syan.g_03060
OG0001032	Praw.g_01248	Syan.g_03063
OG0001033	Praw.g_01227	Syan.g_00970
OG0001034	Praw.g_01199	Syan.g_02425
OG0001035	Praw.g_00879	Syan.g_02062
OG0001036	Praw.g_00875	Syan.g_02056
OG0001037	Praw.g_00874	Syan.g_02054
OG0001038	Praw.g_00856	Syan.g_02025
OG0001039	Praw.g_00853	Syan.g_02022
OG0001040	Praw.g_00851	Syan.g_02019
OG0001041	Praw.g_00847	Syan.g_02015
OG0001042	Praw.g_00830	Syan.g_01992
OG0001043	Praw.g_00829	Syan.g_01988
OG0001044	Praw.g_00797	Syan.g_02145
OG0001045	Praw.g_00789	Syan.g_02132
OG0001046	Praw.g_00754	Syan.g_00591
OG0001047	Praw.g_00708	Syan.g_02399
OG0001048	Praw.g_00707	Syan.g_02400
OG0001049	Praw.g_00705	Syan.g_01340
OG0001050	Praw.g_00704	Syan.g_01339
OG0001051	Praw.g_00703	Syan.g_01338
OG0001052	Praw.g_00676	Syan.g_02850
OG0001053	Praw.g_00665	Syan.g_02761
OG0001054	Praw.g_00650	Syan.g_02742
OG0001055	Praw.g_00631	Syan.g_02721
OG0001056	Praw.g_00612	Syan.g_01161
OG0001057	Praw.g_00607	Syan.g_00832
OG0001058	Praw.g_00599	Syan.g_00851
OG0001059	Praw.g_00595	Syan.g_00855
OG0001060	Praw.g_00588	Syan.g_00861
OG0001061	Praw.g_00575	Syan.g_00880
OG0001063	Praw.g_01925	Syan.g_00945
OG0001064	Praw.g_01926	Syan.g_00946
OG0001065	Praw.g_01927	Syan.g_00947
OG0001066	Praw.g_01928	Syan.g_00948
OG0001067	Praw.g_01929	Syan.g_00949
OG0001068	Praw.g_01930	Syan.g_00950
OG0001069	Praw.g_01931	Syan.g_00951
OG0001070	Praw.g_01934	Syan.g_00955
OG0001071	Praw.g_01935	Syan.g_00956
OG0001073	Praw.g_00140	Syan.g_01012
OG0001074	Praw.g_00151	Syan.g_00202
OG0001075	Praw.g_00152	Syan.g_00200
OG0001076	Praw.g_00160	Syan.g_00012
OG0001077	Praw.g_00164	Syan.g_01140
OG0001078	Praw.g_01886	Syan.g_00815
OG0001079	Praw.g_01875	Syan.g_00799
OG0001080	Praw.g_01869	Syan.g_00781
OG0001081	Praw.g_01867	Syan.g_00779
OG0001082	Praw.g_01866	Syan.g_00778
OG0001083	Praw.g_01861	Syan.g_00771
OG0001084	Praw.g_01860	Syan.g_00770
OG0001086	Praw.g_01851	Syan.g_00757
OG0001087	Praw.g_01834	Syan.g_01159
OG0001088	Praw.g_01833	Syan.g_02688
OG0001089	Praw.g_01825	Syan.g_00185
OG0001090	Praw.g_01808	Syan.g_00317
OG0001091	Praw.g_01806	Syan.g_00320
OG0001092	Praw.g_01805	Syan.g_00322
OG0001093	Praw.g_01800	Syan.g_00328
OG0001094	Praw.g_01703	Syan.g_00696
OG0001095	Praw.g_01684	Syan.g_00675
OG0001096	Praw.g_01671	Syan.g_00659
OG0001097	Praw.g_01654	Syan.g_00386
OG0001099	Praw.g_01608	Syan.g_02304
OG0001100	Praw.g_01604	Syan.g_00749
OG0001101	Praw.g_01602	Syan.g_00747
OG0001102	Praw.g_01600	Syan.g_00744
OG0001103	Praw.g_01598	Syan.g_00742
OG0001104	Praw.g_01576	Syan.g_00714
OG0001106	Praw.g_01548	Syan.g_00551
OG0001107	Praw.g_01541	Syan.g_00563
OG0001108	Praw.g_01537	Syan.g_00571
OG0001109	Praw.g_01536	Syan.g_00573
OG0001110	Praw.g_01534	Syan.g_00575
OG0001111	Praw.g_01533	Syan.g_00577
OG0001112	Praw.g_01532	Syan.g_00579
OG0001113	Praw.g_01531	Syan.g_00580
OG0001114	Praw.g_01530	Syan.g_00581
OG0001115	Praw.g_01528	Syan.g_00586
OG0001116	Praw.g_01527	Syan.g_00588
OG0001117	Praw.g_01526	Syan.g_00589
OG0001118	Praw.g_01525	Syan.g_00590
OG0001119	Praw.g_01524	Syan.g_00592
OG0001120	Praw.g_01522	Syan.g_00597
OG0001122	Praw.g_01495	Syan.g_00366
OG0001123	Praw.g_01491	Syan.g_00359
OG0001124	Praw.g_01489	Syan.g_00357
OG0001125	Praw.g_01488	Syan.g_00355
OG0001126	Praw.g_01478	Syan.g_00307
OG0001127	Praw.g_01477	Syan.g_00306
OG0001128	Praw.g_01475	Syan.g_00303
OG0001129	Praw.g_01474	Syan.g_00301
OG0001130	Praw.g_01473	Syan.g_00300
OG0001131	Praw.g_01437	Syan.g_00079
OG0001132	Praw.g_01427	Syan.g_00100
OG0001133	Praw.g_00187	Syan.g_00006
OG0001134	Praw.g_00201	Syan.g_01146
OG0001135	Praw.g_00204	Syan.g_02542, Syan.g_01150
OG0001136	Praw.g_00231	Syan.g_02699
OG0001137	Praw.g_00242	Syan.g_02670
OG0001138	Praw.g_00260	Syan.g_02638
OG0001139	Praw.g_00261	Syan.g_02636
OG0001140	Praw.g_00262	Syan.g_02635
OG0001141	Praw.g_00263	Syan.g_02625
OG0001142	Praw.g_00264	Syan.g_02624
OG0001143	Praw.g_00271	Syan.g_02616
OG0001144	Praw.g_00276	Syan.g_02596
OG0001145	Praw.g_00971	Syan.g_01200
OG0001146	Praw.g_00985	Syan.g_01219
OG0001147	Praw.g_01001	Syan.g_02842
OG0001148	Praw.g_01018	Syan.g_02775
OG0001149	Praw.g_01019	Syan.g_02776
OG0001150	Praw.g_01020	Syan.g_02777
OG0001151	Praw.g_01031	Syan.g_02884
OG0001152	Praw.g_01032	Syan.g_02885
OG0001153	Praw.g_00368	Syan.g_02828
OG0001154	Praw.g_00370	Syan.g_02829
OG0001156	Praw.g_00385	Syan.g_02404
OG0001157	Praw.g_00386	Syan.g_02403
OG0001158	Praw.g_00387	Syan.g_02402
OG0001159	Praw.g_00388	Syan.g_02401
OG0001160	Praw.g_00412	Syan.g_01377
OG0001161	Praw.g_00423	Syan.g_01594
OG0001162	Praw.g_00434	Syan.g_02943
OG0001163	Praw.g_00507	Syan.g_01385
OG0001164	Praw.g_00511	Syan.g_01392
OG0001165	Praw.g_00514	Syan.g_01397
OG0001166	Praw.g_00534	Syan.g_01430
OG0001167	Praw.g_00551	Syan.g_00992
