Orthogroup	Praw	Syaj
OG0000562	Praw.g_00592	Syaj.g_00190
OG0000563	Praw.g_00591	Syaj.g_00191
OG0000564	Praw.g_00590	Syaj.g_00192
OG0000565	Praw.g_00587	Syaj.g_00195
OG0000566	Praw.g_00585	Syaj.g_00199
OG0000567	Praw.g_00581	Syaj.g_00203
OG0000568	Praw.g_00580	Syaj.g_00207
OG0000569	Praw.g_00579	Syaj.g_00208
OG0000570	Praw.g_00578	Syaj.g_00209
OG0000571	Praw.g_00576	Syaj.g_00213
OG0000572	Praw.g_01933	Syaj.g_00230
OG0000573	Praw.g_01938	Syaj.g_00238
OG0000574	Praw.g_01939	Syaj.g_00242
OG0000575	Praw.g_01943	Syaj.g_00247
OG0000576	Praw.g_01945	Syaj.g_00249
OG0000577	Praw.g_01946	Syaj.g_00250
OG0000578	Praw.g_01947	Syaj.g_00251
OG0000579	Praw.g_01948	Syaj.g_00252
OG0000580	Praw.g_01949	Syaj.g_00253
OG0000581	Praw.g_00141	Syaj.g_00261
OG0000582	Praw.g_00144	Syaj.g_01338
OG0000583	Praw.g_00145	Syaj.g_01337
OG0000584	Praw.g_00146	Syaj.g_01336
OG0000585	Praw.g_00148	Syaj.g_01334
OG0000586	Praw.g_00149	Syaj.g_01333
OG0000587	Praw.g_00150	Syaj.g_01331
OG0000588	Praw.g_00154	Syaj.g_01313
OG0000589	Praw.g_00157	Syaj.g_01308
OG0000590	Praw.g_00158	Syaj.g_01307
OG0000591	Praw.g_00161	Syaj.g_01299
OG0000592	Praw.g_00162	Syaj.g_01298
OG0000593	Praw.g_00168	Syaj.g_01287
OG0000594	Praw.g_00169	Syaj.g_01286
OG0000595	Praw.g_01888	Syaj.g_01285
OG0000596	Praw.g_01884	Syaj.g_01280
OG0000597	Praw.g_01882	Syaj.g_01277
OG0000598	Praw.g_01881	Syaj.g_01276
OG0000599	Praw.g_01878	Syaj.g_01273
OG0000600	Praw.g_01877	Syaj.g_01272
OG0000601	Praw.g_01876	Syaj.g_01271
OG0000602	Praw.g_01874	Syaj.g_01266
OG0000603	Praw.g_01873	Syaj.g_01265
OG0000604	Praw.g_01872	Syaj.g_01262
OG0000605	Praw.g_01871	Syaj.g_01153
OG0000606	Praw.g_01868	Syaj.g_00698
OG0000607	Praw.g_01865	Syaj.g_00702
OG0000608	Praw.g_01864	Syaj.g_00703
OG0000609	Praw.g_01863	Syaj.g_00705
OG0000610	Praw.g_01858	Syaj.g_00714
OG0000611	Praw.g_01855	Syaj.g_00717
OG0000612	Praw.g_01854	Syaj.g_00718
OG0000613	Praw.g_01849	Syaj.g_02500
OG0000614	Praw.g_01830	Syaj.g_00480
OG0000615	Praw.g_01822	Syaj.g_01065
OG0000616	Praw.g_01818	Syaj.g_02245
OG0000617	Praw.g_01803	Syaj.g_00952
OG0000618	Praw.g_01802	Syaj.g_00951
OG0000619	Praw.g_01801	Syaj.g_00950
OG0000620	Praw.g_01798	Syaj.g_00945
OG0000621	Praw.g_01797	Syaj.g_00944
OG0000622	Praw.g_01796	Syaj.g_00943
OG0000623	Praw.g_01795	Syaj.g_00942
OG0000624	Praw.g_01794	Syaj.g_00940
OG0000625	Praw.g_01793	Syaj.g_00939
OG0000626	Praw.g_01792	Syaj.g_00938
OG0000627	Praw.g_01791	Syaj.g_00765
OG0000628	Praw.g_01790	Syaj.g_00766
OG0000629	Praw.g_01789	Syaj.g_00769
OG0000630	Praw.g_01786	Syaj.g_00773
OG0000631	Praw.g_01706	Syaj.g_00786
OG0000632	Praw.g_01705	Syaj.g_00787
OG0000633	Praw.g_01704	Syaj.g_00789
OG0000634	Praw.g_01701	Syaj.g_01030
OG0000635	Praw.g_01700	Syaj.g_01029
OG0000636	Praw.g_01698	Syaj.g_01024
OG0000637	Praw.g_01696	Syaj.g_01022
OG0000638	Praw.g_01695	Syaj.g_01021
OG0000639	Praw.g_01694	Syaj.g_01020
OG0000640	Praw.g_01693	Syaj.g_01019
OG0000641	Praw.g_01689	Syaj.g_01015
OG0000642	Praw.g_01688	Syaj.g_01014
OG0000643	Praw.g_01687	Syaj.g_01012
OG0000644	Praw.g_01686	Syaj.g_01011
OG0000645	Praw.g_01685	Syaj.g_01009
OG0000646	Praw.g_01683	Syaj.g_01006
OG0000647	Praw.g_01682	Syaj.g_01004
OG0000648	Praw.g_01680	Syaj.g_01001
OG0000649	Praw.g_01679	Syaj.g_01000
OG0000650	Praw.g_01678	Syaj.g_00999
OG0000651	Praw.g_01677	Syaj.g_00998
OG0000652	Praw.g_01676	Syaj.g_00997
OG0000653	Praw.g_01674	Syaj.g_00991
OG0000654	Praw.g_01673	Syaj.g_00990
OG0000655	Praw.g_01672	Syaj.g_00989
OG0000656	Praw.g_01669	Syaj.g_00986
OG0000657	Praw.g_01663	Syaj.g_00382
OG0000658	Praw.g_01662	Syaj.g_00379
OG0000659	Praw.g_01661	Syaj.g_00378
OG0000660	Praw.g_01657	Syaj.g_00374
OG0000661	Praw.g_01655	Syaj.g_00372
OG0000662	Praw.g_01653	Syaj.g_00370
OG0000663	Praw.g_01651	Syaj.g_00367
OG0000664	Praw.g_01650	Syaj.g_00358
OG0000665	Praw.g_01646	Syaj.g_01243
OG0000666	Praw.g_01645	Syaj.g_01154
OG0000667	Praw.g_01641	Syaj.g_02661
OG0000668	Praw.g_01611	Syaj.g_00816
OG0000669	Praw.g_01605	Syaj.g_00730
OG0000670	Praw.g_01603	Syaj.g_00733
OG0000671	Praw.g_01601	Syaj.g_00735
OG0000672	Praw.g_01599	Syaj.g_00739
OG0000673	Praw.g_01596	Syaj.g_00742
OG0000674	Praw.g_01594	Syaj.g_00744
OG0000675	Praw.g_01593	Syaj.g_00757
OG0000676	Praw.g_01591	Syaj.g_00759
OG0000677	Praw.g_01590	Syaj.g_00760
OG0000678	Praw.g_01588	Syaj.g_01075
OG0000679	Praw.g_01584	Syaj.g_01061
OG0000680	Praw.g_01583	Syaj.g_01060
OG0000681	Praw.g_01581	Syaj.g_01057
OG0000682	Praw.g_01580	Syaj.g_01056
OG0000683	Praw.g_01579	Syaj.g_01055
OG0000684	Praw.g_01577	Syaj.g_01051
OG0000685	Praw.g_01575	Syaj.g_01049
OG0000686	Praw.g_01574	Syaj.g_01048
OG0000687	Praw.g_01573	Syaj.g_01047
OG0000688	Praw.g_01570	Syaj.g_01041
OG0000689	Praw.g_01569	Syaj.g_01039
OG0000690	Praw.g_01568	Syaj.g_01038
OG0000691	Praw.g_01567	Syaj.g_01037
OG0000692	Praw.g_01565	Syaj.g_01036
OG0000693	Praw.g_01564	Syaj.g_01034
OG0000694	Praw.g_01563	Syaj.g_01033
OG0000695	Praw.g_01561	Syaj.g_00791
OG0000696	Praw.g_01560	Syaj.g_00792
OG0000697	Praw.g_01559	Syaj.g_00932
OG0000698	Praw.g_01556	Syaj.g_00929
OG0000699	Praw.g_01555	Syaj.g_00928
OG0000700	Praw.g_01554	Syaj.g_00927
OG0000701	Praw.g_01553	Syaj.g_00926
OG0000702	Praw.g_01551	Syaj.g_00916
OG0000703	Praw.g_01550	Syaj.g_00915
OG0000704	Praw.g_01549	Syaj.g_00913
OG0000705	Praw.g_01545	Syaj.g_00906
OG0000706	Praw.g_01544	Syaj.g_00905
OG0000707	Praw.g_01543	Syaj.g_00904
OG0000708	Praw.g_01542	Syaj.g_00901
OG0000709	Praw.g_01538	Syaj.g_00872
OG0000710	Praw.g_01535	Syaj.g_00867
OG0000711	Praw.g_01518	Syaj.g_00839
OG0000712	Praw.g_01516	Syaj.g_00837
OG0000713	Praw.g_01515	Syaj.g_00836
OG0000714	Praw.g_01514	Syaj.g_00834
OG0000715	Praw.g_01512	Syaj.g_00832
OG0000716	Praw.g_01510	Syaj.g_00825
OG0000717	Praw.g_01509	Syaj.g_00824
OG0000718	Praw.g_01498	Syaj.g_00820
OG0000719	Praw.g_01496	Syaj.g_00818
OG0000720	Praw.g_01487	Syaj.g_00805
OG0000721	Praw.g_01485	Syaj.g_00803
OG0000722	Praw.g_01484	Syaj.g_00802
OG0000723	Praw.g_01481	Syaj.g_00934
OG0000724	Praw.g_01472	Syaj.g_00421
OG0000725	Praw.g_01466	Syaj.g_00430
OG0000726	Praw.g_01465	Syaj.g_00431
OG0000727	Praw.g_01464	Syaj.g_00432
OG0000728	Praw.g_01462	Syaj.g_00434
OG0000729	Praw.g_01416	Syaj.g_02397
OG0000730	Praw.g_00172	Syaj.g_02802
OG0000731	Praw.g_00176	Syaj.g_02814
OG0000732	Praw.g_00183	Syaj.g_02315
OG0000733	Praw.g_00202	Syaj.g_02151
OG0000734	Praw.g_00219	Syaj.g_01895
OG0000735	Praw.g_00221	Syaj.g_00286
OG0000736	Praw.g_00222	Syaj.g_00287
OG0000737	Praw.g_00223	Syaj.g_00288
OG0000738	Praw.g_00227	Syaj.g_00293
OG0000739	Praw.g_00228	Syaj.g_00295
OG0000740	Praw.g_00229	Syaj.g_00296
OG0000741	Praw.g_00230	Syaj.g_00299
OG0000742	Praw.g_00233	Syaj.g_00301
OG0000743	Praw.g_00235	Syaj.g_00303
OG0000744	Praw.g_00236	Syaj.g_00304
OG0000745	Praw.g_00237	Syaj.g_00306
OG0000746	Praw.g_00239	Syaj.g_00308
OG0000747	Praw.g_00240	Syaj.g_00309
OG0000748	Praw.g_00243	Syaj.g_00319
OG0000749	Praw.g_00244	Syaj.g_00322
OG0000750	Praw.g_00245	Syaj.g_00323
OG0000751	Praw.g_00247	Syaj.g_00331
OG0000752	Praw.g_00249	Syaj.g_00333
OG0000753	Praw.g_00252	Syaj.g_00336
OG0000754	Praw.g_00255	Syaj.g_00643
OG0000755	Praw.g_00258	Syaj.g_00631
OG0000756	Praw.g_00259	Syaj.g_00625
OG0000757	Praw.g_00265	Syaj.g_00614
OG0000758	Praw.g_00266	Syaj.g_00613
OG0000759	Praw.g_00267	Syaj.g_00612
OG0000760	Praw.g_00268	Syaj.g_00611
OG0000761	Praw.g_00269	Syaj.g_00609
OG0000762	Praw.g_00270	Syaj.g_00603
OG0000763	Praw.g_00272	Syaj.g_00597
OG0000764	Praw.g_00273	Syaj.g_00596
OG0000765	Praw.g_00282	Syaj.g_00577
OG0000766	Praw.g_00283	Syaj.g_00576
OG0000767	Praw.g_00285	Syaj.g_00574
OG0000768	Praw.g_00286	Syaj.g_00573
OG0000769	Praw.g_00288	Syaj.g_00571
OG0000770	Praw.g_00290	Syaj.g_00567
OG0000771	Praw.g_00904	Syaj.g_00415
OG0000772	Praw.g_00954	Syaj.g_01208
OG0000773	Praw.g_00970	Syaj.g_00280
OG0000774	Praw.g_00972	Syaj.g_01502
OG0000775	Praw.g_00976	Syaj.g_01504
OG0000776	Praw.g_00977	Syaj.g_01505
OG0000777	Praw.g_00978	Syaj.g_01506
OG0000778	Praw.g_00979	Syaj.g_01507
OG0000779	Praw.g_00983	Syaj.g_01513
OG0000780	Praw.g_00984	Syaj.g_01517
OG0000781	Praw.g_00987	Syaj.g_01521
OG0000782	Praw.g_00988	Syaj.g_01522
OG0000783	Praw.g_00989	Syaj.g_01524
OG0000784	Praw.g_00990	Syaj.g_01525
OG0000785	Praw.g_00992	Syaj.g_01526
OG0000786	Praw.g_00994	Syaj.g_00265
OG0000787	Praw.g_00995	Syaj.g_00264
OG0000788	Praw.g_01002	Syaj.g_01270
OG0000789	Praw.g_01006	Syaj.g_01121
OG0000790	Praw.g_01021	Syaj.g_00054
OG0000791	Praw.g_01023	Syaj.g_00053
OG0000792	Praw.g_01024	Syaj.g_00052
OG0000793	Praw.g_01027	Syaj.g_00047
OG0000794	Praw.g_01028	Syaj.g_00046
OG0000795	Praw.g_01029	Syaj.g_00045
OG0000796	Praw.g_01033	Syaj.g_00039
OG0000797	Praw.g_01034	Syaj.g_00038
OG0000798	Praw.g_01057	Syaj.g_02568
OG0000799	Praw.g_01101	Syaj.g_01352
OG0000800	Praw.g_01100	Syaj.g_01354
OG0000801	Praw.g_01099	Syaj.g_01355
OG0000802	Praw.g_01097	Syaj.g_01359
OG0000803	Praw.g_01095	Syaj.g_01363
OG0000804	Praw.g_01094	Syaj.g_01366
OG0000805	Praw.g_01092	Syaj.g_01369
OG0000806	Praw.g_01090	Syaj.g_01370
OG0000807	Praw.g_01089	Syaj.g_01372
OG0000808	Praw.g_01088	Syaj.g_01373
OG0000809	Praw.g_01085	Syaj.g_01376
OG0000810	Praw.g_01084	Syaj.g_01377
OG0000811	Praw.g_01077	Syaj.g_01385
OG0000812	Praw.g_01075	Syaj.g_01387
OG0000813	Praw.g_00343	Syaj.g_01388
OG0000814	Praw.g_00345	Syaj.g_01390
OG0000815	Praw.g_00346	Syaj.g_01391
OG0000816	Praw.g_00348	Syaj.g_01392
OG0000817	Praw.g_00349	Syaj.g_01393
OG0000818	Praw.g_00354	Syaj.g_01399
OG0000819	Praw.g_00355	Syaj.g_01400
OG0000820	Praw.g_00356	Syaj.g_01401
OG0000821	Praw.g_00359	Syaj.g_01412
OG0000822	Praw.g_00360	Syaj.g_01414
OG0000823	Praw.g_00361	Syaj.g_01415
OG0000824	Praw.g_00364	Syaj.g_01421
OG0000825	Praw.g_00365	Syaj.g_01422
OG0000826	Praw.g_00366	Syaj.g_01423
OG0000827	Praw.g_00367	Syaj.g_01424
OG0000828	Praw.g_00371	Syaj.g_01427
OG0000829	Praw.g_00372	Syaj.g_01428
OG0000830	Praw.g_00373	Syaj.g_01429
OG0000831	Praw.g_00375	Syaj.g_01431
OG0000832	Praw.g_00381	Syaj.g_01635
OG0000833	Praw.g_00389	Syaj.g_01647
OG0000834	Praw.g_00390	Syaj.g_01649
OG0000835	Praw.g_00391	Syaj.g_01650
OG0000836	Praw.g_00392	Syaj.g_01654
OG0000837	Praw.g_00393	Syaj.g_01661
OG0000838	Praw.g_00395	Syaj.g_01665
OG0000839	Praw.g_00396	Syaj.g_01666
OG0000840	Praw.g_00397	Syaj.g_01667
OG0000841	Praw.g_00398	Syaj.g_01668
OG0000842	Praw.g_00399	Syaj.g_01669
OG0000843	Praw.g_00400	Syaj.g_01670
OG0000844	Praw.g_00401	Syaj.g_01680
OG0000845	Praw.g_00402	Syaj.g_01681
OG0000846	Praw.g_00403	Syaj.g_01682
OG0000847	Praw.g_00404	Syaj.g_01683
OG0000848	Praw.g_00405	Syaj.g_01685
OG0000849	Praw.g_00406	Syaj.g_01686
OG0000850	Praw.g_00408	Syaj.g_01689
OG0000851	Praw.g_00409	Syaj.g_01694
OG0000852	Praw.g_00410	Syaj.g_01695
OG0000853	Praw.g_00414	Syaj.g_01699
OG0000854	Praw.g_00416	Syaj.g_01701
OG0000855	Praw.g_00417	Syaj.g_01702
OG0000856	Praw.g_00430	Syaj.g_01296
OG0000857	Praw.g_00458	Syaj.g_01005
OG0000858	Praw.g_00509	Syaj.g_01708
OG0000859	Praw.g_00510	Syaj.g_01709
OG0000860	Praw.g_00517	Syaj.g_01723
OG0000861	Praw.g_00518	Syaj.g_01724
OG0000862	Praw.g_00519	Syaj.g_01725
OG0000863	Praw.g_00521	Syaj.g_01728
OG0000864	Praw.g_00522	Syaj.g_01729
OG0000865	Praw.g_00523	Syaj.g_01730
OG0000866	Praw.g_00524	Syaj.g_01731
OG0000867	Praw.g_00525	Syaj.g_01732
OG0000868	Praw.g_00526	Syaj.g_01734
OG0000869	Praw.g_00530	Syaj.g_01742
OG0000870	Praw.g_00535	Syaj.g_01747
OG0000871	Praw.g_00536	Syaj.g_01748
OG0000872	Praw.g_00537	Syaj.g_01756
OG0000873	Praw.g_00540	Syaj.g_01759
OG0000874	Praw.g_00543	Syaj.g_01754
OG0000875	Praw.g_00544	Syaj.g_01762
OG0000876	Praw.g_00545	Syaj.g_02084
OG0000877	Praw.g_00547	Syaj.g_01586
OG0000878	Praw.g_00548	Syaj.g_01587
OG0000879	Praw.g_00549	Syaj.g_01588
OG0000880	Praw.g_00550	Syaj.g_01589
OG0000881	Praw.g_00554	Syaj.g_01595
OG0000882	Praw.g_00559	Syaj.g_01599
OG0000883	Praw.g_00561	Syaj.g_01601
OG0000884	Praw.g_00563	Syaj.g_01603
OG0000885	Praw.g_00564	Syaj.g_01604
OG0000886	Praw.g_00565	Syaj.g_01605
OG0000887	Praw.g_00566	Syaj.g_01606
OG0000888	Praw.g_00568	Syaj.g_01608
OG0000889	Praw.g_00570	Syaj.g_01610
OG0000890	Praw.g_00571	Syaj.g_01615
OG0000891	Praw.g_00572	Syaj.g_01616
OG0000892	Praw.g_01921	Syaj.g_01620
OG0000893	Praw.g_01917	Syaj.g_02636
OG0000894	Praw.g_01915	Syaj.g_02639
OG0000895	Praw.g_01912	Syaj.g_02643
OG0000896	Praw.g_01911	Syaj.g_02644
OG0000897	Praw.g_01909	Syaj.g_02646
OG0000898	Praw.g_01908	Syaj.g_02647
OG0000899	Praw.g_01907	Syaj.g_02648
OG0000900	Praw.g_01906	Syaj.g_02649
OG0000901	Praw.g_01903	Syaj.g_02654
OG0000902	Praw.g_01901	Syaj.g_02656
OG0000903	Praw.g_01898	Syaj.g_02689
OG0000904	Praw.g_01896	Syaj.g_02684
OG0000905	Praw.g_01892	Syaj.g_02678
OG0000906	Praw.g_01891	Syaj.g_02676
OG0000907	Praw.g_00138	Syaj.g_02692
OG0000908	Praw.g_00135	Syaj.g_02695
OG0000909	Praw.g_00134	Syaj.g_02696
OG0000910	Praw.g_00133	Syaj.g_02697
OG0000911	Praw.g_00131	Syaj.g_02699
OG0000912	Praw.g_00130	Syaj.g_02700
OG0000913	Praw.g_00129	Syaj.g_02701
OG0000914	Praw.g_00128	Syaj.g_02702
OG0000915	Praw.g_00127	Syaj.g_02704
OG0000916	Praw.g_00126	Syaj.g_02705
OG0000917	Praw.g_00125	Syaj.g_02706
OG0000918	Praw.g_00124	Syaj.g_02707
OG0000919	Praw.g_00123	Syaj.g_02708
OG0000920	Praw.g_00122	Syaj.g_02709
OG0000921	Praw.g_00121	Syaj.g_02710
OG0000922	Praw.g_00120	Syaj.g_02711
OG0000923	Praw.g_00116	Syaj.g_02715
OG0000924	Praw.g_00115	Syaj.g_02716
OG0000925	Praw.g_00114	Syaj.g_02717
OG0000926	Praw.g_00113	Syaj.g_02718
OG0000927	Praw.g_00111	Syaj.g_02720
OG0000928	Praw.g_00110	Syaj.g_02721
OG0000929	Praw.g_00109	Syaj.g_02722
OG0000930	Praw.g_00108	Syaj.g_02723
OG0000931	Praw.g_00107	Syaj.g_02724
OG0000932	Praw.g_00106	Syaj.g_02725
OG0000933	Praw.g_00102	Syaj.g_02731
OG0000934	Praw.g_00100	Syaj.g_02733
OG0000935	Praw.g_00099	Syaj.g_02734
OG0000936	Praw.g_00098	Syaj.g_02735
OG0000937	Praw.g_00097	Syaj.g_02736
OG0000938	Praw.g_00095	Syaj.g_02739
OG0000939	Praw.g_00094	Syaj.g_02740
OG0000940	Praw.g_00087	Syaj.g_02747
OG0000941	Praw.g_00085	Syaj.g_02749
OG0000942	Praw.g_00083	Syaj.g_02751
OG0000943	Praw.g_00082	Syaj.g_02752
OG0000944	Praw.g_00081	Syaj.g_02754
OG0000945	Praw.g_00080	Syaj.g_02756
OG0000946	Praw.g_00076	Syaj.g_02761
OG0000947	Praw.g_00074	Syaj.g_02764
OG0000948	Praw.g_00073	Syaj.g_02765
OG0000949	Praw.g_00070	Syaj.g_02474
OG0000950	Praw.g_00065	Syaj.g_02459
OG0000951	Praw.g_00061	Syaj.g_02452
OG0000952	Praw.g_00057	Syaj.g_02446
OG0000953	Praw.g_00054	Syaj.g_02442
OG0000954	Praw.g_00050	Syaj.g_02435
OG0000955	Praw.g_00049	Syaj.g_02434
OG0000956	Praw.g_00047	Syaj.g_02432
OG0000957	Praw.g_00041	Syaj.g_02419
OG0000958	Praw.g_00040	Syaj.g_02418
OG0000959	Praw.g_00036	Syaj.g_02413
OG0000960	Praw.g_00035	Syaj.g_02412
OG0000961	Praw.g_00033	Syaj.g_02402
OG0000962	Praw.g_00031	Syaj.g_02398
OG0000963	Praw.g_00027	Syaj.g_02393
OG0000964	Praw.g_00026	Syaj.g_02392
OG0000965	Praw.g_00025	Syaj.g_02391
OG0000966	Praw.g_00018	Syaj.g_02370
OG0000967	Praw.g_00014	Syaj.g_02334
OG0000968	Praw.g_00012	Syaj.g_02363
OG0000969	Praw.g_00011	Syaj.g_02338
OG0000970	Praw.g_00010	Syaj.g_02337
OG0000971	Praw.g_00009	Syaj.g_02331
OG0000972	Praw.g_00008	Syaj.g_02330
OG0000973	Praw.g_00007	Syaj.g_02329
OG0000974	Praw.g_00006	Syaj.g_02328
OG0000975	Praw.g_00005	Syaj.g_02327
OG0000976	Praw.g_00004	Syaj.g_02326
OG0000977	Praw.g_00003	Syaj.g_02324
OG0000978	Praw.g_00002	Syaj.g_02322
OG0000979	Praw.g_01192	Syaj.g_02319
OG0000980	Praw.g_01190	Syaj.g_02316
OG0000981	Praw.g_01188	Syaj.g_02313
OG0000982	Praw.g_01186	Syaj.g_02112
OG0000983	Praw.g_01185	Syaj.g_02113
OG0000984	Praw.g_01184	Syaj.g_02114
OG0000985	Praw.g_01181	Syaj.g_02116
OG0000986	Praw.g_01179	Syaj.g_02123
OG0000987	Praw.g_01178	Syaj.g_02125
OG0000988	Praw.g_01175	Syaj.g_02131
OG0000989	Praw.g_01171	Syaj.g_02142
OG0000990	Praw.g_01168	Syaj.g_02165
OG0000991	Praw.g_01167	Syaj.g_02168
OG0000992	Praw.g_01165	Syaj.g_02171
OG0000993	Praw.g_01164	Syaj.g_02173
OG0000994	Praw.g_01163	Syaj.g_02177
OG0000995	Praw.g_01159	Syaj.g_02182
OG0000996	Praw.g_01158	Syaj.g_02221
OG0000997	Praw.g_01157	Syaj.g_02228
OG0000998	Praw.g_01155	Syaj.g_02230
OG0000999	Praw.g_01154	Syaj.g_02231
OG0001000	Praw.g_01151	Syaj.g_02236
OG0001001	Praw.g_01149	Syaj.g_02241
OG0001002	Praw.g_01145	Syaj.g_02248
OG0001003	Praw.g_01144	Syaj.g_02250
OG0001004	Praw.g_01143	Syaj.g_02251
OG0001005	Praw.g_01142	Syaj.g_02252
OG0001006	Praw.g_01138	Syaj.g_02260
OG0001007	Praw.g_01136	Syaj.g_02262
OG0001008	Praw.g_00710	Syaj.g_01554
OG0001009	Praw.g_01401	Syaj.g_02294
OG0001010	Praw.g_01400	Syaj.g_02295
OG0001011	Praw.g_01399	Syaj.g_02296
OG0001012	Praw.g_01385	Syaj.g_02108
OG0001014	Praw.g_01377	Syaj.g_02083
OG0001015	Praw.g_01376	Syaj.g_02082
OG0001016	Praw.g_01361	Syaj.g_01824
OG0001017	Praw.g_01357	Syaj.g_01830
OG0001018	Praw.g_01354	Syaj.g_01832
OG0001019	Praw.g_01345	Syaj.g_01849
OG0001020	Praw.g_01344	Syaj.g_01862
OG0001021	Praw.g_01343	Syaj.g_01867
OG0001022	Praw.g_01341	Syaj.g_01872
OG0001023	Praw.g_01340	Syaj.g_01873
OG0001024	Praw.g_01337	Syaj.g_01877
OG0001025	Praw.g_01331	Syaj.g_01884
OG0001026	Praw.g_01324	Syaj.g_01897
OG0001027	Praw.g_01323	Syaj.g_01903
OG0001028	Praw.g_01321	Syaj.g_01905
OG0001029	Praw.g_01320	Syaj.g_01907
OG0001030	Praw.g_01305	Syaj.g_01933
OG0001031	Praw.g_01249	Syaj.g_02012
OG0001032	Praw.g_01248	Syaj.g_02015
OG0001033	Praw.g_01227	Syaj.g_02044
OG0001034	Praw.g_01199	Syaj.g_02875
OG0001035	Praw.g_00879	Syaj.g_02603
OG0001036	Praw.g_00875	Syaj.g_02599
OG0001037	Praw.g_00874	Syaj.g_02597
OG0001038	Praw.g_00856	Syaj.g_02567
OG0001039	Praw.g_00853	Syaj.g_02564
OG0001040	Praw.g_00851	Syaj.g_02561
OG0001041	Praw.g_00847	Syaj.g_02556
OG0001042	Praw.g_00830	Syaj.g_02527
OG0001043	Praw.g_00829	Syaj.g_02523
OG0001044	Praw.g_00797	Syaj.g_02804
OG0001045	Praw.g_00789	Syaj.g_02817
OG0001046	Praw.g_00754	Syaj.g_00851
OG0001047	Praw.g_00708	Syaj.g_01552
OG0001048	Praw.g_00707	Syaj.g_01551
OG0001049	Praw.g_00705	Syaj.g_01548
OG0001050	Praw.g_00704	Syaj.g_01547
OG0001051	Praw.g_00703	Syaj.g_01546
OG0001052	Praw.g_00676	Syaj.g_01448
OG0001053	Praw.g_00665	Syaj.g_00075
OG0001054	Praw.g_00650	Syaj.g_00092
OG0001055	Praw.g_00631	Syaj.g_00113
OG0001056	Praw.g_00612	Syaj.g_00149
OG0001057	Praw.g_00607	Syaj.g_00160
OG0001058	Praw.g_00599	Syaj.g_00183
OG0001059	Praw.g_00595	Syaj.g_00187
OG0001060	Praw.g_00588	Syaj.g_00193
OG0001061	Praw.g_00575	Syaj.g_00214
OG0001062	Praw.g_01923	Syaj.g_00216
OG0001063	Praw.g_01925	Syaj.g_00222
OG0001064	Praw.g_01926	Syaj.g_00223
OG0001065	Praw.g_01927	Syaj.g_00224
OG0001066	Praw.g_01928	Syaj.g_00225
OG0001067	Praw.g_01929	Syaj.g_00226
OG0001068	Praw.g_01930	Syaj.g_00227
OG0001069	Praw.g_01931	Syaj.g_00228
OG0001070	Praw.g_01934	Syaj.g_00231
OG0001071	Praw.g_01935	Syaj.g_00232
OG0001073	Praw.g_00140	Syaj.g_00254
OG0001074	Praw.g_00151	Syaj.g_01327
OG0001075	Praw.g_00152	Syaj.g_01325
OG0001076	Praw.g_00160	Syaj.g_01305
OG0001077	Praw.g_00164	Syaj.g_01294
OG0001078	Praw.g_01886	Syaj.g_01282
OG0001079	Praw.g_01875	Syaj.g_01269
OG0001080	Praw.g_01869	Syaj.g_01135
OG0001081	Praw.g_01867	Syaj.g_00699
OG0001082	Praw.g_01866	Syaj.g_00700
OG0001083	Praw.g_01861	Syaj.g_00709
OG0001084	Praw.g_01860	Syaj.g_00711
OG0001085	Praw.g_01852	Syaj.g_00721
OG0001086	Praw.g_01851	Syaj.g_00723
OG0001087	Praw.g_01834	Syaj.g_00498
OG0001088	Praw.g_01833	Syaj.g_00494
OG0001089	Praw.g_01825	Syaj.g_00439
OG0001090	Praw.g_01808	Syaj.g_00959
OG0001091	Praw.g_01806	Syaj.g_00957
OG0001092	Praw.g_01805	Syaj.g_00954
OG0001093	Praw.g_01800	Syaj.g_00948
OG0001094	Praw.g_01703	Syaj.g_01032
OG0001095	Praw.g_01684	Syaj.g_01008
OG0001096	Praw.g_01671	Syaj.g_00988
OG0001097	Praw.g_01654	Syaj.g_00371
OG0001098	Praw.g_01639	Syaj.g_01132
OG0001099	Praw.g_01608	Syaj.g_01906
OG0001100	Praw.g_01604	Syaj.g_00732
OG0001101	Praw.g_01602	Syaj.g_00734
OG0001102	Praw.g_01600	Syaj.g_00737
OG0001103	Praw.g_01598	Syaj.g_00740
OG0001104	Praw.g_01576	Syaj.g_01050
OG0001105	Praw.g_01572	Syaj.g_01046
OG0001106	Praw.g_01548	Syaj.g_00912
OG0001107	Praw.g_01541	Syaj.g_00900
OG0001108	Praw.g_01537	Syaj.g_00870
OG0001109	Praw.g_01536	Syaj.g_00868
OG0001110	Praw.g_01534	Syaj.g_00866
OG0001111	Praw.g_01533	Syaj.g_00864
OG0001112	Praw.g_01532	Syaj.g_00862
OG0001113	Praw.g_01531	Syaj.g_00861
OG0001114	Praw.g_01530	Syaj.g_00860
OG0001115	Praw.g_01528	Syaj.g_00856
OG0001116	Praw.g_01527	Syaj.g_00854
OG0001117	Praw.g_01526	Syaj.g_00853
OG0001118	Praw.g_01525	Syaj.g_00852
OG0001119	Praw.g_01524	Syaj.g_00850
OG0001120	Praw.g_01522	Syaj.g_00846
OG0001121	Praw.g_00199, Praw.g_01519	Syaj.g_00630
OG0001122	Praw.g_01495	Syaj.g_00817
