Orthogroup	Praw	Prbj
OG0000566	Praw.g_00585	Prbj.g_01879
OG0000567	Praw.g_00581	Prbj.g_01883
OG0000568	Praw.g_00580	Prbj.g_01885
OG0000569	Praw.g_00579	Prbj.g_01807
OG0000570	Praw.g_00578	Prbj.g_01806
OG0000571	Praw.g_00576	Prbj.g_01803
OG0000572	Praw.g_01933	Prbj.g_01787
OG0000573	Praw.g_01938	Prbj.g_01780
OG0000574	Praw.g_01939	Prbj.g_01779
OG0000575	Praw.g_01943	Prbj.g_01770
OG0000576	Praw.g_01945	Prbj.g_01768
OG0000577	Praw.g_01946	Prbj.g_01767
OG0000578	Praw.g_01947	Prbj.g_01766
OG0000579	Praw.g_01948	Prbj.g_01765
OG0000580	Praw.g_01949	Prbj.g_01764
OG0000581	Praw.g_00141	Prbj.g_01760
OG0000582	Praw.g_00144	Prbj.g_01756
OG0000583	Praw.g_00145	Prbj.g_01755
OG0000584	Praw.g_00146	Prbj.g_01754
OG0000585	Praw.g_00148	Prbj.g_01752
OG0000586	Praw.g_00149	Prbj.g_01750
OG0000587	Praw.g_00150	Prbj.g_01748
OG0000588	Praw.g_00154	Prbj.g_02547
OG0000589	Praw.g_00157	Prbj.g_02550
OG0000590	Praw.g_00158	Prbj.g_02551
OG0000591	Praw.g_00161	Prbj.g_02558
OG0000592	Praw.g_00162	Prbj.g_02559
OG0000593	Praw.g_00168	Prbj.g_02569
OG0000594	Praw.g_00169	Prbj.g_02570
OG0000595	Praw.g_01888	Prbj.g_02571
OG0000596	Praw.g_01884	Prbj.g_02576
OG0000597	Praw.g_01882	Prbj.g_02579
OG0000598	Praw.g_01881	Prbj.g_02580
OG0000599	Praw.g_01878	Prbj.g_02590
OG0000600	Praw.g_01877	Prbj.g_02591
OG0000601	Praw.g_01876	Prbj.g_02592
OG0000602	Praw.g_01874	Prbj.g_02596
OG0000603	Praw.g_01873	Prbj.g_02597
OG0000604	Praw.g_01872	Prbj.g_02598
OG0000605	Praw.g_01871	Prbj.g_00792
OG0000606	Praw.g_01868	Prbj.g_00803
OG0000607	Praw.g_01865	Prbj.g_00806
OG0000608	Praw.g_01864	Prbj.g_00807
OG0000609	Praw.g_01863	Prbj.g_00809
OG0000610	Praw.g_01858	Prbj.g_00818
OG0000611	Praw.g_01855	Prbj.g_00821
OG0000612	Praw.g_01854	Prbj.g_00822
OG0000613	Praw.g_01849	Prbj.g_01466
OG0000614	Praw.g_01830	Prbj.g_00946
OG0000615	Praw.g_01822	Prbj.g_02373
OG0000616	Praw.g_01818	Prbj.g_02057
OG0000617	Praw.g_01803	Prbj.g_02184
OG0000618	Praw.g_01802	Prbj.g_02185
OG0000619	Praw.g_01801	Prbj.g_02186
OG0000620	Praw.g_01798	Prbj.g_02190
OG0000621	Praw.g_01797	Prbj.g_02191
OG0000622	Praw.g_01796	Prbj.g_02192
OG0000623	Praw.g_01795	Prbj.g_02193
OG0000624	Praw.g_01794	Prbj.g_02194
OG0000625	Praw.g_01793	Prbj.g_02195
OG0000626	Praw.g_01792	Prbj.g_02196
OG0000627	Praw.g_01791	Prbj.g_02320
OG0000628	Praw.g_01790	Prbj.g_02319
OG0000629	Praw.g_01789	Prbj.g_02316
OG0000630	Praw.g_01786	Prbj.g_02312
OG0000631	Praw.g_01706	Prbj.g_02306
OG0000632	Praw.g_01705	Prbj.g_02305
OG0000633	Praw.g_01704	Prbj.g_02304
OG0000634	Praw.g_01701	Prbj.g_02408
OG0000635	Praw.g_01700	Prbj.g_02409
OG0000636	Praw.g_01698	Prbj.g_02411
OG0000637	Praw.g_01696	Prbj.g_02413
OG0000638	Praw.g_01695	Prbj.g_02414
OG0000639	Praw.g_01694	Prbj.g_02415
OG0000640	Praw.g_01693	Prbj.g_02416
OG0000641	Praw.g_01689	Prbj.g_02420
OG0000642	Praw.g_01688	Prbj.g_02421
OG0000643	Praw.g_01687	Prbj.g_02422
OG0000644	Praw.g_01686	Prbj.g_02423
OG0000645	Praw.g_01685	Prbj.g_02424
OG0000646	Praw.g_01683	Prbj.g_02427
OG0000647	Praw.g_01682	Prbj.g_02430
OG0000648	Praw.g_01680	Prbj.g_02432
OG0000649	Praw.g_01679	Prbj.g_02433
OG0000650	Praw.g_01678	Prbj.g_02434
OG0000651	Praw.g_01677	Prbj.g_02435
OG0000652	Praw.g_01676	Prbj.g_02436
OG0000653	Praw.g_01674	Prbj.g_02438
OG0000654	Praw.g_01673	Prbj.g_02439
OG0000655	Praw.g_01672	Prbj.g_02440
OG0000656	Praw.g_01669	Prbj.g_02443
OG0000657	Praw.g_01663	Prbj.g_02476
OG0000658	Praw.g_01662	Prbj.g_02478
OG0000659	Praw.g_01661	Prbj.g_02479
OG0000660	Praw.g_01657	Prbj.g_02483
OG0000661	Praw.g_01655	Prbj.g_02485
OG0000662	Praw.g_01653	Prbj.g_02487
OG0000663	Praw.g_01651	Prbj.g_02490
OG0000664	Praw.g_01650	Prbj.g_02491
OG0000665	Praw.g_01646	Prbj.g_02504
OG0000666	Praw.g_01645	Prbj.g_02507
OG0000667	Praw.g_01641	Prbj.g_02514
OG0000668	Praw.g_01611	Prbj.g_02215
OG0000669	Praw.g_01605	Prbj.g_02523
OG0000670	Praw.g_01603	Prbj.g_00044
OG0000671	Praw.g_01601	Prbj.g_02335
OG0000672	Praw.g_01599	Prbj.g_02338
OG0000673	Praw.g_01596	Prbj.g_02341
OG0000674	Praw.g_01594	Prbj.g_02343
OG0000675	Praw.g_01593	Prbj.g_02344
OG0000676	Praw.g_01591	Prbj.g_02352
OG0000677	Praw.g_01590	Prbj.g_02354
OG0000678	Praw.g_01588	Prbj.g_02359
OG0000679	Praw.g_01584	Prbj.g_02379
OG0000680	Praw.g_01583	Prbj.g_02380
OG0000681	Praw.g_01581	Prbj.g_02382
OG0000682	Praw.g_01580	Prbj.g_02383
OG0000683	Praw.g_01579	Prbj.g_02384
OG0000684	Praw.g_01577	Prbj.g_02397
OG0000685	Praw.g_01575	Prbj.g_02395
OG0000686	Praw.g_01574	Prbj.g_02394
OG0000687	Praw.g_01573	Prbj.g_02393
OG0000688	Praw.g_01570	Prbj.g_02399
OG0000689	Praw.g_01569	Prbj.g_02400
OG0000690	Praw.g_01568	Prbj.g_02401
OG0000691	Praw.g_01567	Prbj.g_02402
OG0000692	Praw.g_01565	Prbj.g_02403
OG0000693	Praw.g_01564	Prbj.g_02404
OG0000694	Praw.g_01563	Prbj.g_02405
OG0000695	Praw.g_01561	Prbj.g_02302
OG0000696	Praw.g_01560	Prbj.g_02301
OG0000697	Praw.g_01559	Prbj.g_02299
OG0000698	Praw.g_01556	Prbj.g_02296
OG0000699	Praw.g_01555	Prbj.g_02294
OG0000700	Praw.g_01554	Prbj.g_02293
OG0000701	Praw.g_01553	Prbj.g_02292
OG0000702	Praw.g_01551	Prbj.g_02284
OG0000703	Praw.g_01550	Prbj.g_02283
OG0000704	Praw.g_01549	Prbj.g_02281
OG0000705	Praw.g_01545	Prbj.g_02275
OG0000706	Praw.g_01544	Prbj.g_02274
OG0000707	Praw.g_01543	Prbj.g_02273
OG0000708	Praw.g_01542	Prbj.g_02271
OG0000709	Praw.g_01538	Prbj.g_02264
OG0000710	Praw.g_01535	Prbj.g_02260
OG0000711	Praw.g_01518	Prbj.g_02237
OG0000712	Praw.g_01516	Prbj.g_02236
OG0000713	Praw.g_01515	Prbj.g_02235
OG0000714	Praw.g_01514	Prbj.g_02231
OG0000715	Praw.g_01512	Prbj.g_02229
OG0000716	Praw.g_01510	Prbj.g_02225
OG0000717	Praw.g_01509	Prbj.g_02224
OG0000718	Praw.g_01498	Prbj.g_02219
OG0000719	Praw.g_01496	Prbj.g_02217
OG0000720	Praw.g_01487	Prbj.g_02204
OG0000721	Praw.g_01485	Prbj.g_02203
OG0000722	Praw.g_01484	Prbj.g_02202
OG0000723	Praw.g_01481	Prbj.g_02198
OG0000724	Praw.g_01472	Prbj.g_01843
OG0000725	Praw.g_01466	Prbj.g_01836
OG0000726	Praw.g_01465	Prbj.g_01835
OG0000727	Praw.g_01464	Prbj.g_01834
OG0000728	Praw.g_01462	Prbj.g_01833
OG0000729	Praw.g_01416	Prbj.g_01289
OG0000730	Praw.g_00172	Prbj.g_00343
OG0000731	Praw.g_00176	Prbj.g_00333
OG0000732	Praw.g_00183	Prbj.g_01220
OG0000733	Praw.g_00202	Prbj.g_01997
OG0000734	Praw.g_00219	Prbj.g_00627
OG0000735	Praw.g_00221	Prbj.g_00953
OG0000736	Praw.g_00222	Prbj.g_00954
OG0000737	Praw.g_00223	Prbj.g_00955
OG0000738	Praw.g_00227	Prbj.g_00962
OG0000739	Praw.g_00228	Prbj.g_00964
OG0000740	Praw.g_00229	Prbj.g_00965
OG0000741	Praw.g_00230	Prbj.g_00968
OG0000742	Praw.g_00233	Prbj.g_00970
OG0000743	Praw.g_00235	Prbj.g_00972
OG0000744	Praw.g_00236	Prbj.g_00973
OG0000745	Praw.g_00237	Prbj.g_00846
OG0000746	Praw.g_00239	Prbj.g_00844
OG0000747	Praw.g_00240	Prbj.g_00843
OG0000748	Praw.g_00243	Prbj.g_00831
OG0000749	Praw.g_00244	Prbj.g_00830
OG0000750	Praw.g_00245	Prbj.g_00829
OG0000751	Praw.g_00247	Prbj.g_00305
OG0000752	Praw.g_00249	Prbj.g_00308
OG0000753	Praw.g_00252	Prbj.g_00311
OG0000754	Praw.g_00255	Prbj.g_01910
OG0000755	Praw.g_00258	Prbj.g_00002
OG0000756	Praw.g_00259	Prbj.g_00003
OG0000757	Praw.g_00265	Prbj.g_00010
OG0000758	Praw.g_00266	Prbj.g_00011
OG0000759	Praw.g_00267	Prbj.g_00012
OG0000760	Praw.g_00268	Prbj.g_00013
OG0000761	Praw.g_00269	Prbj.g_00014
OG0000762	Praw.g_00270	Prbj.g_01908
OG0000763	Praw.g_00272	Prbj.g_01906
OG0000764	Praw.g_00273	Prbj.g_01905
OG0000765	Praw.g_00282	Prbj.g_02163
OG0000766	Praw.g_00283	Prbj.g_02164
OG0000767	Praw.g_00285	Prbj.g_02166
OG0000768	Praw.g_00286	Prbj.g_02167
OG0000769	Praw.g_00288	Prbj.g_00313
OG0000770	Praw.g_00290	Prbj.g_00019
OG0000771	Praw.g_00904	Prbj.g_01848
OG0000772	Praw.g_00954	Prbj.g_01679
OG0000773	Praw.g_00970	Prbj.g_00161
OG0000774	Praw.g_00972	Prbj.g_01719
OG0000775	Praw.g_00976	Prbj.g_01721
OG0000776	Praw.g_00977	Prbj.g_01722
OG0000777	Praw.g_00978	Prbj.g_01723
OG0000778	Praw.g_00979	Prbj.g_01724
OG0000779	Praw.g_00983	Prbj.g_01729
OG0000780	Praw.g_00984	Prbj.g_01732
OG0000781	Praw.g_00987	Prbj.g_01736
OG0000782	Praw.g_00988	Prbj.g_01737
OG0000783	Praw.g_00989	Prbj.g_01738
OG0000784	Praw.g_00990	Prbj.g_01739
OG0000785	Praw.g_00992	Prbj.g_01741
OG0000786	Praw.g_00994	Prbj.g_01744
OG0000787	Praw.g_00995	Prbj.g_01745
OG0000788	Praw.g_01002	Prbj.g_00094
OG0000789	Praw.g_01006	Prbj.g_00687
OG0000790	Praw.g_01021	Prbj.g_01643
OG0000791	Praw.g_01023	Prbj.g_01645
OG0000792	Praw.g_01024	Prbj.g_01646
OG0000793	Praw.g_01027	Prbj.g_01650
OG0000794	Praw.g_01028	Prbj.g_01651
OG0000795	Praw.g_01029	Prbj.g_01652
OG0000796	Praw.g_01033	Prbj.g_01656
OG0000797	Praw.g_01034	Prbj.g_01657
OG0000798	Praw.g_01057	Prbj.g_01402
OG0000799	Praw.g_01101	Prbj.g_01304
OG0000800	Praw.g_01100	Prbj.g_01303
OG0000801	Praw.g_01099	Prbj.g_01302
OG0000802	Praw.g_01097	Prbj.g_01293
OG0000803	Praw.g_01095	Prbj.g_01041
OG0000804	Praw.g_01094	Prbj.g_01043
OG0000805	Praw.g_01092	Prbj.g_01045
OG0000806	Praw.g_01090	Prbj.g_01047
OG0000807	Praw.g_01089	Prbj.g_01049
OG0000808	Praw.g_01088	Prbj.g_01050
OG0000809	Praw.g_01085	Prbj.g_01054
OG0000810	Praw.g_01084	Prbj.g_01055
OG0000811	Praw.g_01077	Prbj.g_01067
OG0000812	Praw.g_01075	Prbj.g_01069
OG0000813	Praw.g_00343	Prbj.g_01070
OG0000814	Praw.g_00345	Prbj.g_01072
OG0000815	Praw.g_00346	Prbj.g_01073
OG0000816	Praw.g_00348	Prbj.g_01075
OG0000817	Praw.g_00349	Prbj.g_01076
OG0000818	Praw.g_00354	Prbj.g_00631
OG0000819	Praw.g_00355	Prbj.g_00632
OG0000820	Praw.g_00356	Prbj.g_00633
OG0000821	Praw.g_00359	Prbj.g_00640
OG0000822	Praw.g_00360	Prbj.g_00642
OG0000823	Praw.g_00361	Prbj.g_00643
OG0000824	Praw.g_00364	Prbj.g_00647
OG0000825	Praw.g_00365	Prbj.g_00648
OG0000826	Praw.g_00366	Prbj.g_00649
OG0000827	Praw.g_00367	Prbj.g_00650
OG0000828	Praw.g_00371	Prbj.g_00653
OG0000829	Praw.g_00372	Prbj.g_00654
OG0000830	Praw.g_00373	Prbj.g_00655
OG0000831	Praw.g_00375	Prbj.g_00657
OG0000832	Praw.g_00381	Prbj.g_01684
OG0000833	Praw.g_00389	Prbj.g_01692
OG0000834	Praw.g_00390	Prbj.g_01693
OG0000835	Praw.g_00391	Prbj.g_01694
OG0000836	Praw.g_00392	Prbj.g_01696
OG0000837	Praw.g_00393	Prbj.g_01697
OG0000838	Praw.g_00395	Prbj.g_01700
OG0000839	Praw.g_00396	Prbj.g_01701
OG0000840	Praw.g_00397	Prbj.g_01702
OG0000841	Praw.g_00398	Prbj.g_01703
OG0000842	Praw.g_00399	Prbj.g_01704
OG0000843	Praw.g_00400	Prbj.g_01705
OG0000844	Praw.g_00401	Prbj.g_01707
OG0000845	Praw.g_00402	Prbj.g_01708
OG0000846	Praw.g_00403	Prbj.g_01709
OG0000847	Praw.g_00404	Prbj.g_01710
OG0000848	Praw.g_00405	Prbj.g_01711
OG0000849	Praw.g_00406	Prbj.g_01712
OG0000850	Praw.g_00408	Prbj.g_01713
OG0000851	Praw.g_00409	Prbj.g_00888
OG0000852	Praw.g_00410	Prbj.g_00887
OG0000853	Praw.g_00414	Prbj.g_00882
OG0000854	Praw.g_00416	Prbj.g_00880
OG0000855	Praw.g_00417	Prbj.g_00879
OG0000856	Praw.g_00430	Prbj.g_02561
OG0000857	Praw.g_00458	Prbj.g_02429
OG0000858	Praw.g_00509	Prbj.g_00868
OG0000859	Praw.g_00510	Prbj.g_00867
OG0000860	Praw.g_00517	Prbj.g_00855
OG0000861	Praw.g_00518	Prbj.g_00854
OG0000862	Praw.g_00519	Prbj.g_00852
OG0000863	Praw.g_00521	Prbj.g_00495
OG0000864	Praw.g_00522	Prbj.g_00494
OG0000865	Praw.g_00523	Prbj.g_00493
OG0000866	Praw.g_00524	Prbj.g_00492
OG0000867	Praw.g_00525	Prbj.g_00491
OG0000868	Praw.g_00526	Prbj.g_00489
OG0000869	Praw.g_00530	Prbj.g_00486
OG0000870	Praw.g_00535	Prbj.g_00481
OG0000871	Praw.g_00536	Prbj.g_00480
OG0000872	Praw.g_00537	Prbj.g_00478
OG0000873	Praw.g_00540	Prbj.g_00475
OG0000874	Praw.g_00543	Prbj.g_00471
OG0000875	Praw.g_00544	Prbj.g_00470
OG0000876	Praw.g_00545	Prbj.g_00469
OG0000877	Praw.g_00547	Prbj.g_00466
OG0000878	Praw.g_00548	Prbj.g_00465
OG0000879	Praw.g_00549	Prbj.g_00464
OG0000880	Praw.g_00550	Prbj.g_00463
OG0000881	Praw.g_00554	Prbj.g_00458
OG0000882	Praw.g_00559	Prbj.g_00453
OG0000883	Praw.g_00561	Prbj.g_00451
OG0000884	Praw.g_00563	Prbj.g_00449
OG0000885	Praw.g_00564	Prbj.g_00448
OG0000886	Praw.g_00565	Prbj.g_00447
OG0000887	Praw.g_00566	Prbj.g_00446
OG0000888	Praw.g_00568	Prbj.g_00444
OG0000889	Praw.g_00570	Prbj.g_00442
OG0000890	Praw.g_00571	Prbj.g_00428
OG0000891	Praw.g_00572	Prbj.g_00427
OG0000892	Praw.g_01921	Prbj.g_00425
OG0000893	Praw.g_01917	Prbj.g_02660
OG0000894	Praw.g_01915	Prbj.g_02656
OG0000895	Praw.g_01912	Prbj.g_02651
OG0000896	Praw.g_01911	Prbj.g_02650
OG0000897	Praw.g_01909	Prbj.g_02648
OG0000898	Praw.g_01908	Prbj.g_02647
OG0000899	Praw.g_01907	Prbj.g_02646
OG0000900	Praw.g_01906	Prbj.g_02645
OG0000901	Praw.g_01903	Prbj.g_02641
OG0000902	Praw.g_01901	Prbj.g_02639
OG0000903	Praw.g_01898	Prbj.g_01027
OG0000904	Praw.g_01896	Prbj.g_01032
OG0000905	Praw.g_01892	Prbj.g_01034
OG0000906	Praw.g_01891	Prbj.g_02635
OG0000907	Praw.g_00138	Prbj.g_01025
OG0000908	Praw.g_00135	Prbj.g_01022
OG0000909	Praw.g_00134	Prbj.g_01021
OG0000910	Praw.g_00133	Prbj.g_01020
OG0000911	Praw.g_00131	Prbj.g_01018
OG0000912	Praw.g_00130	Prbj.g_01017
OG0000913	Praw.g_00129	Prbj.g_01016
OG0000914	Praw.g_00128	Prbj.g_01015
OG0000915	Praw.g_00127	Prbj.g_01014
OG0000916	Praw.g_00126	Prbj.g_01013
OG0000917	Praw.g_00125	Prbj.g_01012
OG0000918	Praw.g_00124	Prbj.g_01011
OG0000919	Praw.g_00123	Prbj.g_01010
OG0000920	Praw.g_00122	Prbj.g_01009
OG0000921	Praw.g_00121	Prbj.g_01008
OG0000922	Praw.g_00120	Prbj.g_01007
OG0000923	Praw.g_00116	Prbj.g_01003
OG0000924	Praw.g_00115	Prbj.g_01002
OG0000925	Praw.g_00114	Prbj.g_01001
OG0000926	Praw.g_00113	Prbj.g_01000
OG0000927	Praw.g_00111	Prbj.g_00998
OG0000928	Praw.g_00110	Prbj.g_00997
OG0000929	Praw.g_00109	Prbj.g_00996
OG0000930	Praw.g_00108	Prbj.g_00995
OG0000931	Praw.g_00107	Prbj.g_00994
OG0000932	Praw.g_00106	Prbj.g_00993
OG0000933	Praw.g_00102	Prbj.g_00988
OG0000934	Praw.g_00100	Prbj.g_00986
OG0000935	Praw.g_00099	Prbj.g_00985
OG0000936	Praw.g_00098	Prbj.g_00984
OG0000937	Praw.g_00097	Prbj.g_00983
OG0000938	Praw.g_00095	Prbj.g_00414
OG0000939	Praw.g_00094	Prbj.g_00413
OG0000940	Praw.g_00087	Prbj.g_00404
OG0000941	Praw.g_00085	Prbj.g_00402
OG0000942	Praw.g_00083	Prbj.g_00400
OG0000943	Praw.g_00082	Prbj.g_00399
OG0000944	Praw.g_00081	Prbj.g_00397
OG0000945	Praw.g_00080	Prbj.g_00395
OG0000946	Praw.g_00076	Prbj.g_00368
OG0000947	Praw.g_00074	Prbj.g_00365
OG0000948	Praw.g_00073	Prbj.g_00364
OG0000949	Praw.g_00070	Prbj.g_00361
OG0000950	Praw.g_00065	Prbj.g_01501
OG0000951	Praw.g_00061	Prbj.g_01506
OG0000952	Praw.g_00057	Prbj.g_01513
OG0000953	Praw.g_00054	Prbj.g_01517
OG0000954	Praw.g_00050	Prbj.g_01577
OG0000955	Praw.g_00049	Prbj.g_01578
OG0000956	Praw.g_00047	Prbj.g_01580
OG0000957	Praw.g_00041	Prbj.g_01596
OG0000958	Praw.g_00040	Prbj.g_01597
OG0000959	Praw.g_00036	Prbj.g_01821
OG0000960	Praw.g_00035	Prbj.g_01820
OG0000961	Praw.g_00033	Prbj.g_01809
OG0000962	Praw.g_00031	Prbj.g_01290
OG0000963	Praw.g_00027	Prbj.g_01285
OG0000964	Praw.g_00026	Prbj.g_01284
OG0000965	Praw.g_00025	Prbj.g_01283
OG0000966	Praw.g_00018	Prbj.g_01250
OG0000967	Praw.g_00014	Prbj.g_01244
OG0000968	Praw.g_00012	Prbj.g_01241
OG0000969	Praw.g_00011	Prbj.g_01239
OG0000970	Praw.g_00010	Prbj.g_01238
OG0000971	Praw.g_00009	Prbj.g_01236
OG0000972	Praw.g_00008	Prbj.g_01235
OG0000973	Praw.g_00007	Prbj.g_01234
OG0000974	Praw.g_00006	Prbj.g_01233
OG0000975	Praw.g_00005	Prbj.g_01232
OG0000976	Praw.g_00004	Prbj.g_01231
OG0000977	Praw.g_00003	Prbj.g_01229
OG0000978	Praw.g_00002	Prbj.g_01228
OG0000979	Praw.g_01192	Prbj.g_01225
OG0000980	Praw.g_01190	Prbj.g_01221
OG0000981	Praw.g_01188	Prbj.g_01218
OG0000982	Praw.g_01186	Prbj.g_01956
OG0000983	Praw.g_01185	Prbj.g_01957
OG0000984	Praw.g_01184	Prbj.g_01958
OG0000985	Praw.g_01181	Prbj.g_01962
OG0000986	Praw.g_01179	Prbj.g_01964
OG0000987	Praw.g_01178	Prbj.g_01966
OG0000988	Praw.g_01175	Prbj.g_01970
OG0000989	Praw.g_01171	Prbj.g_01980
OG0000990	Praw.g_01168	Prbj.g_02002
OG0000991	Praw.g_01167	Prbj.g_02005
OG0000992	Praw.g_01165	Prbj.g_02008
OG0000993	Praw.g_01164	Prbj.g_02009
OG0000994	Praw.g_01163	Prbj.g_02012
OG0000995	Praw.g_01159	Prbj.g_02021
OG0000996	Praw.g_01158	Prbj.g_02034
OG0000997	Praw.g_01157	Prbj.g_02043
OG0000998	Praw.g_01155	Prbj.g_02045
OG0000999	Praw.g_01154	Prbj.g_02046
OG0001000	Praw.g_01151	Prbj.g_02049
OG0001001	Praw.g_01149	Prbj.g_02053
OG0001002	Praw.g_01145	Prbj.g_02060
OG0001003	Praw.g_01144	Prbj.g_02062
OG0001004	Praw.g_01143	Prbj.g_02063
OG0001005	Praw.g_01142	Prbj.g_02065
OG0001006	Praw.g_01138	Prbj.g_02071
OG0001007	Praw.g_01136	Prbj.g_02073
OG0001008	Praw.g_00710	Prbj.g_00101
OG0001009	Praw.g_01401	Prbj.g_01199
OG0001010	Praw.g_01400	Prbj.g_01200
OG0001011	Praw.g_01399	Prbj.g_01202
OG0001012	Praw.g_01385	Prbj.g_01953
OG0001013	Praw.g_01380	Prbj.g_01928
OG0001014	Praw.g_01377	Prbj.g_01919
OG0001015	Praw.g_01376	Prbj.g_01918
OG0001016	Praw.g_01361	Prbj.g_00569
OG0001017	Praw.g_01357	Prbj.g_00575
OG0001018	Praw.g_01354	Prbj.g_00577
OG0001019	Praw.g_01345	Prbj.g_00590
OG0001020	Praw.g_01344	Prbj.g_00596
OG0001021	Praw.g_01343	Prbj.g_00600
OG0001022	Praw.g_01341	Prbj.g_00605
OG0001023	Praw.g_01340	Prbj.g_00606
OG0001024	Praw.g_01337	Prbj.g_00610
OG0001025	Praw.g_01331	Prbj.g_00617
OG0001026	Praw.g_01324	Prbj.g_00630
OG0001027	Praw.g_01323	Prbj.g_01550
OG0001028	Praw.g_01321	Prbj.g_01552
OG0001029	Praw.g_01320	Prbj.g_01554
OG0001030	Praw.g_01305	Prbj.g_01535
OG0001031	Praw.g_01249	Prbj.g_01143
OG0001032	Praw.g_01248	Prbj.g_01146
OG0001033	Praw.g_01227	Prbj.g_00287
OG0001034	Praw.g_01199	Prbj.g_02608
OG0001035	Praw.g_00879	Prbj.g_01360
OG0001036	Praw.g_00875	Prbj.g_01364
OG0001037	Praw.g_00874	Prbj.g_01366
OG0001038	Praw.g_00856	Prbj.g_01403
OG0001039	Praw.g_00853	Prbj.g_01406
OG0001040	Praw.g_00851	Prbj.g_01409
OG0001041	Praw.g_00847	Prbj.g_01414
OG0001042	Praw.g_00830	Prbj.g_01439
OG0001043	Praw.g_00829	Prbj.g_01441
OG0001044	Praw.g_00797	Prbj.g_00342
OG0001045	Praw.g_00789	Prbj.g_00330
OG0001046	Praw.g_00754	Prbj.g_00874
OG0001047	Praw.g_00708	Prbj.g_00103
OG0001048	Praw.g_00707	Prbj.g_00104
OG0001049	Praw.g_00705	Prbj.g_00107
OG0001050	Praw.g_00704	Prbj.g_00108
OG0001051	Praw.g_00703	Prbj.g_00109
OG0001052	Praw.g_00676	Prbj.g_00132
OG0001053	Praw.g_00665	Prbj.g_01627
OG0001054	Praw.g_00650	Prbj.g_01609
OG0001055	Praw.g_00631	Prbj.g_02103
OG0001056	Praw.g_00612	Prbj.g_02132
OG0001057	Praw.g_00607	Prbj.g_02144
OG0001058	Praw.g_00599	Prbj.g_01863
OG0001059	Praw.g_00595	Prbj.g_01867
OG0001060	Praw.g_00588	Prbj.g_01874
OG0001061	Praw.g_00575	Prbj.g_01802
OG0001062	Praw.g_01923	Prbj.g_01800
OG0001063	Praw.g_01925	Prbj.g_01796
OG0001064	Praw.g_01926	Prbj.g_01795
OG0001065	Praw.g_01927	Prbj.g_01794
OG0001066	Praw.g_01928	Prbj.g_01793
OG0001067	Praw.g_01929	Prbj.g_01792
OG0001068	Praw.g_01930	Prbj.g_01791
OG0001069	Praw.g_01931	Prbj.g_01790
OG0001070	Praw.g_01934	Prbj.g_01786
OG0001071	Praw.g_01935	Prbj.g_01785
OG0001073	Praw.g_00140	Prbj.g_01763
OG0001074	Praw.g_00151	Prbj.g_02544
OG0001075	Praw.g_00152	Prbj.g_02545
OG0001076	Praw.g_00160	Prbj.g_02553
OG0001077	Praw.g_00164	Prbj.g_02563
OG0001078	Praw.g_01886	Prbj.g_02574
OG0001079	Praw.g_01875	Prbj.g_02593
OG0001080	Praw.g_01869	Prbj.g_00794
OG0001081	Praw.g_01867	Prbj.g_00804
OG0001082	Praw.g_01866	Prbj.g_00805
OG0001083	Praw.g_01861	Prbj.g_00813
OG0001084	Praw.g_01860	Prbj.g_00815
OG0001085	Praw.g_01852	Prbj.g_00825
OG0001086	Praw.g_01851	Prbj.g_02707
OG0001087	Praw.g_01834	Prbj.g_00927
OG0001088	Praw.g_01833	Prbj.g_00931
OG0001089	Praw.g_01825	Prbj.g_00757
OG0001090	Praw.g_01808	Prbj.g_02180
OG0001091	Praw.g_01806	Prbj.g_02182
OG0001092	Praw.g_01805	Prbj.g_02183
OG0001093	Praw.g_01800	Prbj.g_02187
OG0001094	Praw.g_01703	Prbj.g_02406
OG0001095	Praw.g_01684	Prbj.g_02425
OG0001096	Praw.g_01671	Prbj.g_02441
OG0001097	Praw.g_01654	Prbj.g_02486
OG0001098	Praw.g_01639	Prbj.g_02323
OG0001099	Praw.g_01608	Prbj.g_01553
OG0001100	Praw.g_01604	Prbj.g_02333
OG0001101	Praw.g_01602	Prbj.g_02334
OG0001102	Praw.g_01600	Prbj.g_02337
OG0001103	Praw.g_01598	Prbj.g_02339
OG0001104	Praw.g_01576	Prbj.g_02396
OG0001105	Praw.g_01572	Prbj.g_02391
OG0001106	Praw.g_01548	Prbj.g_02280
OG0001107	Praw.g_01541	Prbj.g_02270
OG0001108	Praw.g_01537	Prbj.g_02263
OG0001109	Praw.g_01536	Prbj.g_02261
OG0001110	Praw.g_01534	Prbj.g_02259
OG0001111	Praw.g_01533	Prbj.g_02257
OG0001112	Praw.g_01532	Prbj.g_02255
OG0001113	Praw.g_01531	Prbj.g_02254
OG0001114	Praw.g_01530	Prbj.g_02253
OG0001115	Praw.g_01528	Prbj.g_02251
OG0001116	Praw.g_01527	Prbj.g_02250
OG0001117	Praw.g_01526	Prbj.g_02249
OG0001118	Praw.g_01525	Prbj.g_02248
OG0001119	Praw.g_01524	Prbj.g_02247
OG0001120	Praw.g_01522	Prbj.g_02245
OG0001122	Praw.g_01495	Prbj.g_02216
OG0001123	Praw.g_01491	Prbj.g_02209
OG0001124	Praw.g_01489	Prbj.g_02207
OG0001125	Praw.g_01488	Prbj.g_02205
OG0001126	Praw.g_01478	Prbj.g_01850
