Orthogroup	Praw	Syai
OG0000580	Praw.g_01949	Syai.g_00806
OG0000581	Praw.g_00141	Syai.g_00812
OG0000582	Praw.g_00144	Syai.g_01042
OG0000583	Praw.g_00145	Syai.g_01043
OG0000584	Praw.g_00146	Syai.g_01044
OG0000585	Praw.g_00148	Syai.g_01046
OG0000586	Praw.g_00149	Syai.g_01047
OG0000587	Praw.g_00150	Syai.g_01049
OG0000588	Praw.g_00154	Syai.g_01063
OG0000589	Praw.g_00157	Syai.g_01066
OG0000590	Praw.g_00158	Syai.g_01067
OG0000591	Praw.g_00161	Syai.g_01075
OG0000592	Praw.g_00162	Syai.g_01076
OG0000593	Praw.g_00168	Syai.g_01100
OG0000594	Praw.g_00169	Syai.g_01101
OG0000595	Praw.g_01888	Syai.g_01102
OG0000596	Praw.g_01884	Syai.g_01107
OG0000597	Praw.g_01882	Syai.g_01110
OG0000598	Praw.g_01881	Syai.g_01111
OG0000599	Praw.g_01878	Syai.g_01114
OG0000600	Praw.g_01877	Syai.g_01115
OG0000601	Praw.g_01876	Syai.g_01116
OG0000602	Praw.g_01874	Syai.g_01121
OG0000603	Praw.g_01873	Syai.g_01122
OG0000604	Praw.g_01872	Syai.g_01125
OG0000605	Praw.g_01871	Syai.g_01609
OG0000606	Praw.g_01868	Syai.g_01221
OG0000607	Praw.g_01865	Syai.g_01224
OG0000608	Praw.g_01864	Syai.g_01225
OG0000609	Praw.g_01863	Syai.g_01227
OG0000610	Praw.g_01858	Syai.g_01234
OG0000611	Praw.g_01855	Syai.g_01237
OG0000612	Praw.g_01854	Syai.g_01238
OG0000613	Praw.g_01849	Syai.g_00196
OG0000614	Praw.g_01830	Syai.g_01981
OG0000615	Praw.g_01822	Syai.g_01286
OG0000616	Praw.g_01818	Syai.g_02914
OG0000617	Praw.g_01803	Syai.g_01393
OG0000618	Praw.g_01802	Syai.g_01394
OG0000619	Praw.g_01801	Syai.g_01395
OG0000620	Praw.g_01798	Syai.g_01402
OG0000621	Praw.g_01797	Syai.g_01403
OG0000622	Praw.g_01796	Syai.g_01404
OG0000623	Praw.g_01795	Syai.g_01405
OG0000624	Praw.g_01794	Syai.g_01407
OG0000625	Praw.g_01793	Syai.g_01408
OG0000626	Praw.g_01792	Syai.g_01409
OG0000627	Praw.g_01791	Syai.g_01575
OG0000628	Praw.g_01790	Syai.g_01573
OG0000629	Praw.g_01789	Syai.g_01570
OG0000630	Praw.g_01786	Syai.g_01566
OG0000631	Praw.g_01706	Syai.g_01557
OG0000632	Praw.g_01705	Syai.g_01556
OG0000633	Praw.g_01704	Syai.g_01555
OG0000634	Praw.g_01701	Syai.g_01317
OG0000635	Praw.g_01700	Syai.g_01318
OG0000636	Praw.g_01698	Syai.g_01320
OG0000637	Praw.g_01696	Syai.g_01322
OG0000638	Praw.g_01695	Syai.g_01323
OG0000639	Praw.g_01694	Syai.g_01324
OG0000640	Praw.g_01693	Syai.g_01325
OG0000641	Praw.g_01689	Syai.g_01329
OG0000642	Praw.g_01688	Syai.g_01330
OG0000643	Praw.g_01687	Syai.g_01349
OG0000644	Praw.g_01686	Syai.g_01350
OG0000645	Praw.g_01685	Syai.g_01352
OG0000646	Praw.g_01683	Syai.g_01355
OG0000647	Praw.g_01682	Syai.g_01357
OG0000648	Praw.g_01680	Syai.g_01362
OG0000649	Praw.g_01679	Syai.g_01363
OG0000650	Praw.g_01678	Syai.g_01364
OG0000651	Praw.g_01677	Syai.g_01365
OG0000652	Praw.g_01676	Syai.g_01366
OG0000653	Praw.g_01674	Syai.g_01368
OG0000654	Praw.g_01673	Syai.g_01369
OG0000655	Praw.g_01672	Syai.g_01370
OG0000656	Praw.g_01669	Syai.g_01373
OG0000657	Praw.g_01663	Syai.g_02045
OG0000658	Praw.g_01662	Syai.g_02049
OG0000659	Praw.g_01661	Syai.g_02050
OG0000660	Praw.g_01657	Syai.g_02054
OG0000661	Praw.g_01655	Syai.g_02056
OG0000662	Praw.g_01653	Syai.g_02058
OG0000663	Praw.g_01651	Syai.g_02061
OG0000664	Praw.g_01650	Syai.g_02062
OG0000665	Praw.g_01646	Syai.g_02431
OG0000666	Praw.g_01645	Syai.g_01610
OG0000667	Praw.g_01641	Syai.g_01724
OG0000668	Praw.g_01611	Syai.g_01436
OG0000669	Praw.g_01605	Syai.g_01251
OG0000670	Praw.g_01603	Syai.g_00561
OG0000671	Praw.g_01601	Syai.g_01255
OG0000672	Praw.g_01599	Syai.g_01259
OG0000673	Praw.g_01596	Syai.g_01262
OG0000674	Praw.g_01594	Syai.g_01264
OG0000675	Praw.g_01593	Syai.g_01265
OG0000676	Praw.g_01591	Syai.g_01275
OG0000677	Praw.g_01590	Syai.g_01276
OG0000678	Praw.g_01588	Syai.g_01279
OG0000679	Praw.g_01584	Syai.g_01288
OG0000680	Praw.g_01583	Syai.g_01289
OG0000681	Praw.g_01581	Syai.g_01292
OG0000682	Praw.g_01580	Syai.g_01293
OG0000683	Praw.g_01579	Syai.g_01294
OG0000684	Praw.g_01577	Syai.g_01299
OG0000685	Praw.g_01575	Syai.g_01301
OG0000686	Praw.g_01574	Syai.g_01302
OG0000687	Praw.g_01573	Syai.g_01303
OG0000688	Praw.g_01570	Syai.g_01307
OG0000689	Praw.g_01569	Syai.g_01309
OG0000690	Praw.g_01568	Syai.g_01310
OG0000691	Praw.g_01567	Syai.g_01311
OG0000692	Praw.g_01565	Syai.g_01312
OG0000693	Praw.g_01564	Syai.g_01313
OG0000694	Praw.g_01563	Syai.g_01314
OG0000695	Praw.g_01561	Syai.g_01553
OG0000696	Praw.g_01560	Syai.g_01552
OG0000697	Praw.g_01559	Syai.g_01550
OG0000698	Praw.g_01556	Syai.g_01547
OG0000699	Praw.g_01555	Syai.g_01545
OG0000700	Praw.g_01554	Syai.g_01544
OG0000701	Praw.g_01553	Syai.g_01543
OG0000702	Praw.g_01551	Syai.g_01521
OG0000703	Praw.g_01550	Syai.g_01520
OG0000704	Praw.g_01549	Syai.g_01518
OG0000705	Praw.g_01545	Syai.g_01511
OG0000706	Praw.g_01544	Syai.g_01510
OG0000707	Praw.g_01543	Syai.g_01509
OG0000708	Praw.g_01542	Syai.g_01506
OG0000709	Praw.g_01538	Syai.g_01497
OG0000710	Praw.g_01535	Syai.g_01487
OG0000711	Praw.g_01518	Syai.g_01456
OG0000712	Praw.g_01516	Syai.g_01454
OG0000713	Praw.g_01515	Syai.g_01453
OG0000714	Praw.g_01514	Syai.g_01451
OG0000715	Praw.g_01512	Syai.g_01449
OG0000716	Praw.g_01510	Syai.g_01445
OG0000717	Praw.g_01509	Syai.g_01444
OG0000718	Praw.g_01498	Syai.g_01440
OG0000719	Praw.g_01496	Syai.g_01438
OG0000720	Praw.g_01487	Syai.g_01425
OG0000721	Praw.g_01485	Syai.g_01423
OG0000722	Praw.g_01484	Syai.g_01422
OG0000723	Praw.g_01481	Syai.g_01411
OG0000724	Praw.g_01472	Syai.g_02013
OG0000725	Praw.g_01466	Syai.g_02004
OG0000726	Praw.g_01465	Syai.g_02003
OG0000727	Praw.g_01464	Syai.g_02002
OG0000728	Praw.g_01462	Syai.g_02000
OG0000729	Praw.g_01416	Syai.g_00097
OG0000730	Praw.g_00172	Syai.g_00483
OG0000731	Praw.g_00176	Syai.g_00495
OG0000732	Praw.g_00183	Syai.g_00058
OG0000733	Praw.g_00202	Syai.g_02805
OG0000734	Praw.g_00219	Syai.g_02548
OG0000735	Praw.g_00221	Syai.g_02159
OG0000736	Praw.g_00222	Syai.g_02158
OG0000737	Praw.g_00223	Syai.g_02157
OG0000738	Praw.g_00227	Syai.g_02152
OG0000739	Praw.g_00228	Syai.g_02151
OG0000740	Praw.g_00229	Syai.g_02150
OG0000741	Praw.g_00230	Syai.g_02147
OG0000742	Praw.g_00233	Syai.g_02145
OG0000743	Praw.g_00235	Syai.g_02143
OG0000744	Praw.g_00236	Syai.g_02142
OG0000745	Praw.g_00237	Syai.g_02140
OG0000746	Praw.g_00239	Syai.g_02138
OG0000747	Praw.g_00240	Syai.g_02137
OG0000748	Praw.g_00243	Syai.g_02125
OG0000749	Praw.g_00244	Syai.g_02123
OG0000750	Praw.g_00245	Syai.g_02122
OG0000751	Praw.g_00247	Syai.g_02116
OG0000752	Praw.g_00249	Syai.g_02114
OG0000753	Praw.g_00252	Syai.g_02111
OG0000754	Praw.g_00255	Syai.g_01750
OG0000755	Praw.g_00258	Syai.g_01760
OG0000756	Praw.g_00259	Syai.g_01761
OG0000757	Praw.g_00265	Syai.g_01769
OG0000758	Praw.g_00266	Syai.g_01770
OG0000759	Praw.g_00267	Syai.g_01771
OG0000760	Praw.g_00268	Syai.g_01772
OG0000761	Praw.g_00269	Syai.g_01775
OG0000762	Praw.g_00270	Syai.g_01777
OG0000763	Praw.g_00272	Syai.g_01779
OG0000764	Praw.g_00273	Syai.g_01780
OG0000765	Praw.g_00282	Syai.g_01797
OG0000766	Praw.g_00283	Syai.g_01798
OG0000767	Praw.g_00285	Syai.g_01800
OG0000768	Praw.g_00286	Syai.g_01801
OG0000769	Praw.g_00288	Syai.g_01803
OG0000770	Praw.g_00290	Syai.g_01822
OG0000771	Praw.g_00904	Syai.g_02019
OG0000772	Praw.g_00954	Syai.g_01639
OG0000773	Praw.g_00970	Syai.g_02164
OG0000774	Praw.g_00972	Syai.g_02168
OG0000775	Praw.g_00976	Syai.g_02172
OG0000776	Praw.g_00977	Syai.g_02173
OG0000777	Praw.g_00978	Syai.g_02174
OG0000778	Praw.g_00979	Syai.g_02175
OG0000779	Praw.g_00983	Syai.g_02181
OG0000780	Praw.g_00984	Syai.g_02184
OG0000781	Praw.g_00987	Syai.g_02188
OG0000782	Praw.g_00988	Syai.g_02189
OG0000783	Praw.g_00989	Syai.g_02190
OG0000784	Praw.g_00990	Syai.g_02191
OG0000785	Praw.g_00992	Syai.g_02193
OG0000786	Praw.g_00994	Syai.g_00816
OG0000787	Praw.g_00995	Syai.g_00815
OG0000788	Praw.g_01002	Syai.g_01117
OG0000789	Praw.g_01006	Syai.g_01596
OG0000790	Praw.g_01021	Syai.g_00623
OG0000791	Praw.g_01023	Syai.g_00621
OG0000792	Praw.g_01024	Syai.g_00620
OG0000793	Praw.g_01027	Syai.g_00615
OG0000794	Praw.g_01028	Syai.g_00614
OG0000795	Praw.g_01029	Syai.g_00613
OG0000796	Praw.g_01033	Syai.g_00609
OG0000797	Praw.g_01034	Syai.g_00608
OG0000798	Praw.g_01057	Syai.g_00262
OG0000799	Praw.g_01101	Syai.g_00996
OG0000800	Praw.g_01100	Syai.g_00993
OG0000801	Praw.g_01099	Syai.g_00992
OG0000802	Praw.g_01097	Syai.g_00988
OG0000803	Praw.g_01095	Syai.g_00983
OG0000804	Praw.g_01094	Syai.g_00980
OG0000805	Praw.g_01092	Syai.g_00965
OG0000806	Praw.g_01090	Syai.g_00963
OG0000807	Praw.g_01089	Syai.g_00961
OG0000808	Praw.g_01088	Syai.g_00960
OG0000809	Praw.g_01085	Syai.g_00957
OG0000810	Praw.g_01084	Syai.g_00956
OG0000811	Praw.g_01077	Syai.g_00950
OG0000812	Praw.g_01075	Syai.g_00948
OG0000813	Praw.g_00343	Syai.g_00947
OG0000814	Praw.g_00345	Syai.g_00945
OG0000815	Praw.g_00346	Syai.g_00944
OG0000816	Praw.g_00348	Syai.g_00942
OG0000817	Praw.g_00349	Syai.g_00941
OG0000818	Praw.g_00354	Syai.g_00935
OG0000819	Praw.g_00355	Syai.g_00934
OG0000820	Praw.g_00356	Syai.g_00933
OG0000821	Praw.g_00359	Syai.g_00916
OG0000822	Praw.g_00360	Syai.g_00914
OG0000823	Praw.g_00361	Syai.g_00913
OG0000824	Praw.g_00364	Syai.g_00907
OG0000825	Praw.g_00365	Syai.g_00906
OG0000826	Praw.g_00366	Syai.g_00905
OG0000827	Praw.g_00367	Syai.g_00904
OG0000828	Praw.g_00371	Syai.g_00900
OG0000829	Praw.g_00372	Syai.g_00899
OG0000830	Praw.g_00373	Syai.g_00898
OG0000831	Praw.g_00375	Syai.g_00896
OG0000832	Praw.g_00381	Syai.g_02296
OG0000833	Praw.g_00389	Syai.g_02305
OG0000834	Praw.g_00390	Syai.g_02307
OG0000835	Praw.g_00391	Syai.g_02308
OG0000836	Praw.g_00392	Syai.g_02312
OG0000837	Praw.g_00393	Syai.g_02313
OG0000838	Praw.g_00395	Syai.g_02323
OG0000839	Praw.g_00396	Syai.g_02324
OG0000840	Praw.g_00397	Syai.g_02325
OG0000841	Praw.g_00398	Syai.g_02326
OG0000842	Praw.g_00399	Syai.g_02327
OG0000843	Praw.g_00400	Syai.g_02328
OG0000844	Praw.g_00401	Syai.g_02330
OG0000845	Praw.g_00402	Syai.g_02331
OG0000846	Praw.g_00403	Syai.g_02332
OG0000847	Praw.g_00404	Syai.g_02333
OG0000848	Praw.g_00405	Syai.g_02335
OG0000849	Praw.g_00406	Syai.g_02336
OG0000850	Praw.g_00408	Syai.g_02339
OG0000851	Praw.g_00409	Syai.g_02352
OG0000852	Praw.g_00410	Syai.g_02353
OG0000853	Praw.g_00414	Syai.g_02357
OG0000854	Praw.g_00416	Syai.g_02359
OG0000855	Praw.g_00417	Syai.g_02360
OG0000856	Praw.g_00430	Syai.g_01078
OG0000857	Praw.g_00458	Syai.g_01356
OG0000858	Praw.g_00509	Syai.g_02366
OG0000859	Praw.g_00510	Syai.g_02367
OG0000860	Praw.g_00517	Syai.g_02380
OG0000861	Praw.g_00518	Syai.g_02381
OG0000862	Praw.g_00519	Syai.g_02382
OG0000863	Praw.g_00521	Syai.g_02385
OG0000864	Praw.g_00522	Syai.g_02386
OG0000865	Praw.g_00523	Syai.g_02387
OG0000866	Praw.g_00524	Syai.g_02388
OG0000867	Praw.g_00525	Syai.g_02389
OG0000868	Praw.g_00526	Syai.g_02392
OG0000869	Praw.g_00530	Syai.g_02396
OG0000870	Praw.g_00535	Syai.g_02401
OG0000871	Praw.g_00536	Syai.g_02402
OG0000872	Praw.g_00537	Syai.g_02409
OG0000873	Praw.g_00540	Syai.g_02412
OG0000874	Praw.g_00543	Syai.g_02408
OG0000875	Praw.g_00544	Syai.g_02416
OG0000876	Praw.g_00545	Syai.g_02243
OG0000877	Praw.g_00547	Syai.g_02250
OG0000878	Praw.g_00548	Syai.g_02251
OG0000879	Praw.g_00549	Syai.g_02252
OG0000880	Praw.g_00550	Syai.g_02253
OG0000881	Praw.g_00554	Syai.g_02257
OG0000882	Praw.g_00559	Syai.g_02262
OG0000883	Praw.g_00561	Syai.g_02264
OG0000884	Praw.g_00563	Syai.g_02266
OG0000885	Praw.g_00564	Syai.g_02267
OG0000886	Praw.g_00565	Syai.g_02268
OG0000887	Praw.g_00566	Syai.g_02269
OG0000888	Praw.g_00568	Syai.g_02271
OG0000889	Praw.g_00570	Syai.g_02273
OG0000890	Praw.g_00571	Syai.g_02279
OG0000891	Praw.g_00572	Syai.g_02280
OG0000892	Praw.g_01921	Syai.g_02282
OG0000893	Praw.g_01917	Syai.g_00318
OG0000894	Praw.g_01915	Syai.g_00321
OG0000895	Praw.g_01912	Syai.g_00325
OG0000896	Praw.g_01911	Syai.g_00326
OG0000897	Praw.g_01909	Syai.g_00328
OG0000898	Praw.g_01908	Syai.g_00329
OG0000899	Praw.g_01907	Syai.g_00330
OG0000900	Praw.g_01906	Syai.g_00331
OG0000901	Praw.g_01903	Syai.g_00336
OG0000902	Praw.g_01901	Syai.g_00338
OG0000903	Praw.g_01898	Syai.g_00353
OG0000904	Praw.g_01896	Syai.g_00348
OG0000905	Praw.g_01892	Syai.g_00342
OG0000906	Praw.g_01891	Syai.g_00340
OG0000907	Praw.g_00138	Syai.g_00358
OG0000908	Praw.g_00135	Syai.g_00361
OG0000909	Praw.g_00134	Syai.g_00362
OG0000910	Praw.g_00133	Syai.g_00363
OG0000911	Praw.g_00131	Syai.g_00365
OG0000912	Praw.g_00130	Syai.g_00366
OG0000913	Praw.g_00129	Syai.g_00367
OG0000914	Praw.g_00128	Syai.g_00368
OG0000915	Praw.g_00127	Syai.g_00370
OG0000916	Praw.g_00126	Syai.g_00371
OG0000917	Praw.g_00125	Syai.g_00372
OG0000918	Praw.g_00124	Syai.g_00373
OG0000919	Praw.g_00123	Syai.g_00374
OG0000920	Praw.g_00122	Syai.g_00375
OG0000921	Praw.g_00121	Syai.g_00376
OG0000922	Praw.g_00120	Syai.g_00377
OG0000923	Praw.g_00116	Syai.g_00381
OG0000924	Praw.g_00115	Syai.g_00382
OG0000925	Praw.g_00114	Syai.g_00383
OG0000926	Praw.g_00113	Syai.g_00384
OG0000927	Praw.g_00111	Syai.g_00386
OG0000928	Praw.g_00110	Syai.g_00387
OG0000929	Praw.g_00109	Syai.g_00388
OG0000930	Praw.g_00108	Syai.g_00389
OG0000931	Praw.g_00107	Syai.g_00390
OG0000932	Praw.g_00106	Syai.g_00391
OG0000933	Praw.g_00102	Syai.g_00397
OG0000934	Praw.g_00100	Syai.g_00399
OG0000935	Praw.g_00099	Syai.g_00400
OG0000936	Praw.g_00098	Syai.g_00401
OG0000937	Praw.g_00097	Syai.g_00402
OG0000938	Praw.g_00095	Syai.g_00405
OG0000939	Praw.g_00094	Syai.g_00406
OG0000940	Praw.g_00087	Syai.g_00413
OG0000941	Praw.g_00085	Syai.g_00415
OG0000942	Praw.g_00083	Syai.g_00417
OG0000943	Praw.g_00082	Syai.g_00418
OG0000944	Praw.g_00081	Syai.g_00420
OG0000945	Praw.g_00080	Syai.g_00422
OG0000946	Praw.g_00076	Syai.g_00428
OG0000947	Praw.g_00074	Syai.g_00431
OG0000948	Praw.g_00073	Syai.g_00432
OG0000949	Praw.g_00070	Syai.g_00174
OG0000950	Praw.g_00065	Syai.g_00163
OG0000951	Praw.g_00061	Syai.g_00158
OG0000952	Praw.g_00057	Syai.g_00136
OG0000953	Praw.g_00054	Syai.g_00132
OG0000954	Praw.g_00050	Syai.g_00127
OG0000955	Praw.g_00049	Syai.g_00126
OG0000956	Praw.g_00047	Syai.g_00124
OG0000957	Praw.g_00041	Syai.g_00113
OG0000958	Praw.g_00040	Syai.g_00112
OG0000959	Praw.g_00036	Syai.g_00108
OG0000960	Praw.g_00035	Syai.g_00107
OG0000961	Praw.g_00033	Syai.g_00100
OG0000962	Praw.g_00031	Syai.g_00098
OG0000963	Praw.g_00027	Syai.g_00094
OG0000964	Praw.g_00026	Syai.g_00093
OG0000965	Praw.g_00025	Syai.g_00092
OG0000966	Praw.g_00018	Syai.g_00082
OG0000967	Praw.g_00014	Syai.g_00077
OG0000968	Praw.g_00012	Syai.g_00085
OG0000969	Praw.g_00011	Syai.g_00080
OG0000970	Praw.g_00010	Syai.g_00079
OG0000971	Praw.g_00009	Syai.g_00074
OG0000972	Praw.g_00008	Syai.g_00073
OG0000973	Praw.g_00007	Syai.g_00072
OG0000974	Praw.g_00006	Syai.g_00071
OG0000975	Praw.g_00005	Syai.g_00070
OG0000976	Praw.g_00004	Syai.g_00069
OG0000977	Praw.g_00003	Syai.g_00067
OG0000978	Praw.g_00002	Syai.g_00065
OG0000979	Praw.g_01192	Syai.g_00062
OG0000980	Praw.g_01190	Syai.g_00059
OG0000981	Praw.g_01188	Syai.g_00056
OG0000982	Praw.g_01186	Syai.g_02777
OG0000983	Praw.g_01185	Syai.g_02778
OG0000984	Praw.g_01184	Syai.g_02779
OG0000985	Praw.g_01181	Syai.g_02781
OG0000986	Praw.g_01179	Syai.g_02784
OG0000987	Praw.g_01178	Syai.g_02786
OG0000988	Praw.g_01175	Syai.g_02790
OG0000989	Praw.g_01171	Syai.g_02797
OG0000990	Praw.g_01168	Syai.g_02825
OG0000991	Praw.g_01167	Syai.g_02827
OG0000992	Praw.g_01165	Syai.g_02830
OG0000993	Praw.g_01164	Syai.g_02831
OG0000994	Praw.g_01163	Syai.g_02834
OG0000995	Praw.g_01159	Syai.g_02840
OG0000996	Praw.g_01158	Syai.g_02891
OG0000997	Praw.g_01157	Syai.g_02900
OG0000998	Praw.g_01155	Syai.g_02902
OG0000999	Praw.g_01154	Syai.g_02903
OG0001000	Praw.g_01151	Syai.g_02906
OG0001001	Praw.g_01149	Syai.g_02911
OG0001002	Praw.g_01145	Syai.g_02918
OG0001003	Praw.g_01144	Syai.g_02919
OG0001004	Praw.g_01143	Syai.g_02920
OG0001005	Praw.g_01142	Syai.g_02921
OG0001006	Praw.g_01138	Syai.g_02931
OG0001007	Praw.g_01136	Syai.g_02933
OG0001008	Praw.g_00710	Syai.g_02227
OG0001009	Praw.g_01401	Syai.g_00034
OG0001010	Praw.g_01400	Syai.g_00035
OG0001011	Praw.g_01399	Syai.g_00037
OG0001012	Praw.g_01385	Syai.g_02773
OG0001013	Praw.g_01380	Syai.g_02750
OG0001014	Praw.g_01377	Syai.g_02726
OG0001015	Praw.g_01376	Syai.g_02725
OG0001016	Praw.g_01361	Syai.g_02479
OG0001017	Praw.g_01357	Syai.g_02485
OG0001018	Praw.g_01354	Syai.g_02487
OG0001019	Praw.g_01345	Syai.g_02508
OG0001020	Praw.g_01344	Syai.g_02516
OG0001021	Praw.g_01343	Syai.g_02523
OG0001022	Praw.g_01341	Syai.g_02528
OG0001023	Praw.g_01340	Syai.g_02529
OG0001024	Praw.g_01337	Syai.g_02533
OG0001025	Praw.g_01331	Syai.g_02540
OG0001026	Praw.g_01324	Syai.g_02550
OG0001027	Praw.g_01323	Syai.g_02555
OG0001028	Praw.g_01321	Syai.g_02557
OG0001029	Praw.g_01320	Syai.g_02559
OG0001030	Praw.g_01305	Syai.g_02580
OG0001031	Praw.g_01249	Syai.g_02656
OG0001032	Praw.g_01248	Syai.g_02658
OG0001033	Praw.g_01227	Syai.g_02685
OG0001034	Praw.g_01199	Syai.g_00537
OG0001035	Praw.g_00879	Syai.g_00295
OG0001036	Praw.g_00875	Syai.g_00290
OG0001037	Praw.g_00874	Syai.g_00288
OG0001038	Praw.g_00856	Syai.g_00261
OG0001039	Praw.g_00853	Syai.g_00258
OG0001040	Praw.g_00851	Syai.g_00255
OG0001041	Praw.g_00847	Syai.g_00250
OG0001042	Praw.g_00830	Syai.g_00225
OG0001043	Praw.g_00829	Syai.g_00221
OG0001044	Praw.g_00797	Syai.g_00485
OG0001045	Praw.g_00789	Syai.g_00498
OG0001046	Praw.g_00754	Syai.g_01471
OG0001047	Praw.g_00708	Syai.g_02225
OG0001048	Praw.g_00707	Syai.g_02224
OG0001049	Praw.g_00705	Syai.g_02215
OG0001050	Praw.g_00704	Syai.g_02214
OG0001051	Praw.g_00703	Syai.g_02213
OG0001052	Praw.g_00676	Syai.g_00861
OG0001053	Praw.g_00665	Syai.g_00641
OG0001054	Praw.g_00650	Syai.g_00658
OG0001055	Praw.g_00631	Syai.g_00679
OG0001056	Praw.g_00612	Syai.g_00713
OG0001057	Praw.g_00607	Syai.g_00721
OG0001058	Praw.g_00599	Syai.g_00734
OG0001059	Praw.g_00595	Syai.g_00738
OG0001060	Praw.g_00588	Syai.g_00744
OG0001061	Praw.g_00575	Syai.g_00765
OG0001062	Praw.g_01923	Syai.g_00767
OG0001063	Praw.g_01925	Syai.g_00774
OG0001064	Praw.g_01926	Syai.g_00775
OG0001065	Praw.g_01927	Syai.g_00776
OG0001066	Praw.g_01928	Syai.g_00777
OG0001067	Praw.g_01929	Syai.g_00778
OG0001068	Praw.g_01930	Syai.g_00779
OG0001069	Praw.g_01931	Syai.g_00780
OG0001070	Praw.g_01934	Syai.g_00783
OG0001071	Praw.g_01935	Syai.g_00784
OG0001073	Praw.g_00140	Syai.g_00807
OG0001074	Praw.g_00151	Syai.g_01051
OG0001075	Praw.g_00152	Syai.g_01053
OG0001076	Praw.g_00160	Syai.g_01069
OG0001077	Praw.g_00164	Syai.g_01081
OG0001078	Praw.g_01886	Syai.g_01105
OG0001079	Praw.g_01875	Syai.g_01118
OG0001080	Praw.g_01869	Syai.g_01606
OG0001081	Praw.g_01867	Syai.g_01222
OG0001082	Praw.g_01866	Syai.g_01223
OG0001083	Praw.g_01861	Syai.g_01230
OG0001084	Praw.g_01860	Syai.g_01231
OG0001085	Praw.g_01852	Syai.g_01241
OG0001086	Praw.g_01851	Syai.g_01243
OG0001087	Praw.g_01834	Syai.g_01953
OG0001088	Praw.g_01833	Syai.g_01957
OG0001089	Praw.g_01825	Syai.g_01996
OG0001090	Praw.g_01808	Syai.g_01387
OG0001091	Praw.g_01806	Syai.g_01389
OG0001092	Praw.g_01805	Syai.g_01391
OG0001093	Praw.g_01800	Syai.g_01397
OG0001094	Praw.g_01703	Syai.g_01315
OG0001096	Praw.g_01671	Syai.g_01371
OG0001097	Praw.g_01654	Syai.g_02057
OG0001098	Praw.g_01639	Syai.g_01603
OG0001099	Praw.g_01608	Syai.g_02558
OG0001100	Praw.g_01604	Syai.g_01253
OG0001101	Praw.g_01602	Syai.g_01254
OG0001102	Praw.g_01600	Syai.g_01257
OG0001103	Praw.g_01598	Syai.g_01260
OG0001104	Praw.g_01576	Syai.g_01300
OG0001105	Praw.g_01572	Syai.g_01304
OG0001106	Praw.g_01548	Syai.g_01517
OG0001107	Praw.g_01541	Syai.g_01505
OG0001108	Praw.g_01537	Syai.g_01496
OG0001109	Praw.g_01536	Syai.g_01488
OG0001110	Praw.g_01534	Syai.g_01486
OG0001111	Praw.g_01533	Syai.g_01484
OG0001112	Praw.g_01532	Syai.g_01482
OG0001113	Praw.g_01531	Syai.g_01481
OG0001114	Praw.g_01530	Syai.g_01480
OG0001115	Praw.g_01528	Syai.g_01476
OG0001116	Praw.g_01527	Syai.g_01474
OG0001117	Praw.g_01526	Syai.g_01473
OG0001118	Praw.g_01525	Syai.g_01472
OG0001119	Praw.g_01524	Syai.g_01470
OG0001120	Praw.g_01522	Syai.g_01466
OG0001121	Praw.g_00199, Praw.g_01519	Syai.g_01676
OG0001122	Praw.g_01495	Syai.g_01437
OG0001123	Praw.g_01491	Syai.g_01430
OG0001124	Praw.g_01489	Syai.g_01428
OG0001125	Praw.g_01488	Syai.g_01426
OG0001126	Praw.g_01478	Syai.g_02021
OG0001127	Praw.g_01477	Syai.g_02020
OG0001128	Praw.g_01475	Syai.g_02017
OG0001129	Praw.g_01474	Syai.g_02015
OG0001130	Praw.g_01473	Syai.g_02014
OG0001131	Praw.g_01437	Syai.g_01281
OG0001132	Praw.g_01427	Syai.g_01620
OG0001133	Praw.g_00187	Syai.g_01072
OG0001134	Praw.g_00201	Syai.g_01745
OG0001135	Praw.g_00204	Syai.g_01742
OG0001136	Praw.g_00231	Syai.g_02146
OG0001137	Praw.g_00242	Syai.g_02126
OG0001138	Praw.g_00260	Syai.g_01763
OG0001139	Praw.g_00261	Syai.g_01765
OG0001140	Praw.g_00262	Syai.g_01766
OG0001141	Praw.g_00263	Syai.g_01767
OG0001142	Praw.g_00264	Syai.g_01768
OG0001143	Praw.g_00271	Syai.g_01778
OG0001144	Praw.g_00276	Syai.g_01788
OG0001145	Praw.g_00971	Syai.g_02165
OG0001146	Praw.g_00985	Syai.g_02185
OG0001147	Praw.g_01001	Syai.g_00869
OG0001148	Praw.g_01018	Syai.g_00626
OG0001149	Praw.g_01019	Syai.g_00625
OG0001150	Praw.g_01020	Syai.g_00624
OG0001151	Praw.g_01031	Syai.g_00611
OG0001152	Praw.g_01032	Syai.g_00610
OG0001153	Praw.g_00368	Syai.g_00903
OG0001154	Praw.g_00370	Syai.g_00901
OG0001155	Praw.g_00382	Syai.g_02298
OG0001156	Praw.g_00385	Syai.g_02301
OG0001157	Praw.g_00386	Syai.g_02302
OG0001158	Praw.g_00387	Syai.g_02303
OG0001159	Praw.g_00388	Syai.g_02304
OG0001160	Praw.g_00412	Syai.g_02355
OG0001161	Praw.g_00423	Syai.g_02803
OG0001162	Praw.g_00434	Syai.g_01374
OG0001163	Praw.g_00507	Syai.g_02363
