Orthogroup	Praw	Syap
OG0000589	Praw.g_00157	Syap.g_00941
OG0000590	Praw.g_00158	Syap.g_00940
OG0000591	Praw.g_00161	Syap.g_01289
OG0000592	Praw.g_00162	Syap.g_01288
OG0000593	Praw.g_00168	Syap.g_00890
OG0000594	Praw.g_00169	Syap.g_00891
OG0000595	Praw.g_01888	Syap.g_00892
OG0000596	Praw.g_01884	Syap.g_00898
OG0000597	Praw.g_01882	Syap.g_00903
OG0000598	Praw.g_01881	Syap.g_00904
OG0000599	Praw.g_01878	Syap.g_00908
OG0000600	Praw.g_01877	Syap.g_00909
OG0000601	Praw.g_01876	Syap.g_00910
OG0000602	Praw.g_01874	Syap.g_00640
OG0000603	Praw.g_01873	Syap.g_00641
OG0000604	Praw.g_01872	Syap.g_02769
OG0000605	Praw.g_01871	Syap.g_02501, Syap.g_02771
OG0000606	Praw.g_01868	Syap.g_02506
OG0000607	Praw.g_01865	Syap.g_00093
OG0000608	Praw.g_01864	Syap.g_00094
OG0000609	Praw.g_01863	Syap.g_00096
OG0000610	Praw.g_01858	Syap.g_01963
OG0000611	Praw.g_01855	Syap.g_01958
OG0000612	Praw.g_01854	Syap.g_01957
OG0000613	Praw.g_01849	Syap.g_02480
OG0000615	Praw.g_01822	Syap.g_00154
OG0000616	Praw.g_01818	Syap.g_00127
OG0000617	Praw.g_01803	Syap.g_00513
OG0000618	Praw.g_01802	Syap.g_00514
OG0000619	Praw.g_01801	Syap.g_00515
OG0000620	Praw.g_01798	Syap.g_00520
OG0000621	Praw.g_01797	Syap.g_00521
OG0000622	Praw.g_01796	Syap.g_00523
OG0000623	Praw.g_01795	Syap.g_00526
OG0000624	Praw.g_01794	Syap.g_00527
OG0000625	Praw.g_01793	Syap.g_00528
OG0000626	Praw.g_01792	Syap.g_00529
OG0000627	Praw.g_01791	Syap.g_00848
OG0000628	Praw.g_01790	Syap.g_00850
OG0000629	Praw.g_01789	Syap.g_02334
OG0000630	Praw.g_01786	Syap.g_02793
OG0000631	Praw.g_01706	Syap.g_01724
OG0000632	Praw.g_01705	Syap.g_01725
OG0000633	Praw.g_01704	Syap.g_01726
OG0000634	Praw.g_01701	Syap.g_00190
OG0000635	Praw.g_01700	Syap.g_00191
OG0000636	Praw.g_01698	Syap.g_00193
OG0000637	Praw.g_01696	Syap.g_00195
OG0000638	Praw.g_01695	Syap.g_00196
OG0000639	Praw.g_01694	Syap.g_00197
OG0000640	Praw.g_01693	Syap.g_00198
OG0000641	Praw.g_01689	Syap.g_00203
OG0000642	Praw.g_01688	Syap.g_02732
OG0000643	Praw.g_01687	Syap.g_02731
OG0000644	Praw.g_01686	Syap.g_02730
OG0000645	Praw.g_01685	Syap.g_02726
OG0000646	Praw.g_01683	Syap.g_02723
OG0000647	Praw.g_01682	Syap.g_02721
OG0000648	Praw.g_01680	Syap.g_02719
OG0000649	Praw.g_01679	Syap.g_02718
OG0000650	Praw.g_01678	Syap.g_02717
OG0000651	Praw.g_01677	Syap.g_02716
OG0000652	Praw.g_01676	Syap.g_02715
OG0000653	Praw.g_01674	Syap.g_02713
OG0000654	Praw.g_01673	Syap.g_02711
OG0000655	Praw.g_01672	Syap.g_02710
OG0000656	Praw.g_01669	Syap.g_02706
OG0000657	Praw.g_01663	Syap.g_01845
OG0000658	Praw.g_01662	Syap.g_01841
OG0000659	Praw.g_01661	Syap.g_01840
OG0000660	Praw.g_01657	Syap.g_01835
OG0000662	Praw.g_01653	Syap.g_00823
OG0000663	Praw.g_01651	Syap.g_00826
OG0000664	Praw.g_01650	Syap.g_00828
OG0000665	Praw.g_01646	Syap.g_02331
OG0000666	Praw.g_01645	Syap.g_01573
OG0000667	Praw.g_01641	Syap.g_01979
OG0000668	Praw.g_01611	Syap.g_02765
OG0000669	Praw.g_01605	Syap.g_02371
OG0000670	Praw.g_01603	Syap.g_02368
OG0000671	Praw.g_01601	Syap.g_01260
OG0000672	Praw.g_01599	Syap.g_01257
OG0000673	Praw.g_01596	Syap.g_01253
OG0000674	Praw.g_01594	Syap.g_01251
OG0000675	Praw.g_01593	Syap.g_01250
OG0000676	Praw.g_01591	Syap.g_01248
OG0000677	Praw.g_01590	Syap.g_01246
OG0000678	Praw.g_01588	Syap.g_01239
OG0000679	Praw.g_01584	Syap.g_00157
OG0000680	Praw.g_01583	Syap.g_00158
OG0000681	Praw.g_01581	Syap.g_00163
OG0000682	Praw.g_01580	Syap.g_00165
OG0000683	Praw.g_01579	Syap.g_00166
OG0000684	Praw.g_01577	Syap.g_00169
OG0000685	Praw.g_01575	Syap.g_00172
OG0000686	Praw.g_01574	Syap.g_00173
OG0000687	Praw.g_01573	Syap.g_00174
OG0000688	Praw.g_01570	Syap.g_00178
OG0000689	Praw.g_01569	Syap.g_00180
OG0000690	Praw.g_01568	Syap.g_00181
OG0000691	Praw.g_01567	Syap.g_00182
OG0000692	Praw.g_01565	Syap.g_00184
OG0000693	Praw.g_01564	Syap.g_00185
OG0000694	Praw.g_01563	Syap.g_00186
OG0000695	Praw.g_01561	Syap.g_01729
OG0000696	Praw.g_01560	Syap.g_01730
OG0000697	Praw.g_01559	Syap.g_01734
OG0000698	Praw.g_01556	Syap.g_01737
OG0000699	Praw.g_01555	Syap.g_01738
OG0000700	Praw.g_01554	Syap.g_01739
OG0000701	Praw.g_01553	Syap.g_01740
OG0000702	Praw.g_01551	Syap.g_01747
OG0000703	Praw.g_01550	Syap.g_01750
OG0000704	Praw.g_01549	Syap.g_01753
OG0000705	Praw.g_01545	Syap.g_02022
OG0000706	Praw.g_01544	Syap.g_02020
OG0000707	Praw.g_01543	Syap.g_02019
OG0000708	Praw.g_01542	Syap.g_02016
OG0000709	Praw.g_01538	Syap.g_00121
OG0000711	Praw.g_01518	Syap.g_02686
OG0000712	Praw.g_01516	Syap.g_02688
OG0000713	Praw.g_01515	Syap.g_02689
OG0000714	Praw.g_01514	Syap.g_02691
OG0000715	Praw.g_01512	Syap.g_02693
OG0000716	Praw.g_01510	Syap.g_02696
OG0000717	Praw.g_01509	Syap.g_02697
OG0000718	Praw.g_01498	Syap.g_02701
OG0000719	Praw.g_01496	Syap.g_02767
OG0000720	Praw.g_01487	Syap.g_02780
OG0000721	Praw.g_01485	Syap.g_02782
OG0000722	Praw.g_01484	Syap.g_02783
OG0000723	Praw.g_01481	Syap.g_00532
OG0000725	Praw.g_01466	Syap.g_01559
OG0000726	Praw.g_01465	Syap.g_01560
OG0000727	Praw.g_01464	Syap.g_01561
OG0000728	Praw.g_01462	Syap.g_01564
OG0000729	Praw.g_01416	Syap.g_01122
OG0000730	Praw.g_00172	Syap.g_00572
OG0000731	Praw.g_00176	Syap.g_00560
OG0000732	Praw.g_00183	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praw.g_00202	Syap.g_01971
OG0000734	Praw.g_00219	Syap.g_02628
OG0000735	Praw.g_00221	Syap.g_00244
OG0000736	Praw.g_00222	Syap.g_00243
OG0000737	Praw.g_00223	Syap.g_00242
OG0000738	Praw.g_00227	Syap.g_00236
OG0000739	Praw.g_00228	Syap.g_00235
OG0000740	Praw.g_00229	Syap.g_00234
OG0000741	Praw.g_00230	Syap.g_00231
OG0000742	Praw.g_00233	Syap.g_00229
OG0000743	Praw.g_00235	Syap.g_00226
OG0000744	Praw.g_00236	Syap.g_00225
OG0000745	Praw.g_00237	Syap.g_00222
OG0000746	Praw.g_00239	Syap.g_00220
OG0000747	Praw.g_00240	Syap.g_00219
OG0000748	Praw.g_00243	Syap.g_00212
OG0000749	Praw.g_00244	Syap.g_00211
OG0000750	Praw.g_00245	Syap.g_00210
OG0000751	Praw.g_00247	Syap.g_00205
OG0000752	Praw.g_00249	Syap.g_01793
OG0000753	Praw.g_00252	Syap.g_02775
OG0000754	Praw.g_00255	Syap.g_01883
OG0000755	Praw.g_00258	Syap.g_01893
OG0000757	Praw.g_00265	Syap.g_00427
OG0000758	Praw.g_00266	Syap.g_00428
OG0000759	Praw.g_00267	Syap.g_00429
OG0000760	Praw.g_00268	Syap.g_00430
OG0000761	Praw.g_00269	Syap.g_00431
OG0000762	Praw.g_00270	Syap.g_00434
OG0000763	Praw.g_00272	Syap.g_02624
OG0000764	Praw.g_00273	Syap.g_02623
OG0000765	Praw.g_00282	Syap.g_02440
OG0000766	Praw.g_00283	Syap.g_02439
OG0000767	Praw.g_00285	Syap.g_02437
OG0000768	Praw.g_00286	Syap.g_02436
OG0000769	Praw.g_00288	Syap.g_02434
OG0000770	Praw.g_00290	Syap.g_02431
OG0000772	Praw.g_00954	Syap.g_02295
OG0000773	Praw.g_00970	Syap.g_00885
OG0000774	Praw.g_00972	Syap.g_01473
OG0000775	Praw.g_00976	Syap.g_01475
OG0000776	Praw.g_00977	Syap.g_01476
OG0000777	Praw.g_00978	Syap.g_01478
OG0000778	Praw.g_00979	Syap.g_01479
OG0000779	Praw.g_00983	Syap.g_01494
OG0000780	Praw.g_00984	Syap.g_01496
OG0000781	Praw.g_00987	Syap.g_02609
OG0000782	Praw.g_00988	Syap.g_02611
OG0000783	Praw.g_00989	Syap.g_02612
OG0000784	Praw.g_00990	Syap.g_02613
OG0000785	Praw.g_00992	Syap.g_02281
OG0000786	Praw.g_00994	Syap.g_02287
OG0000787	Praw.g_00995	Syap.g_02288
OG0000788	Praw.g_01002	Syap.g_01932
OG0000789	Praw.g_01006	Syap.g_00372
OG0000791	Praw.g_01023	Syap.g_02520
OG0000792	Praw.g_01024	Syap.g_02519
OG0000793	Praw.g_01027	Syap.g_02141
OG0000794	Praw.g_01028	Syap.g_02200
OG0000795	Praw.g_01029	Syap.g_02199
OG0000796	Praw.g_01033	Syap.g_02448
OG0000797	Praw.g_01034	Syap.g_02449
OG0000798	Praw.g_01057	Syap.g_01363, Syap.g_01269
OG0000799	Praw.g_01101	Syap.g_02488
OG0000800	Praw.g_01100	Syap.g_02487
OG0000801	Praw.g_01099	Syap.g_02486
OG0000802	Praw.g_01097	Syap.g_02659
OG0000803	Praw.g_01095	Syap.g_02109
OG0000804	Praw.g_01094	Syap.g_02113
OG0000805	Praw.g_01092	Syap.g_02115
OG0000806	Praw.g_01090	Syap.g_02117
OG0000807	Praw.g_01089	Syap.g_02118
OG0000808	Praw.g_01088	Syap.g_02119
OG0000809	Praw.g_01085	Syap.g_02122
OG0000810	Praw.g_01084	Syap.g_02124
OG0000811	Praw.g_01077	Syap.g_02472
OG0000812	Praw.g_01075	Syap.g_02474
OG0000813	Praw.g_00343	Syap.g_02475
OG0000814	Praw.g_00345	Syap.g_02753
OG0000815	Praw.g_00346	Syap.g_02752
OG0000816	Praw.g_00348	Syap.g_02289
OG0000817	Praw.g_00349	Syap.g_02527
OG0000818	Praw.g_00354	Syap.g_02001
OG0000819	Praw.g_00355	Syap.g_02002
OG0000820	Praw.g_00356	Syap.g_02003
OG0000821	Praw.g_00359	Syap.g_02009
OG0000822	Praw.g_00360	Syap.g_02011
OG0000824	Praw.g_00364	Syap.g_00008
OG0000825	Praw.g_00365	Syap.g_00009
OG0000826	Praw.g_00366	Syap.g_00010
OG0000827	Praw.g_00367	Syap.g_00011
OG0000828	Praw.g_00371	Syap.g_00014
OG0000829	Praw.g_00372	Syap.g_00015
OG0000830	Praw.g_00373	Syap.g_00016
OG0000831	Praw.g_00375	Syap.g_00019
OG0000832	Praw.g_00381	Syap.g_00752
OG0000833	Praw.g_00389	Syap.g_00021
OG0000834	Praw.g_00390	Syap.g_00023
OG0000835	Praw.g_00391	Syap.g_00024
OG0000836	Praw.g_00392	Syap.g_00026
OG0000837	Praw.g_00393	Syap.g_00027
OG0000838	Praw.g_00395	Syap.g_00031
OG0000839	Praw.g_00396	Syap.g_00032
OG0000840	Praw.g_00397	Syap.g_00033
OG0000841	Praw.g_00398	Syap.g_00034
OG0000842	Praw.g_00399	Syap.g_00035
OG0000843	Praw.g_00400	Syap.g_00036
OG0000844	Praw.g_00401	Syap.g_00039
OG0000845	Praw.g_00402	Syap.g_00040
OG0000846	Praw.g_00403	Syap.g_00042
OG0000847	Praw.g_00404	Syap.g_00043
OG0000848	Praw.g_00405	Syap.g_00045
OG0000849	Praw.g_00406	Syap.g_00046
OG0000850	Praw.g_00408	Syap.g_00310
OG0000851	Praw.g_00409	Syap.g_01214
OG0000852	Praw.g_00410	Syap.g_01215
OG0000853	Praw.g_00414	Syap.g_01219
OG0000854	Praw.g_00416	Syap.g_01222
OG0000855	Praw.g_00417	Syap.g_01223
OG0000856	Praw.g_00430	Syap.g_01286
OG0000857	Praw.g_00458	Syap.g_02722
OG0000858	Praw.g_00509	Syap.g_00612
OG0000859	Praw.g_00510	Syap.g_00613
OG0000860	Praw.g_00517	Syap.g_00623
OG0000861	Praw.g_00518	Syap.g_02789
OG0000862	Praw.g_00519	Syap.g_01789
OG0000863	Praw.g_00521	Syap.g_01784
OG0000864	Praw.g_00522	Syap.g_01783
OG0000865	Praw.g_00523	Syap.g_01781, Syap.g_01782
OG0000866	Praw.g_00524	Syap.g_01780
OG0000867	Praw.g_00525	Syap.g_01779
OG0000868	Praw.g_00526	Syap.g_01775
OG0000869	Praw.g_00530	Syap.g_01770
OG0000870	Praw.g_00535	Syap.g_01401
OG0000871	Praw.g_00536	Syap.g_01400
OG0000872	Praw.g_00537	Syap.g_01394
OG0000873	Praw.g_00540	Syap.g_01390
OG0000874	Praw.g_00543	Syap.g_01388
OG0000875	Praw.g_00544	Syap.g_01386
OG0000876	Praw.g_00545	Syap.g_00822
OG0000877	Praw.g_00547	Syap.g_01380
OG0000878	Praw.g_00548	Syap.g_01378
OG0000879	Praw.g_00549	Syap.g_01377
OG0000880	Praw.g_00550	Syap.g_01376
OG0000882	Praw.g_00559	Syap.g_01516
OG0000883	Praw.g_00561	Syap.g_01511
OG0000884	Praw.g_00563	Syap.g_01509
OG0000885	Praw.g_00564	Syap.g_01508
OG0000886	Praw.g_00565	Syap.g_01507
OG0000887	Praw.g_00566	Syap.g_01506
OG0000888	Praw.g_00568	Syap.g_01504
OG0000889	Praw.g_00570	Syap.g_01502
OG0000890	Praw.g_00571	Syap.g_01499
OG0000891	Praw.g_00572	Syap.g_01498
OG0000892	Praw.g_01921	Syap.g_02671
OG0000893	Praw.g_01917	Syap.g_02497
OG0000894	Praw.g_01915	Syap.g_02679
OG0000895	Praw.g_01912	Syap.g_00546
OG0000896	Praw.g_01911	Syap.g_00545
OG0000897	Praw.g_01909	Syap.g_00543
OG0000898	Praw.g_01908	Syap.g_00542
OG0000899	Praw.g_01907	Syap.g_00541
OG0000900	Praw.g_01906	Syap.g_00540
OG0000901	Praw.g_01903	Syap.g_01930
OG0000902	Praw.g_01901	Syap.g_01929
OG0000903	Praw.g_01898	Syap.g_01916
OG0000904	Praw.g_01896	Syap.g_01922
OG0000905	Praw.g_01892	Syap.g_01925
OG0000906	Praw.g_01891	Syap.g_01927
OG0000907	Praw.g_00138	Syap.g_01914
OG0000908	Praw.g_00135	Syap.g_01235
OG0000909	Praw.g_00134	Syap.g_01236
OG0000910	Praw.g_00133	Syap.g_01237
OG0000911	Praw.g_00131	Syap.g_00511
OG0000912	Praw.g_00130	Syap.g_00510
OG0000913	Praw.g_00129	Syap.g_00509
OG0000914	Praw.g_00128	Syap.g_00508
OG0000915	Praw.g_00127	Syap.g_00506
OG0000916	Praw.g_00126	Syap.g_00505
OG0000917	Praw.g_00125	Syap.g_00504
OG0000918	Praw.g_00124	Syap.g_00503
OG0000919	Praw.g_00123	Syap.g_00502
OG0000920	Praw.g_00122	Syap.g_00501
OG0000921	Praw.g_00121	Syap.g_00500
OG0000922	Praw.g_00120	Syap.g_00499
OG0000923	Praw.g_00116	Syap.g_00495
OG0000924	Praw.g_00115	Syap.g_00494
OG0000925	Praw.g_00114	Syap.g_00493
OG0000926	Praw.g_00113	Syap.g_00492
OG0000927	Praw.g_00111	Syap.g_00490
OG0000928	Praw.g_00110	Syap.g_00489
OG0000929	Praw.g_00109	Syap.g_00488
OG0000930	Praw.g_00108	Syap.g_00487
OG0000931	Praw.g_00107	Syap.g_00486
OG0000932	Praw.g_00106	Syap.g_00485
OG0000933	Praw.g_00102	Syap.g_00479
OG0000934	Praw.g_00100	Syap.g_00477
OG0000935	Praw.g_00099	Syap.g_00476
OG0000936	Praw.g_00098	Syap.g_00475
OG0000937	Praw.g_00097	Syap.g_00474
OG0000938	Praw.g_00095	Syap.g_00471
OG0000939	Praw.g_00094	Syap.g_00469
OG0000940	Praw.g_00087	Syap.g_00460
OG0000941	Praw.g_00085	Syap.g_00458
OG0000942	Praw.g_00083	Syap.g_00606
OG0000943	Praw.g_00082	Syap.g_00604
OG0000944	Praw.g_00081	Syap.g_00602
OG0000945	Praw.g_00080	Syap.g_00601
OG0000946	Praw.g_00076	Syap.g_00595
OG0000947	Praw.g_00074	Syap.g_00591
OG0000948	Praw.g_00073	Syap.g_00590
OG0000949	Praw.g_00070	Syap.g_01051
OG0000950	Praw.g_00065	Syap.g_01061
OG0000951	Praw.g_00061	Syap.g_01070
OG0000952	Praw.g_00057	Syap.g_01074
OG0000953	Praw.g_00054	Syap.g_01078
OG0000954	Praw.g_00050	Syap.g_01089
OG0000955	Praw.g_00049	Syap.g_01090
OG0000956	Praw.g_00047	Syap.g_01092
OG0000957	Praw.g_00041	Syap.g_01109
OG0000958	Praw.g_00040	Syap.g_01110
OG0000959	Praw.g_00036	Syap.g_01114
OG0000960	Praw.g_00035	Syap.g_01115
OG0000961	Praw.g_00033	Syap.g_02170
OG0000962	Praw.g_00031	Syap.g_01121
OG0000963	Praw.g_00027	Syap.g_01124
OG0000964	Praw.g_00026	Syap.g_01125
OG0000965	Praw.g_00025	Syap.g_01126
OG0000966	Praw.g_00018	Syap.g_01141
OG0000967	Praw.g_00014	Syap.g_00633
OG0000968	Praw.g_00012	Syap.g_00998
OG0000969	Praw.g_00011	Syap.g_00996
OG0000970	Praw.g_00010	Syap.g_00995
OG0000971	Praw.g_00009	Syap.g_00993
OG0000972	Praw.g_00008	Syap.g_00992
OG0000973	Praw.g_00007	Syap.g_00991
OG0000974	Praw.g_00006	Syap.g_00990
OG0000975	Praw.g_00005	Syap.g_00989
OG0000976	Praw.g_00004	Syap.g_00988
OG0000977	Praw.g_00003	Syap.g_00986
OG0000978	Praw.g_00002	Syap.g_00985
OG0000979	Praw.g_01192	Syap.g_00980
OG0000980	Praw.g_01190	Syap.g_00977
OG0000981	Praw.g_01188	Syap.g_01812
OG0000982	Praw.g_01186	Syap.g_00132
OG0000983	Praw.g_01185	Syap.g_00134
OG0000984	Praw.g_01184	Syap.g_00135
OG0000985	Praw.g_01181	Syap.g_00140
OG0000986	Praw.g_01179	Syap.g_01044
OG0000987	Praw.g_01178	Syap.g_01033
OG0000988	Praw.g_01175	Syap.g_01027
OG0000989	Praw.g_01171	Syap.g_01011
OG0000990	Praw.g_01168	Syap.g_02087
OG0000991	Praw.g_01167	Syap.g_02091
OG0000992	Praw.g_01165	Syap.g_02095
OG0000993	Praw.g_01164	Syap.g_02097
OG0000994	Praw.g_01163	Syap.g_02101
OG0000996	Praw.g_01158	Syap.g_01817
OG0000997	Praw.g_01157	Syap.g_02590
OG0000998	Praw.g_01155	Syap.g_02591
OG0000999	Praw.g_01154	Syap.g_02592
OG0001001	Praw.g_01149	Syap.g_02605
OG0001002	Praw.g_01145	Syap.g_00124
OG0001003	Praw.g_01144	Syap.g_02310
OG0001004	Praw.g_01143	Syap.g_02311
OG0001005	Praw.g_01142	Syap.g_02312
OG0001006	Praw.g_01138	Syap.g_00053
OG0001007	Praw.g_01136	Syap.g_00055
OG0001008	Praw.g_00710	Syap.g_02060
OG0001012	Praw.g_01385	Syap.g_00371
OG0001013	Praw.g_01380	Syap.g_01325
OG0001016	Praw.g_01361	Syap.g_01695
OG0001033	Praw.g_01227	Syap.g_00105
OG0001035	Praw.g_00879	Syap.g_01594
OG0001038	Praw.g_00856	Syap.g_01362
OG0001039	Praw.g_00853	Syap.g_01359
OG0001040	Praw.g_00851	Syap.g_01356
OG0001041	Praw.g_00847	Syap.g_01352
OG0001043	Praw.g_00829	Syap.g_01676
OG0001044	Praw.g_00797	Syap.g_00571
OG0001053	Praw.g_00665	Syap.g_02253
OG0001054	Praw.g_00650	Syap.g_00274
OG0001055	Praw.g_00631	Syap.g_00252
OG0001059	Praw.g_00595	Syap.g_00306
OG0001060	Praw.g_00588	Syap.g_00299
OG0001061	Praw.g_00575	Syap.g_01309
OG0001062	Praw.g_01923	Syap.g_01314
OG0001073	Praw.g_00140	Syap.g_00122, Syap.g_00455
OG0001078	Praw.g_01886	Syap.g_00896
OG0001080	Praw.g_01869	Syap.g_02505
OG0001085	Praw.g_01852	Syap.g_01953
OG0001094	Praw.g_01703	Syap.g_00187
OG0001095	Praw.g_01684	Syap.g_02725
OG0001096	Praw.g_01671	Syap.g_02709
OG0001100	Praw.g_01604	Syap.g_02369
OG0001102	Praw.g_01600	Syap.g_01258
OG0001103	Praw.g_01598	Syap.g_01256
OG0001104	Praw.g_01576	Syap.g_00171
OG0001105	Praw.g_01572	Syap.g_00175
OG0001107	Praw.g_01541	Syap.g_02015
OG0001108	Praw.g_01537	Syap.g_00119
OG0001122	Praw.g_01495	Syap.g_02766
OG0001123	Praw.g_01491	Syap.g_01872
OG0001133	Praw.g_00187	Syap.g_01292
OG0001136	Praw.g_00231	Syap.g_00230
OG0001137	Praw.g_00242	Syap.g_00213
OG0001140	Praw.g_00262	Syap.g_02134
OG0001152	Praw.g_01032	Syap.g_02447
OG0001154	Praw.g_00370	Syap.g_00013
OG0001155	Praw.g_00382	Syap.g_00750
OG0001160	Praw.g_00412	Syap.g_01217
OG0001162	Praw.g_00434	Syap.g_02366
OG0001163	Praw.g_00507	Syap.g_00609
OG0001164	Praw.g_00511	Syap.g_00614
OG0001165	Praw.g_00514	Syap.g_00619
OG0001168	Praw.g_00553	Syap.g_01372
OG0001171	Praw.g_00567	Syap.g_01505
OG0001172	Praw.g_01914	Syap.g_00547
OG0001177	Praw.g_01895	Syap.g_01920
OG0001178	Praw.g_01890	Syap.g_01786, Syap.g_01787
OG0001179	Praw.g_00112	Syap.g_00491
OG0001180	Praw.g_00090	Syap.g_00097, Syap.g_00465
OG0001181	Praw.g_00086	Syap.g_00459
OG0001183	Praw.g_00075	Syap.g_00594
OG0001185	Praw.g_00045	Syap.g_01104
OG0001186	Praw.g_00021	Syap.g_01140
OG0001187	Praw.g_00017	Syap.g_01142
OG0001188	Praw.g_00015	Syap.g_00634
OG0001189	Praw.g_01191	Syap.g_00979
OG0001191	Praw.g_01177	Syap.g_01030
OG0001192	Praw.g_01172	Syap.g_01021
OG0001197	Praw.g_01146	Syap.g_00126
OG0001198	Praw.g_01139	Syap.g_00052
OG0001199	Praw.g_01360	Syap.g_01696
OG0001200	Praw.g_01358	Syap.g_01698
OG0001202	Praw.g_01236	Syap.g_01613
OG0001203	Praw.g_01197	Syap.g_01154
OG0001204	Praw.g_00890	Syap.g_01577
OG0001214	Praw.g_01885	Syap.g_00897
OG0001217	Praw.g_01759	Syap.g_01464
OG0001218	Praw.g_01751	Syap.g_00020
OG0001219	Praw.g_01708	Syap.g_02794
OG0001221	Praw.g_01586	Syap.g_01777
OG0001222	Praw.g_01547	Syap.g_02027
OG0001224	Praw.g_01471	Syap.g_01551
OG0001225	Praw.g_01469	Syap.g_01553
OG0001226	Praw.g_01443	Syap.g_02551
OG0001228	Praw.g_00279	Syap.g_01063
OG0001229	Praw.g_01014	Syap.g_00827
OG0001230	Praw.g_01091	Syap.g_02116
OG0001231	Praw.g_00432	Syap.g_00073
OG0001232	Praw.g_00538	Syap.g_01393
OG0001235	Praw.g_01893	Syap.g_01924
OG0001236	Praw.g_00062	Syap.g_01069
OG0001237	Praw.g_00058	Syap.g_01073
OG0001238	Praw.g_01176	Syap.g_01028
OG0001239	Praw.g_01363	Syap.g_01693, Syap.g_01692
OG0001242	Praw.g_01316	Syap.g_02227, Syap.g_02229
OG0001243	Praw.g_01310	Syap.g_02219
OG0001244	Praw.g_01294	Syap.g_02192
OG0001246	Praw.g_00644	Syap.g_01165, Syap.g_00267
OG0001248	Praw.g_01837	Syap.g_00423
OG0001249	Praw.g_01719	Syap.g_00575
OG0001250	Praw.g_01658	Syap.g_01836
OG0001251	Praw.g_01610	Syap.g_01549, Syap.g_01727
OG0001253	Praw.g_01423	Syap.g_01969
OG0001255	Praw.g_00218	Syap.g_02523
OG0001256	Praw.g_00425	Syap.g_01225
OG0001257	Praw.g_00431	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Praw.g_00512	Syap.g_00617
OG0001260	Praw.g_00573	Syap.g_01497
OG0001261	Praw.g_00104	Syap.g_00482
OG0001262	Praw.g_01193	Syap.g_00981
OG0001263	Praw.g_01307	Syap.g_02216
OG0001265	Praw.g_01317	Syap.g_02231
OG0001266	Praw.g_01232	Syap.g_01618
OG0001267	Praw.g_00854	Syap.g_01360
OG0001268	Praw.g_00791	Syap.g_00563
OG0001270	Praw.g_00713	Syap.g_02056
OG0001271	Praw.g_00675	Syap.g_02759
OG0001272	Praw.g_00662	Syap.g_02250
OG0001274	Praw.g_01819	Syap.g_01897
OG0001275	Praw.g_01511	Syap.g_02694
OG0001276	Praw.g_01492	Syap.g_01873
OG0001277	Praw.g_01435	Syap.g_01293
OG0001278	Praw.g_00284	Syap.g_02438
OG0001279	Praw.g_00930	Syap.g_02663
OG0001282	Praw.g_01017	Syap.g_01701
OG0001284	Praw.g_00407	Syap.g_00047
OG0001286	Praw.g_00092	Syap.g_00467
OG0001287	Praw.g_00037	Syap.g_00418
OG0001288	Praw.g_00028	Syap.g_01123
OG0001289	Praw.g_01347	Syap.g_02365
OG0001291	Praw.g_01300	Syap.g_02207
OG0001292	Praw.g_00885	Syap.g_01583
OG0001297	Praw.g_00634	Syap.g_00255
OG0001299	Praw.g_01856	Syap.g_01959
OG0001303	Praw.g_01507	Syap.g_02795
OG0001304	Praw.g_01482	Syap.g_00536
OG0001305	Praw.g_01463	Syap.g_01562
OG0001306	Praw.g_00220	Syap.g_00245
OG0001307	Praw.g_00998	Syap.g_00403
OG0001308	Praw.g_00347	Syap.g_02751, Syap.g_02750
OG0001310	Praw.g_00527	Syap.g_01774
OG0001311	Praw.g_01490	Syap.g_01871
OG0001312	Praw.g_01558	Syap.g_01735
OG0001314	Praw.g_01768	Syap.g_00330, Syap.g_00391
OG0001315	Praw.g_01373	Syap.g_00596
OG0001318	Praw.g_00877	Syap.g_01596, Syap.g_01597
OG0001319	Praw.g_00862	Syap.g_02338
OG0001323	Praw.g_00629	Syap.g_00757
OG0001326	Praw.g_01622	Syap.g_02646
OG0001332	Praw.g_00380	Syap.g_01548
OG0001333	Praw.g_00552	Syap.g_01373
OG0001336	Praw.g_01150	Syap.g_02602
OG0001345	Praw.g_00253	Syap.g_01877, Syap.g_02776
OG0001346	Praw.g_00982	Syap.g_01484
OG0001348	Praw.g_00453	Syap.g_00938
OG0001351	Praw.g_00693	Syap.g_01996
OG0001353	Praw.g_01666	Syap.g_01849
OG0001358	Praw.g_00156	Syap.g_00942
OG0001360	Praw.g_01422	Syap.g_01881, Syap.g_02778
OG0001361	Praw.g_00250	Syap.g_01792
OG0001364	Praw.g_00069	Syap.g_01052
OG0001365	Praw.g_01183	Syap.g_00138
OG0001371	Praw.g_01843	Syap.g_02544, Syap.g_02545
OG0001373	Praw.g_01623	Syap.g_02647
OG0001374	Praw.g_01615	Syap.g_01829, Syap.g_01830
OG0001376	Praw.g_01458	Syap.g_01991
OG0001377	Praw.g_01457	Syap.g_01992
OG0001378	Praw.g_00171	Syap.g_02055
OG0001379	Praw.g_00975	Syap.g_01474
OG0001382	Praw.g_00445	Syap.g_00677
OG0001385	Praw.g_01626	Syap.g_02650
