Orthogroup	Syap	Prap
OG0000587	Syap.g_01523	Prap.g_01153
OG0000588	Syap.g_00776	Prap.g_01149
OG0000589	Syap.g_00941	Prap.g_01147
OG0000590	Syap.g_00940	Prap.g_01146
OG0000591	Syap.g_01289	Prap.g_01142
OG0000592	Syap.g_01288	Prap.g_01141
OG0000593	Syap.g_00890	Prap.g_00395
OG0000594	Syap.g_00891	Prap.g_00394
OG0000595	Syap.g_00892	Prap.g_00393
OG0000596	Syap.g_00898	Prap.g_00389
OG0000597	Syap.g_00903	Prap.g_00386
OG0000598	Syap.g_00904	Prap.g_00385
OG0000599	Syap.g_00908	Prap.g_00382
OG0000600	Syap.g_00909	Prap.g_00381
OG0000601	Syap.g_00910	Prap.g_00380
OG0000602	Syap.g_00640	Prap.g_00378
OG0000603	Syap.g_00641	Prap.g_00377
OG0000604	Syap.g_02769	Prap.g_00376
OG0000605	Syap.g_02501, Syap.g_02771	Prap.g_00375
OG0000606	Syap.g_02506	Prap.g_00372
OG0000607	Syap.g_00093	Prap.g_00369
OG0000608	Syap.g_00094	Prap.g_00368
OG0000609	Syap.g_00096	Prap.g_00367
OG0000610	Syap.g_01963	Prap.g_00361
OG0000611	Syap.g_01958	Prap.g_00358
OG0000612	Syap.g_01957	Prap.g_00357
OG0000613	Syap.g_02480	Prap.g_00828
OG0000615	Syap.g_00154	Prap.g_00796
OG0000616	Syap.g_00127	Prap.g_01489
OG0000617	Syap.g_00513	Prap.g_00341
OG0000618	Syap.g_00514	Prap.g_00340
OG0000619	Syap.g_00515	Prap.g_00339
OG0000620	Syap.g_00520	Prap.g_00336
OG0000621	Syap.g_00521	Prap.g_00335
OG0000622	Syap.g_00523	Prap.g_00334
OG0000623	Syap.g_00526	Prap.g_00333
OG0000624	Syap.g_00527	Prap.g_00331
OG0000625	Syap.g_00528	Prap.g_00330
OG0000626	Syap.g_00529	Prap.g_00329
OG0000627	Syap.g_00848	Prap.g_00328
OG0000628	Syap.g_00850	Prap.g_00327
OG0000629	Syap.g_02334	Prap.g_00326
OG0000630	Syap.g_02793	Prap.g_00323
OG0000631	Syap.g_01724	Prap.g_00683
OG0000632	Syap.g_01725	Prap.g_00682
OG0000633	Syap.g_01726	Prap.g_00681
OG0000634	Syap.g_00190	Prap.g_00787
OG0000635	Syap.g_00191	Prap.g_00786
OG0000636	Syap.g_00193	Prap.g_00784
OG0000637	Syap.g_00195	Prap.g_00782
OG0000638	Syap.g_00196	Prap.g_00781
OG0000639	Syap.g_00197	Prap.g_00780
OG0000640	Syap.g_00198	Prap.g_00779
OG0000641	Syap.g_00203	Prap.g_00775
OG0000642	Syap.g_02732	Prap.g_00774
OG0000643	Syap.g_02731	Prap.g_00773
OG0000644	Syap.g_02730	Prap.g_00772
OG0000645	Syap.g_02726	Prap.g_00771
OG0000646	Syap.g_02723	Prap.g_00769
OG0000647	Syap.g_02721	Prap.g_00767
OG0000648	Syap.g_02719	Prap.g_00765
OG0000649	Syap.g_02718	Prap.g_00764
OG0000650	Syap.g_02717	Prap.g_00763
OG0000651	Syap.g_02716	Prap.g_00762
OG0000652	Syap.g_02715	Prap.g_00761
OG0000653	Syap.g_02713	Prap.g_00759
OG0000654	Syap.g_02711	Prap.g_00758
OG0000655	Syap.g_02710	Prap.g_00757
OG0000656	Syap.g_02706	Prap.g_00754
OG0000657	Syap.g_01845	Prap.g_00746
OG0000658	Syap.g_01841	Prap.g_00744
OG0000659	Syap.g_01840	Prap.g_00743
OG0000660	Syap.g_01835	Prap.g_00739
OG0000662	Syap.g_00823	Prap.g_00735
OG0000663	Syap.g_00826	Prap.g_00733
OG0000664	Syap.g_00828	Prap.g_00732
OG0000665	Syap.g_02331	Prap.g_00726
OG0000666	Syap.g_01573	Prap.g_00725
OG0000667	Syap.g_01979	Prap.g_00721
OG0000668	Syap.g_02765	Prap.g_00660
OG0000669	Syap.g_02371	Prap.g_00869
OG0000670	Syap.g_02368	Prap.g_00866
OG0000671	Syap.g_01260	Prap.g_00863
OG0000672	Syap.g_01257	Prap.g_00860
OG0000673	Syap.g_01253	Prap.g_00857
OG0000674	Syap.g_01251	Prap.g_00855
OG0000675	Syap.g_01250	Prap.g_00854
OG0000676	Syap.g_01248	Prap.g_00852
OG0000677	Syap.g_01246	Prap.g_00851
OG0000678	Syap.g_01239	Prap.g_00849
OG0000679	Syap.g_00157	Prap.g_00845
OG0000680	Syap.g_00158	Prap.g_00844
OG0000681	Syap.g_00163	Prap.g_00841
OG0000682	Syap.g_00165	Prap.g_00840
OG0000683	Syap.g_00166	Prap.g_00839
OG0000684	Syap.g_00169	Prap.g_00837
OG0000685	Syap.g_00172	Prap.g_00835
OG0000686	Syap.g_00173	Prap.g_00834
OG0000687	Syap.g_00174	Prap.g_00833
OG0000688	Syap.g_00178	Prap.g_00353
OG0000689	Syap.g_00180	Prap.g_00352
OG0000690	Syap.g_00181	Prap.g_00351
OG0000691	Syap.g_00182	Prap.g_00350
OG0000692	Syap.g_00184	Prap.g_00348
OG0000693	Syap.g_00185	Prap.g_00347
OG0000694	Syap.g_00186	Prap.g_00346
OG0000695	Syap.g_01729	Prap.g_00679
OG0000696	Syap.g_01730	Prap.g_00678
OG0000697	Syap.g_01734	Prap.g_00677
OG0000698	Syap.g_01737	Prap.g_00239
OG0000699	Syap.g_01738	Prap.g_00240
OG0000700	Syap.g_01739	Prap.g_00241
OG0000701	Syap.g_01740	Prap.g_00242
OG0000702	Syap.g_01747	Prap.g_00244
OG0000703	Syap.g_01750	Prap.g_00245
OG0000704	Syap.g_01753	Prap.g_00247
OG0000705	Syap.g_02022	Prap.g_00250
OG0000706	Syap.g_02020	Prap.g_00251
OG0000707	Syap.g_02019	Prap.g_00252
OG0000708	Syap.g_02016	Prap.g_00254
OG0000709	Syap.g_00121	Prap.g_00258
OG0000711	Syap.g_02686	Prap.g_00279
OG0000712	Syap.g_02688	Prap.g_00280
OG0000713	Syap.g_02689	Prap.g_00281
OG0000714	Syap.g_02691	Prap.g_00282
OG0000715	Syap.g_02693	Prap.g_00284
OG0000716	Syap.g_02696	Prap.g_00286
OG0000717	Syap.g_02697	Prap.g_00287
OG0000718	Syap.g_02701	Prap.g_00291
OG0000719	Syap.g_02767	Prap.g_00293
OG0000720	Syap.g_02780	Prap.g_00305
OG0000721	Syap.g_02782	Prap.g_00309
OG0000722	Syap.g_02783	Prap.g_00310
OG0000723	Syap.g_00532	Prap.g_00314
OG0000725	Syap.g_01559	Prap.g_00709
OG0000726	Syap.g_01560	Prap.g_00710
OG0000727	Syap.g_01561	Prap.g_00711
OG0000728	Syap.g_01564	Prap.g_00713
OG0000729	Syap.g_01122	Prap.g_00539
OG0000730	Syap.g_00572	Prap.g_00498
OG0000731	Syap.g_00560	Prap.g_01366
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prap.g_01538
OG0000733	Syap.g_01971	Prap.g_01882
OG0000734	Syap.g_02628	Prap.g_00472
OG0000735	Syap.g_00244	Prap.g_00470
OG0000736	Syap.g_00243	Prap.g_00469
OG0000737	Syap.g_00242	Prap.g_00468
OG0000738	Syap.g_00236	Prap.g_00464
OG0000739	Syap.g_00235	Prap.g_00463
OG0000740	Syap.g_00234	Prap.g_00462
OG0000741	Syap.g_00231	Prap.g_00460
OG0000742	Syap.g_00229	Prap.g_00457
OG0000743	Syap.g_00226	Prap.g_00455
OG0000744	Syap.g_00225	Prap.g_00454
OG0000745	Syap.g_00222	Prap.g_00453
OG0000746	Syap.g_00220	Prap.g_00451
OG0000747	Syap.g_00219	Prap.g_00450
OG0000748	Syap.g_00212	Prap.g_00446
OG0000749	Syap.g_00211	Prap.g_00445
OG0000750	Syap.g_00210	Prap.g_00444
OG0000751	Syap.g_00205	Prap.g_00441
OG0000752	Syap.g_01793	Prap.g_00439
OG0000753	Syap.g_02775	Prap.g_00437
OG0000754	Syap.g_01883	Prap.g_00434
OG0000755	Syap.g_01893	Prap.g_00428
OG0000757	Syap.g_00427	Prap.g_00420
OG0000758	Syap.g_00428	Prap.g_00419
OG0000759	Syap.g_00429	Prap.g_00418
OG0000760	Syap.g_00430	Prap.g_00417
OG0000761	Syap.g_00431	Prap.g_00416
OG0000762	Syap.g_00434	Prap.g_00415
OG0000763	Syap.g_02624	Prap.g_00413
OG0000764	Syap.g_02623	Prap.g_00412
OG0000765	Syap.g_02440	Prap.g_00404
OG0000766	Syap.g_02439	Prap.g_00403
OG0000767	Syap.g_02437	Prap.g_00401
OG0000768	Syap.g_02436	Prap.g_00400
OG0000769	Syap.g_02434	Prap.g_00398
OG0000770	Syap.g_02431	Prap.g_01136
OG0000772	Syap.g_02295	Prap.g_01853
OG0000773	Syap.g_00885	Prap.g_00552
OG0000774	Syap.g_01473	Prap.g_00554
OG0000775	Syap.g_01475	Prap.g_00556
OG0000776	Syap.g_01476	Prap.g_00557
OG0000777	Syap.g_01478	Prap.g_00558
OG0000778	Syap.g_01479	Prap.g_00559
OG0000779	Syap.g_01494	Prap.g_00563
OG0000780	Syap.g_01496	Prap.g_00564
OG0000781	Syap.g_02609	Prap.g_00568
OG0000782	Syap.g_02611	Prap.g_00569
OG0000783	Syap.g_02612	Prap.g_00570
OG0000784	Syap.g_02613	Prap.g_00571
OG0000785	Syap.g_02281	Prap.g_00573
OG0000786	Syap.g_02287	Prap.g_00576
OG0000787	Syap.g_02288	Prap.g_00577
OG0000788	Syap.g_01932	Prap.g_01268
OG0000789	Syap.g_00372	Prap.g_00220
OG0000791	Syap.g_02520	Prap.g_00066
OG0000792	Syap.g_02519	Prap.g_00067
OG0000793	Syap.g_02141	Prap.g_00070
OG0000794	Syap.g_02200	Prap.g_00071
OG0000795	Syap.g_02199	Prap.g_00072
OG0000796	Syap.g_02448	Prap.g_00076
OG0000797	Syap.g_02449	Prap.g_00077
OG0000798	Syap.g_01269	Prap.g_00004
OG0000799	Syap.g_02488	Prap.g_00104
OG0000800	Syap.g_02487	Prap.g_00105
OG0000801	Syap.g_02486	Prap.g_00106
OG0000802	Syap.g_02659	Prap.g_00108
OG0000803	Syap.g_02109	Prap.g_00110
OG0000804	Syap.g_02113	Prap.g_00111
OG0000805	Syap.g_02115	Prap.g_00113
OG0000806	Syap.g_02117	Prap.g_00115
OG0000807	Syap.g_02118	Prap.g_00116
OG0000808	Syap.g_02119	Prap.g_00117
OG0000809	Syap.g_02122	Prap.g_00119
OG0000810	Syap.g_02124	Prap.g_00120
OG0000811	Syap.g_02472	Prap.g_00124
OG0000812	Syap.g_02474	Prap.g_00126
OG0000813	Syap.g_02475	Prap.g_00127
OG0000814	Syap.g_02753	Prap.g_00129
OG0000815	Syap.g_02752	Prap.g_00130
OG0000816	Syap.g_02289	Prap.g_00132
OG0000817	Syap.g_02527	Prap.g_00133
OG0000818	Syap.g_02001	Prap.g_00138
OG0000819	Syap.g_02002	Prap.g_00139
OG0000820	Syap.g_02003	Prap.g_00140
OG0000821	Syap.g_02009	Prap.g_00144
OG0000822	Syap.g_02011	Prap.g_00145
OG0000824	Syap.g_00008	Prap.g_00149
OG0000825	Syap.g_00009	Prap.g_00150
OG0000826	Syap.g_00010	Prap.g_00151
OG0000827	Syap.g_00011	Prap.g_00152
OG0000828	Syap.g_00014	Prap.g_00155
OG0000829	Syap.g_00015	Prap.g_00156
OG0000830	Syap.g_00016	Prap.g_00157
OG0000831	Syap.g_00019	Prap.g_00159
OG0000832	Syap.g_00752	Prap.g_00169
OG0000833	Syap.g_00021	Prap.g_00178
OG0000834	Syap.g_00023	Prap.g_00179
OG0000835	Syap.g_00024	Prap.g_00180
OG0000836	Syap.g_00026	Prap.g_00181
OG0000837	Syap.g_00027	Prap.g_00182
OG0000838	Syap.g_00031	Prap.g_00184
OG0000839	Syap.g_00032	Prap.g_00185
OG0000840	Syap.g_00033	Prap.g_00186
OG0000841	Syap.g_00034	Prap.g_00187
OG0000842	Syap.g_00035	Prap.g_00188
OG0000843	Syap.g_00036	Prap.g_00189
OG0000844	Syap.g_00039	Prap.g_00190
OG0000845	Syap.g_00040	Prap.g_00191
OG0000846	Syap.g_00042	Prap.g_00192
OG0000847	Syap.g_00043	Prap.g_00193
OG0000848	Syap.g_00045	Prap.g_00194
OG0000849	Syap.g_00046	Prap.g_00195
OG0000850	Syap.g_00310	Prap.g_00197
OG0000851	Syap.g_01214	Prap.g_00198
OG0000852	Syap.g_01215	Prap.g_00199
OG0000853	Syap.g_01219	Prap.g_00205
OG0000854	Syap.g_01222	Prap.g_00207
OG0000855	Syap.g_01223	Prap.g_00208
OG0000856	Syap.g_01286	Prap.g_01139
OG0000857	Syap.g_02722	Prap.g_00768
OG0000858	Syap.g_00612	Prap.g_01786
OG0000859	Syap.g_00613	Prap.g_01785
OG0000860	Syap.g_00623	Prap.g_01777
OG0000861	Syap.g_02789	Prap.g_01776
OG0000862	Syap.g_01789	Prap.g_01775
OG0000863	Syap.g_01784	Prap.g_01773
OG0000864	Syap.g_01783	Prap.g_01772
OG0000865	Syap.g_01781, Syap.g_01782	Prap.g_01771
OG0000866	Syap.g_01780	Prap.g_01770
OG0000867	Syap.g_01779	Prap.g_01769
OG0000868	Syap.g_01775	Prap.g_01767
OG0000869	Syap.g_01770	Prap.g_01764
OG0000870	Syap.g_01401	Prap.g_01759
OG0000871	Syap.g_01400	Prap.g_01758
OG0000872	Syap.g_01394	Prap.g_01757
OG0000873	Syap.g_01390	Prap.g_01753
OG0000874	Syap.g_01388	Prap.g_01750
OG0000875	Syap.g_01386	Prap.g_01749
OG0000876	Syap.g_00822	Prap.g_01748
OG0000877	Syap.g_01380	Prap.g_01746
OG0000878	Syap.g_01378	Prap.g_01745
OG0000879	Syap.g_01377	Prap.g_01744
OG0000880	Syap.g_01376	Prap.g_01743
OG0000882	Syap.g_01516	Prap.g_01734
OG0000883	Syap.g_01511	Prap.g_01732
OG0000884	Syap.g_01509	Prap.g_01730
OG0000885	Syap.g_01508	Prap.g_01729
OG0000886	Syap.g_01507	Prap.g_01728
OG0000887	Syap.g_01506	Prap.g_01727
OG0000888	Syap.g_01504	Prap.g_01725
OG0000889	Syap.g_01502	Prap.g_01723
OG0000890	Syap.g_01499	Prap.g_01722
OG0000891	Syap.g_01498	Prap.g_01721
OG0000892	Syap.g_02671	Prap.g_01719
OG0000893	Syap.g_02497	Prap.g_01715
OG0000894	Syap.g_02679	Prap.g_01712
OG0000895	Syap.g_00546	Prap.g_01708
OG0000896	Syap.g_00545	Prap.g_01707
OG0000897	Syap.g_00543	Prap.g_01705
OG0000898	Syap.g_00542	Prap.g_01704
OG0000899	Syap.g_00541	Prap.g_01703
OG0000900	Syap.g_00540	Prap.g_01702
OG0000901	Syap.g_01930	Prap.g_01699
OG0000902	Syap.g_01929	Prap.g_01697
OG0000903	Syap.g_01916	Prap.g_01693
OG0000904	Syap.g_01922	Prap.g_01689
OG0000905	Syap.g_01925	Prap.g_01695
OG0000906	Syap.g_01927	Prap.g_01696
OG0000907	Syap.g_01914	Prap.g_01686
OG0000908	Syap.g_01235	Prap.g_01683
OG0000909	Syap.g_01236	Prap.g_01682
OG0000910	Syap.g_01237	Prap.g_01681
OG0000911	Syap.g_00511	Prap.g_01679
OG0000912	Syap.g_00510	Prap.g_01678
OG0000913	Syap.g_00509	Prap.g_01677
OG0000914	Syap.g_00508	Prap.g_01676
OG0000915	Syap.g_00506	Prap.g_01675
OG0000916	Syap.g_00505	Prap.g_01674
OG0000917	Syap.g_00504	Prap.g_01673
OG0000918	Syap.g_00503	Prap.g_01672
OG0000919	Syap.g_00502	Prap.g_01671
OG0000920	Syap.g_00501	Prap.g_01670
OG0000921	Syap.g_00500	Prap.g_01669
OG0000922	Syap.g_00499	Prap.g_01668
OG0000923	Syap.g_00495	Prap.g_01664
OG0000924	Syap.g_00494	Prap.g_01663
OG0000925	Syap.g_00493	Prap.g_01662
OG0000926	Syap.g_00492	Prap.g_01661
OG0000927	Syap.g_00490	Prap.g_01659
OG0000928	Syap.g_00489	Prap.g_01658
OG0000929	Syap.g_00488	Prap.g_01657
OG0000930	Syap.g_00487	Prap.g_01656
OG0000931	Syap.g_00486	Prap.g_01655
OG0000932	Syap.g_00485	Prap.g_01654
OG0000933	Syap.g_00479	Prap.g_01650
OG0000934	Syap.g_00477	Prap.g_01647
OG0000935	Syap.g_00476	Prap.g_01646
OG0000936	Syap.g_00475	Prap.g_01645
OG0000937	Syap.g_00474	Prap.g_01644
OG0000938	Syap.g_00471	Prap.g_01641
OG0000939	Syap.g_00469	Prap.g_01640
OG0000940	Syap.g_00460	Prap.g_01633
OG0000941	Syap.g_00458	Prap.g_01631
OG0000942	Syap.g_00606	Prap.g_01629
OG0000943	Syap.g_00604	Prap.g_01628
OG0000944	Syap.g_00602	Prap.g_01626
OG0000945	Syap.g_00601	Prap.g_01625
OG0000946	Syap.g_00595	Prap.g_01620
OG0000947	Syap.g_00591	Prap.g_01618
OG0000948	Syap.g_00590	Prap.g_01617
OG0000949	Syap.g_01051	Prap.g_01614
OG0000950	Syap.g_01061	Prap.g_01607
OG0000951	Syap.g_01070	Prap.g_01603
OG0000952	Syap.g_01074	Prap.g_01599
OG0000953	Syap.g_01078	Prap.g_01595
OG0000954	Syap.g_01089	Prap.g_01591
OG0000955	Syap.g_01090	Prap.g_01590
OG0000956	Syap.g_01092	Prap.g_01588
OG0000957	Syap.g_01109	Prap.g_01582
OG0000958	Syap.g_01110	Prap.g_01581
OG0000959	Syap.g_01114	Prap.g_01577
OG0000960	Syap.g_01115	Prap.g_01576
OG0000961	Syap.g_02170	Prap.g_01573
OG0000962	Syap.g_01121	Prap.g_01571
OG0000963	Syap.g_01124	Prap.g_01567
OG0000964	Syap.g_01125	Prap.g_01566
OG0000965	Syap.g_01126	Prap.g_01565
OG0000966	Syap.g_01141	Prap.g_01559
OG0000967	Syap.g_00633	Prap.g_01555
OG0000968	Syap.g_00998	Prap.g_01553
OG0000969	Syap.g_00996	Prap.g_01552
OG0000970	Syap.g_00995	Prap.g_01551
OG0000971	Syap.g_00993	Prap.g_01550
OG0000972	Syap.g_00992	Prap.g_01549
OG0000973	Syap.g_00991	Prap.g_01548
OG0000974	Syap.g_00990	Prap.g_01547
OG0000975	Syap.g_00989	Prap.g_01546
OG0000976	Syap.g_00988	Prap.g_01545
OG0000977	Syap.g_00986	Prap.g_01544
OG0000978	Syap.g_00985	Prap.g_01543
OG0000979	Syap.g_00980	Prap.g_01541
OG0000980	Syap.g_00977	Prap.g_01539
OG0000981	Syap.g_01812	Prap.g_01536
OG0000982	Syap.g_00132	Prap.g_01534
OG0000983	Syap.g_00134	Prap.g_01533
OG0000984	Syap.g_00135	Prap.g_01532
OG0000985	Syap.g_00140	Prap.g_01529
OG0000986	Syap.g_01044	Prap.g_01527
OG0000987	Syap.g_01033	Prap.g_01526
OG0000988	Syap.g_01027	Prap.g_01523
OG0000989	Syap.g_01011	Prap.g_01519
OG0000990	Syap.g_02087	Prap.g_01515
OG0000991	Syap.g_02091	Prap.g_01514
OG0000992	Syap.g_02095	Prap.g_01511
OG0000993	Syap.g_02097	Prap.g_01510
OG0000994	Syap.g_02101	Prap.g_01509
OG0000996	Syap.g_01817	Prap.g_01504
OG0000997	Syap.g_02590	Prap.g_01501
OG0000998	Syap.g_02591	Prap.g_01499
OG0000999	Syap.g_02592	Prap.g_01498
OG0001001	Syap.g_02605	Prap.g_01492
OG0001002	Syap.g_00124	Prap.g_01874
OG0001003	Syap.g_02310	Prap.g_01873
OG0001004	Syap.g_02311	Prap.g_01872
OG0001005	Syap.g_02312	Prap.g_01871
OG0001006	Syap.g_00053	Prap.g_00056
OG0001007	Syap.g_00055	Prap.g_00054
OG0001008	Syap.g_02060	Prap.g_01329
OG0001012	Syap.g_00371	Prap.g_00911
OG0001013	Syap.g_01325	Prap.g_00904
OG0001016	Syap.g_01695	Prap.g_00877
OG0001033	Syap.g_00105	Prap.g_00961
OG0001035	Syap.g_01594	Prap.g_01456
OG0001038	Syap.g_01362	Prap.g_01432
OG0001039	Syap.g_01359	Prap.g_01429
OG0001040	Syap.g_01356	Prap.g_01427
OG0001041	Syap.g_01352	Prap.g_01422
OG0001043	Syap.g_01676	Prap.g_01404
OG0001044	Syap.g_00571	Prap.g_01373
OG0001053	Syap.g_02253	Prap.g_01284
OG0001054	Syap.g_00274	Prap.g_01269
OG0001055	Syap.g_00252	Prap.g_01250
OG0001059	Syap.g_00306	Prap.g_01216
OG0001060	Syap.g_00299	Prap.g_01210
OG0001061	Syap.g_01309	Prap.g_01195
OG0001062	Syap.g_01314	Prap.g_01193
OG0001072	Syap.g_00441	Prap.g_01178
OG0001073	Syap.g_00122, Syap.g_00455	Prap.g_01164
OG0001078	Syap.g_00896	Prap.g_00391
OG0001080	Syap.g_02505	Prap.g_00373
OG0001085	Syap.g_01953	Prap.g_00831
OG0001094	Syap.g_00187	Prap.g_00345
OG0001095	Syap.g_02725	Prap.g_00770
OG0001096	Syap.g_02709	Prap.g_00756
OG0001100	Syap.g_02369	Prap.g_00867
OG0001102	Syap.g_01258	Prap.g_00861
OG0001103	Syap.g_01256	Prap.g_00859
OG0001104	Syap.g_00171	Prap.g_00836
OG0001105	Syap.g_00175	Prap.g_00832
OG0001107	Syap.g_02015	Prap.g_00255
OG0001108	Syap.g_00119	Prap.g_00259
OG0001122	Syap.g_02766	Prap.g_00294
OG0001123	Syap.g_01872	Prap.g_00300
OG0001133	Syap.g_01292	Prap.g_00058
OG0001136	Syap.g_00230	Prap.g_00459
OG0001137	Syap.g_00213	Prap.g_00447
OG0001140	Syap.g_02134	Prap.g_00423
OG0001152	Syap.g_02447	Prap.g_00075
OG0001154	Syap.g_00013	Prap.g_00154
OG0001155	Syap.g_00750	Prap.g_00171
OG0001160	Syap.g_01217	Prap.g_00203
OG0001162	Syap.g_02366	Prap.g_01907
OG0001163	Syap.g_00609	Prap.g_01788
OG0001164	Syap.g_00614	Prap.g_01784
OG0001165	Syap.g_00619	Prap.g_01781
OG0001168	Syap.g_01372	Prap.g_01740
OG0001171	Syap.g_01505	Prap.g_01726
OG0001172	Syap.g_00547	Prap.g_01710
OG0001177	Syap.g_01920	Prap.g_01690
OG0001178	Syap.g_01786, Syap.g_01787	Prap.g_01774
OG0001179	Syap.g_00491	Prap.g_01660
OG0001180	Syap.g_00097, Syap.g_00465	Prap.g_01636
OG0001181	Syap.g_00459	Prap.g_01632
OG0001183	Syap.g_00594	Prap.g_01619
OG0001185	Syap.g_01104	Prap.g_01585
OG0001186	Syap.g_01140	Prap.g_01561
OG0001187	Syap.g_01142	Prap.g_01558
OG0001188	Syap.g_00634	Prap.g_01556
OG0001189	Syap.g_00979	Prap.g_01540
OG0001191	Syap.g_01030	Prap.g_01525
OG0001192	Syap.g_01021	Prap.g_01520
OG0001197	Syap.g_00126	Prap.g_01488
OG0001198	Syap.g_00052	Prap.g_01868
OG0001199	Syap.g_01696	Prap.g_00876
OG0001202	Syap.g_01613	Prap.g_00970
OG0001203	Syap.g_01154	Prap.g_01474
OG0001204	Syap.g_01577	Prap.g_01468
OG0001214	Syap.g_00897	Prap.g_00390
OG0001217	Syap.g_01464	Prap.g_00036
OG0001218	Syap.g_00020	Prap.g_00519
OG0001219	Syap.g_02794	Prap.g_00685
OG0001221	Syap.g_01777	Prap.g_00847
OG0001222	Syap.g_02027	Prap.g_00307
OG0001224	Syap.g_01551	Prap.g_00704
OG0001225	Syap.g_01553	Prap.g_00706
OG0001226	Syap.g_02551	Prap.g_01129
OG0001228	Syap.g_01063	Prap.g_00406
OG0001229	Syap.g_00827	Prap.g_00518
OG0001230	Syap.g_02116	Prap.g_00114
OG0001231	Syap.g_00073	Prap.g_01344
OG0001235	Syap.g_01924	Prap.g_01694
OG0001236	Syap.g_01069	Prap.g_01604
OG0001237	Syap.g_01073	Prap.g_01600
OG0001238	Syap.g_01028	Prap.g_01524
OG0001239	Syap.g_01693, Syap.g_01692	Prap.g_00879
OG0001242	Syap.g_02227, Syap.g_02229	Prap.g_01055
OG0001243	Syap.g_02219	Prap.g_01048
OG0001244	Syap.g_02192	Prap.g_01033
OG0001248	Syap.g_00423	Prap.g_00815
OG0001249	Syap.g_00575	Prap.g_01375
OG0001250	Syap.g_01836	Prap.g_00740
OG0001251	Syap.g_01549, Syap.g_01727	Prap.g_00659
OG0001253	Syap.g_01969	Prap.g_01126
OG0001255	Syap.g_02523	Prap.g_00474
OG0001256	Syap.g_01225	Prap.g_00210
OG0001258	Syap.g_00617	Prap.g_01783
OG0001260	Syap.g_01497	Prap.g_01720
OG0001261	Syap.g_00482	Prap.g_01652
OG0001263	Syap.g_02216	Prap.g_01046
OG0001265	Syap.g_02231	Prap.g_01056
OG0001266	Syap.g_01618	Prap.g_00966
OG0001267	Syap.g_01360	Prap.g_01430
OG0001268	Syap.g_00563	Prap.g_01367
OG0001270	Syap.g_02056	Prap.g_01332
OG0001271	Syap.g_02759	Prap.g_01295
OG0001272	Syap.g_02250	Prap.g_01281
OG0001274	Syap.g_01897	Prap.g_00942
OG0001275	Syap.g_02694	Prap.g_00285
OG0001276	Syap.g_01873	Prap.g_00299
OG0001277	Syap.g_01293	Prap.g_01502
OG0001278	Syap.g_02438	Prap.g_00402
OG0001279	Syap.g_02663	Prap.g_00610
OG0001282	Syap.g_01701	Prap.g_00060
OG0001284	Syap.g_00047	Prap.g_00196
OG0001286	Syap.g_00467	Prap.g_01638
OG0001287	Syap.g_00418	Prap.g_01578
OG0001288	Syap.g_01123	Prap.g_01568
OG0001289	Syap.g_02365	Prap.g_01091
OG0001291	Syap.g_02207	Prap.g_01038
OG0001292	Syap.g_01583	Prap.g_01463
OG0001297	Syap.g_00255	Prap.g_01253
OG0001299	Syap.g_01959	Prap.g_00359
OG0001303	Syap.g_02795	Prap.g_01817
OG0001304	Syap.g_00536	Prap.g_00312
OG0001305	Syap.g_01562	Prap.g_00712
OG0001306	Syap.g_00245	Prap.g_00471
OG0001307	Syap.g_00403	Prap.g_01927
OG0001308	Syap.g_02751, Syap.g_02750	Prap.g_00131
OG0001310	Syap.g_01774	Prap.g_01766
OG0001311	Syap.g_01871	Prap.g_00301
OG0001312	Syap.g_01735	Prap.g_00676
OG0001314	Syap.g_00330, Syap.g_00391	Prap.g_00644
OG0001315	Syap.g_00596	Prap.g_00509
OG0001318	Syap.g_01596, Syap.g_01597	Prap.g_01454
OG0001319	Syap.g_02338	Prap.g_01437
OG0001323	Syap.g_00757	Prap.g_01248
OG0001332	Syap.g_01548	Prap.g_00167
OG0001333	Syap.g_01373	Prap.g_01741
OG0001337	Syap.g_00576	Prap.g_01380
OG0001345	Syap.g_01877, Syap.g_02776	Prap.g_00436
OG0001346	Syap.g_01484	Prap.g_00562
OG0001348	Syap.g_00938	Prap.g_01921
OG0001351	Syap.g_01996	Prap.g_01309
OG0001353	Syap.g_01849	Prap.g_00750
OG0001364	Syap.g_01052	Prap.g_01613
OG0001365	Syap.g_00138	Prap.g_01531
OG0001368	Syap.g_01576	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001371	Syap.g_02544, Syap.g_02545	Prap.g_00822
OG0001379	Syap.g_01474	Prap.g_00555
OG0001382	Syap.g_00677	Prap.g_00524
OG0001394	Syap.g_00159	Prap.g_00843
OG0001398	Syap.g_02356	Prap.g_01896
OG0001401	Syap.g_01844	Prap.g_00745
OG0001411	Syap.g_00853	Prap.g_00889
OG0001415	Syap.g_00447, Syap.g_00446	Prap.g_01481
OG0001418	Syap.g_00221	Prap.g_00816
OG0001422	Syap.g_01682	Prap.g_00531
OG0001425	Syap.g_01024	Prap.g_01521
OG0001428	Syap.g_01196	Prap.g_00998
OG0001433	Syap.g_00790	Prap.g_01792
OG0001434	Syap.g_00167	Prap.g_00838
OG0001435	Syap.g_01259	Prap.g_00862
