Orthogroup	Syap	Syah
OG0000608	Syap.g_00094	Syah.g_01490
OG0000609	Syap.g_00096	Syah.g_01492
OG0000610	Syap.g_01963	Syah.g_01499
OG0000611	Syap.g_01958	Syah.g_01502
OG0000612	Syap.g_01957	Syah.g_01503
OG0000613	Syap.g_02480	Syah.g_00147
OG0000615	Syap.g_00154	Syah.g_01814
OG0000616	Syap.g_00127	Syah.g_00389
OG0000617	Syap.g_00513	Syah.g_01722
OG0000618	Syap.g_00514	Syah.g_01721
OG0000619	Syap.g_00515	Syah.g_01720
OG0000620	Syap.g_00520	Syah.g_01713
OG0000621	Syap.g_00521	Syah.g_01712
OG0000622	Syap.g_00523	Syah.g_01711
OG0000623	Syap.g_00526	Syah.g_01710
OG0000624	Syap.g_00527	Syah.g_01708
OG0000625	Syap.g_00528	Syah.g_01707
OG0000626	Syap.g_00529	Syah.g_01706
OG0000627	Syap.g_00848	Syah.g_01569
OG0000628	Syap.g_00850	Syah.g_01570
OG0000629	Syap.g_02334	Syah.g_01573
OG0000630	Syap.g_02793	Syah.g_01577
OG0000631	Syap.g_01724	Syah.g_01582
OG0000632	Syap.g_01725	Syah.g_01583
OG0000633	Syap.g_01726	Syah.g_01584
OG0000634	Syap.g_00190	Syah.g_01783
OG0000635	Syap.g_00191	Syah.g_01782
OG0000636	Syap.g_00193	Syah.g_01780
OG0000637	Syap.g_00195	Syah.g_01778
OG0000638	Syap.g_00196	Syah.g_01777
OG0000639	Syap.g_00197	Syah.g_01776
OG0000640	Syap.g_00198	Syah.g_01775
OG0000641	Syap.g_00203	Syah.g_01771
OG0000642	Syap.g_02732	Syah.g_01770
OG0000643	Syap.g_02731	Syah.g_01768
OG0000644	Syap.g_02730	Syah.g_01767
OG0000645	Syap.g_02726	Syah.g_01765
OG0000646	Syap.g_02723	Syah.g_01762
OG0000647	Syap.g_02721	Syah.g_01760
OG0000648	Syap.g_02719	Syah.g_01757
OG0000649	Syap.g_02718	Syah.g_01756
OG0000650	Syap.g_02717	Syah.g_01755
OG0000651	Syap.g_02716	Syah.g_01754
OG0000652	Syap.g_02715	Syah.g_01753
OG0000653	Syap.g_02713	Syah.g_01751
OG0000654	Syap.g_02711	Syah.g_01750
OG0000655	Syap.g_02710	Syah.g_01749
OG0000656	Syap.g_02706	Syah.g_01746
OG0000657	Syap.g_01845	Syah.g_02083
OG0000658	Syap.g_01841	Syah.g_02086
OG0000659	Syap.g_01840	Syah.g_02087
OG0000660	Syap.g_01835	Syah.g_02091
OG0000662	Syap.g_00823	Syah.g_02095
OG0000663	Syap.g_00826	Syah.g_02098
OG0000664	Syap.g_00828	Syah.g_02099
OG0000665	Syap.g_02331	Syah.g_01895
OG0000666	Syap.g_01573	Syah.g_01826
OG0000667	Syap.g_01979	Syah.g_00714
OG0000668	Syap.g_02765	Syah.g_01680
OG0000669	Syap.g_02371	Syah.g_01520
OG0000670	Syap.g_02368	Syah.g_02352
OG0000671	Syap.g_01260	Syah.g_01524
OG0000672	Syap.g_01257	Syah.g_01527
OG0000673	Syap.g_01253	Syah.g_01530
OG0000674	Syap.g_01251	Syah.g_01532
OG0000675	Syap.g_01250	Syah.g_01533
OG0000676	Syap.g_01248	Syah.g_01535
OG0000677	Syap.g_01246	Syah.g_01536
OG0000678	Syap.g_01239	Syah.g_01821
OG0000679	Syap.g_00157	Syah.g_01812
OG0000680	Syap.g_00158	Syah.g_01811
OG0000681	Syap.g_00163	Syah.g_01808
OG0000682	Syap.g_00165	Syah.g_01807
OG0000683	Syap.g_00166	Syah.g_01806
OG0000684	Syap.g_00169	Syah.g_01802
OG0000685	Syap.g_00172	Syah.g_01800
OG0000686	Syap.g_00173	Syah.g_01799
OG0000687	Syap.g_00174	Syah.g_01798
OG0000688	Syap.g_00178	Syah.g_01793
OG0000689	Syap.g_00180	Syah.g_01791
OG0000690	Syap.g_00181	Syah.g_01790
OG0000691	Syap.g_00182	Syah.g_01789
OG0000692	Syap.g_00184	Syah.g_01788
OG0000693	Syap.g_00185	Syah.g_01787
OG0000694	Syap.g_00186	Syah.g_01786
OG0000695	Syap.g_01729	Syah.g_01586
OG0000696	Syap.g_01730	Syah.g_01587
OG0000697	Syap.g_01734	Syah.g_01589
OG0000698	Syap.g_01737	Syah.g_01592
OG0000699	Syap.g_01738	Syah.g_01594
OG0000700	Syap.g_01739	Syah.g_01595
OG0000701	Syap.g_01740	Syah.g_01596
OG0000702	Syap.g_01747	Syah.g_01604
OG0000703	Syap.g_01750	Syah.g_01605
OG0000704	Syap.g_01753	Syah.g_01608
OG0000705	Syap.g_02022	Syah.g_01614
OG0000706	Syap.g_02020	Syah.g_01615
OG0000707	Syap.g_02019	Syah.g_01616
OG0000708	Syap.g_02016	Syah.g_01619
OG0000709	Syap.g_00121	Syah.g_01627
OG0000711	Syap.g_02686	Syah.g_01661
OG0000712	Syap.g_02688	Syah.g_01662
OG0000713	Syap.g_02689	Syah.g_01663
OG0000714	Syap.g_02691	Syah.g_01665
OG0000715	Syap.g_02693	Syah.g_01667
OG0000716	Syap.g_02696	Syah.g_01671
OG0000717	Syap.g_02697	Syah.g_01672
OG0000718	Syap.g_02701	Syah.g_01676
OG0000719	Syap.g_02767	Syah.g_01678
OG0000720	Syap.g_02780	Syah.g_01691
OG0000721	Syap.g_02782	Syah.g_01693
OG0000722	Syap.g_02783	Syah.g_01694
OG0000723	Syap.g_00532	Syah.g_01704
OG0000725	Syap.g_01559	Syah.g_02027
OG0000726	Syap.g_01560	Syah.g_02026
OG0000727	Syap.g_01561	Syah.g_02025
OG0000728	Syap.g_01564	Syah.g_02023
OG0000729	Syap.g_01122	Syah.g_00263
OG0000730	Syap.g_00572	Syah.g_00855
OG0000731	Syap.g_00560	Syah.g_00867
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syah.g_00319
OG0000733	Syap.g_01971	Syah.g_00473
OG0000734	Syap.g_02628	Syah.g_02545
OG0000735	Syap.g_00244	Syah.g_02178
OG0000736	Syap.g_00243	Syah.g_02177
OG0000737	Syap.g_00242	Syah.g_02176
OG0000738	Syap.g_00236	Syah.g_02170
OG0000739	Syap.g_00235	Syah.g_02165
OG0000740	Syap.g_00234	Syah.g_02164
OG0000741	Syap.g_00231	Syah.g_02161
OG0000742	Syap.g_00229	Syah.g_02159
OG0000743	Syap.g_00226	Syah.g_02157
OG0000744	Syap.g_00225	Syah.g_02156
OG0000745	Syap.g_00222	Syah.g_02154
OG0000746	Syap.g_00220	Syah.g_02151
OG0000747	Syap.g_00219	Syah.g_02150
OG0000748	Syap.g_00212	Syah.g_02140
OG0000749	Syap.g_00211	Syah.g_02138
OG0000750	Syap.g_00210	Syah.g_02137
OG0000751	Syap.g_00205	Syah.g_02130
OG0000752	Syap.g_01793	Syah.g_02128
OG0000753	Syap.g_02775	Syah.g_02125
OG0000754	Syap.g_01883	Syah.g_01431
OG0000755	Syap.g_01893	Syah.g_01423
OG0000757	Syap.g_00427	Syah.g_01415
OG0000758	Syap.g_00428	Syah.g_01414
OG0000759	Syap.g_00429	Syah.g_01413
OG0000760	Syap.g_00430	Syah.g_01412
OG0000761	Syap.g_00431	Syah.g_01411
OG0000762	Syap.g_00434	Syah.g_01409
OG0000763	Syap.g_02624	Syah.g_01407
OG0000764	Syap.g_02623	Syah.g_01406
OG0000765	Syap.g_02440	Syah.g_01392
OG0000766	Syap.g_02439	Syah.g_01391
OG0000767	Syap.g_02437	Syah.g_01389
OG0000768	Syap.g_02436	Syah.g_01388
OG0000769	Syap.g_02434	Syah.g_01386
OG0000770	Syap.g_02431	Syah.g_01383
OG0000772	Syap.g_02295	Syah.g_01351
OG0000773	Syap.g_00885	Syah.g_02187
OG0000774	Syap.g_01473	Syah.g_02191
OG0000775	Syap.g_01475	Syah.g_02193
OG0000776	Syap.g_01476	Syah.g_02194
OG0000777	Syap.g_01478	Syah.g_02195
OG0000778	Syap.g_01479	Syah.g_02196
OG0000779	Syap.g_01494	Syah.g_02201
OG0000780	Syap.g_01496	Syah.g_02205
OG0000781	Syap.g_02609	Syah.g_02209
OG0000782	Syap.g_02611	Syah.g_02210
OG0000783	Syap.g_02612	Syah.g_02211
OG0000784	Syap.g_02613	Syah.g_02212
OG0000785	Syap.g_02281	Syah.g_02214
OG0000786	Syap.g_02287	Syah.g_01171
OG0000787	Syap.g_02288	Syah.g_01170
OG0000788	Syap.g_01932	Syah.g_01922
OG0000789	Syap.g_00372	Syah.g_01556
OG0000791	Syap.g_02520	Syah.g_00980
OG0000792	Syap.g_02519	Syah.g_00979
OG0000793	Syap.g_02141	Syah.g_00974
OG0000794	Syap.g_02200	Syah.g_00973
OG0000795	Syap.g_02199	Syah.g_00972
OG0000796	Syap.g_02448	Syah.g_00968
OG0000797	Syap.g_02449	Syah.g_00967
OG0000798	Syap.g_01363	Syah.g_00627
OG0000799	Syap.g_02488	Syah.g_01326
OG0000800	Syap.g_02487	Syah.g_01325
OG0000801	Syap.g_02486	Syah.g_01324
OG0000802	Syap.g_02659	Syah.g_01320
OG0000803	Syap.g_02109	Syah.g_01315
OG0000804	Syap.g_02113	Syah.g_01312
OG0000805	Syap.g_02115	Syah.g_01303
OG0000806	Syap.g_02117	Syah.g_01301
OG0000807	Syap.g_02118	Syah.g_01299
OG0000808	Syap.g_02119	Syah.g_01298
OG0000809	Syap.g_02122	Syah.g_01295
OG0000810	Syap.g_02124	Syah.g_01294
OG0000811	Syap.g_02472	Syah.g_01286
OG0000812	Syap.g_02474	Syah.g_01284
OG0000813	Syap.g_02475	Syah.g_01283
OG0000814	Syap.g_02753	Syah.g_01281
OG0000815	Syap.g_02752	Syah.g_01280
OG0000816	Syap.g_02289	Syah.g_01279
OG0000817	Syap.g_02527	Syah.g_01278
OG0000818	Syap.g_02001	Syah.g_01272
OG0000819	Syap.g_02002	Syah.g_01271
OG0000820	Syap.g_02003	Syah.g_01270
OG0000821	Syap.g_02009	Syah.g_01265
OG0000822	Syap.g_02011	Syah.g_01263
OG0000824	Syap.g_00008	Syah.g_01258
OG0000825	Syap.g_00009	Syah.g_01257
OG0000826	Syap.g_00010	Syah.g_01256
OG0000827	Syap.g_00011	Syah.g_01254
OG0000828	Syap.g_00014	Syah.g_01251
OG0000829	Syap.g_00015	Syah.g_01250
OG0000830	Syap.g_00016	Syah.g_01249
OG0000831	Syap.g_00019	Syah.g_01247
OG0000832	Syap.g_00752	Syah.g_02311
OG0000833	Syap.g_00021	Syah.g_02322
OG0000834	Syap.g_00023	Syah.g_02324
OG0000835	Syap.g_00024	Syah.g_02325
OG0000836	Syap.g_00026	Syah.g_02329
OG0000837	Syap.g_00027	Syah.g_02330
OG0000838	Syap.g_00031	Syah.g_02334
OG0000839	Syap.g_00032	Syah.g_02335
OG0000840	Syap.g_00033	Syah.g_02336
OG0000841	Syap.g_00034	Syah.g_02337
OG0000842	Syap.g_00035	Syah.g_02338
OG0000843	Syap.g_00036	Syah.g_02339
OG0000844	Syap.g_00039	Syah.g_02341
OG0000845	Syap.g_00040	Syah.g_02342
OG0000846	Syap.g_00042	Syah.g_02343
OG0000847	Syap.g_00043	Syah.g_02344
OG0000848	Syap.g_00045	Syah.g_02346
OG0000849	Syap.g_00046	Syah.g_02347
OG0000850	Syap.g_00310	Syah.g_02349
OG0000851	Syap.g_01214	Syah.g_02359
OG0000852	Syap.g_01215	Syah.g_02360
OG0000853	Syap.g_01219	Syah.g_02364
OG0000854	Syap.g_01222	Syah.g_02366
OG0000855	Syap.g_01223	Syah.g_02367
OG0000856	Syap.g_01286	Syah.g_01951
OG0000857	Syap.g_02722	Syah.g_01761
OG0000858	Syap.g_00612	Syah.g_02373
OG0000859	Syap.g_00613	Syah.g_02374
OG0000860	Syap.g_00623	Syah.g_02386
OG0000861	Syap.g_02789	Syah.g_02387
OG0000862	Syap.g_01789	Syah.g_02389
OG0000863	Syap.g_01784	Syah.g_02391
OG0000864	Syap.g_01783	Syah.g_02392
OG0000865	Syap.g_01781, Syap.g_01782	Syah.g_02396
OG0000866	Syap.g_01780	Syah.g_02397
OG0000867	Syap.g_01779	Syah.g_02398
OG0000868	Syap.g_01775	Syah.g_02401
OG0000869	Syap.g_01770	Syah.g_02406
OG0000870	Syap.g_01401	Syah.g_02411
OG0000871	Syap.g_01400	Syah.g_02412
OG0000872	Syap.g_01394	Syah.g_02421
OG0000873	Syap.g_01390	Syah.g_02424
OG0000874	Syap.g_01388	Syah.g_02420
OG0000875	Syap.g_01386	Syah.g_02426
OG0000876	Syap.g_00822	Syah.g_02250
OG0000877	Syap.g_01380	Syah.g_02254
OG0000878	Syap.g_01378	Syah.g_02255
OG0000879	Syap.g_01377	Syah.g_02256
OG0000880	Syap.g_01376	Syah.g_02257
OG0000882	Syap.g_01516	Syah.g_02267
OG0000883	Syap.g_01511	Syah.g_02270
OG0000884	Syap.g_01509	Syah.g_02272
OG0000885	Syap.g_01508	Syah.g_02273
OG0000886	Syap.g_01507	Syah.g_02274
OG0000887	Syap.g_01506	Syah.g_02275
OG0000888	Syap.g_01504	Syah.g_02277
OG0000889	Syap.g_01502	Syah.g_02279
OG0000890	Syap.g_01499	Syah.g_02284
OG0000891	Syap.g_01498	Syah.g_02285
OG0000892	Syap.g_02671	Syah.g_02288
OG0000893	Syap.g_02497	Syah.g_00684
OG0000894	Syap.g_02679	Syah.g_00690
OG0000895	Syap.g_00546	Syah.g_00694
OG0000896	Syap.g_00545	Syah.g_00695
OG0000897	Syap.g_00543	Syah.g_00697
OG0000898	Syap.g_00542	Syah.g_00698
OG0000899	Syap.g_00541	Syah.g_00699
OG0000900	Syap.g_00540	Syah.g_00700
OG0000901	Syap.g_01930	Syah.g_00705
OG0000902	Syap.g_01929	Syah.g_00707
OG0000903	Syap.g_01916	Syah.g_00739
OG0000904	Syap.g_01922	Syah.g_00734
OG0000905	Syap.g_01925	Syah.g_00731
OG0000906	Syap.g_01927	Syah.g_00729
OG0000907	Syap.g_01914	Syah.g_00741
OG0000908	Syap.g_01235	Syah.g_00744
OG0000909	Syap.g_01236	Syah.g_00745
OG0000910	Syap.g_01237	Syah.g_00746
OG0000911	Syap.g_00511	Syah.g_00748
OG0000912	Syap.g_00510	Syah.g_00749
OG0000913	Syap.g_00509	Syah.g_00750
OG0000914	Syap.g_00508	Syah.g_00751
OG0000915	Syap.g_00506	Syah.g_00752
OG0000916	Syap.g_00505	Syah.g_00753
OG0000917	Syap.g_00504	Syah.g_00754
OG0000918	Syap.g_00503	Syah.g_00755
OG0000919	Syap.g_00502	Syah.g_00756
OG0000920	Syap.g_00501	Syah.g_00757
OG0000921	Syap.g_00500	Syah.g_00758
OG0000922	Syap.g_00499	Syah.g_00759
OG0000923	Syap.g_00495	Syah.g_00763
OG0000924	Syap.g_00494	Syah.g_00764
OG0000925	Syap.g_00493	Syah.g_00765
OG0000926	Syap.g_00492	Syah.g_00766
OG0000927	Syap.g_00490	Syah.g_00768
OG0000928	Syap.g_00489	Syah.g_00769
OG0000929	Syap.g_00488	Syah.g_00770
OG0000930	Syap.g_00487	Syah.g_00771
OG0000931	Syap.g_00486	Syah.g_00772
OG0000932	Syap.g_00485	Syah.g_00773
OG0000933	Syap.g_00479	Syah.g_00778
OG0000934	Syap.g_00477	Syah.g_00780
OG0000935	Syap.g_00476	Syah.g_00781
OG0000936	Syap.g_00475	Syah.g_00782
OG0000937	Syap.g_00474	Syah.g_00783
OG0000938	Syap.g_00471	Syah.g_00787
OG0000939	Syap.g_00469	Syah.g_00788
OG0000940	Syap.g_00460	Syah.g_00795
OG0000941	Syap.g_00458	Syah.g_00797
OG0000942	Syap.g_00606	Syah.g_00799
OG0000943	Syap.g_00604	Syah.g_00800
OG0000944	Syap.g_00602	Syah.g_00802
OG0000945	Syap.g_00601	Syah.g_00804
OG0000946	Syap.g_00595	Syah.g_00809
OG0000947	Syap.g_00591	Syah.g_00812
OG0000948	Syap.g_00590	Syah.g_00813
OG0000949	Syap.g_01051	Syah.g_00173
OG0000950	Syap.g_01061	Syah.g_00184
OG0000951	Syap.g_01070	Syah.g_00190
OG0000952	Syap.g_01074	Syah.g_00202
OG0000953	Syap.g_01078	Syah.g_00207
OG0000954	Syap.g_01089	Syah.g_00233
OG0000955	Syap.g_01090	Syah.g_00234
OG0000956	Syap.g_01092	Syah.g_00236
OG0000957	Syap.g_01109	Syah.g_00248
OG0000958	Syap.g_01110	Syah.g_00249
OG0000959	Syap.g_01114	Syah.g_00253
OG0000960	Syap.g_01115	Syah.g_00254
OG0000961	Syap.g_02170	Syah.g_00259
OG0000962	Syap.g_01121	Syah.g_00262
OG0000963	Syap.g_01124	Syah.g_00267
OG0000964	Syap.g_01125	Syah.g_00268
OG0000965	Syap.g_01126	Syah.g_00269
OG0000966	Syap.g_01141	Syah.g_00288
OG0000967	Syap.g_00633	Syah.g_00300
OG0000968	Syap.g_00998	Syah.g_00295
OG0000969	Syap.g_00996	Syah.g_00297
OG0000970	Syap.g_00995	Syah.g_00298
OG0000971	Syap.g_00993	Syah.g_00303
OG0000972	Syap.g_00992	Syah.g_00304
OG0000973	Syap.g_00991	Syah.g_00305
OG0000974	Syap.g_00990	Syah.g_00306
OG0000975	Syap.g_00989	Syah.g_00307
OG0000976	Syap.g_00988	Syah.g_00308
OG0000977	Syap.g_00986	Syah.g_00310
OG0000978	Syap.g_00985	Syah.g_00312
OG0000979	Syap.g_00980	Syah.g_00315
OG0000980	Syap.g_00977	Syah.g_00318
OG0000981	Syap.g_01812	Syah.g_00321
OG0000982	Syap.g_00132	Syah.g_00511
OG0000983	Syap.g_00134	Syah.g_00510
OG0000984	Syap.g_00135	Syah.g_00509
OG0000985	Syap.g_00140	Syah.g_00505
OG0000986	Syap.g_01044	Syah.g_00496
OG0000987	Syap.g_01033	Syah.g_00494
OG0000988	Syap.g_01027	Syah.g_00489
OG0000989	Syap.g_01011	Syah.g_00481
OG0000990	Syap.g_02087	Syah.g_00466
OG0000991	Syap.g_02091	Syah.g_00462
OG0000992	Syap.g_02095	Syah.g_00460
OG0000993	Syap.g_02097	Syah.g_00459
OG0000994	Syap.g_02101	Syah.g_00457
OG0000996	Syap.g_01817	Syah.g_00412
OG0000997	Syap.g_02590	Syah.g_00403
OG0000998	Syap.g_02591	Syah.g_00401
OG0000999	Syap.g_02592	Syah.g_00400
OG0001001	Syap.g_02605	Syah.g_00392
OG0001002	Syap.g_00124	Syah.g_00386
OG0001003	Syap.g_02310	Syah.g_00384
OG0001004	Syap.g_02311	Syah.g_00383
OG0001005	Syap.g_02312	Syah.g_00382
OG0001006	Syap.g_00053	Syah.g_00375
OG0001007	Syap.g_00055	Syah.g_00373
OG0001008	Syap.g_02060	Syah.g_02235
OG0001012	Syap.g_00371	Syah.g_00514
OG0001013	Syap.g_01325	Syah.g_00527
OG0001016	Syap.g_01695	Syah.g_02487
OG0001033	Syap.g_00105	Syah.g_00577
OG0001035	Syap.g_01594	Syah.g_00660
OG0001038	Syap.g_01362	Syah.g_00626
OG0001039	Syap.g_01359	Syah.g_00623
OG0001040	Syap.g_01356	Syah.g_00090
OG0001043	Syap.g_01676	Syah.g_00126
OG0001044	Syap.g_00571	Syah.g_00857
OG0001053	Syap.g_02253	Syah.g_01000
OG0001054	Syap.g_00274	Syah.g_01017
OG0001055	Syap.g_00252	Syah.g_01037
OG0001059	Syap.g_00306	Syah.g_01095
OG0001060	Syap.g_00299	Syah.g_01102
OG0001061	Syap.g_01309	Syah.g_01123
OG0001062	Syap.g_01314	Syah.g_01125
OG0001072	Syap.g_00441	Syah.g_01144
OG0001078	Syap.g_00896	Syah.g_01934
OG0001080	Syap.g_02505	Syah.g_01538
OG0001085	Syap.g_01953	Syah.g_01506
OG0001094	Syap.g_00187	Syah.g_01785
OG0001095	Syap.g_02725	Syah.g_01764
OG0001096	Syap.g_02709	Syah.g_01748
OG0001100	Syap.g_02369	Syah.g_01522
OG0001102	Syap.g_01258	Syah.g_01526
OG0001103	Syap.g_01256	Syah.g_01528
OG0001104	Syap.g_00171	Syah.g_01801
OG0001105	Syap.g_00175	Syah.g_01797
OG0001107	Syap.g_02015	Syah.g_01620
OG0001108	Syap.g_00119	Syah.g_01628
OG0001122	Syap.g_02766	Syah.g_01679
OG0001123	Syap.g_01872	Syah.g_01686
OG0001133	Syap.g_01292	Syah.g_01957
OG0001136	Syap.g_00230	Syah.g_02160
OG0001137	Syap.g_00213	Syah.g_02141
OG0001140	Syap.g_02134	Syah.g_01418
OG0001152	Syap.g_02447	Syah.g_00969
OG0001154	Syap.g_00013	Syah.g_01252
OG0001155	Syap.g_00750	Syah.g_02313
OG0001162	Syap.g_02366	Syah.g_01745
OG0001163	Syap.g_00609	Syah.g_02370
OG0001164	Syap.g_00614	Syah.g_02376
OG0001165	Syap.g_00619	Syah.g_02381
OG0001168	Syap.g_01372	Syah.g_02261
OG0001171	Syap.g_01505	Syah.g_02276
OG0001172	Syap.g_00547	Syah.g_00692
OG0001177	Syap.g_01920	Syah.g_00736
OG0001178	Syap.g_01786, Syap.g_01787	Syah.g_02390
OG0001179	Syap.g_00491	Syah.g_00767
OG0001180	Syap.g_00097, Syap.g_00465	Syah.g_00792
OG0001181	Syap.g_00459	Syah.g_00796
OG0001183	Syap.g_00594	Syah.g_00810
OG0001185	Syap.g_01104	Syah.g_00244
OG0001186	Syap.g_01140	Syah.g_00294
OG0001187	Syap.g_01142	Syah.g_00289
OG0001188	Syap.g_00634	Syah.g_00299
OG0001189	Syap.g_00979	Syah.g_00316
OG0001191	Syap.g_01030	Syah.g_00491
OG0001192	Syap.g_01021	Syah.g_00485
OG0001197	Syap.g_00126	Syah.g_00388
OG0001198	Syap.g_00052	Syah.g_00376
OG0001199	Syap.g_01696	Syah.g_02488
OG0001200	Syap.g_01698	Syah.g_02490
OG0001202	Syap.g_01613	Syah.g_00594
OG0001203	Syap.g_01154	Syah.g_00909
OG0001204	Syap.g_01577	Syah.g_00676
OG0001214	Syap.g_00897	Syah.g_01933
OG0001217	Syap.g_01464	Syah.g_01869
OG0001218	Syap.g_00020	Syah.g_01244
OG0001219	Syap.g_02794	Syah.g_01578
OG0001221	Syap.g_01777	Syah.g_01816
OG0001224	Syap.g_01551	Syah.g_02034
OG0001225	Syap.g_01553	Syah.g_02032
OG0001226	Syap.g_02551	Syah.g_01887
OG0001228	Syap.g_01063	Syah.g_02228
OG0001229	Syap.g_00827	Syah.g_02009
OG0001230	Syap.g_02116	Syah.g_01302
OG0001231	Syap.g_00073	Syah.g_00356
OG0001232	Syap.g_01393	Syah.g_02422
OG0001236	Syap.g_01069	Syah.g_00189
OG0001237	Syap.g_01073	Syah.g_00201
OG0001238	Syap.g_01028	Syah.g_00490
OG0001242	Syap.g_02227, Syap.g_02229	Syah.g_00011
OG0001243	Syap.g_02219	Syah.g_00017
OG0001244	Syap.g_02192	Syah.g_00049
OG0001246	Syap.g_01165, Syap.g_00267	Syah.g_01025
OG0001248	Syap.g_00423	Syah.g_01744
OG0001249	Syap.g_00575	Syah.g_00849
OG0001251	Syap.g_01549, Syap.g_01727	Syah.g_00448
OG0001253	Syap.g_01969	Syah.g_01849
OG0001255	Syap.g_02523	Syah.g_00919
OG0001256	Syap.g_01225	Syah.g_02369
OG0001258	Syap.g_00617	Syah.g_02379
OG0001260	Syap.g_01497	Syah.g_02286
OG0001262	Syap.g_00981	Syah.g_00314
OG0001263	Syap.g_02216	Syah.g_00020
OG0001265	Syap.g_02231	Syah.g_00009
OG0001266	Syap.g_01618	Syah.g_00590
OG0001267	Syap.g_01360	Syah.g_00624
OG0001268	Syap.g_00563	Syah.g_00864
OG0001270	Syap.g_02056	Syah.g_02238
OG0001271	Syap.g_02759	Syah.g_01218
OG0001272	Syap.g_02250	Syah.g_01003
OG0001274	Syap.g_01897	Syah.g_00537
OG0001275	Syap.g_02694	Syah.g_01669
OG0001276	Syap.g_01873	Syah.g_01685
OG0001277	Syap.g_01293	Syah.g_00404
OG0001278	Syap.g_02438	Syah.g_01390
OG0001279	Syap.g_02663	Syah.g_01323
OG0001282	Syap.g_01701	Syah.g_00985
OG0001284	Syap.g_00047	Syah.g_02348
OG0001286	Syap.g_00467	Syah.g_00790
OG0001287	Syap.g_00418	Syah.g_00252
OG0001288	Syap.g_01123	Syah.g_00266
OG0001289	Syap.g_02365	Syah.g_02508
OG0001291	Syap.g_02207	Syah.g_00032
OG0001292	Syap.g_01583	Syah.g_00671
OG0001297	Syap.g_00255	Syah.g_01034
OG0001299	Syap.g_01959	Syah.g_01501
OG0001303	Syap.g_02795	Syah.g_01580
OG0001304	Syap.g_00536	Syah.g_01698
OG0001305	Syap.g_01562	Syah.g_02024
OG0001306	Syap.g_00245	Syah.g_02179
OG0001307	Syap.g_00403	Syah.g_00724
OG0001310	Syap.g_01774	Syah.g_02402
OG0001311	Syap.g_01871	Syah.g_01687
OG0001312	Syap.g_01735	Syah.g_01590
OG0001315	Syap.g_00596	Syah.g_00808
OG0001318	Syap.g_01596, Syap.g_01597	Syah.g_00658
OG0001319	Syap.g_02338	Syah.g_00635
OG0001323	Syap.g_00757	Syah.g_01043
OG0001326	Syap.g_02646	Syah.g_00443
OG0001332	Syap.g_01548	Syah.g_02308
OG0001333	Syap.g_01373	Syah.g_02260
OG0001336	Syap.g_02602	Syah.g_00394
OG0001345	Syap.g_01877, Syap.g_02776	Syah.g_02124
OG0001346	Syap.g_01484	Syah.g_02200
OG0001348	Syap.g_00938	Syah.g_02073
OG0001349	Syap.g_01264, Syap.g_00851	Syah.g_02427
OG0001353	Syap.g_01849	Syah.g_02079
OG0001358	Syap.g_00942	Syah.g_01963
OG0001360	Syap.g_01881, Syap.g_02778	Syah.g_02122
OG0001361	Syap.g_01792	Syah.g_02127
OG0001364	Syap.g_01052	Syah.g_00174
OG0001366	Syap.g_01399	Syah.g_02413
OG0001368	Syap.g_01576	Syah.g_00677
OG0001373	Syap.g_02647	Syah.g_00444
OG0001374	Syap.g_01829, Syap.g_01830	Syah.g_00436
OG0001376	Syap.g_01991	Syah.g_00483
OG0001377	Syap.g_01992	Syah.g_00484
OG0001378	Syap.g_02055	Syah.g_02239
OG0001379	Syap.g_01474	Syah.g_02192
OG0001382	Syap.g_00677	Syah.g_00258
OG0001385	Syap.g_02650	Syah.g_00447
OG0001386	Syap.g_02649	Syah.g_00446
OG0001387	Syap.g_02648	Syah.g_00445
OG0001388	Syap.g_02645	Syah.g_00442
OG0001389	Syap.g_02644	Syah.g_00441
OG0001390	Syap.g_02643	Syah.g_00440
OG0001391	Syap.g_01833	Syah.g_00439
OG0001392	Syap.g_01832	Syah.g_00438
OG0001393	Syap.g_01831	Syah.g_00437
OG0001394	Syap.g_00159	Syah.g_01810
OG0001395	Syap.g_00531	Syah.g_01705
OG0001396	Syap.g_02537	Syah.g_00149
OG0001398	Syap.g_02356	Syah.g_01563
OG0001401	Syap.g_01844	Syah.g_02084
OG0001406	Syap.g_01989	Syah.g_00482
OG0001408	Syap.g_01862	Syah.g_01378
OG0001412	Syap.g_02535	Syah.g_00151
OG0001420	Syap.g_02736	Syah.g_01053
OG0001425	Syap.g_01024	Syah.g_00486
OG0001428	Syap.g_01196	Syah.g_00081
OG0001432	Syap.g_01967	Syah.g_01348
OG0001433	Syap.g_00790	Syah.g_01513
OG0001434	Syap.g_00167	Syah.g_01805
OG0001435	Syap.g_01259	Syah.g_01525
OG0001436	Syap.g_01711	Syah.g_00168, Syah.g_00169
OG0001438	Syap.g_01346, Syap.g_01630	Syah.g_00102
OG0001439	Syap.g_01674	Syah.g_00128
OG0001443	Syap.g_01006	Syah.g_00478
OG0001444	Syap.g_00761	Syah.g_02519
OG0001447	Syap.g_02218	Syah.g_00018
OG0001452	Syap.g_01590	Syah.g_00663
OG0001456	Syap.g_01828	Syah.g_00434
OG0001457	Syap.g_01826	Syah.g_00433
