Orthogroup	Syap	Prar
OG0000588	Syap.g_00776	Prar.g_01448
OG0000589	Syap.g_00941	Prar.g_01451
OG0000590	Syap.g_00940	Prar.g_01452
OG0000591	Syap.g_01289	Prar.g_01455
OG0000592	Syap.g_01288	Prar.g_01456
OG0000593	Syap.g_00890	Prar.g_01462
OG0000594	Syap.g_00891	Prar.g_01463
OG0000595	Syap.g_00892	Prar.g_01464
OG0000596	Syap.g_00898	Prar.g_01468
OG0000597	Syap.g_00903	Prar.g_01470
OG0000598	Syap.g_00904	Prar.g_01471
OG0000599	Syap.g_00908	Prar.g_01474
OG0000600	Syap.g_00909	Prar.g_01475
OG0000601	Syap.g_00910	Prar.g_01476
OG0000602	Syap.g_00640	Prar.g_01478
OG0000603	Syap.g_00641	Prar.g_01479
OG0000604	Syap.g_02769	Prar.g_01480
OG0000605	Syap.g_02501, Syap.g_02771	Prar.g_01481
OG0000606	Syap.g_02506	Prar.g_01484
OG0000607	Syap.g_00093	Prar.g_01487
OG0000608	Syap.g_00094	Prar.g_01488
OG0000609	Syap.g_00096	Prar.g_01489
OG0000610	Syap.g_01963	Prar.g_01494
OG0000611	Syap.g_01958	Prar.g_01497
OG0000612	Syap.g_01957	Prar.g_01498
OG0000613	Syap.g_02480	Prar.g_01503
OG0000615	Syap.g_00154	Prar.g_01530
OG0000616	Syap.g_00127	Prar.g_01534
OG0000617	Syap.g_00513	Prar.g_01605
OG0000618	Syap.g_00514	Prar.g_01606
OG0000619	Syap.g_00515	Prar.g_01607
OG0000620	Syap.g_00520	Prar.g_01610
OG0000621	Syap.g_00521	Prar.g_01611
OG0000622	Syap.g_00523	Prar.g_01612
OG0000623	Syap.g_00526	Prar.g_01613
OG0000624	Syap.g_00527	Prar.g_01614
OG0000625	Syap.g_00528	Prar.g_01615
OG0000626	Syap.g_00529	Prar.g_01616
OG0000627	Syap.g_00848	Prar.g_01617
OG0000628	Syap.g_00850	Prar.g_01618
OG0000629	Syap.g_02334	Prar.g_01619
OG0000630	Syap.g_02793	Prar.g_01622
OG0000631	Syap.g_01724	Prar.g_01675
OG0000632	Syap.g_01725	Prar.g_01676
OG0000633	Syap.g_01726	Prar.g_01677
OG0000634	Syap.g_00190	Prar.g_01680
OG0000635	Syap.g_00191	Prar.g_01681
OG0000636	Syap.g_00193	Prar.g_01683
OG0000637	Syap.g_00195	Prar.g_01685
OG0000638	Syap.g_00196	Prar.g_01686
OG0000639	Syap.g_00197	Prar.g_01687
OG0000640	Syap.g_00198	Prar.g_01688
OG0000641	Syap.g_00203	Prar.g_01692
OG0000642	Syap.g_02732	Prar.g_01693
OG0000643	Syap.g_02731	Prar.g_01694
OG0000644	Syap.g_02730	Prar.g_01695
OG0000645	Syap.g_02726	Prar.g_01696
OG0000646	Syap.g_02723	Prar.g_01698
OG0000647	Syap.g_02721	Prar.g_01699
OG0000648	Syap.g_02719	Prar.g_01701
OG0000649	Syap.g_02718	Prar.g_01702
OG0000650	Syap.g_02717	Prar.g_01703
OG0000651	Syap.g_02716	Prar.g_01704
OG0000652	Syap.g_02715	Prar.g_01705
OG0000653	Syap.g_02713	Prar.g_01707
OG0000654	Syap.g_02711	Prar.g_01708
OG0000655	Syap.g_02710	Prar.g_01709
OG0000656	Syap.g_02706	Prar.g_01712
OG0000657	Syap.g_01845	Prar.g_01719
OG0000658	Syap.g_01841	Prar.g_01720
OG0000659	Syap.g_01840	Prar.g_01721
OG0000660	Syap.g_01835	Prar.g_01725
OG0000662	Syap.g_00823	Prar.g_01729
OG0000663	Syap.g_00826	Prar.g_01731
OG0000664	Syap.g_00828	Prar.g_01732
OG0000665	Syap.g_02331	Prar.g_01736
OG0000666	Syap.g_01573	Prar.g_01737
OG0000667	Syap.g_01979	Prar.g_01742
OG0000668	Syap.g_02765	Prar.g_01759
OG0000669	Syap.g_02371	Prar.g_01767
OG0000670	Syap.g_02368	Prar.g_01769
OG0000671	Syap.g_01260	Prar.g_01771
OG0000672	Syap.g_01257	Prar.g_01774
OG0000673	Syap.g_01253	Prar.g_01777
OG0000674	Syap.g_01251	Prar.g_01779
OG0000675	Syap.g_01250	Prar.g_01780
OG0000676	Syap.g_01248	Prar.g_01782
OG0000677	Syap.g_01246	Prar.g_01783
OG0000678	Syap.g_01239	Prar.g_01785
OG0000679	Syap.g_00157	Prar.g_01789
OG0000680	Syap.g_00158	Prar.g_01790
OG0000681	Syap.g_00163	Prar.g_01792
OG0000682	Syap.g_00165	Prar.g_01793
OG0000683	Syap.g_00166	Prar.g_01794
OG0000684	Syap.g_00169	Prar.g_01795
OG0000685	Syap.g_00172	Prar.g_01797
OG0000686	Syap.g_00173	Prar.g_01798
OG0000687	Syap.g_00174	Prar.g_01799
OG0000688	Syap.g_00178	Prar.g_01802
OG0000689	Syap.g_00180	Prar.g_01803
OG0000690	Syap.g_00181	Prar.g_01804
OG0000691	Syap.g_00182	Prar.g_01805
OG0000692	Syap.g_00184	Prar.g_01807
OG0000693	Syap.g_00185	Prar.g_01808
OG0000694	Syap.g_00186	Prar.g_01809
OG0000695	Syap.g_01729	Prar.g_01811
OG0000696	Syap.g_01730	Prar.g_01812
OG0000697	Syap.g_01734	Prar.g_01813
OG0000698	Syap.g_01737	Prar.g_01816
OG0000699	Syap.g_01738	Prar.g_01817
OG0000700	Syap.g_01739	Prar.g_01818
OG0000701	Syap.g_01740	Prar.g_01819
OG0000702	Syap.g_01747	Prar.g_01821
OG0000703	Syap.g_01750	Prar.g_01822
OG0000704	Syap.g_01753	Prar.g_01823
OG0000705	Syap.g_02022	Prar.g_01827
OG0000706	Syap.g_02020	Prar.g_01828
OG0000707	Syap.g_02019	Prar.g_01829
OG0000708	Syap.g_02016	Prar.g_01830
OG0000709	Syap.g_00121	Prar.g_01834
OG0000711	Syap.g_02686	Prar.g_01853
OG0000712	Syap.g_02688	Prar.g_01855
OG0000713	Syap.g_02689	Prar.g_01856
OG0000714	Syap.g_02691	Prar.g_01857
OG0000715	Syap.g_02693	Prar.g_01859
OG0000716	Syap.g_02696	Prar.g_01861
OG0000717	Syap.g_02697	Prar.g_01862
OG0000718	Syap.g_02701	Prar.g_01873
OG0000719	Syap.g_02767	Prar.g_01875
OG0000720	Syap.g_02780	Prar.g_01884
OG0000721	Syap.g_02782	Prar.g_01886
OG0000722	Syap.g_02783	Prar.g_01887
OG0000723	Syap.g_00532	Prar.g_01890
OG0000725	Syap.g_01559	Prar.g_01905
OG0000726	Syap.g_01560	Prar.g_01906
OG0000727	Syap.g_01561	Prar.g_01907
OG0000728	Syap.g_01564	Prar.g_01909
OG0000729	Syap.g_01122	Prar.g_01955
OG0000730	Syap.g_00572	Prar.g_01324
OG0000731	Syap.g_00560	Prar.g_01320
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prar.g_01314
OG0000733	Syap.g_01971	Prar.g_01295
OG0000734	Syap.g_02628	Prar.g_01278
OG0000735	Syap.g_00244	Prar.g_01276
OG0000736	Syap.g_00243	Prar.g_01275
OG0000737	Syap.g_00242	Prar.g_01274
OG0000738	Syap.g_00236	Prar.g_01270
OG0000739	Syap.g_00235	Prar.g_01269
OG0000740	Syap.g_00234	Prar.g_01268
OG0000741	Syap.g_00231	Prar.g_01267
OG0000742	Syap.g_00229	Prar.g_01264
OG0000743	Syap.g_00226	Prar.g_01262
OG0000744	Syap.g_00225	Prar.g_01261
OG0000745	Syap.g_00222	Prar.g_01260
OG0000746	Syap.g_00220	Prar.g_01258
OG0000747	Syap.g_00219	Prar.g_01257
OG0000748	Syap.g_00212	Prar.g_01254
OG0000749	Syap.g_00211	Prar.g_01253
OG0000750	Syap.g_00210	Prar.g_01252
OG0000751	Syap.g_00205	Prar.g_01250
OG0000752	Syap.g_01793	Prar.g_01248
OG0000753	Syap.g_02775	Prar.g_01245
OG0000754	Syap.g_01883	Prar.g_01242
OG0000755	Syap.g_01893	Prar.g_01239
OG0000757	Syap.g_00427	Prar.g_01232
OG0000758	Syap.g_00428	Prar.g_01231
OG0000759	Syap.g_00429	Prar.g_01230
OG0000760	Syap.g_00430	Prar.g_01229
OG0000761	Syap.g_00431	Prar.g_01228
OG0000762	Syap.g_00434	Prar.g_01227
OG0000763	Syap.g_02624	Prar.g_01225
OG0000764	Syap.g_02623	Prar.g_01224
OG0000765	Syap.g_02440	Prar.g_01215
OG0000766	Syap.g_02439	Prar.g_01214
OG0000767	Syap.g_02437	Prar.g_01212
OG0000768	Syap.g_02436	Prar.g_01211
OG0000769	Syap.g_02434	Prar.g_01209
OG0000770	Syap.g_02431	Prar.g_01207
OG0000772	Syap.g_02295	Prar.g_00976
OG0000773	Syap.g_00885	Prar.g_00964
OG0000774	Syap.g_01473	Prar.g_00962
OG0000775	Syap.g_01475	Prar.g_00960
OG0000776	Syap.g_01476	Prar.g_00959
OG0000777	Syap.g_01478	Prar.g_00958
OG0000778	Syap.g_01479	Prar.g_00957
OG0000779	Syap.g_01494	Prar.g_00953
OG0000780	Syap.g_01496	Prar.g_00952
OG0000781	Syap.g_02609	Prar.g_00949
OG0000782	Syap.g_02611	Prar.g_00948
OG0000783	Syap.g_02612	Prar.g_00947
OG0000784	Syap.g_02613	Prar.g_00946
OG0000785	Syap.g_02281	Prar.g_00944
OG0000786	Syap.g_02287	Prar.g_00942
OG0000787	Syap.g_02288	Prar.g_00941
OG0000788	Syap.g_01932	Prar.g_00924
OG0000789	Syap.g_00372	Prar.g_00921
OG0000791	Syap.g_02520	Prar.g_00904
OG0000792	Syap.g_02519	Prar.g_00903
OG0000793	Syap.g_02141	Prar.g_00900
OG0000794	Syap.g_02200	Prar.g_00899
OG0000795	Syap.g_02199	Prar.g_00898
OG0000796	Syap.g_02448	Prar.g_00894
OG0000797	Syap.g_02449	Prar.g_00893
OG0000798	Syap.g_01363, Syap.g_01269	Prar.g_00866
OG0000799	Syap.g_02488	Prar.g_00357
OG0000800	Syap.g_02487	Prar.g_00356
OG0000801	Syap.g_02486	Prar.g_00355
OG0000802	Syap.g_02659	Prar.g_00353
OG0000803	Syap.g_02109	Prar.g_00351
OG0000804	Syap.g_02113	Prar.g_00350
OG0000805	Syap.g_02115	Prar.g_00348
OG0000806	Syap.g_02117	Prar.g_00346
OG0000807	Syap.g_02118	Prar.g_00345
OG0000808	Syap.g_02119	Prar.g_00344
OG0000809	Syap.g_02122	Prar.g_00341
OG0000810	Syap.g_02124	Prar.g_00340
OG0000811	Syap.g_02472	Prar.g_00336
OG0000812	Syap.g_02474	Prar.g_00842
OG0000813	Syap.g_02475	Prar.g_00841
OG0000814	Syap.g_02753	Prar.g_00839
OG0000815	Syap.g_02752	Prar.g_00838
OG0000816	Syap.g_02289	Prar.g_00836
OG0000817	Syap.g_02527	Prar.g_00835
OG0000818	Syap.g_02001	Prar.g_00830
OG0000819	Syap.g_02002	Prar.g_00829
OG0000820	Syap.g_02003	Prar.g_00828
OG0000821	Syap.g_02009	Prar.g_00824
OG0000822	Syap.g_02011	Prar.g_00823
OG0000824	Syap.g_00008	Prar.g_00819
OG0000825	Syap.g_00009	Prar.g_00818
OG0000826	Syap.g_00010	Prar.g_00817
OG0000827	Syap.g_00011	Prar.g_00816
OG0000828	Syap.g_00014	Prar.g_00813
OG0000829	Syap.g_00015	Prar.g_00812
OG0000830	Syap.g_00016	Prar.g_00811
OG0000831	Syap.g_00019	Prar.g_00809
OG0000832	Syap.g_00752	Prar.g_00803
OG0000833	Syap.g_00021	Prar.g_00795
OG0000834	Syap.g_00023	Prar.g_00794
OG0000835	Syap.g_00024	Prar.g_00793
OG0000836	Syap.g_00026	Prar.g_00792
OG0000837	Syap.g_00027	Prar.g_00791
OG0000838	Syap.g_00031	Prar.g_00789
OG0000839	Syap.g_00032	Prar.g_00788
OG0000840	Syap.g_00033	Prar.g_00787
OG0000841	Syap.g_00034	Prar.g_00786
OG0000842	Syap.g_00035	Prar.g_00785
OG0000843	Syap.g_00036	Prar.g_00784
OG0000844	Syap.g_00039	Prar.g_00783
OG0000845	Syap.g_00040	Prar.g_00782
OG0000846	Syap.g_00042	Prar.g_00781
OG0000847	Syap.g_00043	Prar.g_00780
OG0000848	Syap.g_00045	Prar.g_00779
OG0000849	Syap.g_00046	Prar.g_00778
OG0000850	Syap.g_00310	Prar.g_00776
OG0000851	Syap.g_01214	Prar.g_00775
OG0000852	Syap.g_01215	Prar.g_00774
OG0000853	Syap.g_01219	Prar.g_00770
OG0000854	Syap.g_01222	Prar.g_00768
OG0000855	Syap.g_01223	Prar.g_00767
OG0000856	Syap.g_01286	Prar.g_00753
OG0000857	Syap.g_02722	Prar.g_00725
OG0000858	Syap.g_00612	Prar.g_01149
OG0000859	Syap.g_00613	Prar.g_01148
OG0000860	Syap.g_00623	Prar.g_01141
OG0000861	Syap.g_02789	Prar.g_01140
OG0000862	Syap.g_01789	Prar.g_01139
OG0000863	Syap.g_01784	Prar.g_01137
OG0000864	Syap.g_01783	Prar.g_01136
OG0000865	Syap.g_01781, Syap.g_01782	Prar.g_01135
OG0000866	Syap.g_01780	Prar.g_01134
OG0000867	Syap.g_01779	Prar.g_01133
OG0000868	Syap.g_01775	Prar.g_01132
OG0000869	Syap.g_01770	Prar.g_01128
OG0000870	Syap.g_01401	Prar.g_01123
OG0000871	Syap.g_01400	Prar.g_01122
OG0000872	Syap.g_01394	Prar.g_01121
OG0000873	Syap.g_01390	Prar.g_01965
OG0000874	Syap.g_01388	Prar.g_01968
OG0000875	Syap.g_01386	Prar.g_01969
OG0000876	Syap.g_00822	Prar.g_01970
OG0000877	Syap.g_01380	Prar.g_01963
OG0000878	Syap.g_01378	Prar.g_01962
OG0000879	Syap.g_01377	Prar.g_01961
OG0000880	Syap.g_01376	Prar.g_01960
OG0000882	Syap.g_01516	Prar.g_00600
OG0000883	Syap.g_01511	Prar.g_00601
OG0000884	Syap.g_01509	Prar.g_00603
OG0000885	Syap.g_01508	Prar.g_00604
OG0000886	Syap.g_01507	Prar.g_00605
OG0000887	Syap.g_01506	Prar.g_00606
OG0000888	Syap.g_01504	Prar.g_00608
OG0000889	Syap.g_01502	Prar.g_00610
OG0000890	Syap.g_01499	Prar.g_00611
OG0000891	Syap.g_01498	Prar.g_00612
OG0000892	Syap.g_02671	Prar.g_01119
OG0000893	Syap.g_02497	Prar.g_01114
OG0000894	Syap.g_02679	Prar.g_01112
OG0000895	Syap.g_00546	Prar.g_01109
OG0000896	Syap.g_00545	Prar.g_01108
OG0000897	Syap.g_00543	Prar.g_01106
OG0000898	Syap.g_00542	Prar.g_01105
OG0000899	Syap.g_00541	Prar.g_01104
OG0000900	Syap.g_00540	Prar.g_01103
OG0000901	Syap.g_01930	Prar.g_01100
OG0000902	Syap.g_01929	Prar.g_01098
OG0000903	Syap.g_01916	Prar.g_01095
OG0000904	Syap.g_01922	Prar.g_01093
OG0000905	Syap.g_01925	Prar.g_01088
OG0000906	Syap.g_01927	Prar.g_01087
OG0000907	Syap.g_01914	Prar.g_01069
OG0000908	Syap.g_01235	Prar.g_01066
OG0000909	Syap.g_01236	Prar.g_01065
OG0000910	Syap.g_01237	Prar.g_01064
OG0000911	Syap.g_00511	Prar.g_01062
OG0000912	Syap.g_00510	Prar.g_01061
OG0000913	Syap.g_00509	Prar.g_01060
OG0000914	Syap.g_00508	Prar.g_01059
OG0000915	Syap.g_00506	Prar.g_01058
OG0000916	Syap.g_00505	Prar.g_01057
OG0000917	Syap.g_00504	Prar.g_01056
OG0000918	Syap.g_00503	Prar.g_01055
OG0000919	Syap.g_00502	Prar.g_01054
OG0000920	Syap.g_00501	Prar.g_01053
OG0000921	Syap.g_00500	Prar.g_01052
OG0000922	Syap.g_00499	Prar.g_01051
OG0000923	Syap.g_00495	Prar.g_01047
OG0000924	Syap.g_00494	Prar.g_01046
OG0000925	Syap.g_00493	Prar.g_01045
OG0000926	Syap.g_00492	Prar.g_01044
OG0000927	Syap.g_00490	Prar.g_01042
OG0000928	Syap.g_00489	Prar.g_01041
OG0000929	Syap.g_00488	Prar.g_01040
OG0000930	Syap.g_00487	Prar.g_01039
OG0000931	Syap.g_00486	Prar.g_01038
OG0000932	Syap.g_00485	Prar.g_01037
OG0000933	Syap.g_00479	Prar.g_01033
OG0000934	Syap.g_00477	Prar.g_01031
OG0000935	Syap.g_00476	Prar.g_01030
OG0000936	Syap.g_00475	Prar.g_01029
OG0000937	Syap.g_00474	Prar.g_01028
OG0000938	Syap.g_00471	Prar.g_01026
OG0000939	Syap.g_00469	Prar.g_01025
OG0000940	Syap.g_00460	Prar.g_01019
OG0000941	Syap.g_00458	Prar.g_01017
OG0000942	Syap.g_00606	Prar.g_01015
OG0000943	Syap.g_00604	Prar.g_01014
OG0000944	Syap.g_00602	Prar.g_01013
OG0000945	Syap.g_00601	Prar.g_01012
OG0000946	Syap.g_00595	Prar.g_00617
OG0000947	Syap.g_00591	Prar.g_00619
OG0000948	Syap.g_00590	Prar.g_00620
OG0000949	Syap.g_01051	Prar.g_00623
OG0000950	Syap.g_01061	Prar.g_00628
OG0000951	Syap.g_01070	Prar.g_00632
OG0000952	Syap.g_01074	Prar.g_00636
OG0000953	Syap.g_01078	Prar.g_00639
OG0000954	Syap.g_01089	Prar.g_00643
OG0000955	Syap.g_01090	Prar.g_00644
OG0000956	Syap.g_01092	Prar.g_00646
OG0000957	Syap.g_01109	Prar.g_00651
OG0000958	Syap.g_01110	Prar.g_00652
OG0000959	Syap.g_01114	Prar.g_00656
OG0000960	Syap.g_01115	Prar.g_00657
OG0000961	Syap.g_02170	Prar.g_00659
OG0000962	Syap.g_01121	Prar.g_00661
OG0000963	Syap.g_01124	Prar.g_00664
OG0000964	Syap.g_01125	Prar.g_00665
OG0000965	Syap.g_01126	Prar.g_00666
OG0000966	Syap.g_01141	Prar.g_00673
OG0000967	Syap.g_00633	Prar.g_00677
OG0000968	Syap.g_00998	Prar.g_00679
OG0000969	Syap.g_00996	Prar.g_00680
OG0000970	Syap.g_00995	Prar.g_00681
OG0000971	Syap.g_00993	Prar.g_00682
OG0000972	Syap.g_00992	Prar.g_00683
OG0000973	Syap.g_00991	Prar.g_00684
OG0000974	Syap.g_00990	Prar.g_00685
OG0000975	Syap.g_00989	Prar.g_00686
OG0000976	Syap.g_00988	Prar.g_00687
OG0000977	Syap.g_00986	Prar.g_00688
OG0000978	Syap.g_00985	Prar.g_00689
OG0000979	Syap.g_00980	Prar.g_00692
OG0000980	Syap.g_00977	Prar.g_00694
OG0000981	Syap.g_01812	Prar.g_00696
OG0000982	Syap.g_00132	Prar.g_00698
OG0000983	Syap.g_00134	Prar.g_00699
OG0000984	Syap.g_00135	Prar.g_00700
OG0000985	Syap.g_00140	Prar.g_00703
OG0000986	Syap.g_01044	Prar.g_00705
OG0000987	Syap.g_01033	Prar.g_00706
OG0000988	Syap.g_01027	Prar.g_00709
OG0000989	Syap.g_01011	Prar.g_00073
OG0000990	Syap.g_02087	Prar.g_00070
OG0000991	Syap.g_02091	Prar.g_00069
OG0000992	Syap.g_02095	Prar.g_00067
OG0000993	Syap.g_02097	Prar.g_00066
OG0000994	Syap.g_02101	Prar.g_00065
OG0000996	Syap.g_01817	Prar.g_00060
OG0000997	Syap.g_02590	Prar.g_00059
OG0000998	Syap.g_02591	Prar.g_00057
OG0000999	Syap.g_02592	Prar.g_00056
OG0001001	Syap.g_02605	Prar.g_00051
OG0001002	Syap.g_00124	Prar.g_00047
OG0001003	Syap.g_02310	Prar.g_00046
OG0001004	Syap.g_02311	Prar.g_00045
OG0001005	Syap.g_02312	Prar.g_00044
OG0001006	Syap.g_00053	Prar.g_00040
OG0001007	Syap.g_00055	Prar.g_00038
OG0001008	Syap.g_02060	Prar.g_00485
OG0001012	Syap.g_00371	Prar.g_00577
OG0001013	Syap.g_01325	Prar.g_00571
OG0001016	Syap.g_01695	Prar.g_00255
OG0001033	Syap.g_00105	Prar.g_00119
OG0001035	Syap.g_01594	Prar.g_00333
OG0001038	Syap.g_01362	Prar.g_00309
OG0001039	Syap.g_01359	Prar.g_00306
OG0001040	Syap.g_01356	Prar.g_00304
OG0001041	Syap.g_01352	Prar.g_00300
OG0001043	Syap.g_01676	Prar.g_00282
OG0001044	Syap.g_00571	Prar.g_00393
OG0001053	Syap.g_02253	Prar.g_00533
OG0001054	Syap.g_00274	Prar.g_01329
OG0001055	Syap.g_00252	Prar.g_01347
OG0001059	Syap.g_00306	Prar.g_01383
OG0001060	Syap.g_00299	Prar.g_01390
OG0001061	Syap.g_01309	Prar.g_01403
OG0001062	Syap.g_01314	Prar.g_01405
OG0001072	Syap.g_00441	Prar.g_01419
OG0001073	Syap.g_00122, Syap.g_00455	Prar.g_01434
OG0001078	Syap.g_00896	Prar.g_01466
OG0001080	Syap.g_02505	Prar.g_01483
OG0001085	Syap.g_01953	Prar.g_01500
OG0001094	Syap.g_00187	Prar.g_01678
OG0001095	Syap.g_02725	Prar.g_01697
OG0001096	Syap.g_02709	Prar.g_01710
OG0001100	Syap.g_02369	Prar.g_01768
OG0001102	Syap.g_01258	Prar.g_01773
OG0001103	Syap.g_01256	Prar.g_01775
OG0001104	Syap.g_00171	Prar.g_01796
OG0001105	Syap.g_00175	Prar.g_01800
OG0001107	Syap.g_02015	Prar.g_01831
OG0001108	Syap.g_00119	Prar.g_01835
OG0001122	Syap.g_02766	Prar.g_01876
OG0001123	Syap.g_01872	Prar.g_01880
OG0001133	Syap.g_01292	Prar.g_01309
OG0001136	Syap.g_00230	Prar.g_01266
OG0001137	Syap.g_00213	Prar.g_01255
OG0001140	Syap.g_02134	Prar.g_01235
OG0001152	Syap.g_02447	Prar.g_00895
OG0001154	Syap.g_00013	Prar.g_00814
OG0001155	Syap.g_00750	Prar.g_00802
OG0001160	Syap.g_01217	Prar.g_00772
OG0001162	Syap.g_02366	Prar.g_00749
OG0001163	Syap.g_00609	Prar.g_01151
OG0001164	Syap.g_00614	Prar.g_01147
OG0001165	Syap.g_00619	Prar.g_01144
OG0001168	Syap.g_01372	Prar.g_01957
OG0001171	Syap.g_01505	Prar.g_00607
OG0001172	Syap.g_00547	Prar.g_01111
OG0001177	Syap.g_01920	Prar.g_01091
OG0001178	Syap.g_01786, Syap.g_01787	Prar.g_01086
OG0001179	Syap.g_00491	Prar.g_01043
OG0001180	Syap.g_00097, Syap.g_00465	Prar.g_01022
OG0001181	Syap.g_00459	Prar.g_01018
OG0001183	Syap.g_00594	Prar.g_00618
OG0001185	Syap.g_01104	Prar.g_00648
OG0001186	Syap.g_01140	Prar.g_00670
OG0001187	Syap.g_01142	Prar.g_00674
OG0001188	Syap.g_00634	Prar.g_00676
OG0001189	Syap.g_00979	Prar.g_00693
OG0001191	Syap.g_01030	Prar.g_00707
OG0001192	Syap.g_01021	Prar.g_00074
OG0001197	Syap.g_00126	Prar.g_00048
OG0001198	Syap.g_00052	Prar.g_00041
OG0001199	Syap.g_01696	Prar.g_00254
OG0001200	Syap.g_01698	Prar.g_00252
OG0001202	Syap.g_01613	Prar.g_00128
OG0001203	Syap.g_01154	Prar.g_00089
OG0001204	Syap.g_01577	Prar.g_00084
OG0001214	Syap.g_00897	Prar.g_01467
OG0001217	Syap.g_01464	Prar.g_01638
OG0001219	Syap.g_02794	Prar.g_01672
OG0001221	Syap.g_01777	Prar.g_01787
OG0001222	Syap.g_02027	Prar.g_01825
OG0001224	Syap.g_01551	Prar.g_01900
OG0001225	Syap.g_01553	Prar.g_01902
OG0001226	Syap.g_02551	Prar.g_01928
OG0001228	Syap.g_01063	Prar.g_01218
OG0001229	Syap.g_00827	Prar.g_00913
OG0001230	Syap.g_02116	Prar.g_00347
OG0001231	Syap.g_00073	Prar.g_00751
OG0001232	Syap.g_01393	Prar.g_01120
OG0001235	Syap.g_01924	Prar.g_01089
OG0001236	Syap.g_01069	Prar.g_00631
OG0001237	Syap.g_01073	Prar.g_00635
OG0001238	Syap.g_01028	Prar.g_00708
OG0001239	Syap.g_01693, Syap.g_01692	Prar.g_00547
OG0001242	Syap.g_02227, Syap.g_02229	Prar.g_00209
OG0001243	Syap.g_02219	Prar.g_00203
OG0001244	Syap.g_02192	Prar.g_00187
OG0001246	Syap.g_01165, Syap.g_00267	Prar.g_01335
OG0001248	Syap.g_00423	Prar.g_01515
OG0001249	Syap.g_00575	Prar.g_01661
OG0001250	Syap.g_01836	Prar.g_01724
OG0001251	Syap.g_01549, Syap.g_01727	Prar.g_01760
OG0001253	Syap.g_01969	Prar.g_01948
OG0001255	Syap.g_02523	Prar.g_01279
OG0001256	Syap.g_01225	Prar.g_00758
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Prar.g_00752
OG0001258	Syap.g_00617	Prar.g_01146
OG0001260	Syap.g_01497	Prar.g_00613
OG0001261	Syap.g_00482	Prar.g_01035
OG0001262	Syap.g_00981	Prar.g_00691
OG0001263	Syap.g_02216	Prar.g_00200
OG0001265	Syap.g_02231	Prar.g_00210
OG0001266	Syap.g_01618	Prar.g_00124
OG0001267	Syap.g_01360	Prar.g_00307
OG0001268	Syap.g_00563	Prar.g_00399
OG0001270	Syap.g_02056	Prar.g_00482
OG0001271	Syap.g_02759	Prar.g_00522
OG0001272	Syap.g_02250	Prar.g_00536
OG0001274	Syap.g_01897	Prar.g_01533
OG0001275	Syap.g_02694	Prar.g_01860
OG0001276	Syap.g_01873	Prar.g_01879
OG0001277	Syap.g_01293	Prar.g_01937
OG0001278	Syap.g_02438	Prar.g_01213
OG0001282	Syap.g_01701	Prar.g_00910
OG0001284	Syap.g_00047	Prar.g_00777
OG0001287	Syap.g_00418	Prar.g_00655
OG0001288	Syap.g_01123	Prar.g_00663
OG0001289	Syap.g_02365	Prar.g_00241
OG0001291	Syap.g_02207	Prar.g_00193
OG0001292	Syap.g_01583	Prar.g_00079
OG0001299	Syap.g_01959	Prar.g_01496
OG0001303	Syap.g_02795	Prar.g_01864
OG0001304	Syap.g_00536	Prar.g_01889
OG0001305	Syap.g_01562	Prar.g_01908
OG0001306	Syap.g_00245	Prar.g_01277
OG0001307	Syap.g_00403	Prar.g_00928
OG0001308	Syap.g_02751, Syap.g_02750	Prar.g_00837
OG0001310	Syap.g_01774	Prar.g_01131
OG0001311	Syap.g_01871	Prar.g_01881
OG0001312	Syap.g_01735	Prar.g_01814
OG0001315	Syap.g_00596	Prar.g_00556
OG0001318	Syap.g_01596, Syap.g_01597	Prar.g_00331
OG0001319	Syap.g_02338	Prar.g_00315
OG0001323	Syap.g_00757	Prar.g_01349
OG0001326	Syap.g_02646	Prar.g_01547
OG0001332	Syap.g_01548	Prar.g_00804
OG0001333	Syap.g_01373	Prar.g_01958
OG0001336	Syap.g_02602	Prar.g_00052
OG0001345	Syap.g_01877, Syap.g_02776	Prar.g_01244
OG0001346	Syap.g_01484	Prar.g_00954
OG0001348	Syap.g_00938	Prar.g_00732
OG0001351	Syap.g_01996	Prar.g_00502
OG0001358	Syap.g_00942	Prar.g_01450
OG0001360	Syap.g_01881, Syap.g_02778	Prar.g_01949
OG0001361	Syap.g_01792	Prar.g_01247
OG0001364	Syap.g_01052	Prar.g_00624
OG0001365	Syap.g_00138	Prar.g_00701
OG0001371	Syap.g_02544, Syap.g_02545	Prar.g_01509
OG0001373	Syap.g_02647	Prar.g_01548
OG0001374	Syap.g_01829, Syap.g_01830	Prar.g_01540
OG0001376	Syap.g_01991	Prar.g_01914
OG0001377	Syap.g_01992	Prar.g_01915
OG0001378	Syap.g_02055	Prar.g_01325
OG0001382	Syap.g_00677	Prar.g_00738
OG0001385	Syap.g_02650	Prar.g_01551
OG0001386	Syap.g_02649	Prar.g_01550
OG0001387	Syap.g_02648	Prar.g_01549
OG0001388	Syap.g_02645	Prar.g_01546
OG0001389	Syap.g_02644	Prar.g_01545
OG0001390	Syap.g_02643	Prar.g_01544
OG0001391	Syap.g_01833	Prar.g_01543
