Orthogroup	Syap	Syab
OG0000592	Syap.g_01288	Syab.g_01891
OG0000593	Syap.g_00890	Syab.g_01877
OG0000594	Syap.g_00891	Syab.g_01876
OG0000595	Syap.g_00892	Syab.g_01875
OG0000596	Syap.g_00898	Syab.g_01871
OG0000597	Syap.g_00903	Syab.g_01868
OG0000598	Syap.g_00904	Syab.g_01867
OG0000599	Syap.g_00908	Syab.g_01860
OG0000600	Syap.g_00909	Syab.g_01859
OG0000601	Syap.g_00910	Syab.g_01858
OG0000602	Syap.g_00640	Syab.g_01853
OG0000603	Syap.g_00641	Syab.g_01852
OG0000604	Syap.g_02769	Syab.g_01850
OG0000605	Syap.g_02501, Syap.g_02771	Syab.g_01758
OG0000606	Syap.g_02506	Syab.g_01529
OG0000607	Syap.g_00093	Syab.g_01533
OG0000608	Syap.g_00094	Syab.g_01534
OG0000609	Syap.g_00096	Syab.g_01536
OG0000610	Syap.g_01963	Syab.g_01555
OG0000611	Syap.g_01958	Syab.g_01558
OG0000612	Syap.g_01957	Syab.g_01559
OG0000613	Syap.g_02480	Syab.g_00228
OG0000615	Syap.g_00154	Syab.g_01605
OG0000616	Syap.g_00127	Syab.g_02897
OG0000617	Syap.g_00513	Syab.g_01274
OG0000618	Syap.g_00514	Syab.g_01275
OG0000619	Syap.g_00515	Syab.g_01662
OG0000620	Syap.g_00520	Syab.g_01668
OG0000621	Syap.g_00521	Syab.g_01669
OG0000622	Syap.g_00523	Syab.g_01670
OG0000623	Syap.g_00526	Syab.g_01671
OG0000624	Syap.g_00527	Syab.g_01673
OG0000625	Syap.g_00528	Syab.g_01674
OG0000626	Syap.g_00529	Syab.g_01675
OG0000627	Syap.g_00848	Syab.g_01438
OG0000628	Syap.g_00850	Syab.g_01437
OG0000629	Syap.g_02334	Syab.g_01434
OG0000630	Syap.g_02793	Syab.g_01430
OG0000631	Syap.g_01724	Syab.g_01421
OG0000632	Syap.g_01725	Syab.g_01420
OG0000633	Syap.g_01726	Syab.g_01419
OG0000634	Syap.g_00190	Syab.g_01651
OG0000635	Syap.g_00191	Syab.g_01656
OG0000636	Syap.g_00193	Syab.g_01658
OG0000637	Syap.g_00195	Syab.g_01660
OG0000638	Syap.g_00196	Syab.g_01661
OG0000639	Syap.g_00197	Syab.g_01276
OG0000640	Syap.g_00198	Syab.g_01277
OG0000641	Syap.g_00203	Syab.g_01281
OG0000642	Syap.g_02732	Syab.g_01282
OG0000643	Syap.g_02731	Syab.g_01283
OG0000644	Syap.g_02730	Syab.g_01284
OG0000645	Syap.g_02726	Syab.g_01286
OG0000646	Syap.g_02723	Syab.g_01289
OG0000647	Syap.g_02721	Syab.g_01291
OG0000648	Syap.g_02719	Syab.g_01684
OG0000649	Syap.g_02718	Syab.g_01685
OG0000650	Syap.g_02717	Syab.g_01686
OG0000651	Syap.g_02716	Syab.g_01687
OG0000652	Syap.g_02715	Syab.g_01688
OG0000653	Syap.g_02713	Syab.g_01690
OG0000654	Syap.g_02711	Syab.g_01691
OG0000655	Syap.g_02710	Syab.g_01692
OG0000656	Syap.g_02706	Syab.g_01695
OG0000657	Syap.g_01845	Syab.g_01706
OG0000658	Syap.g_01841	Syab.g_01710
OG0000659	Syap.g_01840	Syab.g_01711
OG0000660	Syap.g_01835	Syab.g_01715
OG0000662	Syap.g_00823	Syab.g_01719
OG0000663	Syap.g_00826	Syab.g_01722
OG0000664	Syap.g_00828	Syab.g_01723
OG0000665	Syap.g_02331	Syab.g_01829
OG0000666	Syap.g_01573	Syab.g_01842
OG0000667	Syap.g_01979	Syab.g_01548
OG0000668	Syap.g_02765	Syab.g_01319
OG0000669	Syap.g_02371	Syab.g_01642
OG0000670	Syap.g_02368	Syab.g_02156
OG0000671	Syap.g_01260	Syab.g_01638
OG0000672	Syap.g_01257	Syab.g_01635
OG0000673	Syap.g_01253	Syab.g_01632
OG0000674	Syap.g_01251	Syab.g_01630
OG0000675	Syap.g_01250	Syab.g_01629
OG0000676	Syap.g_01248	Syab.g_01620
OG0000677	Syap.g_01246	Syab.g_01619
OG0000678	Syap.g_01239	Syab.g_01613
OG0000679	Syap.g_00157	Syab.g_01601
OG0000680	Syap.g_00158	Syab.g_01600
OG0000681	Syap.g_00163	Syab.g_01597
OG0000682	Syap.g_00165	Syab.g_01596
OG0000683	Syap.g_00166	Syab.g_01595
OG0000684	Syap.g_00169	Syab.g_01591
OG0000685	Syap.g_00172	Syab.g_01589
OG0000686	Syap.g_00173	Syab.g_01588
OG0000687	Syap.g_00174	Syab.g_01586
OG0000688	Syap.g_00178	Syab.g_01576
OG0000689	Syap.g_00180	Syab.g_01574
OG0000690	Syap.g_00181	Syab.g_01573
OG0000691	Syap.g_00182	Syab.g_01572
OG0000692	Syap.g_00184	Syab.g_01571
OG0000693	Syap.g_00185	Syab.g_01569
OG0000694	Syap.g_00186	Syab.g_01568
OG0000695	Syap.g_01729	Syab.g_01417
OG0000696	Syap.g_01730	Syab.g_01416
OG0000697	Syap.g_01734	Syab.g_01415
OG0000698	Syap.g_01737	Syab.g_01412
OG0000699	Syap.g_01738	Syab.g_01411
OG0000700	Syap.g_01739	Syab.g_01410
OG0000701	Syap.g_01740	Syab.g_01409
OG0000702	Syap.g_01747	Syab.g_01401
OG0000703	Syap.g_01750	Syab.g_01400
OG0000704	Syap.g_01753	Syab.g_01398
OG0000705	Syap.g_02022	Syab.g_01391
OG0000706	Syap.g_02020	Syab.g_01390
OG0000707	Syap.g_02019	Syab.g_01389
OG0000708	Syap.g_02016	Syab.g_01386
OG0000709	Syap.g_00121	Syab.g_01378
OG0000711	Syap.g_02686	Syab.g_01340
OG0000712	Syap.g_02688	Syab.g_01338
OG0000713	Syap.g_02689	Syab.g_01337
OG0000714	Syap.g_02691	Syab.g_01334
OG0000715	Syap.g_02693	Syab.g_01332
OG0000716	Syap.g_02696	Syab.g_01328
OG0000717	Syap.g_02697	Syab.g_01327
OG0000718	Syap.g_02701	Syab.g_01323
OG0000719	Syap.g_02767	Syab.g_01321
OG0000720	Syap.g_02780	Syab.g_01307
OG0000721	Syap.g_02782	Syab.g_01305
OG0000722	Syap.g_02783	Syab.g_01304
OG0000723	Syap.g_00532	Syab.g_01678
OG0000725	Syap.g_01559	Syab.g_01207
OG0000726	Syap.g_01560	Syab.g_01206
OG0000727	Syap.g_01561	Syab.g_01205
OG0000728	Syap.g_01564	Syab.g_01203
OG0000729	Syap.g_01122	Syab.g_00097
OG0000730	Syap.g_00572	Syab.g_00521
OG0000731	Syap.g_00560	Syab.g_00531
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syab.g_00055
OG0000733	Syap.g_01971	Syab.g_02798
OG0000734	Syap.g_02628	Syab.g_02508
OG0000735	Syap.g_00244	Syab.g_00942
OG0000736	Syap.g_00243	Syab.g_00943
OG0000737	Syap.g_00242	Syab.g_00944
OG0000738	Syap.g_00236	Syab.g_00949
OG0000739	Syap.g_00235	Syab.g_00961
OG0000740	Syap.g_00234	Syab.g_00962
OG0000741	Syap.g_00231	Syab.g_00965
OG0000742	Syap.g_00229	Syab.g_00968
OG0000743	Syap.g_00226	Syab.g_00970
OG0000744	Syap.g_00225	Syab.g_00971
OG0000745	Syap.g_00222	Syab.g_00973
OG0000746	Syap.g_00220	Syab.g_00975
OG0000747	Syap.g_00219	Syab.g_00976
OG0000748	Syap.g_00212	Syab.g_00991
OG0000749	Syap.g_00211	Syab.g_00992
OG0000750	Syap.g_00210	Syab.g_00993
OG0000751	Syap.g_00205	Syab.g_01002
OG0000752	Syap.g_01793	Syab.g_01004
OG0000753	Syap.g_02775	Syab.g_01007
OG0000754	Syap.g_01883	Syab.g_01012
OG0000755	Syap.g_01893	Syab.g_01021
OG0000757	Syap.g_00427	Syab.g_01029
OG0000758	Syap.g_00428	Syab.g_01030
OG0000759	Syap.g_00429	Syab.g_01031
OG0000760	Syap.g_00430	Syab.g_01032
OG0000761	Syap.g_00431	Syab.g_01034
OG0000762	Syap.g_00434	Syab.g_01036
OG0000763	Syap.g_02624	Syab.g_01038
OG0000764	Syap.g_02623	Syab.g_01039
OG0000765	Syap.g_02440	Syab.g_01154
OG0000766	Syap.g_02439	Syab.g_01153
OG0000767	Syap.g_02437	Syab.g_01151
OG0000768	Syap.g_02436	Syab.g_01150
OG0000769	Syap.g_02434	Syab.g_01148
OG0000770	Syap.g_02431	Syab.g_01145
OG0000772	Syap.g_02295	Syab.g_00957
OG0000773	Syap.g_00885	Syab.g_00931
OG0000774	Syap.g_01473	Syab.g_00924
OG0000775	Syap.g_01475	Syab.g_00922
OG0000776	Syap.g_01476	Syab.g_00921
OG0000777	Syap.g_01478	Syab.g_00920
OG0000778	Syap.g_01479	Syab.g_00919
OG0000779	Syap.g_01494	Syab.g_00913
OG0000780	Syap.g_01496	Syab.g_00908
OG0000781	Syap.g_02609	Syab.g_00904
OG0000782	Syap.g_02611	Syab.g_00903
OG0000783	Syap.g_02612	Syab.g_00902
OG0000784	Syap.g_02613	Syab.g_00901
OG0000785	Syap.g_02281	Syab.g_00899
OG0000786	Syap.g_02287	Syab.g_00895
OG0000787	Syap.g_02288	Syab.g_00894
OG0000788	Syap.g_01932	Syab.g_01857
OG0000789	Syap.g_00372	Syab.g_01835
OG0000791	Syap.g_02520	Syab.g_02080
OG0000792	Syap.g_02519	Syab.g_02079
OG0000793	Syap.g_02141	Syab.g_02074
OG0000794	Syap.g_02200	Syab.g_02073
OG0000795	Syap.g_02199	Syab.g_02072
OG0000796	Syap.g_02448	Syab.g_02068
OG0000797	Syap.g_02449	Syab.g_02067
OG0000798	Syap.g_01363	Syab.g_00298
OG0000799	Syap.g_02488	Syab.g_00826
OG0000800	Syap.g_02487	Syab.g_00821
OG0000801	Syap.g_02486	Syab.g_00820
OG0000802	Syap.g_02659	Syab.g_00816
OG0000803	Syap.g_02109	Syab.g_00806
OG0000804	Syap.g_02113	Syab.g_00802
OG0000805	Syap.g_02115	Syab.g_00792
OG0000806	Syap.g_02117	Syab.g_00790
OG0000807	Syap.g_02118	Syab.g_00788
OG0000808	Syap.g_02119	Syab.g_00783
OG0000809	Syap.g_02122	Syab.g_00780
OG0000810	Syap.g_02124	Syab.g_00779
OG0000811	Syap.g_02472	Syab.g_00770
OG0000812	Syap.g_02474	Syab.g_00768
OG0000813	Syap.g_02475	Syab.g_00767
OG0000814	Syap.g_02753	Syab.g_00765
OG0000815	Syap.g_02752	Syab.g_00760
OG0000816	Syap.g_02289	Syab.g_00758
OG0000817	Syap.g_02527	Syab.g_00757
OG0000818	Syap.g_02001	Syab.g_00751
OG0000819	Syap.g_02002	Syab.g_00750
OG0000820	Syap.g_02003	Syab.g_00749
OG0000821	Syap.g_02009	Syab.g_00743
OG0000822	Syap.g_02011	Syab.g_00741
OG0000824	Syap.g_00008	Syab.g_00735
OG0000825	Syap.g_00009	Syab.g_00734
OG0000826	Syap.g_00010	Syab.g_00733
OG0000827	Syap.g_00011	Syab.g_00732
OG0000828	Syap.g_00014	Syab.g_00729
OG0000829	Syap.g_00015	Syab.g_00728
OG0000830	Syap.g_00016	Syab.g_00727
OG0000831	Syap.g_00019	Syab.g_00725
OG0000832	Syap.g_00752	Syab.g_02169
OG0000833	Syap.g_00021	Syab.g_02178
OG0000834	Syap.g_00023	Syab.g_02181
OG0000835	Syap.g_00024	Syab.g_02182
OG0000836	Syap.g_00026	Syab.g_02185
OG0000837	Syap.g_00027	Syab.g_02186
OG0000838	Syap.g_00031	Syab.g_02190
OG0000839	Syap.g_00032	Syab.g_02191
OG0000840	Syap.g_00033	Syab.g_02192
OG0000841	Syap.g_00034	Syab.g_02193
OG0000842	Syap.g_00035	Syab.g_02194
OG0000843	Syap.g_00036	Syab.g_02195
OG0000844	Syap.g_00039	Syab.g_02197
OG0000845	Syap.g_00040	Syab.g_02198
OG0000846	Syap.g_00042	Syab.g_02199
OG0000847	Syap.g_00043	Syab.g_02200
OG0000848	Syap.g_00045	Syab.g_02202
OG0000849	Syap.g_00046	Syab.g_02203
OG0000850	Syap.g_00310	Syab.g_02212
OG0000851	Syap.g_01214	Syab.g_02226
OG0000852	Syap.g_01215	Syab.g_02227
OG0000853	Syap.g_01219	Syab.g_02233
OG0000854	Syap.g_01222	Syab.g_02235
OG0000855	Syap.g_01223	Syab.g_02236
OG0000856	Syap.g_01286	Syab.g_01889
OG0000857	Syap.g_02722	Syab.g_01290
OG0000858	Syap.g_00612	Syab.g_02244
OG0000859	Syap.g_00613	Syab.g_02245
OG0000860	Syap.g_00623	Syab.g_02258
OG0000861	Syap.g_02789	Syab.g_02259
OG0000862	Syap.g_01789	Syab.g_02261
OG0000863	Syap.g_01784	Syab.g_02265
OG0000864	Syap.g_01783	Syab.g_02266
OG0000865	Syap.g_01781, Syap.g_01782	Syab.g_02267
OG0000866	Syap.g_01780	Syab.g_02268
OG0000867	Syap.g_01779	Syab.g_02269
OG0000868	Syap.g_01775	Syab.g_02287
OG0000869	Syap.g_01770	Syab.g_02292
OG0000870	Syap.g_01401	Syab.g_02297
OG0000871	Syap.g_01400	Syab.g_02298
OG0000872	Syap.g_01394	Syab.g_02305
OG0000873	Syap.g_01390	Syab.g_02308
OG0000874	Syap.g_01388	Syab.g_02311
OG0000875	Syap.g_01386	Syab.g_02313
OG0000876	Syap.g_00822	Syab.g_02315
OG0000877	Syap.g_01380	Syab.g_02317
OG0000878	Syap.g_01378	Syab.g_02318
OG0000879	Syap.g_01377	Syab.g_02319
OG0000880	Syap.g_01376	Syab.g_02320
OG0000882	Syap.g_01516	Syab.g_02330
OG0000883	Syap.g_01511	Syab.g_02332
OG0000884	Syap.g_01509	Syab.g_02334
OG0000885	Syap.g_01508	Syab.g_02335
OG0000886	Syap.g_01507	Syab.g_02336
OG0000887	Syap.g_01506	Syab.g_02338
OG0000888	Syap.g_01504	Syab.g_02340
OG0000889	Syap.g_01502	Syab.g_02342
OG0000890	Syap.g_01499	Syab.g_02348
OG0000891	Syap.g_01498	Syab.g_02349
OG0000892	Syap.g_02671	Syab.g_02353
OG0000893	Syap.g_02497	Syab.g_00366
OG0000894	Syap.g_02679	Syab.g_00369
OG0000895	Syap.g_00546	Syab.g_00373
OG0000896	Syap.g_00545	Syab.g_00374
OG0000897	Syap.g_00543	Syab.g_00376
OG0000898	Syap.g_00542	Syab.g_00377
OG0000899	Syap.g_00541	Syab.g_00378
OG0000900	Syap.g_00540	Syab.g_00379
OG0000901	Syap.g_01930	Syab.g_00384
OG0000902	Syap.g_01929	Syab.g_00386
OG0000903	Syap.g_01916	Syab.g_00399
OG0000904	Syap.g_01922	Syab.g_00395
OG0000905	Syap.g_01925	Syab.g_00390
OG0000906	Syap.g_01927	Syab.g_00388
OG0000907	Syap.g_01914	Syab.g_00401
OG0000908	Syap.g_01235	Syab.g_00404
OG0000909	Syap.g_01236	Syab.g_00405
OG0000910	Syap.g_01237	Syab.g_00406
OG0000911	Syap.g_00511	Syab.g_00408
OG0000912	Syap.g_00510	Syab.g_00409
OG0000913	Syap.g_00509	Syab.g_00410
OG0000914	Syap.g_00508	Syab.g_00411
OG0000915	Syap.g_00506	Syab.g_00412
OG0000916	Syap.g_00505	Syab.g_00413
OG0000917	Syap.g_00504	Syab.g_00414
OG0000918	Syap.g_00503	Syab.g_00415
OG0000919	Syap.g_00502	Syab.g_00416
OG0000920	Syap.g_00501	Syab.g_00417
OG0000921	Syap.g_00500	Syab.g_00418
OG0000922	Syap.g_00499	Syab.g_00419
OG0000923	Syap.g_00495	Syab.g_00423
OG0000924	Syap.g_00494	Syab.g_00424
OG0000925	Syap.g_00493	Syab.g_00425
OG0000926	Syap.g_00492	Syab.g_00426
OG0000927	Syap.g_00490	Syab.g_00428
OG0000928	Syap.g_00489	Syab.g_00429
OG0000929	Syap.g_00488	Syab.g_00430
OG0000930	Syap.g_00487	Syab.g_00431
OG0000931	Syap.g_00486	Syab.g_00432
OG0000932	Syap.g_00485	Syab.g_00433
OG0000933	Syap.g_00479	Syab.g_00439
OG0000934	Syap.g_00477	Syab.g_00441
OG0000935	Syap.g_00476	Syab.g_00442
OG0000936	Syap.g_00475	Syab.g_00443
OG0000937	Syap.g_00474	Syab.g_00444
OG0000938	Syap.g_00471	Syab.g_00447
OG0000939	Syap.g_00469	Syab.g_00448
OG0000940	Syap.g_00460	Syab.g_00456
OG0000941	Syap.g_00458	Syab.g_00458
OG0000942	Syap.g_00606	Syab.g_00460
OG0000943	Syap.g_00604	Syab.g_00461
OG0000944	Syap.g_00602	Syab.g_00463
OG0000945	Syap.g_00601	Syab.g_00466
OG0000946	Syap.g_00595	Syab.g_00473
OG0000947	Syap.g_00591	Syab.g_00476
OG0000948	Syap.g_00590	Syab.g_00477
OG0000949	Syap.g_01051	Syab.g_00212
OG0000950	Syap.g_01061	Syab.g_00204
OG0000951	Syap.g_01070	Syab.g_00199
OG0000952	Syap.g_01074	Syab.g_00191
OG0000953	Syap.g_01078	Syab.g_00134
OG0000954	Syap.g_01089	Syab.g_00129
OG0000955	Syap.g_01090	Syab.g_00128
OG0000956	Syap.g_01092	Syab.g_00126
OG0000957	Syap.g_01109	Syab.g_00115
OG0000958	Syap.g_01110	Syab.g_00114
OG0000959	Syap.g_01114	Syab.g_00110
OG0000960	Syap.g_01115	Syab.g_00109
OG0000961	Syap.g_02170	Syab.g_00100
OG0000962	Syap.g_01121	Syab.g_00098
OG0000963	Syap.g_01124	Syab.g_00093
OG0000964	Syap.g_01125	Syab.g_00092
OG0000965	Syap.g_01126	Syab.g_00091
OG0000966	Syap.g_01141	Syab.g_00082
OG0000967	Syap.g_00633	Syab.g_00078
OG0000968	Syap.g_00998	Syab.g_00075
OG0000969	Syap.g_00996	Syab.g_00073
OG0000970	Syap.g_00995	Syab.g_00072
OG0000971	Syap.g_00993	Syab.g_00070
OG0000972	Syap.g_00992	Syab.g_00069
OG0000973	Syap.g_00991	Syab.g_00068
OG0000974	Syap.g_00990	Syab.g_00067
OG0000975	Syap.g_00989	Syab.g_00066
OG0000976	Syap.g_00988	Syab.g_00065
OG0000977	Syap.g_00986	Syab.g_00063
OG0000978	Syap.g_00985	Syab.g_00062
OG0000979	Syap.g_00980	Syab.g_00059
OG0000980	Syap.g_00977	Syab.g_00056
OG0000981	Syap.g_01812	Syab.g_00053
OG0000982	Syap.g_00132	Syab.g_02756
OG0000983	Syap.g_00134	Syab.g_02757
OG0000984	Syap.g_00135	Syab.g_02758
OG0000985	Syap.g_00140	Syab.g_02762
OG0000986	Syap.g_01044	Syab.g_02764
OG0000987	Syap.g_01033	Syab.g_02768
OG0000988	Syap.g_01027	Syab.g_02774
OG0000989	Syap.g_01011	Syab.g_02792
OG0000990	Syap.g_02087	Syab.g_02811
OG0000991	Syap.g_02091	Syab.g_02818
OG0000992	Syap.g_02095	Syab.g_02821
OG0000993	Syap.g_02097	Syab.g_02822
OG0000994	Syap.g_02101	Syab.g_02826
OG0000996	Syap.g_01817	Syab.g_02866
OG0000997	Syap.g_02590	Syab.g_02875
OG0000998	Syap.g_02591	Syab.g_02877
OG0000999	Syap.g_02592	Syab.g_02878
OG0001001	Syap.g_02605	Syab.g_02888
OG0001002	Syap.g_00124	Syab.g_02900
OG0001003	Syap.g_02310	Syab.g_02902
OG0001004	Syap.g_02311	Syab.g_02903
OG0001005	Syap.g_02312	Syab.g_02905
OG0001006	Syap.g_00053	Syab.g_02912
OG0001007	Syap.g_00055	Syab.g_02914
OG0001008	Syap.g_02060	Syab.g_00584
OG0001012	Syap.g_00371	Syab.g_02752
OG0001013	Syap.g_01325	Syab.g_02716
OG0001016	Syap.g_01695	Syab.g_02439
OG0001033	Syap.g_00105	Syab.g_02675
OG0001035	Syap.g_01594	Syab.g_00335
OG0001038	Syap.g_01362	Syab.g_00297
OG0001039	Syap.g_01359	Syab.g_00294
OG0001040	Syap.g_01356	Syab.g_00291
OG0001041	Syap.g_01352	Syab.g_00286
OG0001043	Syap.g_01676	Syab.g_00250
OG0001044	Syap.g_00571	Syab.g_00522
OG0001053	Syap.g_02253	Syab.g_02099
OG0001054	Syap.g_00274	Syab.g_02118
OG0001055	Syap.g_00252	Syab.g_02139
OG0001059	Syap.g_00306	Syab.g_02010
OG0001060	Syap.g_00299	Syab.g_02003
OG0001061	Syap.g_01309	Syab.g_01985
OG0001062	Syap.g_01314	Syab.g_01983
OG0001072	Syap.g_00441	Syab.g_01962
OG0001073	Syap.g_00122, Syap.g_00455	Syab.g_01947
OG0001080	Syap.g_02505	Syab.g_01756
OG0001085	Syap.g_01953	Syab.g_01563
OG0001094	Syap.g_00187	Syab.g_01567
OG0001095	Syap.g_02725	Syab.g_01287
OG0001096	Syap.g_02709	Syab.g_01693
OG0001100	Syap.g_02369	Syab.g_01640
OG0001102	Syap.g_01258	Syab.g_01636
OG0001103	Syap.g_01256	Syab.g_01634
OG0001104	Syap.g_00171	Syab.g_01590
OG0001105	Syap.g_00175	Syab.g_01585
OG0001107	Syap.g_02015	Syab.g_01385
OG0001108	Syap.g_00119	Syab.g_01377
OG0001122	Syap.g_02766	Syab.g_01320
OG0001123	Syap.g_01872	Syab.g_01312
OG0001133	Syap.g_01292	Syab.g_01895
OG0001136	Syap.g_00230	Syab.g_00966
OG0001137	Syap.g_00213	Syab.g_00990
OG0001140	Syap.g_02134	Syab.g_01026, Syab.g_00642
OG0001152	Syap.g_02447	Syab.g_02069
OG0001154	Syap.g_00013	Syab.g_00730
OG0001155	Syap.g_00750	Syab.g_02171
OG0001160	Syap.g_01217	Syab.g_02231
OG0001162	Syap.g_02366	Syab.g_00893
OG0001163	Syap.g_00609	Syab.g_02241
OG0001164	Syap.g_00614	Syab.g_02247
OG0001165	Syap.g_00619	Syab.g_02252
OG0001168	Syap.g_01372	Syab.g_02324
OG0001171	Syap.g_01505	Syab.g_02339
OG0001172	Syap.g_00547	Syab.g_00371
OG0001177	Syap.g_01920	Syab.g_00396
OG0001178	Syap.g_01786, Syap.g_01787	Syab.g_02263
OG0001179	Syap.g_00491	Syab.g_00427
OG0001180	Syap.g_00097, Syap.g_00465	Syab.g_00453
OG0001181	Syap.g_00459	Syab.g_00457
OG0001183	Syap.g_00594	Syab.g_00474
OG0001185	Syap.g_01104	Syab.g_00119
OG0001186	Syap.g_01140	Syab.g_00085
OG0001187	Syap.g_01142	Syab.g_00081
OG0001188	Syap.g_00634	Syab.g_00079
OG0001189	Syap.g_00979	Syab.g_00058
OG0001191	Syap.g_01030	Syab.g_02771
OG0001192	Syap.g_01021	Syab.g_02778
OG0001197	Syap.g_00126	Syab.g_02898
OG0001198	Syap.g_00052	Syab.g_02911
OG0001199	Syap.g_01696	Syab.g_02440
OG0001200	Syap.g_01698	Syab.g_02442
OG0001202	Syap.g_01613	Syab.g_02635
OG0001203	Syap.g_01154	Syab.g_02369
OG0001204	Syap.g_01577	Syab.g_00353
OG0001214	Syap.g_00897	Syab.g_01872
OG0001217	Syap.g_01464	Syab.g_01464
OG0001218	Syap.g_00020	Syab.g_00723
OG0001221	Syap.g_01777	Syab.g_01607
OG0001222	Syap.g_02027	Syab.g_01396
OG0001224	Syap.g_01551	Syab.g_01214
OG0001225	Syap.g_01553	Syab.g_01212
OG0001226	Syap.g_02551	Syab.g_02450
OG0001228	Syap.g_01063	Syab.g_01697
OG0001229	Syap.g_00827	Syab.g_01184
OG0001230	Syap.g_02116	Syab.g_00791
OG0001231	Syap.g_00073	Syab.g_00017
OG0001232	Syap.g_01393	Syab.g_02306
OG0001235	Syap.g_01924	Syab.g_00391
OG0001236	Syap.g_01069	Syab.g_00200
OG0001237	Syap.g_01073	Syab.g_00192
OG0001238	Syap.g_01028	Syab.g_02773
OG0001239	Syap.g_01693, Syap.g_01692	Syab.g_02437
OG0001242	Syap.g_02227, Syap.g_02229	Syab.g_02525
OG0001243	Syap.g_02219	Syab.g_02533
OG0001244	Syap.g_02192	Syab.g_02561
OG0001246	Syap.g_01165, Syap.g_00267	Syab.g_02126
OG0001248	Syap.g_00423	Syab.g_01163
OG0001249	Syap.g_00575	Syab.g_00514
OG0001250	Syap.g_01836	Syab.g_01714
OG0001251	Syap.g_01549, Syap.g_01727	Syab.g_01816
OG0001253	Syap.g_01969	Syab.g_01761
OG0001255	Syap.g_02523	Syab.g_01846
OG0001256	Syap.g_01225	Syab.g_02238
OG0001258	Syap.g_00617	Syab.g_02250
OG0001260	Syap.g_01497	Syab.g_02350
OG0001261	Syap.g_00482	Syab.g_00436
OG0001262	Syap.g_00981	Syab.g_00060
OG0001263	Syap.g_02216	Syab.g_02536
OG0001265	Syap.g_02231	Syab.g_02523
OG0001266	Syap.g_01618	Syab.g_02639
OG0001267	Syap.g_01360	Syab.g_00295
OG0001268	Syap.g_00563	Syab.g_00529
OG0001270	Syap.g_02056	Syab.g_00579
OG0001271	Syap.g_02759	Syab.g_00694
OG0001272	Syap.g_02250	Syab.g_02102
OG0001274	Syap.g_01897	Syab.g_02706
OG0001275	Syap.g_02694	Syab.g_01330
OG0001276	Syap.g_01873	Syab.g_01313
OG0001277	Syap.g_01293	Syab.g_02163
OG0001278	Syap.g_02438	Syab.g_01152
OG0001279	Syap.g_02663	Syab.g_01807
OG0001282	Syap.g_01701	Syab.g_02086
OG0001284	Syap.g_00047	Syab.g_02211
OG0001286	Syap.g_00467	Syab.g_00451
OG0001287	Syap.g_00418	Syab.g_00111
OG0001288	Syap.g_01123	Syab.g_00094
OG0001289	Syap.g_02365	Syab.g_02465
OG0001291	Syap.g_02207	Syab.g_02546
OG0001292	Syap.g_01583	Syab.g_00348
OG0001297	Syap.g_00255	Syab.g_02136
OG0001299	Syap.g_01959	Syab.g_01557
OG0001303	Syap.g_02795	Syab.g_01424
OG0001304	Syap.g_00536	Syab.g_01298
OG0001305	Syap.g_01562	Syab.g_01204
OG0001306	Syap.g_00245	Syab.g_00941
OG0001307	Syap.g_00403	Syab.g_01552
OG0001308	Syap.g_02751, Syap.g_02750	Syab.g_00759
OG0001310	Syap.g_01774	Syab.g_02288
OG0001311	Syap.g_01871	Syab.g_01311
OG0001312	Syap.g_01735	Syab.g_01414
OG0001315	Syap.g_00596	Syab.g_00472
OG0001318	Syap.g_01596, Syap.g_01597	Syab.g_00333
OG0001319	Syap.g_02338	Syab.g_00306
OG0001323	Syap.g_00757	Syab.g_02145
OG0001326	Syap.g_02646	Syab.g_02841
OG0001332	Syap.g_01548	Syab.g_02165
OG0001333	Syap.g_01373	Syab.g_02323
OG0001336	Syap.g_02602	Syab.g_02886
OG0001345	Syap.g_01877, Syap.g_02776	Syab.g_01008
OG0001346	Syap.g_01484	Syab.g_00914
OG0001347	Syap.g_02536	Syab.g_02830
OG0001348	Syap.g_00938	Syab.g_01258
OG0001349	Syap.g_01264, Syap.g_00851	Syab.g_00150
OG0001351	Syap.g_01996	Syab.g_00625
OG0001353	Syap.g_01849	Syab.g_01702
OG0001358	Syap.g_00942	Syab.g_01900
OG0001360	Syap.g_01881, Syap.g_02778	Syab.g_01010
OG0001361	Syap.g_01792	Syab.g_00154, Syab.g_01005
OG0001364	Syap.g_01052	Syab.g_00211
OG0001365	Syap.g_00138	Syab.g_02760
OG0001366	Syap.g_01399	Syab.g_02299
OG0001373	Syap.g_02647	Syab.g_02840
OG0001374	Syap.g_01829, Syap.g_01830	Syab.g_02848
OG0001376	Syap.g_01991	Syab.g_02782
OG0001377	Syap.g_01992	Syab.g_02781
OG0001378	Syap.g_02055	Syab.g_00578
OG0001379	Syap.g_01474	Syab.g_00923
OG0001382	Syap.g_00677	Syab.g_00393
OG0001383	Syap.g_02665	Syab.g_02364
OG0001385	Syap.g_02650	Syab.g_02837
OG0001386	Syap.g_02649	Syab.g_02838
OG0001387	Syap.g_02648	Syab.g_02839
OG0001388	Syap.g_02645	Syab.g_02842
OG0001389	Syap.g_02644	Syab.g_02843
