Orthogroup	Syap	Praz
OG0000586	Syap.g_01525	Praz.g_01717
OG0000587	Syap.g_01523	Praz.g_01716
OG0000588	Syap.g_00776	Praz.g_01712
OG0000589	Syap.g_00941	Praz.g_01709
OG0000590	Syap.g_00940	Praz.g_01708
OG0000591	Syap.g_01289	Praz.g_01705
OG0000592	Syap.g_01288	Praz.g_01704
OG0000593	Syap.g_00890	Praz.g_01698
OG0000594	Syap.g_00891	Praz.g_01697
OG0000595	Syap.g_00892	Praz.g_01696
OG0000596	Syap.g_00898	Praz.g_01692
OG0000597	Syap.g_00903	Praz.g_01690
OG0000598	Syap.g_00904	Praz.g_01689
OG0000599	Syap.g_00908	Praz.g_01686
OG0000600	Syap.g_00909	Praz.g_01685
OG0000601	Syap.g_00910	Praz.g_01684
OG0000602	Syap.g_00640	Praz.g_01682
OG0000603	Syap.g_00641	Praz.g_01681
OG0000604	Syap.g_02769	Praz.g_01680
OG0000605	Syap.g_02501, Syap.g_02771	Praz.g_01679
OG0000606	Syap.g_02506	Praz.g_01676
OG0000607	Syap.g_00093	Praz.g_01673
OG0000608	Syap.g_00094	Praz.g_01672
OG0000609	Syap.g_00096	Praz.g_01671
OG0000610	Syap.g_01963	Praz.g_01666
OG0000611	Syap.g_01958	Praz.g_01663
OG0000612	Syap.g_01957	Praz.g_01662
OG0000613	Syap.g_02480	Praz.g_01657
OG0000615	Syap.g_00154	Praz.g_01630
OG0000616	Syap.g_00127	Praz.g_01626
OG0000617	Syap.g_00513	Praz.g_01601
OG0000618	Syap.g_00514	Praz.g_01600
OG0000619	Syap.g_00515	Praz.g_01599
OG0000620	Syap.g_00520	Praz.g_01596
OG0000621	Syap.g_00521	Praz.g_01595
OG0000622	Syap.g_00523	Praz.g_01594
OG0000623	Syap.g_00526	Praz.g_01593
OG0000624	Syap.g_00527	Praz.g_01592
OG0000625	Syap.g_00528	Praz.g_01591
OG0000626	Syap.g_00529	Praz.g_01590
OG0000627	Syap.g_00848	Praz.g_01589
OG0000628	Syap.g_00850	Praz.g_01588
OG0000629	Syap.g_02334	Praz.g_01587
OG0000630	Syap.g_02793	Praz.g_01584
OG0000631	Syap.g_01724	Praz.g_01521
OG0000632	Syap.g_01725	Praz.g_01520
OG0000633	Syap.g_01726	Praz.g_01519
OG0000634	Syap.g_00190	Praz.g_01516
OG0000635	Syap.g_00191	Praz.g_01515
OG0000636	Syap.g_00193	Praz.g_01513
OG0000637	Syap.g_00195	Praz.g_01511
OG0000638	Syap.g_00196	Praz.g_01510
OG0000639	Syap.g_00197	Praz.g_01509
OG0000640	Syap.g_00198	Praz.g_01508
OG0000641	Syap.g_00203	Praz.g_01504
OG0000642	Syap.g_02732	Praz.g_01503
OG0000643	Syap.g_02731	Praz.g_01502
OG0000644	Syap.g_02730	Praz.g_01501
OG0000645	Syap.g_02726	Praz.g_01500
OG0000646	Syap.g_02723	Praz.g_01498
OG0000647	Syap.g_02721	Praz.g_01497
OG0000648	Syap.g_02719	Praz.g_01495
OG0000649	Syap.g_02718	Praz.g_01494
OG0000650	Syap.g_02717	Praz.g_01493
OG0000651	Syap.g_02716	Praz.g_01492
OG0000652	Syap.g_02715	Praz.g_01491
OG0000653	Syap.g_02713	Praz.g_01489
OG0000654	Syap.g_02711	Praz.g_01488
OG0000655	Syap.g_02710	Praz.g_01487
OG0000656	Syap.g_02706	Praz.g_01484
OG0000657	Syap.g_01845	Praz.g_01476
OG0000658	Syap.g_01841	Praz.g_01475
OG0000659	Syap.g_01840	Praz.g_01474
OG0000660	Syap.g_01835	Praz.g_01470
OG0000662	Syap.g_00823	Praz.g_01466
OG0000663	Syap.g_00826	Praz.g_01464
OG0000664	Syap.g_00828	Praz.g_01463
OG0000665	Syap.g_02331	Praz.g_01459
OG0000666	Syap.g_01573	Praz.g_01458
OG0000667	Syap.g_01979	Praz.g_01454
OG0000668	Syap.g_02765	Praz.g_01424
OG0000669	Syap.g_02371	Praz.g_01417
OG0000670	Syap.g_02368	Praz.g_01415
OG0000671	Syap.g_01260	Praz.g_01413
OG0000672	Syap.g_01257	Praz.g_01410
OG0000673	Syap.g_01253	Praz.g_01407
OG0000674	Syap.g_01251	Praz.g_01405
OG0000675	Syap.g_01250	Praz.g_01404
OG0000676	Syap.g_01248	Praz.g_01402
OG0000677	Syap.g_01246	Praz.g_01401
OG0000678	Syap.g_01239	Praz.g_01399
OG0000679	Syap.g_00157	Praz.g_01395
OG0000680	Syap.g_00158	Praz.g_01394
OG0000681	Syap.g_00163	Praz.g_01392
OG0000682	Syap.g_00165	Praz.g_01391
OG0000683	Syap.g_00166	Praz.g_01390
OG0000684	Syap.g_00169	Praz.g_01388
OG0000685	Syap.g_00172	Praz.g_01386
OG0000686	Syap.g_00173	Praz.g_01385
OG0000687	Syap.g_00174	Praz.g_01384
OG0000688	Syap.g_00178	Praz.g_01381
OG0000689	Syap.g_00180	Praz.g_01380
OG0000690	Syap.g_00181	Praz.g_01379
OG0000691	Syap.g_00182	Praz.g_01378
OG0000692	Syap.g_00184	Praz.g_01376
OG0000693	Syap.g_00185	Praz.g_01375
OG0000694	Syap.g_00186	Praz.g_01374
OG0000695	Syap.g_01729	Praz.g_01372
OG0000696	Syap.g_01730	Praz.g_01371
OG0000697	Syap.g_01734	Praz.g_01370
OG0000698	Syap.g_01737	Praz.g_01367
OG0000699	Syap.g_01738	Praz.g_01366
OG0000700	Syap.g_01739	Praz.g_01365
OG0000701	Syap.g_01740	Praz.g_01364
OG0000702	Syap.g_01747	Praz.g_01362
OG0000703	Syap.g_01750	Praz.g_01361
OG0000704	Syap.g_01753	Praz.g_01360
OG0000705	Syap.g_02022	Praz.g_01356
OG0000706	Syap.g_02020	Praz.g_01355
OG0000707	Syap.g_02019	Praz.g_01354
OG0000708	Syap.g_02016	Praz.g_01353
OG0000709	Syap.g_00121	Praz.g_01349
OG0000711	Syap.g_02686	Praz.g_01329
OG0000712	Syap.g_02688	Praz.g_01327
OG0000713	Syap.g_02689	Praz.g_01326
OG0000714	Syap.g_02691	Praz.g_01325
OG0000715	Syap.g_02693	Praz.g_01323
OG0000716	Syap.g_02696	Praz.g_01321
OG0000717	Syap.g_02697	Praz.g_01320
OG0000718	Syap.g_02701	Praz.g_01308
OG0000719	Syap.g_02767	Praz.g_01306
OG0000720	Syap.g_02780	Praz.g_01297
OG0000721	Syap.g_02782	Praz.g_01294
OG0000722	Syap.g_02783	Praz.g_01293
OG0000723	Syap.g_00532	Praz.g_01290
OG0000725	Syap.g_01559	Praz.g_00067
OG0000726	Syap.g_01560	Praz.g_00068
OG0000727	Syap.g_01561	Praz.g_00069
OG0000728	Syap.g_01564	Praz.g_00071
OG0000729	Syap.g_01122	Praz.g_00116
OG0000730	Syap.g_00572	Praz.g_00060
OG0000731	Syap.g_00560	Praz.g_00056
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Praz.g_00046
OG0000733	Syap.g_01971	Praz.g_00024
OG0000734	Syap.g_02628	Praz.g_00007
OG0000735	Syap.g_00244	Praz.g_00005
OG0000736	Syap.g_00243	Praz.g_00004
OG0000737	Syap.g_00242	Praz.g_00003
OG0000738	Syap.g_00236	Praz.g_00762
OG0000739	Syap.g_00235	Praz.g_00761
OG0000740	Syap.g_00234	Praz.g_00760
OG0000741	Syap.g_00231	Praz.g_00759
OG0000742	Syap.g_00229	Praz.g_00756
OG0000743	Syap.g_00226	Praz.g_00754
OG0000744	Syap.g_00225	Praz.g_00753
OG0000745	Syap.g_00222	Praz.g_00751
OG0000746	Syap.g_00220	Praz.g_00749
OG0000747	Syap.g_00219	Praz.g_00748
OG0000748	Syap.g_00212	Praz.g_00745
OG0000749	Syap.g_00211	Praz.g_00744
OG0000750	Syap.g_00210	Praz.g_00743
OG0000751	Syap.g_00205	Praz.g_00741
OG0000752	Syap.g_01793	Praz.g_00739
OG0000753	Syap.g_02775	Praz.g_00736
OG0000754	Syap.g_01883	Praz.g_00733
OG0000755	Syap.g_01893	Praz.g_00730
OG0000757	Syap.g_00427	Praz.g_00723
OG0000758	Syap.g_00428	Praz.g_00722
OG0000759	Syap.g_00429	Praz.g_00721
OG0000760	Syap.g_00430	Praz.g_00720
OG0000761	Syap.g_00431	Praz.g_00719
OG0000762	Syap.g_00434	Praz.g_00718
OG0000763	Syap.g_02624	Praz.g_00716
OG0000764	Syap.g_02623	Praz.g_00715
OG0000765	Syap.g_02440	Praz.g_00706
OG0000766	Syap.g_02439	Praz.g_00705
OG0000767	Syap.g_02437	Praz.g_00703
OG0000768	Syap.g_02436	Praz.g_00702
OG0000769	Syap.g_02434	Praz.g_00700
OG0000770	Syap.g_02431	Praz.g_00698
OG0000772	Syap.g_02295	Praz.g_01205
OG0000773	Syap.g_00885	Praz.g_01189
OG0000774	Syap.g_01473	Praz.g_01187
OG0000775	Syap.g_01475	Praz.g_01185
OG0000776	Syap.g_01476	Praz.g_01184
OG0000777	Syap.g_01478	Praz.g_01183
OG0000778	Syap.g_01479	Praz.g_01182
OG0000779	Syap.g_01494	Praz.g_01178
OG0000780	Syap.g_01496	Praz.g_01177
OG0000781	Syap.g_02609	Praz.g_01174
OG0000782	Syap.g_02611	Praz.g_01173
OG0000783	Syap.g_02612	Praz.g_01172
OG0000784	Syap.g_02613	Praz.g_01171
OG0000785	Syap.g_02281	Praz.g_01169
OG0000786	Syap.g_02287	Praz.g_01167
OG0000787	Syap.g_02288	Praz.g_01166
OG0000788	Syap.g_01932	Praz.g_01152
OG0000789	Syap.g_00372	Praz.g_01149
OG0000791	Syap.g_02520	Praz.g_01132
OG0000792	Syap.g_02519	Praz.g_01131
OG0000793	Syap.g_02141	Praz.g_01128
OG0000794	Syap.g_02200	Praz.g_01127
OG0000795	Syap.g_02199	Praz.g_01126
OG0000796	Syap.g_02448	Praz.g_01122
OG0000797	Syap.g_02449	Praz.g_01121
OG0000798	Syap.g_01269	Praz.g_01109
OG0000799	Syap.g_02488	Praz.g_01059
OG0000800	Syap.g_02487	Praz.g_01058
OG0000801	Syap.g_02486	Praz.g_01057
OG0000802	Syap.g_02659	Praz.g_01055
OG0000803	Syap.g_02109	Praz.g_01053
OG0000804	Syap.g_02113	Praz.g_01052
OG0000805	Syap.g_02115	Praz.g_01050
OG0000806	Syap.g_02117	Praz.g_01048
OG0000807	Syap.g_02118	Praz.g_01047
OG0000808	Syap.g_02119	Praz.g_01046
OG0000809	Syap.g_02122	Praz.g_01043
OG0000810	Syap.g_02124	Praz.g_01042
OG0000811	Syap.g_02472	Praz.g_01038
OG0000812	Syap.g_02474	Praz.g_01036
OG0000813	Syap.g_02475	Praz.g_01035
OG0000814	Syap.g_02753	Praz.g_01033
OG0000815	Syap.g_02752	Praz.g_01032
OG0000816	Syap.g_02289	Praz.g_01030
OG0000817	Syap.g_02527	Praz.g_01029
OG0000818	Syap.g_02001	Praz.g_01024
OG0000819	Syap.g_02002	Praz.g_01023
OG0000820	Syap.g_02003	Praz.g_01022
OG0000821	Syap.g_02009	Praz.g_01018
OG0000822	Syap.g_02011	Praz.g_01017
OG0000824	Syap.g_00008	Praz.g_01013
OG0000825	Syap.g_00009	Praz.g_01012
OG0000826	Syap.g_00010	Praz.g_01011
OG0000827	Syap.g_00011	Praz.g_01010
OG0000828	Syap.g_00014	Praz.g_01007
OG0000829	Syap.g_00015	Praz.g_01006
OG0000830	Syap.g_00016	Praz.g_01005
OG0000831	Syap.g_00019	Praz.g_01003
OG0000832	Syap.g_00752	Praz.g_00997
OG0000833	Syap.g_00021	Praz.g_00989
OG0000834	Syap.g_00023	Praz.g_00988
OG0000835	Syap.g_00024	Praz.g_00987
OG0000836	Syap.g_00026	Praz.g_00986
OG0000837	Syap.g_00027	Praz.g_00985
OG0000838	Syap.g_00031	Praz.g_00983
OG0000839	Syap.g_00032	Praz.g_00982
OG0000840	Syap.g_00033	Praz.g_00981
OG0000841	Syap.g_00034	Praz.g_00980
OG0000842	Syap.g_00035	Praz.g_00979
OG0000843	Syap.g_00036	Praz.g_00978
OG0000844	Syap.g_00039	Praz.g_00977
OG0000845	Syap.g_00040	Praz.g_00976
OG0000846	Syap.g_00042	Praz.g_00975
OG0000847	Syap.g_00043	Praz.g_00974
OG0000848	Syap.g_00045	Praz.g_00973
OG0000849	Syap.g_00046	Praz.g_00972
OG0000850	Syap.g_00310	Praz.g_00970
OG0000851	Syap.g_01214	Praz.g_00969
OG0000852	Syap.g_01215	Praz.g_00968
OG0000853	Syap.g_01219	Praz.g_00964
OG0000854	Syap.g_01222	Praz.g_00962
OG0000855	Syap.g_01223	Praz.g_00961
OG0000856	Syap.g_01286	Praz.g_00946
OG0000857	Syap.g_02722	Praz.g_00918
OG0000858	Syap.g_00612	Praz.g_00883
OG0000859	Syap.g_00613	Praz.g_00882
OG0000860	Syap.g_00623	Praz.g_00875
OG0000861	Syap.g_02789	Praz.g_00874
OG0000862	Syap.g_01789	Praz.g_00873
OG0000863	Syap.g_01784	Praz.g_00871
OG0000864	Syap.g_01783	Praz.g_00870
OG0000865	Syap.g_01781, Syap.g_01782	Praz.g_00869
OG0000866	Syap.g_01780	Praz.g_00868
OG0000867	Syap.g_01779	Praz.g_00867
OG0000868	Syap.g_01775	Praz.g_00866
OG0000869	Syap.g_01770	Praz.g_00862
OG0000870	Syap.g_01401	Praz.g_00857
OG0000871	Syap.g_01400	Praz.g_00856
OG0000872	Syap.g_01394	Praz.g_00855
OG0000873	Syap.g_01390	Praz.g_00852
OG0000874	Syap.g_01388	Praz.g_00849
OG0000875	Syap.g_01386	Praz.g_00848
OG0000876	Syap.g_00822	Praz.g_00847
OG0000877	Syap.g_01380	Praz.g_00845
OG0000878	Syap.g_01378	Praz.g_00844
OG0000879	Syap.g_01377	Praz.g_00843
OG0000880	Syap.g_01376	Praz.g_00842
OG0000882	Syap.g_01516	Praz.g_00833
OG0000883	Syap.g_01511	Praz.g_00831
OG0000884	Syap.g_01509	Praz.g_00830
OG0000885	Syap.g_01508	Praz.g_00829
OG0000886	Syap.g_01507	Praz.g_00828
OG0000887	Syap.g_01506	Praz.g_00827
OG0000888	Syap.g_01504	Praz.g_00825
OG0000889	Syap.g_01502	Praz.g_00823
OG0000890	Syap.g_01499	Praz.g_00822
OG0000891	Syap.g_01498	Praz.g_00821
OG0000892	Syap.g_02671	Praz.g_00340
OG0000893	Syap.g_02497	Praz.g_00335
OG0000894	Syap.g_02679	Praz.g_00333
OG0000895	Syap.g_00546	Praz.g_00330
OG0000896	Syap.g_00545	Praz.g_00329
OG0000897	Syap.g_00543	Praz.g_00327
OG0000898	Syap.g_00542	Praz.g_00326
OG0000899	Syap.g_00541	Praz.g_00325
OG0000900	Syap.g_00540	Praz.g_00324
OG0000901	Syap.g_01930	Praz.g_00321
OG0000902	Syap.g_01929	Praz.g_00319
OG0000903	Syap.g_01916	Praz.g_00316
OG0000904	Syap.g_01922	Praz.g_00314
OG0000905	Syap.g_01925	Praz.g_00309
OG0000906	Syap.g_01927	Praz.g_00308
OG0000907	Syap.g_01914	Praz.g_00305
OG0000908	Syap.g_01235	Praz.g_00302
OG0000909	Syap.g_01236	Praz.g_00301
OG0000910	Syap.g_01237	Praz.g_00300
OG0000911	Syap.g_00511	Praz.g_00298
OG0000912	Syap.g_00510	Praz.g_00297
OG0000913	Syap.g_00509	Praz.g_00296
OG0000914	Syap.g_00508	Praz.g_00295
OG0000915	Syap.g_00506	Praz.g_00294
OG0000916	Syap.g_00505	Praz.g_00293
OG0000917	Syap.g_00504	Praz.g_00292
OG0000918	Syap.g_00503	Praz.g_00291
OG0000919	Syap.g_00502	Praz.g_00290
OG0000920	Syap.g_00501	Praz.g_00289
OG0000921	Syap.g_00500	Praz.g_00288
OG0000922	Syap.g_00499	Praz.g_00287
OG0000923	Syap.g_00495	Praz.g_00283
OG0000924	Syap.g_00494	Praz.g_00282
OG0000925	Syap.g_00493	Praz.g_00281
OG0000926	Syap.g_00492	Praz.g_00280
OG0000927	Syap.g_00490	Praz.g_00278
OG0000928	Syap.g_00489	Praz.g_00277
OG0000929	Syap.g_00488	Praz.g_00276
OG0000930	Syap.g_00487	Praz.g_00275
OG0000931	Syap.g_00486	Praz.g_00274
OG0000932	Syap.g_00485	Praz.g_00273
OG0000933	Syap.g_00479	Praz.g_00269
OG0000934	Syap.g_00477	Praz.g_00267
OG0000935	Syap.g_00476	Praz.g_00266
OG0000936	Syap.g_00475	Praz.g_00265
OG0000937	Syap.g_00474	Praz.g_00264
OG0000938	Syap.g_00471	Praz.g_00262
OG0000939	Syap.g_00469	Praz.g_00261
OG0000940	Syap.g_00460	Praz.g_00254
OG0000941	Syap.g_00458	Praz.g_00252
OG0000942	Syap.g_00606	Praz.g_00250
OG0000943	Syap.g_00604	Praz.g_00249
OG0000944	Syap.g_00602	Praz.g_00248
OG0000945	Syap.g_00601	Praz.g_00247
OG0000946	Syap.g_00595	Praz.g_00242
OG0000947	Syap.g_00591	Praz.g_00240
OG0000948	Syap.g_00590	Praz.g_00239
OG0000949	Syap.g_01051	Praz.g_00236
OG0000950	Syap.g_01061	Praz.g_00231
OG0000951	Syap.g_01070	Praz.g_00227
OG0000952	Syap.g_01074	Praz.g_00223
OG0000953	Syap.g_01078	Praz.g_00220
OG0000954	Syap.g_01089	Praz.g_00216
OG0000955	Syap.g_01090	Praz.g_00215
OG0000956	Syap.g_01092	Praz.g_00213
OG0000957	Syap.g_01109	Praz.g_00207
OG0000958	Syap.g_01110	Praz.g_00206
OG0000959	Syap.g_01114	Praz.g_00202
OG0000960	Syap.g_01115	Praz.g_00201
OG0000961	Syap.g_02170	Praz.g_00199
OG0000962	Syap.g_01121	Praz.g_00197
OG0000963	Syap.g_01124	Praz.g_00193
OG0000964	Syap.g_01125	Praz.g_00192
OG0000965	Syap.g_01126	Praz.g_00191
OG0000966	Syap.g_01141	Praz.g_00184
OG0000967	Syap.g_00633	Praz.g_00179
OG0000968	Syap.g_00998	Praz.g_00177
OG0000969	Syap.g_00996	Praz.g_00176
OG0000970	Syap.g_00995	Praz.g_00175
OG0000971	Syap.g_00993	Praz.g_00174
OG0000972	Syap.g_00992	Praz.g_00173
OG0000973	Syap.g_00991	Praz.g_00172
OG0000974	Syap.g_00990	Praz.g_00171
OG0000975	Syap.g_00989	Praz.g_00170
OG0000976	Syap.g_00988	Praz.g_00169
OG0000977	Syap.g_00986	Praz.g_00168
OG0000978	Syap.g_00985	Praz.g_00167
OG0000979	Syap.g_00980	Praz.g_00164
OG0000980	Syap.g_00977	Praz.g_00162
OG0000981	Syap.g_01812	Praz.g_00160
OG0000982	Syap.g_00132	Praz.g_00158
OG0000983	Syap.g_00134	Praz.g_00157
OG0000984	Syap.g_00135	Praz.g_00156
OG0000985	Syap.g_00140	Praz.g_00153
OG0000986	Syap.g_01044	Praz.g_00151
OG0000987	Syap.g_01033	Praz.g_00150
OG0000988	Syap.g_01027	Praz.g_00147
OG0000989	Syap.g_01011	Praz.g_00143
OG0000990	Syap.g_02087	Praz.g_00140
OG0000991	Syap.g_02091	Praz.g_00139
OG0000992	Syap.g_02095	Praz.g_00137
OG0000993	Syap.g_02097	Praz.g_00136
OG0000994	Syap.g_02101	Praz.g_00135
OG0000996	Syap.g_01817	Praz.g_00130
OG0000997	Syap.g_02590	Praz.g_00129
OG0000998	Syap.g_02591	Praz.g_00127
OG0000999	Syap.g_02592	Praz.g_00126
OG0001001	Syap.g_02605	Praz.g_00121
OG0001002	Syap.g_00124	Praz.g_00117
OG0001003	Syap.g_02310	Praz.g_00357
OG0001004	Syap.g_02311	Praz.g_00358
OG0001005	Syap.g_02312	Praz.g_00359
OG0001006	Syap.g_00053	Praz.g_00363
OG0001007	Syap.g_00055	Praz.g_00365
OG0001008	Syap.g_02060	Praz.g_01891
OG0001012	Syap.g_00371	Praz.g_00409
OG0001013	Syap.g_01325	Praz.g_00414
OG0001016	Syap.g_01695	Praz.g_00433
OG0001033	Syap.g_00105	Praz.g_00568
OG0001035	Syap.g_01594	Praz.g_00614
OG0001038	Syap.g_01362	Praz.g_00636
OG0001039	Syap.g_01359	Praz.g_00639
OG0001040	Syap.g_01356	Praz.g_00641
OG0001041	Syap.g_01352	Praz.g_00645
OG0001043	Syap.g_01676	Praz.g_00662
OG0001044	Syap.g_00571	Praz.g_00690
OG0001053	Syap.g_02253	Praz.g_01845
OG0001054	Syap.g_00274	Praz.g_01830
OG0001055	Syap.g_00252	Praz.g_01811
OG0001059	Syap.g_00306	Praz.g_01775
OG0001060	Syap.g_00299	Praz.g_01768
OG0001061	Syap.g_01309	Praz.g_01755
OG0001062	Syap.g_01314	Praz.g_01753
OG0001072	Syap.g_00441	Praz.g_01740
OG0001073	Syap.g_00122, Syap.g_00455	Praz.g_01726
OG0001078	Syap.g_00896	Praz.g_01694
OG0001080	Syap.g_02505	Praz.g_01677
OG0001085	Syap.g_01953	Praz.g_01660
OG0001094	Syap.g_00187	Praz.g_01518
OG0001095	Syap.g_02725	Praz.g_01499
OG0001096	Syap.g_02709	Praz.g_01486
OG0001100	Syap.g_02369	Praz.g_01416
OG0001102	Syap.g_01258	Praz.g_01411
OG0001103	Syap.g_01256	Praz.g_01409
OG0001104	Syap.g_00171	Praz.g_01387
OG0001105	Syap.g_00175	Praz.g_01383
OG0001107	Syap.g_02015	Praz.g_01352
OG0001108	Syap.g_00119	Praz.g_01348
OG0001122	Syap.g_02766	Praz.g_01305
OG0001123	Syap.g_01872	Praz.g_01301
OG0001133	Syap.g_01292	Praz.g_00040
OG0001136	Syap.g_00230	Praz.g_00758
OG0001137	Syap.g_00213	Praz.g_00746
OG0001140	Syap.g_02134	Praz.g_00726
OG0001152	Syap.g_02447	Praz.g_01123
OG0001154	Syap.g_00013	Praz.g_01008
OG0001155	Syap.g_00750	Praz.g_00996
OG0001160	Syap.g_01217	Praz.g_00966
OG0001162	Syap.g_02366	Praz.g_00942
OG0001163	Syap.g_00609	Praz.g_00885
OG0001164	Syap.g_00614	Praz.g_00881
OG0001165	Syap.g_00619	Praz.g_00878
OG0001168	Syap.g_01372	Praz.g_00839
OG0001171	Syap.g_01505	Praz.g_00826
OG0001172	Syap.g_00547	Praz.g_00332
OG0001177	Syap.g_01920	Praz.g_00312
OG0001178	Syap.g_01786, Syap.g_01787	Praz.g_00307
OG0001179	Syap.g_00491	Praz.g_00279
OG0001180	Syap.g_00097, Syap.g_00465	Praz.g_00257
OG0001181	Syap.g_00459	Praz.g_00253
OG0001183	Syap.g_00594	Praz.g_00241
OG0001185	Syap.g_01104	Praz.g_00211
OG0001186	Syap.g_01140	Praz.g_00187
OG0001187	Syap.g_01142	Praz.g_00183
OG0001188	Syap.g_00634	Praz.g_00180
OG0001189	Syap.g_00979	Praz.g_00163
OG0001191	Syap.g_01030	Praz.g_00149
OG0001192	Syap.g_01021	Praz.g_00144
OG0001197	Syap.g_00126	Praz.g_00118
OG0001198	Syap.g_00052	Praz.g_00362
OG0001199	Syap.g_01696	Praz.g_00434
OG0001200	Syap.g_01698	Praz.g_00436
OG0001202	Syap.g_01613	Praz.g_00559
OG0001203	Syap.g_01154	Praz.g_00598
OG0001204	Syap.g_01577	Praz.g_00603
OG0001214	Syap.g_00897	Praz.g_01693
OG0001217	Syap.g_01464	Praz.g_01567
OG0001218	Syap.g_00020	Praz.g_01560
OG0001219	Syap.g_02794	Praz.g_01523
OG0001221	Syap.g_01777	Praz.g_01397
OG0001222	Syap.g_02027	Praz.g_01358
OG0001224	Syap.g_01551	Praz.g_01280
OG0001225	Syap.g_01553	Praz.g_00064
OG0001226	Syap.g_02551	Praz.g_00090
OG0001228	Syap.g_01063	Praz.g_00709
OG0001229	Syap.g_00827	Praz.g_01141
OG0001230	Syap.g_02116	Praz.g_01049
OG0001231	Syap.g_00073	Praz.g_00944
OG0001232	Syap.g_01393	Praz.g_00854
OG0001235	Syap.g_01924	Praz.g_00310
OG0001236	Syap.g_01069	Praz.g_00228
OG0001237	Syap.g_01073	Praz.g_00224
OG0001238	Syap.g_01028	Praz.g_00148
OG0001239	Syap.g_01693, Syap.g_01692	Praz.g_00431
OG0001242	Syap.g_02227, Syap.g_02229	Praz.g_00479
OG0001243	Syap.g_02219	Praz.g_00485
OG0001244	Syap.g_02192	Praz.g_00501
OG0001246	Syap.g_01165, Syap.g_00267	Praz.g_01824
OG0001248	Syap.g_00423	Praz.g_01645
OG0001249	Syap.g_00575	Praz.g_01534
OG0001250	Syap.g_01836	Praz.g_01471
OG0001251	Syap.g_01549, Syap.g_01727	Praz.g_01423
OG0001253	Syap.g_01969	Praz.g_00109
OG0001255	Syap.g_02523	Praz.g_00008
OG0001256	Syap.g_01225	Praz.g_00951
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Praz.g_00945
OG0001258	Syap.g_00617	Praz.g_00880
OG0001260	Syap.g_01497	Praz.g_00820
OG0001261	Syap.g_00482	Praz.g_00271
OG0001262	Syap.g_00981	Praz.g_00165
OG0001263	Syap.g_02216	Praz.g_00488
OG0001265	Syap.g_02231	Praz.g_00478
OG0001266	Syap.g_01618	Praz.g_00563
OG0001267	Syap.g_01360	Praz.g_00638
OG0001268	Syap.g_00563	Praz.g_00341
OG0001270	Syap.g_02056	Praz.g_01894
OG0001271	Syap.g_02759	Praz.g_01856
OG0001272	Syap.g_02250	Praz.g_01842
OG0001274	Syap.g_01897	Praz.g_01627
OG0001275	Syap.g_02694	Praz.g_01322
OG0001276	Syap.g_01873	Praz.g_01302
OG0001277	Syap.g_01293	Praz.g_00098
OG0001278	Syap.g_02438	Praz.g_00704
OG0001279	Syap.g_02663	Praz.g_01236
OG0001282	Syap.g_01701	Praz.g_01138
OG0001284	Syap.g_00047	Praz.g_00971
OG0001286	Syap.g_00467	Praz.g_00259
OG0001287	Syap.g_00418	Praz.g_00203
OG0001288	Syap.g_01123	Praz.g_00194
OG0001289	Syap.g_02365	Praz.g_00447
OG0001291	Syap.g_02207	Praz.g_00495
OG0001292	Syap.g_01583	Praz.g_00608
OG0001297	Syap.g_00255	Praz.g_01814
OG0001299	Syap.g_01959	Praz.g_01664
OG0001303	Syap.g_02795	Praz.g_01318
OG0001304	Syap.g_00536	Praz.g_01291
OG0001305	Syap.g_01562	Praz.g_00070
OG0001306	Syap.g_00245	Praz.g_00006
OG0001307	Syap.g_00403	Praz.g_01156
OG0001308	Syap.g_02751, Syap.g_02750	Praz.g_01031
OG0001310	Syap.g_01774	Praz.g_00865
OG0001311	Syap.g_01871	Praz.g_01300
OG0001312	Syap.g_01735	Praz.g_01369
OG0001314	Syap.g_00330, Syap.g_00391	Praz.g_01575
OG0001315	Syap.g_00596	Praz.g_00422
OG0001318	Syap.g_01596, Syap.g_01597	Praz.g_00616
OG0001319	Syap.g_02338	Praz.g_00631
OG0001323	Syap.g_00757	Praz.g_01809
OG0001326	Syap.g_02646	Praz.g_01435
OG0001332	Syap.g_01548	Praz.g_00998
OG0001333	Syap.g_01373	Praz.g_00840
OG0001336	Syap.g_02602	Praz.g_00122
OG0001345	Syap.g_01877, Syap.g_02776	Praz.g_00735
OG0001346	Syap.g_01484	Praz.g_01179
OG0001351	Syap.g_01996	Praz.g_01874
OG0001353	Syap.g_01849	Praz.g_01480
OG0001358	Syap.g_00942	Praz.g_01710
OG0001360	Syap.g_01881, Syap.g_02778	Praz.g_00110
OG0001361	Syap.g_01792	Praz.g_00738
OG0001364	Syap.g_01052	Praz.g_00235
OG0001365	Syap.g_00138	Praz.g_00155
OG0001371	Syap.g_02544, Syap.g_02545	Praz.g_01651
OG0001373	Syap.g_02647	Praz.g_01436
OG0001374	Syap.g_01829, Syap.g_01830	Praz.g_01428
OG0001376	Syap.g_01991	Praz.g_00076
OG0001377	Syap.g_01992	Praz.g_00077
OG0001378	Syap.g_02055	Praz.g_00061
OG0001379	Syap.g_01474	Praz.g_01186
