Orthogroup	Syap	Pray
OG0000587	Syap.g_01523	Pray.g_01149
OG0000588	Syap.g_00776	Pray.g_01145
OG0000589	Syap.g_00941	Pray.g_01142
OG0000590	Syap.g_00940	Pray.g_01141
OG0000591	Syap.g_01289	Pray.g_01138
OG0000592	Syap.g_01288	Pray.g_01137
OG0000593	Syap.g_00890	Pray.g_01131
OG0000594	Syap.g_00891	Pray.g_01130
OG0000595	Syap.g_00892	Pray.g_01129
OG0000596	Syap.g_00898	Pray.g_01125
OG0000597	Syap.g_00903	Pray.g_01123
OG0000598	Syap.g_00904	Pray.g_01122
OG0000599	Syap.g_00908	Pray.g_01119
OG0000600	Syap.g_00909	Pray.g_01118
OG0000601	Syap.g_00910	Pray.g_01117
OG0000602	Syap.g_00640	Pray.g_01115
OG0000603	Syap.g_00641	Pray.g_01114
OG0000604	Syap.g_02769	Pray.g_01113
OG0000605	Syap.g_02501, Syap.g_02771	Pray.g_01112
OG0000606	Syap.g_02506	Pray.g_01109
OG0000607	Syap.g_00093	Pray.g_01106
OG0000608	Syap.g_00094	Pray.g_01105
OG0000609	Syap.g_00096	Pray.g_01104
OG0000610	Syap.g_01963	Pray.g_01099
OG0000611	Syap.g_01958	Pray.g_01096
OG0000612	Syap.g_01957	Pray.g_01095
OG0000613	Syap.g_02480	Pray.g_01090
OG0000615	Syap.g_00154	Pray.g_01063
OG0000616	Syap.g_00127	Pray.g_01059
OG0000617	Syap.g_00513	Pray.g_01034
OG0000618	Syap.g_00514	Pray.g_01033
OG0000619	Syap.g_00515	Pray.g_01032
OG0000620	Syap.g_00520	Pray.g_01029
OG0000621	Syap.g_00521	Pray.g_01028
OG0000622	Syap.g_00523	Pray.g_01027
OG0000623	Syap.g_00526	Pray.g_01026
OG0000624	Syap.g_00527	Pray.g_01025
OG0000625	Syap.g_00528	Pray.g_00269
OG0000626	Syap.g_00529	Pray.g_00270
OG0000627	Syap.g_00848	Pray.g_00271
OG0000628	Syap.g_00850	Pray.g_00272
OG0000629	Syap.g_02334	Pray.g_00273
OG0000630	Syap.g_02793	Pray.g_00276
OG0000631	Syap.g_01724	Pray.g_00339
OG0000632	Syap.g_01725	Pray.g_00340
OG0000633	Syap.g_01726	Pray.g_00341
OG0000634	Syap.g_00190	Pray.g_00344
OG0000635	Syap.g_00191	Pray.g_00345
OG0000636	Syap.g_00193	Pray.g_00347
OG0000637	Syap.g_00195	Pray.g_00349
OG0000638	Syap.g_00196	Pray.g_00350
OG0000639	Syap.g_00197	Pray.g_00351
OG0000640	Syap.g_00198	Pray.g_00352
OG0000641	Syap.g_00203	Pray.g_00356
OG0000642	Syap.g_02732	Pray.g_00357
OG0000643	Syap.g_02731	Pray.g_00358
OG0000644	Syap.g_02730	Pray.g_00359
OG0000645	Syap.g_02726	Pray.g_00360
OG0000646	Syap.g_02723	Pray.g_00362
OG0000647	Syap.g_02721	Pray.g_00363
OG0000648	Syap.g_02719	Pray.g_00365
OG0000649	Syap.g_02718	Pray.g_00366
OG0000650	Syap.g_02717	Pray.g_00367
OG0000651	Syap.g_02716	Pray.g_00368
OG0000652	Syap.g_02715	Pray.g_00369
OG0000653	Syap.g_02713	Pray.g_00371
OG0000654	Syap.g_02711	Pray.g_00372
OG0000655	Syap.g_02710	Pray.g_00373
OG0000656	Syap.g_02706	Pray.g_00376
OG0000657	Syap.g_01845	Pray.g_00384
OG0000658	Syap.g_01841	Pray.g_00385
OG0000659	Syap.g_01840	Pray.g_00386
OG0000660	Syap.g_01835	Pray.g_00390
OG0000662	Syap.g_00823	Pray.g_00394
OG0000663	Syap.g_00826	Pray.g_00396
OG0000664	Syap.g_00828	Pray.g_00397
OG0000665	Syap.g_02331	Pray.g_00401
OG0000666	Syap.g_01573	Pray.g_00402
OG0000667	Syap.g_01979	Pray.g_00406
OG0000668	Syap.g_02765	Pray.g_00436
OG0000669	Syap.g_02371	Pray.g_00443
OG0000670	Syap.g_02368	Pray.g_00445
OG0000671	Syap.g_01260	Pray.g_00447
OG0000672	Syap.g_01257	Pray.g_00450
OG0000673	Syap.g_01253	Pray.g_00453
OG0000674	Syap.g_01251	Pray.g_00455
OG0000675	Syap.g_01250	Pray.g_00456
OG0000676	Syap.g_01248	Pray.g_00458
OG0000677	Syap.g_01246	Pray.g_00459
OG0000678	Syap.g_01239	Pray.g_00461
OG0000679	Syap.g_00157	Pray.g_00465
OG0000680	Syap.g_00158	Pray.g_00466
OG0000681	Syap.g_00163	Pray.g_00469
OG0000682	Syap.g_00165	Pray.g_00470
OG0000683	Syap.g_00166	Pray.g_00471
OG0000684	Syap.g_00169	Pray.g_00473
OG0000685	Syap.g_00172	Pray.g_00475
OG0000686	Syap.g_00173	Pray.g_00476
OG0000687	Syap.g_00174	Pray.g_00477
OG0000688	Syap.g_00178	Pray.g_00480
OG0000689	Syap.g_00180	Pray.g_00481
OG0000690	Syap.g_00181	Pray.g_00482
OG0000691	Syap.g_00182	Pray.g_00483
OG0000692	Syap.g_00184	Pray.g_00485
OG0000693	Syap.g_00185	Pray.g_00486
OG0000694	Syap.g_00186	Pray.g_00487
OG0000695	Syap.g_01729	Pray.g_00489
OG0000696	Syap.g_01730	Pray.g_00490
OG0000697	Syap.g_01734	Pray.g_00491
OG0000698	Syap.g_01737	Pray.g_00494
OG0000699	Syap.g_01738	Pray.g_00495
OG0000700	Syap.g_01739	Pray.g_00496
OG0000701	Syap.g_01740	Pray.g_00497
OG0000702	Syap.g_01747	Pray.g_00499
OG0000703	Syap.g_01750	Pray.g_00500
OG0000704	Syap.g_01753	Pray.g_00501
OG0000705	Syap.g_02022	Pray.g_00505
OG0000706	Syap.g_02020	Pray.g_00506
OG0000707	Syap.g_02019	Pray.g_00507
OG0000708	Syap.g_02016	Pray.g_00508
OG0000709	Syap.g_00121	Pray.g_00512
OG0000711	Syap.g_02686	Pray.g_00532
OG0000712	Syap.g_02688	Pray.g_00534
OG0000713	Syap.g_02689	Pray.g_00535
OG0000714	Syap.g_02691	Pray.g_00536
OG0000715	Syap.g_02693	Pray.g_00538
OG0000716	Syap.g_02696	Pray.g_00540
OG0000717	Syap.g_02697	Pray.g_00541
OG0000718	Syap.g_02701	Pray.g_00553
OG0000719	Syap.g_02767	Pray.g_00555
OG0000720	Syap.g_02780	Pray.g_00564
OG0000721	Syap.g_02782	Pray.g_00566
OG0000722	Syap.g_02783	Pray.g_00567
OG0000723	Syap.g_00532	Pray.g_00570
OG0000725	Syap.g_01559	Pray.g_00585
OG0000726	Syap.g_01560	Pray.g_00586
OG0000727	Syap.g_01561	Pray.g_00587
OG0000728	Syap.g_01564	Pray.g_00589
OG0000729	Syap.g_01122	Pray.g_00634
OG0000730	Syap.g_00572	Pray.g_00132
OG0000731	Syap.g_00560	Pray.g_00128
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Pray.g_00118
OG0000733	Syap.g_01971	Pray.g_00096
OG0000734	Syap.g_02628	Pray.g_00079
OG0000735	Syap.g_00244	Pray.g_00077
OG0000736	Syap.g_00243	Pray.g_00076
OG0000737	Syap.g_00242	Pray.g_00075
OG0000738	Syap.g_00236	Pray.g_00071
OG0000739	Syap.g_00235	Pray.g_00070
OG0000740	Syap.g_00234	Pray.g_00069
OG0000741	Syap.g_00231	Pray.g_00068
OG0000742	Syap.g_00229	Pray.g_00065
OG0000743	Syap.g_00226	Pray.g_00063
OG0000744	Syap.g_00225	Pray.g_00062
OG0000745	Syap.g_00222	Pray.g_00060
OG0000746	Syap.g_00220	Pray.g_00058
OG0000747	Syap.g_00219	Pray.g_00057
OG0000748	Syap.g_00212	Pray.g_00054
OG0000749	Syap.g_00211	Pray.g_00053
OG0000750	Syap.g_00210	Pray.g_00052
OG0000751	Syap.g_00205	Pray.g_00050
OG0000752	Syap.g_01793	Pray.g_00048
OG0000753	Syap.g_02775	Pray.g_00045
OG0000754	Syap.g_01883	Pray.g_00042
OG0000755	Syap.g_01893	Pray.g_00039
OG0000757	Syap.g_00427	Pray.g_00032
OG0000758	Syap.g_00428	Pray.g_00031
OG0000759	Syap.g_00429	Pray.g_00030
OG0000760	Syap.g_00430	Pray.g_00029
OG0000761	Syap.g_00431	Pray.g_00028
OG0000762	Syap.g_00434	Pray.g_00027
OG0000763	Syap.g_02624	Pray.g_00025
OG0000764	Syap.g_02623	Pray.g_00024
OG0000765	Syap.g_02440	Pray.g_00015
OG0000766	Syap.g_02439	Pray.g_00014
OG0000767	Syap.g_02437	Pray.g_00012
OG0000768	Syap.g_02436	Pray.g_00011
OG0000769	Syap.g_02434	Pray.g_00009
OG0000770	Syap.g_02431	Pray.g_00007
OG0000772	Syap.g_02295	Pray.g_01895
OG0000773	Syap.g_00885	Pray.g_01879
OG0000774	Syap.g_01473	Pray.g_01877
OG0000775	Syap.g_01475	Pray.g_01875
OG0000776	Syap.g_01476	Pray.g_01874
OG0000777	Syap.g_01478	Pray.g_01873
OG0000778	Syap.g_01479	Pray.g_01872
OG0000779	Syap.g_01494	Pray.g_01868
OG0000780	Syap.g_01496	Pray.g_01867
OG0000781	Syap.g_02609	Pray.g_01864
OG0000782	Syap.g_02611	Pray.g_01863
OG0000783	Syap.g_02612	Pray.g_01862
OG0000784	Syap.g_02613	Pray.g_01861
OG0000785	Syap.g_02281	Pray.g_01859
OG0000786	Syap.g_02287	Pray.g_01857
OG0000787	Syap.g_02288	Pray.g_01856
OG0000788	Syap.g_01932	Pray.g_01842
OG0000789	Syap.g_00372	Pray.g_01839
OG0000791	Syap.g_02520	Pray.g_01822
OG0000792	Syap.g_02519	Pray.g_01821
OG0000793	Syap.g_02141	Pray.g_01818
OG0000794	Syap.g_02200	Pray.g_01817
OG0000795	Syap.g_02199	Pray.g_01816
OG0000796	Syap.g_02448	Pray.g_01812
OG0000797	Syap.g_02449	Pray.g_01811
OG0000798	Syap.g_01269	Pray.g_01799
OG0000799	Syap.g_02488	Pray.g_01740
OG0000800	Syap.g_02487	Pray.g_01739
OG0000801	Syap.g_02486	Pray.g_01738
OG0000802	Syap.g_02659	Pray.g_01736
OG0000803	Syap.g_02109	Pray.g_01734
OG0000804	Syap.g_02113	Pray.g_01733
OG0000805	Syap.g_02115	Pray.g_01731
OG0000806	Syap.g_02117	Pray.g_01729
OG0000807	Syap.g_02118	Pray.g_01728
OG0000808	Syap.g_02119	Pray.g_01727
OG0000809	Syap.g_02122	Pray.g_01724
OG0000810	Syap.g_02124	Pray.g_01723
OG0000811	Syap.g_02472	Pray.g_01719
OG0000812	Syap.g_02474	Pray.g_01717
OG0000813	Syap.g_02475	Pray.g_01716
OG0000814	Syap.g_02753	Pray.g_01714
OG0000815	Syap.g_02752	Pray.g_01713
OG0000816	Syap.g_02289	Pray.g_01711
OG0000817	Syap.g_02527	Pray.g_01710
OG0000818	Syap.g_02001	Pray.g_01705
OG0000819	Syap.g_02002	Pray.g_01704
OG0000820	Syap.g_02003	Pray.g_01703
OG0000821	Syap.g_02009	Pray.g_01699
OG0000822	Syap.g_02011	Pray.g_01698
OG0000824	Syap.g_00008	Pray.g_01694
OG0000825	Syap.g_00009	Pray.g_01693
OG0000826	Syap.g_00010	Pray.g_01692
OG0000827	Syap.g_00011	Pray.g_01691
OG0000828	Syap.g_00014	Pray.g_01688
OG0000829	Syap.g_00015	Pray.g_01687
OG0000830	Syap.g_00016	Pray.g_01686
OG0000831	Syap.g_00019	Pray.g_01684
OG0000832	Syap.g_00752	Pray.g_01678
OG0000833	Syap.g_00021	Pray.g_01670
OG0000834	Syap.g_00023	Pray.g_01669
OG0000835	Syap.g_00024	Pray.g_01668
OG0000836	Syap.g_00026	Pray.g_01667
OG0000837	Syap.g_00027	Pray.g_01666
OG0000838	Syap.g_00031	Pray.g_01664
OG0000839	Syap.g_00032	Pray.g_01663
OG0000840	Syap.g_00033	Pray.g_01662
OG0000841	Syap.g_00034	Pray.g_01661
OG0000842	Syap.g_00035	Pray.g_01660
OG0000843	Syap.g_00036	Pray.g_01659
OG0000844	Syap.g_00039	Pray.g_01658
OG0000845	Syap.g_00040	Pray.g_01657
OG0000846	Syap.g_00042	Pray.g_01656
OG0000847	Syap.g_00043	Pray.g_01655
OG0000848	Syap.g_00045	Pray.g_01654
OG0000849	Syap.g_00046	Pray.g_01653
OG0000850	Syap.g_00310	Pray.g_01651
OG0000851	Syap.g_01214	Pray.g_01650
OG0000852	Syap.g_01215	Pray.g_01649
OG0000853	Syap.g_01219	Pray.g_01645
OG0000854	Syap.g_01222	Pray.g_01643
OG0000855	Syap.g_01223	Pray.g_01642
OG0000856	Syap.g_01286	Pray.g_01627
OG0000857	Syap.g_02722	Pray.g_01600
OG0000858	Syap.g_00612	Pray.g_01565
OG0000859	Syap.g_00613	Pray.g_01564
OG0000860	Syap.g_00623	Pray.g_01557
OG0000861	Syap.g_02789	Pray.g_01556
OG0000862	Syap.g_01789	Pray.g_01555
OG0000863	Syap.g_01784	Pray.g_01553
OG0000864	Syap.g_01783	Pray.g_01552
OG0000865	Syap.g_01781, Syap.g_01782	Pray.g_01551
OG0000866	Syap.g_01780	Pray.g_01550
OG0000867	Syap.g_01779	Pray.g_01549
OG0000868	Syap.g_01775	Pray.g_01548
OG0000869	Syap.g_01770	Pray.g_01544
OG0000870	Syap.g_01401	Pray.g_01539
OG0000871	Syap.g_01400	Pray.g_01538
OG0000872	Syap.g_01394	Pray.g_01537
OG0000873	Syap.g_01390	Pray.g_01534
OG0000874	Syap.g_01388	Pray.g_01531
OG0000875	Syap.g_01386	Pray.g_01530
OG0000876	Syap.g_00822	Pray.g_01529
OG0000877	Syap.g_01380	Pray.g_01527
OG0000878	Syap.g_01378	Pray.g_01526
OG0000879	Syap.g_01377	Pray.g_01525
OG0000880	Syap.g_01376	Pray.g_01524
OG0000882	Syap.g_01516	Pray.g_01515
OG0000883	Syap.g_01511	Pray.g_01513
OG0000884	Syap.g_01509	Pray.g_01512
OG0000885	Syap.g_01508	Pray.g_01511
OG0000886	Syap.g_01507	Pray.g_01510
OG0000887	Syap.g_01506	Pray.g_01509
OG0000888	Syap.g_01504	Pray.g_01507
OG0000889	Syap.g_01502	Pray.g_01505
OG0000890	Syap.g_01499	Pray.g_01504
OG0000891	Syap.g_01498	Pray.g_01503
OG0000892	Syap.g_02671	Pray.g_01229
OG0000893	Syap.g_02497	Pray.g_01234
OG0000894	Syap.g_02679	Pray.g_01236
OG0000895	Syap.g_00546	Pray.g_01239
OG0000896	Syap.g_00545	Pray.g_01240
OG0000897	Syap.g_00543	Pray.g_01242
OG0000898	Syap.g_00542	Pray.g_01243
OG0000899	Syap.g_00541	Pray.g_01244
OG0000900	Syap.g_00540	Pray.g_01245
OG0000901	Syap.g_01930	Pray.g_01248
OG0000902	Syap.g_01929	Pray.g_01250
OG0000903	Syap.g_01916	Pray.g_01253
OG0000904	Syap.g_01922	Pray.g_01255
OG0000905	Syap.g_01925	Pray.g_01260
OG0000906	Syap.g_01927	Pray.g_01261
OG0000907	Syap.g_01914	Pray.g_01264
OG0000908	Syap.g_01235	Pray.g_01267
OG0000909	Syap.g_01236	Pray.g_01268
OG0000910	Syap.g_01237	Pray.g_01269
OG0000911	Syap.g_00511	Pray.g_01271
OG0000912	Syap.g_00510	Pray.g_01272
OG0000913	Syap.g_00509	Pray.g_01273
OG0000914	Syap.g_00508	Pray.g_01274
OG0000915	Syap.g_00506	Pray.g_01275
OG0000916	Syap.g_00505	Pray.g_01276
OG0000917	Syap.g_00504	Pray.g_01277
OG0000918	Syap.g_00503	Pray.g_01278
OG0000919	Syap.g_00502	Pray.g_01279
OG0000920	Syap.g_00501	Pray.g_01280
OG0000921	Syap.g_00500	Pray.g_01281
OG0000922	Syap.g_00499	Pray.g_01282
OG0000923	Syap.g_00495	Pray.g_01286
OG0000924	Syap.g_00494	Pray.g_01287
OG0000925	Syap.g_00493	Pray.g_01288
OG0000926	Syap.g_00492	Pray.g_01289
OG0000927	Syap.g_00490	Pray.g_01291
OG0000928	Syap.g_00489	Pray.g_01292
OG0000929	Syap.g_00488	Pray.g_01293
OG0000930	Syap.g_00487	Pray.g_01294
OG0000931	Syap.g_00486	Pray.g_01295
OG0000932	Syap.g_00485	Pray.g_01296
OG0000933	Syap.g_00479	Pray.g_01300
OG0000934	Syap.g_00477	Pray.g_01302
OG0000935	Syap.g_00476	Pray.g_01303
OG0000936	Syap.g_00475	Pray.g_01304
OG0000937	Syap.g_00474	Pray.g_01305
OG0000938	Syap.g_00471	Pray.g_01307
OG0000939	Syap.g_00469	Pray.g_01308
OG0000940	Syap.g_00460	Pray.g_01315
OG0000941	Syap.g_00458	Pray.g_01317
OG0000942	Syap.g_00606	Pray.g_01319
OG0000943	Syap.g_00604	Pray.g_01320
OG0000944	Syap.g_00602	Pray.g_01321
OG0000945	Syap.g_00601	Pray.g_01322
OG0000946	Syap.g_00595	Pray.g_01327
OG0000947	Syap.g_00591	Pray.g_01329
OG0000948	Syap.g_00590	Pray.g_01330
OG0000949	Syap.g_01051	Pray.g_01333
OG0000950	Syap.g_01061	Pray.g_01338
OG0000951	Syap.g_01070	Pray.g_01342
OG0000952	Syap.g_01074	Pray.g_01346
OG0000953	Syap.g_01078	Pray.g_01349
OG0000954	Syap.g_01089	Pray.g_01353
OG0000955	Syap.g_01090	Pray.g_01354
OG0000956	Syap.g_01092	Pray.g_01356
OG0000957	Syap.g_01109	Pray.g_01362
OG0000958	Syap.g_01110	Pray.g_01363
OG0000959	Syap.g_01114	Pray.g_01367
OG0000960	Syap.g_01115	Pray.g_01368
OG0000961	Syap.g_02170	Pray.g_01370
OG0000962	Syap.g_01121	Pray.g_01372
OG0000963	Syap.g_01124	Pray.g_01376
OG0000964	Syap.g_01125	Pray.g_01377
OG0000965	Syap.g_01126	Pray.g_01378
OG0000966	Syap.g_01141	Pray.g_01385
OG0000967	Syap.g_00633	Pray.g_01390
OG0000968	Syap.g_00998	Pray.g_01392
OG0000969	Syap.g_00996	Pray.g_01393
OG0000970	Syap.g_00995	Pray.g_01394
OG0000971	Syap.g_00993	Pray.g_01395
OG0000972	Syap.g_00992	Pray.g_01396
OG0000973	Syap.g_00991	Pray.g_01397
OG0000974	Syap.g_00990	Pray.g_01398
OG0000975	Syap.g_00989	Pray.g_01399
OG0000976	Syap.g_00988	Pray.g_01400
OG0000977	Syap.g_00986	Pray.g_01401
OG0000978	Syap.g_00985	Pray.g_01402
OG0000979	Syap.g_00980	Pray.g_01405
OG0000980	Syap.g_00977	Pray.g_01407
OG0000981	Syap.g_01812	Pray.g_01409
OG0000982	Syap.g_00132	Pray.g_01411
OG0000983	Syap.g_00134	Pray.g_01412
OG0000984	Syap.g_00135	Pray.g_01413
OG0000985	Syap.g_00140	Pray.g_01416
OG0000986	Syap.g_01044	Pray.g_01418
OG0000987	Syap.g_01033	Pray.g_01419
OG0000988	Syap.g_01027	Pray.g_01422
OG0000989	Syap.g_01011	Pray.g_01426
OG0000990	Syap.g_02087	Pray.g_01429
OG0000991	Syap.g_02091	Pray.g_01430
OG0000992	Syap.g_02095	Pray.g_01432
OG0000993	Syap.g_02097	Pray.g_01433
OG0000994	Syap.g_02101	Pray.g_01434
OG0000996	Syap.g_01817	Pray.g_01439
OG0000997	Syap.g_02590	Pray.g_01440
OG0000998	Syap.g_02591	Pray.g_01442
OG0000999	Syap.g_02592	Pray.g_01443
OG0001001	Syap.g_02605	Pray.g_01448
OG0001002	Syap.g_00124	Pray.g_01452
OG0001003	Syap.g_02310	Pray.g_01453
OG0001004	Syap.g_02311	Pray.g_01454
OG0001005	Syap.g_02312	Pray.g_01455
OG0001006	Syap.g_00053	Pray.g_01459
OG0001007	Syap.g_00055	Pray.g_01461
OG0001008	Syap.g_02060	Pray.g_00927
OG0001012	Syap.g_00371	Pray.g_00240
OG0001013	Syap.g_01325	Pray.g_00235
OG0001016	Syap.g_01695	Pray.g_00216
OG0001033	Syap.g_00105	Pray.g_00689
OG0001035	Syap.g_01594	Pray.g_00735
OG0001038	Syap.g_01362	Pray.g_00757
OG0001039	Syap.g_01359	Pray.g_00760
OG0001040	Syap.g_01356	Pray.g_00762
OG0001041	Syap.g_01352	Pray.g_00766
OG0001043	Syap.g_01676	Pray.g_00783
OG0001044	Syap.g_00571	Pray.g_00811
OG0001053	Syap.g_02253	Pray.g_00973
OG0001054	Syap.g_00274	Pray.g_00989
OG0001055	Syap.g_00252	Pray.g_01008
OG0001059	Syap.g_00306	Pray.g_01208
OG0001060	Syap.g_00299	Pray.g_01201
OG0001061	Syap.g_01309	Pray.g_01188
OG0001062	Syap.g_01314	Pray.g_01186
OG0001072	Syap.g_00441	Pray.g_01173
OG0001073	Syap.g_00122, Syap.g_00455	Pray.g_01159
OG0001078	Syap.g_00896	Pray.g_01127
OG0001080	Syap.g_02505	Pray.g_01110
OG0001085	Syap.g_01953	Pray.g_01093
OG0001094	Syap.g_00187	Pray.g_00342
OG0001095	Syap.g_02725	Pray.g_00361
OG0001096	Syap.g_02709	Pray.g_00374
OG0001100	Syap.g_02369	Pray.g_00444
OG0001102	Syap.g_01258	Pray.g_00449
OG0001103	Syap.g_01256	Pray.g_00451
OG0001104	Syap.g_00171	Pray.g_00474
OG0001105	Syap.g_00175	Pray.g_00478
OG0001107	Syap.g_02015	Pray.g_00509
OG0001108	Syap.g_00119	Pray.g_00513
OG0001122	Syap.g_02766	Pray.g_00556
OG0001123	Syap.g_01872	Pray.g_00560
OG0001133	Syap.g_01292	Pray.g_00112
OG0001136	Syap.g_00230	Pray.g_00067
OG0001137	Syap.g_00213	Pray.g_00055
OG0001140	Syap.g_02134	Pray.g_00035
OG0001152	Syap.g_02447	Pray.g_01813
OG0001154	Syap.g_00013	Pray.g_01689
OG0001155	Syap.g_00750	Pray.g_01677
OG0001160	Syap.g_01217	Pray.g_01647
OG0001162	Syap.g_02366	Pray.g_01623
OG0001163	Syap.g_00609	Pray.g_01567
OG0001164	Syap.g_00614	Pray.g_01563
OG0001165	Syap.g_00619	Pray.g_01560
OG0001168	Syap.g_01372	Pray.g_01521
OG0001171	Syap.g_01505	Pray.g_01508
OG0001172	Syap.g_00547	Pray.g_01237
OG0001177	Syap.g_01920	Pray.g_01257
OG0001178	Syap.g_01786, Syap.g_01787	Pray.g_01262
OG0001179	Syap.g_00491	Pray.g_01290
OG0001180	Syap.g_00097, Syap.g_00465	Pray.g_01312
OG0001181	Syap.g_00459	Pray.g_01316
OG0001183	Syap.g_00594	Pray.g_01328
OG0001185	Syap.g_01104	Pray.g_01358
OG0001186	Syap.g_01140	Pray.g_01382
OG0001187	Syap.g_01142	Pray.g_01386
OG0001188	Syap.g_00634	Pray.g_01389
OG0001189	Syap.g_00979	Pray.g_01406
OG0001191	Syap.g_01030	Pray.g_01420
OG0001192	Syap.g_01021	Pray.g_01425
OG0001197	Syap.g_00126	Pray.g_01451
OG0001198	Syap.g_00052	Pray.g_01458
OG0001199	Syap.g_01696	Pray.g_00215
OG0001200	Syap.g_01698	Pray.g_00213
OG0001202	Syap.g_01613	Pray.g_00680
OG0001203	Syap.g_01154	Pray.g_00719
OG0001204	Syap.g_01577	Pray.g_00724
OG0001214	Syap.g_00897	Pray.g_01126
OG0001217	Syap.g_01464	Pray.g_00293
OG0001218	Syap.g_00020	Pray.g_00300
OG0001219	Syap.g_02794	Pray.g_00337
OG0001221	Syap.g_01777	Pray.g_00463
OG0001222	Syap.g_02027	Pray.g_00503
OG0001224	Syap.g_01551	Pray.g_00580
OG0001225	Syap.g_01553	Pray.g_00582
OG0001226	Syap.g_02551	Pray.g_00608
OG0001228	Syap.g_01063	Pray.g_00018
OG0001229	Syap.g_00827	Pray.g_01831
OG0001230	Syap.g_02116	Pray.g_01730
OG0001231	Syap.g_00073	Pray.g_01625
OG0001232	Syap.g_01393	Pray.g_01536
OG0001235	Syap.g_01924	Pray.g_01259
OG0001236	Syap.g_01069	Pray.g_01341
OG0001237	Syap.g_01073	Pray.g_01345
OG0001238	Syap.g_01028	Pray.g_01421
OG0001239	Syap.g_01693, Syap.g_01692	Pray.g_00218
OG0001242	Syap.g_02227, Syap.g_02229	Pray.g_00170
OG0001243	Syap.g_02219	Pray.g_00164
OG0001244	Syap.g_02192	Pray.g_00148
OG0001246	Syap.g_01165, Syap.g_00267	Pray.g_00995
OG0001248	Syap.g_00423	Pray.g_01078
OG0001249	Syap.g_00575	Pray.g_00326
OG0001250	Syap.g_01836	Pray.g_00389
OG0001251	Syap.g_01549, Syap.g_01727	Pray.g_00437
OG0001253	Syap.g_01969	Pray.g_00627
OG0001255	Syap.g_02523	Pray.g_00080
OG0001256	Syap.g_01225	Pray.g_01632
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Pray.g_01626
OG0001258	Syap.g_00617	Pray.g_01562
OG0001260	Syap.g_01497	Pray.g_01502
OG0001261	Syap.g_00482	Pray.g_01298
OG0001262	Syap.g_00981	Pray.g_01404
OG0001263	Syap.g_02216	Pray.g_00161
OG0001265	Syap.g_02231	Pray.g_00171
OG0001266	Syap.g_01618	Pray.g_00684
OG0001267	Syap.g_01360	Pray.g_00759
OG0001268	Syap.g_00563	Pray.g_00817
OG0001270	Syap.g_02056	Pray.g_00924
OG0001271	Syap.g_02759	Pray.g_00962
OG0001272	Syap.g_02250	Pray.g_00976
OG0001274	Syap.g_01897	Pray.g_01060
OG0001275	Syap.g_02694	Pray.g_00539
OG0001276	Syap.g_01873	Pray.g_00559
OG0001277	Syap.g_01293	Pray.g_00616
OG0001278	Syap.g_02438	Pray.g_00013
OG0001279	Syap.g_02663	Pray.g_01926
OG0001282	Syap.g_01701	Pray.g_01828
OG0001284	Syap.g_00047	Pray.g_01652
OG0001286	Syap.g_00467	Pray.g_01310
OG0001287	Syap.g_00418	Pray.g_01366
OG0001288	Syap.g_01123	Pray.g_01375
OG0001289	Syap.g_02365	Pray.g_00202
OG0001291	Syap.g_02207	Pray.g_00154
OG0001292	Syap.g_01583	Pray.g_00729
OG0001297	Syap.g_00255	Pray.g_01005
OG0001299	Syap.g_01959	Pray.g_01097
OG0001303	Syap.g_02795	Pray.g_00543
OG0001304	Syap.g_00536	Pray.g_00569
OG0001305	Syap.g_01562	Pray.g_00588
OG0001306	Syap.g_00245	Pray.g_00078
OG0001307	Syap.g_00403	Pray.g_01846
OG0001308	Syap.g_02751, Syap.g_02750	Pray.g_01712
OG0001310	Syap.g_01774	Pray.g_01547
OG0001311	Syap.g_01871	Pray.g_00561
OG0001312	Syap.g_01735	Pray.g_00492
OG0001314	Syap.g_00330, Syap.g_00391	Pray.g_00285
OG0001315	Syap.g_00596	Pray.g_00227
OG0001318	Syap.g_01596, Syap.g_01597	Pray.g_00737
OG0001319	Syap.g_02338	Pray.g_00752
OG0001323	Syap.g_00757	Pray.g_01010
OG0001326	Syap.g_02646	Pray.g_00425
OG0001332	Syap.g_01548	Pray.g_01679
OG0001333	Syap.g_01373	Pray.g_01522
OG0001336	Syap.g_02602	Pray.g_01447
OG0001345	Syap.g_01877, Syap.g_02776	Pray.g_00044
OG0001346	Syap.g_01484	Pray.g_01869
OG0001351	Syap.g_01996	Pray.g_00944
OG0001353	Syap.g_01849	Pray.g_00380
OG0001358	Syap.g_00942	Pray.g_01143
OG0001360	Syap.g_01881, Syap.g_02778	Pray.g_00628
OG0001361	Syap.g_01792	Pray.g_00047
OG0001364	Syap.g_01052	Pray.g_01334
OG0001365	Syap.g_00138	Pray.g_01414
OG0001371	Syap.g_02544, Syap.g_02545	Pray.g_01084
OG0001373	Syap.g_02647	Pray.g_00424
OG0001374	Syap.g_01829, Syap.g_01830	Pray.g_00432
OG0001376	Syap.g_01991	Pray.g_00594
OG0001377	Syap.g_01992	Pray.g_00595
OG0001378	Syap.g_02055	Pray.g_00133
OG0001379	Syap.g_01474	Pray.g_01876
OG0001382	Syap.g_00677	Pray.g_01611
