Orthogroup	Syap	Prbi
OG0000558	Syap.g_01147	Prbi.g_00550
OG0000560	Syap.g_00305	Prbi.g_00557
OG0000561	Syap.g_00304	Prbi.g_00558
OG0000562	Syap.g_00302	Prbi.g_00559
OG0000563	Syap.g_00301	Prbi.g_00560
OG0000564	Syap.g_00300	Prbi.g_00561
OG0000565	Syap.g_00296	Prbi.g_00564
OG0000566	Syap.g_00291	Prbi.g_00566
OG0000567	Syap.g_01297	Prbi.g_00570
OG0000568	Syap.g_01302	Prbi.g_00571
OG0000569	Syap.g_01303	Prbi.g_00572
OG0000570	Syap.g_01304	Prbi.g_00573
OG0000571	Syap.g_01307	Prbi.g_00575
OG0000573	Syap.g_00765	Prbi.g_00594
OG0000574	Syap.g_00759	Prbi.g_00595
OG0000575	Syap.g_00445	Prbi.g_00599
OG0000576	Syap.g_00450	Prbi.g_00601
OG0000577	Syap.g_00451	Prbi.g_00602
OG0000578	Syap.g_00452	Prbi.g_00603
OG0000579	Syap.g_00453	Prbi.g_00604
OG0000580	Syap.g_00454	Prbi.g_00605
OG0000581	Syap.g_01521	Prbi.g_00607
OG0000582	Syap.g_01533	Prbi.g_00610
OG0000583	Syap.g_01532	Prbi.g_00611
OG0000584	Syap.g_01530	Prbi.g_00612
OG0000585	Syap.g_01526	Prbi.g_00614
OG0000586	Syap.g_01525	Prbi.g_00615
OG0000587	Syap.g_01523	Prbi.g_00616
OG0000588	Syap.g_00776	Prbi.g_00620
OG0000589	Syap.g_00941	Prbi.g_00623
OG0000590	Syap.g_00940	Prbi.g_00624
OG0000591	Syap.g_01289	Prbi.g_00627
OG0000592	Syap.g_01288	Prbi.g_00628
OG0000593	Syap.g_00890	Prbi.g_00635
OG0000594	Syap.g_00891	Prbi.g_00636
OG0000595	Syap.g_00892	Prbi.g_00637
OG0000596	Syap.g_00898	Prbi.g_00641
OG0000597	Syap.g_00903	Prbi.g_00643
OG0000598	Syap.g_00904	Prbi.g_00644
OG0000599	Syap.g_00908	Prbi.g_00647
OG0000600	Syap.g_00909	Prbi.g_00648
OG0000601	Syap.g_00910	Prbi.g_00649
OG0000602	Syap.g_00640	Prbi.g_00651
OG0000603	Syap.g_00641	Prbi.g_00652
OG0000604	Syap.g_02769	Prbi.g_00653
OG0000605	Syap.g_02501, Syap.g_02771	Prbi.g_00654
OG0000606	Syap.g_02506	Prbi.g_00657
OG0000607	Syap.g_00093	Prbi.g_00660
OG0000608	Syap.g_00094	Prbi.g_00661
OG0000609	Syap.g_00096	Prbi.g_00662
OG0000610	Syap.g_01963	Prbi.g_00667
OG0000611	Syap.g_01958	Prbi.g_00670
OG0000612	Syap.g_01957	Prbi.g_00671
OG0000613	Syap.g_02480	Prbi.g_00676
OG0000615	Syap.g_00154	Prbi.g_00704
OG0000616	Syap.g_00127	Prbi.g_00708
OG0000617	Syap.g_00513	Prbi.g_00751
OG0000618	Syap.g_00514	Prbi.g_00752
OG0000619	Syap.g_00515	Prbi.g_00753
OG0000620	Syap.g_00520	Prbi.g_00756
OG0000621	Syap.g_00521	Prbi.g_00757
OG0000622	Syap.g_00523	Prbi.g_00758
OG0000623	Syap.g_00526	Prbi.g_00759
OG0000624	Syap.g_00527	Prbi.g_00760
OG0000625	Syap.g_00528	Prbi.g_00761
OG0000626	Syap.g_00529	Prbi.g_00762
OG0000627	Syap.g_00848	Prbi.g_00763
OG0000628	Syap.g_00850	Prbi.g_00764
OG0000629	Syap.g_02334	Prbi.g_00765
OG0000630	Syap.g_02793	Prbi.g_00768
OG0000631	Syap.g_01724	Prbi.g_00838
OG0000632	Syap.g_01725	Prbi.g_00839
OG0000633	Syap.g_01726	Prbi.g_00840
OG0000634	Syap.g_00190	Prbi.g_00843
OG0000635	Syap.g_00191	Prbi.g_00844
OG0000636	Syap.g_00193	Prbi.g_00846
OG0000637	Syap.g_00195	Prbi.g_00848
OG0000638	Syap.g_00196	Prbi.g_00849
OG0000639	Syap.g_00197	Prbi.g_00850
OG0000640	Syap.g_00198	Prbi.g_00851
OG0000641	Syap.g_00203	Prbi.g_00855
OG0000642	Syap.g_02732	Prbi.g_00856
OG0000643	Syap.g_02731	Prbi.g_00857
OG0000644	Syap.g_02730	Prbi.g_00858
OG0000645	Syap.g_02726	Prbi.g_00859
OG0000646	Syap.g_02723	Prbi.g_00861
OG0000647	Syap.g_02721	Prbi.g_00862
OG0000648	Syap.g_02719	Prbi.g_00864
OG0000649	Syap.g_02718	Prbi.g_00865
OG0000650	Syap.g_02717	Prbi.g_00866
OG0000651	Syap.g_02716	Prbi.g_00867
OG0000652	Syap.g_02715	Prbi.g_00868
OG0000653	Syap.g_02713	Prbi.g_00870
OG0000654	Syap.g_02711	Prbi.g_00871
OG0000655	Syap.g_02710	Prbi.g_00872
OG0000656	Syap.g_02706	Prbi.g_00875
OG0000657	Syap.g_01845	Prbi.g_00883
OG0000658	Syap.g_01841	Prbi.g_00884
OG0000659	Syap.g_01840	Prbi.g_00885
OG0000660	Syap.g_01835	Prbi.g_00889
OG0000662	Syap.g_00823	Prbi.g_00893
OG0000663	Syap.g_00826	Prbi.g_00895
OG0000664	Syap.g_00828	Prbi.g_00896
OG0000665	Syap.g_02331	Prbi.g_00900
OG0000666	Syap.g_01573	Prbi.g_00901
OG0000667	Syap.g_01979	Prbi.g_00905
OG0000668	Syap.g_02765	Prbi.g_00934
OG0000669	Syap.g_02371	Prbi.g_00942
OG0000670	Syap.g_02368	Prbi.g_00944
OG0000671	Syap.g_01260	Prbi.g_00946
OG0000672	Syap.g_01257	Prbi.g_00949
OG0000673	Syap.g_01253	Prbi.g_00952
OG0000674	Syap.g_01251	Prbi.g_00954
OG0000675	Syap.g_01250	Prbi.g_00955
OG0000676	Syap.g_01248	Prbi.g_00957
OG0000677	Syap.g_01246	Prbi.g_00958
OG0000678	Syap.g_01239	Prbi.g_00960
OG0000679	Syap.g_00157	Prbi.g_00964
OG0000680	Syap.g_00158	Prbi.g_00965
OG0000681	Syap.g_00163	Prbi.g_00968
OG0000682	Syap.g_00165	Prbi.g_00969
OG0000683	Syap.g_00166	Prbi.g_00970
OG0000684	Syap.g_00169	Prbi.g_00971
OG0000685	Syap.g_00172	Prbi.g_00973
OG0000686	Syap.g_00173	Prbi.g_00974
OG0000687	Syap.g_00174	Prbi.g_00975
OG0000688	Syap.g_00178	Prbi.g_00978
OG0000689	Syap.g_00180	Prbi.g_00979
OG0000690	Syap.g_00181	Prbi.g_00980
OG0000691	Syap.g_00182	Prbi.g_00981
OG0000692	Syap.g_00184	Prbi.g_00983
OG0000693	Syap.g_00185	Prbi.g_00984
OG0000694	Syap.g_00186	Prbi.g_00985
OG0000695	Syap.g_01729	Prbi.g_00987
OG0000696	Syap.g_01730	Prbi.g_00988
OG0000697	Syap.g_01734	Prbi.g_00989
OG0000698	Syap.g_01737	Prbi.g_00992
OG0000699	Syap.g_01738	Prbi.g_00993
OG0000700	Syap.g_01739	Prbi.g_00994
OG0000701	Syap.g_01740	Prbi.g_00995
OG0000702	Syap.g_01747	Prbi.g_00997
OG0000703	Syap.g_01750	Prbi.g_00998
OG0000704	Syap.g_01753	Prbi.g_00999
OG0000705	Syap.g_02022	Prbi.g_01003
OG0000706	Syap.g_02020	Prbi.g_01004
OG0000707	Syap.g_02019	Prbi.g_01005
OG0000708	Syap.g_02016	Prbi.g_01006
OG0000709	Syap.g_00121	Prbi.g_01010
OG0000711	Syap.g_02686	Prbi.g_01030
OG0000712	Syap.g_02688	Prbi.g_01032
OG0000713	Syap.g_02689	Prbi.g_01033
OG0000714	Syap.g_02691	Prbi.g_01034
OG0000715	Syap.g_02693	Prbi.g_01036
OG0000716	Syap.g_02696	Prbi.g_01038
OG0000717	Syap.g_02697	Prbi.g_01039
OG0000718	Syap.g_02701	Prbi.g_01055
OG0000719	Syap.g_02767	Prbi.g_01057
OG0000720	Syap.g_02780	Prbi.g_01066
OG0000721	Syap.g_02782	Prbi.g_01068
OG0000722	Syap.g_02783	Prbi.g_01069
OG0000723	Syap.g_00532	Prbi.g_01072
OG0000725	Syap.g_01559	Prbi.g_01087
OG0000726	Syap.g_01560	Prbi.g_01088
OG0000727	Syap.g_01561	Prbi.g_01089
OG0000728	Syap.g_01564	Prbi.g_01091
OG0000729	Syap.g_01122	Prbi.g_01138
OG0000730	Syap.g_00572	Prbi.g_01142
OG0000731	Syap.g_00560	Prbi.g_01146
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbi.g_01155
OG0000733	Syap.g_01971	Prbi.g_01175
OG0000734	Syap.g_02628	Prbi.g_01192
OG0000735	Syap.g_00244	Prbi.g_01194
OG0000736	Syap.g_00243	Prbi.g_01195
OG0000737	Syap.g_00242	Prbi.g_01196
OG0000738	Syap.g_00236	Prbi.g_01200
OG0000739	Syap.g_00235	Prbi.g_01201
OG0000740	Syap.g_00234	Prbi.g_01202
OG0000741	Syap.g_00231	Prbi.g_01203
OG0000742	Syap.g_00229	Prbi.g_01206
OG0000743	Syap.g_00226	Prbi.g_01208
OG0000744	Syap.g_00225	Prbi.g_01209
OG0000745	Syap.g_00222	Prbi.g_01210
OG0000746	Syap.g_00220	Prbi.g_01212
OG0000747	Syap.g_00219	Prbi.g_01213
OG0000748	Syap.g_00212	Prbi.g_01216
OG0000749	Syap.g_00211	Prbi.g_01217
OG0000750	Syap.g_00210	Prbi.g_01218
OG0000751	Syap.g_00205	Prbi.g_01220
OG0000752	Syap.g_01793	Prbi.g_01222
OG0000753	Syap.g_02775	Prbi.g_01225
OG0000754	Syap.g_01883	Prbi.g_01228
OG0000755	Syap.g_01893	Prbi.g_01231
OG0000757	Syap.g_00427	Prbi.g_01238
OG0000758	Syap.g_00428	Prbi.g_01239
OG0000759	Syap.g_00429	Prbi.g_01240
OG0000760	Syap.g_00430	Prbi.g_01241
OG0000761	Syap.g_00431	Prbi.g_01242
OG0000762	Syap.g_00434	Prbi.g_01243
OG0000763	Syap.g_02624	Prbi.g_01245
OG0000764	Syap.g_02623	Prbi.g_01246
OG0000765	Syap.g_02440	Prbi.g_01255
OG0000766	Syap.g_02439	Prbi.g_01256
OG0000767	Syap.g_02437	Prbi.g_01258
OG0000768	Syap.g_02436	Prbi.g_01259
OG0000769	Syap.g_02434	Prbi.g_01261
OG0000770	Syap.g_02431	Prbi.g_01263
OG0000772	Syap.g_02295	Prbi.g_01363
OG0000773	Syap.g_00885	Prbi.g_01382
OG0000774	Syap.g_01473	Prbi.g_01384
OG0000775	Syap.g_01475	Prbi.g_01386
OG0000776	Syap.g_01476	Prbi.g_01387
OG0000777	Syap.g_01478	Prbi.g_01388
OG0000778	Syap.g_01479	Prbi.g_01389
OG0000779	Syap.g_01494	Prbi.g_01393
OG0000780	Syap.g_01496	Prbi.g_01394
OG0000781	Syap.g_02609	Prbi.g_01397
OG0000782	Syap.g_02611	Prbi.g_01398
OG0000783	Syap.g_02612	Prbi.g_01399
OG0000784	Syap.g_02613	Prbi.g_01400
OG0000785	Syap.g_02281	Prbi.g_01402
OG0000786	Syap.g_02287	Prbi.g_01404
OG0000787	Syap.g_02288	Prbi.g_01405
OG0000788	Syap.g_01932	Prbi.g_01426
OG0000789	Syap.g_00372	Prbi.g_01429
OG0000791	Syap.g_02520	Prbi.g_01446
OG0000792	Syap.g_02519	Prbi.g_01447
OG0000793	Syap.g_02141	Prbi.g_01450
OG0000794	Syap.g_02200	Prbi.g_01451
OG0000795	Syap.g_02199	Prbi.g_01452
OG0000796	Syap.g_02448	Prbi.g_01456
OG0000797	Syap.g_02449	Prbi.g_01457
OG0000799	Syap.g_02488	Prbi.g_01571
OG0000800	Syap.g_02487	Prbi.g_01572
OG0000801	Syap.g_02486	Prbi.g_01573
OG0000802	Syap.g_02659	Prbi.g_01575
OG0000803	Syap.g_02109	Prbi.g_01577
OG0000804	Syap.g_02113	Prbi.g_01578
OG0000805	Syap.g_02115	Prbi.g_01580
OG0000806	Syap.g_02117	Prbi.g_01582
OG0000807	Syap.g_02118	Prbi.g_01583
OG0000808	Syap.g_02119	Prbi.g_01584
OG0000809	Syap.g_02122	Prbi.g_01587
OG0000810	Syap.g_02124	Prbi.g_01588
OG0000811	Syap.g_02472	Prbi.g_01594
OG0000812	Syap.g_02474	Prbi.g_01596
OG0000813	Syap.g_02475	Prbi.g_01597
OG0000814	Syap.g_02753	Prbi.g_01599
OG0000815	Syap.g_02752	Prbi.g_01600
OG0000816	Syap.g_02289	Prbi.g_01602
OG0000817	Syap.g_02527	Prbi.g_01603
OG0000818	Syap.g_02001	Prbi.g_01608
OG0000819	Syap.g_02002	Prbi.g_01609
OG0000820	Syap.g_02003	Prbi.g_01610
OG0000821	Syap.g_02009	Prbi.g_01613
OG0000822	Syap.g_02011	Prbi.g_01614
OG0000824	Syap.g_00008	Prbi.g_01618
OG0000825	Syap.g_00009	Prbi.g_01619
OG0000826	Syap.g_00010	Prbi.g_01620
OG0000827	Syap.g_00011	Prbi.g_01621
OG0000828	Syap.g_00014	Prbi.g_01624
OG0000829	Syap.g_00015	Prbi.g_01625
OG0000830	Syap.g_00016	Prbi.g_01626
OG0000831	Syap.g_00019	Prbi.g_01628
OG0000832	Syap.g_00752	Prbi.g_01634
OG0000833	Syap.g_00021	Prbi.g_01642
OG0000834	Syap.g_00023	Prbi.g_01643
OG0000835	Syap.g_00024	Prbi.g_01644
OG0000836	Syap.g_00026	Prbi.g_01645
OG0000837	Syap.g_00027	Prbi.g_01646
OG0000838	Syap.g_00031	Prbi.g_01648
OG0000839	Syap.g_00032	Prbi.g_01649
OG0000840	Syap.g_00033	Prbi.g_01650
OG0000841	Syap.g_00034	Prbi.g_01651
OG0000842	Syap.g_00035	Prbi.g_01652
OG0000843	Syap.g_00036	Prbi.g_01653
OG0000844	Syap.g_00039	Prbi.g_01654
OG0000845	Syap.g_00040	Prbi.g_01655
OG0000846	Syap.g_00042	Prbi.g_01656
OG0000847	Syap.g_00043	Prbi.g_01657
OG0000848	Syap.g_00045	Prbi.g_01658
OG0000849	Syap.g_00046	Prbi.g_01659
OG0000850	Syap.g_00310	Prbi.g_01661
OG0000851	Syap.g_01214	Prbi.g_01662
OG0000852	Syap.g_01215	Prbi.g_01663
OG0000853	Syap.g_01219	Prbi.g_01667
OG0000854	Syap.g_01222	Prbi.g_01669
OG0000855	Syap.g_01223	Prbi.g_01670
OG0000856	Syap.g_01286	Prbi.g_01685
OG0000857	Syap.g_02722	Prbi.g_01711
OG0000858	Syap.g_00612	Prbi.g_01781
OG0000859	Syap.g_00613	Prbi.g_01782
OG0000860	Syap.g_00623	Prbi.g_01789
OG0000861	Syap.g_02789	Prbi.g_01790
OG0000862	Syap.g_01789	Prbi.g_01791
OG0000863	Syap.g_01784	Prbi.g_01793
OG0000864	Syap.g_01783	Prbi.g_01794
OG0000865	Syap.g_01781, Syap.g_01782	Prbi.g_01795
OG0000866	Syap.g_01780	Prbi.g_01796
OG0000867	Syap.g_01779	Prbi.g_01797
OG0000868	Syap.g_01775	Prbi.g_01798
OG0000869	Syap.g_01770	Prbi.g_01802
OG0000870	Syap.g_01401	Prbi.g_01807
OG0000871	Syap.g_01400	Prbi.g_01808
OG0000872	Syap.g_01394	Prbi.g_01809
OG0000873	Syap.g_01390	Prbi.g_01812
OG0000874	Syap.g_01388	Prbi.g_01815
OG0000875	Syap.g_01386	Prbi.g_01816
OG0000876	Syap.g_00822	Prbi.g_01817
OG0000877	Syap.g_01380	Prbi.g_01819
OG0000878	Syap.g_01378	Prbi.g_01820
OG0000879	Syap.g_01377	Prbi.g_01821
OG0000880	Syap.g_01376	Prbi.g_01822
OG0000882	Syap.g_01516	Prbi.g_01831
OG0000883	Syap.g_01511	Prbi.g_01832
OG0000884	Syap.g_01509	Prbi.g_01834
OG0000885	Syap.g_01508	Prbi.g_01835
OG0000886	Syap.g_01507	Prbi.g_01836
OG0000887	Syap.g_01506	Prbi.g_01837
OG0000888	Syap.g_01504	Prbi.g_01839
OG0000889	Syap.g_01502	Prbi.g_01841
OG0000890	Syap.g_01499	Prbi.g_01842
OG0000891	Syap.g_01498	Prbi.g_01843
OG0000892	Syap.g_02671	Prbi.g_01845
OG0000893	Syap.g_02497	Prbi.g_01848
OG0000894	Syap.g_02679	Prbi.g_01850
OG0000895	Syap.g_00546	Prbi.g_01853
OG0000896	Syap.g_00545	Prbi.g_01854
OG0000897	Syap.g_00543	Prbi.g_01856
OG0000898	Syap.g_00542	Prbi.g_01857
OG0000899	Syap.g_00541	Prbi.g_01858
OG0000900	Syap.g_00540	Prbi.g_01859
OG0000901	Syap.g_01930	Prbi.g_01863
OG0000902	Syap.g_01929	Prbi.g_01865
OG0000903	Syap.g_01916	Prbi.g_01868
OG0000904	Syap.g_01922	Prbi.g_01870
OG0000905	Syap.g_01925	Prbi.g_01875
OG0000906	Syap.g_01927	Prbi.g_01876
OG0000907	Syap.g_01914	Prbi.g_01896
OG0000908	Syap.g_01235	Prbi.g_01899
OG0000909	Syap.g_01236	Prbi.g_01900
OG0000910	Syap.g_01237	Prbi.g_01901
OG0000911	Syap.g_00511	Prbi.g_01903
OG0000912	Syap.g_00510	Prbi.g_01904
OG0000913	Syap.g_00509	Prbi.g_01905
OG0000914	Syap.g_00508	Prbi.g_01906
OG0000915	Syap.g_00506	Prbi.g_01907
OG0000916	Syap.g_00505	Prbi.g_01908
OG0000917	Syap.g_00504	Prbi.g_01909
OG0000918	Syap.g_00503	Prbi.g_01910
OG0000919	Syap.g_00502	Prbi.g_01911
OG0000920	Syap.g_00501	Prbi.g_01912
OG0000921	Syap.g_00500	Prbi.g_01913
OG0000922	Syap.g_00499	Prbi.g_01914
OG0000923	Syap.g_00495	Prbi.g_01918
OG0000924	Syap.g_00494	Prbi.g_01919
OG0000925	Syap.g_00493	Prbi.g_01920
OG0000926	Syap.g_00492	Prbi.g_01921
OG0000927	Syap.g_00490	Prbi.g_01923
OG0000928	Syap.g_00489	Prbi.g_01924
OG0000929	Syap.g_00488	Prbi.g_01925
OG0000930	Syap.g_00487	Prbi.g_01926
OG0000931	Syap.g_00486	Prbi.g_01927
OG0000932	Syap.g_00485	Prbi.g_01928
OG0000933	Syap.g_00479	Prbi.g_01932
OG0000934	Syap.g_00477	Prbi.g_01934
OG0000935	Syap.g_00476	Prbi.g_01935
OG0000936	Syap.g_00475	Prbi.g_01936
OG0000937	Syap.g_00474	Prbi.g_01937
OG0000938	Syap.g_00471	Prbi.g_01939
OG0000939	Syap.g_00469	Prbi.g_01940
OG0000940	Syap.g_00460	Prbi.g_01947
OG0000941	Syap.g_00458	Prbi.g_01949
OG0000942	Syap.g_00606	Prbi.g_01951
OG0000943	Syap.g_00604	Prbi.g_01952
OG0000944	Syap.g_00602	Prbi.g_01953
OG0000945	Syap.g_00601	Prbi.g_01954
OG0000946	Syap.g_00595	Prbi.g_01958
OG0000947	Syap.g_00591	Prbi.g_01960
OG0000948	Syap.g_00590	Prbi.g_01961
OG0000949	Syap.g_01051	Prbi.g_01964
OG0000950	Syap.g_01061	Prbi.g_01969
OG0000951	Syap.g_01070	Prbi.g_01973
OG0000952	Syap.g_01074	Prbi.g_01977
OG0000953	Syap.g_01078	Prbi.g_01980
OG0000954	Syap.g_01089	Prbi.g_01984
OG0000955	Syap.g_01090	Prbi.g_01985
OG0000956	Syap.g_01092	Prbi.g_01987
OG0000957	Syap.g_01109	Prbi.g_01992
OG0000958	Syap.g_01110	Prbi.g_01993
OG0000959	Syap.g_01114	Prbi.g_01997
OG0000960	Syap.g_01115	Prbi.g_01998
OG0000961	Syap.g_02170	Prbi.g_02000
OG0000962	Syap.g_01121	Prbi.g_02002
OG0000963	Syap.g_01124	Prbi.g_02006
OG0000964	Syap.g_01125	Prbi.g_02007
OG0000965	Syap.g_01126	Prbi.g_02008
OG0000966	Syap.g_01141	Prbi.g_02027
OG0000967	Syap.g_00633	Prbi.g_02032
OG0000968	Syap.g_00998	Prbi.g_02034
OG0000969	Syap.g_00996	Prbi.g_02035
OG0000970	Syap.g_00995	Prbi.g_02036
OG0000971	Syap.g_00993	Prbi.g_02037
OG0000972	Syap.g_00992	Prbi.g_02038
OG0000973	Syap.g_00991	Prbi.g_02039
OG0000974	Syap.g_00990	Prbi.g_02040
OG0000975	Syap.g_00989	Prbi.g_02041
OG0000976	Syap.g_00988	Prbi.g_02042
OG0000977	Syap.g_00986	Prbi.g_02043
OG0000978	Syap.g_00985	Prbi.g_02044
OG0000979	Syap.g_00980	Prbi.g_02047
OG0000980	Syap.g_00977	Prbi.g_02049
OG0000981	Syap.g_01812	Prbi.g_02051
OG0000982	Syap.g_00132	Prbi.g_02053
OG0000983	Syap.g_00134	Prbi.g_02054
OG0000984	Syap.g_00135	Prbi.g_02055
OG0000985	Syap.g_00140	Prbi.g_02058
OG0000986	Syap.g_01044	Prbi.g_02060
OG0000987	Syap.g_01033	Prbi.g_02061
OG0000988	Syap.g_01027	Prbi.g_02064
OG0000989	Syap.g_01011	Prbi.g_02068
OG0000990	Syap.g_02087	Prbi.g_02071
OG0000991	Syap.g_02091	Prbi.g_02072
OG0000992	Syap.g_02095	Prbi.g_02074
OG0000993	Syap.g_02097	Prbi.g_02075
OG0000994	Syap.g_02101	Prbi.g_02076
OG0000996	Syap.g_01817	Prbi.g_02081
OG0000997	Syap.g_02590	Prbi.g_02082
OG0000998	Syap.g_02591	Prbi.g_02084
OG0000999	Syap.g_02592	Prbi.g_02085
OG0001001	Syap.g_02605	Prbi.g_02090
OG0001002	Syap.g_00124	Prbi.g_02094
OG0001003	Syap.g_02310	Prbi.g_02095
OG0001004	Syap.g_02311	Prbi.g_02096
OG0001005	Syap.g_02312	Prbi.g_02097
OG0001006	Syap.g_00053	Prbi.g_02101
OG0001007	Syap.g_00055	Prbi.g_02103
OG0001008	Syap.g_02060	Prbi.g_00438
OG0001012	Syap.g_00371	Prbi.g_00052
OG0001013	Syap.g_01325	Prbi.g_00059
OG0001016	Syap.g_01695	Prbi.g_00080
OG0001033	Syap.g_00105	Prbi.g_00232
OG0001035	Syap.g_01594	Prbi.g_00278
OG0001038	Syap.g_01362	Prbi.g_00302
OG0001039	Syap.g_01359	Prbi.g_00305
OG0001040	Syap.g_01356	Prbi.g_00307
OG0001041	Syap.g_01352	Prbi.g_00311
OG0001043	Syap.g_01676	Prbi.g_00329
OG0001044	Syap.g_00571	Prbi.g_00357
OG0001053	Syap.g_02253	Prbi.g_00486
OG0001054	Syap.g_00274	Prbi.g_00501
OG0001055	Syap.g_00252	Prbi.g_00520
OG0001059	Syap.g_00306	Prbi.g_00556
OG0001060	Syap.g_00299	Prbi.g_00563
OG0001061	Syap.g_01309	Prbi.g_00576
OG0001062	Syap.g_01314	Prbi.g_00578
OG0001072	Syap.g_00441	Prbi.g_00592
OG0001073	Syap.g_00122, Syap.g_00455	Prbi.g_00606
OG0001078	Syap.g_00896	Prbi.g_00639
OG0001080	Syap.g_02505	Prbi.g_00656
OG0001085	Syap.g_01953	Prbi.g_00673
OG0001094	Syap.g_00187	Prbi.g_00841
OG0001095	Syap.g_02725	Prbi.g_00860
OG0001096	Syap.g_02709	Prbi.g_00873
OG0001100	Syap.g_02369	Prbi.g_00943
OG0001102	Syap.g_01258	Prbi.g_00948
OG0001103	Syap.g_01256	Prbi.g_00950
OG0001104	Syap.g_00171	Prbi.g_00972
OG0001105	Syap.g_00175	Prbi.g_00976
OG0001107	Syap.g_02015	Prbi.g_01007
OG0001108	Syap.g_00119	Prbi.g_01011
OG0001122	Syap.g_02766	Prbi.g_01058
OG0001123	Syap.g_01872	Prbi.g_01062
OG0001133	Syap.g_01292	Prbi.g_01161
OG0001136	Syap.g_00230	Prbi.g_01204
OG0001137	Syap.g_00213	Prbi.g_01215
OG0001140	Syap.g_02134	Prbi.g_01235
OG0001152	Syap.g_02447	Prbi.g_01455
OG0001154	Syap.g_00013	Prbi.g_01623
OG0001155	Syap.g_00750	Prbi.g_01635
OG0001160	Syap.g_01217	Prbi.g_01665
OG0001162	Syap.g_02366	Prbi.g_01689
OG0001163	Syap.g_00609	Prbi.g_01779
OG0001164	Syap.g_00614	Prbi.g_01783
OG0001168	Syap.g_01372	Prbi.g_01825
OG0001171	Syap.g_01505	Prbi.g_01838
OG0001172	Syap.g_00547	Prbi.g_01851
OG0001177	Syap.g_01920	Prbi.g_01872
OG0001178	Syap.g_01786, Syap.g_01787	Prbi.g_01877
OG0001179	Syap.g_00491	Prbi.g_01922
OG0001180	Syap.g_00097, Syap.g_00465	Prbi.g_01944
OG0001181	Syap.g_00459	Prbi.g_01948
OG0001183	Syap.g_00594	Prbi.g_01959
OG0001185	Syap.g_01104	Prbi.g_01989
OG0001186	Syap.g_01140	Prbi.g_02012
OG0001187	Syap.g_01142	Prbi.g_02028
OG0001188	Syap.g_00634	Prbi.g_02031
OG0001189	Syap.g_00979	Prbi.g_02048
OG0001191	Syap.g_01030	Prbi.g_02062
OG0001192	Syap.g_01021	Prbi.g_02067
OG0001197	Syap.g_00126	Prbi.g_02093
OG0001198	Syap.g_00052	Prbi.g_02100
OG0001199	Syap.g_01696	Prbi.g_00081
OG0001200	Syap.g_01698	Prbi.g_00083
OG0001202	Syap.g_01613	Prbi.g_00223
OG0001203	Syap.g_01154	Prbi.g_00262
OG0001204	Syap.g_01577	Prbi.g_00267
OG0001214	Syap.g_00897	Prbi.g_00640
OG0001217	Syap.g_01464	Prbi.g_00792
OG0001218	Syap.g_00020	Prbi.g_00800
OG0001219	Syap.g_02794	Prbi.g_00835
OG0001221	Syap.g_01777	Prbi.g_00962
OG0001222	Syap.g_02027	Prbi.g_01001
OG0001224	Syap.g_01551	Prbi.g_01082
OG0001225	Syap.g_01553	Prbi.g_01084
OG0001226	Syap.g_02551	Prbi.g_01111
OG0001228	Syap.g_01063	Prbi.g_01252
OG0001229	Syap.g_00827	Prbi.g_01437
OG0001230	Syap.g_02116	Prbi.g_01581
OG0001231	Syap.g_00073	Prbi.g_01687
OG0001232	Syap.g_01393	Prbi.g_01810
OG0001235	Syap.g_01924	Prbi.g_01874
OG0001236	Syap.g_01069	Prbi.g_01972
OG0001237	Syap.g_01073	Prbi.g_01976
OG0001238	Syap.g_01028	Prbi.g_02063
OG0001239	Syap.g_01693, Syap.g_01692	Prbi.g_00078
OG0001242	Syap.g_02227, Syap.g_02229	Prbi.g_00127
OG0001243	Syap.g_02219	Prbi.g_00133
OG0001244	Syap.g_02192	Prbi.g_00149
OG0001246	Syap.g_01165, Syap.g_00267	Prbi.g_00507
OG0001248	Syap.g_00423	Prbi.g_00688
OG0001249	Syap.g_00575	Prbi.g_00825
OG0001250	Syap.g_01836	Prbi.g_00888
OG0001251	Syap.g_01549, Syap.g_01727	Prbi.g_00935
OG0001253	Syap.g_01969	Prbi.g_01131
OG0001255	Syap.g_02523	Prbi.g_01191
OG0001256	Syap.g_01225	Prbi.g_01680
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Prbi.g_01686
OG0001258	Syap.g_00617	Prbi.g_01784
OG0001260	Syap.g_01497	Prbi.g_01844
OG0001261	Syap.g_00482	Prbi.g_01930
OG0001262	Syap.g_00981	Prbi.g_02046
OG0001263	Syap.g_02216	Prbi.g_00136
OG0001265	Syap.g_02231	Prbi.g_00126
OG0001266	Syap.g_01618	Prbi.g_00227
OG0001267	Syap.g_01360	Prbi.g_00304
OG0001268	Syap.g_00563	Prbi.g_00363
OG0001270	Syap.g_02056	Prbi.g_00435
OG0001271	Syap.g_02759	Prbi.g_00475
OG0001272	Syap.g_02250	Prbi.g_00489
OG0001274	Syap.g_01897	Prbi.g_00707
OG0001275	Syap.g_02694	Prbi.g_01037
OG0001276	Syap.g_01873	Prbi.g_01061
OG0001277	Syap.g_01293	Prbi.g_01119
OG0001278	Syap.g_02438	Prbi.g_01257
