Orthogroup	Syap	Syan
OG0000577	Syap.g_00451	Syan.g_01008
OG0000578	Syap.g_00452	Syan.g_01009
OG0000579	Syap.g_00453	Syan.g_01010
OG0000580	Syap.g_00454	Syan.g_01011
OG0000581	Syap.g_01521	Syan.g_01018
OG0000582	Syap.g_01533	Syan.g_01030
OG0000583	Syap.g_01532	Syan.g_01029
OG0000584	Syap.g_01530	Syan.g_01028
OG0000585	Syap.g_01526	Syan.g_01024
OG0000586	Syap.g_01525	Syan.g_01022
OG0000587	Syap.g_01523	Syan.g_01020
OG0000588	Syap.g_00776	Syan.g_00215
OG0000589	Syap.g_00941	Syan.g_00016
OG0000590	Syap.g_00940	Syan.g_00015
OG0000591	Syap.g_01289	Syan.g_00003
OG0000592	Syap.g_01288	Syan.g_00002
OG0000593	Syap.g_00890	Syan.g_00820
OG0000594	Syap.g_00891	Syan.g_00819
OG0000595	Syap.g_00892	Syan.g_00818
OG0000596	Syap.g_00898	Syan.g_00813
OG0000597	Syap.g_00903	Syan.g_00810
OG0000598	Syap.g_00904	Syan.g_00809
OG0000599	Syap.g_00908	Syan.g_00802
OG0000600	Syap.g_00909	Syan.g_00801
OG0000601	Syap.g_00910	Syan.g_00800
OG0000602	Syap.g_00640	Syan.g_00796
OG0000603	Syap.g_00641	Syan.g_00795
OG0000604	Syap.g_02769	Syan.g_00792
OG0000605	Syap.g_02501, Syap.g_02771	Syan.g_00783
OG0000606	Syap.g_02506	Syan.g_00780
OG0000607	Syap.g_00093	Syan.g_00777
OG0000608	Syap.g_00094	Syan.g_00776
OG0000609	Syap.g_00096	Syan.g_00774
OG0000610	Syap.g_01963	Syan.g_00766
OG0000611	Syap.g_01958	Syan.g_00763
OG0000612	Syap.g_01957	Syan.g_00762
OG0000613	Syap.g_02480	Syan.g_01965
OG0000615	Syap.g_00154	Syan.g_00728
OG0000616	Syap.g_00127	Syan.g_01694
OG0000617	Syap.g_00513	Syan.g_00324
OG0000618	Syap.g_00514	Syan.g_00325
OG0000619	Syap.g_00515	Syan.g_00326
OG0000620	Syap.g_00520	Syan.g_00331
OG0000621	Syap.g_00521	Syan.g_00332
OG0000622	Syap.g_00523	Syan.g_00334
OG0000623	Syap.g_00526	Syan.g_00335
OG0000624	Syap.g_00527	Syan.g_00337
OG0000625	Syap.g_00528	Syan.g_00338
OG0000626	Syap.g_00529	Syan.g_00339
OG0000627	Syap.g_00848	Syan.g_00465
OG0000628	Syap.g_00850	Syan.g_00466
OG0000629	Syap.g_02334	Syan.g_00469
OG0000630	Syap.g_02793	Syan.g_00474
OG0000631	Syap.g_01724	Syan.g_00484
OG0000632	Syap.g_01725	Syan.g_00485
OG0000633	Syap.g_01726	Syan.g_00489
OG0000634	Syap.g_00190	Syan.g_00694
OG0000635	Syap.g_00191	Syan.g_00693
OG0000636	Syap.g_00193	Syan.g_00691
OG0000637	Syap.g_00195	Syan.g_00689
OG0000638	Syap.g_00196	Syan.g_00688
OG0000639	Syap.g_00197	Syan.g_00687
OG0000640	Syap.g_00198	Syan.g_00686
OG0000641	Syap.g_00203	Syan.g_00682
OG0000642	Syap.g_02732	Syan.g_00681
OG0000643	Syap.g_02731	Syan.g_00679
OG0000644	Syap.g_02730	Syan.g_00678
OG0000645	Syap.g_02726	Syan.g_00676
OG0000646	Syap.g_02723	Syan.g_00673
OG0000647	Syap.g_02721	Syan.g_00671
OG0000648	Syap.g_02719	Syan.g_00669
OG0000649	Syap.g_02718	Syan.g_00668
OG0000650	Syap.g_02717	Syan.g_00667
OG0000651	Syap.g_02716	Syan.g_00666
OG0000652	Syap.g_02715	Syan.g_00665
OG0000653	Syap.g_02713	Syan.g_00663
OG0000654	Syap.g_02711	Syan.g_00661
OG0000655	Syap.g_02710	Syan.g_00660
OG0000656	Syap.g_02706	Syan.g_00656
OG0000657	Syap.g_01845	Syan.g_00375
OG0000658	Syap.g_01841	Syan.g_00378
OG0000659	Syap.g_01840	Syan.g_00379
OG0000660	Syap.g_01835	Syan.g_00383
OG0000662	Syap.g_00823	Syan.g_00392
OG0000663	Syap.g_00826	Syan.g_00395
OG0000664	Syap.g_00828	Syan.g_00397
OG0000665	Syap.g_02331	Syan.g_00788
OG0000666	Syap.g_01573	Syan.g_02100
OG0000667	Syap.g_01979	Syan.g_00044
OG0000668	Syap.g_02765	Syan.g_00365
OG0000669	Syap.g_02371	Syan.g_00751
OG0000670	Syap.g_02368	Syan.g_00748
OG0000671	Syap.g_01260	Syan.g_00746
OG0000672	Syap.g_01257	Syan.g_00743
OG0000673	Syap.g_01253	Syan.g_00740
OG0000674	Syap.g_01251	Syan.g_00738
OG0000675	Syap.g_01250	Syan.g_00737
OG0000676	Syap.g_01248	Syan.g_00735
OG0000677	Syap.g_01246	Syan.g_00734
OG0000678	Syap.g_01239	Syan.g_00732
OG0000679	Syap.g_00157	Syan.g_00724
OG0000680	Syap.g_00158	Syan.g_00723
OG0000681	Syap.g_00163	Syan.g_00720
OG0000682	Syap.g_00165	Syan.g_00719
OG0000683	Syap.g_00166	Syan.g_00718
OG0000684	Syap.g_00169	Syan.g_00715
OG0000685	Syap.g_00172	Syan.g_00713
OG0000686	Syap.g_00173	Syan.g_00712
OG0000687	Syap.g_00174	Syan.g_00711
OG0000688	Syap.g_00178	Syan.g_00706
OG0000689	Syap.g_00180	Syan.g_00704
OG0000690	Syap.g_00181	Syan.g_00703
OG0000691	Syap.g_00182	Syan.g_00702
OG0000692	Syap.g_00184	Syan.g_00700
OG0000693	Syap.g_00185	Syan.g_00698
OG0000694	Syap.g_00186	Syan.g_00697
OG0000695	Syap.g_01729	Syan.g_00492
OG0000696	Syap.g_01730	Syan.g_00493
OG0000697	Syap.g_01734	Syan.g_00495
OG0000698	Syap.g_01737	Syan.g_00498
OG0000699	Syap.g_01738	Syan.g_00500
OG0000700	Syap.g_01739	Syan.g_00501
OG0000701	Syap.g_01740	Syan.g_00502
OG0000702	Syap.g_01747	Syan.g_00534
OG0000703	Syap.g_01750	Syan.g_00546
OG0000704	Syap.g_01753	Syan.g_00550
OG0000705	Syap.g_02022	Syan.g_00557
OG0000706	Syap.g_02020	Syan.g_00558
OG0000707	Syap.g_02019	Syan.g_00559
OG0000708	Syap.g_02016	Syan.g_00562
OG0000709	Syap.g_00121	Syan.g_00570
OG0000711	Syap.g_02686	Syan.g_00607
OG0000712	Syap.g_02688	Syan.g_00609
OG0000713	Syap.g_02689	Syan.g_00610
OG0000714	Syap.g_02691	Syan.g_00624
OG0000715	Syap.g_02693	Syan.g_00626
OG0000716	Syap.g_02696	Syan.g_00630
OG0000717	Syap.g_02697	Syan.g_00631
OG0000718	Syap.g_02701	Syan.g_00651
OG0000719	Syap.g_02767	Syan.g_00367
OG0000720	Syap.g_02780	Syan.g_00354
OG0000721	Syap.g_02782	Syan.g_00352
OG0000722	Syap.g_02783	Syan.g_00351
OG0000723	Syap.g_00532	Syan.g_00341
OG0000725	Syap.g_01559	Syan.g_00194
OG0000726	Syap.g_01560	Syan.g_00193
OG0000727	Syap.g_01561	Syan.g_00192
OG0000728	Syap.g_01564	Syan.g_00190
OG0000729	Syap.g_01122	Syan.g_01885
OG0000730	Syap.g_00572	Syan.g_02147
OG0000731	Syap.g_00560	Syan.g_02135
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syan.g_01726
OG0000733	Syap.g_01971	Syan.g_01147
OG0000734	Syap.g_02628	Syan.g_02982
OG0000735	Syap.g_00244	Syan.g_02713
OG0000736	Syap.g_00243	Syan.g_02712
OG0000737	Syap.g_00242	Syan.g_02711
OG0000738	Syap.g_00236	Syan.g_02705
OG0000739	Syap.g_00235	Syan.g_02704
OG0000740	Syap.g_00234	Syan.g_02703
OG0000741	Syap.g_00231	Syan.g_02700
OG0000742	Syap.g_00229	Syan.g_02697
OG0000743	Syap.g_00226	Syan.g_02694
OG0000744	Syap.g_00225	Syan.g_02693
OG0000745	Syap.g_00222	Syan.g_02690
OG0000746	Syap.g_00220	Syan.g_02687
OG0000747	Syap.g_00219	Syan.g_02685
OG0000748	Syap.g_00212	Syan.g_02669
OG0000749	Syap.g_00211	Syan.g_02668
OG0000750	Syap.g_00210	Syan.g_02667
OG0000751	Syap.g_00205	Syan.g_02661
OG0000752	Syap.g_01793	Syan.g_02659
OG0000753	Syap.g_02775	Syan.g_02656
OG0000754	Syap.g_01883	Syan.g_02650
OG0000755	Syap.g_01893	Syan.g_02641
OG0000757	Syap.g_00427	Syan.g_02623
OG0000758	Syap.g_00428	Syan.g_02622
OG0000759	Syap.g_00429	Syan.g_02621
OG0000760	Syap.g_00430	Syan.g_02620
OG0000761	Syap.g_00431	Syan.g_02619
OG0000762	Syap.g_00434	Syan.g_02617
OG0000763	Syap.g_02624	Syan.g_02615
OG0000764	Syap.g_02623	Syan.g_02614
OG0000765	Syap.g_02440	Syan.g_02587
OG0000766	Syap.g_02439	Syan.g_02586
OG0000767	Syap.g_02437	Syan.g_02584
OG0000768	Syap.g_02436	Syan.g_02583
OG0000769	Syap.g_02434	Syan.g_02581
OG0000770	Syap.g_02431	Syan.g_02561
OG0000772	Syap.g_02295	Syan.g_00436
OG0000773	Syap.g_00885	Syan.g_01199
OG0000774	Syap.g_01473	Syan.g_01205
OG0000775	Syap.g_01475	Syan.g_01207
OG0000776	Syap.g_01476	Syan.g_01208
OG0000777	Syap.g_01478	Syan.g_01209
OG0000778	Syap.g_01479	Syan.g_01210
OG0000779	Syap.g_01494	Syan.g_01215
OG0000780	Syap.g_01496	Syan.g_01218
OG0000781	Syap.g_02609	Syan.g_01222
OG0000782	Syap.g_02611	Syan.g_01223
OG0000783	Syap.g_02612	Syan.g_01224
OG0000784	Syap.g_02613	Syan.g_01225
OG0000785	Syap.g_02281	Syan.g_01228
OG0000786	Syap.g_02287	Syan.g_01243
OG0000787	Syap.g_02288	Syan.g_01244
OG0000788	Syap.g_01932	Syan.g_00843
OG0000789	Syap.g_00372	Syan.g_00075
OG0000791	Syap.g_02520	Syan.g_02780
OG0000792	Syap.g_02519	Syan.g_02781
OG0000793	Syap.g_02141	Syan.g_02879
OG0000794	Syap.g_02200	Syan.g_02881
OG0000795	Syap.g_02199	Syan.g_02882
OG0000796	Syap.g_02448	Syan.g_02886
OG0000797	Syap.g_02449	Syan.g_02888
OG0000798	Syap.g_01363	Syan.g_02026
OG0000799	Syap.g_02488	Syan.g_01310
OG0000800	Syap.g_02487	Syan.g_01308
OG0000801	Syap.g_02486	Syan.g_01307
OG0000802	Syap.g_02659	Syan.g_01303
OG0000803	Syap.g_02109	Syan.g_01294
OG0000804	Syap.g_02113	Syan.g_01291
OG0000805	Syap.g_02115	Syan.g_01289
OG0000806	Syap.g_02117	Syan.g_01287
OG0000807	Syap.g_02118	Syan.g_01286
OG0000808	Syap.g_02119	Syan.g_01285
OG0000809	Syap.g_02122	Syan.g_01281
OG0000810	Syap.g_02124	Syan.g_01280
OG0000811	Syap.g_02472	Syan.g_01272
OG0000812	Syap.g_02474	Syan.g_01270
OG0000813	Syap.g_02475	Syan.g_01269
OG0000814	Syap.g_02753	Syan.g_01267
OG0000815	Syap.g_02752	Syan.g_01249
OG0000816	Syap.g_02289	Syan.g_01247
OG0000817	Syap.g_02527	Syan.g_01328
OG0000818	Syap.g_02001	Syan.g_02807
OG0000819	Syap.g_02002	Syan.g_02808
OG0000820	Syap.g_02003	Syan.g_02809
OG0000821	Syap.g_02009	Syan.g_02815
OG0000822	Syap.g_02011	Syan.g_02817
OG0000824	Syap.g_00008	Syan.g_02824
OG0000825	Syap.g_00009	Syan.g_02825
OG0000826	Syap.g_00010	Syan.g_02826
OG0000827	Syap.g_00011	Syan.g_02827
OG0000828	Syap.g_00014	Syan.g_02830
OG0000829	Syap.g_00015	Syan.g_02831
OG0000830	Syap.g_00016	Syan.g_02832
OG0000831	Syap.g_00019	Syan.g_02834
OG0000832	Syap.g_00752	Syan.g_02408
OG0000833	Syap.g_00021	Syan.g_01343
OG0000834	Syap.g_00023	Syan.g_01345
OG0000835	Syap.g_00024	Syan.g_01346
OG0000836	Syap.g_00026	Syan.g_01349
OG0000837	Syap.g_00027	Syan.g_01351
OG0000838	Syap.g_00031	Syan.g_01355
OG0000839	Syap.g_00032	Syan.g_01356
OG0000840	Syap.g_00033	Syan.g_01357
OG0000841	Syap.g_00034	Syan.g_01358
OG0000842	Syap.g_00035	Syan.g_01359
OG0000843	Syap.g_00036	Syan.g_01360
OG0000844	Syap.g_00039	Syan.g_01362
OG0000845	Syap.g_00040	Syan.g_01363
OG0000846	Syap.g_00042	Syan.g_01364
OG0000847	Syap.g_00043	Syan.g_01365
OG0000848	Syap.g_00045	Syan.g_01367
OG0000849	Syap.g_00046	Syan.g_01368
OG0000850	Syap.g_00310	Syan.g_01371
OG0000851	Syap.g_01214	Syan.g_01374
OG0000852	Syap.g_01215	Syan.g_01375
OG0000853	Syap.g_01219	Syan.g_01379
OG0000854	Syap.g_01222	Syan.g_01381
OG0000855	Syap.g_01223	Syan.g_01382
OG0000856	Syap.g_01286	Syan.g_01136
OG0000857	Syap.g_02722	Syan.g_00672
OG0000858	Syap.g_00612	Syan.g_01389
OG0000859	Syap.g_00613	Syan.g_01390
OG0000860	Syap.g_00623	Syan.g_01402
OG0000861	Syap.g_02789	Syan.g_01403
OG0000862	Syap.g_01789	Syan.g_01412
OG0000863	Syap.g_01784	Syan.g_01414
OG0000864	Syap.g_01783	Syan.g_00969
OG0000865	Syap.g_01781, Syap.g_01782	Syan.g_01415
OG0000866	Syap.g_01780	Syan.g_01416
OG0000867	Syap.g_01779	Syan.g_01417
OG0000868	Syap.g_01775	Syan.g_01421
OG0000869	Syap.g_01770	Syan.g_01426
OG0000870	Syap.g_01401	Syan.g_01431
OG0000871	Syap.g_01400	Syan.g_01432
OG0000872	Syap.g_01394	Syan.g_01438
OG0000873	Syap.g_01390	Syan.g_01441
OG0000874	Syap.g_01388	Syan.g_01443
OG0000875	Syap.g_01386	Syan.g_01445
OG0000876	Syap.g_00822	Syan.g_00391
OG0000877	Syap.g_01380	Syan.g_01449
OG0000878	Syap.g_01378	Syan.g_01450
OG0000879	Syap.g_01377	Syan.g_01451
OG0000880	Syap.g_01376	Syan.g_01452
OG0000882	Syap.g_01516	Syan.g_01462
OG0000883	Syap.g_01511	Syan.g_01464
OG0000884	Syap.g_01509	Syan.g_01466
OG0000885	Syap.g_01508	Syan.g_01467
OG0000886	Syap.g_01507	Syan.g_01468
OG0000887	Syap.g_01506	Syan.g_01469
OG0000888	Syap.g_01504	Syan.g_01471
OG0000889	Syap.g_01502	Syan.g_01473
OG0000890	Syap.g_01499	Syan.g_01476
OG0000891	Syap.g_01498	Syan.g_01477
OG0000892	Syap.g_02671	Syan.g_01480
OG0000893	Syap.g_02497	Syan.g_02103
OG0000894	Syap.g_02679	Syan.g_02108
OG0000895	Syap.g_00546	Syan.g_02112
OG0000896	Syap.g_00545	Syan.g_02113
OG0000897	Syap.g_00543	Syan.g_02115
OG0000898	Syap.g_00542	Syan.g_02116
OG0000899	Syap.g_00541	Syan.g_02117
OG0000900	Syap.g_00540	Syan.g_02118
OG0000901	Syap.g_01930	Syan.g_02123
OG0000902	Syap.g_01929	Syan.g_02125
OG0000903	Syap.g_01916	Syan.g_02252
OG0000904	Syap.g_01922	Syan.g_02258
OG0000905	Syap.g_01925	Syan.g_02129
OG0000906	Syap.g_01927	Syan.g_02127
OG0000907	Syap.g_01914	Syan.g_02245
OG0000908	Syap.g_01235	Syan.g_02242
OG0000909	Syap.g_01236	Syan.g_02241
OG0000910	Syap.g_01237	Syan.g_02240
OG0000911	Syap.g_00511	Syan.g_02238
OG0000912	Syap.g_00510	Syan.g_02237
OG0000913	Syap.g_00509	Syan.g_02236
OG0000914	Syap.g_00508	Syan.g_02235
OG0000915	Syap.g_00506	Syan.g_02233
OG0000916	Syap.g_00505	Syan.g_02232
OG0000917	Syap.g_00504	Syan.g_02231
OG0000918	Syap.g_00503	Syan.g_02230
OG0000919	Syap.g_00502	Syan.g_02229
OG0000920	Syap.g_00501	Syan.g_02228
OG0000921	Syap.g_00500	Syan.g_02227
OG0000922	Syap.g_00499	Syan.g_02226
OG0000923	Syap.g_00495	Syan.g_02222
OG0000924	Syap.g_00494	Syan.g_02221
OG0000925	Syap.g_00493	Syan.g_02220
OG0000926	Syap.g_00492	Syan.g_02219
OG0000927	Syap.g_00490	Syan.g_02217
OG0000928	Syap.g_00489	Syan.g_02216
OG0000929	Syap.g_00488	Syan.g_02215
OG0000930	Syap.g_00487	Syan.g_02214
OG0000931	Syap.g_00486	Syan.g_02213
OG0000932	Syap.g_00485	Syan.g_02212
OG0000933	Syap.g_00479	Syan.g_02206
OG0000934	Syap.g_00477	Syan.g_02204
OG0000935	Syap.g_00476	Syan.g_02203
OG0000936	Syap.g_00475	Syan.g_02202
OG0000937	Syap.g_00474	Syan.g_02201
OG0000938	Syap.g_00471	Syan.g_02198
OG0000939	Syap.g_00469	Syan.g_02197
OG0000940	Syap.g_00460	Syan.g_02188
OG0000941	Syap.g_00458	Syan.g_02186
OG0000942	Syap.g_00606	Syan.g_02184
OG0000943	Syap.g_00604	Syan.g_02183
OG0000944	Syap.g_00602	Syan.g_02181
OG0000945	Syap.g_00601	Syan.g_02180
OG0000946	Syap.g_00595	Syan.g_02167
OG0000947	Syap.g_00591	Syan.g_02164
OG0000948	Syap.g_00590	Syan.g_02163
OG0000949	Syap.g_01051	Syan.g_01951
OG0000950	Syap.g_01061	Syan.g_01940
OG0000951	Syap.g_01070	Syan.g_01932
OG0000952	Syap.g_01074	Syan.g_01927
OG0000953	Syap.g_01078	Syan.g_01922
OG0000954	Syap.g_01089	Syan.g_01916
OG0000955	Syap.g_01090	Syan.g_01915
OG0000956	Syap.g_01092	Syan.g_01913
OG0000957	Syap.g_01109	Syan.g_01898
OG0000958	Syap.g_01110	Syan.g_01897
OG0000959	Syap.g_01114	Syan.g_01893
OG0000960	Syap.g_01115	Syan.g_01892
OG0000961	Syap.g_02170	Syan.g_03024
OG0000962	Syap.g_01121	Syan.g_01887
OG0000963	Syap.g_01124	Syan.g_01881
OG0000964	Syap.g_01125	Syan.g_01880
OG0000965	Syap.g_01126	Syan.g_01879
OG0000966	Syap.g_01141	Syan.g_01812
OG0000967	Syap.g_00633	Syan.g_01804
OG0000968	Syap.g_00998	Syan.g_01706
OG0000969	Syap.g_00996	Syan.g_01708
OG0000970	Syap.g_00995	Syan.g_01709
OG0000971	Syap.g_00993	Syan.g_01711
OG0000972	Syap.g_00992	Syan.g_01712
OG0000973	Syap.g_00991	Syan.g_01713
OG0000974	Syap.g_00990	Syan.g_01714
OG0000975	Syap.g_00989	Syan.g_01715
OG0000976	Syap.g_00988	Syan.g_01716
OG0000977	Syap.g_00986	Syan.g_01718
OG0000978	Syap.g_00985	Syan.g_01719
OG0000979	Syap.g_00980	Syan.g_01722
OG0000980	Syap.g_00977	Syan.g_01725
OG0000981	Syap.g_01812	Syan.g_01728
OG0000982	Syap.g_00132	Syan.g_01566
OG0000983	Syap.g_00134	Syan.g_01567
OG0000984	Syap.g_00135	Syan.g_01568
OG0000985	Syap.g_00140	Syan.g_01572
OG0000986	Syap.g_01044	Syan.g_01574
OG0000987	Syap.g_01033	Syan.g_01576
OG0000988	Syap.g_01027	Syan.g_01581
OG0000989	Syap.g_01011	Syan.g_01587
OG0000990	Syap.g_02087	Syan.g_01615
OG0000991	Syap.g_02091	Syan.g_01618
OG0000992	Syap.g_02095	Syan.g_01622
OG0000993	Syap.g_02097	Syan.g_01623
OG0000994	Syap.g_02101	Syan.g_01625
OG0000996	Syap.g_01817	Syan.g_01653
OG0000997	Syap.g_02590	Syan.g_01677
OG0000998	Syap.g_02591	Syan.g_01679
OG0000999	Syap.g_02592	Syan.g_01680
OG0001001	Syap.g_02605	Syan.g_01690
OG0001002	Syap.g_00124	Syan.g_01697
OG0001003	Syap.g_02310	Syan.g_01699
OG0001004	Syap.g_02311	Syan.g_01700
OG0001005	Syap.g_02312	Syan.g_01701
OG0001006	Syap.g_00053	Syan.g_01794
OG0001007	Syap.g_00055	Syan.g_01796
OG0001008	Syap.g_02060	Syan.g_02397
OG0001012	Syap.g_00371	Syan.g_00281
OG0001013	Syap.g_01325	Syan.g_01542
OG0001016	Syap.g_01695	Syan.g_02912
OG0001033	Syap.g_00105	Syan.g_00970
OG0001035	Syap.g_01594	Syan.g_02062
OG0001038	Syap.g_01362	Syan.g_02025
OG0001039	Syap.g_01359	Syan.g_02022
OG0001040	Syap.g_01356	Syan.g_02019
OG0001041	Syap.g_01352	Syan.g_02015
OG0001043	Syap.g_01676	Syan.g_01988
OG0001044	Syap.g_00571	Syan.g_02145
OG0001053	Syap.g_02253	Syan.g_02761
OG0001054	Syap.g_00274	Syan.g_02742
OG0001055	Syap.g_00252	Syan.g_02721
OG0001059	Syap.g_00306	Syan.g_00855
OG0001060	Syap.g_00299	Syan.g_00861
OG0001061	Syap.g_01309	Syan.g_00880
OG0001072	Syap.g_00441	Syan.g_00960
OG0001073	Syap.g_00122, Syap.g_00455	Syan.g_01012
OG0001078	Syap.g_00896	Syan.g_00815
OG0001080	Syap.g_02505	Syan.g_00781
OG0001094	Syap.g_00187	Syan.g_00696
OG0001095	Syap.g_02725	Syan.g_00675
OG0001096	Syap.g_02709	Syan.g_00659
OG0001100	Syap.g_02369	Syan.g_00749
OG0001102	Syap.g_01258	Syan.g_00744
OG0001103	Syap.g_01256	Syan.g_00742
OG0001104	Syap.g_00171	Syan.g_00714
OG0001107	Syap.g_02015	Syan.g_00563
OG0001108	Syap.g_00119	Syan.g_00571
OG0001122	Syap.g_02766	Syan.g_00366
OG0001123	Syap.g_01872	Syan.g_00359
OG0001133	Syap.g_01292	Syan.g_00006
OG0001136	Syap.g_00230	Syan.g_02699
OG0001137	Syap.g_00213	Syan.g_02670
OG0001140	Syap.g_02134	Syan.g_02635
OG0001152	Syap.g_02447	Syan.g_02885
OG0001154	Syap.g_00013	Syan.g_02829
OG0001160	Syap.g_01217	Syan.g_01377
OG0001162	Syap.g_02366	Syan.g_02943
OG0001163	Syap.g_00609	Syan.g_01385
OG0001164	Syap.g_00614	Syan.g_01392
OG0001165	Syap.g_00619	Syan.g_01397
OG0001168	Syap.g_01372	Syan.g_01456
OG0001171	Syap.g_01505	Syan.g_01470
OG0001172	Syap.g_00547	Syan.g_02110
OG0001177	Syap.g_01920	Syan.g_02256
OG0001179	Syap.g_00491	Syan.g_02218
OG0001180	Syap.g_00097, Syap.g_00465	Syan.g_02191
OG0001181	Syap.g_00459	Syan.g_02187
OG0001183	Syap.g_00594	Syan.g_02166
OG0001185	Syap.g_01104	Syan.g_01902
OG0001186	Syap.g_01140	Syan.g_01864
OG0001187	Syap.g_01142	Syan.g_01811
OG0001188	Syap.g_00634	Syan.g_01806
OG0001189	Syap.g_00979	Syan.g_01723
OG0001191	Syap.g_01030	Syan.g_01578
OG0001192	Syap.g_01021	Syan.g_01585
OG0001197	Syap.g_00126	Syan.g_01695
OG0001198	Syap.g_00052	Syan.g_01793
OG0001199	Syap.g_01696	Syan.g_02913
OG0001200	Syap.g_01698	Syan.g_02915
OG0001202	Syap.g_01613	Syan.g_03084
OG0001203	Syap.g_01154	Syan.g_02426
OG0001204	Syap.g_01577	Syan.g_02097
OG0001214	Syap.g_00897	Syan.g_00814
OG0001217	Syap.g_01464	Syan.g_00617
OG0001218	Syap.g_00020	Syan.g_02837
OG0001219	Syap.g_02794	Syan.g_00477
OG0001221	Syap.g_01777	Syan.g_01446
OG0001222	Syap.g_02027	Syan.g_00552
OG0001224	Syap.g_01551	Syan.g_00294
OG0001225	Syap.g_01553	Syan.g_00292
OG0001226	Syap.g_02551	Syan.g_02922
OG0001228	Syap.g_01063	Syan.g_01938
OG0001229	Syap.g_00827	Syan.g_02631
OG0001230	Syap.g_02116	Syan.g_01288
OG0001231	Syap.g_00073	Syan.g_01764
OG0001232	Syap.g_01393	Syan.g_01439
OG0001235	Syap.g_01924	Syan.g_02130
OG0001236	Syap.g_01069	Syan.g_01933
OG0001237	Syap.g_01073	Syan.g_01928
OG0001239	Syap.g_01693, Syap.g_01692	Syan.g_02910
OG0001242	Syap.g_02227, Syap.g_02229	Syan.g_02297
OG0001243	Syap.g_02219	Syan.g_02289
OG0001244	Syap.g_02192	Syan.g_03004
OG0001246	Syap.g_00267	Syan.g_02734
OG0001249	Syap.g_00575	Syan.g_02150
OG0001250	Syap.g_01836	Syan.g_00382
OG0001251	Syap.g_01549, Syap.g_01727	Syan.g_00490
OG0001253	Syap.g_01969	Syan.g_00099
OG0001256	Syap.g_01225	Syan.g_01384
OG0001257	Syap.g_01821	Syan.g_00217
OG0001258	Syap.g_00617	Syan.g_01395
OG0001260	Syap.g_01497	Syan.g_01478
OG0001261	Syap.g_00482	Syan.g_02209
OG0001262	Syap.g_00981	Syan.g_01721
OG0001263	Syap.g_02216	Syan.g_02286
OG0001265	Syap.g_02231	Syan.g_02299
OG0001266	Syap.g_01618	Syan.g_03088
OG0001267	Syap.g_01360	Syan.g_02023
OG0001268	Syap.g_00563	Syan.g_02138
OG0001270	Syap.g_02056	Syan.g_02393
OG0001271	Syap.g_02759	Syan.g_02849
OG0001272	Syap.g_02250	Syan.g_02758
OG0001274	Syap.g_01897	Syan.g_01528
OG0001275	Syap.g_02694	Syan.g_00628
OG0001276	Syap.g_01873	Syan.g_00360
OG0001277	Syap.g_01293	Syan.g_00007
OG0001278	Syap.g_02438	Syan.g_02585
OG0001279	Syap.g_02663	Syan.g_01306
OG0001282	Syap.g_01701	Syan.g_02774
OG0001284	Syap.g_00047	Syan.g_01369
OG0001286	Syap.g_00467	Syan.g_02193
OG0001287	Syap.g_00418	Syan.g_01894
OG0001289	Syap.g_02365	Syan.g_02942
OG0001291	Syap.g_02207	Syan.g_02273
OG0001292	Syap.g_01583	Syan.g_02091
OG0001297	Syap.g_00255	Syan.g_02724
OG0001299	Syap.g_01959	Syan.g_00764
OG0001303	Syap.g_02795	Syan.g_00479
OG0001304	Syap.g_00536	Syan.g_00345
OG0001305	Syap.g_01562	Syan.g_00191
OG0001306	Syap.g_00245	Syan.g_02714
OG0001308	Syap.g_02750	Syan.g_01248
OG0001310	Syap.g_01774	Syan.g_01422
OG0001311	Syap.g_01871	Syan.g_00358
OG0001312	Syap.g_01735	Syan.g_00496
OG0001314	Syap.g_00330, Syap.g_00391	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Syap.g_00596	Syan.g_02168
OG0001318	Syap.g_01596, Syap.g_01597	Syan.g_02060
OG0001319	Syap.g_02338	Syan.g_02034
OG0001323	Syap.g_00757	Syan.g_01193
OG0001326	Syap.g_02646	Syan.g_01636
OG0001332	Syap.g_01548	Syan.g_00412
OG0001333	Syap.g_01373	Syan.g_01455
OG0001336	Syap.g_02602	Syan.g_01688
OG0001337	Syap.g_00576	Syan.g_02151
OG0001345	Syap.g_01877, Syap.g_02776	Syan.g_02655
OG0001346	Syap.g_01484	Syan.g_01214
OG0001347	Syap.g_02536	Syan.g_01852
OG0001349	Syap.g_01264, Syap.g_00851	Syan.g_01131
OG0001351	Syap.g_01996	Syan.g_02804
OG0001353	Syap.g_01849	Syan.g_00372
OG0001358	Syap.g_00942	Syan.g_00017
OG0001360	Syap.g_01881, Syap.g_02778	Syan.g_02653
OG0001361	Syap.g_01792	Syan.g_02658
OG0001364	Syap.g_01052	Syan.g_01950
OG0001365	Syap.g_00138	Syan.g_01570
OG0001366	Syap.g_01399	Syan.g_00175, Syan.g_01433
OG0001368	Syap.g_01576	Syan.g_02098
OG0001371	Syap.g_02544	Syan.g_02927
OG0001371	Syap.g_02545	Syan.g_02928
OG0001373	Syap.g_02647	Syan.g_01635
