Orthogroup	Syap	Praj
OG0000584	Syap.g_01530	Praj.g_00598
OG0000585	Syap.g_01526	Praj.g_00600
OG0000586	Syap.g_01525	Praj.g_00601
OG0000587	Syap.g_01523	Praj.g_00602
OG0000588	Syap.g_00776	Praj.g_00606
OG0000589	Syap.g_00941	Praj.g_00609
OG0000590	Syap.g_00940	Praj.g_00610
OG0000591	Syap.g_01289	Praj.g_00613
OG0000592	Syap.g_01288	Praj.g_00614
OG0000593	Syap.g_00890	Praj.g_00620
OG0000594	Syap.g_00891	Praj.g_00621
OG0000595	Syap.g_00892	Praj.g_00622
OG0000596	Syap.g_00898	Praj.g_00626
OG0000597	Syap.g_00903	Praj.g_00628
OG0000598	Syap.g_00904	Praj.g_00629
OG0000599	Syap.g_00908	Praj.g_00632
OG0000600	Syap.g_00909	Praj.g_00633
OG0000601	Syap.g_00910	Praj.g_00634
OG0000602	Syap.g_00640	Praj.g_00636
OG0000603	Syap.g_00641	Praj.g_00637
OG0000604	Syap.g_02769	Praj.g_00638
OG0000605	Syap.g_02501, Syap.g_02771	Praj.g_00639
OG0000606	Syap.g_02506	Praj.g_00642
OG0000607	Syap.g_00093	Praj.g_00645
OG0000608	Syap.g_00094	Praj.g_00646
OG0000609	Syap.g_00096	Praj.g_00647
OG0000610	Syap.g_01963	Praj.g_00653
OG0000611	Syap.g_01958	Praj.g_00656
OG0000612	Syap.g_01957	Praj.g_00657
OG0000613	Syap.g_02480	Praj.g_00663
OG0000615	Syap.g_00154	Praj.g_00693
OG0000616	Syap.g_00127	Praj.g_02137
OG0000617	Syap.g_00513	Praj.g_00704
OG0000618	Syap.g_00514	Praj.g_00705
OG0000619	Syap.g_00515	Praj.g_00706
OG0000620	Syap.g_00520	Praj.g_00709
OG0000621	Syap.g_00521	Praj.g_00710
OG0000622	Syap.g_00523	Praj.g_00711
OG0000623	Syap.g_00526	Praj.g_00712
OG0000624	Syap.g_00527	Praj.g_00714
OG0000625	Syap.g_00528	Praj.g_00715
OG0000626	Syap.g_00529	Praj.g_00716
OG0000627	Syap.g_00848	Praj.g_00718
OG0000628	Syap.g_00850	Praj.g_00719
OG0000629	Syap.g_02334	Praj.g_00720
OG0000630	Syap.g_02793	Praj.g_00723
OG0000631	Syap.g_01724	Praj.g_00917
OG0000632	Syap.g_01725	Praj.g_00918
OG0000633	Syap.g_01726	Praj.g_00919
OG0000634	Syap.g_00190	Praj.g_00765
OG0000635	Syap.g_00191	Praj.g_00766
OG0000636	Syap.g_00193	Praj.g_00768
OG0000637	Syap.g_00195	Praj.g_00770
OG0000638	Syap.g_00196	Praj.g_00771
OG0000639	Syap.g_00197	Praj.g_00772
OG0000640	Syap.g_00198	Praj.g_00773
OG0000641	Syap.g_00203	Praj.g_00777
OG0000642	Syap.g_02732	Praj.g_00778
OG0000643	Syap.g_02731	Praj.g_00779
OG0000644	Syap.g_02730	Praj.g_00780
OG0000645	Syap.g_02726	Praj.g_00781
OG0000646	Syap.g_02723	Praj.g_00784
OG0000647	Syap.g_02721	Praj.g_00786
OG0000648	Syap.g_02719	Praj.g_00788
OG0000649	Syap.g_02718	Praj.g_00789
OG0000650	Syap.g_02717	Praj.g_00790
OG0000651	Syap.g_02716	Praj.g_00791
OG0000652	Syap.g_02715	Praj.g_00792
OG0000653	Syap.g_02713	Praj.g_00794
OG0000654	Syap.g_02711	Praj.g_00795
OG0000655	Syap.g_02710	Praj.g_00796
OG0000656	Syap.g_02706	Praj.g_00799
OG0000657	Syap.g_01845	Praj.g_00806
OG0000658	Syap.g_01841	Praj.g_00808
OG0000659	Syap.g_01840	Praj.g_00809
OG0000660	Syap.g_01835	Praj.g_00814
OG0000662	Syap.g_00823	Praj.g_00818
OG0000663	Syap.g_00826	Praj.g_00820
OG0000664	Syap.g_00828	Praj.g_00821
OG0000665	Syap.g_02331	Praj.g_00826
OG0000666	Syap.g_01573	Praj.g_00827
OG0000667	Syap.g_01979	Praj.g_00831
OG0000668	Syap.g_02765	Praj.g_00869
OG0000669	Syap.g_02371	Praj.g_00877
OG0000670	Syap.g_02368	Praj.g_00880
OG0000671	Syap.g_01260	Praj.g_00882
OG0000672	Syap.g_01257	Praj.g_00885
OG0000673	Syap.g_01253	Praj.g_00888
OG0000674	Syap.g_01251	Praj.g_00890
OG0000675	Syap.g_01250	Praj.g_00891
OG0000676	Syap.g_01248	Praj.g_00893
OG0000677	Syap.g_01246	Praj.g_00894
OG0000678	Syap.g_01239	Praj.g_00897
OG0000679	Syap.g_00157	Praj.g_00901
OG0000680	Syap.g_00158	Praj.g_00902
OG0000681	Syap.g_00163	Praj.g_00905
OG0000682	Syap.g_00165	Praj.g_00906
OG0000683	Syap.g_00166	Praj.g_00907
OG0000684	Syap.g_00169	Praj.g_00748
OG0000685	Syap.g_00172	Praj.g_00750
OG0000686	Syap.g_00173	Praj.g_00751
OG0000687	Syap.g_00174	Praj.g_00752
OG0000688	Syap.g_00178	Praj.g_00755
OG0000689	Syap.g_00180	Praj.g_00756
OG0000690	Syap.g_00181	Praj.g_00757
OG0000691	Syap.g_00182	Praj.g_00758
OG0000692	Syap.g_00184	Praj.g_00760
OG0000693	Syap.g_00185	Praj.g_00761
OG0000694	Syap.g_00186	Praj.g_00762
OG0000695	Syap.g_01729	Praj.g_00921
OG0000696	Syap.g_01730	Praj.g_00922
OG0000697	Syap.g_01734	Praj.g_00923
OG0000698	Syap.g_01737	Praj.g_00926
OG0000699	Syap.g_01738	Praj.g_00927
OG0000700	Syap.g_01739	Praj.g_00928
OG0000701	Syap.g_01740	Praj.g_00929
OG0000702	Syap.g_01747	Praj.g_00931
OG0000703	Syap.g_01750	Praj.g_00932
OG0000704	Syap.g_01753	Praj.g_00933
OG0000705	Syap.g_02022	Praj.g_00939
OG0000706	Syap.g_02020	Praj.g_00940
OG0000707	Syap.g_02019	Praj.g_00941
OG0000708	Syap.g_02016	Praj.g_00943
OG0000709	Syap.g_00121	Praj.g_00947
OG0000711	Syap.g_02686	Praj.g_00966
OG0000712	Syap.g_02688	Praj.g_00968
OG0000713	Syap.g_02689	Praj.g_00969
OG0000714	Syap.g_02691	Praj.g_00970
OG0000715	Syap.g_02693	Praj.g_00972
OG0000716	Syap.g_02696	Praj.g_00973
OG0000717	Syap.g_02697	Praj.g_00974
OG0000718	Syap.g_02701	Praj.g_00991
OG0000719	Syap.g_02767	Praj.g_00992
OG0000720	Syap.g_02780	Praj.g_01002
OG0000721	Syap.g_02782	Praj.g_01003
OG0000722	Syap.g_02783	Praj.g_01004
OG0000723	Syap.g_00532	Praj.g_01008
OG0000725	Syap.g_01559	Praj.g_00845
OG0000726	Syap.g_01560	Praj.g_00844
OG0000727	Syap.g_01561	Praj.g_00843
OG0000728	Syap.g_01564	Praj.g_00841
OG0000729	Syap.g_01122	Praj.g_02022
OG0000730	Syap.g_00572	Praj.g_00378
OG0000731	Syap.g_00560	Praj.g_00386
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Praj.g_02081
OG0000733	Syap.g_01971	Praj.g_01833
OG0000734	Syap.g_02628	Praj.g_01476
OG0000735	Syap.g_00244	Praj.g_01474
OG0000736	Syap.g_00243	Praj.g_01473
OG0000737	Syap.g_00242	Praj.g_01472
OG0000738	Syap.g_00236	Praj.g_01468
OG0000739	Syap.g_00235	Praj.g_01467
OG0000740	Syap.g_00234	Praj.g_01466
OG0000741	Syap.g_00231	Praj.g_01464
OG0000742	Syap.g_00229	Praj.g_01462
OG0000743	Syap.g_00226	Praj.g_01460
OG0000744	Syap.g_00225	Praj.g_01459
OG0000745	Syap.g_00222	Praj.g_01458
OG0000746	Syap.g_00220	Praj.g_01456
OG0000747	Syap.g_00219	Praj.g_01455
OG0000748	Syap.g_00212	Praj.g_01451
OG0000749	Syap.g_00211	Praj.g_01450
OG0000750	Syap.g_00210	Praj.g_01449
OG0000751	Syap.g_00205	Praj.g_01446
OG0000752	Syap.g_01793	Praj.g_01444
OG0000753	Syap.g_02775	Praj.g_01442
OG0000754	Syap.g_01883	Praj.g_01438
OG0000755	Syap.g_01893	Praj.g_01434
OG0000757	Syap.g_00427	Praj.g_01426
OG0000758	Syap.g_00428	Praj.g_01425
OG0000759	Syap.g_00429	Praj.g_01424
OG0000760	Syap.g_00430	Praj.g_01423
OG0000761	Syap.g_00431	Praj.g_01422
OG0000762	Syap.g_00434	Praj.g_01421
OG0000763	Syap.g_02624	Praj.g_01419
OG0000764	Syap.g_02623	Praj.g_01418
OG0000765	Syap.g_02440	Praj.g_01409
OG0000766	Syap.g_02439	Praj.g_01408
OG0000767	Syap.g_02437	Praj.g_01407
OG0000768	Syap.g_02436	Praj.g_01406
OG0000769	Syap.g_02434	Praj.g_01404
OG0000770	Syap.g_02431	Praj.g_01403
OG0000772	Syap.g_02295	Praj.g_01246
OG0000773	Syap.g_00885	Praj.g_01519
OG0000774	Syap.g_01473	Praj.g_01522
OG0000775	Syap.g_01475	Praj.g_01523
OG0000776	Syap.g_01476	Praj.g_01524
OG0000777	Syap.g_01478	Praj.g_01525
OG0000778	Syap.g_01479	Praj.g_01526
OG0000779	Syap.g_01494	Praj.g_01530
OG0000780	Syap.g_01496	Praj.g_01531
OG0000781	Syap.g_02609	Praj.g_01534
OG0000782	Syap.g_02611	Praj.g_01535
OG0000783	Syap.g_02612	Praj.g_01536
OG0000784	Syap.g_02613	Praj.g_01537
OG0000785	Syap.g_02281	Praj.g_01539
OG0000786	Syap.g_02287	Praj.g_01542
OG0000787	Syap.g_02288	Praj.g_01543
OG0000788	Syap.g_01932	Praj.g_00732
OG0000789	Syap.g_00372	Praj.g_01011
OG0000791	Syap.g_02520	Praj.g_01582
OG0000792	Syap.g_02519	Praj.g_01583
OG0000793	Syap.g_02141	Praj.g_01586
OG0000794	Syap.g_02200	Praj.g_01587
OG0000795	Syap.g_02199	Praj.g_01588
OG0000796	Syap.g_02448	Praj.g_01592
OG0000797	Syap.g_02449	Praj.g_01593
OG0000799	Syap.g_02488	Praj.g_01613
OG0000800	Syap.g_02487	Praj.g_01614
OG0000801	Syap.g_02486	Praj.g_01615
OG0000802	Syap.g_02659	Praj.g_01617
OG0000803	Syap.g_02109	Praj.g_01619
OG0000804	Syap.g_02113	Praj.g_01620
OG0000805	Syap.g_02115	Praj.g_01622
OG0000806	Syap.g_02117	Praj.g_01624
OG0000807	Syap.g_02118	Praj.g_01625
OG0000808	Syap.g_02119	Praj.g_01626
OG0000809	Syap.g_02122	Praj.g_01630
OG0000810	Syap.g_02124	Praj.g_01631
OG0000811	Syap.g_02472	Praj.g_01635
OG0000812	Syap.g_02474	Praj.g_01637
OG0000813	Syap.g_02475	Praj.g_01638
OG0000814	Syap.g_02753	Praj.g_01640
OG0000815	Syap.g_02752	Praj.g_01641
OG0000816	Syap.g_02289	Praj.g_01643
OG0000817	Syap.g_02527	Praj.g_01644
OG0000818	Syap.g_02001	Praj.g_01648
OG0000819	Syap.g_02002	Praj.g_01649
OG0000820	Syap.g_02003	Praj.g_01650
OG0000821	Syap.g_02009	Praj.g_01653
OG0000822	Syap.g_02011	Praj.g_01654
OG0000824	Syap.g_00008	Praj.g_01658
OG0000825	Syap.g_00009	Praj.g_01659
OG0000826	Syap.g_00010	Praj.g_01660
OG0000827	Syap.g_00011	Praj.g_01661
OG0000828	Syap.g_00014	Praj.g_01664
OG0000829	Syap.g_00015	Praj.g_01665
OG0000830	Syap.g_00016	Praj.g_01666
OG0000831	Syap.g_00019	Praj.g_01668
OG0000832	Syap.g_00752	Praj.g_01678
OG0000833	Syap.g_00021	Praj.g_01686
OG0000834	Syap.g_00023	Praj.g_01687
OG0000835	Syap.g_00024	Praj.g_01688
OG0000836	Syap.g_00026	Praj.g_01690
OG0000837	Syap.g_00027	Praj.g_01691
OG0000838	Syap.g_00031	Praj.g_01693
OG0000839	Syap.g_00032	Praj.g_01694
OG0000840	Syap.g_00033	Praj.g_01695
OG0000841	Syap.g_00034	Praj.g_01696
OG0000842	Syap.g_00035	Praj.g_01697
OG0000843	Syap.g_00036	Praj.g_01698
OG0000844	Syap.g_00039	Praj.g_01699
OG0000845	Syap.g_00040	Praj.g_01700
OG0000846	Syap.g_00042	Praj.g_01701
OG0000847	Syap.g_00043	Praj.g_01702
OG0000848	Syap.g_00045	Praj.g_01703
OG0000849	Syap.g_00046	Praj.g_01704
OG0000850	Syap.g_00310	Praj.g_01706
OG0000851	Syap.g_01214	Praj.g_01707
OG0000852	Syap.g_01215	Praj.g_01708
OG0000853	Syap.g_01219	Praj.g_01713
OG0000854	Syap.g_01222	Praj.g_01715
OG0000855	Syap.g_01223	Praj.g_01716
OG0000856	Syap.g_01286	Praj.g_01599
OG0000857	Syap.g_02722	Praj.g_00785
OG0000858	Syap.g_00612	Praj.g_01763
OG0000859	Syap.g_00613	Praj.g_01764
OG0000860	Syap.g_00623	Praj.g_01770
OG0000861	Syap.g_02789	Praj.g_01771
OG0000862	Syap.g_01789	Praj.g_01772
OG0000863	Syap.g_01784	Praj.g_01773
OG0000864	Syap.g_01783	Praj.g_01774
OG0000865	Syap.g_01781, Syap.g_01782	Praj.g_01775
OG0000866	Syap.g_01780	Praj.g_01776
OG0000867	Syap.g_01779	Praj.g_01777
OG0000868	Syap.g_01775	Praj.g_01778
OG0000869	Syap.g_01770	Praj.g_01781
OG0000870	Syap.g_01401	Praj.g_01786
OG0000871	Syap.g_01400	Praj.g_01787
OG0000872	Syap.g_01394	Praj.g_01788
OG0000873	Syap.g_01390	Praj.g_01791
OG0000874	Syap.g_01388	Praj.g_01794
OG0000875	Syap.g_01386	Praj.g_01796
OG0000876	Syap.g_00822	Praj.g_01797
OG0000877	Syap.g_01380	Praj.g_01799
OG0000878	Syap.g_01378	Praj.g_01800
OG0000879	Syap.g_01377	Praj.g_01801
OG0000880	Syap.g_01376	Praj.g_01802
OG0000882	Syap.g_01516	Praj.g_01810
OG0000883	Syap.g_01511	Praj.g_01812
OG0000884	Syap.g_01509	Praj.g_01814
OG0000885	Syap.g_01508	Praj.g_01815
OG0000886	Syap.g_01507	Praj.g_01816
OG0000887	Syap.g_01506	Praj.g_01817
OG0000888	Syap.g_01504	Praj.g_01819
OG0000889	Syap.g_01502	Praj.g_01821
OG0000890	Syap.g_01499	Praj.g_01822
OG0000891	Syap.g_01498	Praj.g_01823
OG0000892	Syap.g_02671	Praj.g_01825
OG0000893	Syap.g_02497	Praj.g_01868
OG0000894	Syap.g_02679	Praj.g_01871
OG0000895	Syap.g_00546	Praj.g_01874
OG0000896	Syap.g_00545	Praj.g_01875
OG0000897	Syap.g_00543	Praj.g_01877
OG0000898	Syap.g_00542	Praj.g_01878
OG0000899	Syap.g_00541	Praj.g_01879
OG0000900	Syap.g_00540	Praj.g_01880
OG0000901	Syap.g_01930	Praj.g_01883
OG0000902	Syap.g_01929	Praj.g_01885
OG0000903	Syap.g_01916	Praj.g_01894
OG0000904	Syap.g_01922	Praj.g_01889
OG0000905	Syap.g_01925	Praj.g_01887
OG0000906	Syap.g_01927	Praj.g_01886
OG0000907	Syap.g_01914	Praj.g_01909
OG0000908	Syap.g_01235	Praj.g_01912
OG0000909	Syap.g_01236	Praj.g_01913
OG0000910	Syap.g_01237	Praj.g_01914
OG0000911	Syap.g_00511	Praj.g_01916
OG0000912	Syap.g_00510	Praj.g_01917
OG0000913	Syap.g_00509	Praj.g_01918
OG0000914	Syap.g_00508	Praj.g_01919
OG0000915	Syap.g_00506	Praj.g_01920
OG0000916	Syap.g_00505	Praj.g_01921
OG0000917	Syap.g_00504	Praj.g_01922
OG0000918	Syap.g_00503	Praj.g_01923
OG0000919	Syap.g_00502	Praj.g_01924
OG0000920	Syap.g_00501	Praj.g_01925
OG0000921	Syap.g_00500	Praj.g_01926
OG0000922	Syap.g_00499	Praj.g_01927
OG0000923	Syap.g_00495	Praj.g_01931
OG0000924	Syap.g_00494	Praj.g_01932
OG0000925	Syap.g_00493	Praj.g_01933
OG0000926	Syap.g_00492	Praj.g_01934
OG0000927	Syap.g_00490	Praj.g_01936
OG0000928	Syap.g_00489	Praj.g_01937
OG0000929	Syap.g_00488	Praj.g_01938
OG0000930	Syap.g_00487	Praj.g_01939
OG0000931	Syap.g_00486	Praj.g_01940
OG0000932	Syap.g_00485	Praj.g_01941
OG0000933	Syap.g_00479	Praj.g_01945
OG0000934	Syap.g_00477	Praj.g_01947
OG0000935	Syap.g_00476	Praj.g_01948
OG0000936	Syap.g_00475	Praj.g_01949
OG0000937	Syap.g_00474	Praj.g_01950
OG0000938	Syap.g_00471	Praj.g_01953
OG0000939	Syap.g_00469	Praj.g_01954
OG0000940	Syap.g_00460	Praj.g_01961
OG0000941	Syap.g_00458	Praj.g_01963
OG0000942	Syap.g_00606	Praj.g_01965
OG0000943	Syap.g_00604	Praj.g_01966
OG0000944	Syap.g_00602	Praj.g_01968
OG0000945	Syap.g_00601	Praj.g_01969
OG0000946	Syap.g_00595	Praj.g_01975
OG0000947	Syap.g_00591	Praj.g_01977
OG0000948	Syap.g_00590	Praj.g_01978
OG0000949	Syap.g_01051	Praj.g_01981
OG0000950	Syap.g_01061	Praj.g_01986
OG0000951	Syap.g_01070	Praj.g_01990
OG0000952	Syap.g_01074	Praj.g_01994
OG0000953	Syap.g_01078	Praj.g_01998
OG0000954	Syap.g_01089	Praj.g_02002
OG0000955	Syap.g_01090	Praj.g_02003
OG0000956	Syap.g_01092	Praj.g_02005
OG0000957	Syap.g_01109	Praj.g_02010
OG0000958	Syap.g_01110	Praj.g_02011
OG0000959	Syap.g_01114	Praj.g_02015
OG0000960	Syap.g_01115	Praj.g_02016
OG0000961	Syap.g_02170	Praj.g_02019
OG0000962	Syap.g_01121	Praj.g_02021
OG0000963	Syap.g_01124	Praj.g_02026
OG0000964	Syap.g_01125	Praj.g_02027
OG0000965	Syap.g_01126	Praj.g_02028
OG0000966	Syap.g_01141	Praj.g_02059
OG0000967	Syap.g_00633	Praj.g_02063
OG0000968	Syap.g_00998	Praj.g_02065
OG0000969	Syap.g_00996	Praj.g_02066
OG0000970	Syap.g_00995	Praj.g_02067
OG0000971	Syap.g_00993	Praj.g_02068
OG0000972	Syap.g_00992	Praj.g_02069
OG0000973	Syap.g_00991	Praj.g_02070
OG0000974	Syap.g_00990	Praj.g_02071
OG0000975	Syap.g_00989	Praj.g_02072
OG0000976	Syap.g_00988	Praj.g_02073
OG0000977	Syap.g_00986	Praj.g_02074
OG0000978	Syap.g_00985	Praj.g_02075
OG0000979	Syap.g_00980	Praj.g_02078
OG0000980	Syap.g_00977	Praj.g_02080
OG0000981	Syap.g_01812	Praj.g_02083
OG0000982	Syap.g_00132	Praj.g_02085
OG0000983	Syap.g_00134	Praj.g_02086
OG0000984	Syap.g_00135	Praj.g_02087
OG0000985	Syap.g_00140	Praj.g_02090
OG0000986	Syap.g_01044	Praj.g_02092
OG0000987	Syap.g_01033	Praj.g_02093
OG0000988	Syap.g_01027	Praj.g_02096
OG0000989	Syap.g_01011	Praj.g_02100
OG0000990	Syap.g_02087	Praj.g_02105
OG0000991	Syap.g_02091	Praj.g_02106
OG0000992	Syap.g_02095	Praj.g_02109
OG0000993	Syap.g_02097	Praj.g_02110
OG0000994	Syap.g_02101	Praj.g_02111
OG0000996	Syap.g_01817	Praj.g_02116
OG0000997	Syap.g_02590	Praj.g_02124
OG0000998	Syap.g_02591	Praj.g_02126
OG0000999	Syap.g_02592	Praj.g_02127
OG0001001	Syap.g_02605	Praj.g_02134
OG0001002	Syap.g_00124	Praj.g_02139
OG0001003	Syap.g_02310	Praj.g_02141
OG0001004	Syap.g_02311	Praj.g_02142
OG0001005	Syap.g_02312	Praj.g_02143
OG0001006	Syap.g_00053	Praj.g_02147
OG0001007	Syap.g_00055	Praj.g_02149
OG0001008	Syap.g_02060	Praj.g_00431
OG0001012	Syap.g_00371	Praj.g_00047
OG0001013	Syap.g_01325	Praj.g_00052
OG0001016	Syap.g_01695	Praj.g_00111
OG0001033	Syap.g_00105	Praj.g_00247
OG0001035	Syap.g_01594	Praj.g_00293
OG0001038	Syap.g_01362	Praj.g_00314
OG0001039	Syap.g_01359	Praj.g_00316
OG0001040	Syap.g_01356	Praj.g_00319
OG0001041	Syap.g_01352	Praj.g_00323
OG0001043	Syap.g_01676	Praj.g_00340
OG0001044	Syap.g_00571	Praj.g_00379
OG0001053	Syap.g_02253	Praj.g_00476
OG0001054	Syap.g_00274	Praj.g_00490
OG0001055	Syap.g_00252	Praj.g_00509
OG0001059	Syap.g_00306	Praj.g_00544
OG0001060	Syap.g_00299	Praj.g_00551
OG0001061	Syap.g_01309	Praj.g_00564
OG0001062	Syap.g_01314	Praj.g_00566
OG0001072	Syap.g_00441	Praj.g_00577
OG0001073	Syap.g_00122, Syap.g_00455	Praj.g_00591
OG0001078	Syap.g_00896	Praj.g_00624
OG0001080	Syap.g_02505	Praj.g_00641
OG0001085	Syap.g_01953	Praj.g_00660
OG0001094	Syap.g_00187	Praj.g_00763
OG0001095	Syap.g_02725	Praj.g_00782
OG0001096	Syap.g_02709	Praj.g_00797
OG0001100	Syap.g_02369	Praj.g_00879
OG0001102	Syap.g_01258	Praj.g_00884
OG0001103	Syap.g_01256	Praj.g_00886
OG0001104	Syap.g_00171	Praj.g_00749
OG0001105	Syap.g_00175	Praj.g_00753
OG0001107	Syap.g_02015	Praj.g_00944
OG0001108	Syap.g_00119	Praj.g_00948
OG0001122	Syap.g_02766	Praj.g_00993
OG0001123	Syap.g_01872	Praj.g_00997
OG0001133	Syap.g_01292	Praj.g_01040
OG0001136	Syap.g_00230	Praj.g_01463
OG0001137	Syap.g_00213	Praj.g_01452
OG0001140	Syap.g_02134	Praj.g_01429
OG0001152	Syap.g_02447	Praj.g_01591
OG0001154	Syap.g_00013	Praj.g_01663
OG0001155	Syap.g_00750	Praj.g_01679
OG0001160	Syap.g_01217	Praj.g_01711
OG0001162	Syap.g_02366	Praj.g_01723
OG0001163	Syap.g_00609	Praj.g_01761
OG0001164	Syap.g_00614	Praj.g_01765
OG0001165	Syap.g_00619	Praj.g_01767
OG0001168	Syap.g_01372	Praj.g_01804
OG0001171	Syap.g_01505	Praj.g_01818
OG0001172	Syap.g_00547	Praj.g_01872
OG0001177	Syap.g_01920	Praj.g_01891
OG0001178	Syap.g_01786, Syap.g_01787	Praj.g_01236
OG0001179	Syap.g_00491	Praj.g_01935
OG0001180	Syap.g_00097, Syap.g_00465	Praj.g_01958
OG0001181	Syap.g_00459	Praj.g_01962
OG0001183	Syap.g_00594	Praj.g_01976
OG0001185	Syap.g_01104	Praj.g_02007
OG0001186	Syap.g_01140	Praj.g_02046
OG0001187	Syap.g_01142	Praj.g_02060
OG0001188	Syap.g_00634	Praj.g_02062
OG0001189	Syap.g_00979	Praj.g_02079
OG0001191	Syap.g_01030	Praj.g_02094
OG0001192	Syap.g_01021	Praj.g_02099
OG0001197	Syap.g_00126	Praj.g_02138
OG0001198	Syap.g_00052	Praj.g_02146
OG0001199	Syap.g_01696	Praj.g_00112
OG0001200	Syap.g_01698	Praj.g_00114
OG0001202	Syap.g_01613	Praj.g_00239
OG0001203	Syap.g_01154	Praj.g_00278
OG0001204	Syap.g_01577	Praj.g_00284
OG0001214	Syap.g_00897	Praj.g_00625
OG0001217	Syap.g_01464	Praj.g_00091
OG0001218	Syap.g_00020	Praj.g_00740
OG0001219	Syap.g_02794	Praj.g_00915
OG0001221	Syap.g_01777	Praj.g_00899
OG0001222	Syap.g_02027	Praj.g_00847
OG0001224	Syap.g_01551	Praj.g_01020
OG0001225	Syap.g_01553	Praj.g_01022
OG0001228	Syap.g_01063	Praj.g_01411
OG0001229	Syap.g_00827	Praj.g_01160
OG0001230	Syap.g_02116	Praj.g_01623
OG0001231	Syap.g_00073	Praj.g_00744
OG0001232	Syap.g_01393	Praj.g_01789
OG0001235	Syap.g_01924	Praj.g_01888
OG0001236	Syap.g_01069	Praj.g_01989
OG0001237	Syap.g_01073	Praj.g_01993
OG0001238	Syap.g_01028	Praj.g_02095
OG0001239	Syap.g_01693, Syap.g_01692	Praj.g_00109
OG0001242	Syap.g_02227, Syap.g_02229	Praj.g_00159
OG0001243	Syap.g_02219	Praj.g_00166
OG0001244	Syap.g_02192	Praj.g_00182
OG0001246	Syap.g_01165, Syap.g_00267	Praj.g_00496
OG0001248	Syap.g_00423	Praj.g_00678
OG0001249	Syap.g_00575	Praj.g_00373
OG0001251	Syap.g_01549, Syap.g_01727	Praj.g_01858
OG0001253	Syap.g_01969	Praj.g_01728
OG0001255	Syap.g_02523	Praj.g_01477
OG0001256	Syap.g_01225	Praj.g_01719
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Praj.g_01724
OG0001260	Syap.g_01497	Praj.g_01824
OG0001261	Syap.g_00482	Praj.g_01943
OG0001262	Syap.g_00981	Praj.g_02077
OG0001263	Syap.g_02216	Praj.g_00169
OG0001277	Syap.g_01293	Praj.g_02123
OG0001279	Syap.g_02663	Praj.g_01155
OG0001282	Syap.g_01701	Praj.g_01576
OG0001284	Syap.g_00047	Praj.g_01705
OG0001286	Syap.g_00467	Praj.g_01956
OG0001287	Syap.g_00418	Praj.g_02014
OG0001288	Syap.g_01123	Praj.g_02025
OG0001289	Syap.g_02365	Praj.g_00125
OG0001297	Syap.g_00255	Praj.g_00506
OG0001299	Syap.g_01959	Praj.g_00655
OG0001303	Syap.g_02795	Praj.g_01344
OG0001304	Syap.g_00536	Praj.g_01006
OG0001305	Syap.g_01562	Praj.g_00842
OG0001306	Syap.g_00245	Praj.g_01475
OG0001307	Syap.g_00403	Praj.g_01547
OG0001308	Syap.g_02751, Syap.g_02750	Praj.g_01642
OG0001310	Syap.g_01774	Praj.g_01779
OG0001311	Syap.g_01871	Praj.g_00998
OG0001312	Syap.g_01735	Praj.g_00924
OG0001315	Syap.g_00596	Praj.g_01974
OG0001318	Syap.g_01596, Syap.g_01597	Praj.g_00295
OG0001326	Syap.g_02646	Praj.g_01850
OG0001332	Syap.g_01548	Praj.g_01677
OG0001336	Syap.g_02602	Praj.g_02133
OG0001337	Syap.g_00576	Praj.g_00367
OG0001345	Syap.g_01877, Syap.g_02776	Praj.g_01441
OG0001346	Syap.g_01484	Praj.g_01529
OG0001347	Syap.g_02536	Praj.g_02039
OG0001348	Syap.g_00938	Praj.g_01082
OG0001351	Syap.g_01996	Praj.g_00448
OG0001358	Syap.g_00942	Praj.g_00608
OG0001360	Syap.g_01881, Syap.g_02778	Praj.g_01439
OG0001365	Syap.g_00138	Praj.g_02088
OG0001368	Syap.g_01576	Praj.g_01171, Praj.g_01152
OG0001371	Syap.g_02544, Syap.g_02545	Praj.g_00671
OG0001373	Syap.g_02647	Praj.g_01849
OG0001374	Syap.g_01829, Syap.g_01830	Praj.g_01857
OG0001376	Syap.g_01991	Praj.g_00854
OG0001377	Syap.g_01992	Praj.g_00855
OG0001378	Syap.g_02055	Praj.g_00428
OG0001385	Syap.g_02650	Praj.g_01846
OG0001386	Syap.g_02649	Praj.g_01847
OG0001387	Syap.g_02648	Praj.g_01848
OG0001388	Syap.g_02645	Praj.g_01851
OG0001389	Syap.g_02644	Praj.g_01852
OG0001390	Syap.g_02643	Praj.g_01853
OG0001391	Syap.g_01833	Praj.g_01854
OG0001392	Syap.g_01832	Praj.g_01855
OG0001393	Syap.g_01831	Praj.g_01856
OG0001394	Syap.g_00159	Praj.g_00903
OG0001395	Syap.g_00531	Praj.g_01009
OG0001396	Syap.g_02537	Praj.g_02040
OG0001398	Syap.g_02356	Praj.g_00717
OG0001401	Syap.g_01844	Praj.g_00807
OG0001406	Syap.g_01989	Praj.g_00853
OG0001408	Syap.g_01862	Praj.g_00082
OG0001412	Syap.g_02535	Praj.g_02038
OG0001415	Syap.g_00447, Syap.g_00446	Praj.g_00270
